"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_wielorodzinnych_mc"
"30453",3029000,"Powiat wolsztyński",2009,NA
"30454",3030000,"Powiat wrzesiński",2009,NA
"30455",3031000,"Powiat złotowski",2009,NA
"30456",3061000,"Powiat m.Kalisz",2009,NA
"30457",3062000,"Powiat m.Konin",2009,NA
"30458",3063000,"Powiat m.Leszno",2009,NA
"30459",3064000,"Powiat m.Poznań",2009,NA
"30460",3201000,"Powiat białogardzki",2009,NA
"30461",3202000,"Powiat choszczeński",2009,NA
"30462",3203000,"Powiat drawski",2009,NA
"30463",3204000,"Powiat goleniowski",2009,NA
"30464",3205000,"Powiat gryficki",2009,NA
"30465",3206000,"Powiat gryfiński",2009,NA
"30466",3207000,"Powiat kamieński",2009,NA
"30467",3208000,"Powiat kołobrzeski",2009,NA
"30468",3209000,"Powiat koszaliński",2009,NA
"30469",3210000,"Powiat myśliborski",2009,NA
"30470",3211000,"Powiat policki",2009,NA
"30471",3212000,"Powiat pyrzycki",2009,NA
"30472",3213000,"Powiat sławieński",2009,NA
"30473",3214000,"Powiat stargardzki",2009,NA
"30474",3215000,"Powiat szczecinecki",2009,NA
"30475",3216000,"Powiat świdwiński",2009,NA
"30476",3217000,"Powiat wałecki",2009,NA
"30477",3218000,"Powiat łobeski",2009,NA
"30478",3261000,"Powiat m.Koszalin",2009,NA
"30479",3262000,"Powiat m.Szczecin",2009,NA
"30480",3263000,"Powiat m.Świnoujście",2009,NA
"30481",201000,"Powiat bolesławiecki",2010,NA
"30482",202000,"Powiat dzierżoniowski",2010,NA
"30483",203000,"Powiat głogowski",2010,NA
"30484",204000,"Powiat górowski",2010,NA
"30485",205000,"Powiat jaworski",2010,NA
"30486",206000,"Powiat jeleniogórski",2010,NA
"30487",207000,"Powiat kamiennogórski",2010,NA
"30488",208000,"Powiat kłodzki",2010,NA
"30489",209000,"Powiat legnicki",2010,NA
"30490",210000,"Powiat lubański",2010,NA
"30491",211000,"Powiat lubiński",2010,NA
"30492",212000,"Powiat lwówecki",2010,NA
"30493",213000,"Powiat milicki",2010,NA
"30494",214000,"Powiat oleśnicki",2010,NA
"30495",215000,"Powiat oławski",2010,NA
"30496",216000,"Powiat polkowicki",2010,NA
"30497",217000,"Powiat strzeliński",2010,NA
"30498",218000,"Powiat średzki",2010,NA
"30499",219000,"Powiat świdnicki",2010,NA
"30500",220000,"Powiat trzebnicki",2010,NA
"30501",221000,"Powiat wałbrzyski",2010,NA
"30502",222000,"Powiat wołowski",2010,NA
"30503",223000,"Powiat wrocławski",2010,NA
"30504",224000,"Powiat ząbkowicki",2010,NA
"30505",225000,"Powiat zgorzelecki",2010,NA
"30506",226000,"Powiat złotoryjski",2010,NA
"30507",261000,"Powiat m.Jelenia Góra",2010,NA
"30508",262000,"Powiat m.Legnica",2010,NA
"30509",263000,"Powiat m.Wałbrzych do 2002",2010,NA
"30510",264000,"Powiat m.Wrocław",2010,NA
"30511",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"30512",401000,"Powiat aleksandrowski",2010,NA
"30513",402000,"Powiat brodnicki",2010,NA
"30514",403000,"Powiat bydgoski",2010,NA
"30515",404000,"Powiat chełmiński",2010,NA
"30516",405000,"Powiat golubsko-dobrzyński",2010,NA
"30517",406000,"Powiat grudziądzki",2010,NA
"30518",407000,"Powiat inowrocławski",2010,NA
"30519",408000,"Powiat lipnowski",2010,NA
"30520",409000,"Powiat mogileński",2010,NA
"30521",410000,"Powiat nakielski",2010,NA
"30522",411000,"Powiat radziejowski",2010,NA
"30523",412000,"Powiat rypiński",2010,NA
"30524",413000,"Powiat sępoleński",2010,NA
"30525",414000,"Powiat świecki",2010,NA
"30526",415000,"Powiat toruński",2010,NA
"30527",416000,"Powiat tucholski",2010,NA
"30528",417000,"Powiat wąbrzeski",2010,NA
"30529",418000,"Powiat włocławski",2010,NA
"30530",419000,"Powiat żniński",2010,NA
"30531",461000,"Powiat m.Bydgoszcz",2010,NA
"30532",462000,"Powiat m.Grudziądz",2010,NA
"30533",463000,"Powiat m.Toruń",2010,NA
"30534",464000,"Powiat m.Włocławek",2010,NA
"30535",601000,"Powiat bialski",2010,NA
"30536",602000,"Powiat biłgorajski",2010,NA
"30537",603000,"Powiat chełmski",2010,NA
"30538",604000,"Powiat hrubieszowski",2010,NA
"30539",605000,"Powiat janowski",2010,NA
"30540",606000,"Powiat krasnostawski",2010,NA
"30541",607000,"Powiat kraśnicki",2010,NA
"30542",608000,"Powiat lubartowski",2010,NA
"30543",609000,"Powiat lubelski",2010,NA
"30544",610000,"Powiat łęczyński",2010,NA
"30545",611000,"Powiat łukowski",2010,NA
"30546",612000,"Powiat opolski",2010,NA
"30547",613000,"Powiat parczewski",2010,NA
"30548",614000,"Powiat puławski",2010,NA
"30549",615000,"Powiat radzyński",2010,NA
"30550",616000,"Powiat rycki",2010,NA
"30551",617000,"Powiat świdnicki",2010,NA
"30552",618000,"Powiat tomaszowski",2010,NA
"30553",619000,"Powiat włodawski",2010,NA
"30554",620000,"Powiat zamojski",2010,NA
"30555",661000,"Powiat m.Biała Podlaska",2010,NA
"30556",662000,"Powiat m.Chełm",2010,NA
"30557",663000,"Powiat m.Lublin",2010,NA
"30558",664000,"Powiat m.Zamość",2010,NA
"30559",801000,"Powiat gorzowski",2010,NA
"30560",802000,"Powiat krośnieński",2010,NA
"30561",803000,"Powiat międzyrzecki",2010,NA
"30562",804000,"Powiat nowosolski",2010,NA
"30563",805000,"Powiat słubicki",2010,NA
"30564",806000,"Powiat strzelecko-drezdenecki",2010,NA
"30565",807000,"Powiat sulęciński",2010,NA
"30566",808000,"Powiat świebodziński",2010,NA
"30567",809000,"Powiat zielonogórski",2010,NA
"30568",810000,"Powiat żagański",2010,NA
"30569",811000,"Powiat żarski",2010,NA
"30570",812000,"Powiat wschowski",2010,NA
"30571",861000,"Powiat m.Gorzów Wielkopolski",2010,NA
"30572",862000,"Powiat m.Zielona Góra",2010,NA
"30573",1001000,"Powiat bełchatowski",2010,NA
"30574",1002000,"Powiat kutnowski",2010,NA
"30575",1003000,"Powiat łaski",2010,NA
"30576",1004000,"Powiat łęczycki",2010,NA
"30577",1005000,"Powiat łowicki",2010,NA
"30578",1006000,"Powiat łódzki wschodni",2010,NA
"30579",1007000,"Powiat opoczyński",2010,NA
"30580",1008000,"Powiat pabianicki",2010,NA
"30581",1009000,"Powiat pajęczański",2010,NA
"30582",1010000,"Powiat piotrkowski",2010,NA
"30583",1011000,"Powiat poddębicki",2010,NA
"30584",1012000,"Powiat radomszczański",2010,NA
"30585",1013000,"Powiat rawski",2010,NA
"30586",1014000,"Powiat sieradzki",2010,NA
"30587",1015000,"Powiat skierniewicki",2010,NA
"30588",1016000,"Powiat tomaszowski",2010,NA
"30589",1017000,"Powiat wieluński",2010,NA
"30590",1018000,"Powiat wieruszowski",2010,NA
"30591",1019000,"Powiat zduńskowolski",2010,NA
"30592",1020000,"Powiat zgierski",2010,NA
"30593",1021000,"Powiat brzeziński",2010,NA
"30594",1061000,"Powiat m.Łódź",2010,NA
"30595",1062000,"Powiat m.Piotrków Trybunalski",2010,NA
"30596",1063000,"Powiat m.Skierniewice",2010,NA
"30597",1201000,"Powiat bocheński",2010,NA
"30598",1202000,"Powiat brzeski",2010,NA
"30599",1203000,"Powiat chrzanowski",2010,NA
"30600",1204000,"Powiat dąbrowski",2010,NA
"30601",1205000,"Powiat gorlicki",2010,NA
"30602",1206000,"Powiat krakowski",2010,NA
"30603",1207000,"Powiat limanowski",2010,NA
"30604",1208000,"Powiat miechowski",2010,NA
"30605",1209000,"Powiat myślenicki",2010,NA
"30606",1210000,"Powiat nowosądecki",2010,NA
"30607",1211000,"Powiat nowotarski",2010,NA
"30608",1212000,"Powiat olkuski",2010,NA
"30609",1213000,"Powiat oświęcimski",2010,NA
"30610",1214000,"Powiat proszowicki",2010,NA
"30611",1215000,"Powiat suski",2010,NA
"30612",1216000,"Powiat tarnowski",2010,NA
"30613",1217000,"Powiat tatrzański",2010,NA
"30614",1218000,"Powiat wadowicki",2010,NA
"30615",1219000,"Powiat wielicki",2010,NA
"30616",1261000,"Powiat m.Kraków",2010,NA
"30617",1262000,"Powiat m.Nowy Sącz",2010,NA
"30618",1263000,"Powiat m.Tarnów",2010,NA
"30619",1401000,"Powiat białobrzeski",2010,NA
"30620",1402000,"Powiat ciechanowski",2010,NA
"30621",1403000,"Powiat garwoliński",2010,NA
"30622",1404000,"Powiat gostyniński",2010,NA
"30623",1405000,"Powiat grodziski",2010,NA
"30624",1406000,"Powiat grójecki",2010,NA
"30625",1407000,"Powiat kozienicki",2010,NA
"30626",1408000,"Powiat legionowski",2010,NA
"30627",1409000,"Powiat lipski",2010,NA
"30628",1410000,"Powiat łosicki",2010,NA
"30629",1411000,"Powiat makowski",2010,NA
"30630",1412000,"Powiat miński",2010,NA
"30631",1413000,"Powiat mławski",2010,NA
"30632",1414000,"Powiat nowodworski",2010,NA
"30633",1415000,"Powiat ostrołęcki",2010,NA
"30634",1416000,"Powiat ostrowski",2010,NA
"30635",1417000,"Powiat otwocki",2010,NA
"30636",1418000,"Powiat piaseczyński",2010,NA
"30637",1419000,"Powiat płocki",2010,NA
"30638",1420000,"Powiat płoński",2010,NA
"30639",1421000,"Powiat pruszkowski",2010,NA
"30640",1422000,"Powiat przasnyski",2010,NA
"30641",1423000,"Powiat przysuski",2010,NA
"30642",1424000,"Powiat pułtuski",2010,NA
"30643",1425000,"Powiat radomski",2010,NA
"30644",1426000,"Powiat siedlecki",2010,NA
"30645",1427000,"Powiat sierpecki",2010,NA
"30646",1428000,"Powiat sochaczewski",2010,NA
"30647",1429000,"Powiat sokołowski",2010,NA
"30648",1430000,"Powiat szydłowiecki",2010,NA
"30649",1432000,"Powiat warszawski zachodni",2010,NA
"30650",1433000,"Powiat węgrowski",2010,NA
"30651",1434000,"Powiat wołomiński",2010,NA
"30652",1435000,"Powiat wyszkowski",2010,NA
"30653",1436000,"Powiat zwoleński",2010,NA
"30654",1437000,"Powiat żuromiński",2010,NA
"30655",1438000,"Powiat żyrardowski",2010,NA
"30656",1461000,"Powiat m.Ostrołęka",2010,NA
"30657",1462000,"Powiat m.Płock",2010,NA
"30658",1463000,"Powiat m.Radom",2010,NA
"30659",1464000,"Powiat m.Siedlce",2010,NA
"30660",1465000,"Powiat m. st. Warszawa",2010,NA
"30661",1601000,"Powiat brzeski",2010,NA
"30662",1602000,"Powiat głubczycki",2010,NA
"30663",1603000,"Powiat kędzierzyńsko-kozielski",2010,NA
"30664",1604000,"Powiat kluczborski",2010,NA
"30665",1605000,"Powiat krapkowicki",2010,NA
"30666",1606000,"Powiat namysłowski",2010,NA
"30667",1607000,"Powiat nyski",2010,NA
"30668",1608000,"Powiat oleski",2010,NA
"30669",1609000,"Powiat opolski",2010,NA
"30670",1610000,"Powiat prudnicki",2010,NA
"30671",1611000,"Powiat strzelecki",2010,NA
"30672",1661000,"Powiat m.Opole",2010,NA
"30673",1801000,"Powiat bieszczadzki",2010,NA
"30674",1802000,"Powiat brzozowski",2010,NA
"30675",1803000,"Powiat dębicki",2010,NA
"30676",1804000,"Powiat jarosławski",2010,NA
"30677",1805000,"Powiat jasielski",2010,NA
"30678",1806000,"Powiat kolbuszowski",2010,NA
"30679",1807000,"Powiat krośnieński",2010,NA
"30680",1808000,"Powiat leżajski",2010,NA
"30681",1809000,"Powiat lubaczowski",2010,NA
"30682",1810000,"Powiat łańcucki",2010,NA
"30683",1811000,"Powiat mielecki",2010,NA
"30684",1812000,"Powiat niżański",2010,NA
"30685",1813000,"Powiat przemyski",2010,NA
"30686",1814000,"Powiat przeworski",2010,NA
"30687",1815000,"Powiat ropczycko-sędziszowski",2010,NA
"30688",1816000,"Powiat rzeszowski",2010,NA
"30689",1817000,"Powiat sanocki",2010,NA
"30690",1818000,"Powiat stalowowolski",2010,NA
"30691",1819000,"Powiat strzyżowski",2010,NA
"30692",1820000,"Powiat tarnobrzeski",2010,NA
"30693",1821000,"Powiat leski",2010,NA
"30694",1861000,"Powiat m.Krosno",2010,NA
"30695",1862000,"Powiat m.Przemyśl",2010,NA
"30696",1863000,"Powiat m.Rzeszów",2010,NA
"30697",1864000,"Powiat m.Tarnobrzeg",2010,NA
"30698",2001000,"Powiat augustowski",2010,NA
"30699",2002000,"Powiat białostocki",2010,NA
"30700",2003000,"Powiat bielski",2010,NA
"30701",2004000,"Powiat grajewski",2010,NA
"30702",2005000,"Powiat hajnowski",2010,NA
"30703",2006000,"Powiat kolneński",2010,NA
"30704",2007000,"Powiat łomżyński",2010,NA
"30705",2008000,"Powiat moniecki",2010,NA
"30706",2009000,"Powiat sejneński",2010,NA
"30707",2010000,"Powiat siemiatycki",2010,NA
"30708",2011000,"Powiat sokólski",2010,NA
"30709",2012000,"Powiat suwalski",2010,NA
"30710",2013000,"Powiat wysokomazowiecki",2010,NA
"30711",2014000,"Powiat zambrowski",2010,NA
"30712",2061000,"Powiat m.Białystok",2010,NA
"30713",2062000,"Powiat m.Łomża",2010,NA
"30714",2063000,"Powiat m.Suwałki",2010,NA
"30715",2201000,"Powiat bytowski",2010,NA
"30716",2202000,"Powiat chojnicki",2010,NA
"30717",2203000,"Powiat człuchowski",2010,NA
"30718",2204000,"Powiat gdański",2010,NA
"30719",2205000,"Powiat kartuski",2010,NA
"30720",2206000,"Powiat kościerski",2010,NA
"30721",2207000,"Powiat kwidzyński",2010,NA
"30722",2208000,"Powiat lęborski",2010,NA
"30723",2209000,"Powiat malborski",2010,NA
"30724",2210000,"Powiat nowodworski",2010,NA
"30725",2211000,"Powiat pucki",2010,NA
"30726",2212000,"Powiat słupski",2010,NA
"30727",2213000,"Powiat starogardzki",2010,NA
"30728",2214000,"Powiat tczewski",2010,NA
"30729",2215000,"Powiat wejherowski",2010,NA
"30730",2216000,"Powiat sztumski",2010,NA
"30731",2261000,"Powiat m.Gdańsk",2010,NA
"30732",2262000,"Powiat m.Gdynia",2010,NA
"30733",2263000,"Powiat m.Słupsk",2010,NA
"30734",2264000,"Powiat m.Sopot",2010,NA
"30735",2401000,"Powiat będziński",2010,NA
"30736",2402000,"Powiat bielski",2010,NA
"30737",2403000,"Powiat cieszyński",2010,NA
"30738",2404000,"Powiat częstochowski",2010,NA
"30739",2405000,"Powiat gliwicki",2010,NA
"30740",2406000,"Powiat kłobucki",2010,NA
"30741",2407000,"Powiat lubliniecki",2010,NA
"30742",2408000,"Powiat mikołowski",2010,NA
"30743",2409000,"Powiat myszkowski",2010,NA
"30744",2410000,"Powiat pszczyński",2010,NA
"30745",2411000,"Powiat raciborski",2010,NA
"30746",2412000,"Powiat rybnicki",2010,NA
"30747",2413000,"Powiat tarnogórski",2010,NA
"30748",2414000,"Powiat bieruńsko-lędziński",2010,NA
"30749",2415000,"Powiat wodzisławski",2010,NA
"30750",2416000,"Powiat zawierciański",2010,NA
"30751",2417000,"Powiat żywiecki",2010,NA
"30752",2461000,"Powiat m.Bielsko-Biała",2010,NA
"30753",2462000,"Powiat m.Bytom",2010,NA
"30754",2463000,"Powiat m.Chorzów",2010,NA
"30755",2464000,"Powiat m.Częstochowa",2010,NA
"30756",2465000,"Powiat m.Dąbrowa Górnicza",2010,NA
"30757",2466000,"Powiat m.Gliwice",2010,NA
"30758",2467000,"Powiat m.Jastrzębie-Zdrój",2010,NA
"30759",2468000,"Powiat m.Jaworzno",2010,NA
"30760",2469000,"Powiat m.Katowice",2010,NA
"30761",2470000,"Powiat m.Mysłowice",2010,NA
"30762",2471000,"Powiat m.Piekary Śląskie",2010,NA
"30763",2472000,"Powiat m.Ruda Śląska",2010,NA
"30764",2473000,"Powiat m.Rybnik",2010,NA
"30765",2474000,"Powiat m.Siemianowice Śląskie",2010,NA
"30766",2475000,"Powiat m.Sosnowiec",2010,NA
"30767",2476000,"Powiat m.Świętochłowice",2010,NA
"30768",2477000,"Powiat m.Tychy",2010,NA
"30769",2478000,"Powiat m.Zabrze",2010,NA
"30770",2479000,"Powiat m.Żory",2010,NA
"30771",2601000,"Powiat buski",2010,NA
"30772",2602000,"Powiat jędrzejowski",2010,NA
"30773",2603000,"Powiat kazimierski",2010,NA
"30774",2604000,"Powiat kielecki",2010,NA
"30775",2605000,"Powiat konecki",2010,NA
"30776",2606000,"Powiat opatowski",2010,NA
"30777",2607000,"Powiat ostrowiecki",2010,NA
"30778",2608000,"Powiat pińczowski",2010,NA
"30779",2609000,"Powiat sandomierski",2010,NA
"30780",2610000,"Powiat skarżyski",2010,NA
"30781",2611000,"Powiat starachowicki",2010,NA
"30782",2612000,"Powiat staszowski",2010,NA
"30783",2613000,"Powiat włoszczowski",2010,NA
"30784",2661000,"Powiat m.Kielce",2010,NA
"30785",2801000,"Powiat bartoszycki",2010,NA
"30786",2802000,"Powiat braniewski",2010,NA
"30787",2803000,"Powiat działdowski",2010,NA
"30788",2804000,"Powiat elbląski",2010,NA
"30789",2805000,"Powiat ełcki",2010,NA
"30790",2806000,"Powiat giżycki",2010,NA
"30791",2807000,"Powiat iławski",2010,NA
"30792",2808000,"Powiat kętrzyński",2010,NA
"30793",2809000,"Powiat lidzbarski",2010,NA
"30794",2810000,"Powiat mrągowski",2010,NA
"30795",2811000,"Powiat nidzicki",2010,NA
"30796",2812000,"Powiat nowomiejski",2010,NA
"30797",2813000,"Powiat olecki",2010,NA
"30798",2814000,"Powiat olsztyński",2010,NA
"30799",2815000,"Powiat ostródzki",2010,NA
"30800",2816000,"Powiat piski",2010,NA
"30801",2817000,"Powiat szczycieński",2010,NA
"30802",2818000,"Powiat gołdapski",2010,NA
"30803",2819000,"Powiat węgorzewski",2010,NA
"30804",2861000,"Powiat m.Elbląg",2010,NA
"30805",2862000,"Powiat m.Olsztyn",2010,NA
"30806",3001000,"Powiat chodzieski",2010,NA
"30807",3002000,"Powiat czarnkowsko-trzcianecki",2010,NA
"30808",3003000,"Powiat gnieźnieński",2010,NA
"30809",3004000,"Powiat gostyński",2010,NA
"30810",3005000,"Powiat grodziski",2010,NA
"30811",3006000,"Powiat jarociński",2010,NA
"30812",3007000,"Powiat kaliski",2010,NA
"30813",3008000,"Powiat kępiński",2010,NA
"30814",3009000,"Powiat kolski",2010,NA
"30815",3010000,"Powiat koniński",2010,NA
"30816",3011000,"Powiat kościański",2010,NA
"30817",3012000,"Powiat krotoszyński",2010,NA
"30818",3013000,"Powiat leszczyński",2010,NA
"30819",3014000,"Powiat międzychodzki",2010,NA
"30820",3015000,"Powiat nowotomyski",2010,NA
"30821",3016000,"Powiat obornicki",2010,NA
"30822",3017000,"Powiat ostrowski",2010,NA
"30823",3018000,"Powiat ostrzeszowski",2010,NA
"30824",3019000,"Powiat pilski",2010,NA
"30825",3020000,"Powiat pleszewski",2010,NA
"30826",3021000,"Powiat poznański",2010,NA
"30827",3022000,"Powiat rawicki",2010,NA
"30828",3023000,"Powiat słupecki",2010,NA
"30829",3024000,"Powiat szamotulski",2010,NA
"30830",3025000,"Powiat średzki",2010,NA
"30831",3026000,"Powiat śremski",2010,NA
"30832",3027000,"Powiat turecki",2010,NA
"30833",3028000,"Powiat wągrowiecki",2010,NA
"30834",3029000,"Powiat wolsztyński",2010,NA
"30835",3030000,"Powiat wrzesiński",2010,NA
"30836",3031000,"Powiat złotowski",2010,NA
"30837",3061000,"Powiat m.Kalisz",2010,NA
"30838",3062000,"Powiat m.Konin",2010,NA
"30839",3063000,"Powiat m.Leszno",2010,NA
"30840",3064000,"Powiat m.Poznań",2010,NA
"30841",3201000,"Powiat białogardzki",2010,NA
"30842",3202000,"Powiat choszczeński",2010,NA
"30843",3203000,"Powiat drawski",2010,NA
"30844",3204000,"Powiat goleniowski",2010,NA
"30845",3205000,"Powiat gryficki",2010,NA
"30846",3206000,"Powiat gryfiński",2010,NA
"30847",3207000,"Powiat kamieński",2010,NA
"30848",3208000,"Powiat kołobrzeski",2010,NA
"30849",3209000,"Powiat koszaliński",2010,NA
"30850",3210000,"Powiat myśliborski",2010,NA
"30851",3211000,"Powiat policki",2010,NA
"30852",3212000,"Powiat pyrzycki",2010,NA
"30853",3213000,"Powiat sławieński",2010,NA
"30854",3214000,"Powiat stargardzki",2010,NA
"30855",3215000,"Powiat szczecinecki",2010,NA
"30856",3216000,"Powiat świdwiński",2010,NA
"30857",3217000,"Powiat wałecki",2010,NA
"30858",3218000,"Powiat łobeski",2010,NA
"30859",3261000,"Powiat m.Koszalin",2010,NA
"30860",3262000,"Powiat m.Szczecin",2010,NA
"30861",3263000,"Powiat m.Świnoujście",2010,NA
"30862",201000,"Powiat bolesławiecki",2011,NA
"30863",202000,"Powiat dzierżoniowski",2011,NA
"30864",203000,"Powiat głogowski",2011,NA
"30865",204000,"Powiat górowski",2011,NA
"30866",205000,"Powiat jaworski",2011,NA
"30867",206000,"Powiat jeleniogórski",2011,NA
"30868",207000,"Powiat kamiennogórski",2011,NA
"30869",208000,"Powiat kłodzki",2011,NA
"30870",209000,"Powiat legnicki",2011,NA
"30871",210000,"Powiat lubański",2011,NA
"30872",211000,"Powiat lubiński",2011,NA
"30873",212000,"Powiat lwówecki",2011,NA
"30874",213000,"Powiat milicki",2011,NA
"30875",214000,"Powiat oleśnicki",2011,NA
"30876",215000,"Powiat oławski",2011,NA
"30877",216000,"Powiat polkowicki",2011,NA
"30878",217000,"Powiat strzeliński",2011,NA
"30879",218000,"Powiat średzki",2011,NA
"30880",219000,"Powiat świdnicki",2011,NA
"30881",220000,"Powiat trzebnicki",2011,NA
"30882",221000,"Powiat wałbrzyski",2011,NA
"30883",222000,"Powiat wołowski",2011,NA
"30884",223000,"Powiat wrocławski",2011,NA
"30885",224000,"Powiat ząbkowicki",2011,NA
"30886",225000,"Powiat zgorzelecki",2011,NA
"30887",226000,"Powiat złotoryjski",2011,NA
"30888",261000,"Powiat m.Jelenia Góra",2011,NA
"30889",262000,"Powiat m.Legnica",2011,NA
"30890",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"30891",264000,"Powiat m.Wrocław",2011,NA
"30892",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"30893",401000,"Powiat aleksandrowski",2011,NA
"30894",402000,"Powiat brodnicki",2011,NA
"30895",403000,"Powiat bydgoski",2011,NA
"30896",404000,"Powiat chełmiński",2011,NA
"30897",405000,"Powiat golubsko-dobrzyński",2011,NA
"30898",406000,"Powiat grudziądzki",2011,NA
"30899",407000,"Powiat inowrocławski",2011,NA
"30900",408000,"Powiat lipnowski",2011,NA
"30901",409000,"Powiat mogileński",2011,NA
"30902",410000,"Powiat nakielski",2011,NA
"30903",411000,"Powiat radziejowski",2011,NA
"30904",412000,"Powiat rypiński",2011,NA
"30905",413000,"Powiat sępoleński",2011,NA
"30906",414000,"Powiat świecki",2011,NA
"30907",415000,"Powiat toruński",2011,NA
"30908",416000,"Powiat tucholski",2011,NA
"30909",417000,"Powiat wąbrzeski",2011,NA
"30910",418000,"Powiat włocławski",2011,NA
"30911",419000,"Powiat żniński",2011,NA
"30912",461000,"Powiat m.Bydgoszcz",2011,NA
"30913",462000,"Powiat m.Grudziądz",2011,NA
"30914",463000,"Powiat m.Toruń",2011,NA
"30915",464000,"Powiat m.Włocławek",2011,NA
"30916",601000,"Powiat bialski",2011,NA
"30917",602000,"Powiat biłgorajski",2011,NA
"30918",603000,"Powiat chełmski",2011,NA
"30919",604000,"Powiat hrubieszowski",2011,NA
"30920",605000,"Powiat janowski",2011,NA
"30921",606000,"Powiat krasnostawski",2011,NA
"30922",607000,"Powiat kraśnicki",2011,NA
"30923",608000,"Powiat lubartowski",2011,NA
"30924",609000,"Powiat lubelski",2011,NA
"30925",610000,"Powiat łęczyński",2011,NA
"30926",611000,"Powiat łukowski",2011,NA
"30927",612000,"Powiat opolski",2011,NA
"30928",613000,"Powiat parczewski",2011,NA
"30929",614000,"Powiat puławski",2011,NA
"30930",615000,"Powiat radzyński",2011,NA
"30931",616000,"Powiat rycki",2011,NA
"30932",617000,"Powiat świdnicki",2011,NA
"30933",618000,"Powiat tomaszowski",2011,NA
"30934",619000,"Powiat włodawski",2011,NA
"30935",620000,"Powiat zamojski",2011,NA
"30936",661000,"Powiat m.Biała Podlaska",2011,NA
"30937",662000,"Powiat m.Chełm",2011,NA
"30938",663000,"Powiat m.Lublin",2011,NA
"30939",664000,"Powiat m.Zamość",2011,NA
"30940",801000,"Powiat gorzowski",2011,NA
"30941",802000,"Powiat krośnieński",2011,NA
"30942",803000,"Powiat międzyrzecki",2011,NA
"30943",804000,"Powiat nowosolski",2011,NA
"30944",805000,"Powiat słubicki",2011,NA
"30945",806000,"Powiat strzelecko-drezdenecki",2011,NA
"30946",807000,"Powiat sulęciński",2011,NA
"30947",808000,"Powiat świebodziński",2011,NA
"30948",809000,"Powiat zielonogórski",2011,NA
"30949",810000,"Powiat żagański",2011,NA
"30950",811000,"Powiat żarski",2011,NA
"30951",812000,"Powiat wschowski",2011,NA
"30952",861000,"Powiat m.Gorzów Wielkopolski",2011,NA
"30953",862000,"Powiat m.Zielona Góra",2011,NA
"30954",1001000,"Powiat bełchatowski",2011,NA
"30955",1002000,"Powiat kutnowski",2011,NA
"30956",1003000,"Powiat łaski",2011,NA
"30957",1004000,"Powiat łęczycki",2011,NA
"30958",1005000,"Powiat łowicki",2011,NA
"30959",1006000,"Powiat łódzki wschodni",2011,NA
"30960",1007000,"Powiat opoczyński",2011,NA
"30961",1008000,"Powiat pabianicki",2011,NA
"30962",1009000,"Powiat pajęczański",2011,NA
"30963",1010000,"Powiat piotrkowski",2011,NA
"30964",1011000,"Powiat poddębicki",2011,NA
"30965",1012000,"Powiat radomszczański",2011,NA
"30966",1013000,"Powiat rawski",2011,NA
"30967",1014000,"Powiat sieradzki",2011,NA
"30968",1015000,"Powiat skierniewicki",2011,NA
"30969",1016000,"Powiat tomaszowski",2011,NA
"30970",1017000,"Powiat wieluński",2011,NA
"30971",1018000,"Powiat wieruszowski",2011,NA
"30972",1019000,"Powiat zduńskowolski",2011,NA
"30973",1020000,"Powiat zgierski",2011,NA
"30974",1021000,"Powiat brzeziński",2011,NA
"30975",1061000,"Powiat m.Łódź",2011,NA
"30976",1062000,"Powiat m.Piotrków Trybunalski",2011,NA
"30977",1063000,"Powiat m.Skierniewice",2011,NA
"30978",1201000,"Powiat bocheński",2011,NA
"30979",1202000,"Powiat brzeski",2011,NA
"30980",1203000,"Powiat chrzanowski",2011,NA
"30981",1204000,"Powiat dąbrowski",2011,NA
"30982",1205000,"Powiat gorlicki",2011,NA
"30983",1206000,"Powiat krakowski",2011,NA
"30984",1207000,"Powiat limanowski",2011,NA
"30985",1208000,"Powiat miechowski",2011,NA
"30986",1209000,"Powiat myślenicki",2011,NA
"30987",1210000,"Powiat nowosądecki",2011,NA
"30988",1211000,"Powiat nowotarski",2011,NA
"30989",1212000,"Powiat olkuski",2011,NA
"30990",1213000,"Powiat oświęcimski",2011,NA
"30991",1214000,"Powiat proszowicki",2011,NA
"30992",1215000,"Powiat suski",2011,NA
"30993",1216000,"Powiat tarnowski",2011,NA
"30994",1217000,"Powiat tatrzański",2011,NA
"30995",1218000,"Powiat wadowicki",2011,NA
"30996",1219000,"Powiat wielicki",2011,NA
"30997",1261000,"Powiat m.Kraków",2011,NA
"30998",1262000,"Powiat m.Nowy Sącz",2011,NA
"30999",1263000,"Powiat m.Tarnów",2011,NA
"31000",1401000,"Powiat białobrzeski",2011,NA
"31001",1402000,"Powiat ciechanowski",2011,NA
"31002",1403000,"Powiat garwoliński",2011,NA
"31003",1404000,"Powiat gostyniński",2011,NA
"31004",1405000,"Powiat grodziski",2011,NA
"31005",1406000,"Powiat grójecki",2011,NA
"31006",1407000,"Powiat kozienicki",2011,NA
