"","Kod","Nazwa","rok","Lekarze_wskazniki_lekarze_personel_pracujacy_ogolem_na_10_tys_ludnosci_osoba"
"6395",2812000,"Powiat nowomiejski",2014,23.7
"6396",2813000,"Powiat olecki",2014,29
"6397",2814000,"Powiat olsztyński",2014,26.7
"6398",2815000,"Powiat ostródzki",2014,23.4
"6399",2816000,"Powiat piski",2014,22
"6400",2817000,"Powiat szczycieński",2014,29.2
"6401",2818000,"Powiat gołdapski",2014,20.8
"6402",2819000,"Powiat węgorzewski",2014,20.8
"6403",2861000,"Powiat m.Elbląg",2014,74.4
"6404",2862000,"Powiat m.Olsztyn",2014,106.8
"6405",3001000,"Powiat chodzieski",2014,19.7
"6406",3002000,"Powiat czarnkowsko-trzcianecki",2014,15.3
"6407",3003000,"Powiat gnieźnieński",2014,33.7
"6408",3004000,"Powiat gostyński",2014,26
"6409",3005000,"Powiat grodziski",2014,40.4
"6410",3006000,"Powiat jarociński",2014,23.1
"6411",3007000,"Powiat kaliski",2014,8.6
"6412",3008000,"Powiat kępiński",2014,20.5
"6413",3009000,"Powiat kolski",2014,15.9
"6414",3010000,"Powiat koniński",2014,5.4
"6415",3011000,"Powiat kościański",2014,36.8
"6416",3012000,"Powiat krotoszyński",2014,23.2
"6417",3013000,"Powiat leszczyński",2014,9.7
"6418",3014000,"Powiat międzychodzki",2014,24.8
"6419",3015000,"Powiat nowotomyski",2014,21.2
"6420",3016000,"Powiat obornicki",2014,33.7
"6421",3017000,"Powiat ostrowski",2014,26.9
"6422",3018000,"Powiat ostrzeszowski",2014,17.3
"6423",3019000,"Powiat pilski",2014,29.1
"6424",3020000,"Powiat pleszewski",2014,36.5
"6425",3021000,"Powiat poznański",2014,22.8
"6426",3022000,"Powiat rawicki",2014,29.4
"6427",3023000,"Powiat słupecki",2014,24.1
"6428",3024000,"Powiat szamotulski",2014,19.9
"6429",3025000,"Powiat średzki",2014,31.1
"6430",3026000,"Powiat śremski",2014,35.2
"6431",3027000,"Powiat turecki",2014,16.5
"6432",3028000,"Powiat wągrowiecki",2014,13.3
"6433",3029000,"Powiat wolsztyński",2014,25.3
"6434",3030000,"Powiat wrzesiński",2014,21.5
"6435",3031000,"Powiat złotowski",2014,17.9
"6436",3061000,"Powiat m.Kalisz",2014,55.6
"6437",3062000,"Powiat m.Konin",2014,76.7
"6438",3063000,"Powiat m.Leszno",2014,53.2
"6439",3064000,"Powiat m.Poznań",2014,106.9
"6440",3201000,"Powiat białogardzki",2014,29.6
"6441",3202000,"Powiat choszczeński",2014,17.7
"6442",3203000,"Powiat drawski",2014,27.1
"6443",3204000,"Powiat goleniowski",2014,35.3
"6444",3205000,"Powiat gryficki",2014,33.2
"6445",3206000,"Powiat gryfiński",2014,13.3
"6446",3207000,"Powiat kamieński",2014,29.7
"6447",3208000,"Powiat kołobrzeski",2014,48.8
"6448",3209000,"Powiat koszaliński",2014,5.5
"6449",3210000,"Powiat myśliborski",2014,28.5
"6450",3211000,"Powiat policki",2014,38.5
"6451",3212000,"Powiat pyrzycki",2014,25.2
"6452",3213000,"Powiat sławieński",2014,18.6
"6453",3214000,"Powiat stargardzki",2014,29
"6454",3215000,"Powiat szczecinecki",2014,29.8
"6455",3216000,"Powiat świdwiński",2014,15.3
"6456",3217000,"Powiat wałecki",2014,28
"6457",3218000,"Powiat łobeski",2014,15.1
"6458",3261000,"Powiat m.Koszalin",2014,65.8
"6459",3262000,"Powiat m.Szczecin",2014,90.9
"6460",3263000,"Powiat m.Świnoujście",2014,44.3
"6461",201000,"Powiat bolesławiecki",2015,27.9
"6462",202000,"Powiat dzierżoniowski",2015,35.4
"6463",203000,"Powiat głogowski",2015,23.6
"6464",204000,"Powiat górowski",2015,16.4
"6465",205000,"Powiat jaworski",2015,28.6
"6466",206000,"Powiat jeleniogórski",2015,24.3
"6467",207000,"Powiat kamiennogórski",2015,32.2
"6468",208000,"Powiat kłodzki",2015,41.6
"6469",209000,"Powiat legnicki",2015,16.5
"6470",210000,"Powiat lubański",2015,25.4
"6471",211000,"Powiat lubiński",2015,67
"6472",212000,"Powiat lwówecki",2015,15.9
"6473",213000,"Powiat milicki",2015,41.1
"6474",214000,"Powiat oleśnicki",2015,29.7
"6475",215000,"Powiat oławski",2015,26.7
"6476",216000,"Powiat polkowicki",2015,11.4
"6477",217000,"Powiat strzeliński",2015,29.7
"6478",218000,"Powiat średzki",2015,6.6
"6479",219000,"Powiat świdnicki",2015,42.6
"6480",220000,"Powiat trzebnicki",2015,32.9
"6481",221000,"Powiat wałbrzyski",2015,21.7
"6482",222000,"Powiat wołowski",2015,38.6
"6483",223000,"Powiat wrocławski",2015,22.9
"6484",224000,"Powiat ząbkowicki",2015,22.4
"6485",225000,"Powiat zgorzelecki",2015,29.3
"6486",226000,"Powiat złotoryjski",2015,31.6
"6487",261000,"Powiat m.Jelenia Góra",2015,85.1
"6488",262000,"Powiat m.Legnica",2015,54.2
"6489",264000,"Powiat m.Wrocław",2015,111
"6490",265000,"Powiat m.Wałbrzych od 2013",2015,50.7
"6491",401000,"Powiat aleksandrowski",2015,52.5
"6492",402000,"Powiat brodnicki",2015,21.7
"6493",403000,"Powiat bydgoski",2015,15.3
"6494",404000,"Powiat chełmiński",2015,20.6
"6495",405000,"Powiat golubsko-dobrzyński",2015,27.3
"6496",406000,"Powiat grudziądzki",2015,18.1
"6497",407000,"Powiat inowrocławski",2015,34.3
"6498",408000,"Powiat lipnowski",2015,25.7
"6499",409000,"Powiat mogileński",2015,21.2
"6500",410000,"Powiat nakielski",2015,24.1
"6501",411000,"Powiat radziejowski",2015,36
"6502",412000,"Powiat rypiński",2015,23.7
"6503",413000,"Powiat sępoleński",2015,36.1
"6504",414000,"Powiat świecki",2015,31.4
"6505",415000,"Powiat toruński",2015,13.1
"6506",416000,"Powiat tucholski",2015,27.5
"6507",417000,"Powiat wąbrzeski",2015,32.7
"6508",418000,"Powiat włocławski",2015,11.4
"6509",419000,"Powiat żniński",2015,28.2
"6510",461000,"Powiat m.Bydgoszcz",2015,114.8
"6511",462000,"Powiat m.Grudziądz",2015,63.4
"6512",463000,"Powiat m.Toruń",2015,73
"6513",464000,"Powiat m.Włocławek",2015,60.2
"6514",601000,"Powiat bialski",2015,12
"6515",602000,"Powiat biłgorajski",2015,13.3
"6516",603000,"Powiat chełmski",2015,6.3
"6517",604000,"Powiat hrubieszowski",2015,17.3
"6518",605000,"Powiat janowski",2015,41.8
"6519",606000,"Powiat krasnostawski",2015,29.7
"6520",607000,"Powiat kraśnicki",2015,26.1
"6521",608000,"Powiat lubartowski",2015,30.2
"6522",609000,"Powiat lubelski",2015,15.3
"6523",610000,"Powiat łęczyński",2015,55.9
"6524",611000,"Powiat łukowski",2015,21.5
"6525",612000,"Powiat opolski",2015,32.3
"6526",613000,"Powiat parczewski",2015,41.5
"6527",614000,"Powiat puławski",2015,55.9
"6528",615000,"Powiat radzyński",2015,32.3
"6529",616000,"Powiat rycki",2015,51.2
"6530",617000,"Powiat świdnicki",2015,35.1
"6531",618000,"Powiat tomaszowski",2015,24.6
"6532",619000,"Powiat włodawski",2015,53.2
"6533",620000,"Powiat zamojski",2015,10.7
"6534",661000,"Powiat m.Biała Podlaska",2015,63.2
"6535",662000,"Powiat m.Chełm",2015,62.2
"6536",663000,"Powiat m.Lublin",2015,197.1
"6537",664000,"Powiat m.Zamość",2015,112.8
"6538",801000,"Powiat gorzowski",2015,26.4
"6539",802000,"Powiat krośnieński",2015,30.2
"6540",803000,"Powiat międzyrzecki",2015,39.8
"6541",804000,"Powiat nowosolski",2015,44.7
"6542",805000,"Powiat słubicki",2015,20.9
"6543",806000,"Powiat strzelecko-drezdenecki",2015,27
"6544",807000,"Powiat sulęciński",2015,32.3
"6545",808000,"Powiat świebodziński",2015,51.5
"6546",809000,"Powiat zielonogórski",2015,27.1
"6547",810000,"Powiat żagański",2015,18.9
"6548",811000,"Powiat żarski",2015,35.8
"6549",812000,"Powiat wschowski",2015,29
"6550",861000,"Powiat m.Gorzów Wielkopolski",2015,69.8
"6551",862000,"Powiat m.Zielona Góra",2015,73.9
"6552",1001000,"Powiat bełchatowski",2015,46.8
"6553",1002000,"Powiat kutnowski",2015,38.2
"6554",1003000,"Powiat łaski",2015,53.1
"6555",1004000,"Powiat łęczycki",2015,47.8
"6556",1005000,"Powiat łowicki",2015,25.4
"6557",1006000,"Powiat łódzki wschodni",2015,26.1
"6558",1007000,"Powiat opoczyński",2015,21.7
"6559",1008000,"Powiat pabianicki",2015,72
"6560",1009000,"Powiat pajęczański",2015,14
"6561",1010000,"Powiat piotrkowski",2015,4.5
"6562",1011000,"Powiat poddębicki",2015,40.5
"6563",1012000,"Powiat radomszczański",2015,37.2
"6564",1013000,"Powiat rawski",2015,37.4
"6565",1014000,"Powiat sieradzki",2015,54.3
"6566",1015000,"Powiat skierniewicki",2015,5.8
"6567",1016000,"Powiat tomaszowski",2015,37.8
"6568",1017000,"Powiat wieluński",2015,36.7
"6569",1018000,"Powiat wieruszowski",2015,20.4
"6570",1019000,"Powiat zduńskowolski",2015,34.8
"6571",1020000,"Powiat zgierski",2015,49.1
"6572",1021000,"Powiat brzeziński",2015,73.7
"6573",1061000,"Powiat m.Łódź",2015,118.6
"6574",1062000,"Powiat m.Piotrków Trybunalski",2015,73.2
"6575",1063000,"Powiat m.Skierniewice",2015,80.4
"6576",1201000,"Powiat bocheński",2015,37.6
"6577",1202000,"Powiat brzeski",2015,26.6
"6578",1203000,"Powiat chrzanowski",2015,61.3
"6579",1204000,"Powiat dąbrowski",2015,31.3
"6580",1205000,"Powiat gorlicki",2015,34.1
"6581",1206000,"Powiat krakowski",2015,22.2
"6582",1207000,"Powiat limanowski",2015,29.6
"6583",1208000,"Powiat miechowski",2015,37.3
"6584",1209000,"Powiat myślenicki",2015,33.5
"6585",1210000,"Powiat nowosądecki",2015,21.4
"6586",1211000,"Powiat nowotarski",2015,40.9
"6587",1212000,"Powiat olkuski",2015,41.6
"6588",1213000,"Powiat oświęcimski",2015,34
"6589",1214000,"Powiat proszowicki",2015,31.8
"6590",1215000,"Powiat suski",2015,35.8
"6591",1216000,"Powiat tarnowski",2015,19.7
"6592",1217000,"Powiat tatrzański",2015,42.1
"6593",1218000,"Powiat wadowicki",2015,24.1
"6594",1219000,"Powiat wielicki",2015,26.6
"6595",1261000,"Powiat m.Kraków",2015,141.5
"6596",1262000,"Powiat m.Nowy Sącz",2015,90
"6597",1263000,"Powiat m.Tarnów",2015,119.2
"6598",1401000,"Powiat białobrzeski",2015,19.4
"6599",1402000,"Powiat ciechanowski",2015,41.3
"6600",1403000,"Powiat garwoliński",2015,30.2
"6601",1404000,"Powiat gostyniński",2015,48.9
"6602",1405000,"Powiat grodziski",2015,67.9
"6603",1406000,"Powiat grójecki",2015,36.1
"6604",1407000,"Powiat kozienicki",2015,35.2
"6605",1408000,"Powiat legionowski",2015,26.2
"6606",1409000,"Powiat lipski",2015,23.4
"6607",1410000,"Powiat łosicki",2015,51.3
"6608",1411000,"Powiat makowski",2015,24.1
"6609",1412000,"Powiat miński",2015,30.5
"6610",1413000,"Powiat mławski",2015,21.3
"6611",1414000,"Powiat nowodworski",2015,39.1
"6612",1415000,"Powiat ostrołęcki",2015,7
"6613",1416000,"Powiat ostrowski",2015,28.8
"6614",1417000,"Powiat otwocki",2015,69.4
"6615",1418000,"Powiat piaseczyński",2015,56.8
"6616",1419000,"Powiat płocki",2015,9.4
"6617",1420000,"Powiat płoński",2015,27
"6618",1421000,"Powiat pruszkowski",2015,48.5
"6619",1422000,"Powiat przasnyski",2015,30.8
"6620",1423000,"Powiat przysuski",2015,20.9
"6621",1424000,"Powiat pułtuski",2015,33.3
"6622",1425000,"Powiat radomski",2015,16.4
"6623",1426000,"Powiat siedlecki",2015,3.9
"6624",1427000,"Powiat sierpecki",2015,19.4
"6625",1428000,"Powiat sochaczewski",2015,32.6
"6626",1429000,"Powiat sokołowski",2015,23.6
"6627",1430000,"Powiat szydłowiecki",2015,22.1
"6628",1432000,"Powiat warszawski zachodni",2015,33
"6629",1433000,"Powiat węgrowski",2015,14.6
"6630",1434000,"Powiat wołomiński",2015,32.8
"6631",1435000,"Powiat wyszkowski",2015,27.6
"6632",1436000,"Powiat zwoleński",2015,19.6
"6633",1437000,"Powiat żuromiński",2015,20.9
"6634",1438000,"Powiat żyrardowski",2015,32.6
"6635",1461000,"Powiat m.Ostrołęka",2015,83.9
"6636",1462000,"Powiat m.Płock",2015,89.5
"6637",1463000,"Powiat m.Radom",2015,64.4
"6638",1464000,"Powiat m.Siedlce",2015,100.1
"6639",1465000,"Powiat m. st. Warszawa",2015,131.2
"6640",1601000,"Powiat brzeski",2015,21.1
"6641",1602000,"Powiat głubczycki",2015,33.1
"6642",1603000,"Powiat kędzierzyńsko-kozielski",2015,45.9
"6643",1604000,"Powiat kluczborski",2015,24.7
"6644",1605000,"Powiat krapkowicki",2015,25.1
"6645",1606000,"Powiat namysłowski",2015,21.4
"6646",1607000,"Powiat nyski",2015,32.3
"6647",1608000,"Powiat oleski",2015,25.7
"6648",1609000,"Powiat opolski",2015,12.6
"6649",1610000,"Powiat prudnicki",2015,14.6
"6650",1611000,"Powiat strzelecki",2015,29.4
"6651",1661000,"Powiat m.Opole",2015,118.5
"6652",1801000,"Powiat bieszczadzki",2015,24.5
"6653",1802000,"Powiat brzozowski",2015,34.3
"6654",1803000,"Powiat dębicki",2015,19.4
"6655",1804000,"Powiat jarosławski",2015,30.6
"6656",1805000,"Powiat jasielski",2015,26.9
"6657",1806000,"Powiat kolbuszowski",2015,23.5
"6658",1807000,"Powiat krośnieński",2015,22.6
"6659",1808000,"Powiat leżajski",2015,28.3
"6660",1809000,"Powiat lubaczowski",2015,26
"6661",1810000,"Powiat łańcucki",2015,41.5
"6662",1811000,"Powiat mielecki",2015,31.9
"6663",1812000,"Powiat niżański",2015,20.1
"6664",1813000,"Powiat przemyski",2015,6.7
"6665",1814000,"Powiat przeworski",2015,20
"6666",1815000,"Powiat ropczycko-sędziszowski",2015,14.9
"6667",1816000,"Powiat rzeszowski",2015,18.5
"6668",1817000,"Powiat sanocki",2015,37
"6669",1818000,"Powiat stalowowolski",2015,36.4
"6670",1819000,"Powiat strzyżowski",2015,21.7
"6671",1820000,"Powiat tarnobrzeski",2015,38.9
"6672",1821000,"Powiat leski",2015,29.2
"6673",1861000,"Powiat m.Krosno",2015,100.3
"6674",1862000,"Powiat m.Przemyśl",2015,81.5
"6675",1863000,"Powiat m.Rzeszów",2015,155.5
"6676",1864000,"Powiat m.Tarnobrzeg",2015,60.9
"6677",2001000,"Powiat augustowski",2015,43.8
"6678",2002000,"Powiat białostocki",2015,21.1
"6679",2003000,"Powiat bielski",2015,23.2
"6680",2004000,"Powiat grajewski",2015,26.7
"6681",2005000,"Powiat hajnowski",2015,35
"6682",2006000,"Powiat kolneński",2015,25
"6683",2007000,"Powiat łomżyński",2015,1.9
"6684",2008000,"Powiat moniecki",2015,23.3
"6685",2009000,"Powiat sejneński",2015,26.2
"6686",2010000,"Powiat siemiatycki",2015,21.1
"6687",2011000,"Powiat sokólski",2015,19.9
"6688",2012000,"Powiat suwalski",2015,12.8
"6689",2013000,"Powiat wysokomazowiecki",2015,22.3
"6690",2014000,"Powiat zambrowski",2015,26
"6691",2061000,"Powiat m.Białystok",2015,114.8
"6692",2062000,"Powiat m.Łomża",2015,68.5
"6693",2063000,"Powiat m.Suwałki",2015,58
"6694",2201000,"Powiat bytowski",2015,22.8
"6695",2202000,"Powiat chojnicki",2015,34.4
"6696",2203000,"Powiat człuchowski",2015,15.3
"6697",2204000,"Powiat gdański",2015,12.4
"6698",2205000,"Powiat kartuski",2015,23.2
"6699",2206000,"Powiat kościerski",2015,44.5
"6700",2207000,"Powiat kwidzyński",2015,26
"6701",2208000,"Powiat lęborski",2015,28.1
"6702",2209000,"Powiat malborski",2015,28.8
"6703",2210000,"Powiat nowodworski",2015,20.5
"6704",2211000,"Powiat pucki",2015,26.2
"6705",2212000,"Powiat słupski",2015,10.1
"6706",2213000,"Powiat starogardzki",2015,37.3
"6707",2214000,"Powiat tczewski",2015,33
"6708",2215000,"Powiat wejherowski",2015,32.6
"6709",2216000,"Powiat sztumski",2015,29.3
"6710",2261000,"Powiat m.Gdańsk",2015,105.5
"6711",2262000,"Powiat m.Gdynia",2015,77.2
"6712",2263000,"Powiat m.Słupsk",2015,61.1
"6713",2264000,"Powiat m.Sopot",2015,99.4
"6714",2401000,"Powiat będziński",2015,40.9
"6715",2402000,"Powiat bielski",2015,27.4
"6716",2403000,"Powiat cieszyński",2015,49.6
"6717",2404000,"Powiat częstochowski",2015,18.9
"6718",2405000,"Powiat gliwicki",2015,45.5
"6719",2406000,"Powiat kłobucki",2015,21.1
"6720",2407000,"Powiat lubliniecki",2015,40.4
"6721",2408000,"Powiat mikołowski",2015,32.9
"6722",2409000,"Powiat myszkowski",2015,48.6
"6723",2410000,"Powiat pszczyński",2015,31.8
"6724",2411000,"Powiat raciborski",2015,39.7
"6725",2412000,"Powiat rybnicki",2015,11.1
"6726",2413000,"Powiat tarnogórski",2015,52.7
"6727",2414000,"Powiat bieruńsko-lędziński",2015,30.2
"6728",2415000,"Powiat wodzisławski",2015,30.9
"6729",2416000,"Powiat zawierciański",2015,31.3
"6730",2417000,"Powiat żywiecki",2015,28.8
"6731",2461000,"Powiat m.Bielsko-Biała",2015,100.2
"6732",2462000,"Powiat m.Bytom",2015,72.5
"6733",2463000,"Powiat m.Chorzów",2015,83.7
"6734",2464000,"Powiat m.Częstochowa",2015,93.7
"6735",2465000,"Powiat m.Dąbrowa Górnicza",2015,48.7
"6736",2466000,"Powiat m.Gliwice",2015,67.9
"6737",2467000,"Powiat m.Jastrzębie-Zdrój",2015,50.1
"6738",2468000,"Powiat m.Jaworzno",2015,46.5
"6739",2469000,"Powiat m.Katowice",2015,164.1
"6740",2470000,"Powiat m.Mysłowice",2015,40.5
"6741",2471000,"Powiat m.Piekary Śląskie",2015,86.4
"6742",2472000,"Powiat m.Ruda Śląska",2015,58.1
"6743",2473000,"Powiat m.Rybnik",2015,49.8
"6744",2474000,"Powiat m.Siemianowice Śląskie",2015,47.3
"6745",2475000,"Powiat m.Sosnowiec",2015,97.7
"6746",2476000,"Powiat m.Świętochłowice",2015,68.3
"6747",2477000,"Powiat m.Tychy",2015,70.5
"6748",2478000,"Powiat m.Zabrze",2015,84
"6749",2479000,"Powiat m.Żory",2015,40.2
"6750",2601000,"Powiat buski",2015,39
"6751",2602000,"Powiat jędrzejowski",2015,21.7
"6752",2603000,"Powiat kazimierski",2015,18.9
"6753",2604000,"Powiat kielecki",2015,23.1
"6754",2605000,"Powiat konecki",2015,35.2
"6755",2606000,"Powiat opatowski",2015,21.7
"6756",2607000,"Powiat ostrowiecki",2015,33.4
"6757",2608000,"Powiat pińczowski",2015,36.2
"6758",2609000,"Powiat sandomierski",2015,35.3
"6759",2610000,"Powiat skarżyski",2015,39.6
"6760",2611000,"Powiat starachowicki",2015,43.4
"6761",2612000,"Powiat staszowski",2015,33.5
"6762",2613000,"Powiat włoszczowski",2015,29
"6763",2661000,"Powiat m.Kielce",2015,139.1
"6764",2801000,"Powiat bartoszycki",2015,26.3
"6765",2802000,"Powiat braniewski",2015,32.5
"6766",2803000,"Powiat działdowski",2015,23.4
"6767",2804000,"Powiat elbląski",2015,18.6
"6768",2805000,"Powiat ełcki",2015,27.1
"6769",2806000,"Powiat giżycki",2015,32.6
"6770",2807000,"Powiat iławski",2015,26.1
"6771",2808000,"Powiat kętrzyński",2015,21.7
"6772",2809000,"Powiat lidzbarski",2015,21.5
"6773",2810000,"Powiat mrągowski",2015,28.4
"6774",2811000,"Powiat nidzicki",2015,25
"6775",2812000,"Powiat nowomiejski",2015,23.2
"6776",2813000,"Powiat olecki",2015,28.8
"6777",2814000,"Powiat olsztyński",2015,24.4
"6778",2815000,"Powiat ostródzki",2015,22.2
"6779",2816000,"Powiat piski",2015,21.4
"6780",2817000,"Powiat szczycieński",2015,24.1
"6781",2818000,"Powiat gołdapski",2015,19.8
"6782",2819000,"Powiat węgorzewski",2015,20.5
"6783",2861000,"Powiat m.Elbląg",2015,69
"6784",2862000,"Powiat m.Olsztyn",2015,110.5
"6785",3001000,"Powiat chodzieski",2015,16.8
"6786",3002000,"Powiat czarnkowsko-trzcianecki",2015,13.5
"6787",3003000,"Powiat gnieźnieński",2015,31.4
"6788",3004000,"Powiat gostyński",2015,22
"6789",3005000,"Powiat grodziski",2015,38.1
"6790",3006000,"Powiat jarociński",2015,21.6
"6791",3007000,"Powiat kaliski",2015,8.6
"6792",3008000,"Powiat kępiński",2015,19.5
"6793",3009000,"Powiat kolski",2015,14
"6794",3010000,"Powiat koniński",2015,5.4
"6795",3011000,"Powiat kościański",2015,35.4
"6796",3012000,"Powiat krotoszyński",2015,20.5
"6797",3013000,"Powiat leszczyński",2015,6.4
"6798",3014000,"Powiat międzychodzki",2015,29.7
"6799",3015000,"Powiat nowotomyski",2015,22.8
"6800",3016000,"Powiat obornicki",2015,30.3
"6801",3017000,"Powiat ostrowski",2015,23.6
"6802",3018000,"Powiat ostrzeszowski",2015,16.1
"6803",3019000,"Powiat pilski",2015,22.3
"6804",3020000,"Powiat pleszewski",2015,34.5
"6805",3021000,"Powiat poznański",2015,18.1
"6806",3022000,"Powiat rawicki",2015,25.4
"6807",3023000,"Powiat słupecki",2015,21.6
"6808",3024000,"Powiat szamotulski",2015,19.3
"6809",3025000,"Powiat średzki",2015,28.6
"6810",3026000,"Powiat śremski",2015,35.3
"6811",3027000,"Powiat turecki",2015,13.3
"6812",3028000,"Powiat wągrowiecki",2015,13.9
"6813",3029000,"Powiat wolsztyński",2015,20.5
"6814",3030000,"Powiat wrzesiński",2015,33
"6815",3031000,"Powiat złotowski",2015,13.9
"6816",3061000,"Powiat m.Kalisz",2015,48.3
"6817",3062000,"Powiat m.Konin",2015,68
"6818",3063000,"Powiat m.Leszno",2015,59
"6819",3064000,"Powiat m.Poznań",2015,104.4
"6820",3201000,"Powiat białogardzki",2015,28.9
"6821",3202000,"Powiat choszczeński",2015,16.4
"6822",3203000,"Powiat drawski",2015,12.9
"6823",3204000,"Powiat goleniowski",2015,32.7
"6824",3205000,"Powiat gryficki",2015,32.1
"6825",3206000,"Powiat gryfiński",2015,28.3
"6826",3207000,"Powiat kamieński",2015,29.7
"6827",3208000,"Powiat kołobrzeski",2015,47
"6828",3209000,"Powiat koszaliński",2015,4.4
"6829",3210000,"Powiat myśliborski",2015,27.7
"6830",3211000,"Powiat policki",2015,33.6
"6831",3212000,"Powiat pyrzycki",2015,21.9
"6832",3213000,"Powiat sławieński",2015,22.7
"6833",3214000,"Powiat stargardzki",2015,27.6
"6834",3215000,"Powiat szczecinecki",2015,28.1
"6835",3216000,"Powiat świdwiński",2015,25
"6836",3217000,"Powiat wałecki",2015,24.7
"6837",3218000,"Powiat łobeski",2015,17
"6838",3261000,"Powiat m.Koszalin",2015,67.8
"6839",3262000,"Powiat m.Szczecin",2015,91.1
"6840",3263000,"Powiat m.Świnoujście",2015,50.5
"6841",201000,"Powiat bolesławiecki",2016,30.9
"6842",202000,"Powiat dzierżoniowski",2016,31.3
"6843",203000,"Powiat głogowski",2016,26.8
"6844",204000,"Powiat górowski",2016,12.9
"6845",205000,"Powiat jaworski",2016,30.1
"6846",206000,"Powiat jeleniogórski",2016,25.6
"6847",207000,"Powiat kamiennogórski",2016,36.4
"6848",208000,"Powiat kłodzki",2016,42.1
"6849",209000,"Powiat legnicki",2016,17.2
"6850",210000,"Powiat lubański",2016,22.1
"6851",211000,"Powiat lubiński",2016,67.4
"6852",212000,"Powiat lwówecki",2016,18.3
"6853",213000,"Powiat milicki",2016,44.4
"6854",214000,"Powiat oleśnicki",2016,26.4
"6855",215000,"Powiat oławski",2016,29.1
"6856",216000,"Powiat polkowicki",2016,11.7
"6857",217000,"Powiat strzeliński",2016,31.3
"6858",218000,"Powiat średzki",2016,8.6
"6859",219000,"Powiat świdnicki",2016,42.7
"6860",220000,"Powiat trzebnicki",2016,37.8
"6861",221000,"Powiat wałbrzyski",2016,23.1
"6862",222000,"Powiat wołowski",2016,39.2
"6863",223000,"Powiat wrocławski",2016,17.8
"6864",224000,"Powiat ząbkowicki",2016,24.5
"6865",225000,"Powiat zgorzelecki",2016,30.8
"6866",226000,"Powiat złotoryjski",2016,34.2
"6867",261000,"Powiat m.Jelenia Góra",2016,81.1
"6868",262000,"Powiat m.Legnica",2016,52
"6869",264000,"Powiat m.Wrocław",2016,123.6
"6870",265000,"Powiat m.Wałbrzych od 2013",2016,66.8
"6871",401000,"Powiat aleksandrowski",2016,56.7
"6872",402000,"Powiat brodnicki",2016,22
"6873",403000,"Powiat bydgoski",2016,16.8
"6874",404000,"Powiat chełmiński",2016,21.4
"6875",405000,"Powiat golubsko-dobrzyński",2016,28.1
"6876",406000,"Powiat grudziądzki",2016,15.6
"6877",407000,"Powiat inowrocławski",2016,33
"6878",408000,"Powiat lipnowski",2016,21.5
"6879",409000,"Powiat mogileński",2016,22.5
"6880",410000,"Powiat nakielski",2016,29.3
"6881",411000,"Powiat radziejowski",2016,39.1
"6882",412000,"Powiat rypiński",2016,25.8
"6883",413000,"Powiat sępoleński",2016,36.2
"6884",414000,"Powiat świecki",2016,30.4
"6885",415000,"Powiat toruński",2016,13.5
"6886",416000,"Powiat tucholski",2016,30.2
"6887",417000,"Powiat wąbrzeski",2016,32.5
"6888",418000,"Powiat włocławski",2016,14.2
"6889",419000,"Powiat żniński",2016,29.4
"6890",461000,"Powiat m.Bydgoszcz",2016,124.9
"6891",462000,"Powiat m.Grudziądz",2016,66.2
"6892",463000,"Powiat m.Toruń",2016,80
"6893",464000,"Powiat m.Włocławek",2016,60.5
"6894",601000,"Powiat bialski",2016,11.8
"6895",602000,"Powiat biłgorajski",2016,13.2
"6896",603000,"Powiat chełmski",2016,5.6
"6897",604000,"Powiat hrubieszowski",2016,16.1
"6898",605000,"Powiat janowski",2016,40.3
"6899",606000,"Powiat krasnostawski",2016,28.2
"6900",607000,"Powiat kraśnicki",2016,28.1
"6901",608000,"Powiat lubartowski",2016,32.7
"6902",609000,"Powiat lubelski",2016,15.2
"6903",610000,"Powiat łęczyński",2016,63.7
"6904",611000,"Powiat łukowski",2016,22.9
"6905",612000,"Powiat opolski",2016,26.4
"6906",613000,"Powiat parczewski",2016,45.4
"6907",614000,"Powiat puławski",2016,49
"6908",615000,"Powiat radzyński",2016,33.7
"6909",616000,"Powiat rycki",2016,46
"6910",617000,"Powiat świdnicki",2016,35.9
"6911",618000,"Powiat tomaszowski",2016,25
"6912",619000,"Powiat włodawski",2016,50.4
"6913",620000,"Powiat zamojski",2016,11.1
"6914",661000,"Powiat m.Biała Podlaska",2016,66.5
"6915",662000,"Powiat m.Chełm",2016,62.3
"6916",663000,"Powiat m.Lublin",2016,198.5
"6917",664000,"Powiat m.Zamość",2016,124.5
"6918",801000,"Powiat gorzowski",2016,28.6
"6919",802000,"Powiat krośnieński",2016,17
"6920",803000,"Powiat międzyrzecki",2016,42.1
"6921",804000,"Powiat nowosolski",2016,47.2
"6922",805000,"Powiat słubicki",2016,24.6
"6923",806000,"Powiat strzelecko-drezdenecki",2016,30.1
"6924",807000,"Powiat sulęciński",2016,33.6
"6925",808000,"Powiat świebodziński",2016,51.4
"6926",809000,"Powiat zielonogórski",2016,27.8
"6927",810000,"Powiat żagański",2016,17.6
"6928",811000,"Powiat żarski",2016,37.3
"6929",812000,"Powiat wschowski",2016,29.5
"6930",861000,"Powiat m.Gorzów Wielkopolski",2016,72.1
"6931",862000,"Powiat m.Zielona Góra",2016,76.7
"6932",1001000,"Powiat bełchatowski",2016,49.9
