"","Kod","Nazwa","rok","Lekarze_wskazniki_lekarze_personel_pracujacy_ogolem_na_10_tys_ludnosci_osoba"
"7469",2216000,"Powiat sztumski",2017,6
"7470",2261000,"Powiat m.Gdańsk",2017,118.1
"7471",2262000,"Powiat m.Gdynia",2017,77.7
"7472",2263000,"Powiat m.Słupsk",2017,71.8
"7473",2264000,"Powiat m.Sopot",2017,116.9
"7474",2401000,"Powiat będziński",2017,48.2
"7475",2402000,"Powiat bielski",2017,29.6
"7476",2403000,"Powiat cieszyński",2017,52.7
"7477",2404000,"Powiat częstochowski",2017,22
"7478",2405000,"Powiat gliwicki",2017,39
"7479",2406000,"Powiat kłobucki",2017,21.2
"7480",2407000,"Powiat lubliniecki",2017,46
"7481",2408000,"Powiat mikołowski",2017,37.2
"7482",2409000,"Powiat myszkowski",2017,49.2
"7483",2410000,"Powiat pszczyński",2017,35.2
"7484",2411000,"Powiat raciborski",2017,36.2
"7485",2412000,"Powiat rybnicki",2017,11.3
"7486",2413000,"Powiat tarnogórski",2017,54.9
"7487",2414000,"Powiat bieruńsko-lędziński",2017,27.9
"7488",2415000,"Powiat wodzisławski",2017,27.4
"7489",2416000,"Powiat zawierciański",2017,38.9
"7490",2417000,"Powiat żywiecki",2017,32.1
"7491",2461000,"Powiat m.Bielsko-Biała",2017,111.7
"7492",2462000,"Powiat m.Bytom",2017,69.6
"7493",2463000,"Powiat m.Chorzów",2017,89.4
"7494",2464000,"Powiat m.Częstochowa",2017,99.9
"7495",2465000,"Powiat m.Dąbrowa Górnicza",2017,55.2
"7496",2466000,"Powiat m.Gliwice",2017,81.8
"7497",2467000,"Powiat m.Jastrzębie-Zdrój",2017,58.6
"7498",2468000,"Powiat m.Jaworzno",2017,52.8
"7499",2469000,"Powiat m.Katowice",2017,181.4
"7500",2470000,"Powiat m.Mysłowice",2017,40.6
"7501",2471000,"Powiat m.Piekary Śląskie",2017,95.8
"7502",2472000,"Powiat m.Ruda Śląska",2017,59.2
"7503",2473000,"Powiat m.Rybnik",2017,56
"7504",2474000,"Powiat m.Siemianowice Śląskie",2017,55.7
"7505",2475000,"Powiat m.Sosnowiec",2017,92.7
"7506",2476000,"Powiat m.Świętochłowice",2017,80
"7507",2477000,"Powiat m.Tychy",2017,84
"7508",2478000,"Powiat m.Zabrze",2017,86.5
"7509",2479000,"Powiat m.Żory",2017,47.7
"7510",2601000,"Powiat buski",2017,47.4
"7511",2602000,"Powiat jędrzejowski",2017,22.2
"7512",2603000,"Powiat kazimierski",2017,17.9
"7513",2604000,"Powiat kielecki",2017,27.2
"7514",2605000,"Powiat konecki",2017,38.4
"7515",2606000,"Powiat opatowski",2017,21.3
"7516",2607000,"Powiat ostrowiecki",2017,38.5
"7517",2608000,"Powiat pińczowski",2017,28.4
"7518",2609000,"Powiat sandomierski",2017,39.5
"7519",2610000,"Powiat skarżyski",2017,44.1
"7520",2611000,"Powiat starachowicki",2017,43
"7521",2612000,"Powiat staszowski",2017,36.4
"7522",2613000,"Powiat włoszczowski",2017,29.7
"7523",2661000,"Powiat m.Kielce",2017,146.7
"7524",2801000,"Powiat bartoszycki",2017,27.9
"7525",2802000,"Powiat braniewski",2017,37.7
"7526",2803000,"Powiat działdowski",2017,25.8
"7527",2804000,"Powiat elbląski",2017,16.9
"7528",2805000,"Powiat ełcki",2017,41.9
"7529",2806000,"Powiat giżycki",2017,32.3
"7530",2807000,"Powiat iławski",2017,23.8
"7531",2808000,"Powiat kętrzyński",2017,24.7
"7532",2809000,"Powiat lidzbarski",2017,24.9
"7533",2810000,"Powiat mrągowski",2017,31.2
"7534",2811000,"Powiat nidzicki",2017,28.9
"7535",2812000,"Powiat nowomiejski",2017,26.5
"7536",2813000,"Powiat olecki",2017,28.9
"7537",2814000,"Powiat olsztyński",2017,26.9
"7538",2815000,"Powiat ostródzki",2017,12.5
"7539",2816000,"Powiat piski",2017,22.3
"7540",2817000,"Powiat szczycieński",2017,23.7
"7541",2818000,"Powiat gołdapski",2017,31
"7542",2819000,"Powiat węgorzewski",2017,21.7
"7543",2861000,"Powiat m.Elbląg",2017,77.3
"7544",2862000,"Powiat m.Olsztyn",2017,109.3
"7545",3001000,"Powiat chodzieski",2017,13.9
"7546",3002000,"Powiat czarnkowsko-trzcianecki",2017,10.2
"7547",3003000,"Powiat gnieźnieński",2017,27
"7548",3004000,"Powiat gostyński",2017,9.7
"7549",3005000,"Powiat grodziski",2017,40.2
"7550",3006000,"Powiat jarociński",2017,20.5
"7551",3007000,"Powiat kaliski",2017,7.8
"7552",3008000,"Powiat kępiński",2017,20.7
"7553",3009000,"Powiat kolski",2017,15.3
"7554",3010000,"Powiat koniński",2017,5.3
"7555",3011000,"Powiat kościański",2017,36.8
"7556",3012000,"Powiat krotoszyński",2017,15.1
"7557",3013000,"Powiat leszczyński",2017,7
"7558",3014000,"Powiat międzychodzki",2017,28.4
"7559",3015000,"Powiat nowotomyski",2017,31
"7560",3016000,"Powiat obornicki",2017,30.1
"7561",3017000,"Powiat ostrowski",2017,24.2
"7562",3018000,"Powiat ostrzeszowski",2017,16.2
"7563",3019000,"Powiat pilski",2017,24.4
"7564",3020000,"Powiat pleszewski",2017,36.4
"7565",3021000,"Powiat poznański",2017,13.4
"7566",3022000,"Powiat rawicki",2017,26.3
"7567",3023000,"Powiat słupecki",2017,19.3
"7568",3024000,"Powiat szamotulski",2017,24
"7569",3025000,"Powiat średzki",2017,10.7
"7570",3026000,"Powiat śremski",2017,25
"7571",3027000,"Powiat turecki",2017,22.4
"7572",3028000,"Powiat wągrowiecki",2017,14.7
"7573",3029000,"Powiat wolsztyński",2017,20.9
"7574",3030000,"Powiat wrzesiński",2017,27.7
"7575",3031000,"Powiat złotowski",2017,12.8
"7576",3061000,"Powiat m.Kalisz",2017,55.7
"7577",3062000,"Powiat m.Konin",2017,69.4
"7578",3063000,"Powiat m.Leszno",2017,53.3
"7579",3064000,"Powiat m.Poznań",2017,119.2
"7580",3201000,"Powiat białogardzki",2017,14.2
"7581",3202000,"Powiat choszczeński",2017,24.5
"7582",3203000,"Powiat drawski",2017,34.5
"7583",3204000,"Powiat goleniowski",2017,32.1
"7584",3205000,"Powiat gryficki",2017,32.2
"7585",3206000,"Powiat gryfiński",2017,25.1
"7586",3207000,"Powiat kamieński",2017,24.7
"7587",3208000,"Powiat kołobrzeski",2017,54.4
"7588",3209000,"Powiat koszaliński",2017,5.1
"7589",3210000,"Powiat myśliborski",2017,39.8
"7590",3211000,"Powiat policki",2017,31.5
"7591",3212000,"Powiat pyrzycki",2017,21.6
"7592",3213000,"Powiat sławieński",2017,25.2
"7593",3214000,"Powiat stargardzki",2017,30.6
"7594",3215000,"Powiat szczecinecki",2017,30
"7595",3216000,"Powiat świdwiński",2017,24.8
"7596",3217000,"Powiat wałecki",2017,34.8
"7597",3218000,"Powiat łobeski",2017,19
"7598",3261000,"Powiat m.Koszalin",2017,75.2
"7599",3262000,"Powiat m.Szczecin",2017,98.2
"7600",3263000,"Powiat m.Świnoujście",2017,47.5
"7601",201000,"Powiat bolesławiecki",2018,28.9
"7602",202000,"Powiat dzierżoniowski",2018,29.8
"7603",203000,"Powiat głogowski",2018,47.9
"7604",204000,"Powiat górowski",2018,11.7
"7605",205000,"Powiat jaworski",2018,32.1
"7606",206000,"Powiat jeleniogórski",2018,29
"7607",207000,"Powiat kamiennogórski",2018,31.6
"7608",208000,"Powiat kłodzki",2018,38.8
"7609",209000,"Powiat legnicki",2018,15.4
"7610",210000,"Powiat lubański",2018,22.5
"7611",211000,"Powiat lubiński",2018,68.9
"7612",212000,"Powiat lwówecki",2018,20
"7613",213000,"Powiat milicki",2018,39.9
"7614",214000,"Powiat oleśnicki",2018,26
"7615",215000,"Powiat oławski",2018,29.9
"7616",216000,"Powiat polkowicki",2018,12.1
"7617",217000,"Powiat strzeliński",2018,31.1
"7618",218000,"Powiat średzki",2018,7.4
"7619",219000,"Powiat świdnicki",2018,35.6
"7620",220000,"Powiat trzebnicki",2018,31.3
"7621",221000,"Powiat wałbrzyski",2018,20.5
"7622",222000,"Powiat wołowski",2018,40.2
"7623",223000,"Powiat wrocławski",2018,23.1
"7624",224000,"Powiat ząbkowicki",2018,12.7
"7625",225000,"Powiat zgorzelecki",2018,27.1
"7626",226000,"Powiat złotoryjski",2018,34.4
"7627",261000,"Powiat m.Jelenia Góra",2018,73.7
"7628",262000,"Powiat m.Legnica",2018,50
"7629",264000,"Powiat m.Wrocław",2018,125.3
"7630",265000,"Powiat m.Wałbrzych od 2013",2018,32.5
"7631",401000,"Powiat aleksandrowski",2018,62.4
"7632",402000,"Powiat brodnicki",2018,24.1
"7633",403000,"Powiat bydgoski",2018,21.3
"7634",404000,"Powiat chełmiński",2018,20.9
"7635",405000,"Powiat golubsko-dobrzyński",2018,29
"7636",406000,"Powiat grudziądzki",2018,15.9
"7637",407000,"Powiat inowrocławski",2018,34.1
"7638",408000,"Powiat lipnowski",2018,21.2
"7639",409000,"Powiat mogileński",2018,20.7
"7640",410000,"Powiat nakielski",2018,26.6
"7641",411000,"Powiat radziejowski",2018,38.6
"7642",412000,"Powiat rypiński",2018,27.2
"7643",413000,"Powiat sępoleński",2018,38.2
"7644",414000,"Powiat świecki",2018,26.6
"7645",415000,"Powiat toruński",2018,14.3
"7646",416000,"Powiat tucholski",2018,32.2
"7647",417000,"Powiat wąbrzeski",2018,31.4
"7648",418000,"Powiat włocławski",2018,15.3
"7649",419000,"Powiat żniński",2018,33.5
"7650",461000,"Powiat m.Bydgoszcz",2018,134
"7651",462000,"Powiat m.Grudziądz",2018,66.5
"7652",463000,"Powiat m.Toruń",2018,78
"7653",464000,"Powiat m.Włocławek",2018,64.5
"7654",601000,"Powiat bialski",2018,12.7
"7655",602000,"Powiat biłgorajski",2018,13
"7656",603000,"Powiat chełmski",2018,4.9
"7657",604000,"Powiat hrubieszowski",2018,18.2
"7658",605000,"Powiat janowski",2018,40
"7659",606000,"Powiat krasnostawski",2018,29.6
"7660",607000,"Powiat kraśnicki",2018,35.8
"7661",608000,"Powiat lubartowski",2018,34.7
"7662",609000,"Powiat lubelski",2018,12.7
"7663",610000,"Powiat łęczyński",2018,48
"7664",611000,"Powiat łukowski",2018,22.2
"7665",612000,"Powiat opolski",2018,34.8
"7666",613000,"Powiat parczewski",2018,40.3
"7667",614000,"Powiat puławski",2018,64.4
"7668",615000,"Powiat radzyński",2018,34.6
"7669",616000,"Powiat rycki",2018,41.5
"7670",617000,"Powiat świdnicki",2018,35.3
"7671",618000,"Powiat tomaszowski",2018,25
"7672",619000,"Powiat włodawski",2018,54
"7673",620000,"Powiat zamojski",2018,12.6
"7674",661000,"Powiat m.Biała Podlaska",2018,60
"7675",662000,"Powiat m.Chełm",2018,56.3
"7676",663000,"Powiat m.Lublin",2018,198.2
"7677",664000,"Powiat m.Zamość",2018,129.4
"7678",801000,"Powiat gorzowski",2018,23.1
"7679",802000,"Powiat krośnieński",2018,27.5
"7680",803000,"Powiat międzyrzecki",2018,43.9
"7681",804000,"Powiat nowosolski",2018,47.1
"7682",805000,"Powiat słubicki",2018,24.6
"7683",806000,"Powiat strzelecko-drezdenecki",2018,28.6
"7684",807000,"Powiat sulęciński",2018,31.7
"7685",808000,"Powiat świebodziński",2018,53.4
"7686",809000,"Powiat zielonogórski",2018,28
"7687",810000,"Powiat żagański",2018,18
"7688",811000,"Powiat żarski",2018,36.4
"7689",812000,"Powiat wschowski",2018,30.2
"7690",861000,"Powiat m.Gorzów Wielkopolski",2018,70.9
"7691",862000,"Powiat m.Zielona Góra",2018,74.3
"7692",1001000,"Powiat bełchatowski",2018,52.8
"7693",1002000,"Powiat kutnowski",2018,37.4
"7694",1003000,"Powiat łaski",2018,49.5
"7695",1004000,"Powiat łęczycki",2018,49.1
"7696",1005000,"Powiat łowicki",2018,23.4
"7697",1006000,"Powiat łódzki wschodni",2018,27.1
"7698",1007000,"Powiat opoczyński",2018,25.1
"7699",1008000,"Powiat pabianicki",2018,42.1
"7700",1009000,"Powiat pajęczański",2018,13.2
"7701",1010000,"Powiat piotrkowski",2018,4.9
"7702",1011000,"Powiat poddębicki",2018,40.5
"7703",1012000,"Powiat radomszczański",2018,43.4
"7704",1013000,"Powiat rawski",2018,45.3
"7705",1014000,"Powiat sieradzki",2018,59.6
"7706",1015000,"Powiat skierniewicki",2018,7.1
"7707",1016000,"Powiat tomaszowski",2018,41.4
"7708",1017000,"Powiat wieluński",2018,41.3
"7709",1018000,"Powiat wieruszowski",2018,19.7
"7710",1019000,"Powiat zduńskowolski",2018,32.4
"7711",1020000,"Powiat zgierski",2018,58.4
"7712",1021000,"Powiat brzeziński",2018,108.4
"7713",1061000,"Powiat m.Łódź",2018,121.5
"7714",1062000,"Powiat m.Piotrków Trybunalski",2018,69.8
"7715",1063000,"Powiat m.Skierniewice",2018,88.4
"7716",1201000,"Powiat bocheński",2018,36.9
"7717",1202000,"Powiat brzeski",2018,33.4
"7718",1203000,"Powiat chrzanowski",2018,68.6
"7719",1204000,"Powiat dąbrowski",2018,30.7
"7720",1205000,"Powiat gorlicki",2018,38.4
"7721",1206000,"Powiat krakowski",2018,23.9
"7722",1207000,"Powiat limanowski",2018,30.5
"7723",1208000,"Powiat miechowski",2018,45.6
"7724",1209000,"Powiat myślenicki",2018,41.8
"7725",1210000,"Powiat nowosądecki",2018,24.7
"7726",1211000,"Powiat nowotarski",2018,48.1
"7727",1212000,"Powiat olkuski",2018,47.6
"7728",1213000,"Powiat oświęcimski",2018,40.1
"7729",1214000,"Powiat proszowicki",2018,44.1
"7730",1215000,"Powiat suski",2018,38.8
"7731",1216000,"Powiat tarnowski",2018,19.7
"7732",1217000,"Powiat tatrzański",2018,45.5
"7733",1218000,"Powiat wadowicki",2018,26
"7734",1219000,"Powiat wielicki",2018,26
"7735",1261000,"Powiat m.Kraków",2018,166.5
"7736",1262000,"Powiat m.Nowy Sącz",2018,85.9
"7737",1263000,"Powiat m.Tarnów",2018,115.1
"7738",1401000,"Powiat białobrzeski",2018,30.4
"7739",1402000,"Powiat ciechanowski",2018,43.7
"7740",1403000,"Powiat garwoliński",2018,33.3
"7741",1404000,"Powiat gostyniński",2018,50.7
"7742",1405000,"Powiat grodziski",2018,75.9
"7743",1406000,"Powiat grójecki",2018,37.9
"7744",1407000,"Powiat kozienicki",2018,40.3
"7745",1408000,"Powiat legionowski",2018,47.8
"7746",1409000,"Powiat lipski",2018,24.8
"7747",1410000,"Powiat łosicki",2018,54.5
"7748",1411000,"Powiat makowski",2018,31.2
"7749",1412000,"Powiat miński",2018,32.8
"7750",1413000,"Powiat mławski",2018,21.9
"7751",1414000,"Powiat nowodworski",2018,43.8
"7752",1415000,"Powiat ostrołęcki",2018,7.1
"7753",1416000,"Powiat ostrowski",2018,32.6
"7754",1417000,"Powiat otwocki",2018,77.2
"7755",1418000,"Powiat piaseczyński",2018,63.2
"7756",1419000,"Powiat płocki",2018,10.9
"7757",1420000,"Powiat płoński",2018,35.5
"7758",1421000,"Powiat pruszkowski",2018,51.6
"7759",1422000,"Powiat przasnyski",2018,32.8
"7760",1423000,"Powiat przysuski",2018,23.9
"7761",1424000,"Powiat pułtuski",2018,32.2
"7762",1425000,"Powiat radomski",2018,16.9
"7763",1426000,"Powiat siedlecki",2018,3.1
"7764",1427000,"Powiat sierpecki",2018,21.5
"7765",1428000,"Powiat sochaczewski",2018,42.3
"7766",1429000,"Powiat sokołowski",2018,25.5
"7767",1430000,"Powiat szydłowiecki",2018,21.8
"7768",1432000,"Powiat warszawski zachodni",2018,34.1
"7769",1433000,"Powiat węgrowski",2018,17.7
"7770",1434000,"Powiat wołomiński",2018,33.6
"7771",1435000,"Powiat wyszkowski",2018,28.2
"7772",1436000,"Powiat zwoleński",2018,25.9
"7773",1437000,"Powiat żuromiński",2018,18.5
"7774",1438000,"Powiat żyrardowski",2018,29
"7775",1461000,"Powiat m.Ostrołęka",2018,83
"7776",1462000,"Powiat m.Płock",2018,100.7
"7777",1463000,"Powiat m.Radom",2018,81
"7778",1464000,"Powiat m.Siedlce",2018,123.9
"7779",1465000,"Powiat m. st. Warszawa",2018,145.4
"7780",1601000,"Powiat brzeski",2018,22.5
"7781",1602000,"Powiat głubczycki",2018,26.8
"7782",1603000,"Powiat kędzierzyńsko-kozielski",2018,43.8
"7783",1604000,"Powiat kluczborski",2018,32.4
"7784",1605000,"Powiat krapkowicki",2018,27.7
"7785",1606000,"Powiat namysłowski",2018,15.5
"7786",1607000,"Powiat nyski",2018,30.7
"7787",1608000,"Powiat oleski",2018,28.5
"7788",1609000,"Powiat opolski",2018,16.7
"7789",1610000,"Powiat prudnicki",2018,14.8
"7790",1611000,"Powiat strzelecki",2018,28.1
"7791",1661000,"Powiat m.Opole",2018,122.8
"7792",1801000,"Powiat bieszczadzki",2018,33.4
"7793",1802000,"Powiat brzozowski",2018,38
"7794",1803000,"Powiat dębicki",2018,22.7
"7795",1804000,"Powiat jarosławski",2018,37.2
"7796",1805000,"Powiat jasielski",2018,31.1
"7797",1806000,"Powiat kolbuszowski",2018,28.3
"7798",1807000,"Powiat krośnieński",2018,26.2
"7799",1808000,"Powiat leżajski",2018,30
"7800",1809000,"Powiat lubaczowski",2018,25.5
"7801",1810000,"Powiat łańcucki",2018,37
"7802",1811000,"Powiat mielecki",2018,34.4
"7803",1812000,"Powiat niżański",2018,21.2
"7804",1813000,"Powiat przemyski",2018,8.2
"7805",1814000,"Powiat przeworski",2018,21.2
"7806",1815000,"Powiat ropczycko-sędziszowski",2018,17.9
"7807",1816000,"Powiat rzeszowski",2018,20.3
"7808",1817000,"Powiat sanocki",2018,40.2
"7809",1818000,"Powiat stalowowolski",2018,38.9
"7810",1819000,"Powiat strzyżowski",2018,20
"7811",1820000,"Powiat tarnobrzeski",2018,31.2
"7812",1821000,"Powiat leski",2018,33.9
"7813",1861000,"Powiat m.Krosno",2018,115.2
"7814",1862000,"Powiat m.Przemyśl",2018,77.2
"7815",1863000,"Powiat m.Rzeszów",2018,175.1
"7816",1864000,"Powiat m.Tarnobrzeg",2018,67
"7817",2001000,"Powiat augustowski",2018,46.6
"7818",2002000,"Powiat białostocki",2018,22.7
"7819",2003000,"Powiat bielski",2018,30.6
"7820",2004000,"Powiat grajewski",2018,27.8
"7821",2005000,"Powiat hajnowski",2018,35
"7822",2006000,"Powiat kolneński",2018,4.7
"7823",2007000,"Powiat łomżyński",2018,2
"7824",2008000,"Powiat moniecki",2018,23.8
"7825",2009000,"Powiat sejneński",2018,28.4
"7826",2010000,"Powiat siemiatycki",2018,4.7
"7827",2011000,"Powiat sokólski",2018,23.6
"7828",2012000,"Powiat suwalski",2018,3.9
"7829",2013000,"Powiat wysokomazowiecki",2018,25.3
"7830",2014000,"Powiat zambrowski",2018,29.7
"7831",2061000,"Powiat m.Białystok",2018,121.4
"7832",2062000,"Powiat m.Łomża",2018,64
"7833",2063000,"Powiat m.Suwałki",2018,55.7
"7834",2201000,"Powiat bytowski",2018,25.6
"7835",2202000,"Powiat chojnicki",2018,39.9
"7836",2203000,"Powiat człuchowski",2018,19.2
"7837",2204000,"Powiat gdański",2018,17.4
"7838",2205000,"Powiat kartuski",2018,29.9
"7839",2206000,"Powiat kościerski",2018,50.7
"7840",2207000,"Powiat kwidzyński",2018,29.8
"7841",2208000,"Powiat lęborski",2018,31.8
"7842",2209000,"Powiat malborski",2018,37.3
"7843",2210000,"Powiat nowodworski",2018,19.6
"7844",2211000,"Powiat pucki",2018,28.9
"7845",2212000,"Powiat słupski",2018,9.3
"7846",2213000,"Powiat starogardzki",2018,41.1
"7847",2214000,"Powiat tczewski",2018,44.2
"7848",2215000,"Powiat wejherowski",2018,35.9
"7849",2216000,"Powiat sztumski",2018,5.8
"7850",2261000,"Powiat m.Gdańsk",2018,116.1
"7851",2262000,"Powiat m.Gdynia",2018,83
"7852",2263000,"Powiat m.Słupsk",2018,74
"7853",2264000,"Powiat m.Sopot",2018,116.5
"7854",2401000,"Powiat będziński",2018,41.4
"7855",2402000,"Powiat bielski",2018,30.8
"7856",2403000,"Powiat cieszyński",2018,48.5
"7857",2404000,"Powiat częstochowski",2018,24.7
"7858",2405000,"Powiat gliwicki",2018,43.9
"7859",2406000,"Powiat kłobucki",2018,22.3
"7860",2407000,"Powiat lubliniecki",2018,48.4
"7861",2408000,"Powiat mikołowski",2018,36.6
"7862",2409000,"Powiat myszkowski",2018,50.2
"7863",2410000,"Powiat pszczyński",2018,28.4
"7864",2411000,"Powiat raciborski",2018,41.8
"7865",2412000,"Powiat rybnicki",2018,11.1
"7866",2413000,"Powiat tarnogórski",2018,57.8
"7867",2414000,"Powiat bieruńsko-lędziński",2018,26.1
"7868",2415000,"Powiat wodzisławski",2018,36.2
"7869",2416000,"Powiat zawierciański",2018,33.6
"7870",2417000,"Powiat żywiecki",2018,30.5
"7871",2461000,"Powiat m.Bielsko-Biała",2018,111.2
"7872",2462000,"Powiat m.Bytom",2018,63.7
"7873",2463000,"Powiat m.Chorzów",2018,95.1
"7874",2464000,"Powiat m.Częstochowa",2018,94.4
"7875",2465000,"Powiat m.Dąbrowa Górnicza",2018,55
"7876",2466000,"Powiat m.Gliwice",2018,87.4
"7877",2467000,"Powiat m.Jastrzębie-Zdrój",2018,59.2
"7878",2468000,"Powiat m.Jaworzno",2018,55.5
"7879",2469000,"Powiat m.Katowice",2018,197.3
"7880",2470000,"Powiat m.Mysłowice",2018,44.9
"7881",2471000,"Powiat m.Piekary Śląskie",2018,100.2
"7882",2472000,"Powiat m.Ruda Śląska",2018,61.9
"7883",2473000,"Powiat m.Rybnik",2018,51.6
"7884",2474000,"Powiat m.Siemianowice Śląskie",2018,53.6
"7885",2475000,"Powiat m.Sosnowiec",2018,91.8
"7886",2476000,"Powiat m.Świętochłowice",2018,70
"7887",2477000,"Powiat m.Tychy",2018,80.6
"7888",2478000,"Powiat m.Zabrze",2018,87.8
"7889",2479000,"Powiat m.Żory",2018,42.9
"7890",2601000,"Powiat buski",2018,47.2
"7891",2602000,"Powiat jędrzejowski",2018,23.2
"7892",2603000,"Powiat kazimierski",2018,18.9
"7893",2604000,"Powiat kielecki",2018,28
"7894",2605000,"Powiat konecki",2018,38.3
"7895",2606000,"Powiat opatowski",2018,22.4
"7896",2607000,"Powiat ostrowiecki",2018,42
"7897",2608000,"Powiat pińczowski",2018,26
"7898",2609000,"Powiat sandomierski",2018,39.1
"7899",2610000,"Powiat skarżyski",2018,45.6
"7900",2611000,"Powiat starachowicki",2018,45.5
"7901",2612000,"Powiat staszowski",2018,36.9
"7902",2613000,"Powiat włoszczowski",2018,29.8
"7903",2661000,"Powiat m.Kielce",2018,149.7
"7904",2801000,"Powiat bartoszycki",2018,21.2
"7905",2802000,"Powiat braniewski",2018,23.2
"7906",2803000,"Powiat działdowski",2018,24.8
"7907",2804000,"Powiat elbląski",2018,16.2
"7908",2805000,"Powiat ełcki",2018,30
"7909",2806000,"Powiat giżycki",2018,33.5
"7910",2807000,"Powiat iławski",2018,23.4
"7911",2808000,"Powiat kętrzyński",2018,20.5
"7912",2809000,"Powiat lidzbarski",2018,23.8
"7913",2810000,"Powiat mrągowski",2018,25.2
"7914",2811000,"Powiat nidzicki",2018,26
"7915",2812000,"Powiat nowomiejski",2018,27.5
"7916",2813000,"Powiat olecki",2018,29.6
"7917",2814000,"Powiat olsztyński",2018,25.2
"7918",2815000,"Powiat ostródzki",2018,12.2
"7919",2816000,"Powiat piski",2018,19.8
"7920",2817000,"Powiat szczycieński",2018,20.6
"7921",2818000,"Powiat gołdapski",2018,21.9
"7922",2819000,"Powiat węgorzewski",2018,24
"7923",2861000,"Powiat m.Elbląg",2018,72.6
"7924",2862000,"Powiat m.Olsztyn",2018,104.8
"7925",3001000,"Powiat chodzieski",2018,16.1
"7926",3002000,"Powiat czarnkowsko-trzcianecki",2018,18
"7927",3003000,"Powiat gnieźnieński",2018,27.7
"7928",3004000,"Powiat gostyński",2018,21.6
"7929",3005000,"Powiat grodziski",2018,39.4
"7930",3006000,"Powiat jarociński",2018,18.6
"7931",3007000,"Powiat kaliski",2018,8.7
"7932",3008000,"Powiat kępiński",2018,21.8
"7933",3009000,"Powiat kolski",2018,14.6
"7934",3010000,"Powiat koniński",2018,5.3
"7935",3011000,"Powiat kościański",2018,33.8
"7936",3012000,"Powiat krotoszyński",2018,20.5
"7937",3013000,"Powiat leszczyński",2018,7.6
"7938",3014000,"Powiat międzychodzki",2018,29.7
"7939",3015000,"Powiat nowotomyski",2018,34.4
"7940",3016000,"Powiat obornicki",2018,22.7
"7941",3017000,"Powiat ostrowski",2018,24.8
"7942",3018000,"Powiat ostrzeszowski",2018,18.6
"7943",3019000,"Powiat pilski",2018,21.9
"7944",3020000,"Powiat pleszewski",2018,35.8
"7945",3021000,"Powiat poznański",2018,12
"7946",3022000,"Powiat rawicki",2018,28.5
"7947",3023000,"Powiat słupecki",2018,17.9
"7948",3024000,"Powiat szamotulski",2018,24.1
"7949",3025000,"Powiat średzki",2018,13.3
"7950",3026000,"Powiat śremski",2018,31.5
"7951",3027000,"Powiat turecki",2018,18.5
"7952",3028000,"Powiat wągrowiecki",2018,17.4
"7953",3029000,"Powiat wolsztyński",2018,22.7
"7954",3030000,"Powiat wrzesiński",2018,40.6
"7955",3031000,"Powiat złotowski",2018,14.2
"7956",3061000,"Powiat m.Kalisz",2018,48.5
"7957",3062000,"Powiat m.Konin",2018,73.6
"7958",3063000,"Powiat m.Leszno",2018,58.5
"7959",3064000,"Powiat m.Poznań",2018,112.2
"7960",3201000,"Powiat białogardzki",2018,13.8
"7961",3202000,"Powiat choszczeński",2018,23.5
"7962",3203000,"Powiat drawski",2018,33.3
"7963",3204000,"Powiat goleniowski",2018,32.6
"7964",3205000,"Powiat gryficki",2018,33
"7965",3206000,"Powiat gryfiński",2018,24.5
"7966",3207000,"Powiat kamieński",2018,30.7
"7967",3208000,"Powiat kołobrzeski",2018,59.1
"7968",3209000,"Powiat koszaliński",2018,6.3
"7969",3210000,"Powiat myśliborski",2018,39.2
"7970",3211000,"Powiat policki",2018,35.5
"7971",3212000,"Powiat pyrzycki",2018,47.9
"7972",3213000,"Powiat sławieński",2018,29.3
"7973",3214000,"Powiat stargardzki",2018,34.1
"7974",3215000,"Powiat szczecinecki",2018,32.8
"7975",3216000,"Powiat świdwiński",2018,27.5
"7976",3217000,"Powiat wałecki",2018,35.4
"7977",3218000,"Powiat łobeski",2018,18.6
"7978",3261000,"Powiat m.Koszalin",2018,70.8
"7979",3262000,"Powiat m.Szczecin",2018,104.1
"7980",3263000,"Powiat m.Świnoujście",2018,49.1
