"","Kod","Nazwa","rok","porady_lekarskie_CTAB_porady_lekarskie_ogolem_ogolem"
"1143",203000,"Powiat głogowski",2015,646440
"1144",204000,"Powiat górowski",2015,212965
"1145",205000,"Powiat jaworski",2015,409854
"1146",206000,"Powiat jeleniogórski",2015,280103
"1147",207000,"Powiat kamiennogórski",2015,240056
"1148",208000,"Powiat kłodzki",2015,1102558
"1149",209000,"Powiat legnicki",2015,250891
"1150",210000,"Powiat lubański",2015,357378
"1151",211000,"Powiat lubiński",2015,893702
"1152",212000,"Powiat lwówecki",2015,237265
"1153",213000,"Powiat milicki",2015,272168
"1154",214000,"Powiat oleśnicki",2015,634628
"1155",215000,"Powiat oławski",2015,492512
"1156",216000,"Powiat polkowicki",2015,343071
"1157",217000,"Powiat strzeliński",2015,260751
"1158",218000,"Powiat średzki",2015,277430
"1159",219000,"Powiat świdnicki",2015,1115611
"1160",220000,"Powiat trzebnicki",2015,409623
"1161",221000,"Powiat wałbrzyski",2015,223277
"1162",222000,"Powiat wołowski",2015,288369
"1163",223000,"Powiat wrocławski",2015,590567
"1164",224000,"Powiat ząbkowicki",2015,446623
"1165",225000,"Powiat zgorzelecki",2015,521415
"1166",226000,"Powiat złotoryjski",2015,243170
"1167",261000,"Powiat m.Jelenia Góra",2015,788271
"1168",262000,"Powiat m.Legnica",2015,847837
"1169",264000,"Powiat m.Wrocław",2015,6708534
"1170",265000,"Powiat m.Wałbrzych od 2013",2015,740090
"1171",401000,"Powiat aleksandrowski",2015,370570
"1172",402000,"Powiat brodnicki",2015,512662
"1173",403000,"Powiat bydgoski",2015,512450
"1174",404000,"Powiat chełmiński",2015,264189
"1175",405000,"Powiat golubsko-dobrzyński",2015,327622
"1176",406000,"Powiat grudziądzki",2015,128151
"1177",407000,"Powiat inowrocławski",2015,1160310
"1178",408000,"Powiat lipnowski",2015,393121
"1179",409000,"Powiat mogileński",2015,270415
"1180",410000,"Powiat nakielski",2015,523198
"1181",411000,"Powiat radziejowski",2015,315277
"1182",412000,"Powiat rypiński",2015,294512
"1183",413000,"Powiat sępoleński",2015,267133
"1184",414000,"Powiat świecki",2015,567049
"1185",415000,"Powiat toruński",2015,431156
"1186",416000,"Powiat tucholski",2015,292392
"1187",417000,"Powiat wąbrzeski",2015,249778
"1188",418000,"Powiat włocławski",2015,438129
"1189",419000,"Powiat żniński",2015,458804
"1190",461000,"Powiat m.Bydgoszcz",2015,3807684
"1191",462000,"Powiat m.Grudziądz",2015,846536
"1192",463000,"Powiat m.Toruń",2015,1927475
"1193",464000,"Powiat m.Włocławek",2015,1052634
"1194",601000,"Powiat bialski",2015,493945
"1195",602000,"Powiat biłgorajski",2015,516373
"1196",603000,"Powiat chełmski",2015,268670
"1197",604000,"Powiat hrubieszowski",2015,414702
"1198",605000,"Powiat janowski",2015,259810
"1199",606000,"Powiat krasnostawski",2015,431381
"1200",607000,"Powiat kraśnicki",2015,682323
"1201",608000,"Powiat lubartowski",2015,533908
"1202",609000,"Powiat lubelski",2015,636558
"1203",610000,"Powiat łęczyński",2015,384170
"1204",611000,"Powiat łukowski",2015,539104
"1205",612000,"Powiat opolski",2015,360455
"1206",613000,"Powiat parczewski",2015,280681
"1207",614000,"Powiat puławski",2015,863267
"1208",615000,"Powiat radzyński",2015,298663
"1209",616000,"Powiat rycki",2015,411216
"1210",617000,"Powiat świdnicki",2015,485626
"1211",618000,"Powiat tomaszowski",2015,499570
"1212",619000,"Powiat włodawski",2015,290992
"1213",620000,"Powiat zamojski",2015,393064
"1214",661000,"Powiat m.Biała Podlaska",2015,563782
"1215",662000,"Powiat m.Chełm",2015,686884
"1216",663000,"Powiat m.Lublin",2015,4503858
"1217",664000,"Powiat m.Zamość",2015,966184
"1218",801000,"Powiat gorzowski",2015,258313
"1219",802000,"Powiat krośnieński",2015,315362
"1220",803000,"Powiat międzyrzecki",2015,342541
"1221",804000,"Powiat nowosolski",2015,561226
"1222",805000,"Powiat słubicki",2015,197596
"1223",806000,"Powiat strzelecko-drezdenecki",2015,261316
"1224",807000,"Powiat sulęciński",2015,238454
"1225",808000,"Powiat świebodziński",2015,371559
"1226",809000,"Powiat zielonogórski",2015,364486
"1227",810000,"Powiat żagański",2015,443630
"1228",811000,"Powiat żarski",2015,633752
"1229",812000,"Powiat wschowski",2015,216539
"1230",861000,"Powiat m.Gorzów Wielkopolski",2015,1182125
"1231",862000,"Powiat m.Zielona Góra",2015,1408223
"1232",1001000,"Powiat bełchatowski",2015,850622
"1233",1002000,"Powiat kutnowski",2015,704381
"1234",1003000,"Powiat łaski",2015,324089
"1235",1004000,"Powiat łęczycki",2015,350822
"1236",1005000,"Powiat łowicki",2015,495266
"1237",1006000,"Powiat łódzki wschodni",2015,394095
"1238",1007000,"Powiat opoczyński",2015,482267
"1239",1008000,"Powiat pabianicki",2015,895813
"1240",1009000,"Powiat pajęczański",2015,279324
"1241",1010000,"Powiat piotrkowski",2015,358941
"1242",1011000,"Powiat poddębicki",2015,302212
"1243",1012000,"Powiat radomszczański",2015,770458
"1244",1013000,"Powiat rawski",2015,342102
"1245",1014000,"Powiat sieradzki",2015,925023
"1246",1015000,"Powiat skierniewicki",2015,106305
"1247",1016000,"Powiat tomaszowski",2015,797753
"1248",1017000,"Powiat wieluński",2015,452556
"1249",1018000,"Powiat wieruszowski",2015,225275
"1250",1019000,"Powiat zduńskowolski",2015,423018
"1251",1020000,"Powiat zgierski",2015,1122069
"1252",1021000,"Powiat brzeziński",2015,202894
"1253",1061000,"Powiat m.Łódź",2015,7169327
"1254",1062000,"Powiat m.Piotrków Trybunalski",2015,759243
"1255",1063000,"Powiat m.Skierniewice",2015,449887
"1256",1201000,"Powiat bocheński",2015,664815
"1257",1202000,"Powiat brzeski",2015,499836
"1258",1203000,"Powiat chrzanowski",2015,904627
"1259",1204000,"Powiat dąbrowski",2015,285933
"1260",1205000,"Powiat gorlicki",2015,712080
"1261",1206000,"Powiat krakowski",2015,1341231
"1262",1207000,"Powiat limanowski",2015,679774
"1263",1208000,"Powiat miechowski",2015,338012
"1264",1209000,"Powiat myślenicki",2015,773128
"1265",1210000,"Powiat nowosądecki",2015,901920
"1266",1211000,"Powiat nowotarski",2015,925608
"1267",1212000,"Powiat olkuski",2015,759624
"1268",1213000,"Powiat oświęcimski",2015,1063514
"1269",1214000,"Powiat proszowicki",2015,247256
"1270",1215000,"Powiat suski",2015,483658
"1271",1216000,"Powiat tarnowski",2015,883058
"1272",1217000,"Powiat tatrzański",2015,375876
"1273",1218000,"Powiat wadowicki",2015,787666
"1274",1219000,"Powiat wielicki",2015,620683
"1275",1261000,"Powiat m.Kraków",2015,8601065
"1276",1262000,"Powiat m.Nowy Sącz",2015,987484
"1277",1263000,"Powiat m.Tarnów",2015,1380995
"1278",1401000,"Powiat białobrzeski",2015,174638
"1279",1402000,"Powiat ciechanowski",2015,625656
"1280",1403000,"Powiat garwoliński",2015,612697
"1281",1404000,"Powiat gostyniński",2015,285405
"1282",1405000,"Powiat grodziski",2015,586373
"1283",1406000,"Powiat grójecki",2015,483977
"1284",1407000,"Powiat kozienicki",2015,352649
"1285",1408000,"Powiat legionowski",2015,695039
"1286",1409000,"Powiat lipski",2015,192611
"1287",1410000,"Powiat łosicki",2015,244874
"1288",1411000,"Powiat makowski",2015,270575
"1289",1412000,"Powiat miński",2015,850403
"1290",1413000,"Powiat mławski",2015,366509
"1291",1414000,"Powiat nowodworski",2015,456789
"1292",1415000,"Powiat ostrołęcki",2015,304905
"1293",1416000,"Powiat ostrowski",2015,390219
"1294",1417000,"Powiat otwocki",2015,761717
"1295",1418000,"Powiat piaseczyński",2015,1133414
"1296",1419000,"Powiat płocki",2015,440792
"1297",1420000,"Powiat płoński",2015,462376
"1298",1421000,"Powiat pruszkowski",2015,942799
"1299",1422000,"Powiat przasnyski",2015,320924
"1300",1423000,"Powiat przysuski",2015,215269
"1301",1424000,"Powiat pułtuski",2015,335756
"1302",1425000,"Powiat radomski",2015,559346
"1303",1426000,"Powiat siedlecki",2015,253093
"1304",1427000,"Powiat sierpecki",2015,306728
"1305",1428000,"Powiat sochaczewski",2015,541156
"1306",1429000,"Powiat sokołowski",2015,393470
"1307",1430000,"Powiat szydłowiecki",2015,245516
"1308",1432000,"Powiat warszawski zachodni",2015,584533
"1309",1433000,"Powiat węgrowski",2015,352226
"1310",1434000,"Powiat wołomiński",2015,1269388
"1311",1435000,"Powiat wyszkowski",2015,425013
"1312",1436000,"Powiat zwoleński",2015,175204
"1313",1437000,"Powiat żuromiński",2015,197488
"1314",1438000,"Powiat żyrardowski",2015,437037
"1315",1461000,"Powiat m.Ostrołęka",2015,535735
"1316",1462000,"Powiat m.Płock",2015,1035406
"1317",1463000,"Powiat m.Radom",2015,1917334
"1318",1464000,"Powiat m.Siedlce",2015,1033814
"1319",1465000,"Powiat m. st. Warszawa",2015,18469393
"1320",1601000,"Powiat brzeski",2015,588241
"1321",1602000,"Powiat głubczycki",2015,287454
"1322",1603000,"Powiat kędzierzyńsko-kozielski",2015,654555
"1323",1604000,"Powiat kluczborski",2015,366369
"1324",1605000,"Powiat krapkowicki",2015,377213
"1325",1606000,"Powiat namysłowski",2015,244866
"1326",1607000,"Powiat nyski",2015,889694
"1327",1608000,"Powiat oleski",2015,376311
"1328",1609000,"Powiat opolski",2015,522294
"1329",1610000,"Powiat prudnicki",2015,365634
"1330",1611000,"Powiat strzelecki",2015,401909
"1331",1661000,"Powiat m.Opole",2015,1395129
"1332",1801000,"Powiat bieszczadzki",2015,139013
"1333",1802000,"Powiat brzozowski",2015,436186
"1334",1803000,"Powiat dębicki",2015,621702
"1335",1804000,"Powiat jarosławski",2015,753085
"1336",1805000,"Powiat jasielski",2015,711704
"1337",1806000,"Powiat kolbuszowski",2015,329929
"1338",1807000,"Powiat krośnieński",2015,556607
"1339",1808000,"Powiat leżajski",2015,446956
"1340",1809000,"Powiat lubaczowski",2015,334660
"1341",1810000,"Powiat łańcucki",2015,461928
"1342",1811000,"Powiat mielecki",2015,776541
"1343",1812000,"Powiat niżański",2015,365054
"1344",1813000,"Powiat przemyski",2015,198432
"1345",1814000,"Powiat przeworski",2015,405783
"1346",1815000,"Powiat ropczycko-sędziszowski",2015,444534
"1347",1816000,"Powiat rzeszowski",2015,744943
"1348",1817000,"Powiat sanocki",2015,531776
"1349",1818000,"Powiat stalowowolski",2015,710351
"1350",1819000,"Powiat strzyżowski",2015,328321
"1351",1820000,"Powiat tarnobrzeski",2015,263700
"1352",1821000,"Powiat leski",2015,157866
"1353",1861000,"Powiat m.Krosno",2015,609920
"1354",1862000,"Powiat m.Przemyśl",2015,696755
"1355",1863000,"Powiat m.Rzeszów",2015,2710534
"1356",1864000,"Powiat m.Tarnobrzeg",2015,484520
"1357",2001000,"Powiat augustowski",2015,386060
"1358",2002000,"Powiat białostocki",2015,599730
"1359",2003000,"Powiat bielski",2015,416475
"1360",2004000,"Powiat grajewski",2015,296549
"1361",2005000,"Powiat hajnowski",2015,318633
"1362",2006000,"Powiat kolneński",2015,191207
"1363",2007000,"Powiat łomżyński",2015,113207
"1364",2008000,"Powiat moniecki",2015,196025
"1365",2009000,"Powiat sejneński",2015,105077
"1366",2010000,"Powiat siemiatycki",2015,247153
"1367",2011000,"Powiat sokólski",2015,397717
"1368",2012000,"Powiat suwalski",2015,102246
"1369",2013000,"Powiat wysokomazowiecki",2015,321511
"1370",2014000,"Powiat zambrowski",2015,252445
"1371",2061000,"Powiat m.Białystok",2015,3433965
"1372",2062000,"Powiat m.Łomża",2015,834490
"1373",2063000,"Powiat m.Suwałki",2015,649102
"1374",2201000,"Powiat bytowski",2015,442759
"1375",2202000,"Powiat chojnicki",2015,658509
"1376",2203000,"Powiat człuchowski",2015,310478
"1377",2204000,"Powiat gdański",2015,478561
"1378",2205000,"Powiat kartuski",2015,756210
"1379",2206000,"Powiat kościerski",2015,405052
"1380",2207000,"Powiat kwidzyński",2015,536154
"1381",2208000,"Powiat lęborski",2015,417867
"1382",2209000,"Powiat malborski",2015,417980
"1383",2210000,"Powiat nowodworski",2015,216798
"1384",2211000,"Powiat pucki",2015,440495
"1385",2212000,"Powiat słupski",2015,340593
"1386",2213000,"Powiat starogardzki",2015,783708
"1387",2214000,"Powiat tczewski",2015,763774
"1388",2215000,"Powiat wejherowski",2015,1281456
"1389",2216000,"Powiat sztumski",2015,231478
"1390",2261000,"Powiat m.Gdańsk",2015,4389673
"1391",2262000,"Powiat m.Gdynia",2015,2115833
"1392",2263000,"Powiat m.Słupsk",2015,900195
"1393",2264000,"Powiat m.Sopot",2015,329878
"1394",2401000,"Powiat będziński",2015,1083337
"1395",2402000,"Powiat bielski",2015,919943
"1396",2403000,"Powiat cieszyński",2015,1188461
"1397",2404000,"Powiat częstochowski",2015,663402
"1398",2405000,"Powiat gliwicki",2015,722604
"1399",2406000,"Powiat kłobucki",2015,365295
"1400",2407000,"Powiat lubliniecki",2015,496625
"1401",2408000,"Powiat mikołowski",2015,579859
"1402",2409000,"Powiat myszkowski",2015,499517
"1403",2410000,"Powiat pszczyński",2015,641361
"1404",2411000,"Powiat raciborski",2015,641943
"1405",2412000,"Powiat rybnicki",2015,367553
"1406",2413000,"Powiat tarnogórski",2015,919133
"1407",2414000,"Powiat bieruńsko-lędziński",2015,424501
"1408",2415000,"Powiat wodzisławski",2015,1015389
"1409",2416000,"Powiat zawierciański",2015,905650
"1410",2417000,"Powiat żywiecki",2015,877045
"1411",2461000,"Powiat m.Bielsko-Biała",2015,1912972
"1412",2462000,"Powiat m.Bytom",2015,1267043
"1413",2463000,"Powiat m.Chorzów",2015,904286
"1414",2464000,"Powiat m.Częstochowa",2015,2034885
"1415",2465000,"Powiat m.Dąbrowa Górnicza",2015,870680
"1416",2466000,"Powiat m.Gliwice",2015,1687359
"1417",2467000,"Powiat m.Jastrzębie-Zdrój",2015,721104
"1418",2468000,"Powiat m.Jaworzno",2015,647225
"1419",2469000,"Powiat m.Katowice",2015,3926134
"1420",2470000,"Powiat m.Mysłowice",2015,487257
"1421",2471000,"Powiat m.Piekary Śląskie",2015,521967
"1422",2472000,"Powiat m.Ruda Śląska",2015,977514
"1423",2473000,"Powiat m.Rybnik",2015,1027816
"1424",2474000,"Powiat m.Siemianowice Śląskie",2015,510580
"1425",2475000,"Powiat m.Sosnowiec",2015,1803328
"1426",2476000,"Powiat m.Świętochłowice",2015,360136
"1427",2477000,"Powiat m.Tychy",2015,1047630
"1428",2478000,"Powiat m.Zabrze",2015,1363500
"1429",2479000,"Powiat m.Żory",2015,479651
"1430",2601000,"Powiat buski",2015,314960
"1431",2602000,"Powiat jędrzejowski",2015,561163
"1432",2603000,"Powiat kazimierski",2015,131587
"1433",2604000,"Powiat kielecki",2015,860725
"1434",2605000,"Powiat konecki",2015,533632
"1435",2606000,"Powiat opatowski",2015,312399
"1436",2607000,"Powiat ostrowiecki",2015,807844
"1437",2608000,"Powiat pińczowski",2015,205188
"1438",2609000,"Powiat sandomierski",2015,517316
"1439",2610000,"Powiat skarżyski",2015,514917
"1440",2611000,"Powiat starachowicki",2015,664181
"1441",2612000,"Powiat staszowski",2015,416640
"1442",2613000,"Powiat włoszczowski",2015,305434
"1443",2661000,"Powiat m.Kielce",2015,2309052
"1444",2801000,"Powiat bartoszycki",2015,298495
"1445",2802000,"Powiat braniewski",2015,217956
"1446",2803000,"Powiat działdowski",2015,429620
"1447",2804000,"Powiat elbląski",2015,249550
"1448",2805000,"Powiat ełcki",2015,638450
"1449",2806000,"Powiat giżycki",2015,408621
"1450",2807000,"Powiat iławski",2015,492445
"1451",2808000,"Powiat kętrzyński",2015,410164
"1452",2809000,"Powiat lidzbarski",2015,222023
"1453",2810000,"Powiat mrągowski",2015,355507
"1454",2811000,"Powiat nidzicki",2015,214900
"1455",2812000,"Powiat nowomiejski",2015,248173
"1456",2813000,"Powiat olecki",2015,221542
"1457",2814000,"Powiat olsztyński",2015,586177
"1458",2815000,"Powiat ostródzki",2015,597913
"1459",2816000,"Powiat piski",2015,269878
"1460",2817000,"Powiat szczycieński",2015,449486
"1461",2818000,"Powiat gołdapski",2015,161912
"1462",2819000,"Powiat węgorzewski",2015,152449
"1463",2861000,"Powiat m.Elbląg",2015,1084379
"1464",2862000,"Powiat m.Olsztyn",2015,1917367
"1465",3001000,"Powiat chodzieski",2015,269644
"1466",3002000,"Powiat czarnkowsko-trzcianecki",2015,533325
"1467",3003000,"Powiat gnieźnieński",2015,967137
"1468",3004000,"Powiat gostyński",2015,530456
"1469",3005000,"Powiat grodziski",2015,326108
"1470",3006000,"Powiat jarociński",2015,493250
"1471",3007000,"Powiat kaliski",2015,295520
"1472",3008000,"Powiat kępiński",2015,351949
"1473",3009000,"Powiat kolski",2015,521819
"1474",3010000,"Powiat koniński",2015,517457
"1475",3011000,"Powiat kościański",2015,517556
"1476",3012000,"Powiat krotoszyński",2015,478820
"1477",3013000,"Powiat leszczyński",2015,213243
"1478",3014000,"Powiat międzychodzki",2015,172449
"1479",3015000,"Powiat nowotomyski",2015,500111
"1480",3016000,"Powiat obornicki",2015,369265
"1481",3017000,"Powiat ostrowski",2015,1022553
"1482",3018000,"Powiat ostrzeszowski",2015,340940
"1483",3019000,"Powiat pilski",2015,1076978
"1484",3020000,"Powiat pleszewski",2015,445717
"1485",3021000,"Powiat poznański",2015,1880206
"1486",3022000,"Powiat rawicki",2015,449934
"1487",3023000,"Powiat słupecki",2015,390934
"1488",3024000,"Powiat szamotulski",2015,481227
"1489",3025000,"Powiat średzki",2015,339398
"1490",3026000,"Powiat śremski",2015,353987
"1491",3027000,"Powiat turecki",2015,474054
"1492",3028000,"Powiat wągrowiecki",2015,429168
"1493",3029000,"Powiat wolsztyński",2015,344918
"1494",3030000,"Powiat wrzesiński",2015,493985
"1495",3031000,"Powiat złotowski",2015,420202
"1496",3061000,"Powiat m.Kalisz",2015,1051918
"1497",3062000,"Powiat m.Konin",2015,915249
"1498",3063000,"Powiat m.Leszno",2015,645188
"1499",3064000,"Powiat m.Poznań",2015,5996595
"1500",3201000,"Powiat białogardzki",2015,357742
"1501",3202000,"Powiat choszczeński",2015,309477
"1502",3203000,"Powiat drawski",2015,368105
"1503",3204000,"Powiat goleniowski",2015,606724
"1504",3205000,"Powiat gryficki",2015,439152
"1505",3206000,"Powiat gryfiński",2015,488904
"1506",3207000,"Powiat kamieński",2015,300309
"1507",3208000,"Powiat kołobrzeski",2015,583086
"1508",3209000,"Powiat koszaliński",2015,248796
"1509",3210000,"Powiat myśliborski",2015,453805
"1510",3211000,"Powiat policki",2015,424081
"1511",3212000,"Powiat pyrzycki",2015,255160
"1512",3213000,"Powiat sławieński",2015,293790
"1513",3214000,"Powiat stargardzki",2015,778405
"1514",3215000,"Powiat szczecinecki",2015,547670
"1515",3216000,"Powiat świdwiński",2015,285491
"1516",3217000,"Powiat wałecki",2015,410541
"1517",3218000,"Powiat łobeski",2015,192856
"1518",3261000,"Powiat m.Koszalin",2015,1123224
"1519",3262000,"Powiat m.Szczecin",2015,3757248
"1520",3263000,"Powiat m.Świnoujście",2015,359620
"1521",201000,"Powiat bolesławiecki",2016,582072
"1522",202000,"Powiat dzierżoniowski",2016,700010
"1523",203000,"Powiat głogowski",2016,553256
"1524",204000,"Powiat górowski",2016,203744
"1525",205000,"Powiat jaworski",2016,412271
"1526",206000,"Powiat jeleniogórski",2016,280222
"1527",207000,"Powiat kamiennogórski",2016,241158
"1528",208000,"Powiat kłodzki",2016,1082865
"1529",209000,"Powiat legnicki",2016,236809
"1530",210000,"Powiat lubański",2016,354769
"1531",211000,"Powiat lubiński",2016,905436
"1532",212000,"Powiat lwówecki",2016,287550
"1533",213000,"Powiat milicki",2016,280918
"1534",214000,"Powiat oleśnicki",2016,681644
"1535",215000,"Powiat oławski",2016,495332
"1536",216000,"Powiat polkowicki",2016,351384
"1537",217000,"Powiat strzeliński",2016,278062
"1538",218000,"Powiat średzki",2016,275341
"1539",219000,"Powiat świdnicki",2016,1086777
"1540",220000,"Powiat trzebnicki",2016,402628
"1541",221000,"Powiat wałbrzyski",2016,208564
"1542",222000,"Powiat wołowski",2016,307078
"1543",223000,"Powiat wrocławski",2016,662271
"1544",224000,"Powiat ząbkowicki",2016,386716
"1545",225000,"Powiat zgorzelecki",2016,521690
"1546",226000,"Powiat złotoryjski",2016,246984
"1547",261000,"Powiat m.Jelenia Góra",2016,812046
"1548",262000,"Powiat m.Legnica",2016,849344
"1549",264000,"Powiat m.Wrocław",2016,6723349
"1550",265000,"Powiat m.Wałbrzych od 2013",2016,763626
"1551",401000,"Powiat aleksandrowski",2016,379509
"1552",402000,"Powiat brodnicki",2016,517900
"1553",403000,"Powiat bydgoski",2016,518525
"1554",404000,"Powiat chełmiński",2016,278320
"1555",405000,"Powiat golubsko-dobrzyński",2016,336833
"1556",406000,"Powiat grudziądzki",2016,125076
"1557",407000,"Powiat inowrocławski",2016,1106600
"1558",408000,"Powiat lipnowski",2016,390918
"1559",409000,"Powiat mogileński",2016,261287
"1560",410000,"Powiat nakielski",2016,531688
"1561",411000,"Powiat radziejowski",2016,317604
"1562",412000,"Powiat rypiński",2016,303222
"1563",413000,"Powiat sępoleński",2016,265010
"1564",414000,"Powiat świecki",2016,593819
"1565",415000,"Powiat toruński",2016,453363
"1566",416000,"Powiat tucholski",2016,293595
"1567",417000,"Powiat wąbrzeski",2016,232440
"1568",418000,"Powiat włocławski",2016,400709
"1569",419000,"Powiat żniński",2016,473645
"1570",461000,"Powiat m.Bydgoszcz",2016,3886643
"1571",462000,"Powiat m.Grudziądz",2016,821748
"1572",463000,"Powiat m.Toruń",2016,1927970
"1573",464000,"Powiat m.Włocławek",2016,1059876
"1574",601000,"Powiat bialski",2016,507778
"1575",602000,"Powiat biłgorajski",2016,517791
"1576",603000,"Powiat chełmski",2016,260003
"1577",604000,"Powiat hrubieszowski",2016,405418
"1578",605000,"Powiat janowski",2016,261096
"1579",606000,"Powiat krasnostawski",2016,429045
"1580",607000,"Powiat kraśnicki",2016,664645
"1581",608000,"Powiat lubartowski",2016,563259
"1582",609000,"Powiat lubelski",2016,651023
"1583",610000,"Powiat łęczyński",2016,416153
"1584",611000,"Powiat łukowski",2016,535557
"1585",612000,"Powiat opolski",2016,338163
"1586",613000,"Powiat parczewski",2016,276035
"1587",614000,"Powiat puławski",2016,921441
"1588",615000,"Powiat radzyński",2016,289262
"1589",616000,"Powiat rycki",2016,444454
"1590",617000,"Powiat świdnicki",2016,487489
"1591",618000,"Powiat tomaszowski",2016,486685
"1592",619000,"Powiat włodawski",2016,288002
"1593",620000,"Powiat zamojski",2016,383951
"1594",661000,"Powiat m.Biała Podlaska",2016,571061
"1595",662000,"Powiat m.Chełm",2016,687220
"1596",663000,"Powiat m.Lublin",2016,4313713
"1597",664000,"Powiat m.Zamość",2016,987724
"1598",801000,"Powiat gorzowski",2016,277962
"1599",802000,"Powiat krośnieński",2016,299842
"1600",803000,"Powiat międzyrzecki",2016,350361
"1601",804000,"Powiat nowosolski",2016,580917
"1602",805000,"Powiat słubicki",2016,201733
"1603",806000,"Powiat strzelecko-drezdenecki",2016,285029
"1604",807000,"Powiat sulęciński",2016,246039
"1605",808000,"Powiat świebodziński",2016,362638
"1606",809000,"Powiat zielonogórski",2016,370440
"1607",810000,"Powiat żagański",2016,447630
"1608",811000,"Powiat żarski",2016,651692
"1609",812000,"Powiat wschowski",2016,219905
"1610",861000,"Powiat m.Gorzów Wielkopolski",2016,1186424
"1611",862000,"Powiat m.Zielona Góra",2016,1434395
"1612",1001000,"Powiat bełchatowski",2016,825060
"1613",1002000,"Powiat kutnowski",2016,698842
"1614",1003000,"Powiat łaski",2016,330391
"1615",1004000,"Powiat łęczycki",2016,332809
"1616",1005000,"Powiat łowicki",2016,485747
"1617",1006000,"Powiat łódzki wschodni",2016,420424
"1618",1007000,"Powiat opoczyński",2016,447212
"1619",1008000,"Powiat pabianicki",2016,916013
"1620",1009000,"Powiat pajęczański",2016,295155
"1621",1010000,"Powiat piotrkowski",2016,363977
"1622",1011000,"Powiat poddębicki",2016,297491
"1623",1012000,"Powiat radomszczański",2016,801422
"1624",1013000,"Powiat rawski",2016,343390
"1625",1014000,"Powiat sieradzki",2016,932996
"1626",1015000,"Powiat skierniewicki",2016,103775
"1627",1016000,"Powiat tomaszowski",2016,794233
"1628",1017000,"Powiat wieluński",2016,468509
"1629",1018000,"Powiat wieruszowski",2016,222102
"1630",1019000,"Powiat zduńskowolski",2016,439986
"1631",1020000,"Powiat zgierski",2016,1095095
"1632",1021000,"Powiat brzeziński",2016,205835
"1633",1061000,"Powiat m.Łódź",2016,7381457
"1634",1062000,"Powiat m.Piotrków Trybunalski",2016,791947
"1635",1063000,"Powiat m.Skierniewice",2016,448125
"1636",1201000,"Powiat bocheński",2016,661614
"1637",1202000,"Powiat brzeski",2016,514240
"1638",1203000,"Powiat chrzanowski",2016,933780
"1639",1204000,"Powiat dąbrowski",2016,311930
"1640",1205000,"Powiat gorlicki",2016,724816
"1641",1206000,"Powiat krakowski",2016,1333315
"1642",1207000,"Powiat limanowski",2016,695355
"1643",1208000,"Powiat miechowski",2016,345140
"1644",1209000,"Powiat myślenicki",2016,781993
"1645",1210000,"Powiat nowosądecki",2016,910065
"1646",1211000,"Powiat nowotarski",2016,968251
"1647",1212000,"Powiat olkuski",2016,755215
"1648",1213000,"Powiat oświęcimski",2016,1074719
"1649",1214000,"Powiat proszowicki",2016,253238
"1650",1215000,"Powiat suski",2016,481501
"1651",1216000,"Powiat tarnowski",2016,870752
"1652",1217000,"Powiat tatrzański",2016,440549
"1653",1218000,"Powiat wadowicki",2016,797186
"1654",1219000,"Powiat wielicki",2016,631284
"1655",1261000,"Powiat m.Kraków",2016,8873020
"1656",1262000,"Powiat m.Nowy Sącz",2016,1073309
"1657",1263000,"Powiat m.Tarnów",2016,1363965
"1658",1401000,"Powiat białobrzeski",2016,178325
"1659",1402000,"Powiat ciechanowski",2016,645431
"1660",1403000,"Powiat garwoliński",2016,638869
"1661",1404000,"Powiat gostyniński",2016,289766
"1662",1405000,"Powiat grodziski",2016,610228
"1663",1406000,"Powiat grójecki",2016,507886
"1664",1407000,"Powiat kozienicki",2016,366825
"1665",1408000,"Powiat legionowski",2016,698245
"1666",1409000,"Powiat lipski",2016,195793
"1667",1410000,"Powiat łosicki",2016,234096
"1668",1411000,"Powiat makowski",2016,272287
"1669",1412000,"Powiat miński",2016,841709
"1670",1413000,"Powiat mławski",2016,381544
"1671",1414000,"Powiat nowodworski",2016,499088
"1672",1415000,"Powiat ostrołęcki",2016,320412
"1673",1416000,"Powiat ostrowski",2016,419260
"1674",1417000,"Powiat otwocki",2016,798958
"1675",1418000,"Powiat piaseczyński",2016,1224773
"1676",1419000,"Powiat płocki",2016,448682
"1677",1420000,"Powiat płoński",2016,514161
"1678",1421000,"Powiat pruszkowski",2016,993464
"1679",1422000,"Powiat przasnyski",2016,313446
"1680",1423000,"Powiat przysuski",2016,208683
"1681",1424000,"Powiat pułtuski",2016,328360
"1682",1425000,"Powiat radomski",2016,576401
"1683",1426000,"Powiat siedlecki",2016,251980
"1684",1427000,"Powiat sierpecki",2016,298843
"1685",1428000,"Powiat sochaczewski",2016,578576
"1686",1429000,"Powiat sokołowski",2016,406467
"1687",1430000,"Powiat szydłowiecki",2016,245260
"1688",1432000,"Powiat warszawski zachodni",2016,607076
"1689",1433000,"Powiat węgrowski",2016,352613
"1690",1434000,"Powiat wołomiński",2016,1317893
"1691",1435000,"Powiat wyszkowski",2016,445497
"1692",1436000,"Powiat zwoleński",2016,181044
"1693",1437000,"Powiat żuromiński",2016,204282
"1694",1438000,"Powiat żyrardowski",2016,450934
"1695",1461000,"Powiat m.Ostrołęka",2016,575459
"1696",1462000,"Powiat m.Płock",2016,1050370
