"","Kod","Nazwa","rok","porady_lekarskie_CTAB_porady_lekarskie_ogolem_ogolem"
"1",201000,"Powiat bolesławiecki",2012,530548
"2",202000,"Powiat dzierżoniowski",2012,637364
"3",203000,"Powiat głogowski",2012,536559
"4",204000,"Powiat górowski",2012,216412
"5",205000,"Powiat jaworski",2012,379908
"6",206000,"Powiat jeleniogórski",2012,262818
"7",207000,"Powiat kamiennogórski",2012,223178
"8",208000,"Powiat kłodzki",2012,1012295
"9",209000,"Powiat legnicki",2012,263145
"10",210000,"Powiat lubański",2012,331988
"11",211000,"Powiat lubiński",2012,824316
"12",212000,"Powiat lwówecki",2012,228624
"13",213000,"Powiat milicki",2012,263383
"14",214000,"Powiat oleśnicki",2012,600551
"15",215000,"Powiat oławski",2012,492924
"16",216000,"Powiat polkowicki",2012,320611
"17",217000,"Powiat strzeliński",2012,291923
"18",218000,"Powiat średzki",2012,262141
"19",219000,"Powiat świdnicki",2012,1001396
"20",220000,"Powiat trzebnicki",2012,345127
"21",221000,"Powiat wałbrzyski",2012,1651308
"22",222000,"Powiat wołowski",2012,271287
"23",223000,"Powiat wrocławski",2012,529104
"24",224000,"Powiat ząbkowicki",2012,441230
"25",225000,"Powiat zgorzelecki",2012,553568
"26",226000,"Powiat złotoryjski",2012,238644
"27",261000,"Powiat m.Jelenia Góra",2012,718330
"28",262000,"Powiat m.Legnica",2012,798013
"29",264000,"Powiat m.Wrocław",2012,5995297
"30",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"31",401000,"Powiat aleksandrowski",2012,347527
"32",402000,"Powiat brodnicki",2012,450592
"33",403000,"Powiat bydgoski",2012,498556
"34",404000,"Powiat chełmiński",2012,265073
"35",405000,"Powiat golubsko-dobrzyński",2012,288605
"36",406000,"Powiat grudziądzki",2012,125297
"37",407000,"Powiat inowrocławski",2012,1083081
"38",408000,"Powiat lipnowski",2012,414376
"39",409000,"Powiat mogileński",2012,252094
"40",410000,"Powiat nakielski",2012,489490
"41",411000,"Powiat radziejowski",2012,310542
"42",412000,"Powiat rypiński",2012,280654
"43",413000,"Powiat sępoleński",2012,265381
"44",414000,"Powiat świecki",2012,626429
"45",415000,"Powiat toruński",2012,411994
"46",416000,"Powiat tucholski",2012,277748
"47",417000,"Powiat wąbrzeski",2012,248761
"48",418000,"Powiat włocławski",2012,406307
"49",419000,"Powiat żniński",2012,411151
"50",461000,"Powiat m.Bydgoszcz",2012,3735160
"51",462000,"Powiat m.Grudziądz",2012,790596
"52",463000,"Powiat m.Toruń",2012,1809164
"53",464000,"Powiat m.Włocławek",2012,984007
"54",601000,"Powiat bialski",2012,459042
"55",602000,"Powiat biłgorajski",2012,477247
"56",603000,"Powiat chełmski",2012,253831
"57",604000,"Powiat hrubieszowski",2012,386855
"58",605000,"Powiat janowski",2012,244620
"59",606000,"Powiat krasnostawski",2012,420807
"60",607000,"Powiat kraśnicki",2012,641380
"61",608000,"Powiat lubartowski",2012,534151
"62",609000,"Powiat lubelski",2012,594453
"63",610000,"Powiat łęczyński",2012,372759
"64",611000,"Powiat łukowski",2012,495296
"65",612000,"Powiat opolski",2012,319279
"66",613000,"Powiat parczewski",2012,266837
"67",614000,"Powiat puławski",2012,817679
"68",615000,"Powiat radzyński",2012,291825
"69",616000,"Powiat rycki",2012,410449
"70",617000,"Powiat świdnicki",2012,486024
"71",618000,"Powiat tomaszowski",2012,494414
"72",619000,"Powiat włodawski",2012,257362
"73",620000,"Powiat zamojski",2012,374906
"74",661000,"Powiat m.Biała Podlaska",2012,519714
"75",662000,"Powiat m.Chełm",2012,676652
"76",663000,"Powiat m.Lublin",2012,4084990
"77",664000,"Powiat m.Zamość",2012,1031200
"78",801000,"Powiat gorzowski",2012,239564
"79",802000,"Powiat krośnieński",2012,285978
"80",803000,"Powiat międzyrzecki",2012,336492
"81",804000,"Powiat nowosolski",2012,516124
"82",805000,"Powiat słubicki",2012,200450
"83",806000,"Powiat strzelecko-drezdenecki",2012,239749
"84",807000,"Powiat sulęciński",2012,210939
"85",808000,"Powiat świebodziński",2012,348011
"86",809000,"Powiat zielonogórski",2012,352191
"87",810000,"Powiat żagański",2012,419778
"88",811000,"Powiat żarski",2012,546375
"89",812000,"Powiat wschowski",2012,185114
"90",861000,"Powiat m.Gorzów Wielkopolski",2012,1068908
"91",862000,"Powiat m.Zielona Góra",2012,1334880
"92",1001000,"Powiat bełchatowski",2012,837796
"93",1002000,"Powiat kutnowski",2012,617403
"94",1003000,"Powiat łaski",2012,291041
"95",1004000,"Powiat łęczycki",2012,345766
"96",1005000,"Powiat łowicki",2012,455432
"97",1006000,"Powiat łódzki wschodni",2012,378749
"98",1007000,"Powiat opoczyński",2012,410882
"99",1008000,"Powiat pabianicki",2012,790315
"100",1009000,"Powiat pajęczański",2012,279423
"101",1010000,"Powiat piotrkowski",2012,338188
"102",1011000,"Powiat poddębicki",2012,279236
"103",1012000,"Powiat radomszczański",2012,760028
"104",1013000,"Powiat rawski",2012,325723
"105",1014000,"Powiat sieradzki",2012,883473
"106",1015000,"Powiat skierniewicki",2012,113851
"107",1016000,"Powiat tomaszowski",2012,760697
"108",1017000,"Powiat wieluński",2012,412419
"109",1018000,"Powiat wieruszowski",2012,213761
"110",1019000,"Powiat zduńskowolski",2012,413989
"111",1020000,"Powiat zgierski",2012,1010277
"112",1021000,"Powiat brzeziński",2012,206267
"113",1061000,"Powiat m.Łódź",2012,6766482
"114",1062000,"Powiat m.Piotrków Trybunalski",2012,699987
"115",1063000,"Powiat m.Skierniewice",2012,498953
"116",1201000,"Powiat bocheński",2012,605459
"117",1202000,"Powiat brzeski",2012,473097
"118",1203000,"Powiat chrzanowski",2012,865514
"119",1204000,"Powiat dąbrowski",2012,260407
"120",1205000,"Powiat gorlicki",2012,673363
"121",1206000,"Powiat krakowski",2012,1253304
"122",1207000,"Powiat limanowski",2012,631515
"123",1208000,"Powiat miechowski",2012,289872
"124",1209000,"Powiat myślenicki",2012,665852
"125",1210000,"Powiat nowosądecki",2012,904123
"126",1211000,"Powiat nowotarski",2012,856583
"127",1212000,"Powiat olkuski",2012,743409
"128",1213000,"Powiat oświęcimski",2012,1017901
"129",1214000,"Powiat proszowicki",2012,240713
"130",1215000,"Powiat suski",2012,450423
"131",1216000,"Powiat tarnowski",2012,817710
"132",1217000,"Powiat tatrzański",2012,348216
"133",1218000,"Powiat wadowicki",2012,755759
"134",1219000,"Powiat wielicki",2012,524174
"135",1261000,"Powiat m.Kraków",2012,7837970
"136",1262000,"Powiat m.Nowy Sącz",2012,912166
"137",1263000,"Powiat m.Tarnów",2012,1309329
"138",1401000,"Powiat białobrzeski",2012,169212
"139",1402000,"Powiat ciechanowski",2012,613405
"140",1403000,"Powiat garwoliński",2012,588697
"141",1404000,"Powiat gostyniński",2012,268655
"142",1405000,"Powiat grodziski",2012,525129
"143",1406000,"Powiat grójecki",2012,457768
"144",1407000,"Powiat kozienicki",2012,348441
"145",1408000,"Powiat legionowski",2012,708534
"146",1409000,"Powiat lipski",2012,191143
"147",1410000,"Powiat łosicki",2012,282244
"148",1411000,"Powiat makowski",2012,259610
"149",1412000,"Powiat miński",2012,741375
"150",1413000,"Powiat mławski",2012,348329
"151",1414000,"Powiat nowodworski",2012,431162
"152",1415000,"Powiat ostrołęcki",2012,282704
"153",1416000,"Powiat ostrowski",2012,379413
"154",1417000,"Powiat otwocki",2012,694992
"155",1418000,"Powiat piaseczyński",2012,931689
"156",1419000,"Powiat płocki",2012,421540
"157",1420000,"Powiat płoński",2012,471117
"158",1421000,"Powiat pruszkowski",2012,877565
"159",1422000,"Powiat przasnyski",2012,295569
"160",1423000,"Powiat przysuski",2012,194130
"161",1424000,"Powiat pułtuski",2012,296035
"162",1425000,"Powiat radomski",2012,552337
"163",1426000,"Powiat siedlecki",2012,250120
"164",1427000,"Powiat sierpecki",2012,286180
"165",1428000,"Powiat sochaczewski",2012,496524
"166",1429000,"Powiat sokołowski",2012,341457
"167",1430000,"Powiat szydłowiecki",2012,230395
"168",1432000,"Powiat warszawski zachodni",2012,504990
"169",1433000,"Powiat węgrowski",2012,346299
"170",1434000,"Powiat wołomiński",2012,1167517
"171",1435000,"Powiat wyszkowski",2012,418041
"172",1436000,"Powiat zwoleński",2012,165186
"173",1437000,"Powiat żuromiński",2012,179269
"174",1438000,"Powiat żyrardowski",2012,392192
"175",1461000,"Powiat m.Ostrołęka",2012,519254
"176",1462000,"Powiat m.Płock",2012,1065350
"177",1463000,"Powiat m.Radom",2012,1817245
"178",1464000,"Powiat m.Siedlce",2012,1034075
"179",1465000,"Powiat m. st. Warszawa",2012,16904641
"180",1601000,"Powiat brzeski",2012,547375
"181",1602000,"Powiat głubczycki",2012,277302
"182",1603000,"Powiat kędzierzyńsko-kozielski",2012,593975
"183",1604000,"Powiat kluczborski",2012,344317
"184",1605000,"Powiat krapkowicki",2012,346824
"185",1606000,"Powiat namysłowski",2012,214635
"186",1607000,"Powiat nyski",2012,868039
"187",1608000,"Powiat oleski",2012,342552
"188",1609000,"Powiat opolski",2012,532075
"189",1610000,"Powiat prudnicki",2012,330704
"190",1611000,"Powiat strzelecki",2012,377942
"191",1661000,"Powiat m.Opole",2012,1269182
"192",1801000,"Powiat bieszczadzki",2012,135953
"193",1802000,"Powiat brzozowski",2012,405302
"194",1803000,"Powiat dębicki",2012,578640
"195",1804000,"Powiat jarosławski",2012,699046
"196",1805000,"Powiat jasielski",2012,663495
"197",1806000,"Powiat kolbuszowski",2012,298879
"198",1807000,"Powiat krośnieński",2012,515629
"199",1808000,"Powiat leżajski",2012,416932
"200",1809000,"Powiat lubaczowski",2012,329087
"201",1810000,"Powiat łańcucki",2012,411421
"202",1811000,"Powiat mielecki",2012,767550
"203",1812000,"Powiat niżański",2012,332090
"204",1813000,"Powiat przemyski",2012,188999
"205",1814000,"Powiat przeworski",2012,386705
"206",1815000,"Powiat ropczycko-sędziszowski",2012,432951
"207",1816000,"Powiat rzeszowski",2012,633718
"208",1817000,"Powiat sanocki",2012,519760
"209",1818000,"Powiat stalowowolski",2012,644500
"210",1819000,"Powiat strzyżowski",2012,312953
"211",1820000,"Powiat tarnobrzeski",2012,251566
"212",1821000,"Powiat leski",2012,143154
"213",1861000,"Powiat m.Krosno",2012,582785
"214",1862000,"Powiat m.Przemyśl",2012,672579
"215",1863000,"Powiat m.Rzeszów",2012,2484871
"216",1864000,"Powiat m.Tarnobrzeg",2012,460222
"217",2001000,"Powiat augustowski",2012,361575
"218",2002000,"Powiat białostocki",2012,538366
"219",2003000,"Powiat bielski",2012,388952
"220",2004000,"Powiat grajewski",2012,278265
"221",2005000,"Powiat hajnowski",2012,321092
"222",2006000,"Powiat kolneński",2012,194167
"223",2007000,"Powiat łomżyński",2012,115264
"224",2008000,"Powiat moniecki",2012,203615
"225",2009000,"Powiat sejneński",2012,104391
"226",2010000,"Powiat siemiatycki",2012,253889
"227",2011000,"Powiat sokólski",2012,404497
"228",2012000,"Powiat suwalski",2012,108952
"229",2013000,"Powiat wysokomazowiecki",2012,306519
"230",2014000,"Powiat zambrowski",2012,242111
"231",2061000,"Powiat m.Białystok",2012,3361812
"232",2062000,"Powiat m.Łomża",2012,644720
"233",2063000,"Powiat m.Suwałki",2012,597756
"234",2201000,"Powiat bytowski",2012,370045
"235",2202000,"Powiat chojnicki",2012,619520
"236",2203000,"Powiat człuchowski",2012,309072
"237",2204000,"Powiat gdański",2012,418140
"238",2205000,"Powiat kartuski",2012,612881
"239",2206000,"Powiat kościerski",2012,393550
"240",2207000,"Powiat kwidzyński",2012,510884
"241",2208000,"Powiat lęborski",2012,363952
"242",2209000,"Powiat malborski",2012,398207
"243",2210000,"Powiat nowodworski",2012,208382
"244",2211000,"Powiat pucki",2012,373772
"245",2212000,"Powiat słupski",2012,357298
"246",2213000,"Powiat starogardzki",2012,795127
"247",2214000,"Powiat tczewski",2012,720338
"248",2215000,"Powiat wejherowski",2012,1069557
"249",2216000,"Powiat sztumski",2012,230043
"250",2261000,"Powiat m.Gdańsk",2012,4095857
"251",2262000,"Powiat m.Gdynia",2012,1992352
"252",2263000,"Powiat m.Słupsk",2012,837969
"253",2264000,"Powiat m.Sopot",2012,430397
"254",2401000,"Powiat będziński",2012,996262
"255",2402000,"Powiat bielski",2012,863015
"256",2403000,"Powiat cieszyński",2012,1081086
"257",2404000,"Powiat częstochowski",2012,635854
"258",2405000,"Powiat gliwicki",2012,642846
"259",2406000,"Powiat kłobucki",2012,363938
"260",2407000,"Powiat lubliniecki",2012,478869
"261",2408000,"Powiat mikołowski",2012,572490
"262",2409000,"Powiat myszkowski",2012,498657
"263",2410000,"Powiat pszczyński",2012,624920
"264",2411000,"Powiat raciborski",2012,640707
"265",2412000,"Powiat rybnicki",2012,345376
"266",2413000,"Powiat tarnogórski",2012,823791
"267",2414000,"Powiat bieruńsko-lędziński",2012,407865
"268",2415000,"Powiat wodzisławski",2012,917397
"269",2416000,"Powiat zawierciański",2012,843304
"270",2417000,"Powiat żywiecki",2012,809090
"271",2461000,"Powiat m.Bielsko-Biała",2012,1739216
"272",2462000,"Powiat m.Bytom",2012,1252259
"273",2463000,"Powiat m.Chorzów",2012,886536
"274",2464000,"Powiat m.Częstochowa",2012,1954809
"275",2465000,"Powiat m.Dąbrowa Górnicza",2012,793733
"276",2466000,"Powiat m.Gliwice",2012,1701587
"277",2467000,"Powiat m.Jastrzębie-Zdrój",2012,706239
"278",2468000,"Powiat m.Jaworzno",2012,627471
"279",2469000,"Powiat m.Katowice",2012,3664686
"280",2470000,"Powiat m.Mysłowice",2012,520238
"281",2471000,"Powiat m.Piekary Śląskie",2012,445017
"282",2472000,"Powiat m.Ruda Śląska",2012,936938
"283",2473000,"Powiat m.Rybnik",2012,992315
"284",2474000,"Powiat m.Siemianowice Śląskie",2012,510849
"285",2475000,"Powiat m.Sosnowiec",2012,1664021
"286",2476000,"Powiat m.Świętochłowice",2012,344442
"287",2477000,"Powiat m.Tychy",2012,1008644
"288",2478000,"Powiat m.Zabrze",2012,1246225
"289",2479000,"Powiat m.Żory",2012,433961
"290",2601000,"Powiat buski",2012,372488
"291",2602000,"Powiat jędrzejowski",2012,531320
"292",2603000,"Powiat kazimierski",2012,131004
"293",2604000,"Powiat kielecki",2012,780956
"294",2605000,"Powiat konecki",2012,492247
"295",2606000,"Powiat opatowski",2012,285034
"296",2607000,"Powiat ostrowiecki",2012,806308
"297",2608000,"Powiat pińczowski",2012,207981
"298",2609000,"Powiat sandomierski",2012,484305
"299",2610000,"Powiat skarżyski",2012,459657
"300",2611000,"Powiat starachowicki",2012,645873
"301",2612000,"Powiat staszowski",2012,401367
"302",2613000,"Powiat włoszczowski",2012,281713
"303",2661000,"Powiat m.Kielce",2012,2162519
"304",2801000,"Powiat bartoszycki",2012,283174
"305",2802000,"Powiat braniewski",2012,229030
"306",2803000,"Powiat działdowski",2012,401095
"307",2804000,"Powiat elbląski",2012,218700
"308",2805000,"Powiat ełcki",2012,621143
"309",2806000,"Powiat giżycki",2012,369537
"310",2807000,"Powiat iławski",2012,471769
"311",2808000,"Powiat kętrzyński",2012,391933
"312",2809000,"Powiat lidzbarski",2012,239159
"313",2810000,"Powiat mrągowski",2012,328984
"314",2811000,"Powiat nidzicki",2012,224976
"315",2812000,"Powiat nowomiejski",2012,276007
"316",2813000,"Powiat olecki",2012,217703
"317",2814000,"Powiat olsztyński",2012,542010
"318",2815000,"Powiat ostródzki",2012,571103
"319",2816000,"Powiat piski",2012,260618
"320",2817000,"Powiat szczycieński",2012,405649
"321",2818000,"Powiat gołdapski",2012,149579
"322",2819000,"Powiat węgorzewski",2012,138956
"323",2861000,"Powiat m.Elbląg",2012,1001367
"324",2862000,"Powiat m.Olsztyn",2012,1820025
"325",3001000,"Powiat chodzieski",2012,274677
"326",3002000,"Powiat czarnkowsko-trzcianecki",2012,487497
"327",3003000,"Powiat gnieźnieński",2012,815603
"328",3004000,"Powiat gostyński",2012,503629
"329",3005000,"Powiat grodziski",2012,262583
"330",3006000,"Powiat jarociński",2012,464074
"331",3007000,"Powiat kaliski",2012,278751
"332",3008000,"Powiat kępiński",2012,343979
"333",3009000,"Powiat kolski",2012,508322
"334",3010000,"Powiat koniński",2012,497867
"335",3011000,"Powiat kościański",2012,508221
"336",3012000,"Powiat krotoszyński",2012,460837
"337",3013000,"Powiat leszczyński",2012,192776
"338",3014000,"Powiat międzychodzki",2012,143523
"339",3015000,"Powiat nowotomyski",2012,470640
"340",3016000,"Powiat obornicki",2012,338344
"341",3017000,"Powiat ostrowski",2012,946937
"342",3018000,"Powiat ostrzeszowski",2012,314437
"343",3019000,"Powiat pilski",2012,1003044
"344",3020000,"Powiat pleszewski",2012,398861
"345",3021000,"Powiat poznański",2012,1728276
"346",3022000,"Powiat rawicki",2012,406610
"347",3023000,"Powiat słupecki",2012,329306
"348",3024000,"Powiat szamotulski",2012,450201
"349",3025000,"Powiat średzki",2012,302319
"350",3026000,"Powiat śremski",2012,334775
"351",3027000,"Powiat turecki",2012,461830
"352",3028000,"Powiat wągrowiecki",2012,388387
"353",3029000,"Powiat wolsztyński",2012,315144
"354",3030000,"Powiat wrzesiński",2012,473289
"355",3031000,"Powiat złotowski",2012,399631
"356",3061000,"Powiat m.Kalisz",2012,972384
"357",3062000,"Powiat m.Konin",2012,965688
"358",3063000,"Powiat m.Leszno",2012,626736
"359",3064000,"Powiat m.Poznań",2012,5749215
"360",3201000,"Powiat białogardzki",2012,289570
"361",3202000,"Powiat choszczeński",2012,313676
"362",3203000,"Powiat drawski",2012,312393
"363",3204000,"Powiat goleniowski",2012,501409
"364",3205000,"Powiat gryficki",2012,409218
"365",3206000,"Powiat gryfiński",2012,456506
"366",3207000,"Powiat kamieński",2012,281441
"367",3208000,"Powiat kołobrzeski",2012,553617
"368",3209000,"Powiat koszaliński",2012,236424
"369",3210000,"Powiat myśliborski",2012,445468
"370",3211000,"Powiat policki",2012,388491
"371",3212000,"Powiat pyrzycki",2012,245364
"372",3213000,"Powiat sławieński",2012,282288
"373",3214000,"Powiat stargardzki",2012,664922
"374",3215000,"Powiat szczecinecki",2012,499612
"375",3216000,"Powiat świdwiński",2012,328292
"376",3217000,"Powiat wałecki",2012,401768
"377",3218000,"Powiat łobeski",2012,226211
"378",3261000,"Powiat m.Koszalin",2012,1095545
"379",3262000,"Powiat m.Szczecin",2012,3603440
"380",3263000,"Powiat m.Świnoujście",2012,236951
"381",201000,"Powiat bolesławiecki",2013,577802
"382",202000,"Powiat dzierżoniowski",2013,651749
"383",203000,"Powiat głogowski",2013,538952
"384",204000,"Powiat górowski",2013,211300
"385",205000,"Powiat jaworski",2013,372196
"386",206000,"Powiat jeleniogórski",2013,275343
"387",207000,"Powiat kamiennogórski",2013,233820
"388",208000,"Powiat kłodzki",2013,1045014
"389",209000,"Powiat legnicki",2013,273416
"390",210000,"Powiat lubański",2013,347791
"391",211000,"Powiat lubiński",2013,846364
"392",212000,"Powiat lwówecki",2013,226073
"393",213000,"Powiat milicki",2013,268703
"394",214000,"Powiat oleśnicki",2013,579637
"395",215000,"Powiat oławski",2013,502913
"396",216000,"Powiat polkowicki",2013,345324
"397",217000,"Powiat strzeliński",2013,301228
"398",218000,"Powiat średzki",2013,266558
"399",219000,"Powiat świdnicki",2013,1029781
"400",220000,"Powiat trzebnicki",2013,372542
"401",221000,"Powiat wałbrzyski",2013,228333
"402",222000,"Powiat wołowski",2013,302533
"403",223000,"Powiat wrocławski",2013,559933
"404",224000,"Powiat ząbkowicki",2013,426123
"405",225000,"Powiat zgorzelecki",2013,703321
"406",226000,"Powiat złotoryjski",2013,242875
"407",261000,"Powiat m.Jelenia Góra",2013,773039
"408",262000,"Powiat m.Legnica",2013,771651
"409",264000,"Powiat m.Wrocław",2013,5992718
"410",265000,"Powiat m.Wałbrzych od 2013",2013,841837
"411",401000,"Powiat aleksandrowski",2013,367425
"412",402000,"Powiat brodnicki",2013,472410
"413",403000,"Powiat bydgoski",2013,488312
"414",404000,"Powiat chełmiński",2013,260876
"415",405000,"Powiat golubsko-dobrzyński",2013,300950
"416",406000,"Powiat grudziądzki",2013,130463
"417",407000,"Powiat inowrocławski",2013,1115328
"418",408000,"Powiat lipnowski",2013,412308
"419",409000,"Powiat mogileński",2013,256776
"420",410000,"Powiat nakielski",2013,515413
"421",411000,"Powiat radziejowski",2013,307184
"422",412000,"Powiat rypiński",2013,287505
"423",413000,"Powiat sępoleński",2013,240610
"424",414000,"Powiat świecki",2013,577649
"425",415000,"Powiat toruński",2013,432978
"426",416000,"Powiat tucholski",2013,270914
"427",417000,"Powiat wąbrzeski",2013,228991
"428",418000,"Powiat włocławski",2013,396072
"429",419000,"Powiat żniński",2013,440989
"430",461000,"Powiat m.Bydgoszcz",2013,3755107
"431",462000,"Powiat m.Grudziądz",2013,800641
"432",463000,"Powiat m.Toruń",2013,1823330
"433",464000,"Powiat m.Włocławek",2013,944975
"434",601000,"Powiat bialski",2013,452707
"435",602000,"Powiat biłgorajski",2013,501941
"436",603000,"Powiat chełmski",2013,271897
"437",604000,"Powiat hrubieszowski",2013,391537
"438",605000,"Powiat janowski",2013,256827
"439",606000,"Powiat krasnostawski",2013,419519
"440",607000,"Powiat kraśnicki",2013,658845
"441",608000,"Powiat lubartowski",2013,527817
"442",609000,"Powiat lubelski",2013,582635
"443",610000,"Powiat łęczyński",2013,394447
"444",611000,"Powiat łukowski",2013,549375
"445",612000,"Powiat opolski",2013,316251
"446",613000,"Powiat parczewski",2013,274026
"447",614000,"Powiat puławski",2013,795163
"448",615000,"Powiat radzyński",2013,302805
"449",616000,"Powiat rycki",2013,403893
"450",617000,"Powiat świdnicki",2013,478314
"451",618000,"Powiat tomaszowski",2013,497733
"452",619000,"Powiat włodawski",2013,272753
"453",620000,"Powiat zamojski",2013,392046
"454",661000,"Powiat m.Biała Podlaska",2013,527362
"455",662000,"Powiat m.Chełm",2013,655940
"456",663000,"Powiat m.Lublin",2013,4212202
"457",664000,"Powiat m.Zamość",2013,940193
"458",801000,"Powiat gorzowski",2013,258326
"459",802000,"Powiat krośnieński",2013,322121
"460",803000,"Powiat międzyrzecki",2013,345770
"461",804000,"Powiat nowosolski",2013,544415
"462",805000,"Powiat słubicki",2013,199572
"463",806000,"Powiat strzelecko-drezdenecki",2013,253027
"464",807000,"Powiat sulęciński",2013,221035
"465",808000,"Powiat świebodziński",2013,352625
"466",809000,"Powiat zielonogórski",2013,375775
"467",810000,"Powiat żagański",2013,444313
"468",811000,"Powiat żarski",2013,583347
"469",812000,"Powiat wschowski",2013,198392
"470",861000,"Powiat m.Gorzów Wielkopolski",2013,1130070
"471",862000,"Powiat m.Zielona Góra",2013,1374335
"472",1001000,"Powiat bełchatowski",2013,809082
"473",1002000,"Powiat kutnowski",2013,660525
"474",1003000,"Powiat łaski",2013,300956
"475",1004000,"Powiat łęczycki",2013,332120
"476",1005000,"Powiat łowicki",2013,430356
"477",1006000,"Powiat łódzki wschodni",2013,383695
"478",1007000,"Powiat opoczyński",2013,432484
"479",1008000,"Powiat pabianicki",2013,820815
"480",1009000,"Powiat pajęczański",2013,277851
"481",1010000,"Powiat piotrkowski",2013,387250
"482",1011000,"Powiat poddębicki",2013,295026
"483",1012000,"Powiat radomszczański",2013,854179
"484",1013000,"Powiat rawski",2013,339384
"485",1014000,"Powiat sieradzki",2013,904953
"486",1015000,"Powiat skierniewicki",2013,117867
"487",1016000,"Powiat tomaszowski",2013,779808
"488",1017000,"Powiat wieluński",2013,426247
"489",1018000,"Powiat wieruszowski",2013,220164
"490",1019000,"Powiat zduńskowolski",2013,410723
"491",1020000,"Powiat zgierski",2013,1049417
"492",1021000,"Powiat brzeziński",2013,207792
"493",1061000,"Powiat m.Łódź",2013,6835255
"494",1062000,"Powiat m.Piotrków Trybunalski",2013,731077
"495",1063000,"Powiat m.Skierniewice",2013,516394
"496",1201000,"Powiat bocheński",2013,673652
"497",1202000,"Powiat brzeski",2013,481023
"498",1203000,"Powiat chrzanowski",2013,884885
"499",1204000,"Powiat dąbrowski",2013,265777
"500",1205000,"Powiat gorlicki",2013,660441
"501",1206000,"Powiat krakowski",2013,1286058
"502",1207000,"Powiat limanowski",2013,647693
"503",1208000,"Powiat miechowski",2013,340296
"504",1209000,"Powiat myślenicki",2013,686622
"505",1210000,"Powiat nowosądecki",2013,922881
"506",1211000,"Powiat nowotarski",2013,889040
"507",1212000,"Powiat olkuski",2013,774837
"508",1213000,"Powiat oświęcimski",2013,1025789
"509",1214000,"Powiat proszowicki",2013,245799
"510",1215000,"Powiat suski",2013,474396
"511",1216000,"Powiat tarnowski",2013,856152
"512",1217000,"Powiat tatrzański",2013,364690
"513",1218000,"Powiat wadowicki",2013,754609
"514",1219000,"Powiat wielicki",2013,563056
"515",1261000,"Powiat m.Kraków",2013,8214622
"516",1262000,"Powiat m.Nowy Sącz",2013,941607
"517",1263000,"Powiat m.Tarnów",2013,1329276
"518",1401000,"Powiat białobrzeski",2013,167186
"519",1402000,"Powiat ciechanowski",2013,649246
"520",1403000,"Powiat garwoliński",2013,591967
"521",1404000,"Powiat gostyniński",2013,271964
"522",1405000,"Powiat grodziski",2013,542042
"523",1406000,"Powiat grójecki",2013,455053
"524",1407000,"Powiat kozienicki",2013,353727
"525",1408000,"Powiat legionowski",2013,740416
"526",1409000,"Powiat lipski",2013,194918
"527",1410000,"Powiat łosicki",2013,250088
"528",1411000,"Powiat makowski",2013,268715
"529",1412000,"Powiat miński",2013,789618
"530",1413000,"Powiat mławski",2013,372147
"531",1414000,"Powiat nowodworski",2013,441973
"532",1415000,"Powiat ostrołęcki",2013,298238
"533",1416000,"Powiat ostrowski",2013,386725
"534",1417000,"Powiat otwocki",2013,715597
"535",1418000,"Powiat piaseczyński",2013,998771
"536",1419000,"Powiat płocki",2013,425237
"537",1420000,"Powiat płoński",2013,487623
"538",1421000,"Powiat pruszkowski",2013,925480
"539",1422000,"Powiat przasnyski",2013,301901
"540",1423000,"Powiat przysuski",2013,192465
"541",1424000,"Powiat pułtuski",2013,314746
"542",1425000,"Powiat radomski",2013,566482
"543",1426000,"Powiat siedlecki",2013,239840
"544",1427000,"Powiat sierpecki",2013,298388
"545",1428000,"Powiat sochaczewski",2013,523541
"546",1429000,"Powiat sokołowski",2013,344654
"547",1430000,"Powiat szydłowiecki",2013,243124
"548",1432000,"Powiat warszawski zachodni",2013,574090
"549",1433000,"Powiat węgrowski",2013,349127
"550",1434000,"Powiat wołomiński",2013,1185477
"551",1435000,"Powiat wyszkowski",2013,420352
"552",1436000,"Powiat zwoleński",2013,177770
"553",1437000,"Powiat żuromiński",2013,185255
"554",1438000,"Powiat żyrardowski",2013,415085
"555",1461000,"Powiat m.Ostrołęka",2013,517464
"556",1462000,"Powiat m.Płock",2013,1077431
"557",1463000,"Powiat m.Radom",2013,1842615
"558",1464000,"Powiat m.Siedlce",2013,977313
"559",1465000,"Powiat m. st. Warszawa",2013,17430206
"560",1601000,"Powiat brzeski",2013,552248
"561",1602000,"Powiat głubczycki",2013,299760
"562",1603000,"Powiat kędzierzyńsko-kozielski",2013,632222
"563",1604000,"Powiat kluczborski",2013,357090
"564",1605000,"Powiat krapkowicki",2013,362362
"565",1606000,"Powiat namysłowski",2013,222651
"566",1607000,"Powiat nyski",2013,856356
"567",1608000,"Powiat oleski",2013,368246
"568",1609000,"Powiat opolski",2013,536275
"569",1610000,"Powiat prudnicki",2013,343988
"570",1611000,"Powiat strzelecki",2013,385687
"571",1661000,"Powiat m.Opole",2013,1321573
"572",1801000,"Powiat bieszczadzki",2013,139530
"573",1802000,"Powiat brzozowski",2013,413302
"574",1803000,"Powiat dębicki",2013,617960
"575",1804000,"Powiat jarosławski",2013,712947
"576",1805000,"Powiat jasielski",2013,671991
