"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_wypadki_drogowe_na_100_tys_ludnosci_osoba"
"3471",462000,"Powiat m.Grudziądz",2011,33.5
"3472",463000,"Powiat m.Toruń",2011,40
"3473",464000,"Powiat m.Włocławek",2011,35.1
"3474",601000,"Powiat bialski",2011,79.7
"3475",602000,"Powiat biłgorajski",2011,82.8
"3476",603000,"Powiat chełmski",2011,63.5
"3477",604000,"Powiat hrubieszowski",2011,61.3
"3478",605000,"Powiat janowski",2011,87.8
"3479",606000,"Powiat krasnostawski",2011,60.7
"3480",607000,"Powiat kraśnicki",2011,121.3
"3481",608000,"Powiat lubartowski",2011,78.5
"3482",609000,"Powiat lubelski",2011,115
"3483",610000,"Powiat łęczyński",2011,55.5
"3484",611000,"Powiat łukowski",2011,109.1
"3485",612000,"Powiat opolski",2011,60.5
"3486",613000,"Powiat parczewski",2011,57.7
"3487",614000,"Powiat puławski",2011,82.8
"3488",615000,"Powiat radzyński",2011,102.6
"3489",616000,"Powiat rycki",2011,121.9
"3490",617000,"Powiat świdnicki",2011,57.2
"3491",618000,"Powiat tomaszowski",2011,131.4
"3492",619000,"Powiat włodawski",2011,74.9
"3493",620000,"Powiat zamojski",2011,78.3
"3494",661000,"Powiat m.Biała Podlaska",2011,67.2
"3495",662000,"Powiat m.Chełm",2011,54.3
"3496",663000,"Powiat m.Lublin",2011,70.2
"3497",664000,"Powiat m.Zamość",2011,69.8
"3498",801000,"Powiat gorzowski",2011,105.8
"3499",802000,"Powiat krośnieński",2011,64.9
"3500",803000,"Powiat międzyrzecki",2011,105.3
"3501",804000,"Powiat nowosolski",2011,74.9
"3502",805000,"Powiat słubicki",2011,122
"3503",806000,"Powiat strzelecko-drezdenecki",2011,65.1
"3504",807000,"Powiat sulęciński",2011,155.7
"3505",808000,"Powiat świebodziński",2011,103.9
"3506",809000,"Powiat zielonogórski",2011,87.7
"3507",810000,"Powiat żagański",2011,73.8
"3508",811000,"Powiat żarski",2011,67.1
"3509",812000,"Powiat wschowski",2011,35.6
"3510",861000,"Powiat m.Gorzów Wielkopolski",2011,81.1
"3511",862000,"Powiat m.Zielona Góra",2011,45.3
"3512",1001000,"Powiat bełchatowski",2011,165.5
"3513",1002000,"Powiat kutnowski",2011,200.8
"3514",1003000,"Powiat łaski",2011,175.1
"3515",1004000,"Powiat łęczycki",2011,116.3
"3516",1005000,"Powiat łowicki",2011,107.3
"3517",1006000,"Powiat łódzki wschodni",2011,104
"3518",1007000,"Powiat opoczyński",2011,118.3
"3519",1008000,"Powiat pabianicki",2011,120.1
"3520",1009000,"Powiat pajęczański",2011,77.4
"3521",1010000,"Powiat piotrkowski",2011,150.9
"3522",1011000,"Powiat poddębicki",2011,135.2
"3523",1012000,"Powiat radomszczański",2011,231.6
"3524",1013000,"Powiat rawski",2011,188.7
"3525",1014000,"Powiat sieradzki",2011,67.1
"3526",1015000,"Powiat skierniewicki",2011,133.4
"3527",1016000,"Powiat tomaszowski",2011,171.8
"3528",1017000,"Powiat wieluński",2011,65.2
"3529",1018000,"Powiat wieruszowski",2011,99.1
"3530",1019000,"Powiat zduńskowolski",2011,112.9
"3531",1020000,"Powiat zgierski",2011,140.6
"3532",1021000,"Powiat brzeziński",2011,151.7
"3533",1061000,"Powiat m.Łódź",2011,250.9
"3534",1062000,"Powiat m.Piotrków Trybunalski",2011,117.4
"3535",1063000,"Powiat m.Skierniewice",2011,55.5
"3536",1201000,"Powiat bocheński",2011,92.7
"3537",1202000,"Powiat brzeski",2011,199.4
"3538",1203000,"Powiat chrzanowski",2011,103.2
"3539",1204000,"Powiat dąbrowski",2011,114.3
"3540",1205000,"Powiat gorlicki",2011,74.2
"3541",1206000,"Powiat krakowski",2011,136.3
"3542",1207000,"Powiat limanowski",2011,100
"3543",1208000,"Powiat miechowski",2011,107.1
"3544",1209000,"Powiat myślenicki",2011,209
"3545",1210000,"Powiat nowosądecki",2011,147.1
"3546",1211000,"Powiat nowotarski",2011,139.7
"3547",1212000,"Powiat olkuski",2011,106.3
"3548",1213000,"Powiat oświęcimski",2011,84.5
"3549",1214000,"Powiat proszowicki",2011,154.6
"3550",1215000,"Powiat suski",2011,94.2
"3551",1216000,"Powiat tarnowski",2011,83.3
"3552",1217000,"Powiat tatrzański",2011,185.2
"3553",1218000,"Powiat wadowicki",2011,79
"3554",1219000,"Powiat wielicki",2011,131.1
"3555",1261000,"Powiat m.Kraków",2011,162.1
"3556",1262000,"Powiat m.Nowy Sącz",2011,190.9
"3557",1263000,"Powiat m.Tarnów",2011,80.8
"3558",1401000,"Powiat białobrzeski",2011,144.6
"3559",1402000,"Powiat ciechanowski",2011,76.5
"3560",1403000,"Powiat garwoliński",2011,119.8
"3561",1404000,"Powiat gostyniński",2011,68.1
"3562",1405000,"Powiat grodziski",2011,100.1
"3563",1406000,"Powiat grójecki",2011,133.9
"3564",1407000,"Powiat kozienicki",2011,142.3
"3565",1408000,"Powiat legionowski",2011,101.4
"3566",1409000,"Powiat lipski",2011,71.6
"3567",1410000,"Powiat łosicki",2011,85.9
"3568",1411000,"Powiat makowski",2011,131.6
"3569",1412000,"Powiat miński",2011,167.4
"3570",1413000,"Powiat mławski",2011,131
"3571",1414000,"Powiat nowodworski",2011,122
"3572",1415000,"Powiat ostrołęcki",2011,138.3
"3573",1416000,"Powiat ostrowski",2011,128.4
"3574",1417000,"Powiat otwocki",2011,139.9
"3575",1418000,"Powiat piaseczyński",2011,76.6
"3576",1419000,"Powiat płocki",2011,160.6
"3577",1420000,"Powiat płoński",2011,115.4
"3578",1421000,"Powiat pruszkowski",2011,71.8
"3579",1422000,"Powiat przasnyski",2011,171.9
"3580",1423000,"Powiat przysuski",2011,135.3
"3581",1424000,"Powiat pułtuski",2011,79.9
"3582",1425000,"Powiat radomski",2011,153.6
"3583",1426000,"Powiat siedlecki",2011,75.8
"3584",1427000,"Powiat sierpecki",2011,161.6
"3585",1428000,"Powiat sochaczewski",2011,116.3
"3586",1429000,"Powiat sokołowski",2011,86.3
"3587",1430000,"Powiat szydłowiecki",2011,88.3
"3588",1432000,"Powiat warszawski zachodni",2011,107
"3589",1433000,"Powiat węgrowski",2011,120.3
"3590",1434000,"Powiat wołomiński",2011,75.3
"3591",1435000,"Powiat wyszkowski",2011,165.6
"3592",1436000,"Powiat zwoleński",2011,139.5
"3593",1437000,"Powiat żuromiński",2011,66.6
"3594",1438000,"Powiat żyrardowski",2011,82.4
"3595",1461000,"Powiat m.Ostrołęka",2011,80.3
"3596",1462000,"Powiat m.Płock",2011,151
"3597",1463000,"Powiat m.Radom",2011,127.1
"3598",1464000,"Powiat m.Siedlce",2011,44.5
"3599",1465000,"Powiat m. st. Warszawa",2011,61.2
"3600",1601000,"Powiat brzeski",2011,67.1
"3601",1602000,"Powiat głubczycki",2011,60
"3602",1603000,"Powiat kędzierzyńsko-kozielski",2011,31.4
"3603",1604000,"Powiat kluczborski",2011,63.2
"3604",1605000,"Powiat krapkowicki",2011,44
"3605",1606000,"Powiat namysłowski",2011,76.5
"3606",1607000,"Powiat nyski",2011,76.5
"3607",1608000,"Powiat oleski",2011,54.4
"3608",1609000,"Powiat opolski",2011,154
"3609",1610000,"Powiat prudnicki",2011,58.8
"3610",1611000,"Powiat strzelecki",2011,63.7
"3611",1661000,"Powiat m.Opole",2011,143.6
"3612",1801000,"Powiat bieszczadzki",2011,84.7
"3613",1802000,"Powiat brzozowski",2011,67.6
"3614",1803000,"Powiat dębicki",2011,142.3
"3615",1804000,"Powiat jarosławski",2011,75.8
"3616",1805000,"Powiat jasielski",2011,51.8
"3617",1806000,"Powiat kolbuszowski",2011,97.1
"3618",1807000,"Powiat krośnieński",2011,54.6
"3619",1808000,"Powiat leżajski",2011,28.5
"3620",1809000,"Powiat lubaczowski",2011,38.1
"3621",1810000,"Powiat łańcucki",2011,81.8
"3622",1811000,"Powiat mielecki",2011,46.3
"3623",1812000,"Powiat niżański",2011,121
"3624",1813000,"Powiat przemyski",2011,42.1
"3625",1814000,"Powiat przeworski",2011,148.6
"3626",1815000,"Powiat ropczycko-sędziszowski",2011,131.4
"3627",1816000,"Powiat rzeszowski",2011,177.7
"3628",1817000,"Powiat sanocki",2011,58.2
"3629",1818000,"Powiat stalowowolski",2011,75.7
"3630",1819000,"Powiat strzyżowski",2011,112.3
"3631",1820000,"Powiat tarnobrzeski",2011,86.6
"3632",1821000,"Powiat leski",2011,85.4
"3633",1861000,"Powiat m.Krosno",2011,80.1
"3634",1862000,"Powiat m.Przemyśl",2011,30.8
"3635",1863000,"Powiat m.Rzeszów",2011,237.7
"3636",1864000,"Powiat m.Tarnobrzeg",2011,57.4
"3637",2001000,"Powiat augustowski",2011,76.6
"3638",2002000,"Powiat białostocki",2011,81.8
"3639",2003000,"Powiat bielski",2011,92
"3640",2004000,"Powiat grajewski",2011,52.4
"3641",2005000,"Powiat hajnowski",2011,51.3
"3642",2006000,"Powiat kolneński",2011,64.9
"3643",2007000,"Powiat łomżyński",2011,116.9
"3644",2008000,"Powiat moniecki",2011,51.3
"3645",2009000,"Powiat sejneński",2011,42.6
"3646",2010000,"Powiat siemiatycki",2011,81.2
"3647",2011000,"Powiat sokólski",2011,84.7
"3648",2012000,"Powiat suwalski",2011,102.2
"3649",2013000,"Powiat wysokomazowiecki",2011,73.8
"3650",2014000,"Powiat zambrowski",2011,73.2
"3651",2061000,"Powiat m.Białystok",2011,51
"3652",2062000,"Powiat m.Łomża",2011,60.2
"3653",2063000,"Powiat m.Suwałki",2011,44.8
"3654",2201000,"Powiat bytowski",2011,140.7
"3655",2202000,"Powiat chojnicki",2011,103.4
"3656",2203000,"Powiat człuchowski",2011,88.6
"3657",2204000,"Powiat gdański",2011,230.8
"3658",2205000,"Powiat kartuski",2011,201
"3659",2206000,"Powiat kościerski",2011,204.1
"3660",2207000,"Powiat kwidzyński",2011,74.1
"3661",2208000,"Powiat lęborski",2011,89.1
"3662",2209000,"Powiat malborski",2011,120.3
"3663",2210000,"Powiat nowodworski",2011,106.8
"3664",2211000,"Powiat pucki",2011,128.2
"3665",2212000,"Powiat słupski",2011,104.4
"3666",2213000,"Powiat starogardzki",2011,151.5
"3667",2214000,"Powiat tczewski",2011,137.5
"3668",2215000,"Powiat wejherowski",2011,98.8
"3669",2216000,"Powiat sztumski",2011,86.5
"3670",2261000,"Powiat m.Gdańsk",2011,136
"3671",2262000,"Powiat m.Gdynia",2011,89.1
"3672",2263000,"Powiat m.Słupsk",2011,116.9
"3673",2264000,"Powiat m.Sopot",2011,137
"3674",2401000,"Powiat będziński",2011,65.7
"3675",2402000,"Powiat bielski",2011,88.2
"3676",2403000,"Powiat cieszyński",2011,86.2
"3677",2404000,"Powiat częstochowski",2011,176.3
"3678",2405000,"Powiat gliwicki",2011,113
"3679",2406000,"Powiat kłobucki",2011,92.1
"3680",2407000,"Powiat lubliniecki",2011,103.6
"3681",2408000,"Powiat mikołowski",2011,58.3
"3682",2409000,"Powiat myszkowski",2011,187.3
"3683",2410000,"Powiat pszczyński",2011,139.9
"3684",2411000,"Powiat raciborski",2011,86.3
"3685",2412000,"Powiat rybnicki",2011,65.6
"3686",2413000,"Powiat tarnogórski",2011,154
"3687",2414000,"Powiat bieruńsko-lędziński",2011,155.4
"3688",2415000,"Powiat wodzisławski",2011,91.6
"3689",2416000,"Powiat zawierciański",2011,159.4
"3690",2417000,"Powiat żywiecki",2011,154.8
"3691",2461000,"Powiat m.Bielsko-Biała",2011,72.2
"3692",2462000,"Powiat m.Bytom",2011,82.6
"3693",2463000,"Powiat m.Chorzów",2011,38.5
"3694",2464000,"Powiat m.Częstochowa",2011,192.3
"3695",2465000,"Powiat m.Dąbrowa Górnicza",2011,124.8
"3696",2466000,"Powiat m.Gliwice",2011,136.6
"3697",2467000,"Powiat m.Jastrzębie-Zdrój",2011,110.4
"3698",2468000,"Powiat m.Jaworzno",2011,103.5
"3699",2469000,"Powiat m.Katowice",2011,98.9
"3700",2470000,"Powiat m.Mysłowice",2011,63.7
"3701",2471000,"Powiat m.Piekary Śląskie",2011,112.3
"3702",2472000,"Powiat m.Ruda Śląska",2011,114.5
"3703",2473000,"Powiat m.Rybnik",2011,61
"3704",2474000,"Powiat m.Siemianowice Śląskie",2011,67
"3705",2475000,"Powiat m.Sosnowiec",2011,91.6
"3706",2476000,"Powiat m.Świętochłowice",2011,56.5
"3707",2477000,"Powiat m.Tychy",2011,126
"3708",2478000,"Powiat m.Zabrze",2011,128.3
"3709",2479000,"Powiat m.Żory",2011,51.5
"3710",2601000,"Powiat buski",2011,79.3
"3711",2602000,"Powiat jędrzejowski",2011,74.4
"3712",2603000,"Powiat kazimierski",2011,84.1
"3713",2604000,"Powiat kielecki",2011,225
"3714",2605000,"Powiat konecki",2011,86.4
"3715",2606000,"Powiat opatowski",2011,106.1
"3716",2607000,"Powiat ostrowiecki",2011,36.2
"3717",2608000,"Powiat pińczowski",2011,121.2
"3718",2609000,"Powiat sandomierski",2011,111
"3719",2610000,"Powiat skarżyski",2011,70.6
"3720",2611000,"Powiat starachowicki",2011,78.4
"3721",2612000,"Powiat staszowski",2011,88.9
"3722",2613000,"Powiat włoszczowski",2011,132.4
"3723",2661000,"Powiat m.Kielce",2011,163.2
"3724",2801000,"Powiat bartoszycki",2011,78.4
"3725",2802000,"Powiat braniewski",2011,101.1
"3726",2803000,"Powiat działdowski",2011,86.8
"3727",2804000,"Powiat elbląski",2011,205.5
"3728",2805000,"Powiat ełcki",2011,113.9
"3729",2806000,"Powiat giżycki",2011,109
"3730",2807000,"Powiat iławski",2011,158.1
"3731",2808000,"Powiat kętrzyński",2011,72.1
"3732",2809000,"Powiat lidzbarski",2011,162.2
"3733",2810000,"Powiat mrągowski",2011,173.1
"3734",2811000,"Powiat nidzicki",2011,81.5
"3735",2812000,"Powiat nowomiejski",2011,88.1
"3736",2813000,"Powiat olecki",2011,116.9
"3737",2814000,"Powiat olsztyński",2011,147.9
"3738",2815000,"Powiat ostródzki",2011,88.4
"3739",2816000,"Powiat piski",2011,63.3
"3740",2817000,"Powiat szczycieński",2011,142.8
"3741",2818000,"Powiat gołdapski",2011,79.8
"3742",2819000,"Powiat węgorzewski",2011,113.4
"3743",2861000,"Powiat m.Elbląg",2011,96.4
"3744",2862000,"Powiat m.Olsztyn",2011,101
"3745",3001000,"Powiat chodzieski",2011,89.9
"3746",3002000,"Powiat czarnkowsko-trzcianecki",2011,62.3
"3747",3003000,"Powiat gnieźnieński",2011,45.8
"3748",3004000,"Powiat gostyński",2011,39.3
"3749",3005000,"Powiat grodziski",2011,53.5
"3750",3006000,"Powiat jarociński",2011,58.8
"3751",3007000,"Powiat kaliski",2011,69.4
"3752",3008000,"Powiat kępiński",2011,70.8
"3753",3009000,"Powiat kolski",2011,87.1
"3754",3010000,"Powiat koniński",2011,141.1
"3755",3011000,"Powiat kościański",2011,168.6
"3756",3012000,"Powiat krotoszyński",2011,24.4
"3757",3013000,"Powiat leszczyński",2011,157.4
"3758",3014000,"Powiat międzychodzki",2011,48.5
"3759",3015000,"Powiat nowotomyski",2011,100.6
"3760",3016000,"Powiat obornicki",2011,73.5
"3761",3017000,"Powiat ostrowski",2011,87.1
"3762",3018000,"Powiat ostrzeszowski",2011,113.6
"3763",3019000,"Powiat pilski",2011,88.1
"3764",3020000,"Powiat pleszewski",2011,147.1
"3765",3021000,"Powiat poznański",2011,92.8
"3766",3022000,"Powiat rawicki",2011,142.3
"3767",3023000,"Powiat słupecki",2011,87
"3768",3024000,"Powiat szamotulski",2011,84.5
"3769",3025000,"Powiat średzki",2011,165.1
"3770",3026000,"Powiat śremski",2011,36.4
"3771",3027000,"Powiat turecki",2011,81.5
"3772",3028000,"Powiat wągrowiecki",2011,60.4
"3773",3029000,"Powiat wolsztyński",2011,67.3
"3774",3030000,"Powiat wrzesiński",2011,72.2
"3775",3031000,"Powiat złotowski",2011,69.7
"3776",3061000,"Powiat m.Kalisz",2011,50.3
"3777",3062000,"Powiat m.Konin",2011,107.1
"3778",3063000,"Powiat m.Leszno",2011,128.4
"3779",3064000,"Powiat m.Poznań",2011,86.6
"3780",3201000,"Powiat białogardzki",2011,34.4
"3781",3202000,"Powiat choszczeński",2011,87.1
"3782",3203000,"Powiat drawski",2011,67.9
"3783",3204000,"Powiat goleniowski",2011,58.7
"3784",3205000,"Powiat gryficki",2011,67.8
"3785",3206000,"Powiat gryfiński",2011,70
"3786",3207000,"Powiat kamieński",2011,86.7
"3787",3208000,"Powiat kołobrzeski",2011,127.2
"3788",3209000,"Powiat koszaliński",2011,67.2
"3789",3210000,"Powiat myśliborski",2011,83.7
"3790",3211000,"Powiat policki",2011,51.6
"3791",3212000,"Powiat pyrzycki",2011,58.8
"3792",3213000,"Powiat sławieński",2011,80.8
"3793",3214000,"Powiat stargardzki",2011,44.7
"3794",3215000,"Powiat szczecinecki",2011,61.6
"3795",3216000,"Powiat świdwiński",2011,64.9
"3796",3217000,"Powiat wałecki",2011,116.3
"3797",3218000,"Powiat łobeski",2011,57.2
"3798",3261000,"Powiat m.Koszalin",2011,43
"3799",3262000,"Powiat m.Szczecin",2011,159.5
"3800",3263000,"Powiat m.Świnoujście",2011,48.2
"3801",201000,"Powiat bolesławiecki",2012,77.4
"3802",202000,"Powiat dzierżoniowski",2012,54
"3803",203000,"Powiat głogowski",2012,70.9
"3804",204000,"Powiat górowski",2012,103.6
"3805",205000,"Powiat jaworski",2012,110.6
"3806",206000,"Powiat jeleniogórski",2012,66.1
"3807",207000,"Powiat kamiennogórski",2012,76.6
"3808",208000,"Powiat kłodzki",2012,87.1
"3809",209000,"Powiat legnicki",2012,100.4
"3810",210000,"Powiat lubański",2012,38.9
"3811",211000,"Powiat lubiński",2012,66.4
"3812",212000,"Powiat lwówecki",2012,58.6
"3813",213000,"Powiat milicki",2012,85.2
"3814",214000,"Powiat oleśnicki",2012,81.3
"3815",215000,"Powiat oławski",2012,78.4
"3816",216000,"Powiat polkowicki",2012,60.2
"3817",217000,"Powiat strzeliński",2012,114.3
"3818",218000,"Powiat średzki",2012,96.2
"3819",219000,"Powiat świdnicki",2012,121
"3820",220000,"Powiat trzebnicki",2012,86.3
"3821",221000,"Powiat wałbrzyski",2012,132.7
"3822",222000,"Powiat wołowski",2012,87.9
"3823",223000,"Powiat wrocławski",2012,198.3
"3824",224000,"Powiat ząbkowicki",2012,141.4
"3825",225000,"Powiat zgorzelecki",2012,59.6
"3826",226000,"Powiat złotoryjski",2012,57.1
"3827",261000,"Powiat m.Jelenia Góra",2012,56.6
"3828",262000,"Powiat m.Legnica",2012,84.7
"3829",264000,"Powiat m.Wrocław",2012,176.9
"3830",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"3831",401000,"Powiat aleksandrowski",2012,69.5
"3832",402000,"Powiat brodnicki",2012,63
"3833",403000,"Powiat bydgoski",2012,101.3
"3834",404000,"Powiat chełmiński",2012,66.3
"3835",405000,"Powiat golubsko-dobrzyński",2012,61.7
"3836",406000,"Powiat grudziądzki",2012,82.1
"3837",407000,"Powiat inowrocławski",2012,59.5
"3838",408000,"Powiat lipnowski",2012,59.3
"3839",409000,"Powiat mogileński",2012,115.1
"3840",410000,"Powiat nakielski",2012,58.6
"3841",411000,"Powiat radziejowski",2012,28.5
"3842",412000,"Powiat rypiński",2012,49
"3843",413000,"Powiat sępoleński",2012,52.8
"3844",414000,"Powiat świecki",2012,54
"3845",415000,"Powiat toruński",2012,91.7
"3846",416000,"Powiat tucholski",2012,51.8
"3847",417000,"Powiat wąbrzeski",2012,56.7
"3848",418000,"Powiat włocławski",2012,72.2
"3849",419000,"Powiat żniński",2012,59.2
"3850",461000,"Powiat m.Bydgoszcz",2012,72.9
"3851",462000,"Powiat m.Grudziądz",2012,30.5
"3852",463000,"Powiat m.Toruń",2012,35.1
"3853",464000,"Powiat m.Włocławek",2012,55.2
"3854",601000,"Powiat bialski",2012,86.9
"3855",602000,"Powiat biłgorajski",2012,56
"3856",603000,"Powiat chełmski",2012,85
"3857",604000,"Powiat hrubieszowski",2012,57.5
"3858",605000,"Powiat janowski",2012,71.4
"3859",606000,"Powiat krasnostawski",2012,52.1
"3860",607000,"Powiat kraśnicki",2012,94.6
"3861",608000,"Powiat lubartowski",2012,71.9
"3862",609000,"Powiat lubelski",2012,90.6
"3863",610000,"Powiat łęczyński",2012,81.5
"3864",611000,"Powiat łukowski",2012,86.6
"3865",612000,"Powiat opolski",2012,41.7
"3866",613000,"Powiat parczewski",2012,74.5
"3867",614000,"Powiat puławski",2012,77.1
"3868",615000,"Powiat radzyński",2012,99.8
"3869",616000,"Powiat rycki",2012,121.1
"3870",617000,"Powiat świdnicki",2012,42.3
"3871",618000,"Powiat tomaszowski",2012,102.6
"3872",619000,"Powiat włodawski",2012,77.8
"3873",620000,"Powiat zamojski",2012,67.6
"3874",661000,"Powiat m.Biała Podlaska",2012,62.1
"3875",662000,"Powiat m.Chełm",2012,42.4
"3876",663000,"Powiat m.Lublin",2012,73.5
"3877",664000,"Powiat m.Zamość",2012,54.8
"3878",801000,"Powiat gorzowski",2012,86.1
"3879",802000,"Powiat krośnieński",2012,70.4
"3880",803000,"Powiat międzyrzecki",2012,110.6
"3881",804000,"Powiat nowosolski",2012,60.2
"3882",805000,"Powiat słubicki",2012,107.3
"3883",806000,"Powiat strzelecko-drezdenecki",2012,86.8
"3884",807000,"Powiat sulęciński",2012,136.6
"3885",808000,"Powiat świebodziński",2012,100.4
"3886",809000,"Powiat zielonogórski",2012,81.9
"3887",810000,"Powiat żagański",2012,63.2
"3888",811000,"Powiat żarski",2012,59.2
"3889",812000,"Powiat wschowski",2012,35.5
"3890",861000,"Powiat m.Gorzów Wielkopolski",2012,81.9
"3891",862000,"Powiat m.Zielona Góra",2012,67.1
"3892",1001000,"Powiat bełchatowski",2012,149.5
"3893",1002000,"Powiat kutnowski",2012,181.5
"3894",1003000,"Powiat łaski",2012,138.1
"3895",1004000,"Powiat łęczycki",2012,124.7
"3896",1005000,"Powiat łowicki",2012,85.4
"3897",1006000,"Powiat łódzki wschodni",2012,124.6
"3898",1007000,"Powiat opoczyński",2012,112.3
"3899",1008000,"Powiat pabianicki",2012,104.2
"3900",1009000,"Powiat pajęczański",2012,85.3
"3901",1010000,"Powiat piotrkowski",2012,118.1
"3902",1011000,"Powiat poddębicki",2012,200.2
"3903",1012000,"Powiat radomszczański",2012,187.1
"3904",1013000,"Powiat rawski",2012,165.1
"3905",1014000,"Powiat sieradzki",2012,70.6
"3906",1015000,"Powiat skierniewicki",2012,151.6
"3907",1016000,"Powiat tomaszowski",2012,128.5
"3908",1017000,"Powiat wieluński",2012,64.1
"3909",1018000,"Powiat wieruszowski",2012,99.2
"3910",1019000,"Powiat zduńskowolski",2012,105.7
"3911",1020000,"Powiat zgierski",2012,138.5
"3912",1021000,"Powiat brzeziński",2012,161.4
"3913",1061000,"Powiat m.Łódź",2012,231
"3914",1062000,"Powiat m.Piotrków Trybunalski",2012,110
"3915",1063000,"Powiat m.Skierniewice",2012,39
"3916",1201000,"Powiat bocheński",2012,105.7
"3917",1202000,"Powiat brzeski",2012,191.4
"3918",1203000,"Powiat chrzanowski",2012,91.6
"3919",1204000,"Powiat dąbrowski",2012,132.9
"3920",1205000,"Powiat gorlicki",2012,52.2
"3921",1206000,"Powiat krakowski",2012,114
"3922",1207000,"Powiat limanowski",2012,53.2
"3923",1208000,"Powiat miechowski",2012,111.6
"3924",1209000,"Powiat myślenicki",2012,177.3
"3925",1210000,"Powiat nowosądecki",2012,111.8
"3926",1211000,"Powiat nowotarski",2012,120.6
"3927",1212000,"Powiat olkuski",2012,84.7
"3928",1213000,"Powiat oświęcimski",2012,78.7
"3929",1214000,"Powiat proszowicki",2012,141
"3930",1215000,"Powiat suski",2012,54.7
"3931",1216000,"Powiat tarnowski",2012,71
"3932",1217000,"Powiat tatrzański",2012,174.4
"3933",1218000,"Powiat wadowicki",2012,87.1
"3934",1219000,"Powiat wielicki",2012,108.6
"3935",1261000,"Powiat m.Kraków",2012,154.1
"3936",1262000,"Powiat m.Nowy Sącz",2012,186.4
"3937",1263000,"Powiat m.Tarnów",2012,72.4
"3938",1401000,"Powiat białobrzeski",2012,124.3
"3939",1402000,"Powiat ciechanowski",2012,64.6
"3940",1403000,"Powiat garwoliński",2012,93.1
"3941",1404000,"Powiat gostyniński",2012,81.3
"3942",1405000,"Powiat grodziski",2012,93.2
"3943",1406000,"Powiat grójecki",2012,123.8
"3944",1407000,"Powiat kozienicki",2012,141.1
"3945",1408000,"Powiat legionowski",2012,81.4
"3946",1409000,"Powiat lipski",2012,110.8
"3947",1410000,"Powiat łosicki",2012,83.3
"3948",1411000,"Powiat makowski",2012,96
"3949",1412000,"Powiat miński",2012,130.6
"3950",1413000,"Powiat mławski",2012,110
"3951",1414000,"Powiat nowodworski",2012,120.2
"3952",1415000,"Powiat ostrołęcki",2012,128.8
"3953",1416000,"Powiat ostrowski",2012,119.6
"3954",1417000,"Powiat otwocki",2012,134
"3955",1418000,"Powiat piaseczyński",2012,66.3
"3956",1419000,"Powiat płocki",2012,159.1
"3957",1420000,"Powiat płoński",2012,120.1
"3958",1421000,"Powiat pruszkowski",2012,68.5
"3959",1422000,"Powiat przasnyski",2012,135.5
"3960",1423000,"Powiat przysuski",2012,101.5
"3961",1424000,"Powiat pułtuski",2012,77.9
"3962",1425000,"Powiat radomski",2012,101.1
"3963",1426000,"Powiat siedlecki",2012,79.4
"3964",1427000,"Powiat sierpecki",2012,203.2
"3965",1428000,"Powiat sochaczewski",2012,83.4
"3966",1429000,"Powiat sokołowski",2012,85
"3967",1430000,"Powiat szydłowiecki",2012,71.2
"3968",1432000,"Powiat warszawski zachodni",2012,86.3
"3969",1433000,"Powiat węgrowski",2012,85.4
"3970",1434000,"Powiat wołomiński",2012,58.9
"3971",1435000,"Powiat wyszkowski",2012,155.9
"3972",1436000,"Powiat zwoleński",2012,89
"3973",1437000,"Powiat żuromiński",2012,49.6
"3974",1438000,"Powiat żyrardowski",2012,104.4
"3975",1461000,"Powiat m.Ostrołęka",2012,80.6
"3976",1462000,"Powiat m.Płock",2012,124.1
"3977",1463000,"Powiat m.Radom",2012,72.7
"3978",1464000,"Powiat m.Siedlce",2012,41.8
"3979",1465000,"Powiat m. st. Warszawa",2012,56.6
"3980",1601000,"Powiat brzeski",2012,56.3
"3981",1602000,"Powiat głubczycki",2012,58.3
"3982",1603000,"Powiat kędzierzyńsko-kozielski",2012,35.7
"3983",1604000,"Powiat kluczborski",2012,50.2
"3984",1605000,"Powiat krapkowicki",2012,42.7
"3985",1606000,"Powiat namysłowski",2012,76.6
"3986",1607000,"Powiat nyski",2012,65.5
"3987",1608000,"Powiat oleski",2012,60.6
"3988",1609000,"Powiat opolski",2012,147
"3989",1610000,"Powiat prudnicki",2012,48.8
"3990",1611000,"Powiat strzelecki",2012,60
"3991",1661000,"Powiat m.Opole",2012,150.7
"3992",1801000,"Powiat bieszczadzki",2012,80.4
"3993",1802000,"Powiat brzozowski",2012,66.2
"3994",1803000,"Powiat dębicki",2012,122.9
"3995",1804000,"Powiat jarosławski",2012,42.4
"3996",1805000,"Powiat jasielski",2012,58.8
"3997",1806000,"Powiat kolbuszowski",2012,68.5
"3998",1807000,"Powiat krośnieński",2012,50.1
"3999",1808000,"Powiat leżajski",2012,25.6
"4000",1809000,"Powiat lubaczowski",2012,20.9
"4001",1810000,"Powiat łańcucki",2012,77.8
"4002",1811000,"Powiat mielecki",2012,52.1
"4003",1812000,"Powiat niżański",2012,110.9
"4004",1813000,"Powiat przemyski",2012,23
"4005",1814000,"Powiat przeworski",2012,134.8
"4006",1815000,"Powiat ropczycko-sędziszowski",2012,103.7
"4007",1816000,"Powiat rzeszowski",2012,141.3
