"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_wypadki_drogowe_na_100_tys_ludnosci_osoba"
"1677",1420000,"Powiat płoński",2006,NA
"1678",1421000,"Powiat pruszkowski",2006,NA
"1679",1422000,"Powiat przasnyski",2006,NA
"1680",1423000,"Powiat przysuski",2006,NA
"1681",1424000,"Powiat pułtuski",2006,NA
"1682",1425000,"Powiat radomski",2006,NA
"1683",1426000,"Powiat siedlecki",2006,NA
"1684",1427000,"Powiat sierpecki",2006,NA
"1685",1428000,"Powiat sochaczewski",2006,NA
"1686",1429000,"Powiat sokołowski",2006,NA
"1687",1430000,"Powiat szydłowiecki",2006,NA
"1688",1432000,"Powiat warszawski zachodni",2006,NA
"1689",1433000,"Powiat węgrowski",2006,NA
"1690",1434000,"Powiat wołomiński",2006,NA
"1691",1435000,"Powiat wyszkowski",2006,NA
"1692",1436000,"Powiat zwoleński",2006,NA
"1693",1437000,"Powiat żuromiński",2006,NA
"1694",1438000,"Powiat żyrardowski",2006,NA
"1695",1461000,"Powiat m.Ostrołęka",2006,NA
"1696",1462000,"Powiat m.Płock",2006,NA
"1697",1463000,"Powiat m.Radom",2006,NA
"1698",1464000,"Powiat m.Siedlce",2006,NA
"1699",1465000,"Powiat m. st. Warszawa",2006,NA
"1700",1601000,"Powiat brzeski",2006,NA
"1701",1602000,"Powiat głubczycki",2006,NA
"1702",1603000,"Powiat kędzierzyńsko-kozielski",2006,NA
"1703",1604000,"Powiat kluczborski",2006,NA
"1704",1605000,"Powiat krapkowicki",2006,NA
"1705",1606000,"Powiat namysłowski",2006,NA
"1706",1607000,"Powiat nyski",2006,NA
"1707",1608000,"Powiat oleski",2006,NA
"1708",1609000,"Powiat opolski",2006,NA
"1709",1610000,"Powiat prudnicki",2006,NA
"1710",1611000,"Powiat strzelecki",2006,NA
"1711",1661000,"Powiat m.Opole",2006,NA
"1712",1801000,"Powiat bieszczadzki",2006,NA
"1713",1802000,"Powiat brzozowski",2006,NA
"1714",1803000,"Powiat dębicki",2006,NA
"1715",1804000,"Powiat jarosławski",2006,NA
"1716",1805000,"Powiat jasielski",2006,NA
"1717",1806000,"Powiat kolbuszowski",2006,NA
"1718",1807000,"Powiat krośnieński",2006,NA
"1719",1808000,"Powiat leżajski",2006,NA
"1720",1809000,"Powiat lubaczowski",2006,NA
"1721",1810000,"Powiat łańcucki",2006,NA
"1722",1811000,"Powiat mielecki",2006,NA
"1723",1812000,"Powiat niżański",2006,NA
"1724",1813000,"Powiat przemyski",2006,NA
"1725",1814000,"Powiat przeworski",2006,NA
"1726",1815000,"Powiat ropczycko-sędziszowski",2006,NA
"1727",1816000,"Powiat rzeszowski",2006,NA
"1728",1817000,"Powiat sanocki",2006,NA
"1729",1818000,"Powiat stalowowolski",2006,NA
"1730",1819000,"Powiat strzyżowski",2006,NA
"1731",1820000,"Powiat tarnobrzeski",2006,NA
"1732",1821000,"Powiat leski",2006,NA
"1733",1861000,"Powiat m.Krosno",2006,NA
"1734",1862000,"Powiat m.Przemyśl",2006,NA
"1735",1863000,"Powiat m.Rzeszów",2006,NA
"1736",1864000,"Powiat m.Tarnobrzeg",2006,NA
"1737",2001000,"Powiat augustowski",2006,NA
"1738",2002000,"Powiat białostocki",2006,NA
"1739",2003000,"Powiat bielski",2006,NA
"1740",2004000,"Powiat grajewski",2006,NA
"1741",2005000,"Powiat hajnowski",2006,NA
"1742",2006000,"Powiat kolneński",2006,NA
"1743",2007000,"Powiat łomżyński",2006,NA
"1744",2008000,"Powiat moniecki",2006,NA
"1745",2009000,"Powiat sejneński",2006,NA
"1746",2010000,"Powiat siemiatycki",2006,NA
"1747",2011000,"Powiat sokólski",2006,NA
"1748",2012000,"Powiat suwalski",2006,NA
"1749",2013000,"Powiat wysokomazowiecki",2006,NA
"1750",2014000,"Powiat zambrowski",2006,NA
"1751",2061000,"Powiat m.Białystok",2006,NA
"1752",2062000,"Powiat m.Łomża",2006,NA
"1753",2063000,"Powiat m.Suwałki",2006,NA
"1754",2201000,"Powiat bytowski",2006,NA
"1755",2202000,"Powiat chojnicki",2006,NA
"1756",2203000,"Powiat człuchowski",2006,NA
"1757",2204000,"Powiat gdański",2006,NA
"1758",2205000,"Powiat kartuski",2006,NA
"1759",2206000,"Powiat kościerski",2006,NA
"1760",2207000,"Powiat kwidzyński",2006,NA
"1761",2208000,"Powiat lęborski",2006,NA
"1762",2209000,"Powiat malborski",2006,NA
"1763",2210000,"Powiat nowodworski",2006,NA
"1764",2211000,"Powiat pucki",2006,NA
"1765",2212000,"Powiat słupski",2006,NA
"1766",2213000,"Powiat starogardzki",2006,NA
"1767",2214000,"Powiat tczewski",2006,NA
"1768",2215000,"Powiat wejherowski",2006,NA
"1769",2216000,"Powiat sztumski",2006,NA
"1770",2261000,"Powiat m.Gdańsk",2006,NA
"1771",2262000,"Powiat m.Gdynia",2006,NA
"1772",2263000,"Powiat m.Słupsk",2006,NA
"1773",2264000,"Powiat m.Sopot",2006,NA
"1774",2401000,"Powiat będziński",2006,NA
"1775",2402000,"Powiat bielski",2006,NA
"1776",2403000,"Powiat cieszyński",2006,NA
"1777",2404000,"Powiat częstochowski",2006,NA
"1778",2405000,"Powiat gliwicki",2006,NA
"1779",2406000,"Powiat kłobucki",2006,NA
"1780",2407000,"Powiat lubliniecki",2006,NA
"1781",2408000,"Powiat mikołowski",2006,NA
"1782",2409000,"Powiat myszkowski",2006,NA
"1783",2410000,"Powiat pszczyński",2006,NA
"1784",2411000,"Powiat raciborski",2006,NA
"1785",2412000,"Powiat rybnicki",2006,NA
"1786",2413000,"Powiat tarnogórski",2006,NA
"1787",2414000,"Powiat bieruńsko-lędziński",2006,NA
"1788",2415000,"Powiat wodzisławski",2006,NA
"1789",2416000,"Powiat zawierciański",2006,NA
"1790",2417000,"Powiat żywiecki",2006,NA
"1791",2461000,"Powiat m.Bielsko-Biała",2006,NA
"1792",2462000,"Powiat m.Bytom",2006,NA
"1793",2463000,"Powiat m.Chorzów",2006,NA
"1794",2464000,"Powiat m.Częstochowa",2006,NA
"1795",2465000,"Powiat m.Dąbrowa Górnicza",2006,NA
"1796",2466000,"Powiat m.Gliwice",2006,NA
"1797",2467000,"Powiat m.Jastrzębie-Zdrój",2006,NA
"1798",2468000,"Powiat m.Jaworzno",2006,NA
"1799",2469000,"Powiat m.Katowice",2006,NA
"1800",2470000,"Powiat m.Mysłowice",2006,NA
"1801",2471000,"Powiat m.Piekary Śląskie",2006,NA
"1802",2472000,"Powiat m.Ruda Śląska",2006,NA
"1803",2473000,"Powiat m.Rybnik",2006,NA
"1804",2474000,"Powiat m.Siemianowice Śląskie",2006,NA
"1805",2475000,"Powiat m.Sosnowiec",2006,NA
"1806",2476000,"Powiat m.Świętochłowice",2006,NA
"1807",2477000,"Powiat m.Tychy",2006,NA
"1808",2478000,"Powiat m.Zabrze",2006,NA
"1809",2479000,"Powiat m.Żory",2006,NA
"1810",2601000,"Powiat buski",2006,NA
"1811",2602000,"Powiat jędrzejowski",2006,NA
"1812",2603000,"Powiat kazimierski",2006,NA
"1813",2604000,"Powiat kielecki",2006,NA
"1814",2605000,"Powiat konecki",2006,NA
"1815",2606000,"Powiat opatowski",2006,NA
"1816",2607000,"Powiat ostrowiecki",2006,NA
"1817",2608000,"Powiat pińczowski",2006,NA
"1818",2609000,"Powiat sandomierski",2006,NA
"1819",2610000,"Powiat skarżyski",2006,NA
"1820",2611000,"Powiat starachowicki",2006,NA
"1821",2612000,"Powiat staszowski",2006,NA
"1822",2613000,"Powiat włoszczowski",2006,NA
"1823",2661000,"Powiat m.Kielce",2006,NA
"1824",2801000,"Powiat bartoszycki",2006,NA
"1825",2802000,"Powiat braniewski",2006,NA
"1826",2803000,"Powiat działdowski",2006,NA
"1827",2804000,"Powiat elbląski",2006,NA
"1828",2805000,"Powiat ełcki",2006,NA
"1829",2806000,"Powiat giżycki",2006,NA
"1830",2807000,"Powiat iławski",2006,NA
"1831",2808000,"Powiat kętrzyński",2006,NA
"1832",2809000,"Powiat lidzbarski",2006,NA
"1833",2810000,"Powiat mrągowski",2006,NA
"1834",2811000,"Powiat nidzicki",2006,NA
"1835",2812000,"Powiat nowomiejski",2006,NA
"1836",2813000,"Powiat olecki",2006,NA
"1837",2814000,"Powiat olsztyński",2006,NA
"1838",2815000,"Powiat ostródzki",2006,NA
"1839",2816000,"Powiat piski",2006,NA
"1840",2817000,"Powiat szczycieński",2006,NA
"1841",2818000,"Powiat gołdapski",2006,NA
"1842",2819000,"Powiat węgorzewski",2006,NA
"1843",2861000,"Powiat m.Elbląg",2006,NA
"1844",2862000,"Powiat m.Olsztyn",2006,NA
"1845",3001000,"Powiat chodzieski",2006,NA
"1846",3002000,"Powiat czarnkowsko-trzcianecki",2006,NA
"1847",3003000,"Powiat gnieźnieński",2006,NA
"1848",3004000,"Powiat gostyński",2006,NA
"1849",3005000,"Powiat grodziski",2006,NA
"1850",3006000,"Powiat jarociński",2006,NA
"1851",3007000,"Powiat kaliski",2006,NA
"1852",3008000,"Powiat kępiński",2006,NA
"1853",3009000,"Powiat kolski",2006,NA
"1854",3010000,"Powiat koniński",2006,NA
"1855",3011000,"Powiat kościański",2006,NA
"1856",3012000,"Powiat krotoszyński",2006,NA
"1857",3013000,"Powiat leszczyński",2006,NA
"1858",3014000,"Powiat międzychodzki",2006,NA
"1859",3015000,"Powiat nowotomyski",2006,NA
"1860",3016000,"Powiat obornicki",2006,NA
"1861",3017000,"Powiat ostrowski",2006,NA
"1862",3018000,"Powiat ostrzeszowski",2006,NA
"1863",3019000,"Powiat pilski",2006,NA
"1864",3020000,"Powiat pleszewski",2006,NA
"1865",3021000,"Powiat poznański",2006,NA
"1866",3022000,"Powiat rawicki",2006,NA
"1867",3023000,"Powiat słupecki",2006,NA
"1868",3024000,"Powiat szamotulski",2006,NA
"1869",3025000,"Powiat średzki",2006,NA
"1870",3026000,"Powiat śremski",2006,NA
"1871",3027000,"Powiat turecki",2006,NA
"1872",3028000,"Powiat wągrowiecki",2006,NA
"1873",3029000,"Powiat wolsztyński",2006,NA
"1874",3030000,"Powiat wrzesiński",2006,NA
"1875",3031000,"Powiat złotowski",2006,NA
"1876",3061000,"Powiat m.Kalisz",2006,NA
"1877",3062000,"Powiat m.Konin",2006,NA
"1878",3063000,"Powiat m.Leszno",2006,NA
"1879",3064000,"Powiat m.Poznań",2006,NA
"1880",3201000,"Powiat białogardzki",2006,NA
"1881",3202000,"Powiat choszczeński",2006,NA
"1882",3203000,"Powiat drawski",2006,NA
"1883",3204000,"Powiat goleniowski",2006,NA
"1884",3205000,"Powiat gryficki",2006,NA
"1885",3206000,"Powiat gryfiński",2006,NA
"1886",3207000,"Powiat kamieński",2006,NA
"1887",3208000,"Powiat kołobrzeski",2006,NA
"1888",3209000,"Powiat koszaliński",2006,NA
"1889",3210000,"Powiat myśliborski",2006,NA
"1890",3211000,"Powiat policki",2006,NA
"1891",3212000,"Powiat pyrzycki",2006,NA
"1892",3213000,"Powiat sławieński",2006,NA
"1893",3214000,"Powiat stargardzki",2006,NA
"1894",3215000,"Powiat szczecinecki",2006,NA
"1895",3216000,"Powiat świdwiński",2006,NA
"1896",3217000,"Powiat wałecki",2006,NA
"1897",3218000,"Powiat łobeski",2006,NA
"1898",3261000,"Powiat m.Koszalin",2006,NA
"1899",3262000,"Powiat m.Szczecin",2006,NA
"1900",3263000,"Powiat m.Świnoujście",2006,NA
"1901",201000,"Powiat bolesławiecki",2007,NA
"1902",202000,"Powiat dzierżoniowski",2007,NA
"1903",203000,"Powiat głogowski",2007,NA
"1904",204000,"Powiat górowski",2007,NA
"1905",205000,"Powiat jaworski",2007,NA
"1906",206000,"Powiat jeleniogórski",2007,NA
"1907",207000,"Powiat kamiennogórski",2007,NA
"1908",208000,"Powiat kłodzki",2007,NA
"1909",209000,"Powiat legnicki",2007,NA
"1910",210000,"Powiat lubański",2007,NA
"1911",211000,"Powiat lubiński",2007,NA
"1912",212000,"Powiat lwówecki",2007,NA
"1913",213000,"Powiat milicki",2007,NA
"1914",214000,"Powiat oleśnicki",2007,NA
"1915",215000,"Powiat oławski",2007,NA
"1916",216000,"Powiat polkowicki",2007,NA
"1917",217000,"Powiat strzeliński",2007,NA
"1918",218000,"Powiat średzki",2007,NA
"1919",219000,"Powiat świdnicki",2007,NA
"1920",220000,"Powiat trzebnicki",2007,NA
"1921",221000,"Powiat wałbrzyski",2007,NA
"1922",222000,"Powiat wołowski",2007,NA
"1923",223000,"Powiat wrocławski",2007,NA
"1924",224000,"Powiat ząbkowicki",2007,NA
"1925",225000,"Powiat zgorzelecki",2007,NA
"1926",226000,"Powiat złotoryjski",2007,NA
"1927",261000,"Powiat m.Jelenia Góra",2007,NA
"1928",262000,"Powiat m.Legnica",2007,NA
"1929",264000,"Powiat m.Wrocław",2007,NA
"1930",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"1931",401000,"Powiat aleksandrowski",2007,NA
"1932",402000,"Powiat brodnicki",2007,NA
"1933",403000,"Powiat bydgoski",2007,NA
"1934",404000,"Powiat chełmiński",2007,NA
"1935",405000,"Powiat golubsko-dobrzyński",2007,NA
"1936",406000,"Powiat grudziądzki",2007,NA
"1937",407000,"Powiat inowrocławski",2007,NA
"1938",408000,"Powiat lipnowski",2007,NA
"1939",409000,"Powiat mogileński",2007,NA
"1940",410000,"Powiat nakielski",2007,NA
"1941",411000,"Powiat radziejowski",2007,NA
"1942",412000,"Powiat rypiński",2007,NA
"1943",413000,"Powiat sępoleński",2007,NA
"1944",414000,"Powiat świecki",2007,NA
"1945",415000,"Powiat toruński",2007,NA
"1946",416000,"Powiat tucholski",2007,NA
"1947",417000,"Powiat wąbrzeski",2007,NA
"1948",418000,"Powiat włocławski",2007,NA
"1949",419000,"Powiat żniński",2007,NA
"1950",461000,"Powiat m.Bydgoszcz",2007,NA
"1951",462000,"Powiat m.Grudziądz",2007,NA
"1952",463000,"Powiat m.Toruń",2007,NA
"1953",464000,"Powiat m.Włocławek",2007,NA
"1954",601000,"Powiat bialski",2007,NA
"1955",602000,"Powiat biłgorajski",2007,NA
"1956",603000,"Powiat chełmski",2007,NA
"1957",604000,"Powiat hrubieszowski",2007,NA
"1958",605000,"Powiat janowski",2007,NA
"1959",606000,"Powiat krasnostawski",2007,NA
"1960",607000,"Powiat kraśnicki",2007,NA
"1961",608000,"Powiat lubartowski",2007,NA
"1962",609000,"Powiat lubelski",2007,NA
"1963",610000,"Powiat łęczyński",2007,NA
"1964",611000,"Powiat łukowski",2007,NA
"1965",612000,"Powiat opolski",2007,NA
"1966",613000,"Powiat parczewski",2007,NA
"1967",614000,"Powiat puławski",2007,NA
"1968",615000,"Powiat radzyński",2007,NA
"1969",616000,"Powiat rycki",2007,NA
"1970",617000,"Powiat świdnicki",2007,NA
"1971",618000,"Powiat tomaszowski",2007,NA
"1972",619000,"Powiat włodawski",2007,NA
"1973",620000,"Powiat zamojski",2007,NA
"1974",661000,"Powiat m.Biała Podlaska",2007,NA
"1975",662000,"Powiat m.Chełm",2007,NA
"1976",663000,"Powiat m.Lublin",2007,NA
"1977",664000,"Powiat m.Zamość",2007,NA
"1978",801000,"Powiat gorzowski",2007,NA
"1979",802000,"Powiat krośnieński",2007,NA
"1980",803000,"Powiat międzyrzecki",2007,NA
"1981",804000,"Powiat nowosolski",2007,NA
"1982",805000,"Powiat słubicki",2007,NA
"1983",806000,"Powiat strzelecko-drezdenecki",2007,NA
"1984",807000,"Powiat sulęciński",2007,NA
"1985",808000,"Powiat świebodziński",2007,NA
"1986",809000,"Powiat zielonogórski",2007,NA
"1987",810000,"Powiat żagański",2007,NA
"1988",811000,"Powiat żarski",2007,NA
"1989",812000,"Powiat wschowski",2007,NA
"1990",861000,"Powiat m.Gorzów Wielkopolski",2007,NA
"1991",862000,"Powiat m.Zielona Góra",2007,NA
"1992",1001000,"Powiat bełchatowski",2007,NA
"1993",1002000,"Powiat kutnowski",2007,NA
"1994",1003000,"Powiat łaski",2007,NA
"1995",1004000,"Powiat łęczycki",2007,NA
"1996",1005000,"Powiat łowicki",2007,NA
"1997",1006000,"Powiat łódzki wschodni",2007,NA
"1998",1007000,"Powiat opoczyński",2007,NA
"1999",1008000,"Powiat pabianicki",2007,NA
"2000",1009000,"Powiat pajęczański",2007,NA
"2001",1010000,"Powiat piotrkowski",2007,NA
"2002",1011000,"Powiat poddębicki",2007,NA
"2003",1012000,"Powiat radomszczański",2007,NA
"2004",1013000,"Powiat rawski",2007,NA
"2005",1014000,"Powiat sieradzki",2007,NA
"2006",1015000,"Powiat skierniewicki",2007,NA
"2007",1016000,"Powiat tomaszowski",2007,NA
"2008",1017000,"Powiat wieluński",2007,NA
"2009",1018000,"Powiat wieruszowski",2007,NA
"2010",1019000,"Powiat zduńskowolski",2007,NA
"2011",1020000,"Powiat zgierski",2007,NA
"2012",1021000,"Powiat brzeziński",2007,NA
"2013",1061000,"Powiat m.Łódź",2007,NA
"2014",1062000,"Powiat m.Piotrków Trybunalski",2007,NA
"2015",1063000,"Powiat m.Skierniewice",2007,NA
"2016",1201000,"Powiat bocheński",2007,NA
"2017",1202000,"Powiat brzeski",2007,NA
"2018",1203000,"Powiat chrzanowski",2007,NA
"2019",1204000,"Powiat dąbrowski",2007,NA
"2020",1205000,"Powiat gorlicki",2007,NA
"2021",1206000,"Powiat krakowski",2007,NA
"2022",1207000,"Powiat limanowski",2007,NA
"2023",1208000,"Powiat miechowski",2007,NA
"2024",1209000,"Powiat myślenicki",2007,NA
"2025",1210000,"Powiat nowosądecki",2007,NA
"2026",1211000,"Powiat nowotarski",2007,NA
"2027",1212000,"Powiat olkuski",2007,NA
"2028",1213000,"Powiat oświęcimski",2007,NA
"2029",1214000,"Powiat proszowicki",2007,NA
"2030",1215000,"Powiat suski",2007,NA
"2031",1216000,"Powiat tarnowski",2007,NA
"2032",1217000,"Powiat tatrzański",2007,NA
"2033",1218000,"Powiat wadowicki",2007,NA
"2034",1219000,"Powiat wielicki",2007,NA
"2035",1261000,"Powiat m.Kraków",2007,NA
"2036",1262000,"Powiat m.Nowy Sącz",2007,NA
"2037",1263000,"Powiat m.Tarnów",2007,NA
"2038",1401000,"Powiat białobrzeski",2007,NA
"2039",1402000,"Powiat ciechanowski",2007,NA
"2040",1403000,"Powiat garwoliński",2007,NA
"2041",1404000,"Powiat gostyniński",2007,NA
"2042",1405000,"Powiat grodziski",2007,NA
"2043",1406000,"Powiat grójecki",2007,NA
"2044",1407000,"Powiat kozienicki",2007,NA
"2045",1408000,"Powiat legionowski",2007,NA
"2046",1409000,"Powiat lipski",2007,NA
"2047",1410000,"Powiat łosicki",2007,NA
"2048",1411000,"Powiat makowski",2007,NA
"2049",1412000,"Powiat miński",2007,NA
"2050",1413000,"Powiat mławski",2007,NA
"2051",1414000,"Powiat nowodworski",2007,NA
"2052",1415000,"Powiat ostrołęcki",2007,NA
"2053",1416000,"Powiat ostrowski",2007,NA
"2054",1417000,"Powiat otwocki",2007,NA
"2055",1418000,"Powiat piaseczyński",2007,NA
"2056",1419000,"Powiat płocki",2007,NA
"2057",1420000,"Powiat płoński",2007,NA
"2058",1421000,"Powiat pruszkowski",2007,NA
"2059",1422000,"Powiat przasnyski",2007,NA
"2060",1423000,"Powiat przysuski",2007,NA
"2061",1424000,"Powiat pułtuski",2007,NA
"2062",1425000,"Powiat radomski",2007,NA
"2063",1426000,"Powiat siedlecki",2007,NA
"2064",1427000,"Powiat sierpecki",2007,NA
"2065",1428000,"Powiat sochaczewski",2007,NA
"2066",1429000,"Powiat sokołowski",2007,NA
"2067",1430000,"Powiat szydłowiecki",2007,NA
"2068",1432000,"Powiat warszawski zachodni",2007,NA
"2069",1433000,"Powiat węgrowski",2007,NA
"2070",1434000,"Powiat wołomiński",2007,NA
"2071",1435000,"Powiat wyszkowski",2007,NA
"2072",1436000,"Powiat zwoleński",2007,NA
"2073",1437000,"Powiat żuromiński",2007,NA
"2074",1438000,"Powiat żyrardowski",2007,NA
"2075",1461000,"Powiat m.Ostrołęka",2007,NA
"2076",1462000,"Powiat m.Płock",2007,NA
"2077",1463000,"Powiat m.Radom",2007,NA
"2078",1464000,"Powiat m.Siedlce",2007,NA
"2079",1465000,"Powiat m. st. Warszawa",2007,NA
"2080",1601000,"Powiat brzeski",2007,NA
"2081",1602000,"Powiat głubczycki",2007,NA
"2082",1603000,"Powiat kędzierzyńsko-kozielski",2007,NA
"2083",1604000,"Powiat kluczborski",2007,NA
"2084",1605000,"Powiat krapkowicki",2007,NA
"2085",1606000,"Powiat namysłowski",2007,NA
"2086",1607000,"Powiat nyski",2007,NA
"2087",1608000,"Powiat oleski",2007,NA
"2088",1609000,"Powiat opolski",2007,NA
"2089",1610000,"Powiat prudnicki",2007,NA
"2090",1611000,"Powiat strzelecki",2007,NA
"2091",1661000,"Powiat m.Opole",2007,NA
"2092",1801000,"Powiat bieszczadzki",2007,NA
"2093",1802000,"Powiat brzozowski",2007,NA
"2094",1803000,"Powiat dębicki",2007,NA
"2095",1804000,"Powiat jarosławski",2007,NA
"2096",1805000,"Powiat jasielski",2007,NA
"2097",1806000,"Powiat kolbuszowski",2007,NA
"2098",1807000,"Powiat krośnieński",2007,NA
"2099",1808000,"Powiat leżajski",2007,NA
"2100",1809000,"Powiat lubaczowski",2007,NA
"2101",1810000,"Powiat łańcucki",2007,NA
"2102",1811000,"Powiat mielecki",2007,NA
"2103",1812000,"Powiat niżański",2007,NA
"2104",1813000,"Powiat przemyski",2007,NA
"2105",1814000,"Powiat przeworski",2007,NA
"2106",1815000,"Powiat ropczycko-sędziszowski",2007,NA
"2107",1816000,"Powiat rzeszowski",2007,NA
"2108",1817000,"Powiat sanocki",2007,NA
"2109",1818000,"Powiat stalowowolski",2007,NA
"2110",1819000,"Powiat strzyżowski",2007,NA
"2111",1820000,"Powiat tarnobrzeski",2007,NA
"2112",1821000,"Powiat leski",2007,NA
"2113",1861000,"Powiat m.Krosno",2007,NA
"2114",1862000,"Powiat m.Przemyśl",2007,NA
"2115",1863000,"Powiat m.Rzeszów",2007,NA
"2116",1864000,"Powiat m.Tarnobrzeg",2007,NA
"2117",2001000,"Powiat augustowski",2007,NA
"2118",2002000,"Powiat białostocki",2007,NA
"2119",2003000,"Powiat bielski",2007,NA
"2120",2004000,"Powiat grajewski",2007,NA
"2121",2005000,"Powiat hajnowski",2007,NA
"2122",2006000,"Powiat kolneński",2007,NA
"2123",2007000,"Powiat łomżyński",2007,NA
"2124",2008000,"Powiat moniecki",2007,NA
"2125",2009000,"Powiat sejneński",2007,NA
"2126",2010000,"Powiat siemiatycki",2007,NA
"2127",2011000,"Powiat sokólski",2007,NA
"2128",2012000,"Powiat suwalski",2007,NA
"2129",2013000,"Powiat wysokomazowiecki",2007,NA
"2130",2014000,"Powiat zambrowski",2007,NA
"2131",2061000,"Powiat m.Białystok",2007,NA
"2132",2062000,"Powiat m.Łomża",2007,NA
"2133",2063000,"Powiat m.Suwałki",2007,NA
"2134",2201000,"Powiat bytowski",2007,NA
"2135",2202000,"Powiat chojnicki",2007,NA
"2136",2203000,"Powiat człuchowski",2007,NA
"2137",2204000,"Powiat gdański",2007,NA
"2138",2205000,"Powiat kartuski",2007,NA
"2139",2206000,"Powiat kościerski",2007,NA
"2140",2207000,"Powiat kwidzyński",2007,NA
"2141",2208000,"Powiat lęborski",2007,NA
"2142",2209000,"Powiat malborski",2007,NA
"2143",2210000,"Powiat nowodworski",2007,NA
"2144",2211000,"Powiat pucki",2007,NA
"2145",2212000,"Powiat słupski",2007,NA
"2146",2213000,"Powiat starogardzki",2007,NA
"2147",2214000,"Powiat tczewski",2007,NA
"2148",2215000,"Powiat wejherowski",2007,NA
"2149",2216000,"Powiat sztumski",2007,NA
"2150",2261000,"Powiat m.Gdańsk",2007,NA
"2151",2262000,"Powiat m.Gdynia",2007,NA
"2152",2263000,"Powiat m.Słupsk",2007,NA
"2153",2264000,"Powiat m.Sopot",2007,NA
"2154",2401000,"Powiat będziński",2007,NA
"2155",2402000,"Powiat bielski",2007,NA
"2156",2403000,"Powiat cieszyński",2007,NA
"2157",2404000,"Powiat częstochowski",2007,NA
"2158",2405000,"Powiat gliwicki",2007,NA
"2159",2406000,"Powiat kłobucki",2007,NA
"2160",2407000,"Powiat lubliniecki",2007,NA
"2161",2408000,"Powiat mikołowski",2007,NA
