"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"3192",607000,"Powiat kraśnicki",2012,840.78
"3193",608000,"Powiat lubartowski",2012,886.93
"3194",609000,"Powiat lubelski",2012,975.25
"3195",610000,"Powiat łęczyński",2012,957.27
"3196",611000,"Powiat łukowski",2012,888.72
"3197",612000,"Powiat opolski",2012,815.1
"3198",613000,"Powiat parczewski",2012,1023.39
"3199",614000,"Powiat puławski",2012,939.74
"3200",615000,"Powiat radzyński",2012,737.25
"3201",616000,"Powiat rycki",2012,983.73
"3202",617000,"Powiat świdnicki",2012,962.34
"3203",618000,"Powiat tomaszowski",2012,944.22
"3204",619000,"Powiat włodawski",2012,1538.84
"3205",620000,"Powiat zamojski",2012,589.24
"3206",801000,"Powiat gorzowski",2012,717.92
"3207",802000,"Powiat krośnieński",2012,951.05
"3208",803000,"Powiat międzyrzecki",2012,922.09
"3209",804000,"Powiat nowosolski",2012,873.59
"3210",805000,"Powiat słubicki",2012,852.11
"3211",806000,"Powiat strzelecko-drezdenecki",2012,805.84
"3212",807000,"Powiat sulęciński",2012,986.07
"3213",808000,"Powiat świebodziński",2012,1016.77
"3214",809000,"Powiat zielonogórski",2012,704.74
"3215",810000,"Powiat żagański",2012,797.15
"3216",811000,"Powiat żarski",2012,895.59
"3217",812000,"Powiat wschowski",2012,863.62
"3218",1001000,"Powiat bełchatowski",2012,1037.69
"3219",1002000,"Powiat kutnowski",2012,970.83
"3220",1003000,"Powiat łaski",2012,829.4
"3221",1004000,"Powiat łęczycki",2012,996.81
"3222",1005000,"Powiat łowicki",2012,797.69
"3223",1006000,"Powiat łódzki wschodni",2012,635.8
"3224",1007000,"Powiat opoczyński",2012,803.89
"3225",1008000,"Powiat pabianicki",2012,722.35
"3226",1009000,"Powiat pajęczański",2012,664.83
"3227",1010000,"Powiat piotrkowski",2012,651.51
"3228",1011000,"Powiat poddębicki",2012,832.26
"3229",1012000,"Powiat radomszczański",2012,780.86
"3230",1013000,"Powiat rawski",2012,997.59
"3231",1014000,"Powiat sieradzki",2012,913.89
"3232",1015000,"Powiat skierniewicki",2012,478.19
"3233",1016000,"Powiat tomaszowski",2012,892.75
"3234",1017000,"Powiat wieluński",2012,890.36
"3235",1018000,"Powiat wieruszowski",2012,870.59
"3236",1019000,"Powiat zduńskowolski",2012,1017.13
"3237",1020000,"Powiat zgierski",2012,718.77
"3238",1021000,"Powiat brzeziński",2012,913.9
"3239",1201000,"Powiat bocheński",2012,841.37
"3240",1202000,"Powiat brzeski",2012,815.63
"3241",1203000,"Powiat chrzanowski",2012,679.14
"3242",1204000,"Powiat dąbrowski",2012,829.87
"3243",1205000,"Powiat gorlicki",2012,990.38
"3244",1206000,"Powiat krakowski",2012,592.39
"3245",1207000,"Powiat limanowski",2012,876.28
"3246",1208000,"Powiat miechowski",2012,1178.38
"3247",1209000,"Powiat myślenicki",2012,825.27
"3248",1210000,"Powiat nowosądecki",2012,640.61
"3249",1211000,"Powiat nowotarski",2012,897.16
"3250",1212000,"Powiat olkuski",2012,799.86
"3251",1213000,"Powiat oświęcimski",2012,896.78
"3252",1214000,"Powiat proszowicki",2012,810.04
"3253",1215000,"Powiat suski",2012,1105.25
"3254",1216000,"Powiat tarnowski",2012,582.73
"3255",1217000,"Powiat tatrzański",2012,924.3
"3256",1218000,"Powiat wadowicki",2012,794.72
"3257",1219000,"Powiat wielicki",2012,521.9
"3258",1401000,"Powiat białobrzeski",2012,970.87
"3259",1402000,"Powiat ciechanowski",2012,937.63
"3260",1403000,"Powiat garwoliński",2012,889.09
"3261",1404000,"Powiat gostyniński",2012,1016.06
"3262",1405000,"Powiat grodziski",2012,811.79
"3263",1406000,"Powiat grójecki",2012,880.54
"3264",1407000,"Powiat kozienicki",2012,930.29
"3265",1408000,"Powiat legionowski",2012,731.96
"3266",1409000,"Powiat lipski",2012,1215.9
"3267",1410000,"Powiat łosicki",2012,1062.77
"3268",1411000,"Powiat makowski",2012,954.89
"3269",1412000,"Powiat miński",2012,791.67
"3270",1413000,"Powiat mławski",2012,825.88
"3271",1414000,"Powiat nowodworski",2012,682.59
"3272",1415000,"Powiat ostrołęcki",2012,738.37
"3273",1416000,"Powiat ostrowski",2012,823.06
"3274",1417000,"Powiat otwocki",2012,867.83
"3275",1418000,"Powiat piaseczyński",2012,1001.23
"3276",1419000,"Powiat płocki",2012,802.25
"3277",1420000,"Powiat płoński",2012,913.78
"3278",1421000,"Powiat pruszkowski",2012,736.8
"3279",1422000,"Powiat przasnyski",2012,1153.61
"3280",1423000,"Powiat przysuski",2012,1386.58
"3281",1424000,"Powiat pułtuski",2012,1118.43
"3282",1425000,"Powiat radomski",2012,752.28
"3283",1426000,"Powiat siedlecki",2012,490.94
"3284",1427000,"Powiat sierpecki",2012,954.17
"3285",1428000,"Powiat sochaczewski",2012,901.49
"3286",1429000,"Powiat sokołowski",2012,1036.85
"3287",1430000,"Powiat szydłowiecki",2012,828.8
"3288",1432000,"Powiat warszawski zachodni",2012,1028.5
"3289",1433000,"Powiat węgrowski",2012,822.96
"3290",1434000,"Powiat wołomiński",2012,668.29
"3291",1435000,"Powiat wyszkowski",2012,1011.68
"3292",1436000,"Powiat zwoleński",2012,807.82
"3293",1437000,"Powiat żuromiński",2012,1025.9
"3294",1438000,"Powiat żyrardowski",2012,713.26
"3295",1601000,"Powiat brzeski",2012,873.26
"3296",1602000,"Powiat głubczycki",2012,1135.02
"3297",1603000,"Powiat kędzierzyńsko-kozielski",2012,846.55
"3298",1604000,"Powiat kluczborski",2012,1045.38
"3299",1605000,"Powiat krapkowicki",2012,553.31
"3300",1606000,"Powiat namysłowski",2012,1032.08
"3301",1607000,"Powiat nyski",2012,799.22
"3302",1608000,"Powiat oleski",2012,794.28
"3303",1609000,"Powiat opolski",2012,540.51
"3304",1610000,"Powiat prudnicki",2012,898.55
"3305",1611000,"Powiat strzelecki",2012,865.52
"3306",1801000,"Powiat bieszczadzki",2012,1296.95
"3307",1802000,"Powiat brzozowski",2012,924.52
"3308",1803000,"Powiat dębicki",2012,820.53
"3309",1804000,"Powiat jarosławski",2012,1151.51
"3310",1805000,"Powiat jasielski",2012,927.37
"3311",1806000,"Powiat kolbuszowski",2012,622.5
"3312",1807000,"Powiat krośnieński",2012,639.27
"3313",1808000,"Powiat leżajski",2012,1035.36
"3314",1809000,"Powiat lubaczowski",2012,1118.29
"3315",1810000,"Powiat łańcucki",2012,764.77
"3316",1811000,"Powiat mielecki",2012,920.35
"3317",1812000,"Powiat niżański",2012,688.75
"3318",1813000,"Powiat przemyski",2012,508.27
"3319",1814000,"Powiat przeworski",2012,792.52
"3320",1815000,"Powiat ropczycko-sędziszowski",2012,1059.93
"3321",1816000,"Powiat rzeszowski",2012,617.7
"3322",1817000,"Powiat sanocki",2012,905
"3323",1818000,"Powiat stalowowolski",2012,817.61
"3324",1819000,"Powiat strzyżowski",2012,914.81
"3325",1820000,"Powiat tarnobrzeski",2012,795.79
"3326",1821000,"Powiat leski",2012,1078.01
"3327",2001000,"Powiat augustowski",2012,991.52
"3328",2002000,"Powiat białostocki",2012,724.94
"3329",2003000,"Powiat bielski",2012,873.73
"3330",2004000,"Powiat grajewski",2012,938.32
"3331",2005000,"Powiat hajnowski",2012,864.94
"3332",2006000,"Powiat kolneński",2012,702.13
"3333",2007000,"Powiat łomżyński",2012,542.05
"3334",2008000,"Powiat moniecki",2012,787.82
"3335",2009000,"Powiat sejneński",2012,931.7
"3336",2010000,"Powiat siemiatycki",2012,961.09
"3337",2011000,"Powiat sokólski",2012,780.72
"3338",2012000,"Powiat suwalski",2012,747.94
"3339",2013000,"Powiat wysokomazowiecki",2012,986.99
"3340",2014000,"Powiat zambrowski",2012,964.17
"3341",2201000,"Powiat bytowski",2012,1012.87
"3342",2202000,"Powiat chojnicki",2012,1023.98
"3343",2203000,"Powiat człuchowski",2012,1470.5
"3344",2204000,"Powiat gdański",2012,527.03
"3345",2205000,"Powiat kartuski",2012,791.57
"3346",2206000,"Powiat kościerski",2012,925.9
"3347",2207000,"Powiat kwidzyński",2012,921.45
"3348",2208000,"Powiat lęborski",2012,964.15
"3349",2209000,"Powiat malborski",2012,1151.49
"3350",2210000,"Powiat nowodworski",2012,1079.01
"3351",2211000,"Powiat pucki",2012,691.37
"3352",2212000,"Powiat słupski",2012,828.32
"3353",2213000,"Powiat starogardzki",2012,956.21
"3354",2214000,"Powiat tczewski",2012,1014.85
"3355",2215000,"Powiat wejherowski",2012,668.94
"3356",2216000,"Powiat sztumski",2012,1032.75
"3357",2401000,"Powiat będziński",2012,658.78
"3358",2402000,"Powiat bielski",2012,632.8
"3359",2403000,"Powiat cieszyński",2012,881.12
"3360",2404000,"Powiat częstochowski",2012,731.71
"3361",2405000,"Powiat gliwicki",2012,618.89
"3362",2406000,"Powiat kłobucki",2012,657.82
"3363",2407000,"Powiat lubliniecki",2012,1055.39
"3364",2408000,"Powiat mikołowski",2012,816.81
"3365",2409000,"Powiat myszkowski",2012,895.04
"3366",2410000,"Powiat pszczyński",2012,794.37
"3367",2411000,"Powiat raciborski",2012,945.24
"3368",2412000,"Powiat rybnicki",2012,522.48
"3369",2413000,"Powiat tarnogórski",2012,981.84
"3370",2414000,"Powiat bieruńsko-lędziński",2012,1119.49
"3371",2415000,"Powiat wodzisławski",2012,804.91
"3372",2416000,"Powiat zawierciański",2012,991.45
"3373",2417000,"Powiat żywiecki",2012,890.8
"3374",2601000,"Powiat buski",2012,1122.36
"3375",2602000,"Powiat jędrzejowski",2012,892.33
"3376",2603000,"Powiat kazimierski",2012,1139.9
"3377",2604000,"Powiat kielecki",2012,563.09
"3378",2605000,"Powiat konecki",2012,926.78
"3379",2606000,"Powiat opatowski",2012,1226.61
"3380",2607000,"Powiat ostrowiecki",2012,1038.82
"3381",2608000,"Powiat pińczowski",2012,942.62
"3382",2609000,"Powiat sandomierski",2012,958.27
"3383",2610000,"Powiat skarżyski",2012,1201.78
"3384",2611000,"Powiat starachowicki",2012,879.72
"3385",2612000,"Powiat staszowski",2012,950.73
"3386",2613000,"Powiat włoszczowski",2012,910.28
"3387",2801000,"Powiat bartoszycki",2012,1017.73
"3388",2802000,"Powiat braniewski",2012,1044.14
"3389",2803000,"Powiat działdowski",2012,824.06
"3390",2804000,"Powiat elbląski",2012,857.27
"3391",2805000,"Powiat ełcki",2012,1111.7
"3392",2806000,"Powiat giżycki",2012,1205.57
"3393",2807000,"Powiat iławski",2012,943.77
"3394",2808000,"Powiat kętrzyński",2012,1054.3
"3395",2809000,"Powiat lidzbarski",2012,1419.96
"3396",2810000,"Powiat mrągowski",2012,1010.03
"3397",2811000,"Powiat nidzicki",2012,1081.6
"3398",2812000,"Powiat nowomiejski",2012,786.22
"3399",2813000,"Powiat olecki",2012,1288.77
"3400",2814000,"Powiat olsztyński",2012,884.37
"3401",2815000,"Powiat ostródzki",2012,1083.52
"3402",2816000,"Powiat piski",2012,1038.56
"3403",2817000,"Powiat szczycieński",2012,1014.1
"3404",2818000,"Powiat gołdapski",2012,921.69
"3405",2819000,"Powiat węgorzewski",2012,1708.76
"3406",3001000,"Powiat chodzieski",2012,938.23
"3407",3002000,"Powiat czarnkowsko-trzcianecki",2012,1046.71
"3408",3003000,"Powiat gnieźnieński",2012,870.14
"3409",3004000,"Powiat gostyński",2012,948.65
"3410",3005000,"Powiat grodziski",2012,708.24
"3411",3006000,"Powiat jarociński",2012,965.83
"3412",3007000,"Powiat kaliski",2012,491.98
"3413",3008000,"Powiat kępiński",2012,825.65
"3414",3009000,"Powiat kolski",2012,810.77
"3415",3010000,"Powiat koniński",2012,537.55
"3416",3011000,"Powiat kościański",2012,745.83
"3417",3012000,"Powiat krotoszyński",2012,1010.85
"3418",3013000,"Powiat leszczyński",2012,670.64
"3419",3014000,"Powiat międzychodzki",2012,1134.61
"3420",3015000,"Powiat nowotomyski",2012,803.09
"3421",3016000,"Powiat obornicki",2012,707.84
"3422",3017000,"Powiat ostrowski",2012,829.61
"3423",3018000,"Powiat ostrzeszowski",2012,1114.77
"3424",3019000,"Powiat pilski",2012,990.15
"3425",3020000,"Powiat pleszewski",2012,1207.39
"3426",3021000,"Powiat poznański",2012,625.77
"3427",3022000,"Powiat rawicki",2012,854.29
"3428",3023000,"Powiat słupecki",2012,1060.35
"3429",3024000,"Powiat szamotulski",2012,768.86
"3430",3025000,"Powiat średzki",2012,853.11
"3431",3026000,"Powiat śremski",2012,925.73
"3432",3027000,"Powiat turecki",2012,1006.96
"3433",3028000,"Powiat wągrowiecki",2012,963.15
"3434",3029000,"Powiat wolsztyński",2012,943.46
"3435",3030000,"Powiat wrzesiński",2012,840.49
"3436",3031000,"Powiat złotowski",2012,870.21
"3437",3201000,"Powiat białogardzki",2012,1081.02
"3438",3202000,"Powiat choszczeński",2012,992.71
"3439",3203000,"Powiat drawski",2012,1052.67
"3440",3204000,"Powiat goleniowski",2012,959.83
"3441",3205000,"Powiat gryficki",2012,1180.6
"3442",3206000,"Powiat gryfiński",2012,820.32
"3443",3207000,"Powiat kamieński",2012,942.35
"3444",3208000,"Powiat kołobrzeski",2012,1126.93
"3445",3209000,"Powiat koszaliński",2012,1084.22
"3446",3210000,"Powiat myśliborski",2012,983.93
"3447",3211000,"Powiat policki",2012,1124.69
"3448",3212000,"Powiat pyrzycki",2012,1007.24
"3449",3213000,"Powiat sławieński",2012,879.7
"3450",3214000,"Powiat stargardzki",2012,838.8
"3451",3215000,"Powiat szczecinecki",2012,1366.62
"3452",3216000,"Powiat świdwiński",2012,1263.49
"3453",3217000,"Powiat wałecki",2012,922.88
"3454",3218000,"Powiat łobeski",2012,961.31
"3455",201000,"Powiat bolesławiecki",2013,814.19
"3456",202000,"Powiat dzierżoniowski",2013,845.61
"3457",203000,"Powiat głogowski",2013,1130.64
"3458",204000,"Powiat górowski",2013,1290.6
"3459",205000,"Powiat jaworski",2013,1096.52
"3460",206000,"Powiat jeleniogórski",2013,1007.31
"3461",207000,"Powiat kamiennogórski",2013,944.27
"3462",208000,"Powiat kłodzki",2013,1066.8
"3463",209000,"Powiat legnicki",2013,1155.56
"3464",210000,"Powiat lubański",2013,1051.85
"3465",211000,"Powiat lubiński",2013,790.32
"3466",212000,"Powiat lwówecki",2013,1258.93
"3467",213000,"Powiat milicki",2013,1310.47
"3468",214000,"Powiat oleśnicki",2013,912.45
"3469",215000,"Powiat oławski",2013,746.39
"3470",216000,"Powiat polkowicki",2013,936.08
"3471",217000,"Powiat strzeliński",2013,1074.61
"3472",218000,"Powiat średzki",2013,743.79
"3473",219000,"Powiat świdnicki",2013,858.85
"3474",220000,"Powiat trzebnicki",2013,823.78
"3475",221000,"Powiat wałbrzyski",2013,819.76
"3476",222000,"Powiat wołowski",2013,1216.09
"3477",223000,"Powiat wrocławski",2013,724.09
"3478",224000,"Powiat ząbkowicki",2013,1162.32
"3479",225000,"Powiat zgorzelecki",2013,905.6
"3480",226000,"Powiat złotoryjski",2013,1025.23
"3481",401000,"Powiat aleksandrowski",2013,840.52
"3482",402000,"Powiat brodnicki",2013,876.51
"3483",403000,"Powiat bydgoski",2013,589.42
"3484",404000,"Powiat chełmiński",2013,1089
"3485",405000,"Powiat golubsko-dobrzyński",2013,947.13
"3486",406000,"Powiat grudziądzki",2013,580.69
"3487",407000,"Powiat inowrocławski",2013,933.57
"3488",408000,"Powiat lipnowski",2013,906.11
"3489",409000,"Powiat mogileński",2013,1316.84
"3490",410000,"Powiat nakielski",2013,944.18
"3491",411000,"Powiat radziejowski",2013,1126.76
"3492",412000,"Powiat rypiński",2013,997.74
"3493",413000,"Powiat sępoleński",2013,1215.59
"3494",414000,"Powiat świecki",2013,896.58
"3495",415000,"Powiat toruński",2013,781.44
"3496",416000,"Powiat tucholski",2013,1111.53
"3497",417000,"Powiat wąbrzeski",2013,1051.84
"3498",418000,"Powiat włocławski",2013,870.98
"3499",419000,"Powiat żniński",2013,924.57
"3500",601000,"Powiat bialski",2013,705.13
"3501",602000,"Powiat biłgorajski",2013,955.14
"3502",603000,"Powiat chełmski",2013,831.29
"3503",604000,"Powiat hrubieszowski",2013,750.52
"3504",605000,"Powiat janowski",2013,865.91
"3505",606000,"Powiat krasnostawski",2013,1116.32
"3506",607000,"Powiat kraśnicki",2013,898.18
"3507",608000,"Powiat lubartowski",2013,935.52
"3508",609000,"Powiat lubelski",2013,748.58
"3509",610000,"Powiat łęczyński",2013,959.52
"3510",611000,"Powiat łukowski",2013,865.77
"3511",612000,"Powiat opolski",2013,740.07
"3512",613000,"Powiat parczewski",2013,1007.16
"3513",614000,"Powiat puławski",2013,965.58
"3514",615000,"Powiat radzyński",2013,739.47
"3515",616000,"Powiat rycki",2013,917.17
"3516",617000,"Powiat świdnicki",2013,884.87
"3517",618000,"Powiat tomaszowski",2013,895.74
"3518",619000,"Powiat włodawski",2013,1361.68
"3519",620000,"Powiat zamojski",2013,546.09
"3520",801000,"Powiat gorzowski",2013,711.43
"3521",802000,"Powiat krośnieński",2013,972.65
"3522",803000,"Powiat międzyrzecki",2013,1185.24
"3523",804000,"Powiat nowosolski",2013,875.23
"3524",805000,"Powiat słubicki",2013,910.17
"3525",806000,"Powiat strzelecko-drezdenecki",2013,822.14
"3526",807000,"Powiat sulęciński",2013,1133.71
"3527",808000,"Powiat świebodziński",2013,971.98
"3528",809000,"Powiat zielonogórski",2013,717.91
"3529",810000,"Powiat żagański",2013,801.91
"3530",811000,"Powiat żarski",2013,966.29
"3531",812000,"Powiat wschowski",2013,958.44
"3532",1001000,"Powiat bełchatowski",2013,965.53
"3533",1002000,"Powiat kutnowski",2013,1040.09
"3534",1003000,"Powiat łaski",2013,804.74
"3535",1004000,"Powiat łęczycki",2013,1017.73
"3536",1005000,"Powiat łowicki",2013,842.62
"3537",1006000,"Powiat łódzki wschodni",2013,719.15
"3538",1007000,"Powiat opoczyński",2013,841.34
"3539",1008000,"Powiat pabianicki",2013,736.7
"3540",1009000,"Powiat pajęczański",2013,638.48
"3541",1010000,"Powiat piotrkowski",2013,704.66
"3542",1011000,"Powiat poddębicki",2013,882.21
"3543",1012000,"Powiat radomszczański",2013,817.75
"3544",1013000,"Powiat rawski",2013,977.57
"3545",1014000,"Powiat sieradzki",2013,1016.97
"3546",1015000,"Powiat skierniewicki",2013,463.62
"3547",1016000,"Powiat tomaszowski",2013,902.95
"3548",1017000,"Powiat wieluński",2013,874.4
"3549",1018000,"Powiat wieruszowski",2013,932.34
"3550",1019000,"Powiat zduńskowolski",2013,1032.71
"3551",1020000,"Powiat zgierski",2013,705.16
"3552",1021000,"Powiat brzeziński",2013,996.08
"3553",1201000,"Powiat bocheński",2013,926.05
"3554",1202000,"Powiat brzeski",2013,873.54
"3555",1203000,"Powiat chrzanowski",2013,701.94
"3556",1204000,"Powiat dąbrowski",2013,808.36
"3557",1205000,"Powiat gorlicki",2013,956.13
"3558",1206000,"Powiat krakowski",2013,590.69
"3559",1207000,"Powiat limanowski",2013,923.9
"3560",1208000,"Powiat miechowski",2013,1343.35
"3561",1209000,"Powiat myślenicki",2013,861.75
"3562",1210000,"Powiat nowosądecki",2013,666.3
"3563",1211000,"Powiat nowotarski",2013,797.5
"3564",1212000,"Powiat olkuski",2013,833.58
"3565",1213000,"Powiat oświęcimski",2013,924.1
"3566",1214000,"Powiat proszowicki",2013,796.3
"3567",1215000,"Powiat suski",2013,973.54
"3568",1216000,"Powiat tarnowski",2013,602.29
"3569",1217000,"Powiat tatrzański",2013,996.83
"3570",1218000,"Powiat wadowicki",2013,792.98
"3571",1219000,"Powiat wielicki",2013,524.61
"3572",1401000,"Powiat białobrzeski",2013,847.85
"3573",1402000,"Powiat ciechanowski",2013,1022.1
"3574",1403000,"Powiat garwoliński",2013,926.32
"3575",1404000,"Powiat gostyniński",2013,1075.87
"3576",1405000,"Powiat grodziski",2013,873.73
"3577",1406000,"Powiat grójecki",2013,863.91
"3578",1407000,"Powiat kozienicki",2013,892.28
"3579",1408000,"Powiat legionowski",2013,777.01
"3580",1409000,"Powiat lipski",2013,1278.78
"3581",1410000,"Powiat łosicki",2013,1152.26
"3582",1411000,"Powiat makowski",2013,1027.55
"3583",1412000,"Powiat miński",2013,786.66
"3584",1413000,"Powiat mławski",2013,880.87
"3585",1414000,"Powiat nowodworski",2013,639.79
"3586",1415000,"Powiat ostrołęcki",2013,782.35
"3587",1416000,"Powiat ostrowski",2013,777.5
"3588",1417000,"Powiat otwocki",2013,935.14
"3589",1418000,"Powiat piaseczyński",2013,1037.18
"3590",1419000,"Powiat płocki",2013,838.29
"3591",1420000,"Powiat płoński",2013,881.93
"3592",1421000,"Powiat pruszkowski",2013,823.72
"3593",1422000,"Powiat przasnyski",2013,1199.18
"3594",1423000,"Powiat przysuski",2013,1552.23
"3595",1424000,"Powiat pułtuski",2013,1234.85
"3596",1425000,"Powiat radomski",2013,824.72
"3597",1426000,"Powiat siedlecki",2013,554.08
"3598",1427000,"Powiat sierpecki",2013,973
"3599",1428000,"Powiat sochaczewski",2013,866.68
"3600",1429000,"Powiat sokołowski",2013,1008.6
"3601",1430000,"Powiat szydłowiecki",2013,863.48
"3602",1432000,"Powiat warszawski zachodni",2013,1044.53
"3603",1433000,"Powiat węgrowski",2013,896.54
"3604",1434000,"Powiat wołomiński",2013,687.27
"3605",1435000,"Powiat wyszkowski",2013,1110.34
"3606",1436000,"Powiat zwoleński",2013,1039.27
