"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"2655",1426000,"Powiat siedlecki",2010,589.04
"2656",1427000,"Powiat sierpecki",2010,862.46
"2657",1428000,"Powiat sochaczewski",2010,880.8
"2658",1429000,"Powiat sokołowski",2010,764.71
"2659",1430000,"Powiat szydłowiecki",2010,946.46
"2660",1432000,"Powiat warszawski zachodni",2010,1034.72
"2661",1433000,"Powiat węgrowski",2010,895.72
"2662",1434000,"Powiat wołomiński",2010,551.04
"2663",1435000,"Powiat wyszkowski",2010,916.72
"2664",1436000,"Powiat zwoleński",2010,840.35
"2665",1437000,"Powiat żuromiński",2010,977.3
"2666",1438000,"Powiat żyrardowski",2010,765.82
"2667",1601000,"Powiat brzeski",2010,990.76
"2668",1602000,"Powiat głubczycki",2010,1024.42
"2669",1603000,"Powiat kędzierzyńsko-kozielski",2010,765.13
"2670",1604000,"Powiat kluczborski",2010,957.53
"2671",1605000,"Powiat krapkowicki",2010,596.39
"2672",1606000,"Powiat namysłowski",2010,979.38
"2673",1607000,"Powiat nyski",2010,809.26
"2674",1608000,"Powiat oleski",2010,840.44
"2675",1609000,"Powiat opolski",2010,509.88
"2676",1610000,"Powiat prudnicki",2010,1028.08
"2677",1611000,"Powiat strzelecki",2010,808.48
"2678",1801000,"Powiat bieszczadzki",2010,1354.43
"2679",1802000,"Powiat brzozowski",2010,897.94
"2680",1803000,"Powiat dębicki",2010,882.42
"2681",1804000,"Powiat jarosławski",2010,961.2
"2682",1805000,"Powiat jasielski",2010,1078.5
"2683",1806000,"Powiat kolbuszowski",2010,704.49
"2684",1807000,"Powiat krośnieński",2010,683.66
"2685",1808000,"Powiat leżajski",2010,1151.3
"2686",1809000,"Powiat lubaczowski",2010,1247.2
"2687",1810000,"Powiat łańcucki",2010,865.84
"2688",1811000,"Powiat mielecki",2010,908.79
"2689",1812000,"Powiat niżański",2010,707.66
"2690",1813000,"Powiat przemyski",2010,678.93
"2691",1814000,"Powiat przeworski",2010,762.01
"2692",1815000,"Powiat ropczycko-sędziszowski",2010,1055.23
"2693",1816000,"Powiat rzeszowski",2010,715.54
"2694",1817000,"Powiat sanocki",2010,780.79
"2695",1818000,"Powiat stalowowolski",2010,844.92
"2696",1819000,"Powiat strzyżowski",2010,1369.57
"2697",1820000,"Powiat tarnobrzeski",2010,878.99
"2698",1821000,"Powiat leski",2010,1159.29
"2699",2001000,"Powiat augustowski",2010,1118.02
"2700",2002000,"Powiat białostocki",2010,780.48
"2701",2003000,"Powiat bielski",2010,862.39
"2702",2004000,"Powiat grajewski",2010,920.98
"2703",2005000,"Powiat hajnowski",2010,769.85
"2704",2006000,"Powiat kolneński",2010,674.96
"2705",2007000,"Powiat łomżyński",2010,712.3
"2706",2008000,"Powiat moniecki",2010,875.88
"2707",2009000,"Powiat sejneński",2010,948.42
"2708",2010000,"Powiat siemiatycki",2010,785.94
"2709",2011000,"Powiat sokólski",2010,856.38
"2710",2012000,"Powiat suwalski",2010,736.52
"2711",2013000,"Powiat wysokomazowiecki",2010,867.06
"2712",2014000,"Powiat zambrowski",2010,909.92
"2713",2201000,"Powiat bytowski",2010,1155.63
"2714",2202000,"Powiat chojnicki",2010,907.62
"2715",2203000,"Powiat człuchowski",2010,1512.11
"2716",2204000,"Powiat gdański",2010,646.35
"2717",2205000,"Powiat kartuski",2010,738.94
"2718",2206000,"Powiat kościerski",2010,872.34
"2719",2207000,"Powiat kwidzyński",2010,948.91
"2720",2208000,"Powiat lęborski",2010,976.08
"2721",2209000,"Powiat malborski",2010,1428.42
"2722",2210000,"Powiat nowodworski",2010,1043.32
"2723",2211000,"Powiat pucki",2010,718.17
"2724",2212000,"Powiat słupski",2010,815.58
"2725",2213000,"Powiat starogardzki",2010,798.63
"2726",2214000,"Powiat tczewski",2010,1052.83
"2727",2215000,"Powiat wejherowski",2010,640.84
"2728",2216000,"Powiat sztumski",2010,1010.3
"2729",2401000,"Powiat będziński",2010,587.56
"2730",2402000,"Powiat bielski",2010,608.8
"2731",2403000,"Powiat cieszyński",2010,832.89
"2732",2404000,"Powiat częstochowski",2010,656.03
"2733",2405000,"Powiat gliwicki",2010,494.37
"2734",2406000,"Powiat kłobucki",2010,644.63
"2735",2407000,"Powiat lubliniecki",2010,1052.53
"2736",2408000,"Powiat mikołowski",2010,840.55
"2737",2409000,"Powiat myszkowski",2010,796.52
"2738",2410000,"Powiat pszczyński",2010,767.96
"2739",2411000,"Powiat raciborski",2010,1046.1
"2740",2412000,"Powiat rybnicki",2010,463.59
"2741",2413000,"Powiat tarnogórski",2010,904.92
"2742",2414000,"Powiat bieruńsko-lędziński",2010,733.77
"2743",2415000,"Powiat wodzisławski",2010,693.29
"2744",2416000,"Powiat zawierciański",2010,978.44
"2745",2417000,"Powiat żywiecki",2010,946.87
"2746",2601000,"Powiat buski",2010,1185.94
"2747",2602000,"Powiat jędrzejowski",2010,902.64
"2748",2603000,"Powiat kazimierski",2010,1031.75
"2749",2604000,"Powiat kielecki",2010,641.61
"2750",2605000,"Powiat konecki",2010,924.57
"2751",2606000,"Powiat opatowski",2010,1059.36
"2752",2607000,"Powiat ostrowiecki",2010,937.85
"2753",2608000,"Powiat pińczowski",2010,917.19
"2754",2609000,"Powiat sandomierski",2010,974.99
"2755",2610000,"Powiat skarżyski",2010,1153.11
"2756",2611000,"Powiat starachowicki",2010,954.73
"2757",2612000,"Powiat staszowski",2010,1060.95
"2758",2613000,"Powiat włoszczowski",2010,824.48
"2759",2801000,"Powiat bartoszycki",2010,1056
"2760",2802000,"Powiat braniewski",2010,1031.75
"2761",2803000,"Powiat działdowski",2010,808.34
"2762",2804000,"Powiat elbląski",2010,939.87
"2763",2805000,"Powiat ełcki",2010,1183.74
"2764",2806000,"Powiat giżycki",2010,1144.67
"2765",2807000,"Powiat iławski",2010,975.14
"2766",2808000,"Powiat kętrzyński",2010,971.31
"2767",2809000,"Powiat lidzbarski",2010,1298.7
"2768",2810000,"Powiat mrągowski",2010,1029.82
"2769",2811000,"Powiat nidzicki",2010,1207.52
"2770",2812000,"Powiat nowomiejski",2010,777.76
"2771",2813000,"Powiat olecki",2010,1536.18
"2772",2814000,"Powiat olsztyński",2010,775.33
"2773",2815000,"Powiat ostródzki",2010,965.71
"2774",2816000,"Powiat piski",2010,1136.46
"2775",2817000,"Powiat szczycieński",2010,1318
"2776",2818000,"Powiat gołdapski",2010,1059.72
"2777",2819000,"Powiat węgorzewski",2010,1612.2
"2778",3001000,"Powiat chodzieski",2010,852.23
"2779",3002000,"Powiat czarnkowsko-trzcianecki",2010,896.37
"2780",3003000,"Powiat gnieźnieński",2010,812.55
"2781",3004000,"Powiat gostyński",2010,922.83
"2782",3005000,"Powiat grodziski",2010,651.32
"2783",3006000,"Powiat jarociński",2010,873.09
"2784",3007000,"Powiat kaliski",2010,523.38
"2785",3008000,"Powiat kępiński",2010,692.33
"2786",3009000,"Powiat kolski",2010,859.88
"2787",3010000,"Powiat koniński",2010,619.08
"2788",3011000,"Powiat kościański",2010,766.56
"2789",3012000,"Powiat krotoszyński",2010,998.12
"2790",3013000,"Powiat leszczyński",2010,626.36
"2791",3014000,"Powiat międzychodzki",2010,1150.9
"2792",3015000,"Powiat nowotomyski",2010,732.72
"2793",3016000,"Powiat obornicki",2010,690.07
"2794",3017000,"Powiat ostrowski",2010,766.83
"2795",3018000,"Powiat ostrzeszowski",2010,1100.15
"2796",3019000,"Powiat pilski",2010,999.71
"2797",3020000,"Powiat pleszewski",2010,1051.89
"2798",3021000,"Powiat poznański",2010,554.53
"2799",3022000,"Powiat rawicki",2010,807.32
"2800",3023000,"Powiat słupecki",2010,964.53
"2801",3024000,"Powiat szamotulski",2010,757.53
"2802",3025000,"Powiat średzki",2010,823.49
"2803",3026000,"Powiat śremski",2010,823.23
"2804",3027000,"Powiat turecki",2010,851.55
"2805",3028000,"Powiat wągrowiecki",2010,874.66
"2806",3029000,"Powiat wolsztyński",2010,900.65
"2807",3030000,"Powiat wrzesiński",2010,774.05
"2808",3031000,"Powiat złotowski",2010,894.5
"2809",3201000,"Powiat białogardzki",2010,1058.25
"2810",3202000,"Powiat choszczeński",2010,982.92
"2811",3203000,"Powiat drawski",2010,1009.21
"2812",3204000,"Powiat goleniowski",2010,880.66
"2813",3205000,"Powiat gryficki",2010,1140.57
"2814",3206000,"Powiat gryfiński",2010,751.54
"2815",3207000,"Powiat kamieński",2010,1134.49
"2816",3208000,"Powiat kołobrzeski",2010,1237.31
"2817",3209000,"Powiat koszaliński",2010,1232.34
"2818",3210000,"Powiat myśliborski",2010,975.38
"2819",3211000,"Powiat policki",2010,949.09
"2820",3212000,"Powiat pyrzycki",2010,922.8
"2821",3213000,"Powiat sławieński",2010,878.71
"2822",3214000,"Powiat stargardzki",2010,793.8
"2823",3215000,"Powiat szczecinecki",2010,1250.08
"2824",3216000,"Powiat świdwiński",2010,1070.34
"2825",3217000,"Powiat wałecki",2010,973.9
"2826",3218000,"Powiat łobeski",2010,961.5
"2827",201000,"Powiat bolesławiecki",2011,743.88
"2828",202000,"Powiat dzierżoniowski",2011,814.04
"2829",203000,"Powiat głogowski",2011,1020.42
"2830",204000,"Powiat górowski",2011,1645.53
"2831",205000,"Powiat jaworski",2011,1001.19
"2832",206000,"Powiat jeleniogórski",2011,1343.44
"2833",207000,"Powiat kamiennogórski",2011,1014.84
"2834",208000,"Powiat kłodzki",2011,1030.9
"2835",209000,"Powiat legnicki",2011,1023.28
"2836",210000,"Powiat lubański",2011,1436.01
"2837",211000,"Powiat lubiński",2011,932.09
"2838",212000,"Powiat lwówecki",2011,1315.53
"2839",213000,"Powiat milicki",2011,1698.98
"2840",214000,"Powiat oleśnicki",2011,933.49
"2841",215000,"Powiat oławski",2011,827.84
"2842",216000,"Powiat polkowicki",2011,811.86
"2843",217000,"Powiat strzeliński",2011,1074.36
"2844",218000,"Powiat średzki",2011,739.49
"2845",219000,"Powiat świdnicki",2011,1301.33
"2846",220000,"Powiat trzebnicki",2011,796.21
"2847",221000,"Powiat wałbrzyski",2011,751.1
"2848",222000,"Powiat wołowski",2011,1016.04
"2849",223000,"Powiat wrocławski",2011,678.65
"2850",224000,"Powiat ząbkowicki",2011,1113.95
"2851",225000,"Powiat zgorzelecki",2011,924.63
"2852",226000,"Powiat złotoryjski",2011,1037.66
"2853",401000,"Powiat aleksandrowski",2011,800.55
"2854",402000,"Powiat brodnicki",2011,878.98
"2855",403000,"Powiat bydgoski",2011,567.7
"2856",404000,"Powiat chełmiński",2011,1085.86
"2857",405000,"Powiat golubsko-dobrzyński",2011,788.74
"2858",406000,"Powiat grudziądzki",2011,538.18
"2859",407000,"Powiat inowrocławski",2011,937.87
"2860",408000,"Powiat lipnowski",2011,845.85
"2861",409000,"Powiat mogileński",2011,1203.32
"2862",410000,"Powiat nakielski",2011,955.82
"2863",411000,"Powiat radziejowski",2011,1212.92
"2864",412000,"Powiat rypiński",2011,894.31
"2865",413000,"Powiat sępoleński",2011,1377.12
"2866",414000,"Powiat świecki",2011,826.42
"2867",415000,"Powiat toruński",2011,749.09
"2868",416000,"Powiat tucholski",2011,1263.67
"2869",417000,"Powiat wąbrzeski",2011,900.92
"2870",418000,"Powiat włocławski",2011,790.98
"2871",419000,"Powiat żniński",2011,1105.49
"2872",601000,"Powiat bialski",2011,726.03
"2873",602000,"Powiat biłgorajski",2011,1026.5
"2874",603000,"Powiat chełmski",2011,779.44
"2875",604000,"Powiat hrubieszowski",2011,889.64
"2876",605000,"Powiat janowski",2011,836.64
"2877",606000,"Powiat krasnostawski",2011,1184.34
"2878",607000,"Powiat kraśnicki",2011,870.06
"2879",608000,"Powiat lubartowski",2011,918.72
"2880",609000,"Powiat lubelski",2011,1104.18
"2881",610000,"Powiat łęczyński",2011,820.84
"2882",611000,"Powiat łukowski",2011,860.52
"2883",612000,"Powiat opolski",2011,898.79
"2884",613000,"Powiat parczewski",2011,915.12
"2885",614000,"Powiat puławski",2011,954.78
"2886",615000,"Powiat radzyński",2011,727.96
"2887",616000,"Powiat rycki",2011,875.01
"2888",617000,"Powiat świdnicki",2011,795.8
"2889",618000,"Powiat tomaszowski",2011,1050.33
"2890",619000,"Powiat włodawski",2011,1544.38
"2891",620000,"Powiat zamojski",2011,501.8
"2892",801000,"Powiat gorzowski",2011,826.99
"2893",802000,"Powiat krośnieński",2011,1209.92
"2894",803000,"Powiat międzyrzecki",2011,919.58
"2895",804000,"Powiat nowosolski",2011,1043.8
"2896",805000,"Powiat słubicki",2011,1149.07
"2897",806000,"Powiat strzelecko-drezdenecki",2011,1192.94
"2898",807000,"Powiat sulęciński",2011,1095.68
"2899",808000,"Powiat świebodziński",2011,1224.98
"2900",809000,"Powiat zielonogórski",2011,730.05
"2901",810000,"Powiat żagański",2011,974.39
"2902",811000,"Powiat żarski",2011,982.95
"2903",812000,"Powiat wschowski",2011,914.08
"2904",1001000,"Powiat bełchatowski",2011,995.24
"2905",1002000,"Powiat kutnowski",2011,1467.22
"2906",1003000,"Powiat łaski",2011,828.99
"2907",1004000,"Powiat łęczycki",2011,934.01
"2908",1005000,"Powiat łowicki",2011,928.07
"2909",1006000,"Powiat łódzki wschodni",2011,629.65
"2910",1007000,"Powiat opoczyński",2011,823.97
"2911",1008000,"Powiat pabianicki",2011,695.93
"2912",1009000,"Powiat pajęczański",2011,680.5
"2913",1010000,"Powiat piotrkowski",2011,674.3
"2914",1011000,"Powiat poddębicki",2011,1589.04
"2915",1012000,"Powiat radomszczański",2011,855.13
"2916",1013000,"Powiat rawski",2011,962
"2917",1014000,"Powiat sieradzki",2011,906.01
"2918",1015000,"Powiat skierniewicki",2011,640.4
"2919",1016000,"Powiat tomaszowski",2011,916.34
"2920",1017000,"Powiat wieluński",2011,1167.86
"2921",1018000,"Powiat wieruszowski",2011,801.27
"2922",1019000,"Powiat zduńskowolski",2011,1211.37
"2923",1020000,"Powiat zgierski",2011,711.56
"2924",1021000,"Powiat brzeziński",2011,967.32
"2925",1201000,"Powiat bocheński",2011,925.92
"2926",1202000,"Powiat brzeski",2011,842.33
"2927",1203000,"Powiat chrzanowski",2011,708.15
"2928",1204000,"Powiat dąbrowski",2011,912.59
"2929",1205000,"Powiat gorlicki",2011,1004.79
"2930",1206000,"Powiat krakowski",2011,652.67
"2931",1207000,"Powiat limanowski",2011,1011.89
"2932",1208000,"Powiat miechowski",2011,1199.39
"2933",1209000,"Powiat myślenicki",2011,796.64
"2934",1210000,"Powiat nowosądecki",2011,731.54
"2935",1211000,"Powiat nowotarski",2011,883.88
"2936",1212000,"Powiat olkuski",2011,811.2
"2937",1213000,"Powiat oświęcimski",2011,951.16
"2938",1214000,"Powiat proszowicki",2011,817.74
"2939",1215000,"Powiat suski",2011,926.79
"2940",1216000,"Powiat tarnowski",2011,657.1
"2941",1217000,"Powiat tatrzański",2011,928.14
"2942",1218000,"Powiat wadowicki",2011,778.87
"2943",1219000,"Powiat wielicki",2011,524.44
"2944",1401000,"Powiat białobrzeski",2011,965.63
"2945",1402000,"Powiat ciechanowski",2011,937.46
"2946",1403000,"Powiat garwoliński",2011,868.31
"2947",1404000,"Powiat gostyniński",2011,977.52
"2948",1405000,"Powiat grodziski",2011,840.19
"2949",1406000,"Powiat grójecki",2011,927.2
"2950",1407000,"Powiat kozienicki",2011,961.06
"2951",1408000,"Powiat legionowski",2011,646.89
"2952",1409000,"Powiat lipski",2011,1288.85
"2953",1410000,"Powiat łosicki",2011,1038.36
"2954",1411000,"Powiat makowski",2011,1012.15
"2955",1412000,"Powiat miński",2011,807.95
"2956",1413000,"Powiat mławski",2011,922.77
"2957",1414000,"Powiat nowodworski",2011,765.45
"2958",1415000,"Powiat ostrołęcki",2011,805.84
"2959",1416000,"Powiat ostrowski",2011,736.92
"2960",1417000,"Powiat otwocki",2011,790.85
"2961",1418000,"Powiat piaseczyński",2011,988.14
"2962",1419000,"Powiat płocki",2011,782.53
"2963",1420000,"Powiat płoński",2011,943.48
"2964",1421000,"Powiat pruszkowski",2011,769.28
"2965",1422000,"Powiat przasnyski",2011,1446.71
"2966",1423000,"Powiat przysuski",2011,1429.78
"2967",1424000,"Powiat pułtuski",2011,1234.88
"2968",1425000,"Powiat radomski",2011,809.05
"2969",1426000,"Powiat siedlecki",2011,612.44
"2970",1427000,"Powiat sierpecki",2011,938.12
"2971",1428000,"Powiat sochaczewski",2011,846.37
"2972",1429000,"Powiat sokołowski",2011,831.44
"2973",1430000,"Powiat szydłowiecki",2011,849.32
"2974",1432000,"Powiat warszawski zachodni",2011,1013.25
"2975",1433000,"Powiat węgrowski",2011,879.61
"2976",1434000,"Powiat wołomiński",2011,592.3
"2977",1435000,"Powiat wyszkowski",2011,1034.52
"2978",1436000,"Powiat zwoleński",2011,841.65
"2979",1437000,"Powiat żuromiński",2011,1172.13
"2980",1438000,"Powiat żyrardowski",2011,988.57
"2981",1601000,"Powiat brzeski",2011,967.42
"2982",1602000,"Powiat głubczycki",2011,1075.25
"2983",1603000,"Powiat kędzierzyńsko-kozielski",2011,797.86
"2984",1604000,"Powiat kluczborski",2011,944.11
"2985",1605000,"Powiat krapkowicki",2011,557.35
"2986",1606000,"Powiat namysłowski",2011,1227.47
"2987",1607000,"Powiat nyski",2011,819.13
"2988",1608000,"Powiat oleski",2011,865.18
"2989",1609000,"Powiat opolski",2011,520.86
"2990",1610000,"Powiat prudnicki",2011,971.88
"2991",1611000,"Powiat strzelecki",2011,908.83
"2992",1801000,"Powiat bieszczadzki",2011,1339.31
"2993",1802000,"Powiat brzozowski",2011,997.45
"2994",1803000,"Powiat dębicki",2011,889
"2995",1804000,"Powiat jarosławski",2011,1077.88
"2996",1805000,"Powiat jasielski",2011,1077.3
"2997",1806000,"Powiat kolbuszowski",2011,800.62
"2998",1807000,"Powiat krośnieński",2011,672.31
"2999",1808000,"Powiat leżajski",2011,1131.91
"3000",1809000,"Powiat lubaczowski",2011,1372.28
"3001",1810000,"Powiat łańcucki",2011,988.88
"3002",1811000,"Powiat mielecki",2011,941.45
"3003",1812000,"Powiat niżański",2011,758.87
"3004",1813000,"Powiat przemyski",2011,522.4
"3005",1814000,"Powiat przeworski",2011,955.25
"3006",1815000,"Powiat ropczycko-sędziszowski",2011,1040.22
"3007",1816000,"Powiat rzeszowski",2011,736.97
"3008",1817000,"Powiat sanocki",2011,1000.5
"3009",1818000,"Powiat stalowowolski",2011,876.01
"3010",1819000,"Powiat strzyżowski",2011,1189.45
"3011",1820000,"Powiat tarnobrzeski",2011,855.51
"3012",1821000,"Powiat leski",2011,1208.79
"3013",2001000,"Powiat augustowski",2011,1066.64
"3014",2002000,"Powiat białostocki",2011,760.41
"3015",2003000,"Powiat bielski",2011,887.9
"3016",2004000,"Powiat grajewski",2011,966.21
"3017",2005000,"Powiat hajnowski",2011,836.42
"3018",2006000,"Powiat kolneński",2011,713.48
"3019",2007000,"Powiat łomżyński",2011,535.46
"3020",2008000,"Powiat moniecki",2011,815.44
"3021",2009000,"Powiat sejneński",2011,894.09
"3022",2010000,"Powiat siemiatycki",2011,1026.92
"3023",2011000,"Powiat sokólski",2011,975.94
"3024",2012000,"Powiat suwalski",2011,782.93
"3025",2013000,"Powiat wysokomazowiecki",2011,1006.76
"3026",2014000,"Powiat zambrowski",2011,946.88
"3027",2201000,"Powiat bytowski",2011,1203.36
"3028",2202000,"Powiat chojnicki",2011,1007.59
"3029",2203000,"Powiat człuchowski",2011,1579.26
"3030",2204000,"Powiat gdański",2011,634.37
"3031",2205000,"Powiat kartuski",2011,900.56
"3032",2206000,"Powiat kościerski",2011,910.7
"3033",2207000,"Powiat kwidzyński",2011,917.06
"3034",2208000,"Powiat lęborski",2011,994.12
"3035",2209000,"Powiat malborski",2011,1089.28
"3036",2210000,"Powiat nowodworski",2011,1089.09
"3037",2211000,"Powiat pucki",2011,716.53
"3038",2212000,"Powiat słupski",2011,895.23
"3039",2213000,"Powiat starogardzki",2011,1090.35
"3040",2214000,"Powiat tczewski",2011,1159.66
"3041",2215000,"Powiat wejherowski",2011,849.34
"3042",2216000,"Powiat sztumski",2011,1123.71
"3043",2401000,"Powiat będziński",2011,642.42
"3044",2402000,"Powiat bielski",2011,677.45
"3045",2403000,"Powiat cieszyński",2011,933.89
"3046",2404000,"Powiat częstochowski",2011,808.71
"3047",2405000,"Powiat gliwicki",2011,579.7
"3048",2406000,"Powiat kłobucki",2011,753.05
"3049",2407000,"Powiat lubliniecki",2011,1027.88
"3050",2408000,"Powiat mikołowski",2011,821.86
"3051",2409000,"Powiat myszkowski",2011,942.22
"3052",2410000,"Powiat pszczyński",2011,791
"3053",2411000,"Powiat raciborski",2011,1052.11
"3054",2412000,"Powiat rybnicki",2011,493.74
"3055",2413000,"Powiat tarnogórski",2011,1043.78
"3056",2414000,"Powiat bieruńsko-lędziński",2011,861.81
"3057",2415000,"Powiat wodzisławski",2011,788.75
"3058",2416000,"Powiat zawierciański",2011,1016.86
"3059",2417000,"Powiat żywiecki",2011,925.09
"3060",2601000,"Powiat buski",2011,1182.46
"3061",2602000,"Powiat jędrzejowski",2011,944.62
"3062",2603000,"Powiat kazimierski",2011,1141.36
"3063",2604000,"Powiat kielecki",2011,639.67
"3064",2605000,"Powiat konecki",2011,894.54
"3065",2606000,"Powiat opatowski",2011,1288.9
"3066",2607000,"Powiat ostrowiecki",2011,975.69
"3067",2608000,"Powiat pińczowski",2011,1025.67
"3068",2609000,"Powiat sandomierski",2011,977.96
"3069",2610000,"Powiat skarżyski",2011,1182.51
"3070",2611000,"Powiat starachowicki",2011,974.67
"3071",2612000,"Powiat staszowski",2011,983.44
"3072",2613000,"Powiat włoszczowski",2011,972.51
"3073",2801000,"Powiat bartoszycki",2011,1006.47
"3074",2802000,"Powiat braniewski",2011,1514.47
"3075",2803000,"Powiat działdowski",2011,832.55
"3076",2804000,"Powiat elbląski",2011,940.94
"3077",2805000,"Powiat ełcki",2011,1112.67
"3078",2806000,"Powiat giżycki",2011,1196.37
"3079",2807000,"Powiat iławski",2011,1140.36
"3080",2808000,"Powiat kętrzyński",2011,1076.18
"3081",2809000,"Powiat lidzbarski",2011,1326.43
"3082",2810000,"Powiat mrągowski",2011,976.09
"3083",2811000,"Powiat nidzicki",2011,1130.31
"3084",2812000,"Powiat nowomiejski",2011,766.44
"3085",2813000,"Powiat olecki",2011,1371.03
"3086",2814000,"Powiat olsztyński",2011,978.66
"3087",2815000,"Powiat ostródzki",2011,1035.32
"3088",2816000,"Powiat piski",2011,1045.6
"3089",2817000,"Powiat szczycieński",2011,1016.12
"3090",2818000,"Powiat gołdapski",2011,914.27
"3091",2819000,"Powiat węgorzewski",2011,1703.48
"3092",3001000,"Powiat chodzieski",2011,940.76
"3093",3002000,"Powiat czarnkowsko-trzcianecki",2011,950.6
"3094",3003000,"Powiat gnieźnieński",2011,861.46
"3095",3004000,"Powiat gostyński",2011,973.51
"3096",3005000,"Powiat grodziski",2011,740.56
"3097",3006000,"Powiat jarociński",2011,985.56
"3098",3007000,"Powiat kaliski",2011,508.39
"3099",3008000,"Powiat kępiński",2011,768.65
"3100",3009000,"Powiat kolski",2011,811.11
"3101",3010000,"Powiat koniński",2011,591.83
"3102",3011000,"Powiat kościański",2011,914
"3103",3012000,"Powiat krotoszyński",2011,1024.76
"3104",3013000,"Powiat leszczyński",2011,650.39
"3105",3014000,"Powiat międzychodzki",2011,1070.01
"3106",3015000,"Powiat nowotomyski",2011,729.69
"3107",3016000,"Powiat obornicki",2011,785.05
"3108",3017000,"Powiat ostrowski",2011,851.03
"3109",3018000,"Powiat ostrzeszowski",2011,1144.56
"3110",3019000,"Powiat pilski",2011,971.81
"3111",3020000,"Powiat pleszewski",2011,1188.6
"3112",3021000,"Powiat poznański",2011,604.33
"3113",3022000,"Powiat rawicki",2011,875.61
"3114",3023000,"Powiat słupecki",2011,1172.04
"3115",3024000,"Powiat szamotulski",2011,722.53
"3116",3025000,"Powiat średzki",2011,776.89
"3117",3026000,"Powiat śremski",2011,862.56
"3118",3027000,"Powiat turecki",2011,915.52
"3119",3028000,"Powiat wągrowiecki",2011,923
"3120",3029000,"Powiat wolsztyński",2011,987.99
"3121",3030000,"Powiat wrzesiński",2011,840.5
"3122",3031000,"Powiat złotowski",2011,812.82
"3123",3201000,"Powiat białogardzki",2011,1092.07
"3124",3202000,"Powiat choszczeński",2011,1089.9
"3125",3203000,"Powiat drawski",2011,1183.79
"3126",3204000,"Powiat goleniowski",2011,921.29
"3127",3205000,"Powiat gryficki",2011,1179.88
"3128",3206000,"Powiat gryfiński",2011,844.92
"3129",3207000,"Powiat kamieński",2011,944.65
"3130",3208000,"Powiat kołobrzeski",2011,1244.97
"3131",3209000,"Powiat koszaliński",2011,1215.62
"3132",3210000,"Powiat myśliborski",2011,970.79
"3133",3211000,"Powiat policki",2011,1191.94
"3134",3212000,"Powiat pyrzycki",2011,1007.95
"3135",3213000,"Powiat sławieński",2011,892.16
"3136",3214000,"Powiat stargardzki",2011,966.18
"3137",3215000,"Powiat szczecinecki",2011,1212.67
"3138",3216000,"Powiat świdwiński",2011,1152.5
"3139",3217000,"Powiat wałecki",2011,897.15
"3140",3218000,"Powiat łobeski",2011,1012.96
"3141",201000,"Powiat bolesławiecki",2012,760.14
"3142",202000,"Powiat dzierżoniowski",2012,847.36
"3143",203000,"Powiat głogowski",2012,1142.15
"3144",204000,"Powiat górowski",2012,1121.64
"3145",205000,"Powiat jaworski",2012,1001.3
"3146",206000,"Powiat jeleniogórski",2012,1117.19
"3147",207000,"Powiat kamiennogórski",2012,953.95
"3148",208000,"Powiat kłodzki",2012,1029.11
"3149",209000,"Powiat legnicki",2012,1023.84
"3150",210000,"Powiat lubański",2012,1115.66
"3151",211000,"Powiat lubiński",2012,784.75
"3152",212000,"Powiat lwówecki",2012,1181.51
"3153",213000,"Powiat milicki",2012,1423.78
"3154",214000,"Powiat oleśnicki",2012,877.24
"3155",215000,"Powiat oławski",2012,714.8
"3156",216000,"Powiat polkowicki",2012,1012.68
"3157",217000,"Powiat strzeliński",2012,1042.19
"3158",218000,"Powiat średzki",2012,655.13
"3159",219000,"Powiat świdnicki",2012,885.08
"3160",220000,"Powiat trzebnicki",2012,787.35
"3161",221000,"Powiat wałbrzyski",2012,766.35
"3162",222000,"Powiat wołowski",2012,1100.43
"3163",223000,"Powiat wrocławski",2012,741.68
"3164",224000,"Powiat ząbkowicki",2012,1170.89
"3165",225000,"Powiat zgorzelecki",2012,948.19
"3166",226000,"Powiat złotoryjski",2012,881.79
"3167",401000,"Powiat aleksandrowski",2012,797.6
"3168",402000,"Powiat brodnicki",2012,819.73
"3169",403000,"Powiat bydgoski",2012,522.52
"3170",404000,"Powiat chełmiński",2012,970.41
"3171",405000,"Powiat golubsko-dobrzyński",2012,821.34
"3172",406000,"Powiat grudziądzki",2012,562.5
"3173",407000,"Powiat inowrocławski",2012,950.89
"3174",408000,"Powiat lipnowski",2012,847.03
"3175",409000,"Powiat mogileński",2012,1223.79
"3176",410000,"Powiat nakielski",2012,923.4
"3177",411000,"Powiat radziejowski",2012,1074.27
"3178",412000,"Powiat rypiński",2012,958.8
"3179",413000,"Powiat sępoleński",2012,1200.03
"3180",414000,"Powiat świecki",2012,803.57
"3181",415000,"Powiat toruński",2012,811.27
"3182",416000,"Powiat tucholski",2012,1203.43
"3183",417000,"Powiat wąbrzeski",2012,937.63
"3184",418000,"Powiat włocławski",2012,761.91
"3185",419000,"Powiat żniński",2012,929.18
"3186",601000,"Powiat bialski",2012,715.1
"3187",602000,"Powiat biłgorajski",2012,848.97
"3188",603000,"Powiat chełmski",2012,822.5
"3189",604000,"Powiat hrubieszowski",2012,760.84
"3190",605000,"Powiat janowski",2012,863.12
"3191",606000,"Powiat krasnostawski",2012,1063.44
