"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_poprodukcyjnym_proc"
"17574",417000,"Powiat wąbrzeski",2012,16.3
"17575",418000,"Powiat włocławski",2012,16.8
"17576",419000,"Powiat żniński",2012,16.1
"17577",461000,"Powiat m.Bydgoszcz",2012,20.8
"17578",462000,"Powiat m.Grudziądz",2012,18.8
"17579",463000,"Powiat m.Toruń",2012,18.6
"17580",464000,"Powiat m.Włocławek",2012,19.5
"17581",601000,"Powiat bialski",2012,18
"17582",602000,"Powiat biłgorajski",2012,17.9
"17583",603000,"Powiat chełmski",2012,17.4
"17584",604000,"Powiat hrubieszowski",2012,19.8
"17585",605000,"Powiat janowski",2012,19.1
"17586",606000,"Powiat krasnostawski",2012,21.9
"17587",607000,"Powiat kraśnicki",2012,19.6
"17588",608000,"Powiat lubartowski",2012,17.9
"17589",609000,"Powiat lubelski",2012,16.6
"17590",610000,"Powiat łęczyński",2012,13.4
"17591",611000,"Powiat łukowski",2012,16.7
"17592",612000,"Powiat opolski",2012,18.9
"17593",613000,"Powiat parczewski",2012,19.2
"17594",614000,"Powiat puławski",2012,20.8
"17595",615000,"Powiat radzyński",2012,17.5
"17596",616000,"Powiat rycki",2012,18.1
"17597",617000,"Powiat świdnicki",2012,19.4
"17598",618000,"Powiat tomaszowski",2012,18.7
"17599",619000,"Powiat włodawski",2012,17.8
"17600",620000,"Powiat zamojski",2012,19.5
"17601",661000,"Powiat m.Biała Podlaska",2012,14.8
"17602",662000,"Powiat m.Chełm",2012,18
"17603",663000,"Powiat m.Lublin",2012,19.5
"17604",664000,"Powiat m.Zamość",2012,16.8
"17605",801000,"Powiat gorzowski",2012,13.9
"17606",802000,"Powiat krośnieński",2012,15.6
"17607",803000,"Powiat międzyrzecki",2012,16.2
"17608",804000,"Powiat nowosolski",2012,17.1
"17609",805000,"Powiat słubicki",2012,14.6
"17610",806000,"Powiat strzelecko-drezdenecki",2012,16.2
"17611",807000,"Powiat sulęciński",2012,15.2
"17612",808000,"Powiat świebodziński",2012,16
"17613",809000,"Powiat zielonogórski",2012,14.5
"17614",810000,"Powiat żagański",2012,16.8
"17615",811000,"Powiat żarski",2012,16.2
"17616",812000,"Powiat wschowski",2012,15.4
"17617",861000,"Powiat m.Gorzów Wielkopolski",2012,18.3
"17618",862000,"Powiat m.Zielona Góra",2012,19.5
"17619",1001000,"Powiat bełchatowski",2012,14
"17620",1002000,"Powiat kutnowski",2012,19.9
"17621",1003000,"Powiat łaski",2012,18.9
"17622",1004000,"Powiat łęczycki",2012,20.4
"17623",1005000,"Powiat łowicki",2012,19.3
"17624",1006000,"Powiat łódzki wschodni",2012,17.4
"17625",1007000,"Powiat opoczyński",2012,17.4
"17626",1008000,"Powiat pabianicki",2012,20.8
"17627",1009000,"Powiat pajęczański",2012,18.7
"17628",1010000,"Powiat piotrkowski",2012,17.8
"17629",1011000,"Powiat poddębicki",2012,19.8
"17630",1012000,"Powiat radomszczański",2012,19.4
"17631",1013000,"Powiat rawski",2012,17.8
"17632",1014000,"Powiat sieradzki",2012,18.3
"17633",1015000,"Powiat skierniewicki",2012,19
"17634",1016000,"Powiat tomaszowski",2012,19.4
"17635",1017000,"Powiat wieluński",2012,18.5
"17636",1018000,"Powiat wieruszowski",2012,17
"17637",1019000,"Powiat zduńskowolski",2012,18.2
"17638",1020000,"Powiat zgierski",2012,19.5
"17639",1021000,"Powiat brzeziński",2012,18.7
"17640",1061000,"Powiat m.Łódź",2012,23.4
"17641",1062000,"Powiat m.Piotrków Trybunalski",2012,19.5
"17642",1063000,"Powiat m.Skierniewice",2012,17.5
"17643",1201000,"Powiat bocheński",2012,15.3
"17644",1202000,"Powiat brzeski",2012,15.7
"17645",1203000,"Powiat chrzanowski",2012,19.1
"17646",1204000,"Powiat dąbrowski",2012,16.3
"17647",1205000,"Powiat gorlicki",2012,16.6
"17648",1206000,"Powiat krakowski",2012,16.2
"17649",1207000,"Powiat limanowski",2012,14
"17650",1208000,"Powiat miechowski",2012,20.8
"17651",1209000,"Powiat myślenicki",2012,14.1
"17652",1210000,"Powiat nowosądecki",2012,13.6
"17653",1211000,"Powiat nowotarski",2012,15.2
"17654",1212000,"Powiat olkuski",2012,18.7
"17655",1213000,"Powiat oświęcimski",2012,18.6
"17656",1214000,"Powiat proszowicki",2012,18.4
"17657",1215000,"Powiat suski",2012,16.4
"17658",1216000,"Powiat tarnowski",2012,15.6
"17659",1217000,"Powiat tatrzański",2012,17.4
"17660",1218000,"Powiat wadowicki",2012,16.1
"17661",1219000,"Powiat wielicki",2012,15
"17662",1261000,"Powiat m.Kraków",2012,20.5
"17663",1262000,"Powiat m.Nowy Sącz",2012,17.3
"17664",1263000,"Powiat m.Tarnów",2012,20.1
"17665",1401000,"Powiat białobrzeski",2012,16.3
"17666",1402000,"Powiat ciechanowski",2012,16.4
"17667",1403000,"Powiat garwoliński",2012,16
"17668",1404000,"Powiat gostyniński",2012,18.5
"17669",1405000,"Powiat grodziski",2012,17.2
"17670",1406000,"Powiat grójecki",2012,17.7
"17671",1407000,"Powiat kozienicki",2012,17.6
"17672",1408000,"Powiat legionowski",2012,15.5
"17673",1409000,"Powiat lipski",2012,20.4
"17674",1410000,"Powiat łosicki",2012,19.5
"17675",1411000,"Powiat makowski",2012,17.4
"17676",1412000,"Powiat miński",2012,16.5
"17677",1413000,"Powiat mławski",2012,17.1
"17678",1414000,"Powiat nowodworski",2012,16.2
"17679",1415000,"Powiat ostrołęcki",2012,14.8
"17680",1416000,"Powiat ostrowski",2012,18
"17681",1417000,"Powiat otwocki",2012,18.2
"17682",1418000,"Powiat piaseczyński",2012,15.3
"17683",1419000,"Powiat płocki",2012,16.5
"17684",1420000,"Powiat płoński",2012,17.3
"17685",1421000,"Powiat pruszkowski",2012,18.4
"17686",1422000,"Powiat przasnyski",2012,16.3
"17687",1423000,"Powiat przysuski",2012,19.2
"17688",1424000,"Powiat pułtuski",2012,16.7
"17689",1425000,"Powiat radomski",2012,14.8
"17690",1426000,"Powiat siedlecki",2012,17.3
"17691",1427000,"Powiat sierpecki",2012,16.9
"17692",1428000,"Powiat sochaczewski",2012,17.1
"17693",1429000,"Powiat sokołowski",2012,19.9
"17694",1430000,"Powiat szydłowiecki",2012,16.8
"17695",1432000,"Powiat warszawski zachodni",2012,16.7
"17696",1433000,"Powiat węgrowski",2012,18.1
"17697",1434000,"Powiat wołomiński",2012,14.6
"17698",1435000,"Powiat wyszkowski",2012,15.6
"17699",1436000,"Powiat zwoleński",2012,17.6
"17700",1437000,"Powiat żuromiński",2012,18
"17701",1438000,"Powiat żyrardowski",2012,18.1
"17702",1461000,"Powiat m.Ostrołęka",2012,15
"17703",1462000,"Powiat m.Płock",2012,18.8
"17704",1463000,"Powiat m.Radom",2012,18.7
"17705",1464000,"Powiat m.Siedlce",2012,16.6
"17706",1465000,"Powiat m. st. Warszawa",2012,22
"17707",1601000,"Powiat brzeski",2012,17.3
"17708",1602000,"Powiat głubczycki",2012,19
"17709",1603000,"Powiat kędzierzyńsko-kozielski",2012,19.7
"17710",1604000,"Powiat kluczborski",2012,17.9
"17711",1605000,"Powiat krapkowicki",2012,17.5
"17712",1606000,"Powiat namysłowski",2012,16.8
"17713",1607000,"Powiat nyski",2012,18.4
"17714",1608000,"Powiat oleski",2012,18.3
"17715",1609000,"Powiat opolski",2012,16.9
"17716",1610000,"Powiat prudnicki",2012,19.3
"17717",1611000,"Powiat strzelecki",2012,17.8
"17718",1661000,"Powiat m.Opole",2012,20.2
"17719",1801000,"Powiat bieszczadzki",2012,15
"17720",1802000,"Powiat brzozowski",2012,16.4
"17721",1803000,"Powiat dębicki",2012,15.7
"17722",1804000,"Powiat jarosławski",2012,16.5
"17723",1805000,"Powiat jasielski",2012,16.9
"17724",1806000,"Powiat kolbuszowski",2012,15.8
"17725",1807000,"Powiat krośnieński",2012,16.9
"17726",1808000,"Powiat leżajski",2012,16.1
"17727",1809000,"Powiat lubaczowski",2012,16.9
"17728",1810000,"Powiat łańcucki",2012,17.3
"17729",1811000,"Powiat mielecki",2012,16.6
"17730",1812000,"Powiat niżański",2012,15.8
"17731",1813000,"Powiat przemyski",2012,15.3
"17732",1814000,"Powiat przeworski",2012,17
"17733",1815000,"Powiat ropczycko-sędziszowski",2012,15.6
"17734",1816000,"Powiat rzeszowski",2012,16.2
"17735",1817000,"Powiat sanocki",2012,16.6
"17736",1818000,"Powiat stalowowolski",2012,17.2
"17737",1819000,"Powiat strzyżowski",2012,17
"17738",1820000,"Powiat tarnobrzeski",2012,16.7
"17739",1821000,"Powiat leski",2012,16.9
"17740",1861000,"Powiat m.Krosno",2012,19.1
"17741",1862000,"Powiat m.Przemyśl",2012,19.6
"17742",1863000,"Powiat m.Rzeszów",2012,17.2
"17743",1864000,"Powiat m.Tarnobrzeg",2012,18.8
"17744",2001000,"Powiat augustowski",2012,18.2
"17745",2002000,"Powiat białostocki",2012,17.5
"17746",2003000,"Powiat bielski",2012,23.1
"17747",2004000,"Powiat grajewski",2012,16.2
"17748",2005000,"Powiat hajnowski",2012,25.3
"17749",2006000,"Powiat kolneński",2012,16.4
"17750",2007000,"Powiat łomżyński",2012,16.9
"17751",2008000,"Powiat moniecki",2012,19.1
"17752",2009000,"Powiat sejneński",2012,19.2
"17753",2010000,"Powiat siemiatycki",2012,21.5
"17754",2011000,"Powiat sokólski",2012,19.9
"17755",2012000,"Powiat suwalski",2012,16.9
"17756",2013000,"Powiat wysokomazowiecki",2012,19.1
"17757",2014000,"Powiat zambrowski",2012,17.1
"17758",2061000,"Powiat m.Białystok",2012,17.6
"17759",2062000,"Powiat m.Łomża",2012,15
"17760",2063000,"Powiat m.Suwałki",2012,14.1
"17761",2201000,"Powiat bytowski",2012,13.7
"17762",2202000,"Powiat chojnicki",2012,14.8
"17763",2203000,"Powiat człuchowski",2012,14.6
"17764",2204000,"Powiat gdański",2012,12.2
"17765",2205000,"Powiat kartuski",2012,11.9
"17766",2206000,"Powiat kościerski",2012,14
"17767",2207000,"Powiat kwidzyński",2012,13.5
"17768",2208000,"Powiat lęborski",2012,14.7
"17769",2209000,"Powiat malborski",2012,15.8
"17770",2210000,"Powiat nowodworski",2012,14.7
"17771",2211000,"Powiat pucki",2012,13.4
"17772",2212000,"Powiat słupski",2012,13.9
"17773",2213000,"Powiat starogardzki",2012,14.2
"17774",2214000,"Powiat tczewski",2012,15.2
"17775",2215000,"Powiat wejherowski",2012,13
"17776",2216000,"Powiat sztumski",2012,13.3
"17777",2261000,"Powiat m.Gdańsk",2012,20.7
"17778",2262000,"Powiat m.Gdynia",2012,21.4
"17779",2263000,"Powiat m.Słupsk",2012,19.6
"17780",2264000,"Powiat m.Sopot",2012,26.8
"17781",2401000,"Powiat będziński",2012,20.5
"17782",2402000,"Powiat bielski",2012,16.6
"17783",2403000,"Powiat cieszyński",2012,17.6
"17784",2404000,"Powiat częstochowski",2012,18.3
"17785",2405000,"Powiat gliwicki",2012,17.4
"17786",2406000,"Powiat kłobucki",2012,18.4
"17787",2407000,"Powiat lubliniecki",2012,16.9
"17788",2408000,"Powiat mikołowski",2012,16.7
"17789",2409000,"Powiat myszkowski",2012,19.3
"17790",2410000,"Powiat pszczyński",2012,13.7
"17791",2411000,"Powiat raciborski",2012,17.5
"17792",2412000,"Powiat rybnicki",2012,16.1
"17793",2413000,"Powiat tarnogórski",2012,18.8
"17794",2414000,"Powiat bieruńsko-lędziński",2012,14.7
"17795",2415000,"Powiat wodzisławski",2012,18.1
"17796",2416000,"Powiat zawierciański",2012,20.6
"17797",2417000,"Powiat żywiecki",2012,17.3
"17798",2461000,"Powiat m.Bielsko-Biała",2012,20.3
"17799",2462000,"Powiat m.Bytom",2012,20
"17800",2463000,"Powiat m.Chorzów",2012,20.9
"17801",2464000,"Powiat m.Częstochowa",2012,21
"17802",2465000,"Powiat m.Dąbrowa Górnicza",2012,18.5
"17803",2466000,"Powiat m.Gliwice",2012,19.8
"17804",2467000,"Powiat m.Jastrzębie-Zdrój",2012,19.1
"17805",2468000,"Powiat m.Jaworzno",2012,18.3
"17806",2469000,"Powiat m.Katowice",2012,21.8
"17807",2470000,"Powiat m.Mysłowice",2012,16.9
"17808",2471000,"Powiat m.Piekary Śląskie",2012,19
"17809",2472000,"Powiat m.Ruda Śląska",2012,17.7
"17810",2473000,"Powiat m.Rybnik",2012,16.9
"17811",2474000,"Powiat m.Siemianowice Śląskie",2012,19.8
"17812",2475000,"Powiat m.Sosnowiec",2012,20.7
"17813",2476000,"Powiat m.Świętochłowice",2012,18.8
"17814",2477000,"Powiat m.Tychy",2012,17.1
"17815",2478000,"Powiat m.Zabrze",2012,18.8
"17816",2479000,"Powiat m.Żory",2012,14
"17817",2601000,"Powiat buski",2012,20.7
"17818",2602000,"Powiat jędrzejowski",2012,18.9
"17819",2603000,"Powiat kazimierski",2012,20.8
"17820",2604000,"Powiat kielecki",2012,15
"17821",2605000,"Powiat konecki",2012,19.9
"17822",2606000,"Powiat opatowski",2012,19.3
"17823",2607000,"Powiat ostrowiecki",2012,20.1
"17824",2608000,"Powiat pińczowski",2012,21
"17825",2609000,"Powiat sandomierski",2012,19.8
"17826",2610000,"Powiat skarżyski",2012,21
"17827",2611000,"Powiat starachowicki",2012,20.6
"17828",2612000,"Powiat staszowski",2012,17.7
"17829",2613000,"Powiat włoszczowski",2012,19.1
"17830",2661000,"Powiat m.Kielce",2012,20.7
"17831",2801000,"Powiat bartoszycki",2012,16.2
"17832",2802000,"Powiat braniewski",2012,15.1
"17833",2803000,"Powiat działdowski",2012,15
"17834",2804000,"Powiat elbląski",2012,14.2
"17835",2805000,"Powiat ełcki",2012,14.3
"17836",2806000,"Powiat giżycki",2012,16.6
"17837",2807000,"Powiat iławski",2012,14.7
"17838",2808000,"Powiat kętrzyński",2012,16.8
"17839",2809000,"Powiat lidzbarski",2012,16.6
"17840",2810000,"Powiat mrągowski",2012,15.1
"17841",2811000,"Powiat nidzicki",2012,15.1
"17842",2812000,"Powiat nowomiejski",2012,15.3
"17843",2813000,"Powiat olecki",2012,15.5
"17844",2814000,"Powiat olsztyński",2012,13.7
"17845",2815000,"Powiat ostródzki",2012,15.6
"17846",2816000,"Powiat piski",2012,15.4
"17847",2817000,"Powiat szczycieński",2012,14.8
"17848",2818000,"Powiat gołdapski",2012,15
"17849",2819000,"Powiat węgorzewski",2012,17.4
"17850",2861000,"Powiat m.Elbląg",2012,17.8
"17851",2862000,"Powiat m.Olsztyn",2012,17.8
"17852",3001000,"Powiat chodzieski",2012,15.7
"17853",3002000,"Powiat czarnkowsko-trzcianecki",2012,15.6
"17854",3003000,"Powiat gnieźnieński",2012,15.8
"17855",3004000,"Powiat gostyński",2012,15.8
"17856",3005000,"Powiat grodziski",2012,13.6
"17857",3006000,"Powiat jarociński",2012,16.2
"17858",3007000,"Powiat kaliski",2012,16.6
"17859",3008000,"Powiat kępiński",2012,15.6
"17860",3009000,"Powiat kolski",2012,17.6
"17861",3010000,"Powiat koniński",2012,14.6
"17862",3011000,"Powiat kościański",2012,15.9
"17863",3012000,"Powiat krotoszyński",2012,16
"17864",3013000,"Powiat leszczyński",2012,13.9
"17865",3014000,"Powiat międzychodzki",2012,15.5
"17866",3015000,"Powiat nowotomyski",2012,15
"17867",3016000,"Powiat obornicki",2012,14.2
"17868",3017000,"Powiat ostrowski",2012,16.8
"17869",3018000,"Powiat ostrzeszowski",2012,15.8
"17870",3019000,"Powiat pilski",2012,15.6
"17871",3020000,"Powiat pleszewski",2012,15.9
"17872",3021000,"Powiat poznański",2012,13.2
"17873",3022000,"Powiat rawicki",2012,16.1
"17874",3023000,"Powiat słupecki",2012,16.3
"17875",3024000,"Powiat szamotulski",2012,15.3
"17876",3025000,"Powiat średzki",2012,15
"17877",3026000,"Powiat śremski",2012,14.7
"17878",3027000,"Powiat turecki",2012,16.4
"17879",3028000,"Powiat wągrowiecki",2012,14.8
"17880",3029000,"Powiat wolsztyński",2012,14.9
"17881",3030000,"Powiat wrzesiński",2012,15.6
"17882",3031000,"Powiat złotowski",2012,14.5
"17883",3061000,"Powiat m.Kalisz",2012,20.9
"17884",3062000,"Powiat m.Konin",2012,19.8
"17885",3063000,"Powiat m.Leszno",2012,17.7
"17886",3064000,"Powiat m.Poznań",2012,20.6
"17887",3201000,"Powiat białogardzki",2012,15.8
"17888",3202000,"Powiat choszczeński",2012,15.8
"17889",3203000,"Powiat drawski",2012,15.9
"17890",3204000,"Powiat goleniowski",2012,15
"17891",3205000,"Powiat gryficki",2012,15.3
"17892",3206000,"Powiat gryfiński",2012,15.1
"17893",3207000,"Powiat kamieński",2012,16.3
"17894",3208000,"Powiat kołobrzeski",2012,17.4
"17895",3209000,"Powiat koszaliński",2012,13.7
"17896",3210000,"Powiat myśliborski",2012,16.1
"17897",3211000,"Powiat policki",2012,11.7
"17898",3212000,"Powiat pyrzycki",2012,16.2
"17899",3213000,"Powiat sławieński",2012,15.9
"17900",3214000,"Powiat stargardzki",2012,16.1
"17901",3215000,"Powiat szczecinecki",2012,16.6
"17902",3216000,"Powiat świdwiński",2012,16.3
"17903",3217000,"Powiat wałecki",2012,15.8
"17904",3218000,"Powiat łobeski",2012,16.5
"17905",3261000,"Powiat m.Koszalin",2012,20.4
"17906",3262000,"Powiat m.Szczecin",2012,20.3
"17907",3263000,"Powiat m.Świnoujście",2012,20.2
"17908",201000,"Powiat bolesławiecki",2013,17.5
"17909",202000,"Powiat dzierżoniowski",2013,20.4
"17910",203000,"Powiat głogowski",2013,16.8
"17911",204000,"Powiat górowski",2013,16.7
"17912",205000,"Powiat jaworski",2013,17.9
"17913",206000,"Powiat jeleniogórski",2013,18.3
"17914",207000,"Powiat kamiennogórski",2013,18.8
"17915",208000,"Powiat kłodzki",2013,20.2
"17916",209000,"Powiat legnicki",2013,16.8
"17917",210000,"Powiat lubański",2013,18.4
"17918",211000,"Powiat lubiński",2013,18.6
"17919",212000,"Powiat lwówecki",2013,17.6
"17920",213000,"Powiat milicki",2013,16.9
"17921",214000,"Powiat oleśnicki",2013,16.9
"17922",215000,"Powiat oławski",2013,17.3
"17923",216000,"Powiat polkowicki",2013,15.3
"17924",217000,"Powiat strzeliński",2013,17.8
"17925",218000,"Powiat średzki",2013,15.6
"17926",219000,"Powiat świdnicki",2013,18.9
"17927",220000,"Powiat trzebnicki",2013,15.9
"17928",221000,"Powiat wałbrzyski",2013,19.7
"17929",222000,"Powiat wołowski",2013,17.9
"17930",223000,"Powiat wrocławski",2013,14
"17931",224000,"Powiat ząbkowicki",2013,19.1
"17932",225000,"Powiat zgorzelecki",2013,18.5
"17933",226000,"Powiat złotoryjski",2013,16.3
"17934",261000,"Powiat m.Jelenia Góra",2013,23.1
"17935",262000,"Powiat m.Legnica",2013,19.6
"17936",263000,"Powiat m.Wałbrzych do 2002",2013,NA
"17937",264000,"Powiat m.Wrocław",2013,21.5
"17938",265000,"Powiat m.Wałbrzych od 2013",2013,21.9
"17939",401000,"Powiat aleksandrowski",2013,18.7
"17940",402000,"Powiat brodnicki",2013,15.5
"17941",403000,"Powiat bydgoski",2013,14.1
"17942",404000,"Powiat chełmiński",2013,15.9
"17943",405000,"Powiat golubsko-dobrzyński",2013,15.9
"17944",406000,"Powiat grudziądzki",2013,14.7
"17945",407000,"Powiat inowrocławski",2013,17.9
"17946",408000,"Powiat lipnowski",2013,15.5
"17947",409000,"Powiat mogileński",2013,17
"17948",410000,"Powiat nakielski",2013,15.3
"17949",411000,"Powiat radziejowski",2013,18.1
"17950",412000,"Powiat rypiński",2013,17
"17951",413000,"Powiat sępoleński",2013,16.1
"17952",414000,"Powiat świecki",2013,15.8
"17953",415000,"Powiat toruński",2013,13.4
"17954",416000,"Powiat tucholski",2013,15.3
"17955",417000,"Powiat wąbrzeski",2013,16.7
"17956",418000,"Powiat włocławski",2013,17.2
"17957",419000,"Powiat żniński",2013,16.8
"17958",461000,"Powiat m.Bydgoszcz",2013,21.6
"17959",462000,"Powiat m.Grudziądz",2013,19.5
"17960",463000,"Powiat m.Toruń",2013,19.5
"17961",464000,"Powiat m.Włocławek",2013,20.5
"17962",601000,"Powiat bialski",2013,18.1
"17963",602000,"Powiat biłgorajski",2013,18.4
"17964",603000,"Powiat chełmski",2013,17.6
"17965",604000,"Powiat hrubieszowski",2013,20.3
"17966",605000,"Powiat janowski",2013,19.4
"17967",606000,"Powiat krasnostawski",2013,22.3
"17968",607000,"Powiat kraśnicki",2013,20.2
"17969",608000,"Powiat lubartowski",2013,18.2
"17970",609000,"Powiat lubelski",2013,16.9
"17971",610000,"Powiat łęczyński",2013,14
"17972",611000,"Powiat łukowski",2013,17.1
"17973",612000,"Powiat opolski",2013,19.4
"17974",613000,"Powiat parczewski",2013,19.6
"17975",614000,"Powiat puławski",2013,21.4
"17976",615000,"Powiat radzyński",2013,17.9
"17977",616000,"Powiat rycki",2013,18.7
"17978",617000,"Powiat świdnicki",2013,20
"17979",618000,"Powiat tomaszowski",2013,19.2
"17980",619000,"Powiat włodawski",2013,18.4
"17981",620000,"Powiat zamojski",2013,19.7
"17982",661000,"Powiat m.Biała Podlaska",2013,15.8
"17983",662000,"Powiat m.Chełm",2013,18.9
"17984",663000,"Powiat m.Lublin",2013,20.4
"17985",664000,"Powiat m.Zamość",2013,17.8
"17986",801000,"Powiat gorzowski",2013,14.5
"17987",802000,"Powiat krośnieński",2013,16.4
"17988",803000,"Powiat międzyrzecki",2013,16.9
"17989",804000,"Powiat nowosolski",2013,17.9
"17990",805000,"Powiat słubicki",2013,15.1
"17991",806000,"Powiat strzelecko-drezdenecki",2013,16.8
"17992",807000,"Powiat sulęciński",2013,15.9
"17993",808000,"Powiat świebodziński",2013,16.7
"17994",809000,"Powiat zielonogórski",2013,15.2
"17995",810000,"Powiat żagański",2013,17.4
"17996",811000,"Powiat żarski",2013,16.9
"17997",812000,"Powiat wschowski",2013,16.1
"17998",861000,"Powiat m.Gorzów Wielkopolski",2013,19.2
"17999",862000,"Powiat m.Zielona Góra",2013,20.4
"18000",1001000,"Powiat bełchatowski",2013,14.7
"18001",1002000,"Powiat kutnowski",2013,20.6
"18002",1003000,"Powiat łaski",2013,19.3
"18003",1004000,"Powiat łęczycki",2013,20.7
"18004",1005000,"Powiat łowicki",2013,19.7
"18005",1006000,"Powiat łódzki wschodni",2013,17.9
"18006",1007000,"Powiat opoczyński",2013,17.8
"18007",1008000,"Powiat pabianicki",2013,21.4
"18008",1009000,"Powiat pajęczański",2013,19.1
"18009",1010000,"Powiat piotrkowski",2013,18.1
"18010",1011000,"Powiat poddębicki",2013,20.2
"18011",1012000,"Powiat radomszczański",2013,20
"18012",1013000,"Powiat rawski",2013,18.3
"18013",1014000,"Powiat sieradzki",2013,18.7
"18014",1015000,"Powiat skierniewicki",2013,19.2
"18015",1016000,"Powiat tomaszowski",2013,20
"18016",1017000,"Powiat wieluński",2013,19
"18017",1018000,"Powiat wieruszowski",2013,17.4
"18018",1019000,"Powiat zduńskowolski",2013,18.8
"18019",1020000,"Powiat zgierski",2013,20.1
"18020",1021000,"Powiat brzeziński",2013,19.2
"18021",1061000,"Powiat m.Łódź",2013,24.3
"18022",1062000,"Powiat m.Piotrków Trybunalski",2013,20.3
"18023",1063000,"Powiat m.Skierniewice",2013,18.4
"18024",1201000,"Powiat bocheński",2013,15.8
"18025",1202000,"Powiat brzeski",2013,16.1
"18026",1203000,"Powiat chrzanowski",2013,19.6
"18027",1204000,"Powiat dąbrowski",2013,16.6
"18028",1205000,"Powiat gorlicki",2013,17
"18029",1206000,"Powiat krakowski",2013,16.6
"18030",1207000,"Powiat limanowski",2013,14.3
"18031",1208000,"Powiat miechowski",2013,21.3
"18032",1209000,"Powiat myślenicki",2013,14.4
"18033",1210000,"Powiat nowosądecki",2013,13.9
"18034",1211000,"Powiat nowotarski",2013,15.6
"18035",1212000,"Powiat olkuski",2013,19.5
"18036",1213000,"Powiat oświęcimski",2013,19
"18037",1214000,"Powiat proszowicki",2013,18.8
"18038",1215000,"Powiat suski",2013,16.7
"18039",1216000,"Powiat tarnowski",2013,15.9
"18040",1217000,"Powiat tatrzański",2013,17.8
"18041",1218000,"Powiat wadowicki",2013,16.5
"18042",1219000,"Powiat wielicki",2013,15.3
"18043",1261000,"Powiat m.Kraków",2013,21.1
"18044",1262000,"Powiat m.Nowy Sącz",2013,18
"18045",1263000,"Powiat m.Tarnów",2013,20.9
"18046",1401000,"Powiat białobrzeski",2013,16.6
"18047",1402000,"Powiat ciechanowski",2013,17
"18048",1403000,"Powiat garwoliński",2013,16.3
"18049",1404000,"Powiat gostyniński",2013,19.2
"18050",1405000,"Powiat grodziski",2013,17.7
"18051",1406000,"Powiat grójecki",2013,18.2
"18052",1407000,"Powiat kozienicki",2013,18.3
"18053",1408000,"Powiat legionowski",2013,16.2
"18054",1409000,"Powiat lipski",2013,20.9
"18055",1410000,"Powiat łosicki",2013,19.8
"18056",1411000,"Powiat makowski",2013,18
"18057",1412000,"Powiat miński",2013,16.9
"18058",1413000,"Powiat mławski",2013,17.5
"18059",1414000,"Powiat nowodworski",2013,16.7
"18060",1415000,"Powiat ostrołęcki",2013,15
"18061",1416000,"Powiat ostrowski",2013,18.5
"18062",1417000,"Powiat otwocki",2013,18.7
"18063",1418000,"Powiat piaseczyński",2013,15.8
"18064",1419000,"Powiat płocki",2013,16.8
"18065",1420000,"Powiat płoński",2013,17.8
"18066",1421000,"Powiat pruszkowski",2013,18.9
"18067",1422000,"Powiat przasnyski",2013,16.8
"18068",1423000,"Powiat przysuski",2013,19.5
"18069",1424000,"Powiat pułtuski",2013,17.1
"18070",1425000,"Powiat radomski",2013,15.2
"18071",1426000,"Powiat siedlecki",2013,17.4
"18072",1427000,"Powiat sierpecki",2013,17.3
"18073",1428000,"Powiat sochaczewski",2013,17.7
"18074",1429000,"Powiat sokołowski",2013,20.3
"18075",1430000,"Powiat szydłowiecki",2013,17.3
"18076",1432000,"Powiat warszawski zachodni",2013,17.3
"18077",1433000,"Powiat węgrowski",2013,18.6
"18078",1434000,"Powiat wołomiński",2013,15
"18079",1435000,"Powiat wyszkowski",2013,16
"18080",1436000,"Powiat zwoleński",2013,17.8
"18081",1437000,"Powiat żuromiński",2013,18.4
"18082",1438000,"Powiat żyrardowski",2013,18.7
"18083",1461000,"Powiat m.Ostrołęka",2013,16.1
"18084",1462000,"Powiat m.Płock",2013,19.7
"18085",1463000,"Powiat m.Radom",2013,19.4
"18086",1464000,"Powiat m.Siedlce",2013,17.6
"18087",1465000,"Powiat m. st. Warszawa",2013,22.4
"18088",1601000,"Powiat brzeski",2013,18.1
"18089",1602000,"Powiat głubczycki",2013,19.7
"18090",1603000,"Powiat kędzierzyńsko-kozielski",2013,20.3
"18091",1604000,"Powiat kluczborski",2013,18.4
"18092",1605000,"Powiat krapkowicki",2013,18
"18093",1606000,"Powiat namysłowski",2013,17.5
"18094",1607000,"Powiat nyski",2013,19.2
"18095",1608000,"Powiat oleski",2013,18.7
"18096",1609000,"Powiat opolski",2013,17.4
"18097",1610000,"Powiat prudnicki",2013,19.7
"18098",1611000,"Powiat strzelecki",2013,18.2
"18099",1661000,"Powiat m.Opole",2013,21.2
"18100",1801000,"Powiat bieszczadzki",2013,15.6
"18101",1802000,"Powiat brzozowski",2013,16.7
"18102",1803000,"Powiat dębicki",2013,16.1
"18103",1804000,"Powiat jarosławski",2013,17
"18104",1805000,"Powiat jasielski",2013,17.4
"18105",1806000,"Powiat kolbuszowski",2013,16
"18106",1807000,"Powiat krośnieński",2013,17.3
"18107",1808000,"Powiat leżajski",2013,16.6
"18108",1809000,"Powiat lubaczowski",2013,17.3
"18109",1810000,"Powiat łańcucki",2013,17.5
"18110",1811000,"Powiat mielecki",2013,17.1
