"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"62269",1428000,"Powiat sochaczewski",2003,1506
"62270",1429000,"Powiat sokołowski",2003,2637
"62271",1430000,"Powiat szydłowiecki",2003,1604
"62272",1432000,"Powiat warszawski zachodni",2003,562
"62273",1433000,"Powiat węgrowski",2003,1271
"62274",1434000,"Powiat wołomiński",2003,1980
"62275",1435000,"Powiat wyszkowski",2003,6806
"62276",1436000,"Powiat zwoleński",2003,0
"62277",1437000,"Powiat żuromiński",2003,290
"62278",1438000,"Powiat żyrardowski",2003,4475
"62279",1461000,"Powiat m.Ostrołęka",2003,3846
"62280",1462000,"Powiat m.Płock",2003,3016
"62281",1463000,"Powiat m.Radom",2003,4091
"62282",1464000,"Powiat m.Siedlce",2003,3875
"62283",1465000,"Powiat m. st. Warszawa",2003,7281
"62284",1601000,"Powiat brzeski",2003,977
"62285",1602000,"Powiat głubczycki",2003,3328
"62286",1603000,"Powiat kędzierzyńsko-kozielski",2003,604
"62287",1604000,"Powiat kluczborski",2003,2377
"62288",1605000,"Powiat krapkowicki",2003,1069
"62289",1606000,"Powiat namysłowski",2003,1221
"62290",1607000,"Powiat nyski",2003,10921
"62291",1608000,"Powiat oleski",2003,1095
"62292",1609000,"Powiat opolski",2003,3335
"62293",1610000,"Powiat prudnicki",2003,1051
"62294",1611000,"Powiat strzelecki",2003,1684
"62295",1661000,"Powiat m.Opole",2003,4093
"62296",1801000,"Powiat bieszczadzki",2003,40923
"62297",1802000,"Powiat brzozowski",2003,608
"62298",1803000,"Powiat dębicki",2003,6023
"62299",1804000,"Powiat jarosławski",2003,2777
"62300",1805000,"Powiat jasielski",2003,2470
"62301",1806000,"Powiat kolbuszowski",2003,838
"62302",1807000,"Powiat krośnieński",2003,12929
"62303",1808000,"Powiat leżajski",2003,2143
"62304",1809000,"Powiat lubaczowski",2003,11651
"62305",1810000,"Powiat łańcucki",2003,2520
"62306",1811000,"Powiat mielecki",2003,1375
"62307",1812000,"Powiat niżański",2003,1775
"62308",1813000,"Powiat przemyski",2003,2721
"62309",1814000,"Powiat przeworski",2003,1309
"62310",1815000,"Powiat ropczycko-sędziszowski",2003,2402
"62311",1816000,"Powiat rzeszowski",2003,1622
"62312",1817000,"Powiat sanocki",2003,4640
"62313",1818000,"Powiat stalowowolski",2003,2113
"62314",1819000,"Powiat strzyżowski",2003,166
"62315",1820000,"Powiat tarnobrzeski",2003,1782
"62316",1821000,"Powiat leski",2003,140053
"62317",1861000,"Powiat m.Krosno",2003,2862
"62318",1862000,"Powiat m.Przemyśl",2003,6164
"62319",1863000,"Powiat m.Rzeszów",2003,6529
"62320",1864000,"Powiat m.Tarnobrzeg",2003,2308
"62321",2001000,"Powiat augustowski",2003,34172
"62322",2002000,"Powiat białostocki",2003,2483
"62323",2003000,"Powiat bielski",2003,1769
"62324",2004000,"Powiat grajewski",2003,7869
"62325",2005000,"Powiat hajnowski",2003,8948
"62326",2006000,"Powiat kolneński",2003,1912
"62327",2007000,"Powiat łomżyński",2003,8733
"62328",2008000,"Powiat moniecki",2003,942
"62329",2009000,"Powiat sejneński",2003,7004
"62330",2010000,"Powiat siemiatycki",2003,5470
"62331",2011000,"Powiat sokólski",2003,1090
"62332",2012000,"Powiat suwalski",2003,11201
"62333",2013000,"Powiat wysokomazowiecki",2003,876
"62334",2014000,"Powiat zambrowski",2003,456
"62335",2061000,"Powiat m.Białystok",2003,3341
"62336",2062000,"Powiat m.Łomża",2003,2194
"62337",2063000,"Powiat m.Suwałki",2003,4146
"62338",2201000,"Powiat bytowski",2003,9291
"62339",2202000,"Powiat chojnicki",2003,16489
"62340",2203000,"Powiat człuchowski",2003,8297
"62341",2204000,"Powiat gdański",2003,4396
"62342",2205000,"Powiat kartuski",2003,11567
"62343",2206000,"Powiat kościerski",2003,31324
"62344",2207000,"Powiat kwidzyński",2003,3650
"62345",2208000,"Powiat lęborski",2003,94869
"62346",2209000,"Powiat malborski",2003,9689
"62347",2210000,"Powiat nowodworski",2003,138747
"62348",2211000,"Powiat pucki",2003,119076
"62349",2212000,"Powiat słupski",2003,95139
"62350",2213000,"Powiat starogardzki",2003,5102
"62351",2214000,"Powiat tczewski",2003,1365
"62352",2215000,"Powiat wejherowski",2003,4314
"62353",2216000,"Powiat sztumski",2003,405
"62354",2261000,"Powiat m.Gdańsk",2003,11096
"62355",2262000,"Powiat m.Gdynia",2003,5579
"62356",2263000,"Powiat m.Słupsk",2003,3536
"62357",2264000,"Powiat m.Sopot",2003,61730
"62358",2401000,"Powiat będziński",2003,1944
"62359",2402000,"Powiat bielski",2003,19312
"62360",2403000,"Powiat cieszyński",2003,58726
"62361",2404000,"Powiat częstochowski",2003,3057
"62362",2405000,"Powiat gliwicki",2003,2279
"62363",2406000,"Powiat kłobucki",2003,3256
"62364",2407000,"Powiat lubliniecki",2003,1797
"62365",2408000,"Powiat mikołowski",2003,1793
"62366",2409000,"Powiat myszkowski",2003,3136
"62367",2410000,"Powiat pszczyński",2003,786
"62368",2411000,"Powiat raciborski",2003,2520
"62369",2412000,"Powiat rybnicki",2003,92
"62370",2413000,"Powiat tarnogórski",2003,1301
"62371",2414000,"Powiat bieruńsko-lędziński",2003,1127
"62372",2415000,"Powiat wodzisławski",2003,564
"62373",2416000,"Powiat zawierciański",2003,2381
"62374",2417000,"Powiat żywiecki",2003,14459
"62375",2461000,"Powiat m.Bielsko-Biała",2003,5173
"62376",2462000,"Powiat m.Bytom",2003,292
"62377",2463000,"Powiat m.Chorzów",2003,3782
"62378",2464000,"Powiat m.Częstochowa",2003,6350
"62379",2465000,"Powiat m.Dąbrowa Górnicza",2003,752
"62380",2466000,"Powiat m.Gliwice",2003,2609
"62381",2467000,"Powiat m.Jastrzębie-Zdrój",2003,1507
"62382",2468000,"Powiat m.Jaworzno",2003,2809
"62383",2469000,"Powiat m.Katowice",2003,3930
"62384",2470000,"Powiat m.Mysłowice",2003,963
"62385",2471000,"Powiat m.Piekary Śląskie",2003,530
"62386",2472000,"Powiat m.Ruda Śląska",2003,422
"62387",2473000,"Powiat m.Rybnik",2003,3085
"62388",2474000,"Powiat m.Siemianowice Śląskie",2003,438
"62389",2475000,"Powiat m.Sosnowiec",2003,841
"62390",2476000,"Powiat m.Świętochłowice",2003,0
"62391",2477000,"Powiat m.Tychy",2003,1957
"62392",2478000,"Powiat m.Zabrze",2003,2243
"62393",2479000,"Powiat m.Żory",2003,1903
"62394",2601000,"Powiat buski",2003,4101
"62395",2602000,"Powiat jędrzejowski",2003,3294
"62396",2603000,"Powiat kazimierski",2003,381
"62397",2604000,"Powiat kielecki",2003,6753
"62398",2605000,"Powiat konecki",2003,8227
"62399",2606000,"Powiat opatowski",2003,579
"62400",2607000,"Powiat ostrowiecki",2003,1053
"62401",2608000,"Powiat pińczowski",2003,3376
"62402",2609000,"Powiat sandomierski",2003,2520
"62403",2610000,"Powiat skarżyski",2003,1963
"62404",2611000,"Powiat starachowicki",2003,2955
"62405",2612000,"Powiat staszowski",2003,5639
"62406",2613000,"Powiat włoszczowski",2003,100
"62407",2661000,"Powiat m.Kielce",2003,5358
"62408",2801000,"Powiat bartoszycki",2003,1249
"62409",2802000,"Powiat braniewski",2003,3404
"62410",2803000,"Powiat działdowski",2003,2983
"62411",2804000,"Powiat elbląski",2003,2939
"62412",2805000,"Powiat ełcki",2003,4679
"62413",2806000,"Powiat giżycki",2003,20565
"62414",2807000,"Powiat iławski",2003,5721
"62415",2808000,"Powiat kętrzyński",2003,3058
"62416",2809000,"Powiat lidzbarski",2003,4406
"62417",2810000,"Powiat mrągowski",2003,42394
"62418",2811000,"Powiat nidzicki",2003,4723
"62419",2812000,"Powiat nowomiejski",2003,1788
"62420",2813000,"Powiat olecki",2003,7517
"62421",2814000,"Powiat olsztyński",2003,23349
"62422",2815000,"Powiat ostródzki",2003,10294
"62423",2816000,"Powiat piski",2003,11965
"62424",2817000,"Powiat szczycieński",2003,15436
"62425",2818000,"Powiat gołdapski",2003,36730
"62426",2819000,"Powiat węgorzewski",2003,12540
"62427",2861000,"Powiat m.Elbląg",2003,3718
"62428",2862000,"Powiat m.Olsztyn",2003,10414
"62429",3001000,"Powiat chodzieski",2003,4827
"62430",3002000,"Powiat czarnkowsko-trzcianecki",2003,4848
"62431",3003000,"Powiat gnieźnieński",2003,12873
"62432",3004000,"Powiat gostyński",2003,1401
"62433",3005000,"Powiat grodziski",2003,645
"62434",3006000,"Powiat jarociński",2003,1193
"62435",3007000,"Powiat kaliski",2003,1100
"62436",3008000,"Powiat kępiński",2003,5222
"62437",3009000,"Powiat kolski",2003,511
"62438",3010000,"Powiat koniński",2003,16895
"62439",3011000,"Powiat kościański",2003,4137
"62440",3012000,"Powiat krotoszyński",2003,381
"62441",3013000,"Powiat leszczyński",2003,25908
"62442",3014000,"Powiat międzychodzki",2003,32129
"62443",3015000,"Powiat nowotomyski",2003,3956
"62444",3016000,"Powiat obornicki",2003,1738
"62445",3017000,"Powiat ostrowski",2003,3224
"62446",3018000,"Powiat ostrzeszowski",2003,4908
"62447",3019000,"Powiat pilski",2003,5028
"62448",3020000,"Powiat pleszewski",2003,3431
"62449",3021000,"Powiat poznański",2003,6385
"62450",3022000,"Powiat rawicki",2003,1109
"62451",3023000,"Powiat słupecki",2003,5294
"62452",3024000,"Powiat szamotulski",2003,3468
"62453",3025000,"Powiat średzki",2003,5177
"62454",3026000,"Powiat śremski",2003,3124
"62455",3027000,"Powiat turecki",2003,1571
"62456",3028000,"Powiat wągrowiecki",2003,8072
"62457",3029000,"Powiat wolsztyński",2003,19905
"62458",3030000,"Powiat wrzesiński",2003,3354
"62459",3031000,"Powiat złotowski",2003,2580
"62460",3061000,"Powiat m.Kalisz",2003,4983
"62461",3062000,"Powiat m.Konin",2003,4399
"62462",3063000,"Powiat m.Leszno",2003,6058
"62463",3064000,"Powiat m.Poznań",2003,6425
"62464",3201000,"Powiat białogardzki",2003,2282
"62465",3202000,"Powiat choszczeński",2003,2689
"62466",3203000,"Powiat drawski",2003,12557
"62467",3204000,"Powiat goleniowski",2003,2528
"62468",3205000,"Powiat gryficki",2003,191757
"62469",3206000,"Powiat gryfiński",2003,6699
"62470",3207000,"Powiat kamieński",2003,285023
"62471",3208000,"Powiat kołobrzeski",2003,257091
"62472",3209000,"Powiat koszaliński",2003,135547
"62473",3210000,"Powiat myśliborski",2003,4746
"62474",3211000,"Powiat policki",2003,2720
"62475",3212000,"Powiat pyrzycki",2003,924
"62476",3213000,"Powiat sławieński",2003,149750
"62477",3214000,"Powiat stargardzki",2003,6637
"62478",3215000,"Powiat szczecinecki",2003,3504
"62479",3216000,"Powiat świdwiński",2003,5740
"62480",3217000,"Powiat wałecki",2003,14472
"62481",3218000,"Powiat łobeski",2003,207
"62482",3261000,"Powiat m.Koszalin",2003,4231
"62483",3262000,"Powiat m.Szczecin",2003,6366
"62484",3263000,"Powiat m.Świnoujście",2003,193155
"62485",201000,"Powiat bolesławiecki",2004,4049
"62486",202000,"Powiat dzierżoniowski",2004,1610
"62487",203000,"Powiat głogowski",2004,2017
"62488",204000,"Powiat górowski",2004,172
"62489",205000,"Powiat jaworski",2004,4021
"62490",206000,"Powiat jeleniogórski",2004,191711
"62491",207000,"Powiat kamiennogórski",2004,8457
"62492",208000,"Powiat kłodzki",2004,38915
"62493",209000,"Powiat legnicki",2004,4717
"62494",210000,"Powiat lubański",2004,17810
"62495",211000,"Powiat lubiński",2004,3996
"62496",212000,"Powiat lwówecki",2004,4926
"62497",213000,"Powiat milicki",2004,9395
"62498",214000,"Powiat oleśnicki",2004,1884
"62499",215000,"Powiat oławski",2004,152
"62500",216000,"Powiat polkowicki",2004,5597
"62501",217000,"Powiat strzeliński",2004,1346
"62502",218000,"Powiat średzki",2004,3505
"62503",219000,"Powiat świdnicki",2004,3361
"62504",220000,"Powiat trzebnicki",2004,3721
"62505",221000,"Powiat wałbrzyski",2004,5111
"62506",222000,"Powiat wołowski",2004,12800
"62507",223000,"Powiat wrocławski",2004,7329
"62508",224000,"Powiat ząbkowicki",2004,2381
"62509",225000,"Powiat zgorzelecki",2004,5814
"62510",226000,"Powiat złotoryjski",2004,1389
"62511",261000,"Powiat m.Jelenia Góra",2004,13295
"62512",262000,"Powiat m.Legnica",2004,3116
"62513",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"62514",264000,"Powiat m.Wrocław",2004,10904
"62515",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"62516",401000,"Powiat aleksandrowski",2004,74460
"62517",402000,"Powiat brodnicki",2004,10205
"62518",403000,"Powiat bydgoski",2004,12889
"62519",404000,"Powiat chełmiński",2004,2602
"62520",405000,"Powiat golubsko-dobrzyński",2004,1496
"62521",406000,"Powiat grudziądzki",2004,3785
"62522",407000,"Powiat inowrocławski",2004,27980
"62523",408000,"Powiat lipnowski",2004,2194
"62524",409000,"Powiat mogileński",2004,16426
"62525",410000,"Powiat nakielski",2004,908
"62526",411000,"Powiat radziejowski",2004,1794
"62527",412000,"Powiat rypiński",2004,4545
"62528",413000,"Powiat sępoleński",2004,6712
"62529",414000,"Powiat świecki",2004,6371
"62530",415000,"Powiat toruński",2004,3848
"62531",416000,"Powiat tucholski",2004,22956
"62532",417000,"Powiat wąbrzeski",2004,3196
"62533",418000,"Powiat włocławski",2004,9472
"62534",419000,"Powiat żniński",2004,9252
"62535",461000,"Powiat m.Bydgoszcz",2004,3900
"62536",462000,"Powiat m.Grudziądz",2004,4745
"62537",463000,"Powiat m.Toruń",2004,6769
"62538",464000,"Powiat m.Włocławek",2004,6197
"62539",601000,"Powiat bialski",2004,2486
"62540",602000,"Powiat biłgorajski",2004,901
"62541",603000,"Powiat chełmski",2004,1182
"62542",604000,"Powiat hrubieszowski",2004,637
"62543",605000,"Powiat janowski",2004,9319
"62544",606000,"Powiat krasnostawski",2004,792
"62545",607000,"Powiat kraśnicki",2004,466
"62546",608000,"Powiat lubartowski",2004,5444
"62547",609000,"Powiat lubelski",2004,303
"62548",610000,"Powiat łęczyński",2004,694
"62549",611000,"Powiat łukowski",2004,1334
"62550",612000,"Powiat opolski",2004,276
"62551",613000,"Powiat parczewski",2004,7588
"62552",614000,"Powiat puławski",2004,26156
"62553",615000,"Powiat radzyński",2004,897
"62554",616000,"Powiat rycki",2004,481
"62555",617000,"Powiat świdnicki",2004,512
"62556",618000,"Powiat tomaszowski",2004,6626
"62557",619000,"Powiat włodawski",2004,30774
"62558",620000,"Powiat zamojski",2004,9711
"62559",661000,"Powiat m.Biała Podlaska",2004,5134
"62560",662000,"Powiat m.Chełm",2004,4062
"62561",663000,"Powiat m.Lublin",2004,5622
"62562",664000,"Powiat m.Zamość",2004,8352
"62563",801000,"Powiat gorzowski",2004,3896
"62564",802000,"Powiat krośnieński",2004,5433
"62565",803000,"Powiat międzyrzecki",2004,15514
"62566",804000,"Powiat nowosolski",2004,3765
"62567",805000,"Powiat słubicki",2004,14350
"62568",806000,"Powiat strzelecko-drezdenecki",2004,18337
"62569",807000,"Powiat sulęciński",2004,14890
"62570",808000,"Powiat świebodziński",2004,25819
"62571",809000,"Powiat zielonogórski",2004,5908
"62572",810000,"Powiat żagański",2004,3101
"62573",811000,"Powiat żarski",2004,3552
"62574",812000,"Powiat wschowski",2004,24237
"62575",861000,"Powiat m.Gorzów Wielkopolski",2004,6530
"62576",862000,"Powiat m.Zielona Góra",2004,8336
"62577",1001000,"Powiat bełchatowski",2004,7806
"62578",1002000,"Powiat kutnowski",2004,1347
"62579",1003000,"Powiat łaski",2004,2305
"62580",1004000,"Powiat łęczycki",2004,1499
"62581",1005000,"Powiat łowicki",2004,2122
"62582",1006000,"Powiat łódzki wschodni",2004,7626
"62583",1007000,"Powiat opoczyński",2004,735
"62584",1008000,"Powiat pabianicki",2004,1602
"62585",1009000,"Powiat pajęczański",2004,294
"62586",1010000,"Powiat piotrkowski",2004,7904
"62587",1011000,"Powiat poddębicki",2004,2440
"62588",1012000,"Powiat radomszczański",2004,2060
"62589",1013000,"Powiat rawski",2004,1390
"62590",1014000,"Powiat sieradzki",2004,1390
"62591",1015000,"Powiat skierniewicki",2004,3229
"62592",1016000,"Powiat tomaszowski",2004,18849
"62593",1017000,"Powiat wieluński",2004,9008
"62594",1018000,"Powiat wieruszowski",2004,3881
"62595",1019000,"Powiat zduńskowolski",2004,981
"62596",1020000,"Powiat zgierski",2004,4921
"62597",1021000,"Powiat brzeziński",2004,3442
"62598",1061000,"Powiat m.Łódź",2004,4349
"62599",1062000,"Powiat m.Piotrków Trybunalski",2004,1975
"62600",1063000,"Powiat m.Skierniewice",2004,1868
"62601",1201000,"Powiat bocheński",2004,6551
"62602",1202000,"Powiat brzeski",2004,2414
"62603",1203000,"Powiat chrzanowski",2004,596
"62604",1204000,"Powiat dąbrowski",2004,88
"62605",1205000,"Powiat gorlicki",2004,17542
"62606",1206000,"Powiat krakowski",2004,3051
"62607",1207000,"Powiat limanowski",2004,7363
"62608",1208000,"Powiat miechowski",2004,236
"62609",1209000,"Powiat myślenicki",2004,3679
"62610",1210000,"Powiat nowosądecki",2004,78531
"62611",1211000,"Powiat nowotarski",2004,46512
"62612",1212000,"Powiat olkuski",2004,3258
"62613",1213000,"Powiat oświęcimski",2004,1752
"62614",1214000,"Powiat proszowicki",2004,504
"62615",1215000,"Powiat suski",2004,23204
"62616",1216000,"Powiat tarnowski",2004,1527
"62617",1217000,"Powiat tatrzański",2004,192015
"62618",1218000,"Powiat wadowicki",2004,5504
"62619",1219000,"Powiat wielicki",2004,3118
"62620",1261000,"Powiat m.Kraków",2004,11248
"62621",1262000,"Powiat m.Nowy Sącz",2004,3640
"62622",1263000,"Powiat m.Tarnów",2004,3921
"62623",1401000,"Powiat białobrzeski",2004,2242
"62624",1402000,"Powiat ciechanowski",2004,3360
"62625",1403000,"Powiat garwoliński",2004,5616
"62626",1404000,"Powiat gostyniński",2004,1156
"62627",1405000,"Powiat grodziski",2004,560
"62628",1406000,"Powiat grójecki",2004,1732
"62629",1407000,"Powiat kozienicki",2004,4072
"62630",1408000,"Powiat legionowski",2004,14455
"62631",1409000,"Powiat lipski",2004,0
"62632",1410000,"Powiat łosicki",2004,9552
"62633",1411000,"Powiat makowski",2004,791
"62634",1412000,"Powiat miński",2004,1236
"62635",1413000,"Powiat mławski",2004,1343
"62636",1414000,"Powiat nowodworski",2004,3571
"62637",1415000,"Powiat ostrołęcki",2004,0
"62638",1416000,"Powiat ostrowski",2004,2671
"62639",1417000,"Powiat otwocki",2004,5188
"62640",1418000,"Powiat piaseczyński",2004,5428
"62641",1419000,"Powiat płocki",2004,4962
"62642",1420000,"Powiat płoński",2004,1645
"62643",1421000,"Powiat pruszkowski",2004,3347
"62644",1422000,"Powiat przasnyski",2004,541
"62645",1423000,"Powiat przysuski",2004,866
"62646",1424000,"Powiat pułtuski",2004,4251
"62647",1425000,"Powiat radomski",2004,1120
"62648",1426000,"Powiat siedlecki",2004,548
"62649",1427000,"Powiat sierpecki",2004,2588
"62650",1428000,"Powiat sochaczewski",2004,1784
"62651",1429000,"Powiat sokołowski",2004,1643
"62652",1430000,"Powiat szydłowiecki",2004,3139
"62653",1432000,"Powiat warszawski zachodni",2004,748
"62654",1433000,"Powiat węgrowski",2004,1885
"62655",1434000,"Powiat wołomiński",2004,2408
"62656",1435000,"Powiat wyszkowski",2004,7238
"62657",1436000,"Powiat zwoleński",2004,0
"62658",1437000,"Powiat żuromiński",2004,203
"62659",1438000,"Powiat żyrardowski",2004,3782
"62660",1461000,"Powiat m.Ostrołęka",2004,4346
"62661",1462000,"Powiat m.Płock",2004,2978
"62662",1463000,"Powiat m.Radom",2004,3484
"62663",1464000,"Powiat m.Siedlce",2004,5101
"62664",1465000,"Powiat m. st. Warszawa",2004,9281
"62665",1601000,"Powiat brzeski",2004,950
"62666",1602000,"Powiat głubczycki",2004,3115
"62667",1603000,"Powiat kędzierzyńsko-kozielski",2004,2045
"62668",1604000,"Powiat kluczborski",2004,2931
"62669",1605000,"Powiat krapkowicki",2004,1130
"62670",1606000,"Powiat namysłowski",2004,2187
"62671",1607000,"Powiat nyski",2004,12774
"62672",1608000,"Powiat oleski",2004,1405
"62673",1609000,"Powiat opolski",2004,3285
"62674",1610000,"Powiat prudnicki",2004,1160
"62675",1611000,"Powiat strzelecki",2004,1833
"62676",1661000,"Powiat m.Opole",2004,5373
"62677",1801000,"Powiat bieszczadzki",2004,30282
"62678",1802000,"Powiat brzozowski",2004,948
"62679",1803000,"Powiat dębicki",2004,7020
"62680",1804000,"Powiat jarosławski",2004,3594
"62681",1805000,"Powiat jasielski",2004,2056
"62682",1806000,"Powiat kolbuszowski",2004,629
"62683",1807000,"Powiat krośnieński",2004,13544
"62684",1808000,"Powiat leżajski",2004,2500
"62685",1809000,"Powiat lubaczowski",2004,11417
"62686",1810000,"Powiat łańcucki",2004,2843
"62687",1811000,"Powiat mielecki",2004,1640
"62688",1812000,"Powiat niżański",2004,1390
"62689",1813000,"Powiat przemyski",2004,2195
"62690",1814000,"Powiat przeworski",2004,676
"62691",1815000,"Powiat ropczycko-sędziszowski",2004,2530
