"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"64827",603000,"Powiat chełmski",2010,939
"64828",604000,"Powiat hrubieszowski",2010,682
"64829",605000,"Powiat janowski",2010,13176
"64830",606000,"Powiat krasnostawski",2010,1420
"64831",607000,"Powiat kraśnicki",2010,143
"64832",608000,"Powiat lubartowski",2010,5945
"64833",609000,"Powiat lubelski",2010,893
"64834",610000,"Powiat łęczyński",2010,1315
"64835",611000,"Powiat łukowski",2010,1726
"64836",612000,"Powiat opolski",2010,1191
"64837",613000,"Powiat parczewski",2010,6396
"64838",614000,"Powiat puławski",2010,54109
"64839",615000,"Powiat radzyński",2010,760
"64840",616000,"Powiat rycki",2010,868
"64841",617000,"Powiat świdnicki",2010,814
"64842",618000,"Powiat tomaszowski",2010,3938
"64843",619000,"Powiat włodawski",2010,25091
"64844",620000,"Powiat zamojski",2010,7362
"64845",661000,"Powiat m.Biała Podlaska",2010,5927
"64846",662000,"Powiat m.Chełm",2010,4861
"64847",663000,"Powiat m.Lublin",2010,6067
"64848",664000,"Powiat m.Zamość",2010,12692
"64849",801000,"Powiat gorzowski",2010,5324
"64850",802000,"Powiat krośnieński",2010,9782
"64851",803000,"Powiat międzyrzecki",2010,17330
"64852",804000,"Powiat nowosolski",2010,4895
"64853",805000,"Powiat słubicki",2010,24970
"64854",806000,"Powiat strzelecko-drezdenecki",2010,24781
"64855",807000,"Powiat sulęciński",2010,21596
"64856",808000,"Powiat świebodziński",2010,31524
"64857",809000,"Powiat zielonogórski",2010,6763
"64858",810000,"Powiat żagański",2010,4203
"64859",811000,"Powiat żarski",2010,3884
"64860",812000,"Powiat wschowski",2010,21392
"64861",861000,"Powiat m.Gorzów Wielkopolski",2010,7065
"64862",862000,"Powiat m.Zielona Góra",2010,3861
"64863",1001000,"Powiat bełchatowski",2010,10934
"64864",1002000,"Powiat kutnowski",2010,3105
"64865",1003000,"Powiat łaski",2010,3100
"64866",1004000,"Powiat łęczycki",2010,1286
"64867",1005000,"Powiat łowicki",2010,4159
"64868",1006000,"Powiat łódzki wschodni",2010,6324
"64869",1007000,"Powiat opoczyński",2010,999
"64870",1008000,"Powiat pabianicki",2010,3383
"64871",1009000,"Powiat pajęczański",2010,561
"64872",1010000,"Powiat piotrkowski",2010,11912
"64873",1011000,"Powiat poddębicki",2010,4619
"64874",1012000,"Powiat radomszczański",2010,2348
"64875",1013000,"Powiat rawski",2010,29625
"64876",1014000,"Powiat sieradzki",2010,2305
"64877",1015000,"Powiat skierniewicki",2010,1308
"64878",1016000,"Powiat tomaszowski",2010,22139
"64879",1017000,"Powiat wieluński",2010,9487
"64880",1018000,"Powiat wieruszowski",2010,3030
"64881",1019000,"Powiat zduńskowolski",2010,3286
"64882",1020000,"Powiat zgierski",2010,7298
"64883",1021000,"Powiat brzeziński",2010,4233
"64884",1061000,"Powiat m.Łódź",2010,6702
"64885",1062000,"Powiat m.Piotrków Trybunalski",2010,3693
"64886",1063000,"Powiat m.Skierniewice",2010,2682
"64887",1201000,"Powiat bocheński",2010,7340
"64888",1202000,"Powiat brzeski",2010,3683
"64889",1203000,"Powiat chrzanowski",2010,508
"64890",1204000,"Powiat dąbrowski",2010,97
"64891",1205000,"Powiat gorlicki",2010,18317
"64892",1206000,"Powiat krakowski",2010,3581
"64893",1207000,"Powiat limanowski",2010,5016
"64894",1208000,"Powiat miechowski",2010,713
"64895",1209000,"Powiat myślenicki",2010,3241
"64896",1210000,"Powiat nowosądecki",2010,73045
"64897",1211000,"Powiat nowotarski",2010,35774
"64898",1212000,"Powiat olkuski",2010,2728
"64899",1213000,"Powiat oświęcimski",2010,1115
"64900",1214000,"Powiat proszowicki",2010,996
"64901",1215000,"Powiat suski",2010,13105
"64902",1216000,"Powiat tarnowski",2010,1835
"64903",1217000,"Powiat tatrzański",2010,201162
"64904",1218000,"Powiat wadowicki",2010,6212
"64905",1219000,"Powiat wielicki",2010,5843
"64906",1261000,"Powiat m.Kraków",2010,17733
"64907",1262000,"Powiat m.Nowy Sącz",2010,2744
"64908",1263000,"Powiat m.Tarnów",2010,5323
"64909",1401000,"Powiat białobrzeski",2010,1046
"64910",1402000,"Powiat ciechanowski",2010,3039
"64911",1403000,"Powiat garwoliński",2010,6093
"64912",1404000,"Powiat gostyniński",2010,1989
"64913",1405000,"Powiat grodziski",2010,2405
"64914",1406000,"Powiat grójecki",2010,2741
"64915",1407000,"Powiat kozienicki",2010,4213
"64916",1408000,"Powiat legionowski",2010,24281
"64917",1409000,"Powiat lipski",2010,53
"64918",1410000,"Powiat łosicki",2010,8863
"64919",1411000,"Powiat makowski",2010,445
"64920",1412000,"Powiat miński",2010,4030
"64921",1413000,"Powiat mławski",2010,1353
"64922",1414000,"Powiat nowodworski",2010,3522
"64923",1415000,"Powiat ostrołęcki",2010,75
"64924",1416000,"Powiat ostrowski",2010,3817
"64925",1417000,"Powiat otwocki",2010,5950
"64926",1418000,"Powiat piaseczyński",2010,4035
"64927",1419000,"Powiat płocki",2010,5712
"64928",1420000,"Powiat płoński",2010,1987
"64929",1421000,"Powiat pruszkowski",2010,7195
"64930",1422000,"Powiat przasnyski",2010,1154
"64931",1423000,"Powiat przysuski",2010,3596
"64932",1424000,"Powiat pułtuski",2010,3349
"64933",1425000,"Powiat radomski",2010,1074
"64934",1426000,"Powiat siedlecki",2010,1392
"64935",1427000,"Powiat sierpecki",2010,557
"64936",1428000,"Powiat sochaczewski",2010,1963
"64937",1429000,"Powiat sokołowski",2010,205
"64938",1430000,"Powiat szydłowiecki",2010,5425
"64939",1432000,"Powiat warszawski zachodni",2010,6537
"64940",1433000,"Powiat węgrowski",2010,2402
"64941",1434000,"Powiat wołomiński",2010,2031
"64942",1435000,"Powiat wyszkowski",2010,5328
"64943",1436000,"Powiat zwoleński",2010,37
"64944",1437000,"Powiat żuromiński",2010,0
"64945",1438000,"Powiat żyrardowski",2010,6609
"64946",1461000,"Powiat m.Ostrołęka",2010,3733
"64947",1462000,"Powiat m.Płock",2010,2987
"64948",1463000,"Powiat m.Radom",2010,4080
"64949",1464000,"Powiat m.Siedlce",2010,4153
"64950",1465000,"Powiat m. st. Warszawa",2010,14852
"64951",1601000,"Powiat brzeski",2010,1649
"64952",1602000,"Powiat głubczycki",2010,4066
"64953",1603000,"Powiat kędzierzyńsko-kozielski",2010,1715
"64954",1604000,"Powiat kluczborski",2010,1176
"64955",1605000,"Powiat krapkowicki",2010,6293
"64956",1606000,"Powiat namysłowski",2010,1268
"64957",1607000,"Powiat nyski",2010,13392
"64958",1608000,"Powiat oleski",2010,1852
"64959",1609000,"Powiat opolski",2010,2939
"64960",1610000,"Powiat prudnicki",2010,1120
"64961",1611000,"Powiat strzelecki",2010,2879
"64962",1661000,"Powiat m.Opole",2010,8280
"64963",1801000,"Powiat bieszczadzki",2010,42941
"64964",1802000,"Powiat brzozowski",2010,2269
"64965",1803000,"Powiat dębicki",2010,4096
"64966",1804000,"Powiat jarosławski",2010,3539
"64967",1805000,"Powiat jasielski",2010,3897
"64968",1806000,"Powiat kolbuszowski",2010,679
"64969",1807000,"Powiat krośnieński",2010,32176
"64970",1808000,"Powiat leżajski",2010,2093
"64971",1809000,"Powiat lubaczowski",2010,7891
"64972",1810000,"Powiat łańcucki",2010,3568
"64973",1811000,"Powiat mielecki",2010,1921
"64974",1812000,"Powiat niżański",2010,2529
"64975",1813000,"Powiat przemyski",2010,2938
"64976",1814000,"Powiat przeworski",2010,1455
"64977",1815000,"Powiat ropczycko-sędziszowski",2010,5845
"64978",1816000,"Powiat rzeszowski",2010,5006
"64979",1817000,"Powiat sanocki",2010,5234
"64980",1818000,"Powiat stalowowolski",2010,4025
"64981",1819000,"Powiat strzyżowski",2010,1763
"64982",1820000,"Powiat tarnobrzeski",2010,2956
"64983",1821000,"Powiat leski",2010,222695
"64984",1861000,"Powiat m.Krosno",2010,4090
"64985",1862000,"Powiat m.Przemyśl",2010,10020
"64986",1863000,"Powiat m.Rzeszów",2010,8837
"64987",1864000,"Powiat m.Tarnobrzeg",2010,6711
"64988",2001000,"Powiat augustowski",2010,35637
"64989",2002000,"Powiat białostocki",2010,4238
"64990",2003000,"Powiat bielski",2010,3411
"64991",2004000,"Powiat grajewski",2010,5549
"64992",2005000,"Powiat hajnowski",2010,14906
"64993",2006000,"Powiat kolneński",2010,1099
"64994",2007000,"Powiat łomżyński",2010,3365
"64995",2008000,"Powiat moniecki",2010,2464
"64996",2009000,"Powiat sejneński",2010,13810
"64997",2010000,"Powiat siemiatycki",2010,3864
"64998",2011000,"Powiat sokólski",2010,1978
"64999",2012000,"Powiat suwalski",2010,11997
"65000",2013000,"Powiat wysokomazowiecki",2010,870
"65001",2014000,"Powiat zambrowski",2010,611
"65002",2061000,"Powiat m.Białystok",2010,6694
"65003",2062000,"Powiat m.Łomża",2010,1931
"65004",2063000,"Powiat m.Suwałki",2010,6769
"65005",2201000,"Powiat bytowski",2010,9102
"65006",2202000,"Powiat chojnicki",2010,11102
"65007",2203000,"Powiat człuchowski",2010,8603
"65008",2204000,"Powiat gdański",2010,10726
"65009",2205000,"Powiat kartuski",2010,7184
"65010",2206000,"Powiat kościerski",2010,28275
"65011",2207000,"Powiat kwidzyński",2010,2291
"65012",2208000,"Powiat lęborski",2010,76988
"65013",2209000,"Powiat malborski",2010,10211
"65014",2210000,"Powiat nowodworski",2010,100389
"65015",2211000,"Powiat pucki",2010,127157
"65016",2212000,"Powiat słupski",2010,82865
"65017",2213000,"Powiat starogardzki",2010,4353
"65018",2214000,"Powiat tczewski",2010,3304
"65019",2215000,"Powiat wejherowski",2010,4414
"65020",2216000,"Powiat sztumski",2010,438
"65021",2261000,"Powiat m.Gdańsk",2010,15285
"65022",2262000,"Powiat m.Gdynia",2010,8074
"65023",2263000,"Powiat m.Słupsk",2010,4088
"65024",2264000,"Powiat m.Sopot",2010,130992
"65025",2401000,"Powiat będziński",2010,3694
"65026",2402000,"Powiat bielski",2010,20699
"65027",2403000,"Powiat cieszyński",2010,91729
"65028",2404000,"Powiat częstochowski",2010,2366
"65029",2405000,"Powiat gliwicki",2010,1743
"65030",2406000,"Powiat kłobucki",2010,4864
"65031",2407000,"Powiat lubliniecki",2010,3883
"65032",2408000,"Powiat mikołowski",2010,3071
"65033",2409000,"Powiat myszkowski",2010,3996
"65034",2410000,"Powiat pszczyński",2010,9924
"65035",2411000,"Powiat raciborski",2010,2634
"65036",2412000,"Powiat rybnicki",2010,408
"65037",2413000,"Powiat tarnogórski",2010,3806
"65038",2414000,"Powiat bieruńsko-lędziński",2010,1410
"65039",2415000,"Powiat wodzisławski",2010,2229
"65040",2416000,"Powiat zawierciański",2010,6787
"65041",2417000,"Powiat żywiecki",2010,19243
"65042",2461000,"Powiat m.Bielsko-Biała",2010,7844
"65043",2462000,"Powiat m.Bytom",2010,723
"65044",2463000,"Powiat m.Chorzów",2010,1973
"65045",2464000,"Powiat m.Częstochowa",2010,8808
"65046",2465000,"Powiat m.Dąbrowa Górnicza",2010,2169
"65047",2466000,"Powiat m.Gliwice",2010,5951
"65048",2467000,"Powiat m.Jastrzębie-Zdrój",2010,5671
"65049",2468000,"Powiat m.Jaworzno",2010,2977
"65050",2469000,"Powiat m.Katowice",2010,8412
"65051",2470000,"Powiat m.Mysłowice",2010,598
"65052",2471000,"Powiat m.Piekary Śląskie",2010,1549
"65053",2472000,"Powiat m.Ruda Śląska",2010,6113
"65054",2473000,"Powiat m.Rybnik",2010,3442
"65055",2474000,"Powiat m.Siemianowice Śląskie",2010,3976
"65056",2475000,"Powiat m.Sosnowiec",2010,1827
"65057",2476000,"Powiat m.Świętochłowice",2010,0
"65058",2477000,"Powiat m.Tychy",2010,3306
"65059",2478000,"Powiat m.Zabrze",2010,3301
"65060",2479000,"Powiat m.Żory",2010,2860
"65061",2601000,"Powiat buski",2010,64698
"65062",2602000,"Powiat jędrzejowski",2010,2509
"65063",2603000,"Powiat kazimierski",2010,1502
"65064",2604000,"Powiat kielecki",2010,7617
"65065",2605000,"Powiat konecki",2010,7141
"65066",2606000,"Powiat opatowski",2010,983
"65067",2607000,"Powiat ostrowiecki",2010,2477
"65068",2608000,"Powiat pińczowski",2010,3052
"65069",2609000,"Powiat sandomierski",2010,5422
"65070",2610000,"Powiat skarżyski",2010,5394
"65071",2611000,"Powiat starachowicki",2010,3422
"65072",2612000,"Powiat staszowski",2010,6815
"65073",2613000,"Powiat włoszczowski",2010,1106
"65074",2661000,"Powiat m.Kielce",2010,9317
"65075",2801000,"Powiat bartoszycki",2010,1390
"65076",2802000,"Powiat braniewski",2010,4061
"65077",2803000,"Powiat działdowski",2010,8622
"65078",2804000,"Powiat elbląski",2010,2676
"65079",2805000,"Powiat ełcki",2010,5611
"65080",2806000,"Powiat giżycki",2010,38286
"65081",2807000,"Powiat iławski",2010,5962
"65082",2808000,"Powiat kętrzyński",2010,3986
"65083",2809000,"Powiat lidzbarski",2010,3249
"65084",2810000,"Powiat mrągowski",2010,72496
"65085",2811000,"Powiat nidzicki",2010,3255
"65086",2812000,"Powiat nowomiejski",2010,1764
"65087",2813000,"Powiat olecki",2010,4339
"65088",2814000,"Powiat olsztyński",2010,23297
"65089",2815000,"Powiat ostródzki",2010,21635
"65090",2816000,"Powiat piski",2010,22427
"65091",2817000,"Powiat szczycieński",2010,12720
"65092",2818000,"Powiat gołdapski",2010,41234
"65093",2819000,"Powiat węgorzewski",2010,23759
"65094",2861000,"Powiat m.Elbląg",2010,5975
"65095",2862000,"Powiat m.Olsztyn",2010,11051
"65096",3001000,"Powiat chodzieski",2010,7045
"65097",3002000,"Powiat czarnkowsko-trzcianecki",2010,3131
"65098",3003000,"Powiat gnieźnieński",2010,11419
"65099",3004000,"Powiat gostyński",2010,3414
"65100",3005000,"Powiat grodziski",2010,8128
"65101",3006000,"Powiat jarociński",2010,6682
"65102",3007000,"Powiat kaliski",2010,1339
"65103",3008000,"Powiat kępiński",2010,2606
"65104",3009000,"Powiat kolski",2010,932
"65105",3010000,"Powiat koniński",2010,17340
"65106",3011000,"Powiat kościański",2010,3634
"65107",3012000,"Powiat krotoszyński",2010,2231
"65108",3013000,"Powiat leszczyński",2010,23277
"65109",3014000,"Powiat międzychodzki",2010,35054
"65110",3015000,"Powiat nowotomyski",2010,7570
"65111",3016000,"Powiat obornicki",2010,3315
"65112",3017000,"Powiat ostrowski",2010,3437
"65113",3018000,"Powiat ostrzeszowski",2010,5776
"65114",3019000,"Powiat pilski",2010,4460
"65115",3020000,"Powiat pleszewski",2010,5513
"65116",3021000,"Powiat poznański",2010,8058
"65117",3022000,"Powiat rawicki",2010,3138
"65118",3023000,"Powiat słupecki",2010,3140
"65119",3024000,"Powiat szamotulski",2010,3817
"65120",3025000,"Powiat średzki",2010,4280
"65121",3026000,"Powiat śremski",2010,5046
"65122",3027000,"Powiat turecki",2010,1792
"65123",3028000,"Powiat wągrowiecki",2010,8985
"65124",3029000,"Powiat wolsztyński",2010,18688
"65125",3030000,"Powiat wrzesiński",2010,5197
"65126",3031000,"Powiat złotowski",2010,4386
"65127",3061000,"Powiat m.Kalisz",2010,4565
"65128",3062000,"Powiat m.Konin",2010,3765
"65129",3063000,"Powiat m.Leszno",2010,3991
"65130",3064000,"Powiat m.Poznań",2010,12319
"65131",3201000,"Powiat białogardzki",2010,2506
"65132",3202000,"Powiat choszczeński",2010,4106
"65133",3203000,"Powiat drawski",2010,10782
"65134",3204000,"Powiat goleniowski",2010,5916
"65135",3205000,"Powiat gryficki",2010,156115
"65136",3206000,"Powiat gryfiński",2010,7276
"65137",3207000,"Powiat kamieński",2010,194185
"65138",3208000,"Powiat kołobrzeski",2010,287513
"65139",3209000,"Powiat koszaliński",2010,108506
"65140",3210000,"Powiat myśliborski",2010,6613
"65141",3211000,"Powiat policki",2010,8049
"65142",3212000,"Powiat pyrzycki",2010,126
"65143",3213000,"Powiat sławieński",2010,148929
"65144",3214000,"Powiat stargardzki",2010,5149
"65145",3215000,"Powiat szczecinecki",2010,5830
"65146",3216000,"Powiat świdwiński",2010,13723
"65147",3217000,"Powiat wałecki",2010,12642
"65148",3218000,"Powiat łobeski",2010,549
"65149",3261000,"Powiat m.Koszalin",2010,5119
"65150",3262000,"Powiat m.Szczecin",2010,12220
"65151",3263000,"Powiat m.Świnoujście",2010,133742
"65152",201000,"Powiat bolesławiecki",2011,3571
"65153",202000,"Powiat dzierżoniowski",2011,5459
"65154",203000,"Powiat głogowski",2011,4406
"65155",204000,"Powiat górowski",2011,1955
"65156",205000,"Powiat jaworski",2011,1412
"65157",206000,"Powiat jeleniogórski",2011,189783
"65158",207000,"Powiat kamiennogórski",2011,3315
"65159",208000,"Powiat kłodzki",2011,43713
"65160",209000,"Powiat legnicki",2011,3100
"65161",210000,"Powiat lubański",2011,41348
"65162",211000,"Powiat lubiński",2011,3322
"65163",212000,"Powiat lwówecki",2011,8004
"65164",213000,"Powiat milicki",2011,11521
"65165",214000,"Powiat oleśnicki",2011,2456
"65166",215000,"Powiat oławski",2011,1662
"65167",216000,"Powiat polkowicki",2011,6266
"65168",217000,"Powiat strzeliński",2011,1747
"65169",218000,"Powiat średzki",2011,3828
"65170",219000,"Powiat świdnicki",2011,3925
"65171",220000,"Powiat trzebnicki",2011,2811
"65172",221000,"Powiat wałbrzyski",2011,5776
"65173",222000,"Powiat wołowski",2011,2046
"65174",223000,"Powiat wrocławski",2011,4282
"65175",224000,"Powiat ząbkowicki",2011,4421
"65176",225000,"Powiat zgorzelecki",2011,5342
"65177",226000,"Powiat złotoryjski",2011,1422
"65178",261000,"Powiat m.Jelenia Góra",2011,9653
"65179",262000,"Powiat m.Legnica",2011,5679
"65180",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"65181",264000,"Powiat m.Wrocław",2011,14138
"65182",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"65183",401000,"Powiat aleksandrowski",2011,164261
"65184",402000,"Powiat brodnicki",2011,9004
"65185",403000,"Powiat bydgoski",2011,8136
"65186",404000,"Powiat chełmiński",2011,1909
"65187",405000,"Powiat golubsko-dobrzyński",2011,4075
"65188",406000,"Powiat grudziądzki",2011,3085
"65189",407000,"Powiat inowrocławski",2011,28789
"65190",408000,"Powiat lipnowski",2011,1113
"65191",409000,"Powiat mogileński",2011,7080
"65192",410000,"Powiat nakielski",2011,673
"65193",411000,"Powiat radziejowski",2011,973
"65194",412000,"Powiat rypiński",2011,2352
"65195",413000,"Powiat sępoleński",2011,6177
"65196",414000,"Powiat świecki",2011,4639
"65197",415000,"Powiat toruński",2011,2707
"65198",416000,"Powiat tucholski",2011,19365
"65199",417000,"Powiat wąbrzeski",2011,5559
"65200",418000,"Powiat włocławski",2011,11748
"65201",419000,"Powiat żniński",2011,10624
"65202",461000,"Powiat m.Bydgoszcz",2011,5223
"65203",462000,"Powiat m.Grudziądz",2011,5002
"65204",463000,"Powiat m.Toruń",2011,14001
"65205",464000,"Powiat m.Włocławek",2011,4394
"65206",601000,"Powiat bialski",2011,3176
"65207",602000,"Powiat biłgorajski",2011,1169
"65208",603000,"Powiat chełmski",2011,733
"65209",604000,"Powiat hrubieszowski",2011,505
"65210",605000,"Powiat janowski",2011,8534
"65211",606000,"Powiat krasnostawski",2011,1615
"65212",607000,"Powiat kraśnicki",2011,178
"65213",608000,"Powiat lubartowski",2011,3860
"65214",609000,"Powiat lubelski",2011,945
"65215",610000,"Powiat łęczyński",2011,1121
"65216",611000,"Powiat łukowski",2011,1435
"65217",612000,"Powiat opolski",2011,1281
"65218",613000,"Powiat parczewski",2011,5404
"65219",614000,"Powiat puławski",2011,49310
"65220",615000,"Powiat radzyński",2011,778
"65221",616000,"Powiat rycki",2011,974
"65222",617000,"Powiat świdnicki",2011,927
"65223",618000,"Powiat tomaszowski",2011,2413
"65224",619000,"Powiat włodawski",2011,18783
"65225",620000,"Powiat zamojski",2011,7113
"65226",661000,"Powiat m.Biała Podlaska",2011,4813
"65227",662000,"Powiat m.Chełm",2011,4432
"65228",663000,"Powiat m.Lublin",2011,6617
"65229",664000,"Powiat m.Zamość",2011,11213
"65230",801000,"Powiat gorzowski",2011,6064
"65231",802000,"Powiat krośnieński",2011,10820
"65232",803000,"Powiat międzyrzecki",2011,17151
"65233",804000,"Powiat nowosolski",2011,4781
"65234",805000,"Powiat słubicki",2011,25506
"65235",806000,"Powiat strzelecko-drezdenecki",2011,22147
"65236",807000,"Powiat sulęciński",2011,22945
"65237",808000,"Powiat świebodziński",2011,27781
"65238",809000,"Powiat zielonogórski",2011,5561
"65239",810000,"Powiat żagański",2011,4174
"65240",811000,"Powiat żarski",2011,4004
"65241",812000,"Powiat wschowski",2011,22143
"65242",861000,"Powiat m.Gorzów Wielkopolski",2011,6755
"65243",862000,"Powiat m.Zielona Góra",2011,5750
"65244",1001000,"Powiat bełchatowski",2011,10101
"65245",1002000,"Powiat kutnowski",2011,3577
"65246",1003000,"Powiat łaski",2011,2834
"65247",1004000,"Powiat łęczycki",2011,1380
"65248",1005000,"Powiat łowicki",2011,5154
"65249",1006000,"Powiat łódzki wschodni",2011,5643
"65250",1007000,"Powiat opoczyński",2011,1456
"65251",1008000,"Powiat pabianicki",2011,3536
"65252",1009000,"Powiat pajęczański",2011,893
"65253",1010000,"Powiat piotrkowski",2011,13036
"65254",1011000,"Powiat poddębicki",2011,5494
"65255",1012000,"Powiat radomszczański",2011,2709
"65256",1013000,"Powiat rawski",2011,32159
"65257",1014000,"Powiat sieradzki",2011,2353
"65258",1015000,"Powiat skierniewicki",2011,2223
"65259",1016000,"Powiat tomaszowski",2011,21154
"65260",1017000,"Powiat wieluński",2011,9240
"65261",1018000,"Powiat wieruszowski",2011,2739
"65262",1019000,"Powiat zduńskowolski",2011,3505
"65263",1020000,"Powiat zgierski",2011,6704
"65264",1021000,"Powiat brzeziński",2011,5593
"65265",1061000,"Powiat m.Łódź",2011,6667
"65266",1062000,"Powiat m.Piotrków Trybunalski",2011,5374
"65267",1063000,"Powiat m.Skierniewice",2011,2699
"65268",1201000,"Powiat bocheński",2011,8806
"65269",1202000,"Powiat brzeski",2011,3812
"65270",1203000,"Powiat chrzanowski",2011,976
"65271",1204000,"Powiat dąbrowski",2011,174
"65272",1205000,"Powiat gorlicki",2011,17187
"65273",1206000,"Powiat krakowski",2011,4171
"65274",1207000,"Powiat limanowski",2011,5236
"65275",1208000,"Powiat miechowski",2011,4682
"65276",1209000,"Powiat myślenicki",2011,3076
"65277",1210000,"Powiat nowosądecki",2011,69163
"65278",1211000,"Powiat nowotarski",2011,36936
"65279",1212000,"Powiat olkuski",2011,2522
"65280",1213000,"Powiat oświęcimski",2011,1732
"65281",1214000,"Powiat proszowicki",2011,1943
"65282",1215000,"Powiat suski",2011,12770
"65283",1216000,"Powiat tarnowski",2011,1721
"65284",1217000,"Powiat tatrzański",2011,216131
"65285",1218000,"Powiat wadowicki",2011,7736
"65286",1219000,"Powiat wielicki",2011,7208
"65287",1261000,"Powiat m.Kraków",2011,20587
"65288",1262000,"Powiat m.Nowy Sącz",2011,3200
"65289",1263000,"Powiat m.Tarnów",2011,5641
"65290",1401000,"Powiat białobrzeski",2011,1497
"65291",1402000,"Powiat ciechanowski",2011,2436
"65292",1403000,"Powiat garwoliński",2011,3470
"65293",1404000,"Powiat gostyniński",2011,2318
"65294",1405000,"Powiat grodziski",2011,2432
"65295",1406000,"Powiat grójecki",2011,3323
"65296",1407000,"Powiat kozienicki",2011,2997
"65297",1408000,"Powiat legionowski",2011,22072
"65298",1409000,"Powiat lipski",2011,347
"65299",1410000,"Powiat łosicki",2011,8277
"65300",1411000,"Powiat makowski",2011,463
"65301",1412000,"Powiat miński",2011,3495
"65302",1413000,"Powiat mławski",2011,1527
"65303",1414000,"Powiat nowodworski",2011,3857
"65304",1415000,"Powiat ostrołęcki",2011,79
"65305",1416000,"Powiat ostrowski",2011,3014
"65306",1417000,"Powiat otwocki",2011,5523
"65307",1418000,"Powiat piaseczyński",2011,3514
"65308",1419000,"Powiat płocki",2011,6444
"65309",1420000,"Powiat płoński",2011,1757
"65310",1421000,"Powiat pruszkowski",2011,7136
"65311",1422000,"Powiat przasnyski",2011,1172
"65312",1423000,"Powiat przysuski",2011,3255
"65313",1424000,"Powiat pułtuski",2011,2642
"65314",1425000,"Powiat radomski",2011,797
"65315",1426000,"Powiat siedlecki",2011,1334
"65316",1427000,"Powiat sierpecki",2011,600
"65317",1428000,"Powiat sochaczewski",2011,1835
"65318",1429000,"Powiat sokołowski",2011,387
"65319",1430000,"Powiat szydłowiecki",2011,6264
"65320",1432000,"Powiat warszawski zachodni",2011,6207
"65321",1433000,"Powiat węgrowski",2011,1706
"65322",1434000,"Powiat wołomiński",2011,2158
"65323",1435000,"Powiat wyszkowski",2011,4786
"65324",1436000,"Powiat zwoleński",2011,60
"65325",1437000,"Powiat żuromiński",2011,63
"65326",1438000,"Powiat żyrardowski",2011,7066
"65327",1461000,"Powiat m.Ostrołęka",2011,2989
"65328",1462000,"Powiat m.Płock",2011,2900
"65329",1463000,"Powiat m.Radom",2011,3900
"65330",1464000,"Powiat m.Siedlce",2011,4541
"65331",1465000,"Powiat m. st. Warszawa",2011,14889
"65332",1601000,"Powiat brzeski",2011,1240
"65333",1602000,"Powiat głubczycki",2011,3417
"65334",1603000,"Powiat kędzierzyńsko-kozielski",2011,1766
"65335",1604000,"Powiat kluczborski",2011,1193
"65336",1605000,"Powiat krapkowicki",2011,7608
"65337",1606000,"Powiat namysłowski",2011,1750
"65338",1607000,"Powiat nyski",2011,14361
"65339",1608000,"Powiat oleski",2011,1531
"65340",1609000,"Powiat opolski",2011,2759
"65341",1610000,"Powiat prudnicki",2011,1095
"65342",1611000,"Powiat strzelecki",2011,6388
"65343",1661000,"Powiat m.Opole",2011,5758
"65344",1801000,"Powiat bieszczadzki",2011,38939
"65345",1802000,"Powiat brzozowski",2011,1326
"65346",1803000,"Powiat dębicki",2011,5571
"65347",1804000,"Powiat jarosławski",2011,3594
"65348",1805000,"Powiat jasielski",2011,3278
"65349",1806000,"Powiat kolbuszowski",2011,406
"65350",1807000,"Powiat krośnieński",2011,33429
"65351",1808000,"Powiat leżajski",2011,2067
"65352",1809000,"Powiat lubaczowski",2011,7665
"65353",1810000,"Powiat łańcucki",2011,3878
"65354",1811000,"Powiat mielecki",2011,2007
"65355",1812000,"Powiat niżański",2011,1454
"65356",1813000,"Powiat przemyski",2011,2660
"65357",1814000,"Powiat przeworski",2011,1417
"65358",1815000,"Powiat ropczycko-sędziszowski",2011,6561
"65359",1816000,"Powiat rzeszowski",2011,5703
"65360",1817000,"Powiat sanocki",2011,4823
"65361",1818000,"Powiat stalowowolski",2011,4288
"65362",1819000,"Powiat strzyżowski",2011,2132
"65363",1820000,"Powiat tarnobrzeski",2011,4233
"65364",1821000,"Powiat leski",2011,221800
"65365",1861000,"Powiat m.Krosno",2011,4035
"65366",1862000,"Powiat m.Przemyśl",2011,9432
"65367",1863000,"Powiat m.Rzeszów",2011,10699
"65368",1864000,"Powiat m.Tarnobrzeg",2011,5581
"65369",2001000,"Powiat augustowski",2011,31115
"65370",2002000,"Powiat białostocki",2011,4289
"65371",2003000,"Powiat bielski",2011,4492
"65372",2004000,"Powiat grajewski",2011,5497
"65373",2005000,"Powiat hajnowski",2011,14141
"65374",2006000,"Powiat kolneński",2011,895
"65375",2007000,"Powiat łomżyński",2011,7203
"65376",2008000,"Powiat moniecki",2011,2042
"65377",2009000,"Powiat sejneński",2011,11578
"65378",2010000,"Powiat siemiatycki",2011,2912
"65379",2011000,"Powiat sokólski",2011,2082
