"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_ogolem_szt"
"1184",414000,"Powiat świecki",2018,216
"1185",415000,"Powiat toruński",2018,195
"1186",416000,"Powiat tucholski",2018,47
"1187",417000,"Powiat wąbrzeski",2018,65
"1188",418000,"Powiat włocławski",2018,60
"1189",419000,"Powiat żniński",2018,136
"1190",461000,"Powiat m.Bydgoszcz",2018,3484
"1191",462000,"Powiat m.Grudziądz",2018,626
"1192",463000,"Powiat m.Toruń",2018,1596
"1193",464000,"Powiat m.Włocławek",2018,756
"1194",601000,"Powiat bialski",2018,35
"1195",602000,"Powiat biłgorajski",2018,78
"1196",603000,"Powiat chełmski",2018,26
"1197",604000,"Powiat hrubieszowski",2018,73
"1198",605000,"Powiat janowski",2018,23
"1199",606000,"Powiat krasnostawski",2018,29
"1200",607000,"Powiat kraśnicki",2018,89
"1201",608000,"Powiat lubartowski",2018,98
"1202",609000,"Powiat lubelski",2018,170
"1203",610000,"Powiat łęczyński",2018,73
"1204",611000,"Powiat łukowski",2018,81
"1205",612000,"Powiat opolski",2018,74
"1206",613000,"Powiat parczewski",2018,39
"1207",614000,"Powiat puławski",2018,244
"1208",615000,"Powiat radzyński",2018,116
"1209",616000,"Powiat rycki",2018,80
"1210",617000,"Powiat świdnicki",2018,150
"1211",618000,"Powiat tomaszowski",2018,75
"1212",619000,"Powiat włodawski",2018,119
"1213",620000,"Powiat zamojski",2018,22
"1214",661000,"Powiat m.Biała Podlaska",2018,207
"1215",662000,"Powiat m.Chełm",2018,249
"1216",663000,"Powiat m.Lublin",2018,4630
"1217",664000,"Powiat m.Zamość",2018,330
"1218",801000,"Powiat gorzowski",2018,346
"1219",802000,"Powiat krośnieński",2018,272
"1220",803000,"Powiat międzyrzecki",2018,242
"1221",804000,"Powiat nowosolski",2018,329
"1222",805000,"Powiat słubicki",2018,270
"1223",806000,"Powiat strzelecko-drezdenecki",2018,127
"1224",807000,"Powiat sulęciński",2018,128
"1225",808000,"Powiat świebodziński",2018,276
"1226",809000,"Powiat zielonogórski",2018,268
"1227",810000,"Powiat żagański",2018,327
"1228",811000,"Powiat żarski",2018,446
"1229",812000,"Powiat wschowski",2018,82
"1230",861000,"Powiat m.Gorzów Wielkopolski",2018,1725
"1231",862000,"Powiat m.Zielona Góra",2018,1866
"1232",1001000,"Powiat bełchatowski",2018,343
"1233",1002000,"Powiat kutnowski",2018,238
"1234",1003000,"Powiat łaski",2018,74
"1235",1004000,"Powiat łęczycki",2018,57
"1236",1005000,"Powiat łowicki",2018,95
"1237",1006000,"Powiat łódzki wschodni",2018,37
"1238",1007000,"Powiat opoczyński",2018,82
"1239",1008000,"Powiat pabianicki",2018,293
"1240",1009000,"Powiat pajęczański",2018,11
"1241",1010000,"Powiat piotrkowski",2018,28
"1242",1011000,"Powiat poddębicki",2018,57
"1243",1012000,"Powiat radomszczański",2018,148
"1244",1013000,"Powiat rawski",2018,37
"1245",1014000,"Powiat sieradzki",2018,161
"1246",1015000,"Powiat skierniewicki",2018,0
"1247",1016000,"Powiat tomaszowski",2018,278
"1248",1017000,"Powiat wieluński",2018,105
"1249",1018000,"Powiat wieruszowski",2018,112
"1250",1019000,"Powiat zduńskowolski",2018,136
"1251",1020000,"Powiat zgierski",2018,402
"1252",1021000,"Powiat brzeziński",2018,53
"1253",1061000,"Powiat m.Łódź",2018,7029
"1254",1062000,"Powiat m.Piotrków Trybunalski",2018,217
"1255",1063000,"Powiat m.Skierniewice",2018,260
"1256",1201000,"Powiat bocheński",2018,81
"1257",1202000,"Powiat brzeski",2018,69
"1258",1203000,"Powiat chrzanowski",2018,351
"1259",1204000,"Powiat dąbrowski",2018,16
"1260",1205000,"Powiat gorlicki",2018,53
"1261",1206000,"Powiat krakowski",2018,440
"1262",1207000,"Powiat limanowski",2018,49
"1263",1208000,"Powiat miechowski",2018,27
"1264",1209000,"Powiat myślenicki",2018,118
"1265",1210000,"Powiat nowosądecki",2018,160
"1266",1211000,"Powiat nowotarski",2018,230
"1267",1212000,"Powiat olkuski",2018,157
"1268",1213000,"Powiat oświęcimski",2018,447
"1269",1214000,"Powiat proszowicki",2018,17
"1270",1215000,"Powiat suski",2018,27
"1271",1216000,"Powiat tarnowski",2018,4
"1272",1217000,"Powiat tatrzański",2018,277
"1273",1218000,"Powiat wadowicki",2018,138
"1274",1219000,"Powiat wielicki",2018,551
"1275",1261000,"Powiat m.Kraków",2018,11585
"1276",1262000,"Powiat m.Nowy Sącz",2018,329
"1277",1263000,"Powiat m.Tarnów",2018,537
"1278",1401000,"Powiat białobrzeski",2018,16
"1279",1402000,"Powiat ciechanowski",2018,281
"1280",1403000,"Powiat garwoliński",2018,15
"1281",1404000,"Powiat gostyniński",2018,82
"1282",1405000,"Powiat grodziski",2018,252
"1283",1406000,"Powiat grójecki",2018,309
"1284",1407000,"Powiat kozienicki",2018,121
"1285",1408000,"Powiat legionowski",2018,791
"1286",1409000,"Powiat lipski",2018,17
"1287",1410000,"Powiat łosicki",2018,13
"1288",1411000,"Powiat makowski",2018,35
"1289",1412000,"Powiat miński",2018,795
"1290",1413000,"Powiat mławski",2018,251
"1291",1414000,"Powiat nowodworski",2018,329
"1292",1415000,"Powiat ostrołęcki",2018,0
"1293",1416000,"Powiat ostrowski",2018,53
"1294",1417000,"Powiat otwocki",2018,245
"1295",1418000,"Powiat piaseczyński",2018,461
"1296",1419000,"Powiat płocki",2018,58
"1297",1420000,"Powiat płoński",2018,138
"1298",1421000,"Powiat pruszkowski",2018,911
"1299",1422000,"Powiat przasnyski",2018,68
"1300",1423000,"Powiat przysuski",2018,21
"1301",1424000,"Powiat pułtuski",2018,126
"1302",1425000,"Powiat radomski",2018,95
"1303",1426000,"Powiat siedlecki",2018,16
"1304",1427000,"Powiat sierpecki",2018,204
"1305",1428000,"Powiat sochaczewski",2018,162
"1306",1429000,"Powiat sokołowski",2018,87
"1307",1430000,"Powiat szydłowiecki",2018,42
"1308",1432000,"Powiat warszawski zachodni",2018,839
"1309",1433000,"Powiat węgrowski",2018,9
"1310",1434000,"Powiat wołomiński",2018,1279
"1311",1435000,"Powiat wyszkowski",2018,94
"1312",1436000,"Powiat zwoleński",2018,16
"1313",1437000,"Powiat żuromiński",2018,36
"1314",1438000,"Powiat żyrardowski",2018,212
"1315",1461000,"Powiat m.Ostrołęka",2018,183
"1316",1462000,"Powiat m.Płock",2018,907
"1317",1463000,"Powiat m.Radom",2018,1030
"1318",1464000,"Powiat m.Siedlce",2018,987
"1319",1465000,"Powiat m. st. Warszawa",2018,23192
"1320",1601000,"Powiat brzeski",2018,499
"1321",1602000,"Powiat głubczycki",2018,125
"1322",1603000,"Powiat kędzierzyńsko-kozielski",2018,322
"1323",1604000,"Powiat kluczborski",2018,211
"1324",1605000,"Powiat krapkowicki",2018,125
"1325",1606000,"Powiat namysłowski",2018,223
"1326",1607000,"Powiat nyski",2018,448
"1327",1608000,"Powiat oleski",2018,47
"1328",1609000,"Powiat opolski",2018,179
"1329",1610000,"Powiat prudnicki",2018,130
"1330",1611000,"Powiat strzelecki",2018,133
"1331",1661000,"Powiat m.Opole",2018,1331
"1332",1801000,"Powiat bieszczadzki",2018,63
"1333",1802000,"Powiat brzozowski",2018,27
"1334",1803000,"Powiat dębicki",2018,134
"1335",1804000,"Powiat jarosławski",2018,211
"1336",1805000,"Powiat jasielski",2018,75
"1337",1806000,"Powiat kolbuszowski",2018,62
"1338",1807000,"Powiat krośnieński",2018,24
"1339",1808000,"Powiat leżajski",2018,56
"1340",1809000,"Powiat lubaczowski",2018,33
"1341",1810000,"Powiat łańcucki",2018,48
"1342",1811000,"Powiat mielecki",2018,174
"1343",1812000,"Powiat niżański",2018,29
"1344",1813000,"Powiat przemyski",2018,47
"1345",1814000,"Powiat przeworski",2018,46
"1346",1815000,"Powiat ropczycko-sędziszowski",2018,58
"1347",1816000,"Powiat rzeszowski",2018,290
"1348",1817000,"Powiat sanocki",2018,111
"1349",1818000,"Powiat stalowowolski",2018,290
"1350",1819000,"Powiat strzyżowski",2018,52
"1351",1820000,"Powiat tarnobrzeski",2018,67
"1352",1821000,"Powiat leski",2018,15
"1353",1861000,"Powiat m.Krosno",2018,111
"1354",1862000,"Powiat m.Przemyśl",2018,337
"1355",1863000,"Powiat m.Rzeszów",2018,2586
"1356",1864000,"Powiat m.Tarnobrzeg",2018,129
"1357",2001000,"Powiat augustowski",2018,86
"1358",2002000,"Powiat białostocki",2018,397
"1359",2003000,"Powiat bielski",2018,60
"1360",2004000,"Powiat grajewski",2018,154
"1361",2005000,"Powiat hajnowski",2018,54
"1362",2006000,"Powiat kolneński",2018,62
"1363",2007000,"Powiat łomżyński",2018,11
"1364",2008000,"Powiat moniecki",2018,19
"1365",2009000,"Powiat sejneński",2018,9
"1366",2010000,"Powiat siemiatycki",2018,51
"1367",2011000,"Powiat sokólski",2018,35
"1368",2012000,"Powiat suwalski",2018,15
"1369",2013000,"Powiat wysokomazowiecki",2018,70
"1370",2014000,"Powiat zambrowski",2018,101
"1371",2061000,"Powiat m.Białystok",2018,2992
"1372",2062000,"Powiat m.Łomża",2018,441
"1373",2063000,"Powiat m.Suwałki",2018,526
"1374",2201000,"Powiat bytowski",2018,266
"1375",2202000,"Powiat chojnicki",2018,337
"1376",2203000,"Powiat człuchowski",2018,164
"1377",2204000,"Powiat gdański",2018,1366
"1378",2205000,"Powiat kartuski",2018,636
"1379",2206000,"Powiat kościerski",2018,167
"1380",2207000,"Powiat kwidzyński",2018,265
"1381",2208000,"Powiat lęborski",2018,506
"1382",2209000,"Powiat malborski",2018,416
"1383",2210000,"Powiat nowodworski",2018,145
"1384",2211000,"Powiat pucki",2018,815
"1385",2212000,"Powiat słupski",2018,311
"1386",2213000,"Powiat starogardzki",2018,375
"1387",2214000,"Powiat tczewski",2018,730
"1388",2215000,"Powiat wejherowski",2018,1632
"1389",2216000,"Powiat sztumski",2018,95
"1390",2261000,"Powiat m.Gdańsk",2018,9682
"1391",2262000,"Powiat m.Gdynia",2018,2978
"1392",2263000,"Powiat m.Słupsk",2018,1130
"1393",2264000,"Powiat m.Sopot",2018,390
"1394",2401000,"Powiat będziński",2018,546
"1395",2402000,"Powiat bielski",2018,195
"1396",2403000,"Powiat cieszyński",2018,275
"1397",2404000,"Powiat częstochowski",2018,66
"1398",2405000,"Powiat gliwicki",2018,348
"1399",2406000,"Powiat kłobucki",2018,31
"1400",2407000,"Powiat lubliniecki",2018,78
"1401",2408000,"Powiat mikołowski",2018,205
"1402",2409000,"Powiat myszkowski",2018,109
"1403",2410000,"Powiat pszczyński",2018,339
"1404",2411000,"Powiat raciborski",2018,266
"1405",2412000,"Powiat rybnicki",2018,101
"1406",2413000,"Powiat tarnogórski",2018,336
"1407",2414000,"Powiat bieruńsko-lędziński",2018,104
"1408",2415000,"Powiat wodzisławski",2018,214
"1409",2416000,"Powiat zawierciański",2018,219
"1410",2417000,"Powiat żywiecki",2018,97
"1411",2461000,"Powiat m.Bielsko-Biała",2018,804
"1412",2462000,"Powiat m.Bytom",2018,1351
"1413",2463000,"Powiat m.Chorzów",2018,698
"1414",2464000,"Powiat m.Częstochowa",2018,786
"1415",2465000,"Powiat m.Dąbrowa Górnicza",2018,289
"1416",2466000,"Powiat m.Gliwice",2018,1662
"1417",2467000,"Powiat m.Jastrzębie-Zdrój",2018,254
"1418",2468000,"Powiat m.Jaworzno",2018,364
"1419",2469000,"Powiat m.Katowice",2018,1876
"1420",2470000,"Powiat m.Mysłowice",2018,439
"1421",2471000,"Powiat m.Piekary Śląskie",2018,269
"1422",2472000,"Powiat m.Ruda Śląska",2018,731
"1423",2473000,"Powiat m.Rybnik",2018,484
"1424",2474000,"Powiat m.Siemianowice Śląskie",2018,468
"1425",2475000,"Powiat m.Sosnowiec",2018,444
"1426",2476000,"Powiat m.Świętochłowice",2018,244
"1427",2477000,"Powiat m.Tychy",2018,917
"1428",2478000,"Powiat m.Zabrze",2018,1196
"1429",2479000,"Powiat m.Żory",2018,221
"1430",2601000,"Powiat buski",2018,51
"1431",2602000,"Powiat jędrzejowski",2018,95
"1432",2603000,"Powiat kazimierski",2018,10
"1433",2604000,"Powiat kielecki",2018,13
"1434",2605000,"Powiat konecki",2018,75
"1435",2606000,"Powiat opatowski",2018,37
"1436",2607000,"Powiat ostrowiecki",2018,97
"1437",2608000,"Powiat pińczowski",2018,30
"1438",2609000,"Powiat sandomierski",2018,47
"1439",2610000,"Powiat skarżyski",2018,187
"1440",2611000,"Powiat starachowicki",2018,226
"1441",2612000,"Powiat staszowski",2018,49
"1442",2613000,"Powiat włoszczowski",2018,28
"1443",2661000,"Powiat m.Kielce",2018,1673
"1444",2801000,"Powiat bartoszycki",2018,216
"1445",2802000,"Powiat braniewski",2018,189
"1446",2803000,"Powiat działdowski",2018,273
"1447",2804000,"Powiat elbląski",2018,105
"1448",2805000,"Powiat ełcki",2018,519
"1449",2806000,"Powiat giżycki",2018,432
"1450",2807000,"Powiat iławski",2018,766
"1451",2808000,"Powiat kętrzyński",2018,263
"1452",2809000,"Powiat lidzbarski",2018,158
"1453",2810000,"Powiat mrągowski",2018,153
"1454",2811000,"Powiat nidzicki",2018,151
"1455",2812000,"Powiat nowomiejski",2018,98
"1456",2813000,"Powiat olecki",2018,195
"1457",2814000,"Powiat olsztyński",2018,984
"1458",2815000,"Powiat ostródzki",2018,505
"1459",2816000,"Powiat piski",2018,220
"1460",2817000,"Powiat szczycieński",2018,217
"1461",2818000,"Powiat gołdapski",2018,129
"1462",2819000,"Powiat węgorzewski",2018,91
"1463",2861000,"Powiat m.Elbląg",2018,965
"1464",2862000,"Powiat m.Olsztyn",2018,1984
"1465",3001000,"Powiat chodzieski",2018,94
"1466",3002000,"Powiat czarnkowsko-trzcianecki",2018,95
"1467",3003000,"Powiat gnieźnieński",2018,351
"1468",3004000,"Powiat gostyński",2018,178
"1469",3005000,"Powiat grodziski",2018,126
"1470",3006000,"Powiat jarociński",2018,165
"1471",3007000,"Powiat kaliski",2018,17
"1472",3008000,"Powiat kępiński",2018,79
"1473",3009000,"Powiat kolski",2018,69
"1474",3010000,"Powiat koniński",2018,80
"1475",3011000,"Powiat kościański",2018,244
"1476",3012000,"Powiat krotoszyński",2018,156
"1477",3013000,"Powiat leszczyński",2018,168
"1478",3014000,"Powiat międzychodzki",2018,95
"1479",3015000,"Powiat nowotomyski",2018,192
"1480",3016000,"Powiat obornicki",2018,256
"1481",3017000,"Powiat ostrowski",2018,571
"1482",3018000,"Powiat ostrzeszowski",2018,98
"1483",3019000,"Powiat pilski",2018,588
"1484",3020000,"Powiat pleszewski",2018,58
"1485",3021000,"Powiat poznański",2018,3397
"1486",3022000,"Powiat rawicki",2018,175
"1487",3023000,"Powiat słupecki",2018,49
"1488",3024000,"Powiat szamotulski",2018,290
"1489",3025000,"Powiat średzki",2018,337
"1490",3026000,"Powiat śremski",2018,328
"1491",3027000,"Powiat turecki",2018,132
"1492",3028000,"Powiat wągrowiecki",2018,189
"1493",3029000,"Powiat wolsztyński",2018,111
"1494",3030000,"Powiat wrzesiński",2018,656
"1495",3031000,"Powiat złotowski",2018,181
"1496",3061000,"Powiat m.Kalisz",2018,653
"1497",3062000,"Powiat m.Konin",2018,432
"1498",3063000,"Powiat m.Leszno",2018,346
"1499",3064000,"Powiat m.Poznań",2018,7538
"1500",3201000,"Powiat białogardzki",2018,229
"1501",3202000,"Powiat choszczeński",2018,193
"1502",3203000,"Powiat drawski",2018,186
"1503",3204000,"Powiat goleniowski",2018,342
"1504",3205000,"Powiat gryficki",2018,248
"1505",3206000,"Powiat gryfiński",2018,278
"1506",3207000,"Powiat kamieński",2018,424
"1507",3208000,"Powiat kołobrzeski",2018,1200
"1508",3209000,"Powiat koszaliński",2018,461
"1509",3210000,"Powiat myśliborski",2018,226
"1510",3211000,"Powiat policki",2018,412
"1511",3212000,"Powiat pyrzycki",2018,114
"1512",3213000,"Powiat sławieński",2018,252
"1513",3214000,"Powiat stargardzki",2018,889
"1514",3215000,"Powiat szczecinecki",2018,477
"1515",3216000,"Powiat świdwiński",2018,206
"1516",3217000,"Powiat wałecki",2018,191
"1517",3218000,"Powiat łobeski",2018,114
"1518",3261000,"Powiat m.Koszalin",2018,693
"1519",3262000,"Powiat m.Szczecin",2018,4244
"1520",3263000,"Powiat m.Świnoujście",2018,299
"1521",201000,"Powiat bolesławiecki",2019,NA
"1522",202000,"Powiat dzierżoniowski",2019,NA
"1523",203000,"Powiat głogowski",2019,NA
"1524",204000,"Powiat górowski",2019,NA
"1525",205000,"Powiat jaworski",2019,NA
"1526",206000,"Powiat jeleniogórski",2019,NA
"1527",207000,"Powiat kamiennogórski",2019,NA
"1528",208000,"Powiat kłodzki",2019,NA
"1529",209000,"Powiat legnicki",2019,NA
"1530",210000,"Powiat lubański",2019,NA
"1531",211000,"Powiat lubiński",2019,NA
"1532",212000,"Powiat lwówecki",2019,NA
"1533",213000,"Powiat milicki",2019,NA
"1534",214000,"Powiat oleśnicki",2019,NA
"1535",215000,"Powiat oławski",2019,NA
"1536",216000,"Powiat polkowicki",2019,NA
"1537",217000,"Powiat strzeliński",2019,NA
"1538",218000,"Powiat średzki",2019,NA
"1539",219000,"Powiat świdnicki",2019,NA
"1540",220000,"Powiat trzebnicki",2019,NA
"1541",221000,"Powiat wałbrzyski",2019,NA
"1542",222000,"Powiat wołowski",2019,NA
"1543",223000,"Powiat wrocławski",2019,NA
"1544",224000,"Powiat ząbkowicki",2019,NA
"1545",225000,"Powiat zgorzelecki",2019,NA
"1546",226000,"Powiat złotoryjski",2019,NA
"1547",261000,"Powiat m.Jelenia Góra",2019,NA
"1548",262000,"Powiat m.Legnica",2019,NA
"1549",264000,"Powiat m.Wrocław",2019,NA
"1550",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"1551",401000,"Powiat aleksandrowski",2019,NA
"1552",402000,"Powiat brodnicki",2019,NA
"1553",403000,"Powiat bydgoski",2019,NA
"1554",404000,"Powiat chełmiński",2019,NA
"1555",405000,"Powiat golubsko-dobrzyński",2019,NA
"1556",406000,"Powiat grudziądzki",2019,NA
"1557",407000,"Powiat inowrocławski",2019,NA
"1558",408000,"Powiat lipnowski",2019,NA
"1559",409000,"Powiat mogileński",2019,NA
"1560",410000,"Powiat nakielski",2019,NA
"1561",411000,"Powiat radziejowski",2019,NA
"1562",412000,"Powiat rypiński",2019,NA
"1563",413000,"Powiat sępoleński",2019,NA
"1564",414000,"Powiat świecki",2019,NA
"1565",415000,"Powiat toruński",2019,NA
"1566",416000,"Powiat tucholski",2019,NA
"1567",417000,"Powiat wąbrzeski",2019,NA
"1568",418000,"Powiat włocławski",2019,NA
"1569",419000,"Powiat żniński",2019,NA
"1570",461000,"Powiat m.Bydgoszcz",2019,NA
"1571",462000,"Powiat m.Grudziądz",2019,NA
"1572",463000,"Powiat m.Toruń",2019,NA
"1573",464000,"Powiat m.Włocławek",2019,NA
"1574",601000,"Powiat bialski",2019,NA
"1575",602000,"Powiat biłgorajski",2019,NA
"1576",603000,"Powiat chełmski",2019,NA
"1577",604000,"Powiat hrubieszowski",2019,NA
"1578",605000,"Powiat janowski",2019,NA
"1579",606000,"Powiat krasnostawski",2019,NA
"1580",607000,"Powiat kraśnicki",2019,NA
"1581",608000,"Powiat lubartowski",2019,NA
"1582",609000,"Powiat lubelski",2019,NA
"1583",610000,"Powiat łęczyński",2019,NA
"1584",611000,"Powiat łukowski",2019,NA
"1585",612000,"Powiat opolski",2019,NA
"1586",613000,"Powiat parczewski",2019,NA
"1587",614000,"Powiat puławski",2019,NA
"1588",615000,"Powiat radzyński",2019,NA
"1589",616000,"Powiat rycki",2019,NA
"1590",617000,"Powiat świdnicki",2019,NA
"1591",618000,"Powiat tomaszowski",2019,NA
"1592",619000,"Powiat włodawski",2019,NA
"1593",620000,"Powiat zamojski",2019,NA
"1594",661000,"Powiat m.Biała Podlaska",2019,NA
"1595",662000,"Powiat m.Chełm",2019,NA
"1596",663000,"Powiat m.Lublin",2019,NA
"1597",664000,"Powiat m.Zamość",2019,NA
"1598",801000,"Powiat gorzowski",2019,NA
"1599",802000,"Powiat krośnieński",2019,NA
"1600",803000,"Powiat międzyrzecki",2019,NA
"1601",804000,"Powiat nowosolski",2019,NA
"1602",805000,"Powiat słubicki",2019,NA
"1603",806000,"Powiat strzelecko-drezdenecki",2019,NA
"1604",807000,"Powiat sulęciński",2019,NA
"1605",808000,"Powiat świebodziński",2019,NA
"1606",809000,"Powiat zielonogórski",2019,NA
"1607",810000,"Powiat żagański",2019,NA
"1608",811000,"Powiat żarski",2019,NA
"1609",812000,"Powiat wschowski",2019,NA
"1610",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"1611",862000,"Powiat m.Zielona Góra",2019,NA
"1612",1001000,"Powiat bełchatowski",2019,NA
"1613",1002000,"Powiat kutnowski",2019,NA
"1614",1003000,"Powiat łaski",2019,NA
"1615",1004000,"Powiat łęczycki",2019,NA
"1616",1005000,"Powiat łowicki",2019,NA
"1617",1006000,"Powiat łódzki wschodni",2019,NA
"1618",1007000,"Powiat opoczyński",2019,NA
"1619",1008000,"Powiat pabianicki",2019,NA
"1620",1009000,"Powiat pajęczański",2019,NA
"1621",1010000,"Powiat piotrkowski",2019,NA
"1622",1011000,"Powiat poddębicki",2019,NA
"1623",1012000,"Powiat radomszczański",2019,NA
"1624",1013000,"Powiat rawski",2019,NA
"1625",1014000,"Powiat sieradzki",2019,NA
"1626",1015000,"Powiat skierniewicki",2019,NA
"1627",1016000,"Powiat tomaszowski",2019,NA
"1628",1017000,"Powiat wieluński",2019,NA
"1629",1018000,"Powiat wieruszowski",2019,NA
"1630",1019000,"Powiat zduńskowolski",2019,NA
"1631",1020000,"Powiat zgierski",2019,NA
"1632",1021000,"Powiat brzeziński",2019,NA
"1633",1061000,"Powiat m.Łódź",2019,NA
"1634",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"1635",1063000,"Powiat m.Skierniewice",2019,NA
"1636",1201000,"Powiat bocheński",2019,NA
"1637",1202000,"Powiat brzeski",2019,NA
"1638",1203000,"Powiat chrzanowski",2019,NA
"1639",1204000,"Powiat dąbrowski",2019,NA
"1640",1205000,"Powiat gorlicki",2019,NA
"1641",1206000,"Powiat krakowski",2019,NA
"1642",1207000,"Powiat limanowski",2019,NA
"1643",1208000,"Powiat miechowski",2019,NA
"1644",1209000,"Powiat myślenicki",2019,NA
"1645",1210000,"Powiat nowosądecki",2019,NA
"1646",1211000,"Powiat nowotarski",2019,NA
"1647",1212000,"Powiat olkuski",2019,NA
"1648",1213000,"Powiat oświęcimski",2019,NA
"1649",1214000,"Powiat proszowicki",2019,NA
"1650",1215000,"Powiat suski",2019,NA
"1651",1216000,"Powiat tarnowski",2019,NA
"1652",1217000,"Powiat tatrzański",2019,NA
"1653",1218000,"Powiat wadowicki",2019,NA
"1654",1219000,"Powiat wielicki",2019,NA
"1655",1261000,"Powiat m.Kraków",2019,NA
"1656",1262000,"Powiat m.Nowy Sącz",2019,NA
"1657",1263000,"Powiat m.Tarnów",2019,NA
"1658",1401000,"Powiat białobrzeski",2019,NA
"1659",1402000,"Powiat ciechanowski",2019,NA
"1660",1403000,"Powiat garwoliński",2019,NA
"1661",1404000,"Powiat gostyniński",2019,NA
"1662",1405000,"Powiat grodziski",2019,NA
"1663",1406000,"Powiat grójecki",2019,NA
"1664",1407000,"Powiat kozienicki",2019,NA
"1665",1408000,"Powiat legionowski",2019,NA
"1666",1409000,"Powiat lipski",2019,NA
"1667",1410000,"Powiat łosicki",2019,NA
"1668",1411000,"Powiat makowski",2019,NA
"1669",1412000,"Powiat miński",2019,NA
"1670",1413000,"Powiat mławski",2019,NA
"1671",1414000,"Powiat nowodworski",2019,NA
"1672",1415000,"Powiat ostrołęcki",2019,NA
"1673",1416000,"Powiat ostrowski",2019,NA
"1674",1417000,"Powiat otwocki",2019,NA
"1675",1418000,"Powiat piaseczyński",2019,NA
"1676",1419000,"Powiat płocki",2019,NA
"1677",1420000,"Powiat płoński",2019,NA
"1678",1421000,"Powiat pruszkowski",2019,NA
"1679",1422000,"Powiat przasnyski",2019,NA
"1680",1423000,"Powiat przysuski",2019,NA
"1681",1424000,"Powiat pułtuski",2019,NA
"1682",1425000,"Powiat radomski",2019,NA
"1683",1426000,"Powiat siedlecki",2019,NA
"1684",1427000,"Powiat sierpecki",2019,NA
"1685",1428000,"Powiat sochaczewski",2019,NA
"1686",1429000,"Powiat sokołowski",2019,NA
"1687",1430000,"Powiat szydłowiecki",2019,NA
"1688",1432000,"Powiat warszawski zachodni",2019,NA
"1689",1433000,"Powiat węgrowski",2019,NA
"1690",1434000,"Powiat wołomiński",2019,NA
"1691",1435000,"Powiat wyszkowski",2019,NA
"1692",1436000,"Powiat zwoleński",2019,NA
"1693",1437000,"Powiat żuromiński",2019,NA
"1694",1438000,"Powiat żyrardowski",2019,NA
"1695",1461000,"Powiat m.Ostrołęka",2019,NA
"1696",1462000,"Powiat m.Płock",2019,NA
"1697",1463000,"Powiat m.Radom",2019,NA
"1698",1464000,"Powiat m.Siedlce",2019,NA
"1699",1465000,"Powiat m. st. Warszawa",2019,NA
"1700",1601000,"Powiat brzeski",2019,NA
"1701",1602000,"Powiat głubczycki",2019,NA
"1702",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"1703",1604000,"Powiat kluczborski",2019,NA
"1704",1605000,"Powiat krapkowicki",2019,NA
"1705",1606000,"Powiat namysłowski",2019,NA
"1706",1607000,"Powiat nyski",2019,NA
"1707",1608000,"Powiat oleski",2019,NA
"1708",1609000,"Powiat opolski",2019,NA
"1709",1610000,"Powiat prudnicki",2019,NA
"1710",1611000,"Powiat strzelecki",2019,NA
"1711",1661000,"Powiat m.Opole",2019,NA
"1712",1801000,"Powiat bieszczadzki",2019,NA
"1713",1802000,"Powiat brzozowski",2019,NA
"1714",1803000,"Powiat dębicki",2019,NA
"1715",1804000,"Powiat jarosławski",2019,NA
"1716",1805000,"Powiat jasielski",2019,NA
"1717",1806000,"Powiat kolbuszowski",2019,NA
"1718",1807000,"Powiat krośnieński",2019,NA
"1719",1808000,"Powiat leżajski",2019,NA
"1720",1809000,"Powiat lubaczowski",2019,NA
"1721",1810000,"Powiat łańcucki",2019,NA
"1722",1811000,"Powiat mielecki",2019,NA
"1723",1812000,"Powiat niżański",2019,NA
"1724",1813000,"Powiat przemyski",2019,NA
"1725",1814000,"Powiat przeworski",2019,NA
"1726",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"1727",1816000,"Powiat rzeszowski",2019,NA
"1728",1817000,"Powiat sanocki",2019,NA
"1729",1818000,"Powiat stalowowolski",2019,NA
"1730",1819000,"Powiat strzyżowski",2019,NA
"1731",1820000,"Powiat tarnobrzeski",2019,NA
"1732",1821000,"Powiat leski",2019,NA
"1733",1861000,"Powiat m.Krosno",2019,NA
"1734",1862000,"Powiat m.Przemyśl",2019,NA
"1735",1863000,"Powiat m.Rzeszów",2019,NA
"1736",1864000,"Powiat m.Tarnobrzeg",2019,NA
"1737",2001000,"Powiat augustowski",2019,NA
"1738",2002000,"Powiat białostocki",2019,NA
"1739",2003000,"Powiat bielski",2019,NA
"1740",2004000,"Powiat grajewski",2019,NA
"1741",2005000,"Powiat hajnowski",2019,NA
"1742",2006000,"Powiat kolneński",2019,NA
"1743",2007000,"Powiat łomżyński",2019,NA
"1744",2008000,"Powiat moniecki",2019,NA
"1745",2009000,"Powiat sejneński",2019,NA
"1746",2010000,"Powiat siemiatycki",2019,NA
"1747",2011000,"Powiat sokólski",2019,NA
"1748",2012000,"Powiat suwalski",2019,NA
"1749",2013000,"Powiat wysokomazowiecki",2019,NA
