"","Kod","Nazwa","rok","UCZELNIE_CTAB_absolwenci_ogolem_osoba"
"8047",2862000,"Powiat m.Olsztyn",2017,7364
"8048",3002000,"Powiat czarnkowsko-trzcianecki",2017,16
"8049",3003000,"Powiat gnieźnieński",2017,385
"8050",3006000,"Powiat jarociński",2017,0
"8051",3007000,"Powiat kaliski",2017,0
"8052",3008000,"Powiat kępiński",2017,0
"8053",3009000,"Powiat kolski",2017,0
"8054",3011000,"Powiat kościański",2017,0
"8055",3015000,"Powiat nowotomyski",2017,85
"8056",3017000,"Powiat ostrowski",2017,219
"8057",3019000,"Powiat pilski",2017,521
"8058",3021000,"Powiat poznański",2017,0
"8059",3023000,"Powiat słupecki",2017,0
"8060",3025000,"Powiat średzki",2017,309
"8061",3026000,"Powiat śremski",2017,0
"8062",3027000,"Powiat turecki",2017,0
"8063",3028000,"Powiat wągrowiecki",2017,53
"8064",3030000,"Powiat wrzesiński",2017,0
"8065",3061000,"Powiat m.Kalisz",2017,1074
"8066",3062000,"Powiat m.Konin",2017,734
"8067",3063000,"Powiat m.Leszno",2017,673
"8068",3064000,"Powiat m.Poznań",2017,32531
"8069",3204000,"Powiat goleniowski",2017,0
"8070",3205000,"Powiat gryficki",2017,1
"8071",3208000,"Powiat kołobrzeski",2017,47
"8072",3214000,"Powiat stargardzki",2017,78
"8073",3215000,"Powiat szczecinecki",2017,60
"8074",3217000,"Powiat wałecki",2017,102
"8075",3261000,"Powiat m.Koszalin",2017,2126
"8076",3262000,"Powiat m.Szczecin",2017,9443
"8077",3263000,"Powiat m.Świnoujście",2017,0
"8078",201000,"Powiat bolesławiecki",2018,0
"8079",202000,"Powiat dzierżoniowski",2018,0
"8080",203000,"Powiat głogowski",2018,195
"8081",208000,"Powiat kłodzki",2018,82
"8082",211000,"Powiat lubiński",2018,129
"8083",213000,"Powiat milicki",2018,0
"8084",216000,"Powiat polkowicki",2018,102
"8085",219000,"Powiat świdnicki",2018,52
"8086",221000,"Powiat wałbrzyski",2018,0
"8087",224000,"Powiat ząbkowicki",2018,0
"8088",225000,"Powiat zgorzelecki",2018,0
"8089",261000,"Powiat m.Jelenia Góra",2018,446
"8090",262000,"Powiat m.Legnica",2018,849
"8091",264000,"Powiat m.Wrocław",2018,27800
"8092",265000,"Powiat m.Wałbrzych od 2013",2018,609
"8093",402000,"Powiat brodnicki",2018,0
"8094",407000,"Powiat inowrocławski",2018,250
"8095",414000,"Powiat świecki",2018,15
"8096",415000,"Powiat toruński",2018,0
"8097",416000,"Powiat tucholski",2018,123
"8098",461000,"Powiat m.Bydgoszcz",2018,7047
"8099",462000,"Powiat m.Grudziądz",2018,46
"8100",463000,"Powiat m.Toruń",2018,6154
"8101",464000,"Powiat m.Włocławek",2018,602
"8102",602000,"Powiat biłgorajski",2018,0
"8103",611000,"Powiat łukowski",2018,0
"8104",614000,"Powiat puławski",2018,115
"8105",616000,"Powiat rycki",2018,542
"8106",618000,"Powiat tomaszowski",2018,0
"8107",661000,"Powiat m.Biała Podlaska",2018,1212
"8108",662000,"Powiat m.Chełm",2018,460
"8109",663000,"Powiat m.Lublin",2018,16323
"8110",664000,"Powiat m.Zamość",2018,256
"8111",801000,"Powiat gorzowski",2018,0
"8112",802000,"Powiat krośnieński",2018,0
"8113",805000,"Powiat słubicki",2018,0
"8114",809000,"Powiat zielonogórski",2018,88
"8115",810000,"Powiat żagański",2018,0
"8116",811000,"Powiat żarski",2018,77
"8117",861000,"Powiat m.Gorzów Wielkopolski",2018,689
"8118",862000,"Powiat m.Zielona Góra",2018,2322
"8119",1001000,"Powiat bełchatowski",2018,173
"8120",1002000,"Powiat kutnowski",2018,236
"8121",1005000,"Powiat łowicki",2018,0
"8122",1008000,"Powiat pabianicki",2018,0
"8123",1012000,"Powiat radomszczański",2018,0
"8124",1014000,"Powiat sieradzki",2018,43
"8125",1016000,"Powiat tomaszowski",2018,205
"8126",1017000,"Powiat wieluński",2018,0
"8127",1019000,"Powiat zduńskowolski",2018,72
"8128",1061000,"Powiat m.Łódź",2018,17046
"8129",1062000,"Powiat m.Piotrków Trybunalski",2018,405
"8130",1063000,"Powiat m.Skierniewice",2018,360
"8131",1201000,"Powiat bocheński",2018,43
"8132",1202000,"Powiat brzeski",2018,0
"8133",1203000,"Powiat chrzanowski",2018,0
"8134",1207000,"Powiat limanowski",2018,0
"8135",1208000,"Powiat miechowski",2018,17
"8136",1209000,"Powiat myślenicki",2018,278
"8137",1211000,"Powiat nowotarski",2018,637
"8138",1212000,"Powiat olkuski",2018,43
"8139",1213000,"Powiat oświęcimski",2018,395
"8140",1215000,"Powiat suski",2018,124
"8141",1217000,"Powiat tatrzański",2018,4
"8142",1261000,"Powiat m.Kraków",2018,39160
"8143",1262000,"Powiat m.Nowy Sącz",2018,1397
"8144",1263000,"Powiat m.Tarnów",2018,1476
"8145",1402000,"Powiat ciechanowski",2018,408
"8146",1403000,"Powiat garwoliński",2018,0
"8147",1405000,"Powiat grodziski",2018,323
"8148",1406000,"Powiat grójecki",2018,0
"8149",1412000,"Powiat miński",2018,0
"8150",1413000,"Powiat mławski",2018,62
"8151",1415000,"Powiat ostrołęcki",2018,0
"8152",1416000,"Powiat ostrowski",2018,15
"8153",1417000,"Powiat otwocki",2018,749
"8154",1420000,"Powiat płoński",2018,55
"8155",1421000,"Powiat pruszkowski",2018,116
"8156",1422000,"Powiat przasnyski",2018,11
"8157",1424000,"Powiat pułtuski",2018,324
"8158",1426000,"Powiat siedlecki",2018,0
"8159",1428000,"Powiat sochaczewski",2018,86
"8160",1433000,"Powiat węgrowski",2018,0
"8161",1434000,"Powiat wołomiński",2018,0
"8162",1435000,"Powiat wyszkowski",2018,71
"8163",1438000,"Powiat żyrardowski",2018,202
"8164",1461000,"Powiat m.Ostrołęka",2018,77
"8165",1462000,"Powiat m.Płock",2018,1782
"8166",1463000,"Powiat m.Radom",2018,2275
"8167",1464000,"Powiat m.Siedlce",2018,1953
"8168",1465000,"Powiat m. st. Warszawa",2018,52286
"8169",1601000,"Powiat brzeski",2018,64
"8170",1603000,"Powiat kędzierzyńsko-kozielski",2018,0
"8171",1607000,"Powiat nyski",2018,497
"8172",1661000,"Powiat m.Opole",2018,5487
"8173",1803000,"Powiat dębicki",2018,0
"8174",1804000,"Powiat jarosławski",2018,853
"8175",1805000,"Powiat jasielski",2018,150
"8176",1806000,"Powiat kolbuszowski",2018,0
"8177",1811000,"Powiat mielecki",2018,58
"8178",1812000,"Powiat niżański",2018,21
"8179",1814000,"Powiat przeworski",2018,42
"8180",1817000,"Powiat sanocki",2018,368
"8181",1818000,"Powiat stalowowolski",2018,281
"8182",1861000,"Powiat m.Krosno",2018,496
"8183",1862000,"Powiat m.Przemyśl",2018,257
"8184",1863000,"Powiat m.Rzeszów",2018,12007
"8185",1864000,"Powiat m.Tarnobrzeg",2018,284
"8186",2001000,"Powiat augustowski",2018,0
"8187",2005000,"Powiat hajnowski",2018,48
"8188",2010000,"Powiat siemiatycki",2018,22
"8189",2061000,"Powiat m.Białystok",2018,7412
"8190",2062000,"Powiat m.Łomża",2018,962
"8191",2063000,"Powiat m.Suwałki",2018,449
"8192",2202000,"Powiat chojnicki",2018,229
"8193",2203000,"Powiat człuchowski",2018,0
"8194",2205000,"Powiat kartuski",2018,0
"8195",2206000,"Powiat kościerski",2018,10
"8196",2207000,"Powiat kwidzyński",2018,226
"8197",2208000,"Powiat lęborski",2018,40
"8198",2209000,"Powiat malborski",2018,28
"8199",2213000,"Powiat starogardzki",2018,66
"8200",2214000,"Powiat tczewski",2018,0
"8201",2215000,"Powiat wejherowski",2018,25
"8202",2261000,"Powiat m.Gdańsk",2018,17362
"8203",2262000,"Powiat m.Gdynia",2018,2549
"8204",2263000,"Powiat m.Słupsk",2018,784
"8205",2264000,"Powiat m.Sopot",2018,335
"8206",2401000,"Powiat będziński",2018,0
"8207",2403000,"Powiat cieszyński",2018,166
"8208",2409000,"Powiat myszkowski",2018,0
"8209",2411000,"Powiat raciborski",2018,318
"8210",2413000,"Powiat tarnogórski",2018,24
"8211",2415000,"Powiat wodzisławski",2018,18
"8212",2416000,"Powiat zawierciański",2018,0
"8213",2417000,"Powiat żywiecki",2018,71
"8214",2461000,"Powiat m.Bielsko-Biała",2018,1958
"8215",2462000,"Powiat m.Bytom",2018,19
"8216",2463000,"Powiat m.Chorzów",2018,1255
"8217",2464000,"Powiat m.Częstochowa",2018,3832
"8218",2465000,"Powiat m.Dąbrowa Górnicza",2018,1514
"8219",2466000,"Powiat m.Gliwice",2018,5891
"8220",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"8221",2468000,"Powiat m.Jaworzno",2018,0
"8222",2469000,"Powiat m.Katowice",2018,14789
"8223",2470000,"Powiat m.Mysłowice",2018,86
"8224",2472000,"Powiat m.Ruda Śląska",2018,68
"8225",2473000,"Powiat m.Rybnik",2018,94
"8226",2475000,"Powiat m.Sosnowiec",2018,763
"8227",2477000,"Powiat m.Tychy",2018,0
"8228",2478000,"Powiat m.Zabrze",2018,0
"8229",2479000,"Powiat m.Żory",2018,50
"8230",2607000,"Powiat ostrowiecki",2018,401
"8231",2608000,"Powiat pińczowski",2018,13
"8232",2609000,"Powiat sandomierski",2018,77
"8233",2610000,"Powiat skarżyski",2018,0
"8234",2611000,"Powiat starachowicki",2018,0
"8235",2661000,"Powiat m.Kielce",2018,6618
"8236",2801000,"Powiat bartoszycki",2018,32
"8237",2805000,"Powiat ełcki",2018,91
"8238",2806000,"Powiat giżycki",2018,42
"8239",2807000,"Powiat iławski",2018,55
"8240",2808000,"Powiat kętrzyński",2018,61
"8241",2813000,"Powiat olecki",2018,0
"8242",2817000,"Powiat szczycieński",2018,975
"8243",2861000,"Powiat m.Elbląg",2018,897
"8244",2862000,"Powiat m.Olsztyn",2018,6109
"8245",3002000,"Powiat czarnkowsko-trzcianecki",2018,16
"8246",3003000,"Powiat gnieźnieński",2018,334
"8247",3006000,"Powiat jarociński",2018,0
"8248",3007000,"Powiat kaliski",2018,0
"8249",3008000,"Powiat kępiński",2018,0
"8250",3009000,"Powiat kolski",2018,0
"8251",3011000,"Powiat kościański",2018,0
"8252",3015000,"Powiat nowotomyski",2018,101
"8253",3017000,"Powiat ostrowski",2018,132
"8254",3019000,"Powiat pilski",2018,416
"8255",3021000,"Powiat poznański",2018,0
"8256",3023000,"Powiat słupecki",2018,0
"8257",3025000,"Powiat średzki",2018,58
"8258",3026000,"Powiat śremski",2018,0
"8259",3027000,"Powiat turecki",2018,0
"8260",3028000,"Powiat wągrowiecki",2018,40
"8261",3030000,"Powiat wrzesiński",2018,0
"8262",3061000,"Powiat m.Kalisz",2018,942
"8263",3062000,"Powiat m.Konin",2018,590
"8264",3063000,"Powiat m.Leszno",2018,596
"8265",3064000,"Powiat m.Poznań",2018,27470
"8266",3204000,"Powiat goleniowski",2018,0
"8267",3205000,"Powiat gryficki",2018,3
"8268",3208000,"Powiat kołobrzeski",2018,94
"8269",3214000,"Powiat stargardzki",2018,56
"8270",3215000,"Powiat szczecinecki",2018,40
"8271",3217000,"Powiat wałecki",2018,85
"8272",3261000,"Powiat m.Koszalin",2018,1499
"8273",3262000,"Powiat m.Szczecin",2018,7677
"8274",3263000,"Powiat m.Świnoujście",2018,18
