"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_ogolem_zl"
"10260",1814000,"Powiat przeworski",2010,20998670.49
"10261",1815000,"Powiat ropczycko-sędziszowski",2010,24122038.03
"10262",1816000,"Powiat rzeszowski",2010,31358816.67
"10263",1817000,"Powiat sanocki",2010,10594774.9
"10264",1818000,"Powiat stalowowolski",2010,9438240.9
"10265",1819000,"Powiat strzyżowski",2010,41834802.03
"10266",1820000,"Powiat tarnobrzeski",2010,5931781.8
"10267",1821000,"Powiat leski",2010,7317065.8
"10268",2001000,"Powiat augustowski",2010,17027838.14
"10269",2002000,"Powiat białostocki",2010,33945590.51
"10270",2003000,"Powiat bielski",2010,12948445.47
"10271",2004000,"Powiat grajewski",2010,10927493.26
"10272",2005000,"Powiat hajnowski",2010,6411884.11
"10273",2006000,"Powiat kolneński",2010,4719868.75
"10274",2007000,"Powiat łomżyński",2010,16501892.68
"10275",2008000,"Powiat moniecki",2010,13750548.84
"10276",2009000,"Powiat sejneński",2010,6125591.62
"10277",2010000,"Powiat siemiatycki",2010,9173910.82
"10278",2011000,"Powiat sokólski",2010,17450956.16
"10279",2012000,"Powiat suwalski",2010,3669661.19
"10280",2013000,"Powiat wysokomazowiecki",2010,13148097.05
"10281",2014000,"Powiat zambrowski",2010,9544348.54
"10282",2201000,"Powiat bytowski",2010,18190868.12
"10283",2202000,"Powiat chojnicki",2010,27611647.56
"10284",2203000,"Powiat człuchowski",2010,35286209.84
"10285",2204000,"Powiat gdański",2010,30204241.4
"10286",2205000,"Powiat kartuski",2010,15618860.3
"10287",2206000,"Powiat kościerski",2010,9002424.71
"10288",2207000,"Powiat kwidzyński",2010,14080112.63
"10289",2208000,"Powiat lęborski",2010,7369353.57
"10290",2209000,"Powiat malborski",2010,11031329.2
"10291",2210000,"Powiat nowodworski",2010,12593745.73
"10292",2211000,"Powiat pucki",2010,5216531.9
"10293",2212000,"Powiat słupski",2010,18090542.73
"10294",2213000,"Powiat starogardzki",2010,6802574.61
"10295",2214000,"Powiat tczewski",2010,20166664.71
"10296",2215000,"Powiat wejherowski",2010,26812787.58
"10297",2216000,"Powiat sztumski",2010,9173921.11
"10298",2401000,"Powiat będziński",2010,11480558.59
"10299",2402000,"Powiat bielski",2010,19368330.56
"10300",2403000,"Powiat cieszyński",2010,45079467.16
"10301",2404000,"Powiat częstochowski",2010,36013995.53
"10302",2405000,"Powiat gliwicki",2010,7391399.46
"10303",2406000,"Powiat kłobucki",2010,18279527.25
"10304",2407000,"Powiat lubliniecki",2010,9225488.59
"10305",2408000,"Powiat mikołowski",2010,13949348.72
"10306",2409000,"Powiat myszkowski",2010,27207346.83
"10307",2410000,"Powiat pszczyński",2010,25338020.01
"10308",2411000,"Powiat raciborski",2010,34426468.83
"10309",2412000,"Powiat rybnicki",2010,4500813.87
"10310",2413000,"Powiat tarnogórski",2010,11492819.04
"10311",2414000,"Powiat bieruńsko-lędziński",2010,15233129.05
"10312",2415000,"Powiat wodzisławski",2010,10606096.01
"10313",2416000,"Powiat zawierciański",2010,32885640.42
"10314",2417000,"Powiat żywiecki",2010,43610391.14
"10315",2601000,"Powiat buski",2010,24496787.5
"10316",2602000,"Powiat jędrzejowski",2010,14056189.29
"10317",2603000,"Powiat kazimierski",2010,6102529.41
"10318",2604000,"Powiat kielecki",2010,48110744.34
"10319",2605000,"Powiat konecki",2010,4165000.77
"10320",2606000,"Powiat opatowski",2010,8023650.76
"10321",2607000,"Powiat ostrowiecki",2010,16538272.36
"10322",2608000,"Powiat pińczowski",2010,7199236.23
"10323",2609000,"Powiat sandomierski",2010,23893791.28
"10324",2610000,"Powiat skarżyski",2010,29686666.45
"10325",2611000,"Powiat starachowicki",2010,27987285.23
"10326",2612000,"Powiat staszowski",2010,43180633.66
"10327",2613000,"Powiat włoszczowski",2010,10431600.79
"10328",2801000,"Powiat bartoszycki",2010,10435019.82
"10329",2802000,"Powiat braniewski",2010,2844879.48
"10330",2803000,"Powiat działdowski",2010,10770232.2
"10331",2804000,"Powiat elbląski",2010,10708342.68
"10332",2805000,"Powiat ełcki",2010,30250268.75
"10333",2806000,"Powiat giżycki",2010,13773472.68
"10334",2807000,"Powiat iławski",2010,17706863.93
"10335",2808000,"Powiat kętrzyński",2010,10682701.44
"10336",2809000,"Powiat lidzbarski",2010,15117065.24
"10337",2810000,"Powiat mrągowski",2010,13541451.5
"10338",2811000,"Powiat nidzicki",2010,13962381.61
"10339",2812000,"Powiat nowomiejski",2010,5911203.56
"10340",2813000,"Powiat olecki",2010,19752606.55
"10341",2814000,"Powiat olsztyński",2010,13681479.9
"10342",2815000,"Powiat ostródzki",2010,11636232.14
"10343",2816000,"Powiat piski",2010,18862639.49
"10344",2817000,"Powiat szczycieński",2010,41097488.95
"10345",2818000,"Powiat gołdapski",2010,7438679.47
"10346",2819000,"Powiat węgorzewski",2010,11316814.5
"10347",3001000,"Powiat chodzieski",2010,6187796.48
"10348",3002000,"Powiat czarnkowsko-trzcianecki",2010,4742997.23
"10349",3003000,"Powiat gnieźnieński",2010,13268989.33
"10350",3004000,"Powiat gostyński",2010,16135428.74
"10351",3005000,"Powiat grodziski",2010,6902510.17
"10352",3006000,"Powiat jarociński",2010,22915269.14
"10353",3007000,"Powiat kaliski",2010,13298439.69
"10354",3008000,"Powiat kępiński",2010,4661805.11
"10355",3009000,"Powiat kolski",2010,19125507.64
"10356",3010000,"Powiat koniński",2010,30060942.27
"10357",3011000,"Powiat kościański",2010,23604609.91
"10358",3012000,"Powiat krotoszyński",2010,21683822.26
"10359",3013000,"Powiat leszczyński",2010,10273163.2
"10360",3014000,"Powiat międzychodzki",2010,10722009.63
"10361",3015000,"Powiat nowotomyski",2010,16177228.59
"10362",3016000,"Powiat obornicki",2010,5354296.96
"10363",3017000,"Powiat ostrowski",2010,27695336.92
"10364",3018000,"Powiat ostrzeszowski",2010,14699373.57
"10365",3019000,"Powiat pilski",2010,32771623.58
"10366",3020000,"Powiat pleszewski",2010,16406085.11
"10367",3021000,"Powiat poznański",2010,23312270.61
"10368",3022000,"Powiat rawicki",2010,10519817.5
"10369",3023000,"Powiat słupecki",2010,6719242.21
"10370",3024000,"Powiat szamotulski",2010,17744524.05
"10371",3025000,"Powiat średzki",2010,16686734.07
"10372",3026000,"Powiat śremski",2010,4264175.51
"10373",3027000,"Powiat turecki",2010,12330464
"10374",3028000,"Powiat wągrowiecki",2010,13163214.9
"10375",3029000,"Powiat wolsztyński",2010,14332388.92
"10376",3030000,"Powiat wrzesiński",2010,8672146.74
"10377",3031000,"Powiat złotowski",2010,23393236.73
"10378",3201000,"Powiat białogardzki",2010,14974566.12
"10379",3202000,"Powiat choszczeński",2010,10790580.9
"10380",3203000,"Powiat drawski",2010,19467911.79
"10381",3204000,"Powiat goleniowski",2010,9147464.79
"10382",3205000,"Powiat gryficki",2010,21696767.4
"10383",3206000,"Powiat gryfiński",2010,4640462.25
"10384",3207000,"Powiat kamieński",2010,15897550.4
"10385",3208000,"Powiat kołobrzeski",2010,27730039.72
"10386",3209000,"Powiat koszaliński",2010,31545964.73
"10387",3210000,"Powiat myśliborski",2010,10780745.2
"10388",3211000,"Powiat policki",2010,10688468.05
"10389",3212000,"Powiat pyrzycki",2010,1115418.23
"10390",3213000,"Powiat sławieński",2010,13355296.94
"10391",3214000,"Powiat stargardzki",2010,22682423.91
"10392",3215000,"Powiat szczecinecki",2010,38219817.59
"10393",3216000,"Powiat świdwiński",2010,5382823.46
"10394",3217000,"Powiat wałecki",2010,15671048.24
"10395",3218000,"Powiat łobeski",2010,7871839.82
"10396",201000,"Powiat bolesławiecki",2011,10840937.85
"10397",202000,"Powiat dzierżoniowski",2011,10981971.75
"10398",203000,"Powiat głogowski",2011,6168896.28
"10399",204000,"Powiat górowski",2011,1655662.31
"10400",205000,"Powiat jaworski",2011,2175532.93
"10401",206000,"Powiat jeleniogórski",2011,5100054.84
"10402",207000,"Powiat kamiennogórski",2011,3943675.39
"10403",208000,"Powiat kłodzki",2011,22819130.63
"10404",209000,"Powiat legnicki",2011,2773849.91
"10405",210000,"Powiat lubański",2011,2599391.87
"10406",211000,"Powiat lubiński",2011,8470822.24
"10407",212000,"Powiat lwówecki",2011,2690247.11
"10408",213000,"Powiat milicki",2011,10108296.96
"10409",214000,"Powiat oleśnicki",2011,15816276.91
"10410",215000,"Powiat oławski",2011,14590152.76
"10411",216000,"Powiat polkowicki",2011,13647450.35
"10412",217000,"Powiat strzeliński",2011,4491577.14
"10413",218000,"Powiat średzki",2011,11452143.71
"10414",219000,"Powiat świdnicki",2011,108362512.78
"10415",220000,"Powiat trzebnicki",2011,15013506.03
"10416",221000,"Powiat wałbrzyski",2011,7006338.17
"10417",222000,"Powiat wołowski",2011,3526979.26
"10418",223000,"Powiat wrocławski",2011,6543393.13
"10419",224000,"Powiat ząbkowicki",2011,10322950.66
"10420",225000,"Powiat zgorzelecki",2011,12844890.52
"10421",226000,"Powiat złotoryjski",2011,1733151.8
"10422",401000,"Powiat aleksandrowski",2011,5802147.6
"10423",402000,"Powiat brodnicki",2011,18829426.01
"10424",403000,"Powiat bydgoski",2011,15156423.08
"10425",404000,"Powiat chełmiński",2011,19786294.4
"10426",405000,"Powiat golubsko-dobrzyński",2011,3337906.49
"10427",406000,"Powiat grudziądzki",2011,6191959.63
"10428",407000,"Powiat inowrocławski",2011,13108298.77
"10429",408000,"Powiat lipnowski",2011,2456472.21
"10430",409000,"Powiat mogileński",2011,7245085.25
"10431",410000,"Powiat nakielski",2011,13270048.34
"10432",411000,"Powiat radziejowski",2011,8112778.51
"10433",412000,"Powiat rypiński",2011,5002092.19
"10434",413000,"Powiat sępoleński",2011,7808837.03
"10435",414000,"Powiat świecki",2011,17564374.66
"10436",415000,"Powiat toruński",2011,11339199.34
"10437",416000,"Powiat tucholski",2011,17156040.34
"10438",417000,"Powiat wąbrzeski",2011,2459283.26
"10439",418000,"Powiat włocławski",2011,14398763.38
"10440",419000,"Powiat żniński",2011,13218907.64
"10441",601000,"Powiat bialski",2011,6895851.64
"10442",602000,"Powiat biłgorajski",2011,9934209.22
"10443",603000,"Powiat chełmski",2011,28428537.65
"10444",604000,"Powiat hrubieszowski",2011,12902727.39
"10445",605000,"Powiat janowski",2011,5388858.19
"10446",606000,"Powiat krasnostawski",2011,18507541.45
"10447",607000,"Powiat kraśnicki",2011,12883746.99
"10448",608000,"Powiat lubartowski",2011,26359392.98
"10449",609000,"Powiat lubelski",2011,83953316.34
"10450",610000,"Powiat łęczyński",2011,7660482.7
"10451",611000,"Powiat łukowski",2011,23799796.6
"10452",612000,"Powiat opolski",2011,16001687.25
"10453",613000,"Powiat parczewski",2011,8800302.35
"10454",614000,"Powiat puławski",2011,4888224.21
"10455",615000,"Powiat radzyński",2011,5365340.39
"10456",616000,"Powiat rycki",2011,4087432.67
"10457",617000,"Powiat świdnicki",2011,3355119.18
"10458",618000,"Powiat tomaszowski",2011,33053525.91
"10459",619000,"Powiat włodawski",2011,21661455.19
"10460",620000,"Powiat zamojski",2011,28864222.87
"10461",801000,"Powiat gorzowski",2011,21376561.49
"10462",802000,"Powiat krośnieński",2011,16434643.07
"10463",803000,"Powiat międzyrzecki",2011,6490255.44
"10464",804000,"Powiat nowosolski",2011,27722386.07
"10465",805000,"Powiat słubicki",2011,6099121.57
"10466",806000,"Powiat strzelecko-drezdenecki",2011,2798359.68
"10467",807000,"Powiat sulęciński",2011,2815396.4
"10468",808000,"Powiat świebodziński",2011,9055099.67
"10469",809000,"Powiat zielonogórski",2011,7400872.35
"10470",810000,"Powiat żagański",2011,8607114.88
"10471",811000,"Powiat żarski",2011,4876964.73
"10472",812000,"Powiat wschowski",2011,6535095.81
"10473",1001000,"Powiat bełchatowski",2011,9985867.72
"10474",1002000,"Powiat kutnowski",2011,1965853.65
"10475",1003000,"Powiat łaski",2011,6942564.54
"10476",1004000,"Powiat łęczycki",2011,2894596.09
"10477",1005000,"Powiat łowicki",2011,24589412.75
"10478",1006000,"Powiat łódzki wschodni",2011,6473103.37
"10479",1007000,"Powiat opoczyński",2011,13878225.4
"10480",1008000,"Powiat pabianicki",2011,7184306.72
"10481",1009000,"Powiat pajęczański",2011,5127118.92
"10482",1010000,"Powiat piotrkowski",2011,7422500.71
"10483",1011000,"Powiat poddębicki",2011,2549563.67
"10484",1012000,"Powiat radomszczański",2011,15831393.42
"10485",1013000,"Powiat rawski",2011,5281499.54
"10486",1014000,"Powiat sieradzki",2011,5604668.66
"10487",1015000,"Powiat skierniewicki",2011,8471046.03
"10488",1016000,"Powiat tomaszowski",2011,32628186.84
"10489",1017000,"Powiat wieluński",2011,39045415.79
"10490",1018000,"Powiat wieruszowski",2011,1225836.37
"10491",1019000,"Powiat zduńskowolski",2011,25982120.92
"10492",1020000,"Powiat zgierski",2011,3875515.85
"10493",1021000,"Powiat brzeziński",2011,1580585.28
"10494",1201000,"Powiat bocheński",2011,19897869.61
"10495",1202000,"Powiat brzeski",2011,16275105.54
"10496",1203000,"Powiat chrzanowski",2011,16288699.52
"10497",1204000,"Powiat dąbrowski",2011,11715940.32
"10498",1205000,"Powiat gorlicki",2011,26116847.63
"10499",1206000,"Powiat krakowski",2011,55378798.59
"10500",1207000,"Powiat limanowski",2011,45241793.88
"10501",1208000,"Powiat miechowski",2011,14187642.95
"10502",1209000,"Powiat myślenicki",2011,14728343.09
"10503",1210000,"Powiat nowosądecki",2011,23325503.21
"10504",1211000,"Powiat nowotarski",2011,58862671.53
"10505",1212000,"Powiat olkuski",2011,15045528.24
"10506",1213000,"Powiat oświęcimski",2011,26664330.09
"10507",1214000,"Powiat proszowicki",2011,8008231.62
"10508",1215000,"Powiat suski",2011,16543573.24
"10509",1216000,"Powiat tarnowski",2011,18988555.85
"10510",1217000,"Powiat tatrzański",2011,6180296.61
"10511",1218000,"Powiat wadowicki",2011,14534811.15
"10512",1219000,"Powiat wielicki",2011,12746103.8
"10513",1401000,"Powiat białobrzeski",2011,6920917.08
"10514",1402000,"Powiat ciechanowski",2011,16025749
"10515",1403000,"Powiat garwoliński",2011,11312009.09
"10516",1404000,"Powiat gostyniński",2011,1647699.47
"10517",1405000,"Powiat grodziski",2011,10009861.42
"10518",1406000,"Powiat grójecki",2011,12196249.09
"10519",1407000,"Powiat kozienicki",2011,9893724.01
"10520",1408000,"Powiat legionowski",2011,8517774.15
"10521",1409000,"Powiat lipski",2011,8409677.52
"10522",1410000,"Powiat łosicki",2011,6541661.97
"10523",1411000,"Powiat makowski",2011,15576515.38
"10524",1412000,"Powiat miński",2011,15746264.19
"10525",1413000,"Powiat mławski",2011,20294708.95
"10526",1414000,"Powiat nowodworski",2011,18275073.31
"10527",1415000,"Powiat ostrołęcki",2011,28146781.05
"10528",1416000,"Powiat ostrowski",2011,6608586.71
"10529",1417000,"Powiat otwocki",2011,10259368.69
"10530",1418000,"Powiat piaseczyński",2011,18991948.67
"10531",1419000,"Powiat płocki",2011,4834241.77
"10532",1420000,"Powiat płoński",2011,17264127.81
"10533",1421000,"Powiat pruszkowski",2011,13654222.1
"10534",1422000,"Powiat przasnyski",2011,31794262.28
"10535",1423000,"Powiat przysuski",2011,15011338.47
"10536",1424000,"Powiat pułtuski",2011,11364944.15
"10537",1425000,"Powiat radomski",2011,20204094.11
"10538",1426000,"Powiat siedlecki",2011,23104630.98
"10539",1427000,"Powiat sierpecki",2011,11689495.44
"10540",1428000,"Powiat sochaczewski",2011,3926857.82
"10541",1429000,"Powiat sokołowski",2011,6477387.75
"10542",1430000,"Powiat szydłowiecki",2011,9453883.63
"10543",1431000,"Powiat warszawski",2011,NA
"10544",1432000,"Powiat warszawski zachodni",2011,9011025.63
"10545",1433000,"Powiat węgrowski",2011,10686935.31
"10546",1434000,"Powiat wołomiński",2011,24695883.45
"10547",1435000,"Powiat wyszkowski",2011,12080503.26
"10548",1436000,"Powiat zwoleński",2011,5791061.28
"10549",1437000,"Powiat żuromiński",2011,13967516.03
"10550",1438000,"Powiat żyrardowski",2011,6625513.52
"10551",1601000,"Powiat brzeski",2011,10012196.38
"10552",1602000,"Powiat głubczycki",2011,4484124.07
"10553",1603000,"Powiat kędzierzyńsko-kozielski",2011,3022440.6
"10554",1604000,"Powiat kluczborski",2011,12653948.71
"10555",1605000,"Powiat krapkowicki",2011,5720180.39
"10556",1606000,"Powiat namysłowski",2011,12852088.51
"10557",1607000,"Powiat nyski",2011,14618167.23
"10558",1608000,"Powiat oleski",2011,10546798.01
"10559",1609000,"Powiat opolski",2011,17054717.44
"10560",1610000,"Powiat prudnicki",2011,10494660.3
"10561",1611000,"Powiat strzelecki",2011,8281534.1
"10562",1801000,"Powiat bieszczadzki",2011,2028095.25
"10563",1802000,"Powiat brzozowski",2011,16743567.83
"10564",1803000,"Powiat dębicki",2011,20746320.64
"10565",1804000,"Powiat jarosławski",2011,31609559.32
"10566",1805000,"Powiat jasielski",2011,40629667.36
"10567",1806000,"Powiat kolbuszowski",2011,15523772.22
"10568",1807000,"Powiat krośnieński",2011,17815108.99
"10569",1808000,"Powiat leżajski",2011,12995339.61
"10570",1809000,"Powiat lubaczowski",2011,25644649.65
"10571",1810000,"Powiat łańcucki",2011,27901130.24
"10572",1811000,"Powiat mielecki",2011,22399920.3
"10573",1812000,"Powiat niżański",2011,9979178.51
"10574",1813000,"Powiat przemyski",2011,10992381.03
"10575",1814000,"Powiat przeworski",2011,33471162.44
"10576",1815000,"Powiat ropczycko-sędziszowski",2011,18596646.27
"10577",1816000,"Powiat rzeszowski",2011,43450351.56
"10578",1817000,"Powiat sanocki",2011,27099293.41
"10579",1818000,"Powiat stalowowolski",2011,11811986.75
"10580",1819000,"Powiat strzyżowski",2011,29521353.22
"10581",1820000,"Powiat tarnobrzeski",2011,11910836.71
"10582",1821000,"Powiat leski",2011,6855099.94
"10583",2001000,"Powiat augustowski",2011,10143687.76
"10584",2002000,"Powiat białostocki",2011,28067106.79
"10585",2003000,"Powiat bielski",2011,9461808.14
"10586",2004000,"Powiat grajewski",2011,8272265.73
"10587",2005000,"Powiat hajnowski",2011,5485843.98
"10588",2006000,"Powiat kolneński",2011,7530717.28
"10589",2007000,"Powiat łomżyński",2011,2489502.46
"10590",2008000,"Powiat moniecki",2011,3138844.72
"10591",2009000,"Powiat sejneński",2011,5260669.57
"10592",2010000,"Powiat siemiatycki",2011,4960196.42
"10593",2011000,"Powiat sokólski",2011,19969780.51
"10594",2012000,"Powiat suwalski",2011,5489120.89
"10595",2013000,"Powiat wysokomazowiecki",2011,18572624.38
"10596",2014000,"Powiat zambrowski",2011,8086218.06
"10597",2201000,"Powiat bytowski",2011,13938220.3
"10598",2202000,"Powiat chojnicki",2011,20764980.9
"10599",2203000,"Powiat człuchowski",2011,17497788.79
"10600",2204000,"Powiat gdański",2011,22483769.57
"10601",2205000,"Powiat kartuski",2011,21502981.41
"10602",2206000,"Powiat kościerski",2011,4573667.23
"10603",2207000,"Powiat kwidzyński",2011,12607989.06
"10604",2208000,"Powiat lęborski",2011,6284074.44
"10605",2209000,"Powiat malborski",2011,15321160.6
"10606",2210000,"Powiat nowodworski",2011,4848733.99
"10607",2211000,"Powiat pucki",2011,1999492.8
"10608",2212000,"Powiat słupski",2011,16480689.13
"10609",2213000,"Powiat starogardzki",2011,14416037.85
"10610",2214000,"Powiat tczewski",2011,24064907.65
"10611",2215000,"Powiat wejherowski",2011,45584587.74
"10612",2216000,"Powiat sztumski",2011,13478674.39
"10613",2401000,"Powiat będziński",2011,8037313.93
"10614",2402000,"Powiat bielski",2011,44522816.04
"10615",2403000,"Powiat cieszyński",2011,24453856.88
"10616",2404000,"Powiat częstochowski",2011,57579566
"10617",2405000,"Powiat gliwicki",2011,10499849.18
"10618",2406000,"Powiat kłobucki",2011,21197721.61
"10619",2407000,"Powiat lubliniecki",2011,8483320.29
"10620",2408000,"Powiat mikołowski",2011,7627174.36
"10621",2409000,"Powiat myszkowski",2011,20035064.89
"10622",2410000,"Powiat pszczyński",2011,15082125.24
"10623",2411000,"Powiat raciborski",2011,23362916.97
"10624",2412000,"Powiat rybnicki",2011,4272393.48
"10625",2413000,"Powiat tarnogórski",2011,17526272
"10626",2414000,"Powiat bieruńsko-lędziński",2011,17557846.01
"10627",2415000,"Powiat wodzisławski",2011,17351955.02
"10628",2416000,"Powiat zawierciański",2011,22174473.8
"10629",2417000,"Powiat żywiecki",2011,34118961.08
"10630",2601000,"Powiat buski",2011,12864504.5
"10631",2602000,"Powiat jędrzejowski",2011,11760862.01
"10632",2603000,"Powiat kazimierski",2011,6201908.75
"10633",2604000,"Powiat kielecki",2011,40004129.22
"10634",2605000,"Powiat konecki",2011,6221450.62
"10635",2606000,"Powiat opatowski",2011,9645615.51
"10636",2607000,"Powiat ostrowiecki",2011,11419446.14
"10637",2608000,"Powiat pińczowski",2011,10608962.06
"10638",2609000,"Powiat sandomierski",2011,21256627.52
"10639",2610000,"Powiat skarżyski",2011,20397645.71
"10640",2611000,"Powiat starachowicki",2011,23691953.07
"10641",2612000,"Powiat staszowski",2011,29051893.86
"10642",2613000,"Powiat włoszczowski",2011,8581611.2
"10643",2801000,"Powiat bartoszycki",2011,2501418.48
"10644",2802000,"Powiat braniewski",2011,14794108.1
"10645",2803000,"Powiat działdowski",2011,8753724.09
"10646",2804000,"Powiat elbląski",2011,3556102.4
"10647",2805000,"Powiat ełcki",2011,23145176.67
"10648",2806000,"Powiat giżycki",2011,9837678.94
"10649",2807000,"Powiat iławski",2011,13716085.72
"10650",2808000,"Powiat kętrzyński",2011,10356123.2
"10651",2809000,"Powiat lidzbarski",2011,18134178.83
"10652",2810000,"Powiat mrągowski",2011,5047237.02
"10653",2811000,"Powiat nidzicki",2011,6799081.98
"10654",2812000,"Powiat nowomiejski",2011,4569648.56
"10655",2813000,"Powiat olecki",2011,6040895.92
"10656",2814000,"Powiat olsztyński",2011,28931780.12
"10657",2815000,"Powiat ostródzki",2011,17900251.3
"10658",2816000,"Powiat piski",2011,10882546.17
"10659",2817000,"Powiat szczycieński",2011,12373678.82
"10660",2818000,"Powiat gołdapski",2011,1323821.57
"10661",2819000,"Powiat węgorzewski",2011,7507145.76
"10662",3001000,"Powiat chodzieski",2011,4426429.96
"10663",3002000,"Powiat czarnkowsko-trzcianecki",2011,13450585.61
"10664",3003000,"Powiat gnieźnieński",2011,13288060.57
"10665",3004000,"Powiat gostyński",2011,13702252.8
"10666",3005000,"Powiat grodziski",2011,7369020.79
"10667",3006000,"Powiat jarociński",2011,19094092.94
"10668",3007000,"Powiat kaliski",2011,14836660.44
"10669",3008000,"Powiat kępiński",2011,6969475.37
"10670",3009000,"Powiat kolski",2011,17790861.47
"10671",3010000,"Powiat koniński",2011,12265799.26
"10672",3011000,"Powiat kościański",2011,27566251.68
"10673",3012000,"Powiat krotoszyński",2011,13842783.74
"10674",3013000,"Powiat leszczyński",2011,7715165.62
"10675",3014000,"Powiat międzychodzki",2011,3067557.14
"10676",3015000,"Powiat nowotomyski",2011,5936150.09
"10677",3016000,"Powiat obornicki",2011,5592998.64
"10678",3017000,"Powiat ostrowski",2011,31644193.9
"10679",3018000,"Powiat ostrzeszowski",2011,13450010.92
"10680",3019000,"Powiat pilski",2011,18702575.81
"10681",3020000,"Powiat pleszewski",2011,26842059.88
"10682",3021000,"Powiat poznański",2011,47893735.03
"10683",3022000,"Powiat rawicki",2011,7364424.45
"10684",3023000,"Powiat słupecki",2011,15039424.67
"10685",3024000,"Powiat szamotulski",2011,4598396.52
"10686",3025000,"Powiat średzki",2011,6320530.2
"10687",3026000,"Powiat śremski",2011,5690793.91
"10688",3027000,"Powiat turecki",2011,9252220.13
"10689",3028000,"Powiat wągrowiecki",2011,5795960.21
"10690",3029000,"Powiat wolsztyński",2011,17750614.56
"10691",3030000,"Powiat wrzesiński",2011,13731818.66
"10692",3031000,"Powiat złotowski",2011,5108178.1
"10693",3201000,"Powiat białogardzki",2011,10074138.85
"10694",3202000,"Powiat choszczeński",2011,8862163.91
"10695",3203000,"Powiat drawski",2011,22011855.23
"10696",3204000,"Powiat goleniowski",2011,10123092.47
"10697",3205000,"Powiat gryficki",2011,13837005.79
"10698",3206000,"Powiat gryfiński",2011,14733336.48
"10699",3207000,"Powiat kamieński",2011,4041861.84
"10700",3208000,"Powiat kołobrzeski",2011,28049889.75
"10701",3209000,"Powiat koszaliński",2011,19097626.75
"10702",3210000,"Powiat myśliborski",2011,7929934.95
"10703",3211000,"Powiat policki",2011,27708843.9
"10704",3212000,"Powiat pyrzycki",2011,811912.47
"10705",3213000,"Powiat sławieński",2011,7538802.48
"10706",3214000,"Powiat stargardzki",2011,12446021.9
"10707",3215000,"Powiat szczecinecki",2011,31425143.78
"10708",3216000,"Powiat świdwiński",2011,9947388.01
"10709",3217000,"Powiat wałecki",2011,9270211.15
"10710",3218000,"Powiat łobeski",2011,8790500.51
"10711",201000,"Powiat bolesławiecki",2012,12303938.63
"10712",202000,"Powiat dzierżoniowski",2012,10690864.01
"10713",203000,"Powiat głogowski",2012,10910831.05
"10714",204000,"Powiat górowski",2012,157026
"10715",205000,"Powiat jaworski",2012,4460883.87
"10716",206000,"Powiat jeleniogórski",2012,1847173.19
"10717",207000,"Powiat kamiennogórski",2012,320862.28
"10718",208000,"Powiat kłodzki",2012,12788924.05
"10719",209000,"Powiat legnicki",2012,329071.47
"10720",210000,"Powiat lubański",2012,909445.99
"10721",211000,"Powiat lubiński",2012,14553789.25
"10722",212000,"Powiat lwówecki",2012,3462099.97
"10723",213000,"Powiat milicki",2012,10708292.5
"10724",214000,"Powiat oleśnicki",2012,6793386.77
"10725",215000,"Powiat oławski",2012,2773578.22
"10726",216000,"Powiat polkowicki",2012,15266411.79
"10727",217000,"Powiat strzeliński",2012,727454.91
"10728",218000,"Powiat średzki",2012,1619293.94
"10729",219000,"Powiat świdnicki",2012,15612246.57
"10730",220000,"Powiat trzebnicki",2012,3009636.8
"10731",221000,"Powiat wałbrzyski",2012,7394394
"10732",222000,"Powiat wołowski",2012,4540377.1
"10733",223000,"Powiat wrocławski",2012,23906641
"10734",224000,"Powiat ząbkowicki",2012,11537162.11
"10735",225000,"Powiat zgorzelecki",2012,9708050.46
"10736",226000,"Powiat złotoryjski",2012,2323818.04
"10737",401000,"Powiat aleksandrowski",2012,1138420.71
"10738",402000,"Powiat brodnicki",2012,9183933.4
"10739",403000,"Powiat bydgoski",2012,3736109.76
"10740",404000,"Powiat chełmiński",2012,6941207.03
"10741",405000,"Powiat golubsko-dobrzyński",2012,336903.97
"10742",406000,"Powiat grudziądzki",2012,3402356.32
"10743",407000,"Powiat inowrocławski",2012,9333858.62
"10744",408000,"Powiat lipnowski",2012,2942812.3
"10745",409000,"Powiat mogileński",2012,3384747.46
"10746",410000,"Powiat nakielski",2012,11681670.41
"10747",411000,"Powiat radziejowski",2012,354581.25
"10748",412000,"Powiat rypiński",2012,3126064.48
"10749",413000,"Powiat sępoleński",2012,6374959.82
"10750",414000,"Powiat świecki",2012,11483803.08
"10751",415000,"Powiat toruński",2012,13091369.31
"10752",416000,"Powiat tucholski",2012,9147901.76
"10753",417000,"Powiat wąbrzeski",2012,2754824.46
"10754",418000,"Powiat włocławski",2012,4972730.37
"10755",419000,"Powiat żniński",2012,8635675.93
"10756",601000,"Powiat bialski",2012,3713332.74
"10757",602000,"Powiat biłgorajski",2012,4628951.78
"10758",603000,"Powiat chełmski",2012,8854865.77
"10759",604000,"Powiat hrubieszowski",2012,1107647.52
"10760",605000,"Powiat janowski",2012,6040315.22
"10761",606000,"Powiat krasnostawski",2012,8017380.48
"10762",607000,"Powiat kraśnicki",2012,2274477.91
"10763",608000,"Powiat lubartowski",2012,14671328.88
"10764",609000,"Powiat lubelski",2012,57933017.65
"10765",610000,"Powiat łęczyński",2012,10793463.61
