"","Kod","Nazwa","rok","Srodki_gmin_powiatow_z_UE_finansowanie_programow_projektow_na_1_mieszkanca_ogolem_zl"
"1651",1261000,"Powiat m.Kraków",2014,6
"1652",1262000,"Powiat m.Nowy Sącz",2014,1.7
"1653",1263000,"Powiat m.Tarnów",2014,4.1
"1654",1401000,"Powiat białobrzeski",2014,0
"1655",1402000,"Powiat ciechanowski",2014,30.5
"1656",1403000,"Powiat garwoliński",2014,12.3
"1657",1404000,"Powiat gostyniński",2014,0
"1658",1405000,"Powiat grodziski",2014,4.9
"1659",1406000,"Powiat grójecki",2014,0
"1660",1407000,"Powiat kozienicki",2014,0.4
"1661",1408000,"Powiat legionowski",2014,1.9
"1662",1409000,"Powiat lipski",2014,0
"1663",1410000,"Powiat łosicki",2014,211
"1664",1411000,"Powiat makowski",2014,5.2
"1665",1412000,"Powiat miński",2014,4.4
"1666",1413000,"Powiat mławski",2014,0
"1667",1414000,"Powiat nowodworski",2014,0
"1668",1415000,"Powiat ostrołęcki",2014,0
"1669",1416000,"Powiat ostrowski",2014,0.3
"1670",1417000,"Powiat otwocki",2014,53.8
"1671",1418000,"Powiat piaseczyński",2014,9.4
"1672",1419000,"Powiat płocki",2014,1.9
"1673",1420000,"Powiat płoński",2014,1.7
"1674",1421000,"Powiat pruszkowski",2014,3.4
"1675",1422000,"Powiat przasnyski",2014,0
"1676",1423000,"Powiat przysuski",2014,0
"1677",1424000,"Powiat pułtuski",2014,29.6
"1678",1425000,"Powiat radomski",2014,0.1
"1679",1426000,"Powiat siedlecki",2014,2.9
"1680",1427000,"Powiat sierpecki",2014,27.8
"1681",1428000,"Powiat sochaczewski",2014,0.1
"1682",1429000,"Powiat sokołowski",2014,82.8
"1683",1430000,"Powiat szydłowiecki",2014,0
"1684",1432000,"Powiat warszawski zachodni",2014,5.8
"1685",1433000,"Powiat węgrowski",2014,34.4
"1686",1434000,"Powiat wołomiński",2014,5.9
"1687",1435000,"Powiat wyszkowski",2014,0
"1688",1436000,"Powiat zwoleński",2014,0
"1689",1437000,"Powiat żuromiński",2014,0
"1690",1438000,"Powiat żyrardowski",2014,3.9
"1691",1461000,"Powiat m.Ostrołęka",2014,0.6
"1692",1462000,"Powiat m.Płock",2014,7.1
"1693",1463000,"Powiat m.Radom",2014,7.9
"1694",1464000,"Powiat m.Siedlce",2014,14.2
"1695",1465000,"Powiat m. st. Warszawa",2014,4.5
"1696",1601000,"Powiat brzeski",2014,27.1
"1697",1602000,"Powiat głubczycki",2014,0.3
"1698",1603000,"Powiat kędzierzyńsko-kozielski",2014,6.1
"1699",1604000,"Powiat kluczborski",2014,192.9
"1700",1605000,"Powiat krapkowicki",2014,40.6
"1701",1606000,"Powiat namysłowski",2014,27.7
"1702",1607000,"Powiat nyski",2014,15.3
"1703",1608000,"Powiat oleski",2014,0.4
"1704",1609000,"Powiat opolski",2014,0.2
"1705",1610000,"Powiat prudnicki",2014,40.7
"1706",1611000,"Powiat strzelecki",2014,0.5
"1707",1661000,"Powiat m.Opole",2014,9.7
"1708",1801000,"Powiat bieszczadzki",2014,5
"1709",1802000,"Powiat brzozowski",2014,7.4
"1710",1803000,"Powiat dębicki",2014,8.1
"1711",1804000,"Powiat jarosławski",2014,22.5
"1712",1805000,"Powiat jasielski",2014,65.2
"1713",1806000,"Powiat kolbuszowski",2014,32.2
"1714",1807000,"Powiat krośnieński",2014,15.8
"1715",1808000,"Powiat leżajski",2014,1.3
"1716",1809000,"Powiat lubaczowski",2014,49.9
"1717",1810000,"Powiat łańcucki",2014,9.3
"1718",1811000,"Powiat mielecki",2014,34
"1719",1812000,"Powiat niżański",2014,16.5
"1720",1813000,"Powiat przemyski",2014,63.2
"1721",1814000,"Powiat przeworski",2014,47.5
"1722",1815000,"Powiat ropczycko-sędziszowski",2014,34.8
"1723",1816000,"Powiat rzeszowski",2014,45.7
"1724",1817000,"Powiat sanocki",2014,3.6
"1725",1818000,"Powiat stalowowolski",2014,21.8
"1726",1819000,"Powiat strzyżowski",2014,26.8
"1727",1820000,"Powiat tarnobrzeski",2014,15.2
"1728",1821000,"Powiat leski",2014,21.1
"1729",1861000,"Powiat m.Krosno",2014,71.8
"1730",1862000,"Powiat m.Przemyśl",2014,4.1
"1731",1863000,"Powiat m.Rzeszów",2014,35.1
"1732",1864000,"Powiat m.Tarnobrzeg",2014,583.6
"1733",2001000,"Powiat augustowski",2014,1
"1734",2002000,"Powiat białostocki",2014,1.6
"1735",2003000,"Powiat bielski",2014,0.9
"1736",2004000,"Powiat grajewski",2014,2.2
"1737",2005000,"Powiat hajnowski",2014,0
"1738",2006000,"Powiat kolneński",2014,0
"1739",2007000,"Powiat łomżyński",2014,0.2
"1740",2008000,"Powiat moniecki",2014,1.6
"1741",2009000,"Powiat sejneński",2014,0
"1742",2010000,"Powiat siemiatycki",2014,0
"1743",2011000,"Powiat sokólski",2014,0
"1744",2012000,"Powiat suwalski",2014,1.8
"1745",2013000,"Powiat wysokomazowiecki",2014,0
"1746",2014000,"Powiat zambrowski",2014,0
"1747",2061000,"Powiat m.Białystok",2014,4.3
"1748",2062000,"Powiat m.Łomża",2014,0
"1749",2063000,"Powiat m.Suwałki",2014,2.2
"1750",2201000,"Powiat bytowski",2014,31.7
"1751",2202000,"Powiat chojnicki",2014,2.8
"1752",2203000,"Powiat człuchowski",2014,6.4
"1753",2204000,"Powiat gdański",2014,1.3
"1754",2205000,"Powiat kartuski",2014,34.4
"1755",2206000,"Powiat kościerski",2014,18.9
"1756",2207000,"Powiat kwidzyński",2014,12.4
"1757",2208000,"Powiat lęborski",2014,1.6
"1758",2209000,"Powiat malborski",2014,17.3
"1759",2210000,"Powiat nowodworski",2014,12.7
"1760",2211000,"Powiat pucki",2014,3.1
"1761",2212000,"Powiat słupski",2014,56.2
"1762",2213000,"Powiat starogardzki",2014,36.4
"1763",2214000,"Powiat tczewski",2014,28.8
"1764",2215000,"Powiat wejherowski",2014,8.3
"1765",2216000,"Powiat sztumski",2014,14.1
"1766",2261000,"Powiat m.Gdańsk",2014,2.9
"1767",2262000,"Powiat m.Gdynia",2014,2.1
"1768",2263000,"Powiat m.Słupsk",2014,5.7
"1769",2264000,"Powiat m.Sopot",2014,28.3
"1770",2401000,"Powiat będziński",2014,18.6
"1771",2402000,"Powiat bielski",2014,40.6
"1772",2403000,"Powiat cieszyński",2014,18.4
"1773",2404000,"Powiat częstochowski",2014,15.7
"1774",2405000,"Powiat gliwicki",2014,15.1
"1775",2406000,"Powiat kłobucki",2014,6.8
"1776",2407000,"Powiat lubliniecki",2014,10.7
"1777",2408000,"Powiat mikołowski",2014,0.2
"1778",2409000,"Powiat myszkowski",2014,7.3
"1779",2410000,"Powiat pszczyński",2014,10.9
"1780",2411000,"Powiat raciborski",2014,56.5
"1781",2412000,"Powiat rybnicki",2014,1.1
"1782",2413000,"Powiat tarnogórski",2014,8.9
"1783",2414000,"Powiat bieruńsko-lędziński",2014,5.6
"1784",2415000,"Powiat wodzisławski",2014,2.6
"1785",2416000,"Powiat zawierciański",2014,24.1
"1786",2417000,"Powiat żywiecki",2014,6.9
"1787",2461000,"Powiat m.Bielsko-Biała",2014,8.3
"1788",2462000,"Powiat m.Bytom",2014,2.1
"1789",2463000,"Powiat m.Chorzów",2014,12.9
"1790",2464000,"Powiat m.Częstochowa",2014,6.6
"1791",2465000,"Powiat m.Dąbrowa Górnicza",2014,4.4
"1792",2466000,"Powiat m.Gliwice",2014,4.1
"1793",2467000,"Powiat m.Jastrzębie-Zdrój",2014,11.3
"1794",2468000,"Powiat m.Jaworzno",2014,13.5
"1795",2469000,"Powiat m.Katowice",2014,2.6
"1796",2470000,"Powiat m.Mysłowice",2014,0.5
"1797",2471000,"Powiat m.Piekary Śląskie",2014,16.2
"1798",2472000,"Powiat m.Ruda Śląska",2014,66.4
"1799",2473000,"Powiat m.Rybnik",2014,4.9
"1800",2474000,"Powiat m.Siemianowice Śląskie",2014,4.9
"1801",2475000,"Powiat m.Sosnowiec",2014,6.2
"1802",2476000,"Powiat m.Świętochłowice",2014,2.4
"1803",2477000,"Powiat m.Tychy",2014,3.2
"1804",2478000,"Powiat m.Zabrze",2014,5.7
"1805",2479000,"Powiat m.Żory",2014,4.1
"1806",2601000,"Powiat buski",2014,11.2
"1807",2602000,"Powiat jędrzejowski",2014,0.2
"1808",2603000,"Powiat kazimierski",2014,6.3
"1809",2604000,"Powiat kielecki",2014,9.9
"1810",2605000,"Powiat konecki",2014,12.9
"1811",2606000,"Powiat opatowski",2014,0.3
"1812",2607000,"Powiat ostrowiecki",2014,9.6
"1813",2608000,"Powiat pińczowski",2014,15.7
"1814",2609000,"Powiat sandomierski",2014,0
"1815",2610000,"Powiat skarżyski",2014,14.9
"1816",2611000,"Powiat starachowicki",2014,12.9
"1817",2612000,"Powiat staszowski",2014,7.9
"1818",2613000,"Powiat włoszczowski",2014,2.6
"1819",2661000,"Powiat m.Kielce",2014,4.5
"1820",2801000,"Powiat bartoszycki",2014,20.8
"1821",2802000,"Powiat braniewski",2014,27.2
"1822",2803000,"Powiat działdowski",2014,4.9
"1823",2804000,"Powiat elbląski",2014,119.4
"1824",2805000,"Powiat ełcki",2014,2.4
"1825",2806000,"Powiat giżycki",2014,8.5
"1826",2807000,"Powiat iławski",2014,4.7
"1827",2808000,"Powiat kętrzyński",2014,41.6
"1828",2809000,"Powiat lidzbarski",2014,0
"1829",2810000,"Powiat mrągowski",2014,33.2
"1830",2811000,"Powiat nidzicki",2014,0
"1831",2812000,"Powiat nowomiejski",2014,16.8
"1832",2813000,"Powiat olecki",2014,2.5
"1833",2814000,"Powiat olsztyński",2014,0
"1834",2815000,"Powiat ostródzki",2014,13.5
"1835",2816000,"Powiat piski",2014,2.5
"1836",2817000,"Powiat szczycieński",2014,0
"1837",2818000,"Powiat gołdapski",2014,5.8
"1838",2861000,"Powiat m.Elbląg",2014,11.3
"1839",2862000,"Powiat m.Olsztyn",2014,0.7
"1840",3001000,"Powiat chodzieski",2014,25.6
"1841",3002000,"Powiat czarnkowsko-trzcianecki",2014,18.3
"1842",3003000,"Powiat gnieźnieński",2014,10.6
"1843",3004000,"Powiat gostyński",2014,10.8
"1844",3005000,"Powiat grodziski",2014,8.7
"1845",3006000,"Powiat jarociński",2014,0.2
"1846",3007000,"Powiat kaliski",2014,35.6
"1847",3008000,"Powiat kępiński",2014,1.6
"1848",3009000,"Powiat kolski",2014,2.7
"1849",3010000,"Powiat koniński",2014,13.2
"1850",3011000,"Powiat kościański",2014,71.2
"1851",3012000,"Powiat krotoszyński",2014,0
"1852",3013000,"Powiat leszczyński",2014,16.2
"1853",3014000,"Powiat międzychodzki",2014,22.3
"1854",3015000,"Powiat nowotomyski",2014,3.2
"1855",3016000,"Powiat obornicki",2014,52.9
"1856",3017000,"Powiat ostrowski",2014,2.6
"1857",3018000,"Powiat ostrzeszowski",2014,5.2
"1858",3019000,"Powiat pilski",2014,2.8
"1859",3020000,"Powiat pleszewski",2014,20
"1860",3021000,"Powiat poznański",2014,7.1
"1861",3022000,"Powiat rawicki",2014,35.6
"1862",3023000,"Powiat słupecki",2014,38
"1863",3024000,"Powiat szamotulski",2014,6.2
"1864",3025000,"Powiat średzki",2014,32.3
"1865",3026000,"Powiat śremski",2014,7.8
"1866",3027000,"Powiat turecki",2014,16.1
"1867",3028000,"Powiat wągrowiecki",2014,31.4
"1868",3029000,"Powiat wolsztyński",2014,50.2
"1869",3030000,"Powiat wrzesiński",2014,9.6
"1870",3031000,"Powiat złotowski",2014,4.5
"1871",3061000,"Powiat m.Kalisz",2014,2.4
"1872",3062000,"Powiat m.Konin",2014,1.3
"1873",3063000,"Powiat m.Leszno",2014,44.5
"1874",3064000,"Powiat m.Poznań",2014,4.3
"1875",3201000,"Powiat białogardzki",2014,13.1
"1876",3202000,"Powiat choszczeński",2014,18.9
"1877",3203000,"Powiat drawski",2014,21.3
"1878",3204000,"Powiat goleniowski",2014,0.4
"1879",3205000,"Powiat gryficki",2014,0.1
"1880",3206000,"Powiat gryfiński",2014,24.4
"1881",3207000,"Powiat kamieński",2014,4.1
"1882",3208000,"Powiat kołobrzeski",2014,10.3
"1883",3209000,"Powiat koszaliński",2014,13.1
"1884",3210000,"Powiat myśliborski",2014,19
"1885",3211000,"Powiat policki",2014,55.8
"1886",3212000,"Powiat pyrzycki",2014,0
"1887",3213000,"Powiat sławieński",2014,3.1
"1888",3214000,"Powiat stargardzki",2014,5.3
"1889",3215000,"Powiat szczecinecki",2014,2.5
"1890",3216000,"Powiat świdwiński",2014,0
"1891",3217000,"Powiat wałecki",2014,1.6
"1892",3218000,"Powiat łobeski",2014,0.2
"1893",3261000,"Powiat m.Koszalin",2014,3.5
"1894",3262000,"Powiat m.Szczecin",2014,1.3
"1895",3263000,"Powiat m.Świnoujście",2014,94.4
"1896",201000,"Powiat bolesławiecki",2015,70.6
"1897",202000,"Powiat dzierżoniowski",2015,8.5
"1898",203000,"Powiat głogowski",2015,15.3
"1899",204000,"Powiat górowski",2015,22.1
"1900",205000,"Powiat jaworski",2015,1.2
"1901",206000,"Powiat jeleniogórski",2015,98.4
"1902",207000,"Powiat kamiennogórski",2015,142.3
"1903",208000,"Powiat kłodzki",2015,26.5
"1904",209000,"Powiat legnicki",2015,8.3
"1905",210000,"Powiat lubański",2015,110.9
"1906",211000,"Powiat lubiński",2015,16.1
"1907",212000,"Powiat lwówecki",2015,101.4
"1908",213000,"Powiat milicki",2015,0.4
"1909",214000,"Powiat oleśnicki",2015,1.2
"1910",215000,"Powiat oławski",2015,7
"1911",216000,"Powiat polkowicki",2015,63.8
"1912",217000,"Powiat strzeliński",2015,22.4
"1913",218000,"Powiat średzki",2015,11.1
"1914",219000,"Powiat świdnicki",2015,5.8
"1915",220000,"Powiat trzebnicki",2015,11
"1916",221000,"Powiat wałbrzyski",2015,0
"1917",222000,"Powiat wołowski",2015,32.2
"1918",223000,"Powiat wrocławski",2015,1.5
"1919",224000,"Powiat ząbkowicki",2015,5.2
"1920",225000,"Powiat zgorzelecki",2015,47.1
"1921",226000,"Powiat złotoryjski",2015,62.4
"1922",261000,"Powiat m.Jelenia Góra",2015,13.6
"1923",262000,"Powiat m.Legnica",2015,7.6
"1924",264000,"Powiat m.Wrocław",2015,24
"1925",265000,"Powiat m.Wałbrzych od 2013",2015,19.9
"1926",401000,"Powiat aleksandrowski",2015,1.3
"1927",402000,"Powiat brodnicki",2015,131.6
"1928",403000,"Powiat bydgoski",2015,12.2
"1929",404000,"Powiat chełmiński",2015,99.6
"1930",405000,"Powiat golubsko-dobrzyński",2015,40.1
"1931",406000,"Powiat grudziądzki",2015,57
"1932",407000,"Powiat inowrocławski",2015,137.3
"1933",408000,"Powiat lipnowski",2015,1.9
"1934",409000,"Powiat mogileński",2015,0
"1935",410000,"Powiat nakielski",2015,307
"1936",411000,"Powiat radziejowski",2015,2
"1937",412000,"Powiat rypiński",2015,41.5
"1938",413000,"Powiat sępoleński",2015,0
"1939",414000,"Powiat świecki",2015,14.5
"1940",415000,"Powiat toruński",2015,129.8
"1941",416000,"Powiat tucholski",2015,122.7
"1942",417000,"Powiat wąbrzeski",2015,124.8
"1943",418000,"Powiat włocławski",2015,8.5
"1944",419000,"Powiat żniński",2015,0.1
"1945",461000,"Powiat m.Bydgoszcz",2015,4.4
"1946",462000,"Powiat m.Grudziądz",2015,562.5
"1947",463000,"Powiat m.Toruń",2015,21
"1948",464000,"Powiat m.Włocławek",2015,196.4
"1949",601000,"Powiat bialski",2015,11.1
"1950",602000,"Powiat biłgorajski",2015,9.9
"1951",603000,"Powiat chełmski",2015,1.3
"1952",604000,"Powiat hrubieszowski",2015,69.4
"1953",605000,"Powiat janowski",2015,0
"1954",606000,"Powiat krasnostawski",2015,9
"1955",607000,"Powiat kraśnicki",2015,1.7
"1956",608000,"Powiat lubartowski",2015,0.2
"1957",609000,"Powiat lubelski",2015,1.7
"1958",610000,"Powiat łęczyński",2015,0.7
"1959",611000,"Powiat łukowski",2015,5
"1960",612000,"Powiat opolski",2015,8.9
"1961",613000,"Powiat parczewski",2015,0
"1962",614000,"Powiat puławski",2015,34.5
"1963",615000,"Powiat radzyński",2015,7.6
"1964",616000,"Powiat rycki",2015,13.2
"1965",617000,"Powiat świdnicki",2015,1.9
"1966",618000,"Powiat tomaszowski",2015,0.2
"1967",619000,"Powiat włodawski",2015,26
"1968",620000,"Powiat zamojski",2015,4.8
"1969",661000,"Powiat m.Biała Podlaska",2015,3.3
"1970",662000,"Powiat m.Chełm",2015,0.1
"1971",663000,"Powiat m.Lublin",2015,16.7
"1972",664000,"Powiat m.Zamość",2015,0
"1973",801000,"Powiat gorzowski",2015,116.4
"1974",802000,"Powiat krośnieński",2015,92.3
"1975",803000,"Powiat międzyrzecki",2015,176.6
"1976",804000,"Powiat nowosolski",2015,28.7
"1977",805000,"Powiat słubicki",2015,100.7
"1978",806000,"Powiat strzelecko-drezdenecki",2015,93.7
"1979",807000,"Powiat sulęciński",2015,198.2
"1980",808000,"Powiat świebodziński",2015,75.3
"1981",809000,"Powiat zielonogórski",2015,99.1
"1982",810000,"Powiat żagański",2015,37
"1983",811000,"Powiat żarski",2015,47.3
"1984",812000,"Powiat wschowski",2015,29.8
"1985",861000,"Powiat m.Gorzów Wielkopolski",2015,10.7
"1986",862000,"Powiat m.Zielona Góra",2015,6.6
"1987",1001000,"Powiat bełchatowski",2015,0.3
"1988",1002000,"Powiat kutnowski",2015,0.1
"1989",1003000,"Powiat łaski",2015,1.7
"1990",1004000,"Powiat łęczycki",2015,3.6
"1991",1005000,"Powiat łowicki",2015,59.2
"1992",1006000,"Powiat łódzki wschodni",2015,4.2
"1993",1007000,"Powiat opoczyński",2015,0
"1994",1008000,"Powiat pabianicki",2015,1.8
"1995",1009000,"Powiat pajęczański",2015,2
"1996",1010000,"Powiat piotrkowski",2015,0.7
"1997",1011000,"Powiat poddębicki",2015,0
"1998",1012000,"Powiat radomszczański",2015,7.6
"1999",1013000,"Powiat rawski",2015,18.2
"2000",1014000,"Powiat sieradzki",2015,75.3
"2001",1015000,"Powiat skierniewicki",2015,5.4
"2002",1016000,"Powiat tomaszowski",2015,1.2
"2003",1017000,"Powiat wieluński",2015,3.2
"2004",1018000,"Powiat wieruszowski",2015,35.6
"2005",1019000,"Powiat zduńskowolski",2015,11.2
"2006",1020000,"Powiat zgierski",2015,9.9
"2007",1021000,"Powiat brzeziński",2015,4.4
"2008",1061000,"Powiat m.Łódź",2015,4.5
"2009",1062000,"Powiat m.Piotrków Trybunalski",2015,1.1
"2010",1063000,"Powiat m.Skierniewice",2015,0
"2011",1201000,"Powiat bocheński",2015,2
"2012",1202000,"Powiat brzeski",2015,24
"2013",1203000,"Powiat chrzanowski",2015,20.7
"2014",1204000,"Powiat dąbrowski",2015,35.5
"2015",1205000,"Powiat gorlicki",2015,137.8
"2016",1206000,"Powiat krakowski",2015,65.3
"2017",1207000,"Powiat limanowski",2015,123.8
"2018",1208000,"Powiat miechowski",2015,79.4
"2019",1209000,"Powiat myślenicki",2015,102.9
"2020",1210000,"Powiat nowosądecki",2015,175.5
"2021",1211000,"Powiat nowotarski",2015,94.8
"2022",1212000,"Powiat olkuski",2015,71.2
"2023",1213000,"Powiat oświęcimski",2015,40.9
"2024",1214000,"Powiat proszowicki",2015,124.1
"2025",1215000,"Powiat suski",2015,24.1
"2026",1216000,"Powiat tarnowski",2015,17.3
"2027",1217000,"Powiat tatrzański",2015,17.4
"2028",1218000,"Powiat wadowicki",2015,43.2
"2029",1219000,"Powiat wielicki",2015,75.5
"2030",1261000,"Powiat m.Kraków",2015,5.6
"2031",1262000,"Powiat m.Nowy Sącz",2015,1.5
"2032",1263000,"Powiat m.Tarnów",2015,22.7
"2033",1401000,"Powiat białobrzeski",2015,4.6
"2034",1402000,"Powiat ciechanowski",2015,47.7
"2035",1403000,"Powiat garwoliński",2015,15.3
"2036",1404000,"Powiat gostyniński",2015,0
"2037",1405000,"Powiat grodziski",2015,38.5
"2038",1406000,"Powiat grójecki",2015,1.8
"2039",1407000,"Powiat kozienicki",2015,5.6
"2040",1408000,"Powiat legionowski",2015,9.4
"2041",1409000,"Powiat lipski",2015,0
"2042",1410000,"Powiat łosicki",2015,150.3
"2043",1411000,"Powiat makowski",2015,29
"2044",1412000,"Powiat miński",2015,5
"2045",1413000,"Powiat mławski",2015,0.2
"2046",1414000,"Powiat nowodworski",2015,0.2
"2047",1415000,"Powiat ostrołęcki",2015,8.3
"2048",1416000,"Powiat ostrowski",2015,4.9
"2049",1417000,"Powiat otwocki",2015,7
"2050",1418000,"Powiat piaseczyński",2015,15.2
"2051",1419000,"Powiat płocki",2015,1.2
"2052",1420000,"Powiat płoński",2015,7.7
"2053",1421000,"Powiat pruszkowski",2015,0.6
"2054",1422000,"Powiat przasnyski",2015,0.1
"2055",1423000,"Powiat przysuski",2015,0
"2056",1424000,"Powiat pułtuski",2015,17.2
"2057",1425000,"Powiat radomski",2015,0
"2058",1426000,"Powiat siedlecki",2015,46.7
"2059",1427000,"Powiat sierpecki",2015,48.2
"2060",1428000,"Powiat sochaczewski",2015,0
"2061",1429000,"Powiat sokołowski",2015,49.9
"2062",1430000,"Powiat szydłowiecki",2015,0
"2063",1432000,"Powiat warszawski zachodni",2015,21.4
"2064",1433000,"Powiat węgrowski",2015,45.2
"2065",1434000,"Powiat wołomiński",2015,3.9
"2066",1435000,"Powiat wyszkowski",2015,0
"2067",1436000,"Powiat zwoleński",2015,0
"2068",1437000,"Powiat żuromiński",2015,0
"2069",1438000,"Powiat żyrardowski",2015,4.2
"2070",1461000,"Powiat m.Ostrołęka",2015,2.7
"2071",1462000,"Powiat m.Płock",2015,7.7
"2072",1463000,"Powiat m.Radom",2015,9.3
"2073",1464000,"Powiat m.Siedlce",2015,11.7
"2074",1465000,"Powiat m. st. Warszawa",2015,7.8
"2075",1601000,"Powiat brzeski",2015,25.5
"2076",1602000,"Powiat głubczycki",2015,0
"2077",1603000,"Powiat kędzierzyńsko-kozielski",2015,42.4
"2078",1604000,"Powiat kluczborski",2015,55.6
"2079",1605000,"Powiat krapkowicki",2015,62.4
"2080",1606000,"Powiat namysłowski",2015,6.8
"2081",1607000,"Powiat nyski",2015,18.2
"2082",1608000,"Powiat oleski",2015,1.5
"2083",1609000,"Powiat opolski",2015,0
"2084",1610000,"Powiat prudnicki",2015,112.1
"2085",1611000,"Powiat strzelecki",2015,2.1
"2086",1661000,"Powiat m.Opole",2015,9.7
"2087",1801000,"Powiat bieszczadzki",2015,0
"2088",1802000,"Powiat brzozowski",2015,62.4
"2089",1803000,"Powiat dębicki",2015,7.4
"2090",1804000,"Powiat jarosławski",2015,27.3
"2091",1805000,"Powiat jasielski",2015,25.2
"2092",1806000,"Powiat kolbuszowski",2015,18
"2093",1807000,"Powiat krośnieński",2015,24.3
"2094",1808000,"Powiat leżajski",2015,0.4
"2095",1809000,"Powiat lubaczowski",2015,8.1
"2096",1810000,"Powiat łańcucki",2015,12.3
"2097",1811000,"Powiat mielecki",2015,30.3
"2098",1812000,"Powiat niżański",2015,1.9
"2099",1813000,"Powiat przemyski",2015,52.7
"2100",1814000,"Powiat przeworski",2015,39.7
"2101",1815000,"Powiat ropczycko-sędziszowski",2015,40.2
"2102",1816000,"Powiat rzeszowski",2015,27.2
"2103",1817000,"Powiat sanocki",2015,14.1
"2104",1818000,"Powiat stalowowolski",2015,19.6
"2105",1819000,"Powiat strzyżowski",2015,13
"2106",1820000,"Powiat tarnobrzeski",2015,7.7
"2107",1821000,"Powiat leski",2015,28.4
"2108",1861000,"Powiat m.Krosno",2015,398
"2109",1862000,"Powiat m.Przemyśl",2015,19
"2110",1863000,"Powiat m.Rzeszów",2015,22.7
"2111",1864000,"Powiat m.Tarnobrzeg",2015,88.9
"2112",2001000,"Powiat augustowski",2015,0.3
"2113",2002000,"Powiat białostocki",2015,1.3
"2114",2003000,"Powiat bielski",2015,1.1
"2115",2004000,"Powiat grajewski",2015,2.9
"2116",2005000,"Powiat hajnowski",2015,19.3
"2117",2006000,"Powiat kolneński",2015,0
"2118",2007000,"Powiat łomżyński",2015,6.4
"2119",2008000,"Powiat moniecki",2015,231.1
"2120",2009000,"Powiat sejneński",2015,0
"2121",2010000,"Powiat siemiatycki",2015,0
"2122",2011000,"Powiat sokólski",2015,0.2
"2123",2012000,"Powiat suwalski",2015,0.8
"2124",2013000,"Powiat wysokomazowiecki",2015,32
"2125",2014000,"Powiat zambrowski",2015,0
"2126",2061000,"Powiat m.Białystok",2015,8
"2127",2062000,"Powiat m.Łomża",2015,0
"2128",2063000,"Powiat m.Suwałki",2015,14.4
"2129",2201000,"Powiat bytowski",2015,13.3
"2130",2202000,"Powiat chojnicki",2015,12.2
"2131",2203000,"Powiat człuchowski",2015,2.5
"2132",2204000,"Powiat gdański",2015,10.1
"2133",2205000,"Powiat kartuski",2015,59
"2134",2206000,"Powiat kościerski",2015,25.8
"2135",2207000,"Powiat kwidzyński",2015,46.6
"2136",2208000,"Powiat lęborski",2015,9
"2137",2209000,"Powiat malborski",2015,47.2
"2138",2210000,"Powiat nowodworski",2015,19.9
"2139",2211000,"Powiat pucki",2015,13.4
"2140",2212000,"Powiat słupski",2015,166.7
"2141",2213000,"Powiat starogardzki",2015,32.5
"2142",2214000,"Powiat tczewski",2015,40.5
"2143",2215000,"Powiat wejherowski",2015,34.5
"2144",2216000,"Powiat sztumski",2015,27.7
"2145",2261000,"Powiat m.Gdańsk",2015,12.2
"2146",2262000,"Powiat m.Gdynia",2015,3.3
"2147",2263000,"Powiat m.Słupsk",2015,19.4
"2148",2264000,"Powiat m.Sopot",2015,11.8
"2149",2401000,"Powiat będziński",2015,29
"2150",2402000,"Powiat bielski",2015,53.4
"2151",2403000,"Powiat cieszyński",2015,23.4
"2152",2404000,"Powiat częstochowski",2015,20.1
"2153",2405000,"Powiat gliwicki",2015,1.1
"2154",2406000,"Powiat kłobucki",2015,11.6
"2155",2407000,"Powiat lubliniecki",2015,13.5
"2156",2408000,"Powiat mikołowski",2015,0
"2157",2409000,"Powiat myszkowski",2015,145.7
"2158",2410000,"Powiat pszczyński",2015,36.7
"2159",2411000,"Powiat raciborski",2015,14.5
"2160",2412000,"Powiat rybnicki",2015,5.1
"2161",2413000,"Powiat tarnogórski",2015,41
"2162",2414000,"Powiat bieruńsko-lędziński",2015,7.6
"2163",2415000,"Powiat wodzisławski",2015,9.1
"2164",2416000,"Powiat zawierciański",2015,5
"2165",2417000,"Powiat żywiecki",2015,31.2
"2166",2461000,"Powiat m.Bielsko-Biała",2015,11.7
"2167",2462000,"Powiat m.Bytom",2015,5.2
"2168",2463000,"Powiat m.Chorzów",2015,21.8
"2169",2464000,"Powiat m.Częstochowa",2015,5.6
"2170",2465000,"Powiat m.Dąbrowa Górnicza",2015,10.6
"2171",2466000,"Powiat m.Gliwice",2015,4.5
"2172",2467000,"Powiat m.Jastrzębie-Zdrój",2015,29.5
"2173",2468000,"Powiat m.Jaworzno",2015,10.6
"2174",2469000,"Powiat m.Katowice",2015,3.2
"2175",2470000,"Powiat m.Mysłowice",2015,11.7
"2176",2471000,"Powiat m.Piekary Śląskie",2015,2
"2177",2472000,"Powiat m.Ruda Śląska",2015,20.1
"2178",2473000,"Powiat m.Rybnik",2015,164.6
"2179",2474000,"Powiat m.Siemianowice Śląskie",2015,2.4
"2180",2475000,"Powiat m.Sosnowiec",2015,4.5
"2181",2476000,"Powiat m.Świętochłowice",2015,8.1
"2182",2477000,"Powiat m.Tychy",2015,10.4
"2183",2478000,"Powiat m.Zabrze",2015,9.9
"2184",2479000,"Powiat m.Żory",2015,22.1
"2185",2601000,"Powiat buski",2015,6.4
"2186",2602000,"Powiat jędrzejowski",2015,0.7
