"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_do_40_m2_szt"
"3791",3212000,"Powiat pyrzycki",2019,NA
"3792",3213000,"Powiat sławieński",2019,NA
"3793",3214000,"Powiat stargardzki",2019,NA
"3794",3215000,"Powiat szczecinecki",2019,NA
"3795",3216000,"Powiat świdwiński",2019,NA
"3796",3217000,"Powiat wałecki",2019,NA
"3797",3218000,"Powiat łobeski",2019,NA
"3798",3261000,"Powiat m.Koszalin",2019,NA
"3799",3262000,"Powiat m.Szczecin",2019,NA
"3800",3263000,"Powiat m.Świnoujście",2019,NA
