"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_ogolem_zl"
"20089",3005000,"Powiat grodziski",2017,2876
"20090",3006000,"Powiat jarociński",2017,2583
"20091",3007000,"Powiat kaliski",2017,1522
"20092",3008000,"Powiat kępiński",2017,3684
"20093",3009000,"Powiat kolski",2017,2335
"20094",3010000,"Powiat koniński",2017,2411
"20095",3011000,"Powiat kościański",2017,2145
"20096",3012000,"Powiat krotoszyński",2017,2660
"20097",3013000,"Powiat leszczyński",2017,2421
"20098",3014000,"Powiat międzychodzki",2017,2103
"20099",3015000,"Powiat nowotomyski",2017,2897
"20100",3016000,"Powiat obornicki",2017,3181
"20101",3017000,"Powiat ostrowski",2017,2823
"20102",3018000,"Powiat ostrzeszowski",2017,2814
"20103",3019000,"Powiat pilski",2017,3043
"20104",3020000,"Powiat pleszewski",2017,2973
"20105",3021000,"Powiat poznański",2017,4016
"20106",3022000,"Powiat rawicki",2017,2656
"20107",3023000,"Powiat słupecki",2017,2466
"20108",3024000,"Powiat szamotulski",2017,2904
"20109",3025000,"Powiat średzki",2017,3175
"20110",3026000,"Powiat śremski",2017,2912
"20111",3027000,"Powiat turecki",2017,2438
"20112",3028000,"Powiat wągrowiecki",2017,2513
"20113",3029000,"Powiat wolsztyński",2017,3468
"20114",3030000,"Powiat wrzesiński",2017,3094
"20115",3031000,"Powiat złotowski",2017,2286
"20116",3061000,"Powiat m.Kalisz",2017,2594
"20117",3062000,"Powiat m.Konin",2017,2925
"20118",3063000,"Powiat m.Leszno",2017,3203
"20119",3064000,"Powiat m.Poznań",2017,5400
"20120",3201000,"Powiat białogardzki",2017,1970
"20121",3202000,"Powiat choszczeński",2017,2040
"20122",3203000,"Powiat drawski",2017,2381
"20123",3204000,"Powiat goleniowski",2017,3141
"20124",3205000,"Powiat gryficki",2017,2457
"20125",3206000,"Powiat gryfiński",2017,2583
"20126",3207000,"Powiat kamieński",2017,3236
"20127",3208000,"Powiat kołobrzeski",2017,4179
"20128",3209000,"Powiat koszaliński",2017,2212
"20129",3210000,"Powiat myśliborski",2017,2267
"20130",3211000,"Powiat policki",2017,4056
"20131",3212000,"Powiat pyrzycki",2017,2615
"20132",3213000,"Powiat sławieński",2017,3383
"20133",3214000,"Powiat stargardzki",2017,3289
"20134",3215000,"Powiat szczecinecki",2017,2316
"20135",3216000,"Powiat świdwiński",2017,1781
"20136",3217000,"Powiat wałecki",2017,2174
"20137",3218000,"Powiat łobeski",2017,1593
"20138",3261000,"Powiat m.Koszalin",2017,3626
"20139",3262000,"Powiat m.Szczecin",2017,4198
"20140",3263000,"Powiat m.Świnoujście",2017,5784
"20141",201000,"Powiat bolesławiecki",2018,2536
"20142",202000,"Powiat dzierżoniowski",2018,2218
"20143",203000,"Powiat głogowski",2018,3269
"20144",204000,"Powiat górowski",2018,1678
"20145",205000,"Powiat jaworski",2018,2627
"20146",206000,"Powiat jeleniogórski",2018,2259
"20147",207000,"Powiat kamiennogórski",2018,1587
"20148",208000,"Powiat kłodzki",2018,2074
"20149",209000,"Powiat legnicki",2018,2356
"20150",210000,"Powiat lubański",2018,2226
"20151",211000,"Powiat lubiński",2018,3235
"20152",212000,"Powiat lwówecki",2018,1764
"20153",213000,"Powiat milicki",2018,2513
"20154",214000,"Powiat oleśnicki",2018,3313
"20155",215000,"Powiat oławski",2018,3854
"20156",216000,"Powiat polkowicki",2018,2965
"20157",217000,"Powiat strzeliński",2018,2607
"20158",218000,"Powiat średzki",2018,3376
"20159",219000,"Powiat świdnicki",2018,2610
"20160",220000,"Powiat trzebnicki",2018,3322
"20161",221000,"Powiat wałbrzyski",2018,1344
"20162",222000,"Powiat wołowski",2018,2660
"20163",223000,"Powiat wrocławski",2018,4567
"20164",224000,"Powiat ząbkowicki",2018,1823
"20165",225000,"Powiat zgorzelecki",2018,2675
"20166",226000,"Powiat złotoryjski",2018,2451
"20167",261000,"Powiat m.Jelenia Góra",2018,2751
"20168",262000,"Powiat m.Legnica",2018,2802
"20169",264000,"Powiat m.Wrocław",2018,5777
"20170",265000,"Powiat m.Wałbrzych od 2013",2018,2102
"20171",401000,"Powiat aleksandrowski",2018,3283
"20172",402000,"Powiat brodnicki",2018,2840
"20173",403000,"Powiat bydgoski",2018,3125
"20174",404000,"Powiat chełmiński",2018,2543
"20175",405000,"Powiat golubsko-dobrzyński",2018,2355
"20176",406000,"Powiat grudziądzki",2018,1829
"20177",407000,"Powiat inowrocławski",2018,3049
"20178",408000,"Powiat lipnowski",2018,2096
"20179",409000,"Powiat mogileński",2018,2270
"20180",410000,"Powiat nakielski",2018,2550
"20181",411000,"Powiat radziejowski",2018,2005
"20182",412000,"Powiat rypiński",2018,2559
"20183",413000,"Powiat sępoleński",2018,2011
"20184",414000,"Powiat świecki",2018,2790
"20185",415000,"Powiat toruński",2018,2647
"20186",416000,"Powiat tucholski",2018,2203
"20187",417000,"Powiat wąbrzeski",2018,2052
"20188",418000,"Powiat włocławski",2018,1640
"20189",419000,"Powiat żniński",2018,2505
"20190",461000,"Powiat m.Bydgoszcz",2018,4237
"20191",462000,"Powiat m.Grudziądz",2018,2917
"20192",463000,"Powiat m.Toruń",2018,4612
"20193",464000,"Powiat m.Włocławek",2018,2632
"20194",601000,"Powiat bialski",2018,2661
"20195",602000,"Powiat biłgorajski",2018,3248
"20196",603000,"Powiat chełmski",2018,2145
"20197",604000,"Powiat hrubieszowski",2018,2254
"20198",605000,"Powiat janowski",2018,2703
"20199",606000,"Powiat krasnostawski",2018,2635
"20200",607000,"Powiat kraśnicki",2018,2490
"20201",608000,"Powiat lubartowski",2018,3242
"20202",609000,"Powiat lubelski",2018,4122
"20203",610000,"Powiat łęczyński",2018,3288
"20204",611000,"Powiat łukowski",2018,3354
"20205",612000,"Powiat opolski",2018,2636
"20206",613000,"Powiat parczewski",2018,2714
"20207",614000,"Powiat puławski",2018,3716
"20208",615000,"Powiat radzyński",2018,2941
"20209",616000,"Powiat rycki",2018,2731
"20210",617000,"Powiat świdnicki",2018,3859
"20211",618000,"Powiat tomaszowski",2018,2526
"20212",619000,"Powiat włodawski",2018,2162
"20213",620000,"Powiat zamojski",2018,1850
"20214",661000,"Powiat m.Biała Podlaska",2018,3049
"20215",662000,"Powiat m.Chełm",2018,2890
"20216",663000,"Powiat m.Lublin",2018,5088
"20217",664000,"Powiat m.Zamość",2018,3294
"20218",801000,"Powiat gorzowski",2018,2492
"20219",802000,"Powiat krośnieński",2018,2332
"20220",803000,"Powiat międzyrzecki",2018,2406
"20221",804000,"Powiat nowosolski",2018,2319
"20222",805000,"Powiat słubicki",2018,2701
"20223",806000,"Powiat strzelecko-drezdenecki",2018,2551
"20224",807000,"Powiat sulęciński",2018,2132
"20225",808000,"Powiat świebodziński",2018,2693
"20226",809000,"Powiat zielonogórski",2018,2452
"20227",810000,"Powiat żagański",2018,2010
"20228",811000,"Powiat żarski",2018,2444
"20229",812000,"Powiat wschowski",2018,2105
"20230",861000,"Powiat m.Gorzów Wielkopolski",2018,3100
"20231",862000,"Powiat m.Zielona Góra",2018,3453
"20232",1001000,"Powiat bełchatowski",2018,2808
"20233",1002000,"Powiat kutnowski",2018,3360
"20234",1003000,"Powiat łaski",2018,2511
"20235",1004000,"Powiat łęczycki",2018,2761
"20236",1005000,"Powiat łowicki",2018,2968
"20237",1006000,"Powiat łódzki wschodni",2018,2936
"20238",1007000,"Powiat opoczyński",2018,2971
"20239",1008000,"Powiat pabianicki",2018,2911
"20240",1009000,"Powiat pajęczański",2018,3115
"20241",1010000,"Powiat piotrkowski",2018,1670
"20242",1011000,"Powiat poddębicki",2018,2773
"20243",1012000,"Powiat radomszczański",2018,2877
"20244",1013000,"Powiat rawski",2018,3633
"20245",1014000,"Powiat sieradzki",2018,2905
"20246",1015000,"Powiat skierniewicki",2018,0
"20247",1016000,"Powiat tomaszowski",2018,2900
"20248",1017000,"Powiat wieluński",2018,3206
"20249",1018000,"Powiat wieruszowski",2018,2553
"20250",1019000,"Powiat zduńskowolski",2018,2731
"20251",1020000,"Powiat zgierski",2018,2944
"20252",1021000,"Powiat brzeziński",2018,2985
"20253",1061000,"Powiat m.Łódź",2018,3970
"20254",1062000,"Powiat m.Piotrków Trybunalski",2018,2792
"20255",1063000,"Powiat m.Skierniewice",2018,3700
"20256",1201000,"Powiat bocheński",2018,3929
"20257",1202000,"Powiat brzeski",2018,3307
"20258",1203000,"Powiat chrzanowski",2018,2874
"20259",1204000,"Powiat dąbrowski",2018,2483
"20260",1205000,"Powiat gorlicki",2018,2814
"20261",1206000,"Powiat krakowski",2018,4452
"20262",1207000,"Powiat limanowski",2018,3289
"20263",1208000,"Powiat miechowski",2018,2933
"20264",1209000,"Powiat myślenicki",2018,4176
"20265",1210000,"Powiat nowosądecki",2018,3621
"20266",1211000,"Powiat nowotarski",2018,4125
"20267",1212000,"Powiat olkuski",2018,2895
"20268",1213000,"Powiat oświęcimski",2018,3035
"20269",1214000,"Powiat proszowicki",2018,3384
"20270",1215000,"Powiat suski",2018,2840
"20271",1216000,"Powiat tarnowski",2018,3091
"20272",1217000,"Powiat tatrzański",2018,8012
"20273",1218000,"Powiat wadowicki",2018,3542
"20274",1219000,"Powiat wielicki",2018,5000
"20275",1261000,"Powiat m.Kraków",2018,6540
"20276",1262000,"Powiat m.Nowy Sącz",2018,3433
"20277",1263000,"Powiat m.Tarnów",2018,3151
"20278",1401000,"Powiat białobrzeski",2018,3181
"20279",1402000,"Powiat ciechanowski",2018,2703
"20280",1403000,"Powiat garwoliński",2018,3173
"20281",1404000,"Powiat gostyniński",2018,2455
"20282",1405000,"Powiat grodziski",2018,4128
"20283",1406000,"Powiat grójecki",2018,3427
"20284",1407000,"Powiat kozienicki",2018,2806
"20285",1408000,"Powiat legionowski",2018,5000
"20286",1409000,"Powiat lipski",2018,2188
"20287",1410000,"Powiat łosicki",2018,2431
"20288",1411000,"Powiat makowski",2018,2105
"20289",1412000,"Powiat miński",2018,4176
"20290",1413000,"Powiat mławski",2018,3000
"20291",1414000,"Powiat nowodworski",2018,3782
"20292",1415000,"Powiat ostrołęcki",2018,0
"20293",1416000,"Powiat ostrowski",2018,3341
"20294",1417000,"Powiat otwocki",2018,5189
"20295",1418000,"Powiat piaseczyński",2018,5808
"20296",1419000,"Powiat płocki",2018,1856
"20297",1420000,"Powiat płoński",2018,2740
"20298",1421000,"Powiat pruszkowski",2018,5307
"20299",1422000,"Powiat przasnyski",2018,2697
"20300",1423000,"Powiat przysuski",2018,2353
"20301",1424000,"Powiat pułtuski",2018,2616
"20302",1425000,"Powiat radomski",2018,1879
"20303",1426000,"Powiat siedlecki",2018,2209
"20304",1427000,"Powiat sierpecki",2018,2432
"20305",1428000,"Powiat sochaczewski",2018,3478
"20306",1429000,"Powiat sokołowski",2018,2751
"20307",1430000,"Powiat szydłowiecki",2018,2334
"20308",1432000,"Powiat warszawski zachodni",2018,4826
"20309",1433000,"Powiat węgrowski",2018,2532
"20310",1434000,"Powiat wołomiński",2018,5295
"20311",1435000,"Powiat wyszkowski",2018,3885
"20312",1436000,"Powiat zwoleński",2018,2218
"20313",1437000,"Powiat żuromiński",2018,2424
"20314",1438000,"Powiat żyrardowski",2018,3114
"20315",1461000,"Powiat m.Ostrołęka",2018,2905
"20316",1462000,"Powiat m.Płock",2018,3400
"20317",1463000,"Powiat m.Radom",2018,3004
"20318",1464000,"Powiat m.Siedlce",2018,3835
"20319",1465000,"Powiat m. st. Warszawa",2018,8314
"20320",1601000,"Powiat brzeski",2018,2387
"20321",1602000,"Powiat głubczycki",2018,1481
"20322",1603000,"Powiat kędzierzyńsko-kozielski",2018,2135
"20323",1604000,"Powiat kluczborski",2018,2273
"20324",1605000,"Powiat krapkowicki",2018,2615
"20325",1606000,"Powiat namysłowski",2018,2547
"20326",1607000,"Powiat nyski",2018,2426
"20327",1608000,"Powiat oleski",2018,2504
"20328",1609000,"Powiat opolski",2018,2464
"20329",1610000,"Powiat prudnicki",2018,1562
"20330",1611000,"Powiat strzelecki",2018,2409
"20331",1661000,"Powiat m.Opole",2018,4571
"20332",1801000,"Powiat bieszczadzki",2018,2065
"20333",1802000,"Powiat brzozowski",2018,2564
"20334",1803000,"Powiat dębicki",2018,3126
"20335",1804000,"Powiat jarosławski",2018,2732
"20336",1805000,"Powiat jasielski",2018,2439
"20337",1806000,"Powiat kolbuszowski",2018,2787
"20338",1807000,"Powiat krośnieński",2018,1765
"20339",1808000,"Powiat leżajski",2018,1873
"20340",1809000,"Powiat lubaczowski",2018,2219
"20341",1810000,"Powiat łańcucki",2018,3350
"20342",1811000,"Powiat mielecki",2018,3511
"20343",1812000,"Powiat niżański",2018,2685
"20344",1813000,"Powiat przemyski",2018,2769
"20345",1814000,"Powiat przeworski",2018,2891
"20346",1815000,"Powiat ropczycko-sędziszowski",2018,2933
"20347",1816000,"Powiat rzeszowski",2018,4221
"20348",1817000,"Powiat sanocki",2018,3006
"20349",1818000,"Powiat stalowowolski",2018,3106
"20350",1819000,"Powiat strzyżowski",2018,3161
"20351",1820000,"Powiat tarnobrzeski",2018,2227
"20352",1821000,"Powiat leski",2018,2519
"20353",1861000,"Powiat m.Krosno",2018,2849
"20354",1862000,"Powiat m.Przemyśl",2018,2702
"20355",1863000,"Powiat m.Rzeszów",2018,4647
"20356",1864000,"Powiat m.Tarnobrzeg",2018,2657
"20357",2001000,"Powiat augustowski",2018,3521
"20358",2002000,"Powiat białostocki",2018,2730
"20359",2003000,"Powiat bielski",2018,2739
"20360",2004000,"Powiat grajewski",2018,2471
"20361",2005000,"Powiat hajnowski",2018,2117
"20362",2006000,"Powiat kolneński",2018,2312
"20363",2007000,"Powiat łomżyński",2018,1692
"20364",2008000,"Powiat moniecki",2018,2365
"20365",2009000,"Powiat sejneński",2018,2524
"20366",2010000,"Powiat siemiatycki",2018,2749
"20367",2011000,"Powiat sokólski",2018,2829
"20368",2012000,"Powiat suwalski",2018,1705
"20369",2013000,"Powiat wysokomazowiecki",2018,2769
"20370",2014000,"Powiat zambrowski",2018,3113
"20371",2061000,"Powiat m.Białystok",2018,4636
"20372",2062000,"Powiat m.Łomża",2018,3435
"20373",2063000,"Powiat m.Suwałki",2018,3533
"20374",2201000,"Powiat bytowski",2018,2726
"20375",2202000,"Powiat chojnicki",2018,3018
"20376",2203000,"Powiat człuchowski",2018,1982
"20377",2204000,"Powiat gdański",2018,4919
"20378",2205000,"Powiat kartuski",2018,3876
"20379",2206000,"Powiat kościerski",2018,3188
"20380",2207000,"Powiat kwidzyński",2018,2662
"20381",2208000,"Powiat lęborski",2018,2888
"20382",2209000,"Powiat malborski",2018,2879
"20383",2210000,"Powiat nowodworski",2018,4013
"20384",2211000,"Powiat pucki",2018,4940
"20385",2212000,"Powiat słupski",2018,3445
"20386",2213000,"Powiat starogardzki",2018,3142
"20387",2214000,"Powiat tczewski",2018,3721
"20388",2215000,"Powiat wejherowski",2018,4767
"20389",2216000,"Powiat sztumski",2018,1740
"20390",2261000,"Powiat m.Gdańsk",2018,6631
"20391",2262000,"Powiat m.Gdynia",2018,6174
"20392",2263000,"Powiat m.Słupsk",2018,3281
"20393",2264000,"Powiat m.Sopot",2018,10651
"20394",2401000,"Powiat będziński",2018,2509
"20395",2402000,"Powiat bielski",2018,3038
"20396",2403000,"Powiat cieszyński",2018,3232
"20397",2404000,"Powiat częstochowski",2018,1953
"20398",2405000,"Powiat gliwicki",2018,2614
"20399",2406000,"Powiat kłobucki",2018,2887
"20400",2407000,"Powiat lubliniecki",2018,2604
"20401",2408000,"Powiat mikołowski",2018,2839
"20402",2409000,"Powiat myszkowski",2018,2128
"20403",2410000,"Powiat pszczyński",2018,2532
"20404",2411000,"Powiat raciborski",2018,2127
"20405",2412000,"Powiat rybnicki",2018,2150
"20406",2413000,"Powiat tarnogórski",2018,2653
"20407",2414000,"Powiat bieruńsko-lędziński",2018,2932
"20408",2415000,"Powiat wodzisławski",2018,1980
"20409",2416000,"Powiat zawierciański",2018,1887
"20410",2417000,"Powiat żywiecki",2018,3268
"20411",2461000,"Powiat m.Bielsko-Biała",2018,3830
"20412",2462000,"Powiat m.Bytom",2018,1961
"20413",2463000,"Powiat m.Chorzów",2018,2906
"20414",2464000,"Powiat m.Częstochowa",2018,3354
"20415",2465000,"Powiat m.Dąbrowa Górnicza",2018,2861
"20416",2466000,"Powiat m.Gliwice",2018,3208
"20417",2467000,"Powiat m.Jastrzębie-Zdrój",2018,2248
"20418",2468000,"Powiat m.Jaworzno",2018,3130
"20419",2469000,"Powiat m.Katowice",2018,3884
"20420",2470000,"Powiat m.Mysłowice",2018,2734
"20421",2471000,"Powiat m.Piekary Śląskie",2018,2324
"20422",2472000,"Powiat m.Ruda Śląska",2018,2371
"20423",2473000,"Powiat m.Rybnik",2018,2567
"20424",2474000,"Powiat m.Siemianowice Śląskie",2018,2717
"20425",2475000,"Powiat m.Sosnowiec",2018,2616
"20426",2476000,"Powiat m.Świętochłowice",2018,2264
"20427",2477000,"Powiat m.Tychy",2018,3876
"20428",2478000,"Powiat m.Zabrze",2018,2442
"20429",2479000,"Powiat m.Żory",2018,2710
"20430",2601000,"Powiat buski",2018,3049
"20431",2602000,"Powiat jędrzejowski",2018,2513
"20432",2603000,"Powiat kazimierski",2018,2791
"20433",2604000,"Powiat kielecki",2018,2443
"20434",2605000,"Powiat konecki",2018,2566
"20435",2606000,"Powiat opatowski",2018,1603
"20436",2607000,"Powiat ostrowiecki",2018,2301
"20437",2608000,"Powiat pińczowski",2018,2347
"20438",2609000,"Powiat sandomierski",2018,2900
"20439",2610000,"Powiat skarżyski",2018,2205
"20440",2611000,"Powiat starachowicki",2018,2993
"20441",2612000,"Powiat staszowski",2018,2420
"20442",2613000,"Powiat włoszczowski",2018,3093
"20443",2661000,"Powiat m.Kielce",2018,3886
"20444",2801000,"Powiat bartoszycki",2018,2022
"20445",2802000,"Powiat braniewski",2018,2070
"20446",2803000,"Powiat działdowski",2018,2525
"20447",2804000,"Powiat elbląski",2018,2389
"20448",2805000,"Powiat ełcki",2018,2977
"20449",2806000,"Powiat giżycki",2018,2951
"20450",2807000,"Powiat iławski",2018,3065
"20451",2808000,"Powiat kętrzyński",2018,1757
"20452",2809000,"Powiat lidzbarski",2018,2366
"20453",2810000,"Powiat mrągowski",2018,2858
"20454",2811000,"Powiat nidzicki",2018,2374
"20455",2812000,"Powiat nowomiejski",2018,2231
"20456",2813000,"Powiat olecki",2018,2449
"20457",2814000,"Powiat olsztyński",2018,2929
"20458",2815000,"Powiat ostródzki",2018,2705
"20459",2816000,"Powiat piski",2018,2044
"20460",2817000,"Powiat szczycieński",2018,2740
"20461",2818000,"Powiat gołdapski",2018,2077
"20462",2819000,"Powiat węgorzewski",2018,2584
"20463",2861000,"Powiat m.Elbląg",2018,3418
"20464",2862000,"Powiat m.Olsztyn",2018,4555
"20465",3001000,"Powiat chodzieski",2018,2750
"20466",3002000,"Powiat czarnkowsko-trzcianecki",2018,2439
"20467",3003000,"Powiat gnieźnieński",2018,2941
"20468",3004000,"Powiat gostyński",2018,2451
"20469",3005000,"Powiat grodziski",2018,2586
"20470",3006000,"Powiat jarociński",2018,2619
"20471",3007000,"Powiat kaliski",2018,1518
"20472",3008000,"Powiat kępiński",2018,2981
"20473",3009000,"Powiat kolski",2018,2595
"20474",3010000,"Powiat koniński",2018,2367
"20475",3011000,"Powiat kościański",2018,2143
"20476",3012000,"Powiat krotoszyński",2018,2690
"20477",3013000,"Powiat leszczyński",2018,2804
"20478",3014000,"Powiat międzychodzki",2018,2640
"20479",3015000,"Powiat nowotomyski",2018,2889
"20480",3016000,"Powiat obornicki",2018,3269
"20481",3017000,"Powiat ostrowski",2018,2791
"20482",3018000,"Powiat ostrzeszowski",2018,2976
"20483",3019000,"Powiat pilski",2018,3545
"20484",3020000,"Powiat pleszewski",2018,3246
"20485",3021000,"Powiat poznański",2018,4479
"20486",3022000,"Powiat rawicki",2018,2500
"20487",3023000,"Powiat słupecki",2018,2990
"20488",3024000,"Powiat szamotulski",2018,3049
"20489",3025000,"Powiat średzki",2018,2747
"20490",3026000,"Powiat śremski",2018,3018
"20491",3027000,"Powiat turecki",2018,2660
"20492",3028000,"Powiat wągrowiecki",2018,2499
"20493",3029000,"Powiat wolsztyński",2018,2804
"20494",3030000,"Powiat wrzesiński",2018,3368
"20495",3031000,"Powiat złotowski",2018,2364
"20496",3061000,"Powiat m.Kalisz",2018,3013
"20497",3062000,"Powiat m.Konin",2018,3035
"20498",3063000,"Powiat m.Leszno",2018,3707
"20499",3064000,"Powiat m.Poznań",2018,5801
"20500",3201000,"Powiat białogardzki",2018,1994
"20501",3202000,"Powiat choszczeński",2018,2045
"20502",3203000,"Powiat drawski",2018,2273
"20503",3204000,"Powiat goleniowski",2018,3283
"20504",3205000,"Powiat gryficki",2018,2303
"20505",3206000,"Powiat gryfiński",2018,2620
"20506",3207000,"Powiat kamieński",2018,4174
"20507",3208000,"Powiat kołobrzeski",2018,5451
"20508",3209000,"Powiat koszaliński",2018,2408
"20509",3210000,"Powiat myśliborski",2018,2482
"20510",3211000,"Powiat policki",2018,4495
"20511",3212000,"Powiat pyrzycki",2018,2194
"20512",3213000,"Powiat sławieński",2018,2707
"20513",3214000,"Powiat stargardzki",2018,3254
"20514",3215000,"Powiat szczecinecki",2018,2250
"20515",3216000,"Powiat świdwiński",2018,2007
"20516",3217000,"Powiat wałecki",2018,2475
"20517",3218000,"Powiat łobeski",2018,1697
"20518",3261000,"Powiat m.Koszalin",2018,3909
"20519",3262000,"Powiat m.Szczecin",2018,4603
"20520",3263000,"Powiat m.Świnoujście",2018,6579
"20521",201000,"Powiat bolesławiecki",2019,NA
"20522",202000,"Powiat dzierżoniowski",2019,NA
"20523",203000,"Powiat głogowski",2019,NA
"20524",204000,"Powiat górowski",2019,NA
"20525",205000,"Powiat jaworski",2019,NA
"20526",206000,"Powiat jeleniogórski",2019,NA
"20527",207000,"Powiat kamiennogórski",2019,NA
"20528",208000,"Powiat kłodzki",2019,NA
"20529",209000,"Powiat legnicki",2019,NA
"20530",210000,"Powiat lubański",2019,NA
"20531",211000,"Powiat lubiński",2019,NA
"20532",212000,"Powiat lwówecki",2019,NA
"20533",213000,"Powiat milicki",2019,NA
"20534",214000,"Powiat oleśnicki",2019,NA
"20535",215000,"Powiat oławski",2019,NA
"20536",216000,"Powiat polkowicki",2019,NA
"20537",217000,"Powiat strzeliński",2019,NA
"20538",218000,"Powiat średzki",2019,NA
"20539",219000,"Powiat świdnicki",2019,NA
"20540",220000,"Powiat trzebnicki",2019,NA
"20541",221000,"Powiat wałbrzyski",2019,NA
"20542",222000,"Powiat wołowski",2019,NA
"20543",223000,"Powiat wrocławski",2019,NA
"20544",224000,"Powiat ząbkowicki",2019,NA
"20545",225000,"Powiat zgorzelecki",2019,NA
"20546",226000,"Powiat złotoryjski",2019,NA
"20547",261000,"Powiat m.Jelenia Góra",2019,NA
"20548",262000,"Powiat m.Legnica",2019,NA
"20549",264000,"Powiat m.Wrocław",2019,NA
"20550",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"20551",401000,"Powiat aleksandrowski",2019,NA
"20552",402000,"Powiat brodnicki",2019,NA
"20553",403000,"Powiat bydgoski",2019,NA
"20554",404000,"Powiat chełmiński",2019,NA
"20555",405000,"Powiat golubsko-dobrzyński",2019,NA
"20556",406000,"Powiat grudziądzki",2019,NA
"20557",407000,"Powiat inowrocławski",2019,NA
"20558",408000,"Powiat lipnowski",2019,NA
"20559",409000,"Powiat mogileński",2019,NA
"20560",410000,"Powiat nakielski",2019,NA
"20561",411000,"Powiat radziejowski",2019,NA
"20562",412000,"Powiat rypiński",2019,NA
"20563",413000,"Powiat sępoleński",2019,NA
"20564",414000,"Powiat świecki",2019,NA
"20565",415000,"Powiat toruński",2019,NA
"20566",416000,"Powiat tucholski",2019,NA
"20567",417000,"Powiat wąbrzeski",2019,NA
"20568",418000,"Powiat włocławski",2019,NA
"20569",419000,"Powiat żniński",2019,NA
"20570",461000,"Powiat m.Bydgoszcz",2019,NA
"20571",462000,"Powiat m.Grudziądz",2019,NA
"20572",463000,"Powiat m.Toruń",2019,NA
"20573",464000,"Powiat m.Włocławek",2019,NA
"20574",601000,"Powiat bialski",2019,NA
"20575",602000,"Powiat biłgorajski",2019,NA
"20576",603000,"Powiat chełmski",2019,NA
"20577",604000,"Powiat hrubieszowski",2019,NA
"20578",605000,"Powiat janowski",2019,NA
"20579",606000,"Powiat krasnostawski",2019,NA
"20580",607000,"Powiat kraśnicki",2019,NA
"20581",608000,"Powiat lubartowski",2019,NA
"20582",609000,"Powiat lubelski",2019,NA
"20583",610000,"Powiat łęczyński",2019,NA
"20584",611000,"Powiat łukowski",2019,NA
"20585",612000,"Powiat opolski",2019,NA
"20586",613000,"Powiat parczewski",2019,NA
"20587",614000,"Powiat puławski",2019,NA
"20588",615000,"Powiat radzyński",2019,NA
"20589",616000,"Powiat rycki",2019,NA
"20590",617000,"Powiat świdnicki",2019,NA
"20591",618000,"Powiat tomaszowski",2019,NA
"20592",619000,"Powiat włodawski",2019,NA
"20593",620000,"Powiat zamojski",2019,NA
"20594",661000,"Powiat m.Biała Podlaska",2019,NA
"20595",662000,"Powiat m.Chełm",2019,NA
"20596",663000,"Powiat m.Lublin",2019,NA
"20597",664000,"Powiat m.Zamość",2019,NA
"20598",801000,"Powiat gorzowski",2019,NA
"20599",802000,"Powiat krośnieński",2019,NA
"20600",803000,"Powiat międzyrzecki",2019,NA
"20601",804000,"Powiat nowosolski",2019,NA
"20602",805000,"Powiat słubicki",2019,NA
"20603",806000,"Powiat strzelecko-drezdenecki",2019,NA
"20604",807000,"Powiat sulęciński",2019,NA
"20605",808000,"Powiat świebodziński",2019,NA
"20606",809000,"Powiat zielonogórski",2019,NA
"20607",810000,"Powiat żagański",2019,NA
"20608",811000,"Powiat żarski",2019,NA
"20609",812000,"Powiat wschowski",2019,NA
"20610",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"20611",862000,"Powiat m.Zielona Góra",2019,NA
"20612",1001000,"Powiat bełchatowski",2019,NA
"20613",1002000,"Powiat kutnowski",2019,NA
"20614",1003000,"Powiat łaski",2019,NA
"20615",1004000,"Powiat łęczycki",2019,NA
"20616",1005000,"Powiat łowicki",2019,NA
"20617",1006000,"Powiat łódzki wschodni",2019,NA
"20618",1007000,"Powiat opoczyński",2019,NA
"20619",1008000,"Powiat pabianicki",2019,NA
"20620",1009000,"Powiat pajęczański",2019,NA
"20621",1010000,"Powiat piotrkowski",2019,NA
"20622",1011000,"Powiat poddębicki",2019,NA
"20623",1012000,"Powiat radomszczański",2019,NA
"20624",1013000,"Powiat rawski",2019,NA
"20625",1014000,"Powiat sieradzki",2019,NA
"20626",1015000,"Powiat skierniewicki",2019,NA
"20627",1016000,"Powiat tomaszowski",2019,NA
"20628",1017000,"Powiat wieluński",2019,NA
"20629",1018000,"Powiat wieruszowski",2019,NA
"20630",1019000,"Powiat zduńskowolski",2019,NA
"20631",1020000,"Powiat zgierski",2019,NA
"20632",1021000,"Powiat brzeziński",2019,NA
"20633",1061000,"Powiat m.Łódź",2019,NA
"20634",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"20635",1063000,"Powiat m.Skierniewice",2019,NA
"20636",1201000,"Powiat bocheński",2019,NA
"20637",1202000,"Powiat brzeski",2019,NA
"20638",1203000,"Powiat chrzanowski",2019,NA
"20639",1204000,"Powiat dąbrowski",2019,NA
"20640",1205000,"Powiat gorlicki",2019,NA
"20641",1206000,"Powiat krakowski",2019,NA
"20642",1207000,"Powiat limanowski",2019,NA
"20643",1208000,"Powiat miechowski",2019,NA
