"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_twardej_nawierzchni_na_10_tys_ludnosci_km"
"8306",3002000,"Powiat czarnkowsko-trzcianecki",2011,53.7
"8307",3003000,"Powiat gnieźnieński",2011,79.3
"8308",3004000,"Powiat gostyński",2011,120.6
"8309",3005000,"Powiat grodziski",2011,77.3
"8310",3006000,"Powiat jarociński",2011,81.6
"8311",3007000,"Powiat kaliski",2011,130.5
"8312",3008000,"Powiat kępiński",2011,81.1
"8313",3009000,"Powiat kolski",2011,109.1
"8314",3010000,"Powiat koniński",2011,135.2
"8315",3011000,"Powiat kościański",2011,61.6
"8316",3012000,"Powiat krotoszyński",2011,96.6
"8317",3013000,"Powiat leszczyński",2011,92.6
"8318",3014000,"Powiat międzychodzki",2011,57.8
"8319",3015000,"Powiat nowotomyski",2011,63.1
"8320",3016000,"Powiat obornicki",2011,65.3
"8321",3017000,"Powiat ostrowski",2011,62.9
"8322",3018000,"Powiat ostrzeszowski",2011,120
"8323",3019000,"Powiat pilski",2011,51.9
"8324",3020000,"Powiat pleszewski",2011,116.2
"8325",3021000,"Powiat poznański",2011,48.4
"8326",3022000,"Powiat rawicki",2011,78.2
"8327",3023000,"Powiat słupecki",2011,119.2
"8328",3024000,"Powiat szamotulski",2011,72.7
"8329",3025000,"Powiat średzki",2011,89.7
"8330",3026000,"Powiat śremski",2011,64.1
"8331",3027000,"Powiat turecki",2011,84.5
"8332",3028000,"Powiat wągrowiecki",2011,105
"8333",3029000,"Powiat wolsztyński",2011,60.8
"8334",3030000,"Powiat wrzesiński",2011,79.7
"8335",3031000,"Powiat złotowski",2011,88.6
"8336",3061000,"Powiat m.Kalisz",2011,18.4
"8337",3062000,"Powiat m.Konin",2011,19.5
"8338",3063000,"Powiat m.Leszno",2011,20.8
"8339",3064000,"Powiat m.Poznań",2011,14.6
"8340",3201000,"Powiat białogardzki",2011,73.2
"8341",3202000,"Powiat choszczeński",2011,114.2
"8342",3203000,"Powiat drawski",2011,86.9
"8343",3204000,"Powiat goleniowski",2011,83.4
"8344",3205000,"Powiat gryficki",2011,77
"8345",3206000,"Powiat gryfiński",2011,95.4
"8346",3207000,"Powiat kamieński",2011,77.1
"8347",3208000,"Powiat kołobrzeski",2011,54.5
"8348",3209000,"Powiat koszaliński",2011,96.7
"8349",3210000,"Powiat myśliborski",2011,82.6
"8350",3211000,"Powiat policki",2011,45.2
"8351",3212000,"Powiat pyrzycki",2011,98.5
"8352",3213000,"Powiat sławieński",2011,112.6
"8353",3214000,"Powiat stargardzki",2011,69.7
"8354",3215000,"Powiat szczecinecki",2011,81
"8355",3216000,"Powiat świdwiński",2011,80.6
"8356",3217000,"Powiat wałecki",2011,60.3
"8357",3218000,"Powiat łobeski",2011,101.4
"8358",3261000,"Powiat m.Koszalin",2011,13.7
"8359",3262000,"Powiat m.Szczecin",2011,16.2
"8360",3263000,"Powiat m.Świnoujście",2011,20.3
"8361",201000,"Powiat bolesławiecki",2012,62.5
"8362",202000,"Powiat dzierżoniowski",2012,44.2
"8363",203000,"Powiat głogowski",2012,35.4
"8364",204000,"Powiat górowski",2012,140.7
"8365",205000,"Powiat jaworski",2012,95.6
"8366",206000,"Powiat jeleniogórski",2012,97.5
"8367",207000,"Powiat kamiennogórski",2012,73.8
"8368",208000,"Powiat kłodzki",2012,75.3
"8369",209000,"Powiat legnicki",2012,83.2
"8370",210000,"Powiat lubański",2012,60.6
"8371",211000,"Powiat lubiński",2012,37.8
"8372",212000,"Powiat lwówecki",2012,124.4
"8373",213000,"Powiat milicki",2012,95.4
"8374",214000,"Powiat oleśnicki",2012,69.8
"8375",215000,"Powiat oławski",2012,42.5
"8376",216000,"Powiat polkowicki",2012,62
"8377",217000,"Powiat strzeliński",2012,113.5
"8378",218000,"Powiat średzki",2012,84.8
"8379",219000,"Powiat świdnicki",2012,45.8
"8380",220000,"Powiat trzebnicki",2012,74.4
"8381",221000,"Powiat wałbrzyski",2012,30.8
"8382",222000,"Powiat wołowski",2012,103.9
"8383",223000,"Powiat wrocławski",2012,74.9
"8384",224000,"Powiat ząbkowicki",2012,69.9
"8385",225000,"Powiat zgorzelecki",2012,54.6
"8386",226000,"Powiat złotoryjski",2012,88.8
"8387",261000,"Powiat m.Jelenia Góra",2012,24.5
"8388",262000,"Powiat m.Legnica",2012,20.2
"8389",264000,"Powiat m.Wrocław",2012,12.3
"8390",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"8391",401000,"Powiat aleksandrowski",2012,85.6
"8392",402000,"Powiat brodnicki",2012,90.9
"8393",403000,"Powiat bydgoski",2012,64.8
"8394",404000,"Powiat chełmiński",2012,97.8
"8395",405000,"Powiat golubsko-dobrzyński",2012,88.9
"8396",406000,"Powiat grudziądzki",2012,156.6
"8397",407000,"Powiat inowrocławski",2012,55.6
"8398",408000,"Powiat lipnowski",2012,91
"8399",409000,"Powiat mogileński",2012,145.3
"8400",410000,"Powiat nakielski",2012,77.9
"8401",411000,"Powiat radziejowski",2012,171.1
"8402",412000,"Powiat rypiński",2012,91
"8403",413000,"Powiat sępoleński",2012,93.9
"8404",414000,"Powiat świecki",2012,77.1
"8405",415000,"Powiat toruński",2012,79.4
"8406",416000,"Powiat tucholski",2012,121.3
"8407",417000,"Powiat wąbrzeski",2012,90.4
"8408",418000,"Powiat włocławski",2012,142.6
"8409",419000,"Powiat żniński",2012,147.9
"8410",461000,"Powiat m.Bydgoszcz",2012,12.7
"8411",462000,"Powiat m.Grudziądz",2012,15.1
"8412",463000,"Powiat m.Toruń",2012,14.4
"8413",464000,"Powiat m.Włocławek",2012,11.2
"8414",601000,"Powiat bialski",2012,126.3
"8415",602000,"Powiat biłgorajski",2012,82.2
"8416",603000,"Powiat chełmski",2012,136.4
"8417",604000,"Powiat hrubieszowski",2012,147.1
"8418",605000,"Powiat janowski",2012,116.5
"8419",606000,"Powiat krasnostawski",2012,102.4
"8420",607000,"Powiat kraśnicki",2012,73
"8421",608000,"Powiat lubartowski",2012,87.2
"8422",609000,"Powiat lubelski",2012,106
"8423",610000,"Powiat łęczyński",2012,101.9
"8424",611000,"Powiat łukowski",2012,103.6
"8425",612000,"Powiat opolski",2012,98.4
"8426",613000,"Powiat parczewski",2012,132.2
"8427",614000,"Powiat puławski",2012,64.4
"8428",615000,"Powiat radzyński",2012,126.3
"8429",616000,"Powiat rycki",2012,90.5
"8430",617000,"Powiat świdnicki",2012,59.9
"8431",618000,"Powiat tomaszowski",2012,118.6
"8432",619000,"Powiat włodawski",2012,96.6
"8433",620000,"Powiat zamojski",2012,112.1
"8434",661000,"Powiat m.Biała Podlaska",2012,25.8
"8435",662000,"Powiat m.Chełm",2012,17
"8436",663000,"Powiat m.Lublin",2012,11.8
"8437",664000,"Powiat m.Zamość",2012,15.7
"8438",801000,"Powiat gorzowski",2012,82.4
"8439",802000,"Powiat krośnieński",2012,79.3
"8440",803000,"Powiat międzyrzecki",2012,73.8
"8441",804000,"Powiat nowosolski",2012,37
"8442",805000,"Powiat słubicki",2012,80.3
"8443",806000,"Powiat strzelecko-drezdenecki",2012,69.9
"8444",807000,"Powiat sulęciński",2012,99.4
"8445",808000,"Powiat świebodziński",2012,89.2
"8446",809000,"Powiat zielonogórski",2012,61.4
"8447",810000,"Powiat żagański",2012,67.7
"8448",811000,"Powiat żarski",2012,78.2
"8449",812000,"Powiat wschowski",2012,54.1
"8450",861000,"Powiat m.Gorzów Wielkopolski",2012,10.6
"8451",862000,"Powiat m.Zielona Góra",2012,15.6
"8452",1001000,"Powiat bełchatowski",2012,67.7
"8453",1002000,"Powiat kutnowski",2012,115.8
"8454",1003000,"Powiat łaski",2012,96.7
"8455",1004000,"Powiat łęczycki",2012,164.1
"8456",1005000,"Powiat łowicki",2012,122.5
"8457",1006000,"Powiat łódzki wschodni",2012,83.1
"8458",1007000,"Powiat opoczyński",2012,87.6
"8459",1008000,"Powiat pabianicki",2012,42.8
"8460",1009000,"Powiat pajęczański",2012,127.2
"8461",1010000,"Powiat piotrkowski",2012,138.4
"8462",1011000,"Powiat poddębicki",2012,124.2
"8463",1012000,"Powiat radomszczański",2012,81.7
"8464",1013000,"Powiat rawski",2012,105.3
"8465",1014000,"Powiat sieradzki",2012,79.9
"8466",1015000,"Powiat skierniewicki",2012,156.2
"8467",1016000,"Powiat tomaszowski",2012,80.6
"8468",1017000,"Powiat wieluński",2012,104.5
"8469",1018000,"Powiat wieruszowski",2012,132.4
"8470",1019000,"Powiat zduńskowolski",2012,57.2
"8471",1020000,"Powiat zgierski",2012,55.6
"8472",1021000,"Powiat brzeziński",2012,102.3
"8473",1061000,"Powiat m.Łódź",2012,10.3
"8474",1062000,"Powiat m.Piotrków Trybunalski",2012,23.6
"8475",1063000,"Powiat m.Skierniewice",2012,25.9
"8476",1201000,"Powiat bocheński",2012,80.3
"8477",1202000,"Powiat brzeski",2012,90.9
"8478",1203000,"Powiat chrzanowski",2012,57.1
"8479",1204000,"Powiat dąbrowski",2012,157.8
"8480",1205000,"Powiat gorlicki",2012,92.8
"8481",1206000,"Powiat krakowski",2012,79.9
"8482",1207000,"Powiat limanowski",2012,83.4
"8483",1208000,"Powiat miechowski",2012,200.1
"8484",1209000,"Powiat myślenicki",2012,64.6
"8485",1210000,"Powiat nowosądecki",2012,108.2
"8486",1211000,"Powiat nowotarski",2012,79.7
"8487",1212000,"Powiat olkuski",2012,60
"8488",1213000,"Powiat oświęcimski",2012,44.5
"8489",1214000,"Powiat proszowicki",2012,159.3
"8490",1215000,"Powiat suski",2012,88.3
"8491",1216000,"Powiat tarnowski",2012,94
"8492",1217000,"Powiat tatrzański",2012,82.5
"8493",1218000,"Powiat wadowicki",2012,70.6
"8494",1219000,"Powiat wielicki",2012,62.2
"8495",1261000,"Powiat m.Kraków",2012,12.9
"8496",1262000,"Powiat m.Nowy Sącz",2012,28.9
"8497",1263000,"Powiat m.Tarnów",2012,20.9
"8498",1401000,"Powiat białobrzeski",2012,147.2
"8499",1402000,"Powiat ciechanowski",2012,87.9
"8500",1403000,"Powiat garwoliński",2012,86.5
"8501",1404000,"Powiat gostyniński",2012,102.7
"8502",1405000,"Powiat grodziski",2012,48.4
"8503",1406000,"Powiat grójecki",2012,109.6
"8504",1407000,"Powiat kozienicki",2012,90.8
"8505",1408000,"Powiat legionowski",2012,36.4
"8506",1409000,"Powiat lipski",2012,145.9
"8507",1410000,"Powiat łosicki",2012,152.4
"8508",1411000,"Powiat makowski",2012,167.1
"8509",1412000,"Powiat miński",2012,58.2
"8510",1413000,"Powiat mławski",2012,121.7
"8511",1414000,"Powiat nowodworski",2012,72.1
"8512",1415000,"Powiat ostrołęcki",2012,168.5
"8513",1416000,"Powiat ostrowski",2012,105.5
"8514",1417000,"Powiat otwocki",2012,41.6
"8515",1418000,"Powiat piaseczyński",2012,46.4
"8516",1419000,"Powiat płocki",2012,105.7
"8517",1420000,"Powiat płoński",2012,132.6
"8518",1421000,"Powiat pruszkowski",2012,41.6
"8519",1422000,"Powiat przasnyski",2012,138.8
"8520",1423000,"Powiat przysuski",2012,120.6
"8521",1424000,"Powiat pułtuski",2012,120.4
"8522",1425000,"Powiat radomski",2012,80.3
"8523",1426000,"Powiat siedlecki",2012,132.3
"8524",1427000,"Powiat sierpecki",2012,123.7
"8525",1428000,"Powiat sochaczewski",2012,82
"8526",1429000,"Powiat sokołowski",2012,136.2
"8527",1430000,"Powiat szydłowiecki",2012,92.9
"8528",1432000,"Powiat warszawski zachodni",2012,58.9
"8529",1433000,"Powiat węgrowski",2012,93.6
"8530",1434000,"Powiat wołomiński",2012,44.1
"8531",1435000,"Powiat wyszkowski",2012,89.8
"8532",1436000,"Powiat zwoleński",2012,116.7
"8533",1437000,"Powiat żuromiński",2012,135.4
"8534",1438000,"Powiat żyrardowski",2012,66.9
"8535",1461000,"Powiat m.Ostrołęka",2012,20.3
"8536",1462000,"Powiat m.Płock",2012,14
"8537",1463000,"Powiat m.Radom",2012,12.2
"8538",1464000,"Powiat m.Siedlce",2012,17.2
"8539",1465000,"Powiat m. st. Warszawa",2012,11.2
"8540",1601000,"Powiat brzeski",2012,54.8
"8541",1602000,"Powiat głubczycki",2012,111.2
"8542",1603000,"Powiat kędzierzyńsko-kozielski",2012,54.4
"8543",1604000,"Powiat kluczborski",2012,69.3
"8544",1605000,"Powiat krapkowicki",2012,67.4
"8545",1606000,"Powiat namysłowski",2012,100.8
"8546",1607000,"Powiat nyski",2012,65.1
"8547",1608000,"Powiat oleski",2012,95
"8548",1609000,"Powiat opolski",2012,75.8
"8549",1610000,"Powiat prudnicki",2012,68.2
"8550",1611000,"Powiat strzelecki",2012,84.5
"8551",1661000,"Powiat m.Opole",2012,19.5
"8552",1801000,"Powiat bieszczadzki",2012,114.2
"8553",1802000,"Powiat brzozowski",2012,56.1
"8554",1803000,"Powiat dębicki",2012,67.4
"8555",1804000,"Powiat jarosławski",2012,66.5
"8556",1805000,"Powiat jasielski",2012,65.9
"8557",1806000,"Powiat kolbuszowski",2012,83.3
"8558",1807000,"Powiat krośnieński",2012,68.5
"8559",1808000,"Powiat leżajski",2012,62.7
"8560",1809000,"Powiat lubaczowski",2012,100.5
"8561",1810000,"Powiat łańcucki",2012,66.1
"8562",1811000,"Powiat mielecki",2012,72.9
"8563",1812000,"Powiat niżański",2012,85.4
"8564",1813000,"Powiat przemyski",2012,97.6
"8565",1814000,"Powiat przeworski",2012,73.7
"8566",1815000,"Powiat ropczycko-sędziszowski",2012,71.7
"8567",1816000,"Powiat rzeszowski",2012,66.6
"8568",1817000,"Powiat sanocki",2012,50.2
"8569",1818000,"Powiat stalowowolski",2012,40.9
"8570",1819000,"Powiat strzyżowski",2012,72.5
"8571",1820000,"Powiat tarnobrzeski",2012,88.3
"8572",1821000,"Powiat leski",2012,83.7
"8573",1861000,"Powiat m.Krosno",2012,25.7
"8574",1862000,"Powiat m.Przemyśl",2012,23.6
"8575",1863000,"Powiat m.Rzeszów",2012,13.9
"8576",1864000,"Powiat m.Tarnobrzeg",2012,25.7
"8577",2001000,"Powiat augustowski",2012,103.6
"8578",2002000,"Powiat białostocki",2012,90.3
"8579",2003000,"Powiat bielski",2012,130.6
"8580",2004000,"Powiat grajewski",2012,106.6
"8581",2005000,"Powiat hajnowski",2012,126.5
"8582",2006000,"Powiat kolneński",2012,126.7
"8583",2007000,"Powiat łomżyński",2012,128.7
"8584",2008000,"Powiat moniecki",2012,116.4
"8585",2009000,"Powiat sejneński",2012,180.7
"8586",2010000,"Powiat siemiatycki",2012,168.5
"8587",2011000,"Powiat sokólski",2012,130.8
"8588",2012000,"Powiat suwalski",2012,170.4
"8589",2013000,"Powiat wysokomazowiecki",2012,169.6
"8590",2014000,"Powiat zambrowski",2012,105.6
"8591",2061000,"Powiat m.Białystok",2012,10.7
"8592",2062000,"Powiat m.Łomża",2012,13.9
"8593",2063000,"Powiat m.Suwałki",2012,16.6
"8594",2201000,"Powiat bytowski",2012,107.3
"8595",2202000,"Powiat chojnicki",2012,55
"8596",2203000,"Powiat człuchowski",2012,98
"8597",2204000,"Powiat gdański",2012,58.3
"8598",2205000,"Powiat kartuski",2012,57.1
"8599",2206000,"Powiat kościerski",2012,78
"8600",2207000,"Powiat kwidzyński",2012,52.2
"8601",2208000,"Powiat lęborski",2012,51.5
"8602",2209000,"Powiat malborski",2012,56.6
"8603",2210000,"Powiat nowodworski",2012,130.1
"8604",2211000,"Powiat pucki",2012,48.4
"8605",2212000,"Powiat słupski",2012,102.5
"8606",2213000,"Powiat starogardzki",2012,47.9
"8607",2214000,"Powiat tczewski",2012,36.8
"8608",2215000,"Powiat wejherowski",2012,36
"8609",2216000,"Powiat sztumski",2012,72.4
"8610",2261000,"Powiat m.Gdańsk",2012,10.8
"8611",2262000,"Powiat m.Gdynia",2012,13
"8612",2263000,"Powiat m.Słupsk",2012,12.4
"8613",2264000,"Powiat m.Sopot",2012,14.5
"8614",2401000,"Powiat będziński",2012,43
"8615",2402000,"Powiat bielski",2012,73.1
"8616",2403000,"Powiat cieszyński",2012,90.4
"8617",2404000,"Powiat częstochowski",2012,102.1
"8618",2405000,"Powiat gliwicki",2012,65.3
"8619",2406000,"Powiat kłobucki",2012,98
"8620",2407000,"Powiat lubliniecki",2012,108.1
"8621",2408000,"Powiat mikołowski",2012,45.6
"8622",2409000,"Powiat myszkowski",2012,74.1
"8623",2410000,"Powiat pszczyński",2012,57.4
"8624",2411000,"Powiat raciborski",2012,50.2
"8625",2412000,"Powiat rybnicki",2012,55.1
"8626",2413000,"Powiat tarnogórski",2012,46.5
"8627",2414000,"Powiat bieruńsko-lędziński",2012,59.7
"8628",2415000,"Powiat wodzisławski",2012,46.2
"8629",2416000,"Powiat zawierciański",2012,91.2
"8630",2417000,"Powiat żywiecki",2012,78.4
"8631",2461000,"Powiat m.Bielsko-Biała",2012,29.7
"8632",2462000,"Powiat m.Bytom",2012,9.9
"8633",2463000,"Powiat m.Chorzów",2012,11.7
"8634",2464000,"Powiat m.Częstochowa",2012,16.6
"8635",2465000,"Powiat m.Dąbrowa Górnicza",2012,27.7
"8636",2466000,"Powiat m.Gliwice",2012,17.8
"8637",2467000,"Powiat m.Jastrzębie-Zdrój",2012,31.5
"8638",2468000,"Powiat m.Jaworzno",2012,27.3
"8639",2469000,"Powiat m.Katowice",2012,15.5
"8640",2470000,"Powiat m.Mysłowice",2012,23.9
"8641",2471000,"Powiat m.Piekary Śląskie",2012,20.7
"8642",2472000,"Powiat m.Ruda Śląska",2012,14.9
"8643",2473000,"Powiat m.Rybnik",2012,24.3
"8644",2474000,"Powiat m.Siemianowice Śląskie",2012,14.4
"8645",2475000,"Powiat m.Sosnowiec",2012,14.6
"8646",2476000,"Powiat m.Świętochłowice",2012,12.7
"8647",2477000,"Powiat m.Tychy",2012,17.2
"8648",2478000,"Powiat m.Zabrze",2012,14.9
"8649",2479000,"Powiat m.Żory",2012,25.8
"8650",2601000,"Powiat buski",2012,187.7
"8651",2602000,"Powiat jędrzejowski",2012,113.2
"8652",2603000,"Powiat kazimierski",2012,142.3
"8653",2604000,"Powiat kielecki",2012,84.1
"8654",2605000,"Powiat konecki",2012,89.6
"8655",2606000,"Powiat opatowski",2012,193.9
"8656",2607000,"Powiat ostrowiecki",2012,55.2
"8657",2608000,"Powiat pińczowski",2012,142.2
"8658",2609000,"Powiat sandomierski",2012,121.2
"8659",2610000,"Powiat skarżyski",2012,43.8
"8660",2611000,"Powiat starachowicki",2012,49.4
"8661",2612000,"Powiat staszowski",2012,199.6
"8662",2613000,"Powiat włoszczowski",2012,126.5
"8663",2661000,"Powiat m.Kielce",2012,12.8
"8664",2801000,"Powiat bartoszycki",2012,81
"8665",2802000,"Powiat braniewski",2012,94
"8666",2803000,"Powiat działdowski",2012,76.8
"8667",2804000,"Powiat elbląski",2012,136.6
"8668",2805000,"Powiat ełcki",2012,49.9
"8669",2806000,"Powiat giżycki",2012,60.8
"8670",2807000,"Powiat iławski",2012,76.2
"8671",2808000,"Powiat kętrzyński",2012,76
"8672",2809000,"Powiat lidzbarski",2012,64.5
"8673",2810000,"Powiat mrągowski",2012,68.6
"8674",2811000,"Powiat nidzicki",2012,138.6
"8675",2812000,"Powiat nowomiejski",2012,99.2
"8676",2813000,"Powiat olecki",2012,103.1
"8677",2814000,"Powiat olsztyński",2012,71.6
"8678",2815000,"Powiat ostródzki",2012,67
"8679",2816000,"Powiat piski",2012,81.1
"8680",2817000,"Powiat szczycieński",2012,87.2
"8681",2818000,"Powiat gołdapski",2012,84.4
"8682",2819000,"Powiat węgorzewski",2012,102.8
"8683",2861000,"Powiat m.Elbląg",2012,12.4
"8684",2862000,"Powiat m.Olsztyn",2012,12.5
"8685",3001000,"Powiat chodzieski",2012,87.3
"8686",3002000,"Powiat czarnkowsko-trzcianecki",2012,54
"8687",3003000,"Powiat gnieźnieński",2012,79.5
"8688",3004000,"Powiat gostyński",2012,110.3
"8689",3005000,"Powiat grodziski",2012,78.9
"8690",3006000,"Powiat jarociński",2012,82
"8691",3007000,"Powiat kaliski",2012,134.6
"8692",3008000,"Powiat kępiński",2012,81.5
"8693",3009000,"Powiat kolski",2012,110.5
"8694",3010000,"Powiat koniński",2012,135.7
"8695",3011000,"Powiat kościański",2012,63.5
"8696",3012000,"Powiat krotoszyński",2012,96.8
"8697",3013000,"Powiat leszczyński",2012,93.5
"8698",3014000,"Powiat międzychodzki",2012,58.3
"8699",3015000,"Powiat nowotomyski",2012,63.8
"8700",3016000,"Powiat obornicki",2012,65.4
"8701",3017000,"Powiat ostrowski",2012,63.2
"8702",3018000,"Powiat ostrzeszowski",2012,122.6
"8703",3019000,"Powiat pilski",2012,52.3
"8704",3020000,"Powiat pleszewski",2012,117.1
"8705",3021000,"Powiat poznański",2012,47
"8706",3022000,"Powiat rawicki",2012,78.7
"8707",3023000,"Powiat słupecki",2012,120.2
"8708",3024000,"Powiat szamotulski",2012,75.1
"8709",3025000,"Powiat średzki",2012,90.3
"8710",3026000,"Powiat śremski",2012,64
"8711",3027000,"Powiat turecki",2012,86.3
"8712",3028000,"Powiat wągrowiecki",2012,103.3
"8713",3029000,"Powiat wolsztyński",2012,61.2
"8714",3030000,"Powiat wrzesiński",2012,80.3
"8715",3031000,"Powiat złotowski",2012,90.9
"8716",3061000,"Powiat m.Kalisz",2012,18.7
"8717",3062000,"Powiat m.Konin",2012,19.5
"8718",3063000,"Powiat m.Leszno",2012,21.1
"8719",3064000,"Powiat m.Poznań",2012,14.8
"8720",3201000,"Powiat białogardzki",2012,73.8
"8721",3202000,"Powiat choszczeński",2012,114.6
"8722",3203000,"Powiat drawski",2012,86.2
"8723",3204000,"Powiat goleniowski",2012,84.1
"8724",3205000,"Powiat gryficki",2012,77
"8725",3206000,"Powiat gryfiński",2012,93.2
"8726",3207000,"Powiat kamieński",2012,76.5
"8727",3208000,"Powiat kołobrzeski",2012,57.1
"8728",3209000,"Powiat koszaliński",2012,101.4
"8729",3210000,"Powiat myśliborski",2012,84.4
"8730",3211000,"Powiat policki",2012,42
"8731",3212000,"Powiat pyrzycki",2012,104.7
"8732",3213000,"Powiat sławieński",2012,113.3
"8733",3214000,"Powiat stargardzki",2012,68
"8734",3215000,"Powiat szczecinecki",2012,81.9
"8735",3216000,"Powiat świdwiński",2012,86.5
"8736",3217000,"Powiat wałecki",2012,59.8
"8737",3218000,"Powiat łobeski",2012,104.7
"8738",3261000,"Powiat m.Koszalin",2012,14.9
"8739",3262000,"Powiat m.Szczecin",2012,16.4
"8740",3263000,"Powiat m.Świnoujście",2012,20.9
"8741",201000,"Powiat bolesławiecki",2013,63
"8742",202000,"Powiat dzierżoniowski",2013,44.8
"8743",203000,"Powiat głogowski",2013,33.7
"8744",204000,"Powiat górowski",2013,138.1
"8745",205000,"Powiat jaworski",2013,98.1
"8746",206000,"Powiat jeleniogórski",2013,97.3
"8747",207000,"Powiat kamiennogórski",2013,74.8
"8748",208000,"Powiat kłodzki",2013,76.2
"8749",209000,"Powiat legnicki",2013,82.7
"8750",210000,"Powiat lubański",2013,67.3
"8751",211000,"Powiat lubiński",2013,40.5
"8752",212000,"Powiat lwówecki",2013,123.7
"8753",213000,"Powiat milicki",2013,95.8
"8754",214000,"Powiat oleśnicki",2013,71.3
"8755",215000,"Powiat oławski",2013,42.6
"8756",216000,"Powiat polkowicki",2013,62.5
"8757",217000,"Powiat strzeliński",2013,114
"8758",218000,"Powiat średzki",2013,84.5
"8759",219000,"Powiat świdnicki",2013,46.3
"8760",220000,"Powiat trzebnicki",2013,74
"8761",221000,"Powiat wałbrzyski",2013,66.8
"8762",222000,"Powiat wołowski",2013,64.8
"8763",223000,"Powiat wrocławski",2013,75
"8764",224000,"Powiat ząbkowicki",2013,74.5
"8765",225000,"Powiat zgorzelecki",2013,54.7
"8766",226000,"Powiat złotoryjski",2013,89.7
"8767",261000,"Powiat m.Jelenia Góra",2013,24.8
"8768",262000,"Powiat m.Legnica",2013,20.3
"8769",264000,"Powiat m.Wrocław",2013,12.9
"8770",265000,"Powiat m.Wałbrzych od 2013",2013,13.8
"8771",401000,"Powiat aleksandrowski",2013,88.4
"8772",402000,"Powiat brodnicki",2013,93.4
"8773",403000,"Powiat bydgoski",2013,68.9
"8774",404000,"Powiat chełmiński",2013,119.4
"8775",405000,"Powiat golubsko-dobrzyński",2013,90.5
"8776",406000,"Powiat grudziądzki",2013,157.9
"8777",407000,"Powiat inowrocławski",2013,56.1
"8778",408000,"Powiat lipnowski",2013,93.4
"8779",409000,"Powiat mogileński",2013,146.1
"8780",410000,"Powiat nakielski",2013,78.4
"8781",411000,"Powiat radziejowski",2013,176.8
"8782",412000,"Powiat rypiński",2013,91.7
"8783",413000,"Powiat sępoleński",2013,95.4
"8784",414000,"Powiat świecki",2013,77.3
"8785",415000,"Powiat toruński",2013,81.4
"8786",416000,"Powiat tucholski",2013,122.6
"8787",417000,"Powiat wąbrzeski",2013,92.3
"8788",418000,"Powiat włocławski",2013,146.7
"8789",419000,"Powiat żniński",2013,123.3
"8790",461000,"Powiat m.Bydgoszcz",2013,12.8
"8791",462000,"Powiat m.Grudziądz",2013,15.4
"8792",463000,"Powiat m.Toruń",2013,14.5
"8793",464000,"Powiat m.Włocławek",2013,11.5
"8794",601000,"Powiat bialski",2013,128.7
"8795",602000,"Powiat biłgorajski",2013,83.8
"8796",603000,"Powiat chełmski",2013,141
"8797",604000,"Powiat hrubieszowski",2013,152.1
"8798",605000,"Powiat janowski",2013,118.4
"8799",606000,"Powiat krasnostawski",2013,103.4
"8800",607000,"Powiat kraśnicki",2013,72.6
"8801",608000,"Powiat lubartowski",2013,87.9
"8802",609000,"Powiat lubelski",2013,106.3
"8803",610000,"Powiat łęczyński",2013,96.3
"8804",611000,"Powiat łukowski",2013,104.2
"8805",612000,"Powiat opolski",2013,100.2
"8806",613000,"Powiat parczewski",2013,133.6
"8807",614000,"Powiat puławski",2013,65.3
"8808",615000,"Powiat radzyński",2013,132.1
"8809",616000,"Powiat rycki",2013,91.1
"8810",617000,"Powiat świdnicki",2013,61.8
"8811",618000,"Powiat tomaszowski",2013,120.1
"8812",619000,"Powiat włodawski",2013,97.8
"8813",620000,"Powiat zamojski",2013,143.8
"8814",661000,"Powiat m.Biała Podlaska",2013,26
"8815",662000,"Powiat m.Chełm",2013,17.2
"8816",663000,"Powiat m.Lublin",2013,12.1
"8817",664000,"Powiat m.Zamość",2013,15.8
"8818",801000,"Powiat gorzowski",2013,83.1
"8819",802000,"Powiat krośnieński",2013,79.2
"8820",803000,"Powiat międzyrzecki",2013,71.1
"8821",804000,"Powiat nowosolski",2013,43.3
"8822",805000,"Powiat słubicki",2013,80.9
"8823",806000,"Powiat strzelecko-drezdenecki",2013,75.4
"8824",807000,"Powiat sulęciński",2013,97.2
"8825",808000,"Powiat świebodziński",2013,93.8
"8826",809000,"Powiat zielonogórski",2013,63.7
"8827",810000,"Powiat żagański",2013,68.8
"8828",811000,"Powiat żarski",2013,81.6
"8829",812000,"Powiat wschowski",2013,54.1
"8830",861000,"Powiat m.Gorzów Wielkopolski",2013,10.7
"8831",862000,"Powiat m.Zielona Góra",2013,15.8
"8832",1001000,"Powiat bełchatowski",2013,75.3
"8833",1002000,"Powiat kutnowski",2013,116.7
"8834",1003000,"Powiat łaski",2013,91.2
"8835",1004000,"Powiat łęczycki",2013,167.5
"8836",1005000,"Powiat łowicki",2013,124
"8837",1006000,"Powiat łódzki wschodni",2013,79.9
"8838",1007000,"Powiat opoczyński",2013,85.6
"8839",1008000,"Powiat pabianicki",2013,43.1
"8840",1009000,"Powiat pajęczański",2013,127.3
"8841",1010000,"Powiat piotrkowski",2013,139.4
"8842",1011000,"Powiat poddębicki",2013,129.6
