"","Kod","Nazwa","rok","DROGI_PUBLICZNE_POWIATOWE_CTAB_drogi_gminne_i_powiatowe_o_gruntowej_nawierzchni_na_10_tys_ludnosci_km"
"20180",410000,"Powiat nakielski",2013,67.3
"20181",411000,"Powiat radziejowski",2013,86.9
"20182",412000,"Powiat rypiński",2013,97.5
"20183",413000,"Powiat sępoleński",2013,126.8
"20184",414000,"Powiat świecki",2013,60.9
"20185",415000,"Powiat toruński",2013,63.2
"20186",416000,"Powiat tucholski",2013,78.6
"20187",417000,"Powiat wąbrzeski",2013,160.1
"20188",418000,"Powiat włocławski",2013,87.2
"20189",419000,"Powiat żniński",2013,36.5
"20190",461000,"Powiat m.Bydgoszcz",2013,6.7
"20191",462000,"Powiat m.Grudziądz",2013,5.3
"20192",463000,"Powiat m.Toruń",2013,5.3
"20193",464000,"Powiat m.Włocławek",2013,4.2
"20194",601000,"Powiat bialski",2013,172.9
"20195",602000,"Powiat biłgorajski",2013,45.5
"20196",603000,"Powiat chełmski",2013,137
"20197",604000,"Powiat hrubieszowski",2013,72.9
"20198",605000,"Powiat janowski",2013,73.8
"20199",606000,"Powiat krasnostawski",2013,78.9
"20200",607000,"Powiat kraśnicki",2013,30.5
"20201",608000,"Powiat lubartowski",2013,87.4
"20202",609000,"Powiat lubelski",2013,42
"20203",610000,"Powiat łęczyński",2013,92.2
"20204",611000,"Powiat łukowski",2013,43.6
"20205",612000,"Powiat opolski",2013,88.9
"20206",613000,"Powiat parczewski",2013,228
"20207",614000,"Powiat puławski",2013,22.4
"20208",615000,"Powiat radzyński",2013,127.4
"20209",616000,"Powiat rycki",2013,27.3
"20210",617000,"Powiat świdnicki",2013,92.3
"20211",618000,"Powiat tomaszowski",2013,51.6
"20212",619000,"Powiat włodawski",2013,114.6
"20213",620000,"Powiat zamojski",2013,100.5
"20214",661000,"Powiat m.Biała Podlaska",2013,10.4
"20215",662000,"Powiat m.Chełm",2013,4.3
"20216",663000,"Powiat m.Lublin",2013,2.3
"20217",664000,"Powiat m.Zamość",2013,3.6
"20218",801000,"Powiat gorzowski",2013,96.9
"20219",802000,"Powiat krośnieński",2013,71.5
"20220",803000,"Powiat międzyrzecki",2013,139.5
"20221",804000,"Powiat nowosolski",2013,37.5
"20222",805000,"Powiat słubicki",2013,43.1
"20223",806000,"Powiat strzelecko-drezdenecki",2013,210.3
"20224",807000,"Powiat sulęciński",2013,106.8
"20225",808000,"Powiat świebodziński",2013,60.1
"20226",809000,"Powiat zielonogórski",2013,80.5
"20227",810000,"Powiat żagański",2013,46.6
"20228",811000,"Powiat żarski",2013,35.9
"20229",812000,"Powiat wschowski",2013,182.4
"20230",861000,"Powiat m.Gorzów Wielkopolski",2013,2.5
"20231",862000,"Powiat m.Zielona Góra",2013,1.6
"20232",1001000,"Powiat bełchatowski",2013,33.3
"20233",1002000,"Powiat kutnowski",2013,26.3
"20234",1003000,"Powiat łaski",2013,83.8
"20235",1004000,"Powiat łęczycki",2013,38.8
"20236",1005000,"Powiat łowicki",2013,19.2
"20237",1006000,"Powiat łódzki wschodni",2013,51.9
"20238",1007000,"Powiat opoczyński",2013,19.5
"20239",1008000,"Powiat pabianicki",2013,21.7
"20240",1009000,"Powiat pajęczański",2013,59.8
"20241",1010000,"Powiat piotrkowski",2013,21.7
"20242",1011000,"Powiat poddębicki",2013,63.3
"20243",1012000,"Powiat radomszczański",2013,26.9
"20244",1013000,"Powiat rawski",2013,27.5
"20245",1014000,"Powiat sieradzki",2013,29.6
"20246",1015000,"Powiat skierniewicki",2013,45.2
"20247",1016000,"Powiat tomaszowski",2013,37.3
"20248",1017000,"Powiat wieluński",2013,71.3
"20249",1018000,"Powiat wieruszowski",2013,100.1
"20250",1019000,"Powiat zduńskowolski",2013,13.1
"20251",1020000,"Powiat zgierski",2013,29
"20252",1021000,"Powiat brzeziński",2013,9.5
"20253",1061000,"Powiat m.Łódź",2013,3.3
"20254",1062000,"Powiat m.Piotrków Trybunalski",2013,3.7
"20255",1063000,"Powiat m.Skierniewice",2013,5.8
"20256",1201000,"Powiat bocheński",2013,6.8
"20257",1202000,"Powiat brzeski",2013,13.9
"20258",1203000,"Powiat chrzanowski",2013,4
"20259",1204000,"Powiat dąbrowski",2013,26.3
"20260",1205000,"Powiat gorlicki",2013,30
"20261",1206000,"Powiat krakowski",2013,12.8
"20262",1207000,"Powiat limanowski",2013,23
"20263",1208000,"Powiat miechowski",2013,54
"20264",1209000,"Powiat myślenicki",2013,4
"20265",1210000,"Powiat nowosądecki",2013,22.4
"20266",1211000,"Powiat nowotarski",2013,46.8
"20267",1212000,"Powiat olkuski",2013,7.5
"20268",1213000,"Powiat oświęcimski",2013,3
"20269",1214000,"Powiat proszowicki",2013,56.5
"20270",1215000,"Powiat suski",2013,127.5
"20271",1216000,"Powiat tarnowski",2013,34.8
"20272",1217000,"Powiat tatrzański",2013,14.5
"20273",1218000,"Powiat wadowicki",2013,13.4
"20274",1219000,"Powiat wielicki",2013,11.2
"20275",1261000,"Powiat m.Kraków",2013,0.8
"20276",1262000,"Powiat m.Nowy Sącz",2013,3.6
"20277",1263000,"Powiat m.Tarnów",2013,8.8
"20278",1401000,"Powiat białobrzeski",2013,66.1
"20279",1402000,"Powiat ciechanowski",2013,57.5
"20280",1403000,"Powiat garwoliński",2013,75.1
"20281",1404000,"Powiat gostyniński",2013,44.1
"20282",1405000,"Powiat grodziski",2013,25.5
"20283",1406000,"Powiat grójecki",2013,35.9
"20284",1407000,"Powiat kozienicki",2013,51.1
"20285",1408000,"Powiat legionowski",2013,12.4
"20286",1409000,"Powiat lipski",2013,146.5
"20287",1410000,"Powiat łosicki",2013,137.8
"20288",1411000,"Powiat makowski",2013,94.5
"20289",1412000,"Powiat miński",2013,46.6
"20290",1413000,"Powiat mławski",2013,39.6
"20291",1414000,"Powiat nowodworski",2013,31.5
"20292",1415000,"Powiat ostrołęcki",2013,79.1
"20293",1416000,"Powiat ostrowski",2013,86.5
"20294",1417000,"Powiat otwocki",2013,54
"20295",1418000,"Powiat piaseczyński",2013,29.5
"20296",1419000,"Powiat płocki",2013,90.6
"20297",1420000,"Powiat płoński",2013,111.5
"20298",1421000,"Powiat pruszkowski",2013,16.5
"20299",1422000,"Powiat przasnyski",2013,63.7
"20300",1423000,"Powiat przysuski",2013,42.6
"20301",1424000,"Powiat pułtuski",2013,117.1
"20302",1425000,"Powiat radomski",2013,24.1
"20303",1426000,"Powiat siedlecki",2013,52.6
"20304",1427000,"Powiat sierpecki",2013,55.8
"20305",1428000,"Powiat sochaczewski",2013,27.6
"20306",1429000,"Powiat sokołowski",2013,101.6
"20307",1430000,"Powiat szydłowiecki",2013,32.6
"20308",1432000,"Powiat warszawski zachodni",2013,33
"20309",1433000,"Powiat węgrowski",2013,182.4
"20310",1434000,"Powiat wołomiński",2013,48.8
"20311",1435000,"Powiat wyszkowski",2013,63.8
"20312",1436000,"Powiat zwoleński",2013,53.8
"20313",1437000,"Powiat żuromiński",2013,107
"20314",1438000,"Powiat żyrardowski",2013,25.4
"20315",1461000,"Powiat m.Ostrołęka",2013,5.2
"20316",1462000,"Powiat m.Płock",2013,3.1
"20317",1463000,"Powiat m.Radom",2013,2.2
"20318",1464000,"Powiat m.Siedlce",2013,4.5
"20319",1465000,"Powiat m. st. Warszawa",2013,1.7
"20320",1601000,"Powiat brzeski",2013,18.5
"20321",1602000,"Powiat głubczycki",2013,108.9
"20322",1603000,"Powiat kędzierzyńsko-kozielski",2013,6.7
"20323",1604000,"Powiat kluczborski",2013,12
"20324",1605000,"Powiat krapkowicki",2013,11.4
"20325",1606000,"Powiat namysłowski",2013,30.9
"20326",1607000,"Powiat nyski",2013,21.6
"20327",1608000,"Powiat oleski",2013,33.4
"20328",1609000,"Powiat opolski",2013,20.9
"20329",1610000,"Powiat prudnicki",2013,20.7
"20330",1611000,"Powiat strzelecki",2013,18.7
"20331",1661000,"Powiat m.Opole",2013,1.1
"20332",1801000,"Powiat bieszczadzki",2013,277
"20333",1802000,"Powiat brzozowski",2013,16.9
"20334",1803000,"Powiat dębicki",2013,12.1
"20335",1804000,"Powiat jarosławski",2013,11.3
"20336",1805000,"Powiat jasielski",2013,15.9
"20337",1806000,"Powiat kolbuszowski",2013,36
"20338",1807000,"Powiat krośnieński",2013,5.7
"20339",1808000,"Powiat leżajski",2013,14.9
"20340",1809000,"Powiat lubaczowski",2013,15.7
"20341",1810000,"Powiat łańcucki",2013,4.9
"20342",1811000,"Powiat mielecki",2013,11.7
"20343",1812000,"Powiat niżański",2013,22.5
"20344",1813000,"Powiat przemyski",2013,72.7
"20345",1814000,"Powiat przeworski",2013,18.7
"20346",1815000,"Powiat ropczycko-sędziszowski",2013,38.7
"20347",1816000,"Powiat rzeszowski",2013,37.6
"20348",1817000,"Powiat sanocki",2013,16
"20349",1818000,"Powiat stalowowolski",2013,16.9
"20350",1819000,"Powiat strzyżowski",2013,10.4
"20351",1820000,"Powiat tarnobrzeski",2013,31
"20352",1821000,"Powiat leski",2013,19.5
"20353",1861000,"Powiat m.Krosno",2013,2.3
"20354",1862000,"Powiat m.Przemyśl",2013,4.3
"20355",1863000,"Powiat m.Rzeszów",2013,0
"20356",1864000,"Powiat m.Tarnobrzeg",2013,3.6
"20357",2001000,"Powiat augustowski",2013,232.9
"20358",2002000,"Powiat białostocki",2013,89.5
"20359",2003000,"Powiat bielski",2013,156.9
"20360",2004000,"Powiat grajewski",2013,166.8
"20361",2005000,"Powiat hajnowski",2013,204.5
"20362",2006000,"Powiat kolneński",2013,84.2
"20363",2007000,"Powiat łomżyński",2013,178.2
"20364",2008000,"Powiat moniecki",2013,205
"20365",2009000,"Powiat sejneński",2013,510.4
"20366",2010000,"Powiat siemiatycki",2013,190.1
"20367",2011000,"Powiat sokólski",2013,201.3
"20368",2012000,"Powiat suwalski",2013,297.3
"20369",2013000,"Powiat wysokomazowiecki",2013,280.2
"20370",2014000,"Powiat zambrowski",2013,28.2
"20371",2061000,"Powiat m.Białystok",2013,1.9
"20372",2062000,"Powiat m.Łomża",2013,2.8
"20373",2063000,"Powiat m.Suwałki",2013,4.3
"20374",2201000,"Powiat bytowski",2013,182
"20375",2202000,"Powiat chojnicki",2013,107.1
"20376",2203000,"Powiat człuchowski",2013,116.2
"20377",2204000,"Powiat gdański",2013,51.6
"20378",2205000,"Powiat kartuski",2013,97.4
"20379",2206000,"Powiat kościerski",2013,119.7
"20380",2207000,"Powiat kwidzyński",2013,33.1
"20381",2208000,"Powiat lęborski",2013,22.5
"20382",2209000,"Powiat malborski",2013,44.2
"20383",2210000,"Powiat nowodworski",2013,58.4
"20384",2211000,"Powiat pucki",2013,34
"20385",2212000,"Powiat słupski",2013,112.9
"20386",2213000,"Powiat starogardzki",2013,98.2
"20387",2214000,"Powiat tczewski",2013,40.8
"20388",2215000,"Powiat wejherowski",2013,25.7
"20389",2216000,"Powiat sztumski",2013,51.6
"20390",2261000,"Powiat m.Gdańsk",2013,0.8
"20391",2262000,"Powiat m.Gdynia",2013,1.4
"20392",2263000,"Powiat m.Słupsk",2013,1.3
"20393",2264000,"Powiat m.Sopot",2013,0.5
"20394",2401000,"Powiat będziński",2013,4.5
"20395",2402000,"Powiat bielski",2013,15.3
"20396",2403000,"Powiat cieszyński",2013,10.1
"20397",2404000,"Powiat częstochowski",2013,43.9
"20398",2405000,"Powiat gliwicki",2013,20.8
"20399",2406000,"Powiat kłobucki",2013,29.2
"20400",2407000,"Powiat lubliniecki",2013,53
"20401",2408000,"Powiat mikołowski",2013,6.1
"20402",2409000,"Powiat myszkowski",2013,38.3
"20403",2410000,"Powiat pszczyński",2013,12.3
"20404",2411000,"Powiat raciborski",2013,6.4
"20405",2412000,"Powiat rybnicki",2013,6.3
"20406",2413000,"Powiat tarnogórski",2013,17.1
"20407",2414000,"Powiat bieruńsko-lędziński",2013,3.5
"20408",2415000,"Powiat wodzisławski",2013,0.6
"20409",2416000,"Powiat zawierciański",2013,28.1
"20410",2417000,"Powiat żywiecki",2013,17.5
"20411",2461000,"Powiat m.Bielsko-Biała",2013,2.7
"20412",2462000,"Powiat m.Bytom",2013,0.3
"20413",2463000,"Powiat m.Chorzów",2013,0.2
"20414",2464000,"Powiat m.Częstochowa",2013,8.2
"20415",2465000,"Powiat m.Dąbrowa Górnicza",2013,1.3
"20416",2466000,"Powiat m.Gliwice",2013,1.2
"20417",2467000,"Powiat m.Jastrzębie-Zdrój",2013,3.7
"20418",2468000,"Powiat m.Jaworzno",2013,5.1
"20419",2469000,"Powiat m.Katowice",2013,1.2
"20420",2470000,"Powiat m.Mysłowice",2013,1.6
"20421",2471000,"Powiat m.Piekary Śląskie",2013,1.8
"20422",2472000,"Powiat m.Ruda Śląska",2013,1.3
"20423",2473000,"Powiat m.Rybnik",2013,3.1
"20424",2474000,"Powiat m.Siemianowice Śląskie",2013,0.5
"20425",2475000,"Powiat m.Sosnowiec",2013,0.9
"20426",2476000,"Powiat m.Świętochłowice",2013,0
"20427",2477000,"Powiat m.Tychy",2013,2.2
"20428",2478000,"Powiat m.Zabrze",2013,0
"20429",2479000,"Powiat m.Żory",2013,4
"20430",2601000,"Powiat buski",2013,33
"20431",2602000,"Powiat jędrzejowski",2013,22.5
"20432",2603000,"Powiat kazimierski",2013,70.9
"20433",2604000,"Powiat kielecki",2013,18.1
"20434",2605000,"Powiat konecki",2013,46.8
"20435",2606000,"Powiat opatowski",2013,60.3
"20436",2607000,"Powiat ostrowiecki",2013,19.8
"20437",2608000,"Powiat pińczowski",2013,19.5
"20438",2609000,"Powiat sandomierski",2013,42.6
"20439",2610000,"Powiat skarżyski",2013,11
"20440",2611000,"Powiat starachowicki",2013,7.3
"20441",2612000,"Powiat staszowski",2013,42.4
"20442",2613000,"Powiat włoszczowski",2013,29.1
"20443",2661000,"Powiat m.Kielce",2013,3.8
"20444",2801000,"Powiat bartoszycki",2013,91.3
"20445",2802000,"Powiat braniewski",2013,64.6
"20446",2803000,"Powiat działdowski",2013,71.1
"20447",2804000,"Powiat elbląski",2013,42.6
"20448",2805000,"Powiat ełcki",2013,37.2
"20449",2806000,"Powiat giżycki",2013,59.8
"20450",2807000,"Powiat iławski",2013,53.5
"20451",2808000,"Powiat kętrzyński",2013,104.2
"20452",2809000,"Powiat lidzbarski",2013,100.5
"20453",2810000,"Powiat mrągowski",2013,90
"20454",2811000,"Powiat nidzicki",2013,161
"20455",2812000,"Powiat nowomiejski",2013,85.4
"20456",2813000,"Powiat olecki",2013,173.2
"20457",2814000,"Powiat olsztyński",2013,73.4
"20458",2815000,"Powiat ostródzki",2013,63
"20459",2816000,"Powiat piski",2013,93.7
"20460",2817000,"Powiat szczycieński",2013,101.9
"20461",2818000,"Powiat gołdapski",2013,154.2
"20462",2819000,"Powiat węgorzewski",2013,121.3
"20463",2861000,"Powiat m.Elbląg",2013,1.8
"20464",2862000,"Powiat m.Olsztyn",2013,4.7
"20465",3001000,"Powiat chodzieski",2013,46.5
"20466",3002000,"Powiat czarnkowsko-trzcianecki",2013,46.9
"20467",3003000,"Powiat gnieźnieński",2013,42.7
"20468",3004000,"Powiat gostyński",2013,27.1
"20469",3005000,"Powiat grodziski",2013,68.4
"20470",3006000,"Powiat jarociński",2013,13.4
"20471",3007000,"Powiat kaliski",2013,65
"20472",3008000,"Powiat kępiński",2013,59.1
"20473",3009000,"Powiat kolski",2013,41.8
"20474",3010000,"Powiat koniński",2013,46.3
"20475",3011000,"Powiat kościański",2013,31.7
"20476",3012000,"Powiat krotoszyński",2013,50.2
"20477",3013000,"Powiat leszczyński",2013,45.7
"20478",3014000,"Powiat międzychodzki",2013,77.3
"20479",3015000,"Powiat nowotomyski",2013,113.1
"20480",3016000,"Powiat obornicki",2013,41.2
"20481",3017000,"Powiat ostrowski",2013,32
"20482",3018000,"Powiat ostrzeszowski",2013,69.6
"20483",3019000,"Powiat pilski",2013,37.3
"20484",3020000,"Powiat pleszewski",2013,76.5
"20485",3021000,"Powiat poznański",2013,38.4
"20486",3022000,"Powiat rawicki",2013,29.3
"20487",3023000,"Powiat słupecki",2013,48.1
"20488",3024000,"Powiat szamotulski",2013,51.6
"20489",3025000,"Powiat średzki",2013,43
"20490",3026000,"Powiat śremski",2013,28.4
"20491",3027000,"Powiat turecki",2013,50.7
"20492",3028000,"Powiat wągrowiecki",2013,52.8
"20493",3029000,"Powiat wolsztyński",2013,38.2
"20494",3030000,"Powiat wrzesiński",2013,39.5
"20495",3031000,"Powiat złotowski",2013,37.7
"20496",3061000,"Powiat m.Kalisz",2013,8.1
"20497",3062000,"Powiat m.Konin",2013,1.8
"20498",3063000,"Powiat m.Leszno",2013,9.2
"20499",3064000,"Powiat m.Poznań",2013,2.6
"20500",3201000,"Powiat białogardzki",2013,39
"20501",3202000,"Powiat choszczeński",2013,127.7
"20502",3203000,"Powiat drawski",2013,38.9
"20503",3204000,"Powiat goleniowski",2013,18.6
"20504",3205000,"Powiat gryficki",2013,48
"20505",3206000,"Powiat gryfiński",2013,46.1
"20506",3207000,"Powiat kamieński",2013,39.3
"20507",3208000,"Powiat kołobrzeski",2013,63.5
"20508",3209000,"Powiat koszaliński",2013,95
"20509",3210000,"Powiat myśliborski",2013,84.2
"20510",3211000,"Powiat policki",2013,18.2
"20511",3212000,"Powiat pyrzycki",2013,42.2
"20512",3213000,"Powiat sławieński",2013,25.4
"20513",3214000,"Powiat stargardzki",2013,25.6
"20514",3215000,"Powiat szczecinecki",2013,24.9
"20515",3216000,"Powiat świdwiński",2013,70.9
"20516",3217000,"Powiat wałecki",2013,100.5
"20517",3218000,"Powiat łobeski",2013,70.4
"20518",3261000,"Powiat m.Koszalin",2013,2.5
"20519",3262000,"Powiat m.Szczecin",2013,1.3
"20520",3263000,"Powiat m.Świnoujście",2013,4.3
"20521",201000,"Powiat bolesławiecki",2014,10.1
"20522",202000,"Powiat dzierżoniowski",2014,18
"20523",203000,"Powiat głogowski",2014,9.4
"20524",204000,"Powiat górowski",2014,52.5
"20525",205000,"Powiat jaworski",2014,37.6
"20526",206000,"Powiat jeleniogórski",2014,22.7
"20527",207000,"Powiat kamiennogórski",2014,30.7
"20528",208000,"Powiat kłodzki",2014,7.8
"20529",209000,"Powiat legnicki",2014,36.6
"20530",210000,"Powiat lubański",2014,21.6
"20531",211000,"Powiat lubiński",2014,3.4
"20532",212000,"Powiat lwówecki",2014,11.3
"20533",213000,"Powiat milicki",2014,18.5
"20534",214000,"Powiat oleśnicki",2014,23.7
"20535",215000,"Powiat oławski",2014,11.6
"20536",216000,"Powiat polkowicki",2014,38.6
"20537",217000,"Powiat strzeliński",2014,19.1
"20538",218000,"Powiat średzki",2014,41
"20539",219000,"Powiat świdnicki",2014,12.3
"20540",220000,"Powiat trzebnicki",2014,92.6
"20541",221000,"Powiat wałbrzyski",2014,15.1
"20542",222000,"Powiat wołowski",2014,36.4
"20543",223000,"Powiat wrocławski",2014,21.8
"20544",224000,"Powiat ząbkowicki",2014,6.7
"20545",225000,"Powiat zgorzelecki",2014,6.8
"20546",226000,"Powiat złotoryjski",2014,20.3
"20547",261000,"Powiat m.Jelenia Góra",2014,1.6
"20548",262000,"Powiat m.Legnica",2014,5
"20549",264000,"Powiat m.Wrocław",2014,1.6
"20550",265000,"Powiat m.Wałbrzych od 2013",2014,0.4
"20551",401000,"Powiat aleksandrowski",2014,59.8
"20552",402000,"Powiat brodnicki",2014,103.5
"20553",403000,"Powiat bydgoski",2014,78.3
"20554",404000,"Powiat chełmiński",2014,44.4
"20555",405000,"Powiat golubsko-dobrzyński",2014,52.3
"20556",406000,"Powiat grudziądzki",2014,132.6
"20557",407000,"Powiat inowrocławski",2014,19.7
"20558",408000,"Powiat lipnowski",2014,118
"20559",409000,"Powiat mogileński",2014,43.7
"20560",410000,"Powiat nakielski",2014,68.3
"20561",411000,"Powiat radziejowski",2014,86
"20562",412000,"Powiat rypiński",2014,95.6
"20563",413000,"Powiat sępoleński",2014,126.3
"20564",414000,"Powiat świecki",2014,60.8
"20565",415000,"Powiat toruński",2014,58.6
"20566",416000,"Powiat tucholski",2014,78
"20567",417000,"Powiat wąbrzeski",2014,155.9
"20568",418000,"Powiat włocławski",2014,85
"20569",419000,"Powiat żniński",2014,36.1
"20570",461000,"Powiat m.Bydgoszcz",2014,6.5
"20571",462000,"Powiat m.Grudziądz",2014,5.6
"20572",463000,"Powiat m.Toruń",2014,2.9
"20573",464000,"Powiat m.Włocławek",2014,4.1
"20574",601000,"Powiat bialski",2014,171.7
"20575",602000,"Powiat biłgorajski",2014,44.8
"20576",603000,"Powiat chełmski",2014,191.2
"20577",604000,"Powiat hrubieszowski",2014,72.2
"20578",605000,"Powiat janowski",2014,81.3
"20579",606000,"Powiat krasnostawski",2014,47
"20580",607000,"Powiat kraśnicki",2014,27.9
"20581",608000,"Powiat lubartowski",2014,113.4
"20582",609000,"Powiat lubelski",2014,41.1
"20583",610000,"Powiat łęczyński",2014,99.7
"20584",611000,"Powiat łukowski",2014,42.4
"20585",612000,"Powiat opolski",2014,88.2
"20586",613000,"Powiat parczewski",2014,179.4
"20587",614000,"Powiat puławski",2014,22.2
"20588",615000,"Powiat radzyński",2014,125.7
"20589",616000,"Powiat rycki",2014,26.4
"20590",617000,"Powiat świdnicki",2014,90.6
"20591",618000,"Powiat tomaszowski",2014,51
"20592",619000,"Powiat włodawski",2014,142.1
"20593",620000,"Powiat zamojski",2014,101
"20594",661000,"Powiat m.Biała Podlaska",2014,10.2
"20595",662000,"Powiat m.Chełm",2014,4.3
"20596",663000,"Powiat m.Lublin",2014,2.3
"20597",664000,"Powiat m.Zamość",2014,3.4
"20598",801000,"Powiat gorzowski",2014,95.2
"20599",802000,"Powiat krośnieński",2014,72.2
"20600",803000,"Powiat międzyrzecki",2014,139.9
"20601",804000,"Powiat nowosolski",2014,45.1
"20602",805000,"Powiat słubicki",2014,42.5
"20603",806000,"Powiat strzelecko-drezdenecki",2014,129.7
"20604",807000,"Powiat sulęciński",2014,106.5
"20605",808000,"Powiat świebodziński",2014,60
"20606",809000,"Powiat zielonogórski",2014,87.3
"20607",810000,"Powiat żagański",2014,44.5
"20608",811000,"Powiat żarski",2014,36.1
"20609",812000,"Powiat wschowski",2014,182.5
"20610",861000,"Powiat m.Gorzów Wielkopolski",2014,1.8
"20611",862000,"Powiat m.Zielona Góra",2014,1.6
"20612",1001000,"Powiat bełchatowski",2014,32.6
"20613",1002000,"Powiat kutnowski",2014,26.3
"20614",1003000,"Powiat łaski",2014,81.4
"20615",1004000,"Powiat łęczycki",2014,37.9
"20616",1005000,"Powiat łowicki",2014,19.2
"20617",1006000,"Powiat łódzki wschodni",2014,51.2
"20618",1007000,"Powiat opoczyński",2014,20.4
"20619",1008000,"Powiat pabianicki",2014,18.2
"20620",1009000,"Powiat pajęczański",2014,59.8
"20621",1010000,"Powiat piotrkowski",2014,20.9
"20622",1011000,"Powiat poddębicki",2014,65.6
"20623",1012000,"Powiat radomszczański",2014,26.6
"20624",1013000,"Powiat rawski",2014,49
"20625",1014000,"Powiat sieradzki",2014,28.4
"20626",1015000,"Powiat skierniewicki",2014,46.9
"20627",1016000,"Powiat tomaszowski",2014,36
"20628",1017000,"Powiat wieluński",2014,68.8
"20629",1018000,"Powiat wieruszowski",2014,99.7
"20630",1019000,"Powiat zduńskowolski",2014,12.4
"20631",1020000,"Powiat zgierski",2014,28.4
"20632",1021000,"Powiat brzeziński",2014,10.3
"20633",1061000,"Powiat m.Łódź",2014,3.4
"20634",1062000,"Powiat m.Piotrków Trybunalski",2014,3.7
"20635",1063000,"Powiat m.Skierniewice",2014,5.8
"20636",1201000,"Powiat bocheński",2014,6.4
"20637",1202000,"Powiat brzeski",2014,13.2
"20638",1203000,"Powiat chrzanowski",2014,4
"20639",1204000,"Powiat dąbrowski",2014,26.4
"20640",1205000,"Powiat gorlicki",2014,24.8
"20641",1206000,"Powiat krakowski",2014,12.4
"20642",1207000,"Powiat limanowski",2014,22.6
"20643",1208000,"Powiat miechowski",2014,52.8
"20644",1209000,"Powiat myślenicki",2014,4.1
"20645",1210000,"Powiat nowosądecki",2014,20.7
"20646",1211000,"Powiat nowotarski",2014,47.2
"20647",1212000,"Powiat olkuski",2014,7.5
"20648",1213000,"Powiat oświęcimski",2014,3
"20649",1214000,"Powiat proszowicki",2014,62.3
"20650",1215000,"Powiat suski",2014,126.3
"20651",1216000,"Powiat tarnowski",2014,34.1
"20652",1217000,"Powiat tatrzański",2014,13.8
"20653",1218000,"Powiat wadowicki",2014,14
"20654",1219000,"Powiat wielicki",2014,11
"20655",1261000,"Powiat m.Kraków",2014,0.8
"20656",1262000,"Powiat m.Nowy Sącz",2014,3.4
"20657",1263000,"Powiat m.Tarnów",2014,8.9
"20658",1401000,"Powiat białobrzeski",2014,63.8
"20659",1402000,"Powiat ciechanowski",2014,55.8
"20660",1403000,"Powiat garwoliński",2014,75
"20661",1404000,"Powiat gostyniński",2014,41.6
"20662",1405000,"Powiat grodziski",2014,24.9
"20663",1406000,"Powiat grójecki",2014,34.6
"20664",1407000,"Powiat kozienicki",2014,49.3
"20665",1408000,"Powiat legionowski",2014,12.1
"20666",1409000,"Powiat lipski",2014,137.8
"20667",1410000,"Powiat łosicki",2014,138.5
"20668",1411000,"Powiat makowski",2014,88.3
"20669",1412000,"Powiat miński",2014,46.1
"20670",1413000,"Powiat mławski",2014,39.4
"20671",1414000,"Powiat nowodworski",2014,31.6
"20672",1415000,"Powiat ostrołęcki",2014,76.8
"20673",1416000,"Powiat ostrowski",2014,84.5
"20674",1417000,"Powiat otwocki",2014,52.6
"20675",1418000,"Powiat piaseczyński",2014,29
"20676",1419000,"Powiat płocki",2014,88.6
"20677",1420000,"Powiat płoński",2014,108.2
"20678",1421000,"Powiat pruszkowski",2014,17.5
"20679",1422000,"Powiat przasnyski",2014,63
"20680",1423000,"Powiat przysuski",2014,41.4
"20681",1424000,"Powiat pułtuski",2014,114.6
"20682",1425000,"Powiat radomski",2014,23.7
"20683",1426000,"Powiat siedlecki",2014,52.3
"20684",1427000,"Powiat sierpecki",2014,53.7
"20685",1428000,"Powiat sochaczewski",2014,26.8
"20686",1429000,"Powiat sokołowski",2014,101.9
"20687",1430000,"Powiat szydłowiecki",2014,33
"20688",1432000,"Powiat warszawski zachodni",2014,32.2
"20689",1433000,"Powiat węgrowski",2014,183
"20690",1434000,"Powiat wołomiński",2014,50.3
"20691",1435000,"Powiat wyszkowski",2014,62.9
"20692",1436000,"Powiat zwoleński",2014,48.9
"20693",1437000,"Powiat żuromiński",2014,105.5
"20694",1438000,"Powiat żyrardowski",2014,22.6
"20695",1461000,"Powiat m.Ostrołęka",2014,5
"20696",1462000,"Powiat m.Płock",2014,2.4
"20697",1463000,"Powiat m.Radom",2014,2.2
"20698",1464000,"Powiat m.Siedlce",2014,4.3
"20699",1465000,"Powiat m. st. Warszawa",2014,1.7
"20700",1601000,"Powiat brzeski",2014,25.1
"20701",1602000,"Powiat głubczycki",2014,106.5
"20702",1603000,"Powiat kędzierzyńsko-kozielski",2014,6.5
"20703",1604000,"Powiat kluczborski",2014,11.9
"20704",1605000,"Powiat krapkowicki",2014,10.9
"20705",1606000,"Powiat namysłowski",2014,30.5
"20706",1607000,"Powiat nyski",2014,50.6
"20707",1608000,"Powiat oleski",2014,33
"20708",1609000,"Powiat opolski",2014,20.9
"20709",1610000,"Powiat prudnicki",2014,20.8
"20710",1611000,"Powiat strzelecki",2014,18.6
"20711",1661000,"Powiat m.Opole",2014,1.2
"20712",1801000,"Powiat bieszczadzki",2014,276.3
"20713",1802000,"Powiat brzozowski",2014,12.1
"20714",1803000,"Powiat dębicki",2014,12.5
"20715",1804000,"Powiat jarosławski",2014,16
"20716",1805000,"Powiat jasielski",2014,14.7
