"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"3687",2414000,"Powiat bieruńsko-lędziński",2017,11622
"3688",2415000,"Powiat wodzisławski",2017,29442
"3689",2416000,"Powiat zawierciański",2017,28683
"3690",2417000,"Powiat żywiecki",2017,42627
"3691",2461000,"Powiat m.Bielsko-Biała",2017,21351
"3692",2462000,"Powiat m.Bytom",2017,8746
"3693",2463000,"Powiat m.Chorzów",2017,4653
"3694",2464000,"Powiat m.Częstochowa",2017,24801
"3695",2465000,"Powiat m.Dąbrowa Górnicza",2017,13052
"3696",2466000,"Powiat m.Gliwice",2017,14388
"3697",2467000,"Powiat m.Jastrzębie-Zdrój",2017,7225
"3698",2468000,"Powiat m.Jaworzno",2017,12768
"3699",2469000,"Powiat m.Katowice",2017,19407
"3700",2470000,"Powiat m.Mysłowice",2017,8076
"3701",2471000,"Powiat m.Piekary Śląskie",2017,5742
"3702",2472000,"Powiat m.Ruda Śląska",2017,8383
"3703",2473000,"Powiat m.Rybnik",2017,19959
"3704",2474000,"Powiat m.Siemianowice Śląskie",2017,3133
"3705",2475000,"Powiat m.Sosnowiec",2017,12432
"3706",2476000,"Powiat m.Świętochłowice",2017,2186
"3707",2477000,"Powiat m.Tychy",2017,8470
"3708",2478000,"Powiat m.Zabrze",2017,10321
"3709",2479000,"Powiat m.Żory",2017,6101
"3710",2601000,"Powiat buski",2017,20428
"3711",2602000,"Powiat jędrzejowski",2017,23422
"3712",2603000,"Powiat kazimierski",2017,9602
"3713",2604000,"Powiat kielecki",2017,55337
"3714",2605000,"Powiat konecki",2017,22712
"3715",2606000,"Powiat opatowski",2017,15404
"3716",2607000,"Powiat ostrowiecki",2017,21125
"3717",2608000,"Powiat pińczowski",2017,10990
"3718",2609000,"Powiat sandomierski",2017,18994
"3719",2610000,"Powiat skarżyski",2017,13883
"3720",2611000,"Powiat starachowicki",2017,17992
"3721",2612000,"Powiat staszowski",2017,18491
"3722",2613000,"Powiat włoszczowski",2017,13769
"3723",2661000,"Powiat m.Kielce",2017,15844
"3724",2801000,"Powiat bartoszycki",2017,7654
"3725",2802000,"Powiat braniewski",2017,5611
"3726",2803000,"Powiat działdowski",2017,12088
"3727",2804000,"Powiat elbląski",2017,10231
"3728",2805000,"Powiat ełcki",2017,8588
"3729",2806000,"Powiat giżycki",2017,7429
"3730",2807000,"Powiat iławski",2017,13788
"3731",2808000,"Powiat kętrzyński",2017,6995
"3732",2809000,"Powiat lidzbarski",2017,5753
"3733",2810000,"Powiat mrągowski",2017,7800
"3734",2811000,"Powiat nidzicki",2017,5552
"3735",2812000,"Powiat nowomiejski",2017,9372
"3736",2813000,"Powiat olecki",2017,4944
"3737",2814000,"Powiat olsztyński",2017,23428
"3738",2815000,"Powiat ostródzki",2017,14732
"3739",2816000,"Powiat piski",2017,8090
"3740",2817000,"Powiat szczycieński",2017,13269
"3741",2818000,"Powiat gołdapski",2017,3752
"3742",2819000,"Powiat węgorzewski",2017,4011
"3743",2861000,"Powiat m.Elbląg",2017,6793
"3744",2862000,"Powiat m.Olsztyn",2017,9979
"3745",3001000,"Powiat chodzieski",2017,8034
"3746",3002000,"Powiat czarnkowsko-trzcianecki",2017,16061
"3747",3003000,"Powiat gnieźnieński",2017,21129
"3748",3004000,"Powiat gostyński",2017,13673
"3749",3005000,"Powiat grodziski",2017,10038
"3750",3006000,"Powiat jarociński",2017,13208
"3751",3007000,"Powiat kaliski",2017,20701
"3752",3008000,"Powiat kępiński",2017,11939
"3753",3009000,"Powiat kolski",2017,19355
"3754",3010000,"Powiat koniński",2017,33332
"3755",3011000,"Powiat kościański",2017,14542
"3756",3012000,"Powiat krotoszyński",2017,14582
"3757",3013000,"Powiat leszczyński",2017,12702
"3758",3014000,"Powiat międzychodzki",2017,6760
"3759",3015000,"Powiat nowotomyski",2017,14842
"3760",3016000,"Powiat obornicki",2017,9425
"3761",3017000,"Powiat ostrowski",2017,31463
"3762",3018000,"Powiat ostrzeszowski",2017,13540
"3763",3019000,"Powiat pilski",2017,17494
"3764",3020000,"Powiat pleszewski",2017,12599
"3765",3021000,"Powiat poznański",2017,83031
"3766",3022000,"Powiat rawicki",2017,11019
"3767",3023000,"Powiat słupecki",2017,13274
"3768",3024000,"Powiat szamotulski",2017,17706
"3769",3025000,"Powiat średzki",2017,9987
"3770",3026000,"Powiat śremski",2017,8528
"3771",3027000,"Powiat turecki",2017,17885
"3772",3028000,"Powiat wągrowiecki",2017,12152
"3773",3029000,"Powiat wolsztyński",2017,11416
"3774",3030000,"Powiat wrzesiński",2017,14341
"3775",3031000,"Powiat złotowski",2017,11197
"3776",3061000,"Powiat m.Kalisz",2017,9750
"3777",3062000,"Powiat m.Konin",2017,7186
"3778",3063000,"Powiat m.Leszno",2017,7782
"3779",3064000,"Powiat m.Poznań",2017,42605
"3780",3201000,"Powiat białogardzki",2017,5886
"3781",3202000,"Powiat choszczeński",2017,7668
"3782",3203000,"Powiat drawski",2017,8426
"3783",3204000,"Powiat goleniowski",2017,12400
"3784",3205000,"Powiat gryficki",2017,9044
"3785",3206000,"Powiat gryfiński",2017,11866
"3786",3207000,"Powiat kamieński",2017,8819
"3787",3208000,"Powiat kołobrzeski",2017,9670
"3788",3209000,"Powiat koszaliński",2017,12747
"3789",3210000,"Powiat myśliborski",2017,9258
"3790",3211000,"Powiat policki",2017,11215
"3791",3212000,"Powiat pyrzycki",2017,6149
"3792",3213000,"Powiat sławieński",2017,9793
"3793",3214000,"Powiat stargardzki",2017,13430
"3794",3215000,"Powiat szczecinecki",2017,9066
"3795",3216000,"Powiat świdwiński",2017,6174
"3796",3217000,"Powiat wałecki",2017,6985
"3797",3218000,"Powiat łobeski",2017,5478
"3798",3261000,"Powiat m.Koszalin",2017,8474
"3799",3262000,"Powiat m.Szczecin",2017,27068
"3800",3263000,"Powiat m.Świnoujście",2017,2957
"3801",201000,"Powiat bolesławiecki",2018,14918
"3802",202000,"Powiat dzierżoniowski",2018,11882
"3803",203000,"Powiat głogowski",2018,8832
"3804",204000,"Powiat górowski",2018,6930
"3805",205000,"Powiat jaworski",2018,7528
"3806",206000,"Powiat jeleniogórski",2018,11925
"3807",207000,"Powiat kamiennogórski",2018,5711
"3808",208000,"Powiat kłodzki",2018,24874
"3809",209000,"Powiat legnicki",2018,10711
"3810",210000,"Powiat lubański",2018,9006
"3811",211000,"Powiat lubiński",2018,11377
"3812",212000,"Powiat lwówecki",2018,9223
"3813",213000,"Powiat milicki",2018,7007
"3814",214000,"Powiat oleśnicki",2018,17497
"3815",215000,"Powiat oławski",2018,10913
"3816",216000,"Powiat polkowicki",2018,9488
"3817",217000,"Powiat strzeliński",2018,8283
"3818",218000,"Powiat średzki",2018,11651
"3819",219000,"Powiat świdnicki",2018,17204
"3820",220000,"Powiat trzebnicki",2018,17219
"3821",221000,"Powiat wałbrzyski",2018,7486
"3822",222000,"Powiat wołowski",2018,8081
"3823",223000,"Powiat wrocławski",2018,36980
"3824",224000,"Powiat ząbkowicki",2018,11805
"3825",225000,"Powiat zgorzelecki",2018,13575
"3826",226000,"Powiat złotoryjski",2018,6980
"3827",261000,"Powiat m.Jelenia Góra",2018,7752
"3828",262000,"Powiat m.Legnica",2018,6972
"3829",264000,"Powiat m.Wrocław",2018,41640
"3830",265000,"Powiat m.Wałbrzych od 2013",2018,7618
"3831",401000,"Powiat aleksandrowski",2018,12682
"3832",402000,"Powiat brodnicki",2018,15559
"3833",403000,"Powiat bydgoski",2018,26923
"3834",404000,"Powiat chełmiński",2018,8191
"3835",405000,"Powiat golubsko-dobrzyński",2018,8885
"3836",406000,"Powiat grudziądzki",2018,8259
"3837",407000,"Powiat inowrocławski",2018,18989
"3838",408000,"Powiat lipnowski",2018,14907
"3839",409000,"Powiat mogileński",2018,8703
"3840",410000,"Powiat nakielski",2018,13650
"3841",411000,"Powiat radziejowski",2018,9825
"3842",412000,"Powiat rypiński",2018,8538
"3843",413000,"Powiat sępoleński",2018,7216
"3844",414000,"Powiat świecki",2018,17487
"3845",415000,"Powiat toruński",2018,22856
"3846",416000,"Powiat tucholski",2018,10457
"3847",417000,"Powiat wąbrzeski",2018,6148
"3848",418000,"Powiat włocławski",2018,21840
"3849",419000,"Powiat żniński",2018,11739
"3850",461000,"Powiat m.Bydgoszcz",2018,23291
"3851",462000,"Powiat m.Grudziądz",2018,6037
"3852",463000,"Powiat m.Toruń",2018,14094
"3853",464000,"Powiat m.Włocławek",2018,8453
"3854",601000,"Powiat bialski",2018,33207
"3855",602000,"Powiat biłgorajski",2018,25928
"3856",603000,"Powiat chełmski",2018,25489
"3857",604000,"Powiat hrubieszowski",2018,16297
"3858",605000,"Powiat janowski",2018,11643
"3859",606000,"Powiat krasnostawski",2018,19698
"3860",607000,"Powiat kraśnicki",2018,21707
"3861",608000,"Powiat lubartowski",2018,24326
"3862",609000,"Powiat lubelski",2018,46042
"3863",610000,"Powiat łęczyński",2018,12046
"3864",611000,"Powiat łukowski",2018,26260
"3865",612000,"Powiat opolski",2018,15493
"3866",613000,"Powiat parczewski",2018,9922
"3867",614000,"Powiat puławski",2018,24102
"3868",615000,"Powiat radzyński",2018,16054
"3869",616000,"Powiat rycki",2018,14489
"3870",617000,"Powiat świdnicki",2018,13269
"3871",618000,"Powiat tomaszowski",2018,22761
"3872",619000,"Powiat włodawski",2018,9868
"3873",620000,"Powiat zamojski",2018,34466
"3874",661000,"Powiat m.Biała Podlaska",2018,8477
"3875",662000,"Powiat m.Chełm",2018,6871
"3876",663000,"Powiat m.Lublin",2018,22791
"3877",664000,"Powiat m.Zamość",2018,6355
"3878",801000,"Powiat gorzowski",2018,14576
"3879",802000,"Powiat krośnieński",2018,10457
"3880",803000,"Powiat międzyrzecki",2018,9137
"3881",804000,"Powiat nowosolski",2018,13079
"3882",805000,"Powiat słubicki",2018,7421
"3883",806000,"Powiat strzelecko-drezdenecki",2018,8684
"3884",807000,"Powiat sulęciński",2018,6787
"3885",808000,"Powiat świebodziński",2018,8791
"3886",809000,"Powiat zielonogórski",2018,14821
"3887",810000,"Powiat żagański",2018,11774
"3888",811000,"Powiat żarski",2018,15727
"3889",812000,"Powiat wschowski",2018,7315
"3890",861000,"Powiat m.Gorzów Wielkopolski",2018,7736
"3891",862000,"Powiat m.Zielona Góra",2018,14414
"3892",1001000,"Powiat bełchatowski",2018,22904
"3893",1002000,"Powiat kutnowski",2018,17326
"3894",1003000,"Powiat łaski",2018,13567
"3895",1004000,"Powiat łęczycki",2018,10953
"3896",1005000,"Powiat łowicki",2018,19566
"3897",1006000,"Powiat łódzki wschodni",2018,20046
"3898",1007000,"Powiat opoczyński",2018,20566
"3899",1008000,"Powiat pabianicki",2018,21451
"3900",1009000,"Powiat pajęczański",2018,14742
"3901",1010000,"Powiat piotrkowski",2018,28092
"3902",1011000,"Powiat poddębicki",2018,12630
"3903",1012000,"Powiat radomszczański",2018,30517
"3904",1013000,"Powiat rawski",2018,11384
"3905",1014000,"Powiat sieradzki",2018,25304
"3906",1015000,"Powiat skierniewicki",2018,11954
"3907",1016000,"Powiat tomaszowski",2018,24817
"3908",1017000,"Powiat wieluński",2018,18467
"3909",1018000,"Powiat wieruszowski",2018,11326
"3910",1019000,"Powiat zduńskowolski",2018,12677
"3911",1020000,"Powiat zgierski",2018,34743
"3912",1021000,"Powiat brzeziński",2018,8137
"3913",1061000,"Powiat m.Łódź",2018,45873
"3914",1062000,"Powiat m.Piotrków Trybunalski",2018,7533
"3915",1063000,"Powiat m.Skierniewice",2018,6533
"3916",1201000,"Powiat bocheński",2018,26431
"3917",1202000,"Powiat brzeski",2018,24506
"3918",1203000,"Powiat chrzanowski",2018,24669
"3919",1204000,"Powiat dąbrowski",2018,15223
"3920",1205000,"Powiat gorlicki",2018,24848
"3921",1206000,"Powiat krakowski",2018,76484
"3922",1207000,"Powiat limanowski",2018,31426
"3923",1208000,"Powiat miechowski",2018,14255
"3924",1209000,"Powiat myślenicki",2018,30917
"3925",1210000,"Powiat nowosądecki",2018,47031
"3926",1211000,"Powiat nowotarski",2018,44748
"3927",1212000,"Powiat olkuski",2018,23204
"3928",1213000,"Powiat oświęcimski",2018,27994
"3929",1214000,"Powiat proszowicki",2018,11548
"3930",1215000,"Powiat suski",2018,22384
"3931",1216000,"Powiat tarnowski",2018,52930
"3932",1217000,"Powiat tatrzański",2018,17127
"3933",1218000,"Powiat wadowicki",2018,35906
"3934",1219000,"Powiat wielicki",2018,34219
"3935",1261000,"Powiat m.Kraków",2018,49890
"3936",1262000,"Powiat m.Nowy Sącz",2018,11958
"3937",1263000,"Powiat m.Tarnów",2018,11368
"3938",1401000,"Powiat białobrzeski",2018,10284
"3939",1402000,"Powiat ciechanowski",2018,17692
"3940",1403000,"Powiat garwoliński",2018,29255
"3941",1404000,"Powiat gostyniński",2018,10181
"3942",1405000,"Powiat grodziski",2018,24247
"3943",1406000,"Powiat grójecki",2018,25502
"3944",1407000,"Powiat kozienicki",2018,16121
"3945",1408000,"Powiat legionowski",2018,24601
"3946",1409000,"Powiat lipski",2018,11961
"3947",1410000,"Powiat łosicki",2018,9512
"3948",1411000,"Powiat makowski",2018,12180
"3949",1412000,"Powiat miński",2018,39667
"3950",1413000,"Powiat mławski",2018,16050
"3951",1414000,"Powiat nowodworski",2018,17139
"3952",1415000,"Powiat ostrołęcki",2018,23971
"3953",1416000,"Powiat ostrowski",2018,18881
"3954",1417000,"Powiat otwocki",2018,29825
"3955",1418000,"Powiat piaseczyński",2018,44974
"3956",1419000,"Powiat płocki",2018,31387
"3957",1420000,"Powiat płoński",2018,21695
"3958",1421000,"Powiat pruszkowski",2018,33213
"3959",1422000,"Powiat przasnyski",2018,11504
"3960",1423000,"Powiat przysuski",2018,13136
"3961",1424000,"Powiat pułtuski",2018,13166
"3962",1425000,"Powiat radomski",2018,38688
"3963",1426000,"Powiat siedlecki",2018,25302
"3964",1427000,"Powiat sierpecki",2018,11610
"3965",1428000,"Powiat sochaczewski",2018,19491
"3966",1429000,"Powiat sokołowski",2018,15960
"3967",1430000,"Powiat szydłowiecki",2018,10950
"3968",1432000,"Powiat warszawski zachodni",2018,32244
"3969",1433000,"Powiat węgrowski",2018,20254
"3970",1434000,"Powiat wołomiński",2018,53362
"3971",1435000,"Powiat wyszkowski",2018,17334
"3972",1436000,"Powiat zwoleński",2018,10935
"3973",1437000,"Powiat żuromiński",2018,9093
"3974",1438000,"Powiat żyrardowski",2018,15114
"3975",1461000,"Powiat m.Ostrołęka",2018,5368
"3976",1462000,"Powiat m.Płock",2018,9745
"3977",1463000,"Powiat m.Radom",2018,21615
"3978",1464000,"Powiat m.Siedlce",2018,7816
"3979",1465000,"Powiat m. st. Warszawa",2018,93888
"3980",1601000,"Powiat brzeski",2018,12984
"3981",1602000,"Powiat głubczycki",2018,9239
"3982",1603000,"Powiat kędzierzyńsko-kozielski",2018,15439
"3983",1604000,"Powiat kluczborski",2018,10850
"3984",1605000,"Powiat krapkowicki",2018,12189
"3985",1606000,"Powiat namysłowski",2018,8475
"3986",1607000,"Powiat nyski",2018,22230
"3987",1608000,"Powiat oleski",2018,14463
"3988",1609000,"Powiat opolski",2018,30160
"3989",1610000,"Powiat prudnicki",2018,10843
"3990",1611000,"Powiat strzelecki",2018,14844
"3991",1661000,"Powiat m.Opole",2018,13468
"3992",1801000,"Powiat bieszczadzki",2018,3800
"3993",1802000,"Powiat brzozowski",2018,17323
"3994",1803000,"Powiat dębicki",2018,27503
"3995",1804000,"Powiat jarosławski",2018,25055
"3996",1805000,"Powiat jasielski",2018,25986
"3997",1806000,"Powiat kolbuszowski",2018,15847
"3998",1807000,"Powiat krośnieński",2018,29607
"3999",1808000,"Powiat leżajski",2018,15764
"4000",1809000,"Powiat lubaczowski",2018,13260
"4001",1810000,"Powiat łańcucki",2018,21275
"4002",1811000,"Powiat mielecki",2018,26304
"4003",1812000,"Powiat niżański",2018,17278
"4004",1813000,"Powiat przemyski",2018,18958
"4005",1814000,"Powiat przeworski",2018,20479
"4006",1815000,"Powiat ropczycko-sędziszowski",2018,17655
"4007",1816000,"Powiat rzeszowski",2018,47169
"4008",1817000,"Powiat sanocki",2018,18346
"4009",1818000,"Powiat stalowowolski",2018,17168
"4010",1819000,"Powiat strzyżowski",2018,16113
"4011",1820000,"Powiat tarnobrzeski",2018,11392
"4012",1821000,"Powiat leski",2018,6083
"4013",1861000,"Powiat m.Krosno",2018,6486
"4014",1862000,"Powiat m.Przemyśl",2018,5327
"4015",1863000,"Powiat m.Rzeszów",2018,20731
"4016",1864000,"Powiat m.Tarnobrzeg",2018,4589
"4017",2001000,"Powiat augustowski",2018,12858
"4018",2002000,"Powiat białostocki",2018,42225
"4019",2003000,"Powiat bielski",2018,17617
"4020",2004000,"Powiat grajewski",2018,8958
"4021",2005000,"Powiat hajnowski",2018,16300
"4022",2006000,"Powiat kolneński",2018,8081
"4023",2007000,"Powiat łomżyński",2018,14499
"4024",2008000,"Powiat moniecki",2018,10629
"4025",2009000,"Powiat sejneński",2018,5640
"4026",2010000,"Powiat siemiatycki",2018,14497
"4027",2011000,"Powiat sokólski",2018,19985
"4028",2012000,"Powiat suwalski",2018,9915
"4029",2013000,"Powiat wysokomazowiecki",2018,15072
"4030",2014000,"Powiat zambrowski",2018,7409
"4031",2061000,"Powiat m.Białystok",2018,22827
"4032",2062000,"Powiat m.Łomża",2018,5135
"4033",2063000,"Powiat m.Suwałki",2018,5223
"4034",2201000,"Powiat bytowski",2018,12622
"4035",2202000,"Powiat chojnicki",2018,16926
"4036",2203000,"Powiat człuchowski",2018,8315
"4037",2204000,"Powiat gdański",2018,20497
"4038",2205000,"Powiat kartuski",2018,29665
"4039",2206000,"Powiat kościerski",2018,14007
"4040",2207000,"Powiat kwidzyński",2018,10740
"4041",2208000,"Powiat lęborski",2018,8770
"4042",2209000,"Powiat malborski",2018,7412
"4043",2210000,"Powiat nowodworski",2018,7166
"4044",2211000,"Powiat pucki",2018,19137
"4045",2212000,"Powiat słupski",2018,17242
"4046",2213000,"Powiat starogardzki",2018,23778
"4047",2214000,"Powiat tczewski",2018,12753
"4048",2215000,"Powiat wejherowski",2018,34372
"4049",2216000,"Powiat sztumski",2018,6088
"4050",2261000,"Powiat m.Gdańsk",2018,29778
"4051",2262000,"Powiat m.Gdynia",2018,18021
"4052",2263000,"Powiat m.Słupsk",2018,5663
"4053",2264000,"Powiat m.Sopot",2018,2784
"4054",2401000,"Powiat będziński",2018,26767
"4055",2402000,"Powiat bielski",2018,39101
"4056",2403000,"Powiat cieszyński",2018,40545
"4057",2404000,"Powiat częstochowski",2018,41960
"4058",2405000,"Powiat gliwicki",2018,18942
"4059",2406000,"Powiat kłobucki",2018,24245
"4060",2407000,"Powiat lubliniecki",2018,17850
"4061",2408000,"Powiat mikołowski",2018,18259
"4062",2409000,"Powiat myszkowski",2018,20413
"4063",2410000,"Powiat pszczyński",2018,21791
"4064",2411000,"Powiat raciborski",2018,18459
"4065",2412000,"Powiat rybnicki",2018,15641
"4066",2413000,"Powiat tarnogórski",2018,26958
"4067",2414000,"Powiat bieruńsko-lędziński",2018,11801
"4068",2415000,"Powiat wodzisławski",2018,29720
"4069",2416000,"Powiat zawierciański",2018,28851
"4070",2417000,"Powiat żywiecki",2018,43043
"4071",2461000,"Powiat m.Bielsko-Biała",2018,21605
"4072",2462000,"Powiat m.Bytom",2018,8786
"4073",2463000,"Powiat m.Chorzów",2018,4732
"4074",2464000,"Powiat m.Częstochowa",2018,24937
"4075",2465000,"Powiat m.Dąbrowa Górnicza",2018,13232
"4076",2466000,"Powiat m.Gliwice",2018,14567
"4077",2467000,"Powiat m.Jastrzębie-Zdrój",2018,7352
"4078",2468000,"Powiat m.Jaworzno",2018,12897
"4079",2469000,"Powiat m.Katowice",2018,19567
"4080",2470000,"Powiat m.Mysłowice",2018,8210
"4081",2471000,"Powiat m.Piekary Śląskie",2018,5781
"4082",2472000,"Powiat m.Ruda Śląska",2018,8503
"4083",2473000,"Powiat m.Rybnik",2018,20168
"4084",2474000,"Powiat m.Siemianowice Śląskie",2018,3169
"4085",2475000,"Powiat m.Sosnowiec",2018,12561
"4086",2476000,"Powiat m.Świętochłowice",2018,2229
"4087",2477000,"Powiat m.Tychy",2018,8690
"4088",2478000,"Powiat m.Zabrze",2018,10408
"4089",2479000,"Powiat m.Żory",2018,6291
"4090",2601000,"Powiat buski",2018,20586
"4091",2602000,"Powiat jędrzejowski",2018,23579
"4092",2603000,"Powiat kazimierski",2018,9635
"4093",2604000,"Powiat kielecki",2018,56021
"4094",2605000,"Powiat konecki",2018,22856
"4095",2606000,"Powiat opatowski",2018,15451
"4096",2607000,"Powiat ostrowiecki",2018,21218
"4097",2608000,"Powiat pińczowski",2018,11076
"4098",2609000,"Powiat sandomierski",2018,19070
"4099",2610000,"Powiat skarżyski",2018,13953
"4100",2611000,"Powiat starachowicki",2018,18092
"4101",2612000,"Powiat staszowski",2018,18642
"4102",2613000,"Powiat włoszczowski",2018,13874
"4103",2661000,"Powiat m.Kielce",2018,15931
"4104",2801000,"Powiat bartoszycki",2018,7686
"4105",2802000,"Powiat braniewski",2018,5633
"4106",2803000,"Powiat działdowski",2018,12159
"4107",2804000,"Powiat elbląski",2018,10325
"4108",2805000,"Powiat ełcki",2018,8681
"4109",2806000,"Powiat giżycki",2018,7506
"4110",2807000,"Powiat iławski",2018,13928
