"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"2078",1464000,"Powiat m.Siedlce",2013,7559
"2079",1465000,"Powiat m. st. Warszawa",2013,90292
"2080",1601000,"Powiat brzeski",2013,12373
"2081",1602000,"Powiat głubczycki",2013,9125
"2082",1603000,"Powiat kędzierzyńsko-kozielski",2013,15158
"2083",1604000,"Powiat kluczborski",2013,10530
"2084",1605000,"Powiat krapkowicki",2013,11945
"2085",1606000,"Powiat namysłowski",2013,8015
"2086",1607000,"Powiat nyski",2013,21476
"2087",1608000,"Powiat oleski",2013,14064
"2088",1609000,"Powiat opolski",2013,31720
"2089",1610000,"Powiat prudnicki",2013,10759
"2090",1611000,"Powiat strzelecki",2013,14554
"2091",1661000,"Powiat m.Opole",2013,10018
"2092",1801000,"Powiat bieszczadzki",2013,3626
"2093",1802000,"Powiat brzozowski",2013,16654
"2094",1803000,"Powiat dębicki",2013,25963
"2095",1804000,"Powiat jarosławski",2013,24235
"2096",1805000,"Powiat jasielski",2013,25276
"2097",1806000,"Powiat kolbuszowski",2013,15333
"2098",1807000,"Powiat krośnieński",2013,28335
"2099",1808000,"Powiat leżajski",2013,15237
"2100",1809000,"Powiat lubaczowski",2013,12812
"2101",1810000,"Powiat łańcucki",2013,20510
"2102",1811000,"Powiat mielecki",2013,24922
"2103",1812000,"Powiat niżański",2013,16814
"2104",1813000,"Powiat przemyski",2013,18197
"2105",1814000,"Powiat przeworski",2013,19685
"2106",1815000,"Powiat ropczycko-sędziszowski",2013,16944
"2107",1816000,"Powiat rzeszowski",2013,44600
"2108",1817000,"Powiat sanocki",2013,17601
"2109",1818000,"Powiat stalowowolski",2013,16436
"2110",1819000,"Powiat strzyżowski",2013,15564
"2111",1820000,"Powiat tarnobrzeski",2013,10963
"2112",1821000,"Powiat leski",2013,5753
"2113",1861000,"Powiat m.Krosno",2013,6225
"2114",1862000,"Powiat m.Przemyśl",2013,5165
"2115",1863000,"Powiat m.Rzeszów",2013,18124
"2116",1864000,"Powiat m.Tarnobrzeg",2013,4241
"2117",2001000,"Powiat augustowski",2013,12430
"2118",2002000,"Powiat białostocki",2013,38511
"2119",2003000,"Powiat bielski",2013,17157
"2120",2004000,"Powiat grajewski",2013,8815
"2121",2005000,"Powiat hajnowski",2013,15933
"2122",2006000,"Powiat kolneński",2013,7801
"2123",2007000,"Powiat łomżyński",2013,14004
"2124",2008000,"Powiat moniecki",2013,10401
"2125",2009000,"Powiat sejneński",2013,5476
"2126",2010000,"Powiat siemiatycki",2013,14251
"2127",2011000,"Powiat sokólski",2013,19529
"2128",2012000,"Powiat suwalski",2013,9480
"2129",2013000,"Powiat wysokomazowiecki",2013,14751
"2130",2014000,"Powiat zambrowski",2013,7123
"2131",2061000,"Powiat m.Białystok",2013,21261
"2132",2062000,"Powiat m.Łomża",2013,4915
"2133",2063000,"Powiat m.Suwałki",2013,5019
"2134",2201000,"Powiat bytowski",2013,12022
"2135",2202000,"Powiat chojnicki",2013,15824
"2136",2203000,"Powiat człuchowski",2013,7865
"2137",2204000,"Powiat gdański",2013,18077
"2138",2205000,"Powiat kartuski",2013,26241
"2139",2206000,"Powiat kościerski",2013,13233
"2140",2207000,"Powiat kwidzyński",2013,10293
"2141",2208000,"Powiat lęborski",2013,8199
"2142",2209000,"Powiat malborski",2013,7128
"2143",2210000,"Powiat nowodworski",2013,6801
"2144",2211000,"Powiat pucki",2013,17158
"2145",2212000,"Powiat słupski",2013,15412
"2146",2213000,"Powiat starogardzki",2013,22537
"2147",2214000,"Powiat tczewski",2013,12110
"2148",2215000,"Powiat wejherowski",2013,32194
"2149",2216000,"Powiat sztumski",2013,5869
"2150",2261000,"Powiat m.Gdańsk",2013,28265
"2151",2262000,"Powiat m.Gdynia",2013,17595
"2152",2263000,"Powiat m.Słupsk",2013,5243
"2153",2264000,"Powiat m.Sopot",2013,2777
"2154",2401000,"Powiat będziński",2013,25626
"2155",2402000,"Powiat bielski",2013,36953
"2156",2403000,"Powiat cieszyński",2013,38366
"2157",2404000,"Powiat częstochowski",2013,40744
"2158",2405000,"Powiat gliwicki",2013,17640
"2159",2406000,"Powiat kłobucki",2013,23535
"2160",2407000,"Powiat lubliniecki",2013,17108
"2161",2408000,"Powiat mikołowski",2013,16329
"2162",2409000,"Powiat myszkowski",2013,19795
"2163",2410000,"Powiat pszczyński",2013,20395
"2164",2411000,"Powiat raciborski",2013,18143
"2165",2412000,"Powiat rybnicki",2013,14912
"2166",2413000,"Powiat tarnogórski",2013,24672
"2167",2414000,"Powiat bieruńsko-lędziński",2013,10965
"2168",2415000,"Powiat wodzisławski",2013,28410
"2169",2416000,"Powiat zawierciański",2013,28162
"2170",2417000,"Powiat żywiecki",2013,41074
"2171",2461000,"Powiat m.Bielsko-Biała",2013,20511
"2172",2462000,"Powiat m.Bytom",2013,8557
"2173",2463000,"Powiat m.Chorzów",2013,4483
"2174",2464000,"Powiat m.Częstochowa",2013,24176
"2175",2465000,"Powiat m.Dąbrowa Górnicza",2013,12545
"2176",2466000,"Powiat m.Gliwice",2013,13999
"2177",2467000,"Powiat m.Jastrzębie-Zdrój",2013,6745
"2178",2468000,"Powiat m.Jaworzno",2013,12375
"2179",2469000,"Powiat m.Katowice",2013,18725
"2180",2470000,"Powiat m.Mysłowice",2013,7675
"2181",2471000,"Powiat m.Piekary Śląskie",2013,5652
"2182",2472000,"Powiat m.Ruda Śląska",2013,7922
"2183",2473000,"Powiat m.Rybnik",2013,19179
"2184",2474000,"Powiat m.Siemianowice Śląskie",2013,3022
"2185",2475000,"Powiat m.Sosnowiec",2013,12074
"2186",2476000,"Powiat m.Świętochłowice",2013,2089
"2187",2477000,"Powiat m.Tychy",2013,7816
"2188",2478000,"Powiat m.Zabrze",2013,10021
"2189",2479000,"Powiat m.Żory",2013,5544
"2190",2601000,"Powiat buski",2013,19872
"2191",2602000,"Powiat jędrzejowski",2013,22820
"2192",2603000,"Powiat kazimierski",2013,9494
"2193",2604000,"Powiat kielecki",2013,52805
"2194",2605000,"Powiat konecki",2013,22206
"2195",2606000,"Powiat opatowski",2013,15197
"2196",2607000,"Powiat ostrowiecki",2013,20756
"2197",2608000,"Powiat pińczowski",2013,10745
"2198",2609000,"Powiat sandomierski",2013,18722
"2199",2610000,"Powiat skarżyski",2013,13661
"2200",2611000,"Powiat starachowicki",2013,17508
"2201",2612000,"Powiat staszowski",2013,17988
"2202",2613000,"Powiat włoszczowski",2013,13376
"2203",2661000,"Powiat m.Kielce",2013,15398
"2204",2801000,"Powiat bartoszycki",2013,7455
"2205",2802000,"Powiat braniewski",2013,5460
"2206",2803000,"Powiat działdowski",2013,11730
"2207",2804000,"Powiat elbląski",2013,9684
"2208",2805000,"Powiat ełcki",2013,8232
"2209",2806000,"Powiat giżycki",2013,7224
"2210",2807000,"Powiat iławski",2013,13290
"2211",2808000,"Powiat kętrzyński",2013,6864
"2212",2809000,"Powiat lidzbarski",2013,5597
"2213",2810000,"Powiat mrągowski",2013,7526
"2214",2811000,"Powiat nidzicki",2013,5352
"2215",2812000,"Powiat nowomiejski",2013,9071
"2216",2813000,"Powiat olecki",2013,4843
"2217",2814000,"Powiat olsztyński",2013,22074
"2218",2815000,"Powiat ostródzki",2013,14150
"2219",2816000,"Powiat piski",2013,7765
"2220",2817000,"Powiat szczycieński",2013,12657
"2221",2818000,"Powiat gołdapski",2013,3653
"2222",2819000,"Powiat węgorzewski",2013,3930
"2223",2861000,"Powiat m.Elbląg",2013,6652
"2224",2862000,"Powiat m.Olsztyn",2013,9664
"2225",3001000,"Powiat chodzieski",2013,7723
"2226",3002000,"Powiat czarnkowsko-trzcianecki",2013,15474
"2227",3003000,"Powiat gnieźnieński",2013,19761
"2228",3004000,"Powiat gostyński",2013,13187
"2229",3005000,"Powiat grodziski",2013,9559
"2230",3006000,"Powiat jarociński",2013,12785
"2231",3007000,"Powiat kaliski",2013,19946
"2232",3008000,"Powiat kępiński",2013,11408
"2233",3009000,"Powiat kolski",2013,18861
"2234",3010000,"Powiat koniński",2013,31736
"2235",3011000,"Powiat kościański",2013,13943
"2236",3012000,"Powiat krotoszyński",2013,14074
"2237",3013000,"Powiat leszczyński",2013,11502
"2238",3014000,"Powiat międzychodzki",2013,6402
"2239",3015000,"Powiat nowotomyski",2013,13998
"2240",3016000,"Powiat obornicki",2013,8976
"2241",3017000,"Powiat ostrowski",2013,30216
"2242",3018000,"Powiat ostrzeszowski",2013,13028
"2243",3019000,"Powiat pilski",2013,16873
"2244",3020000,"Powiat pleszewski",2013,12145
"2245",3021000,"Powiat poznański",2013,73918
"2246",3022000,"Powiat rawicki",2013,10600
"2247",3023000,"Powiat słupecki",2013,12822
"2248",3024000,"Powiat szamotulski",2013,16622
"2249",3025000,"Powiat średzki",2013,9226
"2250",3026000,"Powiat śremski",2013,7830
"2251",3027000,"Powiat turecki",2013,17328
"2252",3028000,"Powiat wągrowiecki",2013,11578
"2253",3029000,"Powiat wolsztyński",2013,10842
"2254",3030000,"Powiat wrzesiński",2013,13532
"2255",3031000,"Powiat złotowski",2013,10772
"2256",3061000,"Powiat m.Kalisz",2013,9413
"2257",3062000,"Powiat m.Konin",2013,7000
"2258",3063000,"Powiat m.Leszno",2013,7466
"2259",3064000,"Powiat m.Poznań",2013,41265
"2260",3201000,"Powiat białogardzki",2013,5710
"2261",3202000,"Powiat choszczeński",2013,7394
"2262",3203000,"Powiat drawski",2013,8090
"2263",3204000,"Powiat goleniowski",2013,11687
"2264",3205000,"Powiat gryficki",2013,8798
"2265",3206000,"Powiat gryfiński",2013,11337
"2266",3207000,"Powiat kamieński",2013,8460
"2267",3208000,"Powiat kołobrzeski",2013,9147
"2268",3209000,"Powiat koszaliński",2013,11521
"2269",3210000,"Powiat myśliborski",2013,8899
"2270",3211000,"Powiat policki",2013,9979
"2271",3212000,"Powiat pyrzycki",2013,5942
"2272",3213000,"Powiat sławieński",2013,9364
"2273",3214000,"Powiat stargardzki",2013,12919
"2274",3215000,"Powiat szczecinecki",2013,8786
"2275",3216000,"Powiat świdwiński",2013,5982
"2276",3217000,"Powiat wałecki",2013,6727
"2277",3218000,"Powiat łobeski",2013,5392
"2278",3261000,"Powiat m.Koszalin",2013,7963
"2279",3262000,"Powiat m.Szczecin",2013,26031
"2280",3263000,"Powiat m.Świnoujście",2013,2859
"2281",201000,"Powiat bolesławiecki",2014,14076
"2282",202000,"Powiat dzierżoniowski",2014,11638
"2283",203000,"Powiat głogowski",2014,8382
"2284",204000,"Powiat górowski",2014,6733
"2285",205000,"Powiat jaworski",2014,7254
"2286",206000,"Powiat jeleniogórski",2014,11457
"2287",207000,"Powiat kamiennogórski",2014,5579
"2288",208000,"Powiat kłodzki",2014,24256
"2289",209000,"Powiat legnicki",2014,10097
"2290",210000,"Powiat lubański",2014,8750
"2291",211000,"Powiat lubiński",2014,10592
"2292",212000,"Powiat lwówecki",2014,9037
"2293",213000,"Powiat milicki",2014,6744
"2294",214000,"Powiat oleśnicki",2014,16309
"2295",215000,"Powiat oławski",2014,10178
"2296",216000,"Powiat polkowicki",2014,8868
"2297",217000,"Powiat strzeliński",2014,7934
"2298",218000,"Powiat średzki",2014,10678
"2299",219000,"Powiat świdnicki",2014,16412
"2300",220000,"Powiat trzebnicki",2014,16344
"2301",221000,"Powiat wałbrzyski",2014,7335
"2302",222000,"Powiat wołowski",2014,7850
"2303",223000,"Powiat wrocławski",2014,31160
"2304",224000,"Powiat ząbkowicki",2014,11560
"2305",225000,"Powiat zgorzelecki",2014,13246
"2306",226000,"Powiat złotoryjski",2014,6816
"2307",261000,"Powiat m.Jelenia Góra",2014,7530
"2308",262000,"Powiat m.Legnica",2014,6705
"2309",264000,"Powiat m.Wrocław",2014,39130
"2310",265000,"Powiat m.Wałbrzych od 2013",2014,7526
"2311",401000,"Powiat aleksandrowski",2014,12390
"2312",402000,"Powiat brodnicki",2014,14922
"2313",403000,"Powiat bydgoski",2014,24467
"2314",404000,"Powiat chełmiński",2014,7808
"2315",405000,"Powiat golubsko-dobrzyński",2014,8563
"2316",406000,"Powiat grudziądzki",2014,7872
"2317",407000,"Powiat inowrocławski",2014,18301
"2318",408000,"Powiat lipnowski",2014,14379
"2319",409000,"Powiat mogileński",2014,8388
"2320",410000,"Powiat nakielski",2014,12848
"2321",411000,"Powiat radziejowski",2014,9649
"2322",412000,"Powiat rypiński",2014,8271
"2323",413000,"Powiat sępoleński",2014,6937
"2324",414000,"Powiat świecki",2014,16882
"2325",415000,"Powiat toruński",2014,20708
"2326",416000,"Powiat tucholski",2014,10039
"2327",417000,"Powiat wąbrzeski",2014,5977
"2328",418000,"Powiat włocławski",2014,21173
"2329",419000,"Powiat żniński",2014,11124
"2330",461000,"Powiat m.Bydgoszcz",2014,23032
"2331",462000,"Powiat m.Grudziądz",2014,5589
"2332",463000,"Powiat m.Toruń",2014,13728
"2333",464000,"Powiat m.Włocławek",2014,8293
"2334",601000,"Powiat bialski",2014,32296
"2335",602000,"Powiat biłgorajski",2014,25291
"2336",603000,"Powiat chełmski",2014,24769
"2337",604000,"Powiat hrubieszowski",2014,16221
"2338",605000,"Powiat janowski",2014,11554
"2339",606000,"Powiat krasnostawski",2014,19412
"2340",607000,"Powiat kraśnicki",2014,21220
"2341",608000,"Powiat lubartowski",2014,23641
"2342",609000,"Powiat lubelski",2014,42934
"2343",610000,"Powiat łęczyński",2014,11438
"2344",611000,"Powiat łukowski",2014,25437
"2345",612000,"Powiat opolski",2014,15241
"2346",613000,"Powiat parczewski",2014,9767
"2347",614000,"Powiat puławski",2014,23767
"2348",615000,"Powiat radzyński",2014,15760
"2349",616000,"Powiat rycki",2014,14344
"2350",617000,"Powiat świdnicki",2014,12700
"2351",618000,"Powiat tomaszowski",2014,22617
"2352",619000,"Powiat włodawski",2014,9546
"2353",620000,"Powiat zamojski",2014,33808
"2354",661000,"Powiat m.Biała Podlaska",2014,8244
"2355",662000,"Powiat m.Chełm",2014,6704
"2356",663000,"Powiat m.Lublin",2014,22341
"2357",664000,"Powiat m.Zamość",2014,6190
"2358",801000,"Powiat gorzowski",2014,13565
"2359",802000,"Powiat krośnieński",2014,10102
"2360",803000,"Powiat międzyrzecki",2014,8880
"2361",804000,"Powiat nowosolski",2014,12590
"2362",805000,"Powiat słubicki",2014,7103
"2363",806000,"Powiat strzelecko-drezdenecki",2014,8385
"2364",807000,"Powiat sulęciński",2014,6556
"2365",808000,"Powiat świebodziński",2014,8407
"2366",809000,"Powiat zielonogórski",2014,18836
"2367",810000,"Powiat żagański",2014,11456
"2368",811000,"Powiat żarski",2014,15240
"2369",812000,"Powiat wschowski",2014,6979
"2370",861000,"Powiat m.Gorzów Wielkopolski",2014,7457
"2371",862000,"Powiat m.Zielona Góra",2014,8482
"2372",1001000,"Powiat bełchatowski",2014,21921
"2373",1002000,"Powiat kutnowski",2014,16919
"2374",1003000,"Powiat łaski",2014,13208
"2375",1004000,"Powiat łęczycki",2014,10834
"2376",1005000,"Powiat łowicki",2014,19230
"2377",1006000,"Powiat łódzki wschodni",2014,19188
"2378",1007000,"Powiat opoczyński",2014,19958
"2379",1008000,"Powiat pabianicki",2014,20306
"2380",1009000,"Powiat pajęczański",2014,14414
"2381",1010000,"Powiat piotrkowski",2014,27138
"2382",1011000,"Powiat poddębicki",2014,12338
"2383",1012000,"Powiat radomszczański",2014,29907
"2384",1013000,"Powiat rawski",2014,11142
"2385",1014000,"Powiat sieradzki",2014,24855
"2386",1015000,"Powiat skierniewicki",2014,11693
"2387",1016000,"Powiat tomaszowski",2014,24189
"2388",1017000,"Powiat wieluński",2014,18028
"2389",1018000,"Powiat wieruszowski",2014,10996
"2390",1019000,"Powiat zduńskowolski",2014,12196
"2391",1020000,"Powiat zgierski",2014,32745
"2392",1021000,"Powiat brzeziński",2014,7868
"2393",1061000,"Powiat m.Łódź",2014,44295
"2394",1062000,"Powiat m.Piotrków Trybunalski",2014,7343
"2395",1063000,"Powiat m.Skierniewice",2014,6328
"2396",1201000,"Powiat bocheński",2014,25225
"2397",1202000,"Powiat brzeski",2014,23553
"2398",1203000,"Powiat chrzanowski",2014,23949
"2399",1204000,"Powiat dąbrowski",2014,14825
"2400",1205000,"Powiat gorlicki",2014,23705
"2401",1206000,"Powiat krakowski",2014,71802
"2402",1207000,"Powiat limanowski",2014,29825
"2403",1208000,"Powiat miechowski",2014,14054
"2404",1209000,"Powiat myślenicki",2014,29498
"2405",1210000,"Powiat nowosądecki",2014,45919
"2406",1211000,"Powiat nowotarski",2014,42950
"2407",1212000,"Powiat olkuski",2014,22745
"2408",1213000,"Powiat oświęcimski",2014,26868
"2409",1214000,"Powiat proszowicki",2014,11227
"2410",1215000,"Powiat suski",2014,21447
"2411",1216000,"Powiat tarnowski",2014,50711
"2412",1217000,"Powiat tatrzański",2014,16782
"2413",1218000,"Powiat wadowicki",2014,34008
"2414",1219000,"Powiat wielicki",2014,31742
"2415",1261000,"Powiat m.Kraków",2014,47137
"2416",1262000,"Powiat m.Nowy Sącz",2014,11521
"2417",1263000,"Powiat m.Tarnów",2014,10976
"2418",1401000,"Powiat białobrzeski",2014,10090
"2419",1402000,"Powiat ciechanowski",2014,17253
"2420",1403000,"Powiat garwoliński",2014,28167
"2421",1404000,"Powiat gostyniński",2014,9944
"2422",1405000,"Powiat grodziski",2014,22678
"2423",1406000,"Powiat grójecki",2014,24819
"2424",1407000,"Powiat kozienicki",2014,15569
"2425",1408000,"Powiat legionowski",2014,22348
"2426",1409000,"Powiat lipski",2014,11755
"2427",1410000,"Powiat łosicki",2014,9389
"2428",1411000,"Powiat makowski",2014,11873
"2429",1412000,"Powiat miński",2014,38231
"2430",1413000,"Powiat mławski",2014,15804
"2431",1414000,"Powiat nowodworski",2014,16501
"2432",1415000,"Powiat ostrołęcki",2014,23028
"2433",1416000,"Powiat ostrowski",2014,18570
"2434",1417000,"Powiat otwocki",2014,28997
"2435",1418000,"Powiat piaseczyński",2014,42100
"2436",1419000,"Powiat płocki",2014,29981
"2437",1420000,"Powiat płoński",2014,21087
"2438",1421000,"Powiat pruszkowski",2014,31719
"2439",1422000,"Powiat przasnyski",2014,11260
"2440",1423000,"Powiat przysuski",2014,12925
"2441",1424000,"Powiat pułtuski",2014,12791
"2442",1425000,"Powiat radomski",2014,36902
"2443",1426000,"Powiat siedlecki",2014,24635
"2444",1427000,"Powiat sierpecki",2014,11296
"2445",1428000,"Powiat sochaczewski",2014,18859
"2446",1429000,"Powiat sokołowski",2014,15806
"2447",1430000,"Powiat szydłowiecki",2014,10592
"2448",1432000,"Powiat warszawski zachodni",2014,30113
"2449",1433000,"Powiat węgrowski",2014,19920
"2450",1434000,"Powiat wołomiński",2014,50506
"2451",1435000,"Powiat wyszkowski",2014,16611
"2452",1436000,"Powiat zwoleński",2014,10644
"2453",1437000,"Powiat żuromiński",2014,9000
"2454",1438000,"Powiat żyrardowski",2014,14600
"2455",1461000,"Powiat m.Ostrołęka",2014,5146
"2456",1462000,"Powiat m.Płock",2014,9505
"2457",1463000,"Powiat m.Radom",2014,20912
"2458",1464000,"Powiat m.Siedlce",2014,7602
"2459",1465000,"Powiat m. st. Warszawa",2014,91031
"2460",1601000,"Powiat brzeski",2014,12498
"2461",1602000,"Powiat głubczycki",2014,9157
"2462",1603000,"Powiat kędzierzyńsko-kozielski",2014,15202
"2463",1604000,"Powiat kluczborski",2014,10595
"2464",1605000,"Powiat krapkowicki",2014,11991
"2465",1606000,"Powiat namysłowski",2014,8103
"2466",1607000,"Powiat nyski",2014,21644
"2467",1608000,"Powiat oleski",2014,14188
"2468",1609000,"Powiat opolski",2014,32040
"2469",1610000,"Powiat prudnicki",2014,10776
"2470",1611000,"Powiat strzelecki",2014,14594
"2471",1661000,"Powiat m.Opole",2014,10074
"2472",1801000,"Powiat bieszczadzki",2014,3664
"2473",1802000,"Powiat brzozowski",2014,16804
"2474",1803000,"Powiat dębicki",2014,26261
"2475",1804000,"Powiat jarosławski",2014,24413
"2476",1805000,"Powiat jasielski",2014,25399
"2477",1806000,"Powiat kolbuszowski",2014,15416
"2478",1807000,"Powiat krośnieński",2014,28612
"2479",1808000,"Powiat leżajski",2014,15321
"2480",1809000,"Powiat lubaczowski",2014,12878
"2481",1810000,"Powiat łańcucki",2014,20646
"2482",1811000,"Powiat mielecki",2014,25182
"2483",1812000,"Powiat niżański",2014,16903
"2484",1813000,"Powiat przemyski",2014,18337
"2485",1814000,"Powiat przeworski",2014,19827
"2486",1815000,"Powiat ropczycko-sędziszowski",2014,17072
"2487",1816000,"Powiat rzeszowski",2014,45032
"2488",1817000,"Powiat sanocki",2014,17761
"2489",1818000,"Powiat stalowowolski",2014,16554
"2490",1819000,"Powiat strzyżowski",2014,15697
"2491",1820000,"Powiat tarnobrzeski",2014,11040
"2492",1821000,"Powiat leski",2014,5813
"2493",1861000,"Powiat m.Krosno",2014,6278
"2494",1862000,"Powiat m.Przemyśl",2014,5185
"2495",1863000,"Powiat m.Rzeszów",2014,18502
"2496",1864000,"Powiat m.Tarnobrzeg",2014,4329
"2497",2001000,"Powiat augustowski",2014,12506
"2498",2002000,"Powiat białostocki",2014,39152
"2499",2003000,"Powiat bielski",2014,17242
"2500",2004000,"Powiat grajewski",2014,8847
"2501",2005000,"Powiat hajnowski",2014,16018
"2502",2006000,"Powiat kolneński",2014,7861
"2503",2007000,"Powiat łomżyński",2014,14112
"2504",2008000,"Powiat moniecki",2014,10439
"2505",2009000,"Powiat sejneński",2014,5513
"2506",2010000,"Powiat siemiatycki",2014,14309
"2507",2011000,"Powiat sokólski",2014,19617
"2508",2012000,"Powiat suwalski",2014,9571
"2509",2013000,"Powiat wysokomazowiecki",2014,14800
"2510",2014000,"Powiat zambrowski",2014,7184
"2511",2061000,"Powiat m.Białystok",2014,21547
"2512",2062000,"Powiat m.Łomża",2014,4952
"2513",2063000,"Powiat m.Suwałki",2014,5053
"2514",2201000,"Powiat bytowski",2014,12118
"2515",2202000,"Powiat chojnicki",2014,16019
"2516",2203000,"Powiat człuchowski",2014,7963
"2517",2204000,"Powiat gdański",2014,18504
"2518",2205000,"Powiat kartuski",2014,26772
"2519",2206000,"Powiat kościerski",2014,13405
"2520",2207000,"Powiat kwidzyński",2014,10388
"2521",2208000,"Powiat lęborski",2014,8294
"2522",2209000,"Powiat malborski",2014,7189
"2523",2210000,"Powiat nowodworski",2014,6862
"2524",2211000,"Powiat pucki",2014,17438
"2525",2212000,"Powiat słupski",2014,15709
"2526",2213000,"Powiat starogardzki",2014,22784
"2527",2214000,"Powiat tczewski",2014,12226
"2528",2215000,"Powiat wejherowski",2014,32492
"2529",2216000,"Powiat sztumski",2014,5910
"2530",2261000,"Powiat m.Gdańsk",2014,28507
"2531",2262000,"Powiat m.Gdynia",2014,17651
"2532",2263000,"Powiat m.Słupsk",2014,5289
"2533",2264000,"Powiat m.Sopot",2014,2778
"2534",2401000,"Powiat będziński",2014,25825
"2535",2402000,"Powiat bielski",2014,37342
"2536",2403000,"Powiat cieszyński",2014,38824
"2537",2404000,"Powiat częstochowski",2014,40997
"2538",2405000,"Powiat gliwicki",2014,17823
"2539",2406000,"Powiat kłobucki",2014,23660
"2540",2407000,"Powiat lubliniecki",2014,17276
"2541",2408000,"Powiat mikołowski",2014,16603
"2542",2409000,"Powiat myszkowski",2014,19875
"2543",2410000,"Powiat pszczyński",2014,20651
"2544",2411000,"Powiat raciborski",2014,18211
"2545",2412000,"Powiat rybnicki",2014,15027
"2546",2413000,"Powiat tarnogórski",2014,25049
"2547",2414000,"Powiat bieruńsko-lędziński",2014,11100
"2548",2415000,"Powiat wodzisławski",2014,28623
"2549",2416000,"Powiat zawierciański",2014,28271
"2550",2417000,"Powiat żywiecki",2014,41468
"2551",2461000,"Powiat m.Bielsko-Biała",2014,20732
"2552",2462000,"Powiat m.Bytom",2014,8588
"2553",2463000,"Powiat m.Chorzów",2014,4540
"2554",2464000,"Powiat m.Częstochowa",2014,24344
"2555",2465000,"Powiat m.Dąbrowa Górnicza",2014,12671
"2556",2466000,"Powiat m.Gliwice",2014,14061
"2557",2467000,"Powiat m.Jastrzębie-Zdrój",2014,6868
"2558",2468000,"Powiat m.Jaworzno",2014,12470
"2559",2469000,"Powiat m.Katowice",2014,18877
"2560",2470000,"Powiat m.Mysłowice",2014,7776
"2561",2471000,"Powiat m.Piekary Śląskie",2014,5672
"2562",2472000,"Powiat m.Ruda Śląska",2014,8014
"2563",2473000,"Powiat m.Rybnik",2014,19372
"2564",2474000,"Powiat m.Siemianowice Śląskie",2014,3041
"2565",2475000,"Powiat m.Sosnowiec",2014,12142
"2566",2476000,"Powiat m.Świętochłowice",2014,2096
"2567",2477000,"Powiat m.Tychy",2014,7972
"2568",2478000,"Powiat m.Zabrze",2014,10075
"2569",2479000,"Powiat m.Żory",2014,5638
"2570",2601000,"Powiat buski",2014,20021
"2571",2602000,"Powiat jędrzejowski",2014,22927
"2572",2603000,"Powiat kazimierski",2014,9523
"2573",2604000,"Powiat kielecki",2014,53359
"2574",2605000,"Powiat konecki",2014,22305
"2575",2606000,"Powiat opatowski",2014,15246
"2576",2607000,"Powiat ostrowiecki",2014,20844
"2577",2608000,"Powiat pińczowski",2014,10809
"2578",2609000,"Powiat sandomierski",2014,18785
"2579",2610000,"Powiat skarżyski",2014,13706
"2580",2611000,"Powiat starachowicki",2014,17609
"2581",2612000,"Powiat staszowski",2014,18112
"2582",2613000,"Powiat włoszczowski",2014,13471
"2583",2661000,"Powiat m.Kielce",2014,15511
"2584",2801000,"Powiat bartoszycki",2014,7506
"2585",2802000,"Powiat braniewski",2014,5482
"2586",2803000,"Powiat działdowski",2014,11824
"2587",2804000,"Powiat elbląski",2014,9870
"2588",2805000,"Powiat ełcki",2014,8309
"2589",2806000,"Powiat giżycki",2014,7253
"2590",2807000,"Powiat iławski",2014,13416
"2591",2808000,"Powiat kętrzyński",2014,6906
"2592",2809000,"Powiat lidzbarski",2014,5632
"2593",2810000,"Powiat mrągowski",2014,7594
"2594",2811000,"Powiat nidzicki",2014,5399
"2595",2812000,"Powiat nowomiejski",2014,9141
"2596",2813000,"Powiat olecki",2014,4862
"2597",2814000,"Powiat olsztyński",2014,22402
"2598",2815000,"Powiat ostródzki",2014,14320
"2599",2816000,"Powiat piski",2014,7858
"2600",2817000,"Powiat szczycieński",2014,12822
"2601",2818000,"Powiat gołdapski",2014,3660
"2602",2819000,"Powiat węgorzewski",2014,3947
"2603",2861000,"Powiat m.Elbląg",2014,6684
"2604",2862000,"Powiat m.Olsztyn",2014,9756
"2605",3001000,"Powiat chodzieski",2014,7775
"2606",3002000,"Powiat czarnkowsko-trzcianecki",2014,15625
"2607",3003000,"Powiat gnieźnieński",2014,20074
"2608",3004000,"Powiat gostyński",2014,13279
"2609",3005000,"Powiat grodziski",2014,9642
"2610",3006000,"Powiat jarociński",2014,12866
"2611",3007000,"Powiat kaliski",2014,20134
"2612",3008000,"Powiat kępiński",2014,11529
"2613",3009000,"Powiat kolski",2014,18990
"2614",3010000,"Powiat koniński",2014,32108
"2615",3011000,"Powiat kościański",2014,14071
"2616",3012000,"Powiat krotoszyński",2014,14197
"2617",3013000,"Powiat leszczyński",2014,11730
"2618",3014000,"Powiat międzychodzki",2014,6466
"2619",3015000,"Powiat nowotomyski",2014,14184
"2620",3016000,"Powiat obornicki",2014,9057
"2621",3017000,"Powiat ostrowski",2014,30525
"2622",3018000,"Powiat ostrzeszowski",2014,13154
"2623",3019000,"Powiat pilski",2014,17017
"2624",3020000,"Powiat pleszewski",2014,12243
"2625",3021000,"Powiat poznański",2014,75903
"2626",3022000,"Powiat rawicki",2014,10690
"2627",3023000,"Powiat słupecki",2014,12931
"2628",3024000,"Powiat szamotulski",2014,16802
"2629",3025000,"Powiat średzki",2014,9360
