"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_40_do_60_m2_szt"
"24511",1661000,"Powiat m.Opole",2019,NA
"24512",1801000,"Powiat bieszczadzki",2019,NA
"24513",1802000,"Powiat brzozowski",2019,NA
"24514",1803000,"Powiat dębicki",2019,NA
"24515",1804000,"Powiat jarosławski",2019,NA
"24516",1805000,"Powiat jasielski",2019,NA
"24517",1806000,"Powiat kolbuszowski",2019,NA
"24518",1807000,"Powiat krośnieński",2019,NA
"24519",1808000,"Powiat leżajski",2019,NA
"24520",1809000,"Powiat lubaczowski",2019,NA
"24521",1810000,"Powiat łańcucki",2019,NA
"24522",1811000,"Powiat mielecki",2019,NA
"24523",1812000,"Powiat niżański",2019,NA
"24524",1813000,"Powiat przemyski",2019,NA
"24525",1814000,"Powiat przeworski",2019,NA
"24526",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"24527",1816000,"Powiat rzeszowski",2019,NA
"24528",1817000,"Powiat sanocki",2019,NA
"24529",1818000,"Powiat stalowowolski",2019,NA
"24530",1819000,"Powiat strzyżowski",2019,NA
"24531",1820000,"Powiat tarnobrzeski",2019,NA
"24532",1821000,"Powiat leski",2019,NA
"24533",1861000,"Powiat m.Krosno",2019,NA
"24534",1862000,"Powiat m.Przemyśl",2019,NA
"24535",1863000,"Powiat m.Rzeszów",2019,NA
"24536",1864000,"Powiat m.Tarnobrzeg",2019,NA
"24537",2001000,"Powiat augustowski",2019,NA
"24538",2002000,"Powiat białostocki",2019,NA
"24539",2003000,"Powiat bielski",2019,NA
"24540",2004000,"Powiat grajewski",2019,NA
"24541",2005000,"Powiat hajnowski",2019,NA
"24542",2006000,"Powiat kolneński",2019,NA
"24543",2007000,"Powiat łomżyński",2019,NA
"24544",2008000,"Powiat moniecki",2019,NA
"24545",2009000,"Powiat sejneński",2019,NA
"24546",2010000,"Powiat siemiatycki",2019,NA
"24547",2011000,"Powiat sokólski",2019,NA
"24548",2012000,"Powiat suwalski",2019,NA
"24549",2013000,"Powiat wysokomazowiecki",2019,NA
"24550",2014000,"Powiat zambrowski",2019,NA
"24551",2061000,"Powiat m.Białystok",2019,NA
"24552",2062000,"Powiat m.Łomża",2019,NA
"24553",2063000,"Powiat m.Suwałki",2019,NA
"24554",2201000,"Powiat bytowski",2019,NA
"24555",2202000,"Powiat chojnicki",2019,NA
"24556",2203000,"Powiat człuchowski",2019,NA
"24557",2204000,"Powiat gdański",2019,NA
"24558",2205000,"Powiat kartuski",2019,NA
"24559",2206000,"Powiat kościerski",2019,NA
"24560",2207000,"Powiat kwidzyński",2019,NA
"24561",2208000,"Powiat lęborski",2019,NA
"24562",2209000,"Powiat malborski",2019,NA
"24563",2210000,"Powiat nowodworski",2019,NA
"24564",2211000,"Powiat pucki",2019,NA
"24565",2212000,"Powiat słupski",2019,NA
"24566",2213000,"Powiat starogardzki",2019,NA
"24567",2214000,"Powiat tczewski",2019,NA
"24568",2215000,"Powiat wejherowski",2019,NA
"24569",2216000,"Powiat sztumski",2019,NA
"24570",2261000,"Powiat m.Gdańsk",2019,NA
"24571",2262000,"Powiat m.Gdynia",2019,NA
"24572",2263000,"Powiat m.Słupsk",2019,NA
"24573",2264000,"Powiat m.Sopot",2019,NA
"24574",2401000,"Powiat będziński",2019,NA
"24575",2402000,"Powiat bielski",2019,NA
"24576",2403000,"Powiat cieszyński",2019,NA
"24577",2404000,"Powiat częstochowski",2019,NA
"24578",2405000,"Powiat gliwicki",2019,NA
"24579",2406000,"Powiat kłobucki",2019,NA
"24580",2407000,"Powiat lubliniecki",2019,NA
"24581",2408000,"Powiat mikołowski",2019,NA
"24582",2409000,"Powiat myszkowski",2019,NA
"24583",2410000,"Powiat pszczyński",2019,NA
"24584",2411000,"Powiat raciborski",2019,NA
"24585",2412000,"Powiat rybnicki",2019,NA
"24586",2413000,"Powiat tarnogórski",2019,NA
"24587",2414000,"Powiat bieruńsko-lędziński",2019,NA
"24588",2415000,"Powiat wodzisławski",2019,NA
"24589",2416000,"Powiat zawierciański",2019,NA
"24590",2417000,"Powiat żywiecki",2019,NA
"24591",2461000,"Powiat m.Bielsko-Biała",2019,NA
"24592",2462000,"Powiat m.Bytom",2019,NA
"24593",2463000,"Powiat m.Chorzów",2019,NA
"24594",2464000,"Powiat m.Częstochowa",2019,NA
"24595",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"24596",2466000,"Powiat m.Gliwice",2019,NA
"24597",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"24598",2468000,"Powiat m.Jaworzno",2019,NA
"24599",2469000,"Powiat m.Katowice",2019,NA
"24600",2470000,"Powiat m.Mysłowice",2019,NA
"24601",2471000,"Powiat m.Piekary Śląskie",2019,NA
"24602",2472000,"Powiat m.Ruda Śląska",2019,NA
"24603",2473000,"Powiat m.Rybnik",2019,NA
"24604",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"24605",2475000,"Powiat m.Sosnowiec",2019,NA
"24606",2476000,"Powiat m.Świętochłowice",2019,NA
"24607",2477000,"Powiat m.Tychy",2019,NA
"24608",2478000,"Powiat m.Zabrze",2019,NA
"24609",2479000,"Powiat m.Żory",2019,NA
"24610",2601000,"Powiat buski",2019,NA
"24611",2602000,"Powiat jędrzejowski",2019,NA
"24612",2603000,"Powiat kazimierski",2019,NA
"24613",2604000,"Powiat kielecki",2019,NA
"24614",2605000,"Powiat konecki",2019,NA
"24615",2606000,"Powiat opatowski",2019,NA
"24616",2607000,"Powiat ostrowiecki",2019,NA
"24617",2608000,"Powiat pińczowski",2019,NA
"24618",2609000,"Powiat sandomierski",2019,NA
"24619",2610000,"Powiat skarżyski",2019,NA
"24620",2611000,"Powiat starachowicki",2019,NA
"24621",2612000,"Powiat staszowski",2019,NA
"24622",2613000,"Powiat włoszczowski",2019,NA
"24623",2661000,"Powiat m.Kielce",2019,NA
"24624",2801000,"Powiat bartoszycki",2019,NA
"24625",2802000,"Powiat braniewski",2019,NA
"24626",2803000,"Powiat działdowski",2019,NA
"24627",2804000,"Powiat elbląski",2019,NA
"24628",2805000,"Powiat ełcki",2019,NA
"24629",2806000,"Powiat giżycki",2019,NA
"24630",2807000,"Powiat iławski",2019,NA
"24631",2808000,"Powiat kętrzyński",2019,NA
"24632",2809000,"Powiat lidzbarski",2019,NA
"24633",2810000,"Powiat mrągowski",2019,NA
"24634",2811000,"Powiat nidzicki",2019,NA
"24635",2812000,"Powiat nowomiejski",2019,NA
"24636",2813000,"Powiat olecki",2019,NA
"24637",2814000,"Powiat olsztyński",2019,NA
"24638",2815000,"Powiat ostródzki",2019,NA
"24639",2816000,"Powiat piski",2019,NA
"24640",2817000,"Powiat szczycieński",2019,NA
"24641",2818000,"Powiat gołdapski",2019,NA
"24642",2819000,"Powiat węgorzewski",2019,NA
"24643",2861000,"Powiat m.Elbląg",2019,NA
"24644",2862000,"Powiat m.Olsztyn",2019,NA
"24645",3001000,"Powiat chodzieski",2019,NA
"24646",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"24647",3003000,"Powiat gnieźnieński",2019,NA
"24648",3004000,"Powiat gostyński",2019,NA
"24649",3005000,"Powiat grodziski",2019,NA
"24650",3006000,"Powiat jarociński",2019,NA
"24651",3007000,"Powiat kaliski",2019,NA
"24652",3008000,"Powiat kępiński",2019,NA
"24653",3009000,"Powiat kolski",2019,NA
"24654",3010000,"Powiat koniński",2019,NA
"24655",3011000,"Powiat kościański",2019,NA
"24656",3012000,"Powiat krotoszyński",2019,NA
"24657",3013000,"Powiat leszczyński",2019,NA
"24658",3014000,"Powiat międzychodzki",2019,NA
"24659",3015000,"Powiat nowotomyski",2019,NA
"24660",3016000,"Powiat obornicki",2019,NA
"24661",3017000,"Powiat ostrowski",2019,NA
"24662",3018000,"Powiat ostrzeszowski",2019,NA
"24663",3019000,"Powiat pilski",2019,NA
"24664",3020000,"Powiat pleszewski",2019,NA
"24665",3021000,"Powiat poznański",2019,NA
"24666",3022000,"Powiat rawicki",2019,NA
"24667",3023000,"Powiat słupecki",2019,NA
"24668",3024000,"Powiat szamotulski",2019,NA
"24669",3025000,"Powiat średzki",2019,NA
"24670",3026000,"Powiat śremski",2019,NA
"24671",3027000,"Powiat turecki",2019,NA
"24672",3028000,"Powiat wągrowiecki",2019,NA
"24673",3029000,"Powiat wolsztyński",2019,NA
"24674",3030000,"Powiat wrzesiński",2019,NA
"24675",3031000,"Powiat złotowski",2019,NA
"24676",3061000,"Powiat m.Kalisz",2019,NA
"24677",3062000,"Powiat m.Konin",2019,NA
"24678",3063000,"Powiat m.Leszno",2019,NA
"24679",3064000,"Powiat m.Poznań",2019,NA
"24680",3201000,"Powiat białogardzki",2019,NA
"24681",3202000,"Powiat choszczeński",2019,NA
"24682",3203000,"Powiat drawski",2019,NA
"24683",3204000,"Powiat goleniowski",2019,NA
"24684",3205000,"Powiat gryficki",2019,NA
"24685",3206000,"Powiat gryfiński",2019,NA
"24686",3207000,"Powiat kamieński",2019,NA
"24687",3208000,"Powiat kołobrzeski",2019,NA
"24688",3209000,"Powiat koszaliński",2019,NA
"24689",3210000,"Powiat myśliborski",2019,NA
"24690",3211000,"Powiat policki",2019,NA
"24691",3212000,"Powiat pyrzycki",2019,NA
"24692",3213000,"Powiat sławieński",2019,NA
"24693",3214000,"Powiat stargardzki",2019,NA
"24694",3215000,"Powiat szczecinecki",2019,NA
"24695",3216000,"Powiat świdwiński",2019,NA
"24696",3217000,"Powiat wałecki",2019,NA
"24697",3218000,"Powiat łobeski",2019,NA
"24698",3261000,"Powiat m.Koszalin",2019,NA
"24699",3262000,"Powiat m.Szczecin",2019,NA
"24700",3263000,"Powiat m.Świnoujście",2019,NA
