"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_niepelnosprawnosc"
"10622",3203000,"Powiat drawski",2016,516
"10623",3204000,"Powiat goleniowski",2016,1009
"10624",3205000,"Powiat gryficki",2016,933
"10625",3206000,"Powiat gryfiński",2016,1191
"10626",3207000,"Powiat kamieński",2016,600
"10627",3208000,"Powiat kołobrzeski",2016,789
"10628",3209000,"Powiat koszaliński",2016,1093
"10629",3210000,"Powiat myśliborski",2016,639
"10630",3211000,"Powiat policki",2016,363
"10631",3212000,"Powiat pyrzycki",2016,862
"10632",3213000,"Powiat sławieński",2016,690
"10633",3214000,"Powiat stargardzki",2016,520
"10634",3215000,"Powiat szczecinecki",2016,816
"10635",3216000,"Powiat świdwiński",2016,1481
"10636",3217000,"Powiat wałecki",2016,3175
"10637",3218000,"Powiat łobeski",2016,1246
"10638",3261000,"Powiat m.Koszalin",2016,610
"10639",3262000,"Powiat m.Szczecin",2016,420
"10640",3263000,"Powiat m.Świnoujście",2016,550
"10641",201000,"Powiat bolesławiecki",2017,751
"10642",202000,"Powiat dzierżoniowski",2017,960
"10643",203000,"Powiat głogowski",2017,597
"10644",204000,"Powiat górowski",2017,633
"10645",205000,"Powiat jaworski",2017,499
"10646",206000,"Powiat jeleniogórski",2017,724
"10647",207000,"Powiat kamiennogórski",2017,426
"10648",208000,"Powiat kłodzki",2017,1877
"10649",209000,"Powiat legnicki",2017,629
"10650",210000,"Powiat lubański",2017,499
"10651",211000,"Powiat lubiński",2017,861
"10652",212000,"Powiat lwówecki",2017,583
"10653",213000,"Powiat milicki",2017,380
"10654",214000,"Powiat oleśnicki",2017,877
"10655",215000,"Powiat oławski",2017,585
"10656",216000,"Powiat polkowicki",2017,586
"10657",217000,"Powiat strzeliński",2017,534
"10658",218000,"Powiat średzki",2017,356
"10659",219000,"Powiat świdnicki",2017,1536
"10660",220000,"Powiat trzebnicki",2017,563
"10661",221000,"Powiat wałbrzyski",2017,657
"10662",222000,"Powiat wołowski",2017,516
"10663",223000,"Powiat wrocławski",2017,588
"10664",224000,"Powiat ząbkowicki",2017,759
"10665",225000,"Powiat zgorzelecki",2017,879
"10666",226000,"Powiat złotoryjski",2017,622
"10667",261000,"Powiat m.Jelenia Góra",2017,1055
"10668",262000,"Powiat m.Legnica",2017,1107
"10669",264000,"Powiat m.Wrocław",2017,2804
"10670",265000,"Powiat m.Wałbrzych od 2013",2017,1997
"10671",401000,"Powiat aleksandrowski",2017,748
"10672",402000,"Powiat brodnicki",2017,911
"10673",403000,"Powiat bydgoski",2017,1127
"10674",404000,"Powiat chełmiński",2017,683
"10675",405000,"Powiat golubsko-dobrzyński",2017,543
"10676",406000,"Powiat grudziądzki",2017,405
"10677",407000,"Powiat inowrocławski",2017,2402
"10678",408000,"Powiat lipnowski",2017,1067
"10679",409000,"Powiat mogileński",2017,505
"10680",410000,"Powiat nakielski",2017,1232
"10681",411000,"Powiat radziejowski",2017,600
"10682",412000,"Powiat rypiński",2017,612
"10683",413000,"Powiat sępoleński",2017,598
"10684",414000,"Powiat świecki",2017,1720
"10685",415000,"Powiat toruński",2017,968
"10686",416000,"Powiat tucholski",2017,710
"10687",417000,"Powiat wąbrzeski",2017,480
"10688",418000,"Powiat włocławski",2017,883
"10689",419000,"Powiat żniński",2017,847
"10690",461000,"Powiat m.Bydgoszcz",2017,3293
"10691",462000,"Powiat m.Grudziądz",2017,1465
"10692",463000,"Powiat m.Toruń",2017,1542
"10693",464000,"Powiat m.Włocławek",2017,1443
"10694",601000,"Powiat bialski",2017,1050
"10695",602000,"Powiat biłgorajski",2017,977
"10696",603000,"Powiat chełmski",2017,913
"10697",604000,"Powiat hrubieszowski",2017,604
"10698",605000,"Powiat janowski",2017,477
"10699",606000,"Powiat krasnostawski",2017,793
"10700",607000,"Powiat kraśnicki",2017,1050
"10701",608000,"Powiat lubartowski",2017,793
"10702",609000,"Powiat lubelski",2017,1237
"10703",610000,"Powiat łęczyński",2017,507
"10704",611000,"Powiat łukowski",2017,771
"10705",612000,"Powiat opolski",2017,506
"10706",613000,"Powiat parczewski",2017,498
"10707",614000,"Powiat puławski",2017,1222
"10708",615000,"Powiat radzyński",2017,528
"10709",616000,"Powiat rycki",2017,570
"10710",617000,"Powiat świdnicki",2017,685
"10711",618000,"Powiat tomaszowski",2017,830
"10712",619000,"Powiat włodawski",2017,419
"10713",620000,"Powiat zamojski",2017,849
"10714",661000,"Powiat m.Biała Podlaska",2017,411
"10715",662000,"Powiat m.Chełm",2017,859
"10716",663000,"Powiat m.Lublin",2017,4348
"10717",664000,"Powiat m.Zamość",2017,793
"10718",801000,"Powiat gorzowski",2017,841
"10719",802000,"Powiat krośnieński",2017,842
"10720",803000,"Powiat międzyrzecki",2017,874
"10721",804000,"Powiat nowosolski",2017,1178
"10722",805000,"Powiat słubicki",2017,545
"10723",806000,"Powiat strzelecko-drezdenecki",2017,1088
"10724",807000,"Powiat sulęciński",2017,651
"10725",808000,"Powiat świebodziński",2017,658
"10726",809000,"Powiat zielonogórski",2017,1154
"10727",810000,"Powiat żagański",2017,1489
"10728",811000,"Powiat żarski",2017,1996
"10729",812000,"Powiat wschowski",2017,565
"10730",861000,"Powiat m.Gorzów Wielkopolski",2017,1608
"10731",862000,"Powiat m.Zielona Góra",2017,1623
"10732",1001000,"Powiat bełchatowski",2017,1455
"10733",1002000,"Powiat kutnowski",2017,1304
"10734",1003000,"Powiat łaski",2017,456
"10735",1004000,"Powiat łęczycki",2017,516
"10736",1005000,"Powiat łowicki",2017,504
"10737",1006000,"Powiat łódzki wschodni",2017,625
"10738",1007000,"Powiat opoczyński",2017,800
"10739",1008000,"Powiat pabianicki",2017,996
"10740",1009000,"Powiat pajęczański",2017,425
"10741",1010000,"Powiat piotrkowski",2017,1036
"10742",1011000,"Powiat poddębicki",2017,438
"10743",1012000,"Powiat radomszczański",2017,1511
"10744",1013000,"Powiat rawski",2017,536
"10745",1014000,"Powiat sieradzki",2017,774
"10746",1015000,"Powiat skierniewicki",2017,252
"10747",1016000,"Powiat tomaszowski",2017,1634
"10748",1017000,"Powiat wieluński",2017,599
"10749",1018000,"Powiat wieruszowski",2017,314
"10750",1019000,"Powiat zduńskowolski",2017,698
"10751",1020000,"Powiat zgierski",2017,1652
"10752",1021000,"Powiat brzeziński",2017,401
"10753",1061000,"Powiat m.Łódź",2017,8339
"10754",1062000,"Powiat m.Piotrków Trybunalski",2017,1083
"10755",1063000,"Powiat m.Skierniewice",2017,329
"10756",1201000,"Powiat bocheński",2017,844
"10757",1202000,"Powiat brzeski",2017,629
"10758",1203000,"Powiat chrzanowski",2017,1528
"10759",1204000,"Powiat dąbrowski",2017,681
"10760",1205000,"Powiat gorlicki",2017,1589
"10761",1206000,"Powiat krakowski",2017,1893
"10762",1207000,"Powiat limanowski",2017,1438
"10763",1208000,"Powiat miechowski",2017,474
"10764",1209000,"Powiat myślenicki",2017,1038
"10765",1210000,"Powiat nowosądecki",2017,2332
"10766",1211000,"Powiat nowotarski",2017,1236
"10767",1212000,"Powiat olkuski",2017,948
"10768",1213000,"Powiat oświęcimski",2017,1339
"10769",1214000,"Powiat proszowicki",2017,330
"10770",1215000,"Powiat suski",2017,903
"10771",1216000,"Powiat tarnowski",2017,1700
"10772",1217000,"Powiat tatrzański",2017,490
"10773",1218000,"Powiat wadowicki",2017,1223
"10774",1219000,"Powiat wielicki",2017,941
"10775",1261000,"Powiat m.Kraków",2017,7320
"10776",1262000,"Powiat m.Nowy Sącz",2017,1214
"10777",1263000,"Powiat m.Tarnów",2017,1424
"10778",1401000,"Powiat białobrzeski",2017,272
"10779",1402000,"Powiat ciechanowski",2017,789
"10780",1403000,"Powiat garwoliński",2017,570
"10781",1404000,"Powiat gostyniński",2017,490
"10782",1405000,"Powiat grodziski",2017,946
"10783",1406000,"Powiat grójecki",2017,602
"10784",1407000,"Powiat kozienicki",2017,624
"10785",1408000,"Powiat legionowski",2017,887
"10786",1409000,"Powiat lipski",2017,338
"10787",1410000,"Powiat łosicki",2017,268
"10788",1411000,"Powiat makowski",2017,590
"10789",1412000,"Powiat miński",2017,868
"10790",1413000,"Powiat mławski",2017,577
"10791",1414000,"Powiat nowodworski",2017,784
"10792",1415000,"Powiat ostrołęcki",2017,636
"10793",1416000,"Powiat ostrowski",2017,763
"10794",1417000,"Powiat otwocki",2017,923
"10795",1418000,"Powiat piaseczyński",2017,734
"10796",1419000,"Powiat płocki",2017,964
"10797",1420000,"Powiat płoński",2017,691
"10798",1421000,"Powiat pruszkowski",2017,1032
"10799",1422000,"Powiat przasnyski",2017,513
"10800",1423000,"Powiat przysuski",2017,359
"10801",1424000,"Powiat pułtuski",2017,410
"10802",1425000,"Powiat radomski",2017,1300
"10803",1426000,"Powiat siedlecki",2017,716
"10804",1427000,"Powiat sierpecki",2017,591
"10805",1428000,"Powiat sochaczewski",2017,709
"10806",1429000,"Powiat sokołowski",2017,451
"10807",1430000,"Powiat szydłowiecki",2017,562
"10808",1432000,"Powiat warszawski zachodni",2017,533
"10809",1433000,"Powiat węgrowski",2017,722
"10810",1434000,"Powiat wołomiński",2017,1818
"10811",1435000,"Powiat wyszkowski",2017,801
"10812",1436000,"Powiat zwoleński",2017,254
"10813",1437000,"Powiat żuromiński",2017,236
"10814",1438000,"Powiat żyrardowski",2017,661
"10815",1461000,"Powiat m.Ostrołęka",2017,698
"10816",1462000,"Powiat m.Płock",2017,1050
"10817",1463000,"Powiat m.Radom",2017,2804
"10818",1464000,"Powiat m.Siedlce",2017,785
"10819",1465000,"Powiat m. st. Warszawa",2017,13070
"10820",1601000,"Powiat brzeski",2017,981
"10821",1602000,"Powiat głubczycki",2017,458
"10822",1603000,"Powiat kędzierzyńsko-kozielski",2017,888
"10823",1604000,"Powiat kluczborski",2017,573
"10824",1605000,"Powiat krapkowicki",2017,568
"10825",1606000,"Powiat namysłowski",2017,407
"10826",1607000,"Powiat nyski",2017,1450
"10827",1608000,"Powiat oleski",2017,552
"10828",1609000,"Powiat opolski",2017,626
"10829",1610000,"Powiat prudnicki",2017,318
"10830",1611000,"Powiat strzelecki",2017,639
"10831",1661000,"Powiat m.Opole",2017,766
"10832",1801000,"Powiat bieszczadzki",2017,255
"10833",1802000,"Powiat brzozowski",2017,612
"10834",1803000,"Powiat dębicki",2017,1395
"10835",1804000,"Powiat jarosławski",2017,1147
"10836",1805000,"Powiat jasielski",2017,1658
"10837",1806000,"Powiat kolbuszowski",2017,894
"10838",1807000,"Powiat krośnieński",2017,1127
"10839",1808000,"Powiat leżajski",2017,631
"10840",1809000,"Powiat lubaczowski",2017,515
"10841",1810000,"Powiat łańcucki",2017,743
"10842",1811000,"Powiat mielecki",2017,1061
"10843",1812000,"Powiat niżański",2017,796
"10844",1813000,"Powiat przemyski",2017,1020
"10845",1814000,"Powiat przeworski",2017,683
"10846",1815000,"Powiat ropczycko-sędziszowski",2017,683
"10847",1816000,"Powiat rzeszowski",2017,1435
"10848",1817000,"Powiat sanocki",2017,938
"10849",1818000,"Powiat stalowowolski",2017,1314
"10850",1819000,"Powiat strzyżowski",2017,629
"10851",1820000,"Powiat tarnobrzeski",2017,688
"10852",1821000,"Powiat leski",2017,335
"10853",1861000,"Powiat m.Krosno",2017,511
"10854",1862000,"Powiat m.Przemyśl",2017,707
"10855",1863000,"Powiat m.Rzeszów",2017,1435
"10856",1864000,"Powiat m.Tarnobrzeg",2017,482
"10857",2001000,"Powiat augustowski",2017,389
"10858",2002000,"Powiat białostocki",2017,1473
"10859",2003000,"Powiat bielski",2017,833
"10860",2004000,"Powiat grajewski",2017,463
"10861",2005000,"Powiat hajnowski",2017,751
"10862",2006000,"Powiat kolneński",2017,261
"10863",2007000,"Powiat łomżyński",2017,388
"10864",2008000,"Powiat moniecki",2017,407
"10865",2009000,"Powiat sejneński",2017,186
"10866",2010000,"Powiat siemiatycki",2017,518
"10867",2011000,"Powiat sokólski",2017,700
"10868",2012000,"Powiat suwalski",2017,345
"10869",2013000,"Powiat wysokomazowiecki",2017,335
"10870",2014000,"Powiat zambrowski",2017,339
"10871",2061000,"Powiat m.Białystok",2017,2896
"10872",2062000,"Powiat m.Łomża",2017,472
"10873",2063000,"Powiat m.Suwałki",2017,1062
"10874",2201000,"Powiat bytowski",2017,1197
"10875",2202000,"Powiat chojnicki",2017,1442
"10876",2203000,"Powiat człuchowski",2017,1025
"10877",2204000,"Powiat gdański",2017,1171
"10878",2205000,"Powiat kartuski",2017,1457
"10879",2206000,"Powiat kościerski",2017,1222
"10880",2207000,"Powiat kwidzyński",2017,1447
"10881",2208000,"Powiat lęborski",2017,1619
"10882",2209000,"Powiat malborski",2017,1271
"10883",2210000,"Powiat nowodworski",2017,532
"10884",2211000,"Powiat pucki",2017,906
"10885",2212000,"Powiat słupski",2017,1944
"10886",2213000,"Powiat starogardzki",2017,1772
"10887",2214000,"Powiat tczewski",2017,1763
"10888",2215000,"Powiat wejherowski",2017,2880
"10889",2216000,"Powiat sztumski",2017,769
"10890",2261000,"Powiat m.Gdańsk",2017,3580
"10891",2262000,"Powiat m.Gdynia",2017,2600
"10892",2263000,"Powiat m.Słupsk",2017,1972
"10893",2264000,"Powiat m.Sopot",2017,533
"10894",2401000,"Powiat będziński",2017,1178
"10895",2402000,"Powiat bielski",2017,953
"10896",2403000,"Powiat cieszyński",2017,1404
"10897",2404000,"Powiat częstochowski",2017,1042
"10898",2405000,"Powiat gliwicki",2017,693
"10899",2406000,"Powiat kłobucki",2017,616
"10900",2407000,"Powiat lubliniecki",2017,546
"10901",2408000,"Powiat mikołowski",2017,451
"10902",2409000,"Powiat myszkowski",2017,697
"10903",2410000,"Powiat pszczyński",2017,512
"10904",2411000,"Powiat raciborski",2017,692
"10905",2412000,"Powiat rybnicki",2017,316
"10906",2413000,"Powiat tarnogórski",2017,968
"10907",2414000,"Powiat bieruńsko-lędziński",2017,331
"10908",2415000,"Powiat wodzisławski",2017,778
"10909",2416000,"Powiat zawierciański",2017,1181
"10910",2417000,"Powiat żywiecki",2017,1010
"10911",2461000,"Powiat m.Bielsko-Biała",2017,1192
"10912",2462000,"Powiat m.Bytom",2017,1844
"10913",2463000,"Powiat m.Chorzów",2017,1274
"10914",2464000,"Powiat m.Częstochowa",2017,2851
"10915",2465000,"Powiat m.Dąbrowa Górnicza",2017,718
"10916",2466000,"Powiat m.Gliwice",2017,1290
"10917",2467000,"Powiat m.Jastrzębie-Zdrój",2017,450
"10918",2468000,"Powiat m.Jaworzno",2017,625
"10919",2469000,"Powiat m.Katowice",2017,2440
"10920",2470000,"Powiat m.Mysłowice",2017,579
"10921",2471000,"Powiat m.Piekary Śląskie",2017,366
"10922",2472000,"Powiat m.Ruda Śląska",2017,1352
"10923",2473000,"Powiat m.Rybnik",2017,1041
"10924",2474000,"Powiat m.Siemianowice Śląskie",2017,896
"10925",2475000,"Powiat m.Sosnowiec",2017,1871
"10926",2476000,"Powiat m.Świętochłowice",2017,495
"10927",2477000,"Powiat m.Tychy",2017,957
"10928",2478000,"Powiat m.Zabrze",2017,1177
"10929",2479000,"Powiat m.Żory",2017,257
"10930",2601000,"Powiat buski",2017,591
"10931",2602000,"Powiat jędrzejowski",2017,908
"10932",2603000,"Powiat kazimierski",2017,240
"10933",2604000,"Powiat kielecki",2017,2497
"10934",2605000,"Powiat konecki",2017,1344
"10935",2606000,"Powiat opatowski",2017,686
"10936",2607000,"Powiat ostrowiecki",2017,1604
"10937",2608000,"Powiat pińczowski",2017,389
"10938",2609000,"Powiat sandomierski",2017,895
"10939",2610000,"Powiat skarżyski",2017,528
"10940",2611000,"Powiat starachowicki",2017,1373
"10941",2612000,"Powiat staszowski",2017,1066
"10942",2613000,"Powiat włoszczowski",2017,468
"10943",2661000,"Powiat m.Kielce",2017,3415
"10944",2801000,"Powiat bartoszycki",2017,1313
"10945",2802000,"Powiat braniewski",2017,758
"10946",2803000,"Powiat działdowski",2017,790
"10947",2804000,"Powiat elbląski",2017,1300
"10948",2805000,"Powiat ełcki",2017,1257
"10949",2806000,"Powiat giżycki",2017,765
"10950",2807000,"Powiat iławski",2017,1607
"10951",2808000,"Powiat kętrzyński",2017,1314
"10952",2809000,"Powiat lidzbarski",2017,750
"10953",2810000,"Powiat mrągowski",2017,926
"10954",2811000,"Powiat nidzicki",2017,594
"10955",2812000,"Powiat nowomiejski",2017,870
"10956",2813000,"Powiat olecki",2017,255
"10957",2814000,"Powiat olsztyński",2017,1610
"10958",2815000,"Powiat ostródzki",2017,1590
"10959",2816000,"Powiat piski",2017,561
"10960",2817000,"Powiat szczycieński",2017,1224
"10961",2818000,"Powiat gołdapski",2017,282
"10962",2819000,"Powiat węgorzewski",2017,290
"10963",2861000,"Powiat m.Elbląg",2017,2162
"10964",2862000,"Powiat m.Olsztyn",2017,2224
"10965",3001000,"Powiat chodzieski",2017,450
"10966",3002000,"Powiat czarnkowsko-trzcianecki",2017,973
"10967",3003000,"Powiat gnieźnieński",2017,1353
"10968",3004000,"Powiat gostyński",2017,609
"10969",3005000,"Powiat grodziski",2017,445
"10970",3006000,"Powiat jarociński",2017,626
"10971",3007000,"Powiat kaliski",2017,684
"10972",3008000,"Powiat kępiński",2017,536
"10973",3009000,"Powiat kolski",2017,832
"10974",3010000,"Powiat koniński",2017,1142
"10975",3011000,"Powiat kościański",2017,834
"10976",3012000,"Powiat krotoszyński",2017,581
"10977",3013000,"Powiat leszczyński",2017,507
"10978",3014000,"Powiat międzychodzki",2017,437
"10979",3015000,"Powiat nowotomyski",2017,611
"10980",3016000,"Powiat obornicki",2017,757
"10981",3017000,"Powiat ostrowski",2017,1518
"10982",3018000,"Powiat ostrzeszowski",2017,609
"10983",3019000,"Powiat pilski",2017,1473
"10984",3020000,"Powiat pleszewski",2017,1008
"10985",3021000,"Powiat poznański",2017,1745
"10986",3022000,"Powiat rawicki",2017,526
"10987",3023000,"Powiat słupecki",2017,607
"10988",3024000,"Powiat szamotulski",2017,797
"10989",3025000,"Powiat średzki",2017,439
"10990",3026000,"Powiat śremski",2017,671
"10991",3027000,"Powiat turecki",2017,870
"10992",3028000,"Powiat wągrowiecki",2017,843
"10993",3029000,"Powiat wolsztyński",2017,369
"10994",3030000,"Powiat wrzesiński",2017,875
"10995",3031000,"Powiat złotowski",2017,1027
"10996",3061000,"Powiat m.Kalisz",2017,1582
"10997",3062000,"Powiat m.Konin",2017,629
"10998",3063000,"Powiat m.Leszno",2017,739
"10999",3064000,"Powiat m.Poznań",2017,4040
"11000",3201000,"Powiat białogardzki",2017,445
"11001",3202000,"Powiat choszczeński",2017,706
"11002",3203000,"Powiat drawski",2017,489
"11003",3204000,"Powiat goleniowski",2017,1031
"11004",3205000,"Powiat gryficki",2017,892
"11005",3206000,"Powiat gryfiński",2017,1132
"11006",3207000,"Powiat kamieński",2017,589
"11007",3208000,"Powiat kołobrzeski",2017,778
"11008",3209000,"Powiat koszaliński",2017,667
"11009",3210000,"Powiat myśliborski",2017,845
"11010",3211000,"Powiat policki",2017,660
"11011",3212000,"Powiat pyrzycki",2017,512
"11012",3213000,"Powiat sławieński",2017,792
"11013",3214000,"Powiat stargardzki",2017,1404
"11014",3215000,"Powiat szczecinecki",2017,1221
"11015",3216000,"Powiat świdwiński",2017,597
"11016",3217000,"Powiat wałecki",2017,544
"11017",3218000,"Powiat łobeski",2017,345
"11018",3261000,"Powiat m.Koszalin",2017,1073
"11019",3262000,"Powiat m.Szczecin",2017,3133
"11020",3263000,"Powiat m.Świnoujście",2017,403
"11021",201000,"Powiat bolesławiecki",2018,671
"11022",202000,"Powiat dzierżoniowski",2018,862
"11023",203000,"Powiat głogowski",2018,675
"11024",204000,"Powiat górowski",2018,639
"11025",205000,"Powiat jaworski",2018,456
"11026",206000,"Powiat jeleniogórski",2018,604
"11027",207000,"Powiat kamiennogórski",2018,409
"11028",208000,"Powiat kłodzki",2018,1720
"11029",209000,"Powiat legnicki",2018,560
"11030",210000,"Powiat lubański",2018,455
"11031",211000,"Powiat lubiński",2018,776
"11032",212000,"Powiat lwówecki",2018,538
"11033",213000,"Powiat milicki",2018,380
"11034",214000,"Powiat oleśnicki",2018,810
"11035",215000,"Powiat oławski",2018,593
"11036",216000,"Powiat polkowicki",2018,619
"11037",217000,"Powiat strzeliński",2018,518
"11038",218000,"Powiat średzki",2018,350
"11039",219000,"Powiat świdnicki",2018,1379
"11040",220000,"Powiat trzebnicki",2018,576
"11041",221000,"Powiat wałbrzyski",2018,638
"11042",222000,"Powiat wołowski",2018,436
"11043",223000,"Powiat wrocławski",2018,546
"11044",224000,"Powiat ząbkowicki",2018,730
"11045",225000,"Powiat zgorzelecki",2018,832
"11046",226000,"Powiat złotoryjski",2018,626
"11047",261000,"Powiat m.Jelenia Góra",2018,1058
"11048",262000,"Powiat m.Legnica",2018,993
"11049",264000,"Powiat m.Wrocław",2018,2582
"11050",265000,"Powiat m.Wałbrzych od 2013",2018,1904
"11051",401000,"Powiat aleksandrowski",2018,667
"11052",402000,"Powiat brodnicki",2018,872
"11053",403000,"Powiat bydgoski",2018,1091
"11054",404000,"Powiat chełmiński",2018,644
"11055",405000,"Powiat golubsko-dobrzyński",2018,499
"11056",406000,"Powiat grudziądzki",2018,385
"11057",407000,"Powiat inowrocławski",2018,2272
"11058",408000,"Powiat lipnowski",2018,1039
"11059",409000,"Powiat mogileński",2018,474
"11060",410000,"Powiat nakielski",2018,1181
"11061",411000,"Powiat radziejowski",2018,543
"11062",412000,"Powiat rypiński",2018,569
"11063",413000,"Powiat sępoleński",2018,611
"11064",414000,"Powiat świecki",2018,1620
"11065",415000,"Powiat toruński",2018,938
"11066",416000,"Powiat tucholski",2018,681
"11067",417000,"Powiat wąbrzeski",2018,400
"11068",418000,"Powiat włocławski",2018,854
"11069",419000,"Powiat żniński",2018,772
"11070",461000,"Powiat m.Bydgoszcz",2018,3196
"11071",462000,"Powiat m.Grudziądz",2018,1430
"11072",463000,"Powiat m.Toruń",2018,1404
"11073",464000,"Powiat m.Włocławek",2018,1371
"11074",601000,"Powiat bialski",2018,1031
"11075",602000,"Powiat biłgorajski",2018,946
"11076",603000,"Powiat chełmski",2018,779
"11077",604000,"Powiat hrubieszowski",2018,590
"11078",605000,"Powiat janowski",2018,482
"11079",606000,"Powiat krasnostawski",2018,872
"11080",607000,"Powiat kraśnicki",2018,1006
"11081",608000,"Powiat lubartowski",2018,798
"11082",609000,"Powiat lubelski",2018,1212
"11083",610000,"Powiat łęczyński",2018,487
"11084",611000,"Powiat łukowski",2018,737
"11085",612000,"Powiat opolski",2018,488
"11086",613000,"Powiat parczewski",2018,455
"11087",614000,"Powiat puławski",2018,1219
"11088",615000,"Powiat radzyński",2018,508
"11089",616000,"Powiat rycki",2018,560
"11090",617000,"Powiat świdnicki",2018,634
"11091",618000,"Powiat tomaszowski",2018,800
"11092",619000,"Powiat włodawski",2018,396
"11093",620000,"Powiat zamojski",2018,837
"11094",661000,"Powiat m.Biała Podlaska",2018,419
"11095",662000,"Powiat m.Chełm",2018,770
"11096",663000,"Powiat m.Lublin",2018,4257
"11097",664000,"Powiat m.Zamość",2018,768
"11098",801000,"Powiat gorzowski",2018,816
"11099",802000,"Powiat krośnieński",2018,781
"11100",803000,"Powiat międzyrzecki",2018,788
"11101",804000,"Powiat nowosolski",2018,1108
"11102",805000,"Powiat słubicki",2018,471
"11103",806000,"Powiat strzelecko-drezdenecki",2018,1021
"11104",807000,"Powiat sulęciński",2018,595
"11105",808000,"Powiat świebodziński",2018,628
"11106",809000,"Powiat zielonogórski",2018,1115
"11107",810000,"Powiat żagański",2018,1387
"11108",811000,"Powiat żarski",2018,1849
"11109",812000,"Powiat wschowski",2018,550
"11110",861000,"Powiat m.Gorzów Wielkopolski",2018,1459
"11111",862000,"Powiat m.Zielona Góra",2018,1554
"11112",1001000,"Powiat bełchatowski",2018,1431
"11113",1002000,"Powiat kutnowski",2018,1226
"11114",1003000,"Powiat łaski",2018,409
"11115",1004000,"Powiat łęczycki",2018,469
"11116",1005000,"Powiat łowicki",2018,483
"11117",1006000,"Powiat łódzki wschodni",2018,569
"11118",1007000,"Powiat opoczyński",2018,784
"11119",1008000,"Powiat pabianicki",2018,943
"11120",1009000,"Powiat pajęczański",2018,417
"11121",1010000,"Powiat piotrkowski",2018,982
"11122",1011000,"Powiat poddębicki",2018,420
"11123",1012000,"Powiat radomszczański",2018,1432
"11124",1013000,"Powiat rawski",2018,479
"11125",1014000,"Powiat sieradzki",2018,692
"11126",1015000,"Powiat skierniewicki",2018,225
"11127",1016000,"Powiat tomaszowski",2018,1483
"11128",1017000,"Powiat wieluński",2018,579
"11129",1018000,"Powiat wieruszowski",2018,309
"11130",1019000,"Powiat zduńskowolski",2018,631
"11131",1020000,"Powiat zgierski",2018,1555
"11132",1021000,"Powiat brzeziński",2018,355
"11133",1061000,"Powiat m.Łódź",2018,7416
"11134",1062000,"Powiat m.Piotrków Trybunalski",2018,932
"11135",1063000,"Powiat m.Skierniewice",2018,353
"11136",1201000,"Powiat bocheński",2018,826
"11137",1202000,"Powiat brzeski",2018,610
"11138",1203000,"Powiat chrzanowski",2018,1487
"11139",1204000,"Powiat dąbrowski",2018,685
"11140",1205000,"Powiat gorlicki",2018,1516
"11141",1206000,"Powiat krakowski",2018,1848
"11142",1207000,"Powiat limanowski",2018,1426
"11143",1208000,"Powiat miechowski",2018,447
"11144",1209000,"Powiat myślenicki",2018,1056
"11145",1210000,"Powiat nowosądecki",2018,2321
"11146",1211000,"Powiat nowotarski",2018,1206
"11147",1212000,"Powiat olkuski",2018,888
"11148",1213000,"Powiat oświęcimski",2018,1351
"11149",1214000,"Powiat proszowicki",2018,334
"11150",1215000,"Powiat suski",2018,845
"11151",1216000,"Powiat tarnowski",2018,1671
"11152",1217000,"Powiat tatrzański",2018,574
"11153",1218000,"Powiat wadowicki",2018,1211
"11154",1219000,"Powiat wielicki",2018,947
"11155",1261000,"Powiat m.Kraków",2018,6974
"11156",1262000,"Powiat m.Nowy Sącz",2018,1011
"11157",1263000,"Powiat m.Tarnów",2018,1438
"11158",1401000,"Powiat białobrzeski",2018,252
"11159",1402000,"Powiat ciechanowski",2018,724
"11160",1403000,"Powiat garwoliński",2018,513
"11161",1404000,"Powiat gostyniński",2018,499
"11162",1405000,"Powiat grodziski",2018,884
"11163",1406000,"Powiat grójecki",2018,595
"11164",1407000,"Powiat kozienicki",2018,620
"11165",1408000,"Powiat legionowski",2018,837
"11166",1409000,"Powiat lipski",2018,357
"11167",1410000,"Powiat łosicki",2018,272
"11168",1411000,"Powiat makowski",2018,547
"11169",1412000,"Powiat miński",2018,857
"11170",1413000,"Powiat mławski",2018,577
"11171",1414000,"Powiat nowodworski",2018,762
"11172",1415000,"Powiat ostrołęcki",2018,584
"11173",1416000,"Powiat ostrowski",2018,855
"11174",1417000,"Powiat otwocki",2018,866
"11175",1418000,"Powiat piaseczyński",2018,701
"11176",1419000,"Powiat płocki",2018,876
"11177",1420000,"Powiat płoński",2018,661
"11178",1421000,"Powiat pruszkowski",2018,973
"11179",1422000,"Powiat przasnyski",2018,456
"11180",1423000,"Powiat przysuski",2018,333
"11181",1424000,"Powiat pułtuski",2018,398
"11182",1425000,"Powiat radomski",2018,1168
"11183",1426000,"Powiat siedlecki",2018,707
"11184",1427000,"Powiat sierpecki",2018,567
"11185",1428000,"Powiat sochaczewski",2018,631
"11186",1429000,"Powiat sokołowski",2018,393
"11187",1430000,"Powiat szydłowiecki",2018,546
"11188",1432000,"Powiat warszawski zachodni",2018,518
"11189",1433000,"Powiat węgrowski",2018,772
"11190",1434000,"Powiat wołomiński",2018,1658
"11191",1435000,"Powiat wyszkowski",2018,761
"11192",1436000,"Powiat zwoleński",2018,295
