"","Kod","Nazwa","rok","SCIEZKI_ROWEROWE_CTAB_scieZki_rowerowe_na_10_tys_ludnosci_km"
"8296",1063000,"Powiat m.Skierniewice",2015,4.55
"8297",1201000,"Powiat bocheński",2015,0.46
"8298",1202000,"Powiat brzeski",2015,0.1
"8299",1203000,"Powiat chrzanowski",2015,0.46
"8300",1204000,"Powiat dąbrowski",2015,0.84
"8301",1205000,"Powiat gorlicki",2015,0.81
"8302",1206000,"Powiat krakowski",2015,0.03
"8303",1208000,"Powiat miechowski",2015,0.1
"8304",1209000,"Powiat myślenicki",2015,0.37
"8305",1210000,"Powiat nowosądecki",2015,0.31
"8306",1211000,"Powiat nowotarski",2015,1.83
"8307",1212000,"Powiat olkuski",2015,0.14
"8308",1213000,"Powiat oświęcimski",2015,1.21
"8309",1214000,"Powiat proszowicki",2015,0
"8310",1215000,"Powiat suski",2015,0.42
"8311",1216000,"Powiat tarnowski",2015,1.03
"8312",1217000,"Powiat tatrzański",2015,0.21
"8313",1218000,"Powiat wadowicki",2015,0.11
"8314",1219000,"Powiat wielicki",2015,0.58
"8315",1261000,"Powiat m.Kraków",2015,2.18
"8316",1262000,"Powiat m.Nowy Sącz",2015,1.5
"8317",1263000,"Powiat m.Tarnów",2015,5.86
"8318",1401000,"Powiat białobrzeski",2015,2.2
"8319",1402000,"Powiat ciechanowski",2015,2.97
"8320",1403000,"Powiat garwoliński",2015,0.64
"8321",1404000,"Powiat gostyniński",2015,3.07
"8322",1405000,"Powiat grodziski",2015,1.58
"8323",1406000,"Powiat grójecki",2015,2.32
"8324",1407000,"Powiat kozienicki",2015,2.28
"8325",1408000,"Powiat legionowski",2015,2.56
"8326",1409000,"Powiat lipski",2015,0.4
"8327",1410000,"Powiat łosicki",2015,0.47
"8328",1411000,"Powiat makowski",2015,0.39
"8329",1412000,"Powiat miński",2015,0.92
"8330",1413000,"Powiat mławski",2015,2.96
"8331",1414000,"Powiat nowodworski",2015,4.89
"8332",1415000,"Powiat ostrołęcki",2015,4.33
"8333",1416000,"Powiat ostrowski",2015,0.72
"8334",1417000,"Powiat otwocki",2015,2.9
"8335",1418000,"Powiat piaseczyński",2015,1.59
"8336",1419000,"Powiat płocki",2015,1.81
"8337",1420000,"Powiat płoński",2015,2.79
"8338",1421000,"Powiat pruszkowski",2015,2.38
"8339",1422000,"Powiat przasnyski",2015,9.93
"8340",1423000,"Powiat przysuski",2015,1.9
"8341",1424000,"Powiat pułtuski",2015,0.21
"8342",1425000,"Powiat radomski",2015,0.46
"8343",1426000,"Powiat siedlecki",2015,1.24
"8344",1427000,"Powiat sierpecki",2015,0.25
"8345",1428000,"Powiat sochaczewski",2015,2.45
"8346",1429000,"Powiat sokołowski",2015,1.5
"8347",1430000,"Powiat szydłowiecki",2015,0.45
"8348",1432000,"Powiat warszawski zachodni",2015,2.55
"8349",1433000,"Powiat węgrowski",2015,3.04
"8350",1434000,"Powiat wołomiński",2015,1.78
"8351",1435000,"Powiat wyszkowski",2015,6.71
"8352",1436000,"Powiat zwoleński",2015,1.12
"8353",1437000,"Powiat żuromiński",2015,2.47
"8354",1438000,"Powiat żyrardowski",2015,2.61
"8355",1461000,"Powiat m.Ostrołęka",2015,3.23
"8356",1462000,"Powiat m.Płock",2015,3.17
"8357",1463000,"Powiat m.Radom",2015,1.91
"8358",1464000,"Powiat m.Siedlce",2015,4.44
"8359",1465000,"Powiat m. st. Warszawa",2015,2.62
"8360",1601000,"Powiat brzeski",2015,0.68
"8361",1602000,"Powiat głubczycki",2015,0.45
"8362",1603000,"Powiat kędzierzyńsko-kozielski",2015,3.74
"8363",1604000,"Powiat kluczborski",2015,0.78
"8364",1605000,"Powiat krapkowicki",2015,3.5
"8365",1606000,"Powiat namysłowski",2015,1.31
"8366",1607000,"Powiat nyski",2015,4.35
"8367",1608000,"Powiat oleski",2015,2.53
"8368",1609000,"Powiat opolski",2015,2.43
"8369",1610000,"Powiat prudnicki",2015,3.61
"8370",1611000,"Powiat strzelecki",2015,4.27
"8371",1661000,"Powiat m.Opole",2015,5.62
"8372",1802000,"Powiat brzozowski",2015,1.21
"8373",1803000,"Powiat dębicki",2015,1.43
"8374",1804000,"Powiat jarosławski",2015,1.55
"8375",1805000,"Powiat jasielski",2015,0.01
"8376",1806000,"Powiat kolbuszowski",2015,0.51
"8377",1807000,"Powiat krośnieński",2015,0
"8378",1808000,"Powiat leżajski",2015,2.18
"8379",1809000,"Powiat lubaczowski",2015,5.39
"8380",1810000,"Powiat łańcucki",2015,0
"8381",1811000,"Powiat mielecki",2015,3.6
"8382",1812000,"Powiat niżański",2015,7.06
"8383",1813000,"Powiat przemyski",2015,11.65
"8384",1815000,"Powiat ropczycko-sędziszowski",2015,0.79
"8385",1816000,"Powiat rzeszowski",2015,1.23
"8386",1818000,"Powiat stalowowolski",2015,6.79
"8387",1819000,"Powiat strzyżowski",2015,0.11
"8388",1820000,"Powiat tarnobrzeski",2015,0.13
"8389",1821000,"Powiat leski",2015,1.68
"8390",1861000,"Powiat m.Krosno",2015,3.46
"8391",1862000,"Powiat m.Przemyśl",2015,5.93
"8392",1863000,"Powiat m.Rzeszów",2015,6.46
"8393",1864000,"Powiat m.Tarnobrzeg",2015,4.16
"8394",2001000,"Powiat augustowski",2015,9.98
"8395",2002000,"Powiat białostocki",2015,4.07
"8396",2003000,"Powiat bielski",2015,5.13
"8397",2004000,"Powiat grajewski",2015,0.95
"8398",2005000,"Powiat hajnowski",2015,6.51
"8399",2006000,"Powiat kolneński",2015,1.02
"8400",2007000,"Powiat łomżyński",2015,0.37
"8401",2008000,"Powiat moniecki",2015,0
"8402",2009000,"Powiat sejneński",2015,7.81
"8403",2010000,"Powiat siemiatycki",2015,4.36
"8404",2011000,"Powiat sokólski",2015,0.4
"8405",2012000,"Powiat suwalski",2015,4.73
"8406",2013000,"Powiat wysokomazowiecki",2015,0.79
"8407",2014000,"Powiat zambrowski",2015,3.21
"8408",2061000,"Powiat m.Białystok",2015,3.72
"8409",2062000,"Powiat m.Łomża",2015,3.89
"8410",2063000,"Powiat m.Suwałki",2015,8.35
"8411",2201000,"Powiat bytowski",2015,4.84
"8412",2202000,"Powiat chojnicki",2015,14.07
"8413",2203000,"Powiat człuchowski",2015,4.83
"8414",2204000,"Powiat gdański",2015,5.28
"8415",2205000,"Powiat kartuski",2015,1.31
"8416",2206000,"Powiat kościerski",2015,2.64
"8417",2207000,"Powiat kwidzyński",2015,3.91
"8418",2208000,"Powiat lęborski",2015,4.62
"8419",2209000,"Powiat malborski",2015,6
"8420",2210000,"Powiat nowodworski",2015,1.49
"8421",2211000,"Powiat pucki",2015,13.89
"8422",2212000,"Powiat słupski",2015,5.55
"8423",2213000,"Powiat starogardzki",2015,2.72
"8424",2214000,"Powiat tczewski",2015,2.45
"8425",2215000,"Powiat wejherowski",2015,3.53
"8426",2216000,"Powiat sztumski",2015,13.85
"8427",2261000,"Powiat m.Gdańsk",2015,3.61
"8428",2262000,"Powiat m.Gdynia",2015,2.29
"8429",2263000,"Powiat m.Słupsk",2015,4.18
"8430",2264000,"Powiat m.Sopot",2015,5.45
"8431",2401000,"Powiat będziński",2015,1.89
"8432",2402000,"Powiat bielski",2015,1.39
"8433",2403000,"Powiat cieszyński",2015,1.17
"8434",2404000,"Powiat częstochowski",2015,2.52
"8435",2405000,"Powiat gliwicki",2015,0.89
"8436",2406000,"Powiat kłobucki",2015,0.42
"8437",2407000,"Powiat lubliniecki",2015,4.65
"8438",2408000,"Powiat mikołowski",2015,0.22
"8439",2409000,"Powiat myszkowski",2015,1.59
"8440",2410000,"Powiat pszczyński",2015,0.55
"8441",2411000,"Powiat raciborski",2015,3.8
"8442",2412000,"Powiat rybnicki",2015,0.19
"8443",2413000,"Powiat tarnogórski",2015,0.92
"8444",2414000,"Powiat bieruńsko-lędziński",2015,5.6
"8445",2415000,"Powiat wodzisławski",2015,0.92
"8446",2416000,"Powiat zawierciański",2015,2.65
"8447",2417000,"Powiat żywiecki",2015,0.1
"8448",2461000,"Powiat m.Bielsko-Biała",2015,1.51
"8449",2462000,"Powiat m.Bytom",2015,1.69
"8450",2463000,"Powiat m.Chorzów",2015,1.65
"8451",2464000,"Powiat m.Częstochowa",2015,2.85
"8452",2465000,"Powiat m.Dąbrowa Górnicza",2015,0.49
"8453",2466000,"Powiat m.Gliwice",2015,1.64
"8454",2467000,"Powiat m.Jastrzębie-Zdrój",2015,1.88
"8455",2468000,"Powiat m.Jaworzno",2015,1.87
"8456",2469000,"Powiat m.Katowice",2015,2
"8457",2470000,"Powiat m.Mysłowice",2015,0.12
"8458",2471000,"Powiat m.Piekary Śląskie",2015,0.55
"8459",2472000,"Powiat m.Ruda Śląska",2015,1.37
"8460",2473000,"Powiat m.Rybnik",2015,0.91
"8461",2474000,"Powiat m.Siemianowice Śląskie",2015,0.32
"8462",2475000,"Powiat m.Sosnowiec",2015,0.96
"8463",2476000,"Powiat m.Świętochłowice",2015,3.87
"8464",2477000,"Powiat m.Tychy",2015,3.53
"8465",2478000,"Powiat m.Zabrze",2015,1.14
"8466",2479000,"Powiat m.Żory",2015,0.34
"8467",2601000,"Powiat buski",2015,1.34
"8468",2602000,"Powiat jędrzejowski",2015,1.7
"8469",2603000,"Powiat kazimierski",2015,0.23
"8470",2604000,"Powiat kielecki",2015,1.75
"8471",2605000,"Powiat konecki",2015,2.82
"8472",2606000,"Powiat opatowski",2015,1.82
"8473",2607000,"Powiat ostrowiecki",2015,3.46
"8474",2609000,"Powiat sandomierski",2015,1.97
"8475",2610000,"Powiat skarżyski",2015,0.45
"8476",2611000,"Powiat starachowicki",2015,0.51
"8477",2612000,"Powiat staszowski",2015,1.38
"8478",2613000,"Powiat włoszczowski",2015,1.57
"8479",2661000,"Powiat m.Kielce",2015,2.09
"8480",2801000,"Powiat bartoszycki",2015,3.64
"8481",2802000,"Powiat braniewski",2015,1.16
"8482",2803000,"Powiat działdowski",2015,2.13
"8483",2804000,"Powiat elbląski",2015,3.98
"8484",2805000,"Powiat ełcki",2015,1.74
"8485",2806000,"Powiat giżycki",2015,2.44
"8486",2807000,"Powiat iławski",2015,5.67
"8487",2808000,"Powiat kętrzyński",2015,6.36
"8488",2809000,"Powiat lidzbarski",2015,9.72
"8489",2810000,"Powiat mrągowski",2015,2.07
"8490",2811000,"Powiat nidzicki",2015,4.04
"8491",2812000,"Powiat nowomiejski",2015,3.11
"8492",2813000,"Powiat olecki",2015,1.47
"8493",2814000,"Powiat olsztyński",2015,0.91
"8494",2815000,"Powiat ostródzki",2015,0.84
"8495",2816000,"Powiat piski",2015,2.9
"8496",2817000,"Powiat szczycieński",2015,2.15
"8497",2818000,"Powiat gołdapski",2015,7.55
"8498",2819000,"Powiat węgorzewski",2015,10.49
"8499",2861000,"Powiat m.Elbląg",2015,3.36
"8500",2862000,"Powiat m.Olsztyn",2015,4.18
"8501",3001000,"Powiat chodzieski",2015,4.67
"8502",3002000,"Powiat czarnkowsko-trzcianecki",2015,4.16
"8503",3003000,"Powiat gnieźnieński",2015,3.69
"8504",3004000,"Powiat gostyński",2015,4.05
"8505",3005000,"Powiat grodziski",2015,7.43
"8506",3006000,"Powiat jarociński",2015,1.87
"8507",3007000,"Powiat kaliski",2015,0.4
"8508",3008000,"Powiat kępiński",2015,4.77
"8509",3009000,"Powiat kolski",2015,1.91
"8510",3010000,"Powiat koniński",2015,3.34
"8511",3011000,"Powiat kościański",2015,7.25
"8512",3012000,"Powiat krotoszyński",2015,2.14
"8513",3013000,"Powiat leszczyński",2015,10.68
"8514",3014000,"Powiat międzychodzki",2015,1.35
"8515",3015000,"Powiat nowotomyski",2015,6.05
"8516",3016000,"Powiat obornicki",2015,3.39
"8517",3017000,"Powiat ostrowski",2015,4.14
"8518",3018000,"Powiat ostrzeszowski",2015,4.15
"8519",3019000,"Powiat pilski",2015,3.42
"8520",3020000,"Powiat pleszewski",2015,2.83
"8521",3021000,"Powiat poznański",2015,4.14
"8522",3022000,"Powiat rawicki",2015,2.39
"8523",3023000,"Powiat słupecki",2015,1.86
"8524",3024000,"Powiat szamotulski",2015,5.11
"8525",3025000,"Powiat średzki",2015,2.33
"8526",3026000,"Powiat śremski",2015,3.86
"8527",3027000,"Powiat turecki",2015,2.11
"8528",3028000,"Powiat wągrowiecki",2015,2.92
"8529",3029000,"Powiat wolsztyński",2015,6.65
"8530",3030000,"Powiat wrzesiński",2015,1.88
"8531",3031000,"Powiat złotowski",2015,3.55
"8532",3061000,"Powiat m.Kalisz",2015,3.67
"8533",3062000,"Powiat m.Konin",2015,4.4
"8534",3063000,"Powiat m.Leszno",2015,6.77
"8535",3064000,"Powiat m.Poznań",2015,2.51
"8536",3201000,"Powiat białogardzki",2015,4.48
"8537",3202000,"Powiat choszczeński",2015,0.89
"8538",3203000,"Powiat drawski",2015,0.47
"8539",3204000,"Powiat goleniowski",2015,1.44
"8540",3205000,"Powiat gryficki",2015,3.34
"8541",3206000,"Powiat gryfiński",2015,1.29
"8542",3207000,"Powiat kamieński",2015,11.2
"8543",3208000,"Powiat kołobrzeski",2015,7.33
"8544",3209000,"Powiat koszaliński",2015,7.06
"8545",3210000,"Powiat myśliborski",2015,1.92
"8546",3211000,"Powiat policki",2015,8.46
"8547",3212000,"Powiat pyrzycki",2015,3.16
"8548",3213000,"Powiat sławieński",2015,5.3
"8549",3214000,"Powiat stargardzki",2015,4.39
"8550",3215000,"Powiat szczecinecki",2015,3.42
"8551",3216000,"Powiat świdwiński",2015,6.81
"8552",3217000,"Powiat wałecki",2015,2.29
"8553",3218000,"Powiat łobeski",2015,0.27
"8554",3261000,"Powiat m.Koszalin",2015,5.85
"8555",3262000,"Powiat m.Szczecin",2015,2.83
"8556",3263000,"Powiat m.Świnoujście",2015,5.88
"8557",201000,"Powiat bolesławiecki",2016,4.1
"8558",202000,"Powiat dzierżoniowski",2016,4.73
"8559",203000,"Powiat głogowski",2016,1.92
"8560",204000,"Powiat górowski",2016,0.9
"8561",205000,"Powiat jaworski",2016,0.8
"8562",208000,"Powiat kłodzki",2016,1.34
"8563",209000,"Powiat legnicki",2016,0.74
"8564",211000,"Powiat lubiński",2016,3.52
"8565",212000,"Powiat lwówecki",2016,1.74
"8566",213000,"Powiat milicki",2016,2.23
"8567",214000,"Powiat oleśnicki",2016,1.1
"8568",215000,"Powiat oławski",2016,1.79
"8569",216000,"Powiat polkowicki",2016,2.16
"8570",217000,"Powiat strzeliński",2016,0.77
"8571",218000,"Powiat średzki",2016,3.05
"8572",219000,"Powiat świdnicki",2016,1.33
"8573",220000,"Powiat trzebnicki",2016,0.36
"8574",221000,"Powiat wałbrzyski",2016,1.16
"8575",222000,"Powiat wołowski",2016,5.77
"8576",223000,"Powiat wrocławski",2016,1.96
"8577",224000,"Powiat ząbkowicki",2016,0
"8578",225000,"Powiat zgorzelecki",2016,2.62
"8579",226000,"Powiat złotoryjski",2016,0
"8580",261000,"Powiat m.Jelenia Góra",2016,5.4
"8581",262000,"Powiat m.Legnica",2016,2.98
"8582",264000,"Powiat m.Wrocław",2016,3.8
"8583",265000,"Powiat m.Wałbrzych od 2013",2016,1.8
"8584",401000,"Powiat aleksandrowski",2016,5.4
"8585",402000,"Powiat brodnicki",2016,2.09
"8586",403000,"Powiat bydgoski",2016,12.9
"8587",404000,"Powiat chełmiński",2016,5.49
"8588",405000,"Powiat golubsko-dobrzyński",2016,7.73
"8589",406000,"Powiat grudziądzki",2016,2.85
"8590",407000,"Powiat inowrocławski",2016,3.27
"8591",408000,"Powiat lipnowski",2016,0.08
"8592",409000,"Powiat mogileński",2016,1.73
"8593",410000,"Powiat nakielski",2016,1.24
"8594",411000,"Powiat radziejowski",2016,3.04
"8595",412000,"Powiat rypiński",2016,0.79
"8596",413000,"Powiat sępoleński",2016,7.08
"8597",414000,"Powiat świecki",2016,4.21
"8598",415000,"Powiat toruński",2016,12.23
"8599",416000,"Powiat tucholski",2016,5.72
"8600",417000,"Powiat wąbrzeski",2016,6.04
"8601",418000,"Powiat włocławski",2016,2
"8602",419000,"Powiat żniński",2016,1.53
"8603",461000,"Powiat m.Bydgoszcz",2016,2.36
"8604",462000,"Powiat m.Grudziądz",2016,5.64
"8605",463000,"Powiat m.Toruń",2016,5.18
"8606",464000,"Powiat m.Włocławek",2016,5.09
"8607",601000,"Powiat bialski",2016,2.78
"8608",602000,"Powiat biłgorajski",2016,4.55
"8609",603000,"Powiat chełmski",2016,2.44
"8610",604000,"Powiat hrubieszowski",2016,2.24
"8611",605000,"Powiat janowski",2016,1.8
"8612",606000,"Powiat krasnostawski",2016,4.84
"8613",607000,"Powiat kraśnicki",2016,1.34
"8614",608000,"Powiat lubartowski",2016,3.66
"8615",609000,"Powiat lubelski",2016,1.73
"8616",610000,"Powiat łęczyński",2016,2.04
"8617",611000,"Powiat łukowski",2016,3.92
"8618",612000,"Powiat opolski",2016,0.53
"8619",613000,"Powiat parczewski",2016,0.56
"8620",614000,"Powiat puławski",2016,1.05
"8621",615000,"Powiat radzyński",2016,1.08
"8622",616000,"Powiat rycki",2016,2.75
"8623",617000,"Powiat świdnicki",2016,2.17
"8624",618000,"Powiat tomaszowski",2016,4.81
"8625",619000,"Powiat włodawski",2016,11.1
"8626",620000,"Powiat zamojski",2016,1.91
"8627",661000,"Powiat m.Biała Podlaska",2016,1.34
"8628",662000,"Powiat m.Chełm",2016,2.49
"8629",663000,"Powiat m.Lublin",2016,4.08
"8630",664000,"Powiat m.Zamość",2016,5.55
"8631",801000,"Powiat gorzowski",2016,8.39
"8632",802000,"Powiat krośnieński",2016,6.15
"8633",803000,"Powiat międzyrzecki",2016,3.6
"8634",804000,"Powiat nowosolski",2016,5.18
"8635",805000,"Powiat słubicki",2016,6.18
"8636",806000,"Powiat strzelecko-drezdenecki",2016,5.68
"8637",807000,"Powiat sulęciński",2016,9.66
"8638",808000,"Powiat świebodziński",2016,6.07
"8639",809000,"Powiat zielonogórski",2016,6.86
"8640",810000,"Powiat żagański",2016,2.28
"8641",811000,"Powiat żarski",2016,5.59
"8642",812000,"Powiat wschowski",2016,1.12
"8643",861000,"Powiat m.Gorzów Wielkopolski",2016,3.54
"8644",862000,"Powiat m.Zielona Góra",2016,4.46
"8645",1001000,"Powiat bełchatowski",2016,11.19
"8646",1002000,"Powiat kutnowski",2016,1.87
"8647",1003000,"Powiat łaski",2016,2.25
"8648",1004000,"Powiat łęczycki",2016,0.28
"8649",1005000,"Powiat łowicki",2016,0.74
"8650",1006000,"Powiat łódzki wschodni",2016,2.68
"8651",1007000,"Powiat opoczyński",2016,1.49
"8652",1008000,"Powiat pabianicki",2016,1.16
"8653",1009000,"Powiat pajęczański",2016,7.06
"8654",1010000,"Powiat piotrkowski",2016,0.97
"8655",1011000,"Powiat poddębicki",2016,4.46
"8656",1012000,"Powiat radomszczański",2016,0.94
"8657",1013000,"Powiat rawski",2016,0.39
"8658",1014000,"Powiat sieradzki",2016,1.98
"8659",1015000,"Powiat skierniewicki",2016,1.99
"8660",1016000,"Powiat tomaszowski",2016,2.93
"8661",1017000,"Powiat wieluński",2016,1.99
"8662",1018000,"Powiat wieruszowski",2016,3.48
"8663",1019000,"Powiat zduńskowolski",2016,6.69
"8664",1020000,"Powiat zgierski",2016,1.15
"8665",1021000,"Powiat brzeziński",2016,0.13
"8666",1061000,"Powiat m.Łódź",2016,2.15
"8667",1062000,"Powiat m.Piotrków Trybunalski",2016,2.89
"8668",1063000,"Powiat m.Skierniewice",2016,4.74
"8669",1201000,"Powiat bocheński",2016,0.89
"8670",1202000,"Powiat brzeski",2016,0.32
"8671",1203000,"Powiat chrzanowski",2016,0.68
"8672",1204000,"Powiat dąbrowski",2016,0.84
"8673",1205000,"Powiat gorlicki",2016,0.81
"8674",1206000,"Powiat krakowski",2016,0.04
"8675",1208000,"Powiat miechowski",2016,0.1
"8676",1209000,"Powiat myślenicki",2016,0.37
"8677",1210000,"Powiat nowosądecki",2016,0.33
"8678",1211000,"Powiat nowotarski",2016,1.83
"8679",1212000,"Powiat olkuski",2016,0.14
"8680",1213000,"Powiat oświęcimski",2016,1.4
"8681",1214000,"Powiat proszowicki",2016,0.05
"8682",1215000,"Powiat suski",2016,0.65
"8683",1216000,"Powiat tarnowski",2016,1.18
"8684",1217000,"Powiat tatrzański",2016,0.24
"8685",1218000,"Powiat wadowicki",2016,0.11
"8686",1219000,"Powiat wielicki",2016,0.57
"8687",1261000,"Powiat m.Kraków",2016,2.42
"8688",1262000,"Powiat m.Nowy Sącz",2016,1.6
"8689",1263000,"Powiat m.Tarnów",2016,5.89
"8690",1401000,"Powiat białobrzeski",2016,2.98
"8691",1402000,"Powiat ciechanowski",2016,3.28
"8692",1403000,"Powiat garwoliński",2016,0.69
"8693",1404000,"Powiat gostyniński",2016,3.57
"8694",1405000,"Powiat grodziski",2016,1.72
"8695",1406000,"Powiat grójecki",2016,2.41
"8696",1407000,"Powiat kozienicki",2016,1.24
"8697",1408000,"Powiat legionowski",2016,2.43
"8698",1409000,"Powiat lipski",2016,0.4
"8699",1410000,"Powiat łosicki",2016,0.48
"8700",1411000,"Powiat makowski",2016,0.39
"8701",1412000,"Powiat miński",2016,0.92
"8702",1413000,"Powiat mławski",2016,2.96
"8703",1414000,"Powiat nowodworski",2016,5.05
"8704",1415000,"Powiat ostrołęcki",2016,6.69
"8705",1416000,"Powiat ostrowski",2016,0.91
"8706",1417000,"Powiat otwocki",2016,3.62
"8707",1418000,"Powiat piaseczyński",2016,1.72
"8708",1419000,"Powiat płocki",2016,3.64
"8709",1420000,"Powiat płoński",2016,2.8
"8710",1421000,"Powiat pruszkowski",2016,2.47
"8711",1422000,"Powiat przasnyski",2016,9.98
"8712",1423000,"Powiat przysuski",2016,1.91
"8713",1424000,"Powiat pułtuski",2016,0.21
"8714",1425000,"Powiat radomski",2016,0.66
"8715",1426000,"Powiat siedlecki",2016,1.31
"8716",1427000,"Powiat sierpecki",2016,0.64
"8717",1428000,"Powiat sochaczewski",2016,2.51
"8718",1429000,"Powiat sokołowski",2016,1.64
"8719",1430000,"Powiat szydłowiecki",2016,0.45
"8720",1432000,"Powiat warszawski zachodni",2016,2.71
"8721",1433000,"Powiat węgrowski",2016,3.05
"8722",1434000,"Powiat wołomiński",2016,2.09
"8723",1435000,"Powiat wyszkowski",2016,7.04
"8724",1436000,"Powiat zwoleński",2016,1.12
"8725",1437000,"Powiat żuromiński",2016,2.48
"8726",1438000,"Powiat żyrardowski",2016,2.85
"8727",1461000,"Powiat m.Ostrołęka",2016,3.25
"8728",1462000,"Powiat m.Płock",2016,3.27
"8729",1463000,"Powiat m.Radom",2016,2.21
"8730",1464000,"Powiat m.Siedlce",2016,4.58
"8731",1465000,"Powiat m. st. Warszawa",2016,2.83
"8732",1601000,"Powiat brzeski",2016,0.68
"8733",1602000,"Powiat głubczycki",2016,0.45
"8734",1603000,"Powiat kędzierzyńsko-kozielski",2016,4.16
"8735",1604000,"Powiat kluczborski",2016,0.78
"8736",1605000,"Powiat krapkowicki",2016,3.37
"8737",1606000,"Powiat namysłowski",2016,1.31
"8738",1607000,"Powiat nyski",2016,4.44
"8739",1608000,"Powiat oleski",2016,2.76
"8740",1609000,"Powiat opolski",2016,2.43
"8741",1610000,"Powiat prudnicki",2016,3.63
"8742",1611000,"Powiat strzelecki",2016,3.32
"8743",1661000,"Powiat m.Opole",2016,6.11
"8744",1802000,"Powiat brzozowski",2016,1.21
"8745",1803000,"Powiat dębicki",2016,1.46
"8746",1804000,"Powiat jarosławski",2016,1.55
"8747",1805000,"Powiat jasielski",2016,0.01
"8748",1806000,"Powiat kolbuszowski",2016,0.51
"8749",1807000,"Powiat krośnieński",2016,0
"8750",1808000,"Powiat leżajski",2016,2.61
"8751",1809000,"Powiat lubaczowski",2016,5.41
"8752",1810000,"Powiat łańcucki",2016,0.68
"8753",1811000,"Powiat mielecki",2016,3.6
"8754",1812000,"Powiat niżański",2016,7.08
"8755",1813000,"Powiat przemyski",2016,0.48
"8756",1815000,"Powiat ropczycko-sędziszowski",2016,0.78
"8757",1816000,"Powiat rzeszowski",2016,1.22
"8758",1818000,"Powiat stalowowolski",2016,6.98
"8759",1819000,"Powiat strzyżowski",2016,0.26
"8760",1820000,"Powiat tarnobrzeski",2016,0.24
"8761",1821000,"Powiat leski",2016,1.69
"8762",1861000,"Powiat m.Krosno",2016,3.78
"8763",1862000,"Powiat m.Przemyśl",2016,6.11
"8764",1863000,"Powiat m.Rzeszów",2016,7.68
"8765",1864000,"Powiat m.Tarnobrzeg",2016,4.31
"8766",2001000,"Powiat augustowski",2016,10.56
"8767",2002000,"Powiat białostocki",2016,3.72
"8768",2003000,"Powiat bielski",2016,5.17
"8769",2004000,"Powiat grajewski",2016,1.1
"8770",2005000,"Powiat hajnowski",2016,6.73
"8771",2006000,"Powiat kolneński",2016,1.03
"8772",2007000,"Powiat łomżyński",2016,0.8
"8773",2008000,"Powiat moniecki",2016,0
"8774",2009000,"Powiat sejneński",2016,7.89
"8775",2010000,"Powiat siemiatycki",2016,4.52
"8776",2011000,"Powiat sokólski",2016,0.41
"8777",2012000,"Powiat suwalski",2016,4.73
"8778",2013000,"Powiat wysokomazowiecki",2016,1.3
"8779",2014000,"Powiat zambrowski",2016,3.22
"8780",2061000,"Powiat m.Białystok",2016,3.78
"8781",2062000,"Powiat m.Łomża",2016,4
"8782",2063000,"Powiat m.Suwałki",2016,8.78
"8783",2201000,"Powiat bytowski",2016,4.91
"8784",2202000,"Powiat chojnicki",2016,14.95
"8785",2203000,"Powiat człuchowski",2016,5.3
"8786",2204000,"Powiat gdański",2016,5.72
"8787",2205000,"Powiat kartuski",2016,1.75
"8788",2206000,"Powiat kościerski",2016,2.55
"8789",2207000,"Powiat kwidzyński",2016,3.93
"8790",2208000,"Powiat lęborski",2016,4.87
"8791",2209000,"Powiat malborski",2016,6.16
"8792",2210000,"Powiat nowodworski",2016,1.5
"8793",2211000,"Powiat pucki",2016,13.78
"8794",2212000,"Powiat słupski",2016,6.62
"8795",2213000,"Powiat starogardzki",2016,2.85
"8796",2214000,"Powiat tczewski",2016,2.78
"8797",2215000,"Powiat wejherowski",2016,3.53
"8798",2216000,"Powiat sztumski",2016,14.3
"8799",2261000,"Powiat m.Gdańsk",2016,3.74
"8800",2262000,"Powiat m.Gdynia",2016,2.37
"8801",2263000,"Powiat m.Słupsk",2016,4.21
"8802",2264000,"Powiat m.Sopot",2016,5.51
"8803",2401000,"Powiat będziński",2016,2.04
"8804",2402000,"Powiat bielski",2016,1.45
"8805",2403000,"Powiat cieszyński",2016,1.3
"8806",2404000,"Powiat częstochowski",2016,2.45
"8807",2405000,"Powiat gliwicki",2016,0.95
"8808",2406000,"Powiat kłobucki",2016,0.43
"8809",2407000,"Powiat lubliniecki",2016,4.92
"8810",2408000,"Powiat mikołowski",2016,0.22
"8811",2409000,"Powiat myszkowski",2016,1.66
"8812",2410000,"Powiat pszczyński",2016,0.54
"8813",2411000,"Powiat raciborski",2016,4.29
"8814",2412000,"Powiat rybnicki",2016,0.19
"8815",2413000,"Powiat tarnogórski",2016,0.75
"8816",2414000,"Powiat bieruńsko-lędziński",2016,5.71
"8817",2415000,"Powiat wodzisławski",2016,0.92
"8818",2416000,"Powiat zawierciański",2016,2.76
"8819",2417000,"Powiat żywiecki",2016,0.1
"8820",2461000,"Powiat m.Bielsko-Biała",2016,1.92
"8821",2462000,"Powiat m.Bytom",2016,1.7
"8822",2463000,"Powiat m.Chorzów",2016,1.72
"8823",2464000,"Powiat m.Częstochowa",2016,2.97
"8824",2465000,"Powiat m.Dąbrowa Górnicza",2016,0.49
"8825",2466000,"Powiat m.Gliwice",2016,1.69
"8826",2467000,"Powiat m.Jastrzębie-Zdrój",2016,1.89
