"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietny_czas_trwania_budowy_nowych_budynkow_mieszkalnych_jednorodzinnych_mc"
"24075",618000,"Powiat tomaszowski",2011,NA
"24076",619000,"Powiat włodawski",2011,NA
"24077",620000,"Powiat zamojski",2011,NA
"24078",661000,"Powiat m.Biała Podlaska",2011,NA
"24079",662000,"Powiat m.Chełm",2011,NA
"24080",663000,"Powiat m.Lublin",2011,NA
"24081",664000,"Powiat m.Zamość",2011,NA
"24082",801000,"Powiat gorzowski",2011,NA
"24083",802000,"Powiat krośnieński",2011,NA
"24084",803000,"Powiat międzyrzecki",2011,NA
"24085",804000,"Powiat nowosolski",2011,NA
"24086",805000,"Powiat słubicki",2011,NA
"24087",806000,"Powiat strzelecko-drezdenecki",2011,NA
"24088",807000,"Powiat sulęciński",2011,NA
"24089",808000,"Powiat świebodziński",2011,NA
"24090",809000,"Powiat zielonogórski",2011,NA
"24091",810000,"Powiat żagański",2011,NA
"24092",811000,"Powiat żarski",2011,NA
"24093",812000,"Powiat wschowski",2011,NA
"24094",861000,"Powiat m.Gorzów Wielkopolski",2011,NA
"24095",862000,"Powiat m.Zielona Góra",2011,NA
"24096",1001000,"Powiat bełchatowski",2011,NA
"24097",1002000,"Powiat kutnowski",2011,NA
"24098",1003000,"Powiat łaski",2011,NA
"24099",1004000,"Powiat łęczycki",2011,NA
"24100",1005000,"Powiat łowicki",2011,NA
"24101",1006000,"Powiat łódzki wschodni",2011,NA
"24102",1007000,"Powiat opoczyński",2011,NA
"24103",1008000,"Powiat pabianicki",2011,NA
"24104",1009000,"Powiat pajęczański",2011,NA
"24105",1010000,"Powiat piotrkowski",2011,NA
"24106",1011000,"Powiat poddębicki",2011,NA
"24107",1012000,"Powiat radomszczański",2011,NA
"24108",1013000,"Powiat rawski",2011,NA
"24109",1014000,"Powiat sieradzki",2011,NA
"24110",1015000,"Powiat skierniewicki",2011,NA
"24111",1016000,"Powiat tomaszowski",2011,NA
"24112",1017000,"Powiat wieluński",2011,NA
"24113",1018000,"Powiat wieruszowski",2011,NA
"24114",1019000,"Powiat zduńskowolski",2011,NA
"24115",1020000,"Powiat zgierski",2011,NA
"24116",1021000,"Powiat brzeziński",2011,NA
"24117",1061000,"Powiat m.Łódź",2011,NA
"24118",1062000,"Powiat m.Piotrków Trybunalski",2011,NA
"24119",1063000,"Powiat m.Skierniewice",2011,NA
"24120",1201000,"Powiat bocheński",2011,NA
"24121",1202000,"Powiat brzeski",2011,NA
"24122",1203000,"Powiat chrzanowski",2011,NA
"24123",1204000,"Powiat dąbrowski",2011,NA
"24124",1205000,"Powiat gorlicki",2011,NA
"24125",1206000,"Powiat krakowski",2011,NA
"24126",1207000,"Powiat limanowski",2011,NA
"24127",1208000,"Powiat miechowski",2011,NA
"24128",1209000,"Powiat myślenicki",2011,NA
"24129",1210000,"Powiat nowosądecki",2011,NA
"24130",1211000,"Powiat nowotarski",2011,NA
"24131",1212000,"Powiat olkuski",2011,NA
"24132",1213000,"Powiat oświęcimski",2011,NA
"24133",1214000,"Powiat proszowicki",2011,NA
"24134",1215000,"Powiat suski",2011,NA
"24135",1216000,"Powiat tarnowski",2011,NA
"24136",1217000,"Powiat tatrzański",2011,NA
"24137",1218000,"Powiat wadowicki",2011,NA
"24138",1219000,"Powiat wielicki",2011,NA
"24139",1261000,"Powiat m.Kraków",2011,NA
"24140",1262000,"Powiat m.Nowy Sącz",2011,NA
"24141",1263000,"Powiat m.Tarnów",2011,NA
"24142",1401000,"Powiat białobrzeski",2011,NA
"24143",1402000,"Powiat ciechanowski",2011,NA
"24144",1403000,"Powiat garwoliński",2011,NA
"24145",1404000,"Powiat gostyniński",2011,NA
"24146",1405000,"Powiat grodziski",2011,NA
"24147",1406000,"Powiat grójecki",2011,NA
"24148",1407000,"Powiat kozienicki",2011,NA
"24149",1408000,"Powiat legionowski",2011,NA
"24150",1409000,"Powiat lipski",2011,NA
"24151",1410000,"Powiat łosicki",2011,NA
"24152",1411000,"Powiat makowski",2011,NA
"24153",1412000,"Powiat miński",2011,NA
"24154",1413000,"Powiat mławski",2011,NA
"24155",1414000,"Powiat nowodworski",2011,NA
"24156",1415000,"Powiat ostrołęcki",2011,NA
"24157",1416000,"Powiat ostrowski",2011,NA
"24158",1417000,"Powiat otwocki",2011,NA
"24159",1418000,"Powiat piaseczyński",2011,NA
"24160",1419000,"Powiat płocki",2011,NA
"24161",1420000,"Powiat płoński",2011,NA
"24162",1421000,"Powiat pruszkowski",2011,NA
"24163",1422000,"Powiat przasnyski",2011,NA
"24164",1423000,"Powiat przysuski",2011,NA
"24165",1424000,"Powiat pułtuski",2011,NA
"24166",1425000,"Powiat radomski",2011,NA
"24167",1426000,"Powiat siedlecki",2011,NA
"24168",1427000,"Powiat sierpecki",2011,NA
"24169",1428000,"Powiat sochaczewski",2011,NA
"24170",1429000,"Powiat sokołowski",2011,NA
"24171",1430000,"Powiat szydłowiecki",2011,NA
"24172",1432000,"Powiat warszawski zachodni",2011,NA
"24173",1433000,"Powiat węgrowski",2011,NA
"24174",1434000,"Powiat wołomiński",2011,NA
"24175",1435000,"Powiat wyszkowski",2011,NA
"24176",1436000,"Powiat zwoleński",2011,NA
"24177",1437000,"Powiat żuromiński",2011,NA
"24178",1438000,"Powiat żyrardowski",2011,NA
"24179",1461000,"Powiat m.Ostrołęka",2011,NA
"24180",1462000,"Powiat m.Płock",2011,NA
"24181",1463000,"Powiat m.Radom",2011,NA
"24182",1464000,"Powiat m.Siedlce",2011,NA
"24183",1465000,"Powiat m. st. Warszawa",2011,NA
"24184",1601000,"Powiat brzeski",2011,NA
"24185",1602000,"Powiat głubczycki",2011,NA
"24186",1603000,"Powiat kędzierzyńsko-kozielski",2011,NA
"24187",1604000,"Powiat kluczborski",2011,NA
"24188",1605000,"Powiat krapkowicki",2011,NA
"24189",1606000,"Powiat namysłowski",2011,NA
"24190",1607000,"Powiat nyski",2011,NA
"24191",1608000,"Powiat oleski",2011,NA
"24192",1609000,"Powiat opolski",2011,NA
"24193",1610000,"Powiat prudnicki",2011,NA
"24194",1611000,"Powiat strzelecki",2011,NA
"24195",1661000,"Powiat m.Opole",2011,NA
"24196",1801000,"Powiat bieszczadzki",2011,NA
"24197",1802000,"Powiat brzozowski",2011,NA
"24198",1803000,"Powiat dębicki",2011,NA
"24199",1804000,"Powiat jarosławski",2011,NA
"24200",1805000,"Powiat jasielski",2011,NA
"24201",1806000,"Powiat kolbuszowski",2011,NA
"24202",1807000,"Powiat krośnieński",2011,NA
"24203",1808000,"Powiat leżajski",2011,NA
"24204",1809000,"Powiat lubaczowski",2011,NA
"24205",1810000,"Powiat łańcucki",2011,NA
"24206",1811000,"Powiat mielecki",2011,NA
"24207",1812000,"Powiat niżański",2011,NA
"24208",1813000,"Powiat przemyski",2011,NA
"24209",1814000,"Powiat przeworski",2011,NA
"24210",1815000,"Powiat ropczycko-sędziszowski",2011,NA
"24211",1816000,"Powiat rzeszowski",2011,NA
"24212",1817000,"Powiat sanocki",2011,NA
"24213",1818000,"Powiat stalowowolski",2011,NA
"24214",1819000,"Powiat strzyżowski",2011,NA
"24215",1820000,"Powiat tarnobrzeski",2011,NA
"24216",1821000,"Powiat leski",2011,NA
"24217",1861000,"Powiat m.Krosno",2011,NA
"24218",1862000,"Powiat m.Przemyśl",2011,NA
"24219",1863000,"Powiat m.Rzeszów",2011,NA
"24220",1864000,"Powiat m.Tarnobrzeg",2011,NA
"24221",2001000,"Powiat augustowski",2011,NA
"24222",2002000,"Powiat białostocki",2011,NA
"24223",2003000,"Powiat bielski",2011,NA
"24224",2004000,"Powiat grajewski",2011,NA
"24225",2005000,"Powiat hajnowski",2011,NA
"24226",2006000,"Powiat kolneński",2011,NA
"24227",2007000,"Powiat łomżyński",2011,NA
"24228",2008000,"Powiat moniecki",2011,NA
"24229",2009000,"Powiat sejneński",2011,NA
"24230",2010000,"Powiat siemiatycki",2011,NA
"24231",2011000,"Powiat sokólski",2011,NA
"24232",2012000,"Powiat suwalski",2011,NA
"24233",2013000,"Powiat wysokomazowiecki",2011,NA
"24234",2014000,"Powiat zambrowski",2011,NA
"24235",2061000,"Powiat m.Białystok",2011,NA
"24236",2062000,"Powiat m.Łomża",2011,NA
"24237",2063000,"Powiat m.Suwałki",2011,NA
"24238",2201000,"Powiat bytowski",2011,NA
"24239",2202000,"Powiat chojnicki",2011,NA
"24240",2203000,"Powiat człuchowski",2011,NA
"24241",2204000,"Powiat gdański",2011,NA
"24242",2205000,"Powiat kartuski",2011,NA
"24243",2206000,"Powiat kościerski",2011,NA
"24244",2207000,"Powiat kwidzyński",2011,NA
"24245",2208000,"Powiat lęborski",2011,NA
"24246",2209000,"Powiat malborski",2011,NA
"24247",2210000,"Powiat nowodworski",2011,NA
"24248",2211000,"Powiat pucki",2011,NA
"24249",2212000,"Powiat słupski",2011,NA
"24250",2213000,"Powiat starogardzki",2011,NA
"24251",2214000,"Powiat tczewski",2011,NA
"24252",2215000,"Powiat wejherowski",2011,NA
"24253",2216000,"Powiat sztumski",2011,NA
"24254",2261000,"Powiat m.Gdańsk",2011,NA
"24255",2262000,"Powiat m.Gdynia",2011,NA
"24256",2263000,"Powiat m.Słupsk",2011,NA
"24257",2264000,"Powiat m.Sopot",2011,NA
"24258",2401000,"Powiat będziński",2011,NA
"24259",2402000,"Powiat bielski",2011,NA
"24260",2403000,"Powiat cieszyński",2011,NA
"24261",2404000,"Powiat częstochowski",2011,NA
"24262",2405000,"Powiat gliwicki",2011,NA
"24263",2406000,"Powiat kłobucki",2011,NA
"24264",2407000,"Powiat lubliniecki",2011,NA
"24265",2408000,"Powiat mikołowski",2011,NA
"24266",2409000,"Powiat myszkowski",2011,NA
"24267",2410000,"Powiat pszczyński",2011,NA
"24268",2411000,"Powiat raciborski",2011,NA
"24269",2412000,"Powiat rybnicki",2011,NA
"24270",2413000,"Powiat tarnogórski",2011,NA
"24271",2414000,"Powiat bieruńsko-lędziński",2011,NA
"24272",2415000,"Powiat wodzisławski",2011,NA
"24273",2416000,"Powiat zawierciański",2011,NA
"24274",2417000,"Powiat żywiecki",2011,NA
"24275",2461000,"Powiat m.Bielsko-Biała",2011,NA
"24276",2462000,"Powiat m.Bytom",2011,NA
"24277",2463000,"Powiat m.Chorzów",2011,NA
"24278",2464000,"Powiat m.Częstochowa",2011,NA
"24279",2465000,"Powiat m.Dąbrowa Górnicza",2011,NA
"24280",2466000,"Powiat m.Gliwice",2011,NA
"24281",2467000,"Powiat m.Jastrzębie-Zdrój",2011,NA
"24282",2468000,"Powiat m.Jaworzno",2011,NA
"24283",2469000,"Powiat m.Katowice",2011,NA
"24284",2470000,"Powiat m.Mysłowice",2011,NA
"24285",2471000,"Powiat m.Piekary Śląskie",2011,NA
"24286",2472000,"Powiat m.Ruda Śląska",2011,NA
"24287",2473000,"Powiat m.Rybnik",2011,NA
"24288",2474000,"Powiat m.Siemianowice Śląskie",2011,NA
"24289",2475000,"Powiat m.Sosnowiec",2011,NA
"24290",2476000,"Powiat m.Świętochłowice",2011,NA
"24291",2477000,"Powiat m.Tychy",2011,NA
"24292",2478000,"Powiat m.Zabrze",2011,NA
"24293",2479000,"Powiat m.Żory",2011,NA
"24294",2601000,"Powiat buski",2011,NA
"24295",2602000,"Powiat jędrzejowski",2011,NA
"24296",2603000,"Powiat kazimierski",2011,NA
"24297",2604000,"Powiat kielecki",2011,NA
"24298",2605000,"Powiat konecki",2011,NA
"24299",2606000,"Powiat opatowski",2011,NA
"24300",2607000,"Powiat ostrowiecki",2011,NA
"24301",2608000,"Powiat pińczowski",2011,NA
"24302",2609000,"Powiat sandomierski",2011,NA
"24303",2610000,"Powiat skarżyski",2011,NA
"24304",2611000,"Powiat starachowicki",2011,NA
"24305",2612000,"Powiat staszowski",2011,NA
"24306",2613000,"Powiat włoszczowski",2011,NA
"24307",2661000,"Powiat m.Kielce",2011,NA
"24308",2801000,"Powiat bartoszycki",2011,NA
"24309",2802000,"Powiat braniewski",2011,NA
"24310",2803000,"Powiat działdowski",2011,NA
"24311",2804000,"Powiat elbląski",2011,NA
"24312",2805000,"Powiat ełcki",2011,NA
"24313",2806000,"Powiat giżycki",2011,NA
"24314",2807000,"Powiat iławski",2011,NA
"24315",2808000,"Powiat kętrzyński",2011,NA
"24316",2809000,"Powiat lidzbarski",2011,NA
"24317",2810000,"Powiat mrągowski",2011,NA
"24318",2811000,"Powiat nidzicki",2011,NA
"24319",2812000,"Powiat nowomiejski",2011,NA
"24320",2813000,"Powiat olecki",2011,NA
"24321",2814000,"Powiat olsztyński",2011,NA
"24322",2815000,"Powiat ostródzki",2011,NA
"24323",2816000,"Powiat piski",2011,NA
"24324",2817000,"Powiat szczycieński",2011,NA
"24325",2818000,"Powiat gołdapski",2011,NA
"24326",2819000,"Powiat węgorzewski",2011,NA
"24327",2861000,"Powiat m.Elbląg",2011,NA
"24328",2862000,"Powiat m.Olsztyn",2011,NA
"24329",3001000,"Powiat chodzieski",2011,NA
"24330",3002000,"Powiat czarnkowsko-trzcianecki",2011,NA
"24331",3003000,"Powiat gnieźnieński",2011,NA
"24332",3004000,"Powiat gostyński",2011,NA
"24333",3005000,"Powiat grodziski",2011,NA
"24334",3006000,"Powiat jarociński",2011,NA
"24335",3007000,"Powiat kaliski",2011,NA
"24336",3008000,"Powiat kępiński",2011,NA
"24337",3009000,"Powiat kolski",2011,NA
"24338",3010000,"Powiat koniński",2011,NA
"24339",3011000,"Powiat kościański",2011,NA
"24340",3012000,"Powiat krotoszyński",2011,NA
"24341",3013000,"Powiat leszczyński",2011,NA
"24342",3014000,"Powiat międzychodzki",2011,NA
"24343",3015000,"Powiat nowotomyski",2011,NA
"24344",3016000,"Powiat obornicki",2011,NA
"24345",3017000,"Powiat ostrowski",2011,NA
"24346",3018000,"Powiat ostrzeszowski",2011,NA
"24347",3019000,"Powiat pilski",2011,NA
"24348",3020000,"Powiat pleszewski",2011,NA
"24349",3021000,"Powiat poznański",2011,NA
"24350",3022000,"Powiat rawicki",2011,NA
"24351",3023000,"Powiat słupecki",2011,NA
"24352",3024000,"Powiat szamotulski",2011,NA
"24353",3025000,"Powiat średzki",2011,NA
"24354",3026000,"Powiat śremski",2011,NA
"24355",3027000,"Powiat turecki",2011,NA
"24356",3028000,"Powiat wągrowiecki",2011,NA
"24357",3029000,"Powiat wolsztyński",2011,NA
"24358",3030000,"Powiat wrzesiński",2011,NA
"24359",3031000,"Powiat złotowski",2011,NA
"24360",3061000,"Powiat m.Kalisz",2011,NA
"24361",3062000,"Powiat m.Konin",2011,NA
"24362",3063000,"Powiat m.Leszno",2011,NA
"24363",3064000,"Powiat m.Poznań",2011,NA
"24364",3201000,"Powiat białogardzki",2011,NA
"24365",3202000,"Powiat choszczeński",2011,NA
"24366",3203000,"Powiat drawski",2011,NA
"24367",3204000,"Powiat goleniowski",2011,NA
"24368",3205000,"Powiat gryficki",2011,NA
"24369",3206000,"Powiat gryfiński",2011,NA
"24370",3207000,"Powiat kamieński",2011,NA
"24371",3208000,"Powiat kołobrzeski",2011,NA
"24372",3209000,"Powiat koszaliński",2011,NA
"24373",3210000,"Powiat myśliborski",2011,NA
"24374",3211000,"Powiat policki",2011,NA
"24375",3212000,"Powiat pyrzycki",2011,NA
"24376",3213000,"Powiat sławieński",2011,NA
"24377",3214000,"Powiat stargardzki",2011,NA
"24378",3215000,"Powiat szczecinecki",2011,NA
"24379",3216000,"Powiat świdwiński",2011,NA
"24380",3217000,"Powiat wałecki",2011,NA
"24381",3218000,"Powiat łobeski",2011,NA
"24382",3261000,"Powiat m.Koszalin",2011,NA
"24383",3262000,"Powiat m.Szczecin",2011,NA
"24384",3263000,"Powiat m.Świnoujście",2011,NA
"24385",201000,"Powiat bolesławiecki",2012,NA
"24386",202000,"Powiat dzierżoniowski",2012,NA
"24387",203000,"Powiat głogowski",2012,NA
"24388",204000,"Powiat górowski",2012,NA
"24389",205000,"Powiat jaworski",2012,NA
"24390",206000,"Powiat jeleniogórski",2012,NA
"24391",207000,"Powiat kamiennogórski",2012,NA
"24392",208000,"Powiat kłodzki",2012,NA
"24393",209000,"Powiat legnicki",2012,NA
"24394",210000,"Powiat lubański",2012,NA
"24395",211000,"Powiat lubiński",2012,NA
"24396",212000,"Powiat lwówecki",2012,NA
"24397",213000,"Powiat milicki",2012,NA
"24398",214000,"Powiat oleśnicki",2012,NA
"24399",215000,"Powiat oławski",2012,NA
"24400",216000,"Powiat polkowicki",2012,NA
"24401",217000,"Powiat strzeliński",2012,NA
"24402",218000,"Powiat średzki",2012,NA
"24403",219000,"Powiat świdnicki",2012,NA
"24404",220000,"Powiat trzebnicki",2012,NA
"24405",221000,"Powiat wałbrzyski",2012,NA
"24406",222000,"Powiat wołowski",2012,NA
"24407",223000,"Powiat wrocławski",2012,NA
"24408",224000,"Powiat ząbkowicki",2012,NA
"24409",225000,"Powiat zgorzelecki",2012,NA
"24410",226000,"Powiat złotoryjski",2012,NA
"24411",261000,"Powiat m.Jelenia Góra",2012,NA
"24412",262000,"Powiat m.Legnica",2012,NA
"24413",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"24414",264000,"Powiat m.Wrocław",2012,NA
"24415",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"24416",401000,"Powiat aleksandrowski",2012,NA
"24417",402000,"Powiat brodnicki",2012,NA
"24418",403000,"Powiat bydgoski",2012,NA
"24419",404000,"Powiat chełmiński",2012,NA
"24420",405000,"Powiat golubsko-dobrzyński",2012,NA
"24421",406000,"Powiat grudziądzki",2012,NA
"24422",407000,"Powiat inowrocławski",2012,NA
"24423",408000,"Powiat lipnowski",2012,NA
"24424",409000,"Powiat mogileński",2012,NA
"24425",410000,"Powiat nakielski",2012,NA
"24426",411000,"Powiat radziejowski",2012,NA
"24427",412000,"Powiat rypiński",2012,NA
"24428",413000,"Powiat sępoleński",2012,NA
"24429",414000,"Powiat świecki",2012,NA
"24430",415000,"Powiat toruński",2012,NA
"24431",416000,"Powiat tucholski",2012,NA
"24432",417000,"Powiat wąbrzeski",2012,NA
"24433",418000,"Powiat włocławski",2012,NA
"24434",419000,"Powiat żniński",2012,NA
"24435",461000,"Powiat m.Bydgoszcz",2012,NA
"24436",462000,"Powiat m.Grudziądz",2012,NA
"24437",463000,"Powiat m.Toruń",2012,NA
"24438",464000,"Powiat m.Włocławek",2012,NA
"24439",601000,"Powiat bialski",2012,NA
"24440",602000,"Powiat biłgorajski",2012,NA
"24441",603000,"Powiat chełmski",2012,NA
"24442",604000,"Powiat hrubieszowski",2012,NA
"24443",605000,"Powiat janowski",2012,NA
"24444",606000,"Powiat krasnostawski",2012,NA
"24445",607000,"Powiat kraśnicki",2012,NA
"24446",608000,"Powiat lubartowski",2012,NA
"24447",609000,"Powiat lubelski",2012,NA
"24448",610000,"Powiat łęczyński",2012,NA
"24449",611000,"Powiat łukowski",2012,NA
"24450",612000,"Powiat opolski",2012,NA
"24451",613000,"Powiat parczewski",2012,NA
"24452",614000,"Powiat puławski",2012,NA
"24453",615000,"Powiat radzyński",2012,NA
"24454",616000,"Powiat rycki",2012,NA
"24455",617000,"Powiat świdnicki",2012,NA
"24456",618000,"Powiat tomaszowski",2012,NA
"24457",619000,"Powiat włodawski",2012,NA
"24458",620000,"Powiat zamojski",2012,NA
"24459",661000,"Powiat m.Biała Podlaska",2012,NA
"24460",662000,"Powiat m.Chełm",2012,NA
"24461",663000,"Powiat m.Lublin",2012,NA
"24462",664000,"Powiat m.Zamość",2012,NA
"24463",801000,"Powiat gorzowski",2012,NA
"24464",802000,"Powiat krośnieński",2012,NA
"24465",803000,"Powiat międzyrzecki",2012,NA
"24466",804000,"Powiat nowosolski",2012,NA
"24467",805000,"Powiat słubicki",2012,NA
"24468",806000,"Powiat strzelecko-drezdenecki",2012,NA
"24469",807000,"Powiat sulęciński",2012,NA
"24470",808000,"Powiat świebodziński",2012,NA
"24471",809000,"Powiat zielonogórski",2012,NA
"24472",810000,"Powiat żagański",2012,NA
"24473",811000,"Powiat żarski",2012,NA
"24474",812000,"Powiat wschowski",2012,NA
"24475",861000,"Powiat m.Gorzów Wielkopolski",2012,NA
"24476",862000,"Powiat m.Zielona Góra",2012,NA
"24477",1001000,"Powiat bełchatowski",2012,NA
"24478",1002000,"Powiat kutnowski",2012,NA
"24479",1003000,"Powiat łaski",2012,NA
"24480",1004000,"Powiat łęczycki",2012,NA
"24481",1005000,"Powiat łowicki",2012,NA
"24482",1006000,"Powiat łódzki wschodni",2012,NA
"24483",1007000,"Powiat opoczyński",2012,NA
"24484",1008000,"Powiat pabianicki",2012,NA
"24485",1009000,"Powiat pajęczański",2012,NA
"24486",1010000,"Powiat piotrkowski",2012,NA
"24487",1011000,"Powiat poddębicki",2012,NA
"24488",1012000,"Powiat radomszczański",2012,NA
"24489",1013000,"Powiat rawski",2012,NA
"24490",1014000,"Powiat sieradzki",2012,NA
"24491",1015000,"Powiat skierniewicki",2012,NA
"24492",1016000,"Powiat tomaszowski",2012,NA
"24493",1017000,"Powiat wieluński",2012,NA
"24494",1018000,"Powiat wieruszowski",2012,NA
"24495",1019000,"Powiat zduńskowolski",2012,NA
"24496",1020000,"Powiat zgierski",2012,NA
"24497",1021000,"Powiat brzeziński",2012,NA
"24498",1061000,"Powiat m.Łódź",2012,NA
"24499",1062000,"Powiat m.Piotrków Trybunalski",2012,NA
"24500",1063000,"Powiat m.Skierniewice",2012,NA
"24501",1201000,"Powiat bocheński",2012,NA
"24502",1202000,"Powiat brzeski",2012,NA
"24503",1203000,"Powiat chrzanowski",2012,NA
"24504",1204000,"Powiat dąbrowski",2012,NA
"24505",1205000,"Powiat gorlicki",2012,NA
"24506",1206000,"Powiat krakowski",2012,NA
"24507",1207000,"Powiat limanowski",2012,NA
"24508",1208000,"Powiat miechowski",2012,NA
"24509",1209000,"Powiat myślenicki",2012,NA
"24510",1210000,"Powiat nowosądecki",2012,NA
"24511",1211000,"Powiat nowotarski",2012,NA
"24512",1212000,"Powiat olkuski",2012,NA
"24513",1213000,"Powiat oświęcimski",2012,NA
"24514",1214000,"Powiat proszowicki",2012,NA
"24515",1215000,"Powiat suski",2012,NA
"24516",1216000,"Powiat tarnowski",2012,NA
"24517",1217000,"Powiat tatrzański",2012,NA
"24518",1218000,"Powiat wadowicki",2012,NA
"24519",1219000,"Powiat wielicki",2012,NA
"24520",1261000,"Powiat m.Kraków",2012,NA
"24521",1262000,"Powiat m.Nowy Sącz",2012,NA
"24522",1263000,"Powiat m.Tarnów",2012,NA
"24523",1401000,"Powiat białobrzeski",2012,NA
"24524",1402000,"Powiat ciechanowski",2012,NA
"24525",1403000,"Powiat garwoliński",2012,NA
"24526",1404000,"Powiat gostyniński",2012,NA
"24527",1405000,"Powiat grodziski",2012,NA
"24528",1406000,"Powiat grójecki",2012,NA
"24529",1407000,"Powiat kozienicki",2012,NA
"24530",1408000,"Powiat legionowski",2012,NA
"24531",1409000,"Powiat lipski",2012,NA
"24532",1410000,"Powiat łosicki",2012,NA
"24533",1411000,"Powiat makowski",2012,NA
"24534",1412000,"Powiat miński",2012,NA
"24535",1413000,"Powiat mławski",2012,NA
"24536",1414000,"Powiat nowodworski",2012,NA
"24537",1415000,"Powiat ostrołęcki",2012,NA
"24538",1416000,"Powiat ostrowski",2012,NA
"24539",1417000,"Powiat otwocki",2012,NA
"24540",1418000,"Powiat piaseczyński",2012,NA
"24541",1419000,"Powiat płocki",2012,NA
"24542",1420000,"Powiat płoński",2012,NA
"24543",1421000,"Powiat pruszkowski",2012,NA
"24544",1422000,"Powiat przasnyski",2012,NA
"24545",1423000,"Powiat przysuski",2012,NA
"24546",1424000,"Powiat pułtuski",2012,NA
"24547",1425000,"Powiat radomski",2012,NA
"24548",1426000,"Powiat siedlecki",2012,NA
"24549",1427000,"Powiat sierpecki",2012,NA
"24550",1428000,"Powiat sochaczewski",2012,NA
"24551",1429000,"Powiat sokołowski",2012,NA
"24552",1430000,"Powiat szydłowiecki",2012,NA
"24553",1432000,"Powiat warszawski zachodni",2012,NA
"24554",1433000,"Powiat węgrowski",2012,NA
"24555",1434000,"Powiat wołomiński",2012,NA
"24556",1435000,"Powiat wyszkowski",2012,NA
"24557",1436000,"Powiat zwoleński",2012,NA
"24558",1437000,"Powiat żuromiński",2012,NA
"24559",1438000,"Powiat żyrardowski",2012,NA
"24560",1461000,"Powiat m.Ostrołęka",2012,NA
"24561",1462000,"Powiat m.Płock",2012,NA
"24562",1463000,"Powiat m.Radom",2012,NA
"24563",1464000,"Powiat m.Siedlce",2012,NA
"24564",1465000,"Powiat m. st. Warszawa",2012,NA
"24565",1601000,"Powiat brzeski",2012,NA
"24566",1602000,"Powiat głubczycki",2012,NA
"24567",1603000,"Powiat kędzierzyńsko-kozielski",2012,NA
"24568",1604000,"Powiat kluczborski",2012,NA
"24569",1605000,"Powiat krapkowicki",2012,NA
"24570",1606000,"Powiat namysłowski",2012,NA
"24571",1607000,"Powiat nyski",2012,NA
"24572",1608000,"Powiat oleski",2012,NA
"24573",1609000,"Powiat opolski",2012,NA
"24574",1610000,"Powiat prudnicki",2012,NA
"24575",1611000,"Powiat strzelecki",2012,NA
"24576",1661000,"Powiat m.Opole",2012,NA
"24577",1801000,"Powiat bieszczadzki",2012,NA
"24578",1802000,"Powiat brzozowski",2012,NA
"24579",1803000,"Powiat dębicki",2012,NA
"24580",1804000,"Powiat jarosławski",2012,NA
"24581",1805000,"Powiat jasielski",2012,NA
"24582",1806000,"Powiat kolbuszowski",2012,NA
"24583",1807000,"Powiat krośnieński",2012,NA
"24584",1808000,"Powiat leżajski",2012,NA
"24585",1809000,"Powiat lubaczowski",2012,NA
"24586",1810000,"Powiat łańcucki",2012,NA
"24587",1811000,"Powiat mielecki",2012,NA
"24588",1812000,"Powiat niżański",2012,NA
"24589",1813000,"Powiat przemyski",2012,NA
"24590",1814000,"Powiat przeworski",2012,NA
"24591",1815000,"Powiat ropczycko-sędziszowski",2012,NA
"24592",1816000,"Powiat rzeszowski",2012,NA
"24593",1817000,"Powiat sanocki",2012,NA
"24594",1818000,"Powiat stalowowolski",2012,NA
"24595",1819000,"Powiat strzyżowski",2012,NA
"24596",1820000,"Powiat tarnobrzeski",2012,NA
"24597",1821000,"Powiat leski",2012,NA
"24598",1861000,"Powiat m.Krosno",2012,NA
"24599",1862000,"Powiat m.Przemyśl",2012,NA
"24600",1863000,"Powiat m.Rzeszów",2012,NA
"24601",1864000,"Powiat m.Tarnobrzeg",2012,NA
"24602",2001000,"Powiat augustowski",2012,NA
"24603",2002000,"Powiat białostocki",2012,NA
"24604",2003000,"Powiat bielski",2012,NA
"24605",2004000,"Powiat grajewski",2012,NA
"24606",2005000,"Powiat hajnowski",2012,NA
"24607",2006000,"Powiat kolneński",2012,NA
"24608",2007000,"Powiat łomżyński",2012,NA
"24609",2008000,"Powiat moniecki",2012,NA
"24610",2009000,"Powiat sejneński",2012,NA
"24611",2010000,"Powiat siemiatycki",2012,NA
"24612",2011000,"Powiat sokólski",2012,NA
"24613",2012000,"Powiat suwalski",2012,NA
"24614",2013000,"Powiat wysokomazowiecki",2012,NA
"24615",2014000,"Powiat zambrowski",2012,NA
"24616",2061000,"Powiat m.Białystok",2012,NA
"24617",2062000,"Powiat m.Łomża",2012,NA
"24618",2063000,"Powiat m.Suwałki",2012,NA
"24619",2201000,"Powiat bytowski",2012,NA
"24620",2202000,"Powiat chojnicki",2012,NA
"24621",2203000,"Powiat człuchowski",2012,NA
"24622",2204000,"Powiat gdański",2012,NA
"24623",2205000,"Powiat kartuski",2012,NA
"24624",2206000,"Powiat kościerski",2012,NA
"24625",2207000,"Powiat kwidzyński",2012,NA
"24626",2208000,"Powiat lęborski",2012,NA
