"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_sieroctwo"
"3043",203000,"Powiat głogowski",2017,1
"3044",204000,"Powiat górowski",2017,0
"3045",205000,"Powiat jaworski",2017,1
"3046",206000,"Powiat jeleniogórski",2017,1
"3047",207000,"Powiat kamiennogórski",2017,1
"3048",208000,"Powiat kłodzki",2017,0
"3049",209000,"Powiat legnicki",2017,1
"3050",210000,"Powiat lubański",2017,0
"3051",211000,"Powiat lubiński",2017,1
"3052",212000,"Powiat lwówecki",2017,1
"3053",213000,"Powiat milicki",2017,0
"3054",214000,"Powiat oleśnicki",2017,1
"3055",215000,"Powiat oławski",2017,1
"3056",216000,"Powiat polkowicki",2017,0
"3057",217000,"Powiat strzeliński",2017,2
"3058",218000,"Powiat średzki",2017,3
"3059",219000,"Powiat świdnicki",2017,0
"3060",220000,"Powiat trzebnicki",2017,1
"3061",221000,"Powiat wałbrzyski",2017,5
"3062",222000,"Powiat wołowski",2017,1
"3063",223000,"Powiat wrocławski",2017,4
"3064",224000,"Powiat ząbkowicki",2017,1
"3065",225000,"Powiat zgorzelecki",2017,0
"3066",226000,"Powiat złotoryjski",2017,33
"3067",261000,"Powiat m.Jelenia Góra",2017,0
"3068",262000,"Powiat m.Legnica",2017,0
"3069",264000,"Powiat m.Wrocław",2017,9
"3070",265000,"Powiat m.Wałbrzych od 2013",2017,5
"3071",401000,"Powiat aleksandrowski",2017,0
"3072",402000,"Powiat brodnicki",2017,1
"3073",403000,"Powiat bydgoski",2017,10
"3074",404000,"Powiat chełmiński",2017,0
"3075",405000,"Powiat golubsko-dobrzyński",2017,0
"3076",406000,"Powiat grudziądzki",2017,3
"3077",407000,"Powiat inowrocławski",2017,18
"3078",408000,"Powiat lipnowski",2017,1
"3079",409000,"Powiat mogileński",2017,2
"3080",410000,"Powiat nakielski",2017,1
"3081",411000,"Powiat radziejowski",2017,1
"3082",412000,"Powiat rypiński",2017,4
"3083",413000,"Powiat sępoleński",2017,0
"3084",414000,"Powiat świecki",2017,3
"3085",415000,"Powiat toruński",2017,3
"3086",416000,"Powiat tucholski",2017,1
"3087",417000,"Powiat wąbrzeski",2017,1
"3088",418000,"Powiat włocławski",2017,2
"3089",419000,"Powiat żniński",2017,2
"3090",461000,"Powiat m.Bydgoszcz",2017,5
"3091",462000,"Powiat m.Grudziądz",2017,0
"3092",463000,"Powiat m.Toruń",2017,0
"3093",464000,"Powiat m.Włocławek",2017,2
"3094",601000,"Powiat bialski",2017,1
"3095",602000,"Powiat biłgorajski",2017,4
"3096",603000,"Powiat chełmski",2017,2
"3097",604000,"Powiat hrubieszowski",2017,0
"3098",605000,"Powiat janowski",2017,1
"3099",606000,"Powiat krasnostawski",2017,1
"3100",607000,"Powiat kraśnicki",2017,1
"3101",608000,"Powiat lubartowski",2017,4
"3102",609000,"Powiat lubelski",2017,8
"3103",610000,"Powiat łęczyński",2017,12
"3104",611000,"Powiat łukowski",2017,4
"3105",612000,"Powiat opolski",2017,4
"3106",613000,"Powiat parczewski",2017,1
"3107",614000,"Powiat puławski",2017,1
"3108",615000,"Powiat radzyński",2017,0
"3109",616000,"Powiat rycki",2017,4
"3110",617000,"Powiat świdnicki",2017,9
"3111",618000,"Powiat tomaszowski",2017,3
"3112",619000,"Powiat włodawski",2017,3
"3113",620000,"Powiat zamojski",2017,1
"3114",661000,"Powiat m.Biała Podlaska",2017,10
"3115",662000,"Powiat m.Chełm",2017,1
"3116",663000,"Powiat m.Lublin",2017,21
"3117",664000,"Powiat m.Zamość",2017,0
"3118",801000,"Powiat gorzowski",2017,0
"3119",802000,"Powiat krośnieński",2017,1
"3120",803000,"Powiat międzyrzecki",2017,1
"3121",804000,"Powiat nowosolski",2017,1
"3122",805000,"Powiat słubicki",2017,2
"3123",806000,"Powiat strzelecko-drezdenecki",2017,1
"3124",807000,"Powiat sulęciński",2017,1
"3125",808000,"Powiat świebodziński",2017,3
"3126",809000,"Powiat zielonogórski",2017,1
"3127",810000,"Powiat żagański",2017,2
"3128",811000,"Powiat żarski",2017,1
"3129",812000,"Powiat wschowski",2017,1
"3130",861000,"Powiat m.Gorzów Wielkopolski",2017,3
"3131",862000,"Powiat m.Zielona Góra",2017,0
"3132",1001000,"Powiat bełchatowski",2017,11
"3133",1002000,"Powiat kutnowski",2017,4
"3134",1003000,"Powiat łaski",2017,1
"3135",1004000,"Powiat łęczycki",2017,0
"3136",1005000,"Powiat łowicki",2017,3
"3137",1006000,"Powiat łódzki wschodni",2017,2
"3138",1007000,"Powiat opoczyński",2017,5
"3139",1008000,"Powiat pabianicki",2017,11
"3140",1009000,"Powiat pajęczański",2017,1
"3141",1010000,"Powiat piotrkowski",2017,6
"3142",1011000,"Powiat poddębicki",2017,1
"3143",1012000,"Powiat radomszczański",2017,2
"3144",1013000,"Powiat rawski",2017,2
"3145",1014000,"Powiat sieradzki",2017,9
"3146",1015000,"Powiat skierniewicki",2017,8
"3147",1016000,"Powiat tomaszowski",2017,3
"3148",1017000,"Powiat wieluński",2017,1
"3149",1018000,"Powiat wieruszowski",2017,3
"3150",1019000,"Powiat zduńskowolski",2017,5
"3151",1020000,"Powiat zgierski",2017,4
"3152",1021000,"Powiat brzeziński",2017,0
"3153",1061000,"Powiat m.Łódź",2017,12
"3154",1062000,"Powiat m.Piotrków Trybunalski",2017,3
"3155",1063000,"Powiat m.Skierniewice",2017,0
"3156",1201000,"Powiat bocheński",2017,1
"3157",1202000,"Powiat brzeski",2017,0
"3158",1203000,"Powiat chrzanowski",2017,0
"3159",1204000,"Powiat dąbrowski",2017,0
"3160",1205000,"Powiat gorlicki",2017,0
"3161",1206000,"Powiat krakowski",2017,6
"3162",1207000,"Powiat limanowski",2017,5
"3163",1208000,"Powiat miechowski",2017,2
"3164",1209000,"Powiat myślenicki",2017,5
"3165",1210000,"Powiat nowosądecki",2017,8
"3166",1211000,"Powiat nowotarski",2017,16
"3167",1212000,"Powiat olkuski",2017,3
"3168",1213000,"Powiat oświęcimski",2017,32
"3169",1214000,"Powiat proszowicki",2017,1
"3170",1215000,"Powiat suski",2017,2
"3171",1216000,"Powiat tarnowski",2017,1
"3172",1217000,"Powiat tatrzański",2017,5
"3173",1218000,"Powiat wadowicki",2017,0
"3174",1219000,"Powiat wielicki",2017,0
"3175",1261000,"Powiat m.Kraków",2017,1
"3176",1262000,"Powiat m.Nowy Sącz",2017,22
"3177",1263000,"Powiat m.Tarnów",2017,0
"3178",1401000,"Powiat białobrzeski",2017,0
"3179",1402000,"Powiat ciechanowski",2017,1
"3180",1403000,"Powiat garwoliński",2017,2
"3181",1404000,"Powiat gostyniński",2017,0
"3182",1405000,"Powiat grodziski",2017,7
"3183",1406000,"Powiat grójecki",2017,0
"3184",1407000,"Powiat kozienicki",2017,1
"3185",1408000,"Powiat legionowski",2017,2
"3186",1409000,"Powiat lipski",2017,1
"3187",1410000,"Powiat łosicki",2017,6
"3188",1411000,"Powiat makowski",2017,0
"3189",1412000,"Powiat miński",2017,0
"3190",1413000,"Powiat mławski",2017,2
"3191",1414000,"Powiat nowodworski",2017,0
"3192",1415000,"Powiat ostrołęcki",2017,1
"3193",1416000,"Powiat ostrowski",2017,1
"3194",1417000,"Powiat otwocki",2017,5
"3195",1418000,"Powiat piaseczyński",2017,0
"3196",1419000,"Powiat płocki",2017,3
"3197",1420000,"Powiat płoński",2017,5
"3198",1421000,"Powiat pruszkowski",2017,0
"3199",1422000,"Powiat przasnyski",2017,1
"3200",1423000,"Powiat przysuski",2017,0
"3201",1424000,"Powiat pułtuski",2017,1
"3202",1425000,"Powiat radomski",2017,2
"3203",1426000,"Powiat siedlecki",2017,28
"3204",1427000,"Powiat sierpecki",2017,5
"3205",1428000,"Powiat sochaczewski",2017,2
"3206",1429000,"Powiat sokołowski",2017,1
"3207",1430000,"Powiat szydłowiecki",2017,0
"3208",1432000,"Powiat warszawski zachodni",2017,6
"3209",1433000,"Powiat węgrowski",2017,0
"3210",1434000,"Powiat wołomiński",2017,1
"3211",1435000,"Powiat wyszkowski",2017,0
"3212",1436000,"Powiat zwoleński",2017,2
"3213",1437000,"Powiat żuromiński",2017,0
"3214",1438000,"Powiat żyrardowski",2017,4
"3215",1461000,"Powiat m.Ostrołęka",2017,2
"3216",1462000,"Powiat m.Płock",2017,0
"3217",1463000,"Powiat m.Radom",2017,17
"3218",1464000,"Powiat m.Siedlce",2017,2
"3219",1465000,"Powiat m. st. Warszawa",2017,21
"3220",1601000,"Powiat brzeski",2017,2
"3221",1602000,"Powiat głubczycki",2017,3
"3222",1603000,"Powiat kędzierzyńsko-kozielski",2017,1
"3223",1604000,"Powiat kluczborski",2017,4
"3224",1605000,"Powiat krapkowicki",2017,0
"3225",1606000,"Powiat namysłowski",2017,1
"3226",1607000,"Powiat nyski",2017,2
"3227",1608000,"Powiat oleski",2017,1
"3228",1609000,"Powiat opolski",2017,2
"3229",1610000,"Powiat prudnicki",2017,0
"3230",1611000,"Powiat strzelecki",2017,0
"3231",1661000,"Powiat m.Opole",2017,0
"3232",1801000,"Powiat bieszczadzki",2017,0
"3233",1802000,"Powiat brzozowski",2017,3
"3234",1803000,"Powiat dębicki",2017,0
"3235",1804000,"Powiat jarosławski",2017,5
"3236",1805000,"Powiat jasielski",2017,3
"3237",1806000,"Powiat kolbuszowski",2017,0
"3238",1807000,"Powiat krośnieński",2017,0
"3239",1808000,"Powiat leżajski",2017,3
"3240",1809000,"Powiat lubaczowski",2017,35
"3241",1810000,"Powiat łańcucki",2017,1
"3242",1811000,"Powiat mielecki",2017,3
"3243",1812000,"Powiat niżański",2017,0
"3244",1813000,"Powiat przemyski",2017,6
"3245",1814000,"Powiat przeworski",2017,1
"3246",1815000,"Powiat ropczycko-sędziszowski",2017,0
"3247",1816000,"Powiat rzeszowski",2017,0
"3248",1817000,"Powiat sanocki",2017,0
"3249",1818000,"Powiat stalowowolski",2017,0
"3250",1819000,"Powiat strzyżowski",2017,0
"3251",1820000,"Powiat tarnobrzeski",2017,5
"3252",1821000,"Powiat leski",2017,3
"3253",1861000,"Powiat m.Krosno",2017,0
"3254",1862000,"Powiat m.Przemyśl",2017,1
"3255",1863000,"Powiat m.Rzeszów",2017,0
"3256",1864000,"Powiat m.Tarnobrzeg",2017,2
"3257",2001000,"Powiat augustowski",2017,2
"3258",2002000,"Powiat białostocki",2017,7
"3259",2003000,"Powiat bielski",2017,1
"3260",2004000,"Powiat grajewski",2017,2
"3261",2005000,"Powiat hajnowski",2017,3
"3262",2006000,"Powiat kolneński",2017,2
"3263",2007000,"Powiat łomżyński",2017,0
"3264",2008000,"Powiat moniecki",2017,2
"3265",2009000,"Powiat sejneński",2017,1
"3266",2010000,"Powiat siemiatycki",2017,5
"3267",2011000,"Powiat sokólski",2017,0
"3268",2012000,"Powiat suwalski",2017,9
"3269",2013000,"Powiat wysokomazowiecki",2017,1
"3270",2014000,"Powiat zambrowski",2017,0
"3271",2061000,"Powiat m.Białystok",2017,4
"3272",2062000,"Powiat m.Łomża",2017,0
"3273",2063000,"Powiat m.Suwałki",2017,0
"3274",2201000,"Powiat bytowski",2017,0
"3275",2202000,"Powiat chojnicki",2017,0
"3276",2203000,"Powiat człuchowski",2017,3
"3277",2204000,"Powiat gdański",2017,0
"3278",2205000,"Powiat kartuski",2017,0
"3279",2206000,"Powiat kościerski",2017,0
"3280",2207000,"Powiat kwidzyński",2017,0
"3281",2208000,"Powiat lęborski",2017,1
"3282",2209000,"Powiat malborski",2017,2
"3283",2210000,"Powiat nowodworski",2017,0
"3284",2211000,"Powiat pucki",2017,1
"3285",2212000,"Powiat słupski",2017,3
"3286",2213000,"Powiat starogardzki",2017,3
"3287",2214000,"Powiat tczewski",2017,2
"3288",2215000,"Powiat wejherowski",2017,6
"3289",2216000,"Powiat sztumski",2017,1
"3290",2261000,"Powiat m.Gdańsk",2017,0
"3291",2262000,"Powiat m.Gdynia",2017,3
"3292",2263000,"Powiat m.Słupsk",2017,1
"3293",2264000,"Powiat m.Sopot",2017,0
"3294",2401000,"Powiat będziński",2017,1
"3295",2402000,"Powiat bielski",2017,1
"3296",2403000,"Powiat cieszyński",2017,5
"3297",2404000,"Powiat częstochowski",2017,1
"3298",2405000,"Powiat gliwicki",2017,0
"3299",2406000,"Powiat kłobucki",2017,12
"3300",2407000,"Powiat lubliniecki",2017,0
"3301",2408000,"Powiat mikołowski",2017,1
"3302",2409000,"Powiat myszkowski",2017,0
"3303",2410000,"Powiat pszczyński",2017,1
"3304",2411000,"Powiat raciborski",2017,0
"3305",2412000,"Powiat rybnicki",2017,1
"3306",2413000,"Powiat tarnogórski",2017,1
"3307",2414000,"Powiat bieruńsko-lędziński",2017,0
"3308",2415000,"Powiat wodzisławski",2017,0
"3309",2416000,"Powiat zawierciański",2017,0
"3310",2417000,"Powiat żywiecki",2017,14
"3311",2461000,"Powiat m.Bielsko-Biała",2017,2
"3312",2462000,"Powiat m.Bytom",2017,0
"3313",2463000,"Powiat m.Chorzów",2017,1
"3314",2464000,"Powiat m.Częstochowa",2017,1
"3315",2465000,"Powiat m.Dąbrowa Górnicza",2017,0
"3316",2466000,"Powiat m.Gliwice",2017,7
"3317",2467000,"Powiat m.Jastrzębie-Zdrój",2017,0
"3318",2468000,"Powiat m.Jaworzno",2017,0
"3319",2469000,"Powiat m.Katowice",2017,1
"3320",2470000,"Powiat m.Mysłowice",2017,0
"3321",2471000,"Powiat m.Piekary Śląskie",2017,0
"3322",2472000,"Powiat m.Ruda Śląska",2017,0
"3323",2473000,"Powiat m.Rybnik",2017,0
"3324",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"3325",2475000,"Powiat m.Sosnowiec",2017,30
"3326",2476000,"Powiat m.Świętochłowice",2017,0
"3327",2477000,"Powiat m.Tychy",2017,0
"3328",2478000,"Powiat m.Zabrze",2017,0
"3329",2479000,"Powiat m.Żory",2017,0
"3330",2601000,"Powiat buski",2017,1
"3331",2602000,"Powiat jędrzejowski",2017,6
"3332",2603000,"Powiat kazimierski",2017,0
"3333",2604000,"Powiat kielecki",2017,8
"3334",2605000,"Powiat konecki",2017,4
"3335",2606000,"Powiat opatowski",2017,1
"3336",2607000,"Powiat ostrowiecki",2017,2
"3337",2608000,"Powiat pińczowski",2017,3
"3338",2609000,"Powiat sandomierski",2017,3
"3339",2610000,"Powiat skarżyski",2017,0
"3340",2611000,"Powiat starachowicki",2017,1
"3341",2612000,"Powiat staszowski",2017,2
"3342",2613000,"Powiat włoszczowski",2017,2
"3343",2661000,"Powiat m.Kielce",2017,14
"3344",2801000,"Powiat bartoszycki",2017,0
"3345",2802000,"Powiat braniewski",2017,2
"3346",2803000,"Powiat działdowski",2017,2
"3347",2804000,"Powiat elbląski",2017,1
"3348",2805000,"Powiat ełcki",2017,1
"3349",2806000,"Powiat giżycki",2017,1
"3350",2807000,"Powiat iławski",2017,5
"3351",2808000,"Powiat kętrzyński",2017,3
"3352",2809000,"Powiat lidzbarski",2017,2
"3353",2810000,"Powiat mrągowski",2017,1
"3354",2811000,"Powiat nidzicki",2017,0
"3355",2812000,"Powiat nowomiejski",2017,0
"3356",2813000,"Powiat olecki",2017,2
"3357",2814000,"Powiat olsztyński",2017,2
"3358",2815000,"Powiat ostródzki",2017,0
"3359",2816000,"Powiat piski",2017,1
"3360",2817000,"Powiat szczycieński",2017,0
"3361",2818000,"Powiat gołdapski",2017,1
"3362",2819000,"Powiat węgorzewski",2017,1
"3363",2861000,"Powiat m.Elbląg",2017,3
"3364",2862000,"Powiat m.Olsztyn",2017,6
"3365",3001000,"Powiat chodzieski",2017,0
"3366",3002000,"Powiat czarnkowsko-trzcianecki",2017,2
"3367",3003000,"Powiat gnieźnieński",2017,3
"3368",3004000,"Powiat gostyński",2017,1
"3369",3005000,"Powiat grodziski",2017,5
"3370",3006000,"Powiat jarociński",2017,1
"3371",3007000,"Powiat kaliski",2017,3
"3372",3008000,"Powiat kępiński",2017,2
"3373",3009000,"Powiat kolski",2017,1
"3374",3010000,"Powiat koniński",2017,3
"3375",3011000,"Powiat kościański",2017,2
"3376",3012000,"Powiat krotoszyński",2017,0
"3377",3013000,"Powiat leszczyński",2017,1
"3378",3014000,"Powiat międzychodzki",2017,1
"3379",3015000,"Powiat nowotomyski",2017,1
"3380",3016000,"Powiat obornicki",2017,2
"3381",3017000,"Powiat ostrowski",2017,5
"3382",3018000,"Powiat ostrzeszowski",2017,1
"3383",3019000,"Powiat pilski",2017,3
"3384",3020000,"Powiat pleszewski",2017,6
"3385",3021000,"Powiat poznański",2017,6
"3386",3022000,"Powiat rawicki",2017,1
"3387",3023000,"Powiat słupecki",2017,0
"3388",3024000,"Powiat szamotulski",2017,1
"3389",3025000,"Powiat średzki",2017,1
"3390",3026000,"Powiat śremski",2017,0
"3391",3027000,"Powiat turecki",2017,1
"3392",3028000,"Powiat wągrowiecki",2017,1
"3393",3029000,"Powiat wolsztyński",2017,0
"3394",3030000,"Powiat wrzesiński",2017,2
"3395",3031000,"Powiat złotowski",2017,1
"3396",3061000,"Powiat m.Kalisz",2017,3
"3397",3062000,"Powiat m.Konin",2017,5
"3398",3063000,"Powiat m.Leszno",2017,3
"3399",3064000,"Powiat m.Poznań",2017,40
"3400",3201000,"Powiat białogardzki",2017,0
"3401",3202000,"Powiat choszczeński",2017,1
"3402",3203000,"Powiat drawski",2017,2
"3403",3204000,"Powiat goleniowski",2017,0
"3404",3205000,"Powiat gryficki",2017,0
"3405",3206000,"Powiat gryfiński",2017,8
"3406",3207000,"Powiat kamieński",2017,1
"3407",3208000,"Powiat kołobrzeski",2017,2
"3408",3209000,"Powiat koszaliński",2017,1
"3409",3210000,"Powiat myśliborski",2017,3
"3410",3211000,"Powiat policki",2017,2
"3411",3212000,"Powiat pyrzycki",2017,2
"3412",3213000,"Powiat sławieński",2017,0
"3413",3214000,"Powiat stargardzki",2017,8
"3414",3215000,"Powiat szczecinecki",2017,3
"3415",3216000,"Powiat świdwiński",2017,2
"3416",3217000,"Powiat wałecki",2017,3
"3417",3218000,"Powiat łobeski",2017,2
"3418",3261000,"Powiat m.Koszalin",2017,0
"3419",3262000,"Powiat m.Szczecin",2017,7
"3420",3263000,"Powiat m.Świnoujście",2017,1
"3421",201000,"Powiat bolesławiecki",2018,2
"3422",202000,"Powiat dzierżoniowski",2018,2
"3423",203000,"Powiat głogowski",2018,1
"3424",204000,"Powiat górowski",2018,0
"3425",205000,"Powiat jaworski",2018,0
"3426",206000,"Powiat jeleniogórski",2018,1
"3427",207000,"Powiat kamiennogórski",2018,0
"3428",208000,"Powiat kłodzki",2018,0
"3429",209000,"Powiat legnicki",2018,0
"3430",210000,"Powiat lubański",2018,0
"3431",211000,"Powiat lubiński",2018,0
"3432",212000,"Powiat lwówecki",2018,2
"3433",213000,"Powiat milicki",2018,1
"3434",214000,"Powiat oleśnicki",2018,0
"3435",215000,"Powiat oławski",2018,0
"3436",216000,"Powiat polkowicki",2018,1
"3437",217000,"Powiat strzeliński",2018,1
"3438",218000,"Powiat średzki",2018,1
"3439",219000,"Powiat świdnicki",2018,5
"3440",220000,"Powiat trzebnicki",2018,0
"3441",221000,"Powiat wałbrzyski",2018,1
"3442",222000,"Powiat wołowski",2018,3
"3443",223000,"Powiat wrocławski",2018,3
"3444",224000,"Powiat ząbkowicki",2018,1
"3445",225000,"Powiat zgorzelecki",2018,0
"3446",226000,"Powiat złotoryjski",2018,15
"3447",261000,"Powiat m.Jelenia Góra",2018,0
"3448",262000,"Powiat m.Legnica",2018,2
"3449",264000,"Powiat m.Wrocław",2018,6
"3450",265000,"Powiat m.Wałbrzych od 2013",2018,4
"3451",401000,"Powiat aleksandrowski",2018,1
"3452",402000,"Powiat brodnicki",2018,1
"3453",403000,"Powiat bydgoski",2018,5
"3454",404000,"Powiat chełmiński",2018,1
"3455",405000,"Powiat golubsko-dobrzyński",2018,0
"3456",406000,"Powiat grudziądzki",2018,3
"3457",407000,"Powiat inowrocławski",2018,14
"3458",408000,"Powiat lipnowski",2018,1
"3459",409000,"Powiat mogileński",2018,0
"3460",410000,"Powiat nakielski",2018,1
"3461",411000,"Powiat radziejowski",2018,1
"3462",412000,"Powiat rypiński",2018,3
"3463",413000,"Powiat sępoleński",2018,1
"3464",414000,"Powiat świecki",2018,2
"3465",415000,"Powiat toruński",2018,0
"3466",416000,"Powiat tucholski",2018,0
"3467",417000,"Powiat wąbrzeski",2018,1
"3468",418000,"Powiat włocławski",2018,1
"3469",419000,"Powiat żniński",2018,1
"3470",461000,"Powiat m.Bydgoszcz",2018,3
"3471",462000,"Powiat m.Grudziądz",2018,0
"3472",463000,"Powiat m.Toruń",2018,1
"3473",464000,"Powiat m.Włocławek",2018,3
"3474",601000,"Powiat bialski",2018,0
"3475",602000,"Powiat biłgorajski",2018,5
"3476",603000,"Powiat chełmski",2018,3
"3477",604000,"Powiat hrubieszowski",2018,0
"3478",605000,"Powiat janowski",2018,2
"3479",606000,"Powiat krasnostawski",2018,1
"3480",607000,"Powiat kraśnicki",2018,1
"3481",608000,"Powiat lubartowski",2018,5
"3482",609000,"Powiat lubelski",2018,8
"3483",610000,"Powiat łęczyński",2018,10
"3484",611000,"Powiat łukowski",2018,2
"3485",612000,"Powiat opolski",2018,2
"3486",613000,"Powiat parczewski",2018,0
"3487",614000,"Powiat puławski",2018,0
"3488",615000,"Powiat radzyński",2018,2
"3489",616000,"Powiat rycki",2018,4
"3490",617000,"Powiat świdnicki",2018,5
"3491",618000,"Powiat tomaszowski",2018,4
"3492",619000,"Powiat włodawski",2018,1
"3493",620000,"Powiat zamojski",2018,3
"3494",661000,"Powiat m.Biała Podlaska",2018,7
"3495",662000,"Powiat m.Chełm",2018,5
"3496",663000,"Powiat m.Lublin",2018,16
"3497",664000,"Powiat m.Zamość",2018,0
"3498",801000,"Powiat gorzowski",2018,1
"3499",802000,"Powiat krośnieński",2018,1
"3500",803000,"Powiat międzyrzecki",2018,2
"3501",804000,"Powiat nowosolski",2018,1
"3502",805000,"Powiat słubicki",2018,1
"3503",806000,"Powiat strzelecko-drezdenecki",2018,3
"3504",807000,"Powiat sulęciński",2018,0
"3505",808000,"Powiat świebodziński",2018,3
"3506",809000,"Powiat zielonogórski",2018,1
"3507",810000,"Powiat żagański",2018,3
"3508",811000,"Powiat żarski",2018,1
"3509",812000,"Powiat wschowski",2018,1
"3510",861000,"Powiat m.Gorzów Wielkopolski",2018,2
"3511",862000,"Powiat m.Zielona Góra",2018,0
"3512",1001000,"Powiat bełchatowski",2018,8
"3513",1002000,"Powiat kutnowski",2018,1
"3514",1003000,"Powiat łaski",2018,1
"3515",1004000,"Powiat łęczycki",2018,2
"3516",1005000,"Powiat łowicki",2018,0
"3517",1006000,"Powiat łódzki wschodni",2018,1
"3518",1007000,"Powiat opoczyński",2018,2
"3519",1008000,"Powiat pabianicki",2018,3
"3520",1009000,"Powiat pajęczański",2018,0
"3521",1010000,"Powiat piotrkowski",2018,4
"3522",1011000,"Powiat poddębicki",2018,1
"3523",1012000,"Powiat radomszczański",2018,2
"3524",1013000,"Powiat rawski",2018,1
"3525",1014000,"Powiat sieradzki",2018,5
"3526",1015000,"Powiat skierniewicki",2018,6
"3527",1016000,"Powiat tomaszowski",2018,2
"3528",1017000,"Powiat wieluński",2018,0
"3529",1018000,"Powiat wieruszowski",2018,1
"3530",1019000,"Powiat zduńskowolski",2018,5
"3531",1020000,"Powiat zgierski",2018,5
"3532",1021000,"Powiat brzeziński",2018,0
"3533",1061000,"Powiat m.Łódź",2018,9
"3534",1062000,"Powiat m.Piotrków Trybunalski",2018,1
"3535",1063000,"Powiat m.Skierniewice",2018,0
"3536",1201000,"Powiat bocheński",2018,1
"3537",1202000,"Powiat brzeski",2018,0
"3538",1203000,"Powiat chrzanowski",2018,0
"3539",1204000,"Powiat dąbrowski",2018,0
"3540",1205000,"Powiat gorlicki",2018,2
"3541",1206000,"Powiat krakowski",2018,5
"3542",1207000,"Powiat limanowski",2018,1
"3543",1208000,"Powiat miechowski",2018,3
"3544",1209000,"Powiat myślenicki",2018,7
"3545",1210000,"Powiat nowosądecki",2018,6
"3546",1211000,"Powiat nowotarski",2018,10
"3547",1212000,"Powiat olkuski",2018,1
"3548",1213000,"Powiat oświęcimski",2018,4
"3549",1214000,"Powiat proszowicki",2018,0
"3550",1215000,"Powiat suski",2018,5
"3551",1216000,"Powiat tarnowski",2018,4
"3552",1217000,"Powiat tatrzański",2018,4
"3553",1218000,"Powiat wadowicki",2018,0
"3554",1219000,"Powiat wielicki",2018,0
"3555",1261000,"Powiat m.Kraków",2018,0
"3556",1262000,"Powiat m.Nowy Sącz",2018,2
"3557",1263000,"Powiat m.Tarnów",2018,1
"3558",1401000,"Powiat białobrzeski",2018,0
"3559",1402000,"Powiat ciechanowski",2018,2
"3560",1403000,"Powiat garwoliński",2018,1
"3561",1404000,"Powiat gostyniński",2018,0
"3562",1405000,"Powiat grodziski",2018,10
"3563",1406000,"Powiat grójecki",2018,1
"3564",1407000,"Powiat kozienicki",2018,1
"3565",1408000,"Powiat legionowski",2018,0
"3566",1409000,"Powiat lipski",2018,1
"3567",1410000,"Powiat łosicki",2018,5
"3568",1411000,"Powiat makowski",2018,0
"3569",1412000,"Powiat miński",2018,1
"3570",1413000,"Powiat mławski",2018,0
"3571",1414000,"Powiat nowodworski",2018,1
"3572",1415000,"Powiat ostrołęcki",2018,4
"3573",1416000,"Powiat ostrowski",2018,0
"3574",1417000,"Powiat otwocki",2018,5
"3575",1418000,"Powiat piaseczyński",2018,1
"3576",1419000,"Powiat płocki",2018,1
"3577",1420000,"Powiat płoński",2018,3
"3578",1421000,"Powiat pruszkowski",2018,1
"3579",1422000,"Powiat przasnyski",2018,0
"3580",1423000,"Powiat przysuski",2018,0
"3581",1424000,"Powiat pułtuski",2018,0
"3582",1425000,"Powiat radomski",2018,0
"3583",1426000,"Powiat siedlecki",2018,15
"3584",1427000,"Powiat sierpecki",2018,3
"3585",1428000,"Powiat sochaczewski",2018,0
"3586",1429000,"Powiat sokołowski",2018,1
"3587",1430000,"Powiat szydłowiecki",2018,0
"3588",1432000,"Powiat warszawski zachodni",2018,10
"3589",1433000,"Powiat węgrowski",2018,1
"3590",1434000,"Powiat wołomiński",2018,3
"3591",1435000,"Powiat wyszkowski",2018,0
"3592",1436000,"Powiat zwoleński",2018,2
"3593",1437000,"Powiat żuromiński",2018,0
"3594",1438000,"Powiat żyrardowski",2018,4
"3595",1461000,"Powiat m.Ostrołęka",2018,2
"3596",1462000,"Powiat m.Płock",2018,0
"3597",1463000,"Powiat m.Radom",2018,5
"3598",1464000,"Powiat m.Siedlce",2018,0
"3599",1465000,"Powiat m. st. Warszawa",2018,14
"3600",1601000,"Powiat brzeski",2018,3
"3601",1602000,"Powiat głubczycki",2018,2
"3602",1603000,"Powiat kędzierzyńsko-kozielski",2018,0
"3603",1604000,"Powiat kluczborski",2018,4
"3604",1605000,"Powiat krapkowicki",2018,0
"3605",1606000,"Powiat namysłowski",2018,2
"3606",1607000,"Powiat nyski",2018,1
"3607",1608000,"Powiat oleski",2018,2
"3608",1609000,"Powiat opolski",2018,2
"3609",1610000,"Powiat prudnicki",2018,0
"3610",1611000,"Powiat strzelecki",2018,1
"3611",1661000,"Powiat m.Opole",2018,1
"3612",1801000,"Powiat bieszczadzki",2018,0
"3613",1802000,"Powiat brzozowski",2018,2
"3614",1803000,"Powiat dębicki",2018,0
"3615",1804000,"Powiat jarosławski",2018,2
"3616",1805000,"Powiat jasielski",2018,1
"3617",1806000,"Powiat kolbuszowski",2018,1
"3618",1807000,"Powiat krośnieński",2018,0
"3619",1808000,"Powiat leżajski",2018,1
"3620",1809000,"Powiat lubaczowski",2018,41
"3621",1810000,"Powiat łańcucki",2018,1
