"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_izb_w_1_mieszkaniu"
"26151",2808000,"Powiat kętrzyński",2016,3.58
"26152",2809000,"Powiat lidzbarski",2016,3.71
"26153",2810000,"Powiat mrągowski",2016,3.97
"26154",2811000,"Powiat nidzicki",2016,3.86
"26155",2812000,"Powiat nowomiejski",2016,4.18
"26156",2813000,"Powiat olecki",2016,3.85
"26157",2814000,"Powiat olsztyński",2016,4.13
"26158",2815000,"Powiat ostródzki",2016,3.77
"26159",2816000,"Powiat piski",2016,3.91
"26160",2817000,"Powiat szczycieński",2016,4.08
"26161",2818000,"Powiat gołdapski",2016,3.91
"26162",2819000,"Powiat węgorzewski",2016,3.9
"26163",2861000,"Powiat m.Elbląg",2016,3.47
"26164",2862000,"Powiat m.Olsztyn",2016,3.48
"26165",3001000,"Powiat chodzieski",2016,4.18
"26166",3002000,"Powiat czarnkowsko-trzcianecki",2016,4.21
"26167",3003000,"Powiat gnieźnieński",2016,3.83
"26168",3004000,"Powiat gostyński",2016,4.42
"26169",3005000,"Powiat grodziski",2016,4.44
"26170",3006000,"Powiat jarociński",2016,4.37
"26171",3007000,"Powiat kaliski",2016,4.59
"26172",3008000,"Powiat kępiński",2016,4.61
"26173",3009000,"Powiat kolski",2016,4.06
"26174",3010000,"Powiat koniński",2016,4.59
"26175",3011000,"Powiat kościański",2016,4.19
"26176",3012000,"Powiat krotoszyński",2016,4.41
"26177",3013000,"Powiat leszczyński",2016,4.83
"26178",3014000,"Powiat międzychodzki",2016,4.05
"26179",3015000,"Powiat nowotomyski",2016,4.28
"26180",3016000,"Powiat obornicki",2016,4.05
"26181",3017000,"Powiat ostrowski",2016,4.29
"26182",3018000,"Powiat ostrzeszowski",2016,4.68
"26183",3019000,"Powiat pilski",2016,3.97
"26184",3020000,"Powiat pleszewski",2016,4.44
"26185",3021000,"Powiat poznański",2016,4.42
"26186",3022000,"Powiat rawicki",2016,4.26
"26187",3023000,"Powiat słupecki",2016,4.26
"26188",3024000,"Powiat szamotulski",2016,4.16
"26189",3025000,"Powiat średzki",2016,4.09
"26190",3026000,"Powiat śremski",2016,4.01
"26191",3027000,"Powiat turecki",2016,4.26
"26192",3028000,"Powiat wągrowiecki",2016,4.06
"26193",3029000,"Powiat wolsztyński",2016,4.54
"26194",3030000,"Powiat wrzesiński",2016,4.11
"26195",3031000,"Powiat złotowski",2016,4.11
"26196",3061000,"Powiat m.Kalisz",2016,3.44
"26197",3062000,"Powiat m.Konin",2016,3.7
"26198",3063000,"Powiat m.Leszno",2016,3.95
"26199",3064000,"Powiat m.Poznań",2016,3.49
"26200",3201000,"Powiat białogardzki",2016,3.79
"26201",3202000,"Powiat choszczeński",2016,3.86
"26202",3203000,"Powiat drawski",2016,3.85
"26203",3204000,"Powiat goleniowski",2016,4
"26204",3205000,"Powiat gryficki",2016,4.05
"26205",3206000,"Powiat gryfiński",2016,3.94
"26206",3207000,"Powiat kamieński",2016,4
"26207",3208000,"Powiat kołobrzeski",2016,4.04
"26208",3209000,"Powiat koszaliński",2016,4.4
"26209",3210000,"Powiat myśliborski",2016,3.96
"26210",3211000,"Powiat policki",2016,4.49
"26211",3212000,"Powiat pyrzycki",2016,3.93
"26212",3213000,"Powiat sławieński",2016,4.2
"26213",3214000,"Powiat stargardzki",2016,3.8
"26214",3215000,"Powiat szczecinecki",2016,3.76
"26215",3216000,"Powiat świdwiński",2016,3.8
"26216",3217000,"Powiat wałecki",2016,3.83
"26217",3218000,"Powiat łobeski",2016,3.79
"26218",3261000,"Powiat m.Koszalin",2016,3.63
"26219",3262000,"Powiat m.Szczecin",2016,3.59
"26220",3263000,"Powiat m.Świnoujście",2016,3.8
"26221",201000,"Powiat bolesławiecki",2017,4.09
"26222",202000,"Powiat dzierżoniowski",2017,3.49
"26223",203000,"Powiat głogowski",2017,3.76
"26224",204000,"Powiat górowski",2017,4.01
"26225",205000,"Powiat jaworski",2017,3.92
"26226",206000,"Powiat jeleniogórski",2017,4
"26227",207000,"Powiat kamiennogórski",2017,3.44
"26228",208000,"Powiat kłodzki",2017,3.58
"26229",209000,"Powiat legnicki",2017,4.33
"26230",210000,"Powiat lubański",2017,3.96
"26231",211000,"Powiat lubiński",2017,3.77
"26232",212000,"Powiat lwówecki",2017,4.03
"26233",213000,"Powiat milicki",2017,4.26
"26234",214000,"Powiat oleśnicki",2017,4.05
"26235",215000,"Powiat oławski",2017,4.03
"26236",216000,"Powiat polkowicki",2017,3.96
"26237",217000,"Powiat strzeliński",2017,4.05
"26238",218000,"Powiat średzki",2017,4.4
"26239",219000,"Powiat świdnicki",2017,3.63
"26240",220000,"Powiat trzebnicki",2017,4.31
"26241",221000,"Powiat wałbrzyski",2017,3.4
"26242",222000,"Powiat wołowski",2017,3.9
"26243",223000,"Powiat wrocławski",2017,4.74
"26244",224000,"Powiat ząbkowicki",2017,3.86
"26245",225000,"Powiat zgorzelecki",2017,3.87
"26246",226000,"Powiat złotoryjski",2017,3.96
"26247",261000,"Powiat m.Jelenia Góra",2017,3.55
"26248",262000,"Powiat m.Legnica",2017,3.51
"26249",264000,"Powiat m.Wrocław",2017,3.8
"26250",265000,"Powiat m.Wałbrzych od 2013",2017,3.11
"26251",401000,"Powiat aleksandrowski",2017,4.07
"26252",402000,"Powiat brodnicki",2017,4.05
"26253",403000,"Powiat bydgoski",2017,4.41
"26254",404000,"Powiat chełmiński",2017,3.8
"26255",405000,"Powiat golubsko-dobrzyński",2017,3.98
"26256",406000,"Powiat grudziądzki",2017,4.1
"26257",407000,"Powiat inowrocławski",2017,3.64
"26258",408000,"Powiat lipnowski",2017,4.02
"26259",409000,"Powiat mogileński",2017,4.05
"26260",410000,"Powiat nakielski",2017,3.9
"26261",411000,"Powiat radziejowski",2017,4.19
"26262",412000,"Powiat rypiński",2017,3.97
"26263",413000,"Powiat sępoleński",2017,4.08
"26264",414000,"Powiat świecki",2017,4.03
"26265",415000,"Powiat toruński",2017,4.33
"26266",416000,"Powiat tucholski",2017,4.36
"26267",417000,"Powiat wąbrzeski",2017,3.85
"26268",418000,"Powiat włocławski",2017,4.03
"26269",419000,"Powiat żniński",2017,3.99
"26270",461000,"Powiat m.Bydgoszcz",2017,3.43
"26271",462000,"Powiat m.Grudziądz",2017,3.45
"26272",463000,"Powiat m.Toruń",2017,3.48
"26273",464000,"Powiat m.Włocławek",2017,3.41
"26274",601000,"Powiat bialski",2017,4.1
"26275",602000,"Powiat biłgorajski",2017,4.18
"26276",603000,"Powiat chełmski",2017,3.65
"26277",604000,"Powiat hrubieszowski",2017,3.71
"26278",605000,"Powiat janowski",2017,4.04
"26279",606000,"Powiat krasnostawski",2017,3.78
"26280",607000,"Powiat kraśnicki",2017,3.95
"26281",608000,"Powiat lubartowski",2017,3.94
"26282",609000,"Powiat lubelski",2017,4.29
"26283",610000,"Powiat łęczyński",2017,3.96
"26284",611000,"Powiat łukowski",2017,3.98
"26285",612000,"Powiat opolski",2017,3.72
"26286",613000,"Powiat parczewski",2017,3.9
"26287",614000,"Powiat puławski",2017,3.81
"26288",615000,"Powiat radzyński",2017,4.1
"26289",616000,"Powiat rycki",2017,3.85
"26290",617000,"Powiat świdnicki",2017,3.66
"26291",618000,"Powiat tomaszowski",2017,4.01
"26292",619000,"Powiat włodawski",2017,3.86
"26293",620000,"Powiat zamojski",2017,3.97
"26294",661000,"Powiat m.Biała Podlaska",2017,3.87
"26295",662000,"Powiat m.Chełm",2017,3.64
"26296",663000,"Powiat m.Lublin",2017,3.56
"26297",664000,"Powiat m.Zamość",2017,3.74
"26298",801000,"Powiat gorzowski",2017,4.46
"26299",802000,"Powiat krośnieński",2017,4.03
"26300",803000,"Powiat międzyrzecki",2017,3.99
"26301",804000,"Powiat nowosolski",2017,3.8
"26302",805000,"Powiat słubicki",2017,3.94
"26303",806000,"Powiat strzelecko-drezdenecki",2017,4.06
"26304",807000,"Powiat sulęciński",2017,4.13
"26305",808000,"Powiat świebodziński",2017,3.96
"26306",809000,"Powiat zielonogórski",2017,4.24
"26307",810000,"Powiat żagański",2017,3.82
"26308",811000,"Powiat żarski",2017,3.94
"26309",812000,"Powiat wschowski",2017,4.17
"26310",861000,"Powiat m.Gorzów Wielkopolski",2017,3.99
"26311",862000,"Powiat m.Zielona Góra",2017,3.73
"26312",1001000,"Powiat bełchatowski",2017,4.07
"26313",1002000,"Powiat kutnowski",2017,3.61
"26314",1003000,"Powiat łaski",2017,3.89
"26315",1004000,"Powiat łęczycki",2017,3.85
"26316",1005000,"Powiat łowicki",2017,4.2
"26317",1006000,"Powiat łódzki wschodni",2017,4.32
"26318",1007000,"Powiat opoczyński",2017,3.91
"26319",1008000,"Powiat pabianicki",2017,3.56
"26320",1009000,"Powiat pajęczański",2017,4.29
"26321",1010000,"Powiat piotrkowski",2017,4.25
"26322",1011000,"Powiat poddębicki",2017,3.91
"26323",1012000,"Powiat radomszczański",2017,3.81
"26324",1013000,"Powiat rawski",2017,3.85
"26325",1014000,"Powiat sieradzki",2017,3.99
"26326",1015000,"Powiat skierniewicki",2017,4.24
"26327",1016000,"Powiat tomaszowski",2017,3.71
"26328",1017000,"Powiat wieluński",2017,4.25
"26329",1018000,"Powiat wieruszowski",2017,4.54
"26330",1019000,"Powiat zduńskowolski",2017,3.77
"26331",1020000,"Powiat zgierski",2017,3.65
"26332",1021000,"Powiat brzeziński",2017,3.87
"26333",1061000,"Powiat m.Łódź",2017,3.08
"26334",1062000,"Powiat m.Piotrków Trybunalski",2017,3.51
"26335",1063000,"Powiat m.Skierniewice",2017,3.77
"26336",1201000,"Powiat bocheński",2017,4.43
"26337",1202000,"Powiat brzeski",2017,4.31
"26338",1203000,"Powiat chrzanowski",2017,3.98
"26339",1204000,"Powiat dąbrowski",2017,4.21
"26340",1205000,"Powiat gorlicki",2017,4.21
"26341",1206000,"Powiat krakowski",2017,4.48
"26342",1207000,"Powiat limanowski",2017,4.35
"26343",1208000,"Powiat miechowski",2017,3.94
"26344",1209000,"Powiat myślenicki",2017,4.5
"26345",1210000,"Powiat nowosądecki",2017,4.3
"26346",1211000,"Powiat nowotarski",2017,4.52
"26347",1212000,"Powiat olkuski",2017,4.16
"26348",1213000,"Powiat oświęcimski",2017,4.09
"26349",1214000,"Powiat proszowicki",2017,4.42
"26350",1215000,"Powiat suski",2017,4.49
"26351",1216000,"Powiat tarnowski",2017,4.41
"26352",1217000,"Powiat tatrzański",2017,4.7
"26353",1218000,"Powiat wadowicki",2017,4.32
"26354",1219000,"Powiat wielicki",2017,4.55
"26355",1261000,"Powiat m.Kraków",2017,3.13
"26356",1262000,"Powiat m.Nowy Sącz",2017,3.9
"26357",1263000,"Powiat m.Tarnów",2017,3.6
"26358",1401000,"Powiat białobrzeski",2017,3.82
"26359",1402000,"Powiat ciechanowski",2017,3.96
"26360",1403000,"Powiat garwoliński",2017,4.11
"26361",1404000,"Powiat gostyniński",2017,3.95
"26362",1405000,"Powiat grodziski",2017,4.15
"26363",1406000,"Powiat grójecki",2017,3.78
"26364",1407000,"Powiat kozienicki",2017,3.82
"26365",1408000,"Powiat legionowski",2017,4.17
"26366",1409000,"Powiat lipski",2017,3.71
"26367",1410000,"Powiat łosicki",2017,4.1
"26368",1411000,"Powiat makowski",2017,4.11
"26369",1412000,"Powiat miński",2017,3.95
"26370",1413000,"Powiat mławski",2017,3.95
"26371",1414000,"Powiat nowodworski",2017,3.8
"26372",1415000,"Powiat ostrołęcki",2017,4.56
"26373",1416000,"Powiat ostrowski",2017,4.07
"26374",1417000,"Powiat otwocki",2017,3.92
"26375",1418000,"Powiat piaseczyński",2017,4.07
"26376",1419000,"Powiat płocki",2017,4.31
"26377",1420000,"Powiat płoński",2017,3.9
"26378",1421000,"Powiat pruszkowski",2017,4.11
"26379",1422000,"Powiat przasnyski",2017,4.12
"26380",1423000,"Powiat przysuski",2017,3.67
"26381",1424000,"Powiat pułtuski",2017,4.03
"26382",1425000,"Powiat radomski",2017,3.9
"26383",1426000,"Powiat siedlecki",2017,4.2
"26384",1427000,"Powiat sierpecki",2017,4.1
"26385",1428000,"Powiat sochaczewski",2017,3.96
"26386",1429000,"Powiat sokołowski",2017,4.01
"26387",1430000,"Powiat szydłowiecki",2017,3.83
"26388",1432000,"Powiat warszawski zachodni",2017,4.52
"26389",1433000,"Powiat węgrowski",2017,3.95
"26390",1434000,"Powiat wołomiński",2017,4.07
"26391",1435000,"Powiat wyszkowski",2017,4.15
"26392",1436000,"Powiat zwoleński",2017,3.86
"26393",1437000,"Powiat żuromiński",2017,4.39
"26394",1438000,"Powiat żyrardowski",2017,3.49
"26395",1461000,"Powiat m.Ostrołęka",2017,4.07
"26396",1462000,"Powiat m.Płock",2017,3.52
"26397",1463000,"Powiat m.Radom",2017,3.4
"26398",1464000,"Powiat m.Siedlce",2017,3.64
"26399",1465000,"Powiat m. st. Warszawa",2017,3.16
"26400",1601000,"Powiat brzeski",2017,3.78
"26401",1602000,"Powiat głubczycki",2017,3.96
"26402",1603000,"Powiat kędzierzyńsko-kozielski",2017,4.07
"26403",1604000,"Powiat kluczborski",2017,4.07
"26404",1605000,"Powiat krapkowicki",2017,4.57
"26405",1606000,"Powiat namysłowski",2017,4.06
"26406",1607000,"Powiat nyski",2017,4.01
"26407",1608000,"Powiat oleski",2017,4.63
"26408",1609000,"Powiat opolski",2017,4.9
"26409",1610000,"Powiat prudnicki",2017,4.24
"26410",1611000,"Powiat strzelecki",2017,4.57
"26411",1661000,"Powiat m.Opole",2017,3.84
"26412",1801000,"Powiat bieszczadzki",2017,3.96
"26413",1802000,"Powiat brzozowski",2017,4.29
"26414",1803000,"Powiat dębicki",2017,4.18
"26415",1804000,"Powiat jarosławski",2017,4.08
"26416",1805000,"Powiat jasielski",2017,4.13
"26417",1806000,"Powiat kolbuszowski",2017,4.26
"26418",1807000,"Powiat krośnieński",2017,4.64
"26419",1808000,"Powiat leżajski",2017,4.15
"26420",1809000,"Powiat lubaczowski",2017,4.14
"26421",1810000,"Powiat łańcucki",2017,4.42
"26422",1811000,"Powiat mielecki",2017,4.06
"26423",1812000,"Powiat niżański",2017,4.32
"26424",1813000,"Powiat przemyski",2017,4.31
"26425",1814000,"Powiat przeworski",2017,4.15
"26426",1815000,"Powiat ropczycko-sędziszowski",2017,4.12
"26427",1816000,"Powiat rzeszowski",2017,4.42
"26428",1817000,"Powiat sanocki",2017,4.08
"26429",1818000,"Powiat stalowowolski",2017,3.91
"26430",1819000,"Powiat strzyżowski",2017,4.37
"26431",1820000,"Powiat tarnobrzeski",2017,4.15
"26432",1821000,"Powiat leski",2017,4.45
"26433",1861000,"Powiat m.Krosno",2017,3.93
"26434",1862000,"Powiat m.Przemyśl",2017,3.42
"26435",1863000,"Powiat m.Rzeszów",2017,3.67
"26436",1864000,"Powiat m.Tarnobrzeg",2017,3.73
"26437",2001000,"Powiat augustowski",2017,4.26
"26438",2002000,"Powiat białostocki",2017,4.34
"26439",2003000,"Powiat bielski",2017,4.15
"26440",2004000,"Powiat grajewski",2017,4.05
"26441",2005000,"Powiat hajnowski",2017,3.88
"26442",2006000,"Powiat kolneński",2017,4.24
"26443",2007000,"Powiat łomżyński",2017,4.58
"26444",2008000,"Powiat moniecki",2017,4.35
"26445",2009000,"Powiat sejneński",2017,4.43
"26446",2010000,"Powiat siemiatycki",2017,4.27
"26447",2011000,"Powiat sokólski",2017,4.12
"26448",2012000,"Powiat suwalski",2017,4.5
"26449",2013000,"Powiat wysokomazowiecki",2017,4.66
"26450",2014000,"Powiat zambrowski",2017,4.17
"26451",2061000,"Powiat m.Białystok",2017,3.6
"26452",2062000,"Powiat m.Łomża",2017,3.86
"26453",2063000,"Powiat m.Suwałki",2017,3.73
"26454",2201000,"Powiat bytowski",2017,4.22
"26455",2202000,"Powiat chojnicki",2017,4.26
"26456",2203000,"Powiat człuchowski",2017,4.03
"26457",2204000,"Powiat gdański",2017,4.16
"26458",2205000,"Powiat kartuski",2017,4.66
"26459",2206000,"Powiat kościerski",2017,4.43
"26460",2207000,"Powiat kwidzyński",2017,3.89
"26461",2208000,"Powiat lęborski",2017,4.01
"26462",2209000,"Powiat malborski",2017,3.74
"26463",2210000,"Powiat nowodworski",2017,4.19
"26464",2211000,"Powiat pucki",2017,4.86
"26465",2212000,"Powiat słupski",2017,4.02
"26466",2213000,"Powiat starogardzki",2017,4.09
"26467",2214000,"Powiat tczewski",2017,3.7
"26468",2215000,"Powiat wejherowski",2017,3.97
"26469",2216000,"Powiat sztumski",2017,3.88
"26470",2261000,"Powiat m.Gdańsk",2017,3.31
"26471",2262000,"Powiat m.Gdynia",2017,3.44
"26472",2263000,"Powiat m.Słupsk",2017,3.52
"26473",2264000,"Powiat m.Sopot",2017,3.45
"26474",2401000,"Powiat będziński",2017,3.81
"26475",2402000,"Powiat bielski",2017,4.51
"26476",2403000,"Powiat cieszyński",2017,4.58
"26477",2404000,"Powiat częstochowski",2017,4.12
"26478",2405000,"Powiat gliwicki",2017,4.16
"26479",2406000,"Powiat kłobucki",2017,4.45
"26480",2407000,"Powiat lubliniecki",2017,4.54
"26481",2408000,"Powiat mikołowski",2017,4.29
"26482",2409000,"Powiat myszkowski",2017,4.14
"26483",2410000,"Powiat pszczyński",2017,4.79
"26484",2411000,"Powiat raciborski",2017,4.47
"26485",2412000,"Powiat rybnicki",2017,4.61
"26486",2413000,"Powiat tarnogórski",2017,4.28
"26487",2414000,"Powiat bieruńsko-lędziński",2017,4.56
"26488",2415000,"Powiat wodzisławski",2017,4.58
"26489",2416000,"Powiat zawierciański",2017,3.81
"26490",2417000,"Powiat żywiecki",2017,4.28
"26491",2461000,"Powiat m.Bielsko-Biała",2017,3.68
"26492",2462000,"Powiat m.Bytom",2017,3.2
"26493",2463000,"Powiat m.Chorzów",2017,3.02
"26494",2464000,"Powiat m.Częstochowa",2017,3.35
"26495",2465000,"Powiat m.Dąbrowa Górnicza",2017,3.41
"26496",2466000,"Powiat m.Gliwice",2017,3.51
"26497",2467000,"Powiat m.Jastrzębie-Zdrój",2017,3.67
"26498",2468000,"Powiat m.Jaworzno",2017,3.61
"26499",2469000,"Powiat m.Katowice",2017,3.33
"26500",2470000,"Powiat m.Mysłowice",2017,3.67
"26501",2471000,"Powiat m.Piekary Śląskie",2017,3.58
"26502",2472000,"Powiat m.Ruda Śląska",2017,3.21
"26503",2473000,"Powiat m.Rybnik",2017,4.07
"26504",2474000,"Powiat m.Siemianowice Śląskie",2017,3.18
"26505",2475000,"Powiat m.Sosnowiec",2017,3.26
"26506",2476000,"Powiat m.Świętochłowice",2017,3.06
"26507",2477000,"Powiat m.Tychy",2017,3.65
"26508",2478000,"Powiat m.Zabrze",2017,3.27
"26509",2479000,"Powiat m.Żory",2017,3.8
"26510",2601000,"Powiat buski",2017,4.13
"26511",2602000,"Powiat jędrzejowski",2017,3.85
"26512",2603000,"Powiat kazimierski",2017,4.25
"26513",2604000,"Powiat kielecki",2017,4.22
"26514",2605000,"Powiat konecki",2017,3.67
"26515",2606000,"Powiat opatowski",2017,3.57
"26516",2607000,"Powiat ostrowiecki",2017,3.68
"26517",2608000,"Powiat pińczowski",2017,3.97
"26518",2609000,"Powiat sandomierski",2017,3.98
"26519",2610000,"Powiat skarżyski",2017,3.62
"26520",2611000,"Powiat starachowicki",2017,3.68
"26521",2612000,"Powiat staszowski",2017,4.1
"26522",2613000,"Powiat włoszczowski",2017,3.84
"26523",2661000,"Powiat m.Kielce",2017,3.33
"26524",2801000,"Powiat bartoszycki",2017,3.68
"26525",2802000,"Powiat braniewski",2017,3.67
"26526",2803000,"Powiat działdowski",2017,4.04
"26527",2804000,"Powiat elbląski",2017,3.94
"26528",2805000,"Powiat ełcki",2017,3.72
"26529",2806000,"Powiat giżycki",2017,3.84
"26530",2807000,"Powiat iławski",2017,3.89
"26531",2808000,"Powiat kętrzyński",2017,3.59
"26532",2809000,"Powiat lidzbarski",2017,3.71
"26533",2810000,"Powiat mrągowski",2017,3.97
"26534",2811000,"Powiat nidzicki",2017,3.86
"26535",2812000,"Powiat nowomiejski",2017,4.18
"26536",2813000,"Powiat olecki",2017,3.85
"26537",2814000,"Powiat olsztyński",2017,4.13
"26538",2815000,"Powiat ostródzki",2017,3.77
"26539",2816000,"Powiat piski",2017,3.91
"26540",2817000,"Powiat szczycieński",2017,4.08
"26541",2818000,"Powiat gołdapski",2017,3.91
"26542",2819000,"Powiat węgorzewski",2017,3.9
"26543",2861000,"Powiat m.Elbląg",2017,3.46
"26544",2862000,"Powiat m.Olsztyn",2017,3.47
"26545",3001000,"Powiat chodzieski",2017,4.19
"26546",3002000,"Powiat czarnkowsko-trzcianecki",2017,4.21
"26547",3003000,"Powiat gnieźnieński",2017,3.83
"26548",3004000,"Powiat gostyński",2017,4.42
"26549",3005000,"Powiat grodziski",2017,4.44
"26550",3006000,"Powiat jarociński",2017,4.37
"26551",3007000,"Powiat kaliski",2017,4.6
"26552",3008000,"Powiat kępiński",2017,4.61
"26553",3009000,"Powiat kolski",2017,4.06
"26554",3010000,"Powiat koniński",2017,4.6
"26555",3011000,"Powiat kościański",2017,4.19
"26556",3012000,"Powiat krotoszyński",2017,4.42
"26557",3013000,"Powiat leszczyński",2017,4.84
"26558",3014000,"Powiat międzychodzki",2017,4.05
"26559",3015000,"Powiat nowotomyski",2017,4.28
"26560",3016000,"Powiat obornicki",2017,4.04
"26561",3017000,"Powiat ostrowski",2017,4.29
"26562",3018000,"Powiat ostrzeszowski",2017,4.68
"26563",3019000,"Powiat pilski",2017,3.97
"26564",3020000,"Powiat pleszewski",2017,4.44
"26565",3021000,"Powiat poznański",2017,4.41
"26566",3022000,"Powiat rawicki",2017,4.27
"26567",3023000,"Powiat słupecki",2017,4.27
"26568",3024000,"Powiat szamotulski",2017,4.16
"26569",3025000,"Powiat średzki",2017,4.08
"26570",3026000,"Powiat śremski",2017,4.01
"26571",3027000,"Powiat turecki",2017,4.26
"26572",3028000,"Powiat wągrowiecki",2017,4.06
"26573",3029000,"Powiat wolsztyński",2017,4.55
"26574",3030000,"Powiat wrzesiński",2017,4.09
"26575",3031000,"Powiat złotowski",2017,4.11
"26576",3061000,"Powiat m.Kalisz",2017,3.44
"26577",3062000,"Powiat m.Konin",2017,3.7
"26578",3063000,"Powiat m.Leszno",2017,3.96
"26579",3064000,"Powiat m.Poznań",2017,3.48
"26580",3201000,"Powiat białogardzki",2017,3.79
"26581",3202000,"Powiat choszczeński",2017,3.86
"26582",3203000,"Powiat drawski",2017,3.86
"26583",3204000,"Powiat goleniowski",2017,4.01
"26584",3205000,"Powiat gryficki",2017,4.05
"26585",3206000,"Powiat gryfiński",2017,3.94
"26586",3207000,"Powiat kamieński",2017,3.99
"26587",3208000,"Powiat kołobrzeski",2017,4.01
"26588",3209000,"Powiat koszaliński",2017,4.39
"26589",3210000,"Powiat myśliborski",2017,3.96
"26590",3211000,"Powiat policki",2017,4.49
"26591",3212000,"Powiat pyrzycki",2017,3.93
"26592",3213000,"Powiat sławieński",2017,4.2
"26593",3214000,"Powiat stargardzki",2017,3.8
"26594",3215000,"Powiat szczecinecki",2017,3.77
"26595",3216000,"Powiat świdwiński",2017,3.8
"26596",3217000,"Powiat wałecki",2017,3.83
"26597",3218000,"Powiat łobeski",2017,3.8
"26598",3261000,"Powiat m.Koszalin",2017,3.62
"26599",3262000,"Powiat m.Szczecin",2017,3.58
"26600",3263000,"Powiat m.Świnoujście",2017,3.79
"26601",201000,"Powiat bolesławiecki",2018,4.09
"26602",202000,"Powiat dzierżoniowski",2018,3.5
"26603",203000,"Powiat głogowski",2018,3.76
"26604",204000,"Powiat górowski",2018,4.02
"26605",205000,"Powiat jaworski",2018,3.93
"26606",206000,"Powiat jeleniogórski",2018,4
"26607",207000,"Powiat kamiennogórski",2018,3.45
"26608",208000,"Powiat kłodzki",2018,3.59
"26609",209000,"Powiat legnicki",2018,4.34
"26610",210000,"Powiat lubański",2018,3.96
"26611",211000,"Powiat lubiński",2018,3.78
"26612",212000,"Powiat lwówecki",2018,4.04
"26613",213000,"Powiat milicki",2018,4.27
"26614",214000,"Powiat oleśnicki",2018,4.06
"26615",215000,"Powiat oławski",2018,4.02
"26616",216000,"Powiat polkowicki",2018,3.97
"26617",217000,"Powiat strzeliński",2018,4.05
"26618",218000,"Powiat średzki",2018,4.4
"26619",219000,"Powiat świdnicki",2018,3.63
"26620",220000,"Powiat trzebnicki",2018,4.31
"26621",221000,"Powiat wałbrzyski",2018,3.4
"26622",222000,"Powiat wołowski",2018,3.9
"26623",223000,"Powiat wrocławski",2018,4.73
"26624",224000,"Powiat ząbkowicki",2018,3.86
"26625",225000,"Powiat zgorzelecki",2018,3.87
"26626",226000,"Powiat złotoryjski",2018,3.96
"26627",261000,"Powiat m.Jelenia Góra",2018,3.55
"26628",262000,"Powiat m.Legnica",2018,3.51
"26629",264000,"Powiat m.Wrocław",2018,3.77
"26630",265000,"Powiat m.Wałbrzych od 2013",2018,3.11
"26631",401000,"Powiat aleksandrowski",2018,4.07
"26632",402000,"Powiat brodnicki",2018,4.05
"26633",403000,"Powiat bydgoski",2018,4.43
"26634",404000,"Powiat chełmiński",2018,3.81
"26635",405000,"Powiat golubsko-dobrzyński",2018,3.99
"26636",406000,"Powiat grudziądzki",2018,4.11
"26637",407000,"Powiat inowrocławski",2018,3.64
"26638",408000,"Powiat lipnowski",2018,4.03
"26639",409000,"Powiat mogileński",2018,4.06
"26640",410000,"Powiat nakielski",2018,3.9
"26641",411000,"Powiat radziejowski",2018,4.2
"26642",412000,"Powiat rypiński",2018,3.98
"26643",413000,"Powiat sępoleński",2018,4.09
"26644",414000,"Powiat świecki",2018,4.03
"26645",415000,"Powiat toruński",2018,4.35
"26646",416000,"Powiat tucholski",2018,4.37
"26647",417000,"Powiat wąbrzeski",2018,3.85
"26648",418000,"Powiat włocławski",2018,4.03
"26649",419000,"Powiat żniński",2018,4
"26650",461000,"Powiat m.Bydgoszcz",2018,3.43
"26651",462000,"Powiat m.Grudziądz",2018,3.45
"26652",463000,"Powiat m.Toruń",2018,3.48
"26653",464000,"Powiat m.Włocławek",2018,3.41
"26654",601000,"Powiat bialski",2018,4.11
"26655",602000,"Powiat biłgorajski",2018,4.19
"26656",603000,"Powiat chełmski",2018,3.66
"26657",604000,"Powiat hrubieszowski",2018,3.71
"26658",605000,"Powiat janowski",2018,4.05
"26659",606000,"Powiat krasnostawski",2018,3.79
"26660",607000,"Powiat kraśnicki",2018,3.96
"26661",608000,"Powiat lubartowski",2018,3.94
"26662",609000,"Powiat lubelski",2018,4.31
"26663",610000,"Powiat łęczyński",2018,3.96
"26664",611000,"Powiat łukowski",2018,3.99
"26665",612000,"Powiat opolski",2018,3.72
"26666",613000,"Powiat parczewski",2018,3.9
"26667",614000,"Powiat puławski",2018,3.81
"26668",615000,"Powiat radzyński",2018,4.1
"26669",616000,"Powiat rycki",2018,3.86
"26670",617000,"Powiat świdnicki",2018,3.66
"26671",618000,"Powiat tomaszowski",2018,4.01
"26672",619000,"Powiat włodawski",2018,3.86
"26673",620000,"Powiat zamojski",2018,3.98
"26674",661000,"Powiat m.Biała Podlaska",2018,3.85
"26675",662000,"Powiat m.Chełm",2018,3.64
"26676",663000,"Powiat m.Lublin",2018,3.55
"26677",664000,"Powiat m.Zamość",2018,3.74
"26678",801000,"Powiat gorzowski",2018,4.47
"26679",802000,"Powiat krośnieński",2018,4.03
"26680",803000,"Powiat międzyrzecki",2018,3.99
"26681",804000,"Powiat nowosolski",2018,3.81
"26682",805000,"Powiat słubicki",2018,3.94
"26683",806000,"Powiat strzelecko-drezdenecki",2018,4.07
"26684",807000,"Powiat sulęciński",2018,4.14
"26685",808000,"Powiat świebodziński",2018,3.96
