"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_przemoc_w_rodzinie"
"16919",1808000,"Powiat leżajski",2018,27
"16920",1809000,"Powiat lubaczowski",2018,20
"16921",1810000,"Powiat łańcucki",2018,19
"16922",1811000,"Powiat mielecki",2018,37
"16923",1812000,"Powiat niżański",2018,91
"16924",1813000,"Powiat przemyski",2018,44
"16925",1814000,"Powiat przeworski",2018,54
"16926",1815000,"Powiat ropczycko-sędziszowski",2018,12
"16927",1816000,"Powiat rzeszowski",2018,47
"16928",1817000,"Powiat sanocki",2018,28
"16929",1818000,"Powiat stalowowolski",2018,56
"16930",1819000,"Powiat strzyżowski",2018,21
"16931",1820000,"Powiat tarnobrzeski",2018,71
"16932",1821000,"Powiat leski",2018,43
"16933",1861000,"Powiat m.Krosno",2018,11
"16934",1862000,"Powiat m.Przemyśl",2018,33
"16935",1863000,"Powiat m.Rzeszów",2018,44
"16936",1864000,"Powiat m.Tarnobrzeg",2018,99
"16937",2001000,"Powiat augustowski",2018,13
"16938",2002000,"Powiat białostocki",2018,89
"16939",2003000,"Powiat bielski",2018,8
"16940",2004000,"Powiat grajewski",2018,19
"16941",2005000,"Powiat hajnowski",2018,5
"16942",2006000,"Powiat kolneński",2018,20
"16943",2007000,"Powiat łomżyński",2018,15
"16944",2008000,"Powiat moniecki",2018,10
"16945",2009000,"Powiat sejneński",2018,3
"16946",2010000,"Powiat siemiatycki",2018,32
"16947",2011000,"Powiat sokólski",2018,30
"16948",2012000,"Powiat suwalski",2018,8
"16949",2013000,"Powiat wysokomazowiecki",2018,4
"16950",2014000,"Powiat zambrowski",2018,12
"16951",2061000,"Powiat m.Białystok",2018,42
"16952",2062000,"Powiat m.Łomża",2018,8
"16953",2063000,"Powiat m.Suwałki",2018,7
"16954",2201000,"Powiat bytowski",2018,21
"16955",2202000,"Powiat chojnicki",2018,104
"16956",2203000,"Powiat człuchowski",2018,21
"16957",2204000,"Powiat gdański",2018,23
"16958",2205000,"Powiat kartuski",2018,69
"16959",2206000,"Powiat kościerski",2018,68
"16960",2207000,"Powiat kwidzyński",2018,57
"16961",2208000,"Powiat lęborski",2018,51
"16962",2209000,"Powiat malborski",2018,26
"16963",2210000,"Powiat nowodworski",2018,41
"16964",2211000,"Powiat pucki",2018,31
"16965",2212000,"Powiat słupski",2018,47
"16966",2213000,"Powiat starogardzki",2018,52
"16967",2214000,"Powiat tczewski",2018,68
"16968",2215000,"Powiat wejherowski",2018,84
"16969",2216000,"Powiat sztumski",2018,35
"16970",2261000,"Powiat m.Gdańsk",2018,36
"16971",2262000,"Powiat m.Gdynia",2018,19
"16972",2263000,"Powiat m.Słupsk",2018,11
"16973",2264000,"Powiat m.Sopot",2018,14
"16974",2401000,"Powiat będziński",2018,65
"16975",2402000,"Powiat bielski",2018,27
"16976",2403000,"Powiat cieszyński",2018,85
"16977",2404000,"Powiat częstochowski",2018,14
"16978",2405000,"Powiat gliwicki",2018,107
"16979",2406000,"Powiat kłobucki",2018,11
"16980",2407000,"Powiat lubliniecki",2018,9
"16981",2408000,"Powiat mikołowski",2018,27
"16982",2409000,"Powiat myszkowski",2018,29
"16983",2410000,"Powiat pszczyński",2018,19
"16984",2411000,"Powiat raciborski",2018,7
"16985",2412000,"Powiat rybnicki",2018,24
"16986",2413000,"Powiat tarnogórski",2018,43
"16987",2414000,"Powiat bieruńsko-lędziński",2018,16
"16988",2415000,"Powiat wodzisławski",2018,57
"16989",2416000,"Powiat zawierciański",2018,26
"16990",2417000,"Powiat żywiecki",2018,38
"16991",2461000,"Powiat m.Bielsko-Biała",2018,36
"16992",2462000,"Powiat m.Bytom",2018,62
"16993",2463000,"Powiat m.Chorzów",2018,23
"16994",2464000,"Powiat m.Częstochowa",2018,9
"16995",2465000,"Powiat m.Dąbrowa Górnicza",2018,24
"16996",2466000,"Powiat m.Gliwice",2018,84
"16997",2467000,"Powiat m.Jastrzębie-Zdrój",2018,6
"16998",2468000,"Powiat m.Jaworzno",2018,144
"16999",2469000,"Powiat m.Katowice",2018,26
"17000",2470000,"Powiat m.Mysłowice",2018,21
"17001",2471000,"Powiat m.Piekary Śląskie",2018,176
"17002",2472000,"Powiat m.Ruda Śląska",2018,56
"17003",2473000,"Powiat m.Rybnik",2018,19
"17004",2474000,"Powiat m.Siemianowice Śląskie",2018,5
"17005",2475000,"Powiat m.Sosnowiec",2018,13
"17006",2476000,"Powiat m.Świętochłowice",2018,11
"17007",2477000,"Powiat m.Tychy",2018,18
"17008",2478000,"Powiat m.Zabrze",2018,15
"17009",2479000,"Powiat m.Żory",2018,11
"17010",2601000,"Powiat buski",2018,20
"17011",2602000,"Powiat jędrzejowski",2018,121
"17012",2603000,"Powiat kazimierski",2018,4
"17013",2604000,"Powiat kielecki",2018,285
"17014",2605000,"Powiat konecki",2018,82
"17015",2606000,"Powiat opatowski",2018,9
"17016",2607000,"Powiat ostrowiecki",2018,32
"17017",2608000,"Powiat pińczowski",2018,4
"17018",2609000,"Powiat sandomierski",2018,21
"17019",2610000,"Powiat skarżyski",2018,21
"17020",2611000,"Powiat starachowicki",2018,31
"17021",2612000,"Powiat staszowski",2018,13
"17022",2613000,"Powiat włoszczowski",2018,8
"17023",2661000,"Powiat m.Kielce",2018,33
"17024",2801000,"Powiat bartoszycki",2018,9
"17025",2802000,"Powiat braniewski",2018,17
"17026",2803000,"Powiat działdowski",2018,48
"17027",2804000,"Powiat elbląski",2018,93
"17028",2805000,"Powiat ełcki",2018,18
"17029",2806000,"Powiat giżycki",2018,22
"17030",2807000,"Powiat iławski",2018,20
"17031",2808000,"Powiat kętrzyński",2018,30
"17032",2809000,"Powiat lidzbarski",2018,127
"17033",2810000,"Powiat mrągowski",2018,18
"17034",2811000,"Powiat nidzicki",2018,26
"17035",2812000,"Powiat nowomiejski",2018,89
"17036",2813000,"Powiat olecki",2018,12
"17037",2814000,"Powiat olsztyński",2018,102
"17038",2815000,"Powiat ostródzki",2018,29
"17039",2816000,"Powiat piski",2018,23
"17040",2817000,"Powiat szczycieński",2018,54
"17041",2818000,"Powiat gołdapski",2018,7
"17042",2819000,"Powiat węgorzewski",2018,7
"17043",2861000,"Powiat m.Elbląg",2018,28
"17044",2862000,"Powiat m.Olsztyn",2018,24
"17045",3001000,"Powiat chodzieski",2018,5
"17046",3002000,"Powiat czarnkowsko-trzcianecki",2018,46
"17047",3003000,"Powiat gnieźnieński",2018,22
"17048",3004000,"Powiat gostyński",2018,31
"17049",3005000,"Powiat grodziski",2018,8
"17050",3006000,"Powiat jarociński",2018,67
"17051",3007000,"Powiat kaliski",2018,24
"17052",3008000,"Powiat kępiński",2018,12
"17053",3009000,"Powiat kolski",2018,13
"17054",3010000,"Powiat koniński",2018,40
"17055",3011000,"Powiat kościański",2018,25
"17056",3012000,"Powiat krotoszyński",2018,19
"17057",3013000,"Powiat leszczyński",2018,4
"17058",3014000,"Powiat międzychodzki",2018,11
"17059",3015000,"Powiat nowotomyski",2018,50
"17060",3016000,"Powiat obornicki",2018,11
"17061",3017000,"Powiat ostrowski",2018,204
"17062",3018000,"Powiat ostrzeszowski",2018,44
"17063",3019000,"Powiat pilski",2018,61
"17064",3020000,"Powiat pleszewski",2018,27
"17065",3021000,"Powiat poznański",2018,61
"17066",3022000,"Powiat rawicki",2018,10
"17067",3023000,"Powiat słupecki",2018,8
"17068",3024000,"Powiat szamotulski",2018,23
"17069",3025000,"Powiat średzki",2018,34
"17070",3026000,"Powiat śremski",2018,14
"17071",3027000,"Powiat turecki",2018,14
"17072",3028000,"Powiat wągrowiecki",2018,54
"17073",3029000,"Powiat wolsztyński",2018,5
"17074",3030000,"Powiat wrzesiński",2018,27
"17075",3031000,"Powiat złotowski",2018,10
"17076",3061000,"Powiat m.Kalisz",2018,15
"17077",3062000,"Powiat m.Konin",2018,36
"17078",3063000,"Powiat m.Leszno",2018,2
"17079",3064000,"Powiat m.Poznań",2018,111
"17080",3201000,"Powiat białogardzki",2018,4
"17081",3202000,"Powiat choszczeński",2018,7
"17082",3203000,"Powiat drawski",2018,14
"17083",3204000,"Powiat goleniowski",2018,73
"17084",3205000,"Powiat gryficki",2018,116
"17085",3206000,"Powiat gryfiński",2018,32
"17086",3207000,"Powiat kamieński",2018,12
"17087",3208000,"Powiat kołobrzeski",2018,13
"17088",3209000,"Powiat koszaliński",2018,18
"17089",3210000,"Powiat myśliborski",2018,20
"17090",3211000,"Powiat policki",2018,11
"17091",3212000,"Powiat pyrzycki",2018,2
"17092",3213000,"Powiat sławieński",2018,7
"17093",3214000,"Powiat stargardzki",2018,26
"17094",3215000,"Powiat szczecinecki",2018,45
"17095",3216000,"Powiat świdwiński",2018,14
"17096",3217000,"Powiat wałecki",2018,26
"17097",3218000,"Powiat łobeski",2018,2
"17098",3261000,"Powiat m.Koszalin",2018,6
"17099",3262000,"Powiat m.Szczecin",2018,35
"17100",3263000,"Powiat m.Świnoujście",2018,9
