"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_bezdomnosc"
"5520",1809000,"Powiat lubaczowski",2018,15
"5521",1810000,"Powiat łańcucki",2018,18
"5522",1811000,"Powiat mielecki",2018,40
"5523",1812000,"Powiat niżański",2018,28
"5524",1813000,"Powiat przemyski",2018,27
"5525",1814000,"Powiat przeworski",2018,17
"5526",1815000,"Powiat ropczycko-sędziszowski",2018,17
"5527",1816000,"Powiat rzeszowski",2018,21
"5528",1817000,"Powiat sanocki",2018,54
"5529",1818000,"Powiat stalowowolski",2018,61
"5530",1819000,"Powiat strzyżowski",2018,10
"5531",1820000,"Powiat tarnobrzeski",2018,36
"5532",1821000,"Powiat leski",2018,15
"5533",1861000,"Powiat m.Krosno",2018,43
"5534",1862000,"Powiat m.Przemyśl",2018,44
"5535",1863000,"Powiat m.Rzeszów",2018,152
"5536",1864000,"Powiat m.Tarnobrzeg",2018,68
"5537",2001000,"Powiat augustowski",2018,70
"5538",2002000,"Powiat białostocki",2018,76
"5539",2003000,"Powiat bielski",2018,38
"5540",2004000,"Powiat grajewski",2018,18
"5541",2005000,"Powiat hajnowski",2018,23
"5542",2006000,"Powiat kolneński",2018,9
"5543",2007000,"Powiat łomżyński",2018,3
"5544",2008000,"Powiat moniecki",2018,14
"5545",2009000,"Powiat sejneński",2018,5
"5546",2010000,"Powiat siemiatycki",2018,21
"5547",2011000,"Powiat sokólski",2018,22
"5548",2012000,"Powiat suwalski",2018,18
"5549",2013000,"Powiat wysokomazowiecki",2018,10
"5550",2014000,"Powiat zambrowski",2018,40
"5551",2061000,"Powiat m.Białystok",2018,256
"5552",2062000,"Powiat m.Łomża",2018,23
"5553",2063000,"Powiat m.Suwałki",2018,102
"5554",2201000,"Powiat bytowski",2018,92
"5555",2202000,"Powiat chojnicki",2018,62
"5556",2203000,"Powiat człuchowski",2018,55
"5557",2204000,"Powiat gdański",2018,108
"5558",2205000,"Powiat kartuski",2018,104
"5559",2206000,"Powiat kościerski",2018,91
"5560",2207000,"Powiat kwidzyński",2018,187
"5561",2208000,"Powiat lęborski",2018,111
"5562",2209000,"Powiat malborski",2018,199
"5563",2210000,"Powiat nowodworski",2018,60
"5564",2211000,"Powiat pucki",2018,75
"5565",2212000,"Powiat słupski",2018,123
"5566",2213000,"Powiat starogardzki",2018,187
"5567",2214000,"Powiat tczewski",2018,144
"5568",2215000,"Powiat wejherowski",2018,291
"5569",2216000,"Powiat sztumski",2018,72
"5570",2261000,"Powiat m.Gdańsk",2018,700
"5571",2262000,"Powiat m.Gdynia",2018,528
"5572",2263000,"Powiat m.Słupsk",2018,137
"5573",2264000,"Powiat m.Sopot",2018,116
"5574",2401000,"Powiat będziński",2018,202
"5575",2402000,"Powiat bielski",2018,75
"5576",2403000,"Powiat cieszyński",2018,118
"5577",2404000,"Powiat częstochowski",2018,51
"5578",2405000,"Powiat gliwicki",2018,103
"5579",2406000,"Powiat kłobucki",2018,41
"5580",2407000,"Powiat lubliniecki",2018,20
"5581",2408000,"Powiat mikołowski",2018,65
"5582",2409000,"Powiat myszkowski",2018,69
"5583",2410000,"Powiat pszczyński",2018,100
"5584",2411000,"Powiat raciborski",2018,120
"5585",2412000,"Powiat rybnicki",2018,59
"5586",2413000,"Powiat tarnogórski",2018,122
"5587",2414000,"Powiat bieruńsko-lędziński",2018,57
"5588",2415000,"Powiat wodzisławski",2018,136
"5589",2416000,"Powiat zawierciański",2018,110
"5590",2417000,"Powiat żywiecki",2018,31
"5591",2461000,"Powiat m.Bielsko-Biała",2018,159
"5592",2462000,"Powiat m.Bytom",2018,266
"5593",2463000,"Powiat m.Chorzów",2018,177
"5594",2464000,"Powiat m.Częstochowa",2018,538
"5595",2465000,"Powiat m.Dąbrowa Górnicza",2018,139
"5596",2466000,"Powiat m.Gliwice",2018,358
"5597",2467000,"Powiat m.Jastrzębie-Zdrój",2018,131
"5598",2468000,"Powiat m.Jaworzno",2018,214
"5599",2469000,"Powiat m.Katowice",2018,576
"5600",2470000,"Powiat m.Mysłowice",2018,129
"5601",2471000,"Powiat m.Piekary Śląskie",2018,36
"5602",2472000,"Powiat m.Ruda Śląska",2018,192
"5603",2473000,"Powiat m.Rybnik",2018,303
"5604",2474000,"Powiat m.Siemianowice Śląskie",2018,127
"5605",2475000,"Powiat m.Sosnowiec",2018,400
"5606",2476000,"Powiat m.Świętochłowice",2018,48
"5607",2477000,"Powiat m.Tychy",2018,178
"5608",2478000,"Powiat m.Zabrze",2018,282
"5609",2479000,"Powiat m.Żory",2018,99
"5610",2601000,"Powiat buski",2018,33
"5611",2602000,"Powiat jędrzejowski",2018,44
"5612",2603000,"Powiat kazimierski",2018,14
"5613",2604000,"Powiat kielecki",2018,81
"5614",2605000,"Powiat konecki",2018,71
"5615",2606000,"Powiat opatowski",2018,23
"5616",2607000,"Powiat ostrowiecki",2018,129
"5617",2608000,"Powiat pińczowski",2018,15
"5618",2609000,"Powiat sandomierski",2018,50
"5619",2610000,"Powiat skarżyski",2018,68
"5620",2611000,"Powiat starachowicki",2018,86
"5621",2612000,"Powiat staszowski",2018,26
"5622",2613000,"Powiat włoszczowski",2018,8
"5623",2661000,"Powiat m.Kielce",2018,546
"5624",2801000,"Powiat bartoszycki",2018,78
"5625",2802000,"Powiat braniewski",2018,38
"5626",2803000,"Powiat działdowski",2018,58
"5627",2804000,"Powiat elbląski",2018,50
"5628",2805000,"Powiat ełcki",2018,89
"5629",2806000,"Powiat giżycki",2018,74
"5630",2807000,"Powiat iławski",2018,116
"5631",2808000,"Powiat kętrzyński",2018,65
"5632",2809000,"Powiat lidzbarski",2018,75
"5633",2810000,"Powiat mrągowski",2018,66
"5634",2811000,"Powiat nidzicki",2018,41
"5635",2812000,"Powiat nowomiejski",2018,27
"5636",2813000,"Powiat olecki",2018,32
"5637",2814000,"Powiat olsztyński",2018,151
"5638",2815000,"Powiat ostródzki",2018,116
"5639",2816000,"Powiat piski",2018,32
"5640",2817000,"Powiat szczycieński",2018,71
"5641",2818000,"Powiat gołdapski",2018,28
"5642",2819000,"Powiat węgorzewski",2018,22
"5643",2861000,"Powiat m.Elbląg",2018,205
"5644",2862000,"Powiat m.Olsztyn",2018,267
"5645",3001000,"Powiat chodzieski",2018,37
"5646",3002000,"Powiat czarnkowsko-trzcianecki",2018,47
"5647",3003000,"Powiat gnieźnieński",2018,196
"5648",3004000,"Powiat gostyński",2018,41
"5649",3005000,"Powiat grodziski",2018,53
"5650",3006000,"Powiat jarociński",2018,43
"5651",3007000,"Powiat kaliski",2018,23
"5652",3008000,"Powiat kępiński",2018,33
"5653",3009000,"Powiat kolski",2018,49
"5654",3010000,"Powiat koniński",2018,36
"5655",3011000,"Powiat kościański",2018,39
"5656",3012000,"Powiat krotoszyński",2018,59
"5657",3013000,"Powiat leszczyński",2018,18
"5658",3014000,"Powiat międzychodzki",2018,35
"5659",3015000,"Powiat nowotomyski",2018,43
"5660",3016000,"Powiat obornicki",2018,118
"5661",3017000,"Powiat ostrowski",2018,69
"5662",3018000,"Powiat ostrzeszowski",2018,20
"5663",3019000,"Powiat pilski",2018,240
"5664",3020000,"Powiat pleszewski",2018,42
"5665",3021000,"Powiat poznański",2018,210
"5666",3022000,"Powiat rawicki",2018,24
"5667",3023000,"Powiat słupecki",2018,14
"5668",3024000,"Powiat szamotulski",2018,87
"5669",3025000,"Powiat średzki",2018,55
"5670",3026000,"Powiat śremski",2018,57
"5671",3027000,"Powiat turecki",2018,39
"5672",3028000,"Powiat wągrowiecki",2018,48
"5673",3029000,"Powiat wolsztyński",2018,33
"5674",3030000,"Powiat wrzesiński",2018,57
"5675",3031000,"Powiat złotowski",2018,88
"5676",3061000,"Powiat m.Kalisz",2018,115
"5677",3062000,"Powiat m.Konin",2018,141
"5678",3063000,"Powiat m.Leszno",2018,122
"5679",3064000,"Powiat m.Poznań",2018,1262
"5680",3201000,"Powiat białogardzki",2018,85
"5681",3202000,"Powiat choszczeński",2018,62
"5682",3203000,"Powiat drawski",2018,64
"5683",3204000,"Powiat goleniowski",2018,92
"5684",3205000,"Powiat gryficki",2018,105
"5685",3206000,"Powiat gryfiński",2018,91
"5686",3207000,"Powiat kamieński",2018,53
"5687",3208000,"Powiat kołobrzeski",2018,81
"5688",3209000,"Powiat koszaliński",2018,71
"5689",3210000,"Powiat myśliborski",2018,101
"5690",3211000,"Powiat policki",2018,150
"5691",3212000,"Powiat pyrzycki",2018,63
"5692",3213000,"Powiat sławieński",2018,71
"5693",3214000,"Powiat stargardzki",2018,205
"5694",3215000,"Powiat szczecinecki",2018,81
"5695",3216000,"Powiat świdwiński",2018,37
"5696",3217000,"Powiat wałecki",2018,78
"5697",3218000,"Powiat łobeski",2018,40
"5698",3261000,"Powiat m.Koszalin",2018,115
"5699",3262000,"Powiat m.Szczecin",2018,876
"5700",3263000,"Powiat m.Świnoujście",2018,106
