"","Kod","Nazwa","rok","WYNAGRODZENIA_CTAB_przecietne_miesieczne_wynagrodzenia_brutto_w_relacji_do_sredniej_krajowej_Polska_100_proc"
"11967",1418000,"Powiat piaseczyński",2015,97.1
"11968",1419000,"Powiat płocki",2015,83.1
"11969",1420000,"Powiat płoński",2015,85.7
"11970",1421000,"Powiat pruszkowski",2015,122
"11971",1422000,"Powiat przasnyski",2015,84
"11972",1423000,"Powiat przysuski",2015,80.2
"11973",1424000,"Powiat pułtuski",2015,76.3
"11974",1425000,"Powiat radomski",2015,75.4
"11975",1426000,"Powiat siedlecki",2015,78.4
"11976",1427000,"Powiat sierpecki",2015,78.4
"11977",1428000,"Powiat sochaczewski",2015,96.8
"11978",1429000,"Powiat sokołowski",2015,86
"11979",1430000,"Powiat szydłowiecki",2015,74.8
"11980",1432000,"Powiat warszawski zachodni",2015,109
"11981",1433000,"Powiat węgrowski",2015,78.9
"11982",1434000,"Powiat wołomiński",2015,87.6
"11983",1435000,"Powiat wyszkowski",2015,81.2
"11984",1436000,"Powiat zwoleński",2015,81.1
"11985",1437000,"Powiat żuromiński",2015,76.6
"11986",1438000,"Powiat żyrardowski",2015,96.4
"11987",1461000,"Powiat m.Ostrołęka",2015,99
"11988",1462000,"Powiat m.Płock",2015,122.3
"11989",1463000,"Powiat m.Radom",2015,90.2
"11990",1464000,"Powiat m.Siedlce",2015,90.4
"11991",1465000,"Powiat m. st. Warszawa",2015,134.7
"11992",1601000,"Powiat brzeski",2015,85.4
"11993",1602000,"Powiat głubczycki",2015,80.8
"11994",1603000,"Powiat kędzierzyńsko-kozielski",2015,107.1
"11995",1604000,"Powiat kluczborski",2015,85
"11996",1605000,"Powiat krapkowicki",2015,100.8
"11997",1606000,"Powiat namysłowski",2015,87
"11998",1607000,"Powiat nyski",2015,80.4
"11999",1608000,"Powiat oleski",2015,80
"12000",1609000,"Powiat opolski",2015,81.4
"12001",1610000,"Powiat prudnicki",2015,80.2
"12002",1611000,"Powiat strzelecki",2015,86.1
"12003",1661000,"Powiat m.Opole",2015,101.8
"12004",1801000,"Powiat bieszczadzki",2015,83.1
"12005",1802000,"Powiat brzozowski",2015,76.2
"12006",1803000,"Powiat dębicki",2015,81.9
"12007",1804000,"Powiat jarosławski",2015,85.4
"12008",1805000,"Powiat jasielski",2015,78.6
"12009",1806000,"Powiat kolbuszowski",2015,75
"12010",1807000,"Powiat krośnieński",2015,72.8
"12011",1808000,"Powiat leżajski",2015,79.6
"12012",1809000,"Powiat lubaczowski",2015,76.3
"12013",1810000,"Powiat łańcucki",2015,75.1
"12014",1811000,"Powiat mielecki",2015,85.1
"12015",1812000,"Powiat niżański",2015,72.7
"12016",1813000,"Powiat przemyski",2015,77
"12017",1814000,"Powiat przeworski",2015,75.4
"12018",1815000,"Powiat ropczycko-sędziszowski",2015,81.1
"12019",1816000,"Powiat rzeszowski",2015,80.3
"12020",1817000,"Powiat sanocki",2015,78.3
"12021",1818000,"Powiat stalowowolski",2015,88
"12022",1819000,"Powiat strzyżowski",2015,72
"12023",1820000,"Powiat tarnobrzeski",2015,85.1
"12024",1821000,"Powiat leski",2015,84.4
"12025",1861000,"Powiat m.Krosno",2015,78.7
"12026",1862000,"Powiat m.Przemyśl",2015,84.3
"12027",1863000,"Powiat m.Rzeszów",2015,102
"12028",1864000,"Powiat m.Tarnobrzeg",2015,79.1
"12029",2001000,"Powiat augustowski",2015,90.6
"12030",2002000,"Powiat białostocki",2015,80.4
"12031",2003000,"Powiat bielski",2015,94.5
"12032",2004000,"Powiat grajewski",2015,96
"12033",2005000,"Powiat hajnowski",2015,89.5
"12034",2006000,"Powiat kolneński",2015,81.8
"12035",2007000,"Powiat łomżyński",2015,89.3
"12036",2008000,"Powiat moniecki",2015,81
"12037",2009000,"Powiat sejneński",2015,85.9
"12038",2010000,"Powiat siemiatycki",2015,77.6
"12039",2011000,"Powiat sokólski",2015,82.1
"12040",2012000,"Powiat suwalski",2015,75.2
"12041",2013000,"Powiat wysokomazowiecki",2015,85.6
"12042",2014000,"Powiat zambrowski",2015,83.7
"12043",2061000,"Powiat m.Białystok",2015,92.6
"12044",2062000,"Powiat m.Łomża",2015,80.4
"12045",2063000,"Powiat m.Suwałki",2015,82.8
"12046",2201000,"Powiat bytowski",2015,83.1
"12047",2202000,"Powiat chojnicki",2015,75.5
"12048",2203000,"Powiat człuchowski",2015,81.5
"12049",2204000,"Powiat gdański",2015,91.7
"12050",2205000,"Powiat kartuski",2015,78.9
"12051",2206000,"Powiat kościerski",2015,75.1
"12052",2207000,"Powiat kwidzyński",2015,90.9
"12053",2208000,"Powiat lęborski",2015,85.6
"12054",2209000,"Powiat malborski",2015,82.1
"12055",2210000,"Powiat nowodworski",2015,82.4
"12056",2211000,"Powiat pucki",2015,86.3
"12057",2212000,"Powiat słupski",2015,84.3
"12058",2213000,"Powiat starogardzki",2015,85.8
"12059",2214000,"Powiat tczewski",2015,92.1
"12060",2215000,"Powiat wejherowski",2015,82.9
"12061",2216000,"Powiat sztumski",2015,83.3
"12062",2261000,"Powiat m.Gdańsk",2015,120.3
"12063",2262000,"Powiat m.Gdynia",2015,110
"12064",2263000,"Powiat m.Słupsk",2015,83.8
"12065",2264000,"Powiat m.Sopot",2015,116.5
"12066",2401000,"Powiat będziński",2015,83.1
"12067",2402000,"Powiat bielski",2015,87
"12068",2403000,"Powiat cieszyński",2015,83.3
"12069",2404000,"Powiat częstochowski",2015,77.3
"12070",2405000,"Powiat gliwicki",2015,82.4
"12071",2406000,"Powiat kłobucki",2015,71.8
"12072",2407000,"Powiat lubliniecki",2015,82.2
"12073",2408000,"Powiat mikołowski",2015,88.1
"12074",2409000,"Powiat myszkowski",2015,80.3
"12075",2410000,"Powiat pszczyński",2015,81.2
"12076",2411000,"Powiat raciborski",2015,90
"12077",2412000,"Powiat rybnicki",2015,87.3
"12078",2413000,"Powiat tarnogórski",2015,86
"12079",2414000,"Powiat bieruńsko-lędziński",2015,88.1
"12080",2415000,"Powiat wodzisławski",2015,77.4
"12081",2416000,"Powiat zawierciański",2015,88.7
"12082",2417000,"Powiat żywiecki",2015,97.8
"12083",2461000,"Powiat m.Bielsko-Biała",2015,98.1
"12084",2462000,"Powiat m.Bytom",2015,97.6
"12085",2463000,"Powiat m.Chorzów",2015,90.4
"12086",2464000,"Powiat m.Częstochowa",2015,87.8
"12087",2465000,"Powiat m.Dąbrowa Górnicza",2015,111.1
"12088",2466000,"Powiat m.Gliwice",2015,113.9
"12089",2467000,"Powiat m.Jastrzębie-Zdrój",2015,149
"12090",2468000,"Powiat m.Jaworzno",2015,128.5
"12091",2469000,"Powiat m.Katowice",2015,126.8
"12092",2470000,"Powiat m.Mysłowice",2015,91.3
"12093",2471000,"Powiat m.Piekary Śląskie",2015,95.4
"12094",2472000,"Powiat m.Ruda Śląska",2015,86.2
"12095",2473000,"Powiat m.Rybnik",2015,90.6
"12096",2474000,"Powiat m.Siemianowice Śląskie",2015,89.2
"12097",2475000,"Powiat m.Sosnowiec",2015,89.3
"12098",2476000,"Powiat m.Świętochłowice",2015,78.6
"12099",2477000,"Powiat m.Tychy",2015,96.6
"12100",2478000,"Powiat m.Zabrze",2015,95.3
"12101",2479000,"Powiat m.Żory",2015,87.1
"12102",2601000,"Powiat buski",2015,79.5
"12103",2602000,"Powiat jędrzejowski",2015,94
"12104",2603000,"Powiat kazimierski",2015,75.7
"12105",2604000,"Powiat kielecki",2015,78.2
"12106",2605000,"Powiat konecki",2015,80.8
"12107",2606000,"Powiat opatowski",2015,78.4
"12108",2607000,"Powiat ostrowiecki",2015,80.5
"12109",2608000,"Powiat pińczowski",2015,80.7
"12110",2609000,"Powiat sandomierski",2015,88.3
"12111",2610000,"Powiat skarżyski",2015,83.1
"12112",2611000,"Powiat starachowicki",2015,81.6
"12113",2612000,"Powiat staszowski",2015,90.6
"12114",2613000,"Powiat włoszczowski",2015,84.6
"12115",2661000,"Powiat m.Kielce",2015,92.6
"12116",2801000,"Powiat bartoszycki",2015,79.9
"12117",2802000,"Powiat braniewski",2015,78.1
"12118",2803000,"Powiat działdowski",2015,76.6
"12119",2804000,"Powiat elbląski",2015,77.1
"12120",2805000,"Powiat ełcki",2015,76.7
"12121",2806000,"Powiat giżycki",2015,81.2
"12122",2807000,"Powiat iławski",2015,76.4
"12123",2808000,"Powiat kętrzyński",2015,76.3
"12124",2809000,"Powiat lidzbarski",2015,78.3
"12125",2810000,"Powiat mrągowski",2015,74.1
"12126",2811000,"Powiat nidzicki",2015,74.2
"12127",2812000,"Powiat nowomiejski",2015,69.3
"12128",2813000,"Powiat olecki",2015,80.9
"12129",2814000,"Powiat olsztyński",2015,85.8
"12130",2815000,"Powiat ostródzki",2015,76.5
"12131",2816000,"Powiat piski",2015,83
"12132",2817000,"Powiat szczycieński",2015,83.9
"12133",2818000,"Powiat gołdapski",2015,73.4
"12134",2819000,"Powiat węgorzewski",2015,74.4
"12135",2861000,"Powiat m.Elbląg",2015,88.8
"12136",2862000,"Powiat m.Olsztyn",2015,98.9
"12137",3001000,"Powiat chodzieski",2015,84
"12138",3002000,"Powiat czarnkowsko-trzcianecki",2015,84.5
"12139",3003000,"Powiat gnieźnieński",2015,81.6
"12140",3004000,"Powiat gostyński",2015,82.3
"12141",3005000,"Powiat grodziski",2015,70.6
"12142",3006000,"Powiat jarociński",2015,69.8
"12143",3007000,"Powiat kaliski",2015,73.1
"12144",3008000,"Powiat kępiński",2015,61.9
"12145",3009000,"Powiat kolski",2015,89
"12146",3010000,"Powiat koniński",2015,80
"12147",3011000,"Powiat kościański",2015,81.9
"12148",3012000,"Powiat krotoszyński",2015,70.6
"12149",3013000,"Powiat leszczyński",2015,91.9
"12150",3014000,"Powiat międzychodzki",2015,77.3
"12151",3015000,"Powiat nowotomyski",2015,85.5
"12152",3016000,"Powiat obornicki",2015,87.2
"12153",3017000,"Powiat ostrowski",2015,80.9
"12154",3018000,"Powiat ostrzeszowski",2015,80.4
"12155",3019000,"Powiat pilski",2015,86
"12156",3020000,"Powiat pleszewski",2015,79.7
"12157",3021000,"Powiat poznański",2015,88.6
"12158",3022000,"Powiat rawicki",2015,73.4
"12159",3023000,"Powiat słupecki",2015,76.4
"12160",3024000,"Powiat szamotulski",2015,95.8
"12161",3025000,"Powiat średzki",2015,87.4
"12162",3026000,"Powiat śremski",2015,78.3
"12163",3027000,"Powiat turecki",2015,72.3
"12164",3028000,"Powiat wągrowiecki",2015,80.6
"12165",3029000,"Powiat wolsztyński",2015,76.9
"12166",3030000,"Powiat wrzesiński",2015,82.1
"12167",3031000,"Powiat złotowski",2015,75
"12168",3061000,"Powiat m.Kalisz",2015,85.1
"12169",3062000,"Powiat m.Konin",2015,91.3
"12170",3063000,"Powiat m.Leszno",2015,82.6
"12171",3064000,"Powiat m.Poznań",2015,109.6
"12172",3201000,"Powiat białogardzki",2015,81.8
"12173",3202000,"Powiat choszczeński",2015,81.8
"12174",3203000,"Powiat drawski",2015,73.9
"12175",3204000,"Powiat goleniowski",2015,88.7
"12176",3205000,"Powiat gryficki",2015,76.7
"12177",3206000,"Powiat gryfiński",2015,85.2
"12178",3207000,"Powiat kamieński",2015,77.1
"12179",3208000,"Powiat kołobrzeski",2015,81.7
"12180",3209000,"Powiat koszaliński",2015,82.6
"12181",3210000,"Powiat myśliborski",2015,81.5
"12182",3211000,"Powiat policki",2015,103.8
"12183",3212000,"Powiat pyrzycki",2015,76.8
"12184",3213000,"Powiat sławieński",2015,75.2
"12185",3214000,"Powiat stargardzki",2015,84.9
"12186",3215000,"Powiat szczecinecki",2015,86.1
"12187",3216000,"Powiat świdwiński",2015,76.2
"12188",3217000,"Powiat wałecki",2015,83
"12189",3218000,"Powiat łobeski",2015,82.4
"12190",3261000,"Powiat m.Koszalin",2015,87.8
"12191",3262000,"Powiat m.Szczecin",2015,105.6
"12192",3263000,"Powiat m.Świnoujście",2015,104.7
"12193",201000,"Powiat bolesławiecki",2016,85.4
"12194",202000,"Powiat dzierżoniowski",2016,83
"12195",203000,"Powiat głogowski",2016,86.8
"12196",204000,"Powiat górowski",2016,78.9
"12197",205000,"Powiat jaworski",2016,82.7
"12198",206000,"Powiat jeleniogórski",2016,82.7
"12199",207000,"Powiat kamiennogórski",2016,80.6
"12200",208000,"Powiat kłodzki",2016,82.2
"12201",209000,"Powiat legnicki",2016,83.4
"12202",210000,"Powiat lubański",2016,80
"12203",211000,"Powiat lubiński",2016,167.1
"12204",212000,"Powiat lwówecki",2016,79.7
"12205",213000,"Powiat milicki",2016,78.1
"12206",214000,"Powiat oleśnicki",2016,84.7
"12207",215000,"Powiat oławski",2016,90.5
"12208",216000,"Powiat polkowicki",2016,104.4
"12209",217000,"Powiat strzeliński",2016,86.8
"12210",218000,"Powiat średzki",2016,93.9
"12211",219000,"Powiat świdnicki",2016,90.6
"12212",220000,"Powiat trzebnicki",2016,80.1
"12213",221000,"Powiat wałbrzyski",2016,82.2
"12214",222000,"Powiat wołowski",2016,97.9
"12215",223000,"Powiat wrocławski",2016,92.4
"12216",224000,"Powiat ząbkowicki",2016,80
"12217",225000,"Powiat zgorzelecki",2016,85.8
"12218",226000,"Powiat złotoryjski",2016,91.4
"12219",261000,"Powiat m.Jelenia Góra",2016,92.8
"12220",262000,"Powiat m.Legnica",2016,86.9
"12221",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"12222",264000,"Powiat m.Wrocław",2016,111.9
"12223",265000,"Powiat m.Wałbrzych od 2013",2016,97.4
"12224",401000,"Powiat aleksandrowski",2016,73.9
"12225",402000,"Powiat brodnicki",2016,78
"12226",403000,"Powiat bydgoski",2016,85.2
"12227",404000,"Powiat chełmiński",2016,80.1
"12228",405000,"Powiat golubsko-dobrzyński",2016,85.7
"12229",406000,"Powiat grudziądzki",2016,83.1
"12230",407000,"Powiat inowrocławski",2016,79.9
"12231",408000,"Powiat lipnowski",2016,71.2
"12232",409000,"Powiat mogileński",2016,79.2
"12233",410000,"Powiat nakielski",2016,77.4
"12234",411000,"Powiat radziejowski",2016,74.4
"12235",412000,"Powiat rypiński",2016,76.3
"12236",413000,"Powiat sępoleński",2016,77.5
"12237",414000,"Powiat świecki",2016,84.6
"12238",415000,"Powiat toruński",2016,76.9
"12239",416000,"Powiat tucholski",2016,73.5
"12240",417000,"Powiat wąbrzeski",2016,81.1
"12241",418000,"Powiat włocławski",2016,76.2
"12242",419000,"Powiat żniński",2016,73.2
"12243",461000,"Powiat m.Bydgoszcz",2016,92.1
"12244",462000,"Powiat m.Grudziądz",2016,77.5
"12245",463000,"Powiat m.Toruń",2016,97.2
"12246",464000,"Powiat m.Włocławek",2016,87.9
"12247",601000,"Powiat bialski",2016,74.2
"12248",602000,"Powiat biłgorajski",2016,82.3
"12249",603000,"Powiat chełmski",2016,77.7
"12250",604000,"Powiat hrubieszowski",2016,79.8
"12251",605000,"Powiat janowski",2016,81.2
"12252",606000,"Powiat krasnostawski",2016,79.5
"12253",607000,"Powiat kraśnicki",2016,77.6
"12254",608000,"Powiat lubartowski",2016,75.5
"12255",609000,"Powiat lubelski",2016,77.1
"12256",610000,"Powiat łęczyński",2016,123.4
"12257",611000,"Powiat łukowski",2016,75.5
"12258",612000,"Powiat opolski",2016,77.9
"12259",613000,"Powiat parczewski",2016,78.1
"12260",614000,"Powiat puławski",2016,97
"12261",615000,"Powiat radzyński",2016,78.9
"12262",616000,"Powiat rycki",2016,77.8
"12263",617000,"Powiat świdnicki",2016,95.8
"12264",618000,"Powiat tomaszowski",2016,75.9
"12265",619000,"Powiat włodawski",2016,79
"12266",620000,"Powiat zamojski",2016,75.6
"12267",661000,"Powiat m.Biała Podlaska",2016,88.1
"12268",662000,"Powiat m.Chełm",2016,82.4
"12269",663000,"Powiat m.Lublin",2016,97.2
"12270",664000,"Powiat m.Zamość",2016,88.4
"12271",801000,"Powiat gorzowski",2016,90.5
"12272",802000,"Powiat krośnieński",2016,89.4
"12273",803000,"Powiat międzyrzecki",2016,83.5
"12274",804000,"Powiat nowosolski",2016,85.3
"12275",805000,"Powiat słubicki",2016,85.9
"12276",806000,"Powiat strzelecko-drezdenecki",2016,86
"12277",807000,"Powiat sulęciński",2016,73.7
"12278",808000,"Powiat świebodziński",2016,86.5
"12279",809000,"Powiat zielonogórski",2016,88.8
"12280",810000,"Powiat żagański",2016,79.9
"12281",811000,"Powiat żarski",2016,91.5
"12282",812000,"Powiat wschowski",2016,78.3
"12283",861000,"Powiat m.Gorzów Wielkopolski",2016,85.5
"12284",862000,"Powiat m.Zielona Góra",2016,91.4
"12285",1001000,"Powiat bełchatowski",2016,134.7
"12286",1002000,"Powiat kutnowski",2016,85.9
"12287",1003000,"Powiat łaski",2016,70.9
"12288",1004000,"Powiat łęczycki",2016,86.8
"12289",1005000,"Powiat łowicki",2016,77.8
"12290",1006000,"Powiat łódzki wschodni",2016,75.9
"12291",1007000,"Powiat opoczyński",2016,76.1
"12292",1008000,"Powiat pabianicki",2016,82.5
"12293",1009000,"Powiat pajęczański",2016,82.3
"12294",1010000,"Powiat piotrkowski",2016,74.5
"12295",1011000,"Powiat poddębicki",2016,95.4
"12296",1012000,"Powiat radomszczański",2016,75.1
"12297",1013000,"Powiat rawski",2016,78.5
"12298",1014000,"Powiat sieradzki",2016,80.5
"12299",1015000,"Powiat skierniewicki",2016,80.8
"12300",1016000,"Powiat tomaszowski",2016,76.8
"12301",1017000,"Powiat wieluński",2016,78.9
"12302",1018000,"Powiat wieruszowski",2016,72.1
"12303",1019000,"Powiat zduńskowolski",2016,76.2
"12304",1020000,"Powiat zgierski",2016,87.1
"12305",1021000,"Powiat brzeziński",2016,67.6
"12306",1061000,"Powiat m.Łódź",2016,98.6
"12307",1062000,"Powiat m.Piotrków Trybunalski",2016,75.3
"12308",1063000,"Powiat m.Skierniewice",2016,80.1
"12309",1201000,"Powiat bocheński",2016,84.1
"12310",1202000,"Powiat brzeski",2016,75.4
"12311",1203000,"Powiat chrzanowski",2016,86.5
"12312",1204000,"Powiat dąbrowski",2016,78.9
"12313",1205000,"Powiat gorlicki",2016,74.1
"12314",1206000,"Powiat krakowski",2016,105.1
"12315",1207000,"Powiat limanowski",2016,76
"12316",1208000,"Powiat miechowski",2016,75.7
"12317",1209000,"Powiat myślenicki",2016,81.1
"12318",1210000,"Powiat nowosądecki",2016,75.5
"12319",1211000,"Powiat nowotarski",2016,74.4
"12320",1212000,"Powiat olkuski",2016,90.1
"12321",1213000,"Powiat oświęcimski",2016,88.8
"12322",1214000,"Powiat proszowicki",2016,79.4
"12323",1215000,"Powiat suski",2016,79.4
"12324",1216000,"Powiat tarnowski",2016,73.6
"12325",1217000,"Powiat tatrzański",2016,86
"12326",1218000,"Powiat wadowicki",2016,76.5
"12327",1219000,"Powiat wielicki",2016,91.9
"12328",1261000,"Powiat m.Kraków",2016,108
"12329",1262000,"Powiat m.Nowy Sącz",2016,79.6
"12330",1263000,"Powiat m.Tarnów",2016,88.4
"12331",1401000,"Powiat białobrzeski",2016,80.7
"12332",1402000,"Powiat ciechanowski",2016,89.5
"12333",1403000,"Powiat garwoliński",2016,88
"12334",1404000,"Powiat gostyniński",2016,79.1
"12335",1405000,"Powiat grodziski",2016,101.4
"12336",1406000,"Powiat grójecki",2016,96.3
"12337",1407000,"Powiat kozienicki",2016,114.9
"12338",1408000,"Powiat legionowski",2016,92.7
"12339",1409000,"Powiat lipski",2016,83.2
"12340",1410000,"Powiat łosicki",2016,78.5
"12341",1411000,"Powiat makowski",2016,78.3
"12342",1412000,"Powiat miński",2016,83.9
"12343",1413000,"Powiat mławski",2016,76
"12344",1414000,"Powiat nowodworski",2016,111.7
"12345",1415000,"Powiat ostrołęcki",2016,83.5
"12346",1416000,"Powiat ostrowski",2016,83
"12347",1417000,"Powiat otwocki",2016,92.1
"12348",1418000,"Powiat piaseczyński",2016,96.7
"12349",1419000,"Powiat płocki",2016,81.8
"12350",1420000,"Powiat płoński",2016,86.2
"12351",1421000,"Powiat pruszkowski",2016,120.1
"12352",1422000,"Powiat przasnyski",2016,83.3
"12353",1423000,"Powiat przysuski",2016,79.8
"12354",1424000,"Powiat pułtuski",2016,79.2
"12355",1425000,"Powiat radomski",2016,76.4
"12356",1426000,"Powiat siedlecki",2016,78.2
"12357",1427000,"Powiat sierpecki",2016,79.1
"12358",1428000,"Powiat sochaczewski",2016,97.2
"12359",1429000,"Powiat sokołowski",2016,79.9
"12360",1430000,"Powiat szydłowiecki",2016,77.6
"12361",1432000,"Powiat warszawski zachodni",2016,111.9
"12362",1433000,"Powiat węgrowski",2016,79.2
"12363",1434000,"Powiat wołomiński",2016,89.8
"12364",1435000,"Powiat wyszkowski",2016,81.9
"12365",1436000,"Powiat zwoleński",2016,81.1
"12366",1437000,"Powiat żuromiński",2016,75.3
"12367",1438000,"Powiat żyrardowski",2016,93.8
"12368",1461000,"Powiat m.Ostrołęka",2016,101.4
"12369",1462000,"Powiat m.Płock",2016,122.1
"12370",1463000,"Powiat m.Radom",2016,89.8
"12371",1464000,"Powiat m.Siedlce",2016,92.4
"12372",1465000,"Powiat m. st. Warszawa",2016,133.8
"12373",1601000,"Powiat brzeski",2016,84.9
"12374",1602000,"Powiat głubczycki",2016,81.5
"12375",1603000,"Powiat kędzierzyńsko-kozielski",2016,107.8
"12376",1604000,"Powiat kluczborski",2016,84.9
"12377",1605000,"Powiat krapkowicki",2016,99.5
"12378",1606000,"Powiat namysłowski",2016,86.8
"12379",1607000,"Powiat nyski",2016,80.2
"12380",1608000,"Powiat oleski",2016,79.4
"12381",1609000,"Powiat opolski",2016,82.7
"12382",1610000,"Powiat prudnicki",2016,80.7
"12383",1611000,"Powiat strzelecki",2016,86.2
"12384",1661000,"Powiat m.Opole",2016,102
"12385",1801000,"Powiat bieszczadzki",2016,83.6
"12386",1802000,"Powiat brzozowski",2016,76.6
"12387",1803000,"Powiat dębicki",2016,82.2
"12388",1804000,"Powiat jarosławski",2016,86.5
"12389",1805000,"Powiat jasielski",2016,78.4
"12390",1806000,"Powiat kolbuszowski",2016,77.1
"12391",1807000,"Powiat krośnieński",2016,72.8
"12392",1808000,"Powiat leżajski",2016,79.3
"12393",1809000,"Powiat lubaczowski",2016,75.7
"12394",1810000,"Powiat łańcucki",2016,75.4
"12395",1811000,"Powiat mielecki",2016,86.2
"12396",1812000,"Powiat niżański",2016,72.2
"12397",1813000,"Powiat przemyski",2016,76.9
"12398",1814000,"Powiat przeworski",2016,74.5
"12399",1815000,"Powiat ropczycko-sędziszowski",2016,80.9
"12400",1816000,"Powiat rzeszowski",2016,82.1
"12401",1817000,"Powiat sanocki",2016,79
"12402",1818000,"Powiat stalowowolski",2016,88.8
"12403",1819000,"Powiat strzyżowski",2016,72
"12404",1820000,"Powiat tarnobrzeski",2016,84.8
"12405",1821000,"Powiat leski",2016,86.5
"12406",1861000,"Powiat m.Krosno",2016,80.1
"12407",1862000,"Powiat m.Przemyśl",2016,84.6
"12408",1863000,"Powiat m.Rzeszów",2016,100.7
"12409",1864000,"Powiat m.Tarnobrzeg",2016,79.1
"12410",2001000,"Powiat augustowski",2016,89
"12411",2002000,"Powiat białostocki",2016,80.2
"12412",2003000,"Powiat bielski",2016,99.6
"12413",2004000,"Powiat grajewski",2016,93.6
"12414",2005000,"Powiat hajnowski",2016,88.2
"12415",2006000,"Powiat kolneński",2016,82.4
"12416",2007000,"Powiat łomżyński",2016,89.4
"12417",2008000,"Powiat moniecki",2016,81.2
"12418",2009000,"Powiat sejneński",2016,85.9
"12419",2010000,"Powiat siemiatycki",2016,78
"12420",2011000,"Powiat sokólski",2016,81.6
"12421",2012000,"Powiat suwalski",2016,74
"12422",2013000,"Powiat wysokomazowiecki",2016,87.1
"12423",2014000,"Powiat zambrowski",2016,85.3
"12424",2061000,"Powiat m.Białystok",2016,92.5
"12425",2062000,"Powiat m.Łomża",2016,80.3
"12426",2063000,"Powiat m.Suwałki",2016,81.4
"12427",2201000,"Powiat bytowski",2016,84
"12428",2202000,"Powiat chojnicki",2016,76.3
"12429",2203000,"Powiat człuchowski",2016,81.1
"12430",2204000,"Powiat gdański",2016,92.1
"12431",2205000,"Powiat kartuski",2016,81.1
"12432",2206000,"Powiat kościerski",2016,76.6
"12433",2207000,"Powiat kwidzyński",2016,90.7
"12434",2208000,"Powiat lęborski",2016,86.4
"12435",2209000,"Powiat malborski",2016,81.5
"12436",2210000,"Powiat nowodworski",2016,83.1
"12437",2211000,"Powiat pucki",2016,88.1
"12438",2212000,"Powiat słupski",2016,84.9
"12439",2213000,"Powiat starogardzki",2016,84.9
"12440",2214000,"Powiat tczewski",2016,92.3
"12441",2215000,"Powiat wejherowski",2016,82.8
"12442",2216000,"Powiat sztumski",2016,81.9
"12443",2261000,"Powiat m.Gdańsk",2016,119.3
"12444",2262000,"Powiat m.Gdynia",2016,111.8
"12445",2263000,"Powiat m.Słupsk",2016,84.4
"12446",2264000,"Powiat m.Sopot",2016,119
"12447",2401000,"Powiat będziński",2016,83.6
"12448",2402000,"Powiat bielski",2016,87.2
"12449",2403000,"Powiat cieszyński",2016,83.1
"12450",2404000,"Powiat częstochowski",2016,78.6
"12451",2405000,"Powiat gliwicki",2016,83.1
"12452",2406000,"Powiat kłobucki",2016,71.6
"12453",2407000,"Powiat lubliniecki",2016,82.9
"12454",2408000,"Powiat mikołowski",2016,87.5
"12455",2409000,"Powiat myszkowski",2016,80.5
"12456",2410000,"Powiat pszczyński",2016,80.8
"12457",2411000,"Powiat raciborski",2016,90.1
"12458",2412000,"Powiat rybnicki",2016,85.9
"12459",2413000,"Powiat tarnogórski",2016,87.3
"12460",2414000,"Powiat bieruńsko-lędziński",2016,88.4
"12461",2415000,"Powiat wodzisławski",2016,76
"12462",2416000,"Powiat zawierciański",2016,89.5
"12463",2417000,"Powiat żywiecki",2016,95.6
"12464",2461000,"Powiat m.Bielsko-Biała",2016,98.9
"12465",2462000,"Powiat m.Bytom",2016,93.8
"12466",2463000,"Powiat m.Chorzów",2016,91
"12467",2464000,"Powiat m.Częstochowa",2016,87.3
"12468",2465000,"Powiat m.Dąbrowa Górnicza",2016,111.9
"12469",2466000,"Powiat m.Gliwice",2016,112.6
"12470",2467000,"Powiat m.Jastrzębie-Zdrój",2016,142.9
"12471",2468000,"Powiat m.Jaworzno",2016,123.9
"12472",2469000,"Powiat m.Katowice",2016,122.9
"12473",2470000,"Powiat m.Mysłowice",2016,90.3
"12474",2471000,"Powiat m.Piekary Śląskie",2016,98.7
"12475",2472000,"Powiat m.Ruda Śląska",2016,86.7
"12476",2473000,"Powiat m.Rybnik",2016,90.5
"12477",2474000,"Powiat m.Siemianowice Śląskie",2016,89.6
"12478",2475000,"Powiat m.Sosnowiec",2016,87.9
"12479",2476000,"Powiat m.Świętochłowice",2016,78.2
"12480",2477000,"Powiat m.Tychy",2016,96.5
"12481",2478000,"Powiat m.Zabrze",2016,93.9
"12482",2479000,"Powiat m.Żory",2016,87.4
"12483",2601000,"Powiat buski",2016,79.3
"12484",2602000,"Powiat jędrzejowski",2016,93.1
"12485",2603000,"Powiat kazimierski",2016,75.5
"12486",2604000,"Powiat kielecki",2016,76.7
"12487",2605000,"Powiat konecki",2016,81.4
"12488",2606000,"Powiat opatowski",2016,76.4
"12489",2607000,"Powiat ostrowiecki",2016,79.8
"12490",2608000,"Powiat pińczowski",2016,80.7
"12491",2609000,"Powiat sandomierski",2016,87.5
"12492",2610000,"Powiat skarżyski",2016,84.6
"12493",2611000,"Powiat starachowicki",2016,80.3
"12494",2612000,"Powiat staszowski",2016,91.8
"12495",2613000,"Powiat włoszczowski",2016,83.7
"12496",2661000,"Powiat m.Kielce",2016,91.4
"12497",2801000,"Powiat bartoszycki",2016,80.4
"12498",2802000,"Powiat braniewski",2016,78.1
