"","Kod","Nazwa","rok","POJAZDY_CTAB_ciagniki_rolnicze_szt"
"46012",2602000,"Powiat jędrzejowski",2014,10727
"46013",2603000,"Powiat kazimierski",2014,6540
"46014",2604000,"Powiat kielecki",2014,12575
"46015",2605000,"Powiat konecki",2014,3205
"46016",2606000,"Powiat opatowski",2014,9015
"46017",2607000,"Powiat ostrowiecki",2014,4384
"46018",2608000,"Powiat pińczowski",2014,6052
"46019",2609000,"Powiat sandomierski",2014,11090
"46020",2610000,"Powiat skarżyski",2014,902
"46021",2611000,"Powiat starachowicki",2014,4126
"46022",2612000,"Powiat staszowski",2014,7252
"46023",2613000,"Powiat włoszczowski",2014,5026
"46024",2661000,"Powiat m.Kielce",2014,789
"46025",2801000,"Powiat bartoszycki",2014,3966
"46026",2802000,"Powiat braniewski",2014,2763
"46027",2803000,"Powiat działdowski",2014,4093
"46028",2804000,"Powiat elbląski",2014,4571
"46029",2805000,"Powiat ełcki",2014,2874
"46030",2806000,"Powiat giżycki",2014,2278
"46031",2807000,"Powiat iławski",2014,5431
"46032",2808000,"Powiat kętrzyński",2014,2356
"46033",2809000,"Powiat lidzbarski",2014,2519
"46034",2810000,"Powiat mrągowski",2014,2038
"46035",2811000,"Powiat nidzicki",2014,2361
"46036",2812000,"Powiat nowomiejski",2014,3861
"46037",2813000,"Powiat olecki",2014,1776
"46038",2814000,"Powiat olsztyński",2014,4851
"46039",2815000,"Powiat ostródzki",2014,4231
"46040",2816000,"Powiat piski",2014,2691
"46041",2817000,"Powiat szczycieński",2014,3470
"46042",2818000,"Powiat gołdapski",2014,1765
"46043",2819000,"Powiat węgorzewski",2014,1864
"46044",2861000,"Powiat m.Elbląg",2014,613
"46045",2862000,"Powiat m.Olsztyn",2014,831
"46046",3001000,"Powiat chodzieski",2014,2544
"46047",3002000,"Powiat czarnkowsko-trzcianecki",2014,5312
"46048",3003000,"Powiat gnieźnieński",2014,7048
"46049",3004000,"Powiat gostyński",2014,6692
"46050",3005000,"Powiat grodziski",2014,4268
"46051",3006000,"Powiat jarociński",2014,3735
"46052",3007000,"Powiat kaliski",2014,11408
"46053",3008000,"Powiat kępiński",2014,3846
"46054",3009000,"Powiat kolski",2014,8817
"46055",3010000,"Powiat koniński",2014,12861
"46056",3011000,"Powiat kościański",2014,4920
"46057",3012000,"Powiat krotoszyński",2014,6858
"46058",3013000,"Powiat leszczyński",2014,4331
"46059",3014000,"Powiat międzychodzki",2014,2354
"46060",3015000,"Powiat nowotomyski",2014,3925
"46061",3016000,"Powiat obornicki",2014,2979
"46062",3017000,"Powiat ostrowski",2014,7821
"46063",3018000,"Powiat ostrzeszowski",2014,5174
"46064",3019000,"Powiat pilski",2014,6322
"46065",3020000,"Powiat pleszewski",2014,4736
"46066",3021000,"Powiat poznański",2014,8949
"46067",3022000,"Powiat rawicki",2014,5010
"46068",3023000,"Powiat słupecki",2014,6364
"46069",3024000,"Powiat szamotulski",2014,4623
"46070",3025000,"Powiat średzki",2014,3315
"46071",3026000,"Powiat śremski",2014,3178
"46072",3027000,"Powiat turecki",2014,6951
"46073",3028000,"Powiat wągrowiecki",2014,4901
"46074",3029000,"Powiat wolsztyński",2014,3419
"46075",3030000,"Powiat wrzesiński",2014,4094
"46076",3031000,"Powiat złotowski",2014,3977
"46077",3061000,"Powiat m.Kalisz",2014,849
"46078",3062000,"Powiat m.Konin",2014,660
"46079",3063000,"Powiat m.Leszno",2014,299
"46080",3064000,"Powiat m.Poznań",2014,2736
"46081",3201000,"Powiat białogardzki",2014,1550
"46082",3202000,"Powiat choszczeński",2014,3147
"46083",3203000,"Powiat drawski",2014,2607
"46084",3204000,"Powiat goleniowski",2014,3450
"46085",3205000,"Powiat gryficki",2014,2624
"46086",3206000,"Powiat gryfiński",2014,4085
"46087",3207000,"Powiat kamieński",2014,1816
"46088",3208000,"Powiat kołobrzeski",2014,2205
"46089",3209000,"Powiat koszaliński",2014,3096
"46090",3210000,"Powiat myśliborski",2014,3026
"46091",3211000,"Powiat policki",2014,715
"46092",3212000,"Powiat pyrzycki",2014,3071
"46093",3213000,"Powiat sławieński",2014,2161
"46094",3214000,"Powiat stargardzki",2014,3928
"46095",3215000,"Powiat szczecinecki",2014,1664
"46096",3216000,"Powiat świdwiński",2014,2368
"46097",3217000,"Powiat wałecki",2014,1991
"46098",3218000,"Powiat łobeski",2014,2261
"46099",3261000,"Powiat m.Koszalin",2014,372
"46100",3262000,"Powiat m.Szczecin",2014,1048
"46101",3263000,"Powiat m.Świnoujście",2014,135
"46102",201000,"Powiat bolesławiecki",2015,1254
"46103",202000,"Powiat dzierżoniowski",2015,1928
"46104",203000,"Powiat głogowski",2015,1882
"46105",204000,"Powiat górowski",2015,2008
"46106",205000,"Powiat jaworski",2015,2255
"46107",206000,"Powiat jeleniogórski",2015,643
"46108",207000,"Powiat kamiennogórski",2015,743
"46109",208000,"Powiat kłodzki",2015,4261
"46110",209000,"Powiat legnicki",2015,2677
"46111",210000,"Powiat lubański",2015,933
"46112",211000,"Powiat lubiński",2015,1230
"46113",212000,"Powiat lwówecki",2015,1287
"46114",213000,"Powiat milicki",2015,2197
"46115",214000,"Powiat oleśnicki",2015,3935
"46116",215000,"Powiat oławski",2015,2307
"46117",216000,"Powiat polkowicki",2015,1776
"46118",217000,"Powiat strzeliński",2015,3342
"46119",218000,"Powiat średzki",2015,2980
"46120",219000,"Powiat świdnicki",2015,3956
"46121",220000,"Powiat trzebnicki",2015,3796
"46122",221000,"Powiat wałbrzyski",2015,1141
"46123",222000,"Powiat wołowski",2015,2014
"46124",223000,"Powiat wrocławski",2015,5745
"46125",224000,"Powiat ząbkowicki",2015,4055
"46126",225000,"Powiat zgorzelecki",2015,1321
"46127",226000,"Powiat złotoryjski",2015,1545
"46128",261000,"Powiat m.Jelenia Góra",2015,228
"46129",262000,"Powiat m.Legnica",2015,396
"46130",263000,"Powiat m.Wałbrzych do 2002",2015,NA
"46131",264000,"Powiat m.Wrocław",2015,2470
"46132",265000,"Powiat m.Wałbrzych od 2013",2015,48
"46133",401000,"Powiat aleksandrowski",2015,4299
"46134",402000,"Powiat brodnicki",2015,6928
"46135",403000,"Powiat bydgoski",2015,4945
"46136",404000,"Powiat chełmiński",2015,2855
"46137",405000,"Powiat golubsko-dobrzyński",2015,4933
"46138",406000,"Powiat grudziądzki",2015,3980
"46139",407000,"Powiat inowrocławski",2015,8059
"46140",408000,"Powiat lipnowski",2015,6170
"46141",409000,"Powiat mogileński",2015,4256
"46142",410000,"Powiat nakielski",2015,5228
"46143",411000,"Powiat radziejowski",2015,6111
"46144",412000,"Powiat rypiński",2015,4063
"46145",413000,"Powiat sępoleński",2015,3174
"46146",414000,"Powiat świecki",2015,5217
"46147",415000,"Powiat toruński",2015,6177
"46148",416000,"Powiat tucholski",2015,4042
"46149",417000,"Powiat wąbrzeski",2015,3430
"46150",418000,"Powiat włocławski",2015,10402
"46151",419000,"Powiat żniński",2015,5133
"46152",461000,"Powiat m.Bydgoszcz",2015,1039
"46153",462000,"Powiat m.Grudziądz",2015,359
"46154",463000,"Powiat m.Toruń",2015,709
"46155",464000,"Powiat m.Włocławek",2015,556
"46156",601000,"Powiat bialski",2015,14395
"46157",602000,"Powiat biłgorajski",2015,14762
"46158",603000,"Powiat chełmski",2015,10182
"46159",604000,"Powiat hrubieszowski",2015,10929
"46160",605000,"Powiat janowski",2015,7805
"46161",606000,"Powiat krasnostawski",2015,9479
"46162",607000,"Powiat kraśnicki",2015,11510
"46163",608000,"Powiat lubartowski",2015,8860
"46164",609000,"Powiat lubelski",2015,19949
"46165",610000,"Powiat łęczyński",2015,5216
"46166",611000,"Powiat łukowski",2015,13587
"46167",612000,"Powiat opolski",2015,9469
"46168",613000,"Powiat parczewski",2015,4773
"46169",614000,"Powiat puławski",2015,8128
"46170",615000,"Powiat radzyński",2015,8243
"46171",616000,"Powiat rycki",2015,5931
"46172",617000,"Powiat świdnicki",2015,5372
"46173",618000,"Powiat tomaszowski",2015,11233
"46174",619000,"Powiat włodawski",2015,4502
"46175",620000,"Powiat zamojski",2015,16279
"46176",661000,"Powiat m.Biała Podlaska",2015,1144
"46177",662000,"Powiat m.Chełm",2015,1237
"46178",663000,"Powiat m.Lublin",2015,3373
"46179",664000,"Powiat m.Zamość",2015,1438
"46180",801000,"Powiat gorzowski",2015,3087
"46181",802000,"Powiat krośnieński",2015,1743
"46182",803000,"Powiat międzyrzecki",2015,2876
"46183",804000,"Powiat nowosolski",2015,1883
"46184",805000,"Powiat słubicki",2015,1568
"46185",806000,"Powiat strzelecko-drezdenecki",2015,2782
"46186",807000,"Powiat sulęciński",2015,1736
"46187",808000,"Powiat świebodziński",2015,2062
"46188",809000,"Powiat zielonogórski",2015,2823
"46189",810000,"Powiat żagański",2015,2652
"46190",811000,"Powiat żarski",2015,2463
"46191",812000,"Powiat wschowski",2015,1721
"46192",861000,"Powiat m.Gorzów Wielkopolski",2015,567
"46193",862000,"Powiat m.Zielona Góra",2015,448
"46194",1001000,"Powiat bełchatowski",2015,5170
"46195",1002000,"Powiat kutnowski",2015,9465
"46196",1003000,"Powiat łaski",2015,4319
"46197",1004000,"Powiat łęczycki",2015,8684
"46198",1005000,"Powiat łowicki",2015,11356
"46199",1006000,"Powiat łódzki wschodni",2015,3398
"46200",1007000,"Powiat opoczyński",2015,6997
"46201",1008000,"Powiat pabianicki",2015,2998
"46202",1009000,"Powiat pajęczański",2015,5141
"46203",1010000,"Powiat piotrkowski",2015,9877
"46204",1011000,"Powiat poddębicki",2015,6888
"46205",1012000,"Powiat radomszczański",2015,7471
"46206",1013000,"Powiat rawski",2015,7354
"46207",1014000,"Powiat sieradzki",2015,14737
"46208",1015000,"Powiat skierniewicki",2015,6763
"46209",1016000,"Powiat tomaszowski",2015,7039
"46210",1017000,"Powiat wieluński",2015,8081
"46211",1018000,"Powiat wieruszowski",2015,4148
"46212",1019000,"Powiat zduńskowolski",2015,2739
"46213",1020000,"Powiat zgierski",2015,5820
"46214",1021000,"Powiat brzeziński",2015,3360
"46215",1061000,"Powiat m.Łódź",2015,1881
"46216",1062000,"Powiat m.Piotrków Trybunalski",2015,622
"46217",1063000,"Powiat m.Skierniewice",2015,697
"46218",1201000,"Powiat bocheński",2015,5862
"46219",1202000,"Powiat brzeski",2015,4664
"46220",1203000,"Powiat chrzanowski",2015,1252
"46221",1204000,"Powiat dąbrowski",2015,5469
"46222",1205000,"Powiat gorlicki",2015,6421
"46223",1206000,"Powiat krakowski",2015,13808
"46224",1207000,"Powiat limanowski",2015,7940
"46225",1208000,"Powiat miechowski",2015,8920
"46226",1209000,"Powiat myślenicki",2015,5893
"46227",1210000,"Powiat nowosądecki",2015,9724
"46228",1211000,"Powiat nowotarski",2015,11383
"46229",1212000,"Powiat olkuski",2015,4741
"46230",1213000,"Powiat oświęcimski",2015,3064
"46231",1214000,"Powiat proszowicki",2015,7361
"46232",1215000,"Powiat suski",2015,4372
"46233",1216000,"Powiat tarnowski",2015,12289
"46234",1217000,"Powiat tatrzański",2015,4143
"46235",1218000,"Powiat wadowicki",2015,4454
"46236",1219000,"Powiat wielicki",2015,3234
"46237",1261000,"Powiat m.Kraków",2015,3075
"46238",1262000,"Powiat m.Nowy Sącz",2015,541
"46239",1263000,"Powiat m.Tarnów",2015,498
"46240",1401000,"Powiat białobrzeski",2015,4851
"46241",1402000,"Powiat ciechanowski",2015,7542
"46242",1403000,"Powiat garwoliński",2015,10310
"46243",1404000,"Powiat gostyniński",2015,4670
"46244",1405000,"Powiat grodziski",2015,1581
"46245",1406000,"Powiat grójecki",2015,16047
"46246",1407000,"Powiat kozienicki",2015,6464
"46247",1408000,"Powiat legionowski",2015,1150
"46248",1409000,"Powiat lipski",2015,6743
"46249",1410000,"Powiat łosicki",2015,5736
"46250",1411000,"Powiat makowski",2015,5424
"46251",1412000,"Powiat miński",2015,6320
"46252",1413000,"Powiat mławski",2015,6913
"46253",1414000,"Powiat nowodworski",2015,3372
"46254",1415000,"Powiat ostrołęcki",2015,9582
"46255",1416000,"Powiat ostrowski",2015,7521
"46256",1417000,"Powiat otwocki",2015,3467
"46257",1418000,"Powiat piaseczyński",2015,2380
"46258",1419000,"Powiat płocki",2015,15490
"46259",1420000,"Powiat płoński",2015,10600
"46260",1421000,"Powiat pruszkowski",2015,1846
"46261",1422000,"Powiat przasnyski",2015,4921
"46262",1423000,"Powiat przysuski",2015,5769
"46263",1424000,"Powiat pułtuski",2015,5114
"46264",1425000,"Powiat radomski",2015,10127
"46265",1426000,"Powiat siedlecki",2015,12436
"46266",1427000,"Powiat sierpecki",2015,7372
"46267",1428000,"Powiat sochaczewski",2015,5837
"46268",1429000,"Powiat sokołowski",2015,9058
"46269",1430000,"Powiat szydłowiecki",2015,1939
"46270",1432000,"Powiat warszawski zachodni",2015,3830
"46271",1433000,"Powiat węgrowski",2015,8147
"46272",1434000,"Powiat wołomiński",2015,3930
"46273",1435000,"Powiat wyszkowski",2015,3051
"46274",1436000,"Powiat zwoleński",2015,5046
"46275",1437000,"Powiat żuromiński",2015,5677
"46276",1438000,"Powiat żyrardowski",2015,3250
"46277",1461000,"Powiat m.Ostrołęka",2015,319
"46278",1462000,"Powiat m.Płock",2015,1167
"46279",1463000,"Powiat m.Radom",2015,1095
"46280",1464000,"Powiat m.Siedlce",2015,1087
"46281",1465000,"Powiat m. st. Warszawa",2015,6026
"46282",1601000,"Powiat brzeski",2015,3436
"46283",1602000,"Powiat głubczycki",2015,3676
"46284",1603000,"Powiat kędzierzyńsko-kozielski",2015,3563
"46285",1604000,"Powiat kluczborski",2015,3368
"46286",1605000,"Powiat krapkowicki",2015,2468
"46287",1606000,"Powiat namysłowski",2015,2418
"46288",1607000,"Powiat nyski",2015,5456
"46289",1608000,"Powiat oleski",2015,5278
"46290",1609000,"Powiat opolski",2015,4490
"46291",1610000,"Powiat prudnicki",2015,4836
"46292",1611000,"Powiat strzelecki",2015,3259
"46293",1661000,"Powiat m.Opole",2015,863
"46294",1801000,"Powiat bieszczadzki",2015,1170
"46295",1802000,"Powiat brzozowski",2015,4759
"46296",1803000,"Powiat dębicki",2015,7914
"46297",1804000,"Powiat jarosławski",2015,8093
"46298",1805000,"Powiat jasielski",2015,3883
"46299",1806000,"Powiat kolbuszowski",2015,4353
"46300",1807000,"Powiat krośnieński",2015,4848
"46301",1808000,"Powiat leżajski",2015,5896
"46302",1809000,"Powiat lubaczowski",2015,6060
"46303",1810000,"Powiat łańcucki",2015,5018
"46304",1811000,"Powiat mielecki",2015,8301
"46305",1812000,"Powiat niżański",2015,4293
"46306",1813000,"Powiat przemyski",2015,5806
"46307",1814000,"Powiat przeworski",2015,6139
"46308",1815000,"Powiat ropczycko-sędziszowski",2015,5757
"46309",1816000,"Powiat rzeszowski",2015,10806
"46310",1817000,"Powiat sanocki",2015,4424
"46311",1818000,"Powiat stalowowolski",2015,3764
"46312",1819000,"Powiat strzyżowski",2015,5084
"46313",1820000,"Powiat tarnobrzeski",2015,4216
"46314",1821000,"Powiat leski",2015,1765
"46315",1861000,"Powiat m.Krosno",2015,289
"46316",1862000,"Powiat m.Przemyśl",2015,380
"46317",1863000,"Powiat m.Rzeszów",2015,1305
"46318",1864000,"Powiat m.Tarnobrzeg",2015,969
"46319",2001000,"Powiat augustowski",2015,7215
"46320",2002000,"Powiat białostocki",2015,12361
"46321",2003000,"Powiat bielski",2015,8884
"46322",2004000,"Powiat grajewski",2015,6600
"46323",2005000,"Powiat hajnowski",2015,5293
"46324",2006000,"Powiat kolneński",2015,8252
"46325",2007000,"Powiat łomżyński",2015,10396
"46326",2008000,"Powiat moniecki",2015,8307
"46327",2009000,"Powiat sejneński",2015,4133
"46328",2010000,"Powiat siemiatycki",2015,8207
"46329",2011000,"Powiat sokólski",2015,12737
"46330",2012000,"Powiat suwalski",2015,6242
"46331",2013000,"Powiat wysokomazowiecki",2015,12806
"46332",2014000,"Powiat zambrowski",2015,6000
"46333",2061000,"Powiat m.Białystok",2015,2123
"46334",2062000,"Powiat m.Łomża",2015,750
"46335",2063000,"Powiat m.Suwałki",2015,751
"46336",2201000,"Powiat bytowski",2015,4872
"46337",2202000,"Powiat chojnicki",2015,4170
"46338",2203000,"Powiat człuchowski",2015,2873
"46339",2204000,"Powiat gdański",2015,3925
"46340",2205000,"Powiat kartuski",2015,6503
"46341",2206000,"Powiat kościerski",2015,4380
"46342",2207000,"Powiat kwidzyński",2015,3430
"46343",2208000,"Powiat lęborski",2015,1283
"46344",2209000,"Powiat malborski",2015,2699
"46345",2210000,"Powiat nowodworski",2015,1884
"46346",2211000,"Powiat pucki",2015,2279
"46347",2212000,"Powiat słupski",2015,3920
"46348",2213000,"Powiat starogardzki",2015,4591
"46349",2214000,"Powiat tczewski",2015,4155
"46350",2215000,"Powiat wejherowski",2015,4123
"46351",2216000,"Powiat sztumski",2015,2920
"46352",2261000,"Powiat m.Gdańsk",2015,1197
"46353",2262000,"Powiat m.Gdynia",2015,744
"46354",2263000,"Powiat m.Słupsk",2015,457
"46355",2264000,"Powiat m.Sopot",2015,81
"46356",2401000,"Powiat będziński",2015,2071
"46357",2402000,"Powiat bielski",2015,2785
"46358",2403000,"Powiat cieszyński",2015,4203
"46359",2404000,"Powiat częstochowski",2015,6813
"46360",2405000,"Powiat gliwicki",2015,2606
"46361",2406000,"Powiat kłobucki",2015,5061
"46362",2407000,"Powiat lubliniecki",2015,3205
"46363",2408000,"Powiat mikołowski",2015,1092
"46364",2409000,"Powiat myszkowski",2015,3095
"46365",2410000,"Powiat pszczyński",2015,3227
"46366",2411000,"Powiat raciborski",2015,3587
"46367",2412000,"Powiat rybnicki",2015,1114
"46368",2413000,"Powiat tarnogórski",2015,1636
"46369",2414000,"Powiat bieruńsko-lędziński",2015,970
"46370",2415000,"Powiat wodzisławski",2015,1975
"46371",2416000,"Powiat zawierciański",2015,5847
"46372",2417000,"Powiat żywiecki",2015,3420
"46373",2461000,"Powiat m.Bielsko-Biała",2015,463
"46374",2462000,"Powiat m.Bytom",2015,154
"46375",2463000,"Powiat m.Chorzów",2015,116
"46376",2464000,"Powiat m.Częstochowa",2015,954
"46377",2465000,"Powiat m.Dąbrowa Górnicza",2015,579
"46378",2466000,"Powiat m.Gliwice",2015,659
"46379",2467000,"Powiat m.Jastrzębie-Zdrój",2015,792
"46380",2468000,"Powiat m.Jaworzno",2015,379
"46381",2469000,"Powiat m.Katowice",2015,711
"46382",2470000,"Powiat m.Mysłowice",2015,230
"46383",2471000,"Powiat m.Piekary Śląskie",2015,216
"46384",2472000,"Powiat m.Ruda Śląska",2015,235
"46385",2473000,"Powiat m.Rybnik",2015,539
"46386",2474000,"Powiat m.Siemianowice Śląskie",2015,116
"46387",2475000,"Powiat m.Sosnowiec",2015,272
"46388",2476000,"Powiat m.Świętochłowice",2015,38
"46389",2477000,"Powiat m.Tychy",2015,582
"46390",2478000,"Powiat m.Zabrze",2015,185
"46391",2479000,"Powiat m.Żory",2015,406
"46392",2601000,"Powiat buski",2015,9603
"46393",2602000,"Powiat jędrzejowski",2015,10932
"46394",2603000,"Powiat kazimierski",2015,6585
"46395",2604000,"Powiat kielecki",2015,12932
"46396",2605000,"Powiat konecki",2015,3314
"46397",2606000,"Powiat opatowski",2015,9188
"46398",2607000,"Powiat ostrowiecki",2015,4492
"46399",2608000,"Powiat pińczowski",2015,6136
"46400",2609000,"Powiat sandomierski",2015,11447
"46401",2610000,"Powiat skarżyski",2015,919
"46402",2611000,"Powiat starachowicki",2015,4204
"46403",2612000,"Powiat staszowski",2015,7392
"46404",2613000,"Powiat włoszczowski",2015,5153
"46405",2661000,"Powiat m.Kielce",2015,819
"46406",2801000,"Powiat bartoszycki",2015,4035
"46407",2802000,"Powiat braniewski",2015,2817
"46408",2803000,"Powiat działdowski",2015,4124
"46409",2804000,"Powiat elbląski",2015,4652
"46410",2805000,"Powiat ełcki",2015,2900
"46411",2806000,"Powiat giżycki",2015,2330
"46412",2807000,"Powiat iławski",2015,5515
"46413",2808000,"Powiat kętrzyński",2015,2407
"46414",2809000,"Powiat lidzbarski",2015,2550
"46415",2810000,"Powiat mrągowski",2015,2101
"46416",2811000,"Powiat nidzicki",2015,2379
"46417",2812000,"Powiat nowomiejski",2015,3923
"46418",2813000,"Powiat olecki",2015,1815
"46419",2814000,"Powiat olsztyński",2015,4973
"46420",2815000,"Powiat ostródzki",2015,4260
"46421",2816000,"Powiat piski",2015,2737
"46422",2817000,"Powiat szczycieński",2015,3562
"46423",2818000,"Powiat gołdapski",2015,1800
"46424",2819000,"Powiat węgorzewski",2015,1897
"46425",2861000,"Powiat m.Elbląg",2015,613
"46426",2862000,"Powiat m.Olsztyn",2015,845
"46427",3001000,"Powiat chodzieski",2015,2602
"46428",3002000,"Powiat czarnkowsko-trzcianecki",2015,5403
"46429",3003000,"Powiat gnieźnieński",2015,7189
"46430",3004000,"Powiat gostyński",2015,6765
"46431",3005000,"Powiat grodziski",2015,4330
"46432",3006000,"Powiat jarociński",2015,3836
"46433",3007000,"Powiat kaliski",2015,11628
"46434",3008000,"Powiat kępiński",2015,3932
"46435",3009000,"Powiat kolski",2015,8954
"46436",3010000,"Powiat koniński",2015,13111
"46437",3011000,"Powiat kościański",2015,5008
"46438",3012000,"Powiat krotoszyński",2015,6956
"46439",3013000,"Powiat leszczyński",2015,4413
"46440",3014000,"Powiat międzychodzki",2015,2414
"46441",3015000,"Powiat nowotomyski",2015,4058
"46442",3016000,"Powiat obornicki",2015,3028
"46443",3017000,"Powiat ostrowski",2015,7977
"46444",3018000,"Powiat ostrzeszowski",2015,5306
"46445",3019000,"Powiat pilski",2015,6442
"46446",3020000,"Powiat pleszewski",2015,4868
"46447",3021000,"Powiat poznański",2015,9050
"46448",3022000,"Powiat rawicki",2015,5084
"46449",3023000,"Powiat słupecki",2015,6507
"46450",3024000,"Powiat szamotulski",2015,4678
"46451",3025000,"Powiat średzki",2015,3382
"46452",3026000,"Powiat śremski",2015,3217
"46453",3027000,"Powiat turecki",2015,7117
"46454",3028000,"Powiat wągrowiecki",2015,5036
"46455",3029000,"Powiat wolsztyński",2015,3504
"46456",3030000,"Powiat wrzesiński",2015,4188
"46457",3031000,"Powiat złotowski",2015,4092
"46458",3061000,"Powiat m.Kalisz",2015,866
"46459",3062000,"Powiat m.Konin",2015,656
"46460",3063000,"Powiat m.Leszno",2015,306
"46461",3064000,"Powiat m.Poznań",2015,2585
"46462",3201000,"Powiat białogardzki",2015,1586
"46463",3202000,"Powiat choszczeński",2015,3164
"46464",3203000,"Powiat drawski",2015,2639
"46465",3204000,"Powiat goleniowski",2015,3536
"46466",3205000,"Powiat gryficki",2015,2654
"46467",3206000,"Powiat gryfiński",2015,4119
"46468",3207000,"Powiat kamieński",2015,1835
"46469",3208000,"Powiat kołobrzeski",2015,2249
"46470",3209000,"Powiat koszaliński",2015,3157
"46471",3210000,"Powiat myśliborski",2015,3045
"46472",3211000,"Powiat policki",2015,738
"46473",3212000,"Powiat pyrzycki",2015,3085
"46474",3213000,"Powiat sławieński",2015,2235
"46475",3214000,"Powiat stargardzki",2015,3996
"46476",3215000,"Powiat szczecinecki",2015,1779
"46477",3216000,"Powiat świdwiński",2015,2397
"46478",3217000,"Powiat wałecki",2015,2037
"46479",3218000,"Powiat łobeski",2015,2298
"46480",3261000,"Powiat m.Koszalin",2015,396
"46481",3262000,"Powiat m.Szczecin",2015,1059
"46482",3263000,"Powiat m.Świnoujście",2015,136
"46483",201000,"Powiat bolesławiecki",2016,1352
"46484",202000,"Powiat dzierżoniowski",2016,1938
"46485",203000,"Powiat głogowski",2016,1891
"46486",204000,"Powiat górowski",2016,2031
"46487",205000,"Powiat jaworski",2016,2279
"46488",206000,"Powiat jeleniogórski",2016,657
"46489",207000,"Powiat kamiennogórski",2016,779
"46490",208000,"Powiat kłodzki",2016,4322
"46491",209000,"Powiat legnicki",2016,2727
"46492",210000,"Powiat lubański",2016,961
"46493",211000,"Powiat lubiński",2016,1261
"46494",212000,"Powiat lwówecki",2016,1331
"46495",213000,"Powiat milicki",2016,2198
"46496",214000,"Powiat oleśnicki",2016,3994
"46497",215000,"Powiat oławski",2016,2323
"46498",216000,"Powiat polkowicki",2016,1787
"46499",217000,"Powiat strzeliński",2016,3339
"46500",218000,"Powiat średzki",2016,3003
"46501",219000,"Powiat świdnicki",2016,3989
"46502",220000,"Powiat trzebnicki",2016,3873
"46503",221000,"Powiat wałbrzyski",2016,1132
"46504",222000,"Powiat wołowski",2016,2044
"46505",223000,"Powiat wrocławski",2016,5806
"46506",224000,"Powiat ząbkowicki",2016,4104
"46507",225000,"Powiat zgorzelecki",2016,1356
"46508",226000,"Powiat złotoryjski",2016,1590
"46509",261000,"Powiat m.Jelenia Góra",2016,235
"46510",262000,"Powiat m.Legnica",2016,414
"46511",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"46512",264000,"Powiat m.Wrocław",2016,2553
"46513",265000,"Powiat m.Wałbrzych od 2013",2016,64
"46514",401000,"Powiat aleksandrowski",2016,4353
"46515",402000,"Powiat brodnicki",2016,7016
"46516",403000,"Powiat bydgoski",2016,4970
"46517",404000,"Powiat chełmiński",2016,2944
"46518",405000,"Powiat golubsko-dobrzyński",2016,5012
"46519",406000,"Powiat grudziądzki",2016,4051
"46520",407000,"Powiat inowrocławski",2016,8102
"46521",408000,"Powiat lipnowski",2016,6244
"46522",409000,"Powiat mogileński",2016,4331
"46523",410000,"Powiat nakielski",2016,5276
"46524",411000,"Powiat radziejowski",2016,6148
"46525",412000,"Powiat rypiński",2016,4097
"46526",413000,"Powiat sępoleński",2016,3227
"46527",414000,"Powiat świecki",2016,5338
"46528",415000,"Powiat toruński",2016,6222
"46529",416000,"Powiat tucholski",2016,4075
"46530",417000,"Powiat wąbrzeski",2016,3467
"46531",418000,"Powiat włocławski",2016,10503
"46532",419000,"Powiat żniński",2016,5203
"46533",461000,"Powiat m.Bydgoszcz",2016,1044
"46534",462000,"Powiat m.Grudziądz",2016,371
"46535",463000,"Powiat m.Toruń",2016,708
"46536",464000,"Powiat m.Włocławek",2016,556
"46537",601000,"Powiat bialski",2016,14647
"46538",602000,"Powiat biłgorajski",2016,15007
"46539",603000,"Powiat chełmski",2016,10361
"46540",604000,"Powiat hrubieszowski",2016,11006
"46541",605000,"Powiat janowski",2016,7919
"46542",606000,"Powiat krasnostawski",2016,9669
"46543",607000,"Powiat kraśnicki",2016,11748
"46544",608000,"Powiat lubartowski",2016,9067
"46545",609000,"Powiat lubelski",2016,20238
"46546",610000,"Powiat łęczyński",2016,5300
"46547",611000,"Powiat łukowski",2016,13880
"46548",612000,"Powiat opolski",2016,9746
"46549",613000,"Powiat parczewski",2016,4840
"46550",614000,"Powiat puławski",2016,8267
"46551",615000,"Powiat radzyński",2016,8423
"46552",616000,"Powiat rycki",2016,6030
"46553",617000,"Powiat świdnicki",2016,5456
"46554",618000,"Powiat tomaszowski",2016,11385
"46555",619000,"Powiat włodawski",2016,4556
"46556",620000,"Powiat zamojski",2016,16462
"46557",661000,"Powiat m.Biała Podlaska",2016,1179
"46558",662000,"Powiat m.Chełm",2016,1241
"46559",663000,"Powiat m.Lublin",2016,3498
"46560",664000,"Powiat m.Zamość",2016,1444
"46561",801000,"Powiat gorzowski",2016,3148
"46562",802000,"Powiat krośnieński",2016,1781
"46563",803000,"Powiat międzyrzecki",2016,2900
"46564",804000,"Powiat nowosolski",2016,1910
"46565",805000,"Powiat słubicki",2016,1600
"46566",806000,"Powiat strzelecko-drezdenecki",2016,2814
"46567",807000,"Powiat sulęciński",2016,1760
"46568",808000,"Powiat świebodziński",2016,2085
"46569",809000,"Powiat zielonogórski",2016,2873
"46570",810000,"Powiat żagański",2016,2707
"46571",811000,"Powiat żarski",2016,2499
