"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_osobowe_szt"
"13011",603000,"Powiat chełmski",2012,37102
"13012",604000,"Powiat hrubieszowski",2012,26961
"13013",605000,"Powiat janowski",2012,18069
"13014",606000,"Powiat krasnostawski",2012,28644
"13015",607000,"Powiat kraśnicki",2012,45467
"13016",608000,"Powiat lubartowski",2012,39615
"13017",609000,"Powiat lubelski",2012,77398
"13018",610000,"Powiat łęczyński",2012,30133
"13019",611000,"Powiat łukowski",2012,48881
"13020",612000,"Powiat opolski",2012,30098
"13021",613000,"Powiat parczewski",2012,18462
"13022",614000,"Powiat puławski",2012,53107
"13023",615000,"Powiat radzyński",2012,30221
"13024",616000,"Powiat rycki",2012,30825
"13025",617000,"Powiat świdnicki",2012,35264
"13026",618000,"Powiat tomaszowski",2012,38761
"13027",619000,"Powiat włodawski",2012,21332
"13028",620000,"Powiat zamojski",2012,44259
"13029",661000,"Powiat m.Biała Podlaska",2012,27650
"13030",662000,"Powiat m.Chełm",2012,28454
"13031",663000,"Powiat m.Lublin",2012,147779
"13032",664000,"Powiat m.Zamość",2012,26262
"13033",801000,"Powiat gorzowski",2012,37323
"13034",802000,"Powiat krośnieński",2012,31357
"13035",803000,"Powiat międzyrzecki",2012,31213
"13036",804000,"Powiat nowosolski",2012,39148
"13037",805000,"Powiat słubicki",2012,23118
"13038",806000,"Powiat strzelecko-drezdenecki",2012,29194
"13039",807000,"Powiat sulęciński",2012,19113
"13040",808000,"Powiat świebodziński",2012,28343
"13041",809000,"Powiat zielonogórski",2012,49871
"13042",810000,"Powiat żagański",2012,41737
"13043",811000,"Powiat żarski",2012,55174
"13044",812000,"Powiat wschowski",2012,19689
"13045",861000,"Powiat m.Gorzów Wielkopolski",2012,56783
"13046",862000,"Powiat m.Zielona Góra",2012,56359
"13047",1001000,"Powiat bełchatowski",2012,57491
"13048",1002000,"Powiat kutnowski",2012,53661
"13049",1003000,"Powiat łaski",2012,30134
"13050",1004000,"Powiat łęczycki",2012,29059
"13051",1005000,"Powiat łowicki",2012,42208
"13052",1006000,"Powiat łódzki wschodni",2012,39128
"13053",1007000,"Powiat opoczyński",2012,36086
"13054",1008000,"Powiat pabianicki",2012,60037
"13055",1009000,"Powiat pajęczański",2012,26239
"13056",1010000,"Powiat piotrkowski",2012,44139
"13057",1011000,"Powiat poddębicki",2012,23106
"13058",1012000,"Powiat radomszczański",2012,55142
"13059",1013000,"Powiat rawski",2012,26388
"13060",1014000,"Powiat sieradzki",2012,63479
"13061",1015000,"Powiat skierniewicki",2012,20702
"13062",1016000,"Powiat tomaszowski",2012,56718
"13063",1017000,"Powiat wieluński",2012,38488
"13064",1018000,"Powiat wieruszowski",2012,24197
"13065",1019000,"Powiat zduńskowolski",2012,34912
"13066",1020000,"Powiat zgierski",2012,79989
"13067",1021000,"Powiat brzeziński",2012,17110
"13068",1061000,"Powiat m.Łódź",2012,321941
"13069",1062000,"Powiat m.Piotrków Trybunalski",2012,33694
"13070",1063000,"Powiat m.Skierniewice",2012,22154
"13071",1201000,"Powiat bocheński",2012,45692
"13072",1202000,"Powiat brzeski",2012,41750
"13073",1203000,"Powiat chrzanowski",2012,61857
"13074",1204000,"Powiat dąbrowski",2012,27611
"13075",1205000,"Powiat gorlicki",2012,46043
"13076",1206000,"Powiat krakowski",2012,145628
"13077",1207000,"Powiat limanowski",2012,59523
"13078",1208000,"Powiat miechowski",2012,25327
"13079",1209000,"Powiat myślenicki",2012,61888
"13080",1210000,"Powiat nowosądecki",2012,76219
"13081",1211000,"Powiat nowotarski",2012,66391
"13082",1212000,"Powiat olkuski",2012,56350
"13083",1213000,"Powiat oświęcimski",2012,75520
"13084",1214000,"Powiat proszowicki",2012,24539
"13085",1215000,"Powiat suski",2012,36283
"13086",1216000,"Powiat tarnowski",2012,90367
"13087",1217000,"Powiat tatrzański",2012,24760
"13088",1218000,"Powiat wadowicki",2012,74369
"13089",1219000,"Powiat wielicki",2012,63045
"13090",1261000,"Powiat m.Kraków",2012,381589
"13091",1262000,"Powiat m.Nowy Sącz",2012,33725
"13092",1263000,"Powiat m.Tarnów",2012,45836
"13093",1401000,"Powiat białobrzeski",2012,20971
"13094",1402000,"Powiat ciechanowski",2012,45940
"13095",1403000,"Powiat garwoliński",2012,54260
"13096",1404000,"Powiat gostyniński",2012,27826
"13097",1405000,"Powiat grodziski",2012,45941
"13098",1406000,"Powiat grójecki",2012,63577
"13099",1407000,"Powiat kozienicki",2012,34108
"13100",1408000,"Powiat legionowski",2012,51075
"13101",1409000,"Powiat lipski",2012,20284
"13102",1410000,"Powiat łosicki",2012,18111
"13103",1411000,"Powiat makowski",2012,26092
"13104",1412000,"Powiat miński",2012,69514
"13105",1413000,"Powiat mławski",2012,37713
"13106",1414000,"Powiat nowodworski",2012,45974
"13107",1415000,"Powiat ostrołęcki",2012,42204
"13108",1416000,"Powiat ostrowski",2012,36886
"13109",1417000,"Powiat otwocki",2012,59912
"13110",1418000,"Powiat piaseczyński",2012,80299
"13111",1419000,"Powiat płocki",2012,73630
"13112",1420000,"Powiat płoński",2012,48668
"13113",1421000,"Powiat pruszkowski",2012,83832
"13114",1422000,"Powiat przasnyski",2012,27856
"13115",1423000,"Powiat przysuski",2012,24553
"13116",1424000,"Powiat pułtuski",2012,27893
"13117",1425000,"Powiat radomski",2012,67796
"13118",1426000,"Powiat siedlecki",2012,39813
"13119",1427000,"Powiat sierpecki",2012,38404
"13120",1428000,"Powiat sochaczewski",2012,49514
"13121",1429000,"Powiat sokołowski",2012,28348
"13122",1430000,"Powiat szydłowiecki",2012,19688
"13123",1432000,"Powiat warszawski zachodni",2012,67042
"13124",1433000,"Powiat węgrowski",2012,33331
"13125",1434000,"Powiat wołomiński",2012,104096
"13126",1435000,"Powiat wyszkowski",2012,35080
"13127",1436000,"Powiat zwoleński",2012,20805
"13128",1437000,"Powiat żuromiński",2012,20537
"13129",1438000,"Powiat żyrardowski",2012,46698
"13130",1461000,"Powiat m.Ostrołęka",2012,20608
"13131",1462000,"Powiat m.Płock",2012,64313
"13132",1463000,"Powiat m.Radom",2012,87798
"13133",1464000,"Powiat m.Siedlce",2012,32781
"13134",1465000,"Powiat m. st. Warszawa",2012,995083
"13135",1601000,"Powiat brzeski",2012,50316
"13136",1602000,"Powiat głubczycki",2012,27603
"13137",1603000,"Powiat kędzierzyńsko-kozielski",2012,46958
"13138",1604000,"Powiat kluczborski",2012,34232
"13139",1605000,"Powiat krapkowicki",2012,33167
"13140",1606000,"Powiat namysłowski",2012,24289
"13141",1607000,"Powiat nyski",2012,73245
"13142",1608000,"Powiat oleski",2012,38443
"13143",1609000,"Powiat opolski",2012,75770
"13144",1610000,"Powiat prudnicki",2012,29120
"13145",1611000,"Powiat strzelecki",2012,36382
"13146",1661000,"Powiat m.Opole",2012,66954
"13147",1801000,"Powiat bieszczadzki",2012,13688
"13148",1802000,"Powiat brzozowski",2012,27020
"13149",1803000,"Powiat dębicki",2012,59643
"13150",1804000,"Powiat jarosławski",2012,53516
"13151",1805000,"Powiat jasielski",2012,59938
"13152",1806000,"Powiat kolbuszowski",2012,28608
"13153",1807000,"Powiat krośnieński",2012,47535
"13154",1808000,"Powiat leżajski",2012,25685
"13155",1809000,"Powiat lubaczowski",2012,23210
"13156",1810000,"Powiat łańcucki",2012,33496
"13157",1811000,"Powiat mielecki",2012,58747
"13158",1812000,"Powiat niżański",2012,25270
"13159",1813000,"Powiat przemyski",2012,31874
"13160",1814000,"Powiat przeworski",2012,31602
"13161",1815000,"Powiat ropczycko-sędziszowski",2012,30527
"13162",1816000,"Powiat rzeszowski",2012,70653
"13163",1817000,"Powiat sanocki",2012,38499
"13164",1818000,"Powiat stalowowolski",2012,41907
"13165",1819000,"Powiat strzyżowski",2012,28286
"13166",1820000,"Powiat tarnobrzeski",2012,23864
"13167",1821000,"Powiat leski",2012,14937
"13168",1861000,"Powiat m.Krosno",2012,20819
"13169",1862000,"Powiat m.Przemyśl",2012,29590
"13170",1863000,"Powiat m.Rzeszów",2012,79031
"13171",1864000,"Powiat m.Tarnobrzeg",2012,20119
"13172",2001000,"Powiat augustowski",2012,24764
"13173",2002000,"Powiat białostocki",2012,61988
"13174",2003000,"Powiat bielski",2012,28144
"13175",2004000,"Powiat grajewski",2012,19713
"13176",2005000,"Powiat hajnowski",2012,20554
"13177",2006000,"Powiat kolneński",2012,17082
"13178",2007000,"Powiat łomżyński",2012,25424
"13179",2008000,"Powiat moniecki",2012,16848
"13180",2009000,"Powiat sejneński",2012,11031
"13181",2010000,"Powiat siemiatycki",2012,22411
"13182",2011000,"Powiat sokólski",2012,31715
"13183",2012000,"Powiat suwalski",2012,19453
"13184",2013000,"Powiat wysokomazowiecki",2012,29699
"13185",2014000,"Powiat zambrowski",2012,18859
"13186",2061000,"Powiat m.Białystok",2012,104619
"13187",2062000,"Powiat m.Łomża",2012,24711
"13188",2063000,"Powiat m.Suwałki",2012,27899
"13189",2201000,"Powiat bytowski",2012,40407
"13190",2202000,"Powiat chojnicki",2012,44610
"13191",2203000,"Powiat człuchowski",2012,27616
"13192",2204000,"Powiat gdański",2012,55491
"13193",2205000,"Powiat kartuski",2012,67190
"13194",2206000,"Powiat kościerski",2012,35610
"13195",2207000,"Powiat kwidzyński",2012,40250
"13196",2208000,"Powiat lęborski",2012,29750
"13197",2209000,"Powiat malborski",2012,29511
"13198",2210000,"Powiat nowodworski",2012,17220
"13199",2211000,"Powiat pucki",2012,38767
"13200",2212000,"Powiat słupski",2012,43137
"13201",2213000,"Powiat starogardzki",2012,55781
"13202",2214000,"Powiat tczewski",2012,56456
"13203",2215000,"Powiat wejherowski",2012,84853
"13204",2216000,"Powiat sztumski",2012,21327
"13205",2261000,"Powiat m.Gdańsk",2012,234164
"13206",2262000,"Powiat m.Gdynia",2012,120321
"13207",2263000,"Powiat m.Słupsk",2012,38772
"13208",2264000,"Powiat m.Sopot",2012,26017
"13209",2401000,"Powiat będziński",2012,74840
"13210",2402000,"Powiat bielski",2012,82023
"13211",2403000,"Powiat cieszyński",2012,90222
"13212",2404000,"Powiat częstochowski",2012,72613
"13213",2405000,"Powiat gliwicki",2012,56631
"13214",2406000,"Powiat kłobucki",2012,52321
"13215",2407000,"Powiat lubliniecki",2012,40655
"13216",2408000,"Powiat mikołowski",2012,47787
"13217",2409000,"Powiat myszkowski",2012,44570
"13218",2410000,"Powiat pszczyński",2012,56513
"13219",2411000,"Powiat raciborski",2012,47930
"13220",2412000,"Powiat rybnicki",2012,40245
"13221",2413000,"Powiat tarnogórski",2012,60676
"13222",2414000,"Powiat bieruńsko-lędziński",2012,28525
"13223",2415000,"Powiat wodzisławski",2012,78805
"13224",2416000,"Powiat zawierciański",2012,51373
"13225",2417000,"Powiat żywiecki",2012,67521
"13226",2461000,"Powiat m.Bielsko-Biała",2012,85527
"13227",2462000,"Powiat m.Bytom",2012,68993
"13228",2463000,"Powiat m.Chorzów",2012,41558
"13229",2464000,"Powiat m.Częstochowa",2012,106151
"13230",2465000,"Powiat m.Dąbrowa Górnicza",2012,61383
"13231",2466000,"Powiat m.Gliwice",2012,99712
"13232",2467000,"Powiat m.Jastrzębie-Zdrój",2012,42703
"13233",2468000,"Powiat m.Jaworzno",2012,42825
"13234",2469000,"Powiat m.Katowice",2012,165815
"13235",2470000,"Powiat m.Mysłowice",2012,35122
"13236",2471000,"Powiat m.Piekary Śląskie",2012,24634
"13237",2472000,"Powiat m.Ruda Śląska",2012,59448
"13238",2473000,"Powiat m.Rybnik",2012,66667
"13239",2474000,"Powiat m.Siemianowice Śląskie",2012,29201
"13240",2475000,"Powiat m.Sosnowiec",2012,99836
"13241",2476000,"Powiat m.Świętochłowice",2012,19499
"13242",2477000,"Powiat m.Tychy",2012,59844
"13243",2478000,"Powiat m.Zabrze",2012,74123
"13244",2479000,"Powiat m.Żory",2012,30649
"13245",2601000,"Powiat buski",2012,35404
"13246",2602000,"Powiat jędrzejowski",2012,41078
"13247",2603000,"Powiat kazimierski",2012,18292
"13248",2604000,"Powiat kielecki",2012,93440
"13249",2605000,"Powiat konecki",2012,36933
"13250",2606000,"Powiat opatowski",2012,28482
"13251",2607000,"Powiat ostrowiecki",2012,42602
"13252",2608000,"Powiat pińczowski",2012,19464
"13253",2609000,"Powiat sandomierski",2012,40084
"13254",2610000,"Powiat skarżyski",2012,32663
"13255",2611000,"Powiat starachowicki",2012,44115
"13256",2612000,"Powiat staszowski",2012,40763
"13257",2613000,"Powiat włoszczowski",2012,21462
"13258",2661000,"Powiat m.Kielce",2012,83921
"13259",2801000,"Powiat bartoszycki",2012,27440
"13260",2802000,"Powiat braniewski",2012,19534
"13261",2803000,"Powiat działdowski",2012,30497
"13262",2804000,"Powiat elbląski",2012,27836
"13263",2805000,"Powiat ełcki",2012,29137
"13264",2806000,"Powiat giżycki",2012,25406
"13265",2807000,"Powiat iławski",2012,41170
"13266",2808000,"Powiat kętrzyński",2012,27973
"13267",2809000,"Powiat lidzbarski",2012,19611
"13268",2810000,"Powiat mrągowski",2012,21726
"13269",2811000,"Powiat nidzicki",2012,14582
"13270",2812000,"Powiat nowomiejski",2012,22217
"13271",2813000,"Powiat olecki",2012,16178
"13272",2814000,"Powiat olsztyński",2012,56224
"13273",2815000,"Powiat ostródzki",2012,47925
"13274",2816000,"Powiat piski",2012,23084
"13275",2817000,"Powiat szczycieński",2012,32210
"13276",2818000,"Powiat gołdapski",2012,11471
"13277",2819000,"Powiat węgorzewski",2012,11497
"13278",2861000,"Powiat m.Elbląg",2012,48902
"13279",2862000,"Powiat m.Olsztyn",2012,74280
"13280",3001000,"Powiat chodzieski",2012,28139
"13281",3002000,"Powiat czarnkowsko-trzcianecki",2012,48642
"13282",3003000,"Powiat gnieźnieński",2012,73277
"13283",3004000,"Powiat gostyński",2012,44003
"13284",3005000,"Powiat grodziski",2012,30087
"13285",3006000,"Powiat jarociński",2012,40836
"13286",3007000,"Powiat kaliski",2012,48357
"13287",3008000,"Powiat kępiński",2012,33633
"13288",3009000,"Powiat kolski",2012,48668
"13289",3010000,"Powiat koniński",2012,74378
"13290",3011000,"Powiat kościański",2012,46379
"13291",3012000,"Powiat krotoszyński",2012,42836
"13292",3013000,"Powiat leszczyński",2012,31668
"13293",3014000,"Powiat międzychodzki",2012,19785
"13294",3015000,"Powiat nowotomyski",2012,43198
"13295",3016000,"Powiat obornicki",2012,33802
"13296",3017000,"Powiat ostrowski",2012,85258
"13297",3018000,"Powiat ostrzeszowski",2012,31836
"13298",3019000,"Powiat pilski",2012,66442
"13299",3020000,"Powiat pleszewski",2012,40286
"13300",3021000,"Powiat poznański",2012,185850
"13301",3022000,"Powiat rawicki",2012,34459
"13302",3023000,"Powiat słupecki",2012,33864
"13303",3024000,"Powiat szamotulski",2012,51775
"13304",3025000,"Powiat średzki",2012,30493
"13305",3026000,"Powiat śremski",2012,30839
"13306",3027000,"Powiat turecki",2012,47420
"13307",3028000,"Powiat wągrowiecki",2012,39762
"13308",3029000,"Powiat wolsztyński",2012,28372
"13309",3030000,"Powiat wrzesiński",2012,37384
"13310",3031000,"Powiat złotowski",2012,32165
"13311",3061000,"Powiat m.Kalisz",2012,54552
"13312",3062000,"Powiat m.Konin",2012,37917
"13313",3063000,"Powiat m.Leszno",2012,29263
"13314",3064000,"Powiat m.Poznań",2012,305283
"13315",3201000,"Powiat białogardzki",2012,21575
"13316",3202000,"Powiat choszczeński",2012,24188
"13317",3203000,"Powiat drawski",2012,27023
"13318",3204000,"Powiat goleniowski",2012,41727
"13319",3205000,"Powiat gryficki",2012,29089
"13320",3206000,"Powiat gryfiński",2012,43376
"13321",3207000,"Powiat kamieński",2012,23719
"13322",3208000,"Powiat kołobrzeski",2012,36302
"13323",3209000,"Powiat koszaliński",2012,31123
"13324",3210000,"Powiat myśliborski",2012,35303
"13325",3211000,"Powiat policki",2012,33918
"13326",3212000,"Powiat pyrzycki",2012,20656
"13327",3213000,"Powiat sławieński",2012,26091
"13328",3214000,"Powiat stargardzki",2012,54635
"13329",3215000,"Powiat szczecinecki",2012,29525
"13330",3216000,"Powiat świdwiński",2012,22556
"13331",3217000,"Powiat wałecki",2012,24764
"13332",3218000,"Powiat łobeski",2012,18353
"13333",3261000,"Powiat m.Koszalin",2012,44151
"13334",3262000,"Powiat m.Szczecin",2012,177429
"13335",3263000,"Powiat m.Świnoujście",2012,16043
"13336",201000,"Powiat bolesławiecki",2013,38586
"13337",202000,"Powiat dzierżoniowski",2013,48461
"13338",203000,"Powiat głogowski",2013,41677
"13339",204000,"Powiat górowski",2013,21248
"13340",205000,"Powiat jaworski",2013,27713
"13341",206000,"Powiat jeleniogórski",2013,32054
"13342",207000,"Powiat kamiennogórski",2013,19724
"13343",208000,"Powiat kłodzki",2013,86238
"13344",209000,"Powiat legnicki",2013,27904
"13345",210000,"Powiat lubański",2013,29987
"13346",211000,"Powiat lubiński",2013,51249
"13347",212000,"Powiat lwówecki",2013,23933
"13348",213000,"Powiat milicki",2013,21367
"13349",214000,"Powiat oleśnicki",2013,55378
"13350",215000,"Powiat oławski",2013,40782
"13351",216000,"Powiat polkowicki",2013,28975
"13352",217000,"Powiat strzeliński",2013,27285
"13353",218000,"Powiat średzki",2013,29769
"13354",219000,"Powiat świdnicki",2013,79380
"13355",220000,"Powiat trzebnicki",2013,47087
"13356",221000,"Powiat wałbrzyski",2013,68654
"13357",222000,"Powiat wołowski",2013,26699
"13358",223000,"Powiat wrocławski",2013,72590
"13359",224000,"Powiat ząbkowicki",2013,37569
"13360",225000,"Powiat zgorzelecki",2013,44241
"13361",226000,"Powiat złotoryjski",2013,22784
"13362",261000,"Powiat m.Jelenia Góra",2013,42091
"13363",262000,"Powiat m.Legnica",2013,44970
"13364",263000,"Powiat m.Wałbrzych do 2002",2013,NA
"13365",264000,"Powiat m.Wrocław",2013,352848
"13366",265000,"Powiat m.Wałbrzych od 2013",2013,8717
"13367",401000,"Powiat aleksandrowski",2013,26771
"13368",402000,"Powiat brodnicki",2013,40748
"13369",403000,"Powiat bydgoski",2013,58904
"13370",404000,"Powiat chełmiński",2013,23019
"13371",405000,"Powiat golubsko-dobrzyński",2013,25893
"13372",406000,"Powiat grudziądzki",2013,22561
"13373",407000,"Powiat inowrocławski",2013,75961
"13374",408000,"Powiat lipnowski",2013,35050
"13375",409000,"Powiat mogileński",2013,25433
"13376",410000,"Powiat nakielski",2013,42713
"13377",411000,"Powiat radziejowski",2013,24497
"13378",412000,"Powiat rypiński",2013,23217
"13379",413000,"Powiat sępoleński",2013,22397
"13380",414000,"Powiat świecki",2013,51197
"13381",415000,"Powiat toruński",2013,50564
"13382",416000,"Powiat tucholski",2013,26818
"13383",417000,"Powiat wąbrzeski",2013,18430
"13384",418000,"Powiat włocławski",2013,48362
"13385",419000,"Powiat żniński",2013,38427
"13386",461000,"Powiat m.Bydgoszcz",2013,179561
"13387",462000,"Powiat m.Grudziądz",2013,36796
"13388",463000,"Powiat m.Toruń",2013,89802
"13389",464000,"Powiat m.Włocławek",2013,48632
"13390",601000,"Powiat bialski",2013,60298
"13391",602000,"Powiat biłgorajski",2013,46888
"13392",603000,"Powiat chełmski",2013,39408
"13393",604000,"Powiat hrubieszowski",2013,27850
"13394",605000,"Powiat janowski",2013,18699
"13395",606000,"Powiat krasnostawski",2013,29636
"13396",607000,"Powiat kraśnicki",2013,46761
"13397",608000,"Powiat lubartowski",2013,41222
"13398",609000,"Powiat lubelski",2013,80981
"13399",610000,"Powiat łęczyński",2013,31421
"13400",611000,"Powiat łukowski",2013,50406
"13401",612000,"Powiat opolski",2013,31391
"13402",613000,"Powiat parczewski",2013,19105
"13403",614000,"Powiat puławski",2013,54517
"13404",615000,"Powiat radzyński",2013,31232
"13405",616000,"Powiat rycki",2013,31841
"13406",617000,"Powiat świdnicki",2013,36333
"13407",618000,"Powiat tomaszowski",2013,39924
"13408",619000,"Powiat włodawski",2013,22281
