"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_osobowe_szt"
"12458",2412000,"Powiat rybnicki",2010,36409
"12459",2413000,"Powiat tarnogórski",2010,55522
"12460",2414000,"Powiat bieruńsko-lędziński",2010,26056
"12461",2415000,"Powiat wodzisławski",2010,73573
"12462",2416000,"Powiat zawierciański",2010,47161
"12463",2417000,"Powiat żywiecki",2010,61601
"12464",2461000,"Powiat m.Bielsko-Biała",2010,79502
"12465",2462000,"Powiat m.Bytom",2010,65107
"12466",2463000,"Powiat m.Chorzów",2010,38012
"12467",2464000,"Powiat m.Częstochowa",2010,99591
"12468",2465000,"Powiat m.Dąbrowa Górnicza",2010,56868
"12469",2466000,"Powiat m.Gliwice",2010,91510
"12470",2467000,"Powiat m.Jastrzębie-Zdrój",2010,40056
"12471",2468000,"Powiat m.Jaworzno",2010,39832
"12472",2469000,"Powiat m.Katowice",2010,152943
"12473",2470000,"Powiat m.Mysłowice",2010,31123
"12474",2471000,"Powiat m.Piekary Śląskie",2010,23006
"12475",2472000,"Powiat m.Ruda Śląska",2010,55077
"12476",2473000,"Powiat m.Rybnik",2010,62794
"12477",2474000,"Powiat m.Siemianowice Śląskie",2010,27069
"12478",2475000,"Powiat m.Sosnowiec",2010,94312
"12479",2476000,"Powiat m.Świętochłowice",2010,18074
"12480",2477000,"Powiat m.Tychy",2010,55950
"12481",2478000,"Powiat m.Zabrze",2010,68656
"12482",2479000,"Powiat m.Żory",2010,28812
"12483",2601000,"Powiat buski",2010,33564
"12484",2602000,"Powiat jędrzejowski",2010,38610
"12485",2603000,"Powiat kazimierski",2010,16799
"12486",2604000,"Powiat kielecki",2010,85410
"12487",2605000,"Powiat konecki",2010,34494
"12488",2606000,"Powiat opatowski",2010,26334
"12489",2607000,"Powiat ostrowiecki",2010,39618
"12490",2608000,"Powiat pińczowski",2010,18125
"12491",2609000,"Powiat sandomierski",2010,37389
"12492",2610000,"Powiat skarżyski",2010,30967
"12493",2611000,"Powiat starachowicki",2010,41851
"12494",2612000,"Powiat staszowski",2010,38450
"12495",2613000,"Powiat włoszczowski",2010,19901
"12496",2661000,"Powiat m.Kielce",2010,78218
"12497",2801000,"Powiat bartoszycki",2010,25029
"12498",2802000,"Powiat braniewski",2010,17410
"12499",2803000,"Powiat działdowski",2010,27891
"12500",2804000,"Powiat elbląski",2010,24920
"12501",2805000,"Powiat ełcki",2010,26867
"12502",2806000,"Powiat giżycki",2010,23852
"12503",2807000,"Powiat iławski",2010,37823
"12504",2808000,"Powiat kętrzyński",2010,25482
"12505",2809000,"Powiat lidzbarski",2010,17738
"12506",2810000,"Powiat mrągowski",2010,20058
"12507",2811000,"Powiat nidzicki",2010,13315
"12508",2812000,"Powiat nowomiejski",2010,20745
"12509",2813000,"Powiat olecki",2010,15385
"12510",2814000,"Powiat olsztyński",2010,51041
"12511",2815000,"Powiat ostródzki",2010,43048
"12512",2816000,"Powiat piski",2010,21483
"12513",2817000,"Powiat szczycieński",2010,29444
"12514",2818000,"Powiat gołdapski",2010,10748
"12515",2819000,"Powiat węgorzewski",2010,10669
"12516",2861000,"Powiat m.Elbląg",2010,45351
"12517",2862000,"Powiat m.Olsztyn",2010,70007
"12518",3001000,"Powiat chodzieski",2010,26306
"12519",3002000,"Powiat czarnkowsko-trzcianecki",2010,44485
"12520",3003000,"Powiat gnieźnieński",2010,67605
"12521",3004000,"Powiat gostyński",2010,39931
"12522",3005000,"Powiat grodziski",2010,27590
"12523",3006000,"Powiat jarociński",2010,38859
"12524",3007000,"Powiat kaliski",2010,44997
"12525",3008000,"Powiat kępiński",2010,30888
"12526",3009000,"Powiat kolski",2010,44967
"12527",3010000,"Powiat koniński",2010,67677
"12528",3011000,"Powiat kościański",2010,42358
"12529",3012000,"Powiat krotoszyński",2010,38922
"12530",3013000,"Powiat leszczyński",2010,28702
"12531",3014000,"Powiat międzychodzki",2010,18271
"12532",3015000,"Powiat nowotomyski",2010,39528
"12533",3016000,"Powiat obornicki",2010,31012
"12534",3017000,"Powiat ostrowski",2010,78534
"12535",3018000,"Powiat ostrzeszowski",2010,29462
"12536",3019000,"Powiat pilski",2010,61942
"12537",3020000,"Powiat pleszewski",2010,37275
"12538",3021000,"Powiat poznański",2010,167739
"12539",3022000,"Powiat rawicki",2010,32021
"12540",3023000,"Powiat słupecki",2010,31196
"12541",3024000,"Powiat szamotulski",2010,47156
"12542",3025000,"Powiat średzki",2010,28188
"12543",3026000,"Powiat śremski",2010,28962
"12544",3027000,"Powiat turecki",2010,43863
"12545",3028000,"Powiat wągrowiecki",2010,36493
"12546",3029000,"Powiat wolsztyński",2010,25309
"12547",3030000,"Powiat wrzesiński",2010,35380
"12548",3031000,"Powiat złotowski",2010,29634
"12549",3061000,"Powiat m.Kalisz",2010,51916
"12550",3062000,"Powiat m.Konin",2010,35779
"12551",3063000,"Powiat m.Leszno",2010,27245
"12552",3064000,"Powiat m.Poznań",2010,285411
"12553",3201000,"Powiat białogardzki",2010,19448
"12554",3202000,"Powiat choszczeński",2010,21880
"12555",3203000,"Powiat drawski",2010,24730
"12556",3204000,"Powiat goleniowski",2010,37394
"12557",3205000,"Powiat gryficki",2010,26297
"12558",3206000,"Powiat gryfiński",2010,39343
"12559",3207000,"Powiat kamieński",2010,21515
"12560",3208000,"Powiat kołobrzeski",2010,32422
"12561",3209000,"Powiat koszaliński",2010,28170
"12562",3210000,"Powiat myśliborski",2010,31728
"12563",3211000,"Powiat policki",2010,29539
"12564",3212000,"Powiat pyrzycki",2010,18420
"12565",3213000,"Powiat sławieński",2010,23649
"12566",3214000,"Powiat stargardzki",2010,49081
"12567",3215000,"Powiat szczecinecki",2010,26869
"12568",3216000,"Powiat świdwiński",2010,20231
"12569",3217000,"Powiat wałecki",2010,23149
"12570",3218000,"Powiat łobeski",2010,16766
"12571",3261000,"Powiat m.Koszalin",2010,41424
"12572",3262000,"Powiat m.Szczecin",2010,164040
"12573",3263000,"Powiat m.Świnoujście",2010,14508
"12574",201000,"Powiat bolesławiecki",2011,34438
"12575",202000,"Powiat dzierżoniowski",2011,44926
"12576",203000,"Powiat głogowski",2011,38430
"12577",204000,"Powiat górowski",2011,19995
"12578",205000,"Powiat jaworski",2011,25313
"12579",206000,"Powiat jeleniogórski",2011,29470
"12580",207000,"Powiat kamiennogórski",2011,18258
"12581",208000,"Powiat kłodzki",2011,79798
"12582",209000,"Powiat legnicki",2011,25483
"12583",210000,"Powiat lubański",2011,27507
"12584",211000,"Powiat lubiński",2011,46775
"12585",212000,"Powiat lwówecki",2011,21642
"12586",213000,"Powiat milicki",2011,19892
"12587",214000,"Powiat oleśnicki",2011,51308
"12588",215000,"Powiat oławski",2011,37642
"12589",216000,"Powiat polkowicki",2011,26563
"12590",217000,"Powiat strzeliński",2011,25337
"12591",218000,"Powiat średzki",2011,27208
"12592",219000,"Powiat świdnicki",2011,74736
"12593",220000,"Powiat trzebnicki",2011,42950
"12594",221000,"Powiat wałbrzyski",2011,73032
"12595",222000,"Powiat wołowski",2011,24690
"12596",223000,"Powiat wrocławski",2011,64103
"12597",224000,"Powiat ząbkowicki",2011,34504
"12598",225000,"Powiat zgorzelecki",2011,40741
"12599",226000,"Powiat złotoryjski",2011,20901
"12600",261000,"Powiat m.Jelenia Góra",2011,40423
"12601",262000,"Powiat m.Legnica",2011,41823
"12602",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"12603",264000,"Powiat m.Wrocław",2011,331292
"12604",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"12605",401000,"Powiat aleksandrowski",2011,24995
"12606",402000,"Powiat brodnicki",2011,37996
"12607",403000,"Powiat bydgoski",2011,53323
"12608",404000,"Powiat chełmiński",2011,21566
"12609",405000,"Powiat golubsko-dobrzyński",2011,24068
"12610",406000,"Powiat grudziądzki",2011,20619
"12611",407000,"Powiat inowrocławski",2011,69991
"12612",408000,"Powiat lipnowski",2011,32391
"12613",409000,"Powiat mogileński",2011,23860
"12614",410000,"Powiat nakielski",2011,39609
"12615",411000,"Powiat radziejowski",2011,22799
"12616",412000,"Powiat rypiński",2011,21510
"12617",413000,"Powiat sępoleński",2011,20429
"12618",414000,"Powiat świecki",2011,47850
"12619",415000,"Powiat toruński",2011,46614
"12620",416000,"Powiat tucholski",2011,24534
"12621",417000,"Powiat wąbrzeski",2011,17033
"12622",418000,"Powiat włocławski",2011,44524
"12623",419000,"Powiat żniński",2011,36051
"12624",461000,"Powiat m.Bydgoszcz",2011,171750
"12625",462000,"Powiat m.Grudziądz",2011,35298
"12626",463000,"Powiat m.Toruń",2011,85484
"12627",464000,"Powiat m.Włocławek",2011,45882
"12628",601000,"Powiat bialski",2011,55014
"12629",602000,"Powiat biłgorajski",2011,44535
"12630",603000,"Powiat chełmski",2011,35294
"12631",604000,"Powiat hrubieszowski",2011,26161
"12632",605000,"Powiat janowski",2011,17573
"12633",606000,"Powiat krasnostawski",2011,27855
"12634",607000,"Powiat kraśnicki",2011,44270
"12635",608000,"Powiat lubartowski",2011,38114
"12636",609000,"Powiat lubelski",2011,73897
"12637",610000,"Powiat łęczyński",2011,28642
"12638",611000,"Powiat łukowski",2011,47408
"12639",612000,"Powiat opolski",2011,29069
"12640",613000,"Powiat parczewski",2011,17735
"12641",614000,"Powiat puławski",2011,51484
"12642",615000,"Powiat radzyński",2011,29262
"12643",616000,"Powiat rycki",2011,29858
"12644",617000,"Powiat świdnicki",2011,34013
"12645",618000,"Powiat tomaszowski",2011,37423
"12646",619000,"Powiat włodawski",2011,20031
"12647",620000,"Powiat zamojski",2011,42683
"12648",661000,"Powiat m.Biała Podlaska",2011,26506
"12649",662000,"Powiat m.Chełm",2011,27756
"12650",663000,"Powiat m.Lublin",2011,142819
"12651",664000,"Powiat m.Zamość",2011,25853
"12652",801000,"Powiat gorzowski",2011,35678
"12653",802000,"Powiat krośnieński",2011,30111
"12654",803000,"Powiat międzyrzecki",2011,30263
"12655",804000,"Powiat nowosolski",2011,37561
"12656",805000,"Powiat słubicki",2011,22211
"12657",806000,"Powiat strzelecko-drezdenecki",2011,28122
"12658",807000,"Powiat sulęciński",2011,18377
"12659",808000,"Powiat świebodziński",2011,27243
"12660",809000,"Powiat zielonogórski",2011,47553
"12661",810000,"Powiat żagański",2011,39938
"12662",811000,"Powiat żarski",2011,52665
"12663",812000,"Powiat wschowski",2011,18916
"12664",861000,"Powiat m.Gorzów Wielkopolski",2011,55039
"12665",862000,"Powiat m.Zielona Góra",2011,54609
"12666",1001000,"Powiat bełchatowski",2011,55365
"12667",1002000,"Powiat kutnowski",2011,52134
"12668",1003000,"Powiat łaski",2011,29108
"12669",1004000,"Powiat łęczycki",2011,28032
"12670",1005000,"Powiat łowicki",2011,41242
"12671",1006000,"Powiat łódzki wschodni",2011,37531
"12672",1007000,"Powiat opoczyński",2011,34970
"12673",1008000,"Powiat pabianicki",2011,57788
"12674",1009000,"Powiat pajęczański",2011,25450
"12675",1010000,"Powiat piotrkowski",2011,42838
"12676",1011000,"Powiat poddębicki",2011,22791
"12677",1012000,"Powiat radomszczański",2011,53299
"12678",1013000,"Powiat rawski",2011,25353
"12679",1014000,"Powiat sieradzki",2011,61813
"12680",1015000,"Powiat skierniewicki",2011,20026
"12681",1016000,"Powiat tomaszowski",2011,54825
"12682",1017000,"Powiat wieluński",2011,37274
"12683",1018000,"Powiat wieruszowski",2011,23213
"12684",1019000,"Powiat zduńskowolski",2011,34324
"12685",1020000,"Powiat zgierski",2011,77558
"12686",1021000,"Powiat brzeziński",2011,16646
"12687",1061000,"Powiat m.Łódź",2011,314420
"12688",1062000,"Powiat m.Piotrków Trybunalski",2011,33226
"12689",1063000,"Powiat m.Skierniewice",2011,21673
"12690",1201000,"Powiat bocheński",2011,44161
"12691",1202000,"Powiat brzeski",2011,40219
"12692",1203000,"Powiat chrzanowski",2011,60017
"12693",1204000,"Powiat dąbrowski",2011,26736
"12694",1205000,"Powiat gorlicki",2011,44942
"12695",1206000,"Powiat krakowski",2011,140960
"12696",1207000,"Powiat limanowski",2011,57825
"12697",1208000,"Powiat miechowski",2011,24541
"12698",1209000,"Powiat myślenicki",2011,59965
"12699",1210000,"Powiat nowosądecki",2011,67059
"12700",1211000,"Powiat nowotarski",2011,64667
"12701",1212000,"Powiat olkuski",2011,54240
"12702",1213000,"Powiat oświęcimski",2011,73539
"12703",1214000,"Powiat proszowicki",2011,23781
"12704",1215000,"Powiat suski",2011,34984
"12705",1216000,"Powiat tarnowski",2011,86980
"12706",1217000,"Powiat tatrzański",2011,24191
"12707",1218000,"Powiat wadowicki",2011,71497
"12708",1219000,"Powiat wielicki",2011,60993
"12709",1261000,"Powiat m.Kraków",2011,368644
"12710",1262000,"Powiat m.Nowy Sącz",2011,32923
"12711",1263000,"Powiat m.Tarnów",2011,44686
"12712",1401000,"Powiat białobrzeski",2011,20127
"12713",1402000,"Powiat ciechanowski",2011,43765
"12714",1403000,"Powiat garwoliński",2011,52207
"12715",1404000,"Powiat gostyniński",2011,27082
"12716",1405000,"Powiat grodziski",2011,44496
"12717",1406000,"Powiat grójecki",2011,61717
"12718",1407000,"Powiat kozienicki",2011,33240
"12719",1408000,"Powiat legionowski",2011,48671
"12720",1409000,"Powiat lipski",2011,19741
"12721",1410000,"Powiat łosicki",2011,17421
"12722",1411000,"Powiat makowski",2011,25161
"12723",1412000,"Powiat miński",2011,67200
"12724",1413000,"Powiat mławski",2011,35438
"12725",1414000,"Powiat nowodworski",2011,44494
"12726",1415000,"Powiat ostrołęcki",2011,40690
"12727",1416000,"Powiat ostrowski",2011,35797
"12728",1417000,"Powiat otwocki",2011,57793
"12729",1418000,"Powiat piaseczyński",2011,74977
"12730",1419000,"Powiat płocki",2011,68466
"12731",1420000,"Powiat płoński",2011,46601
"12732",1421000,"Powiat pruszkowski",2011,80767
"12733",1422000,"Powiat przasnyski",2011,26583
"12734",1423000,"Powiat przysuski",2011,23919
"12735",1424000,"Powiat pułtuski",2011,26576
"12736",1425000,"Powiat radomski",2011,65563
"12737",1426000,"Powiat siedlecki",2011,38459
"12738",1427000,"Powiat sierpecki",2011,36886
"12739",1428000,"Powiat sochaczewski",2011,48207
"12740",1429000,"Powiat sokołowski",2011,27723
"12741",1430000,"Powiat szydłowiecki",2011,18975
"12742",1432000,"Powiat warszawski zachodni",2011,63332
"12743",1433000,"Powiat węgrowski",2011,32496
"12744",1434000,"Powiat wołomiński",2011,100143
"12745",1435000,"Powiat wyszkowski",2011,34087
"12746",1436000,"Powiat zwoleński",2011,20284
"12747",1437000,"Powiat żuromiński",2011,19420
"12748",1438000,"Powiat żyrardowski",2011,45343
"12749",1461000,"Powiat m.Ostrołęka",2011,20155
"12750",1462000,"Powiat m.Płock",2011,61590
"12751",1463000,"Powiat m.Radom",2011,85674
"12752",1464000,"Powiat m.Siedlce",2011,31708
"12753",1465000,"Powiat m. st. Warszawa",2011,964927
"12754",1601000,"Powiat brzeski",2011,48746
"12755",1602000,"Powiat głubczycki",2011,27109
"12756",1603000,"Powiat kędzierzyńsko-kozielski",2011,45666
"12757",1604000,"Powiat kluczborski",2011,33114
"12758",1605000,"Powiat krapkowicki",2011,32052
"12759",1606000,"Powiat namysłowski",2011,23467
"12760",1607000,"Powiat nyski",2011,70587
"12761",1608000,"Powiat oleski",2011,37631
"12762",1609000,"Powiat opolski",2011,73048
"12763",1610000,"Powiat prudnicki",2011,28455
"12764",1611000,"Powiat strzelecki",2011,35327
"12765",1661000,"Powiat m.Opole",2011,64395
"12766",1801000,"Powiat bieszczadzki",2011,12953
"12767",1802000,"Powiat brzozowski",2011,26409
"12768",1803000,"Powiat dębicki",2011,57396
"12769",1804000,"Powiat jarosławski",2011,50312
"12770",1805000,"Powiat jasielski",2011,58891
"12771",1806000,"Powiat kolbuszowski",2011,27708
"12772",1807000,"Powiat krośnieński",2011,46390
"12773",1808000,"Powiat leżajski",2011,25175
"12774",1809000,"Powiat lubaczowski",2011,22696
"12775",1810000,"Powiat łańcucki",2011,32690
"12776",1811000,"Powiat mielecki",2011,56833
"12777",1812000,"Powiat niżański",2011,24726
"12778",1813000,"Powiat przemyski",2011,30710
"12779",1814000,"Powiat przeworski",2011,30382
"12780",1815000,"Powiat ropczycko-sędziszowski",2011,29530
"12781",1816000,"Powiat rzeszowski",2011,68637
"12782",1817000,"Powiat sanocki",2011,37501
"12783",1818000,"Powiat stalowowolski",2011,40924
"12784",1819000,"Powiat strzyżowski",2011,27514
"12785",1820000,"Powiat tarnobrzeski",2011,23302
"12786",1821000,"Powiat leski",2011,14535
"12787",1861000,"Powiat m.Krosno",2011,20399
"12788",1862000,"Powiat m.Przemyśl",2011,27475
"12789",1863000,"Powiat m.Rzeszów",2011,75481
"12790",1864000,"Powiat m.Tarnobrzeg",2011,19923
"12791",2001000,"Powiat augustowski",2011,24160
"12792",2002000,"Powiat białostocki",2011,59837
"12793",2003000,"Powiat bielski",2011,27311
"12794",2004000,"Powiat grajewski",2011,19267
"12795",2005000,"Powiat hajnowski",2011,20098
"12796",2006000,"Powiat kolneński",2011,16664
"12797",2007000,"Powiat łomżyński",2011,24635
"12798",2008000,"Powiat moniecki",2011,16580
"12799",2009000,"Powiat sejneński",2011,10841
"12800",2010000,"Powiat siemiatycki",2011,21806
"12801",2011000,"Powiat sokólski",2011,30767
"12802",2012000,"Powiat suwalski",2011,19129
"12803",2013000,"Powiat wysokomazowiecki",2011,28865
"12804",2014000,"Powiat zambrowski",2011,18534
"12805",2061000,"Powiat m.Białystok",2011,101678
"12806",2062000,"Powiat m.Łomża",2011,24250
"12807",2063000,"Powiat m.Suwałki",2011,27362
"12808",2201000,"Powiat bytowski",2011,38369
"12809",2202000,"Powiat chojnicki",2011,42652
"12810",2203000,"Powiat człuchowski",2011,26576
"12811",2204000,"Powiat gdański",2011,52611
"12812",2205000,"Powiat kartuski",2011,64529
"12813",2206000,"Powiat kościerski",2011,34084
"12814",2207000,"Powiat kwidzyński",2011,38559
"12815",2208000,"Powiat lęborski",2011,28462
"12816",2209000,"Powiat malborski",2011,28337
"12817",2210000,"Powiat nowodworski",2011,16331
"12818",2211000,"Powiat pucki",2011,37177
"12819",2212000,"Powiat słupski",2011,40936
"12820",2213000,"Powiat starogardzki",2011,53553
"12821",2214000,"Powiat tczewski",2011,54271
"12822",2215000,"Powiat wejherowski",2011,80646
"12823",2216000,"Powiat sztumski",2011,20539
"12824",2261000,"Powiat m.Gdańsk",2011,228669
"12825",2262000,"Powiat m.Gdynia",2011,117153
"12826",2263000,"Powiat m.Słupsk",2011,37686
"12827",2264000,"Powiat m.Sopot",2011,25337
"12828",2401000,"Powiat będziński",2011,72624
"12829",2402000,"Powiat bielski",2011,79727
"12830",2403000,"Powiat cieszyński",2011,87957
"12831",2404000,"Powiat częstochowski",2011,70355
"12832",2405000,"Powiat gliwicki",2011,54283
"12833",2406000,"Powiat kłobucki",2011,50999
"12834",2407000,"Powiat lubliniecki",2011,39804
"12835",2408000,"Powiat mikołowski",2011,45999
"12836",2409000,"Powiat myszkowski",2011,43338
"12837",2410000,"Powiat pszczyński",2011,54764
"12838",2411000,"Powiat raciborski",2011,46750
"12839",2412000,"Powiat rybnicki",2011,38746
"12840",2413000,"Powiat tarnogórski",2011,58827
"12841",2414000,"Powiat bieruńsko-lędziński",2011,27553
"12842",2415000,"Powiat wodzisławski",2011,77020
"12843",2416000,"Powiat zawierciański",2011,49577
"12844",2417000,"Powiat żywiecki",2011,65688
"12845",2461000,"Powiat m.Bielsko-Biała",2011,83300
"12846",2462000,"Powiat m.Bytom",2011,67493
"12847",2463000,"Powiat m.Chorzów",2011,40201
"12848",2464000,"Powiat m.Częstochowa",2011,104288
"12849",2465000,"Powiat m.Dąbrowa Górnicza",2011,59563
"12850",2466000,"Powiat m.Gliwice",2011,96325
"12851",2467000,"Powiat m.Jastrzębie-Zdrój",2011,41796
"12852",2468000,"Powiat m.Jaworzno",2011,41678
"12853",2469000,"Powiat m.Katowice",2011,159680
"12854",2470000,"Powiat m.Mysłowice",2011,33563
"12855",2471000,"Powiat m.Piekary Śląskie",2011,24074
"12856",2472000,"Powiat m.Ruda Śląska",2011,57563
"12857",2473000,"Powiat m.Rybnik",2011,65766
"12858",2474000,"Powiat m.Siemianowice Śląskie",2011,28526
"12859",2475000,"Powiat m.Sosnowiec",2011,97445
"12860",2476000,"Powiat m.Świętochłowice",2011,18950
"12861",2477000,"Powiat m.Tychy",2011,58534
"12862",2478000,"Powiat m.Zabrze",2011,72164
"12863",2479000,"Powiat m.Żory",2011,30006
"12864",2601000,"Powiat buski",2011,34608
"12865",2602000,"Powiat jędrzejowski",2011,40093
"12866",2603000,"Powiat kazimierski",2011,17817
"12867",2604000,"Powiat kielecki",2011,90506
"12868",2605000,"Powiat konecki",2011,36110
"12869",2606000,"Powiat opatowski",2011,27760
"12870",2607000,"Powiat ostrowiecki",2011,41526
"12871",2608000,"Powiat pińczowski",2011,18958
"12872",2609000,"Powiat sandomierski",2011,39154
"12873",2610000,"Powiat skarżyski",2011,32009
"12874",2611000,"Powiat starachowicki",2011,43065
"12875",2612000,"Powiat staszowski",2011,39837
"12876",2613000,"Powiat włoszczowski",2011,20821
"12877",2661000,"Powiat m.Kielce",2011,80956
"12878",2801000,"Powiat bartoszycki",2011,26259
"12879",2802000,"Powiat braniewski",2011,18502
"12880",2803000,"Powiat działdowski",2011,29073
"12881",2804000,"Powiat elbląski",2011,26468
"12882",2805000,"Powiat ełcki",2011,28207
"12883",2806000,"Powiat giżycki",2011,24670
"12884",2807000,"Powiat iławski",2011,39769
"12885",2808000,"Powiat kętrzyński",2011,27064
"12886",2809000,"Powiat lidzbarski",2011,18805
"12887",2810000,"Powiat mrągowski",2011,21175
"12888",2811000,"Powiat nidzicki",2011,13948
"12889",2812000,"Powiat nowomiejski",2011,21537
"12890",2813000,"Powiat olecki",2011,15900
"12891",2814000,"Powiat olsztyński",2011,54195
"12892",2815000,"Powiat ostródzki",2011,45959
"12893",2816000,"Powiat piski",2011,22539
"12894",2817000,"Powiat szczycieński",2011,31123
"12895",2818000,"Powiat gołdapski",2011,11228
"12896",2819000,"Powiat węgorzewski",2011,11121
"12897",2861000,"Powiat m.Elbląg",2011,47529
"12898",2862000,"Powiat m.Olsztyn",2011,72736
"12899",3001000,"Powiat chodzieski",2011,27207
"12900",3002000,"Powiat czarnkowsko-trzcianecki",2011,47112
"12901",3003000,"Powiat gnieźnieński",2011,71222
"12902",3004000,"Powiat gostyński",2011,42341
"12903",3005000,"Powiat grodziski",2011,29099
"12904",3006000,"Powiat jarociński",2011,39834
"12905",3007000,"Powiat kaliski",2011,46928
"12906",3008000,"Powiat kępiński",2011,32520
"12907",3009000,"Powiat kolski",2011,47131
"12908",3010000,"Powiat koniński",2011,71496
"12909",3011000,"Powiat kościański",2011,44768
"12910",3012000,"Powiat krotoszyński",2011,41321
"12911",3013000,"Powiat leszczyński",2011,30525
"12912",3014000,"Powiat międzychodzki",2011,19243
"12913",3015000,"Powiat nowotomyski",2011,41869
"12914",3016000,"Powiat obornicki",2011,32549
"12915",3017000,"Powiat ostrowski",2011,82838
"12916",3018000,"Powiat ostrzeszowski",2011,30919
"12917",3019000,"Powiat pilski",2011,64933
"12918",3020000,"Powiat pleszewski",2011,38971
"12919",3021000,"Powiat poznański",2011,178781
"12920",3022000,"Powiat rawicki",2011,33565
"12921",3023000,"Powiat słupecki",2011,32688
"12922",3024000,"Powiat szamotulski",2011,50053
"12923",3025000,"Powiat średzki",2011,29619
"12924",3026000,"Powiat śremski",2011,30093
"12925",3027000,"Powiat turecki",2011,45953
"12926",3028000,"Powiat wągrowiecki",2011,38491
"12927",3029000,"Powiat wolsztyński",2011,27178
"12928",3030000,"Powiat wrzesiński",2011,36643
"12929",3031000,"Powiat złotowski",2011,31157
"12930",3061000,"Powiat m.Kalisz",2011,53529
"12931",3062000,"Powiat m.Konin",2011,37046
"12932",3063000,"Powiat m.Leszno",2011,28539
"12933",3064000,"Powiat m.Poznań",2011,297922
"12934",3201000,"Powiat białogardzki",2011,20746
"12935",3202000,"Powiat choszczeński",2011,23333
"12936",3203000,"Powiat drawski",2011,26080
"12937",3204000,"Powiat goleniowski",2011,39989
"12938",3205000,"Powiat gryficki",2011,27987
"12939",3206000,"Powiat gryfiński",2011,41750
"12940",3207000,"Powiat kamieński",2011,22892
"12941",3208000,"Powiat kołobrzeski",2011,35002
"12942",3209000,"Powiat koszaliński",2011,30038
"12943",3210000,"Powiat myśliborski",2011,33910
"12944",3211000,"Powiat policki",2011,32305
"12945",3212000,"Powiat pyrzycki",2011,19711
"12946",3213000,"Powiat sławieński",2011,24945
"12947",3214000,"Powiat stargardzki",2011,52329
"12948",3215000,"Powiat szczecinecki",2011,28406
"12949",3216000,"Powiat świdwiński",2011,21604
"12950",3217000,"Powiat wałecki",2011,24252
"12951",3218000,"Powiat łobeski",2011,17756
"12952",3261000,"Powiat m.Koszalin",2011,43106
"12953",3262000,"Powiat m.Szczecin",2011,172375
"12954",3263000,"Powiat m.Świnoujście",2011,15341
"12955",201000,"Powiat bolesławiecki",2012,36600
"12956",202000,"Powiat dzierżoniowski",2012,46812
"12957",203000,"Powiat głogowski",2012,39912
"12958",204000,"Powiat górowski",2012,20767
"12959",205000,"Powiat jaworski",2012,26639
"12960",206000,"Powiat jeleniogórski",2012,30863
"12961",207000,"Powiat kamiennogórski",2012,19012
"12962",208000,"Powiat kłodzki",2012,83277
"12963",209000,"Powiat legnicki",2012,26623
"12964",210000,"Powiat lubański",2012,28746
"12965",211000,"Powiat lubiński",2012,48806
"12966",212000,"Powiat lwówecki",2012,22743
"12967",213000,"Powiat milicki",2012,20681
"12968",214000,"Powiat oleśnicki",2012,53470
"12969",215000,"Powiat oławski",2012,39233
"12970",216000,"Powiat polkowicki",2012,27797
"12971",217000,"Powiat strzeliński",2012,26317
"12972",218000,"Powiat średzki",2012,28492
"12973",219000,"Powiat świdnicki",2012,77388
"12974",220000,"Powiat trzebnicki",2012,44896
"12975",221000,"Powiat wałbrzyski",2012,75191
"12976",222000,"Powiat wołowski",2012,25697
"12977",223000,"Powiat wrocławski",2012,67469
"12978",224000,"Powiat ząbkowicki",2012,36148
"12979",225000,"Powiat zgorzelecki",2012,42438
"12980",226000,"Powiat złotoryjski",2012,21903
"12981",261000,"Powiat m.Jelenia Góra",2012,41110
"12982",262000,"Powiat m.Legnica",2012,43353
"12983",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"12984",264000,"Powiat m.Wrocław",2012,341172
"12985",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"12986",401000,"Powiat aleksandrowski",2012,25881
"12987",402000,"Powiat brodnicki",2012,39379
"12988",403000,"Powiat bydgoski",2012,56115
"12989",404000,"Powiat chełmiński",2012,22304
"12990",405000,"Powiat golubsko-dobrzyński",2012,24957
"12991",406000,"Powiat grudziądzki",2012,21538
"12992",407000,"Powiat inowrocławski",2012,72884
"12993",408000,"Powiat lipnowski",2012,33599
"12994",409000,"Powiat mogileński",2012,24647
"12995",410000,"Powiat nakielski",2012,41132
"12996",411000,"Powiat radziejowski",2012,23545
"12997",412000,"Powiat rypiński",2012,22298
"12998",413000,"Powiat sępoleński",2012,21363
"12999",414000,"Powiat świecki",2012,49474
"13000",415000,"Powiat toruński",2012,48622
"13001",416000,"Powiat tucholski",2012,25642
"13002",417000,"Powiat wąbrzeski",2012,17745
"13003",418000,"Powiat włocławski",2012,46462
"13004",419000,"Powiat żniński",2012,37236
"13005",461000,"Powiat m.Bydgoszcz",2012,175615
"13006",462000,"Powiat m.Grudziądz",2012,35948
"13007",463000,"Powiat m.Toruń",2012,87518
"13008",464000,"Powiat m.Włocławek",2012,47242
"13009",601000,"Powiat bialski",2012,57829
"13010",602000,"Powiat biłgorajski",2012,45644
