"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_przecietna_powierzchnia_uZytkowa_1_mieszkania_m2"
"17366",2004000,"Powiat grajewski",2011,171.8
"17367",2005000,"Powiat hajnowski",2011,127.2
"17368",2006000,"Powiat kolneński",2011,161.7
"17369",2007000,"Powiat łomżyński",2011,159.9
"17370",2008000,"Powiat moniecki",2011,170.7
"17371",2009000,"Powiat sejneński",2011,154.6
"17372",2010000,"Powiat siemiatycki",2011,146.1
"17373",2011000,"Powiat sokólski",2011,175.2
"17374",2012000,"Powiat suwalski",2011,167
"17375",2013000,"Powiat wysokomazowiecki",2011,171.3
"17376",2014000,"Powiat zambrowski",2011,120.5
"17377",2061000,"Powiat m.Białystok",2011,75.2
"17378",2062000,"Powiat m.Łomża",2011,68.8
"17379",2063000,"Powiat m.Suwałki",2011,68.2
"17380",2201000,"Powiat bytowski",2011,120.5
"17381",2202000,"Powiat chojnicki",2011,153.4
"17382",2203000,"Powiat człuchowski",2011,139.5
"17383",2204000,"Powiat gdański",2011,95.6
"17384",2205000,"Powiat kartuski",2011,148.9
"17385",2206000,"Powiat kościerski",2011,117.1
"17386",2207000,"Powiat kwidzyński",2011,96.9
"17387",2208000,"Powiat lęborski",2011,143
"17388",2209000,"Powiat malborski",2011,93.5
"17389",2210000,"Powiat nowodworski",2011,104.8
"17390",2211000,"Powiat pucki",2011,122.8
"17391",2212000,"Powiat słupski",2011,149.1
"17392",2213000,"Powiat starogardzki",2011,126.5
"17393",2214000,"Powiat tczewski",2011,89
"17394",2215000,"Powiat wejherowski",2011,106.6
"17395",2216000,"Powiat sztumski",2011,145.6
"17396",2261000,"Powiat m.Gdańsk",2011,70.9
"17397",2262000,"Powiat m.Gdynia",2011,81
"17398",2263000,"Powiat m.Słupsk",2011,88.7
"17399",2264000,"Powiat m.Sopot",2011,76.8
"17400",2401000,"Powiat będziński",2011,145.8
"17401",2402000,"Powiat bielski",2011,138.5
"17402",2403000,"Powiat cieszyński",2011,126.3
"17403",2404000,"Powiat częstochowski",2011,156.5
"17404",2405000,"Powiat gliwicki",2011,167.6
"17405",2406000,"Powiat kłobucki",2011,151
"17406",2407000,"Powiat lubliniecki",2011,134.2
"17407",2408000,"Powiat mikołowski",2011,146
"17408",2409000,"Powiat myszkowski",2011,123.4
"17409",2410000,"Powiat pszczyński",2011,146
"17410",2411000,"Powiat raciborski",2011,175.5
"17411",2412000,"Powiat rybnicki",2011,151.7
"17412",2413000,"Powiat tarnogórski",2011,141.3
"17413",2414000,"Powiat bieruńsko-lędziński",2011,109.5
"17414",2415000,"Powiat wodzisławski",2011,163.9
"17415",2416000,"Powiat zawierciański",2011,158.2
"17416",2417000,"Powiat żywiecki",2011,135.1
"17417",2461000,"Powiat m.Bielsko-Biała",2011,91.4
"17418",2462000,"Powiat m.Bytom",2011,98.2
"17419",2463000,"Powiat m.Chorzów",2011,67.8
"17420",2464000,"Powiat m.Częstochowa",2011,126
"17421",2465000,"Powiat m.Dąbrowa Górnicza",2011,139.9
"17422",2466000,"Powiat m.Gliwice",2011,106.2
"17423",2467000,"Powiat m.Jastrzębie-Zdrój",2011,175.6
"17424",2468000,"Powiat m.Jaworzno",2011,138.2
"17425",2469000,"Powiat m.Katowice",2011,79.2
"17426",2470000,"Powiat m.Mysłowice",2011,175.1
"17427",2471000,"Powiat m.Piekary Śląskie",2011,163.4
"17428",2472000,"Powiat m.Ruda Śląska",2011,92.1
"17429",2473000,"Powiat m.Rybnik",2011,111.6
"17430",2474000,"Powiat m.Siemianowice Śląskie",2011,127.6
"17431",2475000,"Powiat m.Sosnowiec",2011,111.2
"17432",2476000,"Powiat m.Świętochłowice",2011,142.7
"17433",2477000,"Powiat m.Tychy",2011,122.6
"17434",2478000,"Powiat m.Zabrze",2011,95.6
"17435",2479000,"Powiat m.Żory",2011,107.1
"17436",2601000,"Powiat buski",2011,132.4
"17437",2602000,"Powiat jędrzejowski",2011,131.6
"17438",2603000,"Powiat kazimierski",2011,166.5
"17439",2604000,"Powiat kielecki",2011,125
"17440",2605000,"Powiat konecki",2011,147.8
"17441",2606000,"Powiat opatowski",2011,87.6
"17442",2607000,"Powiat ostrowiecki",2011,123.6
"17443",2608000,"Powiat pińczowski",2011,119.8
"17444",2609000,"Powiat sandomierski",2011,86.5
"17445",2610000,"Powiat skarżyski",2011,105.4
"17446",2611000,"Powiat starachowicki",2011,117.1
"17447",2612000,"Powiat staszowski",2011,135.1
"17448",2613000,"Powiat włoszczowski",2011,139.7
"17449",2661000,"Powiat m.Kielce",2011,77.6
"17450",2801000,"Powiat bartoszycki",2011,109.5
"17451",2802000,"Powiat braniewski",2011,84.9
"17452",2803000,"Powiat działdowski",2011,105.5
"17453",2804000,"Powiat elbląski",2011,106.3
"17454",2805000,"Powiat ełcki",2011,89.7
"17455",2806000,"Powiat giżycki",2011,151.2
"17456",2807000,"Powiat iławski",2011,89.7
"17457",2808000,"Powiat kętrzyński",2011,103.5
"17458",2809000,"Powiat lidzbarski",2011,96.8
"17459",2810000,"Powiat mrągowski",2011,96.6
"17460",2811000,"Powiat nidzicki",2011,156.6
"17461",2812000,"Powiat nowomiejski",2011,109.2
"17462",2813000,"Powiat olecki",2011,178.8
"17463",2814000,"Powiat olsztyński",2011,133.8
"17464",2815000,"Powiat ostródzki",2011,106.2
"17465",2816000,"Powiat piski",2011,127
"17466",2817000,"Powiat szczycieński",2011,127.6
"17467",2818000,"Powiat gołdapski",2011,146.4
"17468",2819000,"Powiat węgorzewski",2011,94.3
"17469",2861000,"Powiat m.Elbląg",2011,90
"17470",2862000,"Powiat m.Olsztyn",2011,66.1
"17471",3001000,"Powiat chodzieski",2011,129.1
"17472",3002000,"Powiat czarnkowsko-trzcianecki",2011,138
"17473",3003000,"Powiat gnieźnieński",2011,107.7
"17474",3004000,"Powiat gostyński",2011,165.8
"17475",3005000,"Powiat grodziski",2011,107
"17476",3006000,"Powiat jarociński",2011,112
"17477",3007000,"Powiat kaliski",2011,136.6
"17478",3008000,"Powiat kępiński",2011,135.5
"17479",3009000,"Powiat kolski",2011,126.2
"17480",3010000,"Powiat koniński",2011,139.7
"17481",3011000,"Powiat kościański",2011,124.7
"17482",3012000,"Powiat krotoszyński",2011,110
"17483",3013000,"Powiat leszczyński",2011,159.1
"17484",3014000,"Powiat międzychodzki",2011,112.5
"17485",3015000,"Powiat nowotomyski",2011,113
"17486",3016000,"Powiat obornicki",2011,92.4
"17487",3017000,"Powiat ostrowski",2011,107.5
"17488",3018000,"Powiat ostrzeszowski",2011,136.3
"17489",3019000,"Powiat pilski",2011,106.9
"17490",3020000,"Powiat pleszewski",2011,131.1
"17491",3021000,"Powiat poznański",2011,106.2
"17492",3022000,"Powiat rawicki",2011,119.8
"17493",3023000,"Powiat słupecki",2011,138.8
"17494",3024000,"Powiat szamotulski",2011,144.8
"17495",3025000,"Powiat średzki",2011,118
"17496",3026000,"Powiat śremski",2011,95.1
"17497",3027000,"Powiat turecki",2011,144.3
"17498",3028000,"Powiat wągrowiecki",2011,118.5
"17499",3029000,"Powiat wolsztyński",2011,162
"17500",3030000,"Powiat wrzesiński",2011,102.6
"17501",3031000,"Powiat złotowski",2011,133.6
"17502",3061000,"Powiat m.Kalisz",2011,77
"17503",3062000,"Powiat m.Konin",2011,141.1
"17504",3063000,"Powiat m.Leszno",2011,119.4
"17505",3064000,"Powiat m.Poznań",2011,73.8
"17506",3201000,"Powiat białogardzki",2011,113.3
"17507",3202000,"Powiat choszczeński",2011,152.6
"17508",3203000,"Powiat drawski",2011,93.5
"17509",3204000,"Powiat goleniowski",2011,148.2
"17510",3205000,"Powiat gryficki",2011,87.2
"17511",3206000,"Powiat gryfiński",2011,132.3
"17512",3207000,"Powiat kamieński",2011,108.3
"17513",3208000,"Powiat kołobrzeski",2011,105
"17514",3209000,"Powiat koszaliński",2011,125.9
"17515",3210000,"Powiat myśliborski",2011,110.3
"17516",3211000,"Powiat policki",2011,103.3
"17517",3212000,"Powiat pyrzycki",2011,109.9
"17518",3213000,"Powiat sławieński",2011,98.1
"17519",3214000,"Powiat stargardzki",2011,99.3
"17520",3215000,"Powiat szczecinecki",2011,140.4
"17521",3216000,"Powiat świdwiński",2011,104.5
"17522",3217000,"Powiat wałecki",2011,101.5
"17523",3218000,"Powiat łobeski",2011,85.8
"17524",3261000,"Powiat m.Koszalin",2011,86.7
"17525",3262000,"Powiat m.Szczecin",2011,76.9
"17526",3263000,"Powiat m.Świnoujście",2011,73.9
"17527",201000,"Powiat bolesławiecki",2012,147.7
"17528",202000,"Powiat dzierżoniowski",2012,77.6
"17529",203000,"Powiat głogowski",2012,84.3
"17530",204000,"Powiat górowski",2012,148.8
"17531",205000,"Powiat jaworski",2012,143.7
"17532",206000,"Powiat jeleniogórski",2012,108.1
"17533",207000,"Powiat kamiennogórski",2012,143.3
"17534",208000,"Powiat kłodzki",2012,115.3
"17535",209000,"Powiat legnicki",2012,138.2
"17536",210000,"Powiat lubański",2012,124.5
"17537",211000,"Powiat lubiński",2012,110
"17538",212000,"Powiat lwówecki",2012,140.5
"17539",213000,"Powiat milicki",2012,106.6
"17540",214000,"Powiat oleśnicki",2012,138.3
"17541",215000,"Powiat oławski",2012,97.2
"17542",216000,"Powiat polkowicki",2012,140.5
"17543",217000,"Powiat strzeliński",2012,110.1
"17544",218000,"Powiat średzki",2012,123.6
"17545",219000,"Powiat świdnicki",2012,99.8
"17546",220000,"Powiat trzebnicki",2012,117.3
"17547",221000,"Powiat wałbrzyski",2012,100.1
"17548",222000,"Powiat wołowski",2012,109.8
"17549",223000,"Powiat wrocławski",2012,122.1
"17550",224000,"Powiat ząbkowicki",2012,124.5
"17551",225000,"Powiat zgorzelecki",2012,143.4
"17552",226000,"Powiat złotoryjski",2012,143.8
"17553",261000,"Powiat m.Jelenia Góra",2012,74.4
"17554",262000,"Powiat m.Legnica",2012,92.9
"17555",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"17556",264000,"Powiat m.Wrocław",2012,65.4
"17557",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"17558",401000,"Powiat aleksandrowski",2012,113.8
"17559",402000,"Powiat brodnicki",2012,110.3
"17560",403000,"Powiat bydgoski",2012,134.4
"17561",404000,"Powiat chełmiński",2012,117
"17562",405000,"Powiat golubsko-dobrzyński",2012,123.7
"17563",406000,"Powiat grudziądzki",2012,134.6
"17564",407000,"Powiat inowrocławski",2012,101.2
"17565",408000,"Powiat lipnowski",2012,125.9
"17566",409000,"Powiat mogileński",2012,130.7
"17567",410000,"Powiat nakielski",2012,106.5
"17568",411000,"Powiat radziejowski",2012,101.9
"17569",412000,"Powiat rypiński",2012,96.3
"17570",413000,"Powiat sępoleński",2012,127.1
"17571",414000,"Powiat świecki",2012,144.8
"17572",415000,"Powiat toruński",2012,122.8
"17573",416000,"Powiat tucholski",2012,114.7
"17574",417000,"Powiat wąbrzeski",2012,134.3
"17575",418000,"Powiat włocławski",2012,140.2
"17576",419000,"Powiat żniński",2012,137
"17577",461000,"Powiat m.Bydgoszcz",2012,62.8
"17578",462000,"Powiat m.Grudziądz",2012,121.2
"17579",463000,"Powiat m.Toruń",2012,66.1
"17580",464000,"Powiat m.Włocławek",2012,94.4
"17581",601000,"Powiat bialski",2012,123.3
"17582",602000,"Powiat biłgorajski",2012,124
"17583",603000,"Powiat chełmski",2012,135.1
"17584",604000,"Powiat hrubieszowski",2012,132.1
"17585",605000,"Powiat janowski",2012,139.6
"17586",606000,"Powiat krasnostawski",2012,143.5
"17587",607000,"Powiat kraśnicki",2012,128.9
"17588",608000,"Powiat lubartowski",2012,120.4
"17589",609000,"Powiat lubelski",2012,136.5
"17590",610000,"Powiat łęczyński",2012,137.8
"17591",611000,"Powiat łukowski",2012,104.3
"17592",612000,"Powiat opolski",2012,110.2
"17593",613000,"Powiat parczewski",2012,99.1
"17594",614000,"Powiat puławski",2012,111.1
"17595",615000,"Powiat radzyński",2012,143.4
"17596",616000,"Powiat rycki",2012,131.5
"17597",617000,"Powiat świdnicki",2012,88.4
"17598",618000,"Powiat tomaszowski",2012,111.8
"17599",619000,"Powiat włodawski",2012,118.3
"17600",620000,"Powiat zamojski",2012,136.5
"17601",661000,"Powiat m.Biała Podlaska",2012,70
"17602",662000,"Powiat m.Chełm",2012,71.4
"17603",663000,"Powiat m.Lublin",2012,72.5
"17604",664000,"Powiat m.Zamość",2012,84.5
"17605",801000,"Powiat gorzowski",2012,113.4
"17606",802000,"Powiat krośnieński",2012,135
"17607",803000,"Powiat międzyrzecki",2012,94.4
"17608",804000,"Powiat nowosolski",2012,106.2
"17609",805000,"Powiat słubicki",2012,110.3
"17610",806000,"Powiat strzelecko-drezdenecki",2012,119.5
"17611",807000,"Powiat sulęciński",2012,139
"17612",808000,"Powiat świebodziński",2012,103.7
"17613",809000,"Powiat zielonogórski",2012,136.9
"17614",810000,"Powiat żagański",2012,134.4
"17615",811000,"Powiat żarski",2012,141.4
"17616",812000,"Powiat wschowski",2012,127.9
"17617",861000,"Powiat m.Gorzów Wielkopolski",2012,60
"17618",862000,"Powiat m.Zielona Góra",2012,83.2
"17619",1001000,"Powiat bełchatowski",2012,114.7
"17620",1002000,"Powiat kutnowski",2012,108.3
"17621",1003000,"Powiat łaski",2012,130.7
"17622",1004000,"Powiat łęczycki",2012,137.3
"17623",1005000,"Powiat łowicki",2012,144.5
"17624",1006000,"Powiat łódzki wschodni",2012,154.8
"17625",1007000,"Powiat opoczyński",2012,126.4
"17626",1008000,"Powiat pabianicki",2012,127.2
"17627",1009000,"Powiat pajęczański",2012,90.1
"17628",1010000,"Powiat piotrkowski",2012,127.5
"17629",1011000,"Powiat poddębicki",2012,135.4
"17630",1012000,"Powiat radomszczański",2012,138.2
"17631",1013000,"Powiat rawski",2012,110.3
"17632",1014000,"Powiat sieradzki",2012,132.8
"17633",1015000,"Powiat skierniewicki",2012,144.8
"17634",1016000,"Powiat tomaszowski",2012,116.9
"17635",1017000,"Powiat wieluński",2012,165.9
"17636",1018000,"Powiat wieruszowski",2012,166.4
"17637",1019000,"Powiat zduńskowolski",2012,135.2
"17638",1020000,"Powiat zgierski",2012,127.8
"17639",1021000,"Powiat brzeziński",2012,152.1
"17640",1061000,"Powiat m.Łódź",2012,71.3
"17641",1062000,"Powiat m.Piotrków Trybunalski",2012,95.2
"17642",1063000,"Powiat m.Skierniewice",2012,75.7
"17643",1201000,"Powiat bocheński",2012,117.4
"17644",1202000,"Powiat brzeski",2012,134
"17645",1203000,"Powiat chrzanowski",2012,148.8
"17646",1204000,"Powiat dąbrowski",2012,133.9
"17647",1205000,"Powiat gorlicki",2012,133.2
"17648",1206000,"Powiat krakowski",2012,152.1
"17649",1207000,"Powiat limanowski",2012,169.1
"17650",1208000,"Powiat miechowski",2012,144.5
"17651",1209000,"Powiat myślenicki",2012,149.9
"17652",1210000,"Powiat nowosądecki",2012,151.7
"17653",1211000,"Powiat nowotarski",2012,162.8
"17654",1212000,"Powiat olkuski",2012,128.7
"17655",1213000,"Powiat oświęcimski",2012,126.9
"17656",1214000,"Powiat proszowicki",2012,156.2
"17657",1215000,"Powiat suski",2012,145.9
"17658",1216000,"Powiat tarnowski",2012,143.3
"17659",1217000,"Powiat tatrzański",2012,137.8
"17660",1218000,"Powiat wadowicki",2012,122.9
"17661",1219000,"Powiat wielicki",2012,132.3
"17662",1261000,"Powiat m.Kraków",2012,63.1
"17663",1262000,"Powiat m.Nowy Sącz",2012,95.1
"17664",1263000,"Powiat m.Tarnów",2012,90.4
"17665",1401000,"Powiat białobrzeski",2012,139.4
"17666",1402000,"Powiat ciechanowski",2012,139.5
"17667",1403000,"Powiat garwoliński",2012,114.9
"17668",1404000,"Powiat gostyniński",2012,72.3
"17669",1405000,"Powiat grodziski",2012,140.1
"17670",1406000,"Powiat grójecki",2012,110.3
"17671",1407000,"Powiat kozienicki",2012,131.5
"17672",1408000,"Powiat legionowski",2012,138.8
"17673",1409000,"Powiat lipski",2012,126.8
"17674",1410000,"Powiat łosicki",2012,132.5
"17675",1411000,"Powiat makowski",2012,119.7
"17676",1412000,"Powiat miński",2012,101.9
"17677",1413000,"Powiat mławski",2012,98
"17678",1414000,"Powiat nowodworski",2012,125.1
"17679",1415000,"Powiat ostrołęcki",2012,154.1
"17680",1416000,"Powiat ostrowski",2012,145.4
"17681",1417000,"Powiat otwocki",2012,143.9
"17682",1418000,"Powiat piaseczyński",2012,121.5
"17683",1419000,"Powiat płocki",2012,131.1
"17684",1420000,"Powiat płoński",2012,107.7
"17685",1421000,"Powiat pruszkowski",2012,194.5
"17686",1422000,"Powiat przasnyski",2012,136.9
"17687",1423000,"Powiat przysuski",2012,131.9
"17688",1424000,"Powiat pułtuski",2012,134.9
"17689",1425000,"Powiat radomski",2012,131.8
"17690",1426000,"Powiat siedlecki",2012,158.1
"17691",1427000,"Powiat sierpecki",2012,118.1
"17692",1428000,"Powiat sochaczewski",2012,102
"17693",1429000,"Powiat sokołowski",2012,160.2
"17694",1430000,"Powiat szydłowiecki",2012,133.9
"17695",1432000,"Powiat warszawski zachodni",2012,111
"17696",1433000,"Powiat węgrowski",2012,103.6
"17697",1434000,"Powiat wołomiński",2012,99.2
"17698",1435000,"Powiat wyszkowski",2012,143.7
"17699",1436000,"Powiat zwoleński",2012,118.6
"17700",1437000,"Powiat żuromiński",2012,117.6
"17701",1438000,"Powiat żyrardowski",2012,138
"17702",1461000,"Powiat m.Ostrołęka",2012,112.6
"17703",1462000,"Powiat m.Płock",2012,75.8
"17704",1463000,"Powiat m.Radom",2012,104.5
"17705",1464000,"Powiat m.Siedlce",2012,65.7
"17706",1465000,"Powiat m. st. Warszawa",2012,71.9
"17707",1601000,"Powiat brzeski",2012,116.3
"17708",1602000,"Powiat głubczycki",2012,159
"17709",1603000,"Powiat kędzierzyńsko-kozielski",2012,133.8
"17710",1604000,"Powiat kluczborski",2012,145.1
"17711",1605000,"Powiat krapkowicki",2012,106.1
"17712",1606000,"Powiat namysłowski",2012,119.1
"17713",1607000,"Powiat nyski",2012,138.6
"17714",1608000,"Powiat oleski",2012,137.3
"17715",1609000,"Powiat opolski",2012,153
"17716",1610000,"Powiat prudnicki",2012,145.1
"17717",1611000,"Powiat strzelecki",2012,171.8
"17718",1661000,"Powiat m.Opole",2012,77.7
"17719",1801000,"Powiat bieszczadzki",2012,152.8
"17720",1802000,"Powiat brzozowski",2012,129.6
"17721",1803000,"Powiat dębicki",2012,128.2
"17722",1804000,"Powiat jarosławski",2012,117
"17723",1805000,"Powiat jasielski",2012,120.9
"17724",1806000,"Powiat kolbuszowski",2012,134.6
"17725",1807000,"Powiat krośnieński",2012,132.9
"17726",1808000,"Powiat leżajski",2012,141.4
"17727",1809000,"Powiat lubaczowski",2012,119.3
"17728",1810000,"Powiat łańcucki",2012,144.9
"17729",1811000,"Powiat mielecki",2012,129.4
"17730",1812000,"Powiat niżański",2012,135.5
"17731",1813000,"Powiat przemyski",2012,134.4
"17732",1814000,"Powiat przeworski",2012,132.9
"17733",1815000,"Powiat ropczycko-sędziszowski",2012,125.8
"17734",1816000,"Powiat rzeszowski",2012,129.9
"17735",1817000,"Powiat sanocki",2012,149
"17736",1818000,"Powiat stalowowolski",2012,139.4
"17737",1819000,"Powiat strzyżowski",2012,100.3
"17738",1820000,"Powiat tarnobrzeski",2012,126
"17739",1821000,"Powiat leski",2012,159.8
"17740",1861000,"Powiat m.Krosno",2012,80.7
"17741",1862000,"Powiat m.Przemyśl",2012,124.1
"17742",1863000,"Powiat m.Rzeszów",2012,70.5
"17743",1864000,"Powiat m.Tarnobrzeg",2012,111.2
"17744",2001000,"Powiat augustowski",2012,149.5
"17745",2002000,"Powiat białostocki",2012,136.5
"17746",2003000,"Powiat bielski",2012,162.3
"17747",2004000,"Powiat grajewski",2012,158.1
"17748",2005000,"Powiat hajnowski",2012,113.8
"17749",2006000,"Powiat kolneński",2012,114
"17750",2007000,"Powiat łomżyński",2012,156.2
"17751",2008000,"Powiat moniecki",2012,161.9
"17752",2009000,"Powiat sejneński",2012,133.7
"17753",2010000,"Powiat siemiatycki",2012,153.8
"17754",2011000,"Powiat sokólski",2012,177.9
"17755",2012000,"Powiat suwalski",2012,172.3
"17756",2013000,"Powiat wysokomazowiecki",2012,176.3
"17757",2014000,"Powiat zambrowski",2012,179.7
"17758",2061000,"Powiat m.Białystok",2012,69
"17759",2062000,"Powiat m.Łomża",2012,77.3
"17760",2063000,"Powiat m.Suwałki",2012,95.9
"17761",2201000,"Powiat bytowski",2012,125.9
"17762",2202000,"Powiat chojnicki",2012,120.5
"17763",2203000,"Powiat człuchowski",2012,144.4
"17764",2204000,"Powiat gdański",2012,94.9
"17765",2205000,"Powiat kartuski",2012,152
"17766",2206000,"Powiat kościerski",2012,136
"17767",2207000,"Powiat kwidzyński",2012,140.9
"17768",2208000,"Powiat lęborski",2012,134.4
"17769",2209000,"Powiat malborski",2012,101.6
"17770",2210000,"Powiat nowodworski",2012,132.2
"17771",2211000,"Powiat pucki",2012,110
"17772",2212000,"Powiat słupski",2012,114
"17773",2213000,"Powiat starogardzki",2012,124.2
"17774",2214000,"Powiat tczewski",2012,104.1
"17775",2215000,"Powiat wejherowski",2012,92
"17776",2216000,"Powiat sztumski",2012,89.3
"17777",2261000,"Powiat m.Gdańsk",2012,65.5
"17778",2262000,"Powiat m.Gdynia",2012,73.3
"17779",2263000,"Powiat m.Słupsk",2012,74.8
"17780",2264000,"Powiat m.Sopot",2012,58.9
"17781",2401000,"Powiat będziński",2012,163.2
"17782",2402000,"Powiat bielski",2012,140.1
"17783",2403000,"Powiat cieszyński",2012,131
"17784",2404000,"Powiat częstochowski",2012,148.9
"17785",2405000,"Powiat gliwicki",2012,154.7
"17786",2406000,"Powiat kłobucki",2012,148.7
"17787",2407000,"Powiat lubliniecki",2012,138.3
"17788",2408000,"Powiat mikołowski",2012,140.6
"17789",2409000,"Powiat myszkowski",2012,156.8
"17790",2410000,"Powiat pszczyński",2012,155.2
"17791",2411000,"Powiat raciborski",2012,149.6
"17792",2412000,"Powiat rybnicki",2012,118.3
"17793",2413000,"Powiat tarnogórski",2012,118.6
"17794",2414000,"Powiat bieruńsko-lędziński",2012,129.4
"17795",2415000,"Powiat wodzisławski",2012,139.9
"17796",2416000,"Powiat zawierciański",2012,117.6
"17797",2417000,"Powiat żywiecki",2012,128.3
"17798",2461000,"Powiat m.Bielsko-Biała",2012,103.5
"17799",2462000,"Powiat m.Bytom",2012,84.7
"17800",2463000,"Powiat m.Chorzów",2012,100.8
"17801",2464000,"Powiat m.Częstochowa",2012,113
"17802",2465000,"Powiat m.Dąbrowa Górnicza",2012,138.8
"17803",2466000,"Powiat m.Gliwice",2012,94.6
"17804",2467000,"Powiat m.Jastrzębie-Zdrój",2012,170.3
"17805",2468000,"Powiat m.Jaworzno",2012,177.6
"17806",2469000,"Powiat m.Katowice",2012,115.9
"17807",2470000,"Powiat m.Mysłowice",2012,145.7
"17808",2471000,"Powiat m.Piekary Śląskie",2012,160.5
"17809",2472000,"Powiat m.Ruda Śląska",2012,100.7
"17810",2473000,"Powiat m.Rybnik",2012,101.5
"17811",2474000,"Powiat m.Siemianowice Śląskie",2012,116.6
"17812",2475000,"Powiat m.Sosnowiec",2012,108.3
"17813",2476000,"Powiat m.Świętochłowice",2012,129.2
"17814",2477000,"Powiat m.Tychy",2012,105.9
"17815",2478000,"Powiat m.Zabrze",2012,84.8
"17816",2479000,"Powiat m.Żory",2012,108.3
"17817",2601000,"Powiat buski",2012,125.9
"17818",2602000,"Powiat jędrzejowski",2012,113.8
"17819",2603000,"Powiat kazimierski",2012,149.9
"17820",2604000,"Powiat kielecki",2012,126.3
"17821",2605000,"Powiat konecki",2012,145.6
"17822",2606000,"Powiat opatowski",2012,143.3
"17823",2607000,"Powiat ostrowiecki",2012,132.2
"17824",2608000,"Powiat pińczowski",2012,116.7
"17825",2609000,"Powiat sandomierski",2012,92.5
"17826",2610000,"Powiat skarżyski",2012,92.3
"17827",2611000,"Powiat starachowicki",2012,146.7
"17828",2612000,"Powiat staszowski",2012,128.7
"17829",2613000,"Powiat włoszczowski",2012,134.7
"17830",2661000,"Powiat m.Kielce",2012,74.3
"17831",2801000,"Powiat bartoszycki",2012,108
"17832",2802000,"Powiat braniewski",2012,139.9
"17833",2803000,"Powiat działdowski",2012,107.5
"17834",2804000,"Powiat elbląski",2012,118.8
"17835",2805000,"Powiat ełcki",2012,104.6
"17836",2806000,"Powiat giżycki",2012,79.6
"17837",2807000,"Powiat iławski",2012,99.2
"17838",2808000,"Powiat kętrzyński",2012,82.5
"17839",2809000,"Powiat lidzbarski",2012,144.6
"17840",2810000,"Powiat mrągowski",2012,138.6
"17841",2811000,"Powiat nidzicki",2012,151.2
"17842",2812000,"Powiat nowomiejski",2012,124.1
"17843",2813000,"Powiat olecki",2012,130.2
"17844",2814000,"Powiat olsztyński",2012,134.9
"17845",2815000,"Powiat ostródzki",2012,91.5
"17846",2816000,"Powiat piski",2012,89.4
"17847",2817000,"Powiat szczycieński",2012,97.6
"17848",2818000,"Powiat gołdapski",2012,124.3
"17849",2819000,"Powiat węgorzewski",2012,75.6
"17850",2861000,"Powiat m.Elbląg",2012,77.7
"17851",2862000,"Powiat m.Olsztyn",2012,63.5
"17852",3001000,"Powiat chodzieski",2012,132.1
"17853",3002000,"Powiat czarnkowsko-trzcianecki",2012,151.5
"17854",3003000,"Powiat gnieźnieński",2012,110.8
"17855",3004000,"Powiat gostyński",2012,150.7
"17856",3005000,"Powiat grodziski",2012,111.5
"17857",3006000,"Powiat jarociński",2012,120.8
"17858",3007000,"Powiat kaliski",2012,134.2
"17859",3008000,"Powiat kępiński",2012,136.7
"17860",3009000,"Powiat kolski",2012,149.4
"17861",3010000,"Powiat koniński",2012,137.4
"17862",3011000,"Powiat kościański",2012,99.7
"17863",3012000,"Powiat krotoszyński",2012,132.7
"17864",3013000,"Powiat leszczyński",2012,161.9
"17865",3014000,"Powiat międzychodzki",2012,119.6
"17866",3015000,"Powiat nowotomyski",2012,110.9
"17867",3016000,"Powiat obornicki",2012,95.7
"17868",3017000,"Powiat ostrowski",2012,121.7
"17869",3018000,"Powiat ostrzeszowski",2012,133.1
"17870",3019000,"Powiat pilski",2012,113.6
"17871",3020000,"Powiat pleszewski",2012,120.6
"17872",3021000,"Powiat poznański",2012,113.5
"17873",3022000,"Powiat rawicki",2012,105.1
"17874",3023000,"Powiat słupecki",2012,118.1
"17875",3024000,"Powiat szamotulski",2012,132.3
"17876",3025000,"Powiat średzki",2012,111.9
"17877",3026000,"Powiat śremski",2012,100.9
"17878",3027000,"Powiat turecki",2012,142.3
"17879",3028000,"Powiat wągrowiecki",2012,114.6
"17880",3029000,"Powiat wolsztyński",2012,155.6
"17881",3030000,"Powiat wrzesiński",2012,101.7
"17882",3031000,"Powiat złotowski",2012,103.4
"17883",3061000,"Powiat m.Kalisz",2012,74.2
"17884",3062000,"Powiat m.Konin",2012,82.1
"17885",3063000,"Powiat m.Leszno",2012,125.7
"17886",3064000,"Powiat m.Poznań",2012,71
"17887",3201000,"Powiat białogardzki",2012,111.9
"17888",3202000,"Powiat choszczeński",2012,148.8
"17889",3203000,"Powiat drawski",2012,109.8
"17890",3204000,"Powiat goleniowski",2012,146.2
"17891",3205000,"Powiat gryficki",2012,146.2
"17892",3206000,"Powiat gryfiński",2012,116.3
"17893",3207000,"Powiat kamieński",2012,74.8
"17894",3208000,"Powiat kołobrzeski",2012,91.7
"17895",3209000,"Powiat koszaliński",2012,110.3
"17896",3210000,"Powiat myśliborski",2012,107.3
"17897",3211000,"Powiat policki",2012,120.1
"17898",3212000,"Powiat pyrzycki",2012,130.2
"17899",3213000,"Powiat sławieński",2012,124
