"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_40_do_60_m2_szt"
"3908",1017000,"Powiat wieluński",2015,17
"3909",1018000,"Powiat wieruszowski",2015,25
"3910",1019000,"Powiat zduńskowolski",2015,32
"3911",1020000,"Powiat zgierski",2015,166
"3912",1021000,"Powiat brzeziński",2015,22
"3913",1061000,"Powiat m.Łódź",2015,2172
"3914",1062000,"Powiat m.Piotrków Trybunalski",2015,118
"3915",1063000,"Powiat m.Skierniewice",2015,107
"3916",1201000,"Powiat bocheński",2015,74
"3917",1202000,"Powiat brzeski",2015,22
"3918",1203000,"Powiat chrzanowski",2015,99
"3919",1204000,"Powiat dąbrowski",2015,4
"3920",1205000,"Powiat gorlicki",2015,33
"3921",1206000,"Powiat krakowski",2015,122
"3922",1207000,"Powiat limanowski",2015,30
"3923",1208000,"Powiat miechowski",2015,16
"3924",1209000,"Powiat myślenicki",2015,23
"3925",1210000,"Powiat nowosądecki",2015,68
"3926",1211000,"Powiat nowotarski",2015,36
"3927",1212000,"Powiat olkuski",2015,79
"3928",1213000,"Powiat oświęcimski",2015,134
"3929",1214000,"Powiat proszowicki",2015,9
"3930",1215000,"Powiat suski",2015,23
"3931",1216000,"Powiat tarnowski",2015,0
"3932",1217000,"Powiat tatrzański",2015,33
"3933",1218000,"Powiat wadowicki",2015,57
"3934",1219000,"Powiat wielicki",2015,176
"3935",1261000,"Powiat m.Kraków",2015,5006
"3936",1262000,"Powiat m.Nowy Sącz",2015,133
"3937",1263000,"Powiat m.Tarnów",2015,143
"3938",1401000,"Powiat białobrzeski",2015,9
"3939",1402000,"Powiat ciechanowski",2015,137
"3940",1403000,"Powiat garwoliński",2015,3
"3941",1404000,"Powiat gostyniński",2015,18
"3942",1405000,"Powiat grodziski",2015,40
"3943",1406000,"Powiat grójecki",2015,6
"3944",1407000,"Powiat kozienicki",2015,63
"3945",1408000,"Powiat legionowski",2015,143
"3946",1409000,"Powiat lipski",2015,0
"3947",1410000,"Powiat łosicki",2015,28
"3948",1411000,"Powiat makowski",2015,0
"3949",1412000,"Powiat miński",2015,232
"3950",1413000,"Powiat mławski",2015,145
"3951",1414000,"Powiat nowodworski",2015,230
"3952",1415000,"Powiat ostrołęcki",2015,0
"3953",1416000,"Powiat ostrowski",2015,39
"3954",1417000,"Powiat otwocki",2015,85
"3955",1418000,"Powiat piaseczyński",2015,312
"3956",1419000,"Powiat płocki",2015,10
"3957",1420000,"Powiat płoński",2015,64
"3958",1421000,"Powiat pruszkowski",2015,316
"3959",1422000,"Powiat przasnyski",2015,36
"3960",1423000,"Powiat przysuski",2015,4
"3961",1424000,"Powiat pułtuski",2015,48
"3962",1425000,"Powiat radomski",2015,30
"3963",1426000,"Powiat siedlecki",2015,3
"3964",1427000,"Powiat sierpecki",2015,31
"3965",1428000,"Powiat sochaczewski",2015,43
"3966",1429000,"Powiat sokołowski",2015,65
"3967",1430000,"Powiat szydłowiecki",2015,9
"3968",1432000,"Powiat warszawski zachodni",2015,246
"3969",1433000,"Powiat węgrowski",2015,9
"3970",1434000,"Powiat wołomiński",2015,424
"3971",1435000,"Powiat wyszkowski",2015,31
"3972",1436000,"Powiat zwoleński",2015,0
"3973",1437000,"Powiat żuromiński",2015,19
"3974",1438000,"Powiat żyrardowski",2015,64
"3975",1461000,"Powiat m.Ostrołęka",2015,69
"3976",1462000,"Powiat m.Płock",2015,285
"3977",1463000,"Powiat m.Radom",2015,187
"3978",1464000,"Powiat m.Siedlce",2015,350
"3979",1465000,"Powiat m. st. Warszawa",2015,9622
"3980",1601000,"Powiat brzeski",2015,152
"3981",1602000,"Powiat głubczycki",2015,45
"3982",1603000,"Powiat kędzierzyńsko-kozielski",2015,113
"3983",1604000,"Powiat kluczborski",2015,77
"3984",1605000,"Powiat krapkowicki",2015,68
"3985",1606000,"Powiat namysłowski",2015,88
"3986",1607000,"Powiat nyski",2015,154
"3987",1608000,"Powiat oleski",2015,23
"3988",1609000,"Powiat opolski",2015,34
"3989",1610000,"Powiat prudnicki",2015,38
"3990",1611000,"Powiat strzelecki",2015,42
"3991",1661000,"Powiat m.Opole",2015,378
"3992",1801000,"Powiat bieszczadzki",2015,17
"3993",1802000,"Powiat brzozowski",2015,14
"3994",1803000,"Powiat dębicki",2015,48
"3995",1804000,"Powiat jarosławski",2015,53
"3996",1805000,"Powiat jasielski",2015,30
"3997",1806000,"Powiat kolbuszowski",2015,0
"3998",1807000,"Powiat krośnieński",2015,13
"3999",1808000,"Powiat leżajski",2015,22
"4000",1809000,"Powiat lubaczowski",2015,12
"4001",1810000,"Powiat łańcucki",2015,18
"4002",1811000,"Powiat mielecki",2015,65
"4003",1812000,"Powiat niżański",2015,10
"4004",1813000,"Powiat przemyski",2015,20
"4005",1814000,"Powiat przeworski",2015,14
"4006",1815000,"Powiat ropczycko-sędziszowski",2015,33
"4007",1816000,"Powiat rzeszowski",2015,37
"4008",1817000,"Powiat sanocki",2015,22
"4009",1818000,"Powiat stalowowolski",2015,126
"4010",1819000,"Powiat strzyżowski",2015,9
"4011",1820000,"Powiat tarnobrzeski",2015,25
"4012",1821000,"Powiat leski",2015,9
"4013",1861000,"Powiat m.Krosno",2015,53
"4014",1862000,"Powiat m.Przemyśl",2015,77
"4015",1863000,"Powiat m.Rzeszów",2015,1081
"4016",1864000,"Powiat m.Tarnobrzeg",2015,52
"4017",2001000,"Powiat augustowski",2015,64
"4018",2002000,"Powiat białostocki",2015,113
"4019",2003000,"Powiat bielski",2015,0
"4020",2004000,"Powiat grajewski",2015,35
"4021",2005000,"Powiat hajnowski",2015,28
"4022",2006000,"Powiat kolneński",2015,11
"4023",2007000,"Powiat łomżyński",2015,0
"4024",2008000,"Powiat moniecki",2015,3
"4025",2009000,"Powiat sejneński",2015,0
"4026",2010000,"Powiat siemiatycki",2015,4
"4027",2011000,"Powiat sokólski",2015,31
"4028",2012000,"Powiat suwalski",2015,15
"4029",2013000,"Powiat wysokomazowiecki",2015,3
"4030",2014000,"Powiat zambrowski",2015,61
"4031",2061000,"Powiat m.Białystok",2015,1290
"4032",2062000,"Powiat m.Łomża",2015,104
"4033",2063000,"Powiat m.Suwałki",2015,107
"4034",2201000,"Powiat bytowski",2015,96
"4035",2202000,"Powiat chojnicki",2015,62
"4036",2203000,"Powiat człuchowski",2015,55
"4037",2204000,"Powiat gdański",2015,326
"4038",2205000,"Powiat kartuski",2015,58
"4039",2206000,"Powiat kościerski",2015,79
"4040",2207000,"Powiat kwidzyński",2015,92
"4041",2208000,"Powiat lęborski",2015,146
"4042",2209000,"Powiat malborski",2015,149
"4043",2210000,"Powiat nowodworski",2015,61
"4044",2211000,"Powiat pucki",2015,291
"4045",2212000,"Powiat słupski",2015,107
"4046",2213000,"Powiat starogardzki",2015,101
"4047",2214000,"Powiat tczewski",2015,240
"4048",2215000,"Powiat wejherowski",2015,574
"4049",2216000,"Powiat sztumski",2015,33
"4050",2261000,"Powiat m.Gdańsk",2015,3508
"4051",2262000,"Powiat m.Gdynia",2015,1010
"4052",2263000,"Powiat m.Słupsk",2015,372
"4053",2264000,"Powiat m.Sopot",2015,131
"4054",2401000,"Powiat będziński",2015,169
"4055",2402000,"Powiat bielski",2015,105
"4056",2403000,"Powiat cieszyński",2015,146
"4057",2404000,"Powiat częstochowski",2015,27
"4058",2405000,"Powiat gliwicki",2015,138
"4059",2406000,"Powiat kłobucki",2015,16
"4060",2407000,"Powiat lubliniecki",2015,19
"4061",2408000,"Powiat mikołowski",2015,64
"4062",2409000,"Powiat myszkowski",2015,15
"4063",2410000,"Powiat pszczyński",2015,80
"4064",2411000,"Powiat raciborski",2015,105
"4065",2412000,"Powiat rybnicki",2015,11
"4066",2413000,"Powiat tarnogórski",2015,108
"4067",2414000,"Powiat bieruńsko-lędziński",2015,39
"4068",2415000,"Powiat wodzisławski",2015,95
"4069",2416000,"Powiat zawierciański",2015,10
"4070",2417000,"Powiat żywiecki",2015,21
"4071",2461000,"Powiat m.Bielsko-Biała",2015,363
"4072",2462000,"Powiat m.Bytom",2015,348
"4073",2463000,"Powiat m.Chorzów",2015,166
"4074",2464000,"Powiat m.Częstochowa",2015,251
"4075",2465000,"Powiat m.Dąbrowa Górnicza",2015,156
"4076",2466000,"Powiat m.Gliwice",2015,413
"4077",2467000,"Powiat m.Jastrzębie-Zdrój",2015,57
"4078",2468000,"Powiat m.Jaworzno",2015,193
"4079",2469000,"Powiat m.Katowice",2015,503
"4080",2470000,"Powiat m.Mysłowice",2015,147
"4081",2471000,"Powiat m.Piekary Śląskie",2015,84
"4082",2472000,"Powiat m.Ruda Śląska",2015,206
"4083",2473000,"Powiat m.Rybnik",2015,69
"4084",2474000,"Powiat m.Siemianowice Śląskie",2015,218
"4085",2475000,"Powiat m.Sosnowiec",2015,253
"4086",2476000,"Powiat m.Świętochłowice",2015,88
"4087",2477000,"Powiat m.Tychy",2015,418
"4088",2478000,"Powiat m.Zabrze",2015,273
"4089",2479000,"Powiat m.Żory",2015,88
"4090",2601000,"Powiat buski",2015,20
"4091",2602000,"Powiat jędrzejowski",2015,27
"4092",2603000,"Powiat kazimierski",2015,4
"4093",2604000,"Powiat kielecki",2015,0
"4094",2605000,"Powiat konecki",2015,25
"4095",2606000,"Powiat opatowski",2015,9
"4096",2607000,"Powiat ostrowiecki",2015,47
"4097",2608000,"Powiat pińczowski",2015,14
"4098",2609000,"Powiat sandomierski",2015,26
"4099",2610000,"Powiat skarżyski",2015,44
"4100",2611000,"Powiat starachowicki",2015,71
"4101",2612000,"Powiat staszowski",2015,14
"4102",2613000,"Powiat włoszczowski",2015,15
"4103",2661000,"Powiat m.Kielce",2015,653
"4104",2801000,"Powiat bartoszycki",2015,68
"4105",2802000,"Powiat braniewski",2015,75
"4106",2803000,"Powiat działdowski",2015,109
"4107",2804000,"Powiat elbląski",2015,54
"4108",2805000,"Powiat ełcki",2015,171
"4109",2806000,"Powiat giżycki",2015,149
"4110",2807000,"Powiat iławski",2015,189
"4111",2808000,"Powiat kętrzyński",2015,94
"4112",2809000,"Powiat lidzbarski",2015,58
"4113",2810000,"Powiat mrągowski",2015,86
"4114",2811000,"Powiat nidzicki",2015,38
"4115",2812000,"Powiat nowomiejski",2015,21
"4116",2813000,"Powiat olecki",2015,65
"4117",2814000,"Powiat olsztyński",2015,306
"4118",2815000,"Powiat ostródzki",2015,178
"4119",2816000,"Powiat piski",2015,82
"4120",2817000,"Powiat szczycieński",2015,77
"4121",2818000,"Powiat gołdapski",2015,52
"4122",2819000,"Powiat węgorzewski",2015,20
"4123",2861000,"Powiat m.Elbląg",2015,283
"4124",2862000,"Powiat m.Olsztyn",2015,972
"4125",3001000,"Powiat chodzieski",2015,40
"4126",3002000,"Powiat czarnkowsko-trzcianecki",2015,89
"4127",3003000,"Powiat gnieźnieński",2015,112
"4128",3004000,"Powiat gostyński",2015,51
"4129",3005000,"Powiat grodziski",2015,41
"4130",3006000,"Powiat jarociński",2015,26
"4131",3007000,"Powiat kaliski",2015,6
"4132",3008000,"Powiat kępiński",2015,0
"4133",3009000,"Powiat kolski",2015,49
"4134",3010000,"Powiat koniński",2015,10
"4135",3011000,"Powiat kościański",2015,94
"4136",3012000,"Powiat krotoszyński",2015,70
"4137",3013000,"Powiat leszczyński",2015,16
"4138",3014000,"Powiat międzychodzki",2015,44
"4139",3015000,"Powiat nowotomyski",2015,116
"4140",3016000,"Powiat obornicki",2015,77
"4141",3017000,"Powiat ostrowski",2015,92
"4142",3018000,"Powiat ostrzeszowski",2015,44
"4143",3019000,"Powiat pilski",2015,153
"4144",3020000,"Powiat pleszewski",2015,53
"4145",3021000,"Powiat poznański",2015,757
"4146",3022000,"Powiat rawicki",2015,37
"4147",3023000,"Powiat słupecki",2015,46
"4148",3024000,"Powiat szamotulski",2015,19
"4149",3025000,"Powiat średzki",2015,32
"4150",3026000,"Powiat śremski",2015,52
"4151",3027000,"Powiat turecki",2015,51
"4152",3028000,"Powiat wągrowiecki",2015,115
"4153",3029000,"Powiat wolsztyński",2015,19
"4154",3030000,"Powiat wrzesiński",2015,254
"4155",3031000,"Powiat złotowski",2015,122
"4156",3061000,"Powiat m.Kalisz",2015,157
"4157",3062000,"Powiat m.Konin",2015,166
"4158",3063000,"Powiat m.Leszno",2015,124
"4159",3064000,"Powiat m.Poznań",2015,2775
"4160",3201000,"Powiat białogardzki",2015,60
"4161",3202000,"Powiat choszczeński",2015,65
"4162",3203000,"Powiat drawski",2015,69
"4163",3204000,"Powiat goleniowski",2015,134
"4164",3205000,"Powiat gryficki",2015,76
"4165",3206000,"Powiat gryfiński",2015,115
"4166",3207000,"Powiat kamieński",2015,94
"4167",3208000,"Powiat kołobrzeski",2015,242
"4168",3209000,"Powiat koszaliński",2015,95
"4169",3210000,"Powiat myśliborski",2015,94
"4170",3211000,"Powiat policki",2015,106
"4171",3212000,"Powiat pyrzycki",2015,45
"4172",3213000,"Powiat sławieński",2015,112
"4173",3214000,"Powiat stargardzki",2015,256
"4174",3215000,"Powiat szczecinecki",2015,115
"4175",3216000,"Powiat świdwiński",2015,52
"4176",3217000,"Powiat wałecki",2015,94
"4177",3218000,"Powiat łobeski",2015,53
"4178",3261000,"Powiat m.Koszalin",2015,246
"4179",3262000,"Powiat m.Szczecin",2015,1187
"4180",3263000,"Powiat m.Świnoujście",2015,120
"4181",201000,"Powiat bolesławiecki",2016,245
"4182",202000,"Powiat dzierżoniowski",2016,125
"4183",203000,"Powiat głogowski",2016,244
"4184",204000,"Powiat górowski",2016,3
"4185",205000,"Powiat jaworski",2016,35
"4186",206000,"Powiat jeleniogórski",2016,66
"4187",207000,"Powiat kamiennogórski",2016,43
"4188",208000,"Powiat kłodzki",2016,194
"4189",209000,"Powiat legnicki",2016,41
"4190",210000,"Powiat lubański",2016,80
"4191",211000,"Powiat lubiński",2016,243
"4192",212000,"Powiat lwówecki",2016,33
"4193",213000,"Powiat milicki",2016,52
"4194",214000,"Powiat oleśnicki",2016,198
"4195",215000,"Powiat oławski",2016,159
"4196",216000,"Powiat polkowicki",2016,89
"4197",217000,"Powiat strzeliński",2016,60
"4198",218000,"Powiat średzki",2016,34
"4199",219000,"Powiat świdnicki",2016,365
"4200",220000,"Powiat trzebnicki",2016,113
"4201",221000,"Powiat wałbrzyski",2016,90
"4202",222000,"Powiat wołowski",2016,161
"4203",223000,"Powiat wrocławski",2016,393
"4204",224000,"Powiat ząbkowicki",2016,67
"4205",225000,"Powiat zgorzelecki",2016,37
"4206",226000,"Powiat złotoryjski",2016,42
"4207",261000,"Powiat m.Jelenia Góra",2016,340
"4208",262000,"Powiat m.Legnica",2016,272
"4209",264000,"Powiat m.Wrocław",2016,5926
"4210",265000,"Powiat m.Wałbrzych od 2013",2016,265
"4211",401000,"Powiat aleksandrowski",2016,88
"4212",402000,"Powiat brodnicki",2016,176
"4213",403000,"Powiat bydgoski",2016,58
"4214",404000,"Powiat chełmiński",2016,42
"4215",405000,"Powiat golubsko-dobrzyński",2016,28
"4216",406000,"Powiat grudziądzki",2016,16
"4217",407000,"Powiat inowrocławski",2016,247
"4218",408000,"Powiat lipnowski",2016,31
"4219",409000,"Powiat mogileński",2016,31
"4220",410000,"Powiat nakielski",2016,85
"4221",411000,"Powiat radziejowski",2016,15
"4222",412000,"Powiat rypiński",2016,22
"4223",413000,"Powiat sępoleński",2016,42
"4224",414000,"Powiat świecki",2016,74
"4225",415000,"Powiat toruński",2016,84
"4226",416000,"Powiat tucholski",2016,23
"4227",417000,"Powiat wąbrzeski",2016,16
"4228",418000,"Powiat włocławski",2016,25
"4229",419000,"Powiat żniński",2016,44
"4230",461000,"Powiat m.Bydgoszcz",2016,1187
"4231",462000,"Powiat m.Grudziądz",2016,207
"4232",463000,"Powiat m.Toruń",2016,353
"4233",464000,"Powiat m.Włocławek",2016,179
"4234",601000,"Powiat bialski",2016,13
"4235",602000,"Powiat biłgorajski",2016,24
"4236",603000,"Powiat chełmski",2016,6
"4237",604000,"Powiat hrubieszowski",2016,38
"4238",605000,"Powiat janowski",2016,8
"4239",606000,"Powiat krasnostawski",2016,14
"4240",607000,"Powiat kraśnicki",2016,41
"4241",608000,"Powiat lubartowski",2016,51
"4242",609000,"Powiat lubelski",2016,42
"4243",610000,"Powiat łęczyński",2016,41
"4244",611000,"Powiat łukowski",2016,32
"4245",612000,"Powiat opolski",2016,20
"4246",613000,"Powiat parczewski",2016,11
"4247",614000,"Powiat puławski",2016,153
"4248",615000,"Powiat radzyński",2016,40
"4249",616000,"Powiat rycki",2016,51
"4250",617000,"Powiat świdnicki",2016,40
"4251",618000,"Powiat tomaszowski",2016,20
"4252",619000,"Powiat włodawski",2016,25
"4253",620000,"Powiat zamojski",2016,11
"4254",661000,"Powiat m.Biała Podlaska",2016,87
"4255",662000,"Powiat m.Chełm",2016,113
"4256",663000,"Powiat m.Lublin",2016,1462
"4257",664000,"Powiat m.Zamość",2016,116
"4258",801000,"Powiat gorzowski",2016,142
"4259",802000,"Powiat krośnieński",2016,86
"4260",803000,"Powiat międzyrzecki",2016,100
"4261",804000,"Powiat nowosolski",2016,103
"4262",805000,"Powiat słubicki",2016,100
"4263",806000,"Powiat strzelecko-drezdenecki",2016,86
"4264",807000,"Powiat sulęciński",2016,47
"4265",808000,"Powiat świebodziński",2016,143
"4266",809000,"Powiat zielonogórski",2016,83
"4267",810000,"Powiat żagański",2016,115
"4268",811000,"Powiat żarski",2016,180
"4269",812000,"Powiat wschowski",2016,32
"4270",861000,"Powiat m.Gorzów Wielkopolski",2016,590
"4271",862000,"Powiat m.Zielona Góra",2016,454
"4272",1001000,"Powiat bełchatowski",2016,129
"4273",1002000,"Powiat kutnowski",2016,36
"4274",1003000,"Powiat łaski",2016,35
"4275",1004000,"Powiat łęczycki",2016,24
"4276",1005000,"Powiat łowicki",2016,36
"4277",1006000,"Powiat łódzki wschodni",2016,7
"4278",1007000,"Powiat opoczyński",2016,22
"4279",1008000,"Powiat pabianicki",2016,110
"4280",1009000,"Powiat pajęczański",2016,4
"4281",1010000,"Powiat piotrkowski",2016,5
"4282",1011000,"Powiat poddębicki",2016,17
"4283",1012000,"Powiat radomszczański",2016,38
"4284",1013000,"Powiat rawski",2016,39
"4285",1014000,"Powiat sieradzki",2016,64
"4286",1015000,"Powiat skierniewicki",2016,0
"4287",1016000,"Powiat tomaszowski",2016,121
"4288",1017000,"Powiat wieluński",2016,19
"4289",1018000,"Powiat wieruszowski",2016,21
"4290",1019000,"Powiat zduńskowolski",2016,36
"4291",1020000,"Powiat zgierski",2016,125
"4292",1021000,"Powiat brzeziński",2016,32
"4293",1061000,"Powiat m.Łódź",2016,2493
"4294",1062000,"Powiat m.Piotrków Trybunalski",2016,93
"4295",1063000,"Powiat m.Skierniewice",2016,79
"4296",1201000,"Powiat bocheński",2016,58
"4297",1202000,"Powiat brzeski",2016,20
"4298",1203000,"Powiat chrzanowski",2016,133
"4299",1204000,"Powiat dąbrowski",2016,11
"4300",1205000,"Powiat gorlicki",2016,29
"4301",1206000,"Powiat krakowski",2016,97
"4302",1207000,"Powiat limanowski",2016,23
"4303",1208000,"Powiat miechowski",2016,12
"4304",1209000,"Powiat myślenicki",2016,37
"4305",1210000,"Powiat nowosądecki",2016,69
"4306",1211000,"Powiat nowotarski",2016,38
"4307",1212000,"Powiat olkuski",2016,77
"4308",1213000,"Powiat oświęcimski",2016,161
"4309",1214000,"Powiat proszowicki",2016,11
"4310",1215000,"Powiat suski",2016,13
"4311",1216000,"Powiat tarnowski",2016,0
"4312",1217000,"Powiat tatrzański",2016,57
"4313",1218000,"Powiat wadowicki",2016,64
"4314",1219000,"Powiat wielicki",2016,152
"4315",1261000,"Powiat m.Kraków",2016,5003
"4316",1262000,"Powiat m.Nowy Sącz",2016,155
"4317",1263000,"Powiat m.Tarnów",2016,226
"4318",1401000,"Powiat białobrzeski",2016,7
"4319",1402000,"Powiat ciechanowski",2016,68
"4320",1403000,"Powiat garwoliński",2016,19
"4321",1404000,"Powiat gostyniński",2016,30
"4322",1405000,"Powiat grodziski",2016,67
"4323",1406000,"Powiat grójecki",2016,52
"4324",1407000,"Powiat kozienicki",2016,40
"4325",1408000,"Powiat legionowski",2016,194
"4326",1409000,"Powiat lipski",2016,0
"4327",1410000,"Powiat łosicki",2016,19
"4328",1411000,"Powiat makowski",2016,0
"4329",1412000,"Powiat miński",2016,208
"4330",1413000,"Powiat mławski",2016,98
"4331",1414000,"Powiat nowodworski",2016,114
"4332",1415000,"Powiat ostrołęcki",2016,0
"4333",1416000,"Powiat ostrowski",2016,21
"4334",1417000,"Powiat otwocki",2016,106
"4335",1418000,"Powiat piaseczyński",2016,299
"4336",1419000,"Powiat płocki",2016,31
"4337",1420000,"Powiat płoński",2016,80
"4338",1421000,"Powiat pruszkowski",2016,383
"4339",1422000,"Powiat przasnyski",2016,21
"4340",1423000,"Powiat przysuski",2016,4
"4341",1424000,"Powiat pułtuski",2016,72
"4342",1425000,"Powiat radomski",2016,23
"4343",1426000,"Powiat siedlecki",2016,4
"4344",1427000,"Powiat sierpecki",2016,21
"4345",1428000,"Powiat sochaczewski",2016,59
"4346",1429000,"Powiat sokołowski",2016,50
"4347",1430000,"Powiat szydłowiecki",2016,10
"4348",1432000,"Powiat warszawski zachodni",2016,120
"4349",1433000,"Powiat węgrowski",2016,13
"4350",1434000,"Powiat wołomiński",2016,513
"4351",1435000,"Powiat wyszkowski",2016,67
"4352",1436000,"Powiat zwoleński",2016,0
"4353",1437000,"Powiat żuromiński",2016,46
"4354",1438000,"Powiat żyrardowski",2016,90
"4355",1461000,"Powiat m.Ostrołęka",2016,127
"4356",1462000,"Powiat m.Płock",2016,316
"4357",1463000,"Powiat m.Radom",2016,231
"4358",1464000,"Powiat m.Siedlce",2016,409
"4359",1465000,"Powiat m. st. Warszawa",2016,11644
"4360",1601000,"Powiat brzeski",2016,163
"4361",1602000,"Powiat głubczycki",2016,42
"4362",1603000,"Powiat kędzierzyńsko-kozielski",2016,148
"4363",1604000,"Powiat kluczborski",2016,67
"4364",1605000,"Powiat krapkowicki",2016,61
"4365",1606000,"Powiat namysłowski",2016,81
"4366",1607000,"Powiat nyski",2016,165
"4367",1608000,"Powiat oleski",2016,25
"4368",1609000,"Powiat opolski",2016,59
"4369",1610000,"Powiat prudnicki",2016,35
"4370",1611000,"Powiat strzelecki",2016,48
"4371",1661000,"Powiat m.Opole",2016,400
"4372",1801000,"Powiat bieszczadzki",2016,19
"4373",1802000,"Powiat brzozowski",2016,10
"4374",1803000,"Powiat dębicki",2016,49
