"","Kod","Nazwa","rok","Liczba_kwoty_wyplaconych_dodatkow_mieszkaniowych_ogolem_kwota_zl"
"8248",2415000,"Powiat wodzisławski",2010,2668221
"8249",2416000,"Powiat zawierciański",2010,3872278
"8250",2417000,"Powiat żywiecki",2010,1210627
"8251",2461000,"Powiat m.Bielsko-Biała",2010,4773172
"8252",2462000,"Powiat m.Bytom",2010,7287231
"8253",2463000,"Powiat m.Chorzów",2010,14756181
"8254",2464000,"Powiat m.Częstochowa",2010,9201302
"8255",2465000,"Powiat m.Dąbrowa Górnicza",2010,3350575
"8256",2466000,"Powiat m.Gliwice",2010,7707999
"8257",2467000,"Powiat m.Jastrzębie-Zdrój",2010,2592939
"8258",2468000,"Powiat m.Jaworzno",2010,1752292
"8259",2469000,"Powiat m.Katowice",2010,15013369
"8260",2470000,"Powiat m.Mysłowice",2010,3421414
"8261",2471000,"Powiat m.Piekary Śląskie",2010,2787860
"8262",2472000,"Powiat m.Ruda Śląska",2010,5422001
"8263",2473000,"Powiat m.Rybnik",2010,3723437
"8264",2474000,"Powiat m.Siemianowice Śląskie",2010,3927644
"8265",2475000,"Powiat m.Sosnowiec",2010,9747602
"8266",2476000,"Powiat m.Świętochłowice",2010,2930882
"8267",2477000,"Powiat m.Tychy",2010,4332071
"8268",2478000,"Powiat m.Zabrze",2010,10074446
"8269",2479000,"Powiat m.Żory",2010,1008417
"8270",2601000,"Powiat buski",2010,698212
"8271",2602000,"Powiat jędrzejowski",2010,696809
"8272",2603000,"Powiat kazimierski",2010,163773
"8273",2604000,"Powiat kielecki",2010,499634
"8274",2605000,"Powiat konecki",2010,667364
"8275",2606000,"Powiat opatowski",2010,381413
"8276",2607000,"Powiat ostrowiecki",2010,1897649
"8277",2608000,"Powiat pińczowski",2010,731261
"8278",2609000,"Powiat sandomierski",2010,673443
"8279",2610000,"Powiat skarżyski",2010,1449684
"8280",2611000,"Powiat starachowicki",2010,2096437
"8281",2612000,"Powiat staszowski",2010,696388
"8282",2613000,"Powiat włoszczowski",2010,238835
"8283",2661000,"Powiat m.Kielce",2010,3499997
"8284",2801000,"Powiat bartoszycki",2010,3411186
"8285",2802000,"Powiat braniewski",2010,1458067
"8286",2803000,"Powiat działdowski",2010,1777279
"8287",2804000,"Powiat elbląski",2010,849673
"8288",2805000,"Powiat ełcki",2010,2454103
"8289",2806000,"Powiat giżycki",2010,2594638
"8290",2807000,"Powiat iławski",2010,1552630
"8291",2808000,"Powiat kętrzyński",2010,2683764
"8292",2809000,"Powiat lidzbarski",2010,1513546
"8293",2810000,"Powiat mrągowski",2010,1953771
"8294",2811000,"Powiat nidzicki",2010,639686
"8295",2812000,"Powiat nowomiejski",2010,541982
"8296",2813000,"Powiat olecki",2010,1588861
"8297",2814000,"Powiat olsztyński",2010,3044994
"8298",2815000,"Powiat ostródzki",2010,2016007
"8299",2816000,"Powiat piski",2010,2297226
"8300",2817000,"Powiat szczycieński",2010,1490564
"8301",2818000,"Powiat gołdapski",2010,2034628
"8302",2819000,"Powiat węgorzewski",2010,1091124
"8303",2861000,"Powiat m.Elbląg",2010,5972922
"8304",2862000,"Powiat m.Olsztyn",2010,6750829
"8305",3001000,"Powiat chodzieski",2010,1137878
"8306",3002000,"Powiat czarnkowsko-trzcianecki",2010,1995901
"8307",3003000,"Powiat gnieźnieński",2010,5689879
"8308",3004000,"Powiat gostyński",2010,1201488
"8309",3005000,"Powiat grodziski",2010,634451
"8310",3006000,"Powiat jarociński",2010,1331459
"8311",3007000,"Powiat kaliski",2010,418464
"8312",3008000,"Powiat kępiński",2010,669374
"8313",3009000,"Powiat kolski",2010,1964402
"8314",3010000,"Powiat koniński",2010,766323
"8315",3011000,"Powiat kościański",2010,1946302
"8316",3012000,"Powiat krotoszyński",2010,2104632
"8317",3013000,"Powiat leszczyński",2010,345350
"8318",3014000,"Powiat międzychodzki",2010,732372
"8319",3015000,"Powiat nowotomyski",2010,635414
"8320",3016000,"Powiat obornicki",2010,1115052
"8321",3017000,"Powiat ostrowski",2010,4424847
"8322",3018000,"Powiat ostrzeszowski",2010,771937
"8323",3019000,"Powiat pilski",2010,5181497
"8324",3020000,"Powiat pleszewski",2010,1684263
"8325",3021000,"Powiat poznański",2010,3496377
"8326",3022000,"Powiat rawicki",2010,1048349
"8327",3023000,"Powiat słupecki",2010,920168
"8328",3024000,"Powiat szamotulski",2010,1821150
"8329",3025000,"Powiat średzki",2010,732779
"8330",3026000,"Powiat śremski",2010,1826280
"8331",3027000,"Powiat turecki",2010,1290215
"8332",3028000,"Powiat wągrowiecki",2010,2170154
"8333",3029000,"Powiat wolsztyński",2010,612962
"8334",3030000,"Powiat wrzesiński",2010,2232403
"8335",3031000,"Powiat złotowski",2010,2696534
"8336",3061000,"Powiat m.Kalisz",2010,6435737
"8337",3062000,"Powiat m.Konin",2010,2940712
"8338",3063000,"Powiat m.Leszno",2010,2075958
"8339",3064000,"Powiat m.Poznań",2010,14717613
"8340",3201000,"Powiat białogardzki",2010,1209673
"8341",3202000,"Powiat choszczeński",2010,1299268
"8342",3203000,"Powiat drawski",2010,3410035
"8343",3204000,"Powiat goleniowski",2010,1852431
"8344",3205000,"Powiat gryficki",2010,1943918
"8345",3206000,"Powiat gryfiński",2010,1627703
"8346",3207000,"Powiat kamieński",2010,1406162
"8347",3208000,"Powiat kołobrzeski",2010,1540129
"8348",3209000,"Powiat koszaliński",2010,1043874
"8349",3210000,"Powiat myśliborski",2010,2051454
"8350",3211000,"Powiat policki",2010,1442306
"8351",3212000,"Powiat pyrzycki",2010,1148413
"8352",3213000,"Powiat sławieński",2010,1157139
"8353",3214000,"Powiat stargardzki",2010,5233458
"8354",3215000,"Powiat szczecinecki",2010,3230551
"8355",3216000,"Powiat świdwiński",2010,1524294
"8356",3217000,"Powiat wałecki",2010,2082171
"8357",3218000,"Powiat łobeski",2010,996913
"8358",3261000,"Powiat m.Koszalin",2010,3370100
"8359",3262000,"Powiat m.Szczecin",2010,14079902
"8360",3263000,"Powiat m.Świnoujście",2010,930135
"8361",201000,"Powiat bolesławiecki",2011,1867726
"8362",202000,"Powiat dzierżoniowski",2011,3000231
"8363",203000,"Powiat głogowski",2011,2502288
"8364",204000,"Powiat górowski",2011,947778
"8365",205000,"Powiat jaworski",2011,1174112
"8366",206000,"Powiat jeleniogórski",2011,1599606
"8367",207000,"Powiat kamiennogórski",2011,949302
"8368",208000,"Powiat kłodzki",2011,4963986
"8369",209000,"Powiat legnicki",2011,990534
"8370",210000,"Powiat lubański",2011,1839894
"8371",211000,"Powiat lubiński",2011,1962737
"8372",212000,"Powiat lwówecki",2011,833920
"8373",213000,"Powiat milicki",2011,425014
"8374",214000,"Powiat oleśnicki",2011,2645232
"8375",215000,"Powiat oławski",2011,1443278
"8376",216000,"Powiat polkowicki",2011,1313716
"8377",217000,"Powiat strzeliński",2011,944481
"8378",218000,"Powiat średzki",2011,305674
"8379",219000,"Powiat świdnicki",2011,1903019
"8380",220000,"Powiat trzebnicki",2011,950154
"8381",221000,"Powiat wałbrzyski",2011,9104674
"8382",222000,"Powiat wołowski",2011,996418
"8383",223000,"Powiat wrocławski",2011,419708
"8384",224000,"Powiat ząbkowicki",2011,1445855
"8385",225000,"Powiat zgorzelecki",2011,1921613
"8386",226000,"Powiat złotoryjski",2011,1202903
"8387",261000,"Powiat m.Jelenia Góra",2011,1883555
"8388",262000,"Powiat m.Legnica",2011,4936814
"8389",264000,"Powiat m.Wrocław",2011,10178385
"8390",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"8391",401000,"Powiat aleksandrowski",2011,907354
"8392",402000,"Powiat brodnicki",2011,1826975
"8393",403000,"Powiat bydgoski",2011,2314173
"8394",404000,"Powiat chełmiński",2011,1649820
"8395",405000,"Powiat golubsko-dobrzyński",2011,1414775
"8396",406000,"Powiat grudziądzki",2011,932886
"8397",407000,"Powiat inowrocławski",2011,7148033
"8398",408000,"Powiat lipnowski",2011,1136634
"8399",409000,"Powiat mogileński",2011,1443139
"8400",410000,"Powiat nakielski",2011,3348090
"8401",411000,"Powiat radziejowski",2011,718111
"8402",412000,"Powiat rypiński",2011,1349155
"8403",413000,"Powiat sępoleński",2011,1423157
"8404",414000,"Powiat świecki",2011,2564533
"8405",415000,"Powiat toruński",2011,1599048
"8406",416000,"Powiat tucholski",2011,1375281
"8407",417000,"Powiat wąbrzeski",2011,1285124
"8408",418000,"Powiat włocławski",2011,873893
"8409",419000,"Powiat żniński",2011,2677032
"8410",461000,"Powiat m.Bydgoszcz",2011,16412462
"8411",462000,"Powiat m.Grudziądz",2011,8894880
"8412",463000,"Powiat m.Toruń",2011,8464611
"8413",464000,"Powiat m.Włocławek",2011,4155070
"8414",601000,"Powiat bialski",2011,1515469
"8415",602000,"Powiat biłgorajski",2011,1033305
"8416",603000,"Powiat chełmski",2011,800737
"8417",604000,"Powiat hrubieszowski",2011,1305939
"8418",605000,"Powiat janowski",2011,256194
"8419",606000,"Powiat krasnostawski",2011,831797
"8420",607000,"Powiat kraśnicki",2011,1361330
"8421",608000,"Powiat lubartowski",2011,724195
"8422",609000,"Powiat lubelski",2011,806253
"8423",610000,"Powiat łęczyński",2011,646364
"8424",611000,"Powiat łukowski",2011,910000
"8425",612000,"Powiat opolski",2011,1712291
"8426",613000,"Powiat parczewski",2011,594668
"8427",614000,"Powiat puławski",2011,1637921
"8428",615000,"Powiat radzyński",2011,884797
"8429",616000,"Powiat rycki",2011,568576
"8430",617000,"Powiat świdnicki",2011,1305348
"8431",618000,"Powiat tomaszowski",2011,1419470
"8432",619000,"Powiat włodawski",2011,933010
"8433",620000,"Powiat zamojski",2011,315604
"8434",661000,"Powiat m.Biała Podlaska",2011,2163097
"8435",662000,"Powiat m.Chełm",2011,1957829
"8436",663000,"Powiat m.Lublin",2011,13251916
"8437",664000,"Powiat m.Zamość",2011,4843294
"8438",801000,"Powiat gorzowski",2011,945322
"8439",802000,"Powiat krośnieński",2011,2146904
"8440",803000,"Powiat międzyrzecki",2011,1990123
"8441",804000,"Powiat nowosolski",2011,2849583
"8442",805000,"Powiat słubicki",2011,1294409
"8443",806000,"Powiat strzelecko-drezdenecki",2011,1180001
"8444",807000,"Powiat sulęciński",2011,858002
"8445",808000,"Powiat świebodziński",2011,735909
"8446",809000,"Powiat zielonogórski",2011,1461645
"8447",810000,"Powiat żagański",2011,3195422
"8448",811000,"Powiat żarski",2011,2563126
"8449",812000,"Powiat wschowski",2011,536001
"8450",861000,"Powiat m.Gorzów Wielkopolski",2011,4375705
"8451",862000,"Powiat m.Zielona Góra",2011,3636877
"8452",1001000,"Powiat bełchatowski",2011,2086181
"8453",1002000,"Powiat kutnowski",2011,3829442
"8454",1003000,"Powiat łaski",2011,1056486
"8455",1004000,"Powiat łęczycki",2011,624319
"8456",1005000,"Powiat łowicki",2011,980431
"8457",1006000,"Powiat łódzki wschodni",2011,456580
"8458",1007000,"Powiat opoczyński",2011,534722
"8459",1008000,"Powiat pabianicki",2011,2505626
"8460",1009000,"Powiat pajęczański",2011,234546
"8461",1010000,"Powiat piotrkowski",2011,596337
"8462",1011000,"Powiat poddębicki",2011,413197
"8463",1012000,"Powiat radomszczański",2011,1256514
"8464",1013000,"Powiat rawski",2011,681458
"8465",1014000,"Powiat sieradzki",2011,1850050
"8466",1015000,"Powiat skierniewicki",2011,12325
"8467",1016000,"Powiat tomaszowski",2011,2373022
"8468",1017000,"Powiat wieluński",2011,1164791
"8469",1018000,"Powiat wieruszowski",2011,433547
"8470",1019000,"Powiat zduńskowolski",2011,1633839
"8471",1020000,"Powiat zgierski",2011,3244083
"8472",1021000,"Powiat brzeziński",2011,355515
"8473",1061000,"Powiat m.Łódź",2011,23970940
"8474",1062000,"Powiat m.Piotrków Trybunalski",2011,4045000
"8475",1063000,"Powiat m.Skierniewice",2011,883943
"8476",1201000,"Powiat bocheński",2011,551863
"8477",1202000,"Powiat brzeski",2011,409212
"8478",1203000,"Powiat chrzanowski",2011,3590482
"8479",1204000,"Powiat dąbrowski",2011,352621
"8480",1205000,"Powiat gorlicki",2011,1334570
"8481",1206000,"Powiat krakowski",2011,942307
"8482",1207000,"Powiat limanowski",2011,450394
"8483",1208000,"Powiat miechowski",2011,356685
"8484",1209000,"Powiat myślenicki",2011,274396
"8485",1210000,"Powiat nowosądecki",2011,1024758
"8486",1211000,"Powiat nowotarski",2011,1187116
"8487",1212000,"Powiat olkuski",2011,1498165
"8488",1213000,"Powiat oświęcimski",2011,3282869
"8489",1214000,"Powiat proszowicki",2011,409019
"8490",1215000,"Powiat suski",2011,198193
"8491",1216000,"Powiat tarnowski",2011,369426
"8492",1217000,"Powiat tatrzański",2011,501812
"8493",1218000,"Powiat wadowicki",2011,1751256
"8494",1219000,"Powiat wielicki",2011,225504
"8495",1261000,"Powiat m.Kraków",2011,16341583
"8496",1262000,"Powiat m.Nowy Sącz",2011,2848332
"8497",1263000,"Powiat m.Tarnów",2011,5338995
"8498",1401000,"Powiat białobrzeski",2011,115341
"8499",1402000,"Powiat ciechanowski",2011,2538119
"8500",1403000,"Powiat garwoliński",2011,397246
"8501",1404000,"Powiat gostyniński",2011,814970
"8502",1405000,"Powiat grodziski",2011,998420
"8503",1406000,"Powiat grójecki",2011,571812
"8504",1407000,"Powiat kozienicki",2011,595700
"8505",1408000,"Powiat legionowski",2011,978920
"8506",1409000,"Powiat lipski",2011,118236
"8507",1410000,"Powiat łosicki",2011,254899
"8508",1411000,"Powiat makowski",2011,662254
"8509",1412000,"Powiat miński",2011,965675
"8510",1413000,"Powiat mławski",2011,1058022
"8511",1414000,"Powiat nowodworski",2011,1218380
"8512",1415000,"Powiat ostrołęcki",2011,328977
"8513",1416000,"Powiat ostrowski",2011,791960
"8514",1417000,"Powiat otwocki",2011,1134116
"8515",1418000,"Powiat piaseczyński",2011,1249688
"8516",1419000,"Powiat płocki",2011,428847
"8517",1420000,"Powiat płoński",2011,916840
"8518",1421000,"Powiat pruszkowski",2011,1525412
"8519",1422000,"Powiat przasnyski",2011,782770
"8520",1423000,"Powiat przysuski",2011,109952
"8521",1424000,"Powiat pułtuski",2011,1122497
"8522",1425000,"Powiat radomski",2011,955949
"8523",1426000,"Powiat siedlecki",2011,113633
"8524",1427000,"Powiat sierpecki",2011,1433290
"8525",1428000,"Powiat sochaczewski",2011,1495928
"8526",1429000,"Powiat sokołowski",2011,363838
"8527",1430000,"Powiat szydłowiecki",2011,405267
"8528",1432000,"Powiat warszawski zachodni",2011,274583
"8529",1433000,"Powiat węgrowski",2011,895261
"8530",1434000,"Powiat wołomiński",2011,2057424
"8531",1435000,"Powiat wyszkowski",2011,450958
"8532",1436000,"Powiat zwoleński",2011,130937
"8533",1437000,"Powiat żuromiński",2011,719547
"8534",1438000,"Powiat żyrardowski",2011,1821915
"8535",1461000,"Powiat m.Ostrołęka",2011,2554991
"8536",1462000,"Powiat m.Płock",2011,6488199
"8537",1463000,"Powiat m.Radom",2011,10169996
"8538",1464000,"Powiat m.Siedlce",2011,1734611
"8539",1465000,"Powiat m. st. Warszawa",2011,33822201
"8540",1601000,"Powiat brzeski",2011,2043277
"8541",1602000,"Powiat głubczycki",2011,935571
"8542",1603000,"Powiat kędzierzyńsko-kozielski",2011,2582319
"8543",1604000,"Powiat kluczborski",2011,1550592
"8544",1605000,"Powiat krapkowicki",2011,901295
"8545",1606000,"Powiat namysłowski",2011,674313
"8546",1607000,"Powiat nyski",2011,2771458
"8547",1608000,"Powiat oleski",2011,590873
"8548",1609000,"Powiat opolski",2011,869027
"8549",1610000,"Powiat prudnicki",2011,1592705
"8550",1611000,"Powiat strzelecki",2011,1395597
"8551",1661000,"Powiat m.Opole",2011,2069154
"8552",1801000,"Powiat bieszczadzki",2011,1119928
"8553",1802000,"Powiat brzozowski",2011,127151
"8554",1803000,"Powiat dębicki",2011,1637702
"8555",1804000,"Powiat jarosławski",2011,1949691
"8556",1805000,"Powiat jasielski",2011,2302631
"8557",1806000,"Powiat kolbuszowski",2011,309123
"8558",1807000,"Powiat krośnieński",2011,255489
"8559",1808000,"Powiat leżajski",2011,782006
"8560",1809000,"Powiat lubaczowski",2011,715652
"8561",1810000,"Powiat łańcucki",2011,319902
"8562",1811000,"Powiat mielecki",2011,1723945
"8563",1812000,"Powiat niżański",2011,665627
"8564",1813000,"Powiat przemyski",2011,287743
"8565",1814000,"Powiat przeworski",2011,540069
"8566",1815000,"Powiat ropczycko-sędziszowski",2011,280108
"8567",1816000,"Powiat rzeszowski",2011,346899
"8568",1817000,"Powiat sanocki",2011,2104980
"8569",1818000,"Powiat stalowowolski",2011,1183684
"8570",1819000,"Powiat strzyżowski",2011,283317
"8571",1820000,"Powiat tarnobrzeski",2011,850267
"8572",1821000,"Powiat leski",2011,401772
"8573",1861000,"Powiat m.Krosno",2011,1193581
"8574",1862000,"Powiat m.Przemyśl",2011,4991638
"8575",1863000,"Powiat m.Rzeszów",2011,6117672
"8576",1864000,"Powiat m.Tarnobrzeg",2011,2520749
"8577",2001000,"Powiat augustowski",2011,965191
"8578",2002000,"Powiat białostocki",2011,2309381
"8579",2003000,"Powiat bielski",2011,1125865
"8580",2004000,"Powiat grajewski",2011,1116898
"8581",2005000,"Powiat hajnowski",2011,1503073
"8582",2006000,"Powiat kolneński",2011,748064
"8583",2007000,"Powiat łomżyński",2011,223600
"8584",2008000,"Powiat moniecki",2011,673624
"8585",2009000,"Powiat sejneński",2011,302705
"8586",2010000,"Powiat siemiatycki",2011,385772
"8587",2011000,"Powiat sokólski",2011,1635935
"8588",2012000,"Powiat suwalski",2011,458898
"8589",2013000,"Powiat wysokomazowiecki",2011,386966
"8590",2014000,"Powiat zambrowski",2011,873668
"8591",2061000,"Powiat m.Białystok",2011,14474119
"8592",2062000,"Powiat m.Łomża",2011,3280133
"8593",2063000,"Powiat m.Suwałki",2011,3683277
"8594",2201000,"Powiat bytowski",2011,765529
"8595",2202000,"Powiat chojnicki",2011,3107772
"8596",2203000,"Powiat człuchowski",2011,1954837
"8597",2204000,"Powiat gdański",2011,1457062
"8598",2205000,"Powiat kartuski",2011,1687703
"8599",2206000,"Powiat kościerski",2011,1951715
"8600",2207000,"Powiat kwidzyński",2011,2464984
"8601",2208000,"Powiat lęborski",2011,1974902
"8602",2209000,"Powiat malborski",2011,2570240
"8603",2210000,"Powiat nowodworski",2011,856560
"8604",2211000,"Powiat pucki",2011,957529
"8605",2212000,"Powiat słupski",2011,1668048
"8606",2213000,"Powiat starogardzki",2011,3604589
"8607",2214000,"Powiat tczewski",2011,4373205
"8608",2215000,"Powiat wejherowski",2011,5114281
"8609",2216000,"Powiat sztumski",2011,2045106
"8610",2261000,"Powiat m.Gdańsk",2011,13376435
"8611",2262000,"Powiat m.Gdynia",2011,5509838
"8612",2263000,"Powiat m.Słupsk",2011,2355303
"8613",2264000,"Powiat m.Sopot",2011,694677
"8614",2401000,"Powiat będziński",2011,5591059
"8615",2402000,"Powiat bielski",2011,1052939
"8616",2403000,"Powiat cieszyński",2011,2483201
"8617",2404000,"Powiat częstochowski",2011,670283
"8618",2405000,"Powiat gliwicki",2011,2287320
"8619",2406000,"Powiat kłobucki",2011,219630
"8620",2407000,"Powiat lubliniecki",2011,862866
"8621",2408000,"Powiat mikołowski",2011,2045524
"8622",2409000,"Powiat myszkowski",2011,1482043
"8623",2410000,"Powiat pszczyński",2011,773111
"8624",2411000,"Powiat raciborski",2011,3242572
"8625",2412000,"Powiat rybnicki",2011,750764
"8626",2413000,"Powiat tarnogórski",2011,3108596
"8627",2414000,"Powiat bieruńsko-lędziński",2011,316414
"8628",2415000,"Powiat wodzisławski",2011,2853686
"8629",2416000,"Powiat zawierciański",2011,3936036
"8630",2417000,"Powiat żywiecki",2011,1320570
"8631",2461000,"Powiat m.Bielsko-Biała",2011,5097746
"8632",2462000,"Powiat m.Bytom",2011,7555298
"8633",2463000,"Powiat m.Chorzów",2011,15643827
"8634",2464000,"Powiat m.Częstochowa",2011,9330124
"8635",2465000,"Powiat m.Dąbrowa Górnicza",2011,3481374
"8636",2466000,"Powiat m.Gliwice",2011,7130967
"8637",2467000,"Powiat m.Jastrzębie-Zdrój",2011,2579527
"8638",2468000,"Powiat m.Jaworzno",2011,1910516
"8639",2469000,"Powiat m.Katowice",2011,15272894
"8640",2470000,"Powiat m.Mysłowice",2011,3529739
"8641",2471000,"Powiat m.Piekary Śląskie",2011,2870103
"8642",2472000,"Powiat m.Ruda Śląska",2011,5874492
"8643",2473000,"Powiat m.Rybnik",2011,4066958
"8644",2474000,"Powiat m.Siemianowice Śląskie",2011,3986705
"8645",2475000,"Powiat m.Sosnowiec",2011,10233633
"8646",2476000,"Powiat m.Świętochłowice",2011,2809018
"8647",2477000,"Powiat m.Tychy",2011,4661332
"8648",2478000,"Powiat m.Zabrze",2011,10141763
"8649",2479000,"Powiat m.Żory",2011,1150620
"8650",2601000,"Powiat buski",2011,710142
"8651",2602000,"Powiat jędrzejowski",2011,746333
"8652",2603000,"Powiat kazimierski",2011,167799
"8653",2604000,"Powiat kielecki",2011,489078
"8654",2605000,"Powiat konecki",2011,639363
"8655",2606000,"Powiat opatowski",2011,326067
"8656",2607000,"Powiat ostrowiecki",2011,1892805
"8657",2608000,"Powiat pińczowski",2011,681916
"8658",2609000,"Powiat sandomierski",2011,595513
"8659",2610000,"Powiat skarżyski",2011,1517819
"8660",2611000,"Powiat starachowicki",2011,2213090
"8661",2612000,"Powiat staszowski",2011,737481
"8662",2613000,"Powiat włoszczowski",2011,253489
"8663",2661000,"Powiat m.Kielce",2011,3700145
"8664",2801000,"Powiat bartoszycki",2011,3386029
"8665",2802000,"Powiat braniewski",2011,1469696
"8666",2803000,"Powiat działdowski",2011,1778270
"8667",2804000,"Powiat elbląski",2011,924902
"8668",2805000,"Powiat ełcki",2011,2511461
"8669",2806000,"Powiat giżycki",2011,2534241
"8670",2807000,"Powiat iławski",2011,1556353
"8671",2808000,"Powiat kętrzyński",2011,2680880
"8672",2809000,"Powiat lidzbarski",2011,1520381
"8673",2810000,"Powiat mrągowski",2011,1987766
"8674",2811000,"Powiat nidzicki",2011,614366
"8675",2812000,"Powiat nowomiejski",2011,613236
"8676",2813000,"Powiat olecki",2011,1579399
"8677",2814000,"Powiat olsztyński",2011,2960496
"8678",2815000,"Powiat ostródzki",2011,1902207
"8679",2816000,"Powiat piski",2011,2223754
"8680",2817000,"Powiat szczycieński",2011,1333068
"8681",2818000,"Powiat gołdapski",2011,1922872
"8682",2819000,"Powiat węgorzewski",2011,1067683
"8683",2861000,"Powiat m.Elbląg",2011,7191331
"8684",2862000,"Powiat m.Olsztyn",2011,6203176
"8685",3001000,"Powiat chodzieski",2011,1259267
"8686",3002000,"Powiat czarnkowsko-trzcianecki",2011,1927975
"8687",3003000,"Powiat gnieźnieński",2011,6426420
"8688",3004000,"Powiat gostyński",2011,1212109
"8689",3005000,"Powiat grodziski",2011,617299
"8690",3006000,"Powiat jarociński",2011,1431505
"8691",3007000,"Powiat kaliski",2011,399354
"8692",3008000,"Powiat kępiński",2011,720075
"8693",3009000,"Powiat kolski",2011,1974592
"8694",3010000,"Powiat koniński",2011,779123
"8695",3011000,"Powiat kościański",2011,2006802
"8696",3012000,"Powiat krotoszyński",2011,2174715
"8697",3013000,"Powiat leszczyński",2011,309985
"8698",3014000,"Powiat międzychodzki",2011,759588
"8699",3015000,"Powiat nowotomyski",2011,615612
"8700",3016000,"Powiat obornicki",2011,1162795
"8701",3017000,"Powiat ostrowski",2011,4430454
"8702",3018000,"Powiat ostrzeszowski",2011,829847
"8703",3019000,"Powiat pilski",2011,5298117
"8704",3020000,"Powiat pleszewski",2011,1778768
"8705",3021000,"Powiat poznański",2011,3738874
"8706",3022000,"Powiat rawicki",2011,1085074
"8707",3023000,"Powiat słupecki",2011,952068
"8708",3024000,"Powiat szamotulski",2011,1819869
"8709",3025000,"Powiat średzki",2011,706206
"8710",3026000,"Powiat śremski",2011,1812406
"8711",3027000,"Powiat turecki",2011,1307081
"8712",3028000,"Powiat wągrowiecki",2011,2175223
"8713",3029000,"Powiat wolsztyński",2011,646498
"8714",3030000,"Powiat wrzesiński",2011,2340070
"8715",3031000,"Powiat złotowski",2011,2729121
"8716",3061000,"Powiat m.Kalisz",2011,6429908
"8717",3062000,"Powiat m.Konin",2011,2900662
"8718",3063000,"Powiat m.Leszno",2011,2005526
"8719",3064000,"Powiat m.Poznań",2011,15376433
"8720",3201000,"Powiat białogardzki",2011,1400025
"8721",3202000,"Powiat choszczeński",2011,1179493
"8722",3203000,"Powiat drawski",2011,3548644
"8723",3204000,"Powiat goleniowski",2011,1825373
"8724",3205000,"Powiat gryficki",2011,2133369
"8725",3206000,"Powiat gryfiński",2011,1721256
"8726",3207000,"Powiat kamieński",2011,1471804
"8727",3208000,"Powiat kołobrzeski",2011,1622073
"8728",3209000,"Powiat koszaliński",2011,1070262
"8729",3210000,"Powiat myśliborski",2011,2063876
"8730",3211000,"Powiat policki",2011,1464127
"8731",3212000,"Powiat pyrzycki",2011,1149994
"8732",3213000,"Powiat sławieński",2011,1188041
"8733",3214000,"Powiat stargardzki",2011,5255340
"8734",3215000,"Powiat szczecinecki",2011,3519623
"8735",3216000,"Powiat świdwiński",2011,1678161
"8736",3217000,"Powiat wałecki",2011,2026912
"8737",3218000,"Powiat łobeski",2011,1018076
"8738",3261000,"Powiat m.Koszalin",2011,3704792
"8739",3262000,"Powiat m.Szczecin",2011,13385017
"8740",3263000,"Powiat m.Świnoujście",2011,1042281
"8741",201000,"Powiat bolesławiecki",2012,1923739
"8742",202000,"Powiat dzierżoniowski",2012,3127517
"8743",203000,"Powiat głogowski",2012,2576094
"8744",204000,"Powiat górowski",2012,1078046
"8745",205000,"Powiat jaworski",2012,1191993
"8746",206000,"Powiat jeleniogórski",2012,1320714
"8747",207000,"Powiat kamiennogórski",2012,1034741
"8748",208000,"Powiat kłodzki",2012,5420951
"8749",209000,"Powiat legnicki",2012,1044162
"8750",210000,"Powiat lubański",2012,1807587
"8751",211000,"Powiat lubiński",2012,1738292
"8752",212000,"Powiat lwówecki",2012,917101
"8753",213000,"Powiat milicki",2012,405020
"8754",214000,"Powiat oleśnicki",2012,2564169
"8755",215000,"Powiat oławski",2012,1511111
"8756",216000,"Powiat polkowicki",2012,1357979
"8757",217000,"Powiat strzeliński",2012,866081
"8758",218000,"Powiat średzki",2012,310808
"8759",219000,"Powiat świdnicki",2012,1898034
"8760",220000,"Powiat trzebnicki",2012,951627
"8761",221000,"Powiat wałbrzyski",2012,7767915
"8762",222000,"Powiat wołowski",2012,1093970
"8763",223000,"Powiat wrocławski",2012,439610
"8764",224000,"Powiat ząbkowicki",2012,1526731
"8765",225000,"Powiat zgorzelecki",2012,2107226
"8766",226000,"Powiat złotoryjski",2012,1246980
"8767",261000,"Powiat m.Jelenia Góra",2012,2087492
"8768",262000,"Powiat m.Legnica",2012,5037432
"8769",264000,"Powiat m.Wrocław",2012,11300000
"8770",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"8771",401000,"Powiat aleksandrowski",2012,973248
"8772",402000,"Powiat brodnicki",2012,1709179
"8773",403000,"Powiat bydgoski",2012,2467087
"8774",404000,"Powiat chełmiński",2012,1595104
"8775",405000,"Powiat golubsko-dobrzyński",2012,1598222
"8776",406000,"Powiat grudziądzki",2012,985800
"8777",407000,"Powiat inowrocławski",2012,8257422
"8778",408000,"Powiat lipnowski",2012,1197452
"8779",409000,"Powiat mogileński",2012,1347759
"8780",410000,"Powiat nakielski",2012,3522254
"8781",411000,"Powiat radziejowski",2012,731667
"8782",412000,"Powiat rypiński",2012,1484192
"8783",413000,"Powiat sępoleński",2012,1472255
"8784",414000,"Powiat świecki",2012,2459923
"8785",415000,"Powiat toruński",2012,1691020
