"","Kod","Nazwa","rok","Wydatki_powiatow_na_1_mieszkanca_ogolem_zl"
"2715",2203000,"Powiat człuchowski",2010,1677.24
"2716",2204000,"Powiat gdański",2010,716.4
"2717",2205000,"Powiat kartuski",2010,844.36
"2718",2206000,"Powiat kościerski",2010,1001.46
"2719",2207000,"Powiat kwidzyński",2010,933.46
"2720",2208000,"Powiat lęborski",2010,995.37
"2721",2209000,"Powiat malborski",2010,1314.22
"2722",2210000,"Powiat nowodworski",2010,1180.4
"2723",2211000,"Powiat pucki",2010,721.66
"2724",2212000,"Powiat słupski",2010,857.15
"2725",2213000,"Powiat starogardzki",2010,868.1
"2726",2214000,"Powiat tczewski",2010,1054.74
"2727",2215000,"Powiat wejherowski",2010,693.79
"2728",2216000,"Powiat sztumski",2010,1021.25
"2729",2401000,"Powiat będziński",2010,619.05
"2730",2402000,"Powiat bielski",2010,579.5
"2731",2403000,"Powiat cieszyński",2010,983.55
"2732",2404000,"Powiat częstochowski",2010,710.09
"2733",2405000,"Powiat gliwicki",2010,497.06
"2734",2406000,"Powiat kłobucki",2010,742.22
"2735",2407000,"Powiat lubliniecki",2010,1058.98
"2736",2408000,"Powiat mikołowski",2010,872.79
"2737",2409000,"Powiat myszkowski",2010,969.55
"2738",2410000,"Powiat pszczyński",2010,821.43
"2739",2411000,"Powiat raciborski",2010,1116.36
"2740",2412000,"Powiat rybnicki",2010,441.88
"2741",2413000,"Powiat tarnogórski",2010,939.12
"2742",2414000,"Powiat bieruńsko-lędziński",2010,780.57
"2743",2415000,"Powiat wodzisławski",2010,706.75
"2744",2416000,"Powiat zawierciański",2010,1044.17
"2745",2417000,"Powiat żywiecki",2010,994.86
"2746",2601000,"Powiat buski",2010,1286.98
"2747",2602000,"Powiat jędrzejowski",2010,942.8
"2748",2603000,"Powiat kazimierski",2010,1093.46
"2749",2604000,"Powiat kielecki",2010,670.59
"2750",2605000,"Powiat konecki",2010,890.98
"2751",2606000,"Powiat opatowski",2010,1060.43
"2752",2607000,"Powiat ostrowiecki",2010,1044.84
"2753",2608000,"Powiat pińczowski",2010,936.45
"2754",2609000,"Powiat sandomierski",2010,1040.44
"2755",2610000,"Powiat skarżyski",2010,1350.23
"2756",2611000,"Powiat starachowicki",2010,1037.48
"2757",2612000,"Powiat staszowski",2010,1208.98
"2758",2613000,"Powiat włoszczowski",2010,892.49
"2759",2801000,"Powiat bartoszycki",2010,1081.25
"2760",2802000,"Powiat braniewski",2010,1024.49
"2761",2803000,"Powiat działdowski",2010,820.04
"2762",2804000,"Powiat elbląski",2010,980.67
"2763",2805000,"Powiat ełcki",2010,1300.17
"2764",2806000,"Powiat giżycki",2010,1214.9
"2765",2807000,"Powiat iławski",2010,943.48
"2766",2808000,"Powiat kętrzyński",2010,916.01
"2767",2809000,"Powiat lidzbarski",2010,1381.02
"2768",2810000,"Powiat mrągowski",2010,1205.49
"2769",2811000,"Powiat nidzicki",2010,1370.74
"2770",2812000,"Powiat nowomiejski",2010,832.64
"2771",2813000,"Powiat olecki",2010,1669.36
"2772",2814000,"Powiat olsztyński",2010,796.85
"2773",2815000,"Powiat ostródzki",2010,1006.51
"2774",2816000,"Powiat piski",2010,1131.93
"2775",2817000,"Powiat szczycieński",2010,1351.9
"2776",2818000,"Powiat gołdapski",2010,1110
"2777",2819000,"Powiat węgorzewski",2010,1661.33
"2778",3001000,"Powiat chodzieski",2010,922.31
"2779",3002000,"Powiat czarnkowsko-trzcianecki",2010,929
"2780",3003000,"Powiat gnieźnieński",2010,883.59
"2781",3004000,"Powiat gostyński",2010,1019.13
"2782",3005000,"Powiat grodziski",2010,690.95
"2783",3006000,"Powiat jarociński",2010,975.75
"2784",3007000,"Powiat kaliski",2010,531.06
"2785",3008000,"Powiat kępiński",2010,740.11
"2786",3009000,"Powiat kolski",2010,881.72
"2787",3010000,"Powiat koniński",2010,735.56
"2788",3011000,"Powiat kościański",2010,857.52
"2789",3012000,"Powiat krotoszyński",2010,1134.04
"2790",3013000,"Powiat leszczyński",2010,636.02
"2791",3014000,"Powiat międzychodzki",2010,1223.13
"2792",3015000,"Powiat nowotomyski",2010,815.09
"2793",3016000,"Powiat obornicki",2010,718.35
"2794",3017000,"Powiat ostrowski",2010,863.73
"2795",3018000,"Powiat ostrzeszowski",2010,1239.37
"2796",3019000,"Powiat pilski",2010,1076.94
"2797",3020000,"Powiat pleszewski",2010,1231.07
"2798",3021000,"Powiat poznański",2010,593.97
"2799",3022000,"Powiat rawicki",2010,909.75
"2800",3023000,"Powiat słupecki",2010,1046.62
"2801",3024000,"Powiat szamotulski",2010,844.17
"2802",3025000,"Powiat średzki",2010,930.22
"2803",3026000,"Powiat śremski",2010,885.64
"2804",3027000,"Powiat turecki",2010,931.59
"2805",3028000,"Powiat wągrowiecki",2010,968.57
"2806",3029000,"Powiat wolsztyński",2010,1026.81
"2807",3030000,"Powiat wrzesiński",2010,832.49
"2808",3031000,"Powiat złotowski",2010,1018.76
"2809",3201000,"Powiat białogardzki",2010,1248.57
"2810",3202000,"Powiat choszczeński",2010,1105.12
"2811",3203000,"Powiat drawski",2010,1180.8
"2812",3204000,"Powiat goleniowski",2010,912.4
"2813",3205000,"Powiat gryficki",2010,1334.8
"2814",3206000,"Powiat gryfiński",2010,730.17
"2815",3207000,"Powiat kamieński",2010,1184.12
"2816",3208000,"Powiat kołobrzeski",2010,1265.39
"2817",3209000,"Powiat koszaliński",2010,1405.17
"2818",3210000,"Powiat myśliborski",2010,1085.1
"2819",3211000,"Powiat policki",2010,990.25
"2820",3212000,"Powiat pyrzycki",2010,921.71
"2821",3213000,"Powiat sławieński",2010,988.69
"2822",3214000,"Powiat stargardzki",2010,925.28
"2823",3215000,"Powiat szczecinecki",2010,1349.84
"2824",3216000,"Powiat świdwiński",2010,1054.81
"2825",3217000,"Powiat wałecki",2010,1067
"2826",3218000,"Powiat łobeski",2010,1020.04
"2827",201000,"Powiat bolesławiecki",2011,771.72
"2828",202000,"Powiat dzierżoniowski",2011,834.66
"2829",203000,"Powiat głogowski",2011,1019.63
"2830",204000,"Powiat górowski",2011,1634.98
"2831",205000,"Powiat jaworski",2011,947.21
"2832",206000,"Powiat jeleniogórski",2011,1333.87
"2833",207000,"Powiat kamiennogórski",2011,1001.37
"2834",208000,"Powiat kłodzki",2011,1027.81
"2835",209000,"Powiat legnicki",2011,1025.71
"2836",210000,"Powiat lubański",2011,1432.76
"2837",211000,"Powiat lubiński",2011,927.78
"2838",212000,"Powiat lwówecki",2011,1282.3
"2839",213000,"Powiat milicki",2011,1798.34
"2840",214000,"Powiat oleśnicki",2011,937.57
"2841",215000,"Powiat oławski",2011,827.31
"2842",216000,"Powiat polkowicki",2011,873.5
"2843",217000,"Powiat strzeliński",2011,1042.07
"2844",218000,"Powiat średzki",2011,801.41
"2845",219000,"Powiat świdnicki",2011,1399.89
"2846",220000,"Powiat trzebnicki",2011,862.92
"2847",221000,"Powiat wałbrzyski",2011,729.03
"2848",222000,"Powiat wołowski",2011,1033.63
"2849",223000,"Powiat wrocławski",2011,678.93
"2850",224000,"Powiat ząbkowicki",2011,1171.46
"2851",225000,"Powiat zgorzelecki",2011,921.5
"2852",226000,"Powiat złotoryjski",2011,1069.9
"2853",401000,"Powiat aleksandrowski",2011,865.21
"2854",402000,"Powiat brodnicki",2011,911.35
"2855",403000,"Powiat bydgoski",2011,577.6
"2856",404000,"Powiat chełmiński",2011,1194.81
"2857",405000,"Powiat golubsko-dobrzyński",2011,803.52
"2858",406000,"Powiat grudziądzki",2011,575.31
"2859",407000,"Powiat inowrocławski",2011,895.14
"2860",408000,"Powiat lipnowski",2011,837.61
"2861",409000,"Powiat mogileński",2011,1195.61
"2862",410000,"Powiat nakielski",2011,948.19
"2863",411000,"Powiat radziejowski",2011,1209.12
"2864",412000,"Powiat rypiński",2011,905.93
"2865",413000,"Powiat sępoleński",2011,1267.31
"2866",414000,"Powiat świecki",2011,850.45
"2867",415000,"Powiat toruński",2011,739.95
"2868",416000,"Powiat tucholski",2011,1319.5
"2869",417000,"Powiat wąbrzeski",2011,883.66
"2870",418000,"Powiat włocławski",2011,799.73
"2871",419000,"Powiat żniński",2011,1208.27
"2872",601000,"Powiat bialski",2011,718.77
"2873",602000,"Powiat biłgorajski",2011,1082.48
"2874",603000,"Powiat chełmski",2011,943.99
"2875",604000,"Powiat hrubieszowski",2011,895.91
"2876",605000,"Powiat janowski",2011,836.25
"2877",606000,"Powiat krasnostawski",2011,1198.19
"2878",607000,"Powiat kraśnicki",2011,908.02
"2879",608000,"Powiat lubartowski",2011,996.87
"2880",609000,"Powiat lubelski",2011,1166.26
"2881",610000,"Powiat łęczyński",2011,849.76
"2882",611000,"Powiat łukowski",2011,982.3
"2883",612000,"Powiat opolski",2011,988.03
"2884",613000,"Powiat parczewski",2011,988.03
"2885",614000,"Powiat puławski",2011,851.13
"2886",615000,"Powiat radzyński",2011,734.78
"2887",616000,"Powiat rycki",2011,859.11
"2888",617000,"Powiat świdnicki",2011,750.35
"2889",618000,"Powiat tomaszowski",2011,1129.49
"2890",619000,"Powiat włodawski",2011,1648.3
"2891",620000,"Powiat zamojski",2011,669.54
"2892",801000,"Powiat gorzowski",2011,906.15
"2893",802000,"Powiat krośnieński",2011,1310.56
"2894",803000,"Powiat międzyrzecki",2011,964.15
"2895",804000,"Powiat nowosolski",2011,1102.99
"2896",805000,"Powiat słubicki",2011,1225.91
"2897",806000,"Powiat strzelecko-drezdenecki",2011,1215.8
"2898",807000,"Powiat sulęciński",2011,963.65
"2899",808000,"Powiat świebodziński",2011,1138.34
"2900",809000,"Powiat zielonogórski",2011,747.4
"2901",810000,"Powiat żagański",2011,943.65
"2902",811000,"Powiat żarski",2011,978.92
"2903",812000,"Powiat wschowski",2011,971.2
"2904",1001000,"Powiat bełchatowski",2011,983.74
"2905",1002000,"Powiat kutnowski",2011,1479.46
"2906",1003000,"Powiat łaski",2011,819.09
"2907",1004000,"Powiat łęczycki",2011,902.09
"2908",1005000,"Powiat łowicki",2011,996.69
"2909",1006000,"Powiat łódzki wschodni",2011,634.29
"2910",1007000,"Powiat opoczyński",2011,798.67
"2911",1008000,"Powiat pabianicki",2011,691.09
"2912",1009000,"Powiat pajęczański",2011,656.18
"2913",1010000,"Powiat piotrkowski",2011,671.98
"2914",1011000,"Powiat poddębicki",2011,1777.37
"2915",1012000,"Powiat radomszczański",2011,861.21
"2916",1013000,"Powiat rawski",2011,974
"2917",1014000,"Powiat sieradzki",2011,899.28
"2918",1015000,"Powiat skierniewicki",2011,670.57
"2919",1016000,"Powiat tomaszowski",2011,1020.88
"2920",1017000,"Powiat wieluński",2011,1259.81
"2921",1018000,"Powiat wieruszowski",2011,788.55
"2922",1019000,"Powiat zduńskowolski",2011,1212.56
"2923",1020000,"Powiat zgierski",2011,693.5
"2924",1021000,"Powiat brzeziński",2011,932.16
"2925",1201000,"Powiat bocheński",2011,1000.45
"2926",1202000,"Powiat brzeski",2011,872.63
"2927",1203000,"Powiat chrzanowski",2011,720.18
"2928",1204000,"Powiat dąbrowski",2011,926.6
"2929",1205000,"Powiat gorlicki",2011,1070.25
"2930",1206000,"Powiat krakowski",2011,688.13
"2931",1207000,"Powiat limanowski",2011,1096.23
"2932",1208000,"Powiat miechowski",2011,1239.76
"2933",1209000,"Powiat myślenicki",2011,791.2
"2934",1210000,"Powiat nowosądecki",2011,768.85
"2935",1211000,"Powiat nowotarski",2011,914.47
"2936",1212000,"Powiat olkuski",2011,868.24
"2937",1213000,"Powiat oświęcimski",2011,952.34
"2938",1214000,"Powiat proszowicki",2011,803.36
"2939",1215000,"Powiat suski",2011,965.38
"2940",1216000,"Powiat tarnowski",2011,649.93
"2941",1217000,"Powiat tatrzański",2011,904.85
"2942",1218000,"Powiat wadowicki",2011,759.67
"2943",1219000,"Powiat wielicki",2011,544.7
"2944",1401000,"Powiat białobrzeski",2011,971.87
"2945",1402000,"Powiat ciechanowski",2011,1034.78
"2946",1403000,"Powiat garwoliński",2011,848.72
"2947",1404000,"Powiat gostyniński",2011,983.08
"2948",1405000,"Powiat grodziski",2011,886.68
"2949",1406000,"Powiat grójecki",2011,902.47
"2950",1407000,"Powiat kozienicki",2011,921.98
"2951",1408000,"Powiat legionowski",2011,649.06
"2952",1409000,"Powiat lipski",2011,1219.14
"2953",1410000,"Powiat łosicki",2011,1059.83
"2954",1411000,"Powiat makowski",2011,1105.28
"2955",1412000,"Powiat miński",2011,786.11
"2956",1413000,"Powiat mławski",2011,972.78
"2957",1414000,"Powiat nowodworski",2011,801.22
"2958",1415000,"Powiat ostrołęcki",2011,833.09
"2959",1416000,"Powiat ostrowski",2011,704.02
"2960",1417000,"Powiat otwocki",2011,866.16
"2961",1418000,"Powiat piaseczyński",2011,1067.4
"2962",1419000,"Powiat płocki",2011,777.14
"2963",1420000,"Powiat płoński",2011,932.87
"2964",1421000,"Powiat pruszkowski",2011,781.19
"2965",1422000,"Powiat przasnyski",2011,1431.24
"2966",1423000,"Powiat przysuski",2011,1397.92
"2967",1424000,"Powiat pułtuski",2011,1209.62
"2968",1425000,"Powiat radomski",2011,793.01
"2969",1426000,"Powiat siedlecki",2011,619.57
"2970",1427000,"Powiat sierpecki",2011,1030.13
"2971",1428000,"Powiat sochaczewski",2011,812.6
"2972",1429000,"Powiat sokołowski",2011,851.22
"2973",1430000,"Powiat szydłowiecki",2011,934.06
"2974",1432000,"Powiat warszawski zachodni",2011,1057.79
"2975",1433000,"Powiat węgrowski",2011,923.31
"2976",1434000,"Powiat wołomiński",2011,640.23
"2977",1435000,"Powiat wyszkowski",2011,1046.41
"2978",1436000,"Powiat zwoleński",2011,848.46
"2979",1437000,"Powiat żuromiński",2011,1160.55
"2980",1438000,"Powiat żyrardowski",2011,962.98
"2981",1601000,"Powiat brzeski",2011,964.92
"2982",1602000,"Powiat głubczycki",2011,1092.22
"2983",1603000,"Powiat kędzierzyńsko-kozielski",2011,757.21
"2984",1604000,"Powiat kluczborski",2011,1007.68
"2985",1605000,"Powiat krapkowicki",2011,568.18
"2986",1606000,"Powiat namysłowski",2011,1178.23
"2987",1607000,"Powiat nyski",2011,795.67
"2988",1608000,"Powiat oleski",2011,917.35
"2989",1609000,"Powiat opolski",2011,577.28
"2990",1610000,"Powiat prudnicki",2011,972.2
"2991",1611000,"Powiat strzelecki",2011,886
"2992",1801000,"Powiat bieszczadzki",2011,1309.83
"2993",1802000,"Powiat brzozowski",2011,986.29
"2994",1803000,"Powiat dębicki",2011,887.41
"2995",1804000,"Powiat jarosławski",2011,1159.3
"2996",1805000,"Powiat jasielski",2011,1120.45
"2997",1806000,"Powiat kolbuszowski",2011,726.86
"2998",1807000,"Powiat krośnieński",2011,715.71
"2999",1808000,"Powiat leżajski",2011,1135.26
"3000",1809000,"Powiat lubaczowski",2011,1431.29
"3001",1810000,"Powiat łańcucki",2011,981.71
"3002",1811000,"Powiat mielecki",2011,968.27
"3003",1812000,"Powiat niżański",2011,753.23
"3004",1813000,"Powiat przemyski",2011,496.95
"3005",1814000,"Powiat przeworski",2011,1017.5
"3006",1815000,"Powiat ropczycko-sędziszowski",2011,1004.71
"3007",1816000,"Powiat rzeszowski",2011,759.44
"3008",1817000,"Powiat sanocki",2011,1031.53
"3009",1818000,"Powiat stalowowolski",2011,872.44
"3010",1819000,"Powiat strzyżowski",2011,1263.34
"3011",1820000,"Powiat tarnobrzeski",2011,943.24
"3012",1821000,"Powiat leski",2011,1182.8
"3013",2001000,"Powiat augustowski",2011,1062.54
"3014",2002000,"Powiat białostocki",2011,764.25
"3015",2003000,"Powiat bielski",2011,872.11
"3016",2004000,"Powiat grajewski",2011,958.1
"3017",2005000,"Powiat hajnowski",2011,868.53
"3018",2006000,"Powiat kolneński",2011,768.33
"3019",2007000,"Powiat łomżyński",2011,494.16
"3020",2008000,"Powiat moniecki",2011,783.95
"3021",2009000,"Powiat sejneński",2011,1021.06
"3022",2010000,"Powiat siemiatycki",2011,989.18
"3023",2011000,"Powiat sokólski",2011,974.41
"3024",2012000,"Powiat suwalski",2011,795.7
"3025",2013000,"Powiat wysokomazowiecki",2011,1012.01
"3026",2014000,"Powiat zambrowski",2011,985.91
"3027",2201000,"Powiat bytowski",2011,1182.34
"3028",2202000,"Powiat chojnicki",2011,1036.42
"3029",2203000,"Powiat człuchowski",2011,1563.49
"3030",2204000,"Powiat gdański",2011,648.38
"3031",2205000,"Powiat kartuski",2011,940.28
"3032",2206000,"Powiat kościerski",2011,940.97
"3033",2207000,"Powiat kwidzyński",2011,958.85
"3034",2208000,"Powiat lęborski",2011,1017.51
"3035",2209000,"Powiat malborski",2011,1160.06
"3036",2210000,"Powiat nowodworski",2011,1044.67
"3037",2211000,"Powiat pucki",2011,690.29
"3038",2212000,"Powiat słupski",2011,879.5
"3039",2213000,"Powiat starogardzki",2011,1098.94
"3040",2214000,"Powiat tczewski",2011,1202.64
"3041",2215000,"Powiat wejherowski",2011,795.78
"3042",2216000,"Powiat sztumski",2011,1183.87
"3043",2401000,"Powiat będziński",2011,609.04
"3044",2402000,"Powiat bielski",2011,671.83
"3045",2403000,"Powiat cieszyński",2011,881.34
"3046",2404000,"Powiat częstochowski",2011,880.9
"3047",2405000,"Powiat gliwicki",2011,568.81
"3048",2406000,"Powiat kłobucki",2011,789.17
"3049",2407000,"Powiat lubliniecki",2011,1069.75
"3050",2408000,"Powiat mikołowski",2011,820.81
"3051",2409000,"Powiat myszkowski",2011,923.22
"3052",2410000,"Powiat pszczyński",2011,786.88
"3053",2411000,"Powiat raciborski",2011,1022.05
"3054",2412000,"Powiat rybnicki",2011,445.1
"3055",2413000,"Powiat tarnogórski",2011,997.38
"3056",2414000,"Powiat bieruńsko-lędziński",2011,819.68
"3057",2415000,"Powiat wodzisławski",2011,786.71
"3058",2416000,"Powiat zawierciański",2011,990.83
"3059",2417000,"Powiat żywiecki",2011,969.26
"3060",2601000,"Powiat buski",2011,1169.23
"3061",2602000,"Powiat jędrzejowski",2011,975.52
"3062",2603000,"Powiat kazimierski",2011,1112.95
"3063",2604000,"Powiat kielecki",2011,680.61
"3064",2605000,"Powiat konecki",2011,865.05
"3065",2606000,"Powiat opatowski",2011,1234.66
"3066",2607000,"Powiat ostrowiecki",2011,1041.15
"3067",2608000,"Powiat pińczowski",2011,1025.16
"3068",2609000,"Powiat sandomierski",2011,1072.47
"3069",2610000,"Powiat skarżyski",2011,1261.19
"3070",2611000,"Powiat starachowicki",2011,1033.87
"3071",2612000,"Powiat staszowski",2011,1050.86
"3072",2613000,"Powiat włoszczowski",2011,912.84
"3073",2801000,"Powiat bartoszycki",2011,986.9
"3074",2802000,"Powiat braniewski",2011,1625.19
"3075",2803000,"Powiat działdowski",2011,833.93
"3076",2804000,"Powiat elbląski",2011,876.2
"3077",2805000,"Powiat ełcki",2011,1243.79
"3078",2806000,"Powiat giżycki",2011,1193.81
"3079",2807000,"Powiat iławski",2011,955.01
"3080",2808000,"Powiat kętrzyński",2011,943.27
"3081",2809000,"Powiat lidzbarski",2011,1426.12
"3082",2810000,"Powiat mrągowski",2011,1039.86
"3083",2811000,"Powiat nidzicki",2011,1191.89
"3084",2812000,"Powiat nowomiejski",2011,804.13
"3085",2813000,"Powiat olecki",2011,1321.36
"3086",2814000,"Powiat olsztyński",2011,967.93
"3087",2815000,"Powiat ostródzki",2011,1078.15
"3088",2816000,"Powiat piski",2011,1017.01
"3089",2817000,"Powiat szczycieński",2011,980.47
"3090",2818000,"Powiat gołdapski",2011,920.57
"3091",2819000,"Powiat węgorzewski",2011,1767.48
"3092",3001000,"Powiat chodzieski",2011,925.88
"3093",3002000,"Powiat czarnkowsko-trzcianecki",2011,1054.7
"3094",3003000,"Powiat gnieźnieński",2011,888.08
"3095",3004000,"Powiat gostyński",2011,1004.69
"3096",3005000,"Powiat grodziski",2011,727.83
"3097",3006000,"Powiat jarociński",2011,993.85
"3098",3007000,"Powiat kaliski",2011,562.62
"3099",3008000,"Powiat kępiński",2011,807.48
"3100",3009000,"Powiat kolski",2011,900.23
"3101",3010000,"Powiat koniński",2011,614.16
"3102",3011000,"Powiat kościański",2011,931.26
"3103",3012000,"Powiat krotoszyński",2011,1047.5
"3104",3013000,"Powiat leszczyński",2011,584.02
"3105",3014000,"Powiat międzychodzki",2011,1055.82
"3106",3015000,"Powiat nowotomyski",2011,717.27
"3107",3016000,"Powiat obornicki",2011,769.65
"3108",3017000,"Powiat ostrowski",2011,924.81
"3109",3018000,"Powiat ostrzeszowski",2011,1198.45
"3110",3019000,"Powiat pilski",2011,1002.08
"3111",3020000,"Powiat pleszewski",2011,1434.59
"3112",3021000,"Powiat poznański",2011,640.17
"3113",3022000,"Powiat rawicki",2011,881.3
"3114",3023000,"Powiat słupecki",2011,1230.82
"3115",3024000,"Powiat szamotulski",2011,723.06
"3116",3025000,"Powiat średzki",2011,791.43
"3117",3026000,"Powiat śremski",2011,855.1
"3118",3027000,"Powiat turecki",2011,896.59
"3119",3028000,"Powiat wągrowiecki",2011,926.87
"3120",3029000,"Powiat wolsztyński",2011,1122.8
"3121",3030000,"Powiat wrzesiński",2011,903.21
"3122",3031000,"Powiat złotowski",2011,821.22
"3123",3201000,"Powiat białogardzki",2011,1239.29
"3124",3202000,"Powiat choszczeński",2011,1057.95
"3125",3203000,"Powiat drawski",2011,1266.66
"3126",3204000,"Powiat goleniowski",2011,956.68
"3127",3205000,"Powiat gryficki",2011,1241.17
"3128",3206000,"Powiat gryfiński",2011,878.81
"3129",3207000,"Powiat kamieński",2011,962.63
"3130",3208000,"Powiat kołobrzeski",2011,1376.41
"3131",3209000,"Powiat koszaliński",2011,1266.61
"3132",3210000,"Powiat myśliborski",2011,1032.91
"3133",3211000,"Powiat policki",2011,1307.01
"3134",3212000,"Powiat pyrzycki",2011,993.73
"3135",3213000,"Powiat sławieński",2011,916.08
"3136",3214000,"Powiat stargardzki",2011,982.16
"3137",3215000,"Powiat szczecinecki",2011,1323.33
"3138",3216000,"Powiat świdwiński",2011,1255.76
"3139",3217000,"Powiat wałecki",2011,1015.38
"3140",3218000,"Powiat łobeski",2011,1085.03
"3141",201000,"Powiat bolesławiecki",2012,772.4
"3142",202000,"Powiat dzierżoniowski",2012,807.7
"3143",203000,"Powiat głogowski",2012,1117.55
"3144",204000,"Powiat górowski",2012,1129.26
"3145",205000,"Powiat jaworski",2012,1015.19
"3146",206000,"Powiat jeleniogórski",2012,1071.37
"3147",207000,"Powiat kamiennogórski",2012,941.49
"3148",208000,"Powiat kłodzki",2012,1002.3
"3149",209000,"Powiat legnicki",2012,1006.84
"3150",210000,"Powiat lubański",2012,1063.44
"3151",211000,"Powiat lubiński",2012,742.92
"3152",212000,"Powiat lwówecki",2012,1149.74
"3153",213000,"Powiat milicki",2012,1494.45
"3154",214000,"Powiat oleśnicki",2012,878.61
"3155",215000,"Powiat oławski",2012,693.46
"3156",216000,"Powiat polkowicki",2012,960.55
"3157",217000,"Powiat strzeliński",2012,965.59
"3158",218000,"Powiat średzki",2012,652.72
"3159",219000,"Powiat świdnicki",2012,883.32
"3160",220000,"Powiat trzebnicki",2012,782.34
"3161",221000,"Powiat wałbrzyski",2012,748.22
"3162",222000,"Powiat wołowski",2012,1105.29
"3163",223000,"Powiat wrocławski",2012,771.85
"3164",224000,"Powiat ząbkowicki",2012,1193.35
"3165",225000,"Powiat zgorzelecki",2012,947.8
"3166",226000,"Powiat złotoryjski",2012,932.89
"3167",401000,"Powiat aleksandrowski",2012,773.39
"3168",402000,"Powiat brodnicki",2012,823.07
"3169",403000,"Powiat bydgoski",2012,474.59
"3170",404000,"Powiat chełmiński",2012,979.18
"3171",405000,"Powiat golubsko-dobrzyński",2012,784.73
"3172",406000,"Powiat grudziądzki",2012,533.11
"3173",407000,"Powiat inowrocławski",2012,896.76
"3174",408000,"Powiat lipnowski",2012,842.56
"3175",409000,"Powiat mogileński",2012,1207.39
"3176",410000,"Powiat nakielski",2012,951.54
"3177",411000,"Powiat radziejowski",2012,1073.19
"3178",412000,"Powiat rypiński",2012,932.72
"3179",413000,"Powiat sępoleński",2012,1257.92
"3180",414000,"Powiat świecki",2012,795.75
"3181",415000,"Powiat toruński",2012,778.5
"3182",416000,"Powiat tucholski",2012,1133.27
"3183",417000,"Powiat wąbrzeski",2012,935.46
"3184",418000,"Powiat włocławski",2012,714.2
"3185",419000,"Powiat żniński",2012,920.71
"3186",601000,"Powiat bialski",2012,674.67
"3187",602000,"Powiat biłgorajski",2012,827.14
"3188",603000,"Powiat chełmski",2012,717.13
"3189",604000,"Powiat hrubieszowski",2012,765.19
"3190",605000,"Powiat janowski",2012,853.69
"3191",606000,"Powiat krasnostawski",2012,1043.31
"3192",607000,"Powiat kraśnicki",2012,807.55
"3193",608000,"Powiat lubartowski",2012,879.96
"3194",609000,"Powiat lubelski",2012,973.69
"3195",610000,"Powiat łęczyński",2012,937.86
"3196",611000,"Powiat łukowski",2012,821.04
"3197",612000,"Powiat opolski",2012,765.62
"3198",613000,"Powiat parczewski",2012,909.53
"3199",614000,"Powiat puławski",2012,941.99
"3200",615000,"Powiat radzyński",2012,741.34
"3201",616000,"Powiat rycki",2012,1021.66
"3202",617000,"Powiat świdnicki",2012,906.75
"3203",618000,"Powiat tomaszowski",2012,1063.55
"3204",619000,"Powiat włodawski",2012,1482.47
"3205",620000,"Powiat zamojski",2012,440.18
"3206",801000,"Powiat gorzowski",2012,671.65
"3207",802000,"Powiat krośnieński",2012,890
"3208",803000,"Powiat międzyrzecki",2012,910.3
"3209",804000,"Powiat nowosolski",2012,844.54
"3210",805000,"Powiat słubicki",2012,843.54
"3211",806000,"Powiat strzelecko-drezdenecki",2012,773.55
"3212",807000,"Powiat sulęciński",2012,1014.56
"3213",808000,"Powiat świebodziński",2012,976.31
"3214",809000,"Powiat zielonogórski",2012,711.57
"3215",810000,"Powiat żagański",2012,785
"3216",811000,"Powiat żarski",2012,921.39
"3217",812000,"Powiat wschowski",2012,889.45
"3218",1001000,"Powiat bełchatowski",2012,1105.21
"3219",1002000,"Powiat kutnowski",2012,916.61
"3220",1003000,"Powiat łaski",2012,742.41
"3221",1004000,"Powiat łęczycki",2012,980.25
"3222",1005000,"Powiat łowicki",2012,820.75
"3223",1006000,"Powiat łódzki wschodni",2012,604.86
"3224",1007000,"Powiat opoczyński",2012,847.63
"3225",1008000,"Powiat pabianicki",2012,737.1
"3226",1009000,"Powiat pajęczański",2012,671.51
"3227",1010000,"Powiat piotrkowski",2012,664.89
"3228",1011000,"Powiat poddębicki",2012,800.75
"3229",1012000,"Powiat radomszczański",2012,758.71
"3230",1013000,"Powiat rawski",2012,995.98
"3231",1014000,"Powiat sieradzki",2012,932.44
"3232",1015000,"Powiat skierniewicki",2012,451.64
"3233",1016000,"Powiat tomaszowski",2012,888.74
"3234",1017000,"Powiat wieluński",2012,901.18
"3235",1018000,"Powiat wieruszowski",2012,851.72
"3236",1019000,"Powiat zduńskowolski",2012,1001.77
"3237",1020000,"Powiat zgierski",2012,701.19
"3238",1021000,"Powiat brzeziński",2012,935.6
"3239",1201000,"Powiat bocheński",2012,857.82
"3240",1202000,"Powiat brzeski",2012,837.34
"3241",1203000,"Powiat chrzanowski",2012,677.73
"3242",1204000,"Powiat dąbrowski",2012,832.54
"3243",1205000,"Powiat gorlicki",2012,1021.8
"3244",1206000,"Powiat krakowski",2012,569.32
"3245",1207000,"Powiat limanowski",2012,840.06
"3246",1208000,"Powiat miechowski",2012,1147.2
"3247",1209000,"Powiat myślenicki",2012,835.58
"3248",1210000,"Powiat nowosądecki",2012,623.48
"3249",1211000,"Powiat nowotarski",2012,824.65
"3250",1212000,"Powiat olkuski",2012,833.02
"3251",1213000,"Powiat oświęcimski",2012,871.01
"3252",1214000,"Powiat proszowicki",2012,796.41
