"","Kod","Nazwa","rok","UCZELNIE_CTAB_studenci_ogolem_osoba"
"2759",201000,"Powiat bolesławiecki",2012,124
"2760",202000,"Powiat dzierżoniowski",2012,83
"2761",203000,"Powiat głogowski",2012,1031
"2762",208000,"Powiat kłodzki",2012,674
"2763",211000,"Powiat lubiński",2012,1197
"2764",213000,"Powiat milicki",2012,105
"2765",216000,"Powiat polkowicki",2012,445
"2766",219000,"Powiat świdnicki",2012,474
"2767",221000,"Powiat wałbrzyski",2012,5069
"2768",224000,"Powiat ząbkowicki",2012,67
"2769",225000,"Powiat zgorzelecki",2012,210
"2770",261000,"Powiat m.Jelenia Góra",2012,3839
"2771",262000,"Powiat m.Legnica",2012,7388
"2772",264000,"Powiat m.Wrocław",2012,134383
"2773",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"2774",402000,"Powiat brodnicki",2012,193
"2775",407000,"Powiat inowrocławski",2012,463
"2776",414000,"Powiat świecki",2012,257
"2777",415000,"Powiat toruński",2012,0
"2778",416000,"Powiat tucholski",2012,783
"2779",461000,"Powiat m.Bydgoszcz",2012,40167
"2780",462000,"Powiat m.Grudziądz",2012,731
"2781",463000,"Powiat m.Toruń",2012,30385
"2782",464000,"Powiat m.Włocławek",2012,3802
"2783",602000,"Powiat biłgorajski",2012,109
"2784",611000,"Powiat łukowski",2012,191
"2785",614000,"Powiat puławski",2012,260
"2786",616000,"Powiat rycki",2012,1833
"2787",618000,"Powiat tomaszowski",2012,566
"2788",661000,"Powiat m.Biała Podlaska",2012,5916
"2789",662000,"Powiat m.Chełm",2012,3395
"2790",663000,"Powiat m.Lublin",2012,77173
"2791",664000,"Powiat m.Zamość",2012,3702
"2792",801000,"Powiat gorzowski",2012,239
"2793",802000,"Powiat krośnieński",2012,0
"2794",805000,"Powiat słubicki",2012,588
"2795",809000,"Powiat zielonogórski",2012,952
"2796",810000,"Powiat żagański",2012,11
"2797",811000,"Powiat żarski",2012,390
"2798",861000,"Powiat m.Gorzów Wielkopolski",2012,4637
"2799",862000,"Powiat m.Zielona Góra",2012,14467
"2800",1001000,"Powiat bełchatowski",2012,303
"2801",1002000,"Powiat kutnowski",2012,1243
"2802",1005000,"Powiat łowicki",2012,598
"2803",1008000,"Powiat pabianicki",2012,253
"2804",1012000,"Powiat radomszczański",2012,180
"2805",1014000,"Powiat sieradzki",2012,478
"2806",1016000,"Powiat tomaszowski",2012,967
"2807",1017000,"Powiat wieluński",2012,194
"2808",1019000,"Powiat zduńskowolski",2012,204
"2809",1061000,"Powiat m.Łódź",2012,91546
"2810",1062000,"Powiat m.Piotrków Trybunalski",2012,3749
"2811",1063000,"Powiat m.Skierniewice",2012,2017
"2812",1201000,"Powiat bocheński",2012,229
"2813",1202000,"Powiat brzeski",2012,191
"2814",1203000,"Powiat chrzanowski",2012,496
"2815",1207000,"Powiat limanowski",2012,0
"2816",1208000,"Powiat miechowski",2012,331
"2817",1209000,"Powiat myślenicki",2012,778
"2818",1211000,"Powiat nowotarski",2012,2324
"2819",1212000,"Powiat olkuski",2012,449
"2820",1213000,"Powiat oświęcimski",2012,1206
"2821",1215000,"Powiat suski",2012,588
"2822",1217000,"Powiat tatrzański",2012,116
"2823",1261000,"Powiat m.Kraków",2012,181924
"2824",1262000,"Powiat m.Nowy Sącz",2012,7410
"2825",1263000,"Powiat m.Tarnów",2012,6936
"2826",1402000,"Powiat ciechanowski",2012,1955
"2827",1403000,"Powiat garwoliński",2012,191
"2828",1405000,"Powiat grodziski",2012,978
"2829",1406000,"Powiat grójecki",2012,60
"2830",1412000,"Powiat miński",2012,303
"2831",1413000,"Powiat mławski",2012,213
"2832",1415000,"Powiat ostrołęcki",2012,0
"2833",1416000,"Powiat ostrowski",2012,103
"2834",1417000,"Powiat otwocki",2012,2053
"2835",1420000,"Powiat płoński",2012,338
"2836",1421000,"Powiat pruszkowski",2012,580
"2837",1422000,"Powiat przasnyski",2012,72
"2838",1424000,"Powiat pułtuski",2012,2205
"2839",1426000,"Powiat siedlecki",2012,53
"2840",1428000,"Powiat sochaczewski",2012,382
"2841",1433000,"Powiat węgrowski",2012,72
"2842",1434000,"Powiat wołomiński",2012,104
"2843",1435000,"Powiat wyszkowski",2012,527
"2844",1438000,"Powiat żyrardowski",2012,793
"2845",1461000,"Powiat m.Ostrołęka",2012,885
"2846",1462000,"Powiat m.Płock",2012,7943
"2847",1463000,"Powiat m.Radom",2012,13257
"2848",1464000,"Powiat m.Siedlce",2012,10411
"2849",1465000,"Powiat m. st. Warszawa",2012,268555
"2850",1601000,"Powiat brzeski",2012,255
"2851",1603000,"Powiat kędzierzyńsko-kozielski",2012,4
"2852",1607000,"Powiat nyski",2012,3340
"2853",1661000,"Powiat m.Opole",2012,31023
"2854",1803000,"Powiat dębicki",2012,258
"2855",1804000,"Powiat jarosławski",2012,3606
"2856",1805000,"Powiat jasielski",2012,671
"2857",1806000,"Powiat kolbuszowski",2012,256
"2858",1811000,"Powiat mielecki",2012,471
"2859",1812000,"Powiat niżański",2012,184
"2860",1814000,"Powiat przeworski",2012,186
"2861",1817000,"Powiat sanocki",2012,1411
"2862",1818000,"Powiat stalowowolski",2012,2176
"2863",1861000,"Powiat m.Krosno",2012,3708
"2864",1862000,"Powiat m.Przemyśl",2012,1615
"2865",1863000,"Powiat m.Rzeszów",2012,51851
"2866",1864000,"Powiat m.Tarnobrzeg",2012,1142
"2867",2001000,"Powiat augustowski",2012,61
"2868",2005000,"Powiat hajnowski",2012,290
"2869",2010000,"Powiat siemiatycki",2012,166
"2870",2061000,"Powiat m.Białystok",2012,39699
"2871",2062000,"Powiat m.Łomża",2012,4243
"2872",2063000,"Powiat m.Suwałki",2012,2358
"2873",2202000,"Powiat chojnicki",2012,782
"2874",2203000,"Powiat człuchowski",2012,72
"2875",2205000,"Powiat kartuski",2012,77
"2876",2206000,"Powiat kościerski",2012,60
"2877",2207000,"Powiat kwidzyński",2012,688
"2878",2208000,"Powiat lęborski",2012,197
"2879",2209000,"Powiat malborski",2012,283
"2880",2213000,"Powiat starogardzki",2012,443
"2881",2214000,"Powiat tczewski",2012,0
"2882",2215000,"Powiat wejherowski",2012,310
"2883",2261000,"Powiat m.Gdańsk",2012,80908
"2884",2262000,"Powiat m.Gdynia",2012,15545
"2885",2263000,"Powiat m.Słupsk",2012,4832
"2886",2264000,"Powiat m.Sopot",2012,2246
"2887",2401000,"Powiat będziński",2012,36
"2888",2403000,"Powiat cieszyński",2012,3617
"2889",2409000,"Powiat myszkowski",2012,24
"2890",2411000,"Powiat raciborski",2012,1719
"2891",2413000,"Powiat tarnogórski",2012,264
"2892",2415000,"Powiat wodzisławski",2012,291
"2893",2416000,"Powiat zawierciański",2012,0
"2894",2417000,"Powiat żywiecki",2012,450
"2895",2461000,"Powiat m.Bielsko-Biała",2012,12098
"2896",2462000,"Powiat m.Bytom",2012,854
"2897",2463000,"Powiat m.Chorzów",2012,6047
"2898",2464000,"Powiat m.Częstochowa",2012,20522
"2899",2465000,"Powiat m.Dąbrowa Górnicza",2012,5344
"2900",2466000,"Powiat m.Gliwice",2012,27979
"2901",2467000,"Powiat m.Jastrzębie-Zdrój",2012,368
"2902",2468000,"Powiat m.Jaworzno",2012,383
"2903",2469000,"Powiat m.Katowice",2012,63099
"2904",2470000,"Powiat m.Mysłowice",2012,742
"2905",2472000,"Powiat m.Ruda Śląska",2012,474
"2906",2473000,"Powiat m.Rybnik",2012,3182
"2907",2475000,"Powiat m.Sosnowiec",2012,9421
"2908",2477000,"Powiat m.Tychy",2012,799
"2909",2478000,"Powiat m.Zabrze",2012,256
"2910",2479000,"Powiat m.Żory",2012,809
"2911",2607000,"Powiat ostrowiecki",2012,1637
"2912",2608000,"Powiat pińczowski",2012,400
"2913",2609000,"Powiat sandomierski",2012,587
"2914",2610000,"Powiat skarżyski",2012,106
"2915",2611000,"Powiat starachowicki",2012,59
"2916",2661000,"Powiat m.Kielce",2012,35713
"2917",2801000,"Powiat bartoszycki",2012,0
"2918",2805000,"Powiat ełcki",2012,1035
"2919",2806000,"Powiat giżycki",2012,18
"2920",2807000,"Powiat iławski",2012,410
"2921",2808000,"Powiat kętrzyński",2012,546
"2922",2813000,"Powiat olecki",2012,252
"2923",2817000,"Powiat szczycieński",2012,2503
"2924",2861000,"Powiat m.Elbląg",2012,5007
"2925",2862000,"Powiat m.Olsztyn",2012,34801
"2926",3002000,"Powiat czarnkowsko-trzcianecki",2012,99
"2927",3003000,"Powiat gnieźnieński",2012,2218
"2928",3006000,"Powiat jarociński",2012,876
"2929",3007000,"Powiat kaliski",2012,0
"2930",3008000,"Powiat kępiński",2012,126
"2931",3009000,"Powiat kolski",2012,88
"2932",3011000,"Powiat kościański",2012,77
"2933",3015000,"Powiat nowotomyski",2012,662
"2934",3017000,"Powiat ostrowski",2012,1009
"2935",3019000,"Powiat pilski",2012,3038
"2936",3021000,"Powiat poznański",2012,0
"2937",3023000,"Powiat słupecki",2012,0
"2938",3025000,"Powiat średzki",2012,1336
"2939",3026000,"Powiat śremski",2012,28
"2940",3027000,"Powiat turecki",2012,340
"2941",3028000,"Powiat wągrowiecki",2012,240
"2942",3030000,"Powiat wrzesiński",2012,0
"2943",3061000,"Powiat m.Kalisz",2012,7078
"2944",3062000,"Powiat m.Konin",2012,3529
"2945",3063000,"Powiat m.Leszno",2012,4078
"2946",3064000,"Powiat m.Poznań",2012,128212
"2947",3204000,"Powiat goleniowski",2012,228
"2948",3205000,"Powiat gryficki",2012,229
"2949",3208000,"Powiat kołobrzeski",2012,577
"2950",3214000,"Powiat stargardzki",2012,575
"2951",3215000,"Powiat szczecinecki",2012,295
"2952",3217000,"Powiat wałecki",2012,720
"2953",3261000,"Powiat m.Koszalin",2012,11346
"2954",3262000,"Powiat m.Szczecin",2012,48377
"2955",3263000,"Powiat m.Świnoujście",2012,123
"2956",201000,"Powiat bolesławiecki",2013,0
"2957",202000,"Powiat dzierżoniowski",2013,31
"2958",203000,"Powiat głogowski",2013,819
"2959",208000,"Powiat kłodzki",2013,449
"2960",211000,"Powiat lubiński",2013,1092
"2961",213000,"Powiat milicki",2013,76
"2962",216000,"Powiat polkowicki",2013,479
"2963",219000,"Powiat świdnicki",2013,438
"2964",221000,"Powiat wałbrzyski",2013,0
"2965",224000,"Powiat ząbkowicki",2013,44
"2966",225000,"Powiat zgorzelecki",2013,0
"2967",261000,"Powiat m.Jelenia Góra",2013,3173
"2968",262000,"Powiat m.Legnica",2013,4966
"2969",264000,"Powiat m.Wrocław",2013,125809
"2970",265000,"Powiat m.Wałbrzych od 2013",2013,4331
"2971",402000,"Powiat brodnicki",2013,165
"2972",407000,"Powiat inowrocławski",2013,435
"2973",414000,"Powiat świecki",2013,189
"2974",415000,"Powiat toruński",2013,0
"2975",416000,"Powiat tucholski",2013,762
"2976",461000,"Powiat m.Bydgoszcz",2013,36423
"2977",462000,"Powiat m.Grudziądz",2013,455
"2978",463000,"Powiat m.Toruń",2013,27802
"2979",464000,"Powiat m.Włocławek",2013,3255
"2980",602000,"Powiat biłgorajski",2013,35
"2981",611000,"Powiat łukowski",2013,133
"2982",614000,"Powiat puławski",2013,157
"2983",616000,"Powiat rycki",2013,1989
"2984",618000,"Powiat tomaszowski",2013,365
"2985",661000,"Powiat m.Biała Podlaska",2013,5568
"2986",662000,"Powiat m.Chełm",2013,2818
"2987",663000,"Powiat m.Lublin",2013,71913
"2988",664000,"Powiat m.Zamość",2013,2898
"2989",801000,"Powiat gorzowski",2013,200
"2990",802000,"Powiat krośnieński",2013,0
"2991",805000,"Powiat słubicki",2013,593
"2992",809000,"Powiat zielonogórski",2013,753
"2993",810000,"Powiat żagański",2013,10
"2994",811000,"Powiat żarski",2013,277
"2995",861000,"Powiat m.Gorzów Wielkopolski",2013,3893
"2996",862000,"Powiat m.Zielona Góra",2013,13274
"2997",1001000,"Powiat bełchatowski",2013,164
"2998",1002000,"Powiat kutnowski",2013,1055
"2999",1005000,"Powiat łowicki",2013,286
"3000",1008000,"Powiat pabianicki",2013,180
"3001",1012000,"Powiat radomszczański",2013,140
"3002",1014000,"Powiat sieradzki",2013,238
"3003",1016000,"Powiat tomaszowski",2013,970
"3004",1017000,"Powiat wieluński",2013,117
"3005",1019000,"Powiat zduńskowolski",2013,192
"3006",1061000,"Powiat m.Łódź",2013,83471
"3007",1062000,"Powiat m.Piotrków Trybunalski",2013,3378
"3008",1063000,"Powiat m.Skierniewice",2013,1962
"3009",1201000,"Powiat bocheński",2013,193
"3010",1202000,"Powiat brzeski",2013,92
"3011",1203000,"Powiat chrzanowski",2013,295
"3012",1207000,"Powiat limanowski",2013,0
"3013",1208000,"Powiat miechowski",2013,280
"3014",1209000,"Powiat myślenicki",2013,950
"3015",1211000,"Powiat nowotarski",2013,2207
"3016",1212000,"Powiat olkuski",2013,367
"3017",1213000,"Powiat oświęcimski",2013,1177
"3018",1215000,"Powiat suski",2013,512
"3019",1217000,"Powiat tatrzański",2013,109
"3020",1261000,"Powiat m.Kraków",2013,170519
"3021",1262000,"Powiat m.Nowy Sącz",2013,6434
"3022",1263000,"Powiat m.Tarnów",2013,6474
"3023",1402000,"Powiat ciechanowski",2013,1979
"3024",1403000,"Powiat garwoliński",2013,181
"3025",1405000,"Powiat grodziski",2013,1297
"3026",1406000,"Powiat grójecki",2013,0
"3027",1412000,"Powiat miński",2013,280
"3028",1413000,"Powiat mławski",2013,189
"3029",1415000,"Powiat ostrołęcki",2013,0
"3030",1416000,"Powiat ostrowski",2013,56
"3031",1417000,"Powiat otwocki",2013,1979
"3032",1420000,"Powiat płoński",2013,254
"3033",1421000,"Powiat pruszkowski",2013,679
"3034",1422000,"Powiat przasnyski",2013,56
"3035",1424000,"Powiat pułtuski",2013,1696
"3036",1426000,"Powiat siedlecki",2013,52
"3037",1428000,"Powiat sochaczewski",2013,338
"3038",1433000,"Powiat węgrowski",2013,43
"3039",1434000,"Powiat wołomiński",2013,102
"3040",1435000,"Powiat wyszkowski",2013,390
"3041",1438000,"Powiat żyrardowski",2013,576
"3042",1461000,"Powiat m.Ostrołęka",2013,675
"3043",1462000,"Powiat m.Płock",2013,7296
"3044",1463000,"Powiat m.Radom",2013,11808
"3045",1464000,"Powiat m.Siedlce",2013,9230
"3046",1465000,"Powiat m. st. Warszawa",2013,255257
"3047",1601000,"Powiat brzeski",2013,241
"3048",1603000,"Powiat kędzierzyńsko-kozielski",2013,0
"3049",1607000,"Powiat nyski",2013,2785
"3050",1661000,"Powiat m.Opole",2013,27949
"3051",1803000,"Powiat dębicki",2013,214
"3052",1804000,"Powiat jarosławski",2013,3619
"3053",1805000,"Powiat jasielski",2013,663
"3054",1806000,"Powiat kolbuszowski",2013,222
"3055",1811000,"Powiat mielecki",2013,400
"3056",1812000,"Powiat niżański",2013,204
"3057",1814000,"Powiat przeworski",2013,265
"3058",1817000,"Powiat sanocki",2013,1184
"3059",1818000,"Powiat stalowowolski",2013,1945
"3060",1861000,"Powiat m.Krosno",2013,3154
"3061",1862000,"Powiat m.Przemyśl",2013,1412
"3062",1863000,"Powiat m.Rzeszów",2013,47995
"3063",1864000,"Powiat m.Tarnobrzeg",2013,1454
"3064",2001000,"Powiat augustowski",2013,26
"3065",2005000,"Powiat hajnowski",2013,271
"3066",2010000,"Powiat siemiatycki",2013,185
"3067",2061000,"Powiat m.Białystok",2013,35521
"3068",2062000,"Powiat m.Łomża",2013,3898
"3069",2063000,"Powiat m.Suwałki",2013,2156
"3070",2202000,"Powiat chojnicki",2013,694
"3071",2203000,"Powiat człuchowski",2013,44
"3072",2205000,"Powiat kartuski",2013,41
"3073",2206000,"Powiat kościerski",2013,94
"3074",2207000,"Powiat kwidzyński",2013,695
