"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_wskaznik_wykrywalnosci_sprawcow_przestepstw_stwierdzonych_przez_Policje_ogolem_proc"
"14231",1435000,"Powiat wyszkowski",2003,NA
"14232",1436000,"Powiat zwoleński",2003,NA
"14233",1437000,"Powiat żuromiński",2003,NA
"14234",1438000,"Powiat żyrardowski",2003,NA
"14235",1461000,"Powiat m.Ostrołęka",2003,NA
"14236",1462000,"Powiat m.Płock",2003,NA
"14237",1463000,"Powiat m.Radom",2003,NA
"14238",1464000,"Powiat m.Siedlce",2003,NA
"14239",1465000,"Powiat m. st. Warszawa",2003,NA
"14240",1601000,"Powiat brzeski",2003,NA
"14241",1602000,"Powiat głubczycki",2003,NA
"14242",1603000,"Powiat kędzierzyńsko-kozielski",2003,NA
"14243",1604000,"Powiat kluczborski",2003,NA
"14244",1605000,"Powiat krapkowicki",2003,NA
"14245",1606000,"Powiat namysłowski",2003,NA
"14246",1607000,"Powiat nyski",2003,NA
"14247",1608000,"Powiat oleski",2003,NA
"14248",1609000,"Powiat opolski",2003,NA
"14249",1610000,"Powiat prudnicki",2003,NA
"14250",1611000,"Powiat strzelecki",2003,NA
"14251",1661000,"Powiat m.Opole",2003,NA
"14252",1801000,"Powiat bieszczadzki",2003,NA
"14253",1802000,"Powiat brzozowski",2003,NA
"14254",1803000,"Powiat dębicki",2003,NA
"14255",1804000,"Powiat jarosławski",2003,NA
"14256",1805000,"Powiat jasielski",2003,NA
"14257",1806000,"Powiat kolbuszowski",2003,NA
"14258",1807000,"Powiat krośnieński",2003,NA
"14259",1808000,"Powiat leżajski",2003,NA
"14260",1809000,"Powiat lubaczowski",2003,NA
"14261",1810000,"Powiat łańcucki",2003,NA
"14262",1811000,"Powiat mielecki",2003,NA
"14263",1812000,"Powiat niżański",2003,NA
"14264",1813000,"Powiat przemyski",2003,NA
"14265",1814000,"Powiat przeworski",2003,NA
"14266",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"14267",1816000,"Powiat rzeszowski",2003,NA
"14268",1817000,"Powiat sanocki",2003,NA
"14269",1818000,"Powiat stalowowolski",2003,NA
"14270",1819000,"Powiat strzyżowski",2003,NA
"14271",1820000,"Powiat tarnobrzeski",2003,NA
"14272",1821000,"Powiat leski",2003,NA
"14273",1861000,"Powiat m.Krosno",2003,NA
"14274",1862000,"Powiat m.Przemyśl",2003,NA
"14275",1863000,"Powiat m.Rzeszów",2003,NA
"14276",1864000,"Powiat m.Tarnobrzeg",2003,NA
"14277",2001000,"Powiat augustowski",2003,NA
"14278",2002000,"Powiat białostocki",2003,NA
"14279",2003000,"Powiat bielski",2003,NA
"14280",2004000,"Powiat grajewski",2003,NA
"14281",2005000,"Powiat hajnowski",2003,NA
"14282",2006000,"Powiat kolneński",2003,NA
"14283",2007000,"Powiat łomżyński",2003,NA
"14284",2008000,"Powiat moniecki",2003,NA
"14285",2009000,"Powiat sejneński",2003,NA
"14286",2010000,"Powiat siemiatycki",2003,NA
"14287",2011000,"Powiat sokólski",2003,NA
"14288",2012000,"Powiat suwalski",2003,NA
"14289",2013000,"Powiat wysokomazowiecki",2003,NA
"14290",2014000,"Powiat zambrowski",2003,NA
"14291",2061000,"Powiat m.Białystok",2003,NA
"14292",2062000,"Powiat m.Łomża",2003,NA
"14293",2063000,"Powiat m.Suwałki",2003,NA
"14294",2201000,"Powiat bytowski",2003,NA
"14295",2202000,"Powiat chojnicki",2003,NA
"14296",2203000,"Powiat człuchowski",2003,NA
"14297",2204000,"Powiat gdański",2003,NA
"14298",2205000,"Powiat kartuski",2003,NA
"14299",2206000,"Powiat kościerski",2003,NA
"14300",2207000,"Powiat kwidzyński",2003,NA
"14301",2208000,"Powiat lęborski",2003,NA
"14302",2209000,"Powiat malborski",2003,NA
"14303",2210000,"Powiat nowodworski",2003,NA
"14304",2211000,"Powiat pucki",2003,NA
"14305",2212000,"Powiat słupski",2003,NA
"14306",2213000,"Powiat starogardzki",2003,NA
"14307",2214000,"Powiat tczewski",2003,NA
"14308",2215000,"Powiat wejherowski",2003,NA
"14309",2216000,"Powiat sztumski",2003,NA
"14310",2261000,"Powiat m.Gdańsk",2003,NA
"14311",2262000,"Powiat m.Gdynia",2003,NA
"14312",2263000,"Powiat m.Słupsk",2003,NA
"14313",2264000,"Powiat m.Sopot",2003,NA
"14314",2401000,"Powiat będziński",2003,NA
"14315",2402000,"Powiat bielski",2003,NA
"14316",2403000,"Powiat cieszyński",2003,NA
"14317",2404000,"Powiat częstochowski",2003,NA
"14318",2405000,"Powiat gliwicki",2003,NA
"14319",2406000,"Powiat kłobucki",2003,NA
"14320",2407000,"Powiat lubliniecki",2003,NA
"14321",2408000,"Powiat mikołowski",2003,NA
"14322",2409000,"Powiat myszkowski",2003,NA
"14323",2410000,"Powiat pszczyński",2003,NA
"14324",2411000,"Powiat raciborski",2003,NA
"14325",2412000,"Powiat rybnicki",2003,NA
"14326",2413000,"Powiat tarnogórski",2003,NA
"14327",2414000,"Powiat bieruńsko-lędziński",2003,NA
"14328",2415000,"Powiat wodzisławski",2003,NA
"14329",2416000,"Powiat zawierciański",2003,NA
"14330",2417000,"Powiat żywiecki",2003,NA
"14331",2461000,"Powiat m.Bielsko-Biała",2003,NA
"14332",2462000,"Powiat m.Bytom",2003,NA
"14333",2463000,"Powiat m.Chorzów",2003,NA
"14334",2464000,"Powiat m.Częstochowa",2003,NA
"14335",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"14336",2466000,"Powiat m.Gliwice",2003,NA
"14337",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"14338",2468000,"Powiat m.Jaworzno",2003,NA
"14339",2469000,"Powiat m.Katowice",2003,NA
"14340",2470000,"Powiat m.Mysłowice",2003,NA
"14341",2471000,"Powiat m.Piekary Śląskie",2003,NA
"14342",2472000,"Powiat m.Ruda Śląska",2003,NA
"14343",2473000,"Powiat m.Rybnik",2003,NA
"14344",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"14345",2475000,"Powiat m.Sosnowiec",2003,NA
"14346",2476000,"Powiat m.Świętochłowice",2003,NA
"14347",2477000,"Powiat m.Tychy",2003,NA
"14348",2478000,"Powiat m.Zabrze",2003,NA
"14349",2479000,"Powiat m.Żory",2003,NA
"14350",2601000,"Powiat buski",2003,NA
"14351",2602000,"Powiat jędrzejowski",2003,NA
"14352",2603000,"Powiat kazimierski",2003,NA
"14353",2604000,"Powiat kielecki",2003,NA
"14354",2605000,"Powiat konecki",2003,NA
"14355",2606000,"Powiat opatowski",2003,NA
"14356",2607000,"Powiat ostrowiecki",2003,NA
"14357",2608000,"Powiat pińczowski",2003,NA
"14358",2609000,"Powiat sandomierski",2003,NA
"14359",2610000,"Powiat skarżyski",2003,NA
"14360",2611000,"Powiat starachowicki",2003,NA
"14361",2612000,"Powiat staszowski",2003,NA
"14362",2613000,"Powiat włoszczowski",2003,NA
"14363",2661000,"Powiat m.Kielce",2003,NA
"14364",2801000,"Powiat bartoszycki",2003,NA
"14365",2802000,"Powiat braniewski",2003,NA
"14366",2803000,"Powiat działdowski",2003,NA
"14367",2804000,"Powiat elbląski",2003,NA
"14368",2805000,"Powiat ełcki",2003,NA
"14369",2806000,"Powiat giżycki",2003,NA
"14370",2807000,"Powiat iławski",2003,NA
"14371",2808000,"Powiat kętrzyński",2003,NA
"14372",2809000,"Powiat lidzbarski",2003,NA
"14373",2810000,"Powiat mrągowski",2003,NA
"14374",2811000,"Powiat nidzicki",2003,NA
"14375",2812000,"Powiat nowomiejski",2003,NA
"14376",2813000,"Powiat olecki",2003,NA
"14377",2814000,"Powiat olsztyński",2003,NA
"14378",2815000,"Powiat ostródzki",2003,NA
"14379",2816000,"Powiat piski",2003,NA
"14380",2817000,"Powiat szczycieński",2003,NA
"14381",2818000,"Powiat gołdapski",2003,NA
"14382",2819000,"Powiat węgorzewski",2003,NA
"14383",2861000,"Powiat m.Elbląg",2003,NA
"14384",2862000,"Powiat m.Olsztyn",2003,NA
"14385",3001000,"Powiat chodzieski",2003,NA
"14386",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"14387",3003000,"Powiat gnieźnieński",2003,NA
"14388",3004000,"Powiat gostyński",2003,NA
"14389",3005000,"Powiat grodziski",2003,NA
"14390",3006000,"Powiat jarociński",2003,NA
"14391",3007000,"Powiat kaliski",2003,NA
"14392",3008000,"Powiat kępiński",2003,NA
"14393",3009000,"Powiat kolski",2003,NA
"14394",3010000,"Powiat koniński",2003,NA
"14395",3011000,"Powiat kościański",2003,NA
"14396",3012000,"Powiat krotoszyński",2003,NA
"14397",3013000,"Powiat leszczyński",2003,NA
"14398",3014000,"Powiat międzychodzki",2003,NA
"14399",3015000,"Powiat nowotomyski",2003,NA
"14400",3016000,"Powiat obornicki",2003,NA
"14401",3017000,"Powiat ostrowski",2003,NA
"14402",3018000,"Powiat ostrzeszowski",2003,NA
"14403",3019000,"Powiat pilski",2003,NA
"14404",3020000,"Powiat pleszewski",2003,NA
"14405",3021000,"Powiat poznański",2003,NA
"14406",3022000,"Powiat rawicki",2003,NA
"14407",3023000,"Powiat słupecki",2003,NA
"14408",3024000,"Powiat szamotulski",2003,NA
"14409",3025000,"Powiat średzki",2003,NA
"14410",3026000,"Powiat śremski",2003,NA
"14411",3027000,"Powiat turecki",2003,NA
"14412",3028000,"Powiat wągrowiecki",2003,NA
"14413",3029000,"Powiat wolsztyński",2003,NA
"14414",3030000,"Powiat wrzesiński",2003,NA
"14415",3031000,"Powiat złotowski",2003,NA
"14416",3061000,"Powiat m.Kalisz",2003,NA
"14417",3062000,"Powiat m.Konin",2003,NA
"14418",3063000,"Powiat m.Leszno",2003,NA
"14419",3064000,"Powiat m.Poznań",2003,NA
"14420",3201000,"Powiat białogardzki",2003,NA
"14421",3202000,"Powiat choszczeński",2003,NA
"14422",3203000,"Powiat drawski",2003,NA
"14423",3204000,"Powiat goleniowski",2003,NA
"14424",3205000,"Powiat gryficki",2003,NA
"14425",3206000,"Powiat gryfiński",2003,NA
"14426",3207000,"Powiat kamieński",2003,NA
"14427",3208000,"Powiat kołobrzeski",2003,NA
"14428",3209000,"Powiat koszaliński",2003,NA
"14429",3210000,"Powiat myśliborski",2003,NA
"14430",3211000,"Powiat policki",2003,NA
"14431",3212000,"Powiat pyrzycki",2003,NA
"14432",3213000,"Powiat sławieński",2003,NA
"14433",3214000,"Powiat stargardzki",2003,NA
"14434",3215000,"Powiat szczecinecki",2003,NA
"14435",3216000,"Powiat świdwiński",2003,NA
"14436",3217000,"Powiat wałecki",2003,NA
"14437",3218000,"Powiat łobeski",2003,NA
"14438",3261000,"Powiat m.Koszalin",2003,NA
"14439",3262000,"Powiat m.Szczecin",2003,NA
"14440",3263000,"Powiat m.Świnoujście",2003,NA
"14441",201000,"Powiat bolesławiecki",2004,NA
"14442",202000,"Powiat dzierżoniowski",2004,NA
"14443",203000,"Powiat głogowski",2004,NA
"14444",204000,"Powiat górowski",2004,NA
"14445",205000,"Powiat jaworski",2004,NA
"14446",206000,"Powiat jeleniogórski",2004,NA
"14447",207000,"Powiat kamiennogórski",2004,NA
"14448",208000,"Powiat kłodzki",2004,NA
"14449",209000,"Powiat legnicki",2004,NA
"14450",210000,"Powiat lubański",2004,NA
"14451",211000,"Powiat lubiński",2004,NA
"14452",212000,"Powiat lwówecki",2004,NA
"14453",213000,"Powiat milicki",2004,NA
"14454",214000,"Powiat oleśnicki",2004,NA
"14455",215000,"Powiat oławski",2004,NA
"14456",216000,"Powiat polkowicki",2004,NA
"14457",217000,"Powiat strzeliński",2004,NA
"14458",218000,"Powiat średzki",2004,NA
"14459",219000,"Powiat świdnicki",2004,NA
"14460",220000,"Powiat trzebnicki",2004,NA
"14461",221000,"Powiat wałbrzyski",2004,NA
"14462",222000,"Powiat wołowski",2004,NA
"14463",223000,"Powiat wrocławski",2004,NA
"14464",224000,"Powiat ząbkowicki",2004,NA
"14465",225000,"Powiat zgorzelecki",2004,NA
"14466",226000,"Powiat złotoryjski",2004,NA
"14467",261000,"Powiat m.Jelenia Góra",2004,NA
"14468",262000,"Powiat m.Legnica",2004,NA
"14469",264000,"Powiat m.Wrocław",2004,NA
"14470",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"14471",401000,"Powiat aleksandrowski",2004,NA
"14472",402000,"Powiat brodnicki",2004,NA
"14473",403000,"Powiat bydgoski",2004,NA
"14474",404000,"Powiat chełmiński",2004,NA
"14475",405000,"Powiat golubsko-dobrzyński",2004,NA
"14476",406000,"Powiat grudziądzki",2004,NA
"14477",407000,"Powiat inowrocławski",2004,NA
"14478",408000,"Powiat lipnowski",2004,NA
"14479",409000,"Powiat mogileński",2004,NA
"14480",410000,"Powiat nakielski",2004,NA
"14481",411000,"Powiat radziejowski",2004,NA
"14482",412000,"Powiat rypiński",2004,NA
"14483",413000,"Powiat sępoleński",2004,NA
"14484",414000,"Powiat świecki",2004,NA
"14485",415000,"Powiat toruński",2004,NA
"14486",416000,"Powiat tucholski",2004,NA
"14487",417000,"Powiat wąbrzeski",2004,NA
"14488",418000,"Powiat włocławski",2004,NA
"14489",419000,"Powiat żniński",2004,NA
"14490",461000,"Powiat m.Bydgoszcz",2004,NA
"14491",462000,"Powiat m.Grudziądz",2004,NA
"14492",463000,"Powiat m.Toruń",2004,NA
"14493",464000,"Powiat m.Włocławek",2004,NA
"14494",601000,"Powiat bialski",2004,NA
"14495",602000,"Powiat biłgorajski",2004,NA
"14496",603000,"Powiat chełmski",2004,NA
"14497",604000,"Powiat hrubieszowski",2004,NA
"14498",605000,"Powiat janowski",2004,NA
"14499",606000,"Powiat krasnostawski",2004,NA
"14500",607000,"Powiat kraśnicki",2004,NA
"14501",608000,"Powiat lubartowski",2004,NA
"14502",609000,"Powiat lubelski",2004,NA
"14503",610000,"Powiat łęczyński",2004,NA
"14504",611000,"Powiat łukowski",2004,NA
"14505",612000,"Powiat opolski",2004,NA
"14506",613000,"Powiat parczewski",2004,NA
"14507",614000,"Powiat puławski",2004,NA
"14508",615000,"Powiat radzyński",2004,NA
"14509",616000,"Powiat rycki",2004,NA
"14510",617000,"Powiat świdnicki",2004,NA
"14511",618000,"Powiat tomaszowski",2004,NA
"14512",619000,"Powiat włodawski",2004,NA
"14513",620000,"Powiat zamojski",2004,NA
"14514",661000,"Powiat m.Biała Podlaska",2004,NA
"14515",662000,"Powiat m.Chełm",2004,NA
"14516",663000,"Powiat m.Lublin",2004,NA
"14517",664000,"Powiat m.Zamość",2004,NA
"14518",801000,"Powiat gorzowski",2004,NA
"14519",802000,"Powiat krośnieński",2004,NA
"14520",803000,"Powiat międzyrzecki",2004,NA
"14521",804000,"Powiat nowosolski",2004,NA
"14522",805000,"Powiat słubicki",2004,NA
"14523",806000,"Powiat strzelecko-drezdenecki",2004,NA
"14524",807000,"Powiat sulęciński",2004,NA
"14525",808000,"Powiat świebodziński",2004,NA
"14526",809000,"Powiat zielonogórski",2004,NA
"14527",810000,"Powiat żagański",2004,NA
"14528",811000,"Powiat żarski",2004,NA
"14529",812000,"Powiat wschowski",2004,NA
"14530",861000,"Powiat m.Gorzów Wielkopolski",2004,NA
"14531",862000,"Powiat m.Zielona Góra",2004,NA
"14532",1001000,"Powiat bełchatowski",2004,NA
"14533",1002000,"Powiat kutnowski",2004,NA
"14534",1003000,"Powiat łaski",2004,NA
"14535",1004000,"Powiat łęczycki",2004,NA
"14536",1005000,"Powiat łowicki",2004,NA
"14537",1006000,"Powiat łódzki wschodni",2004,NA
"14538",1007000,"Powiat opoczyński",2004,NA
"14539",1008000,"Powiat pabianicki",2004,NA
"14540",1009000,"Powiat pajęczański",2004,NA
"14541",1010000,"Powiat piotrkowski",2004,NA
"14542",1011000,"Powiat poddębicki",2004,NA
"14543",1012000,"Powiat radomszczański",2004,NA
"14544",1013000,"Powiat rawski",2004,NA
"14545",1014000,"Powiat sieradzki",2004,NA
"14546",1015000,"Powiat skierniewicki",2004,NA
"14547",1016000,"Powiat tomaszowski",2004,NA
"14548",1017000,"Powiat wieluński",2004,NA
"14549",1018000,"Powiat wieruszowski",2004,NA
"14550",1019000,"Powiat zduńskowolski",2004,NA
"14551",1020000,"Powiat zgierski",2004,NA
"14552",1021000,"Powiat brzeziński",2004,NA
"14553",1061000,"Powiat m.Łódź",2004,NA
"14554",1062000,"Powiat m.Piotrków Trybunalski",2004,NA
"14555",1063000,"Powiat m.Skierniewice",2004,NA
"14556",1201000,"Powiat bocheński",2004,NA
"14557",1202000,"Powiat brzeski",2004,NA
"14558",1203000,"Powiat chrzanowski",2004,NA
"14559",1204000,"Powiat dąbrowski",2004,NA
"14560",1205000,"Powiat gorlicki",2004,NA
"14561",1206000,"Powiat krakowski",2004,NA
"14562",1207000,"Powiat limanowski",2004,NA
"14563",1208000,"Powiat miechowski",2004,NA
"14564",1209000,"Powiat myślenicki",2004,NA
"14565",1210000,"Powiat nowosądecki",2004,NA
"14566",1211000,"Powiat nowotarski",2004,NA
"14567",1212000,"Powiat olkuski",2004,NA
"14568",1213000,"Powiat oświęcimski",2004,NA
"14569",1214000,"Powiat proszowicki",2004,NA
"14570",1215000,"Powiat suski",2004,NA
"14571",1216000,"Powiat tarnowski",2004,NA
"14572",1217000,"Powiat tatrzański",2004,NA
"14573",1218000,"Powiat wadowicki",2004,NA
"14574",1219000,"Powiat wielicki",2004,NA
"14575",1261000,"Powiat m.Kraków",2004,NA
"14576",1262000,"Powiat m.Nowy Sącz",2004,NA
"14577",1263000,"Powiat m.Tarnów",2004,NA
"14578",1401000,"Powiat białobrzeski",2004,NA
"14579",1402000,"Powiat ciechanowski",2004,NA
"14580",1403000,"Powiat garwoliński",2004,NA
"14581",1404000,"Powiat gostyniński",2004,NA
"14582",1405000,"Powiat grodziski",2004,NA
"14583",1406000,"Powiat grójecki",2004,NA
"14584",1407000,"Powiat kozienicki",2004,NA
"14585",1408000,"Powiat legionowski",2004,NA
"14586",1409000,"Powiat lipski",2004,NA
"14587",1410000,"Powiat łosicki",2004,NA
"14588",1411000,"Powiat makowski",2004,NA
"14589",1412000,"Powiat miński",2004,NA
"14590",1413000,"Powiat mławski",2004,NA
"14591",1414000,"Powiat nowodworski",2004,NA
"14592",1415000,"Powiat ostrołęcki",2004,NA
"14593",1416000,"Powiat ostrowski",2004,NA
"14594",1417000,"Powiat otwocki",2004,NA
"14595",1418000,"Powiat piaseczyński",2004,NA
"14596",1419000,"Powiat płocki",2004,NA
"14597",1420000,"Powiat płoński",2004,NA
"14598",1421000,"Powiat pruszkowski",2004,NA
"14599",1422000,"Powiat przasnyski",2004,NA
"14600",1423000,"Powiat przysuski",2004,NA
"14601",1424000,"Powiat pułtuski",2004,NA
"14602",1425000,"Powiat radomski",2004,NA
"14603",1426000,"Powiat siedlecki",2004,NA
"14604",1427000,"Powiat sierpecki",2004,NA
"14605",1428000,"Powiat sochaczewski",2004,NA
"14606",1429000,"Powiat sokołowski",2004,NA
"14607",1430000,"Powiat szydłowiecki",2004,NA
"14608",1432000,"Powiat warszawski zachodni",2004,NA
"14609",1433000,"Powiat węgrowski",2004,NA
"14610",1434000,"Powiat wołomiński",2004,NA
"14611",1435000,"Powiat wyszkowski",2004,NA
"14612",1436000,"Powiat zwoleński",2004,NA
"14613",1437000,"Powiat żuromiński",2004,NA
"14614",1438000,"Powiat żyrardowski",2004,NA
"14615",1461000,"Powiat m.Ostrołęka",2004,NA
"14616",1462000,"Powiat m.Płock",2004,NA
"14617",1463000,"Powiat m.Radom",2004,NA
"14618",1464000,"Powiat m.Siedlce",2004,NA
"14619",1465000,"Powiat m. st. Warszawa",2004,NA
"14620",1601000,"Powiat brzeski",2004,NA
"14621",1602000,"Powiat głubczycki",2004,NA
"14622",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"14623",1604000,"Powiat kluczborski",2004,NA
"14624",1605000,"Powiat krapkowicki",2004,NA
"14625",1606000,"Powiat namysłowski",2004,NA
"14626",1607000,"Powiat nyski",2004,NA
"14627",1608000,"Powiat oleski",2004,NA
"14628",1609000,"Powiat opolski",2004,NA
"14629",1610000,"Powiat prudnicki",2004,NA
"14630",1611000,"Powiat strzelecki",2004,NA
"14631",1661000,"Powiat m.Opole",2004,NA
"14632",1801000,"Powiat bieszczadzki",2004,NA
"14633",1802000,"Powiat brzozowski",2004,NA
"14634",1803000,"Powiat dębicki",2004,NA
"14635",1804000,"Powiat jarosławski",2004,NA
"14636",1805000,"Powiat jasielski",2004,NA
"14637",1806000,"Powiat kolbuszowski",2004,NA
"14638",1807000,"Powiat krośnieński",2004,NA
"14639",1808000,"Powiat leżajski",2004,NA
"14640",1809000,"Powiat lubaczowski",2004,NA
"14641",1810000,"Powiat łańcucki",2004,NA
"14642",1811000,"Powiat mielecki",2004,NA
"14643",1812000,"Powiat niżański",2004,NA
"14644",1813000,"Powiat przemyski",2004,NA
"14645",1814000,"Powiat przeworski",2004,NA
"14646",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"14647",1816000,"Powiat rzeszowski",2004,NA
"14648",1817000,"Powiat sanocki",2004,NA
"14649",1818000,"Powiat stalowowolski",2004,NA
"14650",1819000,"Powiat strzyżowski",2004,NA
"14651",1820000,"Powiat tarnobrzeski",2004,NA
"14652",1821000,"Powiat leski",2004,NA
"14653",1861000,"Powiat m.Krosno",2004,NA
"14654",1862000,"Powiat m.Przemyśl",2004,NA
"14655",1863000,"Powiat m.Rzeszów",2004,NA
"14656",1864000,"Powiat m.Tarnobrzeg",2004,NA
"14657",2001000,"Powiat augustowski",2004,NA
"14658",2002000,"Powiat białostocki",2004,NA
"14659",2003000,"Powiat bielski",2004,NA
"14660",2004000,"Powiat grajewski",2004,NA
"14661",2005000,"Powiat hajnowski",2004,NA
"14662",2006000,"Powiat kolneński",2004,NA
"14663",2007000,"Powiat łomżyński",2004,NA
"14664",2008000,"Powiat moniecki",2004,NA
"14665",2009000,"Powiat sejneński",2004,NA
"14666",2010000,"Powiat siemiatycki",2004,NA
"14667",2011000,"Powiat sokólski",2004,NA
"14668",2012000,"Powiat suwalski",2004,NA
"14669",2013000,"Powiat wysokomazowiecki",2004,NA
"14670",2014000,"Powiat zambrowski",2004,NA
"14671",2061000,"Powiat m.Białystok",2004,NA
"14672",2062000,"Powiat m.Łomża",2004,NA
"14673",2063000,"Powiat m.Suwałki",2004,NA
"14674",2201000,"Powiat bytowski",2004,NA
"14675",2202000,"Powiat chojnicki",2004,NA
"14676",2203000,"Powiat człuchowski",2004,NA
"14677",2204000,"Powiat gdański",2004,NA
"14678",2205000,"Powiat kartuski",2004,NA
"14679",2206000,"Powiat kościerski",2004,NA
"14680",2207000,"Powiat kwidzyński",2004,NA
"14681",2208000,"Powiat lęborski",2004,NA
"14682",2209000,"Powiat malborski",2004,NA
"14683",2210000,"Powiat nowodworski",2004,NA
"14684",2211000,"Powiat pucki",2004,NA
"14685",2212000,"Powiat słupski",2004,NA
"14686",2213000,"Powiat starogardzki",2004,NA
"14687",2214000,"Powiat tczewski",2004,NA
"14688",2215000,"Powiat wejherowski",2004,NA
"14689",2216000,"Powiat sztumski",2004,NA
"14690",2261000,"Powiat m.Gdańsk",2004,NA
"14691",2262000,"Powiat m.Gdynia",2004,NA
"14692",2263000,"Powiat m.Słupsk",2004,NA
"14693",2264000,"Powiat m.Sopot",2004,NA
