"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_wskaznik_wykrywalnosci_sprawcow_przestepstw_stwierdzonych_przez_Policje_ogolem_proc"
"16980",2407000,"Powiat lubliniecki",2010,NA
"16981",2408000,"Powiat mikołowski",2010,NA
"16982",2409000,"Powiat myszkowski",2010,NA
"16983",2410000,"Powiat pszczyński",2010,NA
"16984",2411000,"Powiat raciborski",2010,NA
"16985",2412000,"Powiat rybnicki",2010,NA
"16986",2413000,"Powiat tarnogórski",2010,NA
"16987",2414000,"Powiat bieruńsko-lędziński",2010,NA
"16988",2415000,"Powiat wodzisławski",2010,NA
"16989",2416000,"Powiat zawierciański",2010,NA
"16990",2417000,"Powiat żywiecki",2010,NA
"16991",2461000,"Powiat m.Bielsko-Biała",2010,NA
"16992",2462000,"Powiat m.Bytom",2010,NA
"16993",2463000,"Powiat m.Chorzów",2010,NA
"16994",2464000,"Powiat m.Częstochowa",2010,NA
"16995",2465000,"Powiat m.Dąbrowa Górnicza",2010,NA
"16996",2466000,"Powiat m.Gliwice",2010,NA
"16997",2467000,"Powiat m.Jastrzębie-Zdrój",2010,NA
"16998",2468000,"Powiat m.Jaworzno",2010,NA
"16999",2469000,"Powiat m.Katowice",2010,NA
"17000",2470000,"Powiat m.Mysłowice",2010,NA
"17001",2471000,"Powiat m.Piekary Śląskie",2010,NA
"17002",2472000,"Powiat m.Ruda Śląska",2010,NA
"17003",2473000,"Powiat m.Rybnik",2010,NA
"17004",2474000,"Powiat m.Siemianowice Śląskie",2010,NA
"17005",2475000,"Powiat m.Sosnowiec",2010,NA
"17006",2476000,"Powiat m.Świętochłowice",2010,NA
"17007",2477000,"Powiat m.Tychy",2010,NA
"17008",2478000,"Powiat m.Zabrze",2010,NA
"17009",2479000,"Powiat m.Żory",2010,NA
"17010",2601000,"Powiat buski",2010,NA
"17011",2602000,"Powiat jędrzejowski",2010,NA
"17012",2603000,"Powiat kazimierski",2010,NA
"17013",2604000,"Powiat kielecki",2010,NA
"17014",2605000,"Powiat konecki",2010,NA
"17015",2606000,"Powiat opatowski",2010,NA
"17016",2607000,"Powiat ostrowiecki",2010,NA
"17017",2608000,"Powiat pińczowski",2010,NA
"17018",2609000,"Powiat sandomierski",2010,NA
"17019",2610000,"Powiat skarżyski",2010,NA
"17020",2611000,"Powiat starachowicki",2010,NA
"17021",2612000,"Powiat staszowski",2010,NA
"17022",2613000,"Powiat włoszczowski",2010,NA
"17023",2661000,"Powiat m.Kielce",2010,NA
"17024",2801000,"Powiat bartoszycki",2010,NA
"17025",2802000,"Powiat braniewski",2010,NA
"17026",2803000,"Powiat działdowski",2010,NA
"17027",2804000,"Powiat elbląski",2010,NA
"17028",2805000,"Powiat ełcki",2010,NA
"17029",2806000,"Powiat giżycki",2010,NA
"17030",2807000,"Powiat iławski",2010,NA
"17031",2808000,"Powiat kętrzyński",2010,NA
"17032",2809000,"Powiat lidzbarski",2010,NA
"17033",2810000,"Powiat mrągowski",2010,NA
"17034",2811000,"Powiat nidzicki",2010,NA
"17035",2812000,"Powiat nowomiejski",2010,NA
"17036",2813000,"Powiat olecki",2010,NA
"17037",2814000,"Powiat olsztyński",2010,NA
"17038",2815000,"Powiat ostródzki",2010,NA
"17039",2816000,"Powiat piski",2010,NA
"17040",2817000,"Powiat szczycieński",2010,NA
"17041",2818000,"Powiat gołdapski",2010,NA
"17042",2819000,"Powiat węgorzewski",2010,NA
"17043",2861000,"Powiat m.Elbląg",2010,NA
"17044",2862000,"Powiat m.Olsztyn",2010,NA
"17045",3001000,"Powiat chodzieski",2010,NA
"17046",3002000,"Powiat czarnkowsko-trzcianecki",2010,NA
"17047",3003000,"Powiat gnieźnieński",2010,NA
"17048",3004000,"Powiat gostyński",2010,NA
"17049",3005000,"Powiat grodziski",2010,NA
"17050",3006000,"Powiat jarociński",2010,NA
"17051",3007000,"Powiat kaliski",2010,NA
"17052",3008000,"Powiat kępiński",2010,NA
"17053",3009000,"Powiat kolski",2010,NA
"17054",3010000,"Powiat koniński",2010,NA
"17055",3011000,"Powiat kościański",2010,NA
"17056",3012000,"Powiat krotoszyński",2010,NA
"17057",3013000,"Powiat leszczyński",2010,NA
"17058",3014000,"Powiat międzychodzki",2010,NA
"17059",3015000,"Powiat nowotomyski",2010,NA
"17060",3016000,"Powiat obornicki",2010,NA
"17061",3017000,"Powiat ostrowski",2010,NA
"17062",3018000,"Powiat ostrzeszowski",2010,NA
"17063",3019000,"Powiat pilski",2010,NA
"17064",3020000,"Powiat pleszewski",2010,NA
"17065",3021000,"Powiat poznański",2010,NA
"17066",3022000,"Powiat rawicki",2010,NA
"17067",3023000,"Powiat słupecki",2010,NA
"17068",3024000,"Powiat szamotulski",2010,NA
"17069",3025000,"Powiat średzki",2010,NA
"17070",3026000,"Powiat śremski",2010,NA
"17071",3027000,"Powiat turecki",2010,NA
"17072",3028000,"Powiat wągrowiecki",2010,NA
"17073",3029000,"Powiat wolsztyński",2010,NA
"17074",3030000,"Powiat wrzesiński",2010,NA
"17075",3031000,"Powiat złotowski",2010,NA
"17076",3061000,"Powiat m.Kalisz",2010,NA
"17077",3062000,"Powiat m.Konin",2010,NA
"17078",3063000,"Powiat m.Leszno",2010,NA
"17079",3064000,"Powiat m.Poznań",2010,NA
"17080",3201000,"Powiat białogardzki",2010,NA
"17081",3202000,"Powiat choszczeński",2010,NA
"17082",3203000,"Powiat drawski",2010,NA
"17083",3204000,"Powiat goleniowski",2010,NA
"17084",3205000,"Powiat gryficki",2010,NA
"17085",3206000,"Powiat gryfiński",2010,NA
"17086",3207000,"Powiat kamieński",2010,NA
"17087",3208000,"Powiat kołobrzeski",2010,NA
"17088",3209000,"Powiat koszaliński",2010,NA
"17089",3210000,"Powiat myśliborski",2010,NA
"17090",3211000,"Powiat policki",2010,NA
"17091",3212000,"Powiat pyrzycki",2010,NA
"17092",3213000,"Powiat sławieński",2010,NA
"17093",3214000,"Powiat stargardzki",2010,NA
"17094",3215000,"Powiat szczecinecki",2010,NA
"17095",3216000,"Powiat świdwiński",2010,NA
"17096",3217000,"Powiat wałecki",2010,NA
"17097",3218000,"Powiat łobeski",2010,NA
"17098",3261000,"Powiat m.Koszalin",2010,NA
"17099",3262000,"Powiat m.Szczecin",2010,NA
"17100",3263000,"Powiat m.Świnoujście",2010,NA
"17101",201000,"Powiat bolesławiecki",2011,NA
"17102",202000,"Powiat dzierżoniowski",2011,NA
"17103",203000,"Powiat głogowski",2011,NA
"17104",204000,"Powiat górowski",2011,NA
"17105",205000,"Powiat jaworski",2011,NA
"17106",206000,"Powiat jeleniogórski",2011,NA
"17107",207000,"Powiat kamiennogórski",2011,NA
"17108",208000,"Powiat kłodzki",2011,NA
"17109",209000,"Powiat legnicki",2011,NA
"17110",210000,"Powiat lubański",2011,NA
"17111",211000,"Powiat lubiński",2011,NA
"17112",212000,"Powiat lwówecki",2011,NA
"17113",213000,"Powiat milicki",2011,NA
"17114",214000,"Powiat oleśnicki",2011,NA
"17115",215000,"Powiat oławski",2011,NA
"17116",216000,"Powiat polkowicki",2011,NA
"17117",217000,"Powiat strzeliński",2011,NA
"17118",218000,"Powiat średzki",2011,NA
"17119",219000,"Powiat świdnicki",2011,NA
"17120",220000,"Powiat trzebnicki",2011,NA
"17121",221000,"Powiat wałbrzyski",2011,NA
"17122",222000,"Powiat wołowski",2011,NA
"17123",223000,"Powiat wrocławski",2011,NA
"17124",224000,"Powiat ząbkowicki",2011,NA
"17125",225000,"Powiat zgorzelecki",2011,NA
"17126",226000,"Powiat złotoryjski",2011,NA
"17127",261000,"Powiat m.Jelenia Góra",2011,NA
"17128",262000,"Powiat m.Legnica",2011,NA
"17129",264000,"Powiat m.Wrocław",2011,NA
"17130",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"17131",401000,"Powiat aleksandrowski",2011,NA
"17132",402000,"Powiat brodnicki",2011,NA
"17133",403000,"Powiat bydgoski",2011,NA
"17134",404000,"Powiat chełmiński",2011,NA
"17135",405000,"Powiat golubsko-dobrzyński",2011,NA
"17136",406000,"Powiat grudziądzki",2011,NA
"17137",407000,"Powiat inowrocławski",2011,NA
"17138",408000,"Powiat lipnowski",2011,NA
"17139",409000,"Powiat mogileński",2011,NA
"17140",410000,"Powiat nakielski",2011,NA
"17141",411000,"Powiat radziejowski",2011,NA
"17142",412000,"Powiat rypiński",2011,NA
"17143",413000,"Powiat sępoleński",2011,NA
"17144",414000,"Powiat świecki",2011,NA
"17145",415000,"Powiat toruński",2011,NA
"17146",416000,"Powiat tucholski",2011,NA
"17147",417000,"Powiat wąbrzeski",2011,NA
"17148",418000,"Powiat włocławski",2011,NA
"17149",419000,"Powiat żniński",2011,NA
"17150",461000,"Powiat m.Bydgoszcz",2011,NA
"17151",462000,"Powiat m.Grudziądz",2011,NA
"17152",463000,"Powiat m.Toruń",2011,NA
"17153",464000,"Powiat m.Włocławek",2011,NA
"17154",601000,"Powiat bialski",2011,NA
"17155",602000,"Powiat biłgorajski",2011,NA
"17156",603000,"Powiat chełmski",2011,NA
"17157",604000,"Powiat hrubieszowski",2011,NA
"17158",605000,"Powiat janowski",2011,NA
"17159",606000,"Powiat krasnostawski",2011,NA
"17160",607000,"Powiat kraśnicki",2011,NA
"17161",608000,"Powiat lubartowski",2011,NA
"17162",609000,"Powiat lubelski",2011,NA
"17163",610000,"Powiat łęczyński",2011,NA
"17164",611000,"Powiat łukowski",2011,NA
"17165",612000,"Powiat opolski",2011,NA
"17166",613000,"Powiat parczewski",2011,NA
"17167",614000,"Powiat puławski",2011,NA
"17168",615000,"Powiat radzyński",2011,NA
"17169",616000,"Powiat rycki",2011,NA
"17170",617000,"Powiat świdnicki",2011,NA
"17171",618000,"Powiat tomaszowski",2011,NA
"17172",619000,"Powiat włodawski",2011,NA
"17173",620000,"Powiat zamojski",2011,NA
"17174",661000,"Powiat m.Biała Podlaska",2011,NA
"17175",662000,"Powiat m.Chełm",2011,NA
"17176",663000,"Powiat m.Lublin",2011,NA
"17177",664000,"Powiat m.Zamość",2011,NA
"17178",801000,"Powiat gorzowski",2011,NA
"17179",802000,"Powiat krośnieński",2011,NA
"17180",803000,"Powiat międzyrzecki",2011,NA
"17181",804000,"Powiat nowosolski",2011,NA
"17182",805000,"Powiat słubicki",2011,NA
"17183",806000,"Powiat strzelecko-drezdenecki",2011,NA
"17184",807000,"Powiat sulęciński",2011,NA
"17185",808000,"Powiat świebodziński",2011,NA
"17186",809000,"Powiat zielonogórski",2011,NA
"17187",810000,"Powiat żagański",2011,NA
"17188",811000,"Powiat żarski",2011,NA
"17189",812000,"Powiat wschowski",2011,NA
"17190",861000,"Powiat m.Gorzów Wielkopolski",2011,NA
"17191",862000,"Powiat m.Zielona Góra",2011,NA
"17192",1001000,"Powiat bełchatowski",2011,NA
"17193",1002000,"Powiat kutnowski",2011,NA
"17194",1003000,"Powiat łaski",2011,NA
"17195",1004000,"Powiat łęczycki",2011,NA
"17196",1005000,"Powiat łowicki",2011,NA
"17197",1006000,"Powiat łódzki wschodni",2011,NA
"17198",1007000,"Powiat opoczyński",2011,NA
"17199",1008000,"Powiat pabianicki",2011,NA
"17200",1009000,"Powiat pajęczański",2011,NA
"17201",1010000,"Powiat piotrkowski",2011,NA
"17202",1011000,"Powiat poddębicki",2011,NA
"17203",1012000,"Powiat radomszczański",2011,NA
"17204",1013000,"Powiat rawski",2011,NA
"17205",1014000,"Powiat sieradzki",2011,NA
"17206",1015000,"Powiat skierniewicki",2011,NA
"17207",1016000,"Powiat tomaszowski",2011,NA
"17208",1017000,"Powiat wieluński",2011,NA
"17209",1018000,"Powiat wieruszowski",2011,NA
"17210",1019000,"Powiat zduńskowolski",2011,NA
"17211",1020000,"Powiat zgierski",2011,NA
"17212",1021000,"Powiat brzeziński",2011,NA
"17213",1061000,"Powiat m.Łódź",2011,NA
"17214",1062000,"Powiat m.Piotrków Trybunalski",2011,NA
"17215",1063000,"Powiat m.Skierniewice",2011,NA
"17216",1201000,"Powiat bocheński",2011,NA
"17217",1202000,"Powiat brzeski",2011,NA
"17218",1203000,"Powiat chrzanowski",2011,NA
"17219",1204000,"Powiat dąbrowski",2011,NA
"17220",1205000,"Powiat gorlicki",2011,NA
"17221",1206000,"Powiat krakowski",2011,NA
"17222",1207000,"Powiat limanowski",2011,NA
"17223",1208000,"Powiat miechowski",2011,NA
"17224",1209000,"Powiat myślenicki",2011,NA
"17225",1210000,"Powiat nowosądecki",2011,NA
"17226",1211000,"Powiat nowotarski",2011,NA
"17227",1212000,"Powiat olkuski",2011,NA
"17228",1213000,"Powiat oświęcimski",2011,NA
"17229",1214000,"Powiat proszowicki",2011,NA
"17230",1215000,"Powiat suski",2011,NA
"17231",1216000,"Powiat tarnowski",2011,NA
"17232",1217000,"Powiat tatrzański",2011,NA
"17233",1218000,"Powiat wadowicki",2011,NA
"17234",1219000,"Powiat wielicki",2011,NA
"17235",1261000,"Powiat m.Kraków",2011,NA
"17236",1262000,"Powiat m.Nowy Sącz",2011,NA
"17237",1263000,"Powiat m.Tarnów",2011,NA
"17238",1401000,"Powiat białobrzeski",2011,NA
"17239",1402000,"Powiat ciechanowski",2011,NA
"17240",1403000,"Powiat garwoliński",2011,NA
"17241",1404000,"Powiat gostyniński",2011,NA
"17242",1405000,"Powiat grodziski",2011,NA
"17243",1406000,"Powiat grójecki",2011,NA
"17244",1407000,"Powiat kozienicki",2011,NA
"17245",1408000,"Powiat legionowski",2011,NA
"17246",1409000,"Powiat lipski",2011,NA
"17247",1410000,"Powiat łosicki",2011,NA
"17248",1411000,"Powiat makowski",2011,NA
"17249",1412000,"Powiat miński",2011,NA
"17250",1413000,"Powiat mławski",2011,NA
"17251",1414000,"Powiat nowodworski",2011,NA
"17252",1415000,"Powiat ostrołęcki",2011,NA
"17253",1416000,"Powiat ostrowski",2011,NA
"17254",1417000,"Powiat otwocki",2011,NA
"17255",1418000,"Powiat piaseczyński",2011,NA
"17256",1419000,"Powiat płocki",2011,NA
"17257",1420000,"Powiat płoński",2011,NA
"17258",1421000,"Powiat pruszkowski",2011,NA
"17259",1422000,"Powiat przasnyski",2011,NA
"17260",1423000,"Powiat przysuski",2011,NA
"17261",1424000,"Powiat pułtuski",2011,NA
"17262",1425000,"Powiat radomski",2011,NA
"17263",1426000,"Powiat siedlecki",2011,NA
"17264",1427000,"Powiat sierpecki",2011,NA
"17265",1428000,"Powiat sochaczewski",2011,NA
"17266",1429000,"Powiat sokołowski",2011,NA
"17267",1430000,"Powiat szydłowiecki",2011,NA
"17268",1432000,"Powiat warszawski zachodni",2011,NA
"17269",1433000,"Powiat węgrowski",2011,NA
"17270",1434000,"Powiat wołomiński",2011,NA
"17271",1435000,"Powiat wyszkowski",2011,NA
"17272",1436000,"Powiat zwoleński",2011,NA
"17273",1437000,"Powiat żuromiński",2011,NA
"17274",1438000,"Powiat żyrardowski",2011,NA
"17275",1461000,"Powiat m.Ostrołęka",2011,NA
"17276",1462000,"Powiat m.Płock",2011,NA
"17277",1463000,"Powiat m.Radom",2011,NA
"17278",1464000,"Powiat m.Siedlce",2011,NA
"17279",1465000,"Powiat m. st. Warszawa",2011,NA
"17280",1601000,"Powiat brzeski",2011,NA
"17281",1602000,"Powiat głubczycki",2011,NA
"17282",1603000,"Powiat kędzierzyńsko-kozielski",2011,NA
"17283",1604000,"Powiat kluczborski",2011,NA
"17284",1605000,"Powiat krapkowicki",2011,NA
"17285",1606000,"Powiat namysłowski",2011,NA
"17286",1607000,"Powiat nyski",2011,NA
"17287",1608000,"Powiat oleski",2011,NA
"17288",1609000,"Powiat opolski",2011,NA
"17289",1610000,"Powiat prudnicki",2011,NA
"17290",1611000,"Powiat strzelecki",2011,NA
"17291",1661000,"Powiat m.Opole",2011,NA
"17292",1801000,"Powiat bieszczadzki",2011,NA
"17293",1802000,"Powiat brzozowski",2011,NA
"17294",1803000,"Powiat dębicki",2011,NA
"17295",1804000,"Powiat jarosławski",2011,NA
"17296",1805000,"Powiat jasielski",2011,NA
"17297",1806000,"Powiat kolbuszowski",2011,NA
"17298",1807000,"Powiat krośnieński",2011,NA
"17299",1808000,"Powiat leżajski",2011,NA
"17300",1809000,"Powiat lubaczowski",2011,NA
"17301",1810000,"Powiat łańcucki",2011,NA
"17302",1811000,"Powiat mielecki",2011,NA
"17303",1812000,"Powiat niżański",2011,NA
"17304",1813000,"Powiat przemyski",2011,NA
"17305",1814000,"Powiat przeworski",2011,NA
"17306",1815000,"Powiat ropczycko-sędziszowski",2011,NA
"17307",1816000,"Powiat rzeszowski",2011,NA
"17308",1817000,"Powiat sanocki",2011,NA
"17309",1818000,"Powiat stalowowolski",2011,NA
"17310",1819000,"Powiat strzyżowski",2011,NA
"17311",1820000,"Powiat tarnobrzeski",2011,NA
"17312",1821000,"Powiat leski",2011,NA
"17313",1861000,"Powiat m.Krosno",2011,NA
"17314",1862000,"Powiat m.Przemyśl",2011,NA
"17315",1863000,"Powiat m.Rzeszów",2011,NA
"17316",1864000,"Powiat m.Tarnobrzeg",2011,NA
"17317",2001000,"Powiat augustowski",2011,NA
"17318",2002000,"Powiat białostocki",2011,NA
"17319",2003000,"Powiat bielski",2011,NA
"17320",2004000,"Powiat grajewski",2011,NA
"17321",2005000,"Powiat hajnowski",2011,NA
"17322",2006000,"Powiat kolneński",2011,NA
"17323",2007000,"Powiat łomżyński",2011,NA
"17324",2008000,"Powiat moniecki",2011,NA
"17325",2009000,"Powiat sejneński",2011,NA
"17326",2010000,"Powiat siemiatycki",2011,NA
"17327",2011000,"Powiat sokólski",2011,NA
"17328",2012000,"Powiat suwalski",2011,NA
"17329",2013000,"Powiat wysokomazowiecki",2011,NA
"17330",2014000,"Powiat zambrowski",2011,NA
"17331",2061000,"Powiat m.Białystok",2011,NA
"17332",2062000,"Powiat m.Łomża",2011,NA
"17333",2063000,"Powiat m.Suwałki",2011,NA
"17334",2201000,"Powiat bytowski",2011,NA
"17335",2202000,"Powiat chojnicki",2011,NA
"17336",2203000,"Powiat człuchowski",2011,NA
"17337",2204000,"Powiat gdański",2011,NA
"17338",2205000,"Powiat kartuski",2011,NA
"17339",2206000,"Powiat kościerski",2011,NA
"17340",2207000,"Powiat kwidzyński",2011,NA
"17341",2208000,"Powiat lęborski",2011,NA
"17342",2209000,"Powiat malborski",2011,NA
"17343",2210000,"Powiat nowodworski",2011,NA
"17344",2211000,"Powiat pucki",2011,NA
"17345",2212000,"Powiat słupski",2011,NA
"17346",2213000,"Powiat starogardzki",2011,NA
"17347",2214000,"Powiat tczewski",2011,NA
"17348",2215000,"Powiat wejherowski",2011,NA
"17349",2216000,"Powiat sztumski",2011,NA
"17350",2261000,"Powiat m.Gdańsk",2011,NA
"17351",2262000,"Powiat m.Gdynia",2011,NA
"17352",2263000,"Powiat m.Słupsk",2011,NA
"17353",2264000,"Powiat m.Sopot",2011,NA
"17354",2401000,"Powiat będziński",2011,NA
"17355",2402000,"Powiat bielski",2011,NA
"17356",2403000,"Powiat cieszyński",2011,NA
"17357",2404000,"Powiat częstochowski",2011,NA
"17358",2405000,"Powiat gliwicki",2011,NA
"17359",2406000,"Powiat kłobucki",2011,NA
"17360",2407000,"Powiat lubliniecki",2011,NA
"17361",2408000,"Powiat mikołowski",2011,NA
"17362",2409000,"Powiat myszkowski",2011,NA
"17363",2410000,"Powiat pszczyński",2011,NA
"17364",2411000,"Powiat raciborski",2011,NA
"17365",2412000,"Powiat rybnicki",2011,NA
"17366",2413000,"Powiat tarnogórski",2011,NA
"17367",2414000,"Powiat bieruńsko-lędziński",2011,NA
"17368",2415000,"Powiat wodzisławski",2011,NA
"17369",2416000,"Powiat zawierciański",2011,NA
"17370",2417000,"Powiat żywiecki",2011,NA
"17371",2461000,"Powiat m.Bielsko-Biała",2011,NA
"17372",2462000,"Powiat m.Bytom",2011,NA
"17373",2463000,"Powiat m.Chorzów",2011,NA
"17374",2464000,"Powiat m.Częstochowa",2011,NA
"17375",2465000,"Powiat m.Dąbrowa Górnicza",2011,NA
"17376",2466000,"Powiat m.Gliwice",2011,NA
"17377",2467000,"Powiat m.Jastrzębie-Zdrój",2011,NA
"17378",2468000,"Powiat m.Jaworzno",2011,NA
"17379",2469000,"Powiat m.Katowice",2011,NA
"17380",2470000,"Powiat m.Mysłowice",2011,NA
"17381",2471000,"Powiat m.Piekary Śląskie",2011,NA
"17382",2472000,"Powiat m.Ruda Śląska",2011,NA
"17383",2473000,"Powiat m.Rybnik",2011,NA
"17384",2474000,"Powiat m.Siemianowice Śląskie",2011,NA
"17385",2475000,"Powiat m.Sosnowiec",2011,NA
"17386",2476000,"Powiat m.Świętochłowice",2011,NA
"17387",2477000,"Powiat m.Tychy",2011,NA
"17388",2478000,"Powiat m.Zabrze",2011,NA
"17389",2479000,"Powiat m.Żory",2011,NA
"17390",2601000,"Powiat buski",2011,NA
"17391",2602000,"Powiat jędrzejowski",2011,NA
"17392",2603000,"Powiat kazimierski",2011,NA
"17393",2604000,"Powiat kielecki",2011,NA
"17394",2605000,"Powiat konecki",2011,NA
"17395",2606000,"Powiat opatowski",2011,NA
"17396",2607000,"Powiat ostrowiecki",2011,NA
"17397",2608000,"Powiat pińczowski",2011,NA
"17398",2609000,"Powiat sandomierski",2011,NA
"17399",2610000,"Powiat skarżyski",2011,NA
"17400",2611000,"Powiat starachowicki",2011,NA
"17401",2612000,"Powiat staszowski",2011,NA
"17402",2613000,"Powiat włoszczowski",2011,NA
"17403",2661000,"Powiat m.Kielce",2011,NA
"17404",2801000,"Powiat bartoszycki",2011,NA
"17405",2802000,"Powiat braniewski",2011,NA
"17406",2803000,"Powiat działdowski",2011,NA
"17407",2804000,"Powiat elbląski",2011,NA
"17408",2805000,"Powiat ełcki",2011,NA
"17409",2806000,"Powiat giżycki",2011,NA
"17410",2807000,"Powiat iławski",2011,NA
"17411",2808000,"Powiat kętrzyński",2011,NA
"17412",2809000,"Powiat lidzbarski",2011,NA
"17413",2810000,"Powiat mrągowski",2011,NA
"17414",2811000,"Powiat nidzicki",2011,NA
"17415",2812000,"Powiat nowomiejski",2011,NA
"17416",2813000,"Powiat olecki",2011,NA
"17417",2814000,"Powiat olsztyński",2011,NA
"17418",2815000,"Powiat ostródzki",2011,NA
"17419",2816000,"Powiat piski",2011,NA
"17420",2817000,"Powiat szczycieński",2011,NA
"17421",2818000,"Powiat gołdapski",2011,NA
"17422",2819000,"Powiat węgorzewski",2011,NA
"17423",2861000,"Powiat m.Elbląg",2011,NA
"17424",2862000,"Powiat m.Olsztyn",2011,NA
"17425",3001000,"Powiat chodzieski",2011,NA
"17426",3002000,"Powiat czarnkowsko-trzcianecki",2011,NA
"17427",3003000,"Powiat gnieźnieński",2011,NA
"17428",3004000,"Powiat gostyński",2011,NA
"17429",3005000,"Powiat grodziski",2011,NA
"17430",3006000,"Powiat jarociński",2011,NA
"17431",3007000,"Powiat kaliski",2011,NA
"17432",3008000,"Powiat kępiński",2011,NA
"17433",3009000,"Powiat kolski",2011,NA
"17434",3010000,"Powiat koniński",2011,NA
"17435",3011000,"Powiat kościański",2011,NA
"17436",3012000,"Powiat krotoszyński",2011,NA
"17437",3013000,"Powiat leszczyński",2011,NA
"17438",3014000,"Powiat międzychodzki",2011,NA
"17439",3015000,"Powiat nowotomyski",2011,NA
"17440",3016000,"Powiat obornicki",2011,NA
"17441",3017000,"Powiat ostrowski",2011,NA
"17442",3018000,"Powiat ostrzeszowski",2011,NA
"17443",3019000,"Powiat pilski",2011,NA
"17444",3020000,"Powiat pleszewski",2011,NA
"17445",3021000,"Powiat poznański",2011,NA
"17446",3022000,"Powiat rawicki",2011,NA
"17447",3023000,"Powiat słupecki",2011,NA
"17448",3024000,"Powiat szamotulski",2011,NA
"17449",3025000,"Powiat średzki",2011,NA
"17450",3026000,"Powiat śremski",2011,NA
"17451",3027000,"Powiat turecki",2011,NA
"17452",3028000,"Powiat wągrowiecki",2011,NA
"17453",3029000,"Powiat wolsztyński",2011,NA
"17454",3030000,"Powiat wrzesiński",2011,NA
"17455",3031000,"Powiat złotowski",2011,NA
"17456",3061000,"Powiat m.Kalisz",2011,NA
"17457",3062000,"Powiat m.Konin",2011,NA
"17458",3063000,"Powiat m.Leszno",2011,NA
"17459",3064000,"Powiat m.Poznań",2011,NA
"17460",3201000,"Powiat białogardzki",2011,NA
"17461",3202000,"Powiat choszczeński",2011,NA
"17462",3203000,"Powiat drawski",2011,NA
"17463",3204000,"Powiat goleniowski",2011,NA
"17464",3205000,"Powiat gryficki",2011,NA
"17465",3206000,"Powiat gryfiński",2011,NA
"17466",3207000,"Powiat kamieński",2011,NA
"17467",3208000,"Powiat kołobrzeski",2011,NA
"17468",3209000,"Powiat koszaliński",2011,NA
"17469",3210000,"Powiat myśliborski",2011,NA
"17470",3211000,"Powiat policki",2011,NA
"17471",3212000,"Powiat pyrzycki",2011,NA
"17472",3213000,"Powiat sławieński",2011,NA
"17473",3214000,"Powiat stargardzki",2011,NA
"17474",3215000,"Powiat szczecinecki",2011,NA
"17475",3216000,"Powiat świdwiński",2011,NA
"17476",3217000,"Powiat wałecki",2011,NA
"17477",3218000,"Powiat łobeski",2011,NA
"17478",3261000,"Powiat m.Koszalin",2011,NA
"17479",3262000,"Powiat m.Szczecin",2011,NA
"17480",3263000,"Powiat m.Świnoujście",2011,NA
"17481",201000,"Powiat bolesławiecki",2012,NA
"17482",202000,"Powiat dzierżoniowski",2012,NA
"17483",203000,"Powiat głogowski",2012,NA
"17484",204000,"Powiat górowski",2012,NA
"17485",205000,"Powiat jaworski",2012,NA
"17486",206000,"Powiat jeleniogórski",2012,NA
"17487",207000,"Powiat kamiennogórski",2012,NA
"17488",208000,"Powiat kłodzki",2012,NA
"17489",209000,"Powiat legnicki",2012,NA
"17490",210000,"Powiat lubański",2012,NA
"17491",211000,"Powiat lubiński",2012,NA
"17492",212000,"Powiat lwówecki",2012,NA
"17493",213000,"Powiat milicki",2012,NA
"17494",214000,"Powiat oleśnicki",2012,NA
"17495",215000,"Powiat oławski",2012,NA
"17496",216000,"Powiat polkowicki",2012,NA
"17497",217000,"Powiat strzeliński",2012,NA
"17498",218000,"Powiat średzki",2012,NA
"17499",219000,"Powiat świdnicki",2012,NA
"17500",220000,"Powiat trzebnicki",2012,NA
"17501",221000,"Powiat wałbrzyski",2012,NA
"17502",222000,"Powiat wołowski",2012,NA
"17503",223000,"Powiat wrocławski",2012,NA
"17504",224000,"Powiat ząbkowicki",2012,NA
"17505",225000,"Powiat zgorzelecki",2012,NA
"17506",226000,"Powiat złotoryjski",2012,NA
"17507",261000,"Powiat m.Jelenia Góra",2012,NA
"17508",262000,"Powiat m.Legnica",2012,NA
"17509",264000,"Powiat m.Wrocław",2012,NA
"17510",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"17511",401000,"Powiat aleksandrowski",2012,NA
"17512",402000,"Powiat brodnicki",2012,NA
"17513",403000,"Powiat bydgoski",2012,NA
"17514",404000,"Powiat chełmiński",2012,NA
"17515",405000,"Powiat golubsko-dobrzyński",2012,NA
"17516",406000,"Powiat grudziądzki",2012,NA
"17517",407000,"Powiat inowrocławski",2012,NA
"17518",408000,"Powiat lipnowski",2012,NA
"17519",409000,"Powiat mogileński",2012,NA
"17520",410000,"Powiat nakielski",2012,NA
"17521",411000,"Powiat radziejowski",2012,NA
"17522",412000,"Powiat rypiński",2012,NA
"17523",413000,"Powiat sępoleński",2012,NA
"17524",414000,"Powiat świecki",2012,NA
"17525",415000,"Powiat toruński",2012,NA
"17526",416000,"Powiat tucholski",2012,NA
"17527",417000,"Powiat wąbrzeski",2012,NA
"17528",418000,"Powiat włocławski",2012,NA
"17529",419000,"Powiat żniński",2012,NA
