"","Kod","Nazwa","rok","BEZROBOCIE_kobiety_w_proc_bezrobotnych_kobiet_proc"
"22671",2262000,"Powiat m.Gdynia",2011,21.7
"22672",2263000,"Powiat m.Słupsk",2011,40.2
"22673",2264000,"Powiat m.Sopot",2011,17.9
"22674",2401000,"Powiat będziński",2011,32.2
"22675",2402000,"Powiat bielski",2011,34.2
"22676",2403000,"Powiat cieszyński",2011,33.2
"22677",2404000,"Powiat częstochowski",2011,38.2
"22678",2405000,"Powiat gliwicki",2011,31.3
"22679",2406000,"Powiat kłobucki",2011,32.3
"22680",2407000,"Powiat lubliniecki",2011,40.3
"22681",2408000,"Powiat mikołowski",2011,29.8
"22682",2409000,"Powiat myszkowski",2011,38
"22683",2410000,"Powiat pszczyński",2011,24.4
"22684",2411000,"Powiat raciborski",2011,30.6
"22685",2412000,"Powiat rybnicki",2011,26.5
"22686",2413000,"Powiat tarnogórski",2011,39.9
"22687",2414000,"Powiat bieruńsko-lędziński",2011,19.3
"22688",2415000,"Powiat wodzisławski",2011,25.5
"22689",2416000,"Powiat zawierciański",2011,37.9
"22690",2417000,"Powiat żywiecki",2011,38.7
"22691",2461000,"Powiat m.Bielsko-Biała",2011,33.9
"22692",2462000,"Powiat m.Bytom",2011,41.5
"22693",2463000,"Powiat m.Chorzów",2011,24.2
"22694",2464000,"Powiat m.Częstochowa",2011,38.9
"22695",2465000,"Powiat m.Dąbrowa Górnicza",2011,26.7
"22696",2466000,"Powiat m.Gliwice",2011,31.5
"22697",2467000,"Powiat m.Jastrzębie-Zdrój",2011,29.5
"22698",2468000,"Powiat m.Jaworzno",2011,22.3
"22699",2469000,"Powiat m.Katowice",2011,24.2
"22700",2470000,"Powiat m.Mysłowice",2011,20.9
"22701",2471000,"Powiat m.Piekary Śląskie",2011,35.9
"22702",2472000,"Powiat m.Ruda Śląska",2011,20.4
"22703",2473000,"Powiat m.Rybnik",2011,27.2
"22704",2474000,"Powiat m.Siemianowice Śląskie",2011,17.2
"22705",2475000,"Powiat m.Sosnowiec",2011,31.5
"22706",2476000,"Powiat m.Świętochłowice",2011,26.4
"22707",2477000,"Powiat m.Tychy",2011,19.4
"22708",2478000,"Powiat m.Zabrze",2011,30.7
"22709",2479000,"Powiat m.Żory",2011,26.3
"22710",2601000,"Powiat buski",2011,35.9
"22711",2602000,"Powiat jędrzejowski",2011,47.7
"22712",2603000,"Powiat kazimierski",2011,46.5
"22713",2604000,"Powiat kielecki",2011,32.9
"22714",2605000,"Powiat konecki",2011,37.5
"22715",2606000,"Powiat opatowski",2011,50.2
"22716",2607000,"Powiat ostrowiecki",2011,40.2
"22717",2608000,"Powiat pińczowski",2011,42.1
"22718",2609000,"Powiat sandomierski",2011,40.7
"22719",2610000,"Powiat skarżyski",2011,37.3
"22720",2611000,"Powiat starachowicki",2011,34.8
"22721",2612000,"Powiat staszowski",2011,26.8
"22722",2613000,"Powiat włoszczowski",2011,42.4
"22723",2661000,"Powiat m.Kielce",2011,37.8
"22724",2801000,"Powiat bartoszycki",2011,46.7
"22725",2802000,"Powiat braniewski",2011,44.9
"22726",2803000,"Powiat działdowski",2011,52.1
"22727",2804000,"Powiat elbląski",2011,41.9
"22728",2805000,"Powiat ełcki",2011,41.3
"22729",2806000,"Powiat giżycki",2011,26.1
"22730",2807000,"Powiat iławski",2011,24.3
"22731",2808000,"Powiat kętrzyński",2011,34.1
"22732",2809000,"Powiat lidzbarski",2011,43.6
"22733",2810000,"Powiat mrągowski",2011,27.1
"22734",2811000,"Powiat nidzicki",2011,26.8
"22735",2812000,"Powiat nowomiejski",2011,40.6
"22736",2813000,"Powiat olecki",2011,43.6
"22737",2814000,"Powiat olsztyński",2011,31.9
"22738",2815000,"Powiat ostródzki",2011,38.8
"22739",2816000,"Powiat piski",2011,34
"22740",2817000,"Powiat szczycieński",2011,45.7
"22741",2818000,"Powiat gołdapski",2011,35.4
"22742",2819000,"Powiat węgorzewski",2011,35.1
"22743",2861000,"Powiat m.Elbląg",2011,38
"22744",2862000,"Powiat m.Olsztyn",2011,24.5
"22745",3001000,"Powiat chodzieski",2011,45.3
"22746",3002000,"Powiat czarnkowsko-trzcianecki",2011,33.2
"22747",3003000,"Powiat gnieźnieński",2011,38.5
"22748",3004000,"Powiat gostyński",2011,30.5
"22749",3005000,"Powiat grodziski",2011,38.9
"22750",3006000,"Powiat jarociński",2011,31.4
"22751",3007000,"Powiat kaliski",2011,31.8
"22752",3008000,"Powiat kępiński",2011,28.3
"22753",3009000,"Powiat kolski",2011,39
"22754",3010000,"Powiat koniński",2011,44.1
"22755",3011000,"Powiat kościański",2011,26
"22756",3012000,"Powiat krotoszyński",2011,35.7
"22757",3013000,"Powiat leszczyński",2011,28
"22758",3014000,"Powiat międzychodzki",2011,12.8
"22759",3015000,"Powiat nowotomyski",2011,16.6
"22760",3016000,"Powiat obornicki",2011,29.3
"22761",3017000,"Powiat ostrowski",2011,31.9
"22762",3018000,"Powiat ostrzeszowski",2011,34.8
"22763",3019000,"Powiat pilski",2011,25
"22764",3020000,"Powiat pleszewski",2011,28.6
"22765",3021000,"Powiat poznański",2011,16.1
"22766",3022000,"Powiat rawicki",2011,31.2
"22767",3023000,"Powiat słupecki",2011,45.5
"22768",3024000,"Powiat szamotulski",2011,36.6
"22769",3025000,"Powiat średzki",2011,44.8
"22770",3026000,"Powiat śremski",2011,24.7
"22771",3027000,"Powiat turecki",2011,39
"22772",3028000,"Powiat wągrowiecki",2011,41.4
"22773",3029000,"Powiat wolsztyński",2011,26.4
"22774",3030000,"Powiat wrzesiński",2011,39.7
"22775",3031000,"Powiat złotowski",2011,36.7
"22776",3061000,"Powiat m.Kalisz",2011,30.9
"22777",3062000,"Powiat m.Konin",2011,45.6
"22778",3063000,"Powiat m.Leszno",2011,30.3
"22779",3064000,"Powiat m.Poznań",2011,20.9
"22780",3201000,"Powiat białogardzki",2011,39.9
"22781",3202000,"Powiat choszczeński",2011,35.8
"22782",3203000,"Powiat drawski",2011,38.2
"22783",3204000,"Powiat goleniowski",2011,35.9
"22784",3205000,"Powiat gryficki",2011,28.9
"22785",3206000,"Powiat gryfiński",2011,44.5
"22786",3207000,"Powiat kamieński",2011,35.4
"22787",3208000,"Powiat kołobrzeski",2011,21.4
"22788",3209000,"Powiat koszaliński",2011,35.4
"22789",3210000,"Powiat myśliborski",2011,34.2
"22790",3211000,"Powiat policki",2011,43.6
"22791",3212000,"Powiat pyrzycki",2011,46.4
"22792",3213000,"Powiat sławieński",2011,26.8
"22793",3214000,"Powiat stargardzki",2011,37.5
"22794",3215000,"Powiat szczecinecki",2011,38.9
"22795",3216000,"Powiat świdwiński",2011,32.9
"22796",3217000,"Powiat wałecki",2011,36.8
"22797",3218000,"Powiat łobeski",2011,37.6
"22798",3261000,"Powiat m.Koszalin",2011,36.6
"22799",3262000,"Powiat m.Szczecin",2011,34
"22800",3263000,"Powiat m.Świnoujście",2011,17.6
"22801",201000,"Powiat bolesławiecki",2012,23.8
"22802",202000,"Powiat dzierżoniowski",2012,28.4
"22803",203000,"Powiat głogowski",2012,39.4
"22804",204000,"Powiat górowski",2012,48.2
"22805",205000,"Powiat jaworski",2012,39.3
"22806",206000,"Powiat jeleniogórski",2012,42.2
"22807",207000,"Powiat kamiennogórski",2012,32.2
"22808",208000,"Powiat kłodzki",2012,41.5
"22809",209000,"Powiat legnicki",2012,40.5
"22810",210000,"Powiat lubański",2012,40.4
"22811",211000,"Powiat lubiński",2012,31.1
"22812",212000,"Powiat lwówecki",2012,42.6
"22813",213000,"Powiat milicki",2012,45.7
"22814",214000,"Powiat oleśnicki",2012,35.7
"22815",215000,"Powiat oławski",2012,39.4
"22816",216000,"Powiat polkowicki",2012,38.8
"22817",217000,"Powiat strzeliński",2012,32.2
"22818",218000,"Powiat średzki",2012,34.2
"22819",219000,"Powiat świdnicki",2012,24.7
"22820",220000,"Powiat trzebnicki",2012,27.9
"22821",221000,"Powiat wałbrzyski",2012,34.5
"22822",222000,"Powiat wołowski",2012,50
"22823",223000,"Powiat wrocławski",2012,28.2
"22824",224000,"Powiat ząbkowicki",2012,37.2
"22825",225000,"Powiat zgorzelecki",2012,36.8
"22826",226000,"Powiat złotoryjski",2012,42.5
"22827",261000,"Powiat m.Jelenia Góra",2012,30.5
"22828",262000,"Powiat m.Legnica",2012,33.4
"22829",264000,"Powiat m.Wrocław",2012,31.2
"22830",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"22831",401000,"Powiat aleksandrowski",2012,44
"22832",402000,"Powiat brodnicki",2012,39.1
"22833",403000,"Powiat bydgoski",2012,35.8
"22834",404000,"Powiat chełmiński",2012,46.3
"22835",405000,"Powiat golubsko-dobrzyński",2012,47.2
"22836",406000,"Powiat grudziądzki",2012,48
"22837",407000,"Powiat inowrocławski",2012,51
"22838",408000,"Powiat lipnowski",2012,47.7
"22839",409000,"Powiat mogileński",2012,45.7
"22840",410000,"Powiat nakielski",2012,36.8
"22841",411000,"Powiat radziejowski",2012,56.9
"22842",412000,"Powiat rypiński",2012,47.4
"22843",413000,"Powiat sępoleński",2012,39.4
"22844",414000,"Powiat świecki",2012,43.3
"22845",415000,"Powiat toruński",2012,31
"22846",416000,"Powiat tucholski",2012,43.1
"22847",417000,"Powiat wąbrzeski",2012,43.8
"22848",418000,"Powiat włocławski",2012,57.5
"22849",419000,"Powiat żniński",2012,41.7
"22850",461000,"Powiat m.Bydgoszcz",2012,31.1
"22851",462000,"Powiat m.Grudziądz",2012,44.2
"22852",463000,"Powiat m.Toruń",2012,31.2
"22853",464000,"Powiat m.Włocławek",2012,54.8
"22854",601000,"Powiat bialski",2012,48
"22855",602000,"Powiat biłgorajski",2012,18.3
"22856",603000,"Powiat chełmski",2012,47.6
"22857",604000,"Powiat hrubieszowski",2012,50.7
"22858",605000,"Powiat janowski",2012,53.3
"22859",606000,"Powiat krasnostawski",2012,54.1
"22860",607000,"Powiat kraśnicki",2012,53.9
"22861",608000,"Powiat lubartowski",2012,54.9
"22862",609000,"Powiat lubelski",2012,44.4
"22863",610000,"Powiat łęczyński",2012,30.9
"22864",611000,"Powiat łukowski",2012,37.7
"22865",612000,"Powiat opolski",2012,52.6
"22866",613000,"Powiat parczewski",2012,50.3
"22867",614000,"Powiat puławski",2012,35.3
"22868",615000,"Powiat radzyński",2012,54.8
"22869",616000,"Powiat rycki",2012,39.7
"22870",617000,"Powiat świdnicki",2012,45.1
"22871",618000,"Powiat tomaszowski",2012,47.9
"22872",619000,"Powiat włodawski",2012,48.6
"22873",620000,"Powiat zamojski",2012,43.5
"22874",661000,"Powiat m.Biała Podlaska",2012,47.6
"22875",662000,"Powiat m.Chełm",2012,46.1
"22876",663000,"Powiat m.Lublin",2012,46.1
"22877",664000,"Powiat m.Zamość",2012,44.6
"22878",801000,"Powiat gorzowski",2012,26.7
"22879",802000,"Powiat krośnieński",2012,39
"22880",803000,"Powiat międzyrzecki",2012,42.5
"22881",804000,"Powiat nowosolski",2012,42.5
"22882",805000,"Powiat słubicki",2012,25.9
"22883",806000,"Powiat strzelecko-drezdenecki",2012,38.6
"22884",807000,"Powiat sulęciński",2012,23.1
"22885",808000,"Powiat świebodziński",2012,15.2
"22886",809000,"Powiat zielonogórski",2012,28
"22887",810000,"Powiat żagański",2012,29.5
"22888",811000,"Powiat żarski",2012,34
"22889",812000,"Powiat wschowski",2012,33.2
"22890",861000,"Powiat m.Gorzów Wielkopolski",2012,28.1
"22891",862000,"Powiat m.Zielona Góra",2012,25.1
"22892",1001000,"Powiat bełchatowski",2012,44.5
"22893",1002000,"Powiat kutnowski",2012,47.4
"22894",1003000,"Powiat łaski",2012,46.2
"22895",1004000,"Powiat łęczycki",2012,43.4
"22896",1005000,"Powiat łowicki",2012,32
"22897",1006000,"Powiat łódzki wschodni",2012,29.3
"22898",1007000,"Powiat opoczyński",2012,40.3
"22899",1008000,"Powiat pabianicki",2012,40.4
"22900",1009000,"Powiat pajęczański",2012,36.8
"22901",1010000,"Powiat piotrkowski",2012,37.1
"22902",1011000,"Powiat poddębicki",2012,41
"22903",1012000,"Powiat radomszczański",2012,45.6
"22904",1013000,"Powiat rawski",2012,28.9
"22905",1014000,"Powiat sieradzki",2012,41.5
"22906",1015000,"Powiat skierniewicki",2012,27.1
"22907",1016000,"Powiat tomaszowski",2012,30.8
"22908",1017000,"Powiat wieluński",2012,40.5
"22909",1018000,"Powiat wieruszowski",2012,37.8
"22910",1019000,"Powiat zduńskowolski",2012,41.9
"22911",1020000,"Powiat zgierski",2012,39.5
"22912",1021000,"Powiat brzeziński",2012,39.6
"22913",1061000,"Powiat m.Łódź",2012,41.1
"22914",1062000,"Powiat m.Piotrków Trybunalski",2012,37.1
"22915",1063000,"Powiat m.Skierniewice",2012,34.5
"22916",1201000,"Powiat bocheński",2012,42.3
"22917",1202000,"Powiat brzeski",2012,41.6
"22918",1203000,"Powiat chrzanowski",2012,32.4
"22919",1204000,"Powiat dąbrowski",2012,47.4
"22920",1205000,"Powiat gorlicki",2012,42.5
"22921",1206000,"Powiat krakowski",2012,33.4
"22922",1207000,"Powiat limanowski",2012,56.4
"22923",1208000,"Powiat miechowski",2012,46.7
"22924",1209000,"Powiat myślenicki",2012,40.2
"22925",1210000,"Powiat nowosądecki",2012,42
"22926",1211000,"Powiat nowotarski",2012,42
"22927",1212000,"Powiat olkuski",2012,48.3
"22928",1213000,"Powiat oświęcimski",2012,34
"22929",1214000,"Powiat proszowicki",2012,46.7
"22930",1215000,"Powiat suski",2012,34.7
"22931",1216000,"Powiat tarnowski",2012,37.8
"22932",1217000,"Powiat tatrzański",2012,41.3
"22933",1218000,"Powiat wadowicki",2012,37.2
"22934",1219000,"Powiat wielicki",2012,34.8
"22935",1261000,"Powiat m.Kraków",2012,31
"22936",1262000,"Powiat m.Nowy Sącz",2012,34.9
"22937",1263000,"Powiat m.Tarnów",2012,38.6
"22938",1401000,"Powiat białobrzeski",2012,45.8
"22939",1402000,"Powiat ciechanowski",2012,42.3
"22940",1403000,"Powiat garwoliński",2012,40.9
"22941",1404000,"Powiat gostyniński",2012,48.3
"22942",1405000,"Powiat grodziski",2012,24.3
"22943",1406000,"Powiat grójecki",2012,34.6
"22944",1407000,"Powiat kozienicki",2012,45
"22945",1408000,"Powiat legionowski",2012,31.7
"22946",1409000,"Powiat lipski",2012,40.5
"22947",1410000,"Powiat łosicki",2012,45.6
"22948",1411000,"Powiat makowski",2012,57.7
"22949",1412000,"Powiat miński",2012,31.8
"22950",1413000,"Powiat mławski",2012,38
"22951",1414000,"Powiat nowodworski",2012,36.4
"22952",1415000,"Powiat ostrołęcki",2012,55.1
"22953",1416000,"Powiat ostrowski",2012,50.8
"22954",1417000,"Powiat otwocki",2012,25.8
"22955",1418000,"Powiat piaseczyński",2012,33.8
"22956",1419000,"Powiat płocki",2012,40.2
"22957",1420000,"Powiat płoński",2012,45.4
"22958",1421000,"Powiat pruszkowski",2012,34.1
"22959",1422000,"Powiat przasnyski",2012,52.2
"22960",1423000,"Powiat przysuski",2012,58.7
"22961",1424000,"Powiat pułtuski",2012,48
"22962",1425000,"Powiat radomski",2012,52.4
"22963",1426000,"Powiat siedlecki",2012,35.2
"22964",1427000,"Powiat sierpecki",2012,54.1
"22965",1428000,"Powiat sochaczewski",2012,34.6
"22966",1429000,"Powiat sokołowski",2012,42
"22967",1430000,"Powiat szydłowiecki",2012,57.4
"22968",1432000,"Powiat warszawski zachodni",2012,33.4
"22969",1433000,"Powiat węgrowski",2012,43.5
"22970",1434000,"Powiat wołomiński",2012,36.6
"22971",1435000,"Powiat wyszkowski",2012,32.3
"22972",1436000,"Powiat zwoleński",2012,48.7
"22973",1437000,"Powiat żuromiński",2012,52
"22974",1438000,"Powiat żyrardowski",2012,41.9
"22975",1461000,"Powiat m.Ostrołęka",2012,55.2
"22976",1462000,"Powiat m.Płock",2012,43.8
"22977",1463000,"Powiat m.Radom",2012,49.2
"22978",1464000,"Powiat m.Siedlce",2012,39.6
"22979",1465000,"Powiat m. st. Warszawa",2012,36.1
"22980",1601000,"Powiat brzeski",2012,38.1
"22981",1602000,"Powiat głubczycki",2012,44
"22982",1603000,"Powiat kędzierzyńsko-kozielski",2012,40.2
"22983",1604000,"Powiat kluczborski",2012,35.4
"22984",1605000,"Powiat krapkowicki",2012,34.8
"22985",1606000,"Powiat namysłowski",2012,38
"22986",1607000,"Powiat nyski",2012,34
"22987",1608000,"Powiat oleski",2012,34.3
"22988",1609000,"Powiat opolski",2012,34.1
"22989",1610000,"Powiat prudnicki",2012,43.9
"22990",1611000,"Powiat strzelecki",2012,28.6
"22991",1661000,"Powiat m.Opole",2012,32.4
"22992",1801000,"Powiat bieszczadzki",2012,42.4
"22993",1802000,"Powiat brzozowski",2012,57.9
"22994",1803000,"Powiat dębicki",2012,42.1
"22995",1804000,"Powiat jarosławski",2012,53.4
"22996",1805000,"Powiat jasielski",2012,53.6
"22997",1806000,"Powiat kolbuszowski",2012,50.4
"22998",1807000,"Powiat krośnieński",2012,40.2
"22999",1808000,"Powiat leżajski",2012,49.2
"23000",1809000,"Powiat lubaczowski",2012,33.8
"23001",1810000,"Powiat łańcucki",2012,47.6
"23002",1811000,"Powiat mielecki",2012,46.6
"23003",1812000,"Powiat niżański",2012,47.4
"23004",1813000,"Powiat przemyski",2012,52.7
"23005",1814000,"Powiat przeworski",2012,49.8
"23006",1815000,"Powiat ropczycko-sędziszowski",2012,45
"23007",1816000,"Powiat rzeszowski",2012,41.9
"23008",1817000,"Powiat sanocki",2012,43.3
"23009",1818000,"Powiat stalowowolski",2012,45.5
"23010",1819000,"Powiat strzyżowski",2012,55.7
"23011",1820000,"Powiat tarnobrzeski",2012,48.2
"23012",1821000,"Powiat leski",2012,43.1
"23013",1861000,"Powiat m.Krosno",2012,38.8
"23014",1862000,"Powiat m.Przemyśl",2012,62.5
"23015",1863000,"Powiat m.Rzeszów",2012,44.1
"23016",1864000,"Powiat m.Tarnobrzeg",2012,47.2
"23017",2001000,"Powiat augustowski",2012,50.4
"23018",2002000,"Powiat białostocki",2012,42.6
"23019",2003000,"Powiat bielski",2012,38.4
"23020",2004000,"Powiat grajewski",2012,49.6
"23021",2005000,"Powiat hajnowski",2012,32.5
"23022",2006000,"Powiat kolneński",2012,52.9
"23023",2007000,"Powiat łomżyński",2012,46.4
"23024",2008000,"Powiat moniecki",2012,47.2
"23025",2009000,"Powiat sejneński",2012,46.1
"23026",2010000,"Powiat siemiatycki",2012,37.5
"23027",2011000,"Powiat sokólski",2012,50.5
"23028",2012000,"Powiat suwalski",2012,33.7
"23029",2013000,"Powiat wysokomazowiecki",2012,32.7
"23030",2014000,"Powiat zambrowski",2012,49.1
"23031",2061000,"Powiat m.Białystok",2012,44.3
"23032",2062000,"Powiat m.Łomża",2012,46.6
"23033",2063000,"Powiat m.Suwałki",2012,32.3
"23034",2201000,"Powiat bytowski",2012,44
"23035",2202000,"Powiat chojnicki",2012,49.2
"23036",2203000,"Powiat człuchowski",2012,41.3
"23037",2204000,"Powiat gdański",2012,32.5
"23038",2205000,"Powiat kartuski",2012,29.3
"23039",2206000,"Powiat kościerski",2012,35.2
"23040",2207000,"Powiat kwidzyński",2012,35.3
"23041",2208000,"Powiat lęborski",2012,36.1
"23042",2209000,"Powiat malborski",2012,42.4
"23043",2210000,"Powiat nowodworski",2012,43.1
"23044",2211000,"Powiat pucki",2012,25.1
"23045",2212000,"Powiat słupski",2012,40
"23046",2213000,"Powiat starogardzki",2012,40
"23047",2214000,"Powiat tczewski",2012,35.5
"23048",2215000,"Powiat wejherowski",2012,34.3
"23049",2216000,"Powiat sztumski",2012,39
"23050",2261000,"Powiat m.Gdańsk",2012,28.9
"23051",2262000,"Powiat m.Gdynia",2012,26.5
"23052",2263000,"Powiat m.Słupsk",2012,37.2
"23053",2264000,"Powiat m.Sopot",2012,26.6
"23054",2401000,"Powiat będziński",2012,34.6
"23055",2402000,"Powiat bielski",2012,36
"23056",2403000,"Powiat cieszyński",2012,35.4
"23057",2404000,"Powiat częstochowski",2012,43
"23058",2405000,"Powiat gliwicki",2012,35.5
"23059",2406000,"Powiat kłobucki",2012,36.7
"23060",2407000,"Powiat lubliniecki",2012,41.9
"23061",2408000,"Powiat mikołowski",2012,31.5
"23062",2409000,"Powiat myszkowski",2012,41.3
"23063",2410000,"Powiat pszczyński",2012,29.4
"23064",2411000,"Powiat raciborski",2012,32.8
"23065",2412000,"Powiat rybnicki",2012,29.4
"23066",2413000,"Powiat tarnogórski",2012,41.1
"23067",2414000,"Powiat bieruńsko-lędziński",2012,20.2
"23068",2415000,"Powiat wodzisławski",2012,30.5
"23069",2416000,"Powiat zawierciański",2012,41
"23070",2417000,"Powiat żywiecki",2012,42.1
"23071",2461000,"Powiat m.Bielsko-Biała",2012,36.1
"23072",2462000,"Powiat m.Bytom",2012,43.6
"23073",2463000,"Powiat m.Chorzów",2012,26
"23074",2464000,"Powiat m.Częstochowa",2012,41.4
"23075",2465000,"Powiat m.Dąbrowa Górnicza",2012,27.4
"23076",2466000,"Powiat m.Gliwice",2012,33.1
"23077",2467000,"Powiat m.Jastrzębie-Zdrój",2012,30.5
"23078",2468000,"Powiat m.Jaworzno",2012,25.2
"23079",2469000,"Powiat m.Katowice",2012,31.5
"23080",2470000,"Powiat m.Mysłowice",2012,26.6
"23081",2471000,"Powiat m.Piekary Śląskie",2012,35
"23082",2472000,"Powiat m.Ruda Śląska",2012,19.5
"23083",2473000,"Powiat m.Rybnik",2012,28.3
"23084",2474000,"Powiat m.Siemianowice Śląskie",2012,21.1
"23085",2475000,"Powiat m.Sosnowiec",2012,31.5
"23086",2476000,"Powiat m.Świętochłowice",2012,30.8
"23087",2477000,"Powiat m.Tychy",2012,22.9
"23088",2478000,"Powiat m.Zabrze",2012,33
"23089",2479000,"Powiat m.Żory",2012,19.3
"23090",2601000,"Powiat buski",2012,36.9
"23091",2602000,"Powiat jędrzejowski",2012,52.6
"23092",2603000,"Powiat kazimierski",2012,48.1
"23093",2604000,"Powiat kielecki",2012,34.1
"23094",2605000,"Powiat konecki",2012,42.3
"23095",2606000,"Powiat opatowski",2012,55.8
"23096",2607000,"Powiat ostrowiecki",2012,41.7
"23097",2608000,"Powiat pińczowski",2012,46.4
"23098",2609000,"Powiat sandomierski",2012,45.3
"23099",2610000,"Powiat skarżyski",2012,39.7
"23100",2611000,"Powiat starachowicki",2012,43.1
"23101",2612000,"Powiat staszowski",2012,32.4
"23102",2613000,"Powiat włoszczowski",2012,43.7
"23103",2661000,"Powiat m.Kielce",2012,39.5
"23104",2801000,"Powiat bartoszycki",2012,47.5
"23105",2802000,"Powiat braniewski",2012,45.7
"23106",2803000,"Powiat działdowski",2012,52.3
"23107",2804000,"Powiat elbląski",2012,47.5
"23108",2805000,"Powiat ełcki",2012,44
"23109",2806000,"Powiat giżycki",2012,25.3
"23110",2807000,"Powiat iławski",2012,27.5
"23111",2808000,"Powiat kętrzyński",2012,33.4
"23112",2809000,"Powiat lidzbarski",2012,42
"23113",2810000,"Powiat mrągowski",2012,26.1
"23114",2811000,"Powiat nidzicki",2012,32.5
"23115",2812000,"Powiat nowomiejski",2012,46.8
"23116",2813000,"Powiat olecki",2012,44.6
"23117",2814000,"Powiat olsztyński",2012,34.9
"23118",2815000,"Powiat ostródzki",2012,41.6
"23119",2816000,"Powiat piski",2012,38.4
"23120",2817000,"Powiat szczycieński",2012,48.7
"23121",2818000,"Powiat gołdapski",2012,39.3
"23122",2819000,"Powiat węgorzewski",2012,38.7
"23123",2861000,"Powiat m.Elbląg",2012,42.4
"23124",2862000,"Powiat m.Olsztyn",2012,28.2
"23125",3001000,"Powiat chodzieski",2012,44.5
"23126",3002000,"Powiat czarnkowsko-trzcianecki",2012,35.9
"23127",3003000,"Powiat gnieźnieński",2012,40.2
"23128",3004000,"Powiat gostyński",2012,35.3
"23129",3005000,"Powiat grodziski",2012,36.8
"23130",3006000,"Powiat jarociński",2012,36.8
"23131",3007000,"Powiat kaliski",2012,32
"23132",3008000,"Powiat kępiński",2012,30.7
"23133",3009000,"Powiat kolski",2012,41.2
"23134",3010000,"Powiat koniński",2012,43.1
"23135",3011000,"Powiat kościański",2012,27.3
"23136",3012000,"Powiat krotoszyński",2012,38.2
"23137",3013000,"Powiat leszczyński",2012,29.2
"23138",3014000,"Powiat międzychodzki",2012,17.6
"23139",3015000,"Powiat nowotomyski",2012,17.9
"23140",3016000,"Powiat obornicki",2012,33.7
"23141",3017000,"Powiat ostrowski",2012,28.5
"23142",3018000,"Powiat ostrzeszowski",2012,37.5
"23143",3019000,"Powiat pilski",2012,29.2
"23144",3020000,"Powiat pleszewski",2012,29.3
"23145",3021000,"Powiat poznański",2012,19.1
"23146",3022000,"Powiat rawicki",2012,33.1
"23147",3023000,"Powiat słupecki",2012,45.9
"23148",3024000,"Powiat szamotulski",2012,38.7
"23149",3025000,"Powiat średzki",2012,44.9
"23150",3026000,"Powiat śremski",2012,28.5
"23151",3027000,"Powiat turecki",2012,38.9
"23152",3028000,"Powiat wągrowiecki",2012,47
"23153",3029000,"Powiat wolsztyński",2012,26.3
"23154",3030000,"Powiat wrzesiński",2012,40.8
"23155",3031000,"Powiat złotowski",2012,34.7
"23156",3061000,"Powiat m.Kalisz",2012,29.1
"23157",3062000,"Powiat m.Konin",2012,43
"23158",3063000,"Powiat m.Leszno",2012,29.2
"23159",3064000,"Powiat m.Poznań",2012,22.4
"23160",3201000,"Powiat białogardzki",2012,38.7
"23161",3202000,"Powiat choszczeński",2012,41.2
"23162",3203000,"Powiat drawski",2012,42.3
"23163",3204000,"Powiat goleniowski",2012,31.6
"23164",3205000,"Powiat gryficki",2012,29.5
"23165",3206000,"Powiat gryfiński",2012,45.8
"23166",3207000,"Powiat kamieński",2012,32.6
"23167",3208000,"Powiat kołobrzeski",2012,17.7
"23168",3209000,"Powiat koszaliński",2012,38.1
"23169",3210000,"Powiat myśliborski",2012,36.1
"23170",3211000,"Powiat policki",2012,46.5
"23171",3212000,"Powiat pyrzycki",2012,42.8
"23172",3213000,"Powiat sławieński",2012,31.4
"23173",3214000,"Powiat stargardzki",2012,39.4
"23174",3215000,"Powiat szczecinecki",2012,39.8
"23175",3216000,"Powiat świdwiński",2012,32.6
"23176",3217000,"Powiat wałecki",2012,35.7
"23177",3218000,"Powiat łobeski",2012,44.6
"23178",3261000,"Powiat m.Koszalin",2012,38.6
"23179",3262000,"Powiat m.Szczecin",2012,38.1
"23180",3263000,"Powiat m.Świnoujście",2012,19.2
"23181",201000,"Powiat bolesławiecki",2013,29
"23182",202000,"Powiat dzierżoniowski",2013,31
"23183",203000,"Powiat głogowski",2013,42.1
"23184",204000,"Powiat górowski",2013,45.7
"23185",205000,"Powiat jaworski",2013,42.3
"23186",206000,"Powiat jeleniogórski",2013,41.7
"23187",207000,"Powiat kamiennogórski",2013,33.2
"23188",208000,"Powiat kłodzki",2013,42.3
"23189",209000,"Powiat legnicki",2013,40.3
"23190",210000,"Powiat lubański",2013,37.8
"23191",211000,"Powiat lubiński",2013,37
"23192",212000,"Powiat lwówecki",2013,45.1
"23193",213000,"Powiat milicki",2013,48.1
"23194",214000,"Powiat oleśnicki",2013,39.4
"23195",215000,"Powiat oławski",2013,36.7
"23196",216000,"Powiat polkowicki",2013,40.6
"23197",217000,"Powiat strzeliński",2013,40.3
"23198",218000,"Powiat średzki",2013,35.9
"23199",219000,"Powiat świdnicki",2013,31.9
"23200",220000,"Powiat trzebnicki",2013,32.2
"23201",221000,"Powiat wałbrzyski",2013,36.3
"23202",222000,"Powiat wołowski",2013,47.7
"23203",223000,"Powiat wrocławski",2013,34.5
"23204",224000,"Powiat ząbkowicki",2013,32.8
"23205",225000,"Powiat zgorzelecki",2013,43.3
