"","Kod","Nazwa","rok","BEZROBOCIE_kobiety_w_proc_bezrobotnych_kobiet_proc"
"19918",1421000,"Powiat pruszkowski",2004,49.3
"19919",1422000,"Powiat przasnyski",2004,63.1
"19920",1423000,"Powiat przysuski",2004,69.7
"19921",1424000,"Powiat pułtuski",2004,58.6
"19922",1425000,"Powiat radomski",2004,67.9
"19923",1426000,"Powiat siedlecki",2004,64.1
"19924",1427000,"Powiat sierpecki",2004,67.6
"19925",1428000,"Powiat sochaczewski",2004,58.2
"19926",1429000,"Powiat sokołowski",2004,60
"19927",1430000,"Powiat szydłowiecki",2004,62.8
"19928",1432000,"Powiat warszawski zachodni",2004,53.4
"19929",1433000,"Powiat węgrowski",2004,62.4
"19930",1434000,"Powiat wołomiński",2004,54.2
"19931",1435000,"Powiat wyszkowski",2004,64.4
"19932",1436000,"Powiat zwoleński",2004,64.3
"19933",1437000,"Powiat żuromiński",2004,68.8
"19934",1438000,"Powiat żyrardowski",2004,52.6
"19935",1461000,"Powiat m.Ostrołęka",2004,63.4
"19936",1462000,"Powiat m.Płock",2004,65.4
"19937",1463000,"Powiat m.Radom",2004,65.1
"19938",1464000,"Powiat m.Siedlce",2004,59.5
"19939",1465000,"Powiat m. st. Warszawa",2004,52.8
"19940",1601000,"Powiat brzeski",2004,56.3
"19941",1602000,"Powiat głubczycki",2004,61.8
"19942",1603000,"Powiat kędzierzyńsko-kozielski",2004,60
"19943",1604000,"Powiat kluczborski",2004,50.2
"19944",1605000,"Powiat krapkowicki",2004,50.3
"19945",1606000,"Powiat namysłowski",2004,56.2
"19946",1607000,"Powiat nyski",2004,55
"19947",1608000,"Powiat oleski",2004,54.8
"19948",1609000,"Powiat opolski",2004,63.7
"19949",1610000,"Powiat prudnicki",2004,50.1
"19950",1611000,"Powiat strzelecki",2004,54.4
"19951",1661000,"Powiat m.Opole",2004,56.9
"19952",1801000,"Powiat bieszczadzki",2004,57.1
"19953",1802000,"Powiat brzozowski",2004,69
"19954",1803000,"Powiat dębicki",2004,58
"19955",1804000,"Powiat jarosławski",2004,61.9
"19956",1805000,"Powiat jasielski",2004,62.6
"19957",1806000,"Powiat kolbuszowski",2004,59.5
"19958",1807000,"Powiat krośnieński",2004,64
"19959",1808000,"Powiat leżajski",2004,65.3
"19960",1809000,"Powiat lubaczowski",2004,58.3
"19961",1810000,"Powiat łańcucki",2004,59.1
"19962",1811000,"Powiat mielecki",2004,56
"19963",1812000,"Powiat niżański",2004,61.1
"19964",1813000,"Powiat przemyski",2004,64
"19965",1814000,"Powiat przeworski",2004,53.5
"19966",1815000,"Powiat ropczycko-sędziszowski",2004,61.4
"19967",1816000,"Powiat rzeszowski",2004,62.9
"19968",1817000,"Powiat sanocki",2004,66.2
"19969",1818000,"Powiat stalowowolski",2004,53.7
"19970",1819000,"Powiat strzyżowski",2004,70.6
"19971",1820000,"Powiat tarnobrzeski",2004,63.6
"19972",1821000,"Powiat leski",2004,51.8
"19973",1861000,"Powiat m.Krosno",2004,56.2
"19974",1862000,"Powiat m.Przemyśl",2004,60.3
"19975",1863000,"Powiat m.Rzeszów",2004,56.8
"19976",1864000,"Powiat m.Tarnobrzeg",2004,62.7
"19977",2001000,"Powiat augustowski",2004,57.8
"19978",2002000,"Powiat białostocki",2004,50.5
"19979",2003000,"Powiat bielski",2004,53.4
"19980",2004000,"Powiat grajewski",2004,64.6
"19981",2005000,"Powiat hajnowski",2004,43.1
"19982",2006000,"Powiat kolneński",2004,56.9
"19983",2007000,"Powiat łomżyński",2004,61.6
"19984",2008000,"Powiat moniecki",2004,54.7
"19985",2009000,"Powiat sejneński",2004,57.2
"19986",2010000,"Powiat siemiatycki",2004,53.1
"19987",2011000,"Powiat sokólski",2004,60.3
"19988",2012000,"Powiat suwalski",2004,55.5
"19989",2013000,"Powiat wysokomazowiecki",2004,63.6
"19990",2014000,"Powiat zambrowski",2004,60.5
"19991",2061000,"Powiat m.Białystok",2004,46.1
"19992",2062000,"Powiat m.Łomża",2004,58.4
"19993",2063000,"Powiat m.Suwałki",2004,51.5
"19994",2201000,"Powiat bytowski",2004,65.1
"19995",2202000,"Powiat chojnicki",2004,57.1
"19996",2203000,"Powiat człuchowski",2004,58.9
"19997",2204000,"Powiat gdański",2004,57.3
"19998",2205000,"Powiat kartuski",2004,58.5
"19999",2206000,"Powiat kościerski",2004,56.7
"20000",2207000,"Powiat kwidzyński",2004,58.7
"20001",2208000,"Powiat lęborski",2004,64
"20002",2209000,"Powiat malborski",2004,62.5
"20003",2210000,"Powiat nowodworski",2004,62
"20004",2211000,"Powiat pucki",2004,43.3
"20005",2212000,"Powiat słupski",2004,64.3
"20006",2213000,"Powiat starogardzki",2004,64.9
"20007",2214000,"Powiat tczewski",2004,61.6
"20008",2215000,"Powiat wejherowski",2004,54
"20009",2216000,"Powiat sztumski",2004,66.6
"20010",2261000,"Powiat m.Gdańsk",2004,51.7
"20011",2262000,"Powiat m.Gdynia",2004,51.8
"20012",2263000,"Powiat m.Słupsk",2004,56.5
"20013",2264000,"Powiat m.Sopot",2004,51.1
"20014",2401000,"Powiat będziński",2004,57.5
"20015",2402000,"Powiat bielski",2004,53.9
"20016",2403000,"Powiat cieszyński",2004,51.5
"20017",2404000,"Powiat częstochowski",2004,55.5
"20018",2405000,"Powiat gliwicki",2004,56.1
"20019",2406000,"Powiat kłobucki",2004,49.4
"20020",2407000,"Powiat lubliniecki",2004,45.9
"20021",2408000,"Powiat mikołowski",2004,59.1
"20022",2409000,"Powiat myszkowski",2004,59.2
"20023",2410000,"Powiat pszczyński",2004,56.4
"20024",2411000,"Powiat raciborski",2004,49.8
"20025",2412000,"Powiat rybnicki",2004,55.2
"20026",2413000,"Powiat tarnogórski",2004,60.2
"20027",2414000,"Powiat bieruńsko-lędziński",2004,50.8
"20028",2415000,"Powiat wodzisławski",2004,50.3
"20029",2416000,"Powiat zawierciański",2004,58.6
"20030",2417000,"Powiat żywiecki",2004,51.9
"20031",2461000,"Powiat m.Bielsko-Biała",2004,47.8
"20032",2462000,"Powiat m.Bytom",2004,59.5
"20033",2463000,"Powiat m.Chorzów",2004,60.7
"20034",2464000,"Powiat m.Częstochowa",2004,54.3
"20035",2465000,"Powiat m.Dąbrowa Górnicza",2004,57.9
"20036",2466000,"Powiat m.Gliwice",2004,54.8
"20037",2467000,"Powiat m.Jastrzębie-Zdrój",2004,63.1
"20038",2468000,"Powiat m.Jaworzno",2004,59.8
"20039",2469000,"Powiat m.Katowice",2004,46.8
"20040",2470000,"Powiat m.Mysłowice",2004,57.2
"20041",2471000,"Powiat m.Piekary Śląskie",2004,56.1
"20042",2472000,"Powiat m.Ruda Śląska",2004,47.9
"20043",2473000,"Powiat m.Rybnik",2004,54.2
"20044",2474000,"Powiat m.Siemianowice Śląskie",2004,53.6
"20045",2475000,"Powiat m.Sosnowiec",2004,55
"20046",2476000,"Powiat m.Świętochłowice",2004,55.3
"20047",2477000,"Powiat m.Tychy",2004,51.6
"20048",2478000,"Powiat m.Zabrze",2004,62.3
"20049",2479000,"Powiat m.Żory",2004,54.4
"20050",2601000,"Powiat buski",2004,57
"20051",2602000,"Powiat jędrzejowski",2004,64
"20052",2603000,"Powiat kazimierski",2004,60.4
"20053",2604000,"Powiat kielecki",2004,59.7
"20054",2605000,"Powiat konecki",2004,62.2
"20055",2606000,"Powiat opatowski",2004,62.3
"20056",2607000,"Powiat ostrowiecki",2004,55.8
"20057",2608000,"Powiat pińczowski",2004,63.5
"20058",2609000,"Powiat sandomierski",2004,62.8
"20059",2610000,"Powiat skarżyski",2004,58
"20060",2611000,"Powiat starachowicki",2004,47.9
"20061",2612000,"Powiat staszowski",2004,52.1
"20062",2613000,"Powiat włoszczowski",2004,65
"20063",2661000,"Powiat m.Kielce",2004,50.7
"20064",2801000,"Powiat bartoszycki",2004,63.4
"20065",2802000,"Powiat braniewski",2004,66.2
"20066",2803000,"Powiat działdowski",2004,65.1
"20067",2804000,"Powiat elbląski",2004,61.5
"20068",2805000,"Powiat ełcki",2004,58.4
"20069",2806000,"Powiat giżycki",2004,51.5
"20070",2807000,"Powiat iławski",2004,60.4
"20071",2808000,"Powiat kętrzyński",2004,57.2
"20072",2809000,"Powiat lidzbarski",2004,64.5
"20073",2810000,"Powiat mrągowski",2004,53.1
"20074",2811000,"Powiat nidzicki",2004,61.7
"20075",2812000,"Powiat nowomiejski",2004,60.2
"20076",2813000,"Powiat olecki",2004,61.6
"20077",2814000,"Powiat olsztyński",2004,57.5
"20078",2815000,"Powiat ostródzki",2004,66.5
"20079",2816000,"Powiat piski",2004,57.8
"20080",2817000,"Powiat szczycieński",2004,56.2
"20081",2818000,"Powiat gołdapski",2004,69
"20082",2819000,"Powiat węgorzewski",2004,60.6
"20083",2861000,"Powiat m.Elbląg",2004,57.3
"20084",2862000,"Powiat m.Olsztyn",2004,51.4
"20085",3001000,"Powiat chodzieski",2004,57.2
"20086",3002000,"Powiat czarnkowsko-trzcianecki",2004,54.3
"20087",3003000,"Powiat gnieźnieński",2004,54.6
"20088",3004000,"Powiat gostyński",2004,53.6
"20089",3005000,"Powiat grodziski",2004,31.5
"20090",3006000,"Powiat jarociński",2004,57.2
"20091",3007000,"Powiat kaliski",2004,63.9
"20092",3008000,"Powiat kępiński",2004,49.4
"20093",3009000,"Powiat kolski",2004,66.2
"20094",3010000,"Powiat koniński",2004,59.8
"20095",3011000,"Powiat kościański",2004,47.6
"20096",3012000,"Powiat krotoszyński",2004,59.2
"20097",3013000,"Powiat leszczyński",2004,48.3
"20098",3014000,"Powiat międzychodzki",2004,59.4
"20099",3015000,"Powiat nowotomyski",2004,50.8
"20100",3016000,"Powiat obornicki",2004,54
"20101",3017000,"Powiat ostrowski",2004,57.2
"20102",3018000,"Powiat ostrzeszowski",2004,47.8
"20103",3019000,"Powiat pilski",2004,55.4
"20104",3020000,"Powiat pleszewski",2004,64.5
"20105",3021000,"Powiat poznański",2004,48.4
"20106",3022000,"Powiat rawicki",2004,51
"20107",3023000,"Powiat słupecki",2004,62.3
"20108",3024000,"Powiat szamotulski",2004,51.2
"20109",3025000,"Powiat średzki",2004,55.1
"20110",3026000,"Powiat śremski",2004,59.2
"20111",3027000,"Powiat turecki",2004,56.7
"20112",3028000,"Powiat wągrowiecki",2004,54.3
"20113",3029000,"Powiat wolsztyński",2004,43.8
"20114",3030000,"Powiat wrzesiński",2004,58.2
"20115",3031000,"Powiat złotowski",2004,45.4
"20116",3061000,"Powiat m.Kalisz",2004,57.9
"20117",3062000,"Powiat m.Konin",2004,56.2
"20118",3063000,"Powiat m.Leszno",2004,49.9
"20119",3064000,"Powiat m.Poznań",2004,46.4
"20120",3201000,"Powiat białogardzki",2004,58.3
"20121",3202000,"Powiat choszczeński",2004,52.4
"20122",3203000,"Powiat drawski",2004,58.7
"20123",3204000,"Powiat goleniowski",2004,54.3
"20124",3205000,"Powiat gryficki",2004,53.1
"20125",3206000,"Powiat gryfiński",2004,62.2
"20126",3207000,"Powiat kamieński",2004,52.2
"20127",3208000,"Powiat kołobrzeski",2004,46
"20128",3209000,"Powiat koszaliński",2004,58.8
"20129",3210000,"Powiat myśliborski",2004,60.4
"20130",3211000,"Powiat policki",2004,53.8
"20131",3212000,"Powiat pyrzycki",2004,63.4
"20132",3213000,"Powiat sławieński",2004,53.9
"20133",3214000,"Powiat stargardzki",2004,58
"20134",3215000,"Powiat szczecinecki",2004,60.9
"20135",3216000,"Powiat świdwiński",2004,55.7
"20136",3217000,"Powiat wałecki",2004,54
"20137",3218000,"Powiat łobeski",2004,60.4
"20138",3261000,"Powiat m.Koszalin",2004,55.6
"20139",3262000,"Powiat m.Szczecin",2004,55.4
"20140",3263000,"Powiat m.Świnoujście",2004,44.5
"20141",201000,"Powiat bolesławiecki",2005,47.2
"20142",202000,"Powiat dzierżoniowski",2005,50.3
"20143",203000,"Powiat głogowski",2005,48.5
"20144",204000,"Powiat górowski",2005,59.4
"20145",205000,"Powiat jaworski",2005,53.7
"20146",206000,"Powiat jeleniogórski",2005,46.6
"20147",207000,"Powiat kamiennogórski",2005,41.1
"20148",208000,"Powiat kłodzki",2005,55.1
"20149",209000,"Powiat legnicki",2005,51.3
"20150",210000,"Powiat lubański",2005,47.4
"20151",211000,"Powiat lubiński",2005,42.4
"20152",212000,"Powiat lwówecki",2005,50.8
"20153",213000,"Powiat milicki",2005,51.6
"20154",214000,"Powiat oleśnicki",2005,47.4
"20155",215000,"Powiat oławski",2005,47.6
"20156",216000,"Powiat polkowicki",2005,54.6
"20157",217000,"Powiat strzeliński",2005,52.2
"20158",218000,"Powiat średzki",2005,50.8
"20159",219000,"Powiat świdnicki",2005,48.5
"20160",220000,"Powiat trzebnicki",2005,52.3
"20161",221000,"Powiat wałbrzyski",2005,51.4
"20162",222000,"Powiat wołowski",2005,51.1
"20163",223000,"Powiat wrocławski",2005,61
"20164",224000,"Powiat ząbkowicki",2005,48.8
"20165",225000,"Powiat zgorzelecki",2005,57.7
"20166",226000,"Powiat złotoryjski",2005,54.6
"20167",261000,"Powiat m.Jelenia Góra",2005,38.8
"20168",262000,"Powiat m.Legnica",2005,43.2
"20169",264000,"Powiat m.Wrocław",2005,57.7
"20170",265000,"Powiat m.Wałbrzych od 2013",2005,NA
"20171",401000,"Powiat aleksandrowski",2005,58.5
"20172",402000,"Powiat brodnicki",2005,57.4
"20173",403000,"Powiat bydgoski",2005,60.1
"20174",404000,"Powiat chełmiński",2005,60.4
"20175",405000,"Powiat golubsko-dobrzyński",2005,59.6
"20176",406000,"Powiat grudziądzki",2005,64.8
"20177",407000,"Powiat inowrocławski",2005,62.1
"20178",408000,"Powiat lipnowski",2005,58.7
"20179",409000,"Powiat mogileński",2005,62.1
"20180",410000,"Powiat nakielski",2005,60.8
"20181",411000,"Powiat radziejowski",2005,65.8
"20182",412000,"Powiat rypiński",2005,65.5
"20183",413000,"Powiat sępoleński",2005,62.2
"20184",414000,"Powiat świecki",2005,66.3
"20185",415000,"Powiat toruński",2005,48
"20186",416000,"Powiat tucholski",2005,58.7
"20187",417000,"Powiat wąbrzeski",2005,58.7
"20188",418000,"Powiat włocławski",2005,64.6
"20189",419000,"Powiat żniński",2005,62.9
"20190",461000,"Powiat m.Bydgoszcz",2005,49
"20191",462000,"Powiat m.Grudziądz",2005,52.6
"20192",463000,"Powiat m.Toruń",2005,48.6
"20193",464000,"Powiat m.Włocławek",2005,52.3
"20194",601000,"Powiat bialski",2005,61.7
"20195",602000,"Powiat biłgorajski",2005,50.5
"20196",603000,"Powiat chełmski",2005,58.1
"20197",604000,"Powiat hrubieszowski",2005,65.1
"20198",605000,"Powiat janowski",2005,54.2
"20199",606000,"Powiat krasnostawski",2005,59.7
"20200",607000,"Powiat kraśnicki",2005,53.1
"20201",608000,"Powiat lubartowski",2005,60.8
"20202",609000,"Powiat lubelski",2005,55.5
"20203",610000,"Powiat łęczyński",2005,55.8
"20204",611000,"Powiat łukowski",2005,56.3
"20205",612000,"Powiat opolski",2005,63.8
"20206",613000,"Powiat parczewski",2005,58.4
"20207",614000,"Powiat puławski",2005,53.9
"20208",615000,"Powiat radzyński",2005,62
"20209",616000,"Powiat rycki",2005,54.3
"20210",617000,"Powiat świdnicki",2005,55.8
"20211",618000,"Powiat tomaszowski",2005,55.3
"20212",619000,"Powiat włodawski",2005,58.7
"20213",620000,"Powiat zamojski",2005,55.1
"20214",661000,"Powiat m.Biała Podlaska",2005,57.8
"20215",662000,"Powiat m.Chełm",2005,47.4
"20216",663000,"Powiat m.Lublin",2005,54.6
"20217",664000,"Powiat m.Zamość",2005,49.9
"20218",801000,"Powiat gorzowski",2005,47.6
"20219",802000,"Powiat krośnieński",2005,54.8
"20220",803000,"Powiat międzyrzecki",2005,49.1
"20221",804000,"Powiat nowosolski",2005,54.8
"20222",805000,"Powiat słubicki",2005,48.9
"20223",806000,"Powiat strzelecko-drezdenecki",2005,51.6
"20224",807000,"Powiat sulęciński",2005,44.8
"20225",808000,"Powiat świebodziński",2005,47.7
"20226",809000,"Powiat zielonogórski",2005,55.4
"20227",810000,"Powiat żagański",2005,55.4
"20228",811000,"Powiat żarski",2005,47.1
"20229",812000,"Powiat wschowski",2005,46.1
"20230",861000,"Powiat m.Gorzów Wielkopolski",2005,45.4
"20231",862000,"Powiat m.Zielona Góra",2005,45.9
"20232",1001000,"Powiat bełchatowski",2005,57.2
"20233",1002000,"Powiat kutnowski",2005,60.4
"20234",1003000,"Powiat łaski",2005,53.5
"20235",1004000,"Powiat łęczycki",2005,65.5
"20236",1005000,"Powiat łowicki",2005,52.8
"20237",1006000,"Powiat łódzki wschodni",2005,57.8
"20238",1007000,"Powiat opoczyński",2005,59.4
"20239",1008000,"Powiat pabianicki",2005,45.6
"20240",1009000,"Powiat pajęczański",2005,56.7
"20241",1010000,"Powiat piotrkowski",2005,51.8
"20242",1011000,"Powiat poddębicki",2005,57.7
"20243",1012000,"Powiat radomszczański",2005,68.6
"20244",1013000,"Powiat rawski",2005,49.2
"20245",1014000,"Powiat sieradzki",2005,59.4
"20246",1015000,"Powiat skierniewicki",2005,43.6
"20247",1016000,"Powiat tomaszowski",2005,57.1
"20248",1017000,"Powiat wieluński",2005,53.4
"20249",1018000,"Powiat wieruszowski",2005,53.9
"20250",1019000,"Powiat zduńskowolski",2005,51.5
"20251",1020000,"Powiat zgierski",2005,54.2
"20252",1021000,"Powiat brzeziński",2005,59.3
"20253",1061000,"Powiat m.Łódź",2005,53.7
"20254",1062000,"Powiat m.Piotrków Trybunalski",2005,47.8
"20255",1063000,"Powiat m.Skierniewice",2005,45
"20256",1201000,"Powiat bocheński",2005,51
"20257",1202000,"Powiat brzeski",2005,59.9
"20258",1203000,"Powiat chrzanowski",2005,53.4
"20259",1204000,"Powiat dąbrowski",2005,62
"20260",1205000,"Powiat gorlicki",2005,66.6
"20261",1206000,"Powiat krakowski",2005,51.8
"20262",1207000,"Powiat limanowski",2005,60.8
"20263",1208000,"Powiat miechowski",2005,60.9
"20264",1209000,"Powiat myślenicki",2005,52.7
"20265",1210000,"Powiat nowosądecki",2005,65.1
"20266",1211000,"Powiat nowotarski",2005,50.7
"20267",1212000,"Powiat olkuski",2005,57.1
"20268",1213000,"Powiat oświęcimski",2005,50.5
"20269",1214000,"Powiat proszowicki",2005,58.5
"20270",1215000,"Powiat suski",2005,54.3
"20271",1216000,"Powiat tarnowski",2005,50.3
"20272",1217000,"Powiat tatrzański",2005,57.3
"20273",1218000,"Powiat wadowicki",2005,54
"20274",1219000,"Powiat wielicki",2005,53.6
"20275",1261000,"Powiat m.Kraków",2005,50.2
"20276",1262000,"Powiat m.Nowy Sącz",2005,61.1
"20277",1263000,"Powiat m.Tarnów",2005,45.9
"20278",1401000,"Powiat białobrzeski",2005,66.4
"20279",1402000,"Powiat ciechanowski",2005,63.6
"20280",1403000,"Powiat garwoliński",2005,56.6
"20281",1404000,"Powiat gostyniński",2005,66.2
"20282",1405000,"Powiat grodziski",2005,43
"20283",1406000,"Powiat grójecki",2005,51.9
"20284",1407000,"Powiat kozienicki",2005,56.9
"20285",1408000,"Powiat legionowski",2005,54.3
"20286",1409000,"Powiat lipski",2005,58.2
"20287",1410000,"Powiat łosicki",2005,59.6
"20288",1411000,"Powiat makowski",2005,63.1
"20289",1412000,"Powiat miński",2005,54.6
"20290",1413000,"Powiat mławski",2005,63
"20291",1414000,"Powiat nowodworski",2005,50.7
"20292",1415000,"Powiat ostrołęcki",2005,64.7
"20293",1416000,"Powiat ostrowski",2005,62.8
"20294",1417000,"Powiat otwocki",2005,53.4
"20295",1418000,"Powiat piaseczyński",2005,45.2
"20296",1419000,"Powiat płocki",2005,69
"20297",1420000,"Powiat płoński",2005,62.7
"20298",1421000,"Powiat pruszkowski",2005,46.4
"20299",1422000,"Powiat przasnyski",2005,60.2
"20300",1423000,"Powiat przysuski",2005,63.7
"20301",1424000,"Powiat pułtuski",2005,58.3
"20302",1425000,"Powiat radomski",2005,65.7
"20303",1426000,"Powiat siedlecki",2005,59.5
"20304",1427000,"Powiat sierpecki",2005,65.1
"20305",1428000,"Powiat sochaczewski",2005,50.8
"20306",1429000,"Powiat sokołowski",2005,56.7
"20307",1430000,"Powiat szydłowiecki",2005,62.8
"20308",1432000,"Powiat warszawski zachodni",2005,52.9
"20309",1433000,"Powiat węgrowski",2005,58.7
"20310",1434000,"Powiat wołomiński",2005,52
"20311",1435000,"Powiat wyszkowski",2005,59.9
"20312",1436000,"Powiat zwoleński",2005,61.3
"20313",1437000,"Powiat żuromiński",2005,64.3
"20314",1438000,"Powiat żyrardowski",2005,50.6
"20315",1461000,"Powiat m.Ostrołęka",2005,60.7
"20316",1462000,"Powiat m.Płock",2005,61.7
"20317",1463000,"Powiat m.Radom",2005,63
"20318",1464000,"Powiat m.Siedlce",2005,55.2
"20319",1465000,"Powiat m. st. Warszawa",2005,53.2
"20320",1601000,"Powiat brzeski",2005,55.3
"20321",1602000,"Powiat głubczycki",2005,59.6
"20322",1603000,"Powiat kędzierzyńsko-kozielski",2005,56.3
"20323",1604000,"Powiat kluczborski",2005,51.2
"20324",1605000,"Powiat krapkowicki",2005,50.5
"20325",1606000,"Powiat namysłowski",2005,57.5
"20326",1607000,"Powiat nyski",2005,51.1
"20327",1608000,"Powiat oleski",2005,52.7
"20328",1609000,"Powiat opolski",2005,58.1
"20329",1610000,"Powiat prudnicki",2005,49.4
"20330",1611000,"Powiat strzelecki",2005,51.6
"20331",1661000,"Powiat m.Opole",2005,51.6
"20332",1801000,"Powiat bieszczadzki",2005,53.5
"20333",1802000,"Powiat brzozowski",2005,63.3
"20334",1803000,"Powiat dębicki",2005,57.9
"20335",1804000,"Powiat jarosławski",2005,54.1
"20336",1805000,"Powiat jasielski",2005,61.9
"20337",1806000,"Powiat kolbuszowski",2005,59.6
"20338",1807000,"Powiat krośnieński",2005,58
"20339",1808000,"Powiat leżajski",2005,57.6
"20340",1809000,"Powiat lubaczowski",2005,56.6
"20341",1810000,"Powiat łańcucki",2005,56.4
"20342",1811000,"Powiat mielecki",2005,53.8
"20343",1812000,"Powiat niżański",2005,57
"20344",1813000,"Powiat przemyski",2005,62.9
"20345",1814000,"Powiat przeworski",2005,53.5
"20346",1815000,"Powiat ropczycko-sędziszowski",2005,56.4
"20347",1816000,"Powiat rzeszowski",2005,61
"20348",1817000,"Powiat sanocki",2005,61.9
"20349",1818000,"Powiat stalowowolski",2005,51.4
"20350",1819000,"Powiat strzyżowski",2005,64.2
"20351",1820000,"Powiat tarnobrzeski",2005,60
"20352",1821000,"Powiat leski",2005,49.5
"20353",1861000,"Powiat m.Krosno",2005,50.6
"20354",1862000,"Powiat m.Przemyśl",2005,57.2
"20355",1863000,"Powiat m.Rzeszów",2005,54.5
"20356",1864000,"Powiat m.Tarnobrzeg",2005,57.8
"20357",2001000,"Powiat augustowski",2005,55.4
"20358",2002000,"Powiat białostocki",2005,46
"20359",2003000,"Powiat bielski",2005,46.7
"20360",2004000,"Powiat grajewski",2005,62.7
"20361",2005000,"Powiat hajnowski",2005,43.2
"20362",2006000,"Powiat kolneński",2005,54.8
"20363",2007000,"Powiat łomżyński",2005,56.2
"20364",2008000,"Powiat moniecki",2005,54.4
"20365",2009000,"Powiat sejneński",2005,54.1
"20366",2010000,"Powiat siemiatycki",2005,50.7
"20367",2011000,"Powiat sokólski",2005,54.9
"20368",2012000,"Powiat suwalski",2005,50.4
"20369",2013000,"Powiat wysokomazowiecki",2005,58.3
"20370",2014000,"Powiat zambrowski",2005,55.2
"20371",2061000,"Powiat m.Białystok",2005,42.3
