"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_ubostwo"
"1144",204000,"Powiat górowski",2017,1059
"1145",205000,"Powiat jaworski",2017,722
"1146",206000,"Powiat jeleniogórski",2017,889
"1147",207000,"Powiat kamiennogórski",2017,519
"1148",208000,"Powiat kłodzki",2017,3278
"1149",209000,"Powiat legnicki",2017,1218
"1150",210000,"Powiat lubański",2017,717
"1151",211000,"Powiat lubiński",2017,1047
"1152",212000,"Powiat lwówecki",2017,1016
"1153",213000,"Powiat milicki",2017,522
"1154",214000,"Powiat oleśnicki",2017,976
"1155",215000,"Powiat oławski",2017,343
"1156",216000,"Powiat polkowicki",2017,1110
"1157",217000,"Powiat strzeliński",2017,264
"1158",218000,"Powiat średzki",2017,322
"1159",219000,"Powiat świdnicki",2017,2333
"1160",220000,"Powiat trzebnicki",2017,997
"1161",221000,"Powiat wałbrzyski",2017,1465
"1162",222000,"Powiat wołowski",2017,873
"1163",223000,"Powiat wrocławski",2017,668
"1164",224000,"Powiat ząbkowicki",2017,1405
"1165",225000,"Powiat zgorzelecki",2017,1546
"1166",226000,"Powiat złotoryjski",2017,1320
"1167",261000,"Powiat m.Jelenia Góra",2017,1528
"1168",262000,"Powiat m.Legnica",2017,1695
"1169",264000,"Powiat m.Wrocław",2017,4065
"1170",265000,"Powiat m.Wałbrzych od 2013",2017,3296
"1171",401000,"Powiat aleksandrowski",2017,2116
"1172",402000,"Powiat brodnicki",2017,1534
"1173",403000,"Powiat bydgoski",2017,1705
"1174",404000,"Powiat chełmiński",2017,1143
"1175",405000,"Powiat golubsko-dobrzyński",2017,1107
"1176",406000,"Powiat grudziądzki",2017,1504
"1177",407000,"Powiat inowrocławski",2017,4165
"1178",408000,"Powiat lipnowski",2017,1826
"1179",409000,"Powiat mogileński",2017,372
"1180",410000,"Powiat nakielski",2017,2068
"1181",411000,"Powiat radziejowski",2017,889
"1182",412000,"Powiat rypiński",2017,1960
"1183",413000,"Powiat sępoleński",2017,605
"1184",414000,"Powiat świecki",2017,2351
"1185",415000,"Powiat toruński",2017,2095
"1186",416000,"Powiat tucholski",2017,1000
"1187",417000,"Powiat wąbrzeski",2017,880
"1188",418000,"Powiat włocławski",2017,3397
"1189",419000,"Powiat żniński",2017,1684
"1190",461000,"Powiat m.Bydgoszcz",2017,3295
"1191",462000,"Powiat m.Grudziądz",2017,2864
"1192",463000,"Powiat m.Toruń",2017,3898
"1193",464000,"Powiat m.Włocławek",2017,5151
"1194",601000,"Powiat bialski",2017,1635
"1195",602000,"Powiat biłgorajski",2017,1446
"1196",603000,"Powiat chełmski",2017,1855
"1197",604000,"Powiat hrubieszowski",2017,1285
"1198",605000,"Powiat janowski",2017,899
"1199",606000,"Powiat krasnostawski",2017,1335
"1200",607000,"Powiat kraśnicki",2017,1888
"1201",608000,"Powiat lubartowski",2017,1755
"1202",609000,"Powiat lubelski",2017,1732
"1203",610000,"Powiat łęczyński",2017,813
"1204",611000,"Powiat łukowski",2017,1187
"1205",612000,"Powiat opolski",2017,1110
"1206",613000,"Powiat parczewski",2017,978
"1207",614000,"Powiat puławski",2017,1408
"1208",615000,"Powiat radzyński",2017,1019
"1209",616000,"Powiat rycki",2017,946
"1210",617000,"Powiat świdnicki",2017,1026
"1211",618000,"Powiat tomaszowski",2017,1387
"1212",619000,"Powiat włodawski",2017,1082
"1213",620000,"Powiat zamojski",2017,1498
"1214",661000,"Powiat m.Biała Podlaska",2017,662
"1215",662000,"Powiat m.Chełm",2017,1127
"1216",663000,"Powiat m.Lublin",2017,4740
"1217",664000,"Powiat m.Zamość",2017,1294
"1218",801000,"Powiat gorzowski",2017,1073
"1219",802000,"Powiat krośnieński",2017,1374
"1220",803000,"Powiat międzyrzecki",2017,1187
"1221",804000,"Powiat nowosolski",2017,1839
"1222",805000,"Powiat słubicki",2017,911
"1223",806000,"Powiat strzelecko-drezdenecki",2017,2063
"1224",807000,"Powiat sulęciński",2017,1341
"1225",808000,"Powiat świebodziński",2017,1198
"1226",809000,"Powiat zielonogórski",2017,1331
"1227",810000,"Powiat żagański",2017,2409
"1228",811000,"Powiat żarski",2017,2749
"1229",812000,"Powiat wschowski",2017,655
"1230",861000,"Powiat m.Gorzów Wielkopolski",2017,1926
"1231",862000,"Powiat m.Zielona Góra",2017,2018
"1232",1001000,"Powiat bełchatowski",2017,2345
"1233",1002000,"Powiat kutnowski",2017,1885
"1234",1003000,"Powiat łaski",2017,460
"1235",1004000,"Powiat łęczycki",2017,1216
"1236",1005000,"Powiat łowicki",2017,766
"1237",1006000,"Powiat łódzki wschodni",2017,985
"1238",1007000,"Powiat opoczyński",2017,1035
"1239",1008000,"Powiat pabianicki",2017,1199
"1240",1009000,"Powiat pajęczański",2017,543
"1241",1010000,"Powiat piotrkowski",2017,1420
"1242",1011000,"Powiat poddębicki",2017,496
"1243",1012000,"Powiat radomszczański",2017,2334
"1244",1013000,"Powiat rawski",2017,579
"1245",1014000,"Powiat sieradzki",2017,1804
"1246",1015000,"Powiat skierniewicki",2017,434
"1247",1016000,"Powiat tomaszowski",2017,1027
"1248",1017000,"Powiat wieluński",2017,824
"1249",1018000,"Powiat wieruszowski",2017,607
"1250",1019000,"Powiat zduńskowolski",2017,926
"1251",1020000,"Powiat zgierski",2017,2591
"1252",1021000,"Powiat brzeziński",2017,672
"1253",1061000,"Powiat m.Łódź",2017,6810
"1254",1062000,"Powiat m.Piotrków Trybunalski",2017,1717
"1255",1063000,"Powiat m.Skierniewice",2017,554
"1256",1201000,"Powiat bocheński",2017,1096
"1257",1202000,"Powiat brzeski",2017,856
"1258",1203000,"Powiat chrzanowski",2017,1940
"1259",1204000,"Powiat dąbrowski",2017,1222
"1260",1205000,"Powiat gorlicki",2017,2640
"1261",1206000,"Powiat krakowski",2017,2307
"1262",1207000,"Powiat limanowski",2017,2148
"1263",1208000,"Powiat miechowski",2017,481
"1264",1209000,"Powiat myślenicki",2017,1151
"1265",1210000,"Powiat nowosądecki",2017,3475
"1266",1211000,"Powiat nowotarski",2017,1623
"1267",1212000,"Powiat olkuski",2017,1147
"1268",1213000,"Powiat oświęcimski",2017,1489
"1269",1214000,"Powiat proszowicki",2017,464
"1270",1215000,"Powiat suski",2017,1398
"1271",1216000,"Powiat tarnowski",2017,2307
"1272",1217000,"Powiat tatrzański",2017,655
"1273",1218000,"Powiat wadowicki",2017,1544
"1274",1219000,"Powiat wielicki",2017,1080
"1275",1261000,"Powiat m.Kraków",2017,7361
"1276",1262000,"Powiat m.Nowy Sącz",2017,1327
"1277",1263000,"Powiat m.Tarnów",2017,1850
"1278",1401000,"Powiat białobrzeski",2017,700
"1279",1402000,"Powiat ciechanowski",2017,1348
"1280",1403000,"Powiat garwoliński",2017,1232
"1281",1404000,"Powiat gostyniński",2017,696
"1282",1405000,"Powiat grodziski",2017,1287
"1283",1406000,"Powiat grójecki",2017,816
"1284",1407000,"Powiat kozienicki",2017,1270
"1285",1408000,"Powiat legionowski",2017,1056
"1286",1409000,"Powiat lipski",2017,737
"1287",1410000,"Powiat łosicki",2017,624
"1288",1411000,"Powiat makowski",2017,1031
"1289",1412000,"Powiat miński",2017,1730
"1290",1413000,"Powiat mławski",2017,1094
"1291",1414000,"Powiat nowodworski",2017,991
"1292",1415000,"Powiat ostrołęcki",2017,1559
"1293",1416000,"Powiat ostrowski",2017,1464
"1294",1417000,"Powiat otwocki",2017,1376
"1295",1418000,"Powiat piaseczyński",2017,1151
"1296",1419000,"Powiat płocki",2017,1734
"1297",1420000,"Powiat płoński",2017,1035
"1298",1421000,"Powiat pruszkowski",2017,895
"1299",1422000,"Powiat przasnyski",2017,1687
"1300",1423000,"Powiat przysuski",2017,794
"1301",1424000,"Powiat pułtuski",2017,998
"1302",1425000,"Powiat radomski",2017,2188
"1303",1426000,"Powiat siedlecki",2017,1496
"1304",1427000,"Powiat sierpecki",2017,1067
"1305",1428000,"Powiat sochaczewski",2017,1278
"1306",1429000,"Powiat sokołowski",2017,697
"1307",1430000,"Powiat szydłowiecki",2017,1481
"1308",1432000,"Powiat warszawski zachodni",2017,769
"1309",1433000,"Powiat węgrowski",2017,1864
"1310",1434000,"Powiat wołomiński",2017,2971
"1311",1435000,"Powiat wyszkowski",2017,1205
"1312",1436000,"Powiat zwoleński",2017,612
"1313",1437000,"Powiat żuromiński",2017,661
"1314",1438000,"Powiat żyrardowski",2017,948
"1315",1461000,"Powiat m.Ostrołęka",2017,1340
"1316",1462000,"Powiat m.Płock",2017,2229
"1317",1463000,"Powiat m.Radom",2017,5576
"1318",1464000,"Powiat m.Siedlce",2017,1321
"1319",1465000,"Powiat m. st. Warszawa",2017,13312
"1320",1601000,"Powiat brzeski",2017,1483
"1321",1602000,"Powiat głubczycki",2017,1168
"1322",1603000,"Powiat kędzierzyńsko-kozielski",2017,1379
"1323",1604000,"Powiat kluczborski",2017,949
"1324",1605000,"Powiat krapkowicki",2017,715
"1325",1606000,"Powiat namysłowski",2017,622
"1326",1607000,"Powiat nyski",2017,2782
"1327",1608000,"Powiat oleski",2017,568
"1328",1609000,"Powiat opolski",2017,1192
"1329",1610000,"Powiat prudnicki",2017,728
"1330",1611000,"Powiat strzelecki",2017,564
"1331",1661000,"Powiat m.Opole",2017,908
"1332",1801000,"Powiat bieszczadzki",2017,553
"1333",1802000,"Powiat brzozowski",2017,1391
"1334",1803000,"Powiat dębicki",2017,2904
"1335",1804000,"Powiat jarosławski",2017,1177
"1336",1805000,"Powiat jasielski",2017,2891
"1337",1806000,"Powiat kolbuszowski",2017,962
"1338",1807000,"Powiat krośnieński",2017,1977
"1339",1808000,"Powiat leżajski",2017,1319
"1340",1809000,"Powiat lubaczowski",2017,511
"1341",1810000,"Powiat łańcucki",2017,1202
"1342",1811000,"Powiat mielecki",2017,1049
"1343",1812000,"Powiat niżański",2017,1446
"1344",1813000,"Powiat przemyski",2017,2018
"1345",1814000,"Powiat przeworski",2017,1223
"1346",1815000,"Powiat ropczycko-sędziszowski",2017,901
"1347",1816000,"Powiat rzeszowski",2017,2619
"1348",1817000,"Powiat sanocki",2017,1897
"1349",1818000,"Powiat stalowowolski",2017,1303
"1350",1819000,"Powiat strzyżowski",2017,892
"1351",1820000,"Powiat tarnobrzeski",2017,743
"1352",1821000,"Powiat leski",2017,595
"1353",1861000,"Powiat m.Krosno",2017,559
"1354",1862000,"Powiat m.Przemyśl",2017,1370
"1355",1863000,"Powiat m.Rzeszów",2017,2407
"1356",1864000,"Powiat m.Tarnobrzeg",2017,430
"1357",2001000,"Powiat augustowski",2017,1224
"1358",2002000,"Powiat białostocki",2017,2901
"1359",2003000,"Powiat bielski",2017,1144
"1360",2004000,"Powiat grajewski",2017,1517
"1361",2005000,"Powiat hajnowski",2017,1689
"1362",2006000,"Powiat kolneński",2017,758
"1363",2007000,"Powiat łomżyński",2017,847
"1364",2008000,"Powiat moniecki",2017,799
"1365",2009000,"Powiat sejneński",2017,632
"1366",2010000,"Powiat siemiatycki",2017,1345
"1367",2011000,"Powiat sokólski",2017,2224
"1368",2012000,"Powiat suwalski",2017,680
"1369",2013000,"Powiat wysokomazowiecki",2017,626
"1370",2014000,"Powiat zambrowski",2017,825
"1371",2061000,"Powiat m.Białystok",2017,5121
"1372",2062000,"Powiat m.Łomża",2017,1096
"1373",2063000,"Powiat m.Suwałki",2017,1149
"1374",2201000,"Powiat bytowski",2017,1587
"1375",2202000,"Powiat chojnicki",2017,1700
"1376",2203000,"Powiat człuchowski",2017,1241
"1377",2204000,"Powiat gdański",2017,1415
"1378",2205000,"Powiat kartuski",2017,2576
"1379",2206000,"Powiat kościerski",2017,1629
"1380",2207000,"Powiat kwidzyński",2017,2265
"1381",2208000,"Powiat lęborski",2017,2061
"1382",2209000,"Powiat malborski",2017,1780
"1383",2210000,"Powiat nowodworski",2017,611
"1384",2211000,"Powiat pucki",2017,1169
"1385",2212000,"Powiat słupski",2017,2682
"1386",2213000,"Powiat starogardzki",2017,2393
"1387",2214000,"Powiat tczewski",2017,2176
"1388",2215000,"Powiat wejherowski",2017,3808
"1389",2216000,"Powiat sztumski",2017,1245
"1390",2261000,"Powiat m.Gdańsk",2017,3944
"1391",2262000,"Powiat m.Gdynia",2017,2272
"1392",2263000,"Powiat m.Słupsk",2017,2343
"1393",2264000,"Powiat m.Sopot",2017,451
"1394",2401000,"Powiat będziński",2017,2015
"1395",2402000,"Powiat bielski",2017,1054
"1396",2403000,"Powiat cieszyński",2017,1720
"1397",2404000,"Powiat częstochowski",2017,1327
"1398",2405000,"Powiat gliwicki",2017,857
"1399",2406000,"Powiat kłobucki",2017,929
"1400",2407000,"Powiat lubliniecki",2017,940
"1401",2408000,"Powiat mikołowski",2017,524
"1402",2409000,"Powiat myszkowski",2017,349
"1403",2410000,"Powiat pszczyński",2017,685
"1404",2411000,"Powiat raciborski",2017,405
"1405",2412000,"Powiat rybnicki",2017,792
"1406",2413000,"Powiat tarnogórski",2017,1352
"1407",2414000,"Powiat bieruńsko-lędziński",2017,368
"1408",2415000,"Powiat wodzisławski",2017,1072
"1409",2416000,"Powiat zawierciański",2017,1369
"1410",2417000,"Powiat żywiecki",2017,1701
"1411",2461000,"Powiat m.Bielsko-Biała",2017,673
"1412",2462000,"Powiat m.Bytom",2017,4149
"1413",2463000,"Powiat m.Chorzów",2017,2384
"1414",2464000,"Powiat m.Częstochowa",2017,3927
"1415",2465000,"Powiat m.Dąbrowa Górnicza",2017,1224
"1416",2466000,"Powiat m.Gliwice",2017,1538
"1417",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1034
"1418",2468000,"Powiat m.Jaworzno",2017,643
"1419",2469000,"Powiat m.Katowice",2017,3290
"1420",2470000,"Powiat m.Mysłowice",2017,518
"1421",2471000,"Powiat m.Piekary Śląskie",2017,560
"1422",2472000,"Powiat m.Ruda Śląska",2017,1739
"1423",2473000,"Powiat m.Rybnik",2017,1594
"1424",2474000,"Powiat m.Siemianowice Śląskie",2017,1822
"1425",2475000,"Powiat m.Sosnowiec",2017,2485
"1426",2476000,"Powiat m.Świętochłowice",2017,832
"1427",2477000,"Powiat m.Tychy",2017,1143
"1428",2478000,"Powiat m.Zabrze",2017,1801
"1429",2479000,"Powiat m.Żory",2017,346
"1430",2601000,"Powiat buski",2017,639
"1431",2602000,"Powiat jędrzejowski",2017,1398
"1432",2603000,"Powiat kazimierski",2017,246
"1433",2604000,"Powiat kielecki",2017,3858
"1434",2605000,"Powiat konecki",2017,1300
"1435",2606000,"Powiat opatowski",2017,907
"1436",2607000,"Powiat ostrowiecki",2017,2076
"1437",2608000,"Powiat pińczowski",2017,480
"1438",2609000,"Powiat sandomierski",2017,1105
"1439",2610000,"Powiat skarżyski",2017,1337
"1440",2611000,"Powiat starachowicki",2017,1669
"1441",2612000,"Powiat staszowski",2017,1325
"1442",2613000,"Powiat włoszczowski",2017,333
"1443",2661000,"Powiat m.Kielce",2017,3869
"1444",2801000,"Powiat bartoszycki",2017,2046
"1445",2802000,"Powiat braniewski",2017,1334
"1446",2803000,"Powiat działdowski",2017,1509
"1447",2804000,"Powiat elbląski",2017,3002
"1448",2805000,"Powiat ełcki",2017,2021
"1449",2806000,"Powiat giżycki",2017,1341
"1450",2807000,"Powiat iławski",2017,2057
"1451",2808000,"Powiat kętrzyński",2017,2364
"1452",2809000,"Powiat lidzbarski",2017,1023
"1453",2810000,"Powiat mrągowski",2017,1190
"1454",2811000,"Powiat nidzicki",2017,653
"1455",2812000,"Powiat nowomiejski",2017,1281
"1456",2813000,"Powiat olecki",2017,261
"1457",2814000,"Powiat olsztyński",2017,2112
"1458",2815000,"Powiat ostródzki",2017,1946
"1459",2816000,"Powiat piski",2017,1836
"1460",2817000,"Powiat szczycieński",2017,1818
"1461",2818000,"Powiat gołdapski",2017,720
"1462",2819000,"Powiat węgorzewski",2017,678
"1463",2861000,"Powiat m.Elbląg",2017,2748
"1464",2862000,"Powiat m.Olsztyn",2017,2370
"1465",3001000,"Powiat chodzieski",2017,691
"1466",3002000,"Powiat czarnkowsko-trzcianecki",2017,1666
"1467",3003000,"Powiat gnieźnieński",2017,1826
"1468",3004000,"Powiat gostyński",2017,622
"1469",3005000,"Powiat grodziski",2017,403
"1470",3006000,"Powiat jarociński",2017,675
"1471",3007000,"Powiat kaliski",2017,948
"1472",3008000,"Powiat kępiński",2017,630
"1473",3009000,"Powiat kolski",2017,979
"1474",3010000,"Powiat koniński",2017,1033
"1475",3011000,"Powiat kościański",2017,866
"1476",3012000,"Powiat krotoszyński",2017,1019
"1477",3013000,"Powiat leszczyński",2017,406
"1478",3014000,"Powiat międzychodzki",2017,457
"1479",3015000,"Powiat nowotomyski",2017,556
"1480",3016000,"Powiat obornicki",2017,851
"1481",3017000,"Powiat ostrowski",2017,2218
"1482",3018000,"Powiat ostrzeszowski",2017,615
"1483",3019000,"Powiat pilski",2017,2228
"1484",3020000,"Powiat pleszewski",2017,753
"1485",3021000,"Powiat poznański",2017,2287
"1486",3022000,"Powiat rawicki",2017,769
"1487",3023000,"Powiat słupecki",2017,633
"1488",3024000,"Powiat szamotulski",2017,829
"1489",3025000,"Powiat średzki",2017,394
"1490",3026000,"Powiat śremski",2017,605
"1491",3027000,"Powiat turecki",2017,680
"1492",3028000,"Powiat wągrowiecki",2017,869
"1493",3029000,"Powiat wolsztyński",2017,430
"1494",3030000,"Powiat wrzesiński",2017,641
"1495",3031000,"Powiat złotowski",2017,1543
"1496",3061000,"Powiat m.Kalisz",2017,2462
"1497",3062000,"Powiat m.Konin",2017,2452
"1498",3063000,"Powiat m.Leszno",2017,1179
"1499",3064000,"Powiat m.Poznań",2017,5103
"1500",3201000,"Powiat białogardzki",2017,1679
"1501",3202000,"Powiat choszczeński",2017,1172
"1502",3203000,"Powiat drawski",2017,1316
"1503",3204000,"Powiat goleniowski",2017,1054
"1504",3205000,"Powiat gryficki",2017,1286
"1505",3206000,"Powiat gryfiński",2017,1526
"1506",3207000,"Powiat kamieński",2017,448
"1507",3208000,"Powiat kołobrzeski",2017,845
"1508",3209000,"Powiat koszaliński",2017,1410
"1509",3210000,"Powiat myśliborski",2017,1445
"1510",3211000,"Powiat policki",2017,920
"1511",3212000,"Powiat pyrzycki",2017,953
"1512",3213000,"Powiat sławieński",2017,960
"1513",3214000,"Powiat stargardzki",2017,2280
"1514",3215000,"Powiat szczecinecki",2017,2173
"1515",3216000,"Powiat świdwiński",2017,998
"1516",3217000,"Powiat wałecki",2017,1231
"1517",3218000,"Powiat łobeski",2017,826
"1518",3261000,"Powiat m.Koszalin",2017,1375
"1519",3262000,"Powiat m.Szczecin",2017,4703
"1520",3263000,"Powiat m.Świnoujście",2017,446
"1521",201000,"Powiat bolesławiecki",2018,912
"1522",202000,"Powiat dzierżoniowski",2018,1121
"1523",203000,"Powiat głogowski",2018,787
"1524",204000,"Powiat górowski",2018,930
"1525",205000,"Powiat jaworski",2018,569
"1526",206000,"Powiat jeleniogórski",2018,795
"1527",207000,"Powiat kamiennogórski",2018,395
"1528",208000,"Powiat kłodzki",2018,2731
"1529",209000,"Powiat legnicki",2018,1047
"1530",210000,"Powiat lubański",2018,622
"1531",211000,"Powiat lubiński",2018,940
"1532",212000,"Powiat lwówecki",2018,841
"1533",213000,"Powiat milicki",2018,460
"1534",214000,"Powiat oleśnicki",2018,839
"1535",215000,"Powiat oławski",2018,296
"1536",216000,"Powiat polkowicki",2018,955
"1537",217000,"Powiat strzeliński",2018,246
"1538",218000,"Powiat średzki",2018,301
"1539",219000,"Powiat świdnicki",2018,1981
"1540",220000,"Powiat trzebnicki",2018,941
"1541",221000,"Powiat wałbrzyski",2018,1217
"1542",222000,"Powiat wołowski",2018,759
"1543",223000,"Powiat wrocławski",2018,575
"1544",224000,"Powiat ząbkowicki",2018,1139
"1545",225000,"Powiat zgorzelecki",2018,1287
"1546",226000,"Powiat złotoryjski",2018,1134
"1547",261000,"Powiat m.Jelenia Góra",2018,1339
"1548",262000,"Powiat m.Legnica",2018,1473
"1549",264000,"Powiat m.Wrocław",2018,3391
"1550",265000,"Powiat m.Wałbrzych od 2013",2018,2715
"1551",401000,"Powiat aleksandrowski",2018,1868
"1552",402000,"Powiat brodnicki",2018,1275
"1553",403000,"Powiat bydgoski",2018,1389
"1554",404000,"Powiat chełmiński",2018,1232
"1555",405000,"Powiat golubsko-dobrzyński",2018,978
"1556",406000,"Powiat grudziądzki",2018,1286
"1557",407000,"Powiat inowrocławski",2018,3486
"1558",408000,"Powiat lipnowski",2018,3006
"1559",409000,"Powiat mogileński",2018,595
"1560",410000,"Powiat nakielski",2018,1835
"1561",411000,"Powiat radziejowski",2018,851
"1562",412000,"Powiat rypiński",2018,1757
"1563",413000,"Powiat sępoleński",2018,550
"1564",414000,"Powiat świecki",2018,1988
"1565",415000,"Powiat toruński",2018,1705
"1566",416000,"Powiat tucholski",2018,911
"1567",417000,"Powiat wąbrzeski",2018,643
"1568",418000,"Powiat włocławski",2018,3078
"1569",419000,"Powiat żniński",2018,1436
"1570",461000,"Powiat m.Bydgoszcz",2018,2830
"1571",462000,"Powiat m.Grudziądz",2018,2523
"1572",463000,"Powiat m.Toruń",2018,3972
"1573",464000,"Powiat m.Włocławek",2018,4189
"1574",601000,"Powiat bialski",2018,1394
"1575",602000,"Powiat biłgorajski",2018,1159
"1576",603000,"Powiat chełmski",2018,1478
"1577",604000,"Powiat hrubieszowski",2018,1095
"1578",605000,"Powiat janowski",2018,813
"1579",606000,"Powiat krasnostawski",2018,1328
"1580",607000,"Powiat kraśnicki",2018,1650
"1581",608000,"Powiat lubartowski",2018,1495
"1582",609000,"Powiat lubelski",2018,1610
"1583",610000,"Powiat łęczyński",2018,705
"1584",611000,"Powiat łukowski",2018,1050
"1585",612000,"Powiat opolski",2018,939
"1586",613000,"Powiat parczewski",2018,821
"1587",614000,"Powiat puławski",2018,1284
"1588",615000,"Powiat radzyński",2018,852
"1589",616000,"Powiat rycki",2018,831
"1590",617000,"Powiat świdnicki",2018,856
"1591",618000,"Powiat tomaszowski",2018,1089
"1592",619000,"Powiat włodawski",2018,990
"1593",620000,"Powiat zamojski",2018,1250
"1594",661000,"Powiat m.Biała Podlaska",2018,583
"1595",662000,"Powiat m.Chełm",2018,986
"1596",663000,"Powiat m.Lublin",2018,4223
"1597",664000,"Powiat m.Zamość",2018,1139
"1598",801000,"Powiat gorzowski",2018,906
"1599",802000,"Powiat krośnieński",2018,1165
"1600",803000,"Powiat międzyrzecki",2018,965
"1601",804000,"Powiat nowosolski",2018,1448
"1602",805000,"Powiat słubicki",2018,746
"1603",806000,"Powiat strzelecko-drezdenecki",2018,1672
"1604",807000,"Powiat sulęciński",2018,1121
"1605",808000,"Powiat świebodziński",2018,964
"1606",809000,"Powiat zielonogórski",2018,1145
"1607",810000,"Powiat żagański",2018,2014
"1608",811000,"Powiat żarski",2018,2476
"1609",812000,"Powiat wschowski",2018,585
"1610",861000,"Powiat m.Gorzów Wielkopolski",2018,1598
"1611",862000,"Powiat m.Zielona Góra",2018,1772
"1612",1001000,"Powiat bełchatowski",2018,1901
"1613",1002000,"Powiat kutnowski",2018,1577
"1614",1003000,"Powiat łaski",2018,423
"1615",1004000,"Powiat łęczycki",2018,1014
"1616",1005000,"Powiat łowicki",2018,671
"1617",1006000,"Powiat łódzki wschodni",2018,840
"1618",1007000,"Powiat opoczyński",2018,819
"1619",1008000,"Powiat pabianicki",2018,878
"1620",1009000,"Powiat pajęczański",2018,463
"1621",1010000,"Powiat piotrkowski",2018,1178
"1622",1011000,"Powiat poddębicki",2018,478
"1623",1012000,"Powiat radomszczański",2018,2086
"1624",1013000,"Powiat rawski",2018,448
"1625",1014000,"Powiat sieradzki",2018,1404
"1626",1015000,"Powiat skierniewicki",2018,374
"1627",1016000,"Powiat tomaszowski",2018,810
"1628",1017000,"Powiat wieluński",2018,673
"1629",1018000,"Powiat wieruszowski",2018,510
"1630",1019000,"Powiat zduńskowolski",2018,760
"1631",1020000,"Powiat zgierski",2018,2218
"1632",1021000,"Powiat brzeziński",2018,559
"1633",1061000,"Powiat m.Łódź",2018,5471
"1634",1062000,"Powiat m.Piotrków Trybunalski",2018,1174
"1635",1063000,"Powiat m.Skierniewice",2018,564
"1636",1201000,"Powiat bocheński",2018,982
"1637",1202000,"Powiat brzeski",2018,733
"1638",1203000,"Powiat chrzanowski",2018,1819
"1639",1204000,"Powiat dąbrowski",2018,998
"1640",1205000,"Powiat gorlicki",2018,2093
"1641",1206000,"Powiat krakowski",2018,2145
"1642",1207000,"Powiat limanowski",2018,2000
"1643",1208000,"Powiat miechowski",2018,406
"1644",1209000,"Powiat myślenicki",2018,1037
"1645",1210000,"Powiat nowosądecki",2018,2906
"1646",1211000,"Powiat nowotarski",2018,1382
"1647",1212000,"Powiat olkuski",2018,1015
"1648",1213000,"Powiat oświęcimski",2018,1328
"1649",1214000,"Powiat proszowicki",2018,445
"1650",1215000,"Powiat suski",2018,1347
"1651",1216000,"Powiat tarnowski",2018,1966
"1652",1217000,"Powiat tatrzański",2018,603
"1653",1218000,"Powiat wadowicki",2018,1338
"1654",1219000,"Powiat wielicki",2018,1107
"1655",1261000,"Powiat m.Kraków",2018,6557
"1656",1262000,"Powiat m.Nowy Sącz",2018,1081
"1657",1263000,"Powiat m.Tarnów",2018,1813
"1658",1401000,"Powiat białobrzeski",2018,574
"1659",1402000,"Powiat ciechanowski",2018,1175
"1660",1403000,"Powiat garwoliński",2018,1157
"1661",1404000,"Powiat gostyniński",2018,639
"1662",1405000,"Powiat grodziski",2018,1235
"1663",1406000,"Powiat grójecki",2018,767
"1664",1407000,"Powiat kozienicki",2018,1149
"1665",1408000,"Powiat legionowski",2018,975
"1666",1409000,"Powiat lipski",2018,627
"1667",1410000,"Powiat łosicki",2018,609
"1668",1411000,"Powiat makowski",2018,918
"1669",1412000,"Powiat miński",2018,1433
"1670",1413000,"Powiat mławski",2018,847
"1671",1414000,"Powiat nowodworski",2018,949
"1672",1415000,"Powiat ostrołęcki",2018,1288
"1673",1416000,"Powiat ostrowski",2018,1104
"1674",1417000,"Powiat otwocki",2018,1213
"1675",1418000,"Powiat piaseczyński",2018,1059
"1676",1419000,"Powiat płocki",2018,1723
"1677",1420000,"Powiat płoński",2018,853
"1678",1421000,"Powiat pruszkowski",2018,866
"1679",1422000,"Powiat przasnyski",2018,1427
"1680",1423000,"Powiat przysuski",2018,648
"1681",1424000,"Powiat pułtuski",2018,871
"1682",1425000,"Powiat radomski",2018,1877
"1683",1426000,"Powiat siedlecki",2018,1271
"1684",1427000,"Powiat sierpecki",2018,916
"1685",1428000,"Powiat sochaczewski",2018,1121
"1686",1429000,"Powiat sokołowski",2018,577
"1687",1430000,"Powiat szydłowiecki",2018,1265
"1688",1432000,"Powiat warszawski zachodni",2018,736
"1689",1433000,"Powiat węgrowski",2018,1525
"1690",1434000,"Powiat wołomiński",2018,2537
"1691",1435000,"Powiat wyszkowski",2018,1013
"1692",1436000,"Powiat zwoleński",2018,454
"1693",1437000,"Powiat żuromiński",2018,599
"1694",1438000,"Powiat żyrardowski",2018,879
"1695",1461000,"Powiat m.Ostrołęka",2018,1097
"1696",1462000,"Powiat m.Płock",2018,2011
"1697",1463000,"Powiat m.Radom",2018,4299
"1698",1464000,"Powiat m.Siedlce",2018,1115
"1699",1465000,"Powiat m. st. Warszawa",2018,11571
"1700",1601000,"Powiat brzeski",2018,1313
"1701",1602000,"Powiat głubczycki",2018,1042
"1702",1603000,"Powiat kędzierzyńsko-kozielski",2018,1167
"1703",1604000,"Powiat kluczborski",2018,845
"1704",1605000,"Powiat krapkowicki",2018,606
"1705",1606000,"Powiat namysłowski",2018,533
"1706",1607000,"Powiat nyski",2018,2072
"1707",1608000,"Powiat oleski",2018,455
