"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"18199",2210000,"Powiat nowodworski",2017,19992
"18200",2211000,"Powiat pucki",2017,94975
"18201",2212000,"Powiat słupski",2017,58772
"18202",2213000,"Powiat starogardzki",2017,47099
"18203",2214000,"Powiat tczewski",2017,25535
"18204",2215000,"Powiat wejherowski",2017,129254
"18205",2216000,"Powiat sztumski",2017,5615
"18206",2261000,"Powiat m.Gdańsk",2017,371782
"18207",2262000,"Powiat m.Gdynia",2017,84488
"18208",2263000,"Powiat m.Słupsk",2017,32664
"18209",2264000,"Powiat m.Sopot",2017,9176
"18210",2401000,"Powiat będziński",2017,41516
"18211",2402000,"Powiat bielski",2017,70378
"18212",2403000,"Powiat cieszyński",2017,73024
"18213",2404000,"Powiat częstochowski",2017,67348
"18214",2405000,"Powiat gliwicki",2017,51741
"18215",2406000,"Powiat kłobucki",2017,32463
"18216",2407000,"Powiat lubliniecki",2017,35965
"18217",2408000,"Powiat mikołowski",2017,63339
"18218",2409000,"Powiat myszkowski",2017,22649
"18219",2410000,"Powiat pszczyński",2017,61335
"18220",2411000,"Powiat raciborski",2017,17900
"18221",2412000,"Powiat rybnicki",2017,22065
"18222",2413000,"Powiat tarnogórski",2017,79058
"18223",2414000,"Powiat bieruńsko-lędziński",2017,28942
"18224",2415000,"Powiat wodzisławski",2017,60135
"18225",2416000,"Powiat zawierciański",2017,27330
"18226",2417000,"Powiat żywiecki",2017,69021
"18227",2461000,"Powiat m.Bielsko-Biała",2017,46475
"18228",2462000,"Powiat m.Bytom",2017,12466
"18229",2463000,"Powiat m.Chorzów",2017,25053
"18230",2464000,"Powiat m.Częstochowa",2017,51253
"18231",2465000,"Powiat m.Dąbrowa Górnicza",2017,25971
"18232",2466000,"Powiat m.Gliwice",2017,31884
"18233",2467000,"Powiat m.Jastrzębie-Zdrój",2017,20160
"18234",2468000,"Powiat m.Jaworzno",2017,20263
"18235",2469000,"Powiat m.Katowice",2017,106252
"18236",2470000,"Powiat m.Mysłowice",2017,23359
"18237",2471000,"Powiat m.Piekary Śląskie",2017,4028
"18238",2472000,"Powiat m.Ruda Śląska",2017,21696
"18239",2473000,"Powiat m.Rybnik",2017,37355
"18240",2474000,"Powiat m.Siemianowice Śląskie",2017,10275
"18241",2475000,"Powiat m.Sosnowiec",2017,24116
"18242",2476000,"Powiat m.Świętochłowice",2017,6378
"18243",2477000,"Powiat m.Tychy",2017,39452
"18244",2478000,"Powiat m.Zabrze",2017,16838
"18245",2479000,"Powiat m.Żory",2017,29381
"18246",2601000,"Powiat buski",2017,25717
"18247",2602000,"Powiat jędrzejowski",2017,51707
"18248",2603000,"Powiat kazimierski",2017,5177
"18249",2604000,"Powiat kielecki",2017,95454
"18250",2605000,"Powiat konecki",2017,25827
"18251",2606000,"Powiat opatowski",2017,13374
"18252",2607000,"Powiat ostrowiecki",2017,14606
"18253",2608000,"Powiat pińczowski",2017,9973
"18254",2609000,"Powiat sandomierski",2017,17922
"18255",2610000,"Powiat skarżyski",2017,11267
"18256",2611000,"Powiat starachowicki",2017,19173
"18257",2612000,"Powiat staszowski",2017,26374
"18258",2613000,"Powiat włoszczowski",2017,21025
"18259",2661000,"Powiat m.Kielce",2017,42479
"18260",2801000,"Powiat bartoszycki",2017,4714
"18261",2802000,"Powiat braniewski",2017,10332
"18262",2803000,"Powiat działdowski",2017,14565
"18263",2804000,"Powiat elbląski",2017,17039
"18264",2805000,"Powiat ełcki",2017,38486
"18265",2806000,"Powiat giżycki",2017,16842
"18266",2807000,"Powiat iławski",2017,27143
"18267",2808000,"Powiat kętrzyński",2017,6020
"18268",2809000,"Powiat lidzbarski",2017,5693
"18269",2810000,"Powiat mrągowski",2017,11660
"18270",2811000,"Powiat nidzicki",2017,7096
"18271",2812000,"Powiat nowomiejski",2017,12748
"18272",2813000,"Powiat olecki",2017,7476
"18273",2814000,"Powiat olsztyński",2017,78769
"18274",2815000,"Powiat ostródzki",2017,26716
"18275",2816000,"Powiat piski",2017,14143
"18276",2817000,"Powiat szczycieński",2017,26798
"18277",2818000,"Powiat gołdapski",2017,6871
"18278",2819000,"Powiat węgorzewski",2017,3865
"18279",2861000,"Powiat m.Elbląg",2017,33231
"18280",2862000,"Powiat m.Olsztyn",2017,55684
"18281",3001000,"Powiat chodzieski",2017,18945
"18282",3002000,"Powiat czarnkowsko-trzcianecki",2017,26906
"18283",3003000,"Powiat gnieźnieński",2017,65314
"18284",3004000,"Powiat gostyński",2017,27184
"18285",3005000,"Powiat grodziski",2017,27301
"18286",3006000,"Powiat jarociński",2017,19787
"18287",3007000,"Powiat kaliski",2017,26073
"18288",3008000,"Powiat kępiński",2017,26425
"18289",3009000,"Powiat kolski",2017,17210
"18290",3010000,"Powiat koniński",2017,60622
"18291",3011000,"Powiat kościański",2017,34330
"18292",3012000,"Powiat krotoszyński",2017,26786
"18293",3013000,"Powiat leszczyński",2017,58084
"18294",3014000,"Powiat międzychodzki",2017,13685
"18295",3015000,"Powiat nowotomyski",2017,38645
"18296",3016000,"Powiat obornicki",2017,28618
"18297",3017000,"Powiat ostrowski",2017,62891
"18298",3018000,"Powiat ostrzeszowski",2017,22044
"18299",3019000,"Powiat pilski",2017,34847
"18300",3020000,"Powiat pleszewski",2017,28694
"18301",3021000,"Powiat poznański",2017,476500
"18302",3022000,"Powiat rawicki",2017,18407
"18303",3023000,"Powiat słupecki",2017,16912
"18304",3024000,"Powiat szamotulski",2017,48923
"18305",3025000,"Powiat średzki",2017,36986
"18306",3026000,"Powiat śremski",2017,32546
"18307",3027000,"Powiat turecki",2017,17267
"18308",3028000,"Powiat wągrowiecki",2017,28541
"18309",3029000,"Powiat wolsztyński",2017,27951
"18310",3030000,"Powiat wrzesiński",2017,69224
"18311",3031000,"Powiat złotowski",2017,18585
"18312",3061000,"Powiat m.Kalisz",2017,23177
"18313",3062000,"Powiat m.Konin",2017,12582
"18314",3063000,"Powiat m.Leszno",2017,18799
"18315",3064000,"Powiat m.Poznań",2017,251974
"18316",3201000,"Powiat białogardzki",2017,11236
"18317",3202000,"Powiat choszczeński",2017,11022
"18318",3203000,"Powiat drawski",2017,14108
"18319",3204000,"Powiat goleniowski",2017,27489
"18320",3205000,"Powiat gryficki",2017,10306
"18321",3206000,"Powiat gryfiński",2017,19716
"18322",3207000,"Powiat kamieński",2017,20699
"18323",3208000,"Powiat kołobrzeski",2017,51822
"18324",3209000,"Powiat koszaliński",2017,68420
"18325",3210000,"Powiat myśliborski",2017,17381
"18326",3211000,"Powiat policki",2017,60552
"18327",3212000,"Powiat pyrzycki",2017,7685
"18328",3213000,"Powiat sławieński",2017,18367
"18329",3214000,"Powiat stargardzki",2017,24765
"18330",3215000,"Powiat szczecinecki",2017,12999
"18331",3216000,"Powiat świdwiński",2017,7159
"18332",3217000,"Powiat wałecki",2017,12912
"18333",3218000,"Powiat łobeski",2017,4172
"18334",3261000,"Powiat m.Koszalin",2017,39336
"18335",3262000,"Powiat m.Szczecin",2017,165836
"18336",3263000,"Powiat m.Świnoujście",2017,16768
"18337",201000,"Powiat bolesławiecki",2018,44386
"18338",202000,"Powiat dzierżoniowski",2018,14143
"18339",203000,"Powiat głogowski",2018,39666
"18340",204000,"Powiat górowski",2018,9426
"18341",205000,"Powiat jaworski",2018,11841
"18342",206000,"Powiat jeleniogórski",2018,26853
"18343",207000,"Powiat kamiennogórski",2018,8029
"18344",208000,"Powiat kłodzki",2018,28389
"18345",209000,"Powiat legnicki",2018,23671
"18346",210000,"Powiat lubański",2018,11703
"18347",211000,"Powiat lubiński",2018,42197
"18348",212000,"Powiat lwówecki",2018,7067
"18349",213000,"Powiat milicki",2018,12208
"18350",214000,"Powiat oleśnicki",2018,56455
"18351",215000,"Powiat oławski",2018,54744
"18352",216000,"Powiat polkowicki",2018,21659
"18353",217000,"Powiat strzeliński",2018,16893
"18354",218000,"Powiat średzki",2018,47560
"18355",219000,"Powiat świdnicki",2018,41711
"18356",220000,"Powiat trzebnicki",2018,42953
"18357",221000,"Powiat wałbrzyski",2018,6641
"18358",222000,"Powiat wołowski",2018,12757
"18359",223000,"Powiat wrocławski",2018,270943
"18360",224000,"Powiat ząbkowicki",2018,12687
"18361",225000,"Powiat zgorzelecki",2018,6939
"18362",226000,"Powiat złotoryjski",2018,7938
"18363",261000,"Powiat m.Jelenia Góra",2018,17057
"18364",262000,"Powiat m.Legnica",2018,33551
"18365",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"18366",264000,"Powiat m.Wrocław",2018,543700
"18367",265000,"Powiat m.Wałbrzych od 2013",2018,11954
"18368",401000,"Powiat aleksandrowski",2018,18073
"18369",402000,"Powiat brodnicki",2018,42334
"18370",403000,"Powiat bydgoski",2018,109136
"18371",404000,"Powiat chełmiński",2018,13071
"18372",405000,"Powiat golubsko-dobrzyński",2018,11174
"18373",406000,"Powiat grudziądzki",2018,17021
"18374",407000,"Powiat inowrocławski",2018,26998
"18375",408000,"Powiat lipnowski",2018,19043
"18376",409000,"Powiat mogileński",2018,10729
"18377",410000,"Powiat nakielski",2018,30760
"18378",411000,"Powiat radziejowski",2018,7199
"18379",412000,"Powiat rypiński",2018,10746
"18380",413000,"Powiat sępoleński",2018,13029
"18381",414000,"Powiat świecki",2018,25693
"18382",415000,"Powiat toruński",2018,82371
"18383",416000,"Powiat tucholski",2018,18606
"18384",417000,"Powiat wąbrzeski",2018,6001
"18385",418000,"Powiat włocławski",2018,31402
"18386",419000,"Powiat żniński",2018,25258
"18387",461000,"Powiat m.Bydgoszcz",2018,67262
"18388",462000,"Powiat m.Grudziądz",2018,25955
"18389",463000,"Powiat m.Toruń",2018,61020
"18390",464000,"Powiat m.Włocławek",2018,19585
"18391",601000,"Powiat bialski",2018,32392
"18392",602000,"Powiat biłgorajski",2018,27015
"18393",603000,"Powiat chełmski",2018,23217
"18394",604000,"Powiat hrubieszowski",2018,6117
"18395",605000,"Powiat janowski",2018,6835
"18396",606000,"Powiat krasnostawski",2018,11185
"18397",607000,"Powiat kraśnicki",2018,15335
"18398",608000,"Powiat lubartowski",2018,26019
"18399",609000,"Powiat lubelski",2018,119198
"18400",610000,"Powiat łęczyński",2018,25109
"18401",611000,"Powiat łukowski",2018,30040
"18402",612000,"Powiat opolski",2018,13344
"18403",613000,"Powiat parczewski",2018,8083
"18404",614000,"Powiat puławski",2018,42988
"18405",615000,"Powiat radzyński",2018,14824
"18406",616000,"Powiat rycki",2018,13577
"18407",617000,"Powiat świdnicki",2018,22773
"18408",618000,"Powiat tomaszowski",2018,9098
"18409",619000,"Powiat włodawski",2018,12272
"18410",620000,"Powiat zamojski",2018,30627
"18411",661000,"Powiat m.Biała Podlaska",2018,25034
"18412",662000,"Powiat m.Chełm",2018,7111
"18413",663000,"Powiat m.Lublin",2018,176295
"18414",664000,"Powiat m.Zamość",2018,14731
"18415",801000,"Powiat gorzowski",2018,35861
"18416",802000,"Powiat krośnieński",2018,19404
"18417",803000,"Powiat międzyrzecki",2018,9251
"18418",804000,"Powiat nowosolski",2018,27110
"18419",805000,"Powiat słubicki",2018,15670
"18420",806000,"Powiat strzelecko-drezdenecki",2018,10445
"18421",807000,"Powiat sulęciński",2018,10225
"18422",808000,"Powiat świebodziński",2018,14796
"18423",809000,"Powiat zielonogórski",2018,35532
"18424",810000,"Powiat żagański",2018,14228
"18425",811000,"Powiat żarski",2018,35035
"18426",812000,"Powiat wschowski",2018,11984
"18427",861000,"Powiat m.Gorzów Wielkopolski",2018,43000
"18428",862000,"Powiat m.Zielona Góra",2018,88972
"18429",1001000,"Powiat bełchatowski",2018,39644
"18430",1002000,"Powiat kutnowski",2018,24457
"18431",1003000,"Powiat łaski",2018,21752
"18432",1004000,"Powiat łęczycki",2018,7778
"18433",1005000,"Powiat łowicki",2018,14791
"18434",1006000,"Powiat łódzki wschodni",2018,36268
"18435",1007000,"Powiat opoczyński",2018,26045
"18436",1008000,"Powiat pabianicki",2018,55089
"18437",1009000,"Powiat pajęczański",2018,24544
"18438",1010000,"Powiat piotrkowski",2018,39584
"18439",1011000,"Powiat poddębicki",2018,17932
"18440",1012000,"Powiat radomszczański",2018,46869
"18441",1013000,"Powiat rawski",2018,15846
"18442",1014000,"Powiat sieradzki",2018,30862
"18443",1015000,"Powiat skierniewicki",2018,17034
"18444",1016000,"Powiat tomaszowski",2018,29541
"18445",1017000,"Powiat wieluński",2018,34794
"18446",1018000,"Powiat wieruszowski",2018,18255
"18447",1019000,"Powiat zduńskowolski",2018,22930
"18448",1020000,"Powiat zgierski",2018,77053
"18449",1021000,"Powiat brzeziński",2018,15194
"18450",1061000,"Powiat m.Łódź",2018,198564
"18451",1062000,"Powiat m.Piotrków Trybunalski",2018,12798
"18452",1063000,"Powiat m.Skierniewice",2018,16381
"18453",1201000,"Powiat bocheński",2018,42462
"18454",1202000,"Powiat brzeski",2018,24179
"18455",1203000,"Powiat chrzanowski",2018,28646
"18456",1204000,"Powiat dąbrowski",2018,19467
"18457",1205000,"Powiat gorlicki",2018,45690
"18458",1206000,"Powiat krakowski",2018,220490
"18459",1207000,"Powiat limanowski",2018,69803
"18460",1208000,"Powiat miechowski",2018,10597
"18461",1209000,"Powiat myślenicki",2018,70616
"18462",1210000,"Powiat nowosądecki",2018,32094
"18463",1211000,"Powiat nowotarski",2018,100391
"18464",1212000,"Powiat olkuski",2018,29555
"18465",1213000,"Powiat oświęcimski",2018,50165
"18466",1214000,"Powiat proszowicki",2018,13312
"18467",1215000,"Powiat suski",2018,49405
"18468",1216000,"Powiat tarnowski",2018,88343
"18469",1217000,"Powiat tatrzański",2018,38137
"18470",1218000,"Powiat wadowicki",2018,69032
"18471",1219000,"Powiat wielicki",2018,111512
"18472",1261000,"Powiat m.Kraków",2018,549676
"18473",1262000,"Powiat m.Nowy Sącz",2018,34805
"18474",1263000,"Powiat m.Tarnów",2018,23360
"18475",1401000,"Powiat białobrzeski",2018,11720
"18476",1402000,"Powiat ciechanowski",2018,33891
"18477",1403000,"Powiat garwoliński",2018,55115
"18478",1404000,"Powiat gostyniński",2018,8977
"18479",1405000,"Powiat grodziski",2018,110730
"18480",1406000,"Powiat grójecki",2018,42123
"18481",1407000,"Powiat kozienicki",2018,23471
"18482",1408000,"Powiat legionowski",2018,130660
"18483",1409000,"Powiat lipski",2018,8727
"18484",1410000,"Powiat łosicki",2018,6358
"18485",1411000,"Powiat makowski",2018,12727
"18486",1412000,"Powiat miński",2018,97072
"18487",1413000,"Powiat mławski",2018,18910
"18488",1414000,"Powiat nowodworski",2018,38579
"18489",1415000,"Powiat ostrołęcki",2018,42721
"18490",1416000,"Powiat ostrowski",2018,17424
"18491",1417000,"Powiat otwocki",2018,47670
"18492",1418000,"Powiat piaseczyński",2018,208031
"18493",1419000,"Powiat płocki",2018,47743
"18494",1420000,"Powiat płoński",2018,29609
"18495",1421000,"Powiat pruszkowski",2018,112478
"18496",1422000,"Powiat przasnyski",2018,10161
"18497",1423000,"Powiat przysuski",2018,10431
"18498",1424000,"Powiat pułtuski",2018,19067
"18499",1425000,"Powiat radomski",2018,69448
"18500",1426000,"Powiat siedlecki",2018,33956
"18501",1427000,"Powiat sierpecki",2018,22915
"18502",1428000,"Powiat sochaczewski",2018,28329
"18503",1429000,"Powiat sokołowski",2018,18754
"18504",1430000,"Powiat szydłowiecki",2018,17184
"18505",1431000,"Powiat warszawski",2018,NA
"18506",1432000,"Powiat warszawski zachodni",2018,143676
"18507",1433000,"Powiat węgrowski",2018,24995
"18508",1434000,"Powiat wołomiński",2018,132273
"18509",1435000,"Powiat wyszkowski",2018,36848
"18510",1436000,"Powiat zwoleński",2018,12271
"18511",1437000,"Powiat żuromiński",2018,6835
"18512",1438000,"Powiat żyrardowski",2018,35332
"18513",1461000,"Powiat m.Ostrołęka",2018,10269
"18514",1462000,"Powiat m.Płock",2018,27705
"18515",1463000,"Powiat m.Radom",2018,58327
"18516",1464000,"Powiat m.Siedlce",2018,27242
"18517",1465000,"Powiat m. st. Warszawa",2018,1398116
"18518",1601000,"Powiat brzeski",2018,25434
"18519",1602000,"Powiat głubczycki",2018,6178
"18520",1603000,"Powiat kędzierzyńsko-kozielski",2018,12972
"18521",1604000,"Powiat kluczborski",2018,12612
"18522",1605000,"Powiat krapkowicki",2018,14043
"18523",1606000,"Powiat namysłowski",2018,23446
"18524",1607000,"Powiat nyski",2018,22603
"18525",1608000,"Powiat oleski",2018,14190
"18526",1609000,"Powiat opolski",2018,43925
"18527",1610000,"Powiat prudnicki",2018,6427
"18528",1611000,"Powiat strzelecki",2018,14508
"18529",1661000,"Powiat m.Opole",2018,59206
"18530",1801000,"Powiat bieszczadzki",2018,5071
"18531",1802000,"Powiat brzozowski",2018,20257
"18532",1803000,"Powiat dębicki",2018,57230
"18533",1804000,"Powiat jarosławski",2018,40546
"18534",1805000,"Powiat jasielski",2018,20511
"18535",1806000,"Powiat kolbuszowski",2018,17833
"18536",1807000,"Powiat krośnieński",2018,34134
"18537",1808000,"Powiat leżajski",2018,20930
"18538",1809000,"Powiat lubaczowski",2018,15803
"18539",1810000,"Powiat łańcucki",2018,30419
"18540",1811000,"Powiat mielecki",2018,56394
"18541",1812000,"Powiat niżański",2018,18692
"18542",1813000,"Powiat przemyski",2018,29298
"18543",1814000,"Powiat przeworski",2018,25360
"18544",1815000,"Powiat ropczycko-sędziszowski",2018,32473
"18545",1816000,"Powiat rzeszowski",2018,109626
"18546",1817000,"Powiat sanocki",2018,29483
"18547",1818000,"Powiat stalowowolski",2018,38835
"18548",1819000,"Powiat strzyżowski",2018,16422
"18549",1820000,"Powiat tarnobrzeski",2018,14097
"18550",1821000,"Powiat leski",2018,14778
"18551",1861000,"Powiat m.Krosno",2018,7464
"18552",1862000,"Powiat m.Przemyśl",2018,14318
"18553",1863000,"Powiat m.Rzeszów",2018,157469
"18554",1864000,"Powiat m.Tarnobrzeg",2018,12888
"18555",2001000,"Powiat augustowski",2018,16711
"18556",2002000,"Powiat białostocki",2018,135204
"18557",2003000,"Powiat bielski",2018,23840
"18558",2004000,"Powiat grajewski",2018,10853
"18559",2005000,"Powiat hajnowski",2018,12061
"18560",2006000,"Powiat kolneński",2018,9487
"18561",2007000,"Powiat łomżyński",2018,22141
"18562",2008000,"Powiat moniecki",2018,8802
"18563",2009000,"Powiat sejneński",2018,6458
"18564",2010000,"Powiat siemiatycki",2018,10795
"18565",2011000,"Powiat sokólski",2018,21531
"18566",2012000,"Powiat suwalski",2018,17419
"18567",2013000,"Powiat wysokomazowiecki",2018,24438
"18568",2014000,"Powiat zambrowski",2018,12562
"18569",2061000,"Powiat m.Białystok",2018,134937
"18570",2062000,"Powiat m.Łomża",2018,16541
"18571",2063000,"Powiat m.Suwałki",2018,19563
"18572",2201000,"Powiat bytowski",2018,26378
"18573",2202000,"Powiat chojnicki",2018,49639
"18574",2203000,"Powiat człuchowski",2018,15058
"18575",2204000,"Powiat gdański",2018,121569
"18576",2205000,"Powiat kartuski",2018,152086
"18577",2206000,"Powiat kościerski",2018,27542
"18578",2207000,"Powiat kwidzyński",2018,19716
"18579",2208000,"Powiat lęborski",2018,32033
"18580",2209000,"Powiat malborski",2018,15634
"18581",2210000,"Powiat nowodworski",2018,13738
"18582",2211000,"Powiat pucki",2018,98615
"18583",2212000,"Powiat słupski",2018,49242
"18584",2213000,"Powiat starogardzki",2018,45965
"18585",2214000,"Powiat tczewski",2018,38967
"18586",2215000,"Powiat wejherowski",2018,110363
"18587",2216000,"Powiat sztumski",2018,5658
"18588",2261000,"Powiat m.Gdańsk",2018,383196
"18589",2262000,"Powiat m.Gdynia",2018,103873
"18590",2263000,"Powiat m.Słupsk",2018,26105
"18591",2264000,"Powiat m.Sopot",2018,7029
"18592",2401000,"Powiat będziński",2018,45048
"18593",2402000,"Powiat bielski",2018,68726
"18594",2403000,"Powiat cieszyński",2018,73329
"18595",2404000,"Powiat częstochowski",2018,64114
"18596",2405000,"Powiat gliwicki",2018,47340
"18597",2406000,"Powiat kłobucki",2018,28183
"18598",2407000,"Powiat lubliniecki",2018,23165
