"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"14300",1428000,"Powiat sochaczewski",2007,29478
"14301",1429000,"Powiat sokołowski",2007,14488
"14302",1430000,"Powiat szydłowiecki",2007,20375
"14303",1431000,"Powiat warszawski",2007,NA
"14304",1432000,"Powiat warszawski zachodni",2007,122424
"14305",1433000,"Powiat węgrowski",2007,14471
"14306",1434000,"Powiat wołomiński",2007,154668
"14307",1435000,"Powiat wyszkowski",2007,26766
"14308",1436000,"Powiat zwoleński",2007,10564
"14309",1437000,"Powiat żuromiński",2007,7107
"14310",1438000,"Powiat żyrardowski",2007,44326
"14311",1461000,"Powiat m.Ostrołęka",2007,17403
"14312",1462000,"Powiat m.Płock",2007,44268
"14313",1463000,"Powiat m.Radom",2007,72207
"14314",1464000,"Powiat m.Siedlce",2007,28787
"14315",1465000,"Powiat m. st. Warszawa",2007,1216003
"14316",1601000,"Powiat brzeski",2007,16827
"14317",1602000,"Powiat głubczycki",2007,5762
"14318",1603000,"Powiat kędzierzyńsko-kozielski",2007,11104
"14319",1604000,"Powiat kluczborski",2007,9602
"14320",1605000,"Powiat krapkowicki",2007,10733
"14321",1606000,"Powiat namysłowski",2007,12963
"14322",1607000,"Powiat nyski",2007,21594
"14323",1608000,"Powiat oleski",2007,10631
"14324",1609000,"Powiat opolski",2007,53612
"14325",1610000,"Powiat prudnicki",2007,5817
"14326",1611000,"Powiat strzelecki",2007,9036
"14327",1661000,"Powiat m.Opole",2007,19485
"14328",1801000,"Powiat bieszczadzki",2007,3759
"14329",1802000,"Powiat brzozowski",2007,19262
"14330",1803000,"Powiat dębicki",2007,49858
"14331",1804000,"Powiat jarosławski",2007,27897
"14332",1805000,"Powiat jasielski",2007,22512
"14333",1806000,"Powiat kolbuszowski",2007,12865
"14334",1807000,"Powiat krośnieński",2007,44158
"14335",1808000,"Powiat leżajski",2007,20560
"14336",1809000,"Powiat lubaczowski",2007,16390
"14337",1810000,"Powiat łańcucki",2007,32018
"14338",1811000,"Powiat mielecki",2007,40012
"14339",1812000,"Powiat niżański",2007,19848
"14340",1813000,"Powiat przemyski",2007,30423
"14341",1814000,"Powiat przeworski",2007,19956
"14342",1815000,"Powiat ropczycko-sędziszowski",2007,9653
"14343",1816000,"Powiat rzeszowski",2007,92775
"14344",1817000,"Powiat sanocki",2007,23972
"14345",1818000,"Powiat stalowowolski",2007,29842
"14346",1819000,"Powiat strzyżowski",2007,20680
"14347",1820000,"Powiat tarnobrzeski",2007,14569
"14348",1821000,"Powiat leski",2007,9136
"14349",1861000,"Powiat m.Krosno",2007,22315
"14350",1862000,"Powiat m.Przemyśl",2007,9445
"14351",1863000,"Powiat m.Rzeszów",2007,67562
"14352",1864000,"Powiat m.Tarnobrzeg",2007,13282
"14353",2001000,"Powiat augustowski",2007,27161
"14354",2002000,"Powiat białostocki",2007,95693
"14355",2003000,"Powiat bielski",2007,10985
"14356",2004000,"Powiat grajewski",2007,11167
"14357",2005000,"Powiat hajnowski",2007,13031
"14358",2006000,"Powiat kolneński",2007,6377
"14359",2007000,"Powiat łomżyński",2007,16468
"14360",2008000,"Powiat moniecki",2007,10345
"14361",2009000,"Powiat sejneński",2007,8762
"14362",2010000,"Powiat siemiatycki",2007,11558
"14363",2011000,"Powiat sokólski",2007,17553
"14364",2012000,"Powiat suwalski",2007,17902
"14365",2013000,"Powiat wysokomazowiecki",2007,9000
"14366",2014000,"Powiat zambrowski",2007,10504
"14367",2061000,"Powiat m.Białystok",2007,124017
"14368",2062000,"Powiat m.Łomża",2007,17533
"14369",2063000,"Powiat m.Suwałki",2007,22770
"14370",2201000,"Powiat bytowski",2007,15595
"14371",2202000,"Powiat chojnicki",2007,30187
"14372",2203000,"Powiat człuchowski",2007,13471
"14373",2204000,"Powiat gdański",2007,120708
"14374",2205000,"Powiat kartuski",2007,57942
"14375",2206000,"Powiat kościerski",2007,40881
"14376",2207000,"Powiat kwidzyński",2007,25613
"14377",2208000,"Powiat lęborski",2007,32777
"14378",2209000,"Powiat malborski",2007,18338
"14379",2210000,"Powiat nowodworski",2007,22912
"14380",2211000,"Powiat pucki",2007,98867
"14381",2212000,"Powiat słupski",2007,41228
"14382",2213000,"Powiat starogardzki",2007,44730
"14383",2214000,"Powiat tczewski",2007,37981
"14384",2215000,"Powiat wejherowski",2007,133868
"14385",2216000,"Powiat sztumski",2007,9230
"14386",2261000,"Powiat m.Gdańsk",2007,229781
"14387",2262000,"Powiat m.Gdynia",2007,95211
"14388",2263000,"Powiat m.Słupsk",2007,17200
"14389",2264000,"Powiat m.Sopot",2007,11361
"14390",2401000,"Powiat będziński",2007,34608
"14391",2402000,"Powiat bielski",2007,99081
"14392",2403000,"Powiat cieszyński",2007,99118
"14393",2404000,"Powiat częstochowski",2007,64473
"14394",2405000,"Powiat gliwicki",2007,33644
"14395",2406000,"Powiat kłobucki",2007,40968
"14396",2407000,"Powiat lubliniecki",2007,31047
"14397",2408000,"Powiat mikołowski",2007,57673
"14398",2409000,"Powiat myszkowski",2007,40231
"14399",2410000,"Powiat pszczyński",2007,55289
"14400",2411000,"Powiat raciborski",2007,13500
"14401",2412000,"Powiat rybnicki",2007,42772
"14402",2413000,"Powiat tarnogórski",2007,41547
"14403",2414000,"Powiat bieruńsko-lędziński",2007,27817
"14404",2415000,"Powiat wodzisławski",2007,62202
"14405",2416000,"Powiat zawierciański",2007,40327
"14406",2417000,"Powiat żywiecki",2007,84240
"14407",2461000,"Powiat m.Bielsko-Biała",2007,84393
"14408",2462000,"Powiat m.Bytom",2007,5070
"14409",2463000,"Powiat m.Chorzów",2007,16732
"14410",2464000,"Powiat m.Częstochowa",2007,57578
"14411",2465000,"Powiat m.Dąbrowa Górnicza",2007,11356
"14412",2466000,"Powiat m.Gliwice",2007,30420
"14413",2467000,"Powiat m.Jastrzębie-Zdrój",2007,16950
"14414",2468000,"Powiat m.Jaworzno",2007,11624
"14415",2469000,"Powiat m.Katowice",2007,53499
"14416",2470000,"Powiat m.Mysłowice",2007,19080
"14417",2471000,"Powiat m.Piekary Śląskie",2007,3876
"14418",2472000,"Powiat m.Ruda Śląska",2007,24887
"14419",2473000,"Powiat m.Rybnik",2007,44004
"14420",2474000,"Powiat m.Siemianowice Śląskie",2007,2849
"14421",2475000,"Powiat m.Sosnowiec",2007,13360
"14422",2476000,"Powiat m.Świętochłowice",2007,1234
"14423",2477000,"Powiat m.Tychy",2007,36958
"14424",2478000,"Powiat m.Zabrze",2007,14036
"14425",2479000,"Powiat m.Żory",2007,13110
"14426",2601000,"Powiat buski",2007,17157
"14427",2602000,"Powiat jędrzejowski",2007,11098
"14428",2603000,"Powiat kazimierski",2007,4405
"14429",2604000,"Powiat kielecki",2007,64948
"14430",2605000,"Powiat konecki",2007,20609
"14431",2606000,"Powiat opatowski",2007,8823
"14432",2607000,"Powiat ostrowiecki",2007,20211
"14433",2608000,"Powiat pińczowski",2007,5780
"14434",2609000,"Powiat sandomierski",2007,10564
"14435",2610000,"Powiat skarżyski",2007,13394
"14436",2611000,"Powiat starachowicki",2007,12077
"14437",2612000,"Powiat staszowski",2007,9789
"14438",2613000,"Powiat włoszczowski",2007,15842
"14439",2661000,"Powiat m.Kielce",2007,46092
"14440",2801000,"Powiat bartoszycki",2007,9712
"14441",2802000,"Powiat braniewski",2007,5750
"14442",2803000,"Powiat działdowski",2007,20291
"14443",2804000,"Powiat elbląski",2007,10054
"14444",2805000,"Powiat ełcki",2007,42483
"14445",2806000,"Powiat giżycki",2007,14806
"14446",2807000,"Powiat iławski",2007,35987
"14447",2808000,"Powiat kętrzyński",2007,8349
"14448",2809000,"Powiat lidzbarski",2007,4840
"14449",2810000,"Powiat mrągowski",2007,20040
"14450",2811000,"Powiat nidzicki",2007,6089
"14451",2812000,"Powiat nowomiejski",2007,11730
"14452",2813000,"Powiat olecki",2007,11636
"14453",2814000,"Powiat olsztyński",2007,60729
"14454",2815000,"Powiat ostródzki",2007,30937
"14455",2816000,"Powiat piski",2007,13606
"14456",2817000,"Powiat szczycieński",2007,26939
"14457",2818000,"Powiat gołdapski",2007,7146
"14458",2819000,"Powiat węgorzewski",2007,7662
"14459",2861000,"Powiat m.Elbląg",2007,39876
"14460",2862000,"Powiat m.Olsztyn",2007,101671
"14461",3001000,"Powiat chodzieski",2007,17186
"14462",3002000,"Powiat czarnkowsko-trzcianecki",2007,25345
"14463",3003000,"Powiat gnieźnieński",2007,53919
"14464",3004000,"Powiat gostyński",2007,13916
"14465",3005000,"Powiat grodziski",2007,14486
"14466",3006000,"Powiat jarociński",2007,19470
"14467",3007000,"Powiat kaliski",2007,28625
"14468",3008000,"Powiat kępiński",2007,23685
"14469",3009000,"Powiat kolski",2007,30957
"14470",3010000,"Powiat koniński",2007,51477
"14471",3011000,"Powiat kościański",2007,21699
"14472",3012000,"Powiat krotoszyński",2007,20191
"14473",3013000,"Powiat leszczyński",2007,26486
"14474",3014000,"Powiat międzychodzki",2007,16100
"14475",3015000,"Powiat nowotomyski",2007,32442
"14476",3016000,"Powiat obornicki",2007,16782
"14477",3017000,"Powiat ostrowski",2007,56848
"14478",3018000,"Powiat ostrzeszowski",2007,22436
"14479",3019000,"Powiat pilski",2007,33611
"14480",3020000,"Powiat pleszewski",2007,24314
"14481",3021000,"Powiat poznański",2007,389870
"14482",3022000,"Powiat rawicki",2007,14026
"14483",3023000,"Powiat słupecki",2007,17211
"14484",3024000,"Powiat szamotulski",2007,24366
"14485",3025000,"Powiat średzki",2007,21796
"14486",3026000,"Powiat śremski",2007,25510
"14487",3027000,"Powiat turecki",2007,29992
"14488",3028000,"Powiat wągrowiecki",2007,21744
"14489",3029000,"Powiat wolsztyński",2007,24265
"14490",3030000,"Powiat wrzesiński",2007,35189
"14491",3031000,"Powiat złotowski",2007,15868
"14492",3061000,"Powiat m.Kalisz",2007,21133
"14493",3062000,"Powiat m.Konin",2007,16920
"14494",3063000,"Powiat m.Leszno",2007,22810
"14495",3064000,"Powiat m.Poznań",2007,321717
"14496",3201000,"Powiat białogardzki",2007,9961
"14497",3202000,"Powiat choszczeński",2007,3181
"14498",3203000,"Powiat drawski",2007,12492
"14499",3204000,"Powiat goleniowski",2007,19788
"14500",3205000,"Powiat gryficki",2007,14723
"14501",3206000,"Powiat gryfiński",2007,13098
"14502",3207000,"Powiat kamieński",2007,23705
"14503",3208000,"Powiat kołobrzeski",2007,58641
"14504",3209000,"Powiat koszaliński",2007,37548
"14505",3210000,"Powiat myśliborski",2007,7925
"14506",3211000,"Powiat policki",2007,91906
"14507",3212000,"Powiat pyrzycki",2007,5990
"14508",3213000,"Powiat sławieński",2007,16274
"14509",3214000,"Powiat stargardzki",2007,28962
"14510",3215000,"Powiat szczecinecki",2007,14879
"14511",3216000,"Powiat świdwiński",2007,4385
"14512",3217000,"Powiat wałecki",2007,10883
"14513",3218000,"Powiat łobeski",2007,3096
"14514",3261000,"Powiat m.Koszalin",2007,43974
"14515",3262000,"Powiat m.Szczecin",2007,161132
"14516",3263000,"Powiat m.Świnoujście",2007,27316
"14517",201000,"Powiat bolesławiecki",2008,38636
"14518",202000,"Powiat dzierżoniowski",2008,13908
"14519",203000,"Powiat głogowski",2008,34944
"14520",204000,"Powiat górowski",2008,8273
"14521",205000,"Powiat jaworski",2008,7943
"14522",206000,"Powiat jeleniogórski",2008,35686
"14523",207000,"Powiat kamiennogórski",2008,13138
"14524",208000,"Powiat kłodzki",2008,38029
"14525",209000,"Powiat legnicki",2008,24477
"14526",210000,"Powiat lubański",2008,9321
"14527",211000,"Powiat lubiński",2008,58344
"14528",212000,"Powiat lwówecki",2008,5799
"14529",213000,"Powiat milicki",2008,9177
"14530",214000,"Powiat oleśnicki",2008,48250
"14531",215000,"Powiat oławski",2008,28243
"14532",216000,"Powiat polkowicki",2008,19842
"14533",217000,"Powiat strzeliński",2008,14544
"14534",218000,"Powiat średzki",2008,22640
"14535",219000,"Powiat świdnicki",2008,51765
"14536",220000,"Powiat trzebnicki",2008,44405
"14537",221000,"Powiat wałbrzyski",2008,12848
"14538",222000,"Powiat wołowski",2008,15025
"14539",223000,"Powiat wrocławski",2008,193582
"14540",224000,"Powiat ząbkowicki",2008,13215
"14541",225000,"Powiat zgorzelecki",2008,14514
"14542",226000,"Powiat złotoryjski",2008,7445
"14543",261000,"Powiat m.Jelenia Góra",2008,30591
"14544",262000,"Powiat m.Legnica",2008,32235
"14545",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"14546",264000,"Powiat m.Wrocław",2008,358342
"14547",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"14548",401000,"Powiat aleksandrowski",2008,15210
"14549",402000,"Powiat brodnicki",2008,49505
"14550",403000,"Powiat bydgoski",2008,142323
"14551",404000,"Powiat chełmiński",2008,9307
"14552",405000,"Powiat golubsko-dobrzyński",2008,15199
"14553",406000,"Powiat grudziądzki",2008,21182
"14554",407000,"Powiat inowrocławski",2008,24087
"14555",408000,"Powiat lipnowski",2008,11365
"14556",409000,"Powiat mogileński",2008,8071
"14557",410000,"Powiat nakielski",2008,21387
"14558",411000,"Powiat radziejowski",2008,4848
"14559",412000,"Powiat rypiński",2008,14301
"14560",413000,"Powiat sępoleński",2008,10574
"14561",414000,"Powiat świecki",2008,23028
"14562",415000,"Powiat toruński",2008,60221
"14563",416000,"Powiat tucholski",2008,16456
"14564",417000,"Powiat wąbrzeski",2008,14375
"14565",418000,"Powiat włocławski",2008,27985
"14566",419000,"Powiat żniński",2008,21510
"14567",461000,"Powiat m.Bydgoszcz",2008,99284
"14568",462000,"Powiat m.Grudziądz",2008,14295
"14569",463000,"Powiat m.Toruń",2008,115996
"14570",464000,"Powiat m.Włocławek",2008,22272
"14571",601000,"Powiat bialski",2008,56749
"14572",602000,"Powiat biłgorajski",2008,20630
"14573",603000,"Powiat chełmski",2008,22464
"14574",604000,"Powiat hrubieszowski",2008,10189
"14575",605000,"Powiat janowski",2008,12265
"14576",606000,"Powiat krasnostawski",2008,11463
"14577",607000,"Powiat kraśnicki",2008,15684
"14578",608000,"Powiat lubartowski",2008,48097
"14579",609000,"Powiat lubelski",2008,118378
"14580",610000,"Powiat łęczyński",2008,21411
"14581",611000,"Powiat łukowski",2008,38195
"14582",612000,"Powiat opolski",2008,10727
"14583",613000,"Powiat parczewski",2008,7636
"14584",614000,"Powiat puławski",2008,59891
"14585",615000,"Powiat radzyński",2008,17005
"14586",616000,"Powiat rycki",2008,16649
"14587",617000,"Powiat świdnicki",2008,33068
"14588",618000,"Powiat tomaszowski",2008,16767
"14589",619000,"Powiat włodawski",2008,12692
"14590",620000,"Powiat zamojski",2008,31520
"14591",661000,"Powiat m.Biała Podlaska",2008,23993
"14592",662000,"Powiat m.Chełm",2008,13637
"14593",663000,"Powiat m.Lublin",2008,158462
"14594",664000,"Powiat m.Zamość",2008,18899
"14595",801000,"Powiat gorzowski",2008,44623
"14596",802000,"Powiat krośnieński",2008,12253
"14597",803000,"Powiat międzyrzecki",2008,16152
"14598",804000,"Powiat nowosolski",2008,25090
"14599",805000,"Powiat słubicki",2008,13675
"14600",806000,"Powiat strzelecko-drezdenecki",2008,12069
"14601",807000,"Powiat sulęciński",2008,12525
"14602",808000,"Powiat świebodziński",2008,21855
"14603",809000,"Powiat zielonogórski",2008,63256
"14604",810000,"Powiat żagański",2008,14371
"14605",811000,"Powiat żarski",2008,22611
"14606",812000,"Powiat wschowski",2008,14895
"14607",861000,"Powiat m.Gorzów Wielkopolski",2008,80355
"14608",862000,"Powiat m.Zielona Góra",2008,60641
"14609",1001000,"Powiat bełchatowski",2008,59833
"14610",1002000,"Powiat kutnowski",2008,27094
"14611",1003000,"Powiat łaski",2008,22897
"14612",1004000,"Powiat łęczycki",2008,9121
"14613",1005000,"Powiat łowicki",2008,21989
"14614",1006000,"Powiat łódzki wschodni",2008,51461
"14615",1007000,"Powiat opoczyński",2008,35060
"14616",1008000,"Powiat pabianicki",2008,33713
"14617",1009000,"Powiat pajęczański",2008,13221
"14618",1010000,"Powiat piotrkowski",2008,41074
"14619",1011000,"Powiat poddębicki",2008,8563
"14620",1012000,"Powiat radomszczański",2008,39430
"14621",1013000,"Powiat rawski",2008,17970
"14622",1014000,"Powiat sieradzki",2008,34790
"14623",1015000,"Powiat skierniewicki",2008,14416
"14624",1016000,"Powiat tomaszowski",2008,51637
"14625",1017000,"Powiat wieluński",2008,17420
"14626",1018000,"Powiat wieruszowski",2008,10521
"14627",1019000,"Powiat zduńskowolski",2008,17137
"14628",1020000,"Powiat zgierski",2008,53295
"14629",1021000,"Powiat brzeziński",2008,17166
"14630",1061000,"Powiat m.Łódź",2008,202625
"14631",1062000,"Powiat m.Piotrków Trybunalski",2008,16505
"14632",1063000,"Powiat m.Skierniewice",2008,29825
"14633",1201000,"Powiat bocheński",2008,44328
"14634",1202000,"Powiat brzeski",2008,32870
"14635",1203000,"Powiat chrzanowski",2008,33192
"14636",1204000,"Powiat dąbrowski",2008,11493
"14637",1205000,"Powiat gorlicki",2008,31907
"14638",1206000,"Powiat krakowski",2008,278590
"14639",1207000,"Powiat limanowski",2008,49102
"14640",1208000,"Powiat miechowski",2008,4652
"14641",1209000,"Powiat myślenicki",2008,81276
"14642",1210000,"Powiat nowosądecki",2008,74180
"14643",1211000,"Powiat nowotarski",2008,67191
"14644",1212000,"Powiat olkuski",2008,30118
"14645",1213000,"Powiat oświęcimski",2008,44799
"14646",1214000,"Powiat proszowicki",2008,16903
"14647",1215000,"Powiat suski",2008,38139
"14648",1216000,"Powiat tarnowski",2008,88684
"14649",1217000,"Powiat tatrzański",2008,41733
"14650",1218000,"Powiat wadowicki",2008,56285
"14651",1219000,"Powiat wielicki",2008,126798
"14652",1261000,"Powiat m.Kraków",2008,424155
"14653",1262000,"Powiat m.Nowy Sącz",2008,42540
"14654",1263000,"Powiat m.Tarnów",2008,37352
"14655",1401000,"Powiat białobrzeski",2008,11981
"14656",1402000,"Powiat ciechanowski",2008,28305
"14657",1403000,"Powiat garwoliński",2008,55153
"14658",1404000,"Powiat gostyniński",2008,14894
"14659",1405000,"Powiat grodziski",2008,122387
"14660",1406000,"Powiat grójecki",2008,55215
"14661",1407000,"Powiat kozienicki",2008,21705
"14662",1408000,"Powiat legionowski",2008,207145
"14663",1409000,"Powiat lipski",2008,8665
"14664",1410000,"Powiat łosicki",2008,15142
"14665",1411000,"Powiat makowski",2008,10314
"14666",1412000,"Powiat miński",2008,64980
"14667",1413000,"Powiat mławski",2008,38377
"14668",1414000,"Powiat nowodworski",2008,52094
"14669",1415000,"Powiat ostrołęcki",2008,47416
"14670",1416000,"Powiat ostrowski",2008,26164
"14671",1417000,"Powiat otwocki",2008,121166
"14672",1418000,"Powiat piaseczyński",2008,291444
"14673",1419000,"Powiat płocki",2008,73444
"14674",1420000,"Powiat płoński",2008,32632
"14675",1421000,"Powiat pruszkowski",2008,136301
"14676",1422000,"Powiat przasnyski",2008,17808
"14677",1423000,"Powiat przysuski",2008,7754
"14678",1424000,"Powiat pułtuski",2008,20001
"14679",1425000,"Powiat radomski",2008,69587
"14680",1426000,"Powiat siedlecki",2008,24826
"14681",1427000,"Powiat sierpecki",2008,15802
"14682",1428000,"Powiat sochaczewski",2008,37791
"14683",1429000,"Powiat sokołowski",2008,12923
"14684",1430000,"Powiat szydłowiecki",2008,12060
"14685",1431000,"Powiat warszawski",2008,NA
"14686",1432000,"Powiat warszawski zachodni",2008,158596
"14687",1433000,"Powiat węgrowski",2008,17850
"14688",1434000,"Powiat wołomiński",2008,197915
"14689",1435000,"Powiat wyszkowski",2008,33916
"14690",1436000,"Powiat zwoleński",2008,12715
"14691",1437000,"Powiat żuromiński",2008,12429
"14692",1438000,"Powiat żyrardowski",2008,38462
"14693",1461000,"Powiat m.Ostrołęka",2008,22095
"14694",1462000,"Powiat m.Płock",2008,32961
"14695",1463000,"Powiat m.Radom",2008,61519
"14696",1464000,"Powiat m.Siedlce",2008,33976
"14697",1465000,"Powiat m. st. Warszawa",2008,1434409
"14698",1601000,"Powiat brzeski",2008,22359
"14699",1602000,"Powiat głubczycki",2008,5426
"14700",1603000,"Powiat kędzierzyńsko-kozielski",2008,13381
"14701",1604000,"Powiat kluczborski",2008,9573
"14702",1605000,"Powiat krapkowicki",2008,9882
"14703",1606000,"Powiat namysłowski",2008,19215
"14704",1607000,"Powiat nyski",2008,26365
"14705",1608000,"Powiat oleski",2008,18927
"14706",1609000,"Powiat opolski",2008,71793
"14707",1610000,"Powiat prudnicki",2008,8833
"14708",1611000,"Powiat strzelecki",2008,14885
"14709",1661000,"Powiat m.Opole",2008,22859
"14710",1801000,"Powiat bieszczadzki",2008,4641
"14711",1802000,"Powiat brzozowski",2008,17597
"14712",1803000,"Powiat dębicki",2008,44902
"14713",1804000,"Powiat jarosławski",2008,31831
"14714",1805000,"Powiat jasielski",2008,21332
"14715",1806000,"Powiat kolbuszowski",2008,17203
"14716",1807000,"Powiat krośnieński",2008,36834
"14717",1808000,"Powiat leżajski",2008,23127
"14718",1809000,"Powiat lubaczowski",2008,13404
"14719",1810000,"Powiat łańcucki",2008,25650
"14720",1811000,"Powiat mielecki",2008,39842
"14721",1812000,"Powiat niżański",2008,18298
"14722",1813000,"Powiat przemyski",2008,38706
"14723",1814000,"Powiat przeworski",2008,29467
"14724",1815000,"Powiat ropczycko-sędziszowski",2008,8067
"14725",1816000,"Powiat rzeszowski",2008,97959
"14726",1817000,"Powiat sanocki",2008,33205
"14727",1818000,"Powiat stalowowolski",2008,27260
"14728",1819000,"Powiat strzyżowski",2008,25951
"14729",1820000,"Powiat tarnobrzeski",2008,11641
"14730",1821000,"Powiat leski",2008,11165
"14731",1861000,"Powiat m.Krosno",2008,15148
"14732",1862000,"Powiat m.Przemyśl",2008,13761
"14733",1863000,"Powiat m.Rzeszów",2008,72976
"14734",1864000,"Powiat m.Tarnobrzeg",2008,12519
"14735",2001000,"Powiat augustowski",2008,24389
"14736",2002000,"Powiat białostocki",2008,127448
"14737",2003000,"Powiat bielski",2008,21447
"14738",2004000,"Powiat grajewski",2008,10885
"14739",2005000,"Powiat hajnowski",2008,14948
"14740",2006000,"Powiat kolneński",2008,17748
"14741",2007000,"Powiat łomżyński",2008,39519
"14742",2008000,"Powiat moniecki",2008,8438
"14743",2009000,"Powiat sejneński",2008,9211
"14744",2010000,"Powiat siemiatycki",2008,10583
"14745",2011000,"Powiat sokólski",2008,19405
"14746",2012000,"Powiat suwalski",2008,21338
"14747",2013000,"Powiat wysokomazowiecki",2008,13035
"14748",2014000,"Powiat zambrowski",2008,16373
"14749",2061000,"Powiat m.Białystok",2008,141101
"14750",2062000,"Powiat m.Łomża",2008,27175
"14751",2063000,"Powiat m.Suwałki",2008,29211
"14752",2201000,"Powiat bytowski",2008,30646
"14753",2202000,"Powiat chojnicki",2008,45523
"14754",2203000,"Powiat człuchowski",2008,10578
"14755",2204000,"Powiat gdański",2008,150122
"14756",2205000,"Powiat kartuski",2008,67379
"14757",2206000,"Powiat kościerski",2008,45652
"14758",2207000,"Powiat kwidzyński",2008,24316
"14759",2208000,"Powiat lęborski",2008,29902
"14760",2209000,"Powiat malborski",2008,30422
"14761",2210000,"Powiat nowodworski",2008,31022
"14762",2211000,"Powiat pucki",2008,84783
"14763",2212000,"Powiat słupski",2008,44024
"14764",2213000,"Powiat starogardzki",2008,53070
"14765",2214000,"Powiat tczewski",2008,45602
"14766",2215000,"Powiat wejherowski",2008,155047
"14767",2216000,"Powiat sztumski",2008,7432
"14768",2261000,"Powiat m.Gdańsk",2008,311693
"14769",2262000,"Powiat m.Gdynia",2008,152564
"14770",2263000,"Powiat m.Słupsk",2008,10911
"14771",2264000,"Powiat m.Sopot",2008,10183
"14772",2401000,"Powiat będziński",2008,51397
"14773",2402000,"Powiat bielski",2008,90695
"14774",2403000,"Powiat cieszyński",2008,103176
"14775",2404000,"Powiat częstochowski",2008,76739
"14776",2405000,"Powiat gliwicki",2008,36897
"14777",2406000,"Powiat kłobucki",2008,35409
"14778",2407000,"Powiat lubliniecki",2008,36867
"14779",2408000,"Powiat mikołowski",2008,39560
"14780",2409000,"Powiat myszkowski",2008,39348
"14781",2410000,"Powiat pszczyński",2008,49408
"14782",2411000,"Powiat raciborski",2008,22928
"14783",2412000,"Powiat rybnicki",2008,58462
"14784",2413000,"Powiat tarnogórski",2008,45048
"14785",2414000,"Powiat bieruńsko-lędziński",2008,22102
"14786",2415000,"Powiat wodzisławski",2008,52607
"14787",2416000,"Powiat zawierciański",2008,29797
"14788",2417000,"Powiat żywiecki",2008,93048
"14789",2461000,"Powiat m.Bielsko-Biała",2008,116996
"14790",2462000,"Powiat m.Bytom",2008,8741
"14791",2463000,"Powiat m.Chorzów",2008,9198
"14792",2464000,"Powiat m.Częstochowa",2008,82362
"14793",2465000,"Powiat m.Dąbrowa Górnicza",2008,14999
"14794",2466000,"Powiat m.Gliwice",2008,29054
"14795",2467000,"Powiat m.Jastrzębie-Zdrój",2008,16274
"14796",2468000,"Powiat m.Jaworzno",2008,22810
"14797",2469000,"Powiat m.Katowice",2008,124197
"14798",2470000,"Powiat m.Mysłowice",2008,20819
"14799",2471000,"Powiat m.Piekary Śląskie",2008,7456
"14800",2472000,"Powiat m.Ruda Śląska",2008,12044
"14801",2473000,"Powiat m.Rybnik",2008,49197
"14802",2474000,"Powiat m.Siemianowice Śląskie",2008,8517
"14803",2475000,"Powiat m.Sosnowiec",2008,23588
"14804",2476000,"Powiat m.Świętochłowice",2008,2395
"14805",2477000,"Powiat m.Tychy",2008,64459
"14806",2478000,"Powiat m.Zabrze",2008,16222
"14807",2479000,"Powiat m.Żory",2008,24102
"14808",2601000,"Powiat buski",2008,15244
"14809",2602000,"Powiat jędrzejowski",2008,13051
"14810",2603000,"Powiat kazimierski",2008,8203
"14811",2604000,"Powiat kielecki",2008,70913
"14812",2605000,"Powiat konecki",2008,22577
"14813",2606000,"Powiat opatowski",2008,9703
"14814",2607000,"Powiat ostrowiecki",2008,24735
"14815",2608000,"Powiat pińczowski",2008,5960
"14816",2609000,"Powiat sandomierski",2008,13104
"14817",2610000,"Powiat skarżyski",2008,21019
"14818",2611000,"Powiat starachowicki",2008,15609
"14819",2612000,"Powiat staszowski",2008,9987
"14820",2613000,"Powiat włoszczowski",2008,13713
"14821",2661000,"Powiat m.Kielce",2008,66349
"14822",2801000,"Powiat bartoszycki",2008,5783
"14823",2802000,"Powiat braniewski",2008,9626
"14824",2803000,"Powiat działdowski",2008,23010
"14825",2804000,"Powiat elbląski",2008,13717
"14826",2805000,"Powiat ełcki",2008,50967
"14827",2806000,"Powiat giżycki",2008,12715
"14828",2807000,"Powiat iławski",2008,37812
"14829",2808000,"Powiat kętrzyński",2008,12762
"14830",2809000,"Powiat lidzbarski",2008,7949
"14831",2810000,"Powiat mrągowski",2008,18129
"14832",2811000,"Powiat nidzicki",2008,11218
"14833",2812000,"Powiat nowomiejski",2008,14608
"14834",2813000,"Powiat olecki",2008,17254
"14835",2814000,"Powiat olsztyński",2008,120623
"14836",2815000,"Powiat ostródzki",2008,37159
"14837",2816000,"Powiat piski",2008,22309
"14838",2817000,"Powiat szczycieński",2008,40682
"14839",2818000,"Powiat gołdapski",2008,9203
"14840",2819000,"Powiat węgorzewski",2008,9395
"14841",2861000,"Powiat m.Elbląg",2008,27883
"14842",2862000,"Powiat m.Olsztyn",2008,114983
"14843",3001000,"Powiat chodzieski",2008,15391
"14844",3002000,"Powiat czarnkowsko-trzcianecki",2008,28038
"14845",3003000,"Powiat gnieźnieński",2008,63284
"14846",3004000,"Powiat gostyński",2008,16216
"14847",3005000,"Powiat grodziski",2008,17481
"14848",3006000,"Powiat jarociński",2008,34508
"14849",3007000,"Powiat kaliski",2008,40403
