"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"16891",2009000,"Powiat sejneński",2010,6125591.62
"16892",2010000,"Powiat siemiatycki",2010,9173910.82
"16893",2011000,"Powiat sokólski",2010,17450956.16
"16894",2012000,"Powiat suwalski",2010,3669661.19
"16895",2013000,"Powiat wysokomazowiecki",2010,13148097.05
"16896",2014000,"Powiat zambrowski",2010,7823348.54
"16897",2201000,"Powiat bytowski",2010,18130868.12
"16898",2202000,"Powiat chojnicki",2010,27611647.56
"16899",2203000,"Powiat człuchowski",2010,35286209.84
"16900",2204000,"Powiat gdański",2010,30204241.4
"16901",2205000,"Powiat kartuski",2010,15455661.92
"16902",2206000,"Powiat kościerski",2010,9002424.71
"16903",2207000,"Powiat kwidzyński",2010,14080112.63
"16904",2208000,"Powiat lęborski",2010,7369353.57
"16905",2209000,"Powiat malborski",2010,11031329.2
"16906",2210000,"Powiat nowodworski",2010,12593745.73
"16907",2211000,"Powiat pucki",2010,5216531.9
"16908",2212000,"Powiat słupski",2010,18090542.73
"16909",2213000,"Powiat starogardzki",2010,5302414.57
"16910",2214000,"Powiat tczewski",2010,20166664.71
"16911",2215000,"Powiat wejherowski",2010,26812787.58
"16912",2216000,"Powiat sztumski",2010,9173921.11
"16913",2401000,"Powiat będziński",2010,11480558.59
"16914",2402000,"Powiat bielski",2010,19368330.56
"16915",2403000,"Powiat cieszyński",2010,45079467.16
"16916",2404000,"Powiat częstochowski",2010,36013995.53
"16917",2405000,"Powiat gliwicki",2010,7391399.46
"16918",2406000,"Powiat kłobucki",2010,18279527.25
"16919",2407000,"Powiat lubliniecki",2010,9225488.59
"16920",2408000,"Powiat mikołowski",2010,11953493.12
"16921",2409000,"Powiat myszkowski",2010,27207346.83
"16922",2410000,"Powiat pszczyński",2010,25338020.01
"16923",2411000,"Powiat raciborski",2010,34426468.83
"16924",2412000,"Powiat rybnicki",2010,4500813.87
"16925",2413000,"Powiat tarnogórski",2010,10376819.04
"16926",2414000,"Powiat bieruńsko-lędziński",2010,15233129.05
"16927",2415000,"Powiat wodzisławski",2010,10606096.01
"16928",2416000,"Powiat zawierciański",2010,32885640.42
"16929",2417000,"Powiat żywiecki",2010,43610391.14
"16930",2601000,"Powiat buski",2010,24496787.5
"16931",2602000,"Powiat jędrzejowski",2010,14056189.29
"16932",2603000,"Powiat kazimierski",2010,6102529.41
"16933",2604000,"Powiat kielecki",2010,48100744.34
"16934",2605000,"Powiat konecki",2010,4165000.77
"16935",2606000,"Powiat opatowski",2010,8023650.76
"16936",2607000,"Powiat ostrowiecki",2010,16538272.36
"16937",2608000,"Powiat pińczowski",2010,7199236.23
"16938",2609000,"Powiat sandomierski",2010,23893791.28
"16939",2610000,"Powiat skarżyski",2010,29686666.45
"16940",2611000,"Powiat starachowicki",2010,27987285.23
"16941",2612000,"Powiat staszowski",2010,43180633.66
"16942",2613000,"Powiat włoszczowski",2010,10431600.79
"16943",2801000,"Powiat bartoszycki",2010,10435019.82
"16944",2802000,"Powiat braniewski",2010,2844879.48
"16945",2803000,"Powiat działdowski",2010,10770232.2
"16946",2804000,"Powiat elbląski",2010,10658342.68
"16947",2805000,"Powiat ełcki",2010,30250268.75
"16948",2806000,"Powiat giżycki",2010,13773472.68
"16949",2807000,"Powiat iławski",2010,17706863.93
"16950",2808000,"Powiat kętrzyński",2010,10682701.44
"16951",2809000,"Powiat lidzbarski",2010,15117065.24
"16952",2810000,"Powiat mrągowski",2010,13541451.5
"16953",2811000,"Powiat nidzicki",2010,13962381.61
"16954",2812000,"Powiat nowomiejski",2010,5911203.56
"16955",2813000,"Powiat olecki",2010,19752606.55
"16956",2814000,"Powiat olsztyński",2010,13681479.9
"16957",2815000,"Powiat ostródzki",2010,9936232.14
"16958",2816000,"Powiat piski",2010,18862639.49
"16959",2817000,"Powiat szczycieński",2010,41097488.95
"16960",2818000,"Powiat gołdapski",2010,7438679.47
"16961",2819000,"Powiat węgorzewski",2010,11316814.5
"16962",3001000,"Powiat chodzieski",2010,6186796.48
"16963",3002000,"Powiat czarnkowsko-trzcianecki",2010,4732997.23
"16964",3003000,"Powiat gnieźnieński",2010,13268989.33
"16965",3004000,"Powiat gostyński",2010,16105428.74
"16966",3005000,"Powiat grodziski",2010,6902510.17
"16967",3006000,"Powiat jarociński",2010,22910269.14
"16968",3007000,"Powiat kaliski",2010,13298439.69
"16969",3008000,"Powiat kępiński",2010,4661805.11
"16970",3009000,"Powiat kolski",2010,19125507.64
"16971",3010000,"Powiat koniński",2010,30050942.27
"16972",3011000,"Powiat kościański",2010,23604609.91
"16973",3012000,"Powiat krotoszyński",2010,21683822.26
"16974",3013000,"Powiat leszczyński",2010,10273163.2
"16975",3014000,"Powiat międzychodzki",2010,10722009.63
"16976",3015000,"Powiat nowotomyski",2010,16177228.59
"16977",3016000,"Powiat obornicki",2010,5354296.96
"16978",3017000,"Powiat ostrowski",2010,27690336.92
"16979",3018000,"Powiat ostrzeszowski",2010,14699373.57
"16980",3019000,"Powiat pilski",2010,32571623.58
"16981",3020000,"Powiat pleszewski",2010,16014005.11
"16982",3021000,"Powiat poznański",2010,23312270.61
"16983",3022000,"Powiat rawicki",2010,10174817.5
"16984",3023000,"Powiat słupecki",2010,6719242.21
"16985",3024000,"Powiat szamotulski",2010,17744524.05
"16986",3025000,"Powiat średzki",2010,16686734.07
"16987",3026000,"Powiat śremski",2010,4264175.51
"16988",3027000,"Powiat turecki",2010,12330464
"16989",3028000,"Powiat wągrowiecki",2010,13163214.9
"16990",3029000,"Powiat wolsztyński",2010,14332388.92
"16991",3030000,"Powiat wrzesiński",2010,8669839.67
"16992",3031000,"Powiat złotowski",2010,23383236.73
"16993",3201000,"Powiat białogardzki",2010,14974566.12
"16994",3202000,"Powiat choszczeński",2010,10790580.9
"16995",3203000,"Powiat drawski",2010,19467911.79
"16996",3204000,"Powiat goleniowski",2010,9147464.79
"16997",3205000,"Powiat gryficki",2010,21696767.4
"16998",3206000,"Powiat gryfiński",2010,4140462.25
"16999",3207000,"Powiat kamieński",2010,15897550.4
"17000",3208000,"Powiat kołobrzeski",2010,27730039.72
"17001",3209000,"Powiat koszaliński",2010,31545964.73
"17002",3210000,"Powiat myśliborski",2010,10780745.2
"17003",3211000,"Powiat policki",2010,10688468.05
"17004",3212000,"Powiat pyrzycki",2010,1115418.23
"17005",3213000,"Powiat sławieński",2010,13355296.94
"17006",3214000,"Powiat stargardzki",2010,22682423.91
"17007",3215000,"Powiat szczecinecki",2010,37819817.59
"17008",3216000,"Powiat świdwiński",2010,5382823.46
"17009",3217000,"Powiat wałecki",2010,15671048.24
"17010",3218000,"Powiat łobeski",2010,7871839.82
"17011",201000,"Powiat bolesławiecki",2011,10840937.85
"17012",202000,"Powiat dzierżoniowski",2011,10981971.75
"17013",203000,"Powiat głogowski",2011,6168896.28
"17014",204000,"Powiat górowski",2011,1205662.31
"17015",205000,"Powiat jaworski",2011,2175532.93
"17016",206000,"Powiat jeleniogórski",2011,5100054.84
"17017",207000,"Powiat kamiennogórski",2011,2078675.39
"17018",208000,"Powiat kłodzki",2011,22819130.63
"17019",209000,"Powiat legnicki",2011,2773849.91
"17020",210000,"Powiat lubański",2011,1969391.87
"17021",211000,"Powiat lubiński",2011,6420822.24
"17022",212000,"Powiat lwówecki",2011,2590247.11
"17023",213000,"Powiat milicki",2011,9853296.96
"17024",214000,"Powiat oleśnicki",2011,15816276.91
"17025",215000,"Powiat oławski",2011,14590152.76
"17026",216000,"Powiat polkowicki",2011,13647450.35
"17027",217000,"Powiat strzeliński",2011,4491577.14
"17028",218000,"Powiat średzki",2011,11452143.71
"17029",219000,"Powiat świdnicki",2011,108362512.78
"17030",220000,"Powiat trzebnicki",2011,15013506.03
"17031",221000,"Powiat wałbrzyski",2011,7006338.17
"17032",222000,"Powiat wołowski",2011,3046979.26
"17033",223000,"Powiat wrocławski",2011,6543393.13
"17034",224000,"Powiat ząbkowicki",2011,10322950.66
"17035",225000,"Powiat zgorzelecki",2011,12844890.52
"17036",226000,"Powiat złotoryjski",2011,1733151.8
"17037",401000,"Powiat aleksandrowski",2011,5802147.6
"17038",402000,"Powiat brodnicki",2011,18829426.01
"17039",403000,"Powiat bydgoski",2011,15156423.08
"17040",404000,"Powiat chełmiński",2011,19786294.4
"17041",405000,"Powiat golubsko-dobrzyński",2011,3337906.49
"17042",406000,"Powiat grudziądzki",2011,6191959.63
"17043",407000,"Powiat inowrocławski",2011,13108298.77
"17044",408000,"Powiat lipnowski",2011,1386472.21
"17045",409000,"Powiat mogileński",2011,7245085.25
"17046",410000,"Powiat nakielski",2011,13270048.34
"17047",411000,"Powiat radziejowski",2011,8112778.51
"17048",412000,"Powiat rypiński",2011,5002092.19
"17049",413000,"Powiat sępoleński",2011,7808837.03
"17050",414000,"Powiat świecki",2011,17564374.66
"17051",415000,"Powiat toruński",2011,9024199.34
"17052",416000,"Powiat tucholski",2011,17075540.34
"17053",417000,"Powiat wąbrzeski",2011,2459283.26
"17054",418000,"Powiat włocławski",2011,14398763.38
"17055",419000,"Powiat żniński",2011,13218907.64
"17056",601000,"Powiat bialski",2011,6895851.64
"17057",602000,"Powiat biłgorajski",2011,9934209.22
"17058",603000,"Powiat chełmski",2011,28428537.65
"17059",604000,"Powiat hrubieszowski",2011,12902727.39
"17060",605000,"Powiat janowski",2011,5388858.19
"17061",606000,"Powiat krasnostawski",2011,18507541.45
"17062",607000,"Powiat kraśnicki",2011,12883746.99
"17063",608000,"Powiat lubartowski",2011,26359392.98
"17064",609000,"Powiat lubelski",2011,83953316.34
"17065",610000,"Powiat łęczyński",2011,7660482.7
"17066",611000,"Powiat łukowski",2011,23799796.6
"17067",612000,"Powiat opolski",2011,16001687.25
"17068",613000,"Powiat parczewski",2011,8800302.35
"17069",614000,"Powiat puławski",2011,4888224.21
"17070",615000,"Powiat radzyński",2011,5365340.39
"17071",616000,"Powiat rycki",2011,4087432.67
"17072",617000,"Powiat świdnicki",2011,3355119.18
"17073",618000,"Powiat tomaszowski",2011,33053525.91
"17074",619000,"Powiat włodawski",2011,21661455.19
"17075",620000,"Powiat zamojski",2011,28864222.87
"17076",801000,"Powiat gorzowski",2011,21376561.49
"17077",802000,"Powiat krośnieński",2011,16434643.07
"17078",803000,"Powiat międzyrzecki",2011,6490255.44
"17079",804000,"Powiat nowosolski",2011,27722386.07
"17080",805000,"Powiat słubicki",2011,4599121.57
"17081",806000,"Powiat strzelecko-drezdenecki",2011,2798359.68
"17082",807000,"Powiat sulęciński",2011,2815396.4
"17083",808000,"Powiat świebodziński",2011,9034099.67
"17084",809000,"Powiat zielonogórski",2011,7400872.35
"17085",810000,"Powiat żagański",2011,8607114.88
"17086",811000,"Powiat żarski",2011,4876964.73
"17087",812000,"Powiat wschowski",2011,6535095.81
"17088",1001000,"Powiat bełchatowski",2011,9985867.72
"17089",1002000,"Powiat kutnowski",2011,1965853.65
"17090",1003000,"Powiat łaski",2011,6942564.54
"17091",1004000,"Powiat łęczycki",2011,2894596.09
"17092",1005000,"Powiat łowicki",2011,24589412.75
"17093",1006000,"Powiat łódzki wschodni",2011,6473103.37
"17094",1007000,"Powiat opoczyński",2011,13878225.4
"17095",1008000,"Powiat pabianicki",2011,7184306.72
"17096",1009000,"Powiat pajęczański",2011,5127118.92
"17097",1010000,"Powiat piotrkowski",2011,7422500.71
"17098",1011000,"Powiat poddębicki",2011,2249556.67
"17099",1012000,"Powiat radomszczański",2011,15831393.42
"17100",1013000,"Powiat rawski",2011,5281499.54
"17101",1014000,"Powiat sieradzki",2011,5604668.66
"17102",1015000,"Powiat skierniewicki",2011,8471046.03
"17103",1016000,"Powiat tomaszowski",2011,32628186.84
"17104",1017000,"Powiat wieluński",2011,39045415.79
"17105",1018000,"Powiat wieruszowski",2011,1225836.37
"17106",1019000,"Powiat zduńskowolski",2011,25982120.92
"17107",1020000,"Powiat zgierski",2011,3875515.85
"17108",1021000,"Powiat brzeziński",2011,1580585.28
"17109",1201000,"Powiat bocheński",2011,19897869.61
"17110",1202000,"Powiat brzeski",2011,16275105.54
"17111",1203000,"Powiat chrzanowski",2011,16288699.52
"17112",1204000,"Powiat dąbrowski",2011,11715940.32
"17113",1205000,"Powiat gorlicki",2011,26116847.63
"17114",1206000,"Powiat krakowski",2011,55378798.59
"17115",1207000,"Powiat limanowski",2011,45241793.88
"17116",1208000,"Powiat miechowski",2011,14187642.95
"17117",1209000,"Powiat myślenicki",2011,14728343.09
"17118",1210000,"Powiat nowosądecki",2011,23325503.21
"17119",1211000,"Powiat nowotarski",2011,58862671.53
"17120",1212000,"Powiat olkuski",2011,15045528.24
"17121",1213000,"Powiat oświęcimski",2011,26664330.09
"17122",1214000,"Powiat proszowicki",2011,8008231.62
"17123",1215000,"Powiat suski",2011,16543573.24
"17124",1216000,"Powiat tarnowski",2011,18988555.85
"17125",1217000,"Powiat tatrzański",2011,6180296.61
"17126",1218000,"Powiat wadowicki",2011,14534811.15
"17127",1219000,"Powiat wielicki",2011,12546018.79
"17128",1401000,"Powiat białobrzeski",2011,6920917.08
"17129",1402000,"Powiat ciechanowski",2011,16025749
"17130",1403000,"Powiat garwoliński",2011,11257174.09
"17131",1404000,"Powiat gostyniński",2011,1437699.47
"17132",1405000,"Powiat grodziski",2011,10009861.42
"17133",1406000,"Powiat grójecki",2011,12196249.09
"17134",1407000,"Powiat kozienicki",2011,9893724.01
"17135",1408000,"Powiat legionowski",2011,7760070.86
"17136",1409000,"Powiat lipski",2011,8409677.52
"17137",1410000,"Powiat łosicki",2011,6531661.97
"17138",1411000,"Powiat makowski",2011,15576515.38
"17139",1412000,"Powiat miński",2011,15746264.19
"17140",1413000,"Powiat mławski",2011,20294708.95
"17141",1414000,"Powiat nowodworski",2011,18275073.31
"17142",1415000,"Powiat ostrołęcki",2011,28146781.05
"17143",1416000,"Powiat ostrowski",2011,6608586.71
"17144",1417000,"Powiat otwocki",2011,10259368.69
"17145",1418000,"Powiat piaseczyński",2011,18991948.67
"17146",1419000,"Powiat płocki",2011,4834241.77
"17147",1420000,"Powiat płoński",2011,17264127.81
"17148",1421000,"Powiat pruszkowski",2011,13654222.1
"17149",1422000,"Powiat przasnyski",2011,31794262.28
"17150",1423000,"Powiat przysuski",2011,15011338.47
"17151",1424000,"Powiat pułtuski",2011,11364944.15
"17152",1425000,"Powiat radomski",2011,20204094.11
"17153",1426000,"Powiat siedlecki",2011,23104630.98
"17154",1427000,"Powiat sierpecki",2011,11689495.44
"17155",1428000,"Powiat sochaczewski",2011,3926857.82
"17156",1429000,"Powiat sokołowski",2011,6477387.75
"17157",1430000,"Powiat szydłowiecki",2011,9453883.63
"17158",1431000,"Powiat warszawski",2011,NA
"17159",1432000,"Powiat warszawski zachodni",2011,9011025.63
"17160",1433000,"Powiat węgrowski",2011,10686935.31
"17161",1434000,"Powiat wołomiński",2011,24695883.45
"17162",1435000,"Powiat wyszkowski",2011,12080503.26
"17163",1436000,"Powiat zwoleński",2011,5791061.28
"17164",1437000,"Powiat żuromiński",2011,13967516.03
"17165",1438000,"Powiat żyrardowski",2011,6605513.52
"17166",1601000,"Powiat brzeski",2011,10012196.38
"17167",1602000,"Powiat głubczycki",2011,4484124.07
"17168",1603000,"Powiat kędzierzyńsko-kozielski",2011,3022440.6
"17169",1604000,"Powiat kluczborski",2011,12653948.71
"17170",1605000,"Powiat krapkowicki",2011,5420180.39
"17171",1606000,"Powiat namysłowski",2011,12852088.51
"17172",1607000,"Powiat nyski",2011,13818167.23
"17173",1608000,"Powiat oleski",2011,10546798.01
"17174",1609000,"Powiat opolski",2011,17054717.44
"17175",1610000,"Powiat prudnicki",2011,10494660.3
"17176",1611000,"Powiat strzelecki",2011,7981534.1
"17177",1801000,"Powiat bieszczadzki",2011,2028095.25
"17178",1802000,"Powiat brzozowski",2011,16743567.83
"17179",1803000,"Powiat dębicki",2011,20746320.64
"17180",1804000,"Powiat jarosławski",2011,31609559.32
"17181",1805000,"Powiat jasielski",2011,40629667.36
"17182",1806000,"Powiat kolbuszowski",2011,15523772.22
"17183",1807000,"Powiat krośnieński",2011,17815108.99
"17184",1808000,"Powiat leżajski",2011,12995339.61
"17185",1809000,"Powiat lubaczowski",2011,25644649.65
"17186",1810000,"Powiat łańcucki",2011,27901130.24
"17187",1811000,"Powiat mielecki",2011,22399920.3
"17188",1812000,"Powiat niżański",2011,9979178.51
"17189",1813000,"Powiat przemyski",2011,10992381.03
"17190",1814000,"Powiat przeworski",2011,33471162.44
"17191",1815000,"Powiat ropczycko-sędziszowski",2011,18596646.27
"17192",1816000,"Powiat rzeszowski",2011,43450351.56
"17193",1817000,"Powiat sanocki",2011,27099293.41
"17194",1818000,"Powiat stalowowolski",2011,11811986.75
"17195",1819000,"Powiat strzyżowski",2011,29521353.22
"17196",1820000,"Powiat tarnobrzeski",2011,11910836.71
"17197",1821000,"Powiat leski",2011,6855099.94
"17198",2001000,"Powiat augustowski",2011,10143687.76
"17199",2002000,"Powiat białostocki",2011,28067106.79
"17200",2003000,"Powiat bielski",2011,9461808.14
"17201",2004000,"Powiat grajewski",2011,8272265.73
"17202",2005000,"Powiat hajnowski",2011,5485843.98
"17203",2006000,"Powiat kolneński",2011,7530717.28
"17204",2007000,"Powiat łomżyński",2011,2489502.46
"17205",2008000,"Powiat moniecki",2011,3138844.72
"17206",2009000,"Powiat sejneński",2011,5260669.57
"17207",2010000,"Powiat siemiatycki",2011,4960196.42
"17208",2011000,"Powiat sokólski",2011,19969780.51
"17209",2012000,"Powiat suwalski",2011,5489120.89
"17210",2013000,"Powiat wysokomazowiecki",2011,18572624.38
"17211",2014000,"Powiat zambrowski",2011,6416218.06
"17212",2201000,"Powiat bytowski",2011,13209020.3
"17213",2202000,"Powiat chojnicki",2011,20764980.9
"17214",2203000,"Powiat człuchowski",2011,17497788.79
"17215",2204000,"Powiat gdański",2011,22483769.57
"17216",2205000,"Powiat kartuski",2011,20742981.41
"17217",2206000,"Powiat kościerski",2011,4573667.23
"17218",2207000,"Powiat kwidzyński",2011,12607989.06
"17219",2208000,"Powiat lęborski",2011,6284074.44
"17220",2209000,"Powiat malborski",2011,15321160.6
"17221",2210000,"Powiat nowodworski",2011,4848733.99
"17222",2211000,"Powiat pucki",2011,1999492.8
"17223",2212000,"Powiat słupski",2011,16480689.13
"17224",2213000,"Powiat starogardzki",2011,13750397.85
"17225",2214000,"Powiat tczewski",2011,24064907.65
"17226",2215000,"Powiat wejherowski",2011,45574587.74
"17227",2216000,"Powiat sztumski",2011,13478674.39
"17228",2401000,"Powiat będziński",2011,8037313.93
"17229",2402000,"Powiat bielski",2011,44172816.04
"17230",2403000,"Powiat cieszyński",2011,24453856.88
"17231",2404000,"Powiat częstochowski",2011,57579566
"17232",2405000,"Powiat gliwicki",2011,10499849.18
"17233",2406000,"Powiat kłobucki",2011,21197721.61
"17234",2407000,"Powiat lubliniecki",2011,8483320.29
"17235",2408000,"Powiat mikołowski",2011,7627174.36
"17236",2409000,"Powiat myszkowski",2011,20035064.89
"17237",2410000,"Powiat pszczyński",2011,15082125.24
"17238",2411000,"Powiat raciborski",2011,23362916.97
"17239",2412000,"Powiat rybnicki",2011,4272393.48
"17240",2413000,"Powiat tarnogórski",2011,17526139.75
"17241",2414000,"Powiat bieruńsko-lędziński",2011,17557846.01
"17242",2415000,"Powiat wodzisławski",2011,17351955.02
"17243",2416000,"Powiat zawierciański",2011,22174473.8
"17244",2417000,"Powiat żywiecki",2011,34118961.08
"17245",2601000,"Powiat buski",2011,12864504.5
"17246",2602000,"Powiat jędrzejowski",2011,11760862.01
"17247",2603000,"Powiat kazimierski",2011,6201868.98
"17248",2604000,"Powiat kielecki",2011,39994129.22
"17249",2605000,"Powiat konecki",2011,6221450.62
"17250",2606000,"Powiat opatowski",2011,9635615.51
"17251",2607000,"Powiat ostrowiecki",2011,11419446.14
"17252",2608000,"Powiat pińczowski",2011,10608962.06
"17253",2609000,"Powiat sandomierski",2011,21256627.52
"17254",2610000,"Powiat skarżyski",2011,20397645.71
"17255",2611000,"Powiat starachowicki",2011,23691953.07
"17256",2612000,"Powiat staszowski",2011,29051893.86
"17257",2613000,"Powiat włoszczowski",2011,8581611.2
"17258",2801000,"Powiat bartoszycki",2011,2501418.48
"17259",2802000,"Powiat braniewski",2011,14744108.1
"17260",2803000,"Powiat działdowski",2011,8753724.09
"17261",2804000,"Powiat elbląski",2011,3556102.4
"17262",2805000,"Powiat ełcki",2011,23145176.67
"17263",2806000,"Powiat giżycki",2011,9837678.94
"17264",2807000,"Powiat iławski",2011,13716085.72
"17265",2808000,"Powiat kętrzyński",2011,10356123.2
"17266",2809000,"Powiat lidzbarski",2011,18080433.83
"17267",2810000,"Powiat mrągowski",2011,5047237.02
"17268",2811000,"Powiat nidzicki",2011,6799081.98
"17269",2812000,"Powiat nowomiejski",2011,4569648.56
"17270",2813000,"Powiat olecki",2011,6040895.92
"17271",2814000,"Powiat olsztyński",2011,28431780.12
"17272",2815000,"Powiat ostródzki",2011,17900251.3
"17273",2816000,"Powiat piski",2011,10882546.17
"17274",2817000,"Powiat szczycieński",2011,12373678.82
"17275",2818000,"Powiat gołdapski",2011,1323821.57
"17276",2819000,"Powiat węgorzewski",2011,7507145.76
"17277",3001000,"Powiat chodzieski",2011,4426429.96
"17278",3002000,"Powiat czarnkowsko-trzcianecki",2011,13450585.61
"17279",3003000,"Powiat gnieźnieński",2011,13288060.57
"17280",3004000,"Powiat gostyński",2011,13702252.8
"17281",3005000,"Powiat grodziski",2011,7369020.79
"17282",3006000,"Powiat jarociński",2011,17898650.53
"17283",3007000,"Powiat kaliski",2011,14836660.44
"17284",3008000,"Powiat kępiński",2011,6969475.37
"17285",3009000,"Powiat kolski",2011,17790861.47
"17286",3010000,"Powiat koniński",2011,12265799.26
"17287",3011000,"Powiat kościański",2011,27566251.68
"17288",3012000,"Powiat krotoszyński",2011,13842783.74
"17289",3013000,"Powiat leszczyński",2011,7715165.62
"17290",3014000,"Powiat międzychodzki",2011,3067557.14
"17291",3015000,"Powiat nowotomyski",2011,5936150.09
"17292",3016000,"Powiat obornicki",2011,5592998.64
"17293",3017000,"Powiat ostrowski",2011,31644193.9
"17294",3018000,"Powiat ostrzeszowski",2011,13450010.92
"17295",3019000,"Powiat pilski",2011,18563616.28
"17296",3020000,"Powiat pleszewski",2011,26842059.88
"17297",3021000,"Powiat poznański",2011,35893735.03
"17298",3022000,"Powiat rawicki",2011,7274424.45
"17299",3023000,"Powiat słupecki",2011,15039424.67
"17300",3024000,"Powiat szamotulski",2011,4598396.52
"17301",3025000,"Powiat średzki",2011,6320530.2
"17302",3026000,"Powiat śremski",2011,5685793.91
"17303",3027000,"Powiat turecki",2011,9252220.13
"17304",3028000,"Powiat wągrowiecki",2011,5795960.21
"17305",3029000,"Powiat wolsztyński",2011,17750614.56
"17306",3030000,"Powiat wrzesiński",2011,13731818.66
"17307",3031000,"Powiat złotowski",2011,5108178.1
"17308",3201000,"Powiat białogardzki",2011,10074138.85
"17309",3202000,"Powiat choszczeński",2011,8862163.91
"17310",3203000,"Powiat drawski",2011,22011855.23
"17311",3204000,"Powiat goleniowski",2011,9923092.47
"17312",3205000,"Powiat gryficki",2011,13837005.79
"17313",3206000,"Powiat gryfiński",2011,14563336.48
"17314",3207000,"Powiat kamieński",2011,4041861.84
"17315",3208000,"Powiat kołobrzeski",2011,28049889.75
"17316",3209000,"Powiat koszaliński",2011,19097626.75
"17317",3210000,"Powiat myśliborski",2011,7929934.95
"17318",3211000,"Powiat policki",2011,27708843.9
"17319",3212000,"Powiat pyrzycki",2011,811912.47
"17320",3213000,"Powiat sławieński",2011,7538802.48
"17321",3214000,"Powiat stargardzki",2011,12446021.9
"17322",3215000,"Powiat szczecinecki",2011,30675143.78
"17323",3216000,"Powiat świdwiński",2011,9947388.01
"17324",3217000,"Powiat wałecki",2011,9270211.15
"17325",3218000,"Powiat łobeski",2011,8790500.51
"17326",201000,"Powiat bolesławiecki",2012,12279083.19
"17327",202000,"Powiat dzierżoniowski",2012,9690864.01
"17328",203000,"Powiat głogowski",2012,10910831.05
"17329",204000,"Powiat górowski",2012,78945
"17330",205000,"Powiat jaworski",2012,4460883.87
"17331",206000,"Powiat jeleniogórski",2012,1847173.19
"17332",207000,"Powiat kamiennogórski",2012,263862.28
"17333",208000,"Powiat kłodzki",2012,12788924.05
"17334",209000,"Powiat legnicki",2012,329071.47
"17335",210000,"Powiat lubański",2012,839445.99
"17336",211000,"Powiat lubiński",2012,11553789.25
"17337",212000,"Powiat lwówecki",2012,3462099.97
"17338",213000,"Powiat milicki",2012,10708292.5
"17339",214000,"Powiat oleśnicki",2012,6793386.77
"17340",215000,"Powiat oławski",2012,2773578.22
"17341",216000,"Powiat polkowicki",2012,15266411.79
"17342",217000,"Powiat strzeliński",2012,727454.91
"17343",218000,"Powiat średzki",2012,1619293.94
"17344",219000,"Powiat świdnicki",2012,15612246.57
"17345",220000,"Powiat trzebnicki",2012,3009636.8
"17346",221000,"Powiat wałbrzyski",2012,7394394
"17347",222000,"Powiat wołowski",2012,4390377.1
"17348",223000,"Powiat wrocławski",2012,23906641
"17349",224000,"Powiat ząbkowicki",2012,11537162.11
"17350",225000,"Powiat zgorzelecki",2012,9703050.46
"17351",226000,"Powiat złotoryjski",2012,2323818.04
"17352",401000,"Powiat aleksandrowski",2012,1138420.71
"17353",402000,"Powiat brodnicki",2012,9183933.4
"17354",403000,"Powiat bydgoski",2012,3736109.76
"17355",404000,"Powiat chełmiński",2012,6941207.03
"17356",405000,"Powiat golubsko-dobrzyński",2012,336903.97
"17357",406000,"Powiat grudziądzki",2012,3402356.32
"17358",407000,"Powiat inowrocławski",2012,9333858.62
"17359",408000,"Powiat lipnowski",2012,2942812.3
"17360",409000,"Powiat mogileński",2012,3384747.46
"17361",410000,"Powiat nakielski",2012,11681670.41
"17362",411000,"Powiat radziejowski",2012,354581.25
"17363",412000,"Powiat rypiński",2012,3126064.48
"17364",413000,"Powiat sępoleński",2012,6374959.82
"17365",414000,"Powiat świecki",2012,11483803.08
"17366",415000,"Powiat toruński",2012,12631369.31
"17367",416000,"Powiat tucholski",2012,8997901.76
"17368",417000,"Powiat wąbrzeski",2012,2754824.46
"17369",418000,"Powiat włocławski",2012,4972730.37
"17370",419000,"Powiat żniński",2012,8635675.93
"17371",601000,"Powiat bialski",2012,3713332.74
"17372",602000,"Powiat biłgorajski",2012,4628951.78
"17373",603000,"Powiat chełmski",2012,8854865.77
"17374",604000,"Powiat hrubieszowski",2012,1107647.52
"17375",605000,"Powiat janowski",2012,6040315.22
"17376",606000,"Powiat krasnostawski",2012,8017380.48
"17377",607000,"Powiat kraśnicki",2012,2274477.91
"17378",608000,"Powiat lubartowski",2012,14671328.88
"17379",609000,"Powiat lubelski",2012,57933017.65
"17380",610000,"Powiat łęczyński",2012,10793463.61
"17381",611000,"Powiat łukowski",2012,8076940.07
"17382",612000,"Powiat opolski",2012,5346270.76
"17383",613000,"Powiat parczewski",2012,6283733.53
"17384",614000,"Powiat puławski",2012,9078595.2
"17385",615000,"Powiat radzyński",2012,4081739.67
"17386",616000,"Powiat rycki",2012,14165998.18
"17387",617000,"Powiat świdnicki",2012,9888241.86
"17388",618000,"Powiat tomaszowski",2012,25905106.52
"17389",619000,"Powiat włodawski",2012,14457648.26
"17390",620000,"Powiat zamojski",2012,2210053.23
"17391",801000,"Powiat gorzowski",2012,3275665.97
"17392",802000,"Powiat krośnieński",2012,2107228.67
"17393",803000,"Powiat międzyrzecki",2012,1665198.82
"17394",804000,"Powiat nowosolski",2012,5414384.94
"17395",805000,"Powiat słubicki",2012,265058.66
"17396",806000,"Powiat strzelecko-drezdenecki",2012,1034722.71
