"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"17397",807000,"Powiat sulęciński",2012,3868097.59
"17398",808000,"Powiat świebodziński",2012,4059438.28
"17399",809000,"Powiat zielonogórski",2012,3303158.08
"17400",810000,"Powiat żagański",2012,6322072.98
"17401",811000,"Powiat żarski",2012,4194799.92
"17402",812000,"Powiat wschowski",2012,1338116.97
"17403",1001000,"Powiat bełchatowski",2012,11484605.03
"17404",1002000,"Powiat kutnowski",2012,2645447.38
"17405",1003000,"Powiat łaski",2012,1555164.04
"17406",1004000,"Powiat łęczycki",2012,4427928.09
"17407",1005000,"Powiat łowicki",2012,7297926.07
"17408",1006000,"Powiat łódzki wschodni",2012,3951940.26
"17409",1007000,"Powiat opoczyński",2012,14497054.72
"17410",1008000,"Powiat pabianicki",2012,11807231.22
"17411",1009000,"Powiat pajęczański",2012,4456656.67
"17412",1010000,"Powiat piotrkowski",2012,5410205.15
"17413",1011000,"Powiat poddębicki",2012,2165702.65
"17414",1012000,"Powiat radomszczański",2012,4839178.56
"17415",1013000,"Powiat rawski",2012,3944601.82
"17416",1014000,"Powiat sieradzki",2012,10679874.23
"17417",1015000,"Powiat skierniewicki",2012,1010601.76
"17418",1016000,"Powiat tomaszowski",2012,9292106.39
"17419",1017000,"Powiat wieluński",2012,9773491.67
"17420",1018000,"Powiat wieruszowski",2012,2737996.31
"17421",1019000,"Powiat zduńskowolski",2012,9750837.1
"17422",1020000,"Powiat zgierski",2012,6718604.79
"17423",1021000,"Powiat brzeziński",2012,3839597.76
"17424",1201000,"Powiat bocheński",2012,11139021.63
"17425",1202000,"Powiat brzeski",2012,9847081.48
"17426",1203000,"Powiat chrzanowski",2012,6715301.63
"17427",1204000,"Powiat dąbrowski",2012,7766133.4
"17428",1205000,"Powiat gorlicki",2012,21522965.06
"17429",1206000,"Powiat krakowski",2012,17873406.57
"17430",1207000,"Powiat limanowski",2012,12025286.52
"17431",1208000,"Powiat miechowski",2012,2470543.28
"17432",1209000,"Powiat myślenicki",2012,20636848.91
"17433",1210000,"Powiat nowosądecki",2012,5445675.34
"17434",1211000,"Powiat nowotarski",2012,44514013.74
"17435",1212000,"Powiat olkuski",2012,5114177.49
"17436",1213000,"Powiat oświęcimski",2012,13252150.83
"17437",1214000,"Powiat proszowicki",2012,6955791.13
"17438",1215000,"Powiat suski",2012,23302955.2
"17439",1216000,"Powiat tarnowski",2012,4259009.2
"17440",1217000,"Powiat tatrzański",2012,6362986.33
"17441",1218000,"Powiat wadowicki",2012,14962416.49
"17442",1219000,"Powiat wielicki",2012,13907898.35
"17443",1401000,"Powiat białobrzeski",2012,6833247.55
"17444",1402000,"Powiat ciechanowski",2012,3178342.47
"17445",1403000,"Powiat garwoliński",2012,17634633.55
"17446",1404000,"Powiat gostyniński",2012,1061640.3
"17447",1405000,"Powiat grodziski",2012,5572654.67
"17448",1406000,"Powiat grójecki",2012,10360238.13
"17449",1407000,"Powiat kozienicki",2012,12164149.56
"17450",1408000,"Powiat legionowski",2012,13087650.04
"17451",1409000,"Powiat lipski",2012,7583719.91
"17452",1410000,"Powiat łosicki",2012,4536758.75
"17453",1411000,"Powiat makowski",2012,9138204.64
"17454",1412000,"Powiat miński",2012,19525421.54
"17455",1413000,"Powiat mławski",2012,5258436.69
"17456",1414000,"Powiat nowodworski",2012,7148969.23
"17457",1415000,"Powiat ostrołęcki",2012,24735387.07
"17458",1416000,"Powiat ostrowski",2012,13572140.44
"17459",1417000,"Powiat otwocki",2012,4960779.72
"17460",1418000,"Powiat piaseczyński",2012,10873212.62
"17461",1419000,"Powiat płocki",2012,5972083.09
"17462",1420000,"Powiat płoński",2012,8319420.07
"17463",1421000,"Powiat pruszkowski",2012,11266470.7
"17464",1422000,"Powiat przasnyski",2012,18826963.22
"17465",1423000,"Powiat przysuski",2012,11403148.49
"17466",1424000,"Powiat pułtuski",2012,3456740.8
"17467",1425000,"Powiat radomski",2012,11248543.99
"17468",1426000,"Powiat siedlecki",2012,12044979.18
"17469",1427000,"Powiat sierpecki",2012,9994361.65
"17470",1428000,"Powiat sochaczewski",2012,9698922.84
"17471",1429000,"Powiat sokołowski",2012,18957202.98
"17472",1430000,"Powiat szydłowiecki",2012,5210238.59
"17473",1431000,"Powiat warszawski",2012,NA
"17474",1432000,"Powiat warszawski zachodni",2012,6026563.3
"17475",1433000,"Powiat węgrowski",2012,2391651.5
"17476",1434000,"Powiat wołomiński",2012,21596694.08
"17477",1435000,"Powiat wyszkowski",2012,7125653.69
"17478",1436000,"Powiat zwoleński",2012,3182623.3
"17479",1437000,"Powiat żuromiński",2012,7394049.05
"17480",1438000,"Powiat żyrardowski",2012,293316.55
"17481",1601000,"Powiat brzeski",2012,4205204.7
"17482",1602000,"Powiat głubczycki",2012,3302162.13
"17483",1603000,"Powiat kędzierzyńsko-kozielski",2012,2622477.29
"17484",1604000,"Powiat kluczborski",2012,7808254.89
"17485",1605000,"Powiat krapkowicki",2012,5445916.15
"17486",1606000,"Powiat namysłowski",2012,3488419.01
"17487",1607000,"Powiat nyski",2012,10853114.11
"17488",1608000,"Powiat oleski",2012,503720.91
"17489",1609000,"Powiat opolski",2012,8625789.12
"17490",1610000,"Powiat prudnicki",2012,4056083.24
"17491",1611000,"Powiat strzelecki",2012,6011598.82
"17492",1801000,"Powiat bieszczadzki",2012,2565961.81
"17493",1802000,"Powiat brzozowski",2012,13031629.9
"17494",1803000,"Powiat dębicki",2012,15726452.85
"17495",1804000,"Powiat jarosławski",2012,27829584
"17496",1805000,"Powiat jasielski",2012,17780622.46
"17497",1806000,"Powiat kolbuszowski",2012,13629811.55
"17498",1807000,"Powiat krośnieński",2012,9758675.43
"17499",1808000,"Powiat leżajski",2012,6801347.66
"17500",1809000,"Powiat lubaczowski",2012,7430727.96
"17501",1810000,"Powiat łańcucki",2012,7864882.21
"17502",1811000,"Powiat mielecki",2012,16913592.95
"17503",1812000,"Powiat niżański",2012,3378993.12
"17504",1813000,"Powiat przemyski",2012,5997671.58
"17505",1814000,"Powiat przeworski",2012,11580346.81
"17506",1815000,"Powiat ropczycko-sędziszowski",2012,19036128.03
"17507",1816000,"Powiat rzeszowski",2012,12430172.99
"17508",1817000,"Powiat sanocki",2012,28788465.45
"17509",1818000,"Powiat stalowowolski",2012,8831883.64
"17510",1819000,"Powiat strzyżowski",2012,12205459.8
"17511",1820000,"Powiat tarnobrzeski",2012,10055319.05
"17512",1821000,"Powiat leski",2012,4360851.1
"17513",2001000,"Powiat augustowski",2012,3202885.51
"17514",2002000,"Powiat białostocki",2012,19197676.76
"17515",2003000,"Powiat bielski",2012,6188488.06
"17516",2004000,"Powiat grajewski",2012,5044759.2
"17517",2005000,"Powiat hajnowski",2012,6120976.64
"17518",2006000,"Powiat kolneński",2012,4975568.43
"17519",2007000,"Powiat łomżyński",2012,3578612.46
"17520",2008000,"Powiat moniecki",2012,3265314.04
"17521",2009000,"Powiat sejneński",2012,3762442.67
"17522",2010000,"Powiat siemiatycki",2012,4859093.72
"17523",2011000,"Powiat sokólski",2012,3312026.42
"17524",2012000,"Powiat suwalski",2012,4507839.11
"17525",2013000,"Powiat wysokomazowiecki",2012,16533075.33
"17526",2014000,"Powiat zambrowski",2012,4231431.26
"17527",2201000,"Powiat bytowski",2012,19761074.02
"17528",2202000,"Powiat chojnicki",2012,11639511.85
"17529",2203000,"Powiat człuchowski",2012,11906672.13
"17530",2204000,"Powiat gdański",2012,5076616.36
"17531",2205000,"Powiat kartuski",2012,10757801.9
"17532",2206000,"Powiat kościerski",2012,6315944.89
"17533",2207000,"Powiat kwidzyński",2012,8694291.71
"17534",2208000,"Powiat lęborski",2012,3355332.17
"17535",2209000,"Powiat malborski",2012,15963360.43
"17536",2210000,"Powiat nowodworski",2012,5519937.08
"17537",2211000,"Powiat pucki",2012,944477.27
"17538",2212000,"Powiat słupski",2012,7529287.83
"17539",2213000,"Powiat starogardzki",2012,6741687.42
"17540",2214000,"Powiat tczewski",2012,12519546.49
"17541",2215000,"Powiat wejherowski",2012,23380198.2
"17542",2216000,"Powiat sztumski",2012,4841277.84
"17543",2401000,"Powiat będziński",2012,8615882.56
"17544",2402000,"Powiat bielski",2012,23687029.95
"17545",2403000,"Powiat cieszyński",2012,23303545.42
"17546",2404000,"Powiat częstochowski",2012,30578006.66
"17547",2405000,"Powiat gliwicki",2012,12812313.1
"17548",2406000,"Powiat kłobucki",2012,3503205.13
"17549",2407000,"Powiat lubliniecki",2012,3232670.88
"17550",2408000,"Powiat mikołowski",2012,5965455.69
"17551",2409000,"Powiat myszkowski",2012,14032494.5
"17552",2410000,"Powiat pszczyński",2012,10763324.79
"17553",2411000,"Powiat raciborski",2012,11966698.61
"17554",2412000,"Powiat rybnicki",2012,6912084.35
"17555",2413000,"Powiat tarnogórski",2012,7099613.78
"17556",2414000,"Powiat bieruńsko-lędziński",2012,30571190.09
"17557",2415000,"Powiat wodzisławski",2012,15287155.85
"17558",2416000,"Powiat zawierciański",2012,15827430.42
"17559",2417000,"Powiat żywiecki",2012,9811779.2
"17560",2601000,"Powiat buski",2012,10557018.65
"17561",2602000,"Powiat jędrzejowski",2012,9518570.4
"17562",2603000,"Powiat kazimierski",2012,5667923.27
"17563",2604000,"Powiat kielecki",2012,25117930.21
"17564",2605000,"Powiat konecki",2012,8082874.68
"17565",2606000,"Powiat opatowski",2012,6308804.15
"17566",2607000,"Powiat ostrowiecki",2012,15252585.83
"17567",2608000,"Powiat pińczowski",2012,5828043.34
"17568",2609000,"Powiat sandomierski",2012,6339402.06
"17569",2610000,"Powiat skarżyski",2012,17289945.45
"17570",2611000,"Powiat starachowicki",2012,9136407.47
"17571",2612000,"Powiat staszowski",2012,26483409.11
"17572",2613000,"Powiat włoszczowski",2012,4785581.38
"17573",2801000,"Powiat bartoszycki",2012,1691553.07
"17574",2802000,"Powiat braniewski",2012,2986949.02
"17575",2803000,"Powiat działdowski",2012,5294091.51
"17576",2804000,"Powiat elbląski",2012,3012012.64
"17577",2805000,"Powiat ełcki",2012,14343699.89
"17578",2806000,"Powiat giżycki",2012,6453448.87
"17579",2807000,"Powiat iławski",2012,7270557.5
"17580",2808000,"Powiat kętrzyński",2012,11323529.93
"17581",2809000,"Powiat lidzbarski",2012,15066312.6
"17582",2810000,"Powiat mrągowski",2012,3337073.73
"17583",2811000,"Powiat nidzicki",2012,861502.57
"17584",2812000,"Powiat nowomiejski",2012,6920154
"17585",2813000,"Powiat olecki",2012,3890467.93
"17586",2814000,"Powiat olsztyński",2012,20134650.45
"17587",2815000,"Powiat ostródzki",2012,24238225.45
"17588",2816000,"Powiat piski",2012,8786822.31
"17589",2817000,"Powiat szczycieński",2012,7069843.5
"17590",2818000,"Powiat gołdapski",2012,790615.93
"17591",2819000,"Powiat węgorzewski",2012,9200348.41
"17592",3001000,"Powiat chodzieski",2012,2498439.99
"17593",3002000,"Powiat czarnkowsko-trzcianecki",2012,1303412.09
"17594",3003000,"Powiat gnieźnieński",2012,7960242.38
"17595",3004000,"Powiat gostyński",2012,10178242.53
"17596",3005000,"Powiat grodziski",2012,4350725.51
"17597",3006000,"Powiat jarociński",2012,18484982.86
"17598",3007000,"Powiat kaliski",2012,16231820.26
"17599",3008000,"Powiat kępiński",2012,12070943.85
"17600",3009000,"Powiat kolski",2012,3225530.67
"17601",3010000,"Powiat koniński",2012,2499013.52
"17602",3011000,"Powiat kościański",2012,13861257.32
"17603",3012000,"Powiat krotoszyński",2012,6287260.22
"17604",3013000,"Powiat leszczyński",2012,11853428.09
"17605",3014000,"Powiat międzychodzki",2012,3349418.98
"17606",3015000,"Powiat nowotomyski",2012,6867621.89
"17607",3016000,"Powiat obornicki",2012,1144129.6
"17608",3017000,"Powiat ostrowski",2012,9212145.37
"17609",3018000,"Powiat ostrzeszowski",2012,4127906.06
"17610",3019000,"Powiat pilski",2012,18542602.02
"17611",3020000,"Powiat pleszewski",2012,3937355.09
"17612",3021000,"Powiat poznański",2012,43497966.19
"17613",3022000,"Powiat rawicki",2012,6575683.29
"17614",3023000,"Powiat słupecki",2012,3904225.16
"17615",3024000,"Powiat szamotulski",2012,7423262.74
"17616",3025000,"Powiat średzki",2012,10262438.22
"17617",3026000,"Powiat śremski",2012,4972458.21
"17618",3027000,"Powiat turecki",2012,11326562.92
"17619",3028000,"Powiat wągrowiecki",2012,2810654.53
"17620",3029000,"Powiat wolsztyński",2012,2598442.19
"17621",3030000,"Powiat wrzesiński",2012,4213609.85
"17622",3031000,"Powiat złotowski",2012,6588602.95
"17623",3201000,"Powiat białogardzki",2012,3414326.59
"17624",3202000,"Powiat choszczeński",2012,4984070.44
"17625",3203000,"Powiat drawski",2012,9445023.91
"17626",3204000,"Powiat goleniowski",2012,9161163.45
"17627",3205000,"Powiat gryficki",2012,7582817.5
"17628",3206000,"Powiat gryfiński",2012,7384480.02
"17629",3207000,"Powiat kamieński",2012,1432094.05
"17630",3208000,"Powiat kołobrzeski",2012,10348736.78
"17631",3209000,"Powiat koszaliński",2012,10340341.55
"17632",3210000,"Powiat myśliborski",2012,1588571.05
"17633",3211000,"Powiat policki",2012,16501525.97
"17634",3212000,"Powiat pyrzycki",2012,2241483.51
"17635",3213000,"Powiat sławieński",2012,4534496
"17636",3214000,"Powiat stargardzki",2012,4073093.65
"17637",3215000,"Powiat szczecinecki",2012,30521890.41
"17638",3216000,"Powiat świdwiński",2012,8360992.73
"17639",3217000,"Powiat wałecki",2012,4164772.76
"17640",3218000,"Powiat łobeski",2012,1204621.26
"17641",201000,"Powiat bolesławiecki",2013,10772602.11
"17642",202000,"Powiat dzierżoniowski",2013,13821014.31
"17643",203000,"Powiat głogowski",2013,10213802.67
"17644",204000,"Powiat górowski",2013,94434.19
"17645",205000,"Powiat jaworski",2013,4399921.72
"17646",206000,"Powiat jeleniogórski",2013,7516929.27
"17647",207000,"Powiat kamiennogórski",2013,6995847.96
"17648",208000,"Powiat kłodzki",2013,11954701.58
"17649",209000,"Powiat legnicki",2013,11741740.21
"17650",210000,"Powiat lubański",2013,9080694.31
"17651",211000,"Powiat lubiński",2013,1607620.46
"17652",212000,"Powiat lwówecki",2013,18914819.91
"17653",213000,"Powiat milicki",2013,5429623.77
"17654",214000,"Powiat oleśnicki",2013,8954444.52
"17655",215000,"Powiat oławski",2013,5994961.93
"17656",216000,"Powiat polkowicki",2013,5736575.75
"17657",217000,"Powiat strzeliński",2013,4457360.58
"17658",218000,"Powiat średzki",2013,5850192.2
"17659",219000,"Powiat świdnicki",2013,14303383.05
"17660",220000,"Powiat trzebnicki",2013,1692699.38
"17661",221000,"Powiat wałbrzyski",2013,1759218.59
"17662",222000,"Powiat wołowski",2013,6577055.2
"17663",223000,"Powiat wrocławski",2013,10095040.12
"17664",224000,"Powiat ząbkowicki",2013,9890179.63
"17665",225000,"Powiat zgorzelecki",2013,3393657.7
"17666",226000,"Powiat złotoryjski",2013,6577773.29
"17667",401000,"Powiat aleksandrowski",2013,1823785.31
"17668",402000,"Powiat brodnicki",2013,6913061.88
"17669",403000,"Powiat bydgoski",2013,13533769.2
"17670",404000,"Powiat chełmiński",2013,9509456.67
"17671",405000,"Powiat golubsko-dobrzyński",2013,1054728.25
"17672",406000,"Powiat grudziądzki",2013,5205770.12
"17673",407000,"Powiat inowrocławski",2013,14981702.15
"17674",408000,"Powiat lipnowski",2013,4314729.23
"17675",409000,"Powiat mogileński",2013,3692269.23
"17676",410000,"Powiat nakielski",2013,8007811.93
"17677",411000,"Powiat radziejowski",2013,1173086.07
"17678",412000,"Powiat rypiński",2013,851661.89
"17679",413000,"Powiat sępoleński",2013,5002875.77
"17680",414000,"Powiat świecki",2013,16880624.8
"17681",415000,"Powiat toruński",2013,12059319.9
"17682",416000,"Powiat tucholski",2013,15982452.19
"17683",417000,"Powiat wąbrzeski",2013,4377683.35
"17684",418000,"Powiat włocławski",2013,6770545.77
"17685",419000,"Powiat żniński",2013,4124575.88
"17686",601000,"Powiat bialski",2013,4250334.77
"17687",602000,"Powiat biłgorajski",2013,9696856.45
"17688",603000,"Powiat chełmski",2013,18487756.84
"17689",604000,"Powiat hrubieszowski",2013,4033008.04
"17690",605000,"Powiat janowski",2013,5153305.37
"17691",606000,"Powiat krasnostawski",2013,11556142.24
"17692",607000,"Powiat kraśnicki",2013,4318113.88
"17693",608000,"Powiat lubartowski",2013,28386769.48
"17694",609000,"Powiat lubelski",2013,26711674.02
"17695",610000,"Powiat łęczyński",2013,10119079.29
"17696",611000,"Powiat łukowski",2013,7351325.46
"17697",612000,"Powiat opolski",2013,7558378.95
"17698",613000,"Powiat parczewski",2013,8284877.21
"17699",614000,"Powiat puławski",2013,11882633.49
"17700",615000,"Powiat radzyński",2013,1093468.22
"17701",616000,"Powiat rycki",2013,3893276.92
"17702",617000,"Powiat świdnicki",2013,5738486.59
"17703",618000,"Powiat tomaszowski",2013,5230837.5
"17704",619000,"Powiat włodawski",2013,5388453.53
"17705",620000,"Powiat zamojski",2013,8990128.82
"17706",801000,"Powiat gorzowski",2013,7673512.02
"17707",802000,"Powiat krośnieński",2013,3967999.66
"17708",803000,"Powiat międzyrzecki",2013,2481947.6
"17709",804000,"Powiat nowosolski",2013,4888676.41
"17710",805000,"Powiat słubicki",2013,2315477.58
"17711",806000,"Powiat strzelecko-drezdenecki",2013,1143419.17
"17712",807000,"Powiat sulęciński",2013,10426557.79
"17713",808000,"Powiat świebodziński",2013,2494762.81
"17714",809000,"Powiat zielonogórski",2013,2324631.17
"17715",810000,"Powiat żagański",2013,5304879.47
"17716",811000,"Powiat żarski",2013,5806330.55
"17717",812000,"Powiat wschowski",2013,2811243.19
"17718",1001000,"Powiat bełchatowski",2013,11109286.1
"17719",1002000,"Powiat kutnowski",2013,4415505.41
"17720",1003000,"Powiat łaski",2013,1860203.3
"17721",1004000,"Powiat łęczycki",2013,2322115.3
"17722",1005000,"Powiat łowicki",2013,6248805.4
"17723",1006000,"Powiat łódzki wschodni",2013,6756415.2
"17724",1007000,"Powiat opoczyński",2013,10323474.5
"17725",1008000,"Powiat pabianicki",2013,8912049.52
"17726",1009000,"Powiat pajęczański",2013,1591406.96
"17727",1010000,"Powiat piotrkowski",2013,7867207.29
"17728",1011000,"Powiat poddębicki",2013,4864920.15
"17729",1012000,"Powiat radomszczański",2013,5569387.59
"17730",1013000,"Powiat rawski",2013,1801603.86
"17731",1014000,"Powiat sieradzki",2013,12852675.65
"17732",1015000,"Powiat skierniewicki",2013,1535427.97
"17733",1016000,"Powiat tomaszowski",2013,17416627.98
"17734",1017000,"Powiat wieluński",2013,5957673.51
"17735",1018000,"Powiat wieruszowski",2013,2957033.4
"17736",1019000,"Powiat zduńskowolski",2013,8346097.59
"17737",1020000,"Powiat zgierski",2013,4421690.12
"17738",1021000,"Powiat brzeziński",2013,3227248.7
"17739",1201000,"Powiat bocheński",2013,19634522
"17740",1202000,"Powiat brzeski",2013,12926601.99
"17741",1203000,"Powiat chrzanowski",2013,8961615.4
"17742",1204000,"Powiat dąbrowski",2013,12408977.03
"17743",1205000,"Powiat gorlicki",2013,6549705.02
"17744",1206000,"Powiat krakowski",2013,15625583.36
"17745",1207000,"Powiat limanowski",2013,16983763.95
"17746",1208000,"Powiat miechowski",2013,9548891.29
"17747",1209000,"Powiat myślenicki",2013,20573781.86
"17748",1210000,"Powiat nowosądecki",2013,23553932.2
"17749",1211000,"Powiat nowotarski",2013,23026222.29
"17750",1212000,"Powiat olkuski",2013,7595941.86
