"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_bezrobocie"
"8715",3031000,"Powiat złotowski",2016,835
"8716",3061000,"Powiat m.Kalisz",2016,802
"8717",3062000,"Powiat m.Konin",2016,275
"8718",3063000,"Powiat m.Leszno",2016,577
"8719",3064000,"Powiat m.Poznań",2016,1685
"8720",3201000,"Powiat białogardzki",2016,1594
"8721",3202000,"Powiat choszczeński",2016,1303
"8722",3203000,"Powiat drawski",2016,1563
"8723",3204000,"Powiat goleniowski",2016,859
"8724",3205000,"Powiat gryficki",2016,1273
"8725",3206000,"Powiat gryfiński",2016,1216
"8726",3207000,"Powiat kamieński",2016,775
"8727",3208000,"Powiat kołobrzeski",2016,708
"8728",3209000,"Powiat koszaliński",2016,1058
"8729",3210000,"Powiat myśliborski",2016,1435
"8730",3211000,"Powiat policki",2016,906
"8731",3212000,"Powiat pyrzycki",2016,1009
"8732",3213000,"Powiat sławieński",2016,724
"8733",3214000,"Powiat stargardzki",2016,858
"8734",3215000,"Powiat szczecinecki",2016,1077
"8735",3216000,"Powiat świdwiński",2016,1776
"8736",3217000,"Powiat wałecki",2016,3962
"8737",3218000,"Powiat łobeski",2016,1811
"8738",3261000,"Powiat m.Koszalin",2016,1566
"8739",3262000,"Powiat m.Szczecin",2016,223
"8740",3263000,"Powiat m.Świnoujście",2016,1087
"8741",201000,"Powiat bolesławiecki",2017,678
"8742",202000,"Powiat dzierżoniowski",2017,808
"8743",203000,"Powiat głogowski",2017,661
"8744",204000,"Powiat górowski",2017,937
"8745",205000,"Powiat jaworski",2017,882
"8746",206000,"Powiat jeleniogórski",2017,968
"8747",207000,"Powiat kamiennogórski",2017,620
"8748",208000,"Powiat kłodzki",2017,2379
"8749",209000,"Powiat legnicki",2017,876
"8750",210000,"Powiat lubański",2017,659
"8751",211000,"Powiat lubiński",2017,437
"8752",212000,"Powiat lwówecki",2017,818
"8753",213000,"Powiat milicki",2017,389
"8754",214000,"Powiat oleśnicki",2017,600
"8755",215000,"Powiat oławski",2017,395
"8756",216000,"Powiat polkowicki",2017,865
"8757",217000,"Powiat strzeliński",2017,701
"8758",218000,"Powiat średzki",2017,301
"8759",219000,"Powiat świdnicki",2017,1926
"8760",220000,"Powiat trzebnicki",2017,624
"8761",221000,"Powiat wałbrzyski",2017,975
"8762",222000,"Powiat wołowski",2017,658
"8763",223000,"Powiat wrocławski",2017,338
"8764",224000,"Powiat ząbkowicki",2017,1129
"8765",225000,"Powiat zgorzelecki",2017,1082
"8766",226000,"Powiat złotoryjski",2017,1066
"8767",261000,"Powiat m.Jelenia Góra",2017,728
"8768",262000,"Powiat m.Legnica",2017,872
"8769",264000,"Powiat m.Wrocław",2017,2261
"8770",265000,"Powiat m.Wałbrzych od 2013",2017,1741
"8771",401000,"Powiat aleksandrowski",2017,1670
"8772",402000,"Powiat brodnicki",2017,1311
"8773",403000,"Powiat bydgoski",2017,1183
"8774",404000,"Powiat chełmiński",2017,1141
"8775",405000,"Powiat golubsko-dobrzyński",2017,1062
"8776",406000,"Powiat grudziądzki",2017,1310
"8777",407000,"Powiat inowrocławski",2017,3154
"8778",408000,"Powiat lipnowski",2017,3266
"8779",409000,"Powiat mogileński",2017,815
"8780",410000,"Powiat nakielski",2017,1797
"8781",411000,"Powiat radziejowski",2017,1024
"8782",412000,"Powiat rypiński",2017,1247
"8783",413000,"Powiat sępoleński",2017,618
"8784",414000,"Powiat świecki",2017,1594
"8785",415000,"Powiat toruński",2017,1625
"8786",416000,"Powiat tucholski",2017,783
"8787",417000,"Powiat wąbrzeski",2017,759
"8788",418000,"Powiat włocławski",2017,3339
"8789",419000,"Powiat żniński",2017,1502
"8790",461000,"Powiat m.Bydgoszcz",2017,1882
"8791",462000,"Powiat m.Grudziądz",2017,2309
"8792",463000,"Powiat m.Toruń",2017,1916
"8793",464000,"Powiat m.Włocławek",2017,4366
"8794",601000,"Powiat bialski",2017,1603
"8795",602000,"Powiat biłgorajski",2017,734
"8796",603000,"Powiat chełmski",2017,1602
"8797",604000,"Powiat hrubieszowski",2017,1141
"8798",605000,"Powiat janowski",2017,618
"8799",606000,"Powiat krasnostawski",2017,1258
"8800",607000,"Powiat kraśnicki",2017,1321
"8801",608000,"Powiat lubartowski",2017,1395
"8802",609000,"Powiat lubelski",2017,1225
"8803",610000,"Powiat łęczyński",2017,473
"8804",611000,"Powiat łukowski",2017,633
"8805",612000,"Powiat opolski",2017,721
"8806",613000,"Powiat parczewski",2017,726
"8807",614000,"Powiat puławski",2017,966
"8808",615000,"Powiat radzyński",2017,835
"8809",616000,"Powiat rycki",2017,654
"8810",617000,"Powiat świdnicki",2017,710
"8811",618000,"Powiat tomaszowski",2017,1135
"8812",619000,"Powiat włodawski",2017,898
"8813",620000,"Powiat zamojski",2017,1397
"8814",661000,"Powiat m.Biała Podlaska",2017,507
"8815",662000,"Powiat m.Chełm",2017,910
"8816",663000,"Powiat m.Lublin",2017,2678
"8817",664000,"Powiat m.Zamość",2017,1085
"8818",801000,"Powiat gorzowski",2017,879
"8819",802000,"Powiat krośnieński",2017,811
"8820",803000,"Powiat międzyrzecki",2017,935
"8821",804000,"Powiat nowosolski",2017,1269
"8822",805000,"Powiat słubicki",2017,745
"8823",806000,"Powiat strzelecko-drezdenecki",2017,1492
"8824",807000,"Powiat sulęciński",2017,1006
"8825",808000,"Powiat świebodziński",2017,688
"8826",809000,"Powiat zielonogórski",2017,1021
"8827",810000,"Powiat żagański",2017,1464
"8828",811000,"Powiat żarski",2017,1343
"8829",812000,"Powiat wschowski",2017,585
"8830",861000,"Powiat m.Gorzów Wielkopolski",2017,886
"8831",862000,"Powiat m.Zielona Góra",2017,871
"8832",1001000,"Powiat bełchatowski",2017,1676
"8833",1002000,"Powiat kutnowski",2017,1812
"8834",1003000,"Powiat łaski",2017,508
"8835",1004000,"Powiat łęczycki",2017,1069
"8836",1005000,"Powiat łowicki",2017,735
"8837",1006000,"Powiat łódzki wschodni",2017,661
"8838",1007000,"Powiat opoczyński",2017,958
"8839",1008000,"Powiat pabianicki",2017,1151
"8840",1009000,"Powiat pajęczański",2017,535
"8841",1010000,"Powiat piotrkowski",2017,1060
"8842",1011000,"Powiat poddębicki",2017,535
"8843",1012000,"Powiat radomszczański",2017,1552
"8844",1013000,"Powiat rawski",2017,392
"8845",1014000,"Powiat sieradzki",2017,1325
"8846",1015000,"Powiat skierniewicki",2017,298
"8847",1016000,"Powiat tomaszowski",2017,1614
"8848",1017000,"Powiat wieluński",2017,672
"8849",1018000,"Powiat wieruszowski",2017,317
"8850",1019000,"Powiat zduńskowolski",2017,902
"8851",1020000,"Powiat zgierski",2017,2005
"8852",1021000,"Powiat brzeziński",2017,374
"8853",1061000,"Powiat m.Łódź",2017,10277
"8854",1062000,"Powiat m.Piotrków Trybunalski",2017,1372
"8855",1063000,"Powiat m.Skierniewice",2017,403
"8856",1201000,"Powiat bocheński",2017,509
"8857",1202000,"Powiat brzeski",2017,649
"8858",1203000,"Powiat chrzanowski",2017,1373
"8859",1204000,"Powiat dąbrowski",2017,735
"8860",1205000,"Powiat gorlicki",2017,1152
"8861",1206000,"Powiat krakowski",2017,1092
"8862",1207000,"Powiat limanowski",2017,1313
"8863",1208000,"Powiat miechowski",2017,347
"8864",1209000,"Powiat myślenicki",2017,462
"8865",1210000,"Powiat nowosądecki",2017,1749
"8866",1211000,"Powiat nowotarski",2017,843
"8867",1212000,"Powiat olkuski",2017,1022
"8868",1213000,"Powiat oświęcimski",2017,851
"8869",1214000,"Powiat proszowicki",2017,250
"8870",1215000,"Powiat suski",2017,600
"8871",1216000,"Powiat tarnowski",2017,1610
"8872",1217000,"Powiat tatrzański",2017,368
"8873",1218000,"Powiat wadowicki",2017,913
"8874",1219000,"Powiat wielicki",2017,699
"8875",1261000,"Powiat m.Kraków",2017,4445
"8876",1262000,"Powiat m.Nowy Sącz",2017,978
"8877",1263000,"Powiat m.Tarnów",2017,1125
"8878",1401000,"Powiat białobrzeski",2017,401
"8879",1402000,"Powiat ciechanowski",2017,1345
"8880",1403000,"Powiat garwoliński",2017,775
"8881",1404000,"Powiat gostyniński",2017,786
"8882",1405000,"Powiat grodziski",2017,577
"8883",1406000,"Powiat grójecki",2017,432
"8884",1407000,"Powiat kozienicki",2017,838
"8885",1408000,"Powiat legionowski",2017,927
"8886",1409000,"Powiat lipski",2017,586
"8887",1410000,"Powiat łosicki",2017,391
"8888",1411000,"Powiat makowski",2017,921
"8889",1412000,"Powiat miński",2017,942
"8890",1413000,"Powiat mławski",2017,829
"8891",1414000,"Powiat nowodworski",2017,765
"8892",1415000,"Powiat ostrołęcki",2017,802
"8893",1416000,"Powiat ostrowski",2017,952
"8894",1417000,"Powiat otwocki",2017,580
"8895",1418000,"Powiat piaseczyński",2017,731
"8896",1419000,"Powiat płocki",2017,1738
"8897",1420000,"Powiat płoński",2017,1140
"8898",1421000,"Powiat pruszkowski",2017,589
"8899",1422000,"Powiat przasnyski",2017,905
"8900",1423000,"Powiat przysuski",2017,659
"8901",1424000,"Powiat pułtuski",2017,810
"8902",1425000,"Powiat radomski",2017,2069
"8903",1426000,"Powiat siedlecki",2017,680
"8904",1427000,"Powiat sierpecki",2017,974
"8905",1428000,"Powiat sochaczewski",2017,925
"8906",1429000,"Powiat sokołowski",2017,558
"8907",1430000,"Powiat szydłowiecki",2017,1060
"8908",1432000,"Powiat warszawski zachodni",2017,327
"8909",1433000,"Powiat węgrowski",2017,678
"8910",1434000,"Powiat wołomiński",2017,1447
"8911",1435000,"Powiat wyszkowski",2017,504
"8912",1436000,"Powiat zwoleński",2017,717
"8913",1437000,"Powiat żuromiński",2017,554
"8914",1438000,"Powiat żyrardowski",2017,659
"8915",1461000,"Powiat m.Ostrołęka",2017,1110
"8916",1462000,"Powiat m.Płock",2017,1965
"8917",1463000,"Powiat m.Radom",2017,4812
"8918",1464000,"Powiat m.Siedlce",2017,878
"8919",1465000,"Powiat m. st. Warszawa",2017,5754
"8920",1601000,"Powiat brzeski",2017,1209
"8921",1602000,"Powiat głubczycki",2017,1027
"8922",1603000,"Powiat kędzierzyńsko-kozielski",2017,1184
"8923",1604000,"Powiat kluczborski",2017,819
"8924",1605000,"Powiat krapkowicki",2017,547
"8925",1606000,"Powiat namysłowski",2017,555
"8926",1607000,"Powiat nyski",2017,2175
"8927",1608000,"Powiat oleski",2017,477
"8928",1609000,"Powiat opolski",2017,1121
"8929",1610000,"Powiat prudnicki",2017,1074
"8930",1611000,"Powiat strzelecki",2017,490
"8931",1661000,"Powiat m.Opole",2017,726
"8932",1801000,"Powiat bieszczadzki",2017,415
"8933",1802000,"Powiat brzozowski",2017,1319
"8934",1803000,"Powiat dębicki",2017,2136
"8935",1804000,"Powiat jarosławski",2017,1854
"8936",1805000,"Powiat jasielski",2017,2193
"8937",1806000,"Powiat kolbuszowski",2017,753
"8938",1807000,"Powiat krośnieński",2017,1237
"8939",1808000,"Powiat leżajski",2017,1181
"8940",1809000,"Powiat lubaczowski",2017,865
"8941",1810000,"Powiat łańcucki",2017,1104
"8942",1811000,"Powiat mielecki",2017,986
"8943",1812000,"Powiat niżański",2017,1122
"8944",1813000,"Powiat przemyski",2017,1926
"8945",1814000,"Powiat przeworski",2017,1318
"8946",1815000,"Powiat ropczycko-sędziszowski",2017,817
"8947",1816000,"Powiat rzeszowski",2017,1925
"8948",1817000,"Powiat sanocki",2017,1077
"8949",1818000,"Powiat stalowowolski",2017,1047
"8950",1819000,"Powiat strzyżowski",2017,1254
"8951",1820000,"Powiat tarnobrzeski",2017,656
"8952",1821000,"Powiat leski",2017,435
"8953",1861000,"Powiat m.Krosno",2017,618
"8954",1862000,"Powiat m.Przemyśl",2017,1467
"8955",1863000,"Powiat m.Rzeszów",2017,1651
"8956",1864000,"Powiat m.Tarnobrzeg",2017,520
"8957",2001000,"Powiat augustowski",2017,926
"8958",2002000,"Powiat białostocki",2017,2339
"8959",2003000,"Powiat bielski",2017,739
"8960",2004000,"Powiat grajewski",2017,1093
"8961",2005000,"Powiat hajnowski",2017,1190
"8962",2006000,"Powiat kolneński",2017,620
"8963",2007000,"Powiat łomżyński",2017,476
"8964",2008000,"Powiat moniecki",2017,629
"8965",2009000,"Powiat sejneński",2017,462
"8966",2010000,"Powiat siemiatycki",2017,912
"8967",2011000,"Powiat sokólski",2017,1701
"8968",2012000,"Powiat suwalski",2017,288
"8969",2013000,"Powiat wysokomazowiecki",2017,427
"8970",2014000,"Powiat zambrowski",2017,665
"8971",2061000,"Powiat m.Białystok",2017,3698
"8972",2062000,"Powiat m.Łomża",2017,690
"8973",2063000,"Powiat m.Suwałki",2017,743
"8974",2201000,"Powiat bytowski",2017,1347
"8975",2202000,"Powiat chojnicki",2017,1204
"8976",2203000,"Powiat człuchowski",2017,1151
"8977",2204000,"Powiat gdański",2017,574
"8978",2205000,"Powiat kartuski",2017,509
"8979",2206000,"Powiat kościerski",2017,860
"8980",2207000,"Powiat kwidzyński",2017,1311
"8981",2208000,"Powiat lęborski",2017,868
"8982",2209000,"Powiat malborski",2017,1213
"8983",2210000,"Powiat nowodworski",2017,721
"8984",2211000,"Powiat pucki",2017,491
"8985",2212000,"Powiat słupski",2017,1547
"8986",2213000,"Powiat starogardzki",2017,1466
"8987",2214000,"Powiat tczewski",2017,1292
"8988",2215000,"Powiat wejherowski",2017,1345
"8989",2216000,"Powiat sztumski",2017,814
"8990",2261000,"Powiat m.Gdańsk",2017,1146
"8991",2262000,"Powiat m.Gdynia",2017,689
"8992",2263000,"Powiat m.Słupsk",2017,981
"8993",2264000,"Powiat m.Sopot",2017,83
"8994",2401000,"Powiat będziński",2017,1801
"8995",2402000,"Powiat bielski",2017,660
"8996",2403000,"Powiat cieszyński",2017,1004
"8997",2404000,"Powiat częstochowski",2017,1255
"8998",2405000,"Powiat gliwicki",2017,621
"8999",2406000,"Powiat kłobucki",2017,652
"9000",2407000,"Powiat lubliniecki",2017,605
"9001",2408000,"Powiat mikołowski",2017,555
"9002",2409000,"Powiat myszkowski",2017,739
"9003",2410000,"Powiat pszczyński",2017,574
"9004",2411000,"Powiat raciborski",2017,666
"9005",2412000,"Powiat rybnicki",2017,479
"9006",2413000,"Powiat tarnogórski",2017,1259
"9007",2414000,"Powiat bieruńsko-lędziński",2017,255
"9008",2415000,"Powiat wodzisławski",2017,1094
"9009",2416000,"Powiat zawierciański",2017,1587
"9010",2417000,"Powiat żywiecki",2017,1209
"9011",2461000,"Powiat m.Bielsko-Biała",2017,452
"9012",2462000,"Powiat m.Bytom",2017,3263
"9013",2463000,"Powiat m.Chorzów",2017,1782
"9014",2464000,"Powiat m.Częstochowa",2017,1822
"9015",2465000,"Powiat m.Dąbrowa Górnicza",2017,944
"9016",2466000,"Powiat m.Gliwice",2017,1066
"9017",2467000,"Powiat m.Jastrzębie-Zdrój",2017,880
"9018",2468000,"Powiat m.Jaworzno",2017,348
"9019",2469000,"Powiat m.Katowice",2017,2308
"9020",2470000,"Powiat m.Mysłowice",2017,525
"9021",2471000,"Powiat m.Piekary Śląskie",2017,431
"9022",2472000,"Powiat m.Ruda Śląska",2017,1073
"9023",2473000,"Powiat m.Rybnik",2017,1094
"9024",2474000,"Powiat m.Siemianowice Śląskie",2017,1133
"9025",2475000,"Powiat m.Sosnowiec",2017,2358
"9026",2476000,"Powiat m.Świętochłowice",2017,499
"9027",2477000,"Powiat m.Tychy",2017,712
"9028",2478000,"Powiat m.Zabrze",2017,2008
"9029",2479000,"Powiat m.Żory",2017,181
"9030",2601000,"Powiat buski",2017,698
"9031",2602000,"Powiat jędrzejowski",2017,1136
"9032",2603000,"Powiat kazimierski",2017,434
"9033",2604000,"Powiat kielecki",2017,3147
"9034",2605000,"Powiat konecki",2017,1492
"9035",2606000,"Powiat opatowski",2017,984
"9036",2607000,"Powiat ostrowiecki",2017,1421
"9037",2608000,"Powiat pińczowski",2017,399
"9038",2609000,"Powiat sandomierski",2017,961
"9039",2610000,"Powiat skarżyski",2017,1586
"9040",2611000,"Powiat starachowicki",2017,1669
"9041",2612000,"Powiat staszowski",2017,1063
"9042",2613000,"Powiat włoszczowski",2017,445
"9043",2661000,"Powiat m.Kielce",2017,2484
"9044",2801000,"Powiat bartoszycki",2017,2501
"9045",2802000,"Powiat braniewski",2017,1311
"9046",2803000,"Powiat działdowski",2017,1321
"9047",2804000,"Powiat elbląski",2017,2220
"9048",2805000,"Powiat ełcki",2017,1662
"9049",2806000,"Powiat giżycki",2017,1387
"9050",2807000,"Powiat iławski",2017,1263
"9051",2808000,"Powiat kętrzyński",2017,2538
"9052",2809000,"Powiat lidzbarski",2017,1199
"9053",2810000,"Powiat mrągowski",2017,1406
"9054",2811000,"Powiat nidzicki",2017,504
"9055",2812000,"Powiat nowomiejski",2017,869
"9056",2813000,"Powiat olecki",2017,885
"9057",2814000,"Powiat olsztyński",2017,2335
"9058",2815000,"Powiat ostródzki",2017,2450
"9059",2816000,"Powiat piski",2017,1542
"9060",2817000,"Powiat szczycieński",2017,1323
"9061",2818000,"Powiat gołdapski",2017,644
"9062",2819000,"Powiat węgorzewski",2017,578
"9063",2861000,"Powiat m.Elbląg",2017,1768
"9064",2862000,"Powiat m.Olsztyn",2017,2266
"9065",3001000,"Powiat chodzieski",2017,664
"9066",3002000,"Powiat czarnkowsko-trzcianecki",2017,978
"9067",3003000,"Powiat gnieźnieński",2017,1526
"9068",3004000,"Powiat gostyński",2017,590
"9069",3005000,"Powiat grodziski",2017,270
"9070",3006000,"Powiat jarociński",2017,413
"9071",3007000,"Powiat kaliski",2017,365
"9072",3008000,"Powiat kępiński",2017,258
"9073",3009000,"Powiat kolski",2017,1122
"9074",3010000,"Powiat koniński",2017,1387
"9075",3011000,"Powiat kościański",2017,401
"9076",3012000,"Powiat krotoszyński",2017,600
"9077",3013000,"Powiat leszczyński",2017,205
"9078",3014000,"Powiat międzychodzki",2017,230
"9079",3015000,"Powiat nowotomyski",2017,246
"9080",3016000,"Powiat obornicki",2017,520
"9081",3017000,"Powiat ostrowski",2017,1098
"9082",3018000,"Powiat ostrzeszowski",2017,351
"9083",3019000,"Powiat pilski",2017,1892
"9084",3020000,"Powiat pleszewski",2017,537
"9085",3021000,"Powiat poznański",2017,1070
"9086",3022000,"Powiat rawicki",2017,502
"9087",3023000,"Powiat słupecki",2017,593
"9088",3024000,"Powiat szamotulski",2017,494
"9089",3025000,"Powiat średzki",2017,508
"9090",3026000,"Powiat śremski",2017,322
"9091",3027000,"Powiat turecki",2017,731
"9092",3028000,"Powiat wągrowiecki",2017,642
"9093",3029000,"Powiat wolsztyński",2017,208
"9094",3030000,"Powiat wrzesiński",2017,440
"9095",3031000,"Powiat złotowski",2017,1418
"9096",3061000,"Powiat m.Kalisz",2017,1561
"9097",3062000,"Powiat m.Konin",2017,1785
"9098",3063000,"Powiat m.Leszno",2017,673
"9099",3064000,"Powiat m.Poznań",2017,2197
"9100",3201000,"Powiat białogardzki",2017,1316
"9101",3202000,"Powiat choszczeński",2017,1035
"9102",3203000,"Powiat drawski",2017,1301
"9103",3204000,"Powiat goleniowski",2017,730
"9104",3205000,"Powiat gryficki",2017,998
"9105",3206000,"Powiat gryfiński",2017,1093
"9106",3207000,"Powiat kamieński",2017,677
"9107",3208000,"Powiat kołobrzeski",2017,523
"9108",3209000,"Powiat koszaliński",2017,1227
"9109",3210000,"Powiat myśliborski",2017,902
"9110",3211000,"Powiat policki",2017,564
"9111",3212000,"Powiat pyrzycki",2017,751
"9112",3213000,"Powiat sławieński",2017,855
"9113",3214000,"Powiat stargardzki",2017,1452
"9114",3215000,"Powiat szczecinecki",2017,1620
"9115",3216000,"Powiat świdwiński",2017,1417
"9116",3217000,"Powiat wałecki",2017,890
"9117",3218000,"Powiat łobeski",2017,765
"9118",3261000,"Powiat m.Koszalin",2017,818
"9119",3262000,"Powiat m.Szczecin",2017,3170
"9120",3263000,"Powiat m.Świnoujście",2017,204
"9121",201000,"Powiat bolesławiecki",2018,518
"9122",202000,"Powiat dzierżoniowski",2018,633
"9123",203000,"Powiat głogowski",2018,604
"9124",204000,"Powiat górowski",2018,818
"9125",205000,"Powiat jaworski",2018,762
"9126",206000,"Powiat jeleniogórski",2018,779
"9127",207000,"Powiat kamiennogórski",2018,455
"9128",208000,"Powiat kłodzki",2018,1864
"9129",209000,"Powiat legnicki",2018,747
"9130",210000,"Powiat lubański",2018,508
"9131",211000,"Powiat lubiński",2018,384
"9132",212000,"Powiat lwówecki",2018,648
"9133",213000,"Powiat milicki",2018,332
"9134",214000,"Powiat oleśnicki",2018,447
"9135",215000,"Powiat oławski",2018,319
"9136",216000,"Powiat polkowicki",2018,717
"9137",217000,"Powiat strzeliński",2018,624
"9138",218000,"Powiat średzki",2018,261
"9139",219000,"Powiat świdnicki",2018,1541
"9140",220000,"Powiat trzebnicki",2018,527
"9141",221000,"Powiat wałbrzyski",2018,793
"9142",222000,"Powiat wołowski",2018,541
"9143",223000,"Powiat wrocławski",2018,255
"9144",224000,"Powiat ząbkowicki",2018,919
"9145",225000,"Powiat zgorzelecki",2018,843
"9146",226000,"Powiat złotoryjski",2018,923
"9147",261000,"Powiat m.Jelenia Góra",2018,537
"9148",262000,"Powiat m.Legnica",2018,733
"9149",264000,"Powiat m.Wrocław",2018,1770
"9150",265000,"Powiat m.Wałbrzych od 2013",2018,1349
"9151",401000,"Powiat aleksandrowski",2018,1406
"9152",402000,"Powiat brodnicki",2018,1113
"9153",403000,"Powiat bydgoski",2018,1002
"9154",404000,"Powiat chełmiński",2018,975
"9155",405000,"Powiat golubsko-dobrzyński",2018,878
"9156",406000,"Powiat grudziądzki",2018,1124
"9157",407000,"Powiat inowrocławski",2018,2640
"9158",408000,"Powiat lipnowski",2018,2838
"9159",409000,"Powiat mogileński",2018,730
"9160",410000,"Powiat nakielski",2018,1502
"9161",411000,"Powiat radziejowski",2018,888
"9162",412000,"Powiat rypiński",2018,1120
"9163",413000,"Powiat sępoleński",2018,571
"9164",414000,"Powiat świecki",2018,1351
"9165",415000,"Powiat toruński",2018,1341
"9166",416000,"Powiat tucholski",2018,700
"9167",417000,"Powiat wąbrzeski",2018,634
"9168",418000,"Powiat włocławski",2018,2978
"9169",419000,"Powiat żniński",2018,1253
"9170",461000,"Powiat m.Bydgoszcz",2018,1529
"9171",462000,"Powiat m.Grudziądz",2018,1948
"9172",463000,"Powiat m.Toruń",2018,1535
"9173",464000,"Powiat m.Włocławek",2018,3513
"9174",601000,"Powiat bialski",2018,1435
"9175",602000,"Powiat biłgorajski",2018,600
"9176",603000,"Powiat chełmski",2018,1288
"9177",604000,"Powiat hrubieszowski",2018,969
"9178",605000,"Powiat janowski",2018,542
"9179",606000,"Powiat krasnostawski",2018,1264
"9180",607000,"Powiat kraśnicki",2018,1169
"9181",608000,"Powiat lubartowski",2018,1205
"9182",609000,"Powiat lubelski",2018,1063
"9183",610000,"Powiat łęczyński",2018,418
"9184",611000,"Powiat łukowski",2018,549
"9185",612000,"Powiat opolski",2018,634
"9186",613000,"Powiat parczewski",2018,614
"9187",614000,"Powiat puławski",2018,861
"9188",615000,"Powiat radzyński",2018,721
"9189",616000,"Powiat rycki",2018,549
"9190",617000,"Powiat świdnicki",2018,568
"9191",618000,"Powiat tomaszowski",2018,969
"9192",619000,"Powiat włodawski",2018,824
"9193",620000,"Powiat zamojski",2018,1165
"9194",661000,"Powiat m.Biała Podlaska",2018,424
"9195",662000,"Powiat m.Chełm",2018,796
"9196",663000,"Powiat m.Lublin",2018,2179
"9197",664000,"Powiat m.Zamość",2018,938
"9198",801000,"Powiat gorzowski",2018,727
"9199",802000,"Powiat krośnieński",2018,709
"9200",803000,"Powiat międzyrzecki",2018,724
"9201",804000,"Powiat nowosolski",2018,966
"9202",805000,"Powiat słubicki",2018,627
"9203",806000,"Powiat strzelecko-drezdenecki",2018,1267
"9204",807000,"Powiat sulęciński",2018,821
"9205",808000,"Powiat świebodziński",2018,578
"9206",809000,"Powiat zielonogórski",2018,933
"9207",810000,"Powiat żagański",2018,1150
"9208",811000,"Powiat żarski",2018,1143
"9209",812000,"Powiat wschowski",2018,494
"9210",861000,"Powiat m.Gorzów Wielkopolski",2018,638
"9211",862000,"Powiat m.Zielona Góra",2018,697
"9212",1001000,"Powiat bełchatowski",2018,1366
"9213",1002000,"Powiat kutnowski",2018,1597
"9214",1003000,"Powiat łaski",2018,383
"9215",1004000,"Powiat łęczycki",2018,911
"9216",1005000,"Powiat łowicki",2018,621
"9217",1006000,"Powiat łódzki wschodni",2018,576
"9218",1007000,"Powiat opoczyński",2018,721
"9219",1008000,"Powiat pabianicki",2018,820
"9220",1009000,"Powiat pajęczański",2018,483
"9221",1010000,"Powiat piotrkowski",2018,809
"9222",1011000,"Powiat poddębicki",2018,497
"9223",1012000,"Powiat radomszczański",2018,1299
"9224",1013000,"Powiat rawski",2018,314
"9225",1014000,"Powiat sieradzki",2018,1073
"9226",1015000,"Powiat skierniewicki",2018,239
"9227",1016000,"Powiat tomaszowski",2018,1327
"9228",1017000,"Powiat wieluński",2018,567
"9229",1018000,"Powiat wieruszowski",2018,252
"9230",1019000,"Powiat zduńskowolski",2018,750
"9231",1020000,"Powiat zgierski",2018,1613
"9232",1021000,"Powiat brzeziński",2018,284
"9233",1061000,"Powiat m.Łódź",2018,8541
"9234",1062000,"Powiat m.Piotrków Trybunalski",2018,941
"9235",1063000,"Powiat m.Skierniewice",2018,339
"9236",1201000,"Powiat bocheński",2018,449
"9237",1202000,"Powiat brzeski",2018,562
"9238",1203000,"Powiat chrzanowski",2018,1274
"9239",1204000,"Powiat dąbrowski",2018,625
"9240",1205000,"Powiat gorlicki",2018,751
"9241",1206000,"Powiat krakowski",2018,900
"9242",1207000,"Powiat limanowski",2018,1061
"9243",1208000,"Powiat miechowski",2018,289
"9244",1209000,"Powiat myślenicki",2018,346
"9245",1210000,"Powiat nowosądecki",2018,1412
"9246",1211000,"Powiat nowotarski",2018,704
"9247",1212000,"Powiat olkuski",2018,846
"9248",1213000,"Powiat oświęcimski",2018,731
"9249",1214000,"Powiat proszowicki",2018,235
"9250",1215000,"Powiat suski",2018,507
"9251",1216000,"Powiat tarnowski",2018,1374
"9252",1217000,"Powiat tatrzański",2018,327
"9253",1218000,"Powiat wadowicki",2018,761
"9254",1219000,"Powiat wielicki",2018,650
"9255",1261000,"Powiat m.Kraków",2018,3933
"9256",1262000,"Powiat m.Nowy Sącz",2018,762
"9257",1263000,"Powiat m.Tarnów",2018,959
"9258",1401000,"Powiat białobrzeski",2018,355
"9259",1402000,"Powiat ciechanowski",2018,1149
"9260",1403000,"Powiat garwoliński",2018,687
"9261",1404000,"Powiat gostyniński",2018,680
"9262",1405000,"Powiat grodziski",2018,474
"9263",1406000,"Powiat grójecki",2018,351
"9264",1407000,"Powiat kozienicki",2018,779
"9265",1408000,"Powiat legionowski",2018,772
"9266",1409000,"Powiat lipski",2018,484
"9267",1410000,"Powiat łosicki",2018,320
"9268",1411000,"Powiat makowski",2018,856
"9269",1412000,"Powiat miński",2018,760
"9270",1413000,"Powiat mławski",2018,669
"9271",1414000,"Powiat nowodworski",2018,626
"9272",1415000,"Powiat ostrołęcki",2018,639
"9273",1416000,"Powiat ostrowski",2018,707
"9274",1417000,"Powiat otwocki",2018,460
"9275",1418000,"Powiat piaseczyński",2018,642
"9276",1419000,"Powiat płocki",2018,1470
"9277",1420000,"Powiat płoński",2018,959
"9278",1421000,"Powiat pruszkowski",2018,478
"9279",1422000,"Powiat przasnyski",2018,787
"9280",1423000,"Powiat przysuski",2018,549
"9281",1424000,"Powiat pułtuski",2018,759
"9282",1425000,"Powiat radomski",2018,1732
"9283",1426000,"Powiat siedlecki",2018,590
"9284",1427000,"Powiat sierpecki",2018,945
