"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_mieszkanie"
"31237",664000,"Powiat m.Zamość",2012,2.8
"31238",801000,"Powiat gorzowski",2012,3.27
"31239",802000,"Powiat krośnieński",2012,3.01
"31240",803000,"Powiat międzyrzecki",2012,2.94
"31241",804000,"Powiat nowosolski",2012,2.97
"31242",805000,"Powiat słubicki",2012,2.99
"31243",806000,"Powiat strzelecko-drezdenecki",2012,3.11
"31244",807000,"Powiat sulęciński",2012,3.02
"31245",808000,"Powiat świebodziński",2012,2.97
"31246",809000,"Powiat zielonogórski",2012,3.15
"31247",810000,"Powiat żagański",2012,2.82
"31248",811000,"Powiat żarski",2012,2.96
"31249",812000,"Powiat wschowski",2012,3.25
"31250",861000,"Powiat m.Gorzów Wielkopolski",2012,2.49
"31251",862000,"Powiat m.Zielona Góra",2012,2.44
"31252",1001000,"Powiat bełchatowski",2012,2.87
"31253",1002000,"Powiat kutnowski",2012,2.72
"31254",1003000,"Powiat łaski",2012,2.69
"31255",1004000,"Powiat łęczycki",2012,3.03
"31256",1005000,"Powiat łowicki",2012,2.97
"31257",1006000,"Powiat łódzki wschodni",2012,2.98
"31258",1007000,"Powiat opoczyński",2012,3.05
"31259",1008000,"Powiat pabianicki",2012,2.41
"31260",1009000,"Powiat pajęczański",2012,3.16
"31261",1010000,"Powiat piotrkowski",2012,3.13
"31262",1011000,"Powiat poddębicki",2012,2.77
"31263",1012000,"Powiat radomszczański",2012,2.76
"31264",1013000,"Powiat rawski",2012,3.07
"31265",1014000,"Powiat sieradzki",2012,3.1
"31266",1015000,"Powiat skierniewicki",2012,3.2
"31267",1016000,"Powiat tomaszowski",2012,2.69
"31268",1017000,"Powiat wieluński",2012,3.12
"31269",1018000,"Powiat wieruszowski",2012,3.23
"31270",1019000,"Powiat zduńskowolski",2012,2.83
"31271",1020000,"Powiat zgierski",2012,2.59
"31272",1021000,"Powiat brzeziński",2012,2.8
"31273",1061000,"Powiat m.Łódź",2012,2.07
"31274",1062000,"Powiat m.Piotrków Trybunalski",2012,2.47
"31275",1063000,"Powiat m.Skierniewice",2012,2.51
"31276",1201000,"Powiat bocheński",2012,3.46
"31277",1202000,"Powiat brzeski",2012,3.5
"31278",1203000,"Powiat chrzanowski",2012,2.95
"31279",1204000,"Powiat dąbrowski",2012,3.7
"31280",1205000,"Powiat gorlicki",2012,3.56
"31281",1206000,"Powiat krakowski",2012,3.29
"31282",1207000,"Powiat limanowski",2012,3.94
"31283",1208000,"Powiat miechowski",2012,2.97
"31284",1209000,"Powiat myślenicki",2012,3.76
"31285",1210000,"Powiat nowosądecki",2012,4.07
"31286",1211000,"Powiat nowotarski",2012,3.71
"31287",1212000,"Powiat olkuski",2012,3.07
"31288",1213000,"Powiat oświęcimski",2012,3.12
"31289",1214000,"Powiat proszowicki",2012,3.46
"31290",1215000,"Powiat suski",2012,3.48
"31291",1216000,"Powiat tarnowski",2012,3.86
"31292",1217000,"Powiat tatrzański",2012,2.85
"31293",1218000,"Powiat wadowicki",2012,3.53
"31294",1219000,"Powiat wielicki",2012,3.29
"31295",1261000,"Powiat m.Kraków",2012,2.23
"31296",1262000,"Powiat m.Nowy Sącz",2012,2.89
"31297",1263000,"Powiat m.Tarnów",2012,2.66
"31298",1401000,"Powiat białobrzeski",2012,2.93
"31299",1402000,"Powiat ciechanowski",2012,3.02
"31300",1403000,"Powiat garwoliński",2012,3.24
"31301",1404000,"Powiat gostyniński",2012,2.95
"31302",1405000,"Powiat grodziski",2012,2.68
"31303",1406000,"Powiat grójecki",2012,2.81
"31304",1407000,"Powiat kozienicki",2012,2.91
"31305",1408000,"Powiat legionowski",2012,2.67
"31306",1409000,"Powiat lipski",2012,2.75
"31307",1410000,"Powiat łosicki",2012,2.88
"31308",1411000,"Powiat makowski",2012,3.16
"31309",1412000,"Powiat miński",2012,2.82
"31310",1413000,"Powiat mławski",2012,3.1
"31311",1414000,"Powiat nowodworski",2012,2.8
"31312",1415000,"Powiat ostrołęcki",2012,3.75
"31313",1416000,"Powiat ostrowski",2012,3.1
"31314",1417000,"Powiat otwocki",2012,2.72
"31315",1418000,"Powiat piaseczyński",2012,2.45
"31316",1419000,"Powiat płocki",2012,3.34
"31317",1420000,"Powiat płoński",2012,3.05
"31318",1421000,"Powiat pruszkowski",2012,2.61
"31319",1422000,"Powiat przasnyski",2012,3.43
"31320",1423000,"Powiat przysuski",2012,2.99
"31321",1424000,"Powiat pułtuski",2012,2.91
"31322",1425000,"Powiat radomski",2012,3.46
"31323",1426000,"Powiat siedlecki",2012,3.21
"31324",1427000,"Powiat sierpecki",2012,3.27
"31325",1428000,"Powiat sochaczewski",2012,2.98
"31326",1429000,"Powiat sokołowski",2012,2.74
"31327",1430000,"Powiat szydłowiecki",2012,3.18
"31328",1432000,"Powiat warszawski zachodni",2012,2.68
"31329",1433000,"Powiat węgrowski",2012,2.83
"31330",1434000,"Powiat wołomiński",2012,2.98
"31331",1435000,"Powiat wyszkowski",2012,3.32
"31332",1436000,"Powiat zwoleński",2012,3.12
"31333",1437000,"Powiat żuromiński",2012,3.41
"31334",1438000,"Powiat żyrardowski",2012,2.59
"31335",1461000,"Powiat m.Ostrołęka",2012,2.89
"31336",1462000,"Powiat m.Płock",2012,2.51
"31337",1463000,"Powiat m.Radom",2012,2.7
"31338",1464000,"Powiat m.Siedlce",2012,2.53
"31339",1465000,"Powiat m. st. Warszawa",2012,1.97
"31340",1601000,"Powiat brzeski",2012,2.91
"31341",1602000,"Powiat głubczycki",2012,2.81
"31342",1603000,"Powiat kędzierzyńsko-kozielski",2012,2.74
"31343",1604000,"Powiat kluczborski",2012,3
"31344",1605000,"Powiat krapkowicki",2012,3.13
"31345",1606000,"Powiat namysłowski",2012,2.97
"31346",1607000,"Powiat nyski",2012,2.95
"31347",1608000,"Powiat oleski",2012,3.2
"31348",1609000,"Powiat opolski",2012,3.25
"31349",1610000,"Powiat prudnicki",2012,2.84
"31350",1611000,"Powiat strzelecki",2012,3.19
"31351",1661000,"Powiat m.Opole",2012,2.4
"31352",1801000,"Powiat bieszczadzki",2012,3.36
"31353",1802000,"Powiat brzozowski",2012,3.72
"31354",1803000,"Powiat dębicki",2012,3.72
"31355",1804000,"Powiat jarosławski",2012,3.53
"31356",1805000,"Powiat jasielski",2012,3.54
"31357",1806000,"Powiat kolbuszowski",2012,3.86
"31358",1807000,"Powiat krośnieński",2012,3.68
"31359",1808000,"Powiat leżajski",2012,3.64
"31360",1809000,"Powiat lubaczowski",2012,3.5
"31361",1810000,"Powiat łańcucki",2012,3.5
"31362",1811000,"Powiat mielecki",2012,3.44
"31363",1812000,"Powiat niżański",2012,3.53
"31364",1813000,"Powiat przemyski",2012,3.82
"31365",1814000,"Powiat przeworski",2012,3.46
"31366",1815000,"Powiat ropczycko-sędziszowski",2012,3.73
"31367",1816000,"Powiat rzeszowski",2012,3.58
"31368",1817000,"Powiat sanocki",2012,3.43
"31369",1818000,"Powiat stalowowolski",2012,3.11
"31370",1819000,"Powiat strzyżowski",2012,3.72
"31371",1820000,"Powiat tarnobrzeski",2012,3.5
"31372",1821000,"Powiat leski",2012,3.51
"31373",1861000,"Powiat m.Krosno",2012,2.79
"31374",1862000,"Powiat m.Przemyśl",2012,2.63
"31375",1863000,"Powiat m.Rzeszów",2012,2.65
"31376",1864000,"Powiat m.Tarnobrzeg",2012,2.84
"31377",2001000,"Powiat augustowski",2012,3.08
"31378",2002000,"Powiat białostocki",2012,2.84
"31379",2003000,"Powiat bielski",2012,2.5
"31380",2004000,"Powiat grajewski",2012,3.27
"31381",2005000,"Powiat hajnowski",2012,2.14
"31382",2006000,"Powiat kolneński",2012,3.8
"31383",2007000,"Powiat łomżyński",2012,3.58
"31384",2008000,"Powiat moniecki",2012,3.16
"31385",2009000,"Powiat sejneński",2012,3.02
"31386",2010000,"Powiat siemiatycki",2012,2.66
"31387",2011000,"Powiat sokólski",2012,2.84
"31388",2012000,"Powiat suwalski",2012,3.32
"31389",2013000,"Powiat wysokomazowiecki",2012,3.36
"31390",2014000,"Powiat zambrowski",2012,3.24
"31391",2061000,"Powiat m.Białystok",2012,2.44
"31392",2062000,"Powiat m.Łomża",2012,2.8
"31393",2063000,"Powiat m.Suwałki",2012,2.85
"31394",2201000,"Powiat bytowski",2012,3.58
"31395",2202000,"Powiat chojnicki",2012,3.42
"31396",2203000,"Powiat człuchowski",2012,3.28
"31397",2204000,"Powiat gdański",2012,3.16
"31398",2205000,"Powiat kartuski",2012,3.84
"31399",2206000,"Powiat kościerski",2012,3.52
"31400",2207000,"Powiat kwidzyński",2012,3.32
"31401",2208000,"Powiat lęborski",2012,3.13
"31402",2209000,"Powiat malborski",2012,3.07
"31403",2210000,"Powiat nowodworski",2012,2.92
"31404",2211000,"Powiat pucki",2012,3.12
"31405",2212000,"Powiat słupski",2012,3.19
"31406",2213000,"Powiat starogardzki",2012,3.34
"31407",2214000,"Powiat tczewski",2012,3.22
"31408",2215000,"Powiat wejherowski",2012,3.16
"31409",2216000,"Powiat sztumski",2012,3.37
"31410",2261000,"Powiat m.Gdańsk",2012,2.31
"31411",2262000,"Powiat m.Gdynia",2012,2.3
"31412",2263000,"Powiat m.Słupsk",2012,2.51
"31413",2264000,"Powiat m.Sopot",2012,2.03
"31414",2401000,"Powiat będziński",2012,2.51
"31415",2402000,"Powiat bielski",2012,3.33
"31416",2403000,"Powiat cieszyński",2012,3.02
"31417",2404000,"Powiat częstochowski",2012,3
"31418",2405000,"Powiat gliwicki",2012,3.09
"31419",2406000,"Powiat kłobucki",2012,3.29
"31420",2407000,"Powiat lubliniecki",2012,3.16
"31421",2408000,"Powiat mikołowski",2012,3
"31422",2409000,"Powiat myszkowski",2012,2.75
"31423",2410000,"Powiat pszczyński",2012,3.56
"31424",2411000,"Powiat raciborski",2012,3.09
"31425",2412000,"Powiat rybnicki",2012,3.24
"31426",2413000,"Powiat tarnogórski",2012,2.95
"31427",2414000,"Powiat bieruńsko-lędziński",2012,3.33
"31428",2415000,"Powiat wodzisławski",2012,3.3
"31429",2416000,"Powiat zawierciański",2012,2.6
"31430",2417000,"Powiat żywiecki",2012,3.11
"31431",2461000,"Powiat m.Bielsko-Biała",2012,2.55
"31432",2462000,"Powiat m.Bytom",2012,2.39
"31433",2463000,"Powiat m.Chorzów",2012,2.13
"31434",2464000,"Powiat m.Częstochowa",2012,2.41
"31435",2465000,"Powiat m.Dąbrowa Górnicza",2012,2.54
"31436",2466000,"Powiat m.Gliwice",2012,2.39
"31437",2467000,"Powiat m.Jastrzębie-Zdrój",2012,2.92
"31438",2468000,"Powiat m.Jaworzno",2012,2.78
"31439",2469000,"Powiat m.Katowice",2012,2.22
"31440",2470000,"Powiat m.Mysłowice",2012,2.71
"31441",2471000,"Powiat m.Piekary Śląskie",2012,2.6
"31442",2472000,"Powiat m.Ruda Śląska",2012,2.47
"31443",2473000,"Powiat m.Rybnik",2012,3.03
"31444",2474000,"Powiat m.Siemianowice Śląskie",2012,2.25
"31445",2475000,"Powiat m.Sosnowiec",2012,2.35
"31446",2476000,"Powiat m.Świętochłowice",2012,2.34
"31447",2477000,"Powiat m.Tychy",2012,2.67
"31448",2478000,"Powiat m.Zabrze",2012,2.58
"31449",2479000,"Powiat m.Żory",2012,3.2
"31450",2601000,"Powiat buski",2012,3.04
"31451",2602000,"Powiat jędrzejowski",2012,3
"31452",2603000,"Powiat kazimierski",2012,3.26
"31453",2604000,"Powiat kielecki",2012,3.61
"31454",2605000,"Powiat konecki",2012,2.86
"31455",2606000,"Powiat opatowski",2012,2.99
"31456",2607000,"Powiat ostrowiecki",2012,2.84
"31457",2608000,"Powiat pińczowski",2012,2.9
"31458",2609000,"Powiat sandomierski",2012,3.18
"31459",2610000,"Powiat skarżyski",2012,2.62
"31460",2611000,"Powiat starachowicki",2012,2.95
"31461",2612000,"Powiat staszowski",2012,3.19
"31462",2613000,"Powiat włoszczowski",2012,2.93
"31463",2661000,"Powiat m.Kielce",2012,2.51
"31464",2801000,"Powiat bartoszycki",2012,2.96
"31465",2802000,"Powiat braniewski",2012,3.05
"31466",2803000,"Powiat działdowski",2012,3.19
"31467",2804000,"Powiat elbląski",2012,3.33
"31468",2805000,"Powiat ełcki",2012,2.92
"31469",2806000,"Powiat giżycki",2012,2.86
"31470",2807000,"Powiat iławski",2012,3.27
"31471",2808000,"Powiat kętrzyński",2012,2.84
"31472",2809000,"Powiat lidzbarski",2012,2.92
"31473",2810000,"Powiat mrągowski",2012,2.96
"31474",2811000,"Powiat nidzicki",2012,3.3
"31475",2812000,"Powiat nowomiejski",2012,3.37
"31476",2813000,"Powiat olecki",2012,3.04
"31477",2814000,"Powiat olsztyński",2012,3.16
"31478",2815000,"Powiat ostródzki",2012,3.06
"31479",2816000,"Powiat piski",2012,3.14
"31480",2817000,"Powiat szczycieński",2012,3.27
"31481",2818000,"Powiat gołdapski",2012,3.12
"31482",2819000,"Powiat węgorzewski",2012,2.87
"31483",2861000,"Powiat m.Elbląg",2012,2.72
"31484",2862000,"Powiat m.Olsztyn",2012,2.38
"31485",3001000,"Powiat chodzieski",2012,3.33
"31486",3002000,"Powiat czarnkowsko-trzcianecki",2012,3.33
"31487",3003000,"Powiat gnieźnieński",2012,3.1
"31488",3004000,"Powiat gostyński",2012,3.67
"31489",3005000,"Powiat grodziski",2012,3.69
"31490",3006000,"Powiat jarociński",2012,3.49
"31491",3007000,"Powiat kaliski",2012,3.72
"31492",3008000,"Powiat kępiński",2012,3.46
"31493",3009000,"Powiat kolski",2012,3.14
"31494",3010000,"Powiat koniński",2012,3.7
"31495",3011000,"Powiat kościański",2012,3.36
"31496",3012000,"Powiat krotoszyński",2012,3.47
"31497",3013000,"Powiat leszczyński",2012,3.79
"31498",3014000,"Powiat międzychodzki",2012,3.11
"31499",3015000,"Powiat nowotomyski",2012,3.34
"31500",3016000,"Powiat obornicki",2012,3.27
"31501",3017000,"Powiat ostrowski",2012,3.27
"31502",3018000,"Powiat ostrzeszowski",2012,3.47
"31503",3019000,"Powiat pilski",2012,3.1
"31504",3020000,"Powiat pleszewski",2012,3.57
"31505",3021000,"Powiat poznański",2012,3.09
"31506",3022000,"Powiat rawicki",2012,3.29
"31507",3023000,"Powiat słupecki",2012,3.35
"31508",3024000,"Powiat szamotulski",2012,3.24
"31509",3025000,"Powiat średzki",2012,3.35
"31510",3026000,"Powiat śremski",2012,3.34
"31511",3027000,"Powiat turecki",2012,3.31
"31512",3028000,"Powiat wągrowiecki",2012,3.35
"31513",3029000,"Powiat wolsztyński",2012,3.71
"31514",3030000,"Powiat wrzesiński",2012,3.23
"31515",3031000,"Powiat złotowski",2012,3.33
"31516",3061000,"Powiat m.Kalisz",2012,2.46
"31517",3062000,"Powiat m.Konin",2012,2.7
"31518",3063000,"Powiat m.Leszno",2012,2.76
"31519",3064000,"Powiat m.Poznań",2012,2.28
"31520",3201000,"Powiat białogardzki",2012,2.99
"31521",3202000,"Powiat choszczeński",2012,3.1
"31522",3203000,"Powiat drawski",2012,2.98
"31523",3204000,"Powiat goleniowski",2012,3.12
"31524",3205000,"Powiat gryficki",2012,3.01
"31525",3206000,"Powiat gryfiński",2012,3.18
"31526",3207000,"Powiat kamieński",2012,2.46
"31527",3208000,"Powiat kołobrzeski",2012,2.46
"31528",3209000,"Powiat koszaliński",2012,3.2
"31529",3210000,"Powiat myśliborski",2012,3.12
"31530",3211000,"Powiat policki",2012,2.82
"31531",3212000,"Powiat pyrzycki",2012,3.26
"31532",3213000,"Powiat sławieński",2012,3.22
"31533",3214000,"Powiat stargardzki",2012,2.99
"31534",3215000,"Powiat szczecinecki",2012,2.87
"31535",3216000,"Powiat świdwiński",2012,3
"31536",3217000,"Powiat wałecki",2012,2.96
"31537",3218000,"Powiat łobeski",2012,3.01
"31538",3261000,"Powiat m.Koszalin",2012,2.49
"31539",3262000,"Powiat m.Szczecin",2012,2.43
"31540",3263000,"Powiat m.Świnoujście",2012,2.08
"31541",201000,"Powiat bolesławiecki",2013,2.96
"31542",202000,"Powiat dzierżoniowski",2013,2.66
"31543",203000,"Powiat głogowski",2013,2.85
"31544",204000,"Powiat górowski",2013,3.11
"31545",205000,"Powiat jaworski",2013,2.94
"31546",206000,"Powiat jeleniogórski",2013,2.72
"31547",207000,"Powiat kamiennogórski",2013,2.71
"31548",208000,"Powiat kłodzki",2013,2.6
"31549",209000,"Powiat legnicki",2013,3.11
"31550",210000,"Powiat lubański",2013,2.82
"31551",211000,"Powiat lubiński",2013,2.72
"31552",212000,"Powiat lwówecki",2013,2.85
"31553",213000,"Powiat milicki",2013,3.32
"31554",214000,"Powiat oleśnicki",2013,3.08
"31555",215000,"Powiat oławski",2013,2.89
"31556",216000,"Powiat polkowicki",2013,3.03
"31557",217000,"Powiat strzeliński",2013,3
"31558",218000,"Powiat średzki",2013,3.15
"31559",219000,"Powiat świdnicki",2013,2.73
"31560",220000,"Powiat trzebnicki",2013,3.2
"31561",221000,"Powiat wałbrzyski",2013,2.63
"31562",222000,"Powiat wołowski",2013,2.85
"31563",223000,"Powiat wrocławski",2013,2.84
"31564",224000,"Powiat ząbkowicki",2013,2.87
"31565",225000,"Powiat zgorzelecki",2013,2.76
"31566",226000,"Powiat złotoryjski",2013,2.91
"31567",261000,"Powiat m.Jelenia Góra",2013,2.35
"31568",262000,"Powiat m.Legnica",2013,2.46
"31569",264000,"Powiat m.Wrocław",2013,2.18
"31570",265000,"Powiat m.Wałbrzych od 2013",2013,2.34
"31571",401000,"Powiat aleksandrowski",2013,2.9
"31572",402000,"Powiat brodnicki",2013,3.18
"31573",403000,"Powiat bydgoski",2013,3.23
"31574",404000,"Powiat chełmiński",2013,3.26
"31575",405000,"Powiat golubsko-dobrzyński",2013,3.27
"31576",406000,"Powiat grudziądzki",2013,3.42
"31577",407000,"Powiat inowrocławski",2013,2.89
"31578",408000,"Powiat lipnowski",2013,3.47
"31579",409000,"Powiat mogileński",2013,3.31
"31580",410000,"Powiat nakielski",2013,3.43
"31581",411000,"Powiat radziejowski",2013,3.44
"31582",412000,"Powiat rypiński",2013,3.29
"31583",413000,"Powiat sępoleński",2013,3.48
"31584",414000,"Powiat świecki",2013,3.25
"31585",415000,"Powiat toruński",2013,3.46
"31586",416000,"Powiat tucholski",2013,3.42
"31587",417000,"Powiat wąbrzeski",2013,3.13
"31588",418000,"Powiat włocławski",2013,3.31
"31589",419000,"Powiat żniński",2013,3.36
"31590",461000,"Powiat m.Bydgoszcz",2013,2.46
"31591",462000,"Powiat m.Grudziądz",2013,2.55
"31592",463000,"Powiat m.Toruń",2013,2.37
"31593",464000,"Powiat m.Włocławek",2013,2.51
"31594",601000,"Powiat bialski",2013,2.95
"31595",602000,"Powiat biłgorajski",2013,3.36
"31596",603000,"Powiat chełmski",2013,2.83
"31597",604000,"Powiat hrubieszowski",2013,2.95
"31598",605000,"Powiat janowski",2013,3.54
"31599",606000,"Powiat krasnostawski",2013,2.72
"31600",607000,"Powiat kraśnicki",2013,3.14
"31601",608000,"Powiat lubartowski",2013,3.02
"31602",609000,"Powiat lubelski",2013,3.14
"31603",610000,"Powiat łęczyński",2013,3.18
"31604",611000,"Powiat łukowski",2013,3.35
"31605",612000,"Powiat opolski",2013,3
"31606",613000,"Powiat parczewski",2013,2.81
"31607",614000,"Powiat puławski",2013,2.77
"31608",615000,"Powiat radzyński",2013,3.14
"31609",616000,"Powiat rycki",2013,2.91
"31610",617000,"Powiat świdnicki",2013,2.78
"31611",618000,"Powiat tomaszowski",2013,3.12
"31612",619000,"Powiat włodawski",2013,2.82
"31613",620000,"Powiat zamojski",2013,3.03
"31614",661000,"Powiat m.Biała Podlaska",2013,2.71
"31615",662000,"Powiat m.Chełm",2013,2.57
"31616",663000,"Powiat m.Lublin",2013,2.38
"31617",664000,"Powiat m.Zamość",2013,2.76
"31618",801000,"Powiat gorzowski",2013,3.25
"31619",802000,"Powiat krośnieński",2013,2.99
"31620",803000,"Powiat międzyrzecki",2013,2.92
"31621",804000,"Powiat nowosolski",2013,2.94
"31622",805000,"Powiat słubicki",2013,2.96
"31623",806000,"Powiat strzelecko-drezdenecki",2013,3.07
"31624",807000,"Powiat sulęciński",2013,2.99
"31625",808000,"Powiat świebodziński",2013,2.95
"31626",809000,"Powiat zielonogórski",2013,3.13
"31627",810000,"Powiat żagański",2013,2.8
"31628",811000,"Powiat żarski",2013,2.93
"31629",812000,"Powiat wschowski",2013,3.22
"31630",861000,"Powiat m.Gorzów Wielkopolski",2013,2.47
"31631",862000,"Powiat m.Zielona Góra",2013,2.4
"31632",1001000,"Powiat bełchatowski",2013,2.85
"31633",1002000,"Powiat kutnowski",2013,2.69
"31634",1003000,"Powiat łaski",2013,2.67
"31635",1004000,"Powiat łęczycki",2013,3.01
"31636",1005000,"Powiat łowicki",2013,2.94
"31637",1006000,"Powiat łódzki wschodni",2013,2.97
"31638",1007000,"Powiat opoczyński",2013,3.03
"31639",1008000,"Powiat pabianicki",2013,2.39
"31640",1009000,"Powiat pajęczański",2013,3.14
"31641",1010000,"Powiat piotrkowski",2013,3.11
"31642",1011000,"Powiat poddębicki",2013,2.75
"31643",1012000,"Powiat radomszczański",2013,2.73
"31644",1013000,"Powiat rawski",2013,3.06
"31645",1014000,"Powiat sieradzki",2013,3.08
"31646",1015000,"Powiat skierniewicki",2013,3.17
"31647",1016000,"Powiat tomaszowski",2013,2.66
"31648",1017000,"Powiat wieluński",2013,3.1
"31649",1018000,"Powiat wieruszowski",2013,3.22
"31650",1019000,"Powiat zduńskowolski",2013,2.81
"31651",1020000,"Powiat zgierski",2013,2.57
"31652",1021000,"Powiat brzeziński",2013,2.77
"31653",1061000,"Powiat m.Łódź",2013,2.04
"31654",1062000,"Powiat m.Piotrków Trybunalski",2013,2.45
"31655",1063000,"Powiat m.Skierniewice",2013,2.5
"31656",1201000,"Powiat bocheński",2013,3.42
"31657",1202000,"Powiat brzeski",2013,3.48
"31658",1203000,"Powiat chrzanowski",2013,2.93
"31659",1204000,"Powiat dąbrowski",2013,3.67
"31660",1205000,"Powiat gorlicki",2013,3.52
"31661",1206000,"Powiat krakowski",2013,3.27
"31662",1207000,"Powiat limanowski",2013,3.92
"31663",1208000,"Powiat miechowski",2013,2.94
"31664",1209000,"Powiat myślenicki",2013,3.74
"31665",1210000,"Powiat nowosądecki",2013,4.05
"31666",1211000,"Powiat nowotarski",2013,3.68
"31667",1212000,"Powiat olkuski",2013,3.05
"31668",1213000,"Powiat oświęcimski",2013,3.09
"31669",1214000,"Powiat proszowicki",2013,3.43
"31670",1215000,"Powiat suski",2013,3.45
"31671",1216000,"Powiat tarnowski",2013,3.82
"31672",1217000,"Powiat tatrzański",2013,2.83
"31673",1218000,"Powiat wadowicki",2013,3.5
"31674",1219000,"Powiat wielicki",2013,3.29
"31675",1261000,"Powiat m.Kraków",2013,2.19
"31676",1262000,"Powiat m.Nowy Sącz",2013,2.85
"31677",1263000,"Powiat m.Tarnów",2013,2.62
"31678",1401000,"Powiat białobrzeski",2013,2.91
"31679",1402000,"Powiat ciechanowski",2013,2.99
"31680",1403000,"Powiat garwoliński",2013,3.21
"31681",1404000,"Powiat gostyniński",2013,2.92
"31682",1405000,"Powiat grodziski",2013,2.67
"31683",1406000,"Powiat grójecki",2013,2.79
"31684",1407000,"Powiat kozienicki",2013,2.87
"31685",1408000,"Powiat legionowski",2013,2.65
"31686",1409000,"Powiat lipski",2013,2.72
"31687",1410000,"Powiat łosicki",2013,2.84
"31688",1411000,"Powiat makowski",2013,3.12
"31689",1412000,"Powiat miński",2013,2.81
"31690",1413000,"Powiat mławski",2013,3.04
"31691",1414000,"Powiat nowodworski",2013,2.77
"31692",1415000,"Powiat ostrołęcki",2013,3.72
"31693",1416000,"Powiat ostrowski",2013,3.08
"31694",1417000,"Powiat otwocki",2013,2.7
"31695",1418000,"Powiat piaseczyński",2013,2.45
"31696",1419000,"Powiat płocki",2013,3.3
"31697",1420000,"Powiat płoński",2013,3.02
"31698",1421000,"Powiat pruszkowski",2013,2.62
"31699",1422000,"Powiat przasnyski",2013,3.38
"31700",1423000,"Powiat przysuski",2013,2.96
"31701",1424000,"Powiat pułtuski",2013,2.87
"31702",1425000,"Powiat radomski",2013,3.42
"31703",1426000,"Powiat siedlecki",2013,3.18
"31704",1427000,"Powiat sierpecki",2013,3.23
"31705",1428000,"Powiat sochaczewski",2013,2.96
"31706",1429000,"Powiat sokołowski",2013,2.71
"31707",1430000,"Powiat szydłowiecki",2013,3.13
"31708",1432000,"Powiat warszawski zachodni",2013,2.67
"31709",1433000,"Powiat węgrowski",2013,2.8
"31710",1434000,"Powiat wołomiński",2013,2.96
"31711",1435000,"Powiat wyszkowski",2013,3.29
"31712",1436000,"Powiat zwoleński",2013,3.08
"31713",1437000,"Powiat żuromiński",2013,3.37
"31714",1438000,"Powiat żyrardowski",2013,2.55
"31715",1461000,"Powiat m.Ostrołęka",2013,2.83
"31716",1462000,"Powiat m.Płock",2013,2.48
"31717",1463000,"Powiat m.Radom",2013,2.67
"31718",1464000,"Powiat m.Siedlce",2013,2.48
"31719",1465000,"Powiat m. st. Warszawa",2013,1.95
"31720",1601000,"Powiat brzeski",2013,2.88
"31721",1602000,"Powiat głubczycki",2013,2.78
"31722",1603000,"Powiat kędzierzyńsko-kozielski",2013,2.71
"31723",1604000,"Powiat kluczborski",2013,2.98
"31724",1605000,"Powiat krapkowicki",2013,3.11
"31725",1606000,"Powiat namysłowski",2013,2.94
"31726",1607000,"Powiat nyski",2013,2.91
"31727",1608000,"Powiat oleski",2013,3.18
"31728",1609000,"Powiat opolski",2013,3.22
"31729",1610000,"Powiat prudnicki",2013,2.82
"31730",1611000,"Powiat strzelecki",2013,3.16
"31731",1661000,"Powiat m.Opole",2013,2.36
"31732",1801000,"Powiat bieszczadzki",2013,3.33
"31733",1802000,"Powiat brzozowski",2013,3.68
"31734",1803000,"Powiat dębicki",2013,3.68
"31735",1804000,"Powiat jarosławski",2013,3.5
"31736",1805000,"Powiat jasielski",2013,3.52
"31737",1806000,"Powiat kolbuszowski",2013,3.83
"31738",1807000,"Powiat krośnieński",2013,3.65
"31739",1808000,"Powiat leżajski",2013,3.61
"31740",1809000,"Powiat lubaczowski",2013,3.47
"31741",1810000,"Powiat łańcucki",2013,3.49
"31742",1811000,"Powiat mielecki",2013,3.41
"31743",1812000,"Powiat niżański",2013,3.48
"31744",1813000,"Powiat przemyski",2013,3.78
"31745",1814000,"Powiat przeworski",2013,3.44
"31746",1815000,"Powiat ropczycko-sędziszowski",2013,3.7
"31747",1816000,"Powiat rzeszowski",2013,3.56
"31748",1817000,"Powiat sanocki",2013,3.39
"31749",1818000,"Powiat stalowowolski",2013,3.08
"31750",1819000,"Powiat strzyżowski",2013,3.67
"31751",1820000,"Powiat tarnobrzeski",2013,3.47
"31752",1821000,"Powiat leski",2013,3.48
"31753",1861000,"Powiat m.Krosno",2013,2.77
"31754",1862000,"Powiat m.Przemyśl",2013,2.59
"31755",1863000,"Powiat m.Rzeszów",2013,2.62
"31756",1864000,"Powiat m.Tarnobrzeg",2013,2.81
"31757",2001000,"Powiat augustowski",2013,3.05
"31758",2002000,"Powiat białostocki",2013,2.81
"31759",2003000,"Powiat bielski",2013,2.47
"31760",2004000,"Powiat grajewski",2013,3.23
"31761",2005000,"Powiat hajnowski",2013,2.1
"31762",2006000,"Powiat kolneński",2013,3.75
"31763",2007000,"Powiat łomżyński",2013,3.54
"31764",2008000,"Powiat moniecki",2013,3.13
"31765",2009000,"Powiat sejneński",2013,3
"31766",2010000,"Powiat siemiatycki",2013,2.63
"31767",2011000,"Powiat sokólski",2013,2.81
"31768",2012000,"Powiat suwalski",2013,3.29
