"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_mieszkanie"
"29285",225000,"Powiat zgorzelecki",2007,2.86
"29286",226000,"Powiat złotoryjski",2007,3.06
"29287",261000,"Powiat m.Jelenia Góra",2007,2.55
"29288",262000,"Powiat m.Legnica",2007,2.61
"29289",264000,"Powiat m.Wrocław",2007,2.49
"29290",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"29291",401000,"Powiat aleksandrowski",2007,3.02
"29292",402000,"Powiat brodnicki",2007,3.26
"29293",403000,"Powiat bydgoski",2007,3.44
"29294",404000,"Powiat chełmiński",2007,3.31
"29295",405000,"Powiat golubsko-dobrzyński",2007,3.41
"29296",406000,"Powiat grudziądzki",2007,3.43
"29297",407000,"Powiat inowrocławski",2007,3.05
"29298",408000,"Powiat lipnowski",2007,3.49
"29299",409000,"Powiat mogileński",2007,3.39
"29300",410000,"Powiat nakielski",2007,3.47
"29301",411000,"Powiat radziejowski",2007,3.42
"29302",412000,"Powiat rypiński",2007,3.4
"29303",413000,"Powiat sępoleński",2007,3.54
"29304",414000,"Powiat świecki",2007,3.3
"29305",415000,"Powiat toruński",2007,3.68
"29306",416000,"Powiat tucholski",2007,3.49
"29307",417000,"Powiat wąbrzeski",2007,3.17
"29308",418000,"Powiat włocławski",2007,3.39
"29309",419000,"Powiat żniński",2007,3.42
"29310",461000,"Powiat m.Bydgoszcz",2007,2.64
"29311",462000,"Powiat m.Grudziądz",2007,2.77
"29312",463000,"Powiat m.Toruń",2007,2.61
"29313",464000,"Powiat m.Włocławek",2007,2.7
"29314",601000,"Powiat bialski",2007,3.14
"29315",602000,"Powiat biłgorajski",2007,3.45
"29316",603000,"Powiat chełmski",2007,2.99
"29317",604000,"Powiat hrubieszowski",2007,3.05
"29318",605000,"Powiat janowski",2007,3.65
"29319",606000,"Powiat krasnostawski",2007,2.91
"29320",607000,"Powiat kraśnicki",2007,3.28
"29321",608000,"Powiat lubartowski",2007,3.23
"29322",609000,"Powiat lubelski",2007,3.31
"29323",610000,"Powiat łęczyński",2007,3.33
"29324",611000,"Powiat łukowski",2007,3.48
"29325",612000,"Powiat opolski",2007,3.12
"29326",613000,"Powiat parczewski",2007,2.96
"29327",614000,"Powiat puławski",2007,2.92
"29328",615000,"Powiat radzyński",2007,3.29
"29329",616000,"Powiat rycki",2007,3.08
"29330",617000,"Powiat świdnicki",2007,2.94
"29331",618000,"Powiat tomaszowski",2007,3.25
"29332",619000,"Powiat włodawski",2007,2.9
"29333",620000,"Powiat zamojski",2007,3.23
"29334",661000,"Powiat m.Biała Podlaska",2007,2.89
"29335",662000,"Powiat m.Chełm",2007,2.78
"29336",663000,"Powiat m.Lublin",2007,2.64
"29337",664000,"Powiat m.Zamość",2007,2.97
"29338",801000,"Powiat gorzowski",2007,3.32
"29339",802000,"Powiat krośnieński",2007,3.06
"29340",803000,"Powiat międzyrzecki",2007,3.04
"29341",804000,"Powiat nowosolski",2007,3.04
"29342",805000,"Powiat słubicki",2007,3.06
"29343",806000,"Powiat strzelecko-drezdenecki",2007,3.17
"29344",807000,"Powiat sulęciński",2007,3.1
"29345",808000,"Powiat świebodziński",2007,3.15
"29346",809000,"Powiat zielonogórski",2007,3.28
"29347",810000,"Powiat żagański",2007,2.91
"29348",811000,"Powiat żarski",2007,3
"29349",812000,"Powiat wschowski",2007,3.34
"29350",861000,"Powiat m.Gorzów Wielkopolski",2007,2.66
"29351",862000,"Powiat m.Zielona Góra",2007,2.57
"29352",1001000,"Powiat bełchatowski",2007,2.99
"29353",1002000,"Powiat kutnowski",2007,2.78
"29354",1003000,"Powiat łaski",2007,2.8
"29355",1004000,"Powiat łęczycki",2007,3.15
"29356",1005000,"Powiat łowicki",2007,3.07
"29357",1006000,"Powiat łódzki wschodni",2007,2.88
"29358",1007000,"Powiat opoczyński",2007,3.13
"29359",1008000,"Powiat pabianicki",2007,2.47
"29360",1009000,"Powiat pajęczański",2007,3.29
"29361",1010000,"Powiat piotrkowski",2007,3.17
"29362",1011000,"Powiat poddębicki",2007,2.84
"29363",1012000,"Powiat radomszczański",2007,2.87
"29364",1013000,"Powiat rawski",2007,3.14
"29365",1014000,"Powiat sieradzki",2007,3.24
"29366",1015000,"Powiat skierniewicki",2007,3.3
"29367",1016000,"Powiat tomaszowski",2007,2.76
"29368",1017000,"Powiat wieluński",2007,3.24
"29369",1018000,"Powiat wieruszowski",2007,3.32
"29370",1019000,"Powiat zduńskowolski",2007,2.92
"29371",1020000,"Powiat zgierski",2007,2.59
"29372",1021000,"Powiat brzeziński",2007,2.85
"29373",1061000,"Powiat m.Łódź",2007,2.26
"29374",1062000,"Powiat m.Piotrków Trybunalski",2007,2.64
"29375",1063000,"Powiat m.Skierniewice",2007,2.68
"29376",1201000,"Powiat bocheński",2007,3.42
"29377",1202000,"Powiat brzeski",2007,3.51
"29378",1203000,"Powiat chrzanowski",2007,2.94
"29379",1204000,"Powiat dąbrowski",2007,3.78
"29380",1205000,"Powiat gorlicki",2007,3.63
"29381",1206000,"Powiat krakowski",2007,3.28
"29382",1207000,"Powiat limanowski",2007,4.01
"29383",1208000,"Powiat miechowski",2007,2.93
"29384",1209000,"Powiat myślenicki",2007,3.73
"29385",1210000,"Powiat nowosądecki",2007,4.2
"29386",1211000,"Powiat nowotarski",2007,3.68
"29387",1212000,"Powiat olkuski",2007,3.02
"29388",1213000,"Powiat oświęcimski",2007,3.06
"29389",1214000,"Powiat proszowicki",2007,3.5
"29390",1215000,"Powiat suski",2007,3.42
"29391",1216000,"Powiat tarnowski",2007,3.93
"29392",1217000,"Powiat tatrzański",2007,2.99
"29393",1218000,"Powiat wadowicki",2007,3.45
"29394",1219000,"Powiat wielicki",2007,3.27
"29395",1261000,"Powiat m.Kraków",2007,2.48
"29396",1262000,"Powiat m.Nowy Sącz",2007,3.06
"29397",1263000,"Powiat m.Tarnów",2007,2.82
"29398",1401000,"Powiat białobrzeski",2007,3.07
"29399",1402000,"Powiat ciechanowski",2007,3.16
"29400",1403000,"Powiat garwoliński",2007,3.39
"29401",1404000,"Powiat gostyniński",2007,3.12
"29402",1405000,"Powiat grodziski",2007,2.73
"29403",1406000,"Powiat grójecki",2007,2.94
"29404",1407000,"Powiat kozienicki",2007,2.98
"29405",1408000,"Powiat legionowski",2007,2.86
"29406",1409000,"Powiat lipski",2007,2.95
"29407",1410000,"Powiat łosicki",2007,3.01
"29408",1411000,"Powiat makowski",2007,3.27
"29409",1412000,"Powiat miński",2007,2.98
"29410",1413000,"Powiat mławski",2007,3.23
"29411",1414000,"Powiat nowodworski",2007,2.92
"29412",1415000,"Powiat ostrołęcki",2007,3.83
"29413",1416000,"Powiat ostrowski",2007,3.23
"29414",1417000,"Powiat otwocki",2007,2.84
"29415",1418000,"Powiat piaseczyński",2007,2.81
"29416",1419000,"Powiat płocki",2007,3.51
"29417",1420000,"Powiat płoński",2007,3.22
"29418",1421000,"Powiat pruszkowski",2007,2.68
"29419",1422000,"Powiat przasnyski",2007,3.47
"29420",1423000,"Powiat przysuski",2007,3.19
"29421",1424000,"Powiat pułtuski",2007,3.18
"29422",1425000,"Powiat radomski",2007,3.5
"29423",1426000,"Powiat siedlecki",2007,3.38
"29424",1427000,"Powiat sierpecki",2007,3.32
"29425",1428000,"Powiat sochaczewski",2007,3.03
"29426",1429000,"Powiat sokołowski",2007,2.84
"29427",1430000,"Powiat szydłowiecki",2007,3.29
"29428",1432000,"Powiat warszawski zachodni",2007,2.9
"29429",1433000,"Powiat węgrowski",2007,3.02
"29430",1434000,"Powiat wołomiński",2007,2.97
"29431",1435000,"Powiat wyszkowski",2007,3.48
"29432",1436000,"Powiat zwoleński",2007,3.31
"29433",1437000,"Powiat żuromiński",2007,3.43
"29434",1438000,"Powiat żyrardowski",2007,2.61
"29435",1461000,"Powiat m.Ostrołęka",2007,3.03
"29436",1462000,"Powiat m.Płock",2007,2.72
"29437",1463000,"Powiat m.Radom",2007,2.89
"29438",1464000,"Powiat m.Siedlce",2007,2.76
"29439",1465000,"Powiat m. st. Warszawa",2007,2.19
"29440",1601000,"Powiat brzeski",2007,2.99
"29441",1602000,"Powiat głubczycki",2007,3.01
"29442",1603000,"Powiat kędzierzyńsko-kozielski",2007,2.86
"29443",1604000,"Powiat kluczborski",2007,3.12
"29444",1605000,"Powiat krapkowicki",2007,3.3
"29445",1606000,"Powiat namysłowski",2007,3.17
"29446",1607000,"Powiat nyski",2007,3.12
"29447",1608000,"Powiat oleski",2007,3.31
"29448",1609000,"Powiat opolski",2007,3.42
"29449",1610000,"Powiat prudnicki",2007,3.01
"29450",1611000,"Powiat strzelecki",2007,3.37
"29451",1661000,"Powiat m.Opole",2007,2.66
"29452",1801000,"Powiat bieszczadzki",2007,3.37
"29453",1802000,"Powiat brzozowski",2007,3.68
"29454",1803000,"Powiat dębicki",2007,3.71
"29455",1804000,"Powiat jarosławski",2007,3.61
"29456",1805000,"Powiat jasielski",2007,3.51
"29457",1806000,"Powiat kolbuszowski",2007,3.89
"29458",1807000,"Powiat krośnieński",2007,3.66
"29459",1808000,"Powiat leżajski",2007,3.61
"29460",1809000,"Powiat lubaczowski",2007,3.61
"29461",1810000,"Powiat łańcucki",2007,3.52
"29462",1811000,"Powiat mielecki",2007,3.5
"29463",1812000,"Powiat niżański",2007,3.57
"29464",1813000,"Powiat przemyski",2007,3.77
"29465",1814000,"Powiat przeworski",2007,3.51
"29466",1815000,"Powiat ropczycko-sędziszowski",2007,3.86
"29467",1816000,"Powiat rzeszowski",2007,3.53
"29468",1817000,"Powiat sanocki",2007,3.42
"29469",1818000,"Powiat stalowowolski",2007,3.14
"29470",1819000,"Powiat strzyżowski",2007,3.57
"29471",1820000,"Powiat tarnobrzeski",2007,3.59
"29472",1821000,"Powiat leski",2007,3.6
"29473",1861000,"Powiat m.Krosno",2007,2.91
"29474",1862000,"Powiat m.Przemyśl",2007,2.87
"29475",1863000,"Powiat m.Rzeszów",2007,2.87
"29476",1864000,"Powiat m.Tarnobrzeg",2007,3.01
"29477",2001000,"Powiat augustowski",2007,3.17
"29478",2002000,"Powiat białostocki",2007,2.91
"29479",2003000,"Powiat bielski",2007,2.69
"29480",2004000,"Powiat grajewski",2007,3.38
"29481",2005000,"Powiat hajnowski",2007,2.29
"29482",2006000,"Powiat kolneński",2007,3.82
"29483",2007000,"Powiat łomżyński",2007,3.67
"29484",2008000,"Powiat moniecki",2007,3.38
"29485",2009000,"Powiat sejneński",2007,3.24
"29486",2010000,"Powiat siemiatycki",2007,2.85
"29487",2011000,"Powiat sokólski",2007,3.01
"29488",2012000,"Powiat suwalski",2007,3.46
"29489",2013000,"Powiat wysokomazowiecki",2007,3.49
"29490",2014000,"Powiat zambrowski",2007,3.39
"29491",2061000,"Powiat m.Białystok",2007,2.59
"29492",2062000,"Powiat m.Łomża",2007,2.99
"29493",2063000,"Powiat m.Suwałki",2007,2.98
"29494",2201000,"Powiat bytowski",2007,3.56
"29495",2202000,"Powiat chojnicki",2007,3.51
"29496",2203000,"Powiat człuchowski",2007,3.31
"29497",2204000,"Powiat gdański",2007,3.35
"29498",2205000,"Powiat kartuski",2007,4.01
"29499",2206000,"Powiat kościerski",2007,3.6
"29500",2207000,"Powiat kwidzyński",2007,3.38
"29501",2208000,"Powiat lęborski",2007,3.16
"29502",2209000,"Powiat malborski",2007,3.09
"29503",2210000,"Powiat nowodworski",2007,3.1
"29504",2211000,"Powiat pucki",2007,3.33
"29505",2212000,"Powiat słupski",2007,3.26
"29506",2213000,"Powiat starogardzki",2007,3.32
"29507",2214000,"Powiat tczewski",2007,3.22
"29508",2215000,"Powiat wejherowski",2007,3.35
"29509",2216000,"Powiat sztumski",2007,3.36
"29510",2261000,"Powiat m.Gdańsk",2007,2.56
"29511",2262000,"Powiat m.Gdynia",2007,2.47
"29512",2263000,"Powiat m.Słupsk",2007,2.68
"29513",2264000,"Powiat m.Sopot",2007,2.18
"29514",2401000,"Powiat będziński",2007,2.5
"29515",2402000,"Powiat bielski",2007,3.13
"29516",2403000,"Powiat cieszyński",2007,2.89
"29517",2404000,"Powiat częstochowski",2007,3.04
"29518",2405000,"Powiat gliwicki",2007,3
"29519",2406000,"Powiat kłobucki",2007,3.36
"29520",2407000,"Powiat lubliniecki",2007,3.23
"29521",2408000,"Powiat mikołowski",2007,2.87
"29522",2409000,"Powiat myszkowski",2007,2.83
"29523",2410000,"Powiat pszczyński",2007,3.47
"29524",2411000,"Powiat raciborski",2007,3.17
"29525",2412000,"Powiat rybnicki",2007,3.08
"29526",2413000,"Powiat tarnogórski",2007,2.94
"29527",2414000,"Powiat bieruńsko-lędziński",2007,3.23
"29528",2415000,"Powiat wodzisławski",2007,3.14
"29529",2416000,"Powiat zawierciański",2007,2.68
"29530",2417000,"Powiat żywiecki",2007,3.14
"29531",2461000,"Powiat m.Bielsko-Biała",2007,2.7
"29532",2462000,"Powiat m.Bytom",2007,2.56
"29533",2463000,"Powiat m.Chorzów",2007,2.26
"29534",2464000,"Powiat m.Częstochowa",2007,2.54
"29535",2465000,"Powiat m.Dąbrowa Górnicza",2007,2.57
"29536",2466000,"Powiat m.Gliwice",2007,2.63
"29537",2467000,"Powiat m.Jastrzębie-Zdrój",2007,3.02
"29538",2468000,"Powiat m.Jaworzno",2007,2.87
"29539",2469000,"Powiat m.Katowice",2007,2.34
"29540",2470000,"Powiat m.Mysłowice",2007,2.76
"29541",2471000,"Powiat m.Piekary Śląskie",2007,2.54
"29542",2472000,"Powiat m.Ruda Śląska",2007,2.55
"29543",2473000,"Powiat m.Rybnik",2007,3
"29544",2474000,"Powiat m.Siemianowice Śląskie",2007,2.39
"29545",2475000,"Powiat m.Sosnowiec",2007,2.45
"29546",2476000,"Powiat m.Świętochłowice",2007,2.49
"29547",2477000,"Powiat m.Tychy",2007,2.81
"29548",2478000,"Powiat m.Zabrze",2007,2.81
"29549",2479000,"Powiat m.Żory",2007,3.29
"29550",2601000,"Powiat buski",2007,3.16
"29551",2602000,"Powiat jędrzejowski",2007,3.12
"29552",2603000,"Powiat kazimierski",2007,3.32
"29553",2604000,"Powiat kielecki",2007,3.64
"29554",2605000,"Powiat konecki",2007,2.93
"29555",2606000,"Powiat opatowski",2007,3.09
"29556",2607000,"Powiat ostrowiecki",2007,2.86
"29557",2608000,"Powiat pińczowski",2007,3.02
"29558",2609000,"Powiat sandomierski",2007,3.33
"29559",2610000,"Powiat skarżyski",2007,2.71
"29560",2611000,"Powiat starachowicki",2007,3
"29561",2612000,"Powiat staszowski",2007,3.32
"29562",2613000,"Powiat włoszczowski",2007,3.1
"29563",2661000,"Powiat m.Kielce",2007,2.67
"29564",2801000,"Powiat bartoszycki",2007,3.04
"29565",2802000,"Powiat braniewski",2007,3.17
"29566",2803000,"Powiat działdowski",2007,3.23
"29567",2804000,"Powiat elbląski",2007,3.4
"29568",2805000,"Powiat ełcki",2007,3.04
"29569",2806000,"Powiat giżycki",2007,2.93
"29570",2807000,"Powiat iławski",2007,3.34
"29571",2808000,"Powiat kętrzyński",2007,2.92
"29572",2809000,"Powiat lidzbarski",2007,2.99
"29573",2810000,"Powiat mrągowski",2007,3.01
"29574",2811000,"Powiat nidzicki",2007,3.28
"29575",2812000,"Powiat nowomiejski",2007,3.4
"29576",2813000,"Powiat olecki",2007,3.11
"29577",2814000,"Powiat olsztyński",2007,3.34
"29578",2815000,"Powiat ostródzki",2007,3.15
"29579",2816000,"Powiat piski",2007,3.24
"29580",2817000,"Powiat szczycieński",2007,3.36
"29581",2818000,"Powiat gołdapski",2007,3.15
"29582",2819000,"Powiat węgorzewski",2007,2.95
"29583",2861000,"Powiat m.Elbląg",2007,2.86
"29584",2862000,"Powiat m.Olsztyn",2007,2.58
"29585",3001000,"Powiat chodzieski",2007,3.28
"29586",3002000,"Powiat czarnkowsko-trzcianecki",2007,3.4
"29587",3003000,"Powiat gnieźnieński",2007,3.26
"29588",3004000,"Powiat gostyński",2007,3.79
"29589",3005000,"Powiat grodziski",2007,3.78
"29590",3006000,"Powiat jarociński",2007,3.6
"29591",3007000,"Powiat kaliski",2007,3.84
"29592",3008000,"Powiat kępiński",2007,3.59
"29593",3009000,"Powiat kolski",2007,3.13
"29594",3010000,"Powiat koniński",2007,3.74
"29595",3011000,"Powiat kościański",2007,3.54
"29596",3012000,"Powiat krotoszyński",2007,3.57
"29597",3013000,"Powiat leszczyński",2007,3.99
"29598",3014000,"Powiat międzychodzki",2007,3.27
"29599",3015000,"Powiat nowotomyski",2007,3.45
"29600",3016000,"Powiat obornicki",2007,3.41
"29601",3017000,"Powiat ostrowski",2007,3.42
"29602",3018000,"Powiat ostrzeszowski",2007,3.55
"29603",3019000,"Powiat pilski",2007,3.24
"29604",3020000,"Powiat pleszewski",2007,3.72
"29605",3021000,"Powiat poznański",2007,3.36
"29606",3022000,"Powiat rawicki",2007,3.45
"29607",3023000,"Powiat słupecki",2007,3.44
"29608",3024000,"Powiat szamotulski",2007,3.46
"29609",3025000,"Powiat średzki",2007,3.48
"29610",3026000,"Powiat śremski",2007,3.49
"29611",3027000,"Powiat turecki",2007,3.36
"29612",3028000,"Powiat wągrowiecki",2007,3.44
"29613",3029000,"Powiat wolsztyński",2007,3.75
"29614",3030000,"Powiat wrzesiński",2007,3.32
"29615",3031000,"Powiat złotowski",2007,3.39
"29616",3061000,"Powiat m.Kalisz",2007,2.7
"29617",3062000,"Powiat m.Konin",2007,2.84
"29618",3063000,"Powiat m.Leszno",2007,2.91
"29619",3064000,"Powiat m.Poznań",2007,2.46
"29620",3201000,"Powiat białogardzki",2007,3.04
"29621",3202000,"Powiat choszczeński",2007,3.18
"29622",3203000,"Powiat drawski",2007,3.08
"29623",3204000,"Powiat goleniowski",2007,3.19
"29624",3205000,"Powiat gryficki",2007,3.1
"29625",3206000,"Powiat gryfiński",2007,3.24
"29626",3207000,"Powiat kamieński",2007,2.77
"29627",3208000,"Powiat kołobrzeski",2007,2.65
"29628",3209000,"Powiat koszaliński",2007,3.36
"29629",3210000,"Powiat myśliborski",2007,3.16
"29630",3211000,"Powiat policki",2007,3.03
"29631",3212000,"Powiat pyrzycki",2007,3.29
"29632",3213000,"Powiat sławieński",2007,3.25
"29633",3214000,"Powiat stargardzki",2007,3.12
"29634",3215000,"Powiat szczecinecki",2007,2.86
"29635",3216000,"Powiat świdwiński",2007,3.04
"29636",3217000,"Powiat wałecki",2007,3.02
"29637",3218000,"Powiat łobeski",2007,3.04
"29638",3261000,"Powiat m.Koszalin",2007,2.63
"29639",3262000,"Powiat m.Szczecin",2007,2.59
"29640",3263000,"Powiat m.Świnoujście",2007,2.44
"29641",201000,"Powiat bolesławiecki",2008,2.99
"29642",202000,"Powiat dzierżoniowski",2008,2.71
"29643",203000,"Powiat głogowski",2008,2.95
"29644",204000,"Powiat górowski",2008,3.17
"29645",205000,"Powiat jaworski",2008,3.02
"29646",206000,"Powiat jeleniogórski",2008,2.81
"29647",207000,"Powiat kamiennogórski",2008,2.79
"29648",208000,"Powiat kłodzki",2008,2.7
"29649",209000,"Powiat legnicki",2008,3.19
"29650",210000,"Powiat lubański",2008,2.88
"29651",211000,"Powiat lubiński",2008,2.87
"29652",212000,"Powiat lwówecki",2008,2.86
"29653",213000,"Powiat milicki",2008,3.44
"29654",214000,"Powiat oleśnicki",2008,3.27
"29655",215000,"Powiat oławski",2008,3.11
"29656",216000,"Powiat polkowicki",2008,3.08
"29657",217000,"Powiat strzeliński",2008,3.09
"29658",218000,"Powiat średzki",2008,3.28
"29659",219000,"Powiat świdnicki",2008,2.8
"29660",220000,"Powiat trzebnicki",2008,3.28
"29661",221000,"Powiat wałbrzyski",2008,2.51
"29662",222000,"Powiat wołowski",2008,2.95
"29663",223000,"Powiat wrocławski",2008,3.1
"29664",224000,"Powiat ząbkowicki",2008,2.93
"29665",225000,"Powiat zgorzelecki",2008,2.84
"29666",226000,"Powiat złotoryjski",2008,3.04
"29667",261000,"Powiat m.Jelenia Góra",2008,2.51
"29668",262000,"Powiat m.Legnica",2008,2.58
"29669",264000,"Powiat m.Wrocław",2008,2.44
"29670",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"29671",401000,"Powiat aleksandrowski",2008,3
"29672",402000,"Powiat brodnicki",2008,3.21
"29673",403000,"Powiat bydgoski",2008,3.4
"29674",404000,"Powiat chełmiński",2008,3.3
"29675",405000,"Powiat golubsko-dobrzyński",2008,3.39
"29676",406000,"Powiat grudziądzki",2008,3.4
"29677",407000,"Powiat inowrocławski",2008,3.03
"29678",408000,"Powiat lipnowski",2008,3.47
"29679",409000,"Powiat mogileński",2008,3.38
"29680",410000,"Powiat nakielski",2008,3.46
"29681",411000,"Powiat radziejowski",2008,3.41
"29682",412000,"Powiat rypiński",2008,3.36
"29683",413000,"Powiat sępoleński",2008,3.52
"29684",414000,"Powiat świecki",2008,3.29
"29685",415000,"Powiat toruński",2008,3.68
"29686",416000,"Powiat tucholski",2008,3.48
"29687",417000,"Powiat wąbrzeski",2008,3.13
"29688",418000,"Powiat włocławski",2008,3.37
"29689",419000,"Powiat żniński",2008,3.4
"29690",461000,"Powiat m.Bydgoszcz",2008,2.59
"29691",462000,"Powiat m.Grudziądz",2008,2.76
"29692",463000,"Powiat m.Toruń",2008,2.55
"29693",464000,"Powiat m.Włocławek",2008,2.67
"29694",601000,"Powiat bialski",2008,3.11
"29695",602000,"Powiat biłgorajski",2008,3.43
"29696",603000,"Powiat chełmski",2008,2.97
"29697",604000,"Powiat hrubieszowski",2008,3.03
"29698",605000,"Powiat janowski",2008,3.62
"29699",606000,"Powiat krasnostawski",2008,2.88
"29700",607000,"Powiat kraśnicki",2008,3.26
"29701",608000,"Powiat lubartowski",2008,3.18
"29702",609000,"Powiat lubelski",2008,3.27
"29703",610000,"Powiat łęczyński",2008,3.3
"29704",611000,"Powiat łukowski",2008,3.45
"29705",612000,"Powiat opolski",2008,3.1
"29706",613000,"Powiat parczewski",2008,2.93
"29707",614000,"Powiat puławski",2008,2.87
"29708",615000,"Powiat radzyński",2008,3.26
"29709",616000,"Powiat rycki",2008,3.05
"29710",617000,"Powiat świdnicki",2008,2.9
"29711",618000,"Powiat tomaszowski",2008,3.22
"29712",619000,"Powiat włodawski",2008,2.87
"29713",620000,"Powiat zamojski",2008,3.2
"29714",661000,"Powiat m.Biała Podlaska",2008,2.86
"29715",662000,"Powiat m.Chełm",2008,2.76
"29716",663000,"Powiat m.Lublin",2008,2.59
"29717",664000,"Powiat m.Zamość",2008,2.94
"29718",801000,"Powiat gorzowski",2008,3.28
"29719",802000,"Powiat krośnieński",2008,3.04
"29720",803000,"Powiat międzyrzecki",2008,3.01
"29721",804000,"Powiat nowosolski",2008,3.02
"29722",805000,"Powiat słubicki",2008,3.03
"29723",806000,"Powiat strzelecko-drezdenecki",2008,3.14
"29724",807000,"Powiat sulęciński",2008,3.07
"29725",808000,"Powiat świebodziński",2008,3.1
"29726",809000,"Powiat zielonogórski",2008,3.24
"29727",810000,"Powiat żagański",2008,2.89
