"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_przestepstwa_stwierdzone_przez_Policje_ogolem_na_mieszkancow"
"24513",1802000,"Powiat brzozowski",2012,NA
"24514",1803000,"Powiat dębicki",2012,NA
"24515",1804000,"Powiat jarosławski",2012,NA
"24516",1805000,"Powiat jasielski",2012,NA
"24517",1806000,"Powiat kolbuszowski",2012,NA
"24518",1807000,"Powiat krośnieński",2012,NA
"24519",1808000,"Powiat leżajski",2012,NA
"24520",1809000,"Powiat lubaczowski",2012,NA
"24521",1810000,"Powiat łańcucki",2012,NA
"24522",1811000,"Powiat mielecki",2012,NA
"24523",1812000,"Powiat niżański",2012,NA
"24524",1813000,"Powiat przemyski",2012,NA
"24525",1814000,"Powiat przeworski",2012,NA
"24526",1815000,"Powiat ropczycko-sędziszowski",2012,NA
"24527",1816000,"Powiat rzeszowski",2012,NA
"24528",1817000,"Powiat sanocki",2012,NA
"24529",1818000,"Powiat stalowowolski",2012,NA
"24530",1819000,"Powiat strzyżowski",2012,NA
"24531",1820000,"Powiat tarnobrzeski",2012,NA
"24532",1821000,"Powiat leski",2012,NA
"24533",1861000,"Powiat m.Krosno",2012,NA
"24534",1862000,"Powiat m.Przemyśl",2012,NA
"24535",1863000,"Powiat m.Rzeszów",2012,NA
"24536",1864000,"Powiat m.Tarnobrzeg",2012,NA
"24537",2001000,"Powiat augustowski",2012,NA
"24538",2002000,"Powiat białostocki",2012,NA
"24539",2003000,"Powiat bielski",2012,NA
"24540",2004000,"Powiat grajewski",2012,NA
"24541",2005000,"Powiat hajnowski",2012,NA
"24542",2006000,"Powiat kolneński",2012,NA
"24543",2007000,"Powiat łomżyński",2012,NA
"24544",2008000,"Powiat moniecki",2012,NA
"24545",2009000,"Powiat sejneński",2012,NA
"24546",2010000,"Powiat siemiatycki",2012,NA
"24547",2011000,"Powiat sokólski",2012,NA
"24548",2012000,"Powiat suwalski",2012,NA
"24549",2013000,"Powiat wysokomazowiecki",2012,NA
"24550",2014000,"Powiat zambrowski",2012,NA
"24551",2061000,"Powiat m.Białystok",2012,NA
"24552",2062000,"Powiat m.Łomża",2012,NA
"24553",2063000,"Powiat m.Suwałki",2012,NA
"24554",2201000,"Powiat bytowski",2012,NA
"24555",2202000,"Powiat chojnicki",2012,NA
"24556",2203000,"Powiat człuchowski",2012,NA
"24557",2204000,"Powiat gdański",2012,NA
"24558",2205000,"Powiat kartuski",2012,NA
"24559",2206000,"Powiat kościerski",2012,NA
"24560",2207000,"Powiat kwidzyński",2012,NA
"24561",2208000,"Powiat lęborski",2012,NA
"24562",2209000,"Powiat malborski",2012,NA
"24563",2210000,"Powiat nowodworski",2012,NA
"24564",2211000,"Powiat pucki",2012,NA
"24565",2212000,"Powiat słupski",2012,NA
"24566",2213000,"Powiat starogardzki",2012,NA
"24567",2214000,"Powiat tczewski",2012,NA
"24568",2215000,"Powiat wejherowski",2012,NA
"24569",2216000,"Powiat sztumski",2012,NA
"24570",2261000,"Powiat m.Gdańsk",2012,NA
"24571",2262000,"Powiat m.Gdynia",2012,NA
"24572",2263000,"Powiat m.Słupsk",2012,NA
"24573",2264000,"Powiat m.Sopot",2012,NA
"24574",2401000,"Powiat będziński",2012,NA
"24575",2402000,"Powiat bielski",2012,NA
"24576",2403000,"Powiat cieszyński",2012,NA
"24577",2404000,"Powiat częstochowski",2012,NA
"24578",2405000,"Powiat gliwicki",2012,NA
"24579",2406000,"Powiat kłobucki",2012,NA
"24580",2407000,"Powiat lubliniecki",2012,NA
"24581",2408000,"Powiat mikołowski",2012,NA
"24582",2409000,"Powiat myszkowski",2012,NA
"24583",2410000,"Powiat pszczyński",2012,NA
"24584",2411000,"Powiat raciborski",2012,NA
"24585",2412000,"Powiat rybnicki",2012,NA
"24586",2413000,"Powiat tarnogórski",2012,NA
"24587",2414000,"Powiat bieruńsko-lędziński",2012,NA
"24588",2415000,"Powiat wodzisławski",2012,NA
"24589",2416000,"Powiat zawierciański",2012,NA
"24590",2417000,"Powiat żywiecki",2012,NA
"24591",2461000,"Powiat m.Bielsko-Biała",2012,NA
"24592",2462000,"Powiat m.Bytom",2012,NA
"24593",2463000,"Powiat m.Chorzów",2012,NA
"24594",2464000,"Powiat m.Częstochowa",2012,NA
"24595",2465000,"Powiat m.Dąbrowa Górnicza",2012,NA
"24596",2466000,"Powiat m.Gliwice",2012,NA
"24597",2467000,"Powiat m.Jastrzębie-Zdrój",2012,NA
"24598",2468000,"Powiat m.Jaworzno",2012,NA
"24599",2469000,"Powiat m.Katowice",2012,NA
"24600",2470000,"Powiat m.Mysłowice",2012,NA
"24601",2471000,"Powiat m.Piekary Śląskie",2012,NA
"24602",2472000,"Powiat m.Ruda Śląska",2012,NA
"24603",2473000,"Powiat m.Rybnik",2012,NA
"24604",2474000,"Powiat m.Siemianowice Śląskie",2012,NA
"24605",2475000,"Powiat m.Sosnowiec",2012,NA
"24606",2476000,"Powiat m.Świętochłowice",2012,NA
"24607",2477000,"Powiat m.Tychy",2012,NA
"24608",2478000,"Powiat m.Zabrze",2012,NA
"24609",2479000,"Powiat m.Żory",2012,NA
"24610",2601000,"Powiat buski",2012,NA
"24611",2602000,"Powiat jędrzejowski",2012,NA
"24612",2603000,"Powiat kazimierski",2012,NA
"24613",2604000,"Powiat kielecki",2012,NA
"24614",2605000,"Powiat konecki",2012,NA
"24615",2606000,"Powiat opatowski",2012,NA
"24616",2607000,"Powiat ostrowiecki",2012,NA
"24617",2608000,"Powiat pińczowski",2012,NA
"24618",2609000,"Powiat sandomierski",2012,NA
"24619",2610000,"Powiat skarżyski",2012,NA
"24620",2611000,"Powiat starachowicki",2012,NA
"24621",2612000,"Powiat staszowski",2012,NA
"24622",2613000,"Powiat włoszczowski",2012,NA
"24623",2661000,"Powiat m.Kielce",2012,NA
"24624",2801000,"Powiat bartoszycki",2012,NA
"24625",2802000,"Powiat braniewski",2012,NA
"24626",2803000,"Powiat działdowski",2012,NA
"24627",2804000,"Powiat elbląski",2012,NA
"24628",2805000,"Powiat ełcki",2012,NA
"24629",2806000,"Powiat giżycki",2012,NA
"24630",2807000,"Powiat iławski",2012,NA
"24631",2808000,"Powiat kętrzyński",2012,NA
"24632",2809000,"Powiat lidzbarski",2012,NA
"24633",2810000,"Powiat mrągowski",2012,NA
"24634",2811000,"Powiat nidzicki",2012,NA
"24635",2812000,"Powiat nowomiejski",2012,NA
"24636",2813000,"Powiat olecki",2012,NA
"24637",2814000,"Powiat olsztyński",2012,NA
"24638",2815000,"Powiat ostródzki",2012,NA
"24639",2816000,"Powiat piski",2012,NA
"24640",2817000,"Powiat szczycieński",2012,NA
"24641",2818000,"Powiat gołdapski",2012,NA
"24642",2819000,"Powiat węgorzewski",2012,NA
"24643",2861000,"Powiat m.Elbląg",2012,NA
"24644",2862000,"Powiat m.Olsztyn",2012,NA
"24645",3001000,"Powiat chodzieski",2012,NA
"24646",3002000,"Powiat czarnkowsko-trzcianecki",2012,NA
"24647",3003000,"Powiat gnieźnieński",2012,NA
"24648",3004000,"Powiat gostyński",2012,NA
"24649",3005000,"Powiat grodziski",2012,NA
"24650",3006000,"Powiat jarociński",2012,NA
"24651",3007000,"Powiat kaliski",2012,NA
"24652",3008000,"Powiat kępiński",2012,NA
"24653",3009000,"Powiat kolski",2012,NA
"24654",3010000,"Powiat koniński",2012,NA
"24655",3011000,"Powiat kościański",2012,NA
"24656",3012000,"Powiat krotoszyński",2012,NA
"24657",3013000,"Powiat leszczyński",2012,NA
"24658",3014000,"Powiat międzychodzki",2012,NA
"24659",3015000,"Powiat nowotomyski",2012,NA
"24660",3016000,"Powiat obornicki",2012,NA
"24661",3017000,"Powiat ostrowski",2012,NA
"24662",3018000,"Powiat ostrzeszowski",2012,NA
"24663",3019000,"Powiat pilski",2012,NA
"24664",3020000,"Powiat pleszewski",2012,NA
"24665",3021000,"Powiat poznański",2012,NA
"24666",3022000,"Powiat rawicki",2012,NA
"24667",3023000,"Powiat słupecki",2012,NA
"24668",3024000,"Powiat szamotulski",2012,NA
"24669",3025000,"Powiat średzki",2012,NA
"24670",3026000,"Powiat śremski",2012,NA
"24671",3027000,"Powiat turecki",2012,NA
"24672",3028000,"Powiat wągrowiecki",2012,NA
"24673",3029000,"Powiat wolsztyński",2012,NA
"24674",3030000,"Powiat wrzesiński",2012,NA
"24675",3031000,"Powiat złotowski",2012,NA
"24676",3061000,"Powiat m.Kalisz",2012,NA
"24677",3062000,"Powiat m.Konin",2012,NA
"24678",3063000,"Powiat m.Leszno",2012,NA
"24679",3064000,"Powiat m.Poznań",2012,NA
"24680",3201000,"Powiat białogardzki",2012,NA
"24681",3202000,"Powiat choszczeński",2012,NA
"24682",3203000,"Powiat drawski",2012,NA
"24683",3204000,"Powiat goleniowski",2012,NA
"24684",3205000,"Powiat gryficki",2012,NA
"24685",3206000,"Powiat gryfiński",2012,NA
"24686",3207000,"Powiat kamieński",2012,NA
"24687",3208000,"Powiat kołobrzeski",2012,NA
"24688",3209000,"Powiat koszaliński",2012,NA
"24689",3210000,"Powiat myśliborski",2012,NA
"24690",3211000,"Powiat policki",2012,NA
"24691",3212000,"Powiat pyrzycki",2012,NA
"24692",3213000,"Powiat sławieński",2012,NA
"24693",3214000,"Powiat stargardzki",2012,NA
"24694",3215000,"Powiat szczecinecki",2012,NA
"24695",3216000,"Powiat świdwiński",2012,NA
"24696",3217000,"Powiat wałecki",2012,NA
"24697",3218000,"Powiat łobeski",2012,NA
"24698",3261000,"Powiat m.Koszalin",2012,NA
"24699",3262000,"Powiat m.Szczecin",2012,NA
"24700",3263000,"Powiat m.Świnoujście",2012,NA
"24701",201000,"Powiat bolesławiecki",2013,29.88
"24702",202000,"Powiat dzierżoniowski",2013,25.23
"24703",203000,"Powiat głogowski",2013,60.55
"24704",204000,"Powiat górowski",2013,27.36
"24705",205000,"Powiat jaworski",2013,19.25
"24706",206000,"Powiat jeleniogórski",2013,33.13
"24707",207000,"Powiat kamiennogórski",2013,24.16
"24708",208000,"Powiat kłodzki",2013,24.68
"24709",209000,"Powiat legnicki",2013,31.43
"24710",210000,"Powiat lubański",2013,26.91
"24711",211000,"Powiat lubiński",2013,34.39
"24712",212000,"Powiat lwówecki",2013,22.29
"24713",213000,"Powiat milicki",2013,21.44
"24714",214000,"Powiat oleśnicki",2013,27.29
"24715",215000,"Powiat oławski",2013,22.97
"24716",216000,"Powiat polkowicki",2013,28.86
"24717",217000,"Powiat strzeliński",2013,33
"24718",218000,"Powiat średzki",2013,19.83
"24719",219000,"Powiat świdnicki",2013,37.73
"24720",220000,"Powiat trzebnicki",2013,24.61
"24721",221000,"Powiat wałbrzyski",2013,52.22
"24722",222000,"Powiat wołowski",2013,22.15
"24723",223000,"Powiat wrocławski",2013,26.38
"24724",224000,"Powiat ząbkowicki",2013,26.55
"24725",225000,"Powiat zgorzelecki",2013,38.04
"24726",226000,"Powiat złotoryjski",2013,25.57
"24727",261000,"Powiat m.Jelenia Góra",2013,35.98
"24728",262000,"Powiat m.Legnica",2013,69.67
"24729",264000,"Powiat m.Wrocław",2013,55.01
"24730",265000,"Powiat m.Wałbrzych od 2013",2013,53.33
"24731",401000,"Powiat aleksandrowski",2013,25.16
"24732",402000,"Powiat brodnicki",2013,16.28
"24733",403000,"Powiat bydgoski",2013,18.57
"24734",404000,"Powiat chełmiński",2013,16.86
"24735",405000,"Powiat golubsko-dobrzyński",2013,26.48
"24736",406000,"Powiat grudziądzki",2013,12.1
"24737",407000,"Powiat inowrocławski",2013,23.57
"24738",408000,"Powiat lipnowski",2013,21.56
"24739",409000,"Powiat mogileński",2013,44.74
"24740",410000,"Powiat nakielski",2013,25.79
"24741",411000,"Powiat radziejowski",2013,16.96
"24742",412000,"Powiat rypiński",2013,19.66
"24743",413000,"Powiat sępoleński",2013,20.38
"24744",414000,"Powiat świecki",2013,20.58
"24745",415000,"Powiat toruński",2013,28.26
"24746",416000,"Powiat tucholski",2013,17.5
"24747",417000,"Powiat wąbrzeski",2013,22.73
"24748",418000,"Powiat włocławski",2013,16.04
"24749",419000,"Powiat żniński",2013,19.12
"24750",461000,"Powiat m.Bydgoszcz",2013,30.09
"24751",462000,"Powiat m.Grudziądz",2013,25.97
"24752",463000,"Powiat m.Toruń",2013,34.54
"24753",464000,"Powiat m.Włocławek",2013,37.89
"24754",601000,"Powiat bialski",2013,21.33
"24755",602000,"Powiat biłgorajski",2013,14.72
"24756",603000,"Powiat chełmski",2013,20.47
"24757",604000,"Powiat hrubieszowski",2013,20.16
"24758",605000,"Powiat janowski",2013,15.98
"24759",606000,"Powiat krasnostawski",2013,17.58
"24760",607000,"Powiat kraśnicki",2013,16.45
"24761",608000,"Powiat lubartowski",2013,16.15
"24762",609000,"Powiat lubelski",2013,16.3
"24763",610000,"Powiat łęczyński",2013,20.88
"24764",611000,"Powiat łukowski",2013,14.61
"24765",612000,"Powiat opolski",2013,17.84
"24766",613000,"Powiat parczewski",2013,22.35
"24767",614000,"Powiat puławski",2013,21.13
"24768",615000,"Powiat radzyński",2013,17.89
"24769",616000,"Powiat rycki",2013,15.78
"24770",617000,"Powiat świdnicki",2013,18.2
"24771",618000,"Powiat tomaszowski",2013,15.87
"24772",619000,"Powiat włodawski",2013,19.53
"24773",620000,"Powiat zamojski",2013,13.63
"24774",661000,"Powiat m.Biała Podlaska",2013,26.73
"24775",662000,"Powiat m.Chełm",2013,30.4
"24776",663000,"Powiat m.Lublin",2013,32.08
"24777",664000,"Powiat m.Zamość",2013,22.96
"24778",801000,"Powiat gorzowski",2013,28.59
"24779",802000,"Powiat krośnieński",2013,27.69
"24780",803000,"Powiat międzyrzecki",2013,49.63
"24781",804000,"Powiat nowosolski",2013,36.75
"24782",805000,"Powiat słubicki",2013,36.58
"24783",806000,"Powiat strzelecko-drezdenecki",2013,27.34
"24784",807000,"Powiat sulęciński",2013,29.19
"24785",808000,"Powiat świebodziński",2013,30.87
"24786",809000,"Powiat zielonogórski",2013,25.19
"24787",810000,"Powiat żagański",2013,29.03
"24788",811000,"Powiat żarski",2013,31.18
"24789",812000,"Powiat wschowski",2013,80.1
"24790",861000,"Powiat m.Gorzów Wielkopolski",2013,59.35
"24791",862000,"Powiat m.Zielona Góra",2013,35.46
"24792",1001000,"Powiat bełchatowski",2013,24.69
"24793",1002000,"Powiat kutnowski",2013,21.13
"24794",1003000,"Powiat łaski",2013,21.93
"24795",1004000,"Powiat łęczycki",2013,16.25
"24796",1005000,"Powiat łowicki",2013,24.5
"24797",1006000,"Powiat łódzki wschodni",2013,19.96
"24798",1007000,"Powiat opoczyński",2013,25.17
"24799",1008000,"Powiat pabianicki",2013,25.67
"24800",1009000,"Powiat pajęczański",2013,18.7
"24801",1010000,"Powiat piotrkowski",2013,18.4
"24802",1011000,"Powiat poddębicki",2013,24.07
"24803",1012000,"Powiat radomszczański",2013,25.33
"24804",1013000,"Powiat rawski",2013,22.73
"24805",1014000,"Powiat sieradzki",2013,21.77
"24806",1015000,"Powiat skierniewicki",2013,16.23
"24807",1016000,"Powiat tomaszowski",2013,22.42
"24808",1017000,"Powiat wieluński",2013,20.55
"24809",1018000,"Powiat wieruszowski",2013,18.45
"24810",1019000,"Powiat zduńskowolski",2013,22.39
"24811",1020000,"Powiat zgierski",2013,21.58
"24812",1021000,"Powiat brzeziński",2013,20.84
"24813",1061000,"Powiat m.Łódź",2013,35.89
"24814",1062000,"Powiat m.Piotrków Trybunalski",2013,31.32
"24815",1063000,"Powiat m.Skierniewice",2013,28.32
"24816",1201000,"Powiat bocheński",2013,19.34
"24817",1202000,"Powiat brzeski",2013,33.77
"24818",1203000,"Powiat chrzanowski",2013,33.61
"24819",1204000,"Powiat dąbrowski",2013,30.89
"24820",1205000,"Powiat gorlicki",2013,15.34
"24821",1206000,"Powiat krakowski",2013,18.64
"24822",1207000,"Powiat limanowski",2013,21.17
"24823",1208000,"Powiat miechowski",2013,21.36
"24824",1209000,"Powiat myślenicki",2013,13.44
"24825",1210000,"Powiat nowosądecki",2013,13.36
"24826",1211000,"Powiat nowotarski",2013,13.15
"24827",1212000,"Powiat olkuski",2013,22.99
"24828",1213000,"Powiat oświęcimski",2013,25.42
"24829",1214000,"Powiat proszowicki",2013,16.57
"24830",1215000,"Powiat suski",2013,13.23
"24831",1216000,"Powiat tarnowski",2013,13.15
"24832",1217000,"Powiat tatrzański",2013,29.13
"24833",1218000,"Powiat wadowicki",2013,17.04
"24834",1219000,"Powiat wielicki",2013,18.59
"24835",1261000,"Powiat m.Kraków",2013,41.28
"24836",1262000,"Powiat m.Nowy Sącz",2013,61.41
"24837",1263000,"Powiat m.Tarnów",2013,31.18
"24838",1401000,"Powiat białobrzeski",2013,20.8
"24839",1402000,"Powiat ciechanowski",2013,29.49
"24840",1403000,"Powiat garwoliński",2013,23.29
"24841",1404000,"Powiat gostyniński",2013,16.2
"24842",1405000,"Powiat grodziski",2013,24.97
"24843",1406000,"Powiat grójecki",2013,25.11
"24844",1407000,"Powiat kozienicki",2013,25.4
"24845",1408000,"Powiat legionowski",2013,27.4
"24846",1409000,"Powiat lipski",2013,18.88
"24847",1410000,"Powiat łosicki",2013,17.97
"24848",1411000,"Powiat makowski",2013,20.93
"24849",1412000,"Powiat miński",2013,18.55
"24850",1413000,"Powiat mławski",2013,27.06
"24851",1414000,"Powiat nowodworski",2013,29.42
"24852",1415000,"Powiat ostrołęcki",2013,15.17
"24853",1416000,"Powiat ostrowski",2013,23.88
"24854",1417000,"Powiat otwocki",2013,20.84
"24855",1418000,"Powiat piaseczyński",2013,21.34
"24856",1419000,"Powiat płocki",2013,15.35
"24857",1420000,"Powiat płoński",2013,20.55
"24858",1421000,"Powiat pruszkowski",2013,21.24
"24859",1422000,"Powiat przasnyski",2013,28.34
"24860",1423000,"Powiat przysuski",2013,20.57
"24861",1424000,"Powiat pułtuski",2013,30.42
"24862",1425000,"Powiat radomski",2013,16.82
"24863",1426000,"Powiat siedlecki",2013,13.68
"24864",1427000,"Powiat sierpecki",2013,24.25
"24865",1428000,"Powiat sochaczewski",2013,26.44
"24866",1429000,"Powiat sokołowski",2013,29.69
"24867",1430000,"Powiat szydłowiecki",2013,20.72
"24868",1432000,"Powiat warszawski zachodni",2013,21.79
"24869",1433000,"Powiat węgrowski",2013,27.81
"24870",1434000,"Powiat wołomiński",2013,26.54
"24871",1435000,"Powiat wyszkowski",2013,29.29
"24872",1436000,"Powiat zwoleński",2013,18.39
"24873",1437000,"Powiat żuromiński",2013,18.43
"24874",1438000,"Powiat żyrardowski",2013,28.83
"24875",1461000,"Powiat m.Ostrołęka",2013,39.79
"24876",1462000,"Powiat m.Płock",2013,28.06
"24877",1463000,"Powiat m.Radom",2013,24.76
"24878",1464000,"Powiat m.Siedlce",2013,22.89
"24879",1465000,"Powiat m. st. Warszawa",2013,32.4
"24880",1601000,"Powiat brzeski",2013,32.49
"24881",1602000,"Powiat głubczycki",2013,25.94
"24882",1603000,"Powiat kędzierzyńsko-kozielski",2013,24.31
"24883",1604000,"Powiat kluczborski",2013,24.12
"24884",1605000,"Powiat krapkowicki",2013,39.17
"24885",1606000,"Powiat namysłowski",2013,26.04
"24886",1607000,"Powiat nyski",2013,27.62
"24887",1608000,"Powiat oleski",2013,24.77
"24888",1609000,"Powiat opolski",2013,17.72
"24889",1610000,"Powiat prudnicki",2013,30.77
"24890",1611000,"Powiat strzelecki",2013,21.44
"24891",1661000,"Powiat m.Opole",2013,45.25
"24892",1801000,"Powiat bieszczadzki",2013,20.05
"24893",1802000,"Powiat brzozowski",2013,14.74
"24894",1803000,"Powiat dębicki",2013,15.03
"24895",1804000,"Powiat jarosławski",2013,15.05
"24896",1805000,"Powiat jasielski",2013,13.92
"24897",1806000,"Powiat kolbuszowski",2013,12.37
"24898",1807000,"Powiat krośnieński",2013,9.64
"24899",1808000,"Powiat leżajski",2013,18.1
"24900",1809000,"Powiat lubaczowski",2013,18.21
"24901",1810000,"Powiat łańcucki",2013,18.54
"24902",1811000,"Powiat mielecki",2013,13.41
"24903",1812000,"Powiat niżański",2013,16.92
"24904",1813000,"Powiat przemyski",2013,12.46
"24905",1814000,"Powiat przeworski",2013,13.83
"24906",1815000,"Powiat ropczycko-sędziszowski",2013,13.18
"24907",1816000,"Powiat rzeszowski",2013,11.02
"24908",1817000,"Powiat sanocki",2013,15.31
"24909",1818000,"Powiat stalowowolski",2013,21.3
"24910",1819000,"Powiat strzyżowski",2013,11.79
"24911",1820000,"Powiat tarnobrzeski",2013,18.63
"24912",1821000,"Powiat leski",2013,20.79
"24913",1861000,"Powiat m.Krosno",2013,33.89
"24914",1862000,"Powiat m.Przemyśl",2013,25.47
"24915",1863000,"Powiat m.Rzeszów",2013,25.3
"24916",1864000,"Powiat m.Tarnobrzeg",2013,29.51
"24917",2001000,"Powiat augustowski",2013,17.18
"24918",2002000,"Powiat białostocki",2013,14.68
"24919",2003000,"Powiat bielski",2013,16.51
"24920",2004000,"Powiat grajewski",2013,18.36
"24921",2005000,"Powiat hajnowski",2013,18.63
"24922",2006000,"Powiat kolneński",2013,13.21
"24923",2007000,"Powiat łomżyński",2013,12.84
"24924",2008000,"Powiat moniecki",2013,12.11
"24925",2009000,"Powiat sejneński",2013,19.31
"24926",2010000,"Powiat siemiatycki",2013,15.81
"24927",2011000,"Powiat sokólski",2013,15.07
"24928",2012000,"Powiat suwalski",2013,18.38
"24929",2013000,"Powiat wysokomazowiecki",2013,15.8
"24930",2014000,"Powiat zambrowski",2013,20.02
"24931",2061000,"Powiat m.Białystok",2013,23.3
"24932",2062000,"Powiat m.Łomża",2013,20.24
"24933",2063000,"Powiat m.Suwałki",2013,28.25
"24934",2201000,"Powiat bytowski",2013,21.44
"24935",2202000,"Powiat chojnicki",2013,25.63
"24936",2203000,"Powiat człuchowski",2013,20.74
"24937",2204000,"Powiat gdański",2013,32.99
"24938",2205000,"Powiat kartuski",2013,16.76
"24939",2206000,"Powiat kościerski",2013,16.95
"24940",2207000,"Powiat kwidzyński",2013,22.7
"24941",2208000,"Powiat lęborski",2013,28.38
"24942",2209000,"Powiat malborski",2013,22.99
"24943",2210000,"Powiat nowodworski",2013,30.5
"24944",2211000,"Powiat pucki",2013,29.32
"24945",2212000,"Powiat słupski",2013,21.4
"24946",2213000,"Powiat starogardzki",2013,22.49
"24947",2214000,"Powiat tczewski",2013,26.69
"24948",2215000,"Powiat wejherowski",2013,20.65
"24949",2216000,"Powiat sztumski",2013,21.39
"24950",2261000,"Powiat m.Gdańsk",2013,38.11
"24951",2262000,"Powiat m.Gdynia",2013,34.99
"24952",2263000,"Powiat m.Słupsk",2013,29.95
"24953",2264000,"Powiat m.Sopot",2013,71.97
"24954",2401000,"Powiat będziński",2013,34.31
"24955",2402000,"Powiat bielski",2013,19.54
"24956",2403000,"Powiat cieszyński",2013,21.82
"24957",2404000,"Powiat częstochowski",2013,14.58
"24958",2405000,"Powiat gliwicki",2013,29.96
"24959",2406000,"Powiat kłobucki",2013,18.42
"24960",2407000,"Powiat lubliniecki",2013,42.01
"24961",2408000,"Powiat mikołowski",2013,24.99
"24962",2409000,"Powiat myszkowski",2013,24.95
"24963",2410000,"Powiat pszczyński",2013,18.23
"24964",2411000,"Powiat raciborski",2013,24.2
"24965",2412000,"Powiat rybnicki",2013,17.06
"24966",2413000,"Powiat tarnogórski",2013,29.11
"24967",2414000,"Powiat bieruńsko-lędziński",2013,18.05
"24968",2415000,"Powiat wodzisławski",2013,24.09
"24969",2416000,"Powiat zawierciański",2013,26.96
"24970",2417000,"Powiat żywiecki",2013,19.21
"24971",2461000,"Powiat m.Bielsko-Biała",2013,35.76
"24972",2462000,"Powiat m.Bytom",2013,40.94
"24973",2463000,"Powiat m.Chorzów",2013,90.79
"24974",2464000,"Powiat m.Częstochowa",2013,34.12
"24975",2465000,"Powiat m.Dąbrowa Górnicza",2013,54.77
"24976",2466000,"Powiat m.Gliwice",2013,43.34
"24977",2467000,"Powiat m.Jastrzębie-Zdrój",2013,31.65
"24978",2468000,"Powiat m.Jaworzno",2013,33.58
"24979",2469000,"Powiat m.Katowice",2013,60.53
"24980",2470000,"Powiat m.Mysłowice",2013,37.85
"24981",2471000,"Powiat m.Piekary Śląskie",2013,41.41
"24982",2472000,"Powiat m.Ruda Śląska",2013,34.07
"24983",2473000,"Powiat m.Rybnik",2013,30.95
"24984",2474000,"Powiat m.Siemianowice Śląskie",2013,32.64
"24985",2475000,"Powiat m.Sosnowiec",2013,38.71
"24986",2476000,"Powiat m.Świętochłowice",2013,36.37
"24987",2477000,"Powiat m.Tychy",2013,33.86
"24988",2478000,"Powiat m.Zabrze",2013,40.41
"24989",2479000,"Powiat m.Żory",2013,26.97
"24990",2601000,"Powiat buski",2013,15.11
"24991",2602000,"Powiat jędrzejowski",2013,31.86
"24992",2603000,"Powiat kazimierski",2013,11.98
"24993",2604000,"Powiat kielecki",2013,16.92
"24994",2605000,"Powiat konecki",2013,14.31
"24995",2606000,"Powiat opatowski",2013,19.36
"24996",2607000,"Powiat ostrowiecki",2013,25.53
"24997",2608000,"Powiat pińczowski",2013,15.52
"24998",2609000,"Powiat sandomierski",2013,17.68
"24999",2610000,"Powiat skarżyski",2013,20.05
"25000",2611000,"Powiat starachowicki",2013,33.52
"25001",2612000,"Powiat staszowski",2013,12.9
"25002",2613000,"Powiat włoszczowski",2013,19.97
"25003",2661000,"Powiat m.Kielce",2013,37.65
"25004",2801000,"Powiat bartoszycki",2013,16.73
"25005",2802000,"Powiat braniewski",2013,26.51
"25006",2803000,"Powiat działdowski",2013,22.54
"25007",2804000,"Powiat elbląski",2013,25.04
"25008",2805000,"Powiat ełcki",2013,21.63
"25009",2806000,"Powiat giżycki",2013,23.35
"25010",2807000,"Powiat iławski",2013,21.37
"25011",2808000,"Powiat kętrzyński",2013,16.01
"25012",2809000,"Powiat lidzbarski",2013,18.17
"25013",2810000,"Powiat mrągowski",2013,19.87
"25014",2811000,"Powiat nidzicki",2013,28.23
"25015",2812000,"Powiat nowomiejski",2013,16.57
"25016",2813000,"Powiat olecki",2013,21.13
"25017",2814000,"Powiat olsztyński",2013,20.99
"25018",2815000,"Powiat ostródzki",2013,22.16
"25019",2816000,"Powiat piski",2013,22.2
"25020",2817000,"Powiat szczycieński",2013,23.32
"25021",2818000,"Powiat gołdapski",2013,20.03
"25022",2819000,"Powiat węgorzewski",2013,22.37
"25023",2861000,"Powiat m.Elbląg",2013,29.06
"25024",2862000,"Powiat m.Olsztyn",2013,27.45
"25025",3001000,"Powiat chodzieski",2013,21.88
"25026",3002000,"Powiat czarnkowsko-trzcianecki",2013,15.8
"25027",3003000,"Powiat gnieźnieński",2013,21.52
"25028",3004000,"Powiat gostyński",2013,14.37
"25029",3005000,"Powiat grodziski",2013,15.99
"25030",3006000,"Powiat jarociński",2013,15.96
"25031",3007000,"Powiat kaliski",2013,16.54
"25032",3008000,"Powiat kępiński",2013,29
"25033",3009000,"Powiat kolski",2013,23.06
"25034",3010000,"Powiat koniński",2013,18.85
"25035",3011000,"Powiat kościański",2013,25.79
"25036",3012000,"Powiat krotoszyński",2013,18.39
"25037",3013000,"Powiat leszczyński",2013,19.87
"25038",3014000,"Powiat międzychodzki",2013,20.29
"25039",3015000,"Powiat nowotomyski",2013,18.31
"25040",3016000,"Powiat obornicki",2013,30.13
"25041",3017000,"Powiat ostrowski",2013,25.64
"25042",3018000,"Powiat ostrzeszowski",2013,24.22
"25043",3019000,"Powiat pilski",2013,29.17
"25044",3020000,"Powiat pleszewski",2013,20.34
"25045",3021000,"Powiat poznański",2013,23.24
"25046",3022000,"Powiat rawicki",2013,17.84
"25047",3023000,"Powiat słupecki",2013,16.64
"25048",3024000,"Powiat szamotulski",2013,25.98
