"","Kod","Nazwa","rok","Muzea_zwiedzajacy_muzea_i_oddzialy_na_10_tys_mieszkancow_osoba"
"14412",608000,"Powiat lubartowski",2013,22445
"14413",609000,"Powiat lubelski",2013,314
"14414",610000,"Powiat łęczyński",2013,659
"14415",611000,"Powiat łukowski",2013,1338
"14416",612000,"Powiat opolski",2013,198
"14417",613000,"Powiat parczewski",2013,278
"14418",614000,"Powiat puławski",2013,12500
"14419",616000,"Powiat rycki",2013,6513
"14420",618000,"Powiat tomaszowski",2013,4000
"14421",619000,"Powiat włodawski",2013,16462
"14422",620000,"Powiat zamojski",2013,0
"14423",661000,"Powiat m.Biała Podlaska",2013,3746
"14424",662000,"Powiat m.Chełm",2013,7843
"14425",663000,"Powiat m.Lublin",2013,10199
"14426",664000,"Powiat m.Zamość",2013,7446
"14427",801000,"Powiat gorzowski",2013,2019
"14428",803000,"Powiat międzyrzecki",2013,8729
"14429",804000,"Powiat nowosolski",2013,559
"14430",805000,"Powiat słubicki",2013,0
"14431",806000,"Powiat strzelecko-drezdenecki",2013,1156
"14432",807000,"Powiat sulęciński",2013,0
"14433",808000,"Powiat świebodziński",2013,1314
"14434",809000,"Powiat zielonogórski",2013,5780
"14435",810000,"Powiat żagański",2013,711
"14436",811000,"Powiat żarski",2013,151
"14437",812000,"Powiat wschowski",2013,535
"14438",861000,"Powiat m.Gorzów Wielkopolski",2013,2828
"14439",862000,"Powiat m.Zielona Góra",2013,2174
"14440",1001000,"Powiat bełchatowski",2013,1154
"14441",1002000,"Powiat kutnowski",2013,3235
"14442",1003000,"Powiat łaski",2013,60
"14443",1004000,"Powiat łęczycki",2013,6699
"14444",1005000,"Powiat łowicki",2013,15293
"14445",1006000,"Powiat łódzki wschodni",2013,0
"14446",1007000,"Powiat opoczyński",2013,731
"14447",1008000,"Powiat pabianicki",2013,927
"14448",1010000,"Powiat piotrkowski",2013,0
"14449",1011000,"Powiat poddębicki",2013,946
"14450",1012000,"Powiat radomszczański",2013,1156
"14451",1013000,"Powiat rawski",2013,1018
"14452",1014000,"Powiat sieradzki",2013,2171
"14453",1015000,"Powiat skierniewicki",2013,1036
"14454",1016000,"Powiat tomaszowski",2013,6505
"14455",1017000,"Powiat wieluński",2013,2312
"14456",1018000,"Powiat wieruszowski",2013,0
"14457",1019000,"Powiat zduńskowolski",2013,1491
"14458",1020000,"Powiat zgierski",2013,392
"14459",1021000,"Powiat brzeziński",2013,492
"14460",1061000,"Powiat m.Łódź",2013,6823
"14461",1062000,"Powiat m.Piotrków Trybunalski",2013,4096
"14462",1063000,"Powiat m.Skierniewice",2013,0
"14463",1201000,"Powiat bocheński",2013,5277
"14464",1202000,"Powiat brzeski",2013,1266
"14465",1203000,"Powiat chrzanowski",2013,6177
"14466",1204000,"Powiat dąbrowski",2013,3301
"14467",1205000,"Powiat gorlicki",2013,6615
"14468",1206000,"Powiat krakowski",2013,3216
"14469",1207000,"Powiat limanowski",2013,1210
"14470",1208000,"Powiat miechowski",2013,1309
"14471",1209000,"Powiat myślenicki",2013,1902
"14472",1210000,"Powiat nowosądecki",2013,816
"14473",1211000,"Powiat nowotarski",2013,15451
"14474",1212000,"Powiat olkuski",2013,509
"14475",1213000,"Powiat oświęcimski",2013,86802
"14476",1214000,"Powiat proszowicki",2013,369
"14477",1215000,"Powiat suski",2013,2465
"14478",1216000,"Powiat tarnowski",2013,974
"14479",1217000,"Powiat tatrzański",2013,25045
"14480",1218000,"Powiat wadowicki",2013,14271
"14481",1219000,"Powiat wielicki",2013,99289
"14482",1261000,"Powiat m.Kraków",2013,50420
"14483",1262000,"Powiat m.Nowy Sącz",2013,17101
"14484",1263000,"Powiat m.Tarnów",2013,6227
"14485",1402000,"Powiat ciechanowski",2013,6686
"14486",1403000,"Powiat garwoliński",2013,115
"14487",1405000,"Powiat grodziski",2013,465
"14488",1406000,"Powiat grójecki",2013,179
"14489",1407000,"Powiat kozienicki",2013,1494
"14490",1408000,"Powiat legionowski",2013,1028
"14491",1410000,"Powiat łosicki",2013,0
"14492",1411000,"Powiat makowski",2013,0
"14493",1412000,"Powiat miński",2013,1985
"14494",1413000,"Powiat mławski",2013,1122
"14495",1414000,"Powiat nowodworski",2013,2585
"14496",1415000,"Powiat ostrołęcki",2013,801
"14497",1416000,"Powiat ostrowski",2013,0
"14498",1417000,"Powiat otwocki",2013,1089
"14499",1418000,"Powiat piaseczyński",2013,382
"14500",1419000,"Powiat płocki",2013,0
"14501",1421000,"Powiat pruszkowski",2013,1590
"14502",1422000,"Powiat przasnyski",2013,577
"14503",1423000,"Powiat przysuski",2013,815
"14504",1424000,"Powiat pułtuski",2013,1670
"14505",1425000,"Powiat radomski",2013,599
"14506",1426000,"Powiat siedlecki",2013,33
"14507",1427000,"Powiat sierpecki",2013,9718
"14508",1428000,"Powiat sochaczewski",2013,25986
"14509",1429000,"Powiat sokołowski",2013,9128
"14510",1430000,"Powiat szydłowiecki",2013,4413
"14511",1431000,"Powiat warszawski",2013,NA
"14512",1432000,"Powiat warszawski zachodni",2013,0
"14513",1433000,"Powiat węgrowski",2013,2800
"14514",1434000,"Powiat wołomiński",2013,344
"14515",1435000,"Powiat wyszkowski",2013,0
"14516",1436000,"Powiat zwoleński",2013,9657
"14517",1437000,"Powiat żuromiński",2013,451
"14518",1438000,"Powiat żyrardowski",2013,681
"14519",1461000,"Powiat m.Ostrołęka",2013,1531
"14520",1462000,"Powiat m.Płock",2013,7551
"14521",1463000,"Powiat m.Radom",2013,3296
"14522",1464000,"Powiat m.Siedlce",2013,896
"14523",1465000,"Powiat m. st. Warszawa",2013,46174
"14524",1601000,"Powiat brzeski",2013,2116
"14525",1602000,"Powiat głubczycki",2013,640
"14526",1603000,"Powiat kędzierzyńsko-kozielski",2013,443
"14527",1604000,"Powiat kluczborski",2013,1113
"14528",1606000,"Powiat namysłowski",2013,0
"14529",1607000,"Powiat nyski",2013,1661
"14530",1608000,"Powiat oleski",2013,1295
"14531",1609000,"Powiat opolski",2013,77
"14532",1610000,"Powiat prudnicki",2013,2435
"14533",1611000,"Powiat strzelecki",2013,869
"14534",1661000,"Powiat m.Opole",2013,8968
"14535",1801000,"Powiat bieszczadzki",2013,0
"14536",1802000,"Powiat brzozowski",2013,841
"14537",1803000,"Powiat dębicki",2013,1904
"14538",1804000,"Powiat jarosławski",2013,562
"14539",1805000,"Powiat jasielski",2013,3727
"14540",1806000,"Powiat kolbuszowski",2013,6043
"14541",1807000,"Powiat krośnieński",2013,5583
"14542",1808000,"Powiat leżajski",2013,655
"14543",1809000,"Powiat lubaczowski",2013,3775
"14544",1810000,"Powiat łańcucki",2013,40233
"14545",1811000,"Powiat mielecki",2013,781
"14546",1813000,"Powiat przemyski",2013,7473
"14547",1814000,"Powiat przeworski",2013,1168
"14548",1816000,"Powiat rzeszowski",2013,19
"14549",1817000,"Powiat sanocki",2013,20875
"14550",1818000,"Powiat stalowowolski",2013,1927
"14551",1819000,"Powiat strzyżowski",2013,0
"14552",1820000,"Powiat tarnobrzeski",2013,10411
"14553",1821000,"Powiat leski",2013,1866
"14554",1861000,"Powiat m.Krosno",2013,3582
"14555",1862000,"Powiat m.Przemyśl",2013,6039
"14556",1863000,"Powiat m.Rzeszów",2013,4292
"14557",1864000,"Powiat m.Tarnobrzeg",2013,6506
"14558",2001000,"Powiat augustowski",2013,898
"14559",2002000,"Powiat białostocki",2013,11256
"14560",2003000,"Powiat bielski",2013,1657
"14561",2005000,"Powiat hajnowski",2013,1344
"14562",2007000,"Powiat łomżyński",2013,8105
"14563",2009000,"Powiat sejneński",2013,3292
"14564",2010000,"Powiat siemiatycki",2013,1654
"14565",2011000,"Powiat sokólski",2013,469
"14566",2013000,"Powiat wysokomazowiecki",2013,11458
"14567",2061000,"Powiat m.Białystok",2013,2106
"14568",2062000,"Powiat m.Łomża",2013,4589
"14569",2063000,"Powiat m.Suwałki",2013,2341
"14570",2201000,"Powiat bytowski",2013,3501
"14571",2202000,"Powiat chojnicki",2013,512
"14572",2203000,"Powiat człuchowski",2013,4326
"14573",2205000,"Powiat kartuski",2013,2781
"14574",2206000,"Powiat kościerski",2013,17969
"14575",2207000,"Powiat kwidzyński",2013,2659
"14576",2208000,"Powiat lęborski",2013,1984
"14577",2209000,"Powiat malborski",2013,64805
"14578",2210000,"Powiat nowodworski",2013,26200
"14579",2211000,"Powiat pucki",2013,15195
"14580",2212000,"Powiat słupski",2013,7885
"14581",2213000,"Powiat starogardzki",2013,599
"14582",2214000,"Powiat tczewski",2013,4898
"14583",2215000,"Powiat wejherowski",2013,1621
"14584",2216000,"Powiat sztumski",2013,694
"14585",2261000,"Powiat m.Gdańsk",2013,10061
"14586",2262000,"Powiat m.Gdynia",2013,10391
"14587",2263000,"Powiat m.Słupsk",2013,1683
"14588",2264000,"Powiat m.Sopot",2013,9244
"14589",2401000,"Powiat będziński",2013,4055
"14590",2402000,"Powiat bielski",2013,221
"14591",2403000,"Powiat cieszyński",2013,2746
"14592",2404000,"Powiat częstochowski",2013,764
"14593",2405000,"Powiat gliwicki",2013,1500
"14594",2407000,"Powiat lubliniecki",2013,0
"14595",2408000,"Powiat mikołowski",2013,0
"14596",2410000,"Powiat pszczyński",2013,16048
"14597",2411000,"Powiat raciborski",2013,1712
"14598",2413000,"Powiat tarnogórski",2013,8036
"14599",2414000,"Powiat bieruńsko-lędziński",2013,0
"14600",2415000,"Powiat wodzisławski",2013,263
"14601",2417000,"Powiat żywiecki",2013,7266
"14602",2461000,"Powiat m.Bielsko-Biała",2013,1211
"14603",2462000,"Powiat m.Bytom",2013,6429
"14604",2463000,"Powiat m.Chorzów",2013,6399
"14605",2464000,"Powiat m.Częstochowa",2013,2031
"14606",2465000,"Powiat m.Dąbrowa Górnicza",2013,991
"14607",2466000,"Powiat m.Gliwice",2013,2885
"14608",2468000,"Powiat m.Jaworzno",2013,1290
"14609",2469000,"Powiat m.Katowice",2013,7212
"14610",2470000,"Powiat m.Mysłowice",2013,3833
"14611",2472000,"Powiat m.Ruda Śląska",2013,515
"14612",2473000,"Powiat m.Rybnik",2013,1062
"14613",2474000,"Powiat m.Siemianowice Śląskie",2013,333
"14614",2475000,"Powiat m.Sosnowiec",2013,802
"14615",2476000,"Powiat m.Świętochłowice",2013,77
"14616",2477000,"Powiat m.Tychy",2013,1180
"14617",2478000,"Powiat m.Zabrze",2013,313
"14618",2479000,"Powiat m.Żory",2013,166
"14619",2601000,"Powiat buski",2013,1030
"14620",2602000,"Powiat jędrzejowski",2013,2236
"14621",2604000,"Powiat kielecki",2013,5418
"14622",2605000,"Powiat konecki",2013,675
"14623",2606000,"Powiat opatowski",2013,109
"14624",2607000,"Powiat ostrowiecki",2013,4876
"14625",2608000,"Powiat pińczowski",2013,1567
"14626",2609000,"Powiat sandomierski",2013,9736
"14627",2610000,"Powiat skarżyski",2013,2468
"14628",2611000,"Powiat starachowicki",2013,2683
"14629",2612000,"Powiat staszowski",2013,1362
"14630",2661000,"Powiat m.Kielce",2013,14932
"14631",2801000,"Powiat bartoszycki",2013,79
"14632",2802000,"Powiat braniewski",2013,32500
"14633",2803000,"Powiat działdowski",2013,1099
"14634",2805000,"Powiat ełcki",2013,756
"14635",2806000,"Powiat giżycki",2013,118
"14636",2807000,"Powiat iławski",2013,0
"14637",2808000,"Powiat kętrzyński",2013,5121
"14638",2809000,"Powiat lidzbarski",2013,6646
"14639",2810000,"Powiat mrągowski",2013,2507
"14640",2812000,"Powiat nowomiejski",2013,0
"14641",2814000,"Powiat olsztyński",2013,7245
"14642",2815000,"Powiat ostródzki",2013,21401
"14643",2816000,"Powiat piski",2013,4496
"14644",2817000,"Powiat szczycieński",2013,944
"14645",2819000,"Powiat węgorzewski",2013,2682
"14646",2861000,"Powiat m.Elbląg",2013,1331
"14647",2862000,"Powiat m.Olsztyn",2013,4064
"14648",3002000,"Powiat czarnkowsko-trzcianecki",2013,786
"14649",3003000,"Powiat gnieźnieński",2013,10702
"14650",3004000,"Powiat gostyński",2013,1083
"14651",3005000,"Powiat grodziski",2013,4850
"14652",3006000,"Powiat jarociński",2013,2823
"14653",3007000,"Powiat kaliski",2013,1644
"14654",3008000,"Powiat kępiński",2013,0
"14655",3009000,"Powiat kolski",2013,1245
"14656",3010000,"Powiat koniński",2013,147
"14657",3011000,"Powiat kościański",2013,898
"14658",3012000,"Powiat krotoszyński",2013,537
"14659",3014000,"Powiat międzychodzki",2013,3176
"14660",3015000,"Powiat nowotomyski",2013,1152
"14661",3016000,"Powiat obornicki",2013,2459
"14662",3017000,"Powiat ostrowski",2013,2304
"14663",3018000,"Powiat ostrzeszowski",2013,836
"14664",3019000,"Powiat pilski",2013,2492
"14665",3020000,"Powiat pleszewski",2013,6105
"14666",3021000,"Powiat poznański",2013,4269
"14667",3022000,"Powiat rawicki",2013,1343
"14668",3023000,"Powiat słupecki",2013,671
"14669",3024000,"Powiat szamotulski",2013,2263
"14670",3025000,"Powiat średzki",2013,3283
"14671",3026000,"Powiat śremski",2013,429
"14672",3027000,"Powiat turecki",2013,1602
"14673",3028000,"Powiat wągrowiecki",2013,508
"14674",3029000,"Powiat wolsztyński",2013,4054
"14675",3030000,"Powiat wrzesiński",2013,4960
"14676",3031000,"Powiat złotowski",2013,445
"14677",3061000,"Powiat m.Kalisz",2013,4039
"14678",3062000,"Powiat m.Konin",2013,1572
"14679",3063000,"Powiat m.Leszno",2013,2852
"14680",3064000,"Powiat m.Poznań",2013,5315
"14681",3201000,"Powiat białogardzki",2013,0
"14682",3205000,"Powiat gryficki",2013,941
"14683",3206000,"Powiat gryfiński",2013,340
"14684",3207000,"Powiat kamieński",2013,2844
"14685",3208000,"Powiat kołobrzeski",2013,14806
"14686",3210000,"Powiat myśliborski",2013,1100
"14687",3211000,"Powiat policki",2013,295
"14688",3213000,"Powiat sławieński",2013,8070
"14689",3214000,"Powiat stargardzki",2013,1270
"14690",3215000,"Powiat szczecinecki",2013,840
"14691",3216000,"Powiat świdwiński",2013,0
"14692",3217000,"Powiat wałecki",2013,3619
"14693",3218000,"Powiat łobeski",2013,52
"14694",3261000,"Powiat m.Koszalin",2013,1320
"14695",3262000,"Powiat m.Szczecin",2013,3781
"14696",3263000,"Powiat m.Świnoujście",2013,11714
"14697",201000,"Powiat bolesławiecki",2014,1726
"14698",202000,"Powiat dzierżoniowski",2014,238
"14699",203000,"Powiat głogowski",2014,2264
"14700",205000,"Powiat jaworski",2014,14091
"14701",206000,"Powiat jeleniogórski",2014,16981
"14702",207000,"Powiat kamiennogórski",2014,1660
"14703",208000,"Powiat kłodzki",2014,8957
"14704",209000,"Powiat legnicki",2014,614
"14705",210000,"Powiat lubański",2014,1116
"14706",211000,"Powiat lubiński",2014,0
"14707",212000,"Powiat lwówecki",2014,4120
"14708",214000,"Powiat oleśnicki",2014,532
"14709",218000,"Powiat średzki",2014,670
"14710",219000,"Powiat świdnicki",2014,3441
"14711",220000,"Powiat trzebnicki",2014,0
"14712",221000,"Powiat wałbrzyski",2014,0
"14713",223000,"Powiat wrocławski",2014,992
"14714",224000,"Powiat ząbkowicki",2014,462
"14715",225000,"Powiat zgorzelecki",2014,198
"14716",261000,"Powiat m.Jelenia Góra",2014,7861
"14717",262000,"Powiat m.Legnica",2014,2635
"14718",263000,"Powiat m.Wałbrzych do 2002",2014,NA
"14719",264000,"Powiat m.Wrocław",2014,19336
"14720",265000,"Powiat m.Wałbrzych od 2013",2014,519
"14721",401000,"Powiat aleksandrowski",2014,637
"14722",402000,"Powiat brodnicki",2014,5616
"14723",403000,"Powiat bydgoski",2014,163
"14724",404000,"Powiat chełmiński",2014,2186
"14725",405000,"Powiat golubsko-dobrzyński",2014,8412
"14726",407000,"Powiat inowrocławski",2014,1192
"14727",409000,"Powiat mogileński",2014,778
"14728",410000,"Powiat nakielski",2014,1199
"14729",412000,"Powiat rypiński",2014,462
"14730",413000,"Powiat sępoleński",2014,0
"14731",415000,"Powiat toruński",2014,1128
"14732",416000,"Powiat tucholski",2014,1418
"14733",417000,"Powiat wąbrzeski",2014,29
"14734",418000,"Powiat włocławski",2014,1605
"14735",419000,"Powiat żniński",2014,26356
"14736",461000,"Powiat m.Bydgoszcz",2014,3323
"14737",462000,"Powiat m.Grudziądz",2014,3106
"14738",463000,"Powiat m.Toruń",2014,15437
"14739",464000,"Powiat m.Włocławek",2014,1655
"14740",601000,"Powiat bialski",2014,437
"14741",602000,"Powiat biłgorajski",2014,467
"14742",604000,"Powiat hrubieszowski",2014,912
"14743",605000,"Powiat janowski",2014,2576
"14744",606000,"Powiat krasnostawski",2014,591
"14745",607000,"Powiat kraśnicki",2014,215
"14746",608000,"Powiat lubartowski",2014,22770
"14747",609000,"Powiat lubelski",2014,325
"14748",610000,"Powiat łęczyński",2014,227
"14749",611000,"Powiat łukowski",2014,1618
"14750",612000,"Powiat opolski",2014,221
"14751",613000,"Powiat parczewski",2014,306
"14752",614000,"Powiat puławski",2014,13607
"14753",616000,"Powiat rycki",2014,8284
"14754",618000,"Powiat tomaszowski",2014,3725
"14755",619000,"Powiat włodawski",2014,17175
"14756",620000,"Powiat zamojski",2014,0
"14757",661000,"Powiat m.Biała Podlaska",2014,1973
"14758",662000,"Powiat m.Chełm",2014,6078
"14759",663000,"Powiat m.Lublin",2014,12094
"14760",664000,"Powiat m.Zamość",2014,8507
"14761",801000,"Powiat gorzowski",2014,977
"14762",803000,"Powiat międzyrzecki",2014,8776
"14763",804000,"Powiat nowosolski",2014,2
"14764",805000,"Powiat słubicki",2014,0
"14765",806000,"Powiat strzelecko-drezdenecki",2014,1106
"14766",807000,"Powiat sulęciński",2014,0
"14767",808000,"Powiat świebodziński",2014,1258
"14768",809000,"Powiat zielonogórski",2014,6193
"14769",810000,"Powiat żagański",2014,1604
"14770",811000,"Powiat żarski",2014,306
"14771",812000,"Powiat wschowski",2014,2679
"14772",861000,"Powiat m.Gorzów Wielkopolski",2014,2925
"14773",862000,"Powiat m.Zielona Góra",2014,2191
"14774",1001000,"Powiat bełchatowski",2014,1542
"14775",1002000,"Powiat kutnowski",2014,4536
"14776",1003000,"Powiat łaski",2014,84
"14777",1004000,"Powiat łęczycki",2014,6613
"14778",1005000,"Powiat łowicki",2014,24643
"14779",1006000,"Powiat łódzki wschodni",2014,4
"14780",1007000,"Powiat opoczyński",2014,796
"14781",1008000,"Powiat pabianicki",2014,959
"14782",1010000,"Powiat piotrkowski",2014,415
"14783",1011000,"Powiat poddębicki",2014,824
"14784",1012000,"Powiat radomszczański",2014,1839
"14785",1013000,"Powiat rawski",2014,1053
"14786",1014000,"Powiat sieradzki",2014,2260
"14787",1015000,"Powiat skierniewicki",2014,915
"14788",1016000,"Powiat tomaszowski",2014,7212
"14789",1017000,"Powiat wieluński",2014,2313
"14790",1018000,"Powiat wieruszowski",2014,0
"14791",1019000,"Powiat zduńskowolski",2014,1494
"14792",1020000,"Powiat zgierski",2014,501
"14793",1021000,"Powiat brzeziński",2014,3818
"14794",1061000,"Powiat m.Łódź",2014,8257
"14795",1062000,"Powiat m.Piotrków Trybunalski",2014,3586
"14796",1063000,"Powiat m.Skierniewice",2014,0
"14797",1201000,"Powiat bocheński",2014,4480
"14798",1202000,"Powiat brzeski",2014,1151
"14799",1203000,"Powiat chrzanowski",2014,6561
"14800",1204000,"Powiat dąbrowski",2014,6986
"14801",1205000,"Powiat gorlicki",2014,6144
"14802",1206000,"Powiat krakowski",2014,184
"14803",1207000,"Powiat limanowski",2014,909
"14804",1208000,"Powiat miechowski",2014,802
"14805",1209000,"Powiat myślenicki",2014,1841
"14806",1210000,"Powiat nowosądecki",2014,1266
"14807",1211000,"Powiat nowotarski",2014,16191
"14808",1212000,"Powiat olkuski",2014,762
"14809",1213000,"Powiat oświęcimski",2014,100191
"14810",1214000,"Powiat proszowicki",2014,469
"14811",1215000,"Powiat suski",2014,2450
"14812",1216000,"Powiat tarnowski",2014,743
"14813",1217000,"Powiat tatrzański",2014,25123
"14814",1218000,"Powiat wadowicki",2014,16697
"14815",1219000,"Powiat wielicki",2014,102207
"14816",1261000,"Powiat m.Kraków",2014,51953
"14817",1262000,"Powiat m.Nowy Sącz",2014,17108
"14818",1263000,"Powiat m.Tarnów",2014,5842
"14819",1402000,"Powiat ciechanowski",2014,6479
"14820",1403000,"Powiat garwoliński",2014,138
"14821",1405000,"Powiat grodziski",2014,370
"14822",1406000,"Powiat grójecki",2014,541
"14823",1407000,"Powiat kozienicki",2014,1087
"14824",1408000,"Powiat legionowski",2014,1033
"14825",1410000,"Powiat łosicki",2014,0
"14826",1411000,"Powiat makowski",2014,108
"14827",1412000,"Powiat miński",2014,2855
"14828",1413000,"Powiat mławski",2014,1196
"14829",1414000,"Powiat nowodworski",2014,3708
"14830",1415000,"Powiat ostrołęcki",2014,1323
"14831",1416000,"Powiat ostrowski",2014,0
"14832",1417000,"Powiat otwocki",2014,971
"14833",1418000,"Powiat piaseczyński",2014,283
"14834",1419000,"Powiat płocki",2014,0
"14835",1421000,"Powiat pruszkowski",2014,1553
"14836",1422000,"Powiat przasnyski",2014,1086
"14837",1423000,"Powiat przysuski",2014,1045
"14838",1424000,"Powiat pułtuski",2014,1873
"14839",1425000,"Powiat radomski",2014,589
"14840",1426000,"Powiat siedlecki",2014,61
"14841",1427000,"Powiat sierpecki",2014,9867
"14842",1428000,"Powiat sochaczewski",2014,12721
"14843",1429000,"Powiat sokołowski",2014,7767
"14844",1430000,"Powiat szydłowiecki",2014,4305
"14845",1431000,"Powiat warszawski",2014,NA
"14846",1432000,"Powiat warszawski zachodni",2014,54
"14847",1433000,"Powiat węgrowski",2014,2660
"14848",1434000,"Powiat wołomiński",2014,346
"14849",1435000,"Powiat wyszkowski",2014,0
"14850",1436000,"Powiat zwoleński",2014,9846
"14851",1437000,"Powiat żuromiński",2014,470
"14852",1438000,"Powiat żyrardowski",2014,828
"14853",1461000,"Powiat m.Ostrołęka",2014,1794
"14854",1462000,"Powiat m.Płock",2014,7833
"14855",1463000,"Powiat m.Radom",2014,3847
"14856",1464000,"Powiat m.Siedlce",2014,2219
"14857",1465000,"Powiat m. st. Warszawa",2014,47864
"14858",1601000,"Powiat brzeski",2014,2651
"14859",1602000,"Powiat głubczycki",2014,561
"14860",1603000,"Powiat kędzierzyńsko-kozielski",2014,435
"14861",1604000,"Powiat kluczborski",2014,837
"14862",1606000,"Powiat namysłowski",2014,0
"14863",1607000,"Powiat nyski",2014,1637
"14864",1608000,"Powiat oleski",2014,1344
"14865",1609000,"Powiat opolski",2014,70
"14866",1610000,"Powiat prudnicki",2014,3755
"14867",1611000,"Powiat strzelecki",2014,790
"14868",1661000,"Powiat m.Opole",2014,10498
"14869",1801000,"Powiat bieszczadzki",2014,169211
"14870",1802000,"Powiat brzozowski",2014,1004
"14871",1803000,"Powiat dębicki",2014,1911
"14872",1804000,"Powiat jarosławski",2014,376
"14873",1805000,"Powiat jasielski",2014,3978
"14874",1806000,"Powiat kolbuszowski",2014,5614
"14875",1807000,"Powiat krośnieński",2014,6405
"14876",1808000,"Powiat leżajski",2014,659
"14877",1809000,"Powiat lubaczowski",2014,3845
"14878",1810000,"Powiat łańcucki",2014,39826
"14879",1811000,"Powiat mielecki",2014,1168
"14880",1813000,"Powiat przemyski",2014,7720
"14881",1814000,"Powiat przeworski",2014,1112
"14882",1816000,"Powiat rzeszowski",2014,19
"14883",1817000,"Powiat sanocki",2014,22076
"14884",1818000,"Powiat stalowowolski",2014,2483
"14885",1819000,"Powiat strzyżowski",2014,250
"14886",1820000,"Powiat tarnobrzeski",2014,6561
"14887",1821000,"Powiat leski",2014,2204
"14888",1861000,"Powiat m.Krosno",2014,5644
"14889",1862000,"Powiat m.Przemyśl",2014,5788
"14890",1863000,"Powiat m.Rzeszów",2014,4126
"14891",1864000,"Powiat m.Tarnobrzeg",2014,2106
"14892",2001000,"Powiat augustowski",2014,823
"14893",2002000,"Powiat białostocki",2014,14406
"14894",2003000,"Powiat bielski",2014,2296
"14895",2005000,"Powiat hajnowski",2014,2010
"14896",2007000,"Powiat łomżyński",2014,7790
"14897",2009000,"Powiat sejneński",2014,3729
"14898",2010000,"Powiat siemiatycki",2014,1678
"14899",2011000,"Powiat sokólski",2014,434
"14900",2013000,"Powiat wysokomazowiecki",2014,11006
"14901",2061000,"Powiat m.Białystok",2014,2179
"14902",2062000,"Powiat m.Łomża",2014,4132
"14903",2063000,"Powiat m.Suwałki",2014,3206
"14904",2201000,"Powiat bytowski",2014,3555
"14905",2202000,"Powiat chojnicki",2014,639
"14906",2203000,"Powiat człuchowski",2014,3970
"14907",2205000,"Powiat kartuski",2014,2853
"14908",2206000,"Powiat kościerski",2014,20075
"14909",2207000,"Powiat kwidzyński",2014,2534
"14910",2208000,"Powiat lęborski",2014,2161
"14911",2209000,"Powiat malborski",2014,71908
"14912",2210000,"Powiat nowodworski",2014,27005
"14913",2211000,"Powiat pucki",2014,15598
"14914",2212000,"Powiat słupski",2014,8796
"14915",2213000,"Powiat starogardzki",2014,1054
"14916",2214000,"Powiat tczewski",2014,14292
"14917",2215000,"Powiat wejherowski",2014,1726
"14918",2216000,"Powiat sztumski",2014,59
"14919",2261000,"Powiat m.Gdańsk",2014,11911
"14920",2262000,"Powiat m.Gdynia",2014,11491
"14921",2263000,"Powiat m.Słupsk",2014,1844
"14922",2264000,"Powiat m.Sopot",2014,9754
"14923",2401000,"Powiat będziński",2014,5290
"14924",2402000,"Powiat bielski",2014,210
"14925",2403000,"Powiat cieszyński",2014,2725
"14926",2404000,"Powiat częstochowski",2014,856
"14927",2405000,"Powiat gliwicki",2014,1127
"14928",2407000,"Powiat lubliniecki",2014,0
"14929",2408000,"Powiat mikołowski",2014,836
"14930",2410000,"Powiat pszczyński",2014,21780
"14931",2411000,"Powiat raciborski",2014,1280
"14932",2413000,"Powiat tarnogórski",2014,9219
"14933",2414000,"Powiat bieruńsko-lędziński",2014,0
"14934",2415000,"Powiat wodzisławski",2014,329
"14935",2417000,"Powiat żywiecki",2014,7553
"14936",2461000,"Powiat m.Bielsko-Biała",2014,1296
"14937",2462000,"Powiat m.Bytom",2014,2484
"14938",2463000,"Powiat m.Chorzów",2014,7432
"14939",2464000,"Powiat m.Częstochowa",2014,2152
"14940",2465000,"Powiat m.Dąbrowa Górnicza",2014,1370
"14941",2466000,"Powiat m.Gliwice",2014,3514
"14942",2468000,"Powiat m.Jaworzno",2014,1272
"14943",2469000,"Powiat m.Katowice",2014,4306
"14944",2470000,"Powiat m.Mysłowice",2014,6135
"14945",2472000,"Powiat m.Ruda Śląska",2014,461
"14946",2473000,"Powiat m.Rybnik",2014,687
"14947",2474000,"Powiat m.Siemianowice Śląskie",2014,364
"14948",2475000,"Powiat m.Sosnowiec",2014,1532
"14949",2476000,"Powiat m.Świętochłowice",2014,1784
"14950",2477000,"Powiat m.Tychy",2014,4052
"14951",2478000,"Powiat m.Zabrze",2014,8797
"14952",2479000,"Powiat m.Żory",2014,3678
"14953",2601000,"Powiat buski",2014,768
"14954",2602000,"Powiat jędrzejowski",2014,1993
"14955",2604000,"Powiat kielecki",2014,10225
"14956",2605000,"Powiat konecki",2014,740
"14957",2606000,"Powiat opatowski",2014,153
"14958",2607000,"Powiat ostrowiecki",2014,0
"14959",2608000,"Powiat pińczowski",2014,1534
"14960",2609000,"Powiat sandomierski",2014,9049
"14961",2610000,"Powiat skarżyski",2014,6990
"14962",2611000,"Powiat starachowicki",2014,2089
"14963",2612000,"Powiat staszowski",2014,2497
"14964",2661000,"Powiat m.Kielce",2014,13529
"14965",2801000,"Powiat bartoszycki",2014,233
"14966",2802000,"Powiat braniewski",2014,29475
"14967",2803000,"Powiat działdowski",2014,2239
"14968",2805000,"Powiat ełcki",2014,2771
"14969",2806000,"Powiat giżycki",2014,122
