"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"23310",1412000,"Powiat miński",2009,1158
"23311",1413000,"Powiat mławski",2009,281
"23312",1414000,"Powiat nowodworski",2009,266
"23313",1416000,"Powiat ostrowski",2009,443
"23314",1417000,"Powiat otwocki",2009,13
"23315",1418000,"Powiat piaseczyński",2009,62
"23316",1420000,"Powiat płoński",2009,346
"23317",1421000,"Powiat pruszkowski",2009,18878
"23318",1422000,"Powiat przasnyski",2009,175
"23319",1423000,"Powiat przysuski",2009,8
"23320",1424000,"Powiat pułtuski",2009,477
"23321",1425000,"Powiat radomski",2009,0
"23322",1427000,"Powiat sierpecki",2009,0
"23323",1428000,"Powiat sochaczewski",2009,381
"23324",1429000,"Powiat sokołowski",2009,228
"23325",1430000,"Powiat szydłowiecki",2009,0
"23326",1431000,"Powiat warszawski",2009,NA
"23327",1432000,"Powiat warszawski zachodni",2009,0
"23328",1433000,"Powiat węgrowski",2009,229
"23329",1434000,"Powiat wołomiński",2009,760
"23330",1435000,"Powiat wyszkowski",2009,51
"23331",1436000,"Powiat zwoleński",2009,0
"23332",1437000,"Powiat żuromiński",2009,72
"23333",1438000,"Powiat żyrardowski",2009,197
"23334",1461000,"Powiat m.Ostrołęka",2009,1177
"23335",1462000,"Powiat m.Płock",2009,10860
"23336",1463000,"Powiat m.Radom",2009,11333
"23337",1464000,"Powiat m.Siedlce",2009,198
"23338",1465000,"Powiat m. st. Warszawa",2009,246888
"23339",1601000,"Powiat brzeski",2009,222
"23340",1602000,"Powiat głubczycki",2009,0
"23341",1603000,"Powiat kędzierzyńsko-kozielski",2009,800
"23342",1604000,"Powiat kluczborski",2009,79
"23343",1605000,"Powiat krapkowicki",2009,637
"23344",1606000,"Powiat namysłowski",2009,0
"23345",1607000,"Powiat nyski",2009,214
"23346",1608000,"Powiat oleski",2009,78
"23347",1609000,"Powiat opolski",2009,0
"23348",1610000,"Powiat prudnicki",2009,0
"23349",1611000,"Powiat strzelecki",2009,0
"23350",1661000,"Powiat m.Opole",2009,13606
"23351",1801000,"Powiat bieszczadzki",2009,122
"23352",1802000,"Powiat brzozowski",2009,225
"23353",1803000,"Powiat dębicki",2009,699
"23354",1804000,"Powiat jarosławski",2009,324
"23355",1805000,"Powiat jasielski",2009,0
"23356",1806000,"Powiat kolbuszowski",2009,0
"23357",1807000,"Powiat krośnieński",2009,303
"23358",1808000,"Powiat leżajski",2009,44
"23359",1809000,"Powiat lubaczowski",2009,346
"23360",1810000,"Powiat łańcucki",2009,44
"23361",1811000,"Powiat mielecki",2009,1175
"23362",1812000,"Powiat niżański",2009,289
"23363",1813000,"Powiat przemyski",2009,0
"23364",1814000,"Powiat przeworski",2009,150
"23365",1815000,"Powiat ropczycko-sędziszowski",2009,123
"23366",1816000,"Powiat rzeszowski",2009,0
"23367",1817000,"Powiat sanocki",2009,447
"23368",1818000,"Powiat stalowowolski",2009,1783
"23369",1819000,"Powiat strzyżowski",2009,72
"23370",1820000,"Powiat tarnobrzeski",2009,10
"23371",1821000,"Powiat leski",2009,110
"23372",1861000,"Powiat m.Krosno",2009,1865
"23373",1862000,"Powiat m.Przemyśl",2009,591
"23374",1863000,"Powiat m.Rzeszów",2009,11701
"23375",1864000,"Powiat m.Tarnobrzeg",2009,333
"23376",2001000,"Powiat augustowski",2009,0
"23377",2002000,"Powiat białostocki",2009,91
"23378",2003000,"Powiat bielski",2009,0
"23379",2004000,"Powiat grajewski",2009,289
"23380",2005000,"Powiat hajnowski",2009,126
"23381",2006000,"Powiat kolneński",2009,88
"23382",2009000,"Powiat sejneński",2009,0
"23383",2010000,"Powiat siemiatycki",2009,0
"23384",2011000,"Powiat sokólski",2009,262
"23385",2013000,"Powiat wysokomazowiecki",2009,50
"23386",2014000,"Powiat zambrowski",2009,0
"23387",2061000,"Powiat m.Białystok",2009,34351
"23388",2062000,"Powiat m.Łomża",2009,1274
"23389",2063000,"Powiat m.Suwałki",2009,1420
"23390",2201000,"Powiat bytowski",2009,377
"23391",2202000,"Powiat chojnicki",2009,622
"23392",2203000,"Powiat człuchowski",2009,24
"23393",2204000,"Powiat gdański",2009,0
"23394",2205000,"Powiat kartuski",2009,0
"23395",2206000,"Powiat kościerski",2009,0
"23396",2207000,"Powiat kwidzyński",2009,517
"23397",2208000,"Powiat lęborski",2009,609
"23398",2209000,"Powiat malborski",2009,0
"23399",2210000,"Powiat nowodworski",2009,0
"23400",2211000,"Powiat pucki",2009,0
"23401",2212000,"Powiat słupski",2009,0
"23402",2213000,"Powiat starogardzki",2009,885
"23403",2214000,"Powiat tczewski",2009,0
"23404",2215000,"Powiat wejherowski",2009,329
"23405",2216000,"Powiat sztumski",2009,0
"23406",2261000,"Powiat m.Gdańsk",2009,53421
"23407",2262000,"Powiat m.Gdynia",2009,18921
"23408",2263000,"Powiat m.Słupsk",2009,2347
"23409",2264000,"Powiat m.Sopot",2009,5197
"23410",2401000,"Powiat będziński",2009,0
"23411",2402000,"Powiat bielski",2009,366
"23412",2403000,"Powiat cieszyński",2009,1463
"23413",2404000,"Powiat częstochowski",2009,0
"23414",2405000,"Powiat gliwicki",2009,815
"23415",2406000,"Powiat kłobucki",2009,33
"23416",2407000,"Powiat lubliniecki",2009,528
"23417",2408000,"Powiat mikołowski",2009,0
"23418",2409000,"Powiat myszkowski",2009,151
"23419",2410000,"Powiat pszczyński",2009,296
"23420",2411000,"Powiat raciborski",2009,1170
"23421",2413000,"Powiat tarnogórski",2009,41
"23422",2414000,"Powiat bieruńsko-lędziński",2009,23
"23423",2415000,"Powiat wodzisławski",2009,221
"23424",2416000,"Powiat zawierciański",2009,365
"23425",2417000,"Powiat żywiecki",2009,1094
"23426",2461000,"Powiat m.Bielsko-Biała",2009,15990
"23427",2462000,"Powiat m.Bytom",2009,91
"23428",2463000,"Powiat m.Chorzów",2009,0
"23429",2464000,"Powiat m.Częstochowa",2009,19939
"23430",2465000,"Powiat m.Dąbrowa Górnicza",2009,11543
"23431",2466000,"Powiat m.Gliwice",2009,69046
"23432",2467000,"Powiat m.Jastrzębie-Zdrój",2009,1803
"23433",2468000,"Powiat m.Jaworzno",2009,0
"23434",2469000,"Powiat m.Katowice",2009,80808
"23435",2470000,"Powiat m.Mysłowice",2009,4
"23436",2471000,"Powiat m.Piekary Śląskie",2009,0
"23437",2472000,"Powiat m.Ruda Śląska",2009,14366
"23438",2473000,"Powiat m.Rybnik",2009,28009
"23439",2474000,"Powiat m.Siemianowice Śląskie",2009,0
"23440",2475000,"Powiat m.Sosnowiec",2009,20123
"23441",2477000,"Powiat m.Tychy",2009,9941
"23442",2478000,"Powiat m.Zabrze",2009,20343
"23443",2479000,"Powiat m.Żory",2009,800
"23444",2601000,"Powiat buski",2009,220
"23445",2602000,"Powiat jędrzejowski",2009,24
"23446",2603000,"Powiat kazimierski",2009,0
"23447",2604000,"Powiat kielecki",2009,0
"23448",2605000,"Powiat konecki",2009,9
"23449",2606000,"Powiat opatowski",2009,0
"23450",2607000,"Powiat ostrowiecki",2009,1043
"23451",2608000,"Powiat pińczowski",2009,0
"23452",2609000,"Powiat sandomierski",2009,0
"23453",2610000,"Powiat skarżyski",2009,417
"23454",2611000,"Powiat starachowicki",2009,286
"23455",2612000,"Powiat staszowski",2009,33
"23456",2613000,"Powiat włoszczowski",2009,0
"23457",2661000,"Powiat m.Kielce",2009,18152
"23458",2801000,"Powiat bartoszycki",2009,0
"23459",2802000,"Powiat braniewski",2009,0
"23460",2803000,"Powiat działdowski",2009,194
"23461",2804000,"Powiat elbląski",2009,24
"23462",2805000,"Powiat ełcki",2009,1280
"23463",2806000,"Powiat giżycki",2009,71
"23464",2807000,"Powiat iławski",2009,750
"23465",2808000,"Powiat kętrzyński",2009,218
"23466",2809000,"Powiat lidzbarski",2009,31
"23467",2810000,"Powiat mrągowski",2009,320
"23468",2811000,"Powiat nidzicki",2009,0
"23469",2812000,"Powiat nowomiejski",2009,138
"23470",2813000,"Powiat olecki",2009,280
"23471",2814000,"Powiat olsztyński",2009,177
"23472",2815000,"Powiat ostródzki",2009,211
"23473",2816000,"Powiat piski",2009,0
"23474",2817000,"Powiat szczycieński",2009,34
"23475",2818000,"Powiat gołdapski",2009,133
"23476",2819000,"Powiat węgorzewski",2009,0
"23477",2861000,"Powiat m.Elbląg",2009,13950
"23478",2862000,"Powiat m.Olsztyn",2009,14047
"23479",3001000,"Powiat chodzieski",2009,105
"23480",3002000,"Powiat czarnkowsko-trzcianecki",2009,59
"23481",3003000,"Powiat gnieźnieński",2009,6019
"23482",3004000,"Powiat gostyński",2009,703
"23483",3005000,"Powiat grodziski",2009,0
"23484",3006000,"Powiat jarociński",2009,976
"23485",3008000,"Powiat kępiński",2009,132
"23486",3009000,"Powiat kolski",2009,174
"23487",3010000,"Powiat koniński",2009,30
"23488",3011000,"Powiat kościański",2009,0
"23489",3012000,"Powiat krotoszyński",2009,558
"23490",3014000,"Powiat międzychodzki",2009,0
"23491",3015000,"Powiat nowotomyski",2009,97
"23492",3017000,"Powiat ostrowski",2009,876
"23493",3018000,"Powiat ostrzeszowski",2009,384
"23494",3019000,"Powiat pilski",2009,8959
"23495",3020000,"Powiat pleszewski",2009,269
"23496",3021000,"Powiat poznański",2009,268
"23497",3022000,"Powiat rawicki",2009,0
"23498",3023000,"Powiat słupecki",2009,462
"23499",3024000,"Powiat szamotulski",2009,288
"23500",3025000,"Powiat średzki",2009,515
"23501",3026000,"Powiat śremski",2009,193
"23502",3027000,"Powiat turecki",2009,377
"23503",3028000,"Powiat wągrowiecki",2009,403
"23504",3029000,"Powiat wolsztyński",2009,0
"23505",3030000,"Powiat wrzesiński",2009,577
"23506",3031000,"Powiat złotowski",2009,11
"23507",3061000,"Powiat m.Kalisz",2009,5022
"23508",3062000,"Powiat m.Konin",2009,4762
"23509",3063000,"Powiat m.Leszno",2009,0
"23510",3064000,"Powiat m.Poznań",2009,81478
"23511",3201000,"Powiat białogardzki",2009,348
"23512",3202000,"Powiat choszczeński",2009,80
"23513",3203000,"Powiat drawski",2009,0
"23514",3204000,"Powiat goleniowski",2009,429
"23515",3205000,"Powiat gryficki",2009,351
"23516",3206000,"Powiat gryfiński",2009,503
"23517",3207000,"Powiat kamieński",2009,233
"23518",3208000,"Powiat kołobrzeski",2009,2063
"23519",3209000,"Powiat koszaliński",2009,239
"23520",3210000,"Powiat myśliborski",2009,0
"23521",3211000,"Powiat policki",2009,86
"23522",3212000,"Powiat pyrzycki",2009,0
"23523",3213000,"Powiat sławieński",2009,571
"23524",3214000,"Powiat stargardzki",2009,999
"23525",3215000,"Powiat szczecinecki",2009,1022
"23526",3216000,"Powiat świdwiński",2009,37
"23527",3217000,"Powiat wałecki",2009,759
"23528",3261000,"Powiat m.Koszalin",2009,1041
"23529",3262000,"Powiat m.Szczecin",2009,29014
"23530",3263000,"Powiat m.Świnoujście",2009,0
"23531",201000,"Powiat bolesławiecki",2010,1127
"23532",202000,"Powiat dzierżoniowski",2010,360
"23533",203000,"Powiat głogowski",2010,790
"23534",204000,"Powiat górowski",2010,248
"23535",205000,"Powiat jaworski",2010,0
"23536",206000,"Powiat jeleniogórski",2010,0
"23537",207000,"Powiat kamiennogórski",2010,0
"23538",208000,"Powiat kłodzki",2010,519
"23539",209000,"Powiat legnicki",2010,0
"23540",210000,"Powiat lubański",2010,341
"23541",211000,"Powiat lubiński",2010,11242
"23542",212000,"Powiat lwówecki",2010,0
"23543",214000,"Powiat oleśnicki",2010,0
"23544",215000,"Powiat oławski",2010,0
"23545",216000,"Powiat polkowicki",2010,481
"23546",217000,"Powiat strzeliński",2010,0
"23547",218000,"Powiat średzki",2010,146
"23548",219000,"Powiat świdnicki",2010,50
"23549",220000,"Powiat trzebnicki",2010,43
"23550",221000,"Powiat wałbrzyski",2010,4055
"23551",222000,"Powiat wołowski",2010,85
"23552",223000,"Powiat wrocławski",2010,0
"23553",224000,"Powiat ząbkowicki",2010,27
"23554",225000,"Powiat zgorzelecki",2010,434
"23555",226000,"Powiat złotoryjski",2010,261
"23556",261000,"Powiat m.Jelenia Góra",2010,2211
"23557",262000,"Powiat m.Legnica",2010,10418
"23558",263000,"Powiat m.Wałbrzych do 2002",2010,NA
"23559",264000,"Powiat m.Wrocław",2010,88648
"23560",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"23561",401000,"Powiat aleksandrowski",2010,0
"23562",402000,"Powiat brodnicki",2010,0
"23563",403000,"Powiat bydgoski",2010,0
"23564",404000,"Powiat chełmiński",2010,0
"23565",405000,"Powiat golubsko-dobrzyński",2010,0
"23566",406000,"Powiat grudziądzki",2010,0
"23567",407000,"Powiat inowrocławski",2010,1120
"23568",408000,"Powiat lipnowski",2010,24
"23569",409000,"Powiat mogileński",2010,225
"23570",410000,"Powiat nakielski",2010,59
"23571",411000,"Powiat radziejowski",2010,0
"23572",412000,"Powiat rypiński",2010,124
"23573",413000,"Powiat sępoleński",2010,52
"23574",414000,"Powiat świecki",2010,1108
"23575",415000,"Powiat toruński",2010,0
"23576",416000,"Powiat tucholski",2010,0
"23577",417000,"Powiat wąbrzeski",2010,13
"23578",419000,"Powiat żniński",2010,0
"23579",461000,"Powiat m.Bydgoszcz",2010,41331
"23580",462000,"Powiat m.Grudziądz",2010,0
"23581",463000,"Powiat m.Toruń",2010,25301
"23582",464000,"Powiat m.Włocławek",2010,11615
"23583",601000,"Powiat bialski",2010,177
"23584",602000,"Powiat biłgorajski",2010,301
"23585",604000,"Powiat hrubieszowski",2010,55
"23586",605000,"Powiat janowski",2010,17
"23587",606000,"Powiat krasnostawski",2010,97
"23588",607000,"Powiat kraśnicki",2010,174
"23589",608000,"Powiat lubartowski",2010,199
"23590",609000,"Powiat lubelski",2010,0
"23591",611000,"Powiat łukowski",2010,297
"23592",612000,"Powiat opolski",2010,88
"23593",613000,"Powiat parczewski",2010,0
"23594",614000,"Powiat puławski",2010,1751
"23595",615000,"Powiat radzyński",2010,88
"23596",616000,"Powiat rycki",2010,63
"23597",617000,"Powiat świdnicki",2010,226
"23598",618000,"Powiat tomaszowski",2010,318
"23599",619000,"Powiat włodawski",2010,181
"23600",620000,"Powiat zamojski",2010,80
"23601",661000,"Powiat m.Biała Podlaska",2010,1751
"23602",662000,"Powiat m.Chełm",2010,0
"23603",663000,"Powiat m.Lublin",2010,17964
"23604",664000,"Powiat m.Zamość",2010,2574
"23605",802000,"Powiat krośnieński",2010,0
"23606",803000,"Powiat międzyrzecki",2010,7
"23607",804000,"Powiat nowosolski",2010,379
"23608",805000,"Powiat słubicki",2010,51
"23609",806000,"Powiat strzelecko-drezdenecki",2010,0
"23610",807000,"Powiat sulęciński",2010,112
"23611",808000,"Powiat świebodziński",2010,0
"23612",809000,"Powiat zielonogórski",2010,0
"23613",810000,"Powiat żagański",2010,10
"23614",811000,"Powiat żarski",2010,405
"23615",812000,"Powiat wschowski",2010,0
"23616",861000,"Powiat m.Gorzów Wielkopolski",2010,10930
"23617",862000,"Powiat m.Zielona Góra",2010,19787
"23618",1001000,"Powiat bełchatowski",2010,895
"23619",1002000,"Powiat kutnowski",2010,188
"23620",1003000,"Powiat łaski",2010,0
"23621",1004000,"Powiat łęczycki",2010,0
"23622",1005000,"Powiat łowicki",2010,559
"23623",1006000,"Powiat łódzki wschodni",2010,175
"23624",1007000,"Powiat opoczyński",2010,39
"23625",1008000,"Powiat pabianicki",2010,98
"23626",1009000,"Powiat pajęczański",2010,57
"23627",1010000,"Powiat piotrkowski",2010,7
"23628",1011000,"Powiat poddębicki",2010,0
"23629",1012000,"Powiat radomszczański",2010,529
"23630",1013000,"Powiat rawski",2010,749
"23631",1014000,"Powiat sieradzki",2010,0
"23632",1016000,"Powiat tomaszowski",2010,389
"23633",1017000,"Powiat wieluński",2010,168
"23634",1018000,"Powiat wieruszowski",2010,55
"23635",1019000,"Powiat zduńskowolski",2010,0
"23636",1020000,"Powiat zgierski",2010,10
"23637",1061000,"Powiat m.Łódź",2010,63300
"23638",1062000,"Powiat m.Piotrków Trybunalski",2010,9626
"23639",1063000,"Powiat m.Skierniewice",2010,2553
"23640",1201000,"Powiat bocheński",2010,1268
"23641",1202000,"Powiat brzeski",2010,0
"23642",1203000,"Powiat chrzanowski",2010,1424
"23643",1204000,"Powiat dąbrowski",2010,628
"23644",1205000,"Powiat gorlicki",2010,450
"23645",1206000,"Powiat krakowski",2010,109
"23646",1207000,"Powiat limanowski",2010,831
"23647",1208000,"Powiat miechowski",2010,0
"23648",1209000,"Powiat myślenicki",2010,317
"23649",1210000,"Powiat nowosądecki",2010,1273
"23650",1211000,"Powiat nowotarski",2010,3569
"23651",1212000,"Powiat olkuski",2010,127
"23652",1213000,"Powiat oświęcimski",2010,1193
"23653",1214000,"Powiat proszowicki",2010,1
"23654",1215000,"Powiat suski",2010,0
"23655",1216000,"Powiat tarnowski",2010,31
"23656",1217000,"Powiat tatrzański",2010,1346
"23657",1218000,"Powiat wadowicki",2010,900
"23658",1219000,"Powiat wielicki",2010,0
"23659",1261000,"Powiat m.Kraków",2010,128973
"23660",1262000,"Powiat m.Nowy Sącz",2010,8961
"23661",1263000,"Powiat m.Tarnów",2010,2488
"23662",1402000,"Powiat ciechanowski",2010,1321
"23663",1403000,"Powiat garwoliński",2010,424
"23664",1404000,"Powiat gostyniński",2010,187
"23665",1405000,"Powiat grodziski",2010,1552
"23666",1406000,"Powiat grójecki",2010,190
"23667",1407000,"Powiat kozienicki",2010,0
"23668",1408000,"Powiat legionowski",2010,50
"23669",1409000,"Powiat lipski",2010,0
"23670",1410000,"Powiat łosicki",2010,98
"23671",1411000,"Powiat makowski",2010,114
"23672",1412000,"Powiat miński",2010,0
"23673",1413000,"Powiat mławski",2010,418
"23674",1414000,"Powiat nowodworski",2010,258
"23675",1416000,"Powiat ostrowski",2010,335
"23676",1417000,"Powiat otwocki",2010,4
"23677",1418000,"Powiat piaseczyński",2010,58
"23678",1420000,"Powiat płoński",2010,278
"23679",1421000,"Powiat pruszkowski",2010,17397
"23680",1422000,"Powiat przasnyski",2010,125
"23681",1423000,"Powiat przysuski",2010,13
"23682",1424000,"Powiat pułtuski",2010,334
"23683",1425000,"Powiat radomski",2010,0
"23684",1427000,"Powiat sierpecki",2010,0
"23685",1428000,"Powiat sochaczewski",2010,98
"23686",1429000,"Powiat sokołowski",2010,165
"23687",1430000,"Powiat szydłowiecki",2010,0
"23688",1431000,"Powiat warszawski",2010,NA
"23689",1432000,"Powiat warszawski zachodni",2010,0
"23690",1433000,"Powiat węgrowski",2010,170
"23691",1434000,"Powiat wołomiński",2010,650
"23692",1435000,"Powiat wyszkowski",2010,30
"23693",1436000,"Powiat zwoleński",2010,0
"23694",1437000,"Powiat żuromiński",2010,24
"23695",1438000,"Powiat żyrardowski",2010,690
"23696",1461000,"Powiat m.Ostrołęka",2010,1027
"23697",1462000,"Powiat m.Płock",2010,18564
"23698",1463000,"Powiat m.Radom",2010,10283
"23699",1464000,"Powiat m.Siedlce",2010,8581
"23700",1465000,"Powiat m. st. Warszawa",2010,245493
"23701",1601000,"Powiat brzeski",2010,108
"23702",1602000,"Powiat głubczycki",2010,0
"23703",1603000,"Powiat kędzierzyńsko-kozielski",2010,686
"23704",1604000,"Powiat kluczborski",2010,0
"23705",1605000,"Powiat krapkowicki",2010,347
"23706",1606000,"Powiat namysłowski",2010,0
"23707",1607000,"Powiat nyski",2010,511
"23708",1608000,"Powiat oleski",2010,79
"23709",1609000,"Powiat opolski",2010,0
"23710",1610000,"Powiat prudnicki",2010,0
"23711",1611000,"Powiat strzelecki",2010,0
"23712",1661000,"Powiat m.Opole",2010,12459
"23713",1801000,"Powiat bieszczadzki",2010,142
"23714",1802000,"Powiat brzozowski",2010,166
"23715",1803000,"Powiat dębicki",2010,543
"23716",1804000,"Powiat jarosławski",2010,286
"23717",1805000,"Powiat jasielski",2010,0
"23718",1806000,"Powiat kolbuszowski",2010,0
"23719",1807000,"Powiat krośnieński",2010,311
"23720",1808000,"Powiat leżajski",2010,36
"23721",1809000,"Powiat lubaczowski",2010,295
"23722",1810000,"Powiat łańcucki",2010,46
"23723",1811000,"Powiat mielecki",2010,1087
"23724",1812000,"Powiat niżański",2010,231
"23725",1813000,"Powiat przemyski",2010,0
"23726",1814000,"Powiat przeworski",2010,107
"23727",1815000,"Powiat ropczycko-sędziszowski",2010,128
"23728",1816000,"Powiat rzeszowski",2010,0
"23729",1817000,"Powiat sanocki",2010,431
"23730",1818000,"Powiat stalowowolski",2010,1860
"23731",1819000,"Powiat strzyżowski",2010,79
"23732",1820000,"Powiat tarnobrzeski",2010,14
"23733",1821000,"Powiat leski",2010,106
"23734",1861000,"Powiat m.Krosno",2010,2021
"23735",1862000,"Powiat m.Przemyśl",2010,520
"23736",1863000,"Powiat m.Rzeszów",2010,11189
"23737",1864000,"Powiat m.Tarnobrzeg",2010,444
"23738",2001000,"Powiat augustowski",2010,0
"23739",2002000,"Powiat białostocki",2010,2
"23740",2003000,"Powiat bielski",2010,0
"23741",2004000,"Powiat grajewski",2010,242
"23742",2005000,"Powiat hajnowski",2010,70
"23743",2006000,"Powiat kolneński",2010,57
"23744",2009000,"Powiat sejneński",2010,0
"23745",2010000,"Powiat siemiatycki",2010,19
"23746",2011000,"Powiat sokólski",2010,213
"23747",2013000,"Powiat wysokomazowiecki",2010,12
"23748",2014000,"Powiat zambrowski",2010,0
"23749",2061000,"Powiat m.Białystok",2010,30663
"23750",2062000,"Powiat m.Łomża",2010,1295
"23751",2063000,"Powiat m.Suwałki",2010,3431
"23752",2201000,"Powiat bytowski",2010,110
"23753",2202000,"Powiat chojnicki",2010,509
"23754",2203000,"Powiat człuchowski",2010,0
"23755",2204000,"Powiat gdański",2010,0
"23756",2205000,"Powiat kartuski",2010,0
"23757",2206000,"Powiat kościerski",2010,0
"23758",2207000,"Powiat kwidzyński",2010,595
"23759",2208000,"Powiat lęborski",2010,684
"23760",2209000,"Powiat malborski",2010,0
"23761",2210000,"Powiat nowodworski",2010,0
"23762",2211000,"Powiat pucki",2010,0
"23763",2212000,"Powiat słupski",2010,0
"23764",2213000,"Powiat starogardzki",2010,837
"23765",2214000,"Powiat tczewski",2010,0
"23766",2215000,"Powiat wejherowski",2010,18
"23767",2216000,"Powiat sztumski",2010,0
"23768",2261000,"Powiat m.Gdańsk",2010,49883
"23769",2262000,"Powiat m.Gdynia",2010,14721
"23770",2263000,"Powiat m.Słupsk",2010,536
"23771",2264000,"Powiat m.Sopot",2010,9373
"23772",2401000,"Powiat będziński",2010,0
"23773",2402000,"Powiat bielski",2010,1049
"23774",2403000,"Powiat cieszyński",2010,1588
"23775",2404000,"Powiat częstochowski",2010,0
"23776",2405000,"Powiat gliwicki",2010,623
"23777",2406000,"Powiat kłobucki",2010,34
"23778",2407000,"Powiat lubliniecki",2010,500
"23779",2408000,"Powiat mikołowski",2010,0
"23780",2409000,"Powiat myszkowski",2010,104
"23781",2410000,"Powiat pszczyński",2010,0
"23782",2411000,"Powiat raciborski",2010,1161
"23783",2413000,"Powiat tarnogórski",2010,50
"23784",2414000,"Powiat bieruńsko-lędziński",2010,14
"23785",2415000,"Powiat wodzisławski",2010,165
"23786",2416000,"Powiat zawierciański",2010,354
"23787",2417000,"Powiat żywiecki",2010,981
"23788",2461000,"Powiat m.Bielsko-Biała",2010,34825
"23789",2462000,"Powiat m.Bytom",2010,121
"23790",2463000,"Powiat m.Chorzów",2010,0
"23791",2464000,"Powiat m.Częstochowa",2010,28848
"23792",2465000,"Powiat m.Dąbrowa Górnicza",2010,10371
"23793",2466000,"Powiat m.Gliwice",2010,54249
"23794",2467000,"Powiat m.Jastrzębie-Zdrój",2010,1709
"23795",2468000,"Powiat m.Jaworzno",2010,0
"23796",2469000,"Powiat m.Katowice",2010,77764
"23797",2470000,"Powiat m.Mysłowice",2010,1
"23798",2471000,"Powiat m.Piekary Śląskie",2010,0
"23799",2472000,"Powiat m.Ruda Śląska",2010,18885
"23800",2473000,"Powiat m.Rybnik",2010,27380
"23801",2474000,"Powiat m.Siemianowice Śląskie",2010,9
"23802",2475000,"Powiat m.Sosnowiec",2010,19549
"23803",2477000,"Powiat m.Tychy",2010,8185
"23804",2478000,"Powiat m.Zabrze",2010,19150
"23805",2479000,"Powiat m.Żory",2010,900
"23806",2601000,"Powiat buski",2010,197
"23807",2602000,"Powiat jędrzejowski",2010,23
"23808",2603000,"Powiat kazimierski",2010,0
"23809",2604000,"Powiat kielecki",2010,0
"23810",2605000,"Powiat konecki",2010,8
"23811",2606000,"Powiat opatowski",2010,0
"23812",2607000,"Powiat ostrowiecki",2010,1104
"23813",2608000,"Powiat pińczowski",2010,0
"23814",2609000,"Powiat sandomierski",2010,0
"23815",2610000,"Powiat skarżyski",2010,319
"23816",2611000,"Powiat starachowicki",2010,175
"23817",2612000,"Powiat staszowski",2010,142
"23818",2613000,"Powiat włoszczowski",2010,0
"23819",2661000,"Powiat m.Kielce",2010,16454
"23820",2801000,"Powiat bartoszycki",2010,0
"23821",2802000,"Powiat braniewski",2010,0
"23822",2803000,"Powiat działdowski",2010,118
"23823",2804000,"Powiat elbląski",2010,30
"23824",2805000,"Powiat ełcki",2010,1234
"23825",2806000,"Powiat giżycki",2010,89
"23826",2807000,"Powiat iławski",2010,1546
"23827",2808000,"Powiat kętrzyński",2010,161
"23828",2809000,"Powiat lidzbarski",2010,0
"23829",2810000,"Powiat mrągowski",2010,250
"23830",2811000,"Powiat nidzicki",2010,0
"23831",2812000,"Powiat nowomiejski",2010,132
"23832",2813000,"Powiat olecki",2010,253
"23833",2814000,"Powiat olsztyński",2010,140
"23834",2815000,"Powiat ostródzki",2010,189
"23835",2816000,"Powiat piski",2010,0
"23836",2817000,"Powiat szczycieński",2010,0
"23837",2818000,"Powiat gołdapski",2010,176
"23838",2819000,"Powiat węgorzewski",2010,0
"23839",2861000,"Powiat m.Elbląg",2010,12836
"23840",2862000,"Powiat m.Olsztyn",2010,17515
"23841",3001000,"Powiat chodzieski",2010,182
"23842",3002000,"Powiat czarnkowsko-trzcianecki",2010,55
"23843",3003000,"Powiat gnieźnieński",2010,5430
"23844",3004000,"Powiat gostyński",2010,592
"23845",3005000,"Powiat grodziski",2010,0
"23846",3006000,"Powiat jarociński",2010,1026
"23847",3008000,"Powiat kępiński",2010,52
"23848",3009000,"Powiat kolski",2010,118
"23849",3010000,"Powiat koniński",2010,20
"23850",3011000,"Powiat kościański",2010,0
"23851",3012000,"Powiat krotoszyński",2010,634
"23852",3014000,"Powiat międzychodzki",2010,0
"23853",3015000,"Powiat nowotomyski",2010,69
"23854",3017000,"Powiat ostrowski",2010,943
"23855",3018000,"Powiat ostrzeszowski",2010,341
"23856",3019000,"Powiat pilski",2010,8186
"23857",3020000,"Powiat pleszewski",2010,280
"23858",3021000,"Powiat poznański",2010,204
"23859",3022000,"Powiat rawicki",2010,0
"23860",3023000,"Powiat słupecki",2010,480
"23861",3024000,"Powiat szamotulski",2010,329
"23862",3025000,"Powiat średzki",2010,824
"23863",3026000,"Powiat śremski",2010,254
"23864",3027000,"Powiat turecki",2010,419
"23865",3028000,"Powiat wągrowiecki",2010,712
"23866",3029000,"Powiat wolsztyński",2010,0
"23867",3030000,"Powiat wrzesiński",2010,498
"23868",3031000,"Powiat złotowski",2010,7
"23869",3061000,"Powiat m.Kalisz",2010,4719
"23870",3062000,"Powiat m.Konin",2010,4392
"23871",3063000,"Powiat m.Leszno",2010,0
"23872",3064000,"Powiat m.Poznań",2010,88884
"23873",3201000,"Powiat białogardzki",2010,244
"23874",3202000,"Powiat choszczeński",2010,34
"23875",3203000,"Powiat drawski",2010,0
"23876",3204000,"Powiat goleniowski",2010,372
"23877",3205000,"Powiat gryficki",2010,308
"23878",3206000,"Powiat gryfiński",2010,417
