"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"26002",2811000,"Powiat nidzicki",2016,0
"26003",2812000,"Powiat nowomiejski",2016,0
"26004",2813000,"Powiat olecki",2016,306
"26005",2814000,"Powiat olsztyński",2016,16
"26006",2815000,"Powiat ostródzki",2016,1208
"26007",2816000,"Powiat piski",2016,0
"26008",2817000,"Powiat szczycieński",2016,0
"26009",2818000,"Powiat gołdapski",2016,485
"26010",2819000,"Powiat węgorzewski",2016,0
"26011",2861000,"Powiat m.Elbląg",2016,12787
"26012",2862000,"Powiat m.Olsztyn",2016,33808
"26013",3001000,"Powiat chodzieski",2016,2060
"26014",3002000,"Powiat czarnkowsko-trzcianecki",2016,991
"26015",3003000,"Powiat gnieźnieński",2016,6552
"26016",3004000,"Powiat gostyński",2016,1691
"26017",3005000,"Powiat grodziski",2016,0
"26018",3006000,"Powiat jarociński",2016,1327
"26019",3008000,"Powiat kępiński",2016,0
"26020",3009000,"Powiat kolski",2016,369
"26021",3010000,"Powiat koniński",2016,0
"26022",3011000,"Powiat kościański",2016,0
"26023",3012000,"Powiat krotoszyński",2016,1302
"26024",3014000,"Powiat międzychodzki",2016,0
"26025",3015000,"Powiat nowotomyski",2016,0
"26026",3017000,"Powiat ostrowski",2016,1043
"26027",3018000,"Powiat ostrzeszowski",2016,874
"26028",3019000,"Powiat pilski",2016,9045
"26029",3020000,"Powiat pleszewski",2016,539
"26030",3021000,"Powiat poznański",2016,633
"26031",3022000,"Powiat rawicki",2016,985
"26032",3023000,"Powiat słupecki",2016,1498
"26033",3024000,"Powiat szamotulski",2016,1222
"26034",3025000,"Powiat średzki",2016,1329
"26035",3026000,"Powiat śremski",2016,776
"26036",3027000,"Powiat turecki",2016,432
"26037",3028000,"Powiat wągrowiecki",2016,1272
"26038",3029000,"Powiat wolsztyński",2016,0
"26039",3030000,"Powiat wrzesiński",2016,1366
"26040",3031000,"Powiat złotowski",2016,0
"26041",3061000,"Powiat m.Kalisz",2016,26404
"26042",3062000,"Powiat m.Konin",2016,7363
"26043",3063000,"Powiat m.Leszno",2016,9500
"26044",3064000,"Powiat m.Poznań",2016,102858
"26045",3201000,"Powiat białogardzki",2016,1014
"26046",3202000,"Powiat choszczeński",2016,0
"26047",3203000,"Powiat drawski",2016,1502
"26048",3204000,"Powiat goleniowski",2016,89
"26049",3205000,"Powiat gryficki",2016,353
"26050",3206000,"Powiat gryfiński",2016,933
"26051",3207000,"Powiat kamieński",2016,1293
"26052",3208000,"Powiat kołobrzeski",2016,1518
"26053",3209000,"Powiat koszaliński",2016,0
"26054",3210000,"Powiat myśliborski",2016,203
"26055",3211000,"Powiat policki",2016,0
"26056",3212000,"Powiat pyrzycki",2016,255
"26057",3213000,"Powiat sławieński",2016,749
"26058",3214000,"Powiat stargardzki",2016,2440
"26059",3215000,"Powiat szczecinecki",2016,1018
"26060",3216000,"Powiat świdwiński",2016,712
"26061",3217000,"Powiat wałecki",2016,801
"26062",3261000,"Powiat m.Koszalin",2016,11549
"26063",3262000,"Powiat m.Szczecin",2016,42757
"26064",3263000,"Powiat m.Świnoujście",2016,9331
"26065",201000,"Powiat bolesławiecki",2017,2316
"26066",202000,"Powiat dzierżoniowski",2017,614
"26067",203000,"Powiat głogowski",2017,10335
"26068",204000,"Powiat górowski",2017,404
"26069",205000,"Powiat jaworski",2017,0
"26070",206000,"Powiat jeleniogórski",2017,402
"26071",207000,"Powiat kamiennogórski",2017,0
"26072",208000,"Powiat kłodzki",2017,6947
"26073",209000,"Powiat legnicki",2017,229
"26074",210000,"Powiat lubański",2017,758
"26075",211000,"Powiat lubiński",2017,12303
"26076",212000,"Powiat lwówecki",2017,156
"26077",214000,"Powiat oleśnicki",2017,29
"26078",215000,"Powiat oławski",2017,1058
"26079",216000,"Powiat polkowicki",2017,658
"26080",217000,"Powiat strzeliński",2017,0
"26081",218000,"Powiat średzki",2017,669
"26082",219000,"Powiat świdnicki",2017,8622
"26083",220000,"Powiat trzebnicki",2017,132
"26084",221000,"Powiat wałbrzyski",2017,0
"26085",222000,"Powiat wołowski",2017,369
"26086",223000,"Powiat wrocławski",2017,0
"26087",224000,"Powiat ząbkowicki",2017,0
"26088",225000,"Powiat zgorzelecki",2017,5549
"26089",226000,"Powiat złotoryjski",2017,817
"26090",261000,"Powiat m.Jelenia Góra",2017,11568
"26091",262000,"Powiat m.Legnica",2017,11127
"26092",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"26093",264000,"Powiat m.Wrocław",2017,97854
"26094",265000,"Powiat m.Wałbrzych od 2013",2017,13008
"26095",401000,"Powiat aleksandrowski",2017,88
"26096",402000,"Powiat brodnicki",2017,0
"26097",403000,"Powiat bydgoski",2017,0
"26098",404000,"Powiat chełmiński",2017,0
"26099",405000,"Powiat golubsko-dobrzyński",2017,0
"26100",406000,"Powiat grudziądzki",2017,0
"26101",407000,"Powiat inowrocławski",2017,4955
"26102",408000,"Powiat lipnowski",2017,35
"26103",409000,"Powiat mogileński",2017,1107
"26104",410000,"Powiat nakielski",2017,0
"26105",411000,"Powiat radziejowski",2017,0
"26106",412000,"Powiat rypiński",2017,438
"26107",413000,"Powiat sępoleński",2017,11
"26108",414000,"Powiat świecki",2017,1669
"26109",415000,"Powiat toruński",2017,0
"26110",416000,"Powiat tucholski",2017,0
"26111",417000,"Powiat wąbrzeski",2017,30
"26112",419000,"Powiat żniński",2017,0
"26113",461000,"Powiat m.Bydgoszcz",2017,46194
"26114",462000,"Powiat m.Grudziądz",2017,9938
"26115",463000,"Powiat m.Toruń",2017,36828
"26116",464000,"Powiat m.Włocławek",2017,10135
"26117",601000,"Powiat bialski",2017,94
"26118",602000,"Powiat biłgorajski",2017,903
"26119",604000,"Powiat hrubieszowski",2017,320
"26120",605000,"Powiat janowski",2017,436
"26121",606000,"Powiat krasnostawski",2017,957
"26122",607000,"Powiat kraśnicki",2017,810
"26123",608000,"Powiat lubartowski",2017,354
"26124",609000,"Powiat lubelski",2017,0
"26125",611000,"Powiat łukowski",2017,1543
"26126",612000,"Powiat opolski",2017,418
"26127",613000,"Powiat parczewski",2017,0
"26128",614000,"Powiat puławski",2017,2163
"26129",615000,"Powiat radzyński",2017,0
"26130",616000,"Powiat rycki",2017,1250
"26131",617000,"Powiat świdnicki",2017,1205
"26132",618000,"Powiat tomaszowski",2017,675
"26133",619000,"Powiat włodawski",2017,553
"26134",620000,"Powiat zamojski",2017,63
"26135",661000,"Powiat m.Biała Podlaska",2017,10603
"26136",662000,"Powiat m.Chełm",2017,2028
"26137",663000,"Powiat m.Lublin",2017,46941
"26138",664000,"Powiat m.Zamość",2017,5744
"26139",802000,"Powiat krośnieński",2017,0
"26140",803000,"Powiat międzyrzecki",2017,876
"26141",804000,"Powiat nowosolski",2017,106
"26142",805000,"Powiat słubicki",2017,275
"26143",806000,"Powiat strzelecko-drezdenecki",2017,0
"26144",807000,"Powiat sulęciński",2017,0
"26145",808000,"Powiat świebodziński",2017,793
"26146",809000,"Powiat zielonogórski",2017,0
"26147",810000,"Powiat żagański",2017,115
"26148",811000,"Powiat żarski",2017,1213
"26149",812000,"Powiat wschowski",2017,0
"26150",861000,"Powiat m.Gorzów Wielkopolski",2017,21811
"26151",862000,"Powiat m.Zielona Góra",2017,18095
"26152",1001000,"Powiat bełchatowski",2017,9418
"26153",1002000,"Powiat kutnowski",2017,1124
"26154",1003000,"Powiat łaski",2017,0
"26155",1004000,"Powiat łęczycki",2017,4000
"26156",1005000,"Powiat łowicki",2017,1014
"26157",1006000,"Powiat łódzki wschodni",2017,401
"26158",1007000,"Powiat opoczyński",2017,91
"26159",1008000,"Powiat pabianicki",2017,490
"26160",1009000,"Powiat pajęczański",2017,0
"26161",1010000,"Powiat piotrkowski",2017,0
"26162",1011000,"Powiat poddębicki",2017,0
"26163",1012000,"Powiat radomszczański",2017,1304
"26164",1013000,"Powiat rawski",2017,964
"26165",1014000,"Powiat sieradzki",2017,0
"26166",1016000,"Powiat tomaszowski",2017,8183
"26167",1017000,"Powiat wieluński",2017,0
"26168",1018000,"Powiat wieruszowski",2017,528
"26169",1019000,"Powiat zduńskowolski",2017,2502
"26170",1020000,"Powiat zgierski",2017,0
"26171",1061000,"Powiat m.Łódź",2017,72750
"26172",1062000,"Powiat m.Piotrków Trybunalski",2017,10417
"26173",1063000,"Powiat m.Skierniewice",2017,3208
"26174",1201000,"Powiat bocheński",2017,1310
"26175",1202000,"Powiat brzeski",2017,1533
"26176",1203000,"Powiat chrzanowski",2017,2261
"26177",1204000,"Powiat dąbrowski",2017,803
"26178",1205000,"Powiat gorlicki",2017,636
"26179",1206000,"Powiat krakowski",2017,140
"26180",1207000,"Powiat limanowski",2017,1350
"26181",1208000,"Powiat miechowski",2017,813
"26182",1209000,"Powiat myślenicki",2017,798
"26183",1210000,"Powiat nowosądecki",2017,1918
"26184",1211000,"Powiat nowotarski",2017,3708
"26185",1212000,"Powiat olkuski",2017,2248
"26186",1213000,"Powiat oświęcimski",2017,10140
"26187",1214000,"Powiat proszowicki",2017,0
"26188",1215000,"Powiat suski",2017,0
"26189",1216000,"Powiat tarnowski",2017,700
"26190",1217000,"Powiat tatrzański",2017,3038
"26191",1218000,"Powiat wadowicki",2017,1014
"26192",1219000,"Powiat wielicki",2017,0
"26193",1261000,"Powiat m.Kraków",2017,136186
"26194",1262000,"Powiat m.Nowy Sącz",2017,17512
"26195",1263000,"Powiat m.Tarnów",2017,13053
"26196",1402000,"Powiat ciechanowski",2017,1537
"26197",1403000,"Powiat garwoliński",2017,1045
"26198",1404000,"Powiat gostyniński",2017,584
"26199",1405000,"Powiat grodziski",2017,1397
"26200",1406000,"Powiat grójecki",2017,541
"26201",1407000,"Powiat kozienicki",2017,1069
"26202",1408000,"Powiat legionowski",2017,0
"26203",1409000,"Powiat lipski",2017,139
"26204",1410000,"Powiat łosicki",2017,126
"26205",1411000,"Powiat makowski",2017,502
"26206",1412000,"Powiat miński",2017,224
"26207",1413000,"Powiat mławski",2017,747
"26208",1414000,"Powiat nowodworski",2017,779
"26209",1416000,"Powiat ostrowski",2017,910
"26210",1417000,"Powiat otwocki",2017,48
"26211",1418000,"Powiat piaseczyński",2017,237
"26212",1420000,"Powiat płoński",2017,1118
"26213",1421000,"Powiat pruszkowski",2017,17854
"26214",1422000,"Powiat przasnyski",2017,0
"26215",1423000,"Powiat przysuski",2017,0
"26216",1424000,"Powiat pułtuski",2017,758
"26217",1425000,"Powiat radomski",2017,0
"26218",1427000,"Powiat sierpecki",2017,747
"26219",1428000,"Powiat sochaczewski",2017,1264
"26220",1429000,"Powiat sokołowski",2017,529
"26221",1430000,"Powiat szydłowiecki",2017,0
"26222",1431000,"Powiat warszawski",2017,NA
"26223",1432000,"Powiat warszawski zachodni",2017,1098
"26224",1433000,"Powiat węgrowski",2017,475
"26225",1434000,"Powiat wołomiński",2017,7104
"26226",1435000,"Powiat wyszkowski",2017,1154
"26227",1436000,"Powiat zwoleński",2017,0
"26228",1437000,"Powiat żuromiński",2017,18
"26229",1438000,"Powiat żyrardowski",2017,1405
"26230",1461000,"Powiat m.Ostrołęka",2017,2051
"26231",1462000,"Powiat m.Płock",2017,15637
"26232",1463000,"Powiat m.Radom",2017,20482
"26233",1464000,"Powiat m.Siedlce",2017,17247
"26234",1465000,"Powiat m. st. Warszawa",2017,242992
"26235",1601000,"Powiat brzeski",2017,26
"26236",1602000,"Powiat głubczycki",2017,0
"26237",1603000,"Powiat kędzierzyńsko-kozielski",2017,10961
"26238",1604000,"Powiat kluczborski",2017,0
"26239",1605000,"Powiat krapkowicki",2017,543
"26240",1606000,"Powiat namysłowski",2017,0
"26241",1607000,"Powiat nyski",2017,1655
"26242",1608000,"Powiat oleski",2017,0
"26243",1609000,"Powiat opolski",2017,0
"26244",1610000,"Powiat prudnicki",2017,0
"26245",1611000,"Powiat strzelecki",2017,0
"26246",1661000,"Powiat m.Opole",2017,12295
"26247",1801000,"Powiat bieszczadzki",2017,139
"26248",1802000,"Powiat brzozowski",2017,680
"26249",1803000,"Powiat dębicki",2017,530
"26250",1804000,"Powiat jarosławski",2017,796
"26251",1805000,"Powiat jasielski",2017,575
"26252",1806000,"Powiat kolbuszowski",2017,0
"26253",1807000,"Powiat krośnieński",2017,231
"26254",1808000,"Powiat leżajski",2017,1323
"26255",1809000,"Powiat lubaczowski",2017,639
"26256",1810000,"Powiat łańcucki",2017,0
"26257",1811000,"Powiat mielecki",2017,5302
"26258",1812000,"Powiat niżański",2017,5
"26259",1813000,"Powiat przemyski",2017,0
"26260",1814000,"Powiat przeworski",2017,816
"26261",1815000,"Powiat ropczycko-sędziszowski",2017,908
"26262",1816000,"Powiat rzeszowski",2017,0
"26263",1817000,"Powiat sanocki",2017,903
"26264",1818000,"Powiat stalowowolski",2017,3321
"26265",1819000,"Powiat strzyżowski",2017,179
"26266",1820000,"Powiat tarnobrzeski",2017,564
"26267",1821000,"Powiat leski",2017,0
"26268",1861000,"Powiat m.Krosno",2017,4973
"26269",1862000,"Powiat m.Przemyśl",2017,8913
"26270",1863000,"Powiat m.Rzeszów",2017,41549
"26271",1864000,"Powiat m.Tarnobrzeg",2017,915
"26272",2001000,"Powiat augustowski",2017,1520
"26273",2002000,"Powiat białostocki",2017,31
"26274",2003000,"Powiat bielski",2017,0
"26275",2004000,"Powiat grajewski",2017,283
"26276",2005000,"Powiat hajnowski",2017,0
"26277",2006000,"Powiat kolneński",2017,0
"26278",2009000,"Powiat sejneński",2017,0
"26279",2010000,"Powiat siemiatycki",2017,11
"26280",2011000,"Powiat sokólski",2017,600
"26281",2013000,"Powiat wysokomazowiecki",2017,20
"26282",2014000,"Powiat zambrowski",2017,910
"26283",2061000,"Powiat m.Białystok",2017,42192
"26284",2062000,"Powiat m.Łomża",2017,3104
"26285",2063000,"Powiat m.Suwałki",2017,5486
"26286",2201000,"Powiat bytowski",2017,1281
"26287",2202000,"Powiat chojnicki",2017,381
"26288",2203000,"Powiat człuchowski",2017,0
"26289",2204000,"Powiat gdański",2017,205
"26290",2205000,"Powiat kartuski",2017,0
"26291",2206000,"Powiat kościerski",2017,865
"26292",2207000,"Powiat kwidzyński",2017,777
"26293",2208000,"Powiat lęborski",2017,1403
"26294",2209000,"Powiat malborski",2017,0
"26295",2210000,"Powiat nowodworski",2017,0
"26296",2211000,"Powiat pucki",2017,0
"26297",2212000,"Powiat słupski",2017,862
"26298",2213000,"Powiat starogardzki",2017,10440
"26299",2214000,"Powiat tczewski",2017,8439
"26300",2215000,"Powiat wejherowski",2017,10425
"26301",2216000,"Powiat sztumski",2017,229
"26302",2261000,"Powiat m.Gdańsk",2017,75014
"26303",2262000,"Powiat m.Gdynia",2017,30812
"26304",2263000,"Powiat m.Słupsk",2017,11326
"26305",2264000,"Powiat m.Sopot",2017,9346
"26306",2401000,"Powiat będziński",2017,0
"26307",2402000,"Powiat bielski",2017,7502
"26308",2403000,"Powiat cieszyński",2017,1784
"26309",2404000,"Powiat częstochowski",2017,0
"26310",2405000,"Powiat gliwicki",2017,1268
"26311",2406000,"Powiat kłobucki",2017,0
"26312",2407000,"Powiat lubliniecki",2017,616
"26313",2408000,"Powiat mikołowski",2017,0
"26314",2409000,"Powiat myszkowski",2017,112
"26315",2410000,"Powiat pszczyński",2017,0
"26316",2411000,"Powiat raciborski",2017,1237
"26317",2413000,"Powiat tarnogórski",2017,288
"26318",2414000,"Powiat bieruńsko-lędziński",2017,0
"26319",2415000,"Powiat wodzisławski",2017,1061
"26320",2416000,"Powiat zawierciański",2017,1168
"26321",2417000,"Powiat żywiecki",2017,2162
"26322",2461000,"Powiat m.Bielsko-Biała",2017,33197
"26323",2462000,"Powiat m.Bytom",2017,16400
"26324",2463000,"Powiat m.Chorzów",2017,449
"26325",2464000,"Powiat m.Częstochowa",2017,29786
"26326",2465000,"Powiat m.Dąbrowa Górnicza",2017,11174
"26327",2466000,"Powiat m.Gliwice",2017,25404
"26328",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1869
"26329",2468000,"Powiat m.Jaworzno",2017,9797
"26330",2469000,"Powiat m.Katowice",2017,70618
"26331",2470000,"Powiat m.Mysłowice",2017,5964
"26332",2471000,"Powiat m.Piekary Śląskie",2017,0
"26333",2472000,"Powiat m.Ruda Śląska",2017,12368
"26334",2473000,"Powiat m.Rybnik",2017,25224
"26335",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"26336",2475000,"Powiat m.Sosnowiec",2017,17992
"26337",2477000,"Powiat m.Tychy",2017,8223
"26338",2478000,"Powiat m.Zabrze",2017,19560
"26339",2479000,"Powiat m.Żory",2017,1070
"26340",2601000,"Powiat buski",2017,364
"26341",2602000,"Powiat jędrzejowski",2017,495
"26342",2603000,"Powiat kazimierski",2017,0
"26343",2604000,"Powiat kielecki",2017,0
"26344",2605000,"Powiat konecki",2017,0
"26345",2606000,"Powiat opatowski",2017,0
"26346",2607000,"Powiat ostrowiecki",2017,1659
"26347",2608000,"Powiat pińczowski",2017,0
"26348",2609000,"Powiat sandomierski",2017,831
"26349",2610000,"Powiat skarżyski",2017,1559
"26350",2611000,"Powiat starachowicki",2017,8929
"26351",2612000,"Powiat staszowski",2017,222
"26352",2613000,"Powiat włoszczowski",2017,637
"26353",2661000,"Powiat m.Kielce",2017,33283
"26354",2801000,"Powiat bartoszycki",2017,0
"26355",2802000,"Powiat braniewski",2017,749
"26356",2803000,"Powiat działdowski",2017,0
"26357",2804000,"Powiat elbląski",2017,257
"26358",2805000,"Powiat ełcki",2017,7809
"26359",2806000,"Powiat giżycki",2017,0
"26360",2807000,"Powiat iławski",2017,2017
"26361",2808000,"Powiat kętrzyński",2017,1169
"26362",2809000,"Powiat lidzbarski",2017,924
"26363",2810000,"Powiat mrągowski",2017,591
"26364",2811000,"Powiat nidzicki",2017,0
"26365",2812000,"Powiat nowomiejski",2017,0
"26366",2813000,"Powiat olecki",2017,291
"26367",2814000,"Powiat olsztyński",2017,28
"26368",2815000,"Powiat ostródzki",2017,954
"26369",2816000,"Powiat piski",2017,0
"26370",2817000,"Powiat szczycieński",2017,0
"26371",2818000,"Powiat gołdapski",2017,449
"26372",2819000,"Powiat węgorzewski",2017,0
"26373",2861000,"Powiat m.Elbląg",2017,13030
"26374",2862000,"Powiat m.Olsztyn",2017,33576
"26375",3001000,"Powiat chodzieski",2017,2445
"26376",3002000,"Powiat czarnkowsko-trzcianecki",2017,978
"26377",3003000,"Powiat gnieźnieński",2017,6128
"26378",3004000,"Powiat gostyński",2017,1680
"26379",3005000,"Powiat grodziski",2017,0
"26380",3006000,"Powiat jarociński",2017,1244
"26381",3008000,"Powiat kępiński",2017,800
"26382",3009000,"Powiat kolski",2017,526
"26383",3010000,"Powiat koniński",2017,0
"26384",3011000,"Powiat kościański",2017,0
"26385",3012000,"Powiat krotoszyński",2017,1189
"26386",3014000,"Powiat międzychodzki",2017,0
"26387",3015000,"Powiat nowotomyski",2017,0
"26388",3017000,"Powiat ostrowski",2017,1073
"26389",3018000,"Powiat ostrzeszowski",2017,888
"26390",3019000,"Powiat pilski",2017,8543
"26391",3020000,"Powiat pleszewski",2017,561
"26392",3021000,"Powiat poznański",2017,891
"26393",3022000,"Powiat rawicki",2017,1557
"26394",3023000,"Powiat słupecki",2017,1586
"26395",3024000,"Powiat szamotulski",2017,1352
"26396",3025000,"Powiat średzki",2017,1289
"26397",3026000,"Powiat śremski",2017,807
"26398",3027000,"Powiat turecki",2017,431
"26399",3028000,"Powiat wągrowiecki",2017,1178
"26400",3029000,"Powiat wolsztyński",2017,0
"26401",3030000,"Powiat wrzesiński",2017,1424
"26402",3031000,"Powiat złotowski",2017,0
"26403",3061000,"Powiat m.Kalisz",2017,25048
"26404",3062000,"Powiat m.Konin",2017,7362
"26405",3063000,"Powiat m.Leszno",2017,9244
"26406",3064000,"Powiat m.Poznań",2017,116808
"26407",3201000,"Powiat białogardzki",2017,909
"26408",3202000,"Powiat choszczeński",2017,0
"26409",3203000,"Powiat drawski",2017,1637
"26410",3204000,"Powiat goleniowski",2017,943
"26411",3205000,"Powiat gryficki",2017,496
"26412",3206000,"Powiat gryfiński",2017,895
"26413",3207000,"Powiat kamieński",2017,1194
"26414",3208000,"Powiat kołobrzeski",2017,1451
"26415",3209000,"Powiat koszaliński",2017,0
"26416",3210000,"Powiat myśliborski",2017,189
"26417",3211000,"Powiat policki",2017,0
"26418",3212000,"Powiat pyrzycki",2017,245
"26419",3213000,"Powiat sławieński",2017,1455
"26420",3214000,"Powiat stargardzki",2017,2629
"26421",3215000,"Powiat szczecinecki",2017,1002
"26422",3216000,"Powiat świdwiński",2017,771
"26423",3217000,"Powiat wałecki",2017,872
"26424",3261000,"Powiat m.Koszalin",2017,11752
"26425",3262000,"Powiat m.Szczecin",2017,42063
"26426",3263000,"Powiat m.Świnoujście",2017,10760
"26427",201000,"Powiat bolesławiecki",2018,2404
"26428",202000,"Powiat dzierżoniowski",2018,707
"26429",203000,"Powiat głogowski",2018,10315
"26430",204000,"Powiat górowski",2018,276
"26431",205000,"Powiat jaworski",2018,0
