"","Kod","Nazwa","rok","EMISJA_ZANIECZYSZCZEN_POWIETRZA_Z_ZAKLADOW_SZCZEGOLNIE_UCIAZLIWYCH_CTAB_ogolem_tr"
"7112",3004000,"Powiat gostyński",2014,140848
"7113",3005000,"Powiat grodziski",2014,122
"7114",3006000,"Powiat jarociński",2014,16107
"7115",3007000,"Powiat kaliski",2014,32308
"7116",3008000,"Powiat kępiński",2014,15595
"7117",3009000,"Powiat kolski",2014,74905
"7118",3010000,"Powiat koniński",2014,38523
"7119",3011000,"Powiat kościański",2014,0
"7120",3012000,"Powiat krotoszyński",2014,33439
"7121",3013000,"Powiat leszczyński",2014,64
"7122",3014000,"Powiat międzychodzki",2014,69912
"7123",3015000,"Powiat nowotomyski",2014,57056
"7124",3017000,"Powiat ostrowski",2014,126838
"7125",3018000,"Powiat ostrzeszowski",2014,2735
"7126",3019000,"Powiat pilski",2014,180073
"7127",3020000,"Powiat pleszewski",2014,0
"7128",3021000,"Powiat poznański",2014,36864
"7129",3022000,"Powiat rawicki",2014,52367
"7130",3023000,"Powiat słupecki",2014,25104
"7131",3024000,"Powiat szamotulski",2014,188084
"7132",3025000,"Powiat średzki",2014,80064
"7133",3026000,"Powiat śremski",2014,28676
"7134",3027000,"Powiat turecki",2014,4166293
"7135",3028000,"Powiat wągrowiecki",2014,4807
"7136",3029000,"Powiat wolsztyński",2014,9454
"7137",3030000,"Powiat wrzesiński",2014,25059
"7138",3031000,"Powiat złotowski",2014,23103
"7139",3061000,"Powiat m.Kalisz",2014,85100
"7140",3062000,"Powiat m.Konin",2014,8897537
"7141",3063000,"Powiat m.Leszno",2014,71214
"7142",3064000,"Powiat m.Poznań",2014,1491037
"7143",3201000,"Powiat białogardzki",2014,124843
"7144",3202000,"Powiat choszczeński",2014,7992
"7145",3203000,"Powiat drawski",2014,11756
"7146",3204000,"Powiat goleniowski",2014,27116
"7147",3205000,"Powiat gryficki",2014,3025
"7148",3206000,"Powiat gryfiński",2014,4713641
"7149",3207000,"Powiat kamieński",2014,300
"7150",3208000,"Powiat kołobrzeski",2014,75709
"7151",3209000,"Powiat koszaliński",2014,11427
"7152",3210000,"Powiat myśliborski",2014,144762
"7153",3211000,"Powiat policki",2014,1552063
"7154",3212000,"Powiat pyrzycki",2014,344
"7155",3213000,"Powiat sławieński",2014,25966
"7156",3214000,"Powiat stargardzki",2014,147675
"7157",3215000,"Powiat szczecinecki",2014,287769
"7158",3216000,"Powiat świdwiński",2014,15651
"7159",3217000,"Powiat wałecki",2014,57041
"7160",3218000,"Powiat łobeski",2014,24806
"7161",3261000,"Powiat m.Koszalin",2014,109147
"7162",3262000,"Powiat m.Szczecin",2014,1471439
"7163",3263000,"Powiat m.Świnoujście",2014,57870
"7164",201000,"Powiat bolesławiecki",2015,37229
"7165",202000,"Powiat dzierżoniowski",2015,26365
"7166",203000,"Powiat głogowski",2015,1337660
"7167",204000,"Powiat górowski",2015,5635
"7168",205000,"Powiat jaworski",2015,24618
"7169",206000,"Powiat jeleniogórski",2015,43810
"7170",207000,"Powiat kamiennogórski",2015,16228
"7171",208000,"Powiat kłodzki",2015,48134
"7172",209000,"Powiat legnicki",2015,25799
"7173",210000,"Powiat lubański",2015,21859
"7174",211000,"Powiat lubiński",2015,152294
"7175",212000,"Powiat lwówecki",2015,5742
"7176",213000,"Powiat milicki",2015,0
"7177",214000,"Powiat oleśnicki",2015,31655
"7178",215000,"Powiat oławski",2015,63253
"7179",216000,"Powiat polkowicki",2015,133547
"7180",217000,"Powiat strzeliński",2015,80479
"7181",218000,"Powiat średzki",2015,44298
"7182",219000,"Powiat świdnicki",2015,153644
"7183",220000,"Powiat trzebnicki",2015,589
"7184",221000,"Powiat wałbrzyski",2015,3251
"7185",222000,"Powiat wołowski",2015,165916
"7186",223000,"Powiat wrocławski",2015,467535
"7187",224000,"Powiat ząbkowicki",2015,0
"7188",225000,"Powiat zgorzelecki",2015,7958622
"7189",226000,"Powiat złotoryjski",2015,21015
"7190",261000,"Powiat m.Jelenia Góra",2015,85699
"7191",262000,"Powiat m.Legnica",2015,435185
"7192",263000,"Powiat m.Wałbrzych do 2002",2015,NA
"7193",264000,"Powiat m.Wrocław",2015,1154807
"7194",265000,"Powiat m.Wałbrzych od 2013",2015,289366
"7195",401000,"Powiat aleksandrowski",2015,8204
"7196",402000,"Powiat brodnicki",2015,34957
"7197",403000,"Powiat bydgoski",2015,76268
"7198",404000,"Powiat chełmiński",2015,324
"7199",405000,"Powiat golubsko-dobrzyński",2015,10441
"7200",406000,"Powiat grudziądzki",2015,3225
"7201",407000,"Powiat inowrocławski",2015,2164918
"7202",408000,"Powiat lipnowski",2015,25272
"7203",409000,"Powiat mogileński",2015,16227
"7204",410000,"Powiat nakielski",2015,50731
"7205",411000,"Powiat radziejowski",2015,26183
"7206",412000,"Powiat rypiński",2015,28555
"7207",414000,"Powiat świecki",2015,1845356
"7208",415000,"Powiat toruński",2015,51329
"7209",416000,"Powiat tucholski",2015,0
"7210",417000,"Powiat wąbrzeski",2015,9842
"7211",418000,"Powiat włocławski",2015,157171
"7212",419000,"Powiat żniński",2015,1256231
"7213",461000,"Powiat m.Bydgoszcz",2015,843993
"7214",462000,"Powiat m.Grudziądz",2015,130086
"7215",463000,"Powiat m.Toruń",2015,302320
"7216",464000,"Powiat m.Włocławek",2015,1338645
"7217",601000,"Powiat bialski",2015,20279
"7218",602000,"Powiat biłgorajski",2015,13803
"7219",603000,"Powiat chełmski",2015,202528
"7220",604000,"Powiat hrubieszowski",2015,73622
"7221",605000,"Powiat janowski",2015,3462
"7222",606000,"Powiat krasnostawski",2015,120305
"7223",607000,"Powiat kraśnicki",2015,67730
"7224",608000,"Powiat lubartowski",2015,28609
"7225",609000,"Powiat lubelski",2015,40083
"7226",610000,"Powiat łęczyński",2015,40848
"7227",611000,"Powiat łukowski",2015,52431
"7228",612000,"Powiat opolski",2015,27114
"7229",613000,"Powiat parczewski",2015,13342
"7230",614000,"Powiat puławski",2015,1878538
"7231",615000,"Powiat radzyński",2015,34592
"7232",616000,"Powiat rycki",2015,44003
"7233",617000,"Powiat świdnicki",2015,69956
"7234",618000,"Powiat tomaszowski",2015,11296
"7235",619000,"Powiat włodawski",2015,49654
"7236",620000,"Powiat zamojski",2015,63600
"7237",661000,"Powiat m.Biała Podlaska",2015,64636
"7238",662000,"Powiat m.Chełm",2015,1322734
"7239",663000,"Powiat m.Lublin",2015,681159
"7240",664000,"Powiat m.Zamość",2015,75882
"7241",801000,"Powiat gorzowski",2015,308171
"7242",802000,"Powiat krośnieński",2015,28108
"7243",803000,"Powiat międzyrzecki",2015,30847
"7244",804000,"Powiat nowosolski",2015,19193
"7245",805000,"Powiat słubicki",2015,11997
"7246",806000,"Powiat strzelecko-drezdenecki",2015,73802
"7247",807000,"Powiat sulęciński",2015,9712
"7248",808000,"Powiat świebodziński",2015,20068
"7249",809000,"Powiat zielonogórski",2015,111228
"7250",810000,"Powiat żagański",2015,72391
"7251",811000,"Powiat żarski",2015,346790
"7252",812000,"Powiat wschowski",2015,416
"7253",861000,"Powiat m.Gorzów Wielkopolski",2015,439668
"7254",862000,"Powiat m.Zielona Góra",2015,527705
"7255",1001000,"Powiat bełchatowski",2015,37202332
"7256",1002000,"Powiat kutnowski",2015,112389
"7257",1003000,"Powiat łaski",2015,17229
"7258",1004000,"Powiat łęczycki",2015,0
"7259",1005000,"Powiat łowicki",2015,66698
"7260",1006000,"Powiat łódzki wschodni",2015,12317
"7261",1007000,"Powiat opoczyński",2015,182960
"7262",1008000,"Powiat pabianicki",2015,55288
"7263",1009000,"Powiat pajęczański",2015,1393454
"7264",1010000,"Powiat piotrkowski",2015,8893
"7265",1012000,"Powiat radomszczański",2015,94669
"7266",1013000,"Powiat rawski",2015,2954
"7267",1014000,"Powiat sieradzki",2015,90725
"7268",1015000,"Powiat skierniewicki",2015,1224
"7269",1016000,"Powiat tomaszowski",2015,340190
"7270",1017000,"Powiat wieluński",2015,50858
"7271",1018000,"Powiat wieruszowski",2015,149245
"7272",1019000,"Powiat zduńskowolski",2015,77048
"7273",1020000,"Powiat zgierski",2015,268268
"7274",1021000,"Powiat brzeziński",2015,11165
"7275",1061000,"Powiat m.Łódź",2015,1934009
"7276",1062000,"Powiat m.Piotrków Trybunalski",2015,98109
"7277",1063000,"Powiat m.Skierniewice",2015,92615
"7278",1201000,"Powiat bocheński",2015,87979
"7279",1202000,"Powiat brzeski",2015,25592
"7280",1203000,"Powiat chrzanowski",2015,2000493
"7281",1205000,"Powiat gorlicki",2015,48888
"7282",1206000,"Powiat krakowski",2015,1650081
"7283",1207000,"Powiat limanowski",2015,14855
"7284",1208000,"Powiat miechowski",2015,20565
"7285",1209000,"Powiat myślenicki",2015,11358
"7286",1210000,"Powiat nowosądecki",2015,960
"7287",1211000,"Powiat nowotarski",2015,13302
"7288",1212000,"Powiat olkuski",2015,299499
"7289",1213000,"Powiat oświęcimski",2015,521102
"7290",1214000,"Powiat proszowicki",2015,2526
"7291",1215000,"Powiat suski",2015,18712
"7292",1216000,"Powiat tarnowski",2015,49401
"7293",1217000,"Powiat tatrzański",2015,3717
"7294",1218000,"Powiat wadowicki",2015,54563
"7295",1219000,"Powiat wielicki",2015,2413
"7296",1261000,"Powiat m.Kraków",2015,4686130
"7297",1262000,"Powiat m.Nowy Sącz",2015,71167
"7298",1263000,"Powiat m.Tarnów",2015,1258582
"7299",1401000,"Powiat białobrzeski",2015,5901
"7300",1402000,"Powiat ciechanowski",2015,330415
"7301",1403000,"Powiat garwoliński",2015,25845
"7302",1404000,"Powiat gostyniński",2015,26084
"7303",1405000,"Powiat grodziski",2015,1460
"7304",1406000,"Powiat grójecki",2015,104009
"7305",1407000,"Powiat kozienicki",2015,11706122
"7306",1408000,"Powiat legionowski",2015,63546
"7307",1409000,"Powiat lipski",2015,4441
"7308",1410000,"Powiat łosicki",2015,19473
"7309",1411000,"Powiat makowski",2015,1263
"7310",1412000,"Powiat miński",2015,77282
"7311",1413000,"Powiat mławski",2015,12255
"7312",1414000,"Powiat nowodworski",2015,47640
"7313",1415000,"Powiat ostrołęcki",2015,3509
"7314",1416000,"Powiat ostrowski",2015,132233
"7315",1417000,"Powiat otwocki",2015,12661
"7316",1418000,"Powiat piaseczyński",2015,9152
"7317",1419000,"Powiat płocki",2015,6056
"7318",1420000,"Powiat płoński",2015,25443
"7319",1421000,"Powiat pruszkowski",2015,117471
"7320",1422000,"Powiat przasnyski",2015,15174
"7321",1423000,"Powiat przysuski",2015,24484
"7322",1424000,"Powiat pułtuski",2015,13088
"7323",1425000,"Powiat radomski",2015,34658
"7324",1426000,"Powiat siedlecki",2015,10666
"7325",1427000,"Powiat sierpecki",2015,33864
"7326",1428000,"Powiat sochaczewski",2015,61543
"7327",1429000,"Powiat sokołowski",2015,42089
"7328",1430000,"Powiat szydłowiecki",2015,12149
"7329",1431000,"Powiat warszawski",2015,NA
"7330",1432000,"Powiat warszawski zachodni",2015,2029
"7331",1433000,"Powiat węgrowski",2015,11991
"7332",1434000,"Powiat wołomiński",2015,39760
"7333",1435000,"Powiat wyszkowski",2015,50592
"7334",1436000,"Powiat zwoleński",2015,3513
"7335",1437000,"Powiat żuromiński",2015,9346
"7336",1438000,"Powiat żyrardowski",2015,43872
"7337",1461000,"Powiat m.Ostrołęka",2015,2994955
"7338",1462000,"Powiat m.Płock",2015,6539828
"7339",1463000,"Powiat m.Radom",2015,249401
"7340",1464000,"Powiat m.Siedlce",2015,151697
"7341",1465000,"Powiat m. st. Warszawa",2015,5491012
"7342",1601000,"Powiat brzeski",2015,105711
"7343",1602000,"Powiat głubczycki",2015,6652
"7344",1603000,"Powiat kędzierzyńsko-kozielski",2015,1308878
"7345",1604000,"Powiat kluczborski",2015,51573
"7346",1605000,"Powiat krapkowicki",2015,3475127
"7347",1606000,"Powiat namysłowski",2015,22663
"7348",1607000,"Powiat nyski",2015,278905
"7349",1608000,"Powiat oleski",2015,19219
"7350",1609000,"Powiat opolski",2015,6381709
"7351",1610000,"Powiat prudnicki",2015,17204
"7352",1611000,"Powiat strzelecki",2015,146816
"7353",1661000,"Powiat m.Opole",2015,555663
"7354",1801000,"Powiat bieszczadzki",2015,11020
"7355",1802000,"Powiat brzozowski",2015,1063
"7356",1803000,"Powiat dębicki",2015,82972
"7357",1804000,"Powiat jarosławski",2015,167998
"7358",1805000,"Powiat jasielski",2015,160896
"7359",1806000,"Powiat kolbuszowski",2015,46761
"7360",1807000,"Powiat krośnieński",2015,45217
"7361",1808000,"Powiat leżajski",2015,374281
"7362",1809000,"Powiat lubaczowski",2015,1213
"7363",1810000,"Powiat łańcucki",2015,27078
"7364",1811000,"Powiat mielecki",2015,291624
"7365",1812000,"Powiat niżański",2015,0
"7366",1813000,"Powiat przemyski",2015,722
"7367",1814000,"Powiat przeworski",2015,4201
"7368",1815000,"Powiat ropczycko-sędziszowski",2015,64948
"7369",1816000,"Powiat rzeszowski",2015,36605
"7370",1817000,"Powiat sanocki",2015,66554
"7371",1818000,"Powiat stalowowolski",2015,965915
"7372",1819000,"Powiat strzyżowski",2015,9
"7373",1820000,"Powiat tarnobrzeski",2015,10744
"7374",1821000,"Powiat leski",2015,94
"7375",1861000,"Powiat m.Krosno",2015,98664
"7376",1862000,"Powiat m.Przemyśl",2015,116003
"7377",1863000,"Powiat m.Rzeszów",2015,412140
"7378",1864000,"Powiat m.Tarnobrzeg",2015,66650
"7379",2001000,"Powiat augustowski",2015,37042
"7380",2002000,"Powiat białostocki",2015,232399
"7381",2003000,"Powiat bielski",2015,34459
"7382",2004000,"Powiat grajewski",2015,64626
"7383",2005000,"Powiat hajnowski",2015,66534
"7384",2006000,"Powiat kolneński",2015,25176
"7385",2007000,"Powiat łomżyński",2015,19234
"7386",2008000,"Powiat moniecki",2015,27044
"7387",2009000,"Powiat sejneński",2015,5044
"7388",2010000,"Powiat siemiatycki",2015,14264
"7389",2011000,"Powiat sokólski",2015,23084
"7390",2012000,"Powiat suwalski",2015,0
"7391",2013000,"Powiat wysokomazowiecki",2015,62442
"7392",2014000,"Powiat zambrowski",2015,213075
"7393",2061000,"Powiat m.Białystok",2015,920972
"7394",2062000,"Powiat m.Łomża",2015,85261
"7395",2063000,"Powiat m.Suwałki",2015,147538
"7396",2201000,"Powiat bytowski",2015,30253
"7397",2202000,"Powiat chojnicki",2015,27336
"7398",2203000,"Powiat człuchowski",2015,21178
"7399",2204000,"Powiat gdański",2015,24
"7400",2205000,"Powiat kartuski",2015,12626
"7401",2206000,"Powiat kościerski",2015,42294
"7402",2207000,"Powiat kwidzyński",2015,2001640
"7403",2208000,"Powiat lęborski",2015,99769
"7404",2209000,"Powiat malborski",2015,92069
"7405",2210000,"Powiat nowodworski",2015,11276
"7406",2211000,"Powiat pucki",2015,10332
"7407",2212000,"Powiat słupski",2015,24047
"7408",2213000,"Powiat starogardzki",2015,186808
"7409",2214000,"Powiat tczewski",2015,93165
"7410",2215000,"Powiat wejherowski",2015,72305
"7411",2216000,"Powiat sztumski",2015,26954
"7412",2261000,"Powiat m.Gdańsk",2015,3053035
"7413",2262000,"Powiat m.Gdynia",2015,675401
"7414",2263000,"Powiat m.Słupsk",2015,128706
"7415",2264000,"Powiat m.Sopot",2015,9220
"7416",2401000,"Powiat będziński",2015,3468631
"7417",2402000,"Powiat bielski",2015,452192
"7418",2403000,"Powiat cieszyński",2015,94966
"7419",2404000,"Powiat częstochowski",2015,434331
"7420",2405000,"Powiat gliwicki",2015,138875
"7421",2406000,"Powiat kłobucki",2015,13550
"7422",2407000,"Powiat lubliniecki",2015,23691
"7423",2408000,"Powiat mikołowski",2015,4204427
"7424",2409000,"Powiat myszkowski",2015,18997
"7425",2410000,"Powiat pszczyński",2015,301872
"7426",2411000,"Powiat raciborski",2015,93894
"7427",2412000,"Powiat rybnicki",2015,69698
"7428",2413000,"Powiat tarnogórski",2015,457605
"7429",2414000,"Powiat bieruńsko-lędziński",2015,76633
"7430",2415000,"Powiat wodzisławski",2015,399346
"7431",2416000,"Powiat zawierciański",2015,237698
"7432",2417000,"Powiat żywiecki",2015,68897
"7433",2461000,"Powiat m.Bielsko-Biała",2015,235287
"7434",2462000,"Powiat m.Bytom",2015,304072
"7435",2463000,"Powiat m.Chorzów",2015,1679530
"7436",2464000,"Powiat m.Częstochowa",2015,903264
"7437",2465000,"Powiat m.Dąbrowa Górnicza",2015,9699269
"7438",2466000,"Powiat m.Gliwice",2015,436202
"7439",2467000,"Powiat m.Jastrzębie-Zdrój",2015,220295
"7440",2468000,"Powiat m.Jaworzno",2015,5422947
"7441",2469000,"Powiat m.Katowice",2015,1145993
"7442",2470000,"Powiat m.Mysłowice",2015,131701
"7443",2471000,"Powiat m.Piekary Śląskie",2015,69663
"7444",2472000,"Powiat m.Ruda Śląska",2015,210002
"7445",2473000,"Powiat m.Rybnik",2015,6884148
"7446",2474000,"Powiat m.Siemianowice Śląskie",2015,28104
"7447",2475000,"Powiat m.Sosnowiec",2015,134438
"7448",2476000,"Powiat m.Świętochłowice",2015,41601
"7449",2477000,"Powiat m.Tychy",2015,252354
"7450",2478000,"Powiat m.Zabrze",2015,338372
"7451",2479000,"Powiat m.Żory",2015,67223
"7452",2601000,"Powiat buski",2015,18486
"7453",2602000,"Powiat jędrzejowski",2015,910117
"7454",2603000,"Powiat kazimierski",2015,2266
"7455",2604000,"Powiat kielecki",2015,1421275
"7456",2605000,"Powiat konecki",2015,187084
"7457",2606000,"Powiat opatowski",2015,2069966
"7458",2607000,"Powiat ostrowiecki",2015,310708
"7459",2608000,"Powiat pińczowski",2015,87235
"7460",2609000,"Powiat sandomierski",2015,119783
"7461",2610000,"Powiat skarżyski",2015,66232
"7462",2611000,"Powiat starachowicki",2015,109414
"7463",2612000,"Powiat staszowski",2015,6408395
"7464",2613000,"Powiat włoszczowski",2015,519732
"7465",2661000,"Powiat m.Kielce",2015,308498
"7466",2801000,"Powiat bartoszycki",2015,23450
"7467",2802000,"Powiat braniewski",2015,31914
"7468",2803000,"Powiat działdowski",2015,24255
"7469",2804000,"Powiat elbląski",2015,36107
"7470",2805000,"Powiat ełcki",2015,129225
"7471",2806000,"Powiat giżycki",2015,41576
"7472",2807000,"Powiat iławski",2015,68402
"7473",2808000,"Powiat kętrzyński",2015,26402
"7474",2809000,"Powiat lidzbarski",2015,30968
"7475",2810000,"Powiat mrągowski",2015,55541
"7476",2811000,"Powiat nidzicki",2015,5819
"7477",2812000,"Powiat nowomiejski",2015,6755
"7478",2813000,"Powiat olecki",2015,2740
"7479",2814000,"Powiat olsztyński",2015,34021
"7480",2815000,"Powiat ostródzki",2015,95965
"7481",2816000,"Powiat piski",2015,77973
"7482",2817000,"Powiat szczycieński",2015,65417
"7483",2819000,"Powiat węgorzewski",2015,3440
"7484",2861000,"Powiat m.Elbląg",2015,304746
"7485",2862000,"Powiat m.Olsztyn",2015,385283
"7486",3001000,"Powiat chodzieski",2015,12150
"7487",3002000,"Powiat czarnkowsko-trzcianecki",2015,228108
"7488",3003000,"Powiat gnieźnieński",2015,110421
"7489",3004000,"Powiat gostyński",2015,124799
"7490",3005000,"Powiat grodziski",2015,109
"7491",3006000,"Powiat jarociński",2015,17657
"7492",3007000,"Powiat kaliski",2015,67707
"7493",3008000,"Powiat kępiński",2015,13373
"7494",3009000,"Powiat kolski",2015,116289
"7495",3010000,"Powiat koniński",2015,43585
"7496",3011000,"Powiat kościański",2015,0
"7497",3012000,"Powiat krotoszyński",2015,31304
"7498",3013000,"Powiat leszczyński",2015,62
"7499",3014000,"Powiat międzychodzki",2015,65317
"7500",3015000,"Powiat nowotomyski",2015,52268
"7501",3017000,"Powiat ostrowski",2015,118458
"7502",3018000,"Powiat ostrzeszowski",2015,14514
"7503",3019000,"Powiat pilski",2015,178178
"7504",3020000,"Powiat pleszewski",2015,0
"7505",3021000,"Powiat poznański",2015,38277
"7506",3022000,"Powiat rawicki",2015,48200
"7507",3023000,"Powiat słupecki",2015,26977
"7508",3024000,"Powiat szamotulski",2015,165633
"7509",3025000,"Powiat średzki",2015,77950
"7510",3026000,"Powiat śremski",2015,26674
"7511",3027000,"Powiat turecki",2015,4027681
"7512",3028000,"Powiat wągrowiecki",2015,4780
"7513",3029000,"Powiat wolsztyński",2015,9691
"7514",3030000,"Powiat wrzesiński",2015,33500
"7515",3031000,"Powiat złotowski",2015,23652
"7516",3061000,"Powiat m.Kalisz",2015,97043
"7517",3062000,"Powiat m.Konin",2015,8890978
"7518",3063000,"Powiat m.Leszno",2015,84576
"7519",3064000,"Powiat m.Poznań",2015,1556054
"7520",3201000,"Powiat białogardzki",2015,146613
"7521",3202000,"Powiat choszczeński",2015,7929
"7522",3203000,"Powiat drawski",2015,16526
"7523",3204000,"Powiat goleniowski",2015,29425
"7524",3205000,"Powiat gryficki",2015,1737
"7525",3206000,"Powiat gryfiński",2015,4307951
"7526",3207000,"Powiat kamieński",2015,227
"7527",3208000,"Powiat kołobrzeski",2015,76475
"7528",3209000,"Powiat koszaliński",2015,18252
"7529",3210000,"Powiat myśliborski",2015,146580
"7530",3211000,"Powiat policki",2015,1602096
"7531",3212000,"Powiat pyrzycki",2015,267
"7532",3213000,"Powiat sławieński",2015,27138
"7533",3214000,"Powiat stargardzki",2015,125144
"7534",3215000,"Powiat szczecinecki",2015,266436
"7535",3216000,"Powiat świdwiński",2015,18112
"7536",3217000,"Powiat wałecki",2015,31034
"7537",3218000,"Powiat łobeski",2015,25093
"7538",3261000,"Powiat m.Koszalin",2015,112047
"7539",3262000,"Powiat m.Szczecin",2015,1584226
"7540",3263000,"Powiat m.Świnoujście",2015,60659
"7541",201000,"Powiat bolesławiecki",2016,39537
"7542",202000,"Powiat dzierżoniowski",2016,26289
"7543",203000,"Powiat głogowski",2016,1153280
"7544",204000,"Powiat górowski",2016,4015
"7545",205000,"Powiat jaworski",2016,27790
"7546",206000,"Powiat jeleniogórski",2016,44224
"7547",207000,"Powiat kamiennogórski",2016,16449
"7548",208000,"Powiat kłodzki",2016,52474
"7549",209000,"Powiat legnicki",2016,25739
"7550",210000,"Powiat lubański",2016,22160
"7551",211000,"Powiat lubiński",2016,143675
"7552",212000,"Powiat lwówecki",2016,1721
"7553",213000,"Powiat milicki",2016,0
"7554",214000,"Powiat oleśnicki",2016,33369
"7555",215000,"Powiat oławski",2016,65897
"7556",216000,"Powiat polkowicki",2016,172875
"7557",217000,"Powiat strzeliński",2016,79489
"7558",218000,"Powiat średzki",2016,52997
"7559",219000,"Powiat świdnicki",2016,146654
"7560",220000,"Powiat trzebnicki",2016,601
"7561",221000,"Powiat wałbrzyski",2016,1416
"7562",222000,"Powiat wołowski",2016,183733
"7563",223000,"Powiat wrocławski",2016,529078
"7564",224000,"Powiat ząbkowicki",2016,0
"7565",225000,"Powiat zgorzelecki",2016,7877229
"7566",226000,"Powiat złotoryjski",2016,17855
"7567",261000,"Powiat m.Jelenia Góra",2016,94934
"7568",262000,"Powiat m.Legnica",2016,440180
"7569",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"7570",264000,"Powiat m.Wrocław",2016,1279619
"7571",265000,"Powiat m.Wałbrzych od 2013",2016,279756
"7572",401000,"Powiat aleksandrowski",2016,7857
"7573",402000,"Powiat brodnicki",2016,37420
"7574",403000,"Powiat bydgoski",2016,79423
"7575",404000,"Powiat chełmiński",2016,364
"7576",405000,"Powiat golubsko-dobrzyński",2016,11648
"7577",406000,"Powiat grudziądzki",2016,3589
"7578",407000,"Powiat inowrocławski",2016,2449299
"7579",408000,"Powiat lipnowski",2016,25172
"7580",409000,"Powiat mogileński",2016,25079
"7581",410000,"Powiat nakielski",2016,60593
"7582",411000,"Powiat radziejowski",2016,15614
"7583",412000,"Powiat rypiński",2016,28923
"7584",414000,"Powiat świecki",2016,2247679
"7585",415000,"Powiat toruński",2016,79401
"7586",416000,"Powiat tucholski",2016,0
"7587",417000,"Powiat wąbrzeski",2016,11170
"7588",418000,"Powiat włocławski",2016,165331
"7589",419000,"Powiat żniński",2016,1418954
"7590",461000,"Powiat m.Bydgoszcz",2016,827969
"7591",462000,"Powiat m.Grudziądz",2016,153515
"7592",463000,"Powiat m.Toruń",2016,311094
"7593",464000,"Powiat m.Włocławek",2016,1368792
"7594",601000,"Powiat bialski",2016,23460
"7595",602000,"Powiat biłgorajski",2016,14493
"7596",603000,"Powiat chełmski",2016,137556
"7597",604000,"Powiat hrubieszowski",2016,90865
"7598",605000,"Powiat janowski",2016,3835
"7599",606000,"Powiat krasnostawski",2016,153367
"7600",607000,"Powiat kraśnicki",2016,67361
"7601",608000,"Powiat lubartowski",2016,32361
"7602",609000,"Powiat lubelski",2016,46743
"7603",610000,"Powiat łęczyński",2016,47457
"7604",611000,"Powiat łukowski",2016,56332
"7605",612000,"Powiat opolski",2016,26381
"7606",613000,"Powiat parczewski",2016,13748
"7607",614000,"Powiat puławski",2016,1919533
"7608",615000,"Powiat radzyński",2016,38381
"7609",616000,"Powiat rycki",2016,47159
"7610",617000,"Powiat świdnicki",2016,71297
"7611",618000,"Powiat tomaszowski",2016,17936
"7612",619000,"Powiat włodawski",2016,41538
"7613",620000,"Powiat zamojski",2016,55082
"7614",661000,"Powiat m.Biała Podlaska",2016,71479
"7615",662000,"Powiat m.Chełm",2016,1242366
"7616",663000,"Powiat m.Lublin",2016,798240
"7617",664000,"Powiat m.Zamość",2016,80053
"7618",801000,"Powiat gorzowski",2016,325351
"7619",802000,"Powiat krośnieński",2016,57347
"7620",803000,"Powiat międzyrzecki",2016,35097
"7621",804000,"Powiat nowosolski",2016,20602
"7622",805000,"Powiat słubicki",2016,15086
"7623",806000,"Powiat strzelecko-drezdenecki",2016,71303
"7624",807000,"Powiat sulęciński",2016,10293
"7625",808000,"Powiat świebodziński",2016,20159
"7626",809000,"Powiat zielonogórski",2016,121680
"7627",810000,"Powiat żagański",2016,83726
"7628",811000,"Powiat żarski",2016,365919
"7629",812000,"Powiat wschowski",2016,420
"7630",861000,"Powiat m.Gorzów Wielkopolski",2016,511141
"7631",862000,"Powiat m.Zielona Góra",2016,546101
"7632",1001000,"Powiat bełchatowski",2016,35066122
"7633",1002000,"Powiat kutnowski",2016,123355
"7634",1003000,"Powiat łaski",2016,17857
"7635",1004000,"Powiat łęczycki",2016,0
"7636",1005000,"Powiat łowicki",2016,52099
"7637",1006000,"Powiat łódzki wschodni",2016,12837
"7638",1007000,"Powiat opoczyński",2016,171106
"7639",1008000,"Powiat pabianicki",2016,60661
"7640",1009000,"Powiat pajęczański",2016,1597187
"7641",1010000,"Powiat piotrkowski",2016,10828
"7642",1012000,"Powiat radomszczański",2016,106825
"7643",1013000,"Powiat rawski",2016,3412
"7644",1014000,"Powiat sieradzki",2016,94556
"7645",1015000,"Powiat skierniewicki",2016,1536
"7646",1016000,"Powiat tomaszowski",2016,348163
"7647",1017000,"Powiat wieluński",2016,53958
"7648",1018000,"Powiat wieruszowski",2016,165120
"7649",1019000,"Powiat zduńskowolski",2016,86230
"7650",1020000,"Powiat zgierski",2016,253147
"7651",1021000,"Powiat brzeziński",2016,12034
"7652",1061000,"Powiat m.Łódź",2016,1794768
"7653",1062000,"Powiat m.Piotrków Trybunalski",2016,99745
"7654",1063000,"Powiat m.Skierniewice",2016,96162
"7655",1201000,"Powiat bocheński",2016,77804
"7656",1202000,"Powiat brzeski",2016,27370
"7657",1203000,"Powiat chrzanowski",2016,1780143
"7658",1205000,"Powiat gorlicki",2016,49084
"7659",1206000,"Powiat krakowski",2016,1579286
"7660",1207000,"Powiat limanowski",2016,15269
"7661",1208000,"Powiat miechowski",2016,20464
"7662",1209000,"Powiat myślenicki",2016,10762
"7663",1210000,"Powiat nowosądecki",2016,1016
"7664",1211000,"Powiat nowotarski",2016,14005
