"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_izbe"
"37510",2417000,"Powiat żywiecki",2010,0.75
"37511",2461000,"Powiat m.Bielsko-Biała",2010,0.71
"37512",2462000,"Powiat m.Bytom",2010,0.76
"37513",2463000,"Powiat m.Chorzów",2010,0.72
"37514",2464000,"Powiat m.Częstochowa",2010,0.74
"37515",2465000,"Powiat m.Dąbrowa Górnicza",2010,0.76
"37516",2466000,"Powiat m.Gliwice",2010,0.7
"37517",2467000,"Powiat m.Jastrzębie-Zdrój",2010,0.82
"37518",2468000,"Powiat m.Jaworzno",2010,0.79
"37519",2469000,"Powiat m.Katowice",2010,0.68
"37520",2470000,"Powiat m.Mysłowice",2010,0.75
"37521",2471000,"Powiat m.Piekary Śląskie",2010,0.74
"37522",2472000,"Powiat m.Ruda Śląska",2010,0.79
"37523",2473000,"Powiat m.Rybnik",2010,0.76
"37524",2474000,"Powiat m.Siemianowice Śląskie",2010,0.72
"37525",2475000,"Powiat m.Sosnowiec",2010,0.74
"37526",2476000,"Powiat m.Świętochłowice",2010,0.79
"37527",2477000,"Powiat m.Tychy",2010,0.75
"37528",2478000,"Powiat m.Zabrze",2010,0.81
"37529",2479000,"Powiat m.Żory",2010,0.87
"37530",2601000,"Powiat buski",2010,0.76
"37531",2602000,"Powiat jędrzejowski",2010,0.81
"37532",2603000,"Powiat kazimierski",2010,0.79
"37533",2604000,"Powiat kielecki",2010,0.89
"37534",2605000,"Powiat konecki",2010,0.8
"37535",2606000,"Powiat opatowski",2010,0.86
"37536",2607000,"Powiat ostrowiecki",2010,0.8
"37537",2608000,"Powiat pińczowski",2010,0.75
"37538",2609000,"Powiat sandomierski",2010,0.82
"37539",2610000,"Powiat skarżyski",2010,0.75
"37540",2611000,"Powiat starachowicki",2010,0.82
"37541",2612000,"Powiat staszowski",2010,0.8
"37542",2613000,"Powiat włoszczowski",2010,0.79
"37543",2661000,"Powiat m.Kielce",2010,0.77
"37544",2801000,"Powiat bartoszycki",2010,0.83
"37545",2802000,"Powiat braniewski",2010,0.85
"37546",2803000,"Powiat działdowski",2010,0.81
"37547",2804000,"Powiat elbląski",2010,0.88
"37548",2805000,"Powiat ełcki",2010,0.79
"37549",2806000,"Powiat giżycki",2010,0.75
"37550",2807000,"Powiat iławski",2010,0.86
"37551",2808000,"Powiat kętrzyński",2010,0.81
"37552",2809000,"Powiat lidzbarski",2010,0.8
"37553",2810000,"Powiat mrągowski",2010,0.76
"37554",2811000,"Powiat nidzicki",2010,0.88
"37555",2812000,"Powiat nowomiejski",2010,0.83
"37556",2813000,"Powiat olecki",2010,0.8
"37557",2814000,"Powiat olsztyński",2010,0.79
"37558",2815000,"Powiat ostródzki",2010,0.84
"37559",2816000,"Powiat piski",2010,0.83
"37560",2817000,"Powiat szczycieński",2010,0.83
"37561",2818000,"Powiat gołdapski",2010,0.81
"37562",2819000,"Powiat węgorzewski",2010,0.76
"37563",2861000,"Powiat m.Elbląg",2010,0.8
"37564",2862000,"Powiat m.Olsztyn",2010,0.7
"37565",3001000,"Powiat chodzieski",2010,0.81
"37566",3002000,"Powiat czarnkowsko-trzcianecki",2010,0.81
"37567",3003000,"Powiat gnieźnieński",2010,0.83
"37568",3004000,"Powiat gostyński",2010,0.84
"37569",3005000,"Powiat grodziski",2010,0.84
"37570",3006000,"Powiat jarociński",2010,0.81
"37571",3007000,"Powiat kaliski",2010,0.83
"37572",3008000,"Powiat kępiński",2010,0.77
"37573",3009000,"Powiat kolski",2010,0.79
"37574",3010000,"Powiat koniński",2010,0.83
"37575",3011000,"Powiat kościański",2010,0.82
"37576",3012000,"Powiat krotoszyński",2010,0.8
"37577",3013000,"Powiat leszczyński",2010,0.81
"37578",3014000,"Powiat międzychodzki",2010,0.79
"37579",3015000,"Powiat nowotomyski",2010,0.79
"37580",3016000,"Powiat obornicki",2010,0.82
"37581",3017000,"Powiat ostrowski",2010,0.78
"37582",3018000,"Powiat ostrzeszowski",2010,0.76
"37583",3019000,"Powiat pilski",2010,0.79
"37584",3020000,"Powiat pleszewski",2010,0.82
"37585",3021000,"Powiat poznański",2010,0.71
"37586",3022000,"Powiat rawicki",2010,0.79
"37587",3023000,"Powiat słupecki",2010,0.81
"37588",3024000,"Powiat szamotulski",2010,0.79
"37589",3025000,"Powiat średzki",2010,0.83
"37590",3026000,"Powiat śremski",2010,0.85
"37591",3027000,"Powiat turecki",2010,0.8
"37592",3028000,"Powiat wągrowiecki",2010,0.84
"37593",3029000,"Powiat wolsztyński",2010,0.83
"37594",3030000,"Powiat wrzesiński",2010,0.8
"37595",3031000,"Powiat złotowski",2010,0.82
"37596",3061000,"Powiat m.Kalisz",2010,0.74
"37597",3062000,"Powiat m.Konin",2010,0.74
"37598",3063000,"Powiat m.Leszno",2010,0.7
"37599",3064000,"Powiat m.Poznań",2010,0.67
"37600",3201000,"Powiat białogardzki",2010,0.8
"37601",3202000,"Powiat choszczeński",2010,0.82
"37602",3203000,"Powiat drawski",2010,0.79
"37603",3204000,"Powiat goleniowski",2010,0.8
"37604",3205000,"Powiat gryficki",2010,0.76
"37605",3206000,"Powiat gryfiński",2010,0.82
"37606",3207000,"Powiat kamieński",2010,0.64
"37607",3208000,"Powiat kołobrzeski",2010,0.61
"37608",3209000,"Powiat koszaliński",2010,0.76
"37609",3210000,"Powiat myśliborski",2010,0.8
"37610",3211000,"Powiat policki",2010,0.64
"37611",3212000,"Powiat pyrzycki",2010,0.85
"37612",3213000,"Powiat sławieński",2010,0.79
"37613",3214000,"Powiat stargardzki",2010,0.8
"37614",3215000,"Powiat szczecinecki",2010,0.78
"37615",3216000,"Powiat świdwiński",2010,0.81
"37616",3217000,"Powiat wałecki",2010,0.79
"37617",3218000,"Powiat łobeski",2010,0.81
"37618",3261000,"Powiat m.Koszalin",2010,0.7
"37619",3262000,"Powiat m.Szczecin",2010,0.68
"37620",3263000,"Powiat m.Świnoujście",2010,0.55
"37621",201000,"Powiat bolesławiecki",2011,0.74
"37622",202000,"Powiat dzierżoniowski",2011,0.78
"37623",203000,"Powiat głogowski",2011,0.78
"37624",204000,"Powiat górowski",2011,0.8
"37625",205000,"Powiat jaworski",2011,0.77
"37626",206000,"Powiat jeleniogórski",2011,0.68
"37627",207000,"Powiat kamiennogórski",2011,0.81
"37628",208000,"Powiat kłodzki",2011,0.75
"37629",209000,"Powiat legnicki",2011,0.74
"37630",210000,"Powiat lubański",2011,0.73
"37631",211000,"Powiat lubiński",2011,0.74
"37632",212000,"Powiat lwówecki",2011,0.73
"37633",213000,"Powiat milicki",2011,0.8
"37634",214000,"Powiat oleśnicki",2011,0.78
"37635",215000,"Powiat oławski",2011,0.74
"37636",216000,"Powiat polkowicki",2011,0.79
"37637",217000,"Powiat strzeliński",2011,0.76
"37638",218000,"Powiat średzki",2011,0.74
"37639",219000,"Powiat świdnicki",2011,0.77
"37640",220000,"Powiat trzebnicki",2011,0.76
"37641",221000,"Powiat wałbrzyski",2011,0.78
"37642",222000,"Powiat wołowski",2011,0.75
"37643",223000,"Powiat wrocławski",2011,0.6
"37644",224000,"Powiat ząbkowicki",2011,0.76
"37645",225000,"Powiat zgorzelecki",2011,0.73
"37646",226000,"Powiat złotoryjski",2011,0.75
"37647",261000,"Powiat m.Jelenia Góra",2011,0.68
"37648",262000,"Powiat m.Legnica",2011,0.71
"37649",264000,"Powiat m.Wrocław",2011,0.58
"37650",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"37651",401000,"Powiat aleksandrowski",2011,0.73
"37652",402000,"Powiat brodnicki",2011,0.8
"37653",403000,"Powiat bydgoski",2011,0.76
"37654",404000,"Powiat chełmiński",2011,0.89
"37655",405000,"Powiat golubsko-dobrzyński",2011,0.84
"37656",406000,"Powiat grudziądzki",2011,0.86
"37657",407000,"Powiat inowrocławski",2011,0.82
"37658",408000,"Powiat lipnowski",2011,0.89
"37659",409000,"Powiat mogileński",2011,0.84
"37660",410000,"Powiat nakielski",2011,0.91
"37661",411000,"Powiat radziejowski",2011,0.84
"37662",412000,"Powiat rypiński",2011,0.85
"37663",413000,"Powiat sępoleński",2011,0.87
"37664",414000,"Powiat świecki",2011,0.83
"37665",415000,"Powiat toruński",2011,0.84
"37666",416000,"Powiat tucholski",2011,0.8
"37667",417000,"Powiat wąbrzeski",2011,0.83
"37668",418000,"Powiat włocławski",2011,0.85
"37669",419000,"Powiat żniński",2011,0.87
"37670",461000,"Powiat m.Bydgoszcz",2011,0.73
"37671",462000,"Powiat m.Grudziądz",2011,0.76
"37672",463000,"Powiat m.Toruń",2011,0.69
"37673",464000,"Powiat m.Włocławek",2011,0.75
"37674",601000,"Powiat bialski",2011,0.75
"37675",602000,"Powiat biłgorajski",2011,0.83
"37676",603000,"Powiat chełmski",2011,0.8
"37677",604000,"Powiat hrubieszowski",2011,0.81
"37678",605000,"Powiat janowski",2011,0.9
"37679",606000,"Powiat krasnostawski",2011,0.74
"37680",607000,"Powiat kraśnicki",2011,0.81
"37681",608000,"Powiat lubartowski",2011,0.79
"37682",609000,"Powiat lubelski",2011,0.77
"37683",610000,"Powiat łęczyński",2011,0.83
"37684",611000,"Powiat łukowski",2011,0.87
"37685",612000,"Powiat opolski",2011,0.83
"37686",613000,"Powiat parczewski",2011,0.74
"37687",614000,"Powiat puławski",2011,0.75
"37688",615000,"Powiat radzyński",2011,0.78
"37689",616000,"Powiat rycki",2011,0.78
"37690",617000,"Powiat świdnicki",2011,0.79
"37691",618000,"Powiat tomaszowski",2011,0.79
"37692",619000,"Powiat włodawski",2011,0.75
"37693",620000,"Powiat zamojski",2011,0.79
"37694",661000,"Powiat m.Biała Podlaska",2011,0.71
"37695",662000,"Powiat m.Chełm",2011,0.72
"37696",663000,"Powiat m.Lublin",2011,0.69
"37697",664000,"Powiat m.Zamość",2011,0.75
"37698",801000,"Powiat gorzowski",2011,0.75
"37699",802000,"Powiat krośnieński",2011,0.75
"37700",803000,"Powiat międzyrzecki",2011,0.75
"37701",804000,"Powiat nowosolski",2011,0.79
"37702",805000,"Powiat słubicki",2011,0.77
"37703",806000,"Powiat strzelecko-drezdenecki",2011,0.77
"37704",807000,"Powiat sulęciński",2011,0.74
"37705",808000,"Powiat świebodziński",2011,0.76
"37706",809000,"Powiat zielonogórski",2011,0.73
"37707",810000,"Powiat żagański",2011,0.75
"37708",811000,"Powiat żarski",2011,0.76
"37709",812000,"Powiat wschowski",2011,0.79
"37710",861000,"Powiat m.Gorzów Wielkopolski",2011,0.62
"37711",862000,"Powiat m.Zielona Góra",2011,0.68
"37712",1001000,"Powiat bełchatowski",2011,0.72
"37713",1002000,"Powiat kutnowski",2011,0.77
"37714",1003000,"Powiat łaski",2011,0.7
"37715",1004000,"Powiat łęczycki",2011,0.8
"37716",1005000,"Powiat łowicki",2011,0.72
"37717",1006000,"Powiat łódzki wschodni",2011,0.7
"37718",1007000,"Powiat opoczyński",2011,0.8
"37719",1008000,"Powiat pabianicki",2011,0.69
"37720",1009000,"Powiat pajęczański",2011,0.75
"37721",1010000,"Powiat piotrkowski",2011,0.75
"37722",1011000,"Powiat poddębicki",2011,0.72
"37723",1012000,"Powiat radomszczański",2011,0.74
"37724",1013000,"Powiat rawski",2011,0.81
"37725",1014000,"Powiat sieradzki",2011,0.78
"37726",1015000,"Powiat skierniewicki",2011,0.77
"37727",1016000,"Powiat tomaszowski",2011,0.74
"37728",1017000,"Powiat wieluński",2011,0.75
"37729",1018000,"Powiat wieruszowski",2011,0.72
"37730",1019000,"Powiat zduńskowolski",2011,0.76
"37731",1020000,"Powiat zgierski",2011,0.72
"37732",1021000,"Powiat brzeziński",2011,0.74
"37733",1061000,"Powiat m.Łódź",2011,0.69
"37734",1062000,"Powiat m.Piotrków Trybunalski",2011,0.71
"37735",1063000,"Powiat m.Skierniewice",2011,0.68
"37736",1201000,"Powiat bocheński",2011,0.8
"37737",1202000,"Powiat brzeski",2011,0.83
"37738",1203000,"Powiat chrzanowski",2011,0.75
"37739",1204000,"Powiat dąbrowski",2011,0.9
"37740",1205000,"Powiat gorlicki",2011,0.87
"37741",1206000,"Powiat krakowski",2011,0.76
"37742",1207000,"Powiat limanowski",2011,0.94
"37743",1208000,"Powiat miechowski",2011,0.76
"37744",1209000,"Powiat myślenicki",2011,0.85
"37745",1210000,"Powiat nowosądecki",2011,0.97
"37746",1211000,"Powiat nowotarski",2011,0.84
"37747",1212000,"Powiat olkuski",2011,0.75
"37748",1213000,"Powiat oświęcimski",2011,0.78
"37749",1214000,"Powiat proszowicki",2011,0.8
"37750",1215000,"Powiat suski",2011,0.8
"37751",1216000,"Powiat tarnowski",2011,0.91
"37752",1217000,"Powiat tatrzański",2011,0.61
"37753",1218000,"Powiat wadowicki",2011,0.83
"37754",1219000,"Powiat wielicki",2011,0.74
"37755",1261000,"Powiat m.Kraków",2011,0.71
"37756",1262000,"Powiat m.Nowy Sącz",2011,0.75
"37757",1263000,"Powiat m.Tarnów",2011,0.75
"37758",1401000,"Powiat białobrzeski",2011,0.79
"37759",1402000,"Powiat ciechanowski",2011,0.77
"37760",1403000,"Powiat garwoliński",2011,0.81
"37761",1404000,"Powiat gostyniński",2011,0.76
"37762",1405000,"Powiat grodziski",2011,0.66
"37763",1406000,"Powiat grójecki",2011,0.76
"37764",1407000,"Powiat kozienicki",2011,0.78
"37765",1408000,"Powiat legionowski",2011,0.65
"37766",1409000,"Powiat lipski",2011,0.76
"37767",1410000,"Powiat łosicki",2011,0.71
"37768",1411000,"Powiat makowski",2011,0.78
"37769",1412000,"Powiat miński",2011,0.73
"37770",1413000,"Powiat mławski",2011,0.8
"37771",1414000,"Powiat nowodworski",2011,0.75
"37772",1415000,"Powiat ostrołęcki",2011,0.85
"37773",1416000,"Powiat ostrowski",2011,0.77
"37774",1417000,"Powiat otwocki",2011,0.7
"37775",1418000,"Powiat piaseczyński",2011,0.61
"37776",1419000,"Powiat płocki",2011,0.79
"37777",1420000,"Powiat płoński",2011,0.79
"37778",1421000,"Powiat pruszkowski",2011,0.64
"37779",1422000,"Powiat przasnyski",2011,0.84
"37780",1423000,"Powiat przysuski",2011,0.83
"37781",1424000,"Powiat pułtuski",2011,0.73
"37782",1425000,"Powiat radomski",2011,0.92
"37783",1426000,"Powiat siedlecki",2011,0.78
"37784",1427000,"Powiat sierpecki",2011,0.81
"37785",1428000,"Powiat sochaczewski",2011,0.77
"37786",1429000,"Powiat sokołowski",2011,0.69
"37787",1430000,"Powiat szydłowiecki",2011,0.85
"37788",1432000,"Powiat warszawski zachodni",2011,0.61
"37789",1433000,"Powiat węgrowski",2011,0.73
"37790",1434000,"Powiat wołomiński",2011,0.73
"37791",1435000,"Powiat wyszkowski",2011,0.82
"37792",1436000,"Powiat zwoleński",2011,0.83
"37793",1437000,"Powiat żuromiński",2011,0.79
"37794",1438000,"Powiat żyrardowski",2011,0.76
"37795",1461000,"Powiat m.Ostrołęka",2011,0.71
"37796",1462000,"Powiat m.Płock",2011,0.72
"37797",1463000,"Powiat m.Radom",2011,0.81
"37798",1464000,"Powiat m.Siedlce",2011,0.7
"37799",1465000,"Powiat m. st. Warszawa",2011,0.62
"37800",1601000,"Powiat brzeski",2011,0.78
"37801",1602000,"Powiat głubczycki",2011,0.72
"37802",1603000,"Powiat kędzierzyńsko-kozielski",2011,0.68
"37803",1604000,"Powiat kluczborski",2011,0.75
"37804",1605000,"Powiat krapkowicki",2011,0.69
"37805",1606000,"Powiat namysłowski",2011,0.74
"37806",1607000,"Powiat nyski",2011,0.75
"37807",1608000,"Powiat oleski",2011,0.7
"37808",1609000,"Powiat opolski",2011,0.67
"37809",1610000,"Powiat prudnicki",2011,0.68
"37810",1611000,"Powiat strzelecki",2011,0.7
"37811",1661000,"Powiat m.Opole",2011,0.65
"37812",1801000,"Powiat bieszczadzki",2011,0.87
"37813",1802000,"Powiat brzozowski",2011,0.89
"37814",1803000,"Powiat dębicki",2011,0.92
"37815",1804000,"Powiat jarosławski",2011,0.88
"37816",1805000,"Powiat jasielski",2011,0.87
"37817",1806000,"Powiat kolbuszowski",2011,0.93
"37818",1807000,"Powiat krośnieński",2011,0.81
"37819",1808000,"Powiat leżajski",2011,0.9
"37820",1809000,"Powiat lubaczowski",2011,0.87
"37821",1810000,"Powiat łańcucki",2011,0.81
"37822",1811000,"Powiat mielecki",2011,0.87
"37823",1812000,"Powiat niżański",2011,0.83
"37824",1813000,"Powiat przemyski",2011,0.91
"37825",1814000,"Powiat przeworski",2011,0.85
"37826",1815000,"Powiat ropczycko-sędziszowski",2011,0.92
"37827",1816000,"Powiat rzeszowski",2011,0.83
"37828",1817000,"Powiat sanocki",2011,0.85
"37829",1818000,"Powiat stalowowolski",2011,0.81
"37830",1819000,"Powiat strzyżowski",2011,0.88
"37831",1820000,"Powiat tarnobrzeski",2011,0.86
"37832",1821000,"Powiat leski",2011,0.81
"37833",1861000,"Powiat m.Krosno",2011,0.72
"37834",1862000,"Powiat m.Przemyśl",2011,0.78
"37835",1863000,"Powiat m.Rzeszów",2011,0.72
"37836",1864000,"Powiat m.Tarnobrzeg",2011,0.78
"37837",2001000,"Powiat augustowski",2011,0.73
"37838",2002000,"Powiat białostocki",2011,0.68
"37839",2003000,"Powiat bielski",2011,0.62
"37840",2004000,"Powiat grajewski",2011,0.81
"37841",2005000,"Powiat hajnowski",2011,0.57
"37842",2006000,"Powiat kolneński",2011,0.92
"37843",2007000,"Powiat łomżyński",2011,0.8
"37844",2008000,"Powiat moniecki",2011,0.74
"37845",2009000,"Powiat sejneński",2011,0.7
"37846",2010000,"Powiat siemiatycki",2011,0.63
"37847",2011000,"Powiat sokólski",2011,0.7
"37848",2012000,"Powiat suwalski",2011,0.76
"37849",2013000,"Powiat wysokomazowiecki",2011,0.73
"37850",2014000,"Powiat zambrowski",2011,0.79
"37851",2061000,"Powiat m.Białystok",2011,0.68
"37852",2062000,"Powiat m.Łomża",2011,0.73
"37853",2063000,"Powiat m.Suwałki",2011,0.76
"37854",2201000,"Powiat bytowski",2011,0.86
"37855",2202000,"Powiat chojnicki",2011,0.82
"37856",2203000,"Powiat człuchowski",2011,0.83
"37857",2204000,"Powiat gdański",2011,0.76
"37858",2205000,"Powiat kartuski",2011,0.82
"37859",2206000,"Powiat kościerski",2011,0.81
"37860",2207000,"Powiat kwidzyński",2011,0.86
"37861",2208000,"Powiat lęborski",2011,0.79
"37862",2209000,"Powiat malborski",2011,0.83
"37863",2210000,"Powiat nowodworski",2011,0.7
"37864",2211000,"Powiat pucki",2011,0.65
"37865",2212000,"Powiat słupski",2011,0.81
"37866",2213000,"Powiat starogardzki",2011,0.83
"37867",2214000,"Powiat tczewski",2011,0.88
"37868",2215000,"Powiat wejherowski",2011,0.8
"37869",2216000,"Powiat sztumski",2011,0.88
"37870",2261000,"Powiat m.Gdańsk",2011,0.7
"37871",2262000,"Powiat m.Gdynia",2011,0.67
"37872",2263000,"Powiat m.Słupsk",2011,0.72
"37873",2264000,"Powiat m.Sopot",2011,0.6
"37874",2401000,"Powiat będziński",2011,0.67
"37875",2402000,"Powiat bielski",2011,0.76
"37876",2403000,"Powiat cieszyński",2011,0.67
"37877",2404000,"Powiat częstochowski",2011,0.74
"37878",2405000,"Powiat gliwicki",2011,0.76
"37879",2406000,"Powiat kłobucki",2011,0.75
"37880",2407000,"Powiat lubliniecki",2011,0.7
"37881",2408000,"Powiat mikołowski",2011,0.72
"37882",2409000,"Powiat myszkowski",2011,0.68
"37883",2410000,"Powiat pszczyński",2011,0.75
"37884",2411000,"Powiat raciborski",2011,0.7
"37885",2412000,"Powiat rybnicki",2011,0.71
"37886",2413000,"Powiat tarnogórski",2011,0.7
"37887",2414000,"Powiat bieruńsko-lędziński",2011,0.75
"37888",2415000,"Powiat wodzisławski",2011,0.73
"37889",2416000,"Powiat zawierciański",2011,0.69
"37890",2417000,"Powiat żywiecki",2011,0.75
"37891",2461000,"Powiat m.Bielsko-Biała",2011,0.7
"37892",2462000,"Powiat m.Bytom",2011,0.76
"37893",2463000,"Powiat m.Chorzów",2011,0.71
"37894",2464000,"Powiat m.Częstochowa",2011,0.73
"37895",2465000,"Powiat m.Dąbrowa Górnicza",2011,0.76
"37896",2466000,"Powiat m.Gliwice",2011,0.69
"37897",2467000,"Powiat m.Jastrzębie-Zdrój",2011,0.81
"37898",2468000,"Powiat m.Jaworzno",2011,0.78
"37899",2469000,"Powiat m.Katowice",2011,0.67
"37900",2470000,"Powiat m.Mysłowice",2011,0.75
"37901",2471000,"Powiat m.Piekary Śląskie",2011,0.73
"37902",2472000,"Powiat m.Ruda Śląska",2011,0.78
"37903",2473000,"Powiat m.Rybnik",2011,0.75
"37904",2474000,"Powiat m.Siemianowice Śląskie",2011,0.72
"37905",2475000,"Powiat m.Sosnowiec",2011,0.73
"37906",2476000,"Powiat m.Świętochłowice",2011,0.78
"37907",2477000,"Powiat m.Tychy",2011,0.74
"37908",2478000,"Powiat m.Zabrze",2011,0.8
"37909",2479000,"Powiat m.Żory",2011,0.86
"37910",2601000,"Powiat buski",2011,0.75
"37911",2602000,"Powiat jędrzejowski",2011,0.8
"37912",2603000,"Powiat kazimierski",2011,0.78
"37913",2604000,"Powiat kielecki",2011,0.88
"37914",2605000,"Powiat konecki",2011,0.79
"37915",2606000,"Powiat opatowski",2011,0.85
"37916",2607000,"Powiat ostrowiecki",2011,0.79
"37917",2608000,"Powiat pińczowski",2011,0.74
"37918",2609000,"Powiat sandomierski",2011,0.81
"37919",2610000,"Powiat skarżyski",2011,0.74
"37920",2611000,"Powiat starachowicki",2011,0.82
"37921",2612000,"Powiat staszowski",2011,0.8
"37922",2613000,"Powiat włoszczowski",2011,0.78
"37923",2661000,"Powiat m.Kielce",2011,0.76
"37924",2801000,"Powiat bartoszycki",2011,0.82
"37925",2802000,"Powiat braniewski",2011,0.84
"37926",2803000,"Powiat działdowski",2011,0.8
"37927",2804000,"Powiat elbląski",2011,0.87
"37928",2805000,"Powiat ełcki",2011,0.79
"37929",2806000,"Powiat giżycki",2011,0.75
"37930",2807000,"Powiat iławski",2011,0.85
"37931",2808000,"Powiat kętrzyński",2011,0.8
"37932",2809000,"Powiat lidzbarski",2011,0.79
"37933",2810000,"Powiat mrągowski",2011,0.75
"37934",2811000,"Powiat nidzicki",2011,0.87
"37935",2812000,"Powiat nowomiejski",2011,0.82
"37936",2813000,"Powiat olecki",2011,0.8
"37937",2814000,"Powiat olsztyński",2011,0.78
"37938",2815000,"Powiat ostródzki",2011,0.83
"37939",2816000,"Powiat piski",2011,0.82
"37940",2817000,"Powiat szczycieński",2011,0.82
"37941",2818000,"Powiat gołdapski",2011,0.81
"37942",2819000,"Powiat węgorzewski",2011,0.75
"37943",2861000,"Powiat m.Elbląg",2011,0.79
"37944",2862000,"Powiat m.Olsztyn",2011,0.69
"37945",3001000,"Powiat chodzieski",2011,0.81
"37946",3002000,"Powiat czarnkowsko-trzcianecki",2011,0.8
"37947",3003000,"Powiat gnieźnieński",2011,0.82
"37948",3004000,"Powiat gostyński",2011,0.84
"37949",3005000,"Powiat grodziski",2011,0.84
"37950",3006000,"Powiat jarociński",2011,0.81
"37951",3007000,"Powiat kaliski",2011,0.82
"37952",3008000,"Powiat kępiński",2011,0.76
"37953",3009000,"Powiat kolski",2011,0.79
"37954",3010000,"Powiat koniński",2011,0.82
"37955",3011000,"Powiat kościański",2011,0.81
"37956",3012000,"Powiat krotoszyński",2011,0.79
"37957",3013000,"Powiat leszczyński",2011,0.8
"37958",3014000,"Powiat międzychodzki",2011,0.78
"37959",3015000,"Powiat nowotomyski",2011,0.79
"37960",3016000,"Powiat obornicki",2011,0.82
"37961",3017000,"Powiat ostrowski",2011,0.77
"37962",3018000,"Powiat ostrzeszowski",2011,0.75
"37963",3019000,"Powiat pilski",2011,0.79
"37964",3020000,"Powiat pleszewski",2011,0.81
"37965",3021000,"Powiat poznański",2011,0.71
"37966",3022000,"Powiat rawicki",2011,0.78
"37967",3023000,"Powiat słupecki",2011,0.8
"37968",3024000,"Powiat szamotulski",2011,0.79
"37969",3025000,"Powiat średzki",2011,0.83
"37970",3026000,"Powiat śremski",2011,0.84
"37971",3027000,"Powiat turecki",2011,0.79
"37972",3028000,"Powiat wągrowiecki",2011,0.83
"37973",3029000,"Powiat wolsztyński",2011,0.82
"37974",3030000,"Powiat wrzesiński",2011,0.8
"37975",3031000,"Powiat złotowski",2011,0.82
"37976",3061000,"Powiat m.Kalisz",2011,0.73
"37977",3062000,"Powiat m.Konin",2011,0.73
"37978",3063000,"Powiat m.Leszno",2011,0.7
"37979",3064000,"Powiat m.Poznań",2011,0.66
"37980",3201000,"Powiat białogardzki",2011,0.8
"37981",3202000,"Powiat choszczeński",2011,0.81
"37982",3203000,"Powiat drawski",2011,0.79
"37983",3204000,"Powiat goleniowski",2011,0.79
"37984",3205000,"Powiat gryficki",2011,0.75
"37985",3206000,"Powiat gryfiński",2011,0.82
"37986",3207000,"Powiat kamieński",2011,0.63
"37987",3208000,"Powiat kołobrzeski",2011,0.61
"37988",3209000,"Powiat koszaliński",2011,0.75
"37989",3210000,"Powiat myśliborski",2011,0.8
"37990",3211000,"Powiat policki",2011,0.63
"37991",3212000,"Powiat pyrzycki",2011,0.84
"37992",3213000,"Powiat sławieński",2011,0.78
"37993",3214000,"Powiat stargardzki",2011,0.79
"37994",3215000,"Powiat szczecinecki",2011,0.77
"37995",3216000,"Powiat świdwiński",2011,0.8
"37996",3217000,"Powiat wałecki",2011,0.78
"37997",3218000,"Powiat łobeski",2011,0.8
"37998",3261000,"Powiat m.Koszalin",2011,0.69
"37999",3262000,"Powiat m.Szczecin",2011,0.68
"38000",3263000,"Powiat m.Świnoujście",2011,0.54
"38001",201000,"Powiat bolesławiecki",2012,0.73
"38002",202000,"Powiat dzierżoniowski",2012,0.77
"38003",203000,"Powiat głogowski",2012,0.77
"38004",204000,"Powiat górowski",2012,0.79
"38005",205000,"Powiat jaworski",2012,0.76
"38006",206000,"Powiat jeleniogórski",2012,0.68
"38007",207000,"Powiat kamiennogórski",2012,0.8
"38008",208000,"Powiat kłodzki",2012,0.74
"38009",209000,"Powiat legnicki",2012,0.73
"38010",210000,"Powiat lubański",2012,0.72
"38011",211000,"Powiat lubiński",2012,0.74
"38012",212000,"Powiat lwówecki",2012,0.72
"38013",213000,"Powiat milicki",2012,0.8
"38014",214000,"Powiat oleśnicki",2012,0.78
"38015",215000,"Powiat oławski",2012,0.73
"38016",216000,"Powiat polkowicki",2012,0.78
"38017",217000,"Powiat strzeliński",2012,0.76
"38018",218000,"Powiat średzki",2012,0.73
"38019",219000,"Powiat świdnicki",2012,0.77
"38020",220000,"Powiat trzebnicki",2012,0.75
"38021",221000,"Powiat wałbrzyski",2012,0.77
"38022",222000,"Powiat wołowski",2012,0.74
"38023",223000,"Powiat wrocławski",2012,0.59
"38024",224000,"Powiat ząbkowicki",2012,0.75
"38025",225000,"Powiat zgorzelecki",2012,0.73
"38026",226000,"Powiat złotoryjski",2012,0.75
"38027",261000,"Powiat m.Jelenia Góra",2012,0.67
"38028",262000,"Powiat m.Legnica",2012,0.71
"38029",264000,"Powiat m.Wrocław",2012,0.57
"38030",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"38031",401000,"Powiat aleksandrowski",2012,0.72
"38032",402000,"Powiat brodnicki",2012,0.79
"38033",403000,"Powiat bydgoski",2012,0.75
"38034",404000,"Powiat chełmiński",2012,0.88
"38035",405000,"Powiat golubsko-dobrzyński",2012,0.83
"38036",406000,"Powiat grudziądzki",2012,0.85
"38037",407000,"Powiat inowrocławski",2012,0.81
"38038",408000,"Powiat lipnowski",2012,0.88
"38039",409000,"Powiat mogileński",2012,0.83
"38040",410000,"Powiat nakielski",2012,0.9
