"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"72182",1436000,"Powiat zwoleński",2011,0
"72183",1437000,"Powiat żuromiński",2011,0
"72184",1438000,"Powiat żyrardowski",2011,1143
"72185",1461000,"Powiat m.Ostrołęka",2011,336
"72186",1462000,"Powiat m.Płock",2011,609
"72187",1463000,"Powiat m.Radom",2011,911
"72188",1464000,"Powiat m.Siedlce",2011,571
"72189",1465000,"Powiat m. st. Warszawa",2011,9374
"72190",1601000,"Powiat brzeski",2011,109
"72191",1602000,"Powiat głubczycki",2011,340
"72192",1603000,"Powiat kędzierzyńsko-kozielski",2011,510
"72193",1604000,"Powiat kluczborski",2011,295
"72194",1605000,"Powiat krapkowicki",2011,1558
"72195",1606000,"Powiat namysłowski",2011,1710
"72196",1607000,"Powiat nyski",2011,633
"72197",1608000,"Powiat oleski",2011,685
"72198",1609000,"Powiat opolski",2011,304
"72199",1610000,"Powiat prudnicki",2011,349
"72200",1611000,"Powiat strzelecki",2011,880
"72201",1661000,"Powiat m.Opole",2011,2139
"72202",1801000,"Powiat bieszczadzki",2011,663
"72203",1802000,"Powiat brzozowski",2011,38
"72204",1803000,"Powiat dębicki",2011,195
"72205",1804000,"Powiat jarosławski",2011,306
"72206",1805000,"Powiat jasielski",2011,71
"72207",1806000,"Powiat kolbuszowski",2011,3
"72208",1807000,"Powiat krośnieński",2011,198
"72209",1808000,"Powiat leżajski",2011,214
"72210",1809000,"Powiat lubaczowski",2011,228
"72211",1810000,"Powiat łańcucki",2011,731
"72212",1811000,"Powiat mielecki",2011,890
"72213",1812000,"Powiat niżański",2011,46
"72214",1813000,"Powiat przemyski",2011,209
"72215",1814000,"Powiat przeworski",2011,609
"72216",1815000,"Powiat ropczycko-sędziszowski",2011,515
"72217",1816000,"Powiat rzeszowski",2011,1072
"72218",1817000,"Powiat sanocki",2011,928
"72219",1818000,"Powiat stalowowolski",2011,967
"72220",1819000,"Powiat strzyżowski",2011,145
"72221",1820000,"Powiat tarnobrzeski",2011,246
"72222",1821000,"Powiat leski",2011,1830
"72223",1861000,"Powiat m.Krosno",2011,1461
"72224",1862000,"Powiat m.Przemyśl",2011,1906
"72225",1863000,"Powiat m.Rzeszów",2011,2551
"72226",1864000,"Powiat m.Tarnobrzeg",2011,317
"72227",2001000,"Powiat augustowski",2011,2268
"72228",2002000,"Powiat białostocki",2011,648
"72229",2003000,"Powiat bielski",2011,1445
"72230",2004000,"Powiat grajewski",2011,194
"72231",2005000,"Powiat hajnowski",2011,1603
"72232",2006000,"Powiat kolneński",2011,0
"72233",2007000,"Powiat łomżyński",2011,1545
"72234",2008000,"Powiat moniecki",2011,125
"72235",2009000,"Powiat sejneński",2011,736
"72236",2010000,"Powiat siemiatycki",2011,188
"72237",2011000,"Powiat sokólski",2011,247
"72238",2012000,"Powiat suwalski",2011,306
"72239",2013000,"Powiat wysokomazowiecki",2011,94
"72240",2014000,"Powiat zambrowski",2011,74
"72241",2061000,"Powiat m.Białystok",2011,2345
"72242",2062000,"Powiat m.Łomża",2011,1073
"72243",2063000,"Powiat m.Suwałki",2011,869
"72244",2201000,"Powiat bytowski",2011,276
"72245",2202000,"Powiat chojnicki",2011,427
"72246",2203000,"Powiat człuchowski",2011,254
"72247",2204000,"Powiat gdański",2011,984
"72248",2205000,"Powiat kartuski",2011,359
"72249",2206000,"Powiat kościerski",2011,116
"72250",2207000,"Powiat kwidzyński",2011,712
"72251",2208000,"Powiat lęborski",2011,4508
"72252",2209000,"Powiat malborski",2011,2703
"72253",2210000,"Powiat nowodworski",2011,1559
"72254",2211000,"Powiat pucki",2011,1900
"72255",2212000,"Powiat słupski",2011,3352
"72256",2213000,"Powiat starogardzki",2011,154
"72257",2214000,"Powiat tczewski",2011,309
"72258",2215000,"Powiat wejherowski",2011,998
"72259",2216000,"Powiat sztumski",2011,4
"72260",2261000,"Powiat m.Gdańsk",2011,8861
"72261",2262000,"Powiat m.Gdynia",2011,2302
"72262",2263000,"Powiat m.Słupsk",2011,788
"72263",2264000,"Powiat m.Sopot",2011,23917
"72264",2401000,"Powiat będziński",2011,1516
"72265",2402000,"Powiat bielski",2011,1109
"72266",2403000,"Powiat cieszyński",2011,4483
"72267",2404000,"Powiat częstochowski",2011,339
"72268",2405000,"Powiat gliwicki",2011,637
"72269",2406000,"Powiat kłobucki",2011,13
"72270",2407000,"Powiat lubliniecki",2011,341
"72271",2408000,"Powiat mikołowski",2011,204
"72272",2409000,"Powiat myszkowski",2011,344
"72273",2410000,"Powiat pszczyński",2011,693
"72274",2411000,"Powiat raciborski",2011,935
"72275",2412000,"Powiat rybnicki",2011,0
"72276",2413000,"Powiat tarnogórski",2011,841
"72277",2414000,"Powiat bieruńsko-lędziński",2011,15
"72278",2415000,"Powiat wodzisławski",2011,203
"72279",2416000,"Powiat zawierciański",2011,386
"72280",2417000,"Powiat żywiecki",2011,245
"72281",2461000,"Powiat m.Bielsko-Biała",2011,2077
"72282",2462000,"Powiat m.Bytom",2011,225
"72283",2463000,"Powiat m.Chorzów",2011,501
"72284",2464000,"Powiat m.Częstochowa",2011,2455
"72285",2465000,"Powiat m.Dąbrowa Górnicza",2011,422
"72286",2466000,"Powiat m.Gliwice",2011,3305
"72287",2467000,"Powiat m.Jastrzębie-Zdrój",2011,124
"72288",2468000,"Powiat m.Jaworzno",2011,379
"72289",2469000,"Powiat m.Katowice",2011,4281
"72290",2470000,"Powiat m.Mysłowice",2011,45
"72291",2471000,"Powiat m.Piekary Śląskie",2011,385
"72292",2472000,"Powiat m.Ruda Śląska",2011,9
"72293",2473000,"Powiat m.Rybnik",2011,625
"72294",2474000,"Powiat m.Siemianowice Śląskie",2011,356
"72295",2475000,"Powiat m.Sosnowiec",2011,605
"72296",2476000,"Powiat m.Świętochłowice",2011,0
"72297",2477000,"Powiat m.Tychy",2011,2866
"72298",2478000,"Powiat m.Zabrze",2011,1680
"72299",2479000,"Powiat m.Żory",2011,371
"72300",2601000,"Powiat buski",2011,1095
"72301",2602000,"Powiat jędrzejowski",2011,0
"72302",2603000,"Powiat kazimierski",2011,44
"72303",2604000,"Powiat kielecki",2011,404
"72304",2605000,"Powiat konecki",2011,90
"72305",2606000,"Powiat opatowski",2011,7
"72306",2607000,"Powiat ostrowiecki",2011,541
"72307",2608000,"Powiat pińczowski",2011,48
"72308",2609000,"Powiat sandomierski",2011,670
"72309",2610000,"Powiat skarżyski",2011,219
"72310",2611000,"Powiat starachowicki",2011,442
"72311",2612000,"Powiat staszowski",2011,93
"72312",2613000,"Powiat włoszczowski",2011,70
"72313",2661000,"Powiat m.Kielce",2011,1447
"72314",2801000,"Powiat bartoszycki",2011,309
"72315",2802000,"Powiat braniewski",2011,2417
"72316",2803000,"Powiat działdowski",2011,173
"72317",2804000,"Powiat elbląski",2011,231
"72318",2805000,"Powiat ełcki",2011,545
"72319",2806000,"Powiat giżycki",2011,6284
"72320",2807000,"Powiat iławski",2011,180
"72321",2808000,"Powiat kętrzyński",2011,1351
"72322",2809000,"Powiat lidzbarski",2011,875
"72323",2810000,"Powiat mrągowski",2011,32089
"72324",2811000,"Powiat nidzicki",2011,60
"72325",2812000,"Powiat nowomiejski",2011,495
"72326",2813000,"Powiat olecki",2011,8
"72327",2814000,"Powiat olsztyński",2011,403
"72328",2815000,"Powiat ostródzki",2011,2609
"72329",2816000,"Powiat piski",2011,659
"72330",2817000,"Powiat szczycieński",2011,402
"72331",2818000,"Powiat gołdapski",2011,903
"72332",2819000,"Powiat węgorzewski",2011,3797
"72333",2861000,"Powiat m.Elbląg",2011,1826
"72334",2862000,"Powiat m.Olsztyn",2011,2872
"72335",3001000,"Powiat chodzieski",2011,857
"72336",3002000,"Powiat czarnkowsko-trzcianecki",2011,164
"72337",3003000,"Powiat gnieźnieński",2011,767
"72338",3004000,"Powiat gostyński",2011,579
"72339",3005000,"Powiat grodziski",2011,311
"72340",3006000,"Powiat jarociński",2011,645
"72341",3007000,"Powiat kaliski",2011,104
"72342",3008000,"Powiat kępiński",2011,110
"72343",3009000,"Powiat kolski",2011,76
"72344",3010000,"Powiat koniński",2011,844
"72345",3011000,"Powiat kościański",2011,208
"72346",3012000,"Powiat krotoszyński",2011,720
"72347",3013000,"Powiat leszczyński",2011,902
"72348",3014000,"Powiat międzychodzki",2011,1538
"72349",3015000,"Powiat nowotomyski",2011,1009
"72350",3016000,"Powiat obornicki",2011,227
"72351",3017000,"Powiat ostrowski",2011,495
"72352",3018000,"Powiat ostrzeszowski",2011,212
"72353",3019000,"Powiat pilski",2011,1099
"72354",3020000,"Powiat pleszewski",2011,294
"72355",3021000,"Powiat poznański",2011,913
"72356",3022000,"Powiat rawicki",2011,70
"72357",3023000,"Powiat słupecki",2011,0
"72358",3024000,"Powiat szamotulski",2011,629
"72359",3025000,"Powiat średzki",2011,253
"72360",3026000,"Powiat śremski",2011,871
"72361",3027000,"Powiat turecki",2011,52
"72362",3028000,"Powiat wągrowiecki",2011,268
"72363",3029000,"Powiat wolsztyński",2011,1583
"72364",3030000,"Powiat wrzesiński",2011,807
"72365",3031000,"Powiat złotowski",2011,70
"72366",3061000,"Powiat m.Kalisz",2011,1084
"72367",3062000,"Powiat m.Konin",2011,585
"72368",3063000,"Powiat m.Leszno",2011,1105
"72369",3064000,"Powiat m.Poznań",2011,5557
"72370",3201000,"Powiat białogardzki",2011,435
"72371",3202000,"Powiat choszczeński",2011,381
"72372",3203000,"Powiat drawski",2011,309
"72373",3204000,"Powiat goleniowski",2011,224
"72374",3205000,"Powiat gryficki",2011,23826
"72375",3206000,"Powiat gryfiński",2011,748
"72376",3207000,"Powiat kamieński",2011,45434
"72377",3208000,"Powiat kołobrzeski",2011,131605
"72378",3209000,"Powiat koszaliński",2011,11089
"72379",3210000,"Powiat myśliborski",2011,912
"72380",3211000,"Powiat policki",2011,1073
"72381",3212000,"Powiat pyrzycki",2011,20
"72382",3213000,"Powiat sławieński",2011,13217
"72383",3214000,"Powiat stargardzki",2011,549
"72384",3215000,"Powiat szczecinecki",2011,694
"72385",3216000,"Powiat świdwiński",2011,2242
"72386",3217000,"Powiat wałecki",2011,812
"72387",3218000,"Powiat łobeski",2011,19
"72388",3261000,"Powiat m.Koszalin",2011,741
"72389",3262000,"Powiat m.Szczecin",2011,5633
"72390",3263000,"Powiat m.Świnoujście",2011,91064
"72391",201000,"Powiat bolesławiecki",2012,1418
"72392",202000,"Powiat dzierżoniowski",2012,801
"72393",203000,"Powiat głogowski",2012,692
"72394",204000,"Powiat górowski",2012,71
"72395",205000,"Powiat jaworski",2012,247
"72396",206000,"Powiat jeleniogórski",2012,13755
"72397",207000,"Powiat kamiennogórski",2012,60
"72398",208000,"Powiat kłodzki",2012,5357
"72399",209000,"Powiat legnicki",2012,828
"72400",210000,"Powiat lubański",2012,33798
"72401",211000,"Powiat lubiński",2012,401
"72402",212000,"Powiat lwówecki",2012,2023
"72403",213000,"Powiat milicki",2012,992
"72404",214000,"Powiat oleśnicki",2012,1195
"72405",215000,"Powiat oławski",2012,568
"72406",216000,"Powiat polkowicki",2012,1779
"72407",217000,"Powiat strzeliński",2012,361
"72408",218000,"Powiat średzki",2012,715
"72409",219000,"Powiat świdnicki",2012,1817
"72410",220000,"Powiat trzebnicki",2012,301
"72411",221000,"Powiat wałbrzyski",2012,1045
"72412",222000,"Powiat wołowski",2012,103
"72413",223000,"Powiat wrocławski",2012,300
"72414",224000,"Powiat ząbkowicki",2012,77
"72415",225000,"Powiat zgorzelecki",2012,2620
"72416",226000,"Powiat złotoryjski",2012,2863
"72417",261000,"Powiat m.Jelenia Góra",2012,8410
"72418",262000,"Powiat m.Legnica",2012,3130
"72419",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"72420",264000,"Powiat m.Wrocław",2012,7583
"72421",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"72422",401000,"Powiat aleksandrowski",2012,2154
"72423",402000,"Powiat brodnicki",2012,174
"72424",403000,"Powiat bydgoski",2012,239
"72425",404000,"Powiat chełmiński",2012,608
"72426",405000,"Powiat golubsko-dobrzyński",2012,74
"72427",406000,"Powiat grudziądzki",2012,0
"72428",407000,"Powiat inowrocławski",2012,192
"72429",408000,"Powiat lipnowski",2012,96
"72430",409000,"Powiat mogileński",2012,80
"72431",410000,"Powiat nakielski",2012,82
"72432",411000,"Powiat radziejowski",2012,0
"72433",412000,"Powiat rypiński",2012,0
"72434",413000,"Powiat sępoleński",2012,200
"72435",414000,"Powiat świecki",2012,517
"72436",415000,"Powiat toruński",2012,131
"72437",416000,"Powiat tucholski",2012,91
"72438",417000,"Powiat wąbrzeski",2012,48
"72439",418000,"Powiat włocławski",2012,25
"72440",419000,"Powiat żniński",2012,206
"72441",461000,"Powiat m.Bydgoszcz",2012,1716
"72442",462000,"Powiat m.Grudziądz",2012,666
"72443",463000,"Powiat m.Toruń",2012,4327
"72444",464000,"Powiat m.Włocławek",2012,824
"72445",601000,"Powiat bialski",2012,1439
"72446",602000,"Powiat biłgorajski",2012,50
"72447",603000,"Powiat chełmski",2012,340
"72448",604000,"Powiat hrubieszowski",2012,6
"72449",605000,"Powiat janowski",2012,149
"72450",606000,"Powiat krasnostawski",2012,133
"72451",607000,"Powiat kraśnicki",2012,53
"72452",608000,"Powiat lubartowski",2012,32
"72453",609000,"Powiat lubelski",2012,329
"72454",610000,"Powiat łęczyński",2012,16
"72455",611000,"Powiat łukowski",2012,0
"72456",612000,"Powiat opolski",2012,60
"72457",613000,"Powiat parczewski",2012,0
"72458",614000,"Powiat puławski",2012,899
"72459",615000,"Powiat radzyński",2012,107
"72460",616000,"Powiat rycki",2012,57
"72461",617000,"Powiat świdnicki",2012,8
"72462",618000,"Powiat tomaszowski",2012,216
"72463",619000,"Powiat włodawski",2012,153
"72464",620000,"Powiat zamojski",2012,183
"72465",661000,"Powiat m.Biała Podlaska",2012,1882
"72466",662000,"Powiat m.Chełm",2012,483
"72467",663000,"Powiat m.Lublin",2012,2298
"72468",664000,"Powiat m.Zamość",2012,2314
"72469",801000,"Powiat gorzowski",2012,1162
"72470",802000,"Powiat krośnieński",2012,1419
"72471",803000,"Powiat międzyrzecki",2012,2754
"72472",804000,"Powiat nowosolski",2012,246
"72473",805000,"Powiat słubicki",2012,11275
"72474",806000,"Powiat strzelecko-drezdenecki",2012,1007
"72475",807000,"Powiat sulęciński",2012,6473
"72476",808000,"Powiat świebodziński",2012,9751
"72477",809000,"Powiat zielonogórski",2012,1246
"72478",810000,"Powiat żagański",2012,563
"72479",811000,"Powiat żarski",2012,1508
"72480",812000,"Powiat wschowski",2012,755
"72481",861000,"Powiat m.Gorzów Wielkopolski",2012,2503
"72482",862000,"Powiat m.Zielona Góra",2012,1761
"72483",1001000,"Powiat bełchatowski",2012,1568
"72484",1002000,"Powiat kutnowski",2012,711
"72485",1003000,"Powiat łaski",2012,46
"72486",1004000,"Powiat łęczycki",2012,33
"72487",1005000,"Powiat łowicki",2012,283
"72488",1006000,"Powiat łódzki wschodni",2012,1933
"72489",1007000,"Powiat opoczyński",2012,138
"72490",1008000,"Powiat pabianicki",2012,454
"72491",1009000,"Powiat pajęczański",2012,96
"72492",1010000,"Powiat piotrkowski",2012,1493
"72493",1011000,"Powiat poddębicki",2012,438
"72494",1012000,"Powiat radomszczański",2012,538
"72495",1013000,"Powiat rawski",2012,2833
"72496",1014000,"Powiat sieradzki",2012,175
"72497",1015000,"Powiat skierniewicki",2012,10
"72498",1016000,"Powiat tomaszowski",2012,1216
"72499",1017000,"Powiat wieluński",2012,842
"72500",1018000,"Powiat wieruszowski",2012,276
"72501",1019000,"Powiat zduńskowolski",2012,629
"72502",1020000,"Powiat zgierski",2012,597
"72503",1021000,"Powiat brzeziński",2012,147
"72504",1061000,"Powiat m.Łódź",2012,2663
"72505",1062000,"Powiat m.Piotrków Trybunalski",2012,704
"72506",1063000,"Powiat m.Skierniewice",2012,514
"72507",1201000,"Powiat bocheński",2012,660
"72508",1202000,"Powiat brzeski",2012,381
"72509",1203000,"Powiat chrzanowski",2012,60
"72510",1204000,"Powiat dąbrowski",2012,4
"72511",1205000,"Powiat gorlicki",2012,152
"72512",1206000,"Powiat krakowski",2012,833
"72513",1207000,"Powiat limanowski",2012,160
"72514",1208000,"Powiat miechowski",2012,181
"72515",1209000,"Powiat myślenicki",2012,375
"72516",1210000,"Powiat nowosądecki",2012,1370
"72517",1211000,"Powiat nowotarski",2012,803
"72518",1212000,"Powiat olkuski",2012,292
"72519",1213000,"Powiat oświęcimski",2012,2931
"72520",1214000,"Powiat proszowicki",2012,87
"72521",1215000,"Powiat suski",2012,546
"72522",1216000,"Powiat tarnowski",2012,114
"72523",1217000,"Powiat tatrzański",2012,25790
"72524",1218000,"Powiat wadowicki",2012,810
"72525",1219000,"Powiat wielicki",2012,2345
"72526",1261000,"Powiat m.Kraków",2012,27824
"72527",1262000,"Powiat m.Nowy Sącz",2012,664
"72528",1263000,"Powiat m.Tarnów",2012,1014
"72529",1401000,"Powiat białobrzeski",2012,73
"72530",1402000,"Powiat ciechanowski",2012,130
"72531",1403000,"Powiat garwoliński",2012,109
"72532",1404000,"Powiat gostyniński",2012,59
"72533",1405000,"Powiat grodziski",2012,445
"72534",1406000,"Powiat grójecki",2012,1059
"72535",1407000,"Powiat kozienicki",2012,124
"72536",1408000,"Powiat legionowski",2012,1128
"72537",1409000,"Powiat lipski",2012,0
"72538",1410000,"Powiat łosicki",2012,365
"72539",1411000,"Powiat makowski",2012,45
"72540",1412000,"Powiat miński",2012,326
"72541",1413000,"Powiat mławski",2012,108
"72542",1414000,"Powiat nowodworski",2012,591
"72543",1415000,"Powiat ostrołęcki",2012,199
"72544",1416000,"Powiat ostrowski",2012,270
"72545",1417000,"Powiat otwocki",2012,792
"72546",1418000,"Powiat piaseczyński",2012,1042
"72547",1419000,"Powiat płocki",2012,72
"72548",1420000,"Powiat płoński",2012,140
"72549",1421000,"Powiat pruszkowski",2012,673
"72550",1422000,"Powiat przasnyski",2012,152
"72551",1423000,"Powiat przysuski",2012,20
"72552",1424000,"Powiat pułtuski",2012,1858
"72553",1425000,"Powiat radomski",2012,117
"72554",1426000,"Powiat siedlecki",2012,178
"72555",1427000,"Powiat sierpecki",2012,0
"72556",1428000,"Powiat sochaczewski",2012,637
"72557",1429000,"Powiat sokołowski",2012,19
"72558",1430000,"Powiat szydłowiecki",2012,626
"72559",1432000,"Powiat warszawski zachodni",2012,881
"72560",1433000,"Powiat węgrowski",2012,94
"72561",1434000,"Powiat wołomiński",2012,335
"72562",1435000,"Powiat wyszkowski",2012,721
"72563",1436000,"Powiat zwoleński",2012,29
"72564",1437000,"Powiat żuromiński",2012,0
"72565",1438000,"Powiat żyrardowski",2012,357
"72566",1461000,"Powiat m.Ostrołęka",2012,1181
"72567",1462000,"Powiat m.Płock",2012,696
"72568",1463000,"Powiat m.Radom",2012,843
"72569",1464000,"Powiat m.Siedlce",2012,603
"72570",1465000,"Powiat m. st. Warszawa",2012,10476
"72571",1601000,"Powiat brzeski",2012,105
"72572",1602000,"Powiat głubczycki",2012,340
"72573",1603000,"Powiat kędzierzyńsko-kozielski",2012,536
"72574",1604000,"Powiat kluczborski",2012,235
"72575",1605000,"Powiat krapkowicki",2012,2243
"72576",1606000,"Powiat namysłowski",2012,548
"72577",1607000,"Powiat nyski",2012,517
"72578",1608000,"Powiat oleski",2012,697
"72579",1609000,"Powiat opolski",2012,395
"72580",1610000,"Powiat prudnicki",2012,253
"72581",1611000,"Powiat strzelecki",2012,472
"72582",1661000,"Powiat m.Opole",2012,2702
"72583",1801000,"Powiat bieszczadzki",2012,1370
"72584",1802000,"Powiat brzozowski",2012,47
"72585",1803000,"Powiat dębicki",2012,223
"72586",1804000,"Powiat jarosławski",2012,364
"72587",1805000,"Powiat jasielski",2012,84
"72588",1806000,"Powiat kolbuszowski",2012,3
"72589",1807000,"Powiat krośnieński",2012,343
"72590",1808000,"Powiat leżajski",2012,250
"72591",1809000,"Powiat lubaczowski",2012,208
"72592",1810000,"Powiat łańcucki",2012,479
"72593",1811000,"Powiat mielecki",2012,743
"72594",1812000,"Powiat niżański",2012,54
"72595",1813000,"Powiat przemyski",2012,418
"72596",1814000,"Powiat przeworski",2012,358
"72597",1815000,"Powiat ropczycko-sędziszowski",2012,772
"72598",1816000,"Powiat rzeszowski",2012,844
"72599",1817000,"Powiat sanocki",2012,574
"72600",1818000,"Powiat stalowowolski",2012,777
"72601",1819000,"Powiat strzyżowski",2012,53
"72602",1820000,"Powiat tarnobrzeski",2012,412
"72603",1821000,"Powiat leski",2012,1907
"72604",1861000,"Powiat m.Krosno",2012,1466
"72605",1862000,"Powiat m.Przemyśl",2012,2001
"72606",1863000,"Powiat m.Rzeszów",2012,2556
"72607",1864000,"Powiat m.Tarnobrzeg",2012,315
"72608",2001000,"Powiat augustowski",2012,2398
"72609",2002000,"Powiat białostocki",2012,1186
"72610",2003000,"Powiat bielski",2012,974
"72611",2004000,"Powiat grajewski",2012,65
"72612",2005000,"Powiat hajnowski",2012,2270
"72613",2006000,"Powiat kolneński",2012,22
"72614",2007000,"Powiat łomżyński",2012,1630
"72615",2008000,"Powiat moniecki",2012,88
"72616",2009000,"Powiat sejneński",2012,396
"72617",2010000,"Powiat siemiatycki",2012,366
"72618",2011000,"Powiat sokólski",2012,377
"72619",2012000,"Powiat suwalski",2012,335
"72620",2013000,"Powiat wysokomazowiecki",2012,107
"72621",2014000,"Powiat zambrowski",2012,30
"72622",2061000,"Powiat m.Białystok",2012,3661
"72623",2062000,"Powiat m.Łomża",2012,1229
"72624",2063000,"Powiat m.Suwałki",2012,915
"72625",2201000,"Powiat bytowski",2012,424
"72626",2202000,"Powiat chojnicki",2012,419
"72627",2203000,"Powiat człuchowski",2012,333
"72628",2204000,"Powiat gdański",2012,1101
"72629",2205000,"Powiat kartuski",2012,618
"72630",2206000,"Powiat kościerski",2012,276
"72631",2207000,"Powiat kwidzyński",2012,830
"72632",2208000,"Powiat lęborski",2012,4182
"72633",2209000,"Powiat malborski",2012,3531
"72634",2210000,"Powiat nowodworski",2012,1528
"72635",2211000,"Powiat pucki",2012,2382
"72636",2212000,"Powiat słupski",2012,3654
"72637",2213000,"Powiat starogardzki",2012,172
"72638",2214000,"Powiat tczewski",2012,476
"72639",2215000,"Powiat wejherowski",2012,1075
"72640",2216000,"Powiat sztumski",2012,151
"72641",2261000,"Powiat m.Gdańsk",2012,10968
"72642",2262000,"Powiat m.Gdynia",2012,2764
"72643",2263000,"Powiat m.Słupsk",2012,928
"72644",2264000,"Powiat m.Sopot",2012,33812
"72645",2401000,"Powiat będziński",2012,1331
"72646",2402000,"Powiat bielski",2012,1465
"72647",2403000,"Powiat cieszyński",2012,5109
"72648",2404000,"Powiat częstochowski",2012,233
"72649",2405000,"Powiat gliwicki",2012,504
"72650",2406000,"Powiat kłobucki",2012,1
"72651",2407000,"Powiat lubliniecki",2012,482
"72652",2408000,"Powiat mikołowski",2012,204
"72653",2409000,"Powiat myszkowski",2012,327
"72654",2410000,"Powiat pszczyński",2012,581
"72655",2411000,"Powiat raciborski",2012,732
"72656",2412000,"Powiat rybnicki",2012,9
"72657",2413000,"Powiat tarnogórski",2012,882
"72658",2414000,"Powiat bieruńsko-lędziński",2012,72
"72659",2415000,"Powiat wodzisławski",2012,279
"72660",2416000,"Powiat zawierciański",2012,289
"72661",2417000,"Powiat żywiecki",2012,130
"72662",2461000,"Powiat m.Bielsko-Biała",2012,1979
"72663",2462000,"Powiat m.Bytom",2012,186
"72664",2463000,"Powiat m.Chorzów",2012,673
"72665",2464000,"Powiat m.Częstochowa",2012,2357
"72666",2465000,"Powiat m.Dąbrowa Górnicza",2012,296
"72667",2466000,"Powiat m.Gliwice",2012,3079
"72668",2467000,"Powiat m.Jastrzębie-Zdrój",2012,64
"72669",2468000,"Powiat m.Jaworzno",2012,319
"72670",2469000,"Powiat m.Katowice",2012,4283
"72671",2470000,"Powiat m.Mysłowice",2012,76
"72672",2471000,"Powiat m.Piekary Śląskie",2012,645
"72673",2472000,"Powiat m.Ruda Śląska",2012,27
"72674",2473000,"Powiat m.Rybnik",2012,746
"72675",2474000,"Powiat m.Siemianowice Śląskie",2012,221
"72676",2475000,"Powiat m.Sosnowiec",2012,364
"72677",2476000,"Powiat m.Świętochłowice",2012,31
"72678",2477000,"Powiat m.Tychy",2012,2447
"72679",2478000,"Powiat m.Zabrze",2012,1093
"72680",2479000,"Powiat m.Żory",2012,569
"72681",2601000,"Powiat buski",2012,1161
"72682",2602000,"Powiat jędrzejowski",2012,10
"72683",2603000,"Powiat kazimierski",2012,63
"72684",2604000,"Powiat kielecki",2012,398
"72685",2605000,"Powiat konecki",2012,33
"72686",2606000,"Powiat opatowski",2012,7
"72687",2607000,"Powiat ostrowiecki",2012,534
"72688",2608000,"Powiat pińczowski",2012,109
"72689",2609000,"Powiat sandomierski",2012,813
"72690",2610000,"Powiat skarżyski",2012,291
"72691",2611000,"Powiat starachowicki",2012,413
"72692",2612000,"Powiat staszowski",2012,61
"72693",2613000,"Powiat włoszczowski",2012,113
"72694",2661000,"Powiat m.Kielce",2012,1305
"72695",2801000,"Powiat bartoszycki",2012,700
"72696",2802000,"Powiat braniewski",2012,2709
"72697",2803000,"Powiat działdowski",2012,195
"72698",2804000,"Powiat elbląski",2012,274
"72699",2805000,"Powiat ełcki",2012,705
"72700",2806000,"Powiat giżycki",2012,5836
"72701",2807000,"Powiat iławski",2012,624
"72702",2808000,"Powiat kętrzyński",2012,917
"72703",2809000,"Powiat lidzbarski",2012,1879
"72704",2810000,"Powiat mrągowski",2012,32742
"72705",2811000,"Powiat nidzicki",2012,199
"72706",2812000,"Powiat nowomiejski",2012,276
"72707",2813000,"Powiat olecki",2012,38
"72708",2814000,"Powiat olsztyński",2012,499
"72709",2815000,"Powiat ostródzki",2012,2723
"72710",2816000,"Powiat piski",2012,905
"72711",2817000,"Powiat szczycieński",2012,709
"72712",2818000,"Powiat gołdapski",2012,1656
"72713",2819000,"Powiat węgorzewski",2012,3670
"72714",2861000,"Powiat m.Elbląg",2012,1904
"72715",2862000,"Powiat m.Olsztyn",2012,3238
"72716",3001000,"Powiat chodzieski",2012,869
"72717",3002000,"Powiat czarnkowsko-trzcianecki",2012,157
"72718",3003000,"Powiat gnieźnieński",2012,799
"72719",3004000,"Powiat gostyński",2012,815
"72720",3005000,"Powiat grodziski",2012,400
"72721",3006000,"Powiat jarociński",2012,887
"72722",3007000,"Powiat kaliski",2012,29
"72723",3008000,"Powiat kępiński",2012,51
"72724",3009000,"Powiat kolski",2012,473
"72725",3010000,"Powiat koniński",2012,805
"72726",3011000,"Powiat kościański",2012,495
"72727",3012000,"Powiat krotoszyński",2012,595
"72728",3013000,"Powiat leszczyński",2012,1287
"72729",3014000,"Powiat międzychodzki",2012,887
"72730",3015000,"Powiat nowotomyski",2012,1020
"72731",3016000,"Powiat obornicki",2012,108
"72732",3017000,"Powiat ostrowski",2012,421
"72733",3018000,"Powiat ostrzeszowski",2012,294
"72734",3019000,"Powiat pilski",2012,1054
"72735",3020000,"Powiat pleszewski",2012,311
"72736",3021000,"Powiat poznański",2012,1070
"72737",3022000,"Powiat rawicki",2012,88
"72738",3023000,"Powiat słupecki",2012,34
"72739",3024000,"Powiat szamotulski",2012,561
"72740",3025000,"Powiat średzki",2012,296
"72741",3026000,"Powiat śremski",2012,477
"72742",3027000,"Powiat turecki",2012,474
"72743",3028000,"Powiat wągrowiecki",2012,519
"72744",3029000,"Powiat wolsztyński",2012,1299
"72745",3030000,"Powiat wrzesiński",2012,1035
