"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"74307",212000,"Powiat lwówecki",2017,2894
"74308",213000,"Powiat milicki",2017,330
"74309",214000,"Powiat oleśnicki",2017,1032
"74310",215000,"Powiat oławski",2017,2309
"74311",216000,"Powiat polkowicki",2017,0
"74312",217000,"Powiat strzeliński",2017,348
"74313",218000,"Powiat średzki",2017,615
"74314",219000,"Powiat świdnicki",2017,2423
"74315",220000,"Powiat trzebnicki",2017,764
"74316",221000,"Powiat wałbrzyski",2017,4146
"74317",222000,"Powiat wołowski",2017,200
"74318",223000,"Powiat wrocławski",2017,886
"74319",224000,"Powiat ząbkowicki",2017,111
"74320",225000,"Powiat zgorzelecki",2017,4234
"74321",226000,"Powiat złotoryjski",2017,2930
"74322",261000,"Powiat m.Jelenia Góra",2017,10216
"74323",262000,"Powiat m.Legnica",2017,5050
"74324",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"74325",264000,"Powiat m.Wrocław",2017,11405
"74326",265000,"Powiat m.Wałbrzych od 2013",2017,2147
"74327",401000,"Powiat aleksandrowski",2017,3623
"74328",402000,"Powiat brodnicki",2017,731
"74329",403000,"Powiat bydgoski",2017,497
"74330",404000,"Powiat chełmiński",2017,1292
"74331",405000,"Powiat golubsko-dobrzyński",2017,141
"74332",406000,"Powiat grudziądzki",2017,79
"74333",407000,"Powiat inowrocławski",2017,458
"74334",408000,"Powiat lipnowski",2017,185
"74335",409000,"Powiat mogileński",2017,52
"74336",410000,"Powiat nakielski",2017,78
"74337",411000,"Powiat radziejowski",2017,47
"74338",412000,"Powiat rypiński",2017,51
"74339",413000,"Powiat sępoleński",2017,144
"74340",414000,"Powiat świecki",2017,485
"74341",415000,"Powiat toruński",2017,777
"74342",416000,"Powiat tucholski",2017,108
"74343",417000,"Powiat wąbrzeski",2017,37
"74344",418000,"Powiat włocławski",2017,154
"74345",419000,"Powiat żniński",2017,401
"74346",461000,"Powiat m.Bydgoszcz",2017,3356
"74347",462000,"Powiat m.Grudziądz",2017,703
"74348",463000,"Powiat m.Toruń",2017,4357
"74349",464000,"Powiat m.Włocławek",2017,853
"74350",601000,"Powiat bialski",2017,1307
"74351",602000,"Powiat biłgorajski",2017,118
"74352",603000,"Powiat chełmski",2017,354
"74353",604000,"Powiat hrubieszowski",2017,142
"74354",605000,"Powiat janowski",2017,172
"74355",606000,"Powiat krasnostawski",2017,198
"74356",607000,"Powiat kraśnicki",2017,85
"74357",608000,"Powiat lubartowski",2017,268
"74358",609000,"Powiat lubelski",2017,700
"74359",610000,"Powiat łęczyński",2017,274
"74360",611000,"Powiat łukowski",2017,47
"74361",612000,"Powiat opolski",2017,145
"74362",613000,"Powiat parczewski",2017,16
"74363",614000,"Powiat puławski",2017,983
"74364",615000,"Powiat radzyński",2017,44
"74365",616000,"Powiat rycki",2017,273
"74366",617000,"Powiat świdnicki",2017,929
"74367",618000,"Powiat tomaszowski",2017,618
"74368",619000,"Powiat włodawski",2017,327
"74369",620000,"Powiat zamojski",2017,148
"74370",661000,"Powiat m.Biała Podlaska",2017,1657
"74371",662000,"Powiat m.Chełm",2017,1296
"74372",663000,"Powiat m.Lublin",2017,3394
"74373",664000,"Powiat m.Zamość",2017,1781
"74374",801000,"Powiat gorzowski",2017,996
"74375",802000,"Powiat krośnieński",2017,953
"74376",803000,"Powiat międzyrzecki",2017,2008
"74377",804000,"Powiat nowosolski",2017,827
"74378",805000,"Powiat słubicki",2017,15660
"74379",806000,"Powiat strzelecko-drezdenecki",2017,2251
"74380",807000,"Powiat sulęciński",2017,11652
"74381",808000,"Powiat świebodziński",2017,14456
"74382",809000,"Powiat zielonogórski",2017,554
"74383",810000,"Powiat żagański",2017,1149
"74384",811000,"Powiat żarski",2017,850
"74385",812000,"Powiat wschowski",2017,808
"74386",861000,"Powiat m.Gorzów Wielkopolski",2017,3495
"74387",862000,"Powiat m.Zielona Góra",2017,1788
"74388",1001000,"Powiat bełchatowski",2017,630
"74389",1002000,"Powiat kutnowski",2017,794
"74390",1003000,"Powiat łaski",2017,256
"74391",1004000,"Powiat łęczycki",2017,0
"74392",1005000,"Powiat łowicki",2017,457
"74393",1006000,"Powiat łódzki wschodni",2017,1609
"74394",1007000,"Powiat opoczyński",2017,194
"74395",1008000,"Powiat pabianicki",2017,612
"74396",1009000,"Powiat pajęczański",2017,29
"74397",1010000,"Powiat piotrkowski",2017,1271
"74398",1011000,"Powiat poddębicki",2017,790
"74399",1012000,"Powiat radomszczański",2017,718
"74400",1013000,"Powiat rawski",2017,1376
"74401",1014000,"Powiat sieradzki",2017,441
"74402",1015000,"Powiat skierniewicki",2017,11
"74403",1016000,"Powiat tomaszowski",2017,1174
"74404",1017000,"Powiat wieluński",2017,664
"74405",1018000,"Powiat wieruszowski",2017,356
"74406",1019000,"Powiat zduńskowolski",2017,569
"74407",1020000,"Powiat zgierski",2017,990
"74408",1021000,"Powiat brzeziński",2017,215
"74409",1061000,"Powiat m.Łódź",2017,3428
"74410",1062000,"Powiat m.Piotrków Trybunalski",2017,1303
"74411",1063000,"Powiat m.Skierniewice",2017,0
"74412",1201000,"Powiat bocheński",2017,547
"74413",1202000,"Powiat brzeski",2017,362
"74414",1203000,"Powiat chrzanowski",2017,47
"74415",1204000,"Powiat dąbrowski",2017,46
"74416",1205000,"Powiat gorlicki",2017,902
"74417",1206000,"Powiat krakowski",2017,2773
"74418",1207000,"Powiat limanowski",2017,436
"74419",1208000,"Powiat miechowski",2017,3327
"74420",1209000,"Powiat myślenicki",2017,664
"74421",1210000,"Powiat nowosądecki",2017,2555
"74422",1211000,"Powiat nowotarski",2017,1478
"74423",1212000,"Powiat olkuski",2017,440
"74424",1213000,"Powiat oświęcimski",2017,3768
"74425",1214000,"Powiat proszowicki",2017,132
"74426",1215000,"Powiat suski",2017,420
"74427",1216000,"Powiat tarnowski",2017,1077
"74428",1217000,"Powiat tatrzański",2017,34671
"74429",1218000,"Powiat wadowicki",2017,645
"74430",1219000,"Powiat wielicki",2017,3571
"74431",1261000,"Powiat m.Kraków",2017,38330
"74432",1262000,"Powiat m.Nowy Sącz",2017,1355
"74433",1263000,"Powiat m.Tarnów",2017,1348
"74434",1401000,"Powiat białobrzeski",2017,201
"74435",1402000,"Powiat ciechanowski",2017,1553
"74436",1403000,"Powiat garwoliński",2017,279
"74437",1404000,"Powiat gostyniński",2017,0
"74438",1405000,"Powiat grodziski",2017,2573
"74439",1406000,"Powiat grójecki",2017,1069
"74440",1407000,"Powiat kozienicki",2017,287
"74441",1408000,"Powiat legionowski",2017,3046
"74442",1409000,"Powiat lipski",2017,0
"74443",1410000,"Powiat łosicki",2017,480
"74444",1411000,"Powiat makowski",2017,20
"74445",1412000,"Powiat miński",2017,414
"74446",1413000,"Powiat mławski",2017,2030
"74447",1414000,"Powiat nowodworski",2017,1270
"74448",1415000,"Powiat ostrołęcki",2017,73
"74449",1416000,"Powiat ostrowski",2017,250
"74450",1417000,"Powiat otwocki",2017,1543
"74451",1418000,"Powiat piaseczyński",2017,1857
"74452",1419000,"Powiat płocki",2017,32
"74453",1420000,"Powiat płoński",2017,341
"74454",1421000,"Powiat pruszkowski",2017,2370
"74455",1422000,"Powiat przasnyski",2017,99
"74456",1423000,"Powiat przysuski",2017,239
"74457",1424000,"Powiat pułtuski",2017,0
"74458",1425000,"Powiat radomski",2017,88
"74459",1426000,"Powiat siedlecki",2017,370
"74460",1427000,"Powiat sierpecki",2017,0
"74461",1428000,"Powiat sochaczewski",2017,1907
"74462",1429000,"Powiat sokołowski",2017,25
"74463",1430000,"Powiat szydłowiecki",2017,3423
"74464",1432000,"Powiat warszawski zachodni",2017,3815
"74465",1433000,"Powiat węgrowski",2017,9
"74466",1434000,"Powiat wołomiński",2017,458
"74467",1435000,"Powiat wyszkowski",2017,1184
"74468",1436000,"Powiat zwoleński",2017,0
"74469",1437000,"Powiat żuromiński",2017,0
"74470",1438000,"Powiat żyrardowski",2017,1768
"74471",1461000,"Powiat m.Ostrołęka",2017,503
"74472",1462000,"Powiat m.Płock",2017,841
"74473",1463000,"Powiat m.Radom",2017,2327
"74474",1464000,"Powiat m.Siedlce",2017,3282
"74475",1465000,"Powiat m. st. Warszawa",2017,14522
"74476",1601000,"Powiat brzeski",2017,498
"74477",1602000,"Powiat głubczycki",2017,235
"74478",1603000,"Powiat kędzierzyńsko-kozielski",2017,1017
"74479",1604000,"Powiat kluczborski",2017,1201
"74480",1605000,"Powiat krapkowicki",2017,664
"74481",1606000,"Powiat namysłowski",2017,718
"74482",1607000,"Powiat nyski",2017,690
"74483",1608000,"Powiat oleski",2017,831
"74484",1609000,"Powiat opolski",2017,541
"74485",1610000,"Powiat prudnicki",2017,563
"74486",1611000,"Powiat strzelecki",2017,213
"74487",1661000,"Powiat m.Opole",2017,3911
"74488",1801000,"Powiat bieszczadzki",2017,2464
"74489",1802000,"Powiat brzozowski",2017,54
"74490",1803000,"Powiat dębicki",2017,1292
"74491",1804000,"Powiat jarosławski",2017,814
"74492",1805000,"Powiat jasielski",2017,220
"74493",1806000,"Powiat kolbuszowski",2017,0
"74494",1807000,"Powiat krośnieński",2017,179
"74495",1808000,"Powiat leżajski",2017,295
"74496",1809000,"Powiat lubaczowski",2017,684
"74497",1810000,"Powiat łańcucki",2017,702
"74498",1811000,"Powiat mielecki",2017,1379
"74499",1812000,"Powiat niżański",2017,241
"74500",1813000,"Powiat przemyski",2017,856
"74501",1814000,"Powiat przeworski",2017,315
"74502",1815000,"Powiat ropczycko-sędziszowski",2017,942
"74503",1816000,"Powiat rzeszowski",2017,1259
"74504",1817000,"Powiat sanocki",2017,570
"74505",1818000,"Powiat stalowowolski",2017,1712
"74506",1819000,"Powiat strzyżowski",2017,39
"74507",1820000,"Powiat tarnobrzeski",2017,233
"74508",1821000,"Powiat leski",2017,11170
"74509",1861000,"Powiat m.Krosno",2017,1745
"74510",1862000,"Powiat m.Przemyśl",2017,2595
"74511",1863000,"Powiat m.Rzeszów",2017,6105
"74512",1864000,"Powiat m.Tarnobrzeg",2017,493
"74513",2001000,"Powiat augustowski",2017,3901
"74514",2002000,"Powiat białostocki",2017,874
"74515",2003000,"Powiat bielski",2017,850
"74516",2004000,"Powiat grajewski",2017,237
"74517",2005000,"Powiat hajnowski",2017,3537
"74518",2006000,"Powiat kolneński",2017,11
"74519",2007000,"Powiat łomżyński",2017,1215
"74520",2008000,"Powiat moniecki",2017,77
"74521",2009000,"Powiat sejneński",2017,206
"74522",2010000,"Powiat siemiatycki",2017,437
"74523",2011000,"Powiat sokólski",2017,285
"74524",2012000,"Powiat suwalski",2017,1111
"74525",2013000,"Powiat wysokomazowiecki",2017,294
"74526",2014000,"Powiat zambrowski",2017,13
"74527",2061000,"Powiat m.Białystok",2017,3698
"74528",2062000,"Powiat m.Łomża",2017,1498
"74529",2063000,"Powiat m.Suwałki",2017,3950
"74530",2201000,"Powiat bytowski",2017,1527
"74531",2202000,"Powiat chojnicki",2017,492
"74532",2203000,"Powiat człuchowski",2017,660
"74533",2204000,"Powiat gdański",2017,1704
"74534",2205000,"Powiat kartuski",2017,560
"74535",2206000,"Powiat kościerski",2017,375
"74536",2207000,"Powiat kwidzyński",2017,736
"74537",2208000,"Powiat lęborski",2017,4559
"74538",2209000,"Powiat malborski",2017,2653
"74539",2210000,"Powiat nowodworski",2017,3896
"74540",2211000,"Powiat pucki",2017,3485
"74541",2212000,"Powiat słupski",2017,4953
"74542",2213000,"Powiat starogardzki",2017,573
"74543",2214000,"Powiat tczewski",2017,644
"74544",2215000,"Powiat wejherowski",2017,1407
"74545",2216000,"Powiat sztumski",2017,12
"74546",2261000,"Powiat m.Gdańsk",2017,20249
"74547",2262000,"Powiat m.Gdynia",2017,2076
"74548",2263000,"Powiat m.Słupsk",2017,6423
"74549",2264000,"Powiat m.Sopot",2017,43735
"74550",2401000,"Powiat będziński",2017,2216
"74551",2402000,"Powiat bielski",2017,1430
"74552",2403000,"Powiat cieszyński",2017,4402
"74553",2404000,"Powiat częstochowski",2017,121
"74554",2405000,"Powiat gliwicki",2017,527
"74555",2406000,"Powiat kłobucki",2017,41
"74556",2407000,"Powiat lubliniecki",2017,821
"74557",2408000,"Powiat mikołowski",2017,468
"74558",2409000,"Powiat myszkowski",2017,780
"74559",2410000,"Powiat pszczyński",2017,820
"74560",2411000,"Powiat raciborski",2017,945
"74561",2412000,"Powiat rybnicki",2017,0
"74562",2413000,"Powiat tarnogórski",2017,2061
"74563",2414000,"Powiat bieruńsko-lędziński",2017,539
"74564",2415000,"Powiat wodzisławski",2017,411
"74565",2416000,"Powiat zawierciański",2017,405
"74566",2417000,"Powiat żywiecki",2017,564
"74567",2461000,"Powiat m.Bielsko-Biała",2017,3642
"74568",2462000,"Powiat m.Bytom",2017,342
"74569",2463000,"Powiat m.Chorzów",2017,2152
"74570",2464000,"Powiat m.Częstochowa",2017,3515
"74571",2465000,"Powiat m.Dąbrowa Górnicza",2017,650
"74572",2466000,"Powiat m.Gliwice",2017,3602
"74573",2467000,"Powiat m.Jastrzębie-Zdrój",2017,0
"74574",2468000,"Powiat m.Jaworzno",2017,732
"74575",2469000,"Powiat m.Katowice",2017,6139
"74576",2470000,"Powiat m.Mysłowice",2017,0
"74577",2471000,"Powiat m.Piekary Śląskie",2017,1861
"74578",2472000,"Powiat m.Ruda Śląska",2017,3443
"74579",2473000,"Powiat m.Rybnik",2017,666
"74580",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"74581",2475000,"Powiat m.Sosnowiec",2017,643
"74582",2476000,"Powiat m.Świętochłowice",2017,0
"74583",2477000,"Powiat m.Tychy",2017,2840
"74584",2478000,"Powiat m.Zabrze",2017,1858
"74585",2479000,"Powiat m.Żory",2017,1125
"74586",2601000,"Powiat buski",2017,1670
"74587",2602000,"Powiat jędrzejowski",2017,85
"74588",2603000,"Powiat kazimierski",2017,96
"74589",2604000,"Powiat kielecki",2017,517
"74590",2605000,"Powiat konecki",2017,90
"74591",2606000,"Powiat opatowski",2017,159
"74592",2607000,"Powiat ostrowiecki",2017,254
"74593",2608000,"Powiat pińczowski",2017,40
"74594",2609000,"Powiat sandomierski",2017,1121
"74595",2610000,"Powiat skarżyski",2017,391
"74596",2611000,"Powiat starachowicki",2017,379
"74597",2612000,"Powiat staszowski",2017,138
"74598",2613000,"Powiat włoszczowski",2017,214
"74599",2661000,"Powiat m.Kielce",2017,1829
"74600",2801000,"Powiat bartoszycki",2017,855
"74601",2802000,"Powiat braniewski",2017,1789
"74602",2803000,"Powiat działdowski",2017,240
"74603",2804000,"Powiat elbląski",2017,864
"74604",2805000,"Powiat ełcki",2017,809
"74605",2806000,"Powiat giżycki",2017,9695
"74606",2807000,"Powiat iławski",2017,845
"74607",2808000,"Powiat kętrzyński",2017,971
"74608",2809000,"Powiat lidzbarski",2017,3417
"74609",2810000,"Powiat mrągowski",2017,28532
"74610",2811000,"Powiat nidzicki",2017,41
"74611",2812000,"Powiat nowomiejski",2017,0
"74612",2813000,"Powiat olecki",2017,522
"74613",2814000,"Powiat olsztyński",2017,727
"74614",2815000,"Powiat ostródzki",2017,2642
"74615",2816000,"Powiat piski",2017,1089
"74616",2817000,"Powiat szczycieński",2017,837
"74617",2818000,"Powiat gołdapski",2017,1690
"74618",2819000,"Powiat węgorzewski",2017,2933
"74619",2861000,"Powiat m.Elbląg",2017,2963
"74620",2862000,"Powiat m.Olsztyn",2017,2767
"74621",3001000,"Powiat chodzieski",2017,1010
"74622",3002000,"Powiat czarnkowsko-trzcianecki",2017,1861
"74623",3003000,"Powiat gnieźnieński",2017,645
"74624",3004000,"Powiat gostyński",2017,1333
"74625",3005000,"Powiat grodziski",2017,520
"74626",3006000,"Powiat jarociński",2017,1209
"74627",3007000,"Powiat kaliski",2017,188
"74628",3008000,"Powiat kępiński",2017,743
"74629",3009000,"Powiat kolski",2017,152
"74630",3010000,"Powiat koniński",2017,599
"74631",3011000,"Powiat kościański",2017,360
"74632",3012000,"Powiat krotoszyński",2017,851
"74633",3013000,"Powiat leszczyński",2017,2369
"74634",3014000,"Powiat międzychodzki",2017,1786
"74635",3015000,"Powiat nowotomyski",2017,2257
"74636",3016000,"Powiat obornicki",2017,691
"74637",3017000,"Powiat ostrowski",2017,534
"74638",3018000,"Powiat ostrzeszowski",2017,786
"74639",3019000,"Powiat pilski",2017,1254
"74640",3020000,"Powiat pleszewski",2017,681
"74641",3021000,"Powiat poznański",2017,1028
"74642",3022000,"Powiat rawicki",2017,622
"74643",3023000,"Powiat słupecki",2017,137
"74644",3024000,"Powiat szamotulski",2017,658
"74645",3025000,"Powiat średzki",2017,556
"74646",3026000,"Powiat śremski",2017,491
"74647",3027000,"Powiat turecki",2017,83
"74648",3028000,"Powiat wągrowiecki",2017,165
"74649",3029000,"Powiat wolsztyński",2017,1616
"74650",3030000,"Powiat wrzesiński",2017,1919
"74651",3031000,"Powiat złotowski",2017,227
"74652",3061000,"Powiat m.Kalisz",2017,854
"74653",3062000,"Powiat m.Konin",2017,280
"74654",3063000,"Powiat m.Leszno",2017,827
"74655",3064000,"Powiat m.Poznań",2017,7198
"74656",3201000,"Powiat białogardzki",2017,170
"74657",3202000,"Powiat choszczeński",2017,43
"74658",3203000,"Powiat drawski",2017,1997
"74659",3204000,"Powiat goleniowski",2017,503
"74660",3205000,"Powiat gryficki",2017,26937
"74661",3206000,"Powiat gryfiński",2017,1278
"74662",3207000,"Powiat kamieński",2017,85528
"74663",3208000,"Powiat kołobrzeski",2017,161203
"74664",3209000,"Powiat koszaliński",2017,15141
"74665",3210000,"Powiat myśliborski",2017,1764
"74666",3211000,"Powiat policki",2017,1972
"74667",3212000,"Powiat pyrzycki",2017,192
"74668",3213000,"Powiat sławieński",2017,14268
"74669",3214000,"Powiat stargardzki",2017,978
"74670",3215000,"Powiat szczecinecki",2017,1158
"74671",3216000,"Powiat świdwiński",2017,1059
"74672",3217000,"Powiat wałecki",2017,2189
"74673",3218000,"Powiat łobeski",2017,1032
"74674",3261000,"Powiat m.Koszalin",2017,979
"74675",3262000,"Powiat m.Szczecin",2017,8473
"74676",3263000,"Powiat m.Świnoujście",2017,238821
"74677",201000,"Powiat bolesławiecki",2018,3598
"74678",202000,"Powiat dzierżoniowski",2018,1143
"74679",203000,"Powiat głogowski",2018,776
"74680",204000,"Powiat górowski",2018,0
"74681",205000,"Powiat jaworski",2018,3581
"74682",206000,"Powiat jeleniogórski",2018,17999
"74683",207000,"Powiat kamiennogórski",2018,240
"74684",208000,"Powiat kłodzki",2018,3728
"74685",209000,"Powiat legnicki",2018,1717
"74686",210000,"Powiat lubański",2018,27150
"74687",211000,"Powiat lubiński",2018,922
"74688",212000,"Powiat lwówecki",2018,2936
"74689",213000,"Powiat milicki",2018,423
"74690",214000,"Powiat oleśnicki",2018,976
"74691",215000,"Powiat oławski",2018,2079
"74692",216000,"Powiat polkowicki",2018,0
"74693",217000,"Powiat strzeliński",2018,241
"74694",218000,"Powiat średzki",2018,76
"74695",219000,"Powiat świdnicki",2018,2371
"74696",220000,"Powiat trzebnicki",2018,1199
"74697",221000,"Powiat wałbrzyski",2018,2490
"74698",222000,"Powiat wołowski",2018,702
"74699",223000,"Powiat wrocławski",2018,1416
"74700",224000,"Powiat ząbkowicki",2018,216
"74701",225000,"Powiat zgorzelecki",2018,4475
"74702",226000,"Powiat złotoryjski",2018,4353
"74703",261000,"Powiat m.Jelenia Góra",2018,9872
"74704",262000,"Powiat m.Legnica",2018,6626
"74705",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"74706",264000,"Powiat m.Wrocław",2018,10980
"74707",265000,"Powiat m.Wałbrzych od 2013",2018,2115
"74708",401000,"Powiat aleksandrowski",2018,3433
"74709",402000,"Powiat brodnicki",2018,559
"74710",403000,"Powiat bydgoski",2018,541
"74711",404000,"Powiat chełmiński",2018,1294
"74712",405000,"Powiat golubsko-dobrzyński",2018,106
"74713",406000,"Powiat grudziądzki",2018,49
"74714",407000,"Powiat inowrocławski",2018,497
"74715",408000,"Powiat lipnowski",2018,263
"74716",409000,"Powiat mogileński",2018,81
"74717",410000,"Powiat nakielski",2018,106
"74718",411000,"Powiat radziejowski",2018,0
"74719",412000,"Powiat rypiński",2018,0
"74720",413000,"Powiat sępoleński",2018,673
"74721",414000,"Powiat świecki",2018,557
"74722",415000,"Powiat toruński",2018,592
"74723",416000,"Powiat tucholski",2018,74
"74724",417000,"Powiat wąbrzeski",2018,0
"74725",418000,"Powiat włocławski",2018,171
"74726",419000,"Powiat żniński",2018,315
"74727",461000,"Powiat m.Bydgoszcz",2018,3271
"74728",462000,"Powiat m.Grudziądz",2018,870
"74729",463000,"Powiat m.Toruń",2018,3876
"74730",464000,"Powiat m.Włocławek",2018,976
"74731",601000,"Powiat bialski",2018,1160
"74732",602000,"Powiat biłgorajski",2018,64
