"","Kod","Nazwa","rok","Kluby_sportowe_lacznie_z_klubami_wyznaniowymi_i_UKS_cwiczacy_ogolem_osoba"
"11555",1209000,"Powiat myślenicki",2008,4086
"11556",1210000,"Powiat nowosądecki",2008,7973
"11557",1211000,"Powiat nowotarski",2008,6079
"11558",1212000,"Powiat olkuski",2008,1881
"11559",1213000,"Powiat oświęcimski",2008,4172
"11560",1214000,"Powiat proszowicki",2008,348
"11561",1215000,"Powiat suski",2008,1968
"11562",1216000,"Powiat tarnowski",2008,6585
"11563",1217000,"Powiat tatrzański",2008,2129
"11564",1218000,"Powiat wadowicki",2008,4607
"11565",1219000,"Powiat wielicki",2008,3615
"11566",1261000,"Powiat m.Kraków",2008,23272
"11567",1262000,"Powiat m.Nowy Sącz",2008,4202
"11568",1263000,"Powiat m.Tarnów",2008,4313
"11569",1401000,"Powiat białobrzeski",2008,790
"11570",1402000,"Powiat ciechanowski",2008,2740
"11571",1403000,"Powiat garwoliński",2008,4344
"11572",1404000,"Powiat gostyniński",2008,699
"11573",1405000,"Powiat grodziski",2008,1228
"11574",1406000,"Powiat grójecki",2008,1691
"11575",1407000,"Powiat kozienicki",2008,1447
"11576",1408000,"Powiat legionowski",2008,1667
"11577",1409000,"Powiat lipski",2008,873
"11578",1410000,"Powiat łosicki",2008,946
"11579",1411000,"Powiat makowski",2008,1340
"11580",1412000,"Powiat miński",2008,3017
"11581",1413000,"Powiat mławski",2008,1441
"11582",1414000,"Powiat nowodworski",2008,1393
"11583",1415000,"Powiat ostrołęcki",2008,2342
"11584",1416000,"Powiat ostrowski",2008,2196
"11585",1417000,"Powiat otwocki",2008,1868
"11586",1418000,"Powiat piaseczyński",2008,3235
"11587",1419000,"Powiat płocki",2008,1977
"11588",1420000,"Powiat płoński",2008,2125
"11589",1421000,"Powiat pruszkowski",2008,2415
"11590",1422000,"Powiat przasnyski",2008,1048
"11591",1423000,"Powiat przysuski",2008,777
"11592",1424000,"Powiat pułtuski",2008,1348
"11593",1425000,"Powiat radomski",2008,3487
"11594",1426000,"Powiat siedlecki",2008,2374
"11595",1427000,"Powiat sierpecki",2008,991
"11596",1428000,"Powiat sochaczewski",2008,1540
"11597",1429000,"Powiat sokołowski",2008,1721
"11598",1430000,"Powiat szydłowiecki",2008,861
"11599",1432000,"Powiat warszawski zachodni",2008,2328
"11600",1433000,"Powiat węgrowski",2008,2156
"11601",1434000,"Powiat wołomiński",2008,2692
"11602",1435000,"Powiat wyszkowski",2008,1777
"11603",1436000,"Powiat zwoleński",2008,690
"11604",1437000,"Powiat żuromiński",2008,866
"11605",1438000,"Powiat żyrardowski",2008,1280
"11606",1461000,"Powiat m.Ostrołęka",2008,1616
"11607",1462000,"Powiat m.Płock",2008,3897
"11608",1463000,"Powiat m.Radom",2008,4657
"11609",1464000,"Powiat m.Siedlce",2008,2387
"11610",1465000,"Powiat m. st. Warszawa",2008,26869
"11611",1601000,"Powiat brzeski",2008,1174
"11612",1602000,"Powiat głubczycki",2008,1455
"11613",1603000,"Powiat kędzierzyńsko-kozielski",2008,1628
"11614",1604000,"Powiat kluczborski",2008,813
"11615",1605000,"Powiat krapkowicki",2008,1013
"11616",1606000,"Powiat namysłowski",2008,826
"11617",1607000,"Powiat nyski",2008,2717
"11618",1608000,"Powiat oleski",2008,1468
"11619",1609000,"Powiat opolski",2008,2140
"11620",1610000,"Powiat prudnicki",2008,788
"11621",1611000,"Powiat strzelecki",2008,1587
"11622",1661000,"Powiat m.Opole",2008,1533
"11623",1801000,"Powiat bieszczadzki",2008,928
"11624",1802000,"Powiat brzozowski",2008,2836
"11625",1803000,"Powiat dębicki",2008,5783
"11626",1804000,"Powiat jarosławski",2008,4324
"11627",1805000,"Powiat jasielski",2008,3748
"11628",1806000,"Powiat kolbuszowski",2008,1932
"11629",1807000,"Powiat krośnieński",2008,4172
"11630",1808000,"Powiat leżajski",2008,2729
"11631",1809000,"Powiat lubaczowski",2008,1878
"11632",1810000,"Powiat łańcucki",2008,1940
"11633",1811000,"Powiat mielecki",2008,6062
"11634",1812000,"Powiat niżański",2008,2075
"11635",1813000,"Powiat przemyski",2008,2458
"11636",1814000,"Powiat przeworski",2008,2402
"11637",1815000,"Powiat ropczycko-sędziszowski",2008,1816
"11638",1816000,"Powiat rzeszowski",2008,5938
"11639",1817000,"Powiat sanocki",2008,3724
"11640",1818000,"Powiat stalowowolski",2008,3530
"11641",1819000,"Powiat strzyżowski",2008,1370
"11642",1820000,"Powiat tarnobrzeski",2008,1812
"11643",1821000,"Powiat leski",2008,662
"11644",1861000,"Powiat m.Krosno",2008,1778
"11645",1862000,"Powiat m.Przemyśl",2008,3674
"11646",1863000,"Powiat m.Rzeszów",2008,6075
"11647",1864000,"Powiat m.Tarnobrzeg",2008,1636
"11648",2001000,"Powiat augustowski",2008,821
"11649",2002000,"Powiat białostocki",2008,2861
"11650",2003000,"Powiat bielski",2008,1283
"11651",2004000,"Powiat grajewski",2008,1680
"11652",2005000,"Powiat hajnowski",2008,917
"11653",2006000,"Powiat kolneński",2008,615
"11654",2007000,"Powiat łomżyński",2008,905
"11655",2008000,"Powiat moniecki",2008,861
"11656",2009000,"Powiat sejneński",2008,634
"11657",2010000,"Powiat siemiatycki",2008,1238
"11658",2011000,"Powiat sokólski",2008,1867
"11659",2012000,"Powiat suwalski",2008,493
"11660",2013000,"Powiat wysokomazowiecki",2008,1539
"11661",2014000,"Powiat zambrowski",2008,1133
"11662",2061000,"Powiat m.Białystok",2008,9126
"11663",2062000,"Powiat m.Łomża",2008,1572
"11664",2063000,"Powiat m.Suwałki",2008,1590
"11665",2201000,"Powiat bytowski",2008,2519
"11666",2202000,"Powiat chojnicki",2008,2986
"11667",2203000,"Powiat człuchowski",2008,1724
"11668",2204000,"Powiat gdański",2008,3198
"11669",2205000,"Powiat kartuski",2008,3392
"11670",2206000,"Powiat kościerski",2008,846
"11671",2207000,"Powiat kwidzyński",2008,1637
"11672",2208000,"Powiat lęborski",2008,1207
"11673",2209000,"Powiat malborski",2008,1695
"11674",2210000,"Powiat nowodworski",2008,442
"11675",2211000,"Powiat pucki",2008,1632
"11676",2212000,"Powiat słupski",2008,2868
"11677",2213000,"Powiat starogardzki",2008,2270
"11678",2214000,"Powiat tczewski",2008,1907
"11679",2215000,"Powiat wejherowski",2008,2526
"11680",2216000,"Powiat sztumski",2008,1615
"11681",2261000,"Powiat m.Gdańsk",2008,7413
"11682",2262000,"Powiat m.Gdynia",2008,5071
"11683",2263000,"Powiat m.Słupsk",2008,2151
"11684",2264000,"Powiat m.Sopot",2008,2309
"11685",2401000,"Powiat będziński",2008,2179
"11686",2402000,"Powiat bielski",2008,3431
"11687",2403000,"Powiat cieszyński",2008,3994
"11688",2404000,"Powiat częstochowski",2008,3441
"11689",2405000,"Powiat gliwicki",2008,2236
"11690",2406000,"Powiat kłobucki",2008,2210
"11691",2407000,"Powiat lubliniecki",2008,2582
"11692",2408000,"Powiat mikołowski",2008,1629
"11693",2409000,"Powiat myszkowski",2008,1262
"11694",2410000,"Powiat pszczyński",2008,2762
"11695",2411000,"Powiat raciborski",2008,3689
"11696",2412000,"Powiat rybnicki",2008,1607
"11697",2413000,"Powiat tarnogórski",2008,2928
"11698",2414000,"Powiat bieruńsko-lędziński",2008,706
"11699",2415000,"Powiat wodzisławski",2008,3252
"11700",2416000,"Powiat zawierciański",2008,1732
"11701",2417000,"Powiat żywiecki",2008,3191
"11702",2461000,"Powiat m.Bielsko-Biała",2008,3484
"11703",2462000,"Powiat m.Bytom",2008,1850
"11704",2463000,"Powiat m.Chorzów",2008,2545
"11705",2464000,"Powiat m.Częstochowa",2008,7219
"11706",2465000,"Powiat m.Dąbrowa Górnicza",2008,1493
"11707",2466000,"Powiat m.Gliwice",2008,4198
"11708",2467000,"Powiat m.Jastrzębie-Zdrój",2008,1654
"11709",2468000,"Powiat m.Jaworzno",2008,1340
"11710",2469000,"Powiat m.Katowice",2008,8765
"11711",2470000,"Powiat m.Mysłowice",2008,762
"11712",2471000,"Powiat m.Piekary Śląskie",2008,711
"11713",2472000,"Powiat m.Ruda Śląska",2008,2765
"11714",2473000,"Powiat m.Rybnik",2008,3094
"11715",2474000,"Powiat m.Siemianowice Śląskie",2008,1321
"11716",2475000,"Powiat m.Sosnowiec",2008,4515
"11717",2476000,"Powiat m.Świętochłowice",2008,682
"11718",2477000,"Powiat m.Tychy",2008,857
"11719",2478000,"Powiat m.Zabrze",2008,4206
"11720",2479000,"Powiat m.Żory",2008,814
"11721",2601000,"Powiat buski",2008,859
"11722",2602000,"Powiat jędrzejowski",2008,1311
"11723",2603000,"Powiat kazimierski",2008,334
"11724",2604000,"Powiat kielecki",2008,3722
"11725",2605000,"Powiat konecki",2008,2015
"11726",2606000,"Powiat opatowski",2008,1014
"11727",2607000,"Powiat ostrowiecki",2008,1401
"11728",2608000,"Powiat pińczowski",2008,855
"11729",2609000,"Powiat sandomierski",2008,1516
"11730",2610000,"Powiat skarżyski",2008,1495
"11731",2611000,"Powiat starachowicki",2008,1676
"11732",2612000,"Powiat staszowski",2008,1514
"11733",2613000,"Powiat włoszczowski",2008,2199
"11734",2661000,"Powiat m.Kielce",2008,3675
"11735",2801000,"Powiat bartoszycki",2008,1425
"11736",2802000,"Powiat braniewski",2008,1093
"11737",2803000,"Powiat działdowski",2008,1437
"11738",2804000,"Powiat elbląski",2008,1127
"11739",2805000,"Powiat ełcki",2008,1978
"11740",2806000,"Powiat giżycki",2008,1265
"11741",2807000,"Powiat iławski",2008,3147
"11742",2808000,"Powiat kętrzyński",2008,1330
"11743",2809000,"Powiat lidzbarski",2008,725
"11744",2810000,"Powiat mrągowski",2008,1037
"11745",2811000,"Powiat nidzicki",2008,908
"11746",2812000,"Powiat nowomiejski",2008,1404
"11747",2813000,"Powiat olecki",2008,956
"11748",2814000,"Powiat olsztyński",2008,1915
"11749",2815000,"Powiat ostródzki",2008,2829
"11750",2816000,"Powiat piski",2008,1345
"11751",2817000,"Powiat szczycieński",2008,1609
"11752",2818000,"Powiat gołdapski",2008,986
"11753",2819000,"Powiat węgorzewski",2008,796
"11754",2861000,"Powiat m.Elbląg",2008,3907
"11755",2862000,"Powiat m.Olsztyn",2008,3715
"11756",3001000,"Powiat chodzieski",2008,871
"11757",3002000,"Powiat czarnkowsko-trzcianecki",2008,1714
"11758",3003000,"Powiat gnieźnieński",2008,3416
"11759",3004000,"Powiat gostyński",2008,1787
"11760",3005000,"Powiat grodziski",2008,85
"11761",3006000,"Powiat jarociński",2008,1616
"11762",3007000,"Powiat kaliski",2008,919
"11763",3008000,"Powiat kępiński",2008,1064
"11764",3009000,"Powiat kolski",2008,1848
"11765",3010000,"Powiat koniński",2008,2925
"11766",3011000,"Powiat kościański",2008,2160
"11767",3012000,"Powiat krotoszyński",2008,2209
"11768",3013000,"Powiat leszczyński",2008,1088
"11769",3014000,"Powiat międzychodzki",2008,730
"11770",3015000,"Powiat nowotomyski",2008,1886
"11771",3016000,"Powiat obornicki",2008,810
"11772",3017000,"Powiat ostrowski",2008,4515
"11773",3018000,"Powiat ostrzeszowski",2008,2057
"11774",3019000,"Powiat pilski",2008,3857
"11775",3020000,"Powiat pleszewski",2008,1420
"11776",3021000,"Powiat poznański",2008,6117
"11777",3022000,"Powiat rawicki",2008,1487
"11778",3023000,"Powiat słupecki",2008,1467
"11779",3024000,"Powiat szamotulski",2008,1799
"11780",3025000,"Powiat średzki",2008,1331
"11781",3026000,"Powiat śremski",2008,548
"11782",3027000,"Powiat turecki",2008,1677
"11783",3028000,"Powiat wągrowiecki",2008,2235
"11784",3029000,"Powiat wolsztyński",2008,2358
"11785",3030000,"Powiat wrzesiński",2008,2131
"11786",3031000,"Powiat złotowski",2008,1514
"11787",3061000,"Powiat m.Kalisz",2008,2495
"11788",3062000,"Powiat m.Konin",2008,2088
"11789",3063000,"Powiat m.Leszno",2008,2222
"11790",3064000,"Powiat m.Poznań",2008,9651
"11791",3201000,"Powiat białogardzki",2008,797
"11792",3202000,"Powiat choszczeński",2008,1861
"11793",3203000,"Powiat drawski",2008,1442
"11794",3204000,"Powiat goleniowski",2008,1921
"11795",3205000,"Powiat gryficki",2008,702
"11796",3206000,"Powiat gryfiński",2008,2187
"11797",3207000,"Powiat kamieński",2008,1767
"11798",3208000,"Powiat kołobrzeski",2008,2357
"11799",3209000,"Powiat koszaliński",2008,1424
"11800",3210000,"Powiat myśliborski",2008,1290
"11801",3211000,"Powiat policki",2008,835
"11802",3212000,"Powiat pyrzycki",2008,1040
"11803",3213000,"Powiat sławieński",2008,1735
"11804",3214000,"Powiat stargardzki",2008,3018
"11805",3215000,"Powiat szczecinecki",2008,2458
"11806",3216000,"Powiat świdwiński",2008,1042
"11807",3217000,"Powiat wałecki",2008,2258
"11808",3218000,"Powiat łobeski",2008,1336
"11809",3261000,"Powiat m.Koszalin",2008,2546
"11810",3262000,"Powiat m.Szczecin",2008,10531
"11811",3263000,"Powiat m.Świnoujście",2008,521
"11812",201000,"Powiat bolesławiecki",2010,2113
"11813",202000,"Powiat dzierżoniowski",2010,2511
"11814",203000,"Powiat głogowski",2010,2098
"11815",204000,"Powiat górowski",2010,315
"11816",205000,"Powiat jaworski",2010,1316
"11817",206000,"Powiat jeleniogórski",2010,1135
"11818",207000,"Powiat kamiennogórski",2010,1082
"11819",208000,"Powiat kłodzki",2010,3613
"11820",209000,"Powiat legnicki",2010,1026
"11821",210000,"Powiat lubański",2010,1261
"11822",211000,"Powiat lubiński",2010,1728
"11823",212000,"Powiat lwówecki",2010,870
"11824",213000,"Powiat milicki",2010,796
"11825",214000,"Powiat oleśnicki",2010,1672
"11826",215000,"Powiat oławski",2010,916
"11827",216000,"Powiat polkowicki",2010,1442
"11828",217000,"Powiat strzeliński",2010,1090
"11829",218000,"Powiat średzki",2010,834
"11830",219000,"Powiat świdnicki",2010,4007
"11831",220000,"Powiat trzebnicki",2010,1754
"11832",221000,"Powiat wałbrzyski",2010,2606
"11833",222000,"Powiat wołowski",2010,1394
"11834",223000,"Powiat wrocławski",2010,2355
"11835",224000,"Powiat ząbkowicki",2010,1370
"11836",225000,"Powiat zgorzelecki",2010,2469
"11837",226000,"Powiat złotoryjski",2010,1504
"11838",261000,"Powiat m.Jelenia Góra",2010,2323
"11839",262000,"Powiat m.Legnica",2010,2005
"11840",263000,"Powiat m.Wałbrzych do 2002",2010,NA
"11841",264000,"Powiat m.Wrocław",2010,14254
"11842",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"11843",401000,"Powiat aleksandrowski",2010,1339
"11844",402000,"Powiat brodnicki",2010,1821
"11845",403000,"Powiat bydgoski",2010,2250
"11846",404000,"Powiat chełmiński",2010,1431
"11847",405000,"Powiat golubsko-dobrzyński",2010,729
"11848",406000,"Powiat grudziądzki",2010,487
"11849",407000,"Powiat inowrocławski",2010,3398
"11850",408000,"Powiat lipnowski",2010,1057
"11851",409000,"Powiat mogileński",2010,565
"11852",410000,"Powiat nakielski",2010,1228
"11853",411000,"Powiat radziejowski",2010,910
"11854",412000,"Powiat rypiński",2010,376
"11855",413000,"Powiat sępoleński",2010,1064
"11856",414000,"Powiat świecki",2010,1584
"11857",415000,"Powiat toruński",2010,1411
"11858",416000,"Powiat tucholski",2010,1820
"11859",417000,"Powiat wąbrzeski",2010,499
"11860",418000,"Powiat włocławski",2010,1988
"11861",419000,"Powiat żniński",2010,1788
"11862",461000,"Powiat m.Bydgoszcz",2010,6486
"11863",462000,"Powiat m.Grudziądz",2010,1650
"11864",463000,"Powiat m.Toruń",2010,4662
"11865",464000,"Powiat m.Włocławek",2010,2631
"11866",601000,"Powiat bialski",2010,3591
"11867",602000,"Powiat biłgorajski",2010,1590
"11868",603000,"Powiat chełmski",2010,1675
"11869",604000,"Powiat hrubieszowski",2010,613
"11870",605000,"Powiat janowski",2010,556
"11871",606000,"Powiat krasnostawski",2010,1745
"11872",607000,"Powiat kraśnicki",2010,1826
"11873",608000,"Powiat lubartowski",2010,1869
"11874",609000,"Powiat lubelski",2010,2372
"11875",610000,"Powiat łęczyński",2010,1161
"11876",611000,"Powiat łukowski",2010,4111
"11877",612000,"Powiat opolski",2010,1252
"11878",613000,"Powiat parczewski",2010,1086
"11879",614000,"Powiat puławski",2010,2289
"11880",615000,"Powiat radzyński",2010,1579
"11881",616000,"Powiat rycki",2010,1660
"11882",617000,"Powiat świdnicki",2010,1171
"11883",618000,"Powiat tomaszowski",2010,2664
"11884",619000,"Powiat włodawski",2010,705
"11885",620000,"Powiat zamojski",2010,1916
"11886",661000,"Powiat m.Biała Podlaska",2010,1833
"11887",662000,"Powiat m.Chełm",2010,1564
"11888",663000,"Powiat m.Lublin",2010,7376
"11889",664000,"Powiat m.Zamość",2010,3066
"11890",801000,"Powiat gorzowski",2010,1841
"11891",802000,"Powiat krośnieński",2010,1213
"11892",803000,"Powiat międzyrzecki",2010,1143
"11893",804000,"Powiat nowosolski",2010,1783
"11894",805000,"Powiat słubicki",2010,1206
"11895",806000,"Powiat strzelecko-drezdenecki",2010,1443
"11896",807000,"Powiat sulęciński",2010,633
"11897",808000,"Powiat świebodziński",2010,1408
"11898",809000,"Powiat zielonogórski",2010,1658
"11899",810000,"Powiat żagański",2010,1541
"11900",811000,"Powiat żarski",2010,2879
"11901",812000,"Powiat wschowski",2010,913
"11902",861000,"Powiat m.Gorzów Wielkopolski",2010,2876
"11903",862000,"Powiat m.Zielona Góra",2010,3597
"11904",1001000,"Powiat bełchatowski",2010,3126
"11905",1002000,"Powiat kutnowski",2010,1318
"11906",1003000,"Powiat łaski",2010,1005
"11907",1004000,"Powiat łęczycki",2010,786
"11908",1005000,"Powiat łowicki",2010,1648
"11909",1006000,"Powiat łódzki wschodni",2010,1837
"11910",1007000,"Powiat opoczyński",2010,2017
"11911",1008000,"Powiat pabianicki",2010,2401
"11912",1009000,"Powiat pajęczański",2010,1251
"11913",1010000,"Powiat piotrkowski",2010,2069
"11914",1011000,"Powiat poddębicki",2010,1483
"11915",1012000,"Powiat radomszczański",2010,1509
"11916",1013000,"Powiat rawski",2010,1510
"11917",1014000,"Powiat sieradzki",2010,2492
"11918",1015000,"Powiat skierniewicki",2010,585
"11919",1016000,"Powiat tomaszowski",2010,2283
"11920",1017000,"Powiat wieluński",2010,1807
"11921",1018000,"Powiat wieruszowski",2010,963
"11922",1019000,"Powiat zduńskowolski",2010,1223
"11923",1020000,"Powiat zgierski",2010,3657
"11924",1021000,"Powiat brzeziński",2010,250
"11925",1061000,"Powiat m.Łódź",2010,11769
"11926",1062000,"Powiat m.Piotrków Trybunalski",2010,1087
"11927",1063000,"Powiat m.Skierniewice",2010,1463
"11928",1201000,"Powiat bocheński",2010,2481
"11929",1202000,"Powiat brzeski",2010,3179
"11930",1203000,"Powiat chrzanowski",2010,2893
"11931",1204000,"Powiat dąbrowski",2010,1044
"11932",1205000,"Powiat gorlicki",2010,4451
"11933",1206000,"Powiat krakowski",2010,5649
"11934",1207000,"Powiat limanowski",2010,5209
"11935",1208000,"Powiat miechowski",2010,1027
"11936",1209000,"Powiat myślenicki",2010,4113
"11937",1210000,"Powiat nowosądecki",2010,6385
"11938",1211000,"Powiat nowotarski",2010,5485
"11939",1212000,"Powiat olkuski",2010,2332
"11940",1213000,"Powiat oświęcimski",2010,3975
"11941",1214000,"Powiat proszowicki",2010,470
"11942",1215000,"Powiat suski",2010,1849
"11943",1216000,"Powiat tarnowski",2010,6357
"11944",1217000,"Powiat tatrzański",2010,1949
"11945",1218000,"Powiat wadowicki",2010,4290
"11946",1219000,"Powiat wielicki",2010,3266
"11947",1261000,"Powiat m.Kraków",2010,21877
"11948",1262000,"Powiat m.Nowy Sącz",2010,3578
"11949",1263000,"Powiat m.Tarnów",2010,4176
"11950",1401000,"Powiat białobrzeski",2010,835
"11951",1402000,"Powiat ciechanowski",2010,2156
"11952",1403000,"Powiat garwoliński",2010,3498
"11953",1404000,"Powiat gostyniński",2010,650
"11954",1405000,"Powiat grodziski",2010,1418
"11955",1406000,"Powiat grójecki",2010,1321
"11956",1407000,"Powiat kozienicki",2010,1083
"11957",1408000,"Powiat legionowski",2010,1714
"11958",1409000,"Powiat lipski",2010,572
"11959",1410000,"Powiat łosicki",2010,572
"11960",1411000,"Powiat makowski",2010,1140
"11961",1412000,"Powiat miński",2010,2117
"11962",1413000,"Powiat mławski",2010,1189
"11963",1414000,"Powiat nowodworski",2010,1186
"11964",1415000,"Powiat ostrołęcki",2010,2118
"11965",1416000,"Powiat ostrowski",2010,1633
"11966",1417000,"Powiat otwocki",2010,1461
"11967",1418000,"Powiat piaseczyński",2010,2959
"11968",1419000,"Powiat płocki",2010,1605
"11969",1420000,"Powiat płoński",2010,1576
"11970",1421000,"Powiat pruszkowski",2010,2129
"11971",1422000,"Powiat przasnyski",2010,949
"11972",1423000,"Powiat przysuski",2010,733
"11973",1424000,"Powiat pułtuski",2010,1406
"11974",1425000,"Powiat radomski",2010,2919
"11975",1426000,"Powiat siedlecki",2010,2324
"11976",1427000,"Powiat sierpecki",2010,1316
"11977",1428000,"Powiat sochaczewski",2010,936
"11978",1429000,"Powiat sokołowski",2010,1477
"11979",1430000,"Powiat szydłowiecki",2010,1168
"11980",1432000,"Powiat warszawski zachodni",2010,1600
"11981",1433000,"Powiat węgrowski",2010,1391
"11982",1434000,"Powiat wołomiński",2010,3156
"11983",1435000,"Powiat wyszkowski",2010,1873
"11984",1436000,"Powiat zwoleński",2010,645
"11985",1437000,"Powiat żuromiński",2010,606
"11986",1438000,"Powiat żyrardowski",2010,1223
"11987",1461000,"Powiat m.Ostrołęka",2010,1523
"11988",1462000,"Powiat m.Płock",2010,3042
"11989",1463000,"Powiat m.Radom",2010,2611
"11990",1464000,"Powiat m.Siedlce",2010,2698
"11991",1465000,"Powiat m. st. Warszawa",2010,29404
"11992",1601000,"Powiat brzeski",2010,1556
"11993",1602000,"Powiat głubczycki",2010,1457
"11994",1603000,"Powiat kędzierzyńsko-kozielski",2010,1978
"11995",1604000,"Powiat kluczborski",2010,1205
"11996",1605000,"Powiat krapkowicki",2010,1431
"11997",1606000,"Powiat namysłowski",2010,968
"11998",1607000,"Powiat nyski",2010,3239
"11999",1608000,"Powiat oleski",2010,1597
"12000",1609000,"Powiat opolski",2010,2506
"12001",1610000,"Powiat prudnicki",2010,699
"12002",1611000,"Powiat strzelecki",2010,1820
"12003",1661000,"Powiat m.Opole",2010,2665
"12004",1801000,"Powiat bieszczadzki",2010,893
"12005",1802000,"Powiat brzozowski",2010,3206
"12006",1803000,"Powiat dębicki",2010,5672
"12007",1804000,"Powiat jarosławski",2010,3742
"12008",1805000,"Powiat jasielski",2010,3355
"12009",1806000,"Powiat kolbuszowski",2010,2015
"12010",1807000,"Powiat krośnieński",2010,3928
"12011",1808000,"Powiat leżajski",2010,2845
"12012",1809000,"Powiat lubaczowski",2010,1846
"12013",1810000,"Powiat łańcucki",2010,2067
"12014",1811000,"Powiat mielecki",2010,6364
"12015",1812000,"Powiat niżański",2010,2167
"12016",1813000,"Powiat przemyski",2010,2050
"12017",1814000,"Powiat przeworski",2010,2618
"12018",1815000,"Powiat ropczycko-sędziszowski",2010,1873
"12019",1816000,"Powiat rzeszowski",2010,5490
"12020",1817000,"Powiat sanocki",2010,3368
"12021",1818000,"Powiat stalowowolski",2010,3217
"12022",1819000,"Powiat strzyżowski",2010,1340
"12023",1820000,"Powiat tarnobrzeski",2010,1656
"12024",1821000,"Powiat leski",2010,915
"12025",1861000,"Powiat m.Krosno",2010,2193
"12026",1862000,"Powiat m.Przemyśl",2010,3143
"12027",1863000,"Powiat m.Rzeszów",2010,6784
"12028",1864000,"Powiat m.Tarnobrzeg",2010,1502
"12029",2001000,"Powiat augustowski",2010,992
"12030",2002000,"Powiat białostocki",2010,3250
"12031",2003000,"Powiat bielski",2010,1191
"12032",2004000,"Powiat grajewski",2010,1475
"12033",2005000,"Powiat hajnowski",2010,724
"12034",2006000,"Powiat kolneński",2010,639
"12035",2007000,"Powiat łomżyński",2010,745
"12036",2008000,"Powiat moniecki",2010,807
"12037",2009000,"Powiat sejneński",2010,559
"12038",2010000,"Powiat siemiatycki",2010,983
"12039",2011000,"Powiat sokólski",2010,1736
"12040",2012000,"Powiat suwalski",2010,701
"12041",2013000,"Powiat wysokomazowiecki",2010,1263
"12042",2014000,"Powiat zambrowski",2010,1096
"12043",2061000,"Powiat m.Białystok",2010,8937
"12044",2062000,"Powiat m.Łomża",2010,1939
"12045",2063000,"Powiat m.Suwałki",2010,1657
"12046",2201000,"Powiat bytowski",2010,2413
"12047",2202000,"Powiat chojnicki",2010,1918
"12048",2203000,"Powiat człuchowski",2010,1799
"12049",2204000,"Powiat gdański",2010,1672
"12050",2205000,"Powiat kartuski",2010,2833
"12051",2206000,"Powiat kościerski",2010,831
"12052",2207000,"Powiat kwidzyński",2010,1664
"12053",2208000,"Powiat lęborski",2010,1283
"12054",2209000,"Powiat malborski",2010,1209
"12055",2210000,"Powiat nowodworski",2010,388
"12056",2211000,"Powiat pucki",2010,1682
"12057",2212000,"Powiat słupski",2010,2081
"12058",2213000,"Powiat starogardzki",2010,1870
"12059",2214000,"Powiat tczewski",2010,2110
"12060",2215000,"Powiat wejherowski",2010,1843
"12061",2216000,"Powiat sztumski",2010,1122
"12062",2261000,"Powiat m.Gdańsk",2010,6948
"12063",2262000,"Powiat m.Gdynia",2010,4924
"12064",2263000,"Powiat m.Słupsk",2010,2398
"12065",2264000,"Powiat m.Sopot",2010,1557
"12066",2401000,"Powiat będziński",2010,2090
"12067",2402000,"Powiat bielski",2010,2734
"12068",2403000,"Powiat cieszyński",2010,3317
"12069",2404000,"Powiat częstochowski",2010,3120
"12070",2405000,"Powiat gliwicki",2010,2689
"12071",2406000,"Powiat kłobucki",2010,2108
"12072",2407000,"Powiat lubliniecki",2010,2565
"12073",2408000,"Powiat mikołowski",2010,1259
"12074",2409000,"Powiat myszkowski",2010,1717
"12075",2410000,"Powiat pszczyński",2010,2593
"12076",2411000,"Powiat raciborski",2010,3576
"12077",2412000,"Powiat rybnicki",2010,1748
"12078",2413000,"Powiat tarnogórski",2010,2568
"12079",2414000,"Powiat bieruńsko-lędziński",2010,888
"12080",2415000,"Powiat wodzisławski",2010,3615
"12081",2416000,"Powiat zawierciański",2010,1654
"12082",2417000,"Powiat żywiecki",2010,3178
"12083",2461000,"Powiat m.Bielsko-Biała",2010,3380
"12084",2462000,"Powiat m.Bytom",2010,3609
"12085",2463000,"Powiat m.Chorzów",2010,3002
"12086",2464000,"Powiat m.Częstochowa",2010,6263
"12087",2465000,"Powiat m.Dąbrowa Górnicza",2010,1485
"12088",2466000,"Powiat m.Gliwice",2010,3427
"12089",2467000,"Powiat m.Jastrzębie-Zdrój",2010,1465
"12090",2468000,"Powiat m.Jaworzno",2010,1427
"12091",2469000,"Powiat m.Katowice",2010,9389
"12092",2470000,"Powiat m.Mysłowice",2010,694
"12093",2471000,"Powiat m.Piekary Śląskie",2010,1043
"12094",2472000,"Powiat m.Ruda Śląska",2010,2759
"12095",2473000,"Powiat m.Rybnik",2010,2656
"12096",2474000,"Powiat m.Siemianowice Śląskie",2010,1619
"12097",2475000,"Powiat m.Sosnowiec",2010,3062
"12098",2476000,"Powiat m.Świętochłowice",2010,602
"12099",2477000,"Powiat m.Tychy",2010,1149
"12100",2478000,"Powiat m.Zabrze",2010,4606
"12101",2479000,"Powiat m.Żory",2010,1171
"12102",2601000,"Powiat buski",2010,982
"12103",2602000,"Powiat jędrzejowski",2010,1226
"12104",2603000,"Powiat kazimierski",2010,580
"12105",2604000,"Powiat kielecki",2010,3658
"12106",2605000,"Powiat konecki",2010,1766
"12107",2606000,"Powiat opatowski",2010,1005
"12108",2607000,"Powiat ostrowiecki",2010,1412
