"","Kod","Nazwa","rok","BEZROBOCIE_w_proc_ludnosci_aktywnej_zawodowo_proc"
"31242",805000,"Powiat słubicki",2017,0.7
"31243",806000,"Powiat strzelecko-drezdenecki",2017,3.6
"31244",807000,"Powiat sulęciński",2017,2.2
"31245",808000,"Powiat świebodziński",2017,1.6
"31246",809000,"Powiat zielonogórski",2017,2.4
"31247",810000,"Powiat żagański",2017,3.1
"31248",811000,"Powiat żarski",2017,2
"31249",812000,"Powiat wschowski",2017,3.6
"31250",861000,"Powiat m.Gorzów Wielkopolski",2017,0.6
"31251",862000,"Powiat m.Zielona Góra",2017,0.7
"31252",1001000,"Powiat bełchatowski",2017,2.3
"31253",1002000,"Powiat kutnowski",2017,4.5
"31254",1003000,"Powiat łaski",2017,4
"31255",1004000,"Powiat łęczycki",2017,4.2
"31256",1005000,"Powiat łowicki",2017,2.7
"31257",1006000,"Powiat łódzki wschodni",2017,3.7
"31258",1007000,"Powiat opoczyński",2017,1.4
"31259",1008000,"Powiat pabianicki",2017,2.8
"31260",1009000,"Powiat pajęczański",2017,3
"31261",1010000,"Powiat piotrkowski",2017,2.3
"31262",1011000,"Powiat poddębicki",2017,3.3
"31263",1012000,"Powiat radomszczański",2017,3.3
"31264",1013000,"Powiat rawski",2017,1.6
"31265",1014000,"Powiat sieradzki",2017,2
"31266",1015000,"Powiat skierniewicki",2017,1.9
"31267",1016000,"Powiat tomaszowski",2017,2.7
"31268",1017000,"Powiat wieluński",2017,3.4
"31269",1018000,"Powiat wieruszowski",2017,1.4
"31270",1019000,"Powiat zduńskowolski",2017,3.6
"31271",1020000,"Powiat zgierski",2017,2.8
"31272",1021000,"Powiat brzeziński",2017,2.3
"31273",1061000,"Powiat m.Łódź",2017,2.9
"31274",1062000,"Powiat m.Piotrków Trybunalski",2017,2.1
"31275",1063000,"Powiat m.Skierniewice",2017,2.8
"31276",1201000,"Powiat bocheński",2017,2.3
"31277",1202000,"Powiat brzeski",2017,3
"31278",1203000,"Powiat chrzanowski",2017,3.4
"31279",1204000,"Powiat dąbrowski",2017,5
"31280",1205000,"Powiat gorlicki",2017,2.4
"31281",1206000,"Powiat krakowski",2017,1.9
"31282",1207000,"Powiat limanowski",2017,3
"31283",1208000,"Powiat miechowski",2017,2.6
"31284",1209000,"Powiat myślenicki",2017,0.6
"31285",1210000,"Powiat nowosądecki",2017,3.5
"31286",1211000,"Powiat nowotarski",2017,2.4
"31287",1212000,"Powiat olkuski",2017,3.2
"31288",1213000,"Powiat oświęcimski",2017,2.2
"31289",1214000,"Powiat proszowicki",2017,3.3
"31290",1215000,"Powiat suski",2017,1
"31291",1216000,"Powiat tarnowski",2017,3.3
"31292",1217000,"Powiat tatrzański",2017,5.4
"31293",1218000,"Powiat wadowicki",2017,1.9
"31294",1219000,"Powiat wielicki",2017,1.9
"31295",1261000,"Powiat m.Kraków",2017,1.1
"31296",1262000,"Powiat m.Nowy Sącz",2017,1.3
"31297",1263000,"Powiat m.Tarnów",2017,2.6
"31298",1401000,"Powiat białobrzeski",2017,3.8
"31299",1402000,"Powiat ciechanowski",2017,4
"31300",1403000,"Powiat garwoliński",2017,5
"31301",1404000,"Powiat gostyniński",2017,7.9
"31302",1405000,"Powiat grodziski",2017,0.9
"31303",1406000,"Powiat grójecki",2017,0.5
"31304",1407000,"Powiat kozienicki",2017,5.7
"31305",1408000,"Powiat legionowski",2017,2.8
"31306",1409000,"Powiat lipski",2017,4.6
"31307",1410000,"Powiat łosicki",2017,2.7
"31308",1411000,"Powiat makowski",2017,9.8
"31309",1412000,"Powiat miński",2017,2.1
"31310",1413000,"Powiat mławski",2017,2.7
"31311",1414000,"Powiat nowodworski",2017,2.3
"31312",1415000,"Powiat ostrołęcki",2017,5.6
"31313",1416000,"Powiat ostrowski",2017,4.2
"31314",1417000,"Powiat otwocki",2017,1.7
"31315",1418000,"Powiat piaseczyński",2017,1.8
"31316",1419000,"Powiat płocki",2017,5.5
"31317",1420000,"Powiat płoński",2017,4.6
"31318",1421000,"Powiat pruszkowski",2017,1.8
"31319",1422000,"Powiat przasnyski",2017,4.5
"31320",1423000,"Powiat przysuski",2017,10.4
"31321",1424000,"Powiat pułtuski",2017,6
"31322",1425000,"Powiat radomski",2017,9.3
"31323",1426000,"Powiat siedlecki",2017,2.5
"31324",1427000,"Powiat sierpecki",2017,9.3
"31325",1428000,"Powiat sochaczewski",2017,2.8
"31326",1429000,"Powiat sokołowski",2017,2.6
"31327",1430000,"Powiat szydłowiecki",2017,12.9
"31328",1432000,"Powiat warszawski zachodni",2017,0.9
"31329",1433000,"Powiat węgrowski",2017,3.6
"31330",1434000,"Powiat wołomiński",2017,3.5
"31331",1435000,"Powiat wyszkowski",2017,1.4
"31332",1436000,"Powiat zwoleński",2017,3.8
"31333",1437000,"Powiat żuromiński",2017,7.1
"31334",1438000,"Powiat żyrardowski",2017,5.9
"31335",1461000,"Powiat m.Ostrołęka",2017,5.6
"31336",1462000,"Powiat m.Płock",2017,3
"31337",1463000,"Powiat m.Radom",2017,6.4
"31338",1464000,"Powiat m.Siedlce",2017,2.4
"31339",1465000,"Powiat m. st. Warszawa",2017,0.8
"31340",1601000,"Powiat brzeski",2017,4
"31341",1602000,"Powiat głubczycki",2017,5.1
"31342",1603000,"Powiat kędzierzyńsko-kozielski",2017,4
"31343",1604000,"Powiat kluczborski",2017,3.3
"31344",1605000,"Powiat krapkowicki",2017,2.4
"31345",1606000,"Powiat namysłowski",2017,3.6
"31346",1607000,"Powiat nyski",2017,2.6
"31347",1608000,"Powiat oleski",2017,2.1
"31348",1609000,"Powiat opolski",2017,3.3
"31349",1610000,"Powiat prudnicki",2017,3.8
"31350",1611000,"Powiat strzelecki",2017,1.7
"31351",1661000,"Powiat m.Opole",2017,1.6
"31352",1801000,"Powiat bieszczadzki",2017,7.6
"31353",1802000,"Powiat brzozowski",2017,9
"31354",1803000,"Powiat dębicki",2017,2.9
"31355",1804000,"Powiat jarosławski",2017,6.5
"31356",1805000,"Powiat jasielski",2017,5.3
"31357",1806000,"Powiat kolbuszowski",2017,4.3
"31358",1807000,"Powiat krośnieński",2017,2.8
"31359",1808000,"Powiat leżajski",2017,6
"31360",1809000,"Powiat lubaczowski",2017,3.4
"31361",1810000,"Powiat łańcucki",2017,5.1
"31362",1811000,"Powiat mielecki",2017,2.3
"31363",1812000,"Powiat niżański",2017,8.1
"31364",1813000,"Powiat przemyski",2017,7.1
"31365",1814000,"Powiat przeworski",2017,6.4
"31366",1815000,"Powiat ropczycko-sędziszowski",2017,4.7
"31367",1816000,"Powiat rzeszowski",2017,4.9
"31368",1817000,"Powiat sanocki",2017,2.8
"31369",1818000,"Powiat stalowowolski",2017,1.6
"31370",1819000,"Powiat strzyżowski",2017,7.2
"31371",1820000,"Powiat tarnobrzeski",2017,3.3
"31372",1821000,"Powiat leski",2017,8
"31373",1861000,"Powiat m.Krosno",2017,1.2
"31374",1862000,"Powiat m.Przemyśl",2017,7
"31375",1863000,"Powiat m.Rzeszów",2017,3.1
"31376",1864000,"Powiat m.Tarnobrzeg",2017,4.3
"31377",2001000,"Powiat augustowski",2017,4.1
"31378",2002000,"Powiat białostocki",2017,4.5
"31379",2003000,"Powiat bielski",2017,2.6
"31380",2004000,"Powiat grajewski",2017,7.1
"31381",2005000,"Powiat hajnowski",2017,3.3
"31382",2006000,"Powiat kolneński",2017,8.4
"31383",2007000,"Powiat łomżyński",2017,3.6
"31384",2008000,"Powiat moniecki",2017,2.8
"31385",2009000,"Powiat sejneński",2017,6.1
"31386",2010000,"Powiat siemiatycki",2017,4.1
"31387",2011000,"Powiat sokólski",2017,6
"31388",2012000,"Powiat suwalski",2017,1.6
"31389",2013000,"Powiat wysokomazowiecki",2017,2.8
"31390",2014000,"Powiat zambrowski",2017,4.2
"31391",2061000,"Powiat m.Białystok",2017,3.2
"31392",2062000,"Powiat m.Łomża",2017,3.9
"31393",2063000,"Powiat m.Suwałki",2017,2
"31394",2201000,"Powiat bytowski",2017,3.4
"31395",2202000,"Powiat chojnicki",2017,4.3
"31396",2203000,"Powiat człuchowski",2017,4.7
"31397",2204000,"Powiat gdański",2017,1.9
"31398",2205000,"Powiat kartuski",2017,0.7
"31399",2206000,"Powiat kościerski",2017,2
"31400",2207000,"Powiat kwidzyński",2017,2.7
"31401",2208000,"Powiat lęborski",2017,1.7
"31402",2209000,"Powiat malborski",2017,4.3
"31403",2210000,"Powiat nowodworski",2017,2.4
"31404",2211000,"Powiat pucki",2017,1.8
"31405",2212000,"Powiat słupski",2017,2.4
"31406",2213000,"Powiat starogardzki",2017,1.3
"31407",2214000,"Powiat tczewski",2017,2.8
"31408",2215000,"Powiat wejherowski",2017,2
"31409",2216000,"Powiat sztumski",2017,3.7
"31410",2261000,"Powiat m.Gdańsk",2017,1
"31411",2262000,"Powiat m.Gdynia",2017,0.8
"31412",2263000,"Powiat m.Słupsk",2017,1.2
"31413",2264000,"Powiat m.Sopot",2017,0.6
"31414",2401000,"Powiat będziński",2017,3.7
"31415",2402000,"Powiat bielski",2017,1.2
"31416",2403000,"Powiat cieszyński",2017,2.1
"31417",2404000,"Powiat częstochowski",2017,3.5
"31418",2405000,"Powiat gliwicki",2017,2.3
"31419",2406000,"Powiat kłobucki",2017,2.5
"31420",2407000,"Powiat lubliniecki",2017,2.9
"31421",2408000,"Powiat mikołowski",2017,1
"31422",2409000,"Powiat myszkowski",2017,2.4
"31423",2410000,"Powiat pszczyński",2017,1
"31424",2411000,"Powiat raciborski",2017,2.2
"31425",2412000,"Powiat rybnicki",2017,2.7
"31426",2413000,"Powiat tarnogórski",2017,2.7
"31427",2414000,"Powiat bieruńsko-lędziński",2017,0.9
"31428",2415000,"Powiat wodzisławski",2017,2.3
"31429",2416000,"Powiat zawierciański",2017,3.8
"31430",2417000,"Powiat żywiecki",2017,2.6
"31431",2461000,"Powiat m.Bielsko-Biała",2017,0.7
"31432",2462000,"Powiat m.Bytom",2017,4.7
"31433",2463000,"Powiat m.Chorzów",2017,2.1
"31434",2464000,"Powiat m.Częstochowa",2017,1.6
"31435",2465000,"Powiat m.Dąbrowa Górnicza",2017,2.8
"31436",2466000,"Powiat m.Gliwice",2017,1.4
"31437",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1.7
"31438",2468000,"Powiat m.Jaworzno",2017,1.7
"31439",2469000,"Powiat m.Katowice",2017,0.8
"31440",2470000,"Powiat m.Mysłowice",2017,1.7
"31441",2471000,"Powiat m.Piekary Śląskie",2017,2.9
"31442",2472000,"Powiat m.Ruda Śląska",2017,1
"31443",2473000,"Powiat m.Rybnik",2017,1.7
"31444",2474000,"Powiat m.Siemianowice Śląskie",2017,1.7
"31445",2475000,"Powiat m.Sosnowiec",2017,2.9
"31446",2476000,"Powiat m.Świętochłowice",2017,2.9
"31447",2477000,"Powiat m.Tychy",2017,0.9
"31448",2478000,"Powiat m.Zabrze",2017,2
"31449",2479000,"Powiat m.Żory",2017,1.3
"31450",2601000,"Powiat buski",2017,1.4
"31451",2602000,"Powiat jędrzejowski",2017,2.9
"31452",2603000,"Powiat kazimierski",2017,4.2
"31453",2604000,"Powiat kielecki",2017,3
"31454",2605000,"Powiat konecki",2017,3.2
"31455",2606000,"Powiat opatowski",2017,5.4
"31456",2607000,"Powiat ostrowiecki",2017,4.4
"31457",2608000,"Powiat pińczowski",2017,3.3
"31458",2609000,"Powiat sandomierski",2017,2.9
"31459",2610000,"Powiat skarżyski",2017,4.9
"31460",2611000,"Powiat starachowicki",2017,4
"31461",2612000,"Powiat staszowski",2017,2.4
"31462",2613000,"Powiat włoszczowski",2017,2.7
"31463",2661000,"Powiat m.Kielce",2017,2.4
"31464",2801000,"Powiat bartoszycki",2017,9.9
"31465",2802000,"Powiat braniewski",2017,10.6
"31466",2803000,"Powiat działdowski",2017,8.7
"31467",2804000,"Powiat elbląski",2017,8.2
"31468",2805000,"Powiat ełcki",2017,5.8
"31469",2806000,"Powiat giżycki",2017,3.3
"31470",2807000,"Powiat iławski",2017,1
"31471",2808000,"Powiat kętrzyński",2017,7.1
"31472",2809000,"Powiat lidzbarski",2017,6.8
"31473",2810000,"Powiat mrągowski",2017,3.4
"31474",2811000,"Powiat nidzicki",2017,2.8
"31475",2812000,"Powiat nowomiejski",2017,3
"31476",2813000,"Powiat olecki",2017,6.9
"31477",2814000,"Powiat olsztyński",2017,5.5
"31478",2815000,"Powiat ostródzki",2017,4.8
"31479",2816000,"Powiat piski",2017,5.7
"31480",2817000,"Powiat szczycieński",2017,3.3
"31481",2818000,"Powiat gołdapski",2017,4.7
"31482",2819000,"Powiat węgorzewski",2017,7.6
"31483",2861000,"Powiat m.Elbląg",2017,3.6
"31484",2862000,"Powiat m.Olsztyn",2017,1.6
"31485",3001000,"Powiat chodzieski",2017,3.4
"31486",3002000,"Powiat czarnkowsko-trzcianecki",2017,1.2
"31487",3003000,"Powiat gnieźnieński",2017,2.2
"31488",3004000,"Powiat gostyński",2017,2.4
"31489",3005000,"Powiat grodziski",2017,1.4
"31490",3006000,"Powiat jarociński",2017,1.2
"31491",3007000,"Powiat kaliski",2017,1
"31492",3008000,"Powiat kępiński",2017,0.7
"31493",3009000,"Powiat kolski",2017,1.7
"31494",3010000,"Powiat koniński",2017,5
"31495",3011000,"Powiat kościański",2017,1.3
"31496",3012000,"Powiat krotoszyński",2017,1.1
"31497",3013000,"Powiat leszczyński",2017,1.1
"31498",3014000,"Powiat międzychodzki",2017,1.1
"31499",3015000,"Powiat nowotomyski",2017,0.5
"31500",3016000,"Powiat obornicki",2017,1.3
"31501",3017000,"Powiat ostrowski",2017,0.9
"31502",3018000,"Powiat ostrzeszowski",2017,1.6
"31503",3019000,"Powiat pilski",2017,1.8
"31504",3020000,"Powiat pleszewski",2017,0.5
"31505",3021000,"Powiat poznański",2017,0.7
"31506",3022000,"Powiat rawicki",2017,1.5
"31507",3023000,"Powiat słupecki",2017,2.7
"31508",3024000,"Powiat szamotulski",2017,1.6
"31509",3025000,"Powiat średzki",2017,2.4
"31510",3026000,"Powiat śremski",2017,0.7
"31511",3027000,"Powiat turecki",2017,1.3
"31512",3028000,"Powiat wągrowiecki",2017,1.8
"31513",3029000,"Powiat wolsztyński",2017,0.6
"31514",3030000,"Powiat wrzesiński",2017,0.7
"31515",3031000,"Powiat złotowski",2017,2.9
"31516",3061000,"Powiat m.Kalisz",2017,1
"31517",3062000,"Powiat m.Konin",2017,3.4
"31518",3063000,"Powiat m.Leszno",2017,1.5
"31519",3064000,"Powiat m.Poznań",2017,0.5
"31520",3201000,"Powiat białogardzki",2017,8.8
"31521",3202000,"Powiat choszczeński",2017,7.1
"31522",3203000,"Powiat drawski",2017,6.7
"31523",3204000,"Powiat goleniowski",2017,2.3
"31524",3205000,"Powiat gryficki",2017,2.8
"31525",3206000,"Powiat gryfiński",2017,5.8
"31526",3207000,"Powiat kamieński",2017,7.1
"31527",3208000,"Powiat kołobrzeski",2017,1.3
"31528",3209000,"Powiat koszaliński",2017,5.4
"31529",3210000,"Powiat myśliborski",2017,3.5
"31530",3211000,"Powiat policki",2017,2
"31531",3212000,"Powiat pyrzycki",2017,5.6
"31532",3213000,"Powiat sławieński",2017,5.4
"31533",3214000,"Powiat stargardzki",2017,3.3
"31534",3215000,"Powiat szczecinecki",2017,6.9
"31535",3216000,"Powiat świdwiński",2017,4.9
"31536",3217000,"Powiat wałecki",2017,3.2
"31537",3218000,"Powiat łobeski",2017,9.8
"31538",3261000,"Powiat m.Koszalin",2017,2.1
"31539",3262000,"Powiat m.Szczecin",2017,0.9
"31540",3263000,"Powiat m.Świnoujście",2017,1.4
"31541",201000,"Powiat bolesławiecki",2018,0.9
"31542",202000,"Powiat dzierżoniowski",2018,1.3
"31543",203000,"Powiat głogowski",2018,4
"31544",204000,"Powiat górowski",2018,5.9
"31545",205000,"Powiat jaworski",2018,4.7
"31546",206000,"Powiat jeleniogórski",2018,3.9
"31547",207000,"Powiat kamiennogórski",2018,1.2
"31548",208000,"Powiat kłodzki",2018,4.1
"31549",209000,"Powiat legnicki",2018,4.9
"31550",210000,"Powiat lubański",2018,2.6
"31551",211000,"Powiat lubiński",2018,1.6
"31552",212000,"Powiat lwówecki",2018,4.5
"31553",213000,"Powiat milicki",2018,3.1
"31554",214000,"Powiat oleśnicki",2018,1.9
"31555",215000,"Powiat oławski",2018,2.4
"31556",216000,"Powiat polkowicki",2018,1.7
"31557",217000,"Powiat strzeliński",2018,4.8
"31558",218000,"Powiat średzki",2018,2.2
"31559",219000,"Powiat świdnicki",2018,1.8
"31560",220000,"Powiat trzebnicki",2018,2.4
"31561",221000,"Powiat wałbrzyski",2018,3.9
"31562",222000,"Powiat wołowski",2018,5.7
"31563",223000,"Powiat wrocławski",2018,0.7
"31564",224000,"Powiat ząbkowicki",2018,3.6
"31565",225000,"Powiat zgorzelecki",2018,2.1
"31566",226000,"Powiat złotoryjski",2018,6.8
"31567",261000,"Powiat m.Jelenia Góra",2018,0.8
"31568",262000,"Powiat m.Legnica",2018,2.2
"31569",264000,"Powiat m.Wrocław",2018,0.7
"31570",265000,"Powiat m.Wałbrzych od 2013",2018,1.8
"31571",401000,"Powiat aleksandrowski",2018,5.2
"31572",402000,"Powiat brodnicki",2018,3.1
"31573",403000,"Powiat bydgoski",2018,2.1
"31574",404000,"Powiat chełmiński",2018,5.8
"31575",405000,"Powiat golubsko-dobrzyński",2018,4.5
"31576",406000,"Powiat grudziądzki",2018,6.5
"31577",407000,"Powiat inowrocławski",2018,5.5
"31578",408000,"Powiat lipnowski",2018,6.7
"31579",409000,"Powiat mogileński",2018,4.5
"31580",410000,"Powiat nakielski",2018,4.9
"31581",411000,"Powiat radziejowski",2018,8.6
"31582",412000,"Powiat rypiński",2018,4.6
"31583",413000,"Powiat sępoleński",2018,4.9
"31584",414000,"Powiat świecki",2018,2.8
"31585",415000,"Powiat toruński",2018,4.5
"31586",416000,"Powiat tucholski",2018,5.3
"31587",417000,"Powiat wąbrzeski",2018,5.9
"31588",418000,"Powiat włocławski",2018,8.9
"31589",419000,"Powiat żniński",2018,4.3
"31590",461000,"Powiat m.Bydgoszcz",2018,1.4
"31591",462000,"Powiat m.Grudziądz",2018,4.1
"31592",463000,"Powiat m.Toruń",2018,1.9
"31593",464000,"Powiat m.Włocławek",2018,5.7
"31594",601000,"Powiat bialski",2018,4.7
"31595",602000,"Powiat biłgorajski",2018,1.5
"31596",603000,"Powiat chełmski",2018,6.1
"31597",604000,"Powiat hrubieszowski",2018,5.8
"31598",605000,"Powiat janowski",2018,3.3
"31599",606000,"Powiat krasnostawski",2018,5.8
"31600",607000,"Powiat kraśnicki",2018,4.7
"31601",608000,"Powiat lubartowski",2018,5.6
"31602",609000,"Powiat lubelski",2018,2.6
"31603",610000,"Powiat łęczyński",2018,1.8
"31604",611000,"Powiat łukowski",2018,1.4
"31605",612000,"Powiat opolski",2018,3.8
"31606",613000,"Powiat parczewski",2018,3.5
"31607",614000,"Powiat puławski",2018,2
"31608",615000,"Powiat radzyński",2018,3
"31609",616000,"Powiat rycki",2018,3.6
"31610",617000,"Powiat świdnicki",2018,4.3
"31611",618000,"Powiat tomaszowski",2018,2
"31612",619000,"Powiat włodawski",2018,7
"31613",620000,"Powiat zamojski",2018,4.1
"31614",661000,"Powiat m.Biała Podlaska",2018,4.8
"31615",662000,"Powiat m.Chełm",2018,4.7
"31616",663000,"Powiat m.Lublin",2018,2.6
"31617",664000,"Powiat m.Zamość",2018,4.4
"31618",801000,"Powiat gorzowski",2018,1.2
"31619",802000,"Powiat krośnieński",2018,3.6
"31620",803000,"Powiat międzyrzecki",2018,5.1
"31621",804000,"Powiat nowosolski",2018,3.5
"31622",805000,"Powiat słubicki",2018,0.7
"31623",806000,"Powiat strzelecko-drezdenecki",2018,3
"31624",807000,"Powiat sulęciński",2018,2
"31625",808000,"Powiat świebodziński",2018,1.2
"31626",809000,"Powiat zielonogórski",2018,2.2
"31627",810000,"Powiat żagański",2018,2.6
"31628",811000,"Powiat żarski",2018,2.1
"31629",812000,"Powiat wschowski",2018,3.2
"31630",861000,"Powiat m.Gorzów Wielkopolski",2018,0.4
"31631",862000,"Powiat m.Zielona Góra",2018,0.9
"31632",1001000,"Powiat bełchatowski",2018,2.2
"31633",1002000,"Powiat kutnowski",2018,4.2
"31634",1003000,"Powiat łaski",2018,3.1
"31635",1004000,"Powiat łęczycki",2018,3.8
"31636",1005000,"Powiat łowicki",2018,2.3
"31637",1006000,"Powiat łódzki wschodni",2018,3.4
"31638",1007000,"Powiat opoczyński",2018,1.3
"31639",1008000,"Powiat pabianicki",2018,2.6
"31640",1009000,"Powiat pajęczański",2018,2.8
"31641",1010000,"Powiat piotrkowski",2018,2
"31642",1011000,"Powiat poddębicki",2018,3
"31643",1012000,"Powiat radomszczański",2018,2.6
"31644",1013000,"Powiat rawski",2018,1.5
"31645",1014000,"Powiat sieradzki",2018,1.9
"31646",1015000,"Powiat skierniewicki",2018,1.7
"31647",1016000,"Powiat tomaszowski",2018,2.4
"31648",1017000,"Powiat wieluński",2018,3.2
"31649",1018000,"Powiat wieruszowski",2018,1.4
"31650",1019000,"Powiat zduńskowolski",2018,3.1
"31651",1020000,"Powiat zgierski",2018,2.2
"31652",1021000,"Powiat brzeziński",2018,2.2
"31653",1061000,"Powiat m.Łódź",2018,2.5
"31654",1062000,"Powiat m.Piotrków Trybunalski",2018,2.1
"31655",1063000,"Powiat m.Skierniewice",2018,2.4
"31656",1201000,"Powiat bocheński",2018,2.1
"31657",1202000,"Powiat brzeski",2018,2.4
"31658",1203000,"Powiat chrzanowski",2018,3
"31659",1204000,"Powiat dąbrowski",2018,4.7
"31660",1205000,"Powiat gorlicki",2018,1.9
"31661",1206000,"Powiat krakowski",2018,1.7
"31662",1207000,"Powiat limanowski",2018,2.9
"31663",1208000,"Powiat miechowski",2018,2.2
"31664",1209000,"Powiat myślenicki",2018,0.4
"31665",1210000,"Powiat nowosądecki",2018,3.6
"31666",1211000,"Powiat nowotarski",2018,1.9
"31667",1212000,"Powiat olkuski",2018,3.1
"31668",1213000,"Powiat oświęcimski",2018,1.9
"31669",1214000,"Powiat proszowicki",2018,3.1
"31670",1215000,"Powiat suski",2018,1.3
"31671",1216000,"Powiat tarnowski",2018,3
"31672",1217000,"Powiat tatrzański",2018,4.9
"31673",1218000,"Powiat wadowicki",2018,2.1
"31674",1219000,"Powiat wielicki",2018,1.9
"31675",1261000,"Powiat m.Kraków",2018,0.9
"31676",1262000,"Powiat m.Nowy Sącz",2018,0.7
"31677",1263000,"Powiat m.Tarnów",2018,2.4
"31678",1401000,"Powiat białobrzeski",2018,3.3
"31679",1402000,"Powiat ciechanowski",2018,3.5
"31680",1403000,"Powiat garwoliński",2018,4.5
"31681",1404000,"Powiat gostyniński",2018,7
"31682",1405000,"Powiat grodziski",2018,0.8
"31683",1406000,"Powiat grójecki",2018,0.5
"31684",1407000,"Powiat kozienicki",2018,5.1
"31685",1408000,"Powiat legionowski",2018,2.4
"31686",1409000,"Powiat lipski",2018,3.9
"31687",1410000,"Powiat łosicki",2018,2.2
"31688",1411000,"Powiat makowski",2018,8.9
"31689",1412000,"Powiat miński",2018,2.1
"31690",1413000,"Powiat mławski",2018,2
"31691",1414000,"Powiat nowodworski",2018,2.4
"31692",1415000,"Powiat ostrołęcki",2018,4.9
"31693",1416000,"Powiat ostrowski",2018,3.8
"31694",1417000,"Powiat otwocki",2018,1.4
"31695",1418000,"Powiat piaseczyński",2018,1.6
"31696",1419000,"Powiat płocki",2018,5.2
"31697",1420000,"Powiat płoński",2018,4.7
"31698",1421000,"Powiat pruszkowski",2018,1.4
"31699",1422000,"Powiat przasnyski",2018,4.5
"31700",1423000,"Powiat przysuski",2018,9.6
"31701",1424000,"Powiat pułtuski",2018,5.2
"31702",1425000,"Powiat radomski",2018,8.2
"31703",1426000,"Powiat siedlecki",2018,2.2
"31704",1427000,"Powiat sierpecki",2018,8.8
"31705",1428000,"Powiat sochaczewski",2018,2.4
"31706",1429000,"Powiat sokołowski",2018,2.3
"31707",1430000,"Powiat szydłowiecki",2018,11.6
"31708",1432000,"Powiat warszawski zachodni",2018,0.8
"31709",1433000,"Powiat węgrowski",2018,2.7
"31710",1434000,"Powiat wołomiński",2018,2.7
"31711",1435000,"Powiat wyszkowski",2018,0.9
"31712",1436000,"Powiat zwoleński",2018,3.6
"31713",1437000,"Powiat żuromiński",2018,7.3
"31714",1438000,"Powiat żyrardowski",2018,5.4
"31715",1461000,"Powiat m.Ostrołęka",2018,4.7
"31716",1462000,"Powiat m.Płock",2018,2.8
"31717",1463000,"Powiat m.Radom",2018,5.6
"31718",1464000,"Powiat m.Siedlce",2018,2
"31719",1465000,"Powiat m. st. Warszawa",2018,0.5
"31720",1601000,"Powiat brzeski",2018,2.9
"31721",1602000,"Powiat głubczycki",2018,4.3
"31722",1603000,"Powiat kędzierzyńsko-kozielski",2018,3.5
"31723",1604000,"Powiat kluczborski",2018,2.8
"31724",1605000,"Powiat krapkowicki",2018,2.2
"31725",1606000,"Powiat namysłowski",2018,2.8
"31726",1607000,"Powiat nyski",2018,2.2
"31727",1608000,"Powiat oleski",2018,1.6
"31728",1609000,"Powiat opolski",2018,2.5
"31729",1610000,"Powiat prudnicki",2018,3
"31730",1611000,"Powiat strzelecki",2018,1.6
"31731",1661000,"Powiat m.Opole",2018,1.2
"31732",1801000,"Powiat bieszczadzki",2018,6.2
"31733",1802000,"Powiat brzozowski",2018,8.1
"31734",1803000,"Powiat dębicki",2018,2.2
"31735",1804000,"Powiat jarosławski",2018,6.2
"31736",1805000,"Powiat jasielski",2018,4.6
"31737",1806000,"Powiat kolbuszowski",2018,3.3
"31738",1807000,"Powiat krośnieński",2018,1.9
"31739",1808000,"Powiat leżajski",2018,6
"31740",1809000,"Powiat lubaczowski",2018,2.7
"31741",1810000,"Powiat łańcucki",2018,4.6
"31742",1811000,"Powiat mielecki",2018,1.7
"31743",1812000,"Powiat niżański",2018,7.7
"31744",1813000,"Powiat przemyski",2018,6.4
"31745",1814000,"Powiat przeworski",2018,5.6
"31746",1815000,"Powiat ropczycko-sędziszowski",2018,5.3
"31747",1816000,"Powiat rzeszowski",2018,4.4
"31748",1817000,"Powiat sanocki",2018,2.7
"31749",1818000,"Powiat stalowowolski",2018,1.8
"31750",1819000,"Powiat strzyżowski",2018,7.1
"31751",1820000,"Powiat tarnobrzeski",2018,2.5
"31752",1821000,"Powiat leski",2018,7.3
"31753",1861000,"Powiat m.Krosno",2018,0.8
"31754",1862000,"Powiat m.Przemyśl",2018,6.1
"31755",1863000,"Powiat m.Rzeszów",2018,2.8
"31756",1864000,"Powiat m.Tarnobrzeg",2018,3.2
"31757",2001000,"Powiat augustowski",2018,4.1
"31758",2002000,"Powiat białostocki",2018,3.7
"31759",2003000,"Powiat bielski",2018,2.4
"31760",2004000,"Powiat grajewski",2018,5.9
"31761",2005000,"Powiat hajnowski",2018,3.4
"31762",2006000,"Powiat kolneński",2018,8
"31763",2007000,"Powiat łomżyński",2018,2.5
"31764",2008000,"Powiat moniecki",2018,2.6
"31765",2009000,"Powiat sejneński",2018,5.7
"31766",2010000,"Powiat siemiatycki",2018,3.6
"31767",2011000,"Powiat sokólski",2018,5.3
"31768",2012000,"Powiat suwalski",2018,1.5
"31769",2013000,"Powiat wysokomazowiecki",2018,2.7
"31770",2014000,"Powiat zambrowski",2018,3.2
"31771",2061000,"Powiat m.Białystok",2018,2.7
"31772",2062000,"Powiat m.Łomża",2018,2.8
"31773",2063000,"Powiat m.Suwałki",2018,1.8
"31774",2201000,"Powiat bytowski",2018,2.9
"31775",2202000,"Powiat chojnicki",2018,3.6
"31776",2203000,"Powiat człuchowski",2018,2.8
"31777",2204000,"Powiat gdański",2018,1.7
