"","Kod","Nazwa","rok","UCZELNIE_CTAB_uczelnie_ogolem_ob"
"1",201000,"Powiat bolesławiecki",2012,0
"2",202000,"Powiat dzierżoniowski",2012,0
"3",203000,"Powiat głogowski",2012,1
"4",208000,"Powiat kłodzki",2012,1
"5",211000,"Powiat lubiński",2012,1
"6",213000,"Powiat milicki",2012,0
"7",216000,"Powiat polkowicki",2012,1
"8",219000,"Powiat świdnicki",2012,2
"9",221000,"Powiat wałbrzyski",2012,2
"10",224000,"Powiat ząbkowicki",2012,0
"11",225000,"Powiat zgorzelecki",2012,0
"12",261000,"Powiat m.Jelenia Góra",2012,2
"13",262000,"Powiat m.Legnica",2012,3
"14",264000,"Powiat m.Wrocław",2012,25
"15",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"16",402000,"Powiat brodnicki",2012,0
"17",407000,"Powiat inowrocławski",2012,0
"18",414000,"Powiat świecki",2012,1
"19",415000,"Powiat toruński",2012,0
"20",416000,"Powiat tucholski",2012,1
"21",461000,"Powiat m.Bydgoszcz",2012,8
"22",462000,"Powiat m.Grudziądz",2012,2
"23",463000,"Powiat m.Toruń",2012,6
"24",464000,"Powiat m.Włocławek",2012,3
"25",602000,"Powiat biłgorajski",2012,0
"26",611000,"Powiat łukowski",2012,1
"27",614000,"Powiat puławski",2012,1
"28",616000,"Powiat rycki",2012,2
"29",618000,"Powiat tomaszowski",2012,0
"30",661000,"Powiat m.Biała Podlaska",2012,1
"31",662000,"Powiat m.Chełm",2012,2
"32",663000,"Powiat m.Lublin",2012,9
"33",664000,"Powiat m.Zamość",2012,3
"34",801000,"Powiat gorzowski",2012,1
"35",802000,"Powiat krośnieński",2012,0
"36",805000,"Powiat słubicki",2012,0
"37",809000,"Powiat zielonogórski",2012,1
"38",810000,"Powiat żagański",2012,0
"39",811000,"Powiat żarski",2012,1
"40",861000,"Powiat m.Gorzów Wielkopolski",2012,2
"41",862000,"Powiat m.Zielona Góra",2012,3
"42",1001000,"Powiat bełchatowski",2012,0
"43",1002000,"Powiat kutnowski",2012,1
"44",1005000,"Powiat łowicki",2012,1
"45",1008000,"Powiat pabianicki",2012,1
"46",1012000,"Powiat radomszczański",2012,0
"47",1014000,"Powiat sieradzki",2012,1
"48",1016000,"Powiat tomaszowski",2012,0
"49",1017000,"Powiat wieluński",2012,0
"50",1019000,"Powiat zduńskowolski",2012,0
"51",1061000,"Powiat m.Łódź",2012,22
"52",1062000,"Powiat m.Piotrków Trybunalski",2012,1
"53",1063000,"Powiat m.Skierniewice",2012,2
"54",1201000,"Powiat bocheński",2012,1
"55",1202000,"Powiat brzeski",2012,1
"56",1203000,"Powiat chrzanowski",2012,1
"57",1207000,"Powiat limanowski",2012,0
"58",1208000,"Powiat miechowski",2012,0
"59",1209000,"Powiat myślenicki",2012,0
"60",1211000,"Powiat nowotarski",2012,1
"61",1212000,"Powiat olkuski",2012,0
"62",1213000,"Powiat oświęcimski",2012,1
"63",1215000,"Powiat suski",2012,1
"64",1217000,"Powiat tatrzański",2012,0
"65",1261000,"Powiat m.Kraków",2012,22
"66",1262000,"Powiat m.Nowy Sącz",2012,3
"67",1263000,"Powiat m.Tarnów",2012,2
"68",1402000,"Powiat ciechanowski",2012,2
"69",1403000,"Powiat garwoliński",2012,0
"70",1405000,"Powiat grodziski",2012,2
"71",1406000,"Powiat grójecki",2012,0
"72",1412000,"Powiat miński",2012,1
"73",1413000,"Powiat mławski",2012,0
"74",1415000,"Powiat ostrołęcki",2012,0
"75",1416000,"Powiat ostrowski",2012,0
"76",1417000,"Powiat otwocki",2012,2
"77",1420000,"Powiat płoński",2012,0
"78",1421000,"Powiat pruszkowski",2012,1
"79",1422000,"Powiat przasnyski",2012,0
"80",1424000,"Powiat pułtuski",2012,1
"81",1426000,"Powiat siedlecki",2012,0
"82",1428000,"Powiat sochaczewski",2012,1
"83",1433000,"Powiat węgrowski",2012,0
"84",1434000,"Powiat wołomiński",2012,1
"85",1435000,"Powiat wyszkowski",2012,0
"86",1438000,"Powiat żyrardowski",2012,2
"87",1461000,"Powiat m.Ostrołęka",2012,2
"88",1462000,"Powiat m.Płock",2012,3
"89",1463000,"Powiat m.Radom",2012,7
"90",1464000,"Powiat m.Siedlce",2012,2
"91",1465000,"Powiat m. st. Warszawa",2012,81
"92",1601000,"Powiat brzeski",2012,1
"93",1603000,"Powiat kędzierzyńsko-kozielski",2012,0
"94",1607000,"Powiat nyski",2012,1
"95",1661000,"Powiat m.Opole",2012,4
"96",1803000,"Powiat dębicki",2012,0
"97",1804000,"Powiat jarosławski",2012,1
"98",1805000,"Powiat jasielski",2012,1
"99",1806000,"Powiat kolbuszowski",2012,0
"100",1811000,"Powiat mielecki",2012,0
"101",1812000,"Powiat niżański",2012,0
"102",1814000,"Powiat przeworski",2012,1
"103",1817000,"Powiat sanocki",2012,1
"104",1818000,"Powiat stalowowolski",2012,1
"105",1861000,"Powiat m.Krosno",2012,1
"106",1862000,"Powiat m.Przemyśl",2012,3
"107",1863000,"Powiat m.Rzeszów",2012,5
"108",1864000,"Powiat m.Tarnobrzeg",2012,1
"109",2001000,"Powiat augustowski",2012,0
"110",2005000,"Powiat hajnowski",2012,0
"111",2010000,"Powiat siemiatycki",2012,1
"112",2061000,"Powiat m.Białystok",2012,11
"113",2062000,"Powiat m.Łomża",2012,4
"114",2063000,"Powiat m.Suwałki",2012,2
"115",2202000,"Powiat chojnicki",2012,1
"116",2203000,"Powiat człuchowski",2012,0
"117",2205000,"Powiat kartuski",2012,0
"118",2206000,"Powiat kościerski",2012,0
"119",2207000,"Powiat kwidzyński",2012,1
"120",2208000,"Powiat lęborski",2012,0
"121",2209000,"Powiat malborski",2012,0
"122",2213000,"Powiat starogardzki",2012,1
"123",2214000,"Powiat tczewski",2012,0
"124",2215000,"Powiat wejherowski",2012,1
"125",2261000,"Powiat m.Gdańsk",2012,13
"126",2262000,"Powiat m.Gdynia",2012,7
"127",2263000,"Powiat m.Słupsk",2012,3
"128",2264000,"Powiat m.Sopot",2012,2
"129",2401000,"Powiat będziński",2012,0
"130",2403000,"Powiat cieszyński",2012,1
"131",2409000,"Powiat myszkowski",2012,0
"132",2411000,"Powiat raciborski",2012,1
"133",2413000,"Powiat tarnogórski",2012,0
"134",2415000,"Powiat wodzisławski",2012,0
"135",2416000,"Powiat zawierciański",2012,1
"136",2417000,"Powiat żywiecki",2012,1
"137",2461000,"Powiat m.Bielsko-Biała",2012,7
"138",2462000,"Powiat m.Bytom",2012,1
"139",2463000,"Powiat m.Chorzów",2012,2
"140",2464000,"Powiat m.Częstochowa",2012,6
"141",2465000,"Powiat m.Dąbrowa Górnicza",2012,2
"142",2466000,"Powiat m.Gliwice",2012,2
"143",2467000,"Powiat m.Jastrzębie-Zdrój",2012,0
"144",2468000,"Powiat m.Jaworzno",2012,0
"145",2469000,"Powiat m.Katowice",2012,15
"146",2470000,"Powiat m.Mysłowice",2012,1
"147",2472000,"Powiat m.Ruda Śląska",2012,1
"148",2473000,"Powiat m.Rybnik",2012,0
"149",2475000,"Powiat m.Sosnowiec",2012,3
"150",2477000,"Powiat m.Tychy",2012,1
"151",2478000,"Powiat m.Zabrze",2012,0
"152",2479000,"Powiat m.Żory",2012,0
"153",2607000,"Powiat ostrowiecki",2012,1
"154",2608000,"Powiat pińczowski",2012,1
"155",2609000,"Powiat sandomierski",2012,3
"156",2610000,"Powiat skarżyski",2012,0
"157",2611000,"Powiat starachowicki",2012,0
"158",2661000,"Powiat m.Kielce",2012,10
"159",2801000,"Powiat bartoszycki",2012,0
"160",2805000,"Powiat ełcki",2012,0
"161",2806000,"Powiat giżycki",2012,1
"162",2807000,"Powiat iławski",2012,0
"163",2808000,"Powiat kętrzyński",2012,0
"164",2813000,"Powiat olecki",2012,1
"165",2817000,"Powiat szczycieński",2012,1
"166",2861000,"Powiat m.Elbląg",2012,2
"167",2862000,"Powiat m.Olsztyn",2012,4
"168",3002000,"Powiat czarnkowsko-trzcianecki",2012,0
"169",3003000,"Powiat gnieźnieński",2012,2
"170",3006000,"Powiat jarociński",2012,1
"171",3007000,"Powiat kaliski",2012,0
"172",3008000,"Powiat kępiński",2012,0
"173",3009000,"Powiat kolski",2012,0
"174",3011000,"Powiat kościański",2012,0
"175",3015000,"Powiat nowotomyski",2012,0
"176",3017000,"Powiat ostrowski",2012,0
"177",3019000,"Powiat pilski",2012,2
"178",3021000,"Powiat poznański",2012,0
"179",3023000,"Powiat słupecki",2012,0
"180",3025000,"Powiat średzki",2012,1
"181",3026000,"Powiat śremski",2012,0
"182",3027000,"Powiat turecki",2012,0
"183",3028000,"Powiat wągrowiecki",2012,0
"184",3030000,"Powiat wrzesiński",2012,0
"185",3061000,"Powiat m.Kalisz",2012,1
"186",3062000,"Powiat m.Konin",2012,3
"187",3063000,"Powiat m.Leszno",2012,3
"188",3064000,"Powiat m.Poznań",2012,27
"189",3204000,"Powiat goleniowski",2012,0
"190",3205000,"Powiat gryficki",2012,0
"191",3208000,"Powiat kołobrzeski",2012,0
"192",3214000,"Powiat stargardzki",2012,1
"193",3215000,"Powiat szczecinecki",2012,0
"194",3217000,"Powiat wałecki",2012,1
"195",3261000,"Powiat m.Koszalin",2012,3
"196",3262000,"Powiat m.Szczecin",2012,15
"197",3263000,"Powiat m.Świnoujście",2012,0
"198",201000,"Powiat bolesławiecki",2013,0
"199",202000,"Powiat dzierżoniowski",2013,0
"200",203000,"Powiat głogowski",2013,1
"201",208000,"Powiat kłodzki",2013,1
"202",211000,"Powiat lubiński",2013,1
"203",213000,"Powiat milicki",2013,0
"204",216000,"Powiat polkowicki",2013,1
"205",219000,"Powiat świdnicki",2013,2
"206",221000,"Powiat wałbrzyski",2013,0
"207",224000,"Powiat ząbkowicki",2013,0
"208",225000,"Powiat zgorzelecki",2013,0
"209",261000,"Powiat m.Jelenia Góra",2013,1
"210",262000,"Powiat m.Legnica",2013,2
"211",264000,"Powiat m.Wrocław",2013,24
"212",265000,"Powiat m.Wałbrzych od 2013",2013,2
"213",402000,"Powiat brodnicki",2013,0
"214",407000,"Powiat inowrocławski",2013,0
"215",414000,"Powiat świecki",2013,1
"216",415000,"Powiat toruński",2013,0
"217",416000,"Powiat tucholski",2013,1
"218",461000,"Powiat m.Bydgoszcz",2013,9
"219",462000,"Powiat m.Grudziądz",2013,2
"220",463000,"Powiat m.Toruń",2013,6
"221",464000,"Powiat m.Włocławek",2013,3
"222",602000,"Powiat biłgorajski",2013,0
"223",611000,"Powiat łukowski",2013,1
"224",614000,"Powiat puławski",2013,1
"225",616000,"Powiat rycki",2013,2
"226",618000,"Powiat tomaszowski",2013,0
"227",661000,"Powiat m.Biała Podlaska",2013,1
"228",662000,"Powiat m.Chełm",2013,2
"229",663000,"Powiat m.Lublin",2013,9
"230",664000,"Powiat m.Zamość",2013,3
"231",801000,"Powiat gorzowski",2013,1
"232",802000,"Powiat krośnieński",2013,0
"233",805000,"Powiat słubicki",2013,0
"234",809000,"Powiat zielonogórski",2013,1
"235",810000,"Powiat żagański",2013,0
"236",811000,"Powiat żarski",2013,1
"237",861000,"Powiat m.Gorzów Wielkopolski",2013,2
"238",862000,"Powiat m.Zielona Góra",2013,3
"239",1001000,"Powiat bełchatowski",2013,0
"240",1002000,"Powiat kutnowski",2013,1
"241",1005000,"Powiat łowicki",2013,1
"242",1008000,"Powiat pabianicki",2013,1
"243",1012000,"Powiat radomszczański",2013,0
"244",1014000,"Powiat sieradzki",2013,1
"245",1016000,"Powiat tomaszowski",2013,0
"246",1017000,"Powiat wieluński",2013,0
"247",1019000,"Powiat zduńskowolski",2013,0
"248",1061000,"Powiat m.Łódź",2013,22
"249",1062000,"Powiat m.Piotrków Trybunalski",2013,1
"250",1063000,"Powiat m.Skierniewice",2013,2
"251",1201000,"Powiat bocheński",2013,1
"252",1202000,"Powiat brzeski",2013,1
"253",1203000,"Powiat chrzanowski",2013,1
"254",1207000,"Powiat limanowski",2013,0
"255",1208000,"Powiat miechowski",2013,0
"256",1209000,"Powiat myślenicki",2013,0
"257",1211000,"Powiat nowotarski",2013,1
"258",1212000,"Powiat olkuski",2013,0
"259",1213000,"Powiat oświęcimski",2013,1
"260",1215000,"Powiat suski",2013,1
"261",1217000,"Powiat tatrzański",2013,0
"262",1261000,"Powiat m.Kraków",2013,21
"263",1262000,"Powiat m.Nowy Sącz",2013,3
"264",1263000,"Powiat m.Tarnów",2013,2
"265",1402000,"Powiat ciechanowski",2013,2
"266",1403000,"Powiat garwoliński",2013,0
"267",1405000,"Powiat grodziski",2013,2
"268",1406000,"Powiat grójecki",2013,0
"269",1412000,"Powiat miński",2013,1
"270",1413000,"Powiat mławski",2013,0
"271",1415000,"Powiat ostrołęcki",2013,0
"272",1416000,"Powiat ostrowski",2013,0
"273",1417000,"Powiat otwocki",2013,2
"274",1420000,"Powiat płoński",2013,0
"275",1421000,"Powiat pruszkowski",2013,1
"276",1422000,"Powiat przasnyski",2013,0
"277",1424000,"Powiat pułtuski",2013,1
"278",1426000,"Powiat siedlecki",2013,0
"279",1428000,"Powiat sochaczewski",2013,1
"280",1433000,"Powiat węgrowski",2013,0
"281",1434000,"Powiat wołomiński",2013,2
"282",1435000,"Powiat wyszkowski",2013,0
"283",1438000,"Powiat żyrardowski",2013,2
"284",1461000,"Powiat m.Ostrołęka",2013,2
"285",1462000,"Powiat m.Płock",2013,3
"286",1463000,"Powiat m.Radom",2013,7
"287",1464000,"Powiat m.Siedlce",2013,2
"288",1465000,"Powiat m. st. Warszawa",2013,79
"289",1601000,"Powiat brzeski",2013,1
"290",1603000,"Powiat kędzierzyńsko-kozielski",2013,0
"291",1607000,"Powiat nyski",2013,1
"292",1661000,"Powiat m.Opole",2013,4
"293",1803000,"Powiat dębicki",2013,0
"294",1804000,"Powiat jarosławski",2013,1
"295",1805000,"Powiat jasielski",2013,1
"296",1806000,"Powiat kolbuszowski",2013,0
"297",1811000,"Powiat mielecki",2013,0
"298",1812000,"Powiat niżański",2013,0
"299",1814000,"Powiat przeworski",2013,1
"300",1817000,"Powiat sanocki",2013,1
"301",1818000,"Powiat stalowowolski",2013,1
"302",1861000,"Powiat m.Krosno",2013,1
"303",1862000,"Powiat m.Przemyśl",2013,3
"304",1863000,"Powiat m.Rzeszów",2013,5
"305",1864000,"Powiat m.Tarnobrzeg",2013,1
"306",2001000,"Powiat augustowski",2013,0
"307",2005000,"Powiat hajnowski",2013,0
"308",2010000,"Powiat siemiatycki",2013,1
"309",2061000,"Powiat m.Białystok",2013,11
"310",2062000,"Powiat m.Łomża",2013,4
"311",2063000,"Powiat m.Suwałki",2013,2
"312",2202000,"Powiat chojnicki",2013,1
"313",2203000,"Powiat człuchowski",2013,0
"314",2205000,"Powiat kartuski",2013,0
"315",2206000,"Powiat kościerski",2013,0
"316",2207000,"Powiat kwidzyński",2013,1
"317",2208000,"Powiat lęborski",2013,0
"318",2209000,"Powiat malborski",2013,0
"319",2213000,"Powiat starogardzki",2013,1
"320",2214000,"Powiat tczewski",2013,0
"321",2215000,"Powiat wejherowski",2013,1
"322",2261000,"Powiat m.Gdańsk",2013,13
"323",2262000,"Powiat m.Gdynia",2013,5
"324",2263000,"Powiat m.Słupsk",2013,3
"325",2264000,"Powiat m.Sopot",2013,2
"326",2401000,"Powiat będziński",2013,0
"327",2403000,"Powiat cieszyński",2013,1
"328",2409000,"Powiat myszkowski",2013,0
"329",2411000,"Powiat raciborski",2013,1
"330",2413000,"Powiat tarnogórski",2013,0
"331",2415000,"Powiat wodzisławski",2013,0
"332",2416000,"Powiat zawierciański",2013,0
"333",2417000,"Powiat żywiecki",2013,1
"334",2461000,"Powiat m.Bielsko-Biała",2013,6
"335",2462000,"Powiat m.Bytom",2013,1
"336",2463000,"Powiat m.Chorzów",2013,2
"337",2464000,"Powiat m.Częstochowa",2013,6
"338",2465000,"Powiat m.Dąbrowa Górnicza",2013,2
"339",2466000,"Powiat m.Gliwice",2013,2
"340",2467000,"Powiat m.Jastrzębie-Zdrój",2013,0
"341",2468000,"Powiat m.Jaworzno",2013,0
"342",2469000,"Powiat m.Katowice",2013,15
"343",2470000,"Powiat m.Mysłowice",2013,1
"344",2472000,"Powiat m.Ruda Śląska",2013,1
"345",2473000,"Powiat m.Rybnik",2013,0
"346",2475000,"Powiat m.Sosnowiec",2013,2
"347",2477000,"Powiat m.Tychy",2013,0
"348",2478000,"Powiat m.Zabrze",2013,0
"349",2479000,"Powiat m.Żory",2013,0
"350",2607000,"Powiat ostrowiecki",2013,1
"351",2608000,"Powiat pińczowski",2013,1
"352",2609000,"Powiat sandomierski",2013,3
"353",2610000,"Powiat skarżyski",2013,0
"354",2611000,"Powiat starachowicki",2013,0
"355",2661000,"Powiat m.Kielce",2013,10
"356",2801000,"Powiat bartoszycki",2013,0
"357",2805000,"Powiat ełcki",2013,0
"358",2806000,"Powiat giżycki",2013,0
"359",2807000,"Powiat iławski",2013,0
"360",2808000,"Powiat kętrzyński",2013,0
"361",2813000,"Powiat olecki",2013,0
"362",2817000,"Powiat szczycieński",2013,1
"363",2861000,"Powiat m.Elbląg",2013,2
"364",2862000,"Powiat m.Olsztyn",2013,4
"365",3002000,"Powiat czarnkowsko-trzcianecki",2013,0
"366",3003000,"Powiat gnieźnieński",2013,2
"367",3006000,"Powiat jarociński",2013,1
"368",3007000,"Powiat kaliski",2013,0
"369",3008000,"Powiat kępiński",2013,0
"370",3009000,"Powiat kolski",2013,0
"371",3011000,"Powiat kościański",2013,0
"372",3015000,"Powiat nowotomyski",2013,0
"373",3017000,"Powiat ostrowski",2013,0
"374",3019000,"Powiat pilski",2013,2
"375",3021000,"Powiat poznański",2013,0
"376",3023000,"Powiat słupecki",2013,0
"377",3025000,"Powiat średzki",2013,1
"378",3026000,"Powiat śremski",2013,0
"379",3027000,"Powiat turecki",2013,0
"380",3028000,"Powiat wągrowiecki",2013,0
"381",3030000,"Powiat wrzesiński",2013,0
"382",3061000,"Powiat m.Kalisz",2013,1
"383",3062000,"Powiat m.Konin",2013,3
"384",3063000,"Powiat m.Leszno",2013,3
"385",3064000,"Powiat m.Poznań",2013,26
"386",3204000,"Powiat goleniowski",2013,0
"387",3205000,"Powiat gryficki",2013,0
"388",3208000,"Powiat kołobrzeski",2013,0
"389",3214000,"Powiat stargardzki",2013,1
"390",3215000,"Powiat szczecinecki",2013,0
"391",3217000,"Powiat wałecki",2013,1
"392",3261000,"Powiat m.Koszalin",2013,3
"393",3262000,"Powiat m.Szczecin",2013,13
"394",3263000,"Powiat m.Świnoujście",2013,0
"395",201000,"Powiat bolesławiecki",2014,0
"396",202000,"Powiat dzierżoniowski",2014,0
"397",203000,"Powiat głogowski",2014,1
"398",208000,"Powiat kłodzki",2014,1
"399",211000,"Powiat lubiński",2014,1
"400",213000,"Powiat milicki",2014,0
"401",216000,"Powiat polkowicki",2014,1
"402",219000,"Powiat świdnicki",2014,2
"403",221000,"Powiat wałbrzyski",2014,0
"404",224000,"Powiat ząbkowicki",2014,0
"405",225000,"Powiat zgorzelecki",2014,0
"406",261000,"Powiat m.Jelenia Góra",2014,2
"407",262000,"Powiat m.Legnica",2014,3
"408",264000,"Powiat m.Wrocław",2014,25
"409",265000,"Powiat m.Wałbrzych od 2013",2014,2
"410",402000,"Powiat brodnicki",2014,0
"411",407000,"Powiat inowrocławski",2014,0
"412",414000,"Powiat świecki",2014,1
"413",415000,"Powiat toruński",2014,0
"414",416000,"Powiat tucholski",2014,1
"415",461000,"Powiat m.Bydgoszcz",2014,8
"416",462000,"Powiat m.Grudziądz",2014,2
"417",463000,"Powiat m.Toruń",2014,6
"418",464000,"Powiat m.Włocławek",2014,3
"419",602000,"Powiat biłgorajski",2014,0
"420",611000,"Powiat łukowski",2014,1
"421",614000,"Powiat puławski",2014,0
"422",616000,"Powiat rycki",2014,2
"423",618000,"Powiat tomaszowski",2014,0
"424",661000,"Powiat m.Biała Podlaska",2014,1
"425",662000,"Powiat m.Chełm",2014,2
"426",663000,"Powiat m.Lublin",2014,9
"427",664000,"Powiat m.Zamość",2014,3
"428",801000,"Powiat gorzowski",2014,1
"429",802000,"Powiat krośnieński",2014,0
"430",805000,"Powiat słubicki",2014,0
"431",809000,"Powiat zielonogórski",2014,1
"432",810000,"Powiat żagański",2014,0
"433",811000,"Powiat żarski",2014,1
"434",861000,"Powiat m.Gorzów Wielkopolski",2014,2
"435",862000,"Powiat m.Zielona Góra",2014,3
"436",1001000,"Powiat bełchatowski",2014,0
"437",1002000,"Powiat kutnowski",2014,1
"438",1005000,"Powiat łowicki",2014,1
"439",1008000,"Powiat pabianicki",2014,1
"440",1012000,"Powiat radomszczański",2014,0
"441",1014000,"Powiat sieradzki",2014,1
"442",1016000,"Powiat tomaszowski",2014,0
"443",1017000,"Powiat wieluński",2014,0
"444",1019000,"Powiat zduńskowolski",2014,0
"445",1061000,"Powiat m.Łódź",2014,23
"446",1062000,"Powiat m.Piotrków Trybunalski",2014,1
"447",1063000,"Powiat m.Skierniewice",2014,2
"448",1201000,"Powiat bocheński",2014,0
"449",1202000,"Powiat brzeski",2014,0
"450",1203000,"Powiat chrzanowski",2014,1
"451",1207000,"Powiat limanowski",2014,0
"452",1208000,"Powiat miechowski",2014,0
"453",1209000,"Powiat myślenicki",2014,0
"454",1211000,"Powiat nowotarski",2014,1
"455",1212000,"Powiat olkuski",2014,0
"456",1213000,"Powiat oświęcimski",2014,1
"457",1215000,"Powiat suski",2014,1
"458",1217000,"Powiat tatrzański",2014,0
"459",1261000,"Powiat m.Kraków",2014,21
"460",1262000,"Powiat m.Nowy Sącz",2014,3
"461",1263000,"Powiat m.Tarnów",2014,3
"462",1402000,"Powiat ciechanowski",2014,2
"463",1403000,"Powiat garwoliński",2014,0
"464",1405000,"Powiat grodziski",2014,2
"465",1406000,"Powiat grójecki",2014,0
"466",1412000,"Powiat miński",2014,1
"467",1413000,"Powiat mławski",2014,0
"468",1415000,"Powiat ostrołęcki",2014,0
"469",1416000,"Powiat ostrowski",2014,0
"470",1417000,"Powiat otwocki",2014,2
"471",1420000,"Powiat płoński",2014,0
"472",1421000,"Powiat pruszkowski",2014,1
"473",1422000,"Powiat przasnyski",2014,0
"474",1424000,"Powiat pułtuski",2014,1
"475",1426000,"Powiat siedlecki",2014,0
"476",1428000,"Powiat sochaczewski",2014,1
"477",1433000,"Powiat węgrowski",2014,0
"478",1434000,"Powiat wołomiński",2014,2
"479",1435000,"Powiat wyszkowski",2014,0
"480",1438000,"Powiat żyrardowski",2014,1
"481",1461000,"Powiat m.Ostrołęka",2014,2
"482",1462000,"Powiat m.Płock",2014,3
"483",1463000,"Powiat m.Radom",2014,7
"484",1464000,"Powiat m.Siedlce",2014,2
"485",1465000,"Powiat m. st. Warszawa",2014,78
"486",1601000,"Powiat brzeski",2014,1
"487",1603000,"Powiat kędzierzyńsko-kozielski",2014,0
"488",1607000,"Powiat nyski",2014,1
"489",1661000,"Powiat m.Opole",2014,4
"490",1803000,"Powiat dębicki",2014,0
"491",1804000,"Powiat jarosławski",2014,1
"492",1805000,"Powiat jasielski",2014,1
"493",1806000,"Powiat kolbuszowski",2014,0
"494",1811000,"Powiat mielecki",2014,0
"495",1812000,"Powiat niżański",2014,0
"496",1814000,"Powiat przeworski",2014,1
"497",1817000,"Powiat sanocki",2014,1
"498",1818000,"Powiat stalowowolski",2014,1
"499",1861000,"Powiat m.Krosno",2014,1
"500",1862000,"Powiat m.Przemyśl",2014,3
"501",1863000,"Powiat m.Rzeszów",2014,4
"502",1864000,"Powiat m.Tarnobrzeg",2014,1
"503",2001000,"Powiat augustowski",2014,0
"504",2005000,"Powiat hajnowski",2014,0
"505",2010000,"Powiat siemiatycki",2014,1
"506",2061000,"Powiat m.Białystok",2014,10
"507",2062000,"Powiat m.Łomża",2014,4
"508",2063000,"Powiat m.Suwałki",2014,1
"509",2202000,"Powiat chojnicki",2014,1
"510",2203000,"Powiat człuchowski",2014,0
"511",2205000,"Powiat kartuski",2014,0
"512",2206000,"Powiat kościerski",2014,0
"513",2207000,"Powiat kwidzyński",2014,1
"514",2208000,"Powiat lęborski",2014,0
"515",2209000,"Powiat malborski",2014,0
"516",2213000,"Powiat starogardzki",2014,1
"517",2214000,"Powiat tczewski",2014,0
"518",2215000,"Powiat wejherowski",2014,1
"519",2261000,"Powiat m.Gdańsk",2014,13
"520",2262000,"Powiat m.Gdynia",2014,5
"521",2263000,"Powiat m.Słupsk",2014,3
"522",2264000,"Powiat m.Sopot",2014,2
"523",2401000,"Powiat będziński",2014,0
"524",2403000,"Powiat cieszyński",2014,1
"525",2409000,"Powiat myszkowski",2014,0
"526",2411000,"Powiat raciborski",2014,1
"527",2413000,"Powiat tarnogórski",2014,0
"528",2415000,"Powiat wodzisławski",2014,0
"529",2416000,"Powiat zawierciański",2014,0
"530",2417000,"Powiat żywiecki",2014,1
"531",2461000,"Powiat m.Bielsko-Biała",2014,7
"532",2462000,"Powiat m.Bytom",2014,1
"533",2463000,"Powiat m.Chorzów",2014,2
"534",2464000,"Powiat m.Częstochowa",2014,6
"535",2465000,"Powiat m.Dąbrowa Górnicza",2014,2
"536",2466000,"Powiat m.Gliwice",2014,2
"537",2467000,"Powiat m.Jastrzębie-Zdrój",2014,0
"538",2468000,"Powiat m.Jaworzno",2014,0
"539",2469000,"Powiat m.Katowice",2014,14
"540",2470000,"Powiat m.Mysłowice",2014,1
"541",2472000,"Powiat m.Ruda Śląska",2014,1
"542",2473000,"Powiat m.Rybnik",2014,0
"543",2475000,"Powiat m.Sosnowiec",2014,2
"544",2477000,"Powiat m.Tychy",2014,0
"545",2478000,"Powiat m.Zabrze",2014,0
"546",2479000,"Powiat m.Żory",2014,0
"547",2607000,"Powiat ostrowiecki",2014,1
"548",2608000,"Powiat pińczowski",2014,1
"549",2609000,"Powiat sandomierski",2014,3
"550",2610000,"Powiat skarżyski",2014,0
"551",2611000,"Powiat starachowicki",2014,0
"552",2661000,"Powiat m.Kielce",2014,10
"553",2801000,"Powiat bartoszycki",2014,0
"554",2805000,"Powiat ełcki",2014,0
"555",2806000,"Powiat giżycki",2014,0
"556",2807000,"Powiat iławski",2014,0
"557",2808000,"Powiat kętrzyński",2014,0
"558",2813000,"Powiat olecki",2014,0
"559",2817000,"Powiat szczycieński",2014,1
"560",2861000,"Powiat m.Elbląg",2014,2
"561",2862000,"Powiat m.Olsztyn",2014,4
"562",3002000,"Powiat czarnkowsko-trzcianecki",2014,0
"563",3003000,"Powiat gnieźnieński",2014,2
"564",3006000,"Powiat jarociński",2014,1
"565",3007000,"Powiat kaliski",2014,0
"566",3008000,"Powiat kępiński",2014,0
"567",3009000,"Powiat kolski",2014,0
"568",3011000,"Powiat kościański",2014,0
"569",3015000,"Powiat nowotomyski",2014,0
"570",3017000,"Powiat ostrowski",2014,0
"571",3019000,"Powiat pilski",2014,2
"572",3021000,"Powiat poznański",2014,0
"573",3023000,"Powiat słupecki",2014,0
"574",3025000,"Powiat średzki",2014,1
"575",3026000,"Powiat śremski",2014,0
"576",3027000,"Powiat turecki",2014,0
"577",3028000,"Powiat wągrowiecki",2014,0
"578",3030000,"Powiat wrzesiński",2014,0
"579",3061000,"Powiat m.Kalisz",2014,1
"580",3062000,"Powiat m.Konin",2014,3
"581",3063000,"Powiat m.Leszno",2014,3
"582",3064000,"Powiat m.Poznań",2014,25
"583",3204000,"Powiat goleniowski",2014,0
"584",3205000,"Powiat gryficki",2014,0
"585",3208000,"Powiat kołobrzeski",2014,0
"586",3214000,"Powiat stargardzki",2014,1
"587",3215000,"Powiat szczecinecki",2014,0
"588",3217000,"Powiat wałecki",2014,1
"589",3261000,"Powiat m.Koszalin",2014,3
"590",3262000,"Powiat m.Szczecin",2014,14
"591",3263000,"Powiat m.Świnoujście",2014,0
