"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_bieZace_ogolem_zl"
"21292",1821000,"Powiat leski",2003,NA
"21293",2001000,"Powiat augustowski",2003,NA
"21294",2002000,"Powiat białostocki",2003,NA
"21295",2003000,"Powiat bielski",2003,NA
"21296",2004000,"Powiat grajewski",2003,NA
"21297",2005000,"Powiat hajnowski",2003,NA
"21298",2006000,"Powiat kolneński",2003,NA
"21299",2007000,"Powiat łomżyński",2003,NA
"21300",2008000,"Powiat moniecki",2003,NA
"21301",2009000,"Powiat sejneński",2003,NA
"21302",2010000,"Powiat siemiatycki",2003,NA
"21303",2011000,"Powiat sokólski",2003,NA
"21304",2012000,"Powiat suwalski",2003,NA
"21305",2013000,"Powiat wysokomazowiecki",2003,NA
"21306",2014000,"Powiat zambrowski",2003,NA
"21307",2201000,"Powiat bytowski",2003,NA
"21308",2202000,"Powiat chojnicki",2003,NA
"21309",2203000,"Powiat człuchowski",2003,NA
"21310",2204000,"Powiat gdański",2003,NA
"21311",2205000,"Powiat kartuski",2003,NA
"21312",2206000,"Powiat kościerski",2003,NA
"21313",2207000,"Powiat kwidzyński",2003,NA
"21314",2208000,"Powiat lęborski",2003,NA
"21315",2209000,"Powiat malborski",2003,NA
"21316",2210000,"Powiat nowodworski",2003,NA
"21317",2211000,"Powiat pucki",2003,NA
"21318",2212000,"Powiat słupski",2003,NA
"21319",2213000,"Powiat starogardzki",2003,NA
"21320",2214000,"Powiat tczewski",2003,NA
"21321",2215000,"Powiat wejherowski",2003,NA
"21322",2216000,"Powiat sztumski",2003,NA
"21323",2401000,"Powiat będziński",2003,NA
"21324",2402000,"Powiat bielski",2003,NA
"21325",2403000,"Powiat cieszyński",2003,NA
"21326",2404000,"Powiat częstochowski",2003,NA
"21327",2405000,"Powiat gliwicki",2003,NA
"21328",2406000,"Powiat kłobucki",2003,NA
"21329",2407000,"Powiat lubliniecki",2003,NA
"21330",2408000,"Powiat mikołowski",2003,NA
"21331",2409000,"Powiat myszkowski",2003,NA
"21332",2410000,"Powiat pszczyński",2003,NA
"21333",2411000,"Powiat raciborski",2003,NA
"21334",2412000,"Powiat rybnicki",2003,NA
"21335",2413000,"Powiat tarnogórski",2003,NA
"21336",2414000,"Powiat bieruńsko-lędziński",2003,NA
"21337",2415000,"Powiat wodzisławski",2003,NA
"21338",2416000,"Powiat zawierciański",2003,NA
"21339",2417000,"Powiat żywiecki",2003,NA
"21340",2601000,"Powiat buski",2003,NA
"21341",2602000,"Powiat jędrzejowski",2003,NA
"21342",2603000,"Powiat kazimierski",2003,NA
"21343",2604000,"Powiat kielecki",2003,NA
"21344",2605000,"Powiat konecki",2003,NA
"21345",2606000,"Powiat opatowski",2003,NA
"21346",2607000,"Powiat ostrowiecki",2003,NA
"21347",2608000,"Powiat pińczowski",2003,NA
"21348",2609000,"Powiat sandomierski",2003,NA
"21349",2610000,"Powiat skarżyski",2003,NA
"21350",2611000,"Powiat starachowicki",2003,NA
"21351",2612000,"Powiat staszowski",2003,NA
"21352",2613000,"Powiat włoszczowski",2003,NA
"21353",2801000,"Powiat bartoszycki",2003,NA
"21354",2802000,"Powiat braniewski",2003,NA
"21355",2803000,"Powiat działdowski",2003,NA
"21356",2804000,"Powiat elbląski",2003,NA
"21357",2805000,"Powiat ełcki",2003,NA
"21358",2806000,"Powiat giżycki",2003,NA
"21359",2807000,"Powiat iławski",2003,NA
"21360",2808000,"Powiat kętrzyński",2003,NA
"21361",2809000,"Powiat lidzbarski",2003,NA
"21362",2810000,"Powiat mrągowski",2003,NA
"21363",2811000,"Powiat nidzicki",2003,NA
"21364",2812000,"Powiat nowomiejski",2003,NA
"21365",2813000,"Powiat olecki",2003,NA
"21366",2814000,"Powiat olsztyński",2003,NA
"21367",2815000,"Powiat ostródzki",2003,NA
"21368",2816000,"Powiat piski",2003,NA
"21369",2817000,"Powiat szczycieński",2003,NA
"21370",2818000,"Powiat gołdapski",2003,NA
"21371",2819000,"Powiat węgorzewski",2003,NA
"21372",3001000,"Powiat chodzieski",2003,NA
"21373",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"21374",3003000,"Powiat gnieźnieński",2003,NA
"21375",3004000,"Powiat gostyński",2003,NA
"21376",3005000,"Powiat grodziski",2003,NA
"21377",3006000,"Powiat jarociński",2003,NA
"21378",3007000,"Powiat kaliski",2003,NA
"21379",3008000,"Powiat kępiński",2003,NA
"21380",3009000,"Powiat kolski",2003,NA
"21381",3010000,"Powiat koniński",2003,NA
"21382",3011000,"Powiat kościański",2003,NA
"21383",3012000,"Powiat krotoszyński",2003,NA
"21384",3013000,"Powiat leszczyński",2003,NA
"21385",3014000,"Powiat międzychodzki",2003,NA
"21386",3015000,"Powiat nowotomyski",2003,NA
"21387",3016000,"Powiat obornicki",2003,NA
"21388",3017000,"Powiat ostrowski",2003,NA
"21389",3018000,"Powiat ostrzeszowski",2003,NA
"21390",3019000,"Powiat pilski",2003,NA
"21391",3020000,"Powiat pleszewski",2003,NA
"21392",3021000,"Powiat poznański",2003,NA
"21393",3022000,"Powiat rawicki",2003,NA
"21394",3023000,"Powiat słupecki",2003,NA
"21395",3024000,"Powiat szamotulski",2003,NA
"21396",3025000,"Powiat średzki",2003,NA
"21397",3026000,"Powiat śremski",2003,NA
"21398",3027000,"Powiat turecki",2003,NA
"21399",3028000,"Powiat wągrowiecki",2003,NA
"21400",3029000,"Powiat wolsztyński",2003,NA
"21401",3030000,"Powiat wrzesiński",2003,NA
"21402",3031000,"Powiat złotowski",2003,NA
"21403",3201000,"Powiat białogardzki",2003,NA
"21404",3202000,"Powiat choszczeński",2003,NA
"21405",3203000,"Powiat drawski",2003,NA
"21406",3204000,"Powiat goleniowski",2003,NA
"21407",3205000,"Powiat gryficki",2003,NA
"21408",3206000,"Powiat gryfiński",2003,NA
"21409",3207000,"Powiat kamieński",2003,NA
"21410",3208000,"Powiat kołobrzeski",2003,NA
"21411",3209000,"Powiat koszaliński",2003,NA
"21412",3210000,"Powiat myśliborski",2003,NA
"21413",3211000,"Powiat policki",2003,NA
"21414",3212000,"Powiat pyrzycki",2003,NA
"21415",3213000,"Powiat sławieński",2003,NA
"21416",3214000,"Powiat stargardzki",2003,NA
"21417",3215000,"Powiat szczecinecki",2003,NA
"21418",3216000,"Powiat świdwiński",2003,NA
"21419",3217000,"Powiat wałecki",2003,NA
"21420",3218000,"Powiat łobeski",2003,NA
"21421",201000,"Powiat bolesławiecki",2004,NA
"21422",202000,"Powiat dzierżoniowski",2004,NA
"21423",203000,"Powiat głogowski",2004,NA
"21424",204000,"Powiat górowski",2004,NA
"21425",205000,"Powiat jaworski",2004,NA
"21426",206000,"Powiat jeleniogórski",2004,NA
"21427",207000,"Powiat kamiennogórski",2004,NA
"21428",208000,"Powiat kłodzki",2004,NA
"21429",209000,"Powiat legnicki",2004,NA
"21430",210000,"Powiat lubański",2004,NA
"21431",211000,"Powiat lubiński",2004,NA
"21432",212000,"Powiat lwówecki",2004,NA
"21433",213000,"Powiat milicki",2004,NA
"21434",214000,"Powiat oleśnicki",2004,NA
"21435",215000,"Powiat oławski",2004,NA
"21436",216000,"Powiat polkowicki",2004,NA
"21437",217000,"Powiat strzeliński",2004,NA
"21438",218000,"Powiat średzki",2004,NA
"21439",219000,"Powiat świdnicki",2004,NA
"21440",220000,"Powiat trzebnicki",2004,NA
"21441",221000,"Powiat wałbrzyski",2004,NA
"21442",222000,"Powiat wołowski",2004,NA
"21443",223000,"Powiat wrocławski",2004,NA
"21444",224000,"Powiat ząbkowicki",2004,NA
"21445",225000,"Powiat zgorzelecki",2004,NA
"21446",226000,"Powiat złotoryjski",2004,NA
"21447",401000,"Powiat aleksandrowski",2004,NA
"21448",402000,"Powiat brodnicki",2004,NA
"21449",403000,"Powiat bydgoski",2004,NA
"21450",404000,"Powiat chełmiński",2004,NA
"21451",405000,"Powiat golubsko-dobrzyński",2004,NA
"21452",406000,"Powiat grudziądzki",2004,NA
"21453",407000,"Powiat inowrocławski",2004,NA
"21454",408000,"Powiat lipnowski",2004,NA
"21455",409000,"Powiat mogileński",2004,NA
"21456",410000,"Powiat nakielski",2004,NA
"21457",411000,"Powiat radziejowski",2004,NA
"21458",412000,"Powiat rypiński",2004,NA
"21459",413000,"Powiat sępoleński",2004,NA
"21460",414000,"Powiat świecki",2004,NA
"21461",415000,"Powiat toruński",2004,NA
"21462",416000,"Powiat tucholski",2004,NA
"21463",417000,"Powiat wąbrzeski",2004,NA
"21464",418000,"Powiat włocławski",2004,NA
"21465",419000,"Powiat żniński",2004,NA
"21466",601000,"Powiat bialski",2004,NA
"21467",602000,"Powiat biłgorajski",2004,NA
"21468",603000,"Powiat chełmski",2004,NA
"21469",604000,"Powiat hrubieszowski",2004,NA
"21470",605000,"Powiat janowski",2004,NA
"21471",606000,"Powiat krasnostawski",2004,NA
"21472",607000,"Powiat kraśnicki",2004,NA
"21473",608000,"Powiat lubartowski",2004,NA
"21474",609000,"Powiat lubelski",2004,NA
"21475",610000,"Powiat łęczyński",2004,NA
"21476",611000,"Powiat łukowski",2004,NA
"21477",612000,"Powiat opolski",2004,NA
"21478",613000,"Powiat parczewski",2004,NA
"21479",614000,"Powiat puławski",2004,NA
"21480",615000,"Powiat radzyński",2004,NA
"21481",616000,"Powiat rycki",2004,NA
"21482",617000,"Powiat świdnicki",2004,NA
"21483",618000,"Powiat tomaszowski",2004,NA
"21484",619000,"Powiat włodawski",2004,NA
"21485",620000,"Powiat zamojski",2004,NA
"21486",801000,"Powiat gorzowski",2004,NA
"21487",802000,"Powiat krośnieński",2004,NA
"21488",803000,"Powiat międzyrzecki",2004,NA
"21489",804000,"Powiat nowosolski",2004,NA
"21490",805000,"Powiat słubicki",2004,NA
"21491",806000,"Powiat strzelecko-drezdenecki",2004,NA
"21492",807000,"Powiat sulęciński",2004,NA
"21493",808000,"Powiat świebodziński",2004,NA
"21494",809000,"Powiat zielonogórski",2004,NA
"21495",810000,"Powiat żagański",2004,NA
"21496",811000,"Powiat żarski",2004,NA
"21497",812000,"Powiat wschowski",2004,NA
"21498",1001000,"Powiat bełchatowski",2004,NA
"21499",1002000,"Powiat kutnowski",2004,NA
"21500",1003000,"Powiat łaski",2004,NA
"21501",1004000,"Powiat łęczycki",2004,NA
"21502",1005000,"Powiat łowicki",2004,NA
"21503",1006000,"Powiat łódzki wschodni",2004,NA
"21504",1007000,"Powiat opoczyński",2004,NA
"21505",1008000,"Powiat pabianicki",2004,NA
"21506",1009000,"Powiat pajęczański",2004,NA
"21507",1010000,"Powiat piotrkowski",2004,NA
"21508",1011000,"Powiat poddębicki",2004,NA
"21509",1012000,"Powiat radomszczański",2004,NA
"21510",1013000,"Powiat rawski",2004,NA
"21511",1014000,"Powiat sieradzki",2004,NA
"21512",1015000,"Powiat skierniewicki",2004,NA
"21513",1016000,"Powiat tomaszowski",2004,NA
"21514",1017000,"Powiat wieluński",2004,NA
"21515",1018000,"Powiat wieruszowski",2004,NA
"21516",1019000,"Powiat zduńskowolski",2004,NA
"21517",1020000,"Powiat zgierski",2004,NA
"21518",1021000,"Powiat brzeziński",2004,NA
"21519",1201000,"Powiat bocheński",2004,NA
"21520",1202000,"Powiat brzeski",2004,NA
"21521",1203000,"Powiat chrzanowski",2004,NA
"21522",1204000,"Powiat dąbrowski",2004,NA
"21523",1205000,"Powiat gorlicki",2004,NA
"21524",1206000,"Powiat krakowski",2004,NA
"21525",1207000,"Powiat limanowski",2004,NA
"21526",1208000,"Powiat miechowski",2004,NA
"21527",1209000,"Powiat myślenicki",2004,NA
"21528",1210000,"Powiat nowosądecki",2004,NA
"21529",1211000,"Powiat nowotarski",2004,NA
"21530",1212000,"Powiat olkuski",2004,NA
"21531",1213000,"Powiat oświęcimski",2004,NA
"21532",1214000,"Powiat proszowicki",2004,NA
"21533",1215000,"Powiat suski",2004,NA
"21534",1216000,"Powiat tarnowski",2004,NA
"21535",1217000,"Powiat tatrzański",2004,NA
"21536",1218000,"Powiat wadowicki",2004,NA
"21537",1219000,"Powiat wielicki",2004,NA
"21538",1401000,"Powiat białobrzeski",2004,NA
"21539",1402000,"Powiat ciechanowski",2004,NA
"21540",1403000,"Powiat garwoliński",2004,NA
"21541",1404000,"Powiat gostyniński",2004,NA
"21542",1405000,"Powiat grodziski",2004,NA
"21543",1406000,"Powiat grójecki",2004,NA
"21544",1407000,"Powiat kozienicki",2004,NA
"21545",1408000,"Powiat legionowski",2004,NA
"21546",1409000,"Powiat lipski",2004,NA
"21547",1410000,"Powiat łosicki",2004,NA
"21548",1411000,"Powiat makowski",2004,NA
"21549",1412000,"Powiat miński",2004,NA
"21550",1413000,"Powiat mławski",2004,NA
"21551",1414000,"Powiat nowodworski",2004,NA
"21552",1415000,"Powiat ostrołęcki",2004,NA
"21553",1416000,"Powiat ostrowski",2004,NA
"21554",1417000,"Powiat otwocki",2004,NA
"21555",1418000,"Powiat piaseczyński",2004,NA
"21556",1419000,"Powiat płocki",2004,NA
"21557",1420000,"Powiat płoński",2004,NA
"21558",1421000,"Powiat pruszkowski",2004,NA
"21559",1422000,"Powiat przasnyski",2004,NA
"21560",1423000,"Powiat przysuski",2004,NA
"21561",1424000,"Powiat pułtuski",2004,NA
"21562",1425000,"Powiat radomski",2004,NA
"21563",1426000,"Powiat siedlecki",2004,NA
"21564",1427000,"Powiat sierpecki",2004,NA
"21565",1428000,"Powiat sochaczewski",2004,NA
"21566",1429000,"Powiat sokołowski",2004,NA
"21567",1430000,"Powiat szydłowiecki",2004,NA
"21568",1431000,"Powiat warszawski",2004,NA
"21569",1432000,"Powiat warszawski zachodni",2004,NA
"21570",1433000,"Powiat węgrowski",2004,NA
"21571",1434000,"Powiat wołomiński",2004,NA
"21572",1435000,"Powiat wyszkowski",2004,NA
"21573",1436000,"Powiat zwoleński",2004,NA
"21574",1437000,"Powiat żuromiński",2004,NA
"21575",1438000,"Powiat żyrardowski",2004,NA
"21576",1601000,"Powiat brzeski",2004,NA
"21577",1602000,"Powiat głubczycki",2004,NA
"21578",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"21579",1604000,"Powiat kluczborski",2004,NA
"21580",1605000,"Powiat krapkowicki",2004,NA
"21581",1606000,"Powiat namysłowski",2004,NA
"21582",1607000,"Powiat nyski",2004,NA
"21583",1608000,"Powiat oleski",2004,NA
"21584",1609000,"Powiat opolski",2004,NA
"21585",1610000,"Powiat prudnicki",2004,NA
"21586",1611000,"Powiat strzelecki",2004,NA
"21587",1801000,"Powiat bieszczadzki",2004,NA
"21588",1802000,"Powiat brzozowski",2004,NA
"21589",1803000,"Powiat dębicki",2004,NA
"21590",1804000,"Powiat jarosławski",2004,NA
"21591",1805000,"Powiat jasielski",2004,NA
"21592",1806000,"Powiat kolbuszowski",2004,NA
"21593",1807000,"Powiat krośnieński",2004,NA
"21594",1808000,"Powiat leżajski",2004,NA
"21595",1809000,"Powiat lubaczowski",2004,NA
"21596",1810000,"Powiat łańcucki",2004,NA
"21597",1811000,"Powiat mielecki",2004,NA
"21598",1812000,"Powiat niżański",2004,NA
"21599",1813000,"Powiat przemyski",2004,NA
"21600",1814000,"Powiat przeworski",2004,NA
"21601",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"21602",1816000,"Powiat rzeszowski",2004,NA
"21603",1817000,"Powiat sanocki",2004,NA
"21604",1818000,"Powiat stalowowolski",2004,NA
"21605",1819000,"Powiat strzyżowski",2004,NA
"21606",1820000,"Powiat tarnobrzeski",2004,NA
"21607",1821000,"Powiat leski",2004,NA
"21608",2001000,"Powiat augustowski",2004,NA
"21609",2002000,"Powiat białostocki",2004,NA
"21610",2003000,"Powiat bielski",2004,NA
"21611",2004000,"Powiat grajewski",2004,NA
"21612",2005000,"Powiat hajnowski",2004,NA
"21613",2006000,"Powiat kolneński",2004,NA
"21614",2007000,"Powiat łomżyński",2004,NA
"21615",2008000,"Powiat moniecki",2004,NA
"21616",2009000,"Powiat sejneński",2004,NA
"21617",2010000,"Powiat siemiatycki",2004,NA
"21618",2011000,"Powiat sokólski",2004,NA
"21619",2012000,"Powiat suwalski",2004,NA
"21620",2013000,"Powiat wysokomazowiecki",2004,NA
"21621",2014000,"Powiat zambrowski",2004,NA
"21622",2201000,"Powiat bytowski",2004,NA
"21623",2202000,"Powiat chojnicki",2004,NA
"21624",2203000,"Powiat człuchowski",2004,NA
"21625",2204000,"Powiat gdański",2004,NA
"21626",2205000,"Powiat kartuski",2004,NA
"21627",2206000,"Powiat kościerski",2004,NA
"21628",2207000,"Powiat kwidzyński",2004,NA
"21629",2208000,"Powiat lęborski",2004,NA
"21630",2209000,"Powiat malborski",2004,NA
"21631",2210000,"Powiat nowodworski",2004,NA
"21632",2211000,"Powiat pucki",2004,NA
"21633",2212000,"Powiat słupski",2004,NA
"21634",2213000,"Powiat starogardzki",2004,NA
"21635",2214000,"Powiat tczewski",2004,NA
"21636",2215000,"Powiat wejherowski",2004,NA
"21637",2216000,"Powiat sztumski",2004,NA
"21638",2401000,"Powiat będziński",2004,NA
"21639",2402000,"Powiat bielski",2004,NA
"21640",2403000,"Powiat cieszyński",2004,NA
"21641",2404000,"Powiat częstochowski",2004,NA
"21642",2405000,"Powiat gliwicki",2004,NA
"21643",2406000,"Powiat kłobucki",2004,NA
"21644",2407000,"Powiat lubliniecki",2004,NA
"21645",2408000,"Powiat mikołowski",2004,NA
"21646",2409000,"Powiat myszkowski",2004,NA
"21647",2410000,"Powiat pszczyński",2004,NA
"21648",2411000,"Powiat raciborski",2004,NA
"21649",2412000,"Powiat rybnicki",2004,NA
"21650",2413000,"Powiat tarnogórski",2004,NA
"21651",2414000,"Powiat bieruńsko-lędziński",2004,NA
"21652",2415000,"Powiat wodzisławski",2004,NA
"21653",2416000,"Powiat zawierciański",2004,NA
"21654",2417000,"Powiat żywiecki",2004,NA
"21655",2601000,"Powiat buski",2004,NA
"21656",2602000,"Powiat jędrzejowski",2004,NA
"21657",2603000,"Powiat kazimierski",2004,NA
"21658",2604000,"Powiat kielecki",2004,NA
"21659",2605000,"Powiat konecki",2004,NA
"21660",2606000,"Powiat opatowski",2004,NA
"21661",2607000,"Powiat ostrowiecki",2004,NA
"21662",2608000,"Powiat pińczowski",2004,NA
"21663",2609000,"Powiat sandomierski",2004,NA
"21664",2610000,"Powiat skarżyski",2004,NA
"21665",2611000,"Powiat starachowicki",2004,NA
"21666",2612000,"Powiat staszowski",2004,NA
"21667",2613000,"Powiat włoszczowski",2004,NA
"21668",2801000,"Powiat bartoszycki",2004,NA
"21669",2802000,"Powiat braniewski",2004,NA
"21670",2803000,"Powiat działdowski",2004,NA
"21671",2804000,"Powiat elbląski",2004,NA
"21672",2805000,"Powiat ełcki",2004,NA
"21673",2806000,"Powiat giżycki",2004,NA
"21674",2807000,"Powiat iławski",2004,NA
"21675",2808000,"Powiat kętrzyński",2004,NA
"21676",2809000,"Powiat lidzbarski",2004,NA
"21677",2810000,"Powiat mrągowski",2004,NA
"21678",2811000,"Powiat nidzicki",2004,NA
"21679",2812000,"Powiat nowomiejski",2004,NA
"21680",2813000,"Powiat olecki",2004,NA
"21681",2814000,"Powiat olsztyński",2004,NA
"21682",2815000,"Powiat ostródzki",2004,NA
"21683",2816000,"Powiat piski",2004,NA
"21684",2817000,"Powiat szczycieński",2004,NA
"21685",2818000,"Powiat gołdapski",2004,NA
"21686",2819000,"Powiat węgorzewski",2004,NA
"21687",3001000,"Powiat chodzieski",2004,NA
"21688",3002000,"Powiat czarnkowsko-trzcianecki",2004,NA
"21689",3003000,"Powiat gnieźnieński",2004,NA
"21690",3004000,"Powiat gostyński",2004,NA
"21691",3005000,"Powiat grodziski",2004,NA
"21692",3006000,"Powiat jarociński",2004,NA
"21693",3007000,"Powiat kaliski",2004,NA
"21694",3008000,"Powiat kępiński",2004,NA
"21695",3009000,"Powiat kolski",2004,NA
"21696",3010000,"Powiat koniński",2004,NA
"21697",3011000,"Powiat kościański",2004,NA
"21698",3012000,"Powiat krotoszyński",2004,NA
"21699",3013000,"Powiat leszczyński",2004,NA
"21700",3014000,"Powiat międzychodzki",2004,NA
"21701",3015000,"Powiat nowotomyski",2004,NA
"21702",3016000,"Powiat obornicki",2004,NA
"21703",3017000,"Powiat ostrowski",2004,NA
"21704",3018000,"Powiat ostrzeszowski",2004,NA
"21705",3019000,"Powiat pilski",2004,NA
"21706",3020000,"Powiat pleszewski",2004,NA
"21707",3021000,"Powiat poznański",2004,NA
"21708",3022000,"Powiat rawicki",2004,NA
"21709",3023000,"Powiat słupecki",2004,NA
"21710",3024000,"Powiat szamotulski",2004,NA
"21711",3025000,"Powiat średzki",2004,NA
"21712",3026000,"Powiat śremski",2004,NA
"21713",3027000,"Powiat turecki",2004,NA
"21714",3028000,"Powiat wągrowiecki",2004,NA
"21715",3029000,"Powiat wolsztyński",2004,NA
"21716",3030000,"Powiat wrzesiński",2004,NA
"21717",3031000,"Powiat złotowski",2004,NA
"21718",3201000,"Powiat białogardzki",2004,NA
"21719",3202000,"Powiat choszczeński",2004,NA
"21720",3203000,"Powiat drawski",2004,NA
"21721",3204000,"Powiat goleniowski",2004,NA
"21722",3205000,"Powiat gryficki",2004,NA
"21723",3206000,"Powiat gryfiński",2004,NA
"21724",3207000,"Powiat kamieński",2004,NA
"21725",3208000,"Powiat kołobrzeski",2004,NA
"21726",3209000,"Powiat koszaliński",2004,NA
"21727",3210000,"Powiat myśliborski",2004,NA
"21728",3211000,"Powiat policki",2004,NA
"21729",3212000,"Powiat pyrzycki",2004,NA
"21730",3213000,"Powiat sławieński",2004,NA
"21731",3214000,"Powiat stargardzki",2004,NA
"21732",3215000,"Powiat szczecinecki",2004,NA
"21733",3216000,"Powiat świdwiński",2004,NA
"21734",3217000,"Powiat wałecki",2004,NA
"21735",3218000,"Powiat łobeski",2004,NA
"21736",201000,"Powiat bolesławiecki",2005,NA
"21737",202000,"Powiat dzierżoniowski",2005,NA
"21738",203000,"Powiat głogowski",2005,NA
"21739",204000,"Powiat górowski",2005,NA
"21740",205000,"Powiat jaworski",2005,NA
"21741",206000,"Powiat jeleniogórski",2005,NA
"21742",207000,"Powiat kamiennogórski",2005,NA
"21743",208000,"Powiat kłodzki",2005,NA
"21744",209000,"Powiat legnicki",2005,NA
"21745",210000,"Powiat lubański",2005,NA
"21746",211000,"Powiat lubiński",2005,NA
"21747",212000,"Powiat lwówecki",2005,NA
"21748",213000,"Powiat milicki",2005,NA
"21749",214000,"Powiat oleśnicki",2005,NA
"21750",215000,"Powiat oławski",2005,NA
"21751",216000,"Powiat polkowicki",2005,NA
"21752",217000,"Powiat strzeliński",2005,NA
"21753",218000,"Powiat średzki",2005,NA
"21754",219000,"Powiat świdnicki",2005,NA
"21755",220000,"Powiat trzebnicki",2005,NA
"21756",221000,"Powiat wałbrzyski",2005,NA
"21757",222000,"Powiat wołowski",2005,NA
"21758",223000,"Powiat wrocławski",2005,NA
"21759",224000,"Powiat ząbkowicki",2005,NA
"21760",225000,"Powiat zgorzelecki",2005,NA
"21761",226000,"Powiat złotoryjski",2005,NA
"21762",401000,"Powiat aleksandrowski",2005,NA
"21763",402000,"Powiat brodnicki",2005,NA
"21764",403000,"Powiat bydgoski",2005,NA
"21765",404000,"Powiat chełmiński",2005,NA
"21766",405000,"Powiat golubsko-dobrzyński",2005,NA
"21767",406000,"Powiat grudziądzki",2005,NA
"21768",407000,"Powiat inowrocławski",2005,NA
"21769",408000,"Powiat lipnowski",2005,NA
"21770",409000,"Powiat mogileński",2005,NA
"21771",410000,"Powiat nakielski",2005,NA
"21772",411000,"Powiat radziejowski",2005,NA
"21773",412000,"Powiat rypiński",2005,NA
"21774",413000,"Powiat sępoleński",2005,NA
"21775",414000,"Powiat świecki",2005,NA
"21776",415000,"Powiat toruński",2005,NA
"21777",416000,"Powiat tucholski",2005,NA
"21778",417000,"Powiat wąbrzeski",2005,NA
"21779",418000,"Powiat włocławski",2005,NA
"21780",419000,"Powiat żniński",2005,NA
"21781",601000,"Powiat bialski",2005,NA
"21782",602000,"Powiat biłgorajski",2005,NA
"21783",603000,"Powiat chełmski",2005,NA
"21784",604000,"Powiat hrubieszowski",2005,NA
"21785",605000,"Powiat janowski",2005,NA
"21786",606000,"Powiat krasnostawski",2005,NA
"21787",607000,"Powiat kraśnicki",2005,NA
"21788",608000,"Powiat lubartowski",2005,NA
"21789",609000,"Powiat lubelski",2005,NA
"21790",610000,"Powiat łęczyński",2005,NA
"21791",611000,"Powiat łukowski",2005,NA
"21792",612000,"Powiat opolski",2005,NA
"21793",613000,"Powiat parczewski",2005,NA
"21794",614000,"Powiat puławski",2005,NA
"21795",615000,"Powiat radzyński",2005,NA
"21796",616000,"Powiat rycki",2005,NA
"21797",617000,"Powiat świdnicki",2005,NA
"21798",618000,"Powiat tomaszowski",2005,NA
"21799",619000,"Powiat włodawski",2005,NA
"21800",620000,"Powiat zamojski",2005,NA
"21801",801000,"Powiat gorzowski",2005,NA
"21802",802000,"Powiat krośnieński",2005,NA
"21803",803000,"Powiat międzyrzecki",2005,NA
"21804",804000,"Powiat nowosolski",2005,NA
"21805",805000,"Powiat słubicki",2005,NA
"21806",806000,"Powiat strzelecko-drezdenecki",2005,NA
"21807",807000,"Powiat sulęciński",2005,NA
"21808",808000,"Powiat świebodziński",2005,NA
"21809",809000,"Powiat zielonogórski",2005,NA
"21810",810000,"Powiat żagański",2005,NA
"21811",811000,"Powiat żarski",2005,NA
"21812",812000,"Powiat wschowski",2005,NA
"21813",1001000,"Powiat bełchatowski",2005,NA
"21814",1002000,"Powiat kutnowski",2005,NA
"21815",1003000,"Powiat łaski",2005,NA
"21816",1004000,"Powiat łęczycki",2005,NA
"21817",1005000,"Powiat łowicki",2005,NA
"21818",1006000,"Powiat łódzki wschodni",2005,NA
"21819",1007000,"Powiat opoczyński",2005,NA
"21820",1008000,"Powiat pabianicki",2005,NA
"21821",1009000,"Powiat pajęczański",2005,NA
"21822",1010000,"Powiat piotrkowski",2005,NA
"21823",1011000,"Powiat poddębicki",2005,NA
"21824",1012000,"Powiat radomszczański",2005,NA
"21825",1013000,"Powiat rawski",2005,NA
"21826",1014000,"Powiat sieradzki",2005,NA
"21827",1015000,"Powiat skierniewicki",2005,NA
"21828",1016000,"Powiat tomaszowski",2005,NA
"21829",1017000,"Powiat wieluński",2005,NA
"21830",1018000,"Powiat wieruszowski",2005,NA
"21831",1019000,"Powiat zduńskowolski",2005,NA
"21832",1020000,"Powiat zgierski",2005,NA
"21833",1021000,"Powiat brzeziński",2005,NA
"21834",1201000,"Powiat bocheński",2005,NA
"21835",1202000,"Powiat brzeski",2005,NA
"21836",1203000,"Powiat chrzanowski",2005,NA
"21837",1204000,"Powiat dąbrowski",2005,NA
"21838",1205000,"Powiat gorlicki",2005,NA
"21839",1206000,"Powiat krakowski",2005,NA
"21840",1207000,"Powiat limanowski",2005,NA
"21841",1208000,"Powiat miechowski",2005,NA
"21842",1209000,"Powiat myślenicki",2005,NA
"21843",1210000,"Powiat nowosądecki",2005,NA
"21844",1211000,"Powiat nowotarski",2005,NA
"21845",1212000,"Powiat olkuski",2005,NA
"21846",1213000,"Powiat oświęcimski",2005,NA
"21847",1214000,"Powiat proszowicki",2005,NA
"21848",1215000,"Powiat suski",2005,NA
"21849",1216000,"Powiat tarnowski",2005,NA
"21850",1217000,"Powiat tatrzański",2005,NA
"21851",1218000,"Powiat wadowicki",2005,NA
"21852",1219000,"Powiat wielicki",2005,NA
"21853",1401000,"Powiat białobrzeski",2005,NA
"21854",1402000,"Powiat ciechanowski",2005,NA
"21855",1403000,"Powiat garwoliński",2005,NA
"21856",1404000,"Powiat gostyniński",2005,NA
"21857",1405000,"Powiat grodziski",2005,NA
"21858",1406000,"Powiat grójecki",2005,NA
