"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_80_m2_zl"
"8703",3019000,"Powiat pilski",2017,2869
"8704",3020000,"Powiat pleszewski",2017,1033
"8705",3021000,"Powiat poznański",2017,3827
"8706",3022000,"Powiat rawicki",2017,1437
"8707",3023000,"Powiat słupecki",2017,2342
"8708",3024000,"Powiat szamotulski",2017,2454
"8709",3025000,"Powiat średzki",2017,0
"8710",3026000,"Powiat śremski",2017,2915
"8711",3027000,"Powiat turecki",2017,0
"8712",3028000,"Powiat wągrowiecki",2017,1818
"8713",3029000,"Powiat wolsztyński",2017,2253
"8714",3030000,"Powiat wrzesiński",2017,3008
"8715",3031000,"Powiat złotowski",2017,1810
"8716",3061000,"Powiat m.Kalisz",2017,2676
"8717",3062000,"Powiat m.Konin",2017,2868
"8718",3063000,"Powiat m.Leszno",2017,3066
"8719",3064000,"Powiat m.Poznań",2017,4841
"8720",3201000,"Powiat białogardzki",2017,1997
"8721",3202000,"Powiat choszczeński",2017,1681
"8722",3203000,"Powiat drawski",2017,1777
"8723",3204000,"Powiat goleniowski",2017,3179
"8724",3205000,"Powiat gryficki",2017,2397
"8725",3206000,"Powiat gryfiński",2017,2460
"8726",3207000,"Powiat kamieński",2017,2991
"8727",3208000,"Powiat kołobrzeski",2017,3704
"8728",3209000,"Powiat koszaliński",2017,2022
"8729",3210000,"Powiat myśliborski",2017,1766
"8730",3211000,"Powiat policki",2017,4033
"8731",3212000,"Powiat pyrzycki",2017,1776
"8732",3213000,"Powiat sławieński",2017,1890
"8733",3214000,"Powiat stargardzki",2017,2815
"8734",3215000,"Powiat szczecinecki",2017,1400
"8735",3216000,"Powiat świdwiński",2017,1590
"8736",3217000,"Powiat wałecki",2017,2185
"8737",3218000,"Powiat łobeski",2017,836
"8738",3261000,"Powiat m.Koszalin",2017,3227
"8739",3262000,"Powiat m.Szczecin",2017,3886
"8740",3263000,"Powiat m.Świnoujście",2017,4960
"8741",201000,"Powiat bolesławiecki",2018,2884
"8742",202000,"Powiat dzierżoniowski",2018,1923
"8743",203000,"Powiat głogowski",2018,3290
"8744",204000,"Powiat górowski",2018,2101
"8745",205000,"Powiat jaworski",2018,1745
"8746",206000,"Powiat jeleniogórski",2018,1856
"8747",207000,"Powiat kamiennogórski",2018,1194
"8748",208000,"Powiat kłodzki",2018,1790
"8749",209000,"Powiat legnicki",2018,2130
"8750",210000,"Powiat lubański",2018,1901
"8751",211000,"Powiat lubiński",2018,3959
"8752",212000,"Powiat lwówecki",2018,1553
"8753",213000,"Powiat milicki",2018,2651
"8754",214000,"Powiat oleśnicki",2018,2358
"8755",215000,"Powiat oławski",2018,3546
"8756",216000,"Powiat polkowicki",2018,2015
"8757",217000,"Powiat strzeliński",2018,1526
"8758",218000,"Powiat średzki",2018,3167
"8759",219000,"Powiat świdnicki",2018,2321
"8760",220000,"Powiat trzebnicki",2018,2942
"8761",221000,"Powiat wałbrzyski",2018,1851
"8762",222000,"Powiat wołowski",2018,2022
"8763",223000,"Powiat wrocławski",2018,3892
"8764",224000,"Powiat ząbkowicki",2018,1503
"8765",225000,"Powiat zgorzelecki",2018,2409
"8766",226000,"Powiat złotoryjski",2018,1586
"8767",261000,"Powiat m.Jelenia Góra",2018,1943
"8768",262000,"Powiat m.Legnica",2018,2606
"8769",264000,"Powiat m.Wrocław",2018,5140
"8770",265000,"Powiat m.Wałbrzych od 2013",2018,1636
"8771",401000,"Powiat aleksandrowski",2018,3294
"8772",402000,"Powiat brodnicki",2018,2905
"8773",403000,"Powiat bydgoski",2018,4483
"8774",404000,"Powiat chełmiński",2018,2134
"8775",405000,"Powiat golubsko-dobrzyński",2018,0
"8776",406000,"Powiat grudziądzki",2018,0
"8777",407000,"Powiat inowrocławski",2018,2791
"8778",408000,"Powiat lipnowski",2018,0
"8779",409000,"Powiat mogileński",2018,0
"8780",410000,"Powiat nakielski",2018,1685
"8781",411000,"Powiat radziejowski",2018,1541
"8782",412000,"Powiat rypiński",2018,0
"8783",413000,"Powiat sępoleński",2018,1898
"8784",414000,"Powiat świecki",2018,2654
"8785",415000,"Powiat toruński",2018,2805
"8786",416000,"Powiat tucholski",2018,0
"8787",417000,"Powiat wąbrzeski",2018,0
"8788",418000,"Powiat włocławski",2018,0
"8789",419000,"Powiat żniński",2018,1609
"8790",461000,"Powiat m.Bydgoszcz",2018,4627
"8791",462000,"Powiat m.Grudziądz",2018,2910
"8792",463000,"Powiat m.Toruń",2018,4569
"8793",464000,"Powiat m.Włocławek",2018,2945
"8794",601000,"Powiat bialski",2018,0
"8795",602000,"Powiat biłgorajski",2018,2942
"8796",603000,"Powiat chełmski",2018,0
"8797",604000,"Powiat hrubieszowski",2018,0
"8798",605000,"Powiat janowski",2018,0
"8799",606000,"Powiat krasnostawski",2018,0
"8800",607000,"Powiat kraśnicki",2018,0
"8801",608000,"Powiat lubartowski",2018,0
"8802",609000,"Powiat lubelski",2018,3927
"8803",610000,"Powiat łęczyński",2018,0
"8804",611000,"Powiat łukowski",2018,3056
"8805",612000,"Powiat opolski",2018,0
"8806",613000,"Powiat parczewski",2018,0
"8807",614000,"Powiat puławski",2018,3517
"8808",615000,"Powiat radzyński",2018,0
"8809",616000,"Powiat rycki",2018,2417
"8810",617000,"Powiat świdnicki",2018,0
"8811",618000,"Powiat tomaszowski",2018,1820
"8812",619000,"Powiat włodawski",2018,1542
"8813",620000,"Powiat zamojski",2018,0
"8814",661000,"Powiat m.Biała Podlaska",2018,2868
"8815",662000,"Powiat m.Chełm",2018,3030
"8816",663000,"Powiat m.Lublin",2018,5282
"8817",664000,"Powiat m.Zamość",2018,4186
"8818",801000,"Powiat gorzowski",2018,2569
"8819",802000,"Powiat krośnieński",2018,2571
"8820",803000,"Powiat międzyrzecki",2018,2054
"8821",804000,"Powiat nowosolski",2018,1748
"8822",805000,"Powiat słubicki",2018,2655
"8823",806000,"Powiat strzelecko-drezdenecki",2018,1914
"8824",807000,"Powiat sulęciński",2018,2196
"8825",808000,"Powiat świebodziński",2018,2398
"8826",809000,"Powiat zielonogórski",2018,2260
"8827",810000,"Powiat żagański",2018,1718
"8828",811000,"Powiat żarski",2018,2423
"8829",812000,"Powiat wschowski",2018,1764
"8830",861000,"Powiat m.Gorzów Wielkopolski",2018,3012
"8831",862000,"Powiat m.Zielona Góra",2018,3700
"8832",1001000,"Powiat bełchatowski",2018,2601
"8833",1002000,"Powiat kutnowski",2018,3452
"8834",1003000,"Powiat łaski",2018,0
"8835",1004000,"Powiat łęczycki",2018,0
"8836",1005000,"Powiat łowicki",2018,1671
"8837",1006000,"Powiat łódzki wschodni",2018,0
"8838",1007000,"Powiat opoczyński",2018,0
"8839",1008000,"Powiat pabianicki",2018,2037
"8840",1009000,"Powiat pajęczański",2018,0
"8841",1010000,"Powiat piotrkowski",2018,0
"8842",1011000,"Powiat poddębicki",2018,0
"8843",1012000,"Powiat radomszczański",2018,2664
"8844",1013000,"Powiat rawski",2018,0
"8845",1014000,"Powiat sieradzki",2018,2700
"8846",1015000,"Powiat skierniewicki",2018,0
"8847",1016000,"Powiat tomaszowski",2018,2020
"8848",1017000,"Powiat wieluński",2018,3023
"8849",1018000,"Powiat wieruszowski",2018,2997
"8850",1019000,"Powiat zduńskowolski",2018,0
"8851",1020000,"Powiat zgierski",2018,3645
"8852",1021000,"Powiat brzeziński",2018,0
"8853",1061000,"Powiat m.Łódź",2018,4445
"8854",1062000,"Powiat m.Piotrków Trybunalski",2018,2298
"8855",1063000,"Powiat m.Skierniewice",2018,3451
"8856",1201000,"Powiat bocheński",2018,4646
"8857",1202000,"Powiat brzeski",2018,1612
"8858",1203000,"Powiat chrzanowski",2018,1867
"8859",1204000,"Powiat dąbrowski",2018,0
"8860",1205000,"Powiat gorlicki",2018,1820
"8861",1206000,"Powiat krakowski",2018,4154
"8862",1207000,"Powiat limanowski",2018,1349
"8863",1208000,"Powiat miechowski",2018,0
"8864",1209000,"Powiat myślenicki",2018,5014
"8865",1210000,"Powiat nowosądecki",2018,3533
"8866",1211000,"Powiat nowotarski",2018,4143
"8867",1212000,"Powiat olkuski",2018,3056
"8868",1213000,"Powiat oświęcimski",2018,2760
"8869",1214000,"Powiat proszowicki",2018,0
"8870",1215000,"Powiat suski",2018,0
"8871",1216000,"Powiat tarnowski",2018,0
"8872",1217000,"Powiat tatrzański",2018,5764
"8873",1218000,"Powiat wadowicki",2018,3484
"8874",1219000,"Powiat wielicki",2018,3351
"8875",1261000,"Powiat m.Kraków",2018,6441
"8876",1262000,"Powiat m.Nowy Sącz",2018,2688
"8877",1263000,"Powiat m.Tarnów",2018,2153
"8878",1401000,"Powiat białobrzeski",2018,0
"8879",1402000,"Powiat ciechanowski",2018,2516
"8880",1403000,"Powiat garwoliński",2018,0
"8881",1404000,"Powiat gostyniński",2018,1963
"8882",1405000,"Powiat grodziski",2018,3400
"8883",1406000,"Powiat grójecki",2018,4081
"8884",1407000,"Powiat kozienicki",2018,0
"8885",1408000,"Powiat legionowski",2018,4235
"8886",1409000,"Powiat lipski",2018,0
"8887",1410000,"Powiat łosicki",2018,0
"8888",1411000,"Powiat makowski",2018,0
"8889",1412000,"Powiat miński",2018,4651
"8890",1413000,"Powiat mławski",2018,2738
"8891",1414000,"Powiat nowodworski",2018,3902
"8892",1415000,"Powiat ostrołęcki",2018,0
"8893",1416000,"Powiat ostrowski",2018,0
"8894",1417000,"Powiat otwocki",2018,3831
"8895",1418000,"Powiat piaseczyński",2018,5352
"8896",1419000,"Powiat płocki",2018,3128
"8897",1420000,"Powiat płoński",2018,1887
"8898",1421000,"Powiat pruszkowski",2018,4816
"8899",1422000,"Powiat przasnyski",2018,0
"8900",1423000,"Powiat przysuski",2018,0
"8901",1424000,"Powiat pułtuski",2018,0
"8902",1425000,"Powiat radomski",2018,0
"8903",1426000,"Powiat siedlecki",2018,2813
"8904",1427000,"Powiat sierpecki",2018,0
"8905",1428000,"Powiat sochaczewski",2018,2174
"8906",1429000,"Powiat sokołowski",2018,0
"8907",1430000,"Powiat szydłowiecki",2018,0
"8908",1432000,"Powiat warszawski zachodni",2018,4409
"8909",1433000,"Powiat węgrowski",2018,0
"8910",1434000,"Powiat wołomiński",2018,3901
"8911",1435000,"Powiat wyszkowski",2018,2993
"8912",1436000,"Powiat zwoleński",2018,0
"8913",1437000,"Powiat żuromiński",2018,0
"8914",1438000,"Powiat żyrardowski",2018,4313
"8915",1461000,"Powiat m.Ostrołęka",2018,3298
"8916",1462000,"Powiat m.Płock",2018,4048
"8917",1463000,"Powiat m.Radom",2018,3910
"8918",1464000,"Powiat m.Siedlce",2018,4136
"8919",1465000,"Powiat m. st. Warszawa",2018,8617
"8920",1601000,"Powiat brzeski",2018,1768
"8921",1602000,"Powiat głubczycki",2018,1487
"8922",1603000,"Powiat kędzierzyńsko-kozielski",2018,1780
"8923",1604000,"Powiat kluczborski",2018,1938
"8924",1605000,"Powiat krapkowicki",2018,2729
"8925",1606000,"Powiat namysłowski",2018,1611
"8926",1607000,"Powiat nyski",2018,1718
"8927",1608000,"Powiat oleski",2018,0
"8928",1609000,"Powiat opolski",2018,2270
"8929",1610000,"Powiat prudnicki",2018,1400
"8930",1611000,"Powiat strzelecki",2018,1626
"8931",1661000,"Powiat m.Opole",2018,3851
"8932",1801000,"Powiat bieszczadzki",2018,0
"8933",1802000,"Powiat brzozowski",2018,0
"8934",1803000,"Powiat dębicki",2018,2882
"8935",1804000,"Powiat jarosławski",2018,3253
"8936",1805000,"Powiat jasielski",2018,0
"8937",1806000,"Powiat kolbuszowski",2018,0
"8938",1807000,"Powiat krośnieński",2018,0
"8939",1808000,"Powiat leżajski",2018,0
"8940",1809000,"Powiat lubaczowski",2018,0
"8941",1810000,"Powiat łańcucki",2018,2251
"8942",1811000,"Powiat mielecki",2018,2527
"8943",1812000,"Powiat niżański",2018,0
"8944",1813000,"Powiat przemyski",2018,0
"8945",1814000,"Powiat przeworski",2018,0
"8946",1815000,"Powiat ropczycko-sędziszowski",2018,0
"8947",1816000,"Powiat rzeszowski",2018,3378
"8948",1817000,"Powiat sanocki",2018,2265
"8949",1818000,"Powiat stalowowolski",2018,3032
"8950",1819000,"Powiat strzyżowski",2018,0
"8951",1820000,"Powiat tarnobrzeski",2018,1982
"8952",1821000,"Powiat leski",2018,0
"8953",1861000,"Powiat m.Krosno",2018,2224
"8954",1862000,"Powiat m.Przemyśl",2018,1991
"8955",1863000,"Powiat m.Rzeszów",2018,4237
"8956",1864000,"Powiat m.Tarnobrzeg",2018,2443
"8957",2001000,"Powiat augustowski",2018,2955
"8958",2002000,"Powiat białostocki",2018,3250
"8959",2003000,"Powiat bielski",2018,0
"8960",2004000,"Powiat grajewski",2018,3001
"8961",2005000,"Powiat hajnowski",2018,0
"8962",2006000,"Powiat kolneński",2018,0
"8963",2007000,"Powiat łomżyński",2018,0
"8964",2008000,"Powiat moniecki",2018,0
"8965",2009000,"Powiat sejneński",2018,0
"8966",2010000,"Powiat siemiatycki",2018,0
"8967",2011000,"Powiat sokólski",2018,0
"8968",2012000,"Powiat suwalski",2018,0
"8969",2013000,"Powiat wysokomazowiecki",2018,0
"8970",2014000,"Powiat zambrowski",2018,0
"8971",2061000,"Powiat m.Białystok",2018,4686
"8972",2062000,"Powiat m.Łomża",2018,3715
"8973",2063000,"Powiat m.Suwałki",2018,3496
"8974",2201000,"Powiat bytowski",2018,1922
"8975",2202000,"Powiat chojnicki",2018,2716
"8976",2203000,"Powiat człuchowski",2018,1310
"8977",2204000,"Powiat gdański",2018,4318
"8978",2205000,"Powiat kartuski",2018,3857
"8979",2206000,"Powiat kościerski",2018,3665
"8980",2207000,"Powiat kwidzyński",2018,2068
"8981",2208000,"Powiat lęborski",2018,2882
"8982",2209000,"Powiat malborski",2018,2409
"8983",2210000,"Powiat nowodworski",2018,1179
"8984",2211000,"Powiat pucki",2018,4609
"8985",2212000,"Powiat słupski",2018,2440
"8986",2213000,"Powiat starogardzki",2018,3023
"8987",2214000,"Powiat tczewski",2018,3128
"8988",2215000,"Powiat wejherowski",2018,3469
"8989",2216000,"Powiat sztumski",2018,1671
"8990",2261000,"Powiat m.Gdańsk",2018,6866
"8991",2262000,"Powiat m.Gdynia",2018,6710
"8992",2263000,"Powiat m.Słupsk",2018,2817
"8993",2264000,"Powiat m.Sopot",2018,11711
"8994",2401000,"Powiat będziński",2018,4337
"8995",2402000,"Powiat bielski",2018,2663
"8996",2403000,"Powiat cieszyński",2018,2310
"8997",2404000,"Powiat częstochowski",2018,0
"8998",2405000,"Powiat gliwicki",2018,2993
"8999",2406000,"Powiat kłobucki",2018,3367
"9000",2407000,"Powiat lubliniecki",2018,2561
"9001",2408000,"Powiat mikołowski",2018,3037
"9002",2409000,"Powiat myszkowski",2018,0
"9003",2410000,"Powiat pszczyński",2018,1908
"9004",2411000,"Powiat raciborski",2018,2180
"9005",2412000,"Powiat rybnicki",2018,0
"9006",2413000,"Powiat tarnogórski",2018,2425
"9007",2414000,"Powiat bieruńsko-lędziński",2018,0
"9008",2415000,"Powiat wodzisławski",2018,0
"9009",2416000,"Powiat zawierciański",2018,1525
"9010",2417000,"Powiat żywiecki",2018,1495
"9011",2461000,"Powiat m.Bielsko-Biała",2018,3405
"9012",2462000,"Powiat m.Bytom",2018,1301
"9013",2463000,"Powiat m.Chorzów",2018,3333
"9014",2464000,"Powiat m.Częstochowa",2018,3874
"9015",2465000,"Powiat m.Dąbrowa Górnicza",2018,3363
"9016",2466000,"Powiat m.Gliwice",2018,3465
"9017",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"9018",2468000,"Powiat m.Jaworzno",2018,2538
"9019",2469000,"Powiat m.Katowice",2018,3837
"9020",2470000,"Powiat m.Mysłowice",2018,3490
"9021",2471000,"Powiat m.Piekary Śląskie",2018,2384
"9022",2472000,"Powiat m.Ruda Śląska",2018,2032
"9023",2473000,"Powiat m.Rybnik",2018,2694
"9024",2474000,"Powiat m.Siemianowice Śląskie",2018,3316
"9025",2475000,"Powiat m.Sosnowiec",2018,2386
"9026",2476000,"Powiat m.Świętochłowice",2018,1352
"9027",2477000,"Powiat m.Tychy",2018,4378
"9028",2478000,"Powiat m.Zabrze",2018,1990
"9029",2479000,"Powiat m.Żory",2018,2658
"9030",2601000,"Powiat buski",2018,2843
"9031",2602000,"Powiat jędrzejowski",2018,0
"9032",2603000,"Powiat kazimierski",2018,0
"9033",2604000,"Powiat kielecki",2018,0
"9034",2605000,"Powiat konecki",2018,0
"9035",2606000,"Powiat opatowski",2018,0
"9036",2607000,"Powiat ostrowiecki",2018,0
"9037",2608000,"Powiat pińczowski",2018,0
"9038",2609000,"Powiat sandomierski",2018,0
"9039",2610000,"Powiat skarżyski",2018,3773
"9040",2611000,"Powiat starachowicki",2018,3196
"9041",2612000,"Powiat staszowski",2018,0
"9042",2613000,"Powiat włoszczowski",2018,0
"9043",2661000,"Powiat m.Kielce",2018,4716
"9044",2801000,"Powiat bartoszycki",2018,1993
"9045",2802000,"Powiat braniewski",2018,2301
"9046",2803000,"Powiat działdowski",2018,2299
"9047",2804000,"Powiat elbląski",2018,1761
"9048",2805000,"Powiat ełcki",2018,3110
"9049",2806000,"Powiat giżycki",2018,2477
"9050",2807000,"Powiat iławski",2018,6605
"9051",2808000,"Powiat kętrzyński",2018,1438
"9052",2809000,"Powiat lidzbarski",2018,1921
"9053",2810000,"Powiat mrągowski",2018,3117
"9054",2811000,"Powiat nidzicki",2018,1343
"9055",2812000,"Powiat nowomiejski",2018,1478
"9056",2813000,"Powiat olecki",2018,2482
"9057",2814000,"Powiat olsztyński",2018,3500
"9058",2815000,"Powiat ostródzki",2018,1866
"9059",2816000,"Powiat piski",2018,1444
"9060",2817000,"Powiat szczycieński",2018,2154
"9061",2818000,"Powiat gołdapski",2018,2355
"9062",2819000,"Powiat węgorzewski",2018,2159
"9063",2861000,"Powiat m.Elbląg",2018,3607
"9064",2862000,"Powiat m.Olsztyn",2018,4053
"9065",3001000,"Powiat chodzieski",2018,2120
"9066",3002000,"Powiat czarnkowsko-trzcianecki",2018,1837
"9067",3003000,"Powiat gnieźnieński",2018,2983
"9068",3004000,"Powiat gostyński",2018,2451
"9069",3005000,"Powiat grodziski",2018,2554
"9070",3006000,"Powiat jarociński",2018,2990
"9071",3007000,"Powiat kaliski",2018,2572
"9072",3008000,"Powiat kępiński",2018,2824
"9073",3009000,"Powiat kolski",2018,0
"9074",3010000,"Powiat koniński",2018,2503
"9075",3011000,"Powiat kościański",2018,1870
"9076",3012000,"Powiat krotoszyński",2018,2689
"9077",3013000,"Powiat leszczyński",2018,2748
"9078",3014000,"Powiat międzychodzki",2018,1893
"9079",3015000,"Powiat nowotomyski",2018,2156
"9080",3016000,"Powiat obornicki",2018,1702
"9081",3017000,"Powiat ostrowski",2018,1812
"9082",3018000,"Powiat ostrzeszowski",2018,2736
"9083",3019000,"Powiat pilski",2018,3590
"9084",3020000,"Powiat pleszewski",2018,3242
"9085",3021000,"Powiat poznański",2018,3904
"9086",3022000,"Powiat rawicki",2018,2062
"9087",3023000,"Powiat słupecki",2018,0
"9088",3024000,"Powiat szamotulski",2018,3045
"9089",3025000,"Powiat średzki",2018,1899
"9090",3026000,"Powiat śremski",2018,2929
"9091",3027000,"Powiat turecki",2018,2733
"9092",3028000,"Powiat wągrowiecki",2018,2491
"9093",3029000,"Powiat wolsztyński",2018,3541
"9094",3030000,"Powiat wrzesiński",2018,3098
"9095",3031000,"Powiat złotowski",2018,1813
"9096",3061000,"Powiat m.Kalisz",2018,2830
"9097",3062000,"Powiat m.Konin",2018,2627
"9098",3063000,"Powiat m.Leszno",2018,3252
"9099",3064000,"Powiat m.Poznań",2018,5492
"9100",3201000,"Powiat białogardzki",2018,1870
"9101",3202000,"Powiat choszczeński",2018,2101
"9102",3203000,"Powiat drawski",2018,2488
"9103",3204000,"Powiat goleniowski",2018,3268
"9104",3205000,"Powiat gryficki",2018,1895
"9105",3206000,"Powiat gryfiński",2018,2420
"9106",3207000,"Powiat kamieński",2018,3234
"9107",3208000,"Powiat kołobrzeski",2018,4914
"9108",3209000,"Powiat koszaliński",2018,7576
"9109",3210000,"Powiat myśliborski",2018,2074
"9110",3211000,"Powiat policki",2018,4404
"9111",3212000,"Powiat pyrzycki",2018,1816
"9112",3213000,"Powiat sławieński",2018,1833
"9113",3214000,"Powiat stargardzki",2018,2724
"9114",3215000,"Powiat szczecinecki",2018,1925
"9115",3216000,"Powiat świdwiński",2018,2200
"9116",3217000,"Powiat wałecki",2018,2753
"9117",3218000,"Powiat łobeski",2018,0
"9118",3261000,"Powiat m.Koszalin",2018,2749
"9119",3262000,"Powiat m.Szczecin",2018,4366
"9120",3263000,"Powiat m.Świnoujście",2018,6391
"9121",201000,"Powiat bolesławiecki",2019,NA
"9122",202000,"Powiat dzierżoniowski",2019,NA
"9123",203000,"Powiat głogowski",2019,NA
"9124",204000,"Powiat górowski",2019,NA
"9125",205000,"Powiat jaworski",2019,NA
"9126",206000,"Powiat jeleniogórski",2019,NA
"9127",207000,"Powiat kamiennogórski",2019,NA
"9128",208000,"Powiat kłodzki",2019,NA
"9129",209000,"Powiat legnicki",2019,NA
"9130",210000,"Powiat lubański",2019,NA
"9131",211000,"Powiat lubiński",2019,NA
"9132",212000,"Powiat lwówecki",2019,NA
"9133",213000,"Powiat milicki",2019,NA
"9134",214000,"Powiat oleśnicki",2019,NA
"9135",215000,"Powiat oławski",2019,NA
"9136",216000,"Powiat polkowicki",2019,NA
"9137",217000,"Powiat strzeliński",2019,NA
"9138",218000,"Powiat średzki",2019,NA
"9139",219000,"Powiat świdnicki",2019,NA
"9140",220000,"Powiat trzebnicki",2019,NA
"9141",221000,"Powiat wałbrzyski",2019,NA
"9142",222000,"Powiat wołowski",2019,NA
"9143",223000,"Powiat wrocławski",2019,NA
"9144",224000,"Powiat ząbkowicki",2019,NA
"9145",225000,"Powiat zgorzelecki",2019,NA
"9146",226000,"Powiat złotoryjski",2019,NA
"9147",261000,"Powiat m.Jelenia Góra",2019,NA
"9148",262000,"Powiat m.Legnica",2019,NA
"9149",264000,"Powiat m.Wrocław",2019,NA
"9150",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"9151",401000,"Powiat aleksandrowski",2019,NA
"9152",402000,"Powiat brodnicki",2019,NA
"9153",403000,"Powiat bydgoski",2019,NA
"9154",404000,"Powiat chełmiński",2019,NA
"9155",405000,"Powiat golubsko-dobrzyński",2019,NA
"9156",406000,"Powiat grudziądzki",2019,NA
"9157",407000,"Powiat inowrocławski",2019,NA
"9158",408000,"Powiat lipnowski",2019,NA
"9159",409000,"Powiat mogileński",2019,NA
"9160",410000,"Powiat nakielski",2019,NA
"9161",411000,"Powiat radziejowski",2019,NA
"9162",412000,"Powiat rypiński",2019,NA
"9163",413000,"Powiat sępoleński",2019,NA
"9164",414000,"Powiat świecki",2019,NA
"9165",415000,"Powiat toruński",2019,NA
"9166",416000,"Powiat tucholski",2019,NA
"9167",417000,"Powiat wąbrzeski",2019,NA
"9168",418000,"Powiat włocławski",2019,NA
"9169",419000,"Powiat żniński",2019,NA
"9170",461000,"Powiat m.Bydgoszcz",2019,NA
"9171",462000,"Powiat m.Grudziądz",2019,NA
"9172",463000,"Powiat m.Toruń",2019,NA
"9173",464000,"Powiat m.Włocławek",2019,NA
"9174",601000,"Powiat bialski",2019,NA
"9175",602000,"Powiat biłgorajski",2019,NA
"9176",603000,"Powiat chełmski",2019,NA
"9177",604000,"Powiat hrubieszowski",2019,NA
"9178",605000,"Powiat janowski",2019,NA
"9179",606000,"Powiat krasnostawski",2019,NA
"9180",607000,"Powiat kraśnicki",2019,NA
"9181",608000,"Powiat lubartowski",2019,NA
"9182",609000,"Powiat lubelski",2019,NA
"9183",610000,"Powiat łęczyński",2019,NA
"9184",611000,"Powiat łukowski",2019,NA
"9185",612000,"Powiat opolski",2019,NA
"9186",613000,"Powiat parczewski",2019,NA
"9187",614000,"Powiat puławski",2019,NA
"9188",615000,"Powiat radzyński",2019,NA
"9189",616000,"Powiat rycki",2019,NA
"9190",617000,"Powiat świdnicki",2019,NA
"9191",618000,"Powiat tomaszowski",2019,NA
"9192",619000,"Powiat włodawski",2019,NA
"9193",620000,"Powiat zamojski",2019,NA
"9194",661000,"Powiat m.Biała Podlaska",2019,NA
"9195",662000,"Powiat m.Chełm",2019,NA
"9196",663000,"Powiat m.Lublin",2019,NA
"9197",664000,"Powiat m.Zamość",2019,NA
"9198",801000,"Powiat gorzowski",2019,NA
"9199",802000,"Powiat krośnieński",2019,NA
"9200",803000,"Powiat międzyrzecki",2019,NA
"9201",804000,"Powiat nowosolski",2019,NA
"9202",805000,"Powiat słubicki",2019,NA
"9203",806000,"Powiat strzelecko-drezdenecki",2019,NA
"9204",807000,"Powiat sulęciński",2019,NA
"9205",808000,"Powiat świebodziński",2019,NA
"9206",809000,"Powiat zielonogórski",2019,NA
"9207",810000,"Powiat żagański",2019,NA
"9208",811000,"Powiat żarski",2019,NA
"9209",812000,"Powiat wschowski",2019,NA
"9210",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"9211",862000,"Powiat m.Zielona Góra",2019,NA
"9212",1001000,"Powiat bełchatowski",2019,NA
"9213",1002000,"Powiat kutnowski",2019,NA
"9214",1003000,"Powiat łaski",2019,NA
"9215",1004000,"Powiat łęczycki",2019,NA
"9216",1005000,"Powiat łowicki",2019,NA
"9217",1006000,"Powiat łódzki wschodni",2019,NA
"9218",1007000,"Powiat opoczyński",2019,NA
"9219",1008000,"Powiat pabianicki",2019,NA
"9220",1009000,"Powiat pajęczański",2019,NA
"9221",1010000,"Powiat piotrkowski",2019,NA
"9222",1011000,"Powiat poddębicki",2019,NA
"9223",1012000,"Powiat radomszczański",2019,NA
"9224",1013000,"Powiat rawski",2019,NA
"9225",1014000,"Powiat sieradzki",2019,NA
"9226",1015000,"Powiat skierniewicki",2019,NA
"9227",1016000,"Powiat tomaszowski",2019,NA
"9228",1017000,"Powiat wieluński",2019,NA
"9229",1018000,"Powiat wieruszowski",2019,NA
"9230",1019000,"Powiat zduńskowolski",2019,NA
"9231",1020000,"Powiat zgierski",2019,NA
"9232",1021000,"Powiat brzeziński",2019,NA
"9233",1061000,"Powiat m.Łódź",2019,NA
"9234",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"9235",1063000,"Powiat m.Skierniewice",2019,NA
"9236",1201000,"Powiat bocheński",2019,NA
"9237",1202000,"Powiat brzeski",2019,NA
"9238",1203000,"Powiat chrzanowski",2019,NA
"9239",1204000,"Powiat dąbrowski",2019,NA
"9240",1205000,"Powiat gorlicki",2019,NA
"9241",1206000,"Powiat krakowski",2019,NA
"9242",1207000,"Powiat limanowski",2019,NA
"9243",1208000,"Powiat miechowski",2019,NA
"9244",1209000,"Powiat myślenicki",2019,NA
"9245",1210000,"Powiat nowosądecki",2019,NA
"9246",1211000,"Powiat nowotarski",2019,NA
"9247",1212000,"Powiat olkuski",2019,NA
"9248",1213000,"Powiat oświęcimski",2019,NA
"9249",1214000,"Powiat proszowicki",2019,NA
"9250",1215000,"Powiat suski",2019,NA
"9251",1216000,"Powiat tarnowski",2019,NA
"9252",1217000,"Powiat tatrzański",2019,NA
"9253",1218000,"Powiat wadowicki",2019,NA
"9254",1219000,"Powiat wielicki",2019,NA
"9255",1261000,"Powiat m.Kraków",2019,NA
"9256",1262000,"Powiat m.Nowy Sącz",2019,NA
"9257",1263000,"Powiat m.Tarnów",2019,NA
"9258",1401000,"Powiat białobrzeski",2019,NA
"9259",1402000,"Powiat ciechanowski",2019,NA
"9260",1403000,"Powiat garwoliński",2019,NA
"9261",1404000,"Powiat gostyniński",2019,NA
